Orthogroup	Habropoda_laboriosa	Apis_mellifera
OG0001342	XP_017798678.1	XP_006565519.1
OG0001343	XP_017791655.1	XP_006565611.2
OG0001344	XP_017789219.1	XP_006566552.1
OG0001345	XP_017793507.1	XP_006566705.2
OG0001346	XP_017793506.1	XP_006566741.2, XP_006566742.2, XP_393330.3
OG0001347	XP_017799534.1	XP_006566884.1
OG0001348	XP_017791400.1	XP_006566987.1
OG0001349	XP_017791160.1	XP_006567526.1, XP_026298607.1
OG0001350	XP_017790837.1	XP_006567845.1, XP_394587.3
OG0001351	XP_017792086.1	XP_006568004.1
OG0001352	XP_017787365.1	XP_624939.1, XP_006568087.1, XP_006568088.1
OG0001353	XP_017790352.1	XP_006568264.1, XP_026295048.1
OG0001354	XP_017795671.1	XP_392793.4, XP_006568388.1, XP_006568387.1, XP_026297740.1
OG0001355	XP_017795318.1, XP_017795319.1	XP_623065.2, XP_006568498.2
OG0001356	XP_017797961.1	XP_624663.4, XP_006568571.2, XP_006568569.2, XP_006568570.2
OG0001357	XP_017794157.1	XP_006568618.2
OG0001358	XP_017794245.1	XP_006568633.1
OG0001359	XP_017794173.1	XP_026296471.1, XP_393600.2, XP_006568637.1, XP_006568635.1, XP_006568636.1, XP_026296470.1
OG0001360	XP_017788392.1	XP_006568888.1, XP_006568887.1
OG0001361	XP_017799142.1	XP_006569022.1
OG0001362	XP_017798198.1	XP_006569379.1
OG0001363	XP_017798121.1	XP_006569380.2, XP_016767271.2
OG0001364	XP_017798289.1	XP_006569400.1
OG0001365	XP_017795339.1, XP_017795340.1	XP_006569847.1
OG0001366	XP_017795253.1	XP_006569907.1, XP_006569908.1
OG0001367	XP_017794864.1	XP_395132.2, XP_006570001.1
OG0001368	XP_017792262.1	XP_006570068.1
OG0001370	XP_017788208.1	XP_006570163.2
OG0001371	XP_017792157.1	XP_006570301.2, XP_026296398.1
OG0001372	XP_017799112.1	XP_006570683.1
OG0001373	XP_017789193.1	XP_006570731.1
OG0001374	XP_017799057.1, XP_017799056.1	XP_026295822.1, XP_026295821.1, XP_006570847.3
OG0001375	XP_017793531.1	XP_006571012.1, XP_006571006.1
OG0001376	XP_017791449.1	XP_006571055.1, XP_016768322.1
OG0001377	XP_017794582.1, XP_017794581.1	XP_026301919.1, XP_006571061.2
OG0001378	XP_017797316.1	XP_006571554.2, XP_016773175.2
OG0001379	XP_017788325.1	XP_006571652.2
OG0001380	XP_017788564.1	XP_006572008.1, XP_006572005.1, XP_006572007.1, XP_006572006.1
OG0001381	XP_017787841.1, XP_017787769.1	XP_006572020.1
OG0001382	XP_017795842.1	XP_006572095.1, XP_006572096.1
OG0001383	XP_017795282.1	XP_006572172.1
OG0001384	XP_017796171.1	XP_016766564.1
OG0001385	XP_017791723.1	XP_016766731.1
OG0001386	XP_017799164.1	XP_016766860.1
OG0001387	XP_017791699.1	XP_395083.5, XP_016766993.2
OG0001388	XP_017791974.1, XP_017791975.1, XP_017791977.1, XP_017791976.1	XP_016767150.1
OG0001389	XP_017793269.1	XP_016768032.1
OG0001390	XP_017789101.1	XP_016768362.2
OG0001391	XP_017794301.1	XP_016768675.1, XP_624014.2
OG0001392	XP_017798815.1	XP_016768680.1
OG0001393	XP_017799531.1	XP_016768956.2, XP_396503.5
OG0001394	XP_017794567.1	XP_623604.1, XP_016769248.1
OG0001395	XP_017795718.1	XP_623495.1, XP_016769524.1
OG0001396	XP_017796813.1	XP_016769578.1
OG0001397	XP_017795600.1	XP_016770442.2
OG0001398	XP_017795059.1	XP_016770863.2
OG0001399	XP_017791322.1	XP_016770883.1
OG0001400	XP_017791509.1	XP_016771021.1, XP_016771020.1
OG0001401	XP_017798513.1	XP_016771541.2, XP_394034.5
OG0001402	XP_017791796.1	XP_026301365.1
OG0001403	XP_017788181.1	XP_026301661.1, XP_016772147.2, XP_026301707.1
OG0001404	XP_017792923.1	XP_392789.3
OG0001405	XP_017797096.1, XP_017798445.1	XP_016772586.1
OG0001406	XP_017789504.1	XP_026295547.1, XP_026295555.1, XP_016772700.2
OG0001407	XP_017796414.1	XP_016773511.1
OG0001408	XP_017796400.1	XP_026294749.1, XP_026294750.1
OG0001409	XP_017789761.1	XP_026294944.1, XP_026294885.1
OG0001410	XP_017792027.1	XP_026295232.1
OG0001411	XP_017789324.1	XP_026295318.1
OG0001412	XP_017789423.1	XP_026295323.1, XP_396074.2
OG0001413	XP_017796377.1	XP_026295461.1, XP_396054.1
OG0001414	XP_017788089.1	XP_026295527.1
OG0001415	XP_017789515.1, XP_017789516.1	XP_026295546.1, XP_026295545.1
OG0001416	XP_017789302.1	XP_026295560.1, XP_026295561.1
OG0001417	XP_017799059.1	XP_026295584.1, XP_026295586.1
OG0001418	XP_017788572.1	XP_026295662.1
OG0001419	XP_017796157.1	XP_026295673.1, XP_026295671.1, XP_026295670.1
OG0001421	XP_017796646.1	XP_026295872.1
OG0001422	XP_017797185.1	XP_026295956.1
OG0001423	XP_017796773.1, XP_017796782.1	XP_026295959.1, XP_026295960.1
OG0001424	XP_017796933.1	XP_026296172.1, XP_026296173.1, XP_026296171.1, XP_026296174.1
OG0001425	XP_017793796.1	XP_026296228.1, XP_026296234.1
OG0001426	XP_017790718.1	XP_026296339.1
OG0001427	XP_017794895.1	XP_026296373.1
OG0001428	XP_017792137.1	XP_026296404.1
OG0001429	XP_017789773.1	XP_026296504.1
OG0001430	XP_017789791.1	XP_026296581.1, XP_026296582.1, XP_026296580.1
OG0001431	XP_017791136.1	XP_026296618.1, XP_624243.3
OG0001432	XP_017794221.1	XP_026296648.1
OG0001433	XP_017790153.1	XP_026296957.1, XP_026296956.1
OG0001434	XP_017789006.1	XP_026296977.1
OG0001435	XP_017797466.1	XP_026297195.1
OG0001435	XP_017797467.1	XP_026297213.1
OG0001436	XP_017797412.1	XP_026297227.1
OG0001437	XP_017788688.1	XP_026297271.1
OG0001438	XP_017797399.1	XP_026297288.1
OG0001439	XP_017795786.1	XP_026297335.1
OG0001440	XP_017795623.1	XP_026297410.1
OG0001441	XP_017788554.1	XP_026297995.1
OG0001442	XP_017788560.1	XP_026298054.1, XP_026298053.1
OG0001443	XP_017793967.1	XP_026298146.1
OG0001444	XP_017799358.1	XP_026298269.1
OG0001445	XP_017791164.1	XP_026298493.1
OG0001446	XP_017794366.1	XP_026298657.1
OG0001447	XP_017792067.1	XP_026298716.1
OG0001448	XP_017790876.1	XP_026298819.1, XP_026298820.1
OG0001449	XP_017788587.1	XP_026298837.1
OG0001450	XP_017791392.1, XP_017791384.1	XP_026299186.1, XP_026299184.1
OG0001451	XP_017789732.1	XP_026299562.1
OG0001452	XP_017797463.1	XP_026299699.1
OG0001453	XP_017787423.1	XP_026299769.1
OG0001454	XP_017792085.1, XP_017792084.1	XP_026299801.1, XP_026299814.1
OG0001455	XP_017792442.1	XP_026299934.1, XP_026299935.1, XP_026299937.1, XP_026299936.1
OG0001456	XP_017791503.1	XP_026299965.1
OG0001457	XP_017794851.1	XP_026300270.1, XP_026300271.1
OG0001458	XP_017788766.1	XP_026300499.1
OG0001459	XP_017797811.1	XP_026300946.1, XP_026300943.1
OG0001460	XP_017797798.1	XP_026300984.1
OG0001461	XP_017793521.1	XP_026301211.1
OG0001462	XP_017797845.1	XP_026301282.1
OG0001463	XP_017796591.1	XP_026301412.1
OG0001464	XP_017796840.1	XP_026301459.1
OG0001465	XP_017791223.1	XP_026301574.1
OG0001466	XP_017788246.1	XP_026301644.1
OG0001467	XP_017798298.1	XP_026301649.1
OG0001468	XP_017799309.1	XP_026302119.1
OG0001469	XP_017792678.1	XP_026302245.1
OG0001470	XP_017788365.1	XP_026302286.1, XP_026302273.1
OG0001471	XP_017787926.1	XP_026302294.1
OG0001472	XP_017790281.1	XP_391898.1
OG0001473	XP_017792295.1	XP_392431.2
OG0001474	XP_017791642.1	XP_392452.2
OG0001475	XP_017795510.1	XP_392630.2
OG0001476	XP_017790093.1	XP_392799.3
OG0001477	XP_017793839.1	XP_392818.2
OG0001478	XP_017790478.1	XP_392901.2
OG0001479	XP_017798547.1, XP_017798546.1	XP_393437.3
OG0001480	XP_017788471.1	XP_393566.3
OG0001481	XP_017791319.1	XP_393875.1
OG0001482	XP_017788813.1	XP_393894.1
OG0001483	XP_017798787.1	XP_393999.3
OG0001484	XP_017796598.1	XP_394067.4
OG0001485	XP_017790512.1	XP_394342.1
OG0001486	XP_017788497.1	XP_394416.4
OG0001487	XP_017788868.1	XP_394419.2
OG0001488	XP_017790777.1	XP_394584.4
OG0001489	XP_017796447.1	XP_395017.2
OG0001490	XP_017789679.1	XP_395266.4
OG0001491	XP_017797744.1	XP_395389.2
OG0001492	XP_017796365.1	XP_395566.3
OG0001493	XP_017795277.1	XP_395696.2
OG0001494	XP_017790673.1	XP_395840.2
OG0001495	XP_017792422.1	XP_396066.5
OG0001496	XP_017795046.1	XP_396132.4
OG0001497	XP_017797872.1	XP_396376.2
OG0001498	XP_017790299.1	XP_396584.2
OG0001499	XP_017790278.1	XP_396585.2
OG0001500	XP_017788735.1	XP_396758.1
OG0001501	XP_017789071.1	XP_397170.4
OG0001502	XP_017788059.1	XP_397465.5
OG0001503	XP_017795614.1	XP_623739.2
OG0001504	XP_017787541.1	XP_623822.2
OG0001505	XP_017797200.1, XP_017797199.1	XP_623908.1
OG0001506	XP_017793162.1, XP_017793161.1, XP_017793160.1	XP_624018.4
OG0001507	XP_017795428.1	XP_624146.2
OG0001508	XP_017790948.1	XP_624230.1
OG0001509	XP_017798548.1	XP_624376.1
OG0001510	XP_017795270.1	XP_624520.1
OG0001511	XP_017790724.1	XP_625038.2
OG0001512	XP_017793036.1, XP_017793035.1	XP_625210.1
OG0001525	XP_017790458.1	XP_006568211.1, NP_001011597.1
OG0001526	XP_017787391.1	NP_001011625.1, XP_006561565.1
OG0001528	XP_017791777.1	XP_006561609.1, NP_001011634.1
OG0001529	XP_017796613.1	NP_001011639.2
OG0001530	XP_017794123.1	XP_006567388.1, NP_001035355.1
OG0001531	XP_017788854.1	NP_001071281.1, XP_006560362.1
OG0001532	XP_017793240.1	NP_001071289.1, XP_026296900.1
OG0001533	XP_017793198.1, XP_017793199.1	NP_001128415.1, XP_006563267.1
OG0001534	XP_017791098.1	NP_001135933.1
OG0001535	XP_017788639.1, XP_017788645.1	XP_006567657.1, NP_001155988.1
OG0001536	XP_017793261.1	XP_016767967.1, NP_001165876.1
OG0001537	XP_017795501.1	XP_026298361.1, NP_001229363.1
OG0001538	XP_017796664.1	NP_001257761.1
OG0001539	XP_017794575.1	NP_001314878.1
OG0001540	XP_017792657.1	XP_001119993.2, NP_001314889.1
OG0001541	XP_017788027.1	XP_001119914.2
OG0001542	XP_017791775.1	XP_001120059.3
OG0001543	XP_017788384.1	XP_001120073.2
OG0001544	XP_017789459.1	XP_001120105.1, XP_006557322.1
OG0001545	XP_017797771.1	XP_001120160.2
OG0001546	XP_017795081.1, XP_017793751.1	XP_001120177.2
OG0001547	XP_017790544.1	XP_001120381.1
OG0001548	XP_017792705.1	XP_001120441.2
OG0001549	XP_017798369.1	XP_001120442.2
OG0001550	XP_017794216.1	XP_001120471.1
OG0001551	XP_017798090.1	XP_001120521.1, XP_003251367.1
OG0001552	XP_017789662.1	XP_001120612.1
OG0001554	XP_017792991.1	XP_001120846.1
OG0001555	XP_017793309.1	XP_001120973.1
OG0001556	XP_017797527.1	XP_001121051.2
OG0001557	XP_017790839.1, XP_017790840.1	XP_001121088.2
OG0001558	XP_017794477.1	XP_026302235.1, XP_001121217.1, XP_006564784.1
OG0001559	XP_017793239.1	XP_026297473.1, XP_001121270.1, XP_026297466.1, XP_026297472.1
OG0001560	XP_017791222.1	XP_001121491.2
OG0001561	XP_017789154.1	XP_016768282.1, XP_001121570.2
OG0001562	XP_017794714.1	XP_001121698.2
OG0001563	XP_017793877.1	XP_016770017.1, XP_001121833.2
OG0001564	XP_017789134.1	XP_001121853.2
OG0001565	XP_017790189.1	XP_006562558.1, XP_016770052.1, XP_001121936.2
OG0001566	XP_017792322.1	XP_001122142.3
OG0001567	XP_017791043.1	XP_001122476.1
OG0001568	XP_017787781.1	XP_001122611.3
OG0001569	XP_017789548.1	XP_001122665.2
OG0001570	XP_017791455.1	XP_001123015.2
OG0001571	XP_017798450.1	XP_006563272.1, XP_001123247.2
OG0001572	XP_017794012.1	XP_001123353.2
OG0001573	XP_017794171.1	XP_006559073.1
OG0001574	XP_017795149.1	XP_003249423.2
OG0001575	XP_017787910.1	XP_003249446.3
OG0001576	XP_017791366.1	XP_003250051.2
OG0001577	XP_017794004.1	XP_003250340.3
OG0001578	XP_017794087.1	XP_003250481.1
OG0001580	XP_017793391.1	XP_003250928.2
OG0001581	XP_017795723.1	XP_003251033.1
OG0001582	XP_017790820.1	XP_003251131.2, XP_006567963.2, XP_006567964.2
OG0001583	XP_017790421.1	XP_006568247.2, XP_003251193.2
OG0001584	XP_017795678.1	XP_003251227.1
OG0001585	XP_017792391.1	XP_003251417.1, XP_006569652.1
OG0001586	XP_017789923.1	XP_003251662.1, XP_016768417.1
OG0001587	XP_017799285.1	XP_003251728.1
OG0001588	XP_017793959.1	XP_006557325.2
OG0001589	XP_017798332.1, XP_017798331.1	XP_006557349.1, XP_006557348.1
OG0001590	XP_017791005.1	XP_006557417.1, XP_006557418.1
OG0001591	XP_017787847.1	XP_006557505.2
OG0001592	XP_017797651.1	XP_006557555.1
OG0001593	XP_017795894.1	XP_006558328.1
OG0001594	XP_017789616.1	XP_006558376.1
OG0001595	XP_017791451.1	XP_006558421.1
OG0001596	XP_017789417.1	XP_026295286.1, XP_006558448.1
OG0001597	XP_017788831.1	XP_006558581.1
OG0001598	XP_017797848.1	XP_006558673.1
OG0001599	XP_017790018.1	XP_006558719.1
OG0001600	XP_017796827.1, XP_017796824.1	XP_006558736.1, XP_006558737.1
OG0001601	XP_017794203.1	XP_006559056.1
OG0001602	XP_017787877.1	XP_006559184.1
OG0001603	XP_017790550.1	XP_026298242.1, XP_006559649.1
OG0001604	XP_017788054.1	XP_006559764.1
OG0001605	XP_017790179.1	XP_016768657.1, XP_006559864.1, XP_006559862.1
OG0001606	XP_017790060.1	XP_016768667.1, XP_006559866.1
OG0001607	XP_017793556.1	XP_006560091.1
OG0001608	XP_017794159.1	XP_006560218.1
OG0001609	XP_017794725.1	XP_006560257.1, XP_016771574.1, XP_006560258.1
OG0001610	XP_017788012.1	XP_006560280.1
OG0001611	XP_017788142.1	XP_006560547.1, XP_006560548.1
OG0001612	XP_017798170.1	XP_006560619.1
OG0001613	XP_017787906.1, XP_017787914.1	XP_006560753.1
OG0001614	XP_017789224.1	XP_006560988.1
OG0001615	XP_017794726.1, XP_017794735.1	XP_006561186.2
OG0001616	XP_017787764.1	XP_006561220.1
OG0001617	XP_017797331.1	XP_006561677.1
OG0001619	XP_017794135.1	XP_006561752.1
OG0001620	XP_017799587.1	XP_006561808.1, XP_006561810.1, XP_006561809.1
OG0001621	XP_017797532.1	XP_006561898.2
OG0001622	XP_017790954.1	XP_006562017.1
OG0001623	XP_017787952.1, XP_017787951.1	XP_006562397.1
OG0001624	XP_017789965.1	XP_006562420.1
OG0001625	XP_017798955.1	XP_623079.2, XP_006562631.2
OG0001626	XP_017787939.1	XP_006562781.1
OG0001627	XP_017792564.1	XP_006562885.1, XP_006562884.1
OG0001628	XP_017795431.1	XP_006562941.1
OG0001629	XP_017798647.1	XP_006563298.1
OG0001630	XP_017796658.1	XP_006563554.1, XP_006563555.1
OG0001631	XP_017796675.1	XP_006563658.1
OG0001632	XP_017796166.1	XP_624474.1, XP_006564004.1
OG0001633	XP_017787744.1	XP_006564297.1
OG0001634	XP_017794033.1	XP_396904.4, XP_006564567.2, XP_006564566.2
OG0001635	XP_017793674.1	XP_016767840.1, XP_006564840.1
OG0001636	XP_017793659.1	XP_026296716.1, XP_006564853.1
OG0001638	XP_017798141.1, XP_017798164.1	XP_623782.1, XP_006565058.1
OG0001639	XP_017787614.1	XP_006565281.1
OG0001640	XP_017787607.1	XP_006565326.1
OG0001641	XP_017797571.1	XP_006565466.2
OG0001642	XP_017790792.1, XP_017790626.1	XP_006565642.2
OG0001643	XP_017794482.1	XP_006565919.1, XP_006565917.1
OG0001644	XP_017790078.1	XP_006566165.1
OG0001645	XP_017798833.1	XP_006566221.2, XP_006566223.2
OG0001646	XP_017792845.1	XP_006566407.2, XP_016770754.2
OG0001647	XP_017792881.1, XP_017792880.1	XP_006566449.1
OG0001648	XP_017795400.1	XP_006567446.1
OG0001649	XP_017797118.1, XP_017797115.1, XP_017795753.1	XP_006567467.1
OG0001650	XP_017789926.1	XP_006567668.1, XP_006567667.1, XP_395429.3
OG0001651	XP_017788663.1	XP_006567711.2, XP_006567712.2
OG0001652	XP_017788516.1	XP_006567755.2
OG0001653	XP_017793600.1	XP_006567812.1, XP_016767872.1, XP_006567813.1
OG0001654	XP_017793637.1	XP_006567818.1
OG0001655	XP_017799540.1	XP_006568074.2
OG0001656	XP_017799513.1	XP_006568121.2
OG0001657	XP_017794247.1	XP_006568626.1
OG0001658	XP_017796444.1	XP_006568799.1
OG0001659	XP_017796490.1	XP_006568802.1
OG0001660	XP_017796462.1	XP_006568830.2
OG0001661	XP_017796417.1	XP_006568863.1, XP_006568862.1
OG0001662	XP_017788271.1, XP_017788275.1, XP_017788274.1, XP_017788273.1, XP_017788272.1, XP_017788276.1	XP_006569044.1
OG0001663	XP_017790561.1	XP_006569136.1, XP_624507.1, XP_016766306.1
OG0001664	XP_017796374.1	XP_006569306.1
OG0001665	XP_017792372.1	XP_006569469.1, XP_016768683.1, XP_394666.3
OG0001666	XP_017788540.1	XP_006569779.1, XP_016769123.1, XP_396175.2
OG0001667	XP_017794951.1, XP_017794949.1	XP_016767791.1, XP_006570010.1
OG0001668	XP_017796901.1	XP_006570024.1
OG0001669	XP_017792196.1	XP_006570296.1
OG0001670	XP_017793087.1, XP_017793086.1	XP_006570391.1, XP_016770284.1
OG0001671	XP_017793104.1	XP_006570433.2
OG0001672	XP_017795796.1	XP_006570736.1
OG0001673	XP_017795822.1	XP_006570746.1, XP_006570749.1
OG0001674	XP_017790239.1	XP_016768088.1, XP_006570947.2, XP_006570946.1, XP_016768089.1, XP_016768090.1
OG0001675	XP_017787670.1, XP_017787673.1	XP_006571593.2, XP_016771656.2
OG0001676	XP_017787962.1	XP_006571672.1, XP_394261.3, XP_006571671.1
OG0001677	XP_017797171.1	XP_006571701.2, XP_624577.2
OG0001678	XP_017789352.1	XP_393064.5, XP_016772735.2, XP_006571932.2
OG0001679	XP_017788602.1	XP_006572022.1
OG0001680	XP_017788580.1	XP_006572049.1
OG0001681	XP_017790063.1	XP_006572431.2
OG0001682	XP_017790619.1, XP_017790617.1, XP_017790618.1	XP_016766188.2
OG0001683	XP_017787889.1	XP_016766225.1, XP_016766222.1
OG0001684	XP_017797828.1	XP_016766426.1
OG0001685	XP_017790551.1	XP_016766513.2, XP_026294932.1
OG0001686	XP_017798113.1, XP_017798114.1	XP_016767198.1
OG0001687	XP_017798207.1	XP_016767213.1
OG0001688	XP_017796041.1	XP_016767443.2
OG0001689	XP_017798212.1	XP_016767483.1, XP_392445.3
OG0001690	XP_017790786.1	XP_016767638.2
OG0001691	XP_017796002.1	XP_016767937.1, XP_392575.3
OG0001692	XP_017793776.1, XP_017793768.1	XP_016768465.1, XP_016768466.1, XP_016768464.1
OG0001693	XP_017790529.1	XP_016768578.1
OG0001694	XP_017792227.1	XP_016768660.2, XP_016768664.2
OG0001695	XP_017795679.1	XP_016768770.2
OG0001696	XP_017794068.1	XP_016768990.1
OG0001697	XP_017799607.1	XP_016769119.1
OG0001698	XP_017791241.1	XP_016769141.2
OG0001699	XP_017796136.1, XP_017795030.1	XP_016769587.1
OG0001700	XP_017789989.1	XP_016769797.1
OG0001701	XP_017791955.1	XP_016769925.1
OG0001703	XP_017795451.1, XP_017795452.1, XP_017795453.1	XP_016770011.2
OG0001704	XP_017792955.1	XP_016770407.1
OG0001705	XP_017797539.1	XP_016770549.2, XP_016770554.2, XP_026299860.1
OG0001706	XP_017793374.1	XP_016770706.1
OG0001707	XP_017792420.1	XP_016771061.1, XP_396670.3
OG0001708	XP_017788905.1	XP_016771297.2
OG0001709	XP_017789861.1	XP_016771313.1
OG0001710	XP_017791301.1	XP_016771320.1
OG0001711	XP_017789844.1	XP_016771331.1, XP_016771334.1
OG0001712	XP_017789859.1	XP_016771335.1, XP_016771336.1, XP_026300595.1
OG0001713	XP_017794692.1	XP_026300877.1, XP_016771484.1
OG0001714	XP_017797737.1	XP_016771561.1
OG0001715	XP_017797712.1	XP_016771568.2
OG0001716	XP_017794696.1	XP_396377.3, XP_016771703.1
OG0001717	XP_017798494.1	XP_026300734.1, XP_016771842.1
OG0001718	XP_017787691.1, XP_017787693.1	XP_026300051.1, XP_016771899.1
OG0001719	XP_017796630.1, XP_017796629.1	XP_625215.4, XP_016772001.1
OG0001720	XP_017799439.1, XP_017799445.1	XP_016772335.1
OG0001721	XP_017798441.1	XP_016772413.1, XP_026301646.1
OG0001722	XP_017789433.1	XP_016772817.1
OG0001723	XP_017792305.1	XP_016772926.2, XP_026299027.1
OG0001724	XP_017799175.1	XP_016772983.2
OG0001725	XP_017793187.1	XP_625121.3
OG0001726	XP_017796445.1	XP_016773550.1
OG0001727	XP_017796436.1	XP_394280.3, XP_016773614.1
OG0001728	XP_017792702.1	XP_026294846.1
OG0001729	XP_017796440.1	XP_026294961.1
OG0001730	XP_017797916.1	XP_026294994.1, XP_026294996.1
OG0001731	XP_017796452.1	XP_026294997.1, XP_026295003.1
OG0001732	XP_017789391.1	XP_026295183.1
OG0001733	XP_017789306.1	XP_026295324.1, XP_026295325.1
OG0001734	XP_017796159.1	XP_026295427.1
OG0001735	XP_017798991.1	XP_026295549.1
OG0001736	XP_017788269.1	XP_026295581.1, XP_026295572.1
OG0001737	XP_017796052.1	XP_026295876.1
OG0001739	XP_017796891.1	XP_026295986.1
OG0001740	XP_017787938.1	XP_026295992.1, XP_026295991.1
OG0001741	XP_017796312.1	XP_026296077.1, XP_026296074.1
OG0001742	XP_017790367.1	XP_026296135.1
OG0001743	XP_017797284.1	XP_026296212.1
OG0001744	XP_017796906.1, XP_017796904.1, XP_017796905.1	XP_026296300.1
OG0001745	XP_017794883.1	XP_026296430.1
OG0001746	XP_017795504.1	XP_026296485.1
OG0001747	XP_017794875.1	XP_026296488.1
OG0001748	XP_017792208.1	XP_026296535.1
OG0001749	XP_017795591.1	XP_026296631.1
OG0001750	XP_017793581.1	XP_026296701.1
OG0001751	XP_017793701.1, XP_017793700.1	XP_026296729.1, XP_026296731.1
OG0001752	XP_017788551.1, XP_017788552.1	XP_026296861.1
OG0001753	XP_017796008.1	XP_026296872.1, XP_026296873.1
OG0001754	XP_017789010.1	XP_026297019.1
OG0001755	XP_017796895.1	XP_026297049.1
OG0001756	XP_017797441.1	XP_026297205.1, XP_026297206.1
OG0001757	XP_017797577.1	XP_026297323.1
OG0001758	XP_017792075.1	XP_026297491.1
OG0001759	XP_017787791.1, XP_017787789.1	XP_026297520.1
OG0001760	XP_017788539.1	XP_026297815.1
OG0001761	XP_017795498.1	XP_026297873.1
OG0001762	XP_017791249.1	XP_026297892.1
OG0001762	XP_017791251.1	XP_026297900.1
OG0001763	XP_017790500.1	XP_026297917.1
OG0001764	XP_017790020.1	XP_026297973.1
OG0001765	XP_017797846.1	XP_026297975.1
OG0001766	XP_017799592.1	XP_026298354.1
OG0001768	XP_017797670.1	XP_026298664.1, XP_026298663.1
OG0001769	XP_017795220.1, XP_017788555.1	XP_026298731.1
OG0001770	XP_017790226.1	XP_026298886.1
OG0001771	XP_017790141.1	XP_026298941.1, XP_026298938.1, XP_026298939.1, XP_026298936.1, XP_026298937.1, XP_026298940.1
OG0001772	XP_017795430.1	XP_026299097.1, XP_026299098.1
OG0001773	XP_017789814.1	XP_026299099.1
OG0001774	XP_017790145.1	XP_026299115.1
OG0001775	XP_017790046.1	XP_026299138.1, XP_026299137.1, XP_026299136.1, XP_026299135.1, XP_026299139.1
OG0001776	XP_017793885.1	XP_026299298.1
OG0001777	XP_017790315.1	XP_026299381.1
OG0001778	XP_017798967.1	XP_026299413.1
OG0001779	XP_017792519.1	XP_026299482.1
OG0001780	XP_017793335.1	XP_026299490.1
OG0001781	XP_017793312.1	XP_026299659.1
OG0001782	XP_017794317.1	XP_026299833.1, XP_026299834.1
OG0001783	XP_017795568.1	XP_026299850.1
OG0001784	XP_017789587.1	XP_026299872.1, XP_026299874.1, XP_026299875.1
