Orthogroup	Habropoda_laboriosa	Osmia_lignaria
OG0002311	XP_017799063.1	XP_034173365.1, XP_034173366.1
OG0002312	XP_017790794.1	XP_034177461.1
OG0002313	XP_017792131.1	XP_034177487.1, XP_034177486.1, XP_034177488.1
OG0002314	XP_017798997.1	XP_034172646.1
OG0002315	XP_017790788.1	XP_034192953.1
OG0002316	XP_017798789.1	XP_034180858.1
OG0002317	XP_017793200.1	XP_034183509.1
OG0002318	XP_017790712.1	XP_034177645.1, XP_034177646.1, XP_034177647.1
OG0002319	XP_017792613.1	XP_034186386.1
OG0002320	XP_017794762.1	XP_034193677.1, XP_034193676.1
OG0002321	XP_017796093.1	XP_034177203.1, XP_034177201.1
OG0002322	XP_017791439.1	XP_034183941.1
OG0002323	XP_017794085.1	XP_034185350.1
OG0002324	XP_017793467.1	XP_034193456.1
OG0002325	XP_017790351.1	XP_034186086.1
OG0002326	XP_017797911.1, XP_017797910.1	XP_034181544.1, XP_034181545.1
OG0002327	XP_017796457.1	XP_034188902.1
OG0002328	XP_017792336.1, XP_017792328.1	XP_034183535.1, XP_034183536.1
OG0002329	XP_017797977.1, XP_017797978.1	XP_034185690.1
OG0002330	XP_017794559.1	XP_034172974.1
OG0002331	XP_017797179.1	XP_034173871.1
OG0002332	XP_017791519.1	XP_034186842.1
OG0002333	XP_017797435.1	XP_034176326.1
OG0002334	XP_017792043.1	XP_034172851.1
OG0002335	XP_017787547.1, XP_017787548.1	XP_034190890.1, XP_034190891.1
OG0002336	XP_017789434.1	XP_034194519.1
OG0002337	XP_017793834.1, XP_017793830.1	XP_034181568.1
OG0002338	XP_017792583.1	XP_034189127.1, XP_034189128.1, XP_034189129.1
OG0002339	XP_017790091.1	XP_034185798.1, XP_034185799.1, XP_034185797.1
OG0002340	XP_017796890.1	XP_034173829.1, XP_034173830.1
OG0002341	XP_017794674.1	XP_034191578.1
OG0002342	XP_017794614.1	XP_034180330.1
OG0002343	XP_017789661.1	XP_034187445.1
OG0002344	XP_017799600.1	XP_034173145.1
OG0002345	XP_017793165.1	XP_034171447.1
OG0002346	XP_017791126.1	XP_034184774.1
OG0002347	XP_017788188.1	XP_034181278.1
OG0002348	XP_017798280.1	XP_034187417.1
OG0002349	XP_017799180.1	XP_034172126.1, XP_034172128.1, XP_034172127.1
OG0002350	XP_017796111.1	XP_034195598.1
OG0002351	XP_017798664.1, XP_017798663.1	XP_034191490.1
OG0002352	XP_017796928.1	XP_034193217.1
OG0002353	XP_017797499.1	XP_034194468.1
OG0002354	XP_017793431.1	XP_034193274.1
OG0002355	XP_017793444.1	XP_034193300.1
OG0002356	XP_017796369.1, XP_017796368.1	XP_034182547.1, XP_034182546.1, XP_034182549.1
OG0002357	XP_017796380.1	XP_034182757.1
OG0002358	XP_017798660.1	XP_034192083.1, XP_034192084.1
OG0002359	XP_017798726.1	XP_034180383.1
OG0002360	XP_017799209.1	XP_034172872.1, XP_034172873.1, XP_034172871.1
OG0002361	XP_017797408.1	XP_034196350.1, XP_034196351.1, XP_034196352.1
OG0002362	XP_017797625.1	XP_034196186.1
OG0002363	XP_017789813.1	XP_034186309.1
OG0002364	XP_017793945.1	XP_034186029.1, XP_034186032.1, XP_034186031.1, XP_034186030.1
OG0002365	XP_017793718.1	XP_034196240.1
OG0002366	XP_017791066.1	XP_034178302.1, XP_034178221.1
OG0002367	XP_017790276.1	XP_034176195.1, XP_034176197.1, XP_034176196.1
OG0002368	XP_017789288.1	XP_034175207.1
OG0002369	XP_017788732.1	XP_034178108.1
OG0002370	XP_017798581.1	XP_034191893.1
OG0002371	XP_017796467.1	XP_034189207.1, XP_034189206.1
OG0002372	XP_017793987.1, XP_017793986.1	XP_034190213.1
OG0002373	XP_017788435.1	XP_034188180.1
OG0002374	XP_017796131.1	XP_034171297.1
OG0002377	XP_017787491.1	XP_034179968.1, XP_034179966.1
OG0002379	XP_017796122.1, XP_017796808.1	XP_034196431.1, XP_034175160.1, XP_034175159.1
OG0002381	XP_017792483.1, XP_017795752.1	XP_034184988.1
OG0002383	XP_017788088.1	XP_034188468.1
OG0002384	XP_017796600.1	XP_034179183.1
OG0002385	XP_017795995.1	XP_034177880.1, XP_034177881.1, XP_034177879.1
OG0002386	XP_017790262.1	XP_034176204.1
OG0002387	XP_017793344.1	XP_034181526.1
OG0002388	XP_017798433.1	XP_034187069.1
OG0002389	XP_017792484.1	XP_034179420.1
OG0002390	XP_017794630.1	XP_034180429.1, XP_034180430.1, XP_034180431.1
OG0002391	XP_017795096.1	XP_034178932.1
OG0002392	XP_017792967.1	XP_034176648.1
OG0002393	XP_017795283.1	XP_034184582.1, XP_034184581.1
OG0002394	XP_017787878.1	XP_034171887.1
OG0002395	XP_017798550.1	XP_034191979.1
OG0002396	XP_017790227.1	XP_034196131.1
OG0002397	XP_017799566.1	XP_034178854.1
OG0002398	XP_017787726.1	XP_034196102.1
OG0002399	XP_017791973.1	XP_034174476.1
OG0002400	XP_017795508.1	XP_034181836.1
OG0002401	XP_017795437.1	XP_034192865.1, XP_034192866.1
OG0002402	XP_017799539.1	XP_034190362.1
OG0002403	XP_017789338.1	XP_034186063.1
OG0002404	XP_017797779.1	XP_034180646.1
OG0002405	XP_017799183.1	XP_034172073.1, XP_034172070.1
OG0002406	XP_017790251.1	XP_034180974.1
OG0002407	XP_017793514.1	XP_034176101.1
OG0002408	XP_017793127.1	XP_034176231.1
OG0002409	XP_017792069.1	XP_034172840.1
OG0002410	XP_017792790.1	XP_034191092.1
OG0002411	XP_017796641.1, XP_017796640.1	XP_034193660.1
OG0002413	XP_017789540.1	XP_034190140.1
OG0002414	XP_017799190.1, XP_017799188.1	XP_034173467.1
OG0002416	XP_017797403.1	XP_034174311.1, XP_034174310.1
OG0002417	XP_017796199.1	XP_034178699.1, XP_034178701.1
OG0002418	XP_017788976.1	XP_034177946.1, XP_034177945.1
OG0002419	XP_017793502.1	XP_034175728.1
OG0002420	XP_017798609.1	XP_034191500.1, XP_034191498.1
OG0002421	XP_017797397.1	XP_034175255.1
OG0002422	XP_017794395.1, XP_017794394.1	XP_034171828.1
OG0002423	XP_017789217.1	XP_034184011.1, XP_034184013.1, XP_034184012.1
OG0002424	XP_017791743.1	XP_034188221.1, XP_034188218.1
OG0002425	XP_017791966.1	XP_034186002.1
OG0002426	XP_017794815.1	XP_034187185.1
OG0002427	XP_017793292.1	XP_034175290.1, XP_034175288.1, XP_034175289.1
OG0002428	XP_017794519.1	XP_034183952.1
OG0002429	XP_017797359.1	XP_034184603.1
OG0002430	XP_017788311.1	XP_034172515.1, XP_034172516.1
OG0002431	XP_017788225.1	XP_034181380.1
OG0002432	XP_017788285.1	XP_034172674.1
OG0002433	XP_017795196.1	XP_034177913.1
OG0002434	XP_017788878.1, XP_017788877.1	XP_034178268.1
OG0002435	XP_017790098.1	XP_034195874.1
OG0002436	XP_017790632.1	XP_034177609.1
OG0002437	XP_017787749.1	XP_034179149.1
OG0002438	XP_017797345.1, XP_017797346.1	XP_034186227.1
OG0002439	XP_017794169.1	XP_034171126.1
OG0002440	XP_017789896.1, XP_017792615.1	XP_034181284.1
OG0002441	XP_017796873.1	XP_034171712.1
OG0002442	XP_017792561.1	XP_034171695.1
OG0002443	XP_017799289.1	XP_034173209.1
OG0002444	XP_017799345.1	XP_034173585.1
OG0002445	XP_017791839.1	XP_034195237.1
OG0002446	XP_017791326.1	XP_034190744.1, XP_034190742.1
OG0002447	XP_017791871.1	XP_034179761.1
OG0002448	XP_017791746.1	XP_034182691.1
OG0002449	XP_017791327.1	XP_034190735.1, XP_034190732.1
OG0002450	XP_017788792.1	XP_034178423.1
OG0002451	XP_017796117.1, XP_017796118.1	XP_034193860.1, XP_034193871.1
OG0002452	XP_017795878.1	XP_034179417.1
OG0002453	XP_017792641.1	XP_034189372.1
OG0002454	XP_017795963.1	XP_034196687.1, XP_034196684.1
OG0002455	XP_017790142.1	XP_034195876.1
OG0002456	XP_017791049.1	XP_034189802.1
OG0002457	XP_017791486.1	XP_034176542.1
OG0002458	XP_017797787.1	XP_034180728.1
OG0002459	XP_017798393.1	XP_034171268.1
OG0002460	XP_017795502.1	XP_034185165.1
OG0002461	XP_017795421.1	XP_034192322.1
OG0002462	XP_017792053.1	XP_034190669.1
OG0002463	XP_017791157.1	XP_034185085.1, XP_034185084.1
OG0002464	XP_017797906.1	XP_034181564.1
OG0002465	XP_017788614.1	XP_034191774.1
OG0002466	XP_017788761.1	XP_034178052.1
OG0002467	XP_017790531.1	XP_034188087.1
OG0002468	XP_017789573.1	XP_034179890.1, XP_034179891.1
OG0002469	XP_017789615.1	XP_034179808.1
OG0002470	XP_017789341.1	XP_034194254.1
OG0002471	XP_017788873.1	XP_034178242.1
OG0002472	XP_017791001.1	XP_034173578.1
OG0002473	XP_017793537.1	XP_034193525.1
OG0002474	XP_017793914.1	XP_034186279.1
OG0002475	XP_017793963.1, XP_017793962.1	XP_034186282.1
OG0002476	XP_017788001.1	XP_034191968.1
OG0002477	XP_017788875.1	XP_034178092.1, XP_034178091.1
OG0002478	XP_017794647.1	XP_034189312.1
OG0002479	XP_017795088.1	XP_034184338.1
OG0002480	XP_017795372.1	XP_034183985.1
OG0002481	XP_017789962.1	XP_034190175.1, XP_034190177.1
OG0002482	XP_017798872.1	XP_034181158.1
OG0002483	XP_017796847.1	XP_034173842.1
OG0002484	XP_017793930.1	XP_034183755.1
OG0002485	XP_017791863.1, XP_017791864.1	XP_034179904.1, XP_034179903.1
OG0002486	XP_017798856.1	XP_034181059.1, XP_034181058.1
OG0002487	XP_017795554.1	XP_034176692.1
OG0002488	XP_017789536.1	XP_034183648.1, XP_034183650.1
OG0002489	XP_017793688.1	XP_034177335.1
OG0002490	XP_017797962.1	XP_034185978.1, XP_034185979.1
OG0002491	XP_017792453.1	XP_034191148.1, XP_034191151.1
OG0002492	XP_017795977.1	XP_034172055.1
OG0002493	XP_017791365.1	XP_034190731.1
OG0002494	XP_017788638.1	XP_034177260.1, XP_034177259.1
OG0002495	XP_017790851.1	XP_034192766.1
OG0002496	XP_017790631.1	XP_034177662.1
OG0002497	XP_017790108.1	XP_034181331.1, XP_034181330.1
OG0002498	XP_017795259.1	XP_034182198.1, XP_034182196.1
OG0002500	XP_017788254.1	XP_034193049.1
OG0002502	XP_017793109.1	XP_034175344.1
OG0002503	XP_017789499.1	XP_034194347.1, XP_034194351.1
OG0002504	XP_017789489.1	XP_034194368.1, XP_034194369.1
OG0002505	XP_017790548.1	XP_034187964.1
OG0002506	XP_017792047.1	XP_034185032.1
OG0002507	XP_017787783.1	XP_034191383.1
OG0002508	XP_017790328.1	XP_034193190.1, XP_034193188.1
OG0002509	XP_017790428.1	XP_034187986.1
OG0002510	XP_017788997.1	XP_034178306.1
OG0002511	XP_017796324.1	XP_034179375.1
OG0002512	XP_017789514.1	XP_034182602.1
OG0002513	XP_017790343.1	XP_034175845.1
OG0002514	XP_017795893.1	XP_034179654.1
OG0002515	XP_017791568.1	XP_034171780.1
OG0002516	XP_017789339.1	XP_034194279.1
OG0002517	XP_017788718.1	XP_034178251.1
OG0002518	XP_017788966.1	XP_034177933.1
OG0002519	XP_017792543.1	XP_034185014.1
OG0002520	XP_017790140.1	XP_034188057.1
OG0002521	XP_017796424.1	XP_034174728.1
OG0002522	XP_017797091.1	XP_034173878.1, XP_034173873.1
OG0002523	XP_017790205.1	XP_034181532.1
OG0002524	XP_017791144.1	XP_034184973.1, XP_034184974.1
OG0002525	XP_017798867.1	XP_034187914.1
OG0002526	XP_017791475.1	XP_034184232.1, XP_034184220.1
OG0002527	XP_017787893.1	XP_034189142.1
OG0002528	XP_017793890.1	XP_034186150.1
OG0002529	XP_017798385.1	XP_034187083.1
OG0002530	XP_017798318.1	XP_034186979.1
OG0002531	XP_017799549.1	XP_034190505.1
OG0002532	XP_017799546.1	XP_034190510.1, XP_034190509.1, XP_034190511.1
OG0002534	XP_017790387.1	XP_034187936.1
OG0002535	XP_017788129.1	XP_034182193.1
OG0002536	XP_017788159.1	XP_034188494.1
OG0002537	XP_017788163.1	XP_034182719.1
OG0002538	XP_017790123.1	XP_034181285.1
OG0002539	XP_017797587.1, XP_017797657.1	XP_034196252.1
OG0002541	XP_017794783.1	XP_034193702.1
OG0002542	XP_017797583.1, XP_017797584.1	XP_034195540.1
OG0002543	XP_017788769.1	XP_034178502.1
OG0002544	XP_017797735.1	XP_034191558.1
OG0002545	XP_017796907.1	XP_034173825.1
OG0002547	XP_017794987.1	XP_034186653.1
OG0002548	XP_017794242.1	XP_034181668.1
OG0002549	XP_017793842.1	XP_034181726.1
OG0002551	XP_017788724.1	XP_034194638.1
OG0002552	XP_017788952.1	XP_034188557.1, XP_034188559.1
OG0002553	XP_017792932.1	XP_034179468.1
OG0002554	XP_017789784.1	XP_034176872.1, XP_034176873.1
OG0002555	XP_017794484.1	XP_034189314.1
OG0002556	XP_017794483.1	XP_034189311.1, XP_034189310.1
OG0002557	XP_017794602.1	XP_034170846.1, XP_034170847.1
OG0002559	XP_017796871.1, XP_017796869.1	XP_034171697.1
OG0002560	XP_017797392.1	XP_034175574.1, XP_034175573.1
OG0002561	XP_017791602.1	XP_034183010.1
OG0002562	XP_017794954.1	XP_034191270.1, XP_034191265.1
OG0002563	XP_017794356.1	XP_034184531.1
OG0002564	XP_017799420.1	XP_034184534.1, XP_034184533.1
OG0002565	XP_017789215.1	XP_034183996.1
OG0002566	XP_017799437.1	XP_034179971.1
OG0002567	XP_017790895.1	XP_034189393.1
OG0002568	XP_017790861.1	XP_034189044.1
OG0002569	XP_017790195.1	XP_034183703.1
OG0002570	XP_017796003.1	XP_034177253.1
OG0002571	XP_017789213.1	XP_034194977.1
OG0002572	XP_017789130.1	XP_034195510.1
OG0002573	XP_017796273.1	XP_034174499.1
OG0002574	XP_017796230.1	XP_034173844.1
OG0002575	XP_017796231.1	XP_034174840.1
OG0002576	XP_017796242.1	XP_034187808.1
OG0002577	XP_017792429.1	XP_034189643.1
OG0002578	XP_017792178.1	XP_034190038.1, XP_034190037.1
OG0002579	XP_017795490.1	XP_034183578.1
OG0002580	XP_017797727.1	XP_034180477.1
OG0002581	XP_017796767.1	XP_034180360.1
OG0002582	XP_017798731.1	XP_034195270.1, XP_034195283.1, XP_034191469.1
OG0002583	XP_017797808.1	XP_034180739.1
OG0002584	XP_017787661.1	XP_034190780.1
OG0002585	XP_017791840.1	XP_034193904.1
OG0002586	XP_017796703.1	XP_034193694.1, XP_034193695.1
OG0002587	XP_017796652.1	XP_034193551.1
OG0002588	XP_017796580.1	XP_034193623.1
OG0002589	XP_017796689.1	XP_034193757.1, XP_034193760.1
OG0002590	XP_017791139.1	XP_034185137.1
OG0002591	XP_017789347.1	XP_034188166.1
OG0002592	XP_017788098.1	XP_034182402.1
OG0002593	XP_017788127.1	XP_034188481.1
OG0002594	XP_017791745.1	XP_034182689.1
OG0002595	XP_017789880.1	XP_034178625.1
OG0002596	XP_017797622.1	XP_034195451.1
OG0002597	XP_017792545.1	XP_034185026.1
OG0002598	XP_017790298.1	XP_034176018.1
OG0002599	XP_017790275.1	XP_034176184.1, XP_034176185.1
OG0002600	XP_017795601.1	XP_034175797.1
OG0002601	XP_017789534.1	XP_034185921.1, XP_034185919.1, XP_034185920.1
OG0002602	XP_017794002.1, XP_017794003.1	XP_034185251.1
OG0002603	XP_017787406.1	XP_034185461.1, XP_034185460.1
OG0002604	XP_017787753.1	XP_034171017.1
OG0002606	XP_017797726.1	XP_034191539.1, XP_034191538.1, XP_034191540.1, XP_034191541.1
OG0002607	XP_017792460.1	XP_034187231.1, XP_034187233.1, XP_034187232.1, XP_034187230.1
OG0002608	XP_017792439.1	XP_034186414.1
OG0002609	XP_017792469.1	XP_034186436.1, XP_034186431.1
OG0002610	XP_017787539.1	XP_034183140.1
OG0002611	XP_017789129.1	XP_034195751.1
OG0002612	XP_017792119.1	XP_034189912.1
OG0002613	XP_017790823.1	XP_034176933.1
OG0002614	XP_017798545.1	XP_034180834.1
OG0002616	XP_017794478.1	XP_034171762.1
OG0002617	XP_017795979.1	XP_034171744.1, XP_034171740.1
OG0002618	XP_017794458.1	XP_034171663.1
OG0002619	XP_017789812.1	XP_034185706.1
OG0002620	XP_017797400.1	XP_034175433.1, XP_034175431.1
OG0002621	XP_017793449.1	XP_034175473.1, XP_034194546.1
OG0002622	XP_017793420.1	XP_034175888.1
OG0002624	XP_017793327.1	XP_034176679.1
OG0002625	XP_017793473.1	XP_034193236.1
OG0002626	XP_017793377.1	XP_034193348.1, XP_034193346.1
OG0002627	XP_017793491.1	XP_034193339.1
OG0002628	XP_017791677.1	XP_034188661.1
OG0002629	XP_017791729.1	XP_034188635.1
OG0002630	XP_017791378.1	XP_034190838.1
OG0002631	XP_017791315.1	XP_034183308.1
OG0002633	XP_017797196.1	XP_034174454.1, XP_034174453.1
OG0002634	XP_017798106.1	XP_034187624.1
OG0002635	XP_017795751.1	XP_034183961.1
OG0002636	XP_017795724.1	XP_034180416.1
OG0002637	XP_017795861.1	XP_034180341.1, XP_034180376.1
OG0002638	XP_017799488.1	XP_034180253.1
OG0002639	XP_017790144.1	XP_034186823.1
OG0002640	XP_017793616.1	XP_034174825.1, XP_034174824.1
OG0002641	XP_017790727.1	XP_034177610.1
OG0002642	XP_017799556.1, XP_017799557.1, XP_017799554.1, XP_017799553.1	XP_034185486.1
OG0002643	XP_017790470.1, XP_017790466.1, XP_017790468.1, XP_017790469.1	XP_034170944.1
OG0002644	XP_017794185.1	XP_034172943.1
OG0002645	XP_017794271.1	XP_034195543.1
OG0002646	XP_017794234.1	XP_034175298.1, XP_034175307.1
OG0002647	XP_017796543.1	XP_034189200.1
OG0002648	XP_017796535.1	XP_034189232.1, XP_034189235.1, XP_034189234.1, XP_034189233.1
OG0002649	XP_017796428.1	XP_034188914.1
OG0002650	XP_017796483.1	XP_034189095.1
OG0002651	XP_017788389.1	XP_034196708.1, XP_034196710.1
OG0002652	XP_017788419.1	XP_034171569.1
OG0002653	XP_017799258.1	XP_034196536.1, XP_034196537.1
OG0002654	XP_017788270.1	XP_034196711.1, XP_034196712.1
OG0002655	XP_017796854.1	XP_034182050.1
OG0002656	XP_017796382.1	XP_034182096.1
OG0002657	XP_017796367.1	XP_034182541.1, XP_034182540.1
OG0002658	XP_017798160.1	XP_034174704.1
OG0002659	XP_017798250.1	XP_034174285.1
OG0002660	XP_017798255.1	XP_034174291.1
OG0002661	XP_017792326.1	XP_034177438.1
OG0002662	XP_017792261.1	XP_034195998.1
OG0002663	XP_017795002.1	XP_034191408.1, XP_034191400.1
OG0002664	XP_017792273.1	XP_034182420.1
OG0002665	XP_017788242.1	XP_034181485.1
OG0002666	XP_017796750.1	XP_034187077.1, XP_034187078.1
OG0002667	XP_017792184.1	XP_034177696.1
OG0002668	XP_017793120.1	XP_034193439.1, XP_034193438.1, XP_034193437.1
OG0002669	XP_017793108.1	XP_034193388.1
OG0002670	XP_017792992.1	XP_034175642.1
OG0002671	XP_017789152.1	XP_034196353.1
OG0002672	XP_017799096.1	XP_034173344.1, XP_034173350.1, XP_034173349.1
OG0002673	XP_017799397.1	XP_034172883.1, XP_034172882.1
OG0002674	XP_017799126.1	XP_034172343.1
OG0002675	XP_017797496.1	XP_034195833.1, XP_034195831.1
OG0002676	XP_017799020.1	XP_034173133.1, XP_034173132.1
OG0002677	XP_017797585.1	XP_034172158.1
OG0002678	XP_017787645.1	XP_034173218.1
OG0002679	XP_017788368.1	XP_034173568.1
OG0002680	XP_017797452.1	XP_034196343.1
OG0002681	XP_017797523.1	XP_034196068.1
OG0002682	XP_017797937.1	XP_034194202.1
OG0002683	XP_017793223.1	XP_034175943.1
OG0002684	XP_017793226.1, XP_017793227.1	XP_034181063.1
OG0002685	XP_017794881.1	XP_034191031.1
OG0002686	XP_017789407.1	XP_034182663.1
OG0002687	XP_017792757.1	XP_034181563.1, XP_034181561.1, XP_034181562.1
OG0002688	XP_017792741.1	XP_034181410.1, XP_034181409.1
OG0002689	XP_017795034.1	XP_034193043.1, XP_034193042.1, XP_034193041.1
OG0002690	XP_017795377.1	XP_034192852.1
OG0002691	XP_017795229.1	XP_034192863.1
OG0002692	XP_017790368.1	XP_034171774.1
OG0002693	XP_017790508.1	XP_034181243.1, XP_034181244.1
OG0002694	XP_017794996.1	XP_034191231.1, XP_034191229.1
OG0002695	XP_017789624.1, XP_017789623.1	XP_034192301.1, XP_034192306.1
OG0002696	XP_017793871.1	XP_034189674.1
OG0002697	XP_017792006.1	XP_034190130.1
OG0002698	XP_017796454.1	XP_034171066.1
OG0002699	XP_017795949.1	XP_034172052.1
OG0002700	XP_017792731.1	XP_034188748.1
OG0002701	XP_017788411.1	XP_034194999.1
OG0002702	XP_017788483.1	XP_034182538.1
OG0002704	XP_017799055.1	XP_034173351.1, XP_034173354.1, XP_034173353.1
OG0002705	XP_017798093.1	XP_034187506.1
OG0002706	XP_017798463.1	XP_034190191.1
OG0002707	XP_017795754.1	XP_034189733.1, XP_034189731.1
OG0002708	XP_017791963.1	XP_034174483.1
OG0002710	XP_017796034.1	XP_034176892.1
OG0002711	XP_017790634.1	XP_034177614.1, XP_034177615.1, XP_034177616.1
OG0002712	XP_017792215.1	XP_034177161.1, XP_034177160.1
OG0002713	XP_017796068.1	XP_034177258.1
OG0002714	XP_017797624.1	XP_034195851.1
OG0002715	XP_017787732.1, XP_017787728.1	XP_034196082.1
OG0002716	XP_017790100.1	XP_034195872.1
OG0002717	XP_017795691.1	XP_034181831.1
OG0002718	XP_017795620.1	XP_034181107.1
OG0002719	XP_017795643.1	XP_034179831.1, XP_034179748.1
OG0002720	XP_017788569.1	XP_034191942.1
OG0002721	XP_017799477.1	XP_034184438.1
OG0002722	XP_017795710.1	XP_034179431.1
OG0002723	XP_017790964.1	XP_034184503.1
OG0002724	XP_017794396.1	XP_034171817.1
OG0002725	XP_017790647.1	XP_034189546.1
OG0002726	XP_017793857.1	XP_034186249.1, XP_034186248.1
OG0002727	XP_017790024.1	XP_034189545.1
OG0002728	XP_017794180.1	XP_034187144.1
OG0002729	XP_017794269.1	XP_034190882.1
OG0002731	XP_017789766.1	XP_034176068.1
OG0002732	XP_017793376.1	XP_034193270.1
OG0002733	XP_017793401.1	XP_034175733.1
OG0002734	XP_017792974.1	XP_034176159.1
OG0002735	XP_017790319.1	XP_034175736.1
OG0002736	XP_017791415.1	XP_034183314.1, XP_034183312.1
OG0002737	XP_017791362.1	XP_034183246.1
OG0002738	XP_017791382.1	XP_034183264.1
OG0002739	XP_017796327.1	XP_034179089.1
OG0002740	XP_017791406.1	XP_034183188.1
OG0002741	XP_017787603.1	XP_034186550.1
OG0002742	XP_017794411.1	XP_034192537.1
OG0002743	XP_017797818.1	XP_034180628.1
OG0002744	XP_017797699.1	XP_034180516.1
OG0002746	XP_017795910.1	XP_034172592.1, XP_034172589.1
OG0002747	XP_017799113.1	XP_034173046.1
OG0002748	XP_017796691.1	XP_034179179.1
OG0002749	XP_017796674.1	XP_034193658.1
OG0002750	XP_017794761.1	XP_034179186.1
OG0002751	XP_017789552.1	XP_034178857.1
OG0002752	XP_017796663.1	XP_034193764.1
OG0002753	XP_017789668.1	XP_034193635.1
OG0002754	XP_017798310.1	XP_034186864.1, XP_034186861.1, XP_034186863.1
OG0002755	XP_017792814.1, XP_017792813.1	XP_034191094.1
OG0002756	XP_017787627.1	XP_034190714.1
OG0002757	XP_017793221.1	XP_034175176.1, XP_034175177.1
OG0002758	XP_017787776.1	XP_034175588.1
OG0002759	XP_017789310.1	XP_034194434.1, XP_034194439.1
OG0002760	XP_017787666.1	XP_034173266.1, XP_034173268.1
OG0002762	XP_017796426.1	XP_034188758.1, XP_034188759.1
OG0002763	XP_017787931.1	XP_034171449.1
OG0002764	XP_017792677.1	XP_034188762.1
OG0002765	XP_017796168.1	XP_034182816.1
OG0002766	XP_017788043.1	XP_034182425.1
OG0002767	XP_017789442.1	XP_034182667.1
OG0002769	XP_017795240.1	XP_034182512.1, XP_034182511.1
OG0002770	XP_017798192.1	XP_034174236.1, XP_034174235.1
OG0002771	XP_017797255.1	XP_034173907.1
OG0002772	XP_017796934.1	XP_034175175.1
OG0002773	XP_017796967.1	XP_034174302.1
OG0002774	XP_017798053.1	XP_034187398.1
OG0002775	XP_017796259.1	XP_034187368.1, XP_034187367.1
OG0002776	XP_017796883.1	XP_034174793.1
