Orthogroup	Habropoda_laboriosa	Dufourea_novaeangliae
OG0002180	XP_017791732.1	XP_015434327.1
OG0002181	XP_017788467.1	XP_015431446.1
OG0002182	XP_017796172.1	XP_015434358.1
OG0002183	XP_017795247.1	XP_015431592.1
OG0002184	XP_017793233.1	XP_015432591.1
OG0002185	XP_017798079.1	XP_015430649.1
OG0002186	XP_017796276.1	XP_015439803.1
OG0002187	XP_017795531.1	XP_015436648.1
OG0002188	XP_017791978.1	XP_015436880.1
OG0002189	XP_017796942.1	XP_015434190.1
OG0002190	XP_017797968.1	XP_015433312.1
OG0002191	XP_017795996.1	XP_015439678.1
OG0002192	XP_017796094.1	XP_015433376.1
OG0002193	XP_017794152.1	XP_015436065.1
OG0002194	XP_017795462.1	XP_015433391.1, XP_015433390.1
OG0002195	XP_017790800.1	XP_015440024.1
OG0002196	XP_017795673.1	XP_015433357.1
OG0002197	XP_017793640.1	XP_015440136.1
OG0002198	XP_017793713.1	XP_015439669.1
OG0002199	XP_017793709.1	XP_015440006.1
OG0002200	XP_017790829.1, XP_017790830.1	XP_015439745.1
OG0002201	XP_017788654.1	XP_015440039.1
OG0002202	XP_017792123.1	XP_015439694.1
OG0002203	XP_017792170.1	XP_015439900.1
OG0002204	XP_017791446.1	XP_015428483.1
OG0002205	XP_017789032.1	XP_015439120.1
OG0002206	XP_017789082.1	XP_015437227.1
OG0002208	XP_017799283.1	XP_015430170.1
OG0002209	XP_017798302.1	XP_015433465.1
OG0002210	XP_017789124.1	XP_015440368.1
OG0002211	XP_017793741.1	XP_015429216.1
OG0002212	XP_017788205.1	XP_015436472.1
OG0002213	XP_017787812.1	XP_015434395.1
OG0002215	XP_017790134.1, XP_017790133.1	XP_015435994.1, XP_015435993.1
OG0002216	XP_017792048.1	XP_015437072.1
OG0002217	XP_017790937.1	XP_015435039.1
OG0002218	XP_017798004.1	XP_015428691.1
OG0002219	XP_017793415.1	XP_015429408.1
OG0002220	XP_017798830.1	XP_015435133.1
OG0002222	XP_017793189.1	XP_015436788.1
OG0002223	XP_017791095.1	XP_015433643.1
OG0002224	XP_017795084.1	XP_015431052.1
OG0002225	XP_017794383.1	XP_015439518.1
OG0002226	XP_017794136.1	XP_015436272.1
OG0002227	XP_017797370.1	XP_015436040.1
OG0002228	XP_017795192.1	XP_015431145.1
OG0002229	XP_017788608.1	XP_015431202.1
OG0002230	XP_017791550.1	XP_015431259.1
OG0002231	XP_017792399.1	XP_015431282.1
OG0002232	XP_017792441.1	XP_015431422.1
OG0002233	XP_017793480.1, XP_017793479.1	XP_015437018.1
OG0002234	XP_017797402.1	XP_015435503.1
OG0002235	XP_017794268.1	XP_015438194.1
OG0002237	XP_017790340.1	XP_015436683.1
OG0002238	XP_017793028.1	XP_015437732.1
OG0002239	XP_017795556.1	XP_015435501.1
OG0002240	XP_017799114.1	XP_015435271.1
OG0002241	XP_017791393.1	XP_015432271.1
OG0002242	XP_017791488.1	XP_015438673.1, XP_015438674.1
OG0002243	XP_017788756.1	XP_015432333.1
OG0002244	XP_017788812.1	XP_015428625.1
OG0002245	XP_017795764.1	XP_015437615.1
OG0002246	XP_017796203.1, XP_017796202.1	XP_015434768.1, XP_015434769.1
OG0002249	XP_017798511.1	XP_015434024.1
OG0002250	XP_017788002.1	XP_015439114.1
OG0002251	XP_017798995.1	XP_015432986.1
OG0002252	XP_017798500.1	XP_015434103.1
OG0002253	XP_017791893.1, XP_017791894.1	XP_015434854.1
OG0002254	XP_017789684.1, XP_017797108.1	XP_015434857.1
OG0002255	XP_017795107.1	XP_015434847.1
OG0002256	XP_017797903.1	XP_015428581.1
OG0002257	XP_017795907.1	XP_015434906.1
OG0002258	XP_017795854.1	XP_015435756.1
OG0002259	XP_017787390.1	XP_015435587.1
OG0002260	XP_017791210.1	XP_015433740.1
OG0002261	XP_017792313.1	XP_015436998.1
OG0002262	XP_017795503.1	XP_015429699.1, XP_015429700.1
OG0002263	XP_017792494.1	XP_015433575.1
OG0002264	XP_017794154.1	XP_015438196.1
OG0002265	XP_017787815.1	XP_015432910.1
OG0002266	XP_017789723.1	XP_015431862.1
OG0002267	XP_017794780.1	XP_015428619.1
OG0002268	XP_017791364.1	XP_015430704.1
OG0002269	XP_017798586.1	XP_015434070.1
OG0002270	XP_017791619.1	XP_015434859.1
OG0002271	XP_017792782.1, XP_017792781.1	XP_015428442.1
OG0002272	XP_017799213.1	XP_015435372.1, XP_015435371.1
OG0002273	XP_017795789.1	XP_015440363.1
OG0002274	XP_017789135.1	XP_015440381.1
OG0002275	XP_017797615.1	XP_015432008.1, XP_015432006.1
OG0002276	XP_017790104.1	XP_015438061.1
OG0002277	XP_017791227.1	XP_015433517.1
OG0002278	XP_017794440.1	XP_015429049.1
OG0002279	XP_017794923.1	XP_015432154.1
OG0002280	XP_017794439.1	XP_015429068.1, XP_015429069.1, XP_015429067.1
OG0002281	XP_017788606.1	XP_015431193.1
OG0002282	XP_017798346.1	XP_015430331.1
OG0002283	XP_017788746.1	XP_015435872.1
OG0002284	XP_017798261.1, XP_017798262.1	XP_015430835.1
OG0002285	XP_017799222.1	XP_015435408.1
OG0002286	XP_017798017.1	XP_015428717.1
OG0002287	XP_017798129.1	XP_015431101.1
OG0002288	XP_017793096.1	XP_015435536.1
OG0002289	XP_017794045.1	XP_015430956.1
OG0002290	XP_017792082.1	XP_015428925.1, XP_015428924.1
OG0002291	XP_017791838.1	XP_015439588.1
OG0002292	XP_017793861.1	XP_015437662.1
OG0002293	XP_017797813.1	XP_015439231.1
OG0002294	XP_017796634.1	XP_015437964.1
OG0002295	XP_017787903.1	XP_015431824.1, XP_015431825.1
OG0002296	XP_017788450.1	XP_015435832.1
OG0002297	XP_017798120.1, XP_017798119.1, XP_017798118.1	XP_015430850.1
OG0002298	XP_017790760.1	XP_015439942.1
OG0002299	XP_017790764.1	XP_015439983.1
OG0002300	XP_017793981.1	XP_015429607.1
OG0002301	XP_017794076.1	XP_015437453.1
OG0002302	XP_017793399.1	XP_015437308.1
OG0002303	XP_017789605.1	XP_015438406.1
OG0002305	XP_017791772.1	XP_015433807.1, XP_015433806.1, XP_015433808.1, XP_015433809.1
OG0002306	XP_017797309.1	XP_015436360.1
OG0002307	XP_017796143.1	XP_015435913.1
OG0002308	XP_017797027.1	XP_015430735.1
OG0002309	XP_017797831.1, XP_017797832.1	XP_015436737.1
OG0002310	XP_017798021.1	XP_015428694.1
OG0002311	XP_017799063.1	XP_015435302.1
OG0002312	XP_017790794.1	XP_015439825.1, XP_015439827.1, XP_015439826.1
OG0002313	XP_017792131.1	XP_015440005.1
OG0002314	XP_017798997.1	XP_015432875.1
OG0002315	XP_017790788.1	XP_015440077.1
OG0002316	XP_017798789.1	XP_015434032.1
OG0002317	XP_017793200.1	XP_015432538.1
OG0002318	XP_017790712.1	XP_015433358.1
OG0002319	XP_017792613.1	XP_015433821.1
OG0002320	XP_017794762.1	XP_015439347.1
OG0002321	XP_017796093.1	XP_015433381.1
OG0002323	XP_017794085.1	XP_015430949.1
OG0002324	XP_017793467.1	XP_015438851.1
OG0002325	XP_017790351.1	XP_015437636.1
OG0002326	XP_017797911.1, XP_017797910.1	XP_015435237.1
OG0002327	XP_017796457.1	XP_015433977.1
OG0002328	XP_017792336.1, XP_017792328.1	XP_015431325.1
OG0002329	XP_017797977.1, XP_017797978.1	XP_015428725.1
OG0002330	XP_017794559.1	XP_015429661.1, XP_015429668.1
OG0002331	XP_017797179.1	XP_015430618.1
OG0002332	XP_017791519.1	XP_015434750.1
OG0002333	XP_017797435.1	XP_015433872.1
OG0002334	XP_017792043.1	XP_015437500.1
OG0002335	XP_017787547.1, XP_017787548.1	XP_015438640.1
OG0002336	XP_017789434.1	XP_015435839.1
OG0002337	XP_017793834.1, XP_017793830.1	XP_015439362.1
OG0002338	XP_017792583.1	XP_015429112.1
OG0002339	XP_017790091.1	XP_015437647.1
OG0002340	XP_017796890.1	XP_015436662.1
OG0002341	XP_017794674.1	XP_015428426.1
OG0002342	XP_017794614.1	XP_015438988.1
OG0002343	XP_017789661.1	XP_015432593.1
OG0002344	XP_017799600.1	XP_015436434.1
OG0002345	XP_017793165.1	XP_015433830.1, XP_015433831.1, XP_015433832.1
OG0002346	XP_017791126.1, XP_017797097.1	XP_015430572.1
OG0002347	XP_017788188.1	XP_015436878.1, XP_015436886.1
OG0002348	XP_017798280.1	XP_015430771.1
OG0002349	XP_017799180.1	XP_015435384.1
OG0002350	XP_017796111.1	XP_015431976.1
OG0002351	XP_017798664.1, XP_017798663.1	XP_015434194.1
OG0002352	XP_017796928.1	XP_015440339.1
OG0002353	XP_017797499.1	XP_015432002.1
OG0002354	XP_017793431.1	XP_015437380.1
OG0002355	XP_017793444.1	XP_015437310.1
OG0002356	XP_017796369.1, XP_017796368.1	XP_015437826.1
OG0002357	XP_017796380.1	XP_015428530.1, XP_015428529.1
OG0002358	XP_017798660.1	XP_015439060.1
OG0002359	XP_017798726.1	XP_015439015.1, XP_015439016.1
OG0002360	XP_017799209.1	XP_015432845.1
OG0002361	XP_017797408.1	XP_015430496.1
OG0002363	XP_017789804.1, XP_017789813.1	XP_015438484.1
OG0002364	XP_017793945.1	XP_015431269.1
OG0002365	XP_017793718.1	XP_015431002.1
OG0002366	XP_017791066.1	XP_015434037.1
OG0002367	XP_017790276.1	XP_015436556.1
OG0002368	XP_017789288.1	XP_015440530.1
OG0002369	XP_017788731.1	XP_015428509.1
OG0002369	XP_017788732.1	XP_015428508.1
OG0002370	XP_017798581.1	XP_015439024.1, XP_015439022.1
OG0002371	XP_017796467.1	XP_015435002.1
OG0002372	XP_017793987.1, XP_017793986.1	XP_015430966.1, XP_015430965.1
OG0002373	XP_017788435.1	XP_015433698.1, XP_015433700.1
OG0002374	XP_017796131.1	XP_015431037.1
OG0002379	XP_017796122.1, XP_017796808.1	XP_015429410.1, XP_015429685.1
OG0002380	XP_017791905.1	XP_015431641.1
OG0002381	XP_017792483.1, XP_017795752.1	XP_015436678.1, XP_015433579.1, XP_015437588.1, XP_015432649.1, XP_015436017.1
OG0002383	XP_017788088.1	XP_015434259.1
OG0002384	XP_017796600.1	XP_015438001.1
OG0002385	XP_017795995.1	XP_015439677.1
OG0002386	XP_017790262.1	XP_015436537.1
OG0002387	XP_017793344.1	XP_015429233.1
OG0002388	XP_017798433.1	XP_015428488.1
OG0002389	XP_017792484.1	XP_015438333.1
OG0002390	XP_017794630.1	XP_015436739.1
OG0002391	XP_017795096.1	XP_015434920.1
OG0002392	XP_017792967.1	XP_015438894.1, XP_015438895.1, XP_015438896.1
OG0002393	XP_017795283.1	XP_015436030.1
OG0002394	XP_017787878.1	XP_015429456.1
OG0002395	XP_017798550.1	XP_015434182.1
OG0002396	XP_017790227.1	XP_015429760.1
OG0002397	XP_017799566.1	XP_015433228.1
OG0002398	XP_017787726.1	XP_015431228.1
OG0002399	XP_017791973.1	XP_015431613.1
OG0002400	XP_017795508.1	XP_015433839.1
OG0002401	XP_017795437.1	XP_015433319.1
OG0002402	XP_017799539.1	XP_015430477.1
OG0002403	XP_017789338.1	XP_015439571.1
OG0002404	XP_017797779.1	XP_015439164.1
OG0002405	XP_017799183.1	XP_015433014.1
OG0002406	XP_017790251.1	XP_015429646.1
OG0002407	XP_017793514.1	XP_015437012.1
OG0002409	XP_017792069.1	XP_015438038.1
OG0002410	XP_017792790.1	XP_015430339.1, XP_015430338.1
OG0002411	XP_017796641.1, XP_017796640.1	XP_015432464.1, XP_015432462.1
OG0002412	XP_017789173.1	XP_015432043.1
OG0002413	XP_017789540.1	XP_015428856.1
OG0002414	XP_017799190.1	XP_015433075.1
OG0002416	XP_017797403.1	XP_015437587.1
OG0002417	XP_017796199.1	XP_015434770.1
OG0002418	XP_017788976.1	XP_015438025.1
OG0002420	XP_017798609.1	XP_015438129.1, XP_015434111.1
OG0002421	XP_017797397.1	XP_015432069.1
OG0002422	XP_017794395.1, XP_017794394.1	XP_015436355.1
OG0002423	XP_017789217.1	XP_015436387.1, XP_015436386.1
OG0002424	XP_017791743.1	XP_015434370.1
OG0002425	XP_017791966.1	XP_015428944.1
OG0002426	XP_017794815.1	XP_015432754.1
OG0002427	XP_017793292.1	XP_015436618.1, XP_015438157.1
OG0002428	XP_017794519.1	XP_015436293.1
OG0002429	XP_017797359.1	XP_015436100.1
OG0002430	XP_017788311.1	XP_015429901.1
OG0002431	XP_017788225.1	XP_015436967.1
OG0002432	XP_017788285.1	XP_015429156.1
OG0002433	XP_017795196.1	XP_015433360.1
OG0002434	XP_017788878.1, XP_017788877.1	XP_015428663.1
OG0002435	XP_017790098.1	XP_015430823.1
OG0002436	XP_017790632.1	XP_015433395.1, XP_015433396.1
OG0002437	XP_017787749.1	XP_015433202.1
OG0002438	XP_017797345.1	XP_015436337.1
OG0002439	XP_017794169.1	XP_015437954.1
OG0002440	XP_017789896.1	XP_015439570.1, XP_015435090.1
OG0002441	XP_017796873.1	XP_015429089.1
OG0002442	XP_017792561.1	XP_015429140.1
OG0002443	XP_017799289.1	XP_015430895.1
OG0002444	XP_017799345.1	XP_015433000.1
OG0002445	XP_017791839.1	XP_015433114.1
OG0002446	XP_017791326.1	XP_015428692.1
OG0002447	XP_017791871.1	XP_015437982.1
OG0002448	XP_017791746.1	XP_015432574.1
OG0002449	XP_017791327.1	XP_015428926.1
OG0002450	XP_017788792.1	XP_015433607.1
OG0002451	XP_017796117.1, XP_017796118.1	XP_015432020.1
OG0002452	XP_017795878.1	XP_015434790.1
OG0002453	XP_017792641.1	XP_015429748.1
OG0002454	XP_017795963.1	XP_015431909.1
OG0002455	XP_017790142.1	XP_015430041.1
OG0002456	XP_017791049.1	XP_015434514.1
OG0002457	XP_017791486.1	XP_015435524.1
OG0002458	XP_017797787.1	XP_015434035.1
OG0002459	XP_017798393.1	XP_015428847.1
OG0002460	XP_017795502.1	XP_015433717.1
OG0002461	XP_017795421.1	XP_015434506.1
OG0002462	XP_017792053.1	XP_015429940.1
OG0002463	XP_017791157.1	XP_015433505.1
OG0002464	XP_017797906.1	XP_015435236.1
OG0002465	XP_017788614.1	XP_015431208.1
OG0002466	XP_017788761.1	XP_015432312.1
OG0002467	XP_017790531.1	XP_015429513.1
OG0002468	XP_017789573.1	XP_015431886.1
OG0002469	XP_017789615.1	XP_015431896.1
OG0002470	XP_017789341.1	XP_015433639.1
OG0002471	XP_017788873.1	XP_015428652.1
OG0002473	XP_017793537.1	XP_015432523.1
OG0002474	XP_017793914.1	XP_015431366.1
OG0002475	XP_017793963.1, XP_017793962.1	XP_015438138.1, XP_015431410.1
OG0002476	XP_017788001.1	XP_015439062.1
OG0002478	XP_017794647.1	XP_015440461.1
OG0002479	XP_017795088.1	XP_015431163.1
OG0002480	XP_017795372.1	XP_015436141.1
OG0002481	XP_017789962.1	XP_015438546.1
OG0002482	XP_017798872.1	XP_015429570.1
OG0002483	XP_017796847.1	XP_015437866.1
OG0002484	XP_017793930.1	XP_015437666.1
OG0002486	XP_017798856.1	XP_015429224.1
OG0002487	XP_017795554.1	XP_015435575.1
OG0002488	XP_017789536.1	XP_015428884.1
OG0002489	XP_017793688.1	XP_015439894.1
OG0002490	XP_017797962.1	XP_015431033.1
OG0002491	XP_017792453.1	XP_015432226.1
OG0002492	XP_017795977.1	XP_015432335.1
OG0002494	XP_017788638.1	XP_015440069.1
OG0002495	XP_017790851.1	XP_015439674.1
OG0002496	XP_017790631.1	XP_015433363.1
OG0002497	XP_017790108.1	XP_015436582.1
OG0002498	XP_017795259.1	XP_015431560.1
OG0002499	XP_017791669.1	XP_015434632.1
OG0002500	XP_017788254.1	XP_015438202.1
OG0002501	XP_017794880.1	XP_015432703.1
OG0002502	XP_017793109.1	XP_015437776.1
OG0002503	XP_017789499.1	XP_015429356.1
OG0002504	XP_017789489.1	XP_015429349.1
OG0002505	XP_017790548.1	XP_015434418.1
OG0002506	XP_017792047.1	XP_015429831.1
OG0002507	XP_017787783.1	XP_015435190.1
OG0002508	XP_017790328.1	XP_015435813.1
OG0002509	XP_017790428.1	XP_015434427.1
OG0002510	XP_017788997.1	XP_015432342.1
OG0002511	XP_017796324.1	XP_015437965.1
OG0002512	XP_017789514.1	XP_015433709.1, XP_015433707.1
OG0002513	XP_017790343.1	XP_015437125.1
OG0002514	XP_017795893.1	XP_015434852.1
OG0002515	XP_017791568.1	XP_015431053.1
OG0002516	XP_017789339.1	XP_015433681.1
OG0002517	XP_017788718.1	XP_015428587.1
OG0002518	XP_017788966.1	XP_015432305.1
OG0002519	XP_017792543.1	XP_015434831.1
OG0002520	XP_017790140.1	XP_015435987.1
OG0002521	XP_017796424.1	XP_015430843.1
OG0002522	XP_017797091.1	XP_015430617.1
OG0002523	XP_017790205.1	XP_015429632.1
OG0002524	XP_017791144.1	XP_015430499.1
OG0002525	XP_017798867.1	XP_015438057.1
OG0002526	XP_017791475.1	XP_015429809.1
OG0002527	XP_017787893.1	XP_015429693.1
OG0002528	XP_017793890.1	XP_015431276.1
OG0002529	XP_017798385.1	XP_015428479.1
OG0002530	XP_017798318.1	XP_015428501.1, XP_015428502.1, XP_015428503.1
OG0002531	XP_017799549.1	XP_015430472.1
OG0002532	XP_017799546.1	XP_015430549.1
OG0002533	XP_017799471.1	XP_015430465.1
OG0002534	XP_017790387.1	XP_015429207.1
OG0002535	XP_017788129.1	XP_015435881.1, XP_015435882.1, XP_015435880.1
OG0002536	XP_017788159.1	XP_015434264.1
OG0002537	XP_017788163.1	XP_015434257.1
OG0002538	XP_017790123.1	XP_015435086.1
OG0002539	XP_017797587.1	XP_015431201.1
OG0002541	XP_017794783.1	XP_015439442.1
OG0002542	XP_017797583.1, XP_017797584.1	XP_015431012.1
OG0002543	XP_017788769.1	XP_015432408.1
OG0002544	XP_017797735.1	XP_015434044.1
OG0002545	XP_017796907.1	XP_015437427.1
OG0002546	XP_017794168.1	XP_015436000.1
OG0002547	XP_017794987.1	XP_015432179.1
OG0002548	XP_017794242.1	XP_015435948.1
OG0002549	XP_017793842.1	XP_015435106.1
OG0002551	XP_017788724.1	XP_015435804.1, XP_015435803.1, XP_015435802.1
OG0002552	XP_017788952.1	XP_015435905.1
OG0002553	XP_017792932.1	XP_015433115.1
OG0002554	XP_017789784.1	XP_015433252.1
OG0002555	XP_017794484.1	XP_015428460.1
OG0002556	XP_017794483.1	XP_015428472.1
OG0002557	XP_017794602.1	XP_015440388.1
OG0002559	XP_017796871.1, XP_017796869.1	XP_015429033.1, XP_015429034.1
OG0002560	XP_017797392.1	XP_015438733.1
OG0002561	XP_017791602.1	XP_015436688.1
OG0002562	XP_017794954.1	XP_015434639.1
OG0002563	XP_017794356.1	XP_015436340.1
OG0002564	XP_017799420.1	XP_015439505.1
OG0002565	XP_017789215.1	XP_015436384.1, XP_015436381.1, XP_015436383.1, XP_015436385.1
OG0002566	XP_017799437.1	XP_015439487.1
OG0002567	XP_017790895.1	XP_015430149.1
OG0002568	XP_017790861.1	XP_015438724.1
OG0002569	XP_017790195.1	XP_015438549.1
OG0002570	XP_017796003.1	XP_015440264.1
OG0002571	XP_017789213.1	XP_015439138.1
OG0002572	XP_017789130.1	XP_015437149.1
OG0002573	XP_017796273.1	XP_015439312.1
OG0002574	XP_017796230.1	XP_015439486.1
OG0002575	XP_017796231.1	XP_015439289.1
OG0002576	XP_017796242.1	XP_015439451.1
OG0002577	XP_017792429.1	XP_015431434.1, XP_015431436.1, XP_015431435.1
OG0002578	XP_017792178.1	XP_015431400.1
OG0002579	XP_017795490.1	XP_015438359.1
OG0002580	XP_017797727.1	XP_015439037.1
OG0002581	XP_017796767.1	XP_015436482.1
OG0002582	XP_017798731.1	XP_015434134.1
OG0002583	XP_017797808.1	XP_015434160.1
OG0002584	XP_017787661.1	XP_015438682.1
OG0002585	XP_017791840.1	XP_015439386.1
OG0002586	XP_017796703.1	XP_015433210.1
OG0002587	XP_017796652.1	XP_015432471.1, XP_015432470.1
OG0002588	XP_017796580.1	XP_015432421.1
OG0002590	XP_017791139.1	XP_015433499.1
OG0002591	XP_017789347.1	XP_015429362.1
OG0002592	XP_017788098.1	XP_015434545.1
OG0002593	XP_017788127.1	XP_015435874.1
OG0002594	XP_017791745.1	XP_015432572.1
OG0002595	XP_017789880.1	XP_015432793.1
OG0002596	XP_017797622.1	XP_015431986.1
OG0002597	XP_017792545.1	XP_015434709.1
OG0002598	XP_017790298.1	XP_015436539.1
OG0002599	XP_017790275.1	XP_015435500.1
OG0002600	XP_017795601.1	XP_015435555.1
OG0002601	XP_017789534.1	XP_015428883.1
OG0002602	XP_017794002.1, XP_017794003.1	XP_015437521.1
OG0002603	XP_017787406.1	XP_015433519.1
OG0002604	XP_017787753.1	XP_015429104.1, XP_015429116.1
OG0002605	XP_017797680.1	XP_015438991.1
OG0002606	XP_017797726.1	XP_015434043.1
OG0002607	XP_017792460.1	XP_015432258.1
OG0002608	XP_017792439.1	XP_015432103.1
OG0002609	XP_017792469.1	XP_015432142.1
OG0002610	XP_017787539.1	XP_015432235.1
OG0002611	XP_017789129.1	XP_015437203.1
OG0002612	XP_017792119.1	XP_015439578.1
OG0002613	XP_017790823.1	XP_015440146.1
OG0002614	XP_017798545.1	XP_015436490.1
OG0002615	XP_017798642.1	XP_015430225.1
OG0002616	XP_017794478.1	XP_015429159.1
OG0002617	XP_017795979.1	XP_015431604.1
OG0002618	XP_017794458.1	XP_015429035.1
OG0002619	XP_017789812.1	XP_015438400.1
OG0002620	XP_017797400.1	XP_015435472.1
OG0002622	XP_017793420.1	XP_015437750.1
OG0002623	XP_017793422.1, XP_017793423.1	XP_015438845.1, XP_015438846.1
OG0002624	XP_017793327.1	XP_015438843.1
OG0002625	XP_017793473.1	XP_015437384.1
OG0002626	XP_017793377.1	XP_015437347.1
OG0002627	XP_017793491.1	XP_015437396.1
OG0002628	XP_017791677.1	XP_015435464.1
OG0002629	XP_017791729.1	XP_015435243.1
OG0002630	XP_017791378.1	XP_015438139.1, XP_015428852.1
OG0002631	XP_017791315.1	XP_015440285.1
OG0002633	XP_017797196.1	XP_015436939.1
OG0002634	XP_017798106.1	XP_015430674.1
OG0002635	XP_017795751.1	XP_015436411.1
OG0002636	XP_017795724.1	XP_015436238.1
OG0002637	XP_017795861.1	XP_015436073.1
OG0002638	XP_017799488.1	XP_015436094.1, XP_015436095.1
OG0002639	XP_017790144.1	XP_015433826.1
OG0002640	XP_017793616.1	XP_015431906.1
OG0002641	XP_017790727.1	XP_015433271.1
OG0002642	XP_017799556.1, XP_017799557.1, XP_017799554.1, XP_017799553.1	XP_015433500.1
OG0002643	XP_017790470.1, XP_017790466.1, XP_017790468.1, XP_017790469.1	XP_015429119.1
OG0002644	XP_017794185.1	XP_015438265.1
OG0002645	XP_017794271.1	XP_015436109.1
OG0002646	XP_017794234.1	XP_015436771.1
OG0002647	XP_017796543.1	XP_015434940.1
OG0002648	XP_017796535.1	XP_015434967.1
OG0002649	XP_017796428.1	XP_015434001.1
OG0002650	XP_017796483.1	XP_015434000.1
OG0002651	XP_017788389.1	XP_015433995.1
OG0002652	XP_017788419.1	XP_015432687.1
OG0002653	XP_017799258.1	XP_015431337.1
OG0002654	XP_017788270.1	XP_015432256.1
OG0002655	XP_017796854.1	XP_015432624.1
OG0002656	XP_017796382.1	XP_015428552.1
OG0002657	XP_017796367.1	XP_015437830.1
OG0002658	XP_017798160.1	XP_015437605.1
OG0002659	XP_017798250.1	XP_015430813.1
OG0002660	XP_017798255.1	XP_015430818.1
OG0002661	XP_017792326.1	XP_015437795.1
OG0002662	XP_017792261.1	XP_015429890.1
OG0002663	XP_017795002.1	XP_015432766.1
OG0002664	XP_017792273.1	XP_015436811.1
OG0002665	XP_017788242.1	XP_015437377.1
OG0002666	XP_017796750.1	XP_015434662.1
OG0002667	XP_017792184.1	XP_015440118.1
OG0002668	XP_017793120.1	XP_015437779.1
OG0002669	XP_017793108.1	XP_015440524.1
OG0002670	XP_017792992.1	XP_015438854.1
OG0002671	XP_017789152.1	XP_015440383.1
OG0002672	XP_017799096.1	XP_015435462.1
OG0002673	XP_017799397.1	XP_015432886.1, XP_015432885.1
OG0002674	XP_017799126.1	XP_015432929.1
OG0002675	XP_017797496.1	XP_015431952.1
OG0002676	XP_017799020.1	XP_015433078.1
OG0002677	XP_017797585.1	XP_015429578.1
OG0002678	XP_017787645.1	XP_015429982.1
OG0002679	XP_017788368.1	XP_015430592.1
OG0002680	XP_017797452.1	XP_015429378.1
OG0002681	XP_017797523.1	XP_015429554.1
