Orthogroup	Habropoda_laboriosa	Ceratina_calcarata
OG0001244	XP_017787457.1	XP_017888862.1, XP_017888861.1
OG0001245	XP_017797568.1	XP_017875158.1
OG0001246	XP_017788908.1	XP_017887047.1
OG0001247	XP_017788069.1, XP_017788070.1, XP_017788068.1	XP_017886094.1
OG0001248	XP_017799141.1	XP_026673419.1
OG0001249	XP_017794718.1	XP_026670258.1, XP_026670259.1, XP_017882210.1
OG0001250	XP_017790866.1	XP_026667268.1
OG0001251	XP_017790988.1, XP_017794542.1	XP_017877146.1
OG0001251	XP_017792943.1	XP_017889622.1
OG0001252	XP_017789839.1	XP_017886197.1, XP_017886139.2
OG0001253	XP_017792133.1	XP_017883091.1
OG0001254	XP_017798081.1	XP_017877914.1
OG0001255	XP_017797716.1	XP_017884891.2
OG0001256	XP_017792700.1	XP_026668846.1, XP_026671320.1
OG0001257	XP_017787634.1	XP_026674924.1, XP_017891390.1
OG0001258	XP_017789236.1	XP_026667819.1, XP_017876389.1, XP_026667810.1, XP_026667813.1
OG0001259	XP_017792995.1	XP_017878459.1
OG0001259	XP_017790713.1	XP_017890136.1
OG0001260	XP_017793549.1	XP_017889933.1
OG0001261	XP_017794720.1	XP_017882310.1
OG0001262	XP_017790186.1	XP_017892764.1
OG0001263	XP_017795870.1	XP_017883786.2
OG0001263	XP_017796830.1	XP_026672616.1
OG0001264	XP_017788588.1	XP_017882274.1
OG0001265	XP_017795585.1	XP_017886274.1
OG0001266	XP_017799398.1, XP_017799399.1	XP_017876093.1
OG0001267	XP_017790324.1	XP_017887580.1
OG0001268	XP_017792260.1, XP_017792257.1, XP_017792259.1	XP_017885950.1, XP_026672347.1
OG0001269	XP_017793736.1	XP_026670810.1
OG0001270	XP_017798601.1	XP_017884797.1
OG0001271	XP_017793747.1	XP_026668701.1, XP_017878786.1
OG0001272	XP_017797864.1	XP_017884423.1, XP_017884422.1
OG0001273	XP_017797729.1	XP_017884705.1
OG0001274	XP_017792197.1	XP_017879513.1, XP_026669075.1
OG0001275	XP_017791454.1	XP_017884428.1
OG0001276	XP_017797691.1	XP_017884457.1
OG0001277	XP_017797220.1	XP_017878709.1, XP_017878710.1
OG0001278	XP_017796784.1	XP_017884488.1, XP_017884486.1, XP_026671579.1, XP_026671580.1
OG0001279	XP_017798412.1	XP_017886726.1
OG0001280	XP_017794687.1	XP_017893237.1
OG0001281	XP_017798421.1	XP_026674261.1
OG0001281	XP_017798308.1	XP_026674262.1
OG0001282	XP_017795108.1	XP_017892670.1
OG0001283	XP_017790404.1	XP_017879538.1
OG0001284	XP_017791776.1	XP_017882726.1
OG0001285	XP_017789075.1	XP_017885291.1, XP_017885292.1, XP_026672009.1
OG0001286	XP_017793878.1	XP_017876633.1
OG0001287	XP_017791844.1	XP_017889724.1, XP_026674226.1
OG0001288	XP_017796648.1	XP_017889378.1, XP_017889377.1
OG0001289	XP_017793735.1	XP_026670949.1
OG0001291	XP_017793331.1	XP_017890613.1
OG0001292	XP_017793349.1	XP_017879971.1
OG0001293	XP_017789522.1	XP_017880681.1
OG0001294	XP_017792175.1	XP_017879595.1
OG0001295	XP_017795348.1	XP_026668753.1
OG0001296	XP_017789444.1	XP_017885920.1
OG0001297	XP_017798343.1	XP_017882614.1
OG0001298	XP_017790481.1	XP_026672593.1, XP_017875559.1
OG0001299	XP_017792042.1, XP_017792041.1, XP_017792040.1	XP_026669494.1
OG0001300	XP_017798430.1	XP_017889991.1, XP_017889986.1
OG0001301	XP_017788899.1, XP_017788900.1	XP_017890298.1
OG0001302	XP_017790332.1	XP_017887627.1, XP_017887629.1, XP_017887626.1
OG0001303	XP_017794233.1	XP_017881542.1, XP_017881540.1, XP_017881543.1
OG0001304	XP_017790244.1	XP_017883216.1, XP_017883220.1
OG0001305	XP_017790115.1	XP_017875666.1
OG0001306	XP_017793545.1	XP_017889806.1, XP_017889808.1
OG0001307	XP_017796344.1, XP_017796346.1	XP_017886465.1
OG0001308	XP_017787403.1	XP_017882687.1
OG0001309	XP_017788166.1	XP_026672398.1
OG0001310	XP_017794255.1	XP_017887230.1
OG0001311	XP_017788607.1	XP_017882319.1
OG0001312	XP_017796866.1	XP_017892804.1, XP_017892803.1
OG0001313	XP_017797427.1	XP_017877029.1, XP_017877030.1, XP_017877031.1, XP_017877034.1, XP_017877033.1, XP_026667884.1
OG0001314	XP_017797312.1	XP_017889586.1, XP_017889585.1
OG0001315	XP_017796004.1	XP_017891773.1
OG0001316	XP_017789063.1	XP_017875605.1, XP_017875614.1
OG0001317	XP_017789111.1	XP_026671535.1
OG0001318	XP_017796263.1	XP_017887831.1
OG0001319	XP_017787943.1	XP_026668250.1
OG0001320	XP_017789876.1	XP_017881224.1
OG0001321	XP_017793262.1	XP_026670676.1, XP_017882678.1
OG0001322	XP_017797806.1	XP_017884563.1, XP_017884565.1
OG0001323	XP_017793267.1	XP_017877083.1
OG0001324	XP_017793178.1	XP_026667276.1
OG0001325	XP_017790958.1	XP_017883265.1
OG0001326	XP_017791802.1	XP_017890188.1, XP_017889424.1
OG0001326	XP_017791823.1	XP_017889442.1, XP_026674036.1
OG0001328	XP_017791620.1	XP_017878108.1, XP_026668425.1
OG0001329	XP_017788084.1	XP_026668131.1, XP_017877509.1
OG0001330	XP_017797627.1	XP_017892743.1, XP_017892744.1
OG0001331	XP_017796097.1	XP_017891758.1
OG0001332	XP_017790289.1, XP_017790286.1, XP_017790290.1	XP_017892875.1
OG0001333	XP_017790300.1	XP_017887492.1
OG0001334	XP_017795540.1	XP_026674534.1, XP_017890585.1, XP_017890584.1
OG0001335	XP_017787477.1, XP_017787476.1	XP_017880996.1
OG0001336	XP_017798634.1, XP_017798633.1	XP_017884436.1, XP_017884437.1
OG0001337	XP_017797176.1	XP_017893546.1
OG0001338	XP_017792438.1	XP_017890682.1
OG0001339	XP_017787542.1	XP_017880134.1
OG0001340	XP_017792506.1	XP_017888159.1
OG0001341	XP_017793794.1	XP_017886580.1, XP_017886581.1
OG0001342	XP_017798678.1	XP_026668990.1, XP_026668988.1
OG0001343	XP_017791655.1	XP_017892013.1
OG0001344	XP_017789219.1	XP_017881108.1, XP_026669832.1, XP_026669833.1
OG0001345	XP_017793507.1	XP_017890494.1
OG0001346	XP_017793506.1	XP_026674518.1
OG0001347	XP_017799534.1	XP_017876183.1, XP_017877305.1
OG0001348	XP_017791400.1	XP_017875367.1, XP_017875368.1
OG0001349	XP_017791160.1	XP_026666763.1, XP_026666764.1
OG0001350	XP_017790837.1	XP_017890564.1
OG0001351	XP_017792086.1	XP_017887910.1
OG0001352	XP_017787365.1	XP_017880041.1, XP_017880042.1
OG0001353	XP_017790352.1	XP_026675098.1, XP_026675104.1
OG0001354	XP_017795671.1	XP_026675472.1, XP_026675471.1, XP_017892348.1, XP_017892346.1
OG0001355	XP_017795318.1, XP_017795319.1	XP_017887127.1
OG0001356	XP_017797961.1	XP_017888854.1
OG0001357	XP_017794157.1	XP_017887873.1
OG0001358	XP_017794245.1	XP_017885195.1
OG0001359	XP_017794173.1	XP_017885191.1
OG0001360	XP_017788392.1	XP_026671394.1, XP_017884202.1
OG0001361	XP_017799142.1	XP_017884012.1
OG0001362	XP_017798198.1	XP_017877884.1, XP_026668381.1
OG0001363	XP_017798121.1	XP_017877958.1, XP_026668382.1
OG0001364	XP_017798289.1	XP_017877860.1
OG0001365	XP_017795339.1, XP_017795340.1	XP_017893681.1, XP_017893682.1, XP_026666873.1
OG0001366	XP_017795253.1	XP_026670093.1, XP_017881638.1
OG0001367	XP_017794864.1	XP_017880248.1
OG0001368	XP_017792262.1	XP_017892431.1
OG0001370	XP_017788208.1	XP_017887642.1
OG0001371	XP_017792157.1	XP_026670825.1
OG0001372	XP_017799112.1	XP_026670972.1, XP_026670971.1, XP_017883353.1
OG0001373	XP_017789193.1	XP_017891256.1
OG0001374	XP_017799057.1, XP_017799056.1	XP_026673393.1
OG0001375	XP_017793531.1	XP_017878366.2, XP_026671884.1
OG0001376	XP_017791449.1	XP_017881950.1, XP_017881949.1
OG0001377	XP_017794582.1, XP_017794581.1	XP_026667052.1
OG0001378	XP_017797316.1	XP_017889552.1
OG0001379	XP_017788325.1	XP_017876136.1
OG0001380	XP_017788564.1	XP_017892267.1, XP_026675333.1, XP_017892269.1
OG0001381	XP_017787841.1, XP_017787769.1	XP_017885162.1
OG0001382	XP_017795842.1	XP_017890396.1
OG0001383	XP_017795282.1	XP_026670897.1, XP_017883111.1
OG0001384	XP_017796171.1	XP_017893537.1
OG0001385	XP_017791723.1	XP_017880863.1
OG0001386	XP_017799164.1	XP_017879986.1
OG0001387	XP_017791699.1	XP_017875270.1, XP_017875271.2
OG0001388	XP_017791974.1, XP_017791975.1, XP_017791977.1, XP_017791976.1	XP_017881774.1
OG0001389	XP_017793269.1	XP_026667280.1, XP_026667282.1, XP_026667281.1, XP_017875828.1
OG0001390	XP_017789101.1	XP_026666529.1, XP_017893035.1
OG0001391	XP_017794301.1	XP_017885227.1
OG0001392	XP_017798815.1	XP_017887352.1, XP_017887351.1, XP_017887354.1
OG0001393	XP_017799531.1	XP_017882806.1
OG0001394	XP_017794567.1	XP_017884288.1
OG0001395	XP_017795718.1	XP_017878328.1, XP_017878327.1
OG0001396	XP_017796813.1	XP_017881294.1, XP_017881292.1
OG0001397	XP_017795600.1	XP_017886254.1, XP_026667998.1, XP_017877327.1
OG0001398	XP_017795059.1	XP_026670200.1, XP_017888366.1
OG0001399	XP_017791322.1	XP_026670606.1
OG0001400	XP_017791509.1	XP_026669781.1, XP_017880993.2
OG0001401	XP_017798513.1	XP_026671680.1, XP_017884489.2
OG0001402	XP_017791796.1	XP_017889400.1
OG0001403	XP_017788181.1	XP_017887732.1, XP_017887731.1
OG0001405	XP_017797096.1, XP_017798445.1	XP_017882566.1, XP_017882565.1
OG0001406	XP_017789504.1	XP_026672855.1, XP_026672844.1
OG0001407	XP_017796414.1	XP_026668954.1
OG0001408	XP_017796400.1	XP_026674532.1, XP_017889988.1, XP_017889998.1, XP_026674542.1
OG0001409	XP_017789761.1	XP_017881554.1
OG0001411	XP_017789324.1	XP_026669686.1
OG0001412	XP_017789423.1	XP_017887263.1, XP_026672922.1, XP_026672921.1
OG0001413	XP_017796377.1	XP_017890368.1
OG0001415	XP_017789515.1, XP_017789516.1	XP_017887035.1, XP_017888579.1
OG0001416	XP_017789302.1	XP_026672865.1
OG0001417	XP_017799059.1	XP_017881618.1
OG0001418	XP_017788572.1	XP_026670469.1
OG0001419	XP_017796157.1	XP_017893531.1
OG0001421	XP_017796646.1	XP_017878076.1
OG0001422	XP_017797185.1	XP_026668364.1
OG0001423	XP_017796773.1, XP_017796782.1	XP_017878767.1
OG0001424	XP_017796933.1	XP_017888704.1
OG0001425	XP_017793796.1	XP_026666742.1, XP_026666721.1
OG0001426	XP_017790718.1	XP_017883103.1
OG0001426	XP_017790667.1	XP_017876432.1
OG0001427	XP_017794895.1	XP_017883045.1, XP_017883046.1, XP_026670881.1
OG0001428	XP_017792137.1	XP_026667559.1
OG0001429	XP_017789773.1	XP_026674350.1
OG0001430	XP_017789791.1	XP_026674346.1, XP_017890244.1
OG0001431	XP_017791136.1	XP_026666889.1
OG0001432	XP_017794221.1	XP_017876323.1
OG0001433	XP_017790153.1	XP_017877554.1, XP_026668158.1
OG0001434	XP_017789006.1	XP_017889177.1
OG0001435	XP_017797467.1	XP_017883931.1, XP_026671273.1, XP_017877621.2
OG0001436	XP_017797412.1	XP_017876998.1
OG0001437	XP_017788688.1	XP_017884691.1, XP_017884692.1
OG0001439	XP_017795786.1	XP_017884410.1
OG0001440	XP_017795623.1	XP_026666875.1, XP_026666874.1
OG0001441	XP_017788554.1	XP_026675397.1, XP_026675396.1, XP_017892516.1, XP_017892517.1, XP_017892515.1
OG0001442	XP_017788560.1	XP_017893654.1, XP_017893655.1
OG0001443	XP_017793967.1	XP_017888370.1, XP_017892979.2, XP_017884299.1
OG0001444	XP_017799358.1	XP_017875225.1
OG0001445	XP_017791164.1	XP_017877269.1, XP_017877268.1
OG0001446	XP_017794366.1	XP_026672224.1
OG0001447	XP_017792067.1	XP_017885975.1, XP_017885974.1
OG0001448	XP_017790876.1	XP_026672940.1, XP_026667489.1, XP_017882039.1
OG0001449	XP_017788587.1	XP_017878261.1
OG0001450	XP_017791392.1, XP_017791384.1	XP_017891938.1
OG0001451	XP_017789732.1	XP_026669403.1, XP_017879433.2
OG0001452	XP_017797463.1	XP_017889409.1
OG0001453	XP_017787423.1	XP_026673003.1
OG0001454	XP_017792085.1, XP_017792084.1	XP_017887905.1
OG0001455	XP_017792442.1	XP_017882556.1, XP_017882555.1
OG0001456	XP_017791503.1	XP_017888444.1, XP_017888376.2
OG0001457	XP_017794851.1	XP_017888500.1, XP_017888499.1
OG0001458	XP_017788766.1	XP_017890278.1
OG0001459	XP_017797811.1	XP_017884765.1, XP_026671717.1
OG0001460	XP_017797798.1	XP_017888096.1
OG0001461	XP_017793521.1	XP_017889561.2
OG0001462	XP_017797845.1	XP_017890884.1
OG0001463	XP_017796591.1	XP_026674181.1
OG0001464	XP_017796840.1	XP_017878131.1
OG0001465	XP_017791223.1	XP_026673491.1, XP_017888448.1
OG0001466	XP_017788246.1	XP_017887658.2
OG0001467	XP_017798298.1	XP_017883737.1
OG0001468	XP_017799309.1	XP_026674635.1, XP_017890741.1, XP_017890744.1
OG0001469	XP_017792678.1	XP_017886632.1, XP_026672621.1
OG0001470	XP_017788365.1	XP_026673755.1, XP_026673765.1
OG0001471	XP_017787926.1	XP_017880572.1
OG0001472	XP_017790281.1	XP_017892855.1, XP_026666482.1
OG0001473	XP_017792295.1	XP_017885967.1
OG0001474	XP_017791642.1	XP_026670043.1, XP_017881544.1, XP_017888611.2
OG0001475	XP_017795510.1	XP_017885074.1
OG0001476	XP_017790093.1	XP_017893605.1
OG0001477	XP_017793839.1	XP_017885737.1
OG0001478	XP_017790480.1	XP_026670918.1
OG0001478	XP_017790478.1	XP_017883281.1
OG0001479	XP_017798547.1, XP_017798546.1	XP_017884983.1
OG0001480	XP_017788471.1	XP_026666771.1
OG0001481	XP_017791319.1	XP_026669240.1, XP_017879913.1
OG0001482	XP_017788813.1	XP_017893549.1
OG0001483	XP_017798787.1	XP_017875452.1, XP_026667144.1, XP_026667143.1, XP_017875451.1
OG0001484	XP_017796598.1	XP_017889884.1, XP_017889885.1
OG0001485	XP_017790512.1	XP_017891548.1
OG0001486	XP_017788497.1	XP_017886285.1
OG0001487	XP_017788868.1	XP_017882351.1
OG0001488	XP_017790777.1	XP_017876231.1
OG0001489	XP_017796447.1	XP_017883782.1
OG0001490	XP_017789679.1	XP_017884729.1, XP_017884739.1
OG0001491	XP_017797744.1	XP_017875548.1, XP_017875549.1, XP_017875551.1
OG0001492	XP_017796365.1	XP_017883755.1
OG0001493	XP_017795277.1	XP_017877969.1
OG0001494	XP_017790673.1	XP_017883504.1, XP_026671066.1
OG0001495	XP_017792422.1	XP_017882595.1
OG0001496	XP_017795046.1	XP_017875846.1, XP_017875845.1
OG0001497	XP_017797872.1	XP_026674694.1
OG0001498	XP_017790299.1	XP_017879041.1
OG0001499	XP_017790278.1	XP_017878926.1
OG0001500	XP_017788735.1	XP_017880835.1, XP_026669754.1
OG0001501	XP_017789071.1	XP_017878765.1
OG0001502	XP_017788059.1	XP_017880849.1
OG0001503	XP_017795614.1	XP_017883532.1, XP_026671048.1
OG0001504	XP_017787541.1	XP_017880191.1
OG0001505	XP_017797200.1, XP_017797199.1	XP_017877910.1
OG0001506	XP_017793162.1, XP_017793161.1, XP_017793160.1	XP_017879946.1
OG0001507	XP_017795428.1	XP_026669941.1, XP_017881178.1, XP_017881179.1
OG0001508	XP_017790948.1	XP_017891167.1
OG0001509	XP_017798548.1	XP_017877581.1
OG0001511	XP_017790724.1	XP_017890699.1
OG0001512	XP_017793036.1, XP_017793035.1	XP_017878480.1
OG0001513	XP_017791964.1	XP_017879106.1
OG0001514	XP_017791158.1	XP_026669671.1, XP_017880801.1
OG0001516	XP_017799085.1, XP_017799084.1, XP_017799086.1	XP_017875778.1
OG0001517	XP_017789053.1	XP_017893011.1, XP_026666522.1
OG0001518	XP_017797914.1	XP_017884016.1, XP_026671325.1, XP_026671326.1, XP_026671329.1, XP_026671328.1
OG0001525	XP_017790458.1	XP_017884343.1
OG0001526	XP_017787391.1	XP_017892400.2
OG0001527	XP_017796963.1, XP_017796958.1	XP_017884414.2
OG0001528	XP_017791777.1	XP_017885637.1
OG0001529	XP_017796613.1	XP_017889375.1
OG0001530	XP_017794123.1	XP_017885469.1, XP_017885471.1
OG0001531	XP_017788854.1	XP_017890359.1
OG0001532	XP_017793240.1	XP_017890991.1
OG0001533	XP_017793198.1, XP_017793199.1	XP_026674720.1, XP_017890983.1
OG0001534	XP_017791098.1	XP_017893079.1, XP_026666540.1
OG0001535	XP_017788639.1, XP_017788645.1	XP_017883594.1, XP_017883592.1
OG0001536	XP_017793261.1	XP_017890840.1
OG0001537	XP_017795501.1	XP_017875870.1, XP_017877829.1
OG0001539	XP_017794575.1	XP_026673291.1, XP_026673290.1, XP_026673289.1, XP_026673287.1, XP_026673285.1, XP_026673286.1
OG0001540	XP_017792657.1	XP_017887759.1, XP_026673047.1, XP_026673048.1
OG0001541	XP_017788027.1	XP_017884995.1
OG0001542	XP_017791775.1	XP_017876197.1
OG0001544	XP_017789459.1	XP_017884904.1, XP_026672824.1, XP_026672831.1
OG0001545	XP_017797771.1	XP_017881602.1, XP_017881601.1
OG0001546	XP_017795081.1, XP_017793751.1	XP_026668019.1, XP_017877382.1
OG0001547	XP_017790544.1	XP_017890906.1
OG0001549	XP_017798369.1	XP_017883626.1, XP_026671122.1, XP_026671123.1
OG0001550	XP_017794216.1	XP_017892385.1
OG0001551	XP_017798090.1	XP_017878783.1
OG0001552	XP_017789662.1	XP_017884879.1
OG0001554	XP_017792991.1	XP_017879957.1
OG0001555	XP_017793309.1	XP_017880388.1
OG0001556	XP_017797527.1	XP_026674739.1
OG0001557	XP_017790839.1, XP_017790840.1	XP_017885390.1
OG0001558	XP_017794477.1	XP_017888520.1, XP_017888521.1, XP_026666496.1
OG0001559	XP_017793239.1	XP_017890976.1
OG0001560	XP_017791222.1	XP_017883465.1
OG0001561	XP_017789154.1	XP_026666523.1, XP_017893033.1
OG0001562	XP_017794714.1	XP_017877650.1
OG0001563	XP_017793877.1	XP_017882257.1, XP_017882258.1
OG0001564	XP_017789134.1	XP_017875596.1
OG0001565	XP_017790189.1	XP_026675042.1, XP_026675043.1
OG0001566	XP_017792322.1	XP_017885154.1
OG0001567	XP_017791043.1	XP_026669085.1
OG0001568	XP_017787781.1	XP_017885151.1, XP_026671963.1
OG0001569	XP_017789546.1, XP_017789548.1	XP_017878165.1, XP_026668400.1, XP_026668401.1
OG0001570	XP_017791455.1	XP_017884523.1
OG0001571	XP_017798450.1	XP_017878185.1
OG0001572	XP_017794012.1	XP_017877225.1, XP_017881885.1
OG0001574	XP_017795149.1	XP_017887554.1
OG0001575	XP_017787910.1	XP_017892885.1, XP_017892887.1
OG0001576	XP_017791366.1	XP_026672114.1, XP_017876924.1, XP_017891729.2
OG0001577	XP_017794004.1	XP_017881529.1
OG0001578	XP_017794087.1	XP_017876021.1
OG0001580	XP_017793391.1	XP_017890609.1
OG0001581	XP_017795723.1	XP_017880945.1
OG0001582	XP_017790820.1	XP_017883039.2, XP_026670868.1
OG0001583	XP_017790421.1	XP_017891506.1, XP_017891513.1, XP_017891522.1
OG0001584	XP_017795678.1	XP_026675487.1, XP_017892324.1
OG0001585	XP_017792391.1	XP_017885861.1
OG0001586	XP_017789923.1	XP_017876970.1, XP_017876971.1
OG0001587	XP_017799285.1	XP_017877114.1
OG0001588	XP_017793959.1	XP_017876528.1, XP_017876529.1
OG0001589	XP_017798332.1, XP_017798331.1	XP_017883654.1, XP_026671100.1
OG0001590	XP_017791005.1	XP_026672197.1, XP_026672196.1, XP_017885742.1
OG0001591	XP_017787847.1	XP_026671982.1, XP_026671979.1
OG0001592	XP_017797651.1	XP_017875147.2
OG0001594	XP_017789616.1	XP_026675035.1, XP_017891569.1, XP_017891570.1
OG0001595	XP_017791451.1	XP_017889291.1, XP_017889289.1
OG0001596	XP_017789417.1	XP_017885977.1, XP_026672792.1
OG0001598	XP_017797848.1	XP_026670975.1
OG0001599	XP_017790018.1	XP_017883205.1
OG0001600	XP_017796827.1, XP_017796824.1	XP_026668545.1, XP_026668541.1
OG0001601	XP_017794203.1	XP_017892341.1
OG0001602	XP_017787877.1	XP_017889927.1, XP_017889918.1
OG0001603	XP_017790550.1	XP_017881051.1
OG0001604	XP_017788054.1	XP_017880726.1
OG0001605	XP_017790179.1	XP_017893299.1, XP_017893298.1, XP_026666580.1
OG0001606	XP_017790060.1	XP_017893319.1
OG0001607	XP_017793556.1	XP_017888517.1, XP_017888514.1
OG0001608	XP_017794159.1	XP_017883267.1, XP_017883268.1
OG0001609	XP_017794725.1	XP_026670238.1, XP_026670311.1
OG0001610	XP_017788012.1	XP_017888076.1, XP_017888074.1, XP_017888075.1
OG0001611	XP_017788142.1	XP_017886121.1
OG0001612	XP_017798170.1	XP_017881763.1
OG0001613	XP_017787906.1, XP_017787914.1	XP_017886510.1
OG0001614	XP_017789224.1	XP_026669752.1
OG0001615	XP_017794726.1, XP_017794735.1	XP_017883624.2, XP_017884352.1
OG0001616	XP_017787764.1	XP_026675125.1, XP_026675124.1, XP_017890968.1, XP_026675126.1
OG0001617	XP_017797331.1	XP_017885462.1
OG0001619	XP_017794135.1	XP_017881174.1, XP_017881176.1, XP_026669908.1
OG0001620	XP_017799587.1	XP_017892414.1, XP_026675413.1, XP_026675416.1
OG0001621	XP_017797532.1	XP_017875135.1, XP_017886220.2
OG0001622	XP_017790954.1	XP_026674758.1
OG0001623	XP_017787952.1, XP_017787951.1	XP_026668345.1, XP_017877892.1
OG0001624	XP_017789965.1	XP_017882065.1, XP_026670405.1
OG0001625	XP_017798955.1	XP_017878347.1
OG0001627	XP_017792564.1	XP_017875656.1
OG0001628	XP_017795431.1	XP_026669916.1, XP_026669915.1
OG0001629	XP_017798647.1	XP_017881140.1
OG0001631	XP_017796675.1	XP_017886371.1
OG0001632	XP_017796166.1	XP_017884024.1, XP_017884025.1, XP_026671330.1
OG0001633	XP_017787744.1	XP_017879337.1
OG0001634	XP_017794033.1	XP_026669292.1, XP_017880071.1
OG0001635	XP_017793674.1	XP_017890040.1, XP_026674324.1
OG0001636	XP_017793659.1	XP_017877836.1, XP_026668308.1
OG0001638	XP_017798141.1, XP_017798164.1	XP_026667362.1
OG0001639	XP_017787614.1	XP_017884129.1
OG0001640	XP_017787607.1	XP_017886703.1
OG0001641	XP_017797571.1	XP_017893050.1
OG0001642	XP_017790792.1, XP_017790626.1	XP_017883483.1
OG0001643	XP_017794482.1	XP_017884208.1
OG0001644	XP_017790078.1	XP_017891895.1
OG0001645	XP_017798833.1	XP_017876644.1
OG0001646	XP_017792845.1	XP_017882156.1
OG0001647	XP_017792881.1, XP_017792880.1	XP_017878679.1, XP_026668659.1
OG0001648	XP_017795400.1	XP_026670201.1
OG0001649	XP_017797118.1, XP_017797115.1, XP_017795753.1	XP_017875015.1
OG0001650	XP_017789926.1	XP_017892027.1
OG0001651	XP_017788663.1	XP_026674277.1
OG0001652	XP_017788516.1	XP_017885744.1
OG0001653	XP_017793600.1	XP_017891954.1
OG0001654	XP_017793637.1	XP_026674462.1, XP_017890383.1, XP_026674465.1, XP_026674464.1, XP_026674463.1, XP_026674461.1
OG0001655	XP_017799540.1	XP_017878355.1
OG0001656	XP_017799513.1	XP_026674495.1, XP_026674497.1
OG0001657	XP_017794247.1	XP_017882759.1
OG0001658	XP_017796444.1	XP_017884246.1
OG0001659	XP_017796490.1	XP_017884253.1
OG0001660	XP_017796462.1	XP_017876879.1
OG0001661	XP_017796417.1	XP_017879218.1, XP_017879219.1
OG0001662	XP_017788271.1, XP_017788275.1, XP_017788274.1, XP_017788273.1, XP_017788272.1, XP_017788276.1	XP_017884014.1
OG0001663	XP_017790561.1	XP_017880550.1, XP_017880549.1
OG0001664	XP_017796374.1	XP_017892097.1, XP_017892096.1
