Orthogroup	Vespa_mandarinia	Tribolium_castaneum
OG0001025	XP_035717529.1	XP_008193091.1
OG0001026	XP_035717489.1	XP_970449.1
OG0001027	XP_035724948.1	XP_015838508.1
OG0001029	XP_035735438.1, XP_035735432.1	XP_015840479.1
OG0001030	XP_035725397.1	XP_015838296.1, XP_976275.1
OG0001031	XP_035743774.1	XP_975003.1, XP_975012.1
OG0001032	XP_035719411.1	XP_008197238.1
OG0001033	XP_035734763.1, XP_035734772.1, XP_035734782.1	XP_968121.1
OG0001034	XP_035732600.1	XP_015835089.1, XP_015835090.1, XP_008192440.2, XP_015835122.1, XP_008192433.1, XP_008192434.1, XP_015840598.1, XP_008201070.1
OG0001035	XP_035720110.1, XP_035720109.1	XP_001816488.1
OG0001036	XP_035722778.1, XP_035726486.1	XP_015838416.1
OG0001037	XP_035725203.1	XP_008201337.1
OG0001038	XP_035739216.1, XP_035739213.1, XP_035739214.1, XP_035739212.1, XP_035739215.1	XP_975102.1
OG0001039	XP_035723095.1, XP_035723097.1, XP_035723098.1, XP_035723096.1	XP_008197122.1, XP_972852.1
OG0001040	XP_035721906.1	XP_008200571.1
OG0001041	XP_035742799.1	XP_971368.1, XP_008199393.1, XP_008199391.1
OG0001042	XP_035722312.1	XP_008191863.1
OG0001043	XP_035738054.1	XP_008199231.1, XP_008199232.1
OG0001044	XP_035728322.1	XP_015839545.1
OG0001045	XP_035743312.1	XP_974068.1
OG0001046	XP_035741327.1	XP_015835974.1
OG0001048	XP_035720068.1	XP_015836699.1, XP_008195153.1
OG0001049	XP_035740799.1, XP_035740795.1	XP_008198519.1
OG0001050	XP_035737216.1, XP_035737211.1	XP_008197845.1, XP_008197843.1
OG0001052	XP_035731117.1	XP_015836414.1
OG0001053	XP_035734067.1, XP_035734070.1	XP_008201416.1
OG0001054	XP_035722717.1	XP_970597.2
OG0001055	XP_035744174.1	XP_971906.1
OG0001056	XP_035735856.1, XP_035735855.1	XP_008199786.1
OG0001057	XP_035724945.1, XP_035724943.1, XP_035724946.1, XP_035724947.1	XP_015838535.1
OG0001058	XP_035728810.1	XP_015833239.1, XP_015833240.1, XP_968118.1, XP_008190828.1
OG0001059	XP_035720585.1, XP_035728404.1	XP_001812701.1
OG0001060	XP_035721321.1	XP_975678.1
OG0001061	XP_035742981.1	XP_008194269.1, XP_015835880.1
OG0001063	XP_035740703.1, XP_035733014.1	XP_008198790.1
OG0001064	XP_035726905.1, XP_035726902.1	XP_015839254.1, XP_973869.1
OG0001065	XP_035734976.1, XP_035735146.1	NP_001076808.1, XP_008195066.1
OG0001066	XP_035732534.1	XP_008194156.1, XP_015835951.1, XP_008194158.1, XP_971810.2
OG0001067	XP_035728422.1, XP_035728416.1, XP_035728417.1	XP_015835194.1, XP_015835191.1, XP_015835193.1, XP_015835189.1
OG0001068	XP_035740926.1, XP_035740930.1	XP_015833006.1, XP_015833002.1
OG0001069	XP_035727125.1	XP_008195047.1, XP_008195052.1, XP_970713.1
OG0001070	XP_035718298.1	XP_967757.1
OG0001071	XP_035729209.1, XP_035729210.1, XP_035729208.1, XP_035729211.1	XP_015835573.1, XP_971088.1
OG0001072	XP_035719453.1, XP_035719456.1, XP_035719454.1	XP_968287.2
OG0001073	XP_035740245.1, XP_035740249.1	XP_015840906.1
OG0001074	XP_035737700.1, XP_035737701.1, XP_035737699.1, XP_035737702.1	XP_968014.1
OG0001075	XP_035726975.1	XP_976192.1
OG0001076	XP_035732620.1, XP_035732621.1	XP_015836852.1
OG0001077	XP_035742941.1	XP_969551.1
OG0001078	XP_035722866.1	XP_008197026.2
OG0001079	XP_035730856.1	XP_970516.1
OG0001081	XP_035723041.1	XP_972805.1, XP_008196164.1
OG0001082	XP_035718490.1	XP_974821.1
OG0001084	XP_035717556.1	XP_008193669.1
OG0001085	XP_035741383.1	XP_015836984.1, XP_966581.1
OG0001086	XP_035725344.1	XP_008196611.1
OG0001090	XP_035731633.1	XP_008193026.1, XP_969238.1
OG0001091	XP_035737105.1	XP_008191347.1
OG0001092	XP_035728916.1, XP_035728917.1	XP_008192984.1, NP_001107766.2
OG0001093	XP_035737569.1	XP_967758.1
OG0001094	XP_035721561.1	XP_972722.1
OG0001095	XP_035733586.1	XP_974524.1
OG0001096	XP_035719539.1, XP_035719538.1	XP_971402.1
OG0001097	XP_035731592.1	XP_973281.1
OG0001098	XP_035718998.1	XP_001808476.1
OG0001099	XP_035735209.1	XP_015838137.1
OG0001100	XP_035723774.1	XP_015833017.1, XP_974324.1
OG0001101	XP_035727559.1	XP_015835316.1, XP_008192958.1
OG0001102	XP_035744259.1, XP_035744260.1	XP_008198777.1, XP_970498.1
OG0001103	XP_035718889.1, XP_035718879.1, XP_035718859.1, XP_035718870.1, XP_035718851.1	NP_001164136.1
OG0001104	XP_035740852.1	XP_966537.1
OG0001105	XP_035717778.1	XP_968687.1, XP_015836906.1, XP_015836904.1, XP_969139.2, XP_968617.1
OG0001106	XP_035737972.1, XP_035737963.1	XP_975213.1
OG0001107	XP_035734651.1	XP_015835955.1, XP_967711.1
OG0001108	XP_035740396.1	XP_969212.1, XP_969136.1, XP_969065.1
OG0001109	XP_035743539.1, XP_035743540.1, XP_035743542.1, XP_035743543.1	XP_015840812.1
OG0001110	XP_035730071.1	XP_008197884.1
OG0001111	XP_035729758.1	XP_975084.1
OG0001112	XP_035730698.1, XP_035730700.1	XP_015839558.1, XP_008199112.1, XP_008199111.1, XP_008199113.1, XP_008199114.1
OG0001113	XP_035737179.1	XP_966673.1
OG0001114	XP_035721968.1	XP_966885.1, XP_008191103.1
OG0001115	XP_035717424.1, XP_035717425.1, XP_035717423.1, XP_035717422.1, XP_035717421.1	XP_968555.2
OG0001116	XP_035724249.1, XP_035724250.1	XP_008199210.1
OG0001117	XP_035719019.1	XP_008199836.1
OG0001118	XP_035726408.1, XP_035726409.1	XP_972023.1
OG0001119	XP_035717623.1, XP_035717612.1	XP_015833676.1
OG0001120	XP_035717233.1	XP_008195678.2
OG0001120	XP_035741137.1	XP_975429.1
OG0001121	XP_035730111.1	NP_001107840.1, XP_008201496.1
OG0001122	XP_035725779.1	XP_968775.1
OG0001123	XP_035736049.1	XP_008198553.1
OG0001124	XP_035718191.1	XP_975636.1
OG0001125	XP_035719604.1, XP_035719593.1, XP_035719583.1	XP_008190532.1, XP_008190533.1, XP_008190535.1, XP_008190536.1, XP_008190537.1, XP_015833013.1
OG0001126	XP_035724958.1	XP_971282.1, XP_015836202.1
OG0001128	XP_035738056.1	XP_008190655.1
OG0001129	XP_035724905.1, XP_035724906.1, XP_035724908.1	XP_008195074.1
OG0001130	XP_035736404.1	XP_968477.1
OG0001131	XP_035729170.1	XP_015840650.1, XP_008199422.1
OG0001132	XP_035728741.1, XP_035728742.1, XP_035728743.1	XP_967011.1
OG0001133	XP_035725198.1, XP_035725197.1	XP_967241.1, XP_015832935.1
OG0001134	XP_035732142.1, XP_035732141.1, XP_035732137.1	XP_008194083.1
OG0001135	XP_035738680.1	XP_968753.2
OG0001137	XP_035721153.1	XP_008198456.2
OG0001138	XP_035718404.1, XP_035718403.1, XP_035718405.1	XP_974752.2
OG0001139	XP_035743683.1	XP_973786.1, XP_015835878.1
OG0001140	XP_035723718.1, XP_035723719.1, XP_035723150.1	XP_971142.1
OG0001141	XP_035721589.1	NP_001103250.1, NP_001103249.1, NP_001103248.1, XP_008196816.2
OG0001142	XP_035739334.1, XP_035739333.1, XP_035739332.1	XP_008193039.1
OG0001143	XP_035722580.1, XP_035722579.1	XP_969623.1
OG0001144	XP_035723368.1, XP_035728699.1, XP_035728244.1	NP_001280546.1
OG0001145	XP_035732592.1, XP_035732591.1, XP_035732594.1	XP_973829.1
OG0001146	XP_035719270.1, XP_035719086.1	XP_967210.1
OG0001147	XP_035729583.1	XP_008201711.1
OG0001148	XP_035732530.1, XP_035732531.1, XP_035732529.1	XP_008191864.1
OG0001149	XP_035742583.1, XP_035742582.1, XP_035742581.1, XP_035742580.1	XP_008193472.1
OG0001150	XP_035720889.1, XP_035720888.1, XP_035720887.1	XP_968505.1
OG0001151	XP_035739335.1	XP_008194307.1
OG0001152	XP_035738354.1	XP_015835806.1
OG0001153	XP_035729655.1	XP_008196650.2
OG0001154	XP_035743121.1, XP_035743113.1	XP_015840392.1, XP_008195259.1
OG0001155	XP_035726229.1	XP_008192108.1, XP_008192109.1, XP_974039.1
OG0001156	XP_035718475.1	XP_008192296.1
OG0001157	XP_035717435.1	XP_970548.1, XP_008199067.1
OG0001158	XP_035743272.1, XP_035743271.1, XP_035743270.1, XP_035743269.1	XP_008197031.1, NP_001164280.1
OG0001159	XP_035723877.1	XP_008199533.1
OG0001160	XP_035743629.1, XP_035743630.1, XP_035743627.1, XP_035743628.1	XP_972545.1
OG0001161	XP_035717196.1	NP_001164093.1
OG0001161	XP_035722667.1	XP_008198406.1
OG0001163	XP_035717486.1, XP_035717485.1, XP_035717484.1	XP_008196669.1, XP_972490.2
OG0001164	XP_035737579.1, XP_035737578.1	XP_001815875.1
OG0001165	XP_035717866.1	XP_015835803.1, XP_008193882.1
OG0001166	XP_035735494.1	XP_008191785.1, XP_015833648.1, XP_015833649.1
OG0001167	XP_035734228.1, XP_035734229.1, XP_035734230.1, XP_035734227.1	XP_008190526.1
OG0001168	XP_035742154.1, XP_035742153.1, XP_035742152.1, XP_035742151.1	XP_008194043.1, NP_001129235.1
OG0001169	XP_035720934.1	XP_971976.1, XP_008195314.1
OG0001170	XP_035729413.1	XP_008195103.1
OG0001171	XP_035729576.1, XP_035729572.1	XP_008201706.1, XP_008201707.1
OG0001172	XP_035719625.1, XP_035719632.1	XP_015835716.1, XP_015835718.1
OG0001173	XP_035736818.1	XP_008191324.1
OG0001174	XP_035723706.1	XP_971424.1
OG0001175	XP_035721083.1	XP_008200383.1
OG0001176	XP_035720195.1, XP_035720196.1, XP_035720191.1	XP_972928.1
OG0001179	XP_035733749.1	XP_008198975.1, XP_971602.1
OG0001180	XP_035733356.1, XP_035733411.1	XP_008198633.1
OG0001181	XP_035742099.1	XP_008191878.1
OG0001182	XP_035734403.1, XP_035734404.1, XP_035734399.1, XP_035734400.1, XP_035734401.1, XP_035734402.1	XP_015840100.1, XP_015840102.1
OG0001183	XP_035734638.1, XP_035734647.1	XP_008193529.1
OG0001184	XP_035723556.1, XP_035723559.1	XP_008201701.1, XP_015840686.1
OG0001186	XP_035740406.1, XP_035740405.1	XP_969063.1
OG0001187	XP_035723203.1	XP_968896.1, XP_015835887.1
OG0001188	XP_035724460.1	XP_001816493.1, XP_015837546.1, XP_015837545.1
OG0001189	XP_035726769.1, XP_035726770.1	XP_008194526.1
OG0001190	XP_035742460.1, XP_035742461.1, XP_035742464.1, XP_035742463.1	XP_008199702.1, XP_008199701.1
OG0001191	XP_035737087.1	XP_008201559.2, NP_001165842.1
OG0001193	XP_035742520.1	XP_967266.2
OG0001195	XP_035742307.1	XP_008195388.1, XP_008195387.1
OG0001197	XP_035729063.1, XP_035729061.1	XP_015840919.1, XP_008201266.1, XP_008201358.1
OG0001198	XP_035727541.1	XP_008192533.1
OG0001199	XP_035730038.1	XP_008190901.1
OG0001201	XP_035720695.1	XP_967431.2
OG0001202	XP_035737501.1, XP_035737654.1	XP_008198196.1, XP_969574.1, XP_970203.1
OG0001203	XP_035732539.1	XP_008198168.2, XP_015837354.1
OG0001204	XP_035736751.1	XP_015835914.1
OG0001205	XP_035735201.1, XP_035728105.1	XP_015832961.1
OG0001206	XP_035721058.1, XP_035721056.1	XP_968926.1, XP_008192540.1, XP_008192547.1
OG0001207	XP_035726296.1, XP_035726297.1, XP_035726293.1, XP_035726292.1, XP_035726291.1, XP_035726294.1, XP_035726295.1	XP_008193742.1
OG0001208	XP_035717137.1, XP_035717138.1, XP_035717139.1, XP_035717134.1, XP_035717135.1, XP_035717136.1	XP_008195493.1, XP_008195494.1, XP_008195495.1, XP_015836894.1, XP_015836892.1, XP_015836893.1
OG0001211	XP_035729324.1	XP_969398.1, XP_015836279.1, XP_015839975.1, XP_015839976.1, XP_008196675.1
OG0001214	XP_035734780.1	XP_008200001.1, XP_975934.1
OG0001215	XP_035724049.1, XP_035724048.1	XP_968957.1
OG0001216	XP_035738838.1, XP_035738833.1	XP_015839295.1
OG0001217	XP_035721739.1	XP_008192863.1
OG0001218	XP_035726474.1, XP_035726511.1	XP_008201334.1
OG0001219	XP_035731471.1, XP_035731469.1	XP_001816128.1
OG0001220	XP_035729813.1	XP_972076.1
OG0001221	XP_035719054.1, XP_035719063.1, XP_035719072.1	XP_008190388.1, XP_008190385.1, XP_008190387.2, XP_971157.1
OG0001222	XP_035729641.1	XP_968714.2
OG0001223	XP_035719573.1	XP_967177.1
OG0001224	XP_035731261.1, XP_035731263.1	XP_008191038.1, XP_975446.1
OG0001225	XP_035723474.1	XP_972067.1
OG0001226	XP_035733702.1	XP_974453.1
OG0001228	XP_035739581.1	XP_008197675.1
OG0001229	XP_035729505.1, XP_035742768.1, XP_035739248.1	XP_973115.2
OG0001230	XP_035719854.1	XP_967571.1
OG0001231	XP_035727566.1	XP_008197759.1, XP_008197754.1
OG0001232	XP_035719153.1, XP_035719155.1, XP_035719154.1, XP_035719156.1	XP_008190354.1
OG0001233	XP_035728274.1	XP_008190817.1
OG0001234	XP_035724023.1, XP_035724016.1, XP_035724007.1, XP_035724035.1, XP_035724032.1	XP_972865.2
OG0001236	XP_035724404.1	XP_970017.1, XP_008194730.1
OG0001237	XP_035722087.1, XP_035722090.1, XP_035722088.1, XP_035722089.1, XP_035722084.1, XP_035722086.1	XP_970990.1, XP_970935.1, XP_008198405.1, XP_008201442.1, XP_008201445.1
OG0001238	XP_035728512.1, XP_035728521.1	XP_015840481.1, XP_008199848.1
OG0001239	XP_035740535.1, XP_035740534.1, XP_035740533.1	XP_969339.3
OG0001240	XP_035725027.1	XP_008196847.1
OG0001241	XP_035723547.1	XP_008196700.1, NP_001280495.1
OG0001242	XP_035726177.1, XP_035726176.1, XP_035726178.1	XP_015837308.1, XP_015837309.1
OG0001243	XP_035718370.1, XP_035718371.1, XP_035718372.1	XP_968084.1
OG0001244	XP_035738850.1	XP_974073.3
OG0001245	XP_035737673.1, XP_035737672.1, XP_035737671.1, XP_035737674.1, XP_035737675.1	XP_968503.1
OG0001246	XP_035737565.1, XP_035737563.1, XP_035737561.1, XP_035737564.1, XP_035737562.1	XP_008191948.1, XP_008191947.1
OG0001247	XP_035725765.1	XP_969111.2
OG0001248	XP_035735325.1	XP_975017.2
OG0001249	XP_035735407.1, XP_035735406.1, XP_035735405.1	XP_975542.1
OG0001250	XP_035743373.1, XP_035743374.1, XP_035743370.1, XP_035743372.1	XP_015835066.1, XP_015835069.1, XP_015835068.1, XP_015835067.1, XP_008191723.1, XP_015835064.1, XP_015835065.1
OG0001252	XP_035728678.1	XP_008201627.1
OG0001253	XP_035735474.1	XP_008198623.1, XP_008198621.1
OG0001254	XP_035739927.1	XP_008200349.1, XP_015839691.1
OG0001255	XP_035722007.1	XP_015839682.1, NP_001280536.1
OG0001256	XP_035742831.1	XP_015840550.1
OG0001257	XP_035728567.1, XP_035728568.1, XP_035728570.1, XP_035728569.1	XP_972977.1, XP_973010.2
OG0001258	XP_035725337.1, XP_035725333.1	NP_001034507.1
OG0001259	XP_035724070.1	XP_968406.2
OG0001260	XP_035727987.1, XP_035727983.1	XP_974043.1, XP_015835245.1
OG0001261	XP_035728087.1	XP_969615.1
OG0001262	XP_035724983.1, XP_035724982.1	XP_015836277.1
OG0001263	XP_035731867.1, XP_035731862.1, XP_035731863.1, XP_035731864.1, XP_035731866.1	XP_008194044.1, XP_966465.1
OG0001264	XP_035729267.1, XP_035729266.1, XP_035729268.1	XP_008199359.1
OG0001265	XP_035743256.1	XP_008198824.1, XP_015839576.1, XP_008198826.1
OG0001267	XP_035718937.1	XP_008193924.1, XP_015835758.1, XP_008193926.1
OG0001268	XP_035725305.1, XP_035725304.1	XP_001812645.1
OG0001269	XP_035730718.1, XP_035730720.1	XP_008199240.1
OG0001270	XP_035732803.1, XP_035732802.1, XP_035732801.1, XP_035732800.1	XP_008195264.1
OG0001271	XP_035732504.1	XP_015837418.1
OG0001273	XP_035719773.1, XP_035719772.1, XP_035719770.1	XP_008196928.2, XP_008194333.1, XP_015835670.1
OG0001274	XP_035720662.1, XP_035720661.1	XP_971741.1
OG0001275	XP_035735154.1, XP_035735153.1	XP_015838616.1, XP_008200892.1, XP_015838623.1, XP_008200889.1
OG0001278	XP_035718527.1, XP_035718526.1, XP_035718525.1, XP_035718528.1	XP_968260.1
OG0001279	XP_035727026.1, XP_035727025.1, XP_035727031.1, XP_035727032.1	XP_015833552.1
OG0001280	XP_035744237.1, XP_035744236.1, XP_035744235.1	XP_968053.2, XP_008192425.1
OG0001281	XP_035737905.1, XP_035737904.1	XP_008200663.1
OG0001282	XP_035720417.1, XP_035720418.1, XP_035720420.1, XP_035720419.1, XP_035720421.1	XP_968795.1
OG0001283	XP_035739286.1, XP_035739285.1, XP_035739284.1	XP_008195901.1
OG0001284	XP_035734609.1, XP_035734611.1	XP_015835521.1, XP_008200427.2
OG0001286	XP_035743126.1	XP_973603.2
OG0001288	XP_035744139.1	XP_008195503.1
OG0001289	XP_035718903.1, XP_035718904.1, XP_035718901.1, XP_035718899.1, XP_035718900.1, XP_035718898.1	XP_972155.1
OG0001291	XP_035739775.1, XP_035739774.1, XP_035739777.1, XP_035739776.1, XP_035739773.1, XP_035739781.1, XP_035739779.1, XP_035739778.1	XP_973702.2
OG0001293	XP_035719793.1	XP_967850.1
OG0001294	XP_035736216.1	XP_008190438.1
OG0001295	XP_035732764.1	XP_015837736.1, XP_008199992.1, XP_015837734.1, XP_015837735.1, XP_008197104.1, XP_015838076.1, XP_966433.1
OG0001298	XP_035732584.1, XP_035732585.1, XP_035732582.1, XP_035732583.1	XP_001814199.1
OG0001299	XP_035727772.1	XP_008190539.1
OG0001300	XP_035719088.1, XP_035719087.1	XP_971886.1
OG0001301	XP_035721452.1, XP_035721453.1, XP_035721454.1, XP_035721456.1, XP_035721455.1, XP_035721457.1	XP_971367.2
OG0001302	XP_035717663.1	XP_015839006.1
OG0001303	XP_035737788.1, XP_035737782.1	XP_015833856.1
OG0001304	XP_035731088.1, XP_035731087.1	XP_008201630.1
OG0001305	XP_035741182.1	XP_015834192.1
OG0001306	XP_035725748.1	XP_015835234.1, XP_015835237.1
OG0001307	XP_035739052.1, XP_035739051.1, XP_035739043.1	XP_015835558.1
OG0001308	XP_035719094.1, XP_035719093.1, XP_035719092.1, XP_035719091.1, XP_035719096.1	XP_008200820.1
OG0001310	XP_035743105.1	XP_975420.1
OG0001312	XP_035725122.1	XP_974931.1
OG0001313	XP_035742168.1	XP_974660.1
OG0001314	XP_035725375.1	XP_015833753.1
OG0001315	XP_035728566.1	XP_015836908.1, XP_966473.2
OG0001316	XP_035743974.1	XP_008196392.1
OG0001317	XP_035735882.1	XP_967323.2
OG0001318	XP_035742971.1	XP_008199614.1
OG0001320	XP_035726547.1, XP_035726469.1, XP_035726632.1	XP_008199679.1
OG0001322	XP_035724644.1	XP_008196249.1
OG0001328	XP_035731698.1, XP_035731696.1, XP_035731697.1, XP_035731700.1, XP_035731701.1, XP_035731699.1	XP_969305.1
OG0001329	XP_035721000.1, XP_035720999.1	XP_008190670.1
OG0001330	XP_035731423.1	XP_008195392.1
OG0001331	XP_035742340.1	XP_975415.1
OG0001332	XP_035741316.1	XP_008197848.1
OG0001333	XP_035728809.1, XP_035728808.1	XP_008195720.1, XP_969089.1
OG0001334	XP_035744111.1	XP_015838448.1
OG0001335	XP_035728151.1, XP_035728152.1, XP_035728155.1	XP_008193497.1
OG0001337	XP_035729631.1	XP_970871.1
OG0001338	XP_035736800.1	NP_001139390.1
OG0001339	XP_035717770.1, XP_035717329.1, XP_035717330.1, XP_035717331.1	XP_970397.1
OG0001340	XP_035733304.1	XP_008193660.1, XP_970247.1
OG0001341	XP_035719766.1, XP_035719768.1, XP_035719767.1	XP_008199365.1
OG0001342	XP_035730554.1	XP_008199415.1
OG0001343	XP_035735794.1, XP_035735796.1	XP_015835564.1, XP_008194046.1
OG0001344	XP_035743053.1	XP_967651.3
OG0001345	XP_035724254.1	XP_974634.1
OG0001346	XP_035743533.1	XP_008200257.1
OG0001347	XP_035721417.1	XP_973080.2
OG0001348	XP_035739297.1, XP_035739295.1, XP_035739294.1, XP_035739292.1, XP_035739291.1, XP_035739293.1, XP_035739289.1, XP_035739296.1	XP_008194100.1
OG0001349	XP_035737275.1	XP_008197983.1
OG0001350	XP_035728041.1	XP_015837465.1, XP_015837464.1
OG0001351	XP_035736225.1	XP_015832916.1, XP_971672.1
OG0001352	XP_035726719.1	XP_008199131.1
OG0001353	XP_035733802.1, XP_035733803.1, XP_035733801.1	XP_015833130.1, XP_015833131.1, XP_970090.1
OG0001355	XP_035742236.1, XP_035742247.1	NP_001127921.1, XP_008197034.1
OG0001356	XP_035719999.1, XP_035720001.1, XP_035720000.1, XP_035720002.1	XP_968380.1, NP_001280528.1
OG0001357	XP_035725865.1	XP_008195370.1
OG0001358	XP_035729894.1, XP_035729906.1, XP_035729897.1, XP_035729889.1	XP_008196120.1, XP_008196123.1
OG0001359	XP_035724375.1	XP_972884.1, XP_972109.3
OG0001360	XP_035739277.1, XP_035739279.1, XP_035739278.1	XP_968834.1
OG0001362	XP_035719686.1	XP_015835360.1, XP_008200476.1
OG0001363	XP_035734648.1	NP_001107813.1, XP_008193052.1
OG0001364	XP_035732915.1, XP_035732913.1, XP_035732914.1	XP_008201239.1, NP_001034514.1
OG0001365	XP_035743429.1	XP_971819.1
OG0001366	XP_035728562.1	XP_969992.1
OG0001368	XP_035717255.1	XP_968199.1
OG0001369	XP_035733443.1	XP_971568.1, XP_008190885.1, XP_008190887.1, XP_008190886.1, XP_971622.1, XP_008190884.1
OG0001370	XP_035721187.1	XP_008199205.1
OG0001371	XP_035738382.1	XP_974014.1, XP_015835087.1, XP_015835088.1
OG0001373	XP_035723967.1, XP_035723978.1	XP_968404.1, XP_015839616.1
OG0001374	XP_035723692.1, XP_035723693.1	XP_001814181.1
OG0001375	XP_035737885.1, XP_035737859.1	XP_008190523.1
OG0001376	XP_035740431.1, XP_035740426.1, XP_035740429.1, XP_035740430.1, XP_035740425.1, XP_035740427.1	XP_972494.1
OG0001377	XP_035735132.1	XP_008192006.1
OG0001378	XP_035725634.1	XP_974170.1
OG0001379	XP_035737881.1, XP_035737880.1	XP_008200289.1
OG0001380	XP_035740772.1, XP_035740773.1, XP_035740774.1	XP_008198237.1
OG0001381	XP_035724080.1	XP_970624.1, XP_015837364.1, XP_015837357.1
OG0001382	XP_035730370.1	XP_015837790.1, XP_008196501.1, XP_975884.1, XP_008196500.1
OG0001383	XP_035724036.1	XP_008196388.1, XP_015837150.1
OG0001384	XP_035726968.1	XP_974696.2
OG0001385	XP_035732208.1, XP_035732210.1, XP_035732206.1, XP_035732207.1, XP_035732205.1, XP_035732209.1	NP_001280529.1, XP_008200155.1, NP_001280662.1
OG0001386	XP_035740449.1	XP_015836790.1
OG0001387	XP_035732545.1	XP_973997.3
OG0001388	XP_035734878.1	XP_008198472.1, XP_015839126.1
OG0001389	XP_035733912.1, XP_035733919.1	XP_008191705.2, XP_015835153.1, XP_015835175.1
OG0001390	XP_035742117.1	XP_008196746.1
OG0001391	XP_035730076.1	XP_015835294.1
OG0001392	XP_035737019.1, XP_035737028.1	XP_972774.2
OG0001393	XP_035740933.1, XP_035740931.1	NP_001092812.1, XP_008191439.1
OG0001394	XP_035721237.1	XP_974474.1
OG0001395	XP_035719472.1	XP_008197875.1
OG0001396	XP_035725824.1, XP_035725825.1	XP_001807060.1
OG0001397	XP_035744070.1	XP_015840901.1, XP_015840903.1
OG0001398	XP_035742426.1	XP_008199101.1, XP_974850.1
OG0001399	XP_035717850.1	XP_015833723.1
OG0001400	XP_035741628.1	XP_008192848.1
OG0001401	XP_035737949.1	XP_966394.2
OG0001402	XP_035742995.1	XP_973256.1
OG0001403	XP_035731217.1, XP_035731212.1	XP_015834718.1
OG0001404	XP_035730874.1, XP_035730875.1, XP_035730873.1, XP_035730876.1	XP_975540.1, XP_015837367.1
OG0001405	XP_035729574.1	XP_970709.2
OG0001406	XP_035731719.1	XP_001808764.1
OG0001408	XP_035719033.1	XP_973448.1
OG0001409	XP_035719541.1, XP_035719544.1	XP_008201593.1
