Orthogroup	Vespa_mandarinia	Anopheles_gambiae
OG0001222	XP_035729641.1	XP_321456.5, XP_003435893.1
OG0001223	XP_035719573.1	XP_311768.3
OG0001224	XP_035731261.1, XP_035731263.1	XP_315115.4
OG0001225	XP_035723474.1	XP_003437152.1, XP_309141.2, XP_001688166.1
OG0001226	XP_035733702.1	XP_557147.3
OG0001228	XP_035739581.1	XP_308185.4
OG0001229	XP_035729505.1, XP_035742768.1, XP_035739248.1	XP_321154.5, XP_561425.4
OG0001230	XP_035719854.1	XP_306740.3, XP_555129.1
OG0001231	XP_035727566.1	XP_316842.5
OG0001232	XP_035719153.1, XP_035719155.1, XP_035719154.1, XP_035719156.1	XP_317470.4
OG0001233	XP_035728274.1	XP_564861.2, XP_309343.4
OG0001234	XP_035724023.1, XP_035724016.1, XP_035724007.1, XP_035724035.1, XP_035724032.1	XP_318427.5
OG0001236	XP_035724404.1	XP_308646.4
OG0001237	XP_035722087.1, XP_035722090.1, XP_035722088.1, XP_035722089.1, XP_035722084.1, XP_035722086.1	XP_316118.4, XP_001688780.1, XP_001688779.1
OG0001238	XP_035728512.1, XP_035728521.1	XP_311357.4
OG0001239	XP_035740535.1, XP_035740534.1, XP_035740533.1	XP_307938.5
OG0001240	XP_035725027.1	XP_318582.3
OG0001241	XP_035723547.1	XP_320914.4
OG0001242	XP_035726177.1, XP_035726176.1, XP_035726178.1	XP_308221.4
OG0001244	XP_035738850.1	XP_001689367.1
OG0001245	XP_035737673.1, XP_035737672.1, XP_035737671.1, XP_035737674.1, XP_035737675.1	XP_321648.3
OG0001246	XP_035737565.1, XP_035737563.1, XP_035737561.1, XP_035737564.1, XP_035737562.1	XP_310077.4
OG0001247	XP_035725765.1	XP_321174.5
OG0001248	XP_035735325.1	XP_310021.4
OG0001249	XP_035735407.1, XP_035735406.1, XP_035735405.1	XP_320124.6, XP_312729.4
OG0001250	XP_035743373.1, XP_035743374.1, XP_035743370.1, XP_035743372.1	XP_003436645.1, XP_308104.5
OG0001252	XP_035728678.1	XP_310427.5
OG0001253	XP_035735474.1	XP_308343.4
OG0001254	XP_035739927.1	XP_320968.4
OG0001255	XP_035722007.1	XP_564170.3
OG0001256	XP_035742831.1	XP_560153.3, XP_003437143.1
OG0001257	XP_035728567.1, XP_035728568.1, XP_035728570.1, XP_035728569.1	XP_562833.3, XP_003436381.1, XP_562831.2, XP_003436380.1
OG0001258	XP_035725337.1, XP_035725333.1	XP_310177.3
OG0001259	XP_035724070.1	XP_311427.4
OG0001260	XP_035727987.1, XP_035727983.1	XP_308216.2
OG0001261	XP_035728087.1	XP_320145.3
OG0001262	XP_035724983.1, XP_035724982.1	XP_312902.5, XP_001237504.2
OG0001263	XP_035731867.1, XP_035731862.1, XP_035731863.1, XP_035731864.1, XP_035731866.1	XP_318757.4
OG0001264	XP_035729267.1, XP_035729266.1, XP_035729268.1	XP_317955.4
OG0001265	XP_035743256.1	XP_559898.3
OG0001267	XP_035718937.1	XP_314507.4
OG0001268	XP_035725305.1, XP_035725304.1	XP_310216.4, XP_310215.4
OG0001269	XP_035730718.1, XP_035730720.1	XP_309316.4
OG0001270	XP_035732803.1, XP_035732802.1, XP_035732801.1, XP_035732800.1	XP_307773.4
OG0001271	XP_035732504.1	XP_312449.4
OG0001272	XP_035724189.1	XP_316157.2
OG0001273	XP_035719773.1, XP_035719772.1, XP_035719770.1	XP_310979.5
OG0001274	XP_035720662.1, XP_035720661.1	XP_312084.5
OG0001277	XP_035739371.1, XP_035739372.1, XP_035739369.1, XP_035739370.1, XP_035739367.1, XP_035739368.1, XP_035739365.1, XP_035739366.1, XP_035739364.1, XP_035739373.1	XP_552532.3
OG0001278	XP_035718527.1, XP_035718526.1, XP_035718525.1, XP_035718528.1	XP_321063.5
OG0001279	XP_035727026.1, XP_035727025.1, XP_035727031.1, XP_035727032.1	XP_311100.5
OG0001280	XP_035744237.1, XP_035744236.1, XP_035744235.1	XP_319604.4
OG0001281	XP_035737905.1, XP_035737904.1	XP_001237136.2, XP_003435739.1
OG0001282	XP_035720417.1, XP_035720418.1, XP_035720420.1, XP_035720419.1, XP_035720421.1	XP_001688070.1
OG0001283	XP_035739286.1, XP_035739285.1, XP_035739284.1	XP_313998.3
OG0001284	XP_035734609.1, XP_035734611.1	XP_001689151.1, XP_001689162.1
OG0001286	XP_035743126.1	XP_318853.2
OG0001287	XP_035729932.1, XP_035729930.1, XP_035729935.1, XP_035729939.1	XP_551001.4
OG0001288	XP_035744139.1	XP_310977.5
OG0001289	XP_035718903.1, XP_035718904.1, XP_035718901.1, XP_035718899.1, XP_035718900.1, XP_035718898.1	XP_003437137.1, XP_309110.3
OG0001290	XP_035732080.1	XP_311436.4
OG0001291	XP_035739775.1, XP_035739774.1, XP_035739777.1, XP_035739776.1, XP_035739773.1, XP_035739781.1, XP_035739779.1, XP_035739778.1	XP_313145.5
OG0001292	XP_035740631.1, XP_035740630.1, XP_035740629.1, XP_035740628.1	XP_308278.3
OG0001293	XP_035719793.1	XP_311898.4
OG0001294	XP_035736216.1	XP_321341.3
OG0001295	XP_035732764.1	XP_314005.4, XP_001688503.1, XP_001688504.1
OG0001298	XP_035732584.1, XP_035732585.1, XP_035732582.1, XP_035732583.1	XP_308149.4
OG0001300	XP_035719088.1, XP_035719087.1	XP_314929.3
OG0001301	XP_035721452.1, XP_035721453.1, XP_035721454.1, XP_035721456.1, XP_035721455.1, XP_035721457.1	XP_310852.4
OG0001302	XP_035717663.1	XP_310129.4
OG0001303	XP_035737788.1, XP_035737782.1	XP_320455.4
OG0001304	XP_035731088.1, XP_035731087.1	XP_001237568.1
OG0001305	XP_035741182.1	XP_308312.4, XP_001687892.1, XP_308314.4
OG0001306	XP_035725748.1	XP_318367.5, XP_003436659.1, XP_003436658.1
OG0001307	XP_035739052.1, XP_035739051.1, XP_035739043.1	XP_001237138.3
OG0001308	XP_035719094.1, XP_035719093.1, XP_035719092.1, XP_035719091.1, XP_035719096.1	XP_565909.3
OG0001310	XP_035743105.1	XP_310388.3
OG0001312	XP_035725122.1	XP_317732.2
OG0001314	XP_035725375.1	XP_316418.4
OG0001315	XP_035728566.1	XP_001688741.1, XP_315896.4
OG0001316	XP_035743974.1	XP_308707.4
OG0001317	XP_035735882.1	XP_316638.4
OG0001318	XP_035742971.1	XP_319761.3
OG0001320	XP_035726547.1, XP_035726469.1, XP_035726632.1	XP_320705.4
OG0001322	XP_035724644.1	XP_313611.5, XP_003436787.1
OG0001328	XP_035731698.1, XP_035731696.1, XP_035731697.1, XP_035731700.1, XP_035731701.1, XP_035731699.1	XP_321026.4
OG0001329	XP_035721000.1, XP_035720999.1	XP_308396.4
OG0001330	XP_035731423.1	XP_320278.2
OG0001331	XP_035742340.1	XP_310307.5, XP_003436600.1
OG0001332	XP_035741316.1	XP_308202.3
OG0001333	XP_035728809.1, XP_035728808.1	XP_312171.3
OG0001334	XP_035744111.1	XP_555006.1, XP_001238801.1
OG0001335	XP_035728151.1, XP_035728152.1, XP_035728155.1	XP_316939.3
OG0001337	XP_035729631.1	XP_313722.3
OG0001338	XP_035736800.1	XP_316877.5
OG0001339	XP_035717770.1, XP_035717329.1, XP_035717330.1, XP_035717331.1	XP_310597.2
OG0001340	XP_035733304.1	XP_551371.1, XP_003435845.1, XP_003435844.1
OG0001341	XP_035719768.1, XP_035719767.1	XP_320076.4
OG0001342	XP_035730554.1	XP_320130.3
OG0001343	XP_035735794.1, XP_035735796.1	XP_308170.4
OG0001344	XP_035743053.1	XP_314163.4
OG0001345	XP_035724254.1	XP_315997.4
OG0001346	XP_035743533.1	XP_322022.5
OG0001347	XP_035721417.1	XP_001687935.1, XP_001687938.1
OG0001348	XP_035739297.1, XP_035739295.1, XP_035739294.1, XP_035739292.1, XP_035739291.1, XP_035739293.1, XP_035739289.1, XP_035739296.1	XP_321887.4
OG0001349	XP_035737275.1	XP_003436725.1, XP_003436724.1, XP_003436723.1
OG0001350	XP_035728041.1	XP_001230796.3
OG0001351	XP_035736225.1	XP_321338.3
OG0001352	XP_035726719.1	XP_003436441.1, XP_553315.4
OG0001353	XP_035733802.1, XP_035733803.1, XP_035733801.1	XP_001238315.2
OG0001354	XP_035719802.1	XP_315356.3
OG0001355	XP_035742236.1, XP_035742247.1	XP_313397.5
OG0001356	XP_035719999.1, XP_035720001.1, XP_035720000.1, XP_035720002.1	XP_315694.1
OG0001357	XP_035725865.1	XP_557821.3
OG0001359	XP_035724375.1	XP_308864.3, XP_003437100.1, XP_003437099.1, XP_311336.3
OG0001361	XP_035731418.1	XP_003436721.1
OG0001362	XP_035719686.1	XP_310355.6
OG0001363	XP_035734648.1	XP_003437112.1, XP_316789.3
OG0001364	XP_035732915.1, XP_035732913.1, XP_035732914.1	XP_310270.2
OG0001365	XP_035743429.1	XP_317619.4
OG0001366	XP_035728562.1	XP_308172.4
OG0001368	XP_035717255.1	XP_312656.5
OG0001369	XP_035733443.1	XP_308535.4
OG0001370	XP_035721187.1	XP_319250.4
OG0001371	XP_035738382.1	XP_316138.4
OG0001373	XP_035723967.1, XP_035723978.1	XP_003437187.1, XP_318273.4
OG0001374	XP_035723692.1, XP_035723693.1	XP_314564.3
OG0001375	XP_035737885.1, XP_035737859.1	XP_316578.4, XP_001237835.2, XP_316574.4
OG0001376	XP_035740431.1, XP_035740426.1, XP_035740429.1, XP_035740430.1, XP_035740425.1, XP_035740427.1	XP_003437121.1
OG0001377	XP_035735132.1	XP_312215.3
OG0001378	XP_035725634.1	XP_320419.3
OG0001379	XP_035737881.1, XP_035737880.1	XP_319268.2
OG0001380	XP_035740772.1, XP_035740773.1, XP_035740774.1	XP_307876.4
OG0001381	XP_035724080.1	XP_316621.3, XP_001688925.1
OG0001382	XP_035730370.1	XP_319318.3
OG0001383	XP_035724036.1	XP_316646.4
OG0001384	XP_035726968.1	XP_320637.3
OG0001385	XP_035732208.1, XP_035732210.1, XP_035732206.1, XP_035732207.1, XP_035732205.1, XP_035732209.1	XP_314364.3
OG0001386	XP_035740449.1	XP_314061.4
OG0001387	XP_035732545.1	XP_319589.4
OG0001388	XP_035734878.1	XP_321258.5, XP_003435949.1
OG0001389	XP_035733912.1, XP_035733919.1	XP_309533.4, XP_001688850.1, XP_316369.3
OG0001390	XP_035742117.1	XP_319294.4
OG0001391	XP_035730076.1	XP_316352.3
OG0001393	XP_035740933.1, XP_035740931.1	XP_316059.4
OG0001394	XP_035721237.1	XP_311608.4
OG0001395	XP_035719472.1	XP_308628.5
OG0001396	XP_035725824.1, XP_035725825.1	XP_319240.5
OG0001397	XP_035744070.1	XP_313548.1, XP_003436890.1
OG0001398	XP_035742426.1	XP_310956.5, XP_003436931.1, XP_003436932.1
OG0001399	XP_035717850.1	XP_001230873.3, XP_313089.4
OG0001400	XP_035741628.1	XP_317549.3, XP_317551.4, XP_317550.3
OG0001401	XP_035737949.1	XP_315885.2
OG0001402	XP_035742995.1	XP_316681.4
OG0001403	XP_035731217.1, XP_035731212.1	XP_003436814.1, XP_313732.5
OG0001404	XP_035730874.1, XP_035730875.1, XP_035730873.1, XP_035730876.1	XP_317751.3
OG0001405	XP_035729574.1	XP_321345.3, XP_321346.4
OG0001406	XP_035731719.1	XP_313862.4
OG0001407	XP_035733314.1	XP_320518.4
OG0001408	XP_035719033.1	XP_003437018.1, XP_565822.3
OG0001409	XP_035719541.1, XP_035719544.1	XP_001688370.2
OG0001410	XP_035732860.1	XP_314486.1
OG0001413	XP_035740982.1	XP_311009.5
OG0001414	XP_035724862.1, XP_035724860.1	XP_317350.4
OG0001415	XP_035728554.1, XP_035728552.1	XP_001688819.1, XP_316253.4
OG0001416	XP_035736479.1	XP_317647.4, XP_555667.3
OG0001417	XP_035742298.1, XP_035742299.1, XP_035742301.1, XP_035742297.1	XP_308151.4
OG0001418	XP_035733747.1	XP_314941.3
OG0001419	XP_035724786.1, XP_035724778.1	XP_001688271.1, XP_310221.4
OG0001420	XP_035733386.1	XP_321838.4, XP_001688621.2
OG0001421	XP_035720527.1	XP_551368.4
OG0001422	XP_035743214.1	XP_315120.4, XP_307270.4, XP_307269.4, XP_315119.4
OG0001423	XP_035722660.1	XP_001687887.1
OG0001424	XP_035729820.1, XP_035729819.1, XP_035729816.1, XP_035729818.1	XP_307921.4
OG0001425	XP_035726568.1, XP_035726572.1	XP_565883.4
OG0001426	XP_035732107.1	XP_319732.4
OG0001427	XP_035725975.1	XP_320403.3
OG0001428	XP_035734486.1	XP_314678.2
OG0001429	XP_035728983.1	XP_317285.4
OG0001430	XP_035729828.1	XP_320982.5
OG0001432	XP_035723803.1	XP_320633.4
OG0001434	XP_035726809.1, XP_035727180.1, XP_035726835.1, XP_035726805.1, XP_035726807.1, XP_035727336.1, XP_035726800.1, XP_035726801.1, XP_035726803.1, XP_035726828.1	XP_307894.5, XP_003436082.1
OG0001436	XP_035735687.1	XP_316604.4, XP_001688913.1, XP_001688912.1
OG0001437	XP_035723764.1, XP_035723763.1	XP_319485.2
OG0001438	XP_035741297.1	XP_311976.5, XP_003436313.1
OG0001439	XP_035724865.1	XP_001688176.1
OG0001440	XP_035718674.1, XP_035718673.1	XP_320189.4
OG0001441	XP_035719956.1	XP_311372.4
OG0001442	XP_035733993.1	XP_307936.4
OG0001443	XP_035739105.1	XP_321956.5
OG0001444	XP_035720647.1, XP_035720649.1, XP_035720648.1	XP_321723.5
OG0001445	XP_035724530.1, XP_035724531.1, XP_035724532.1	XP_312030.5
OG0001446	XP_035722938.1	XP_318394.5, XP_003436668.1, XP_003436666.1, XP_003436667.1
OG0001453	XP_035723822.1	XP_310188.3
OG0001455	XP_035719144.1, XP_035719145.1, XP_035743387.1, XP_035743397.1	XP_314502.4, XP_314504.3
OG0001456	XP_035728539.1	XP_320465.2
OG0001457	XP_035744061.1	XP_311700.3
OG0001458	XP_035732938.1, XP_035732935.1, XP_035732936.1, XP_035732932.1, XP_035732934.1, XP_035732937.1	XP_320742.3
OG0001459	XP_035743512.1	XP_308453.3
OG0001460	XP_035725939.1, XP_035725937.1, XP_035725936.1, XP_035725935.1, XP_035725938.1	XP_313156.2
OG0001461	XP_035732071.1, XP_035732072.1	XP_321733.4
OG0001462	XP_035732320.1, XP_035732321.1	XP_003436675.1, XP_318432.4
OG0001463	XP_035722487.1	XP_309942.4
OG0001464	XP_035734328.1, XP_035734326.1	XP_318672.4, XP_321135.5
OG0001465	XP_035728604.1	XP_311607.2
OG0001466	XP_035743143.1	XP_312403.4
OG0001467	XP_035743437.1	XP_554016.3
OG0001468	XP_035725733.1, XP_035726768.1	XP_317127.3
OG0001469	XP_035740153.1	XP_311746.4
OG0001470	XP_035732679.1	XP_001230998.1, XP_001230999.1, XP_316361.2
OG0001471	XP_035741273.1	XP_314721.3
OG0001472	XP_035737419.1	XP_319592.3, XP_316821.4
OG0001473	XP_035734940.1	XP_557363.3
OG0001474	XP_035739077.1	XP_312327.5
OG0001477	XP_035740878.1, XP_035740881.1, XP_035740880.1, XP_035740879.1	XP_557954.2
OG0001478	XP_035743449.1	XP_311138.3
OG0001479	XP_035732480.1	XP_315576.4
OG0001480	XP_035743666.1, XP_035743665.1	XP_551238.2
OG0001481	XP_035720959.1	XP_559127.3
OG0001482	XP_035728409.1	XP_003436902.1
OG0001483	XP_035724368.1	XP_001237195.3
OG0001485	XP_035730779.1	XP_321013.4
OG0001485	XP_035728266.1	XP_557938.3
OG0001486	XP_035737270.1	XP_308949.4
OG0001487	XP_035730037.1	XP_314027.4
OG0001488	XP_035738120.1, XP_035738110.1	XP_309709.4
OG0001489	XP_035726010.1	XP_308327.4, XP_001687895.1
OG0001490	XP_035724088.1	XP_311001.5
OG0001492	XP_035739387.1	XP_311683.4
OG0001493	XP_035738712.1, XP_035738727.1, XP_035738733.1	XP_001237650.2, XP_001237649.2
OG0001494	XP_035731260.1, XP_035731259.1, XP_035731258.1	XP_308673.4
OG0001495	XP_035724055.1, XP_035724053.1, XP_035724054.1, XP_035724052.1	XP_001237569.1
OG0001496	XP_035733812.1	XP_308382.3, XP_003437212.1
OG0001497	XP_035729500.1	XP_309507.4
OG0001498	XP_035719605.1	XP_315666.4
OG0001499	XP_035735460.1, XP_035726067.1	XP_562960.3
OG0001500	XP_035729281.1, XP_035729277.1	XP_307953.2
OG0001501	XP_035736059.1, XP_035736056.1	XP_315768.3, XP_556409.3
OG0001502	XP_035736178.1	XP_315785.4
OG0001503	XP_035731138.1	XP_318862.3
OG0001504	XP_035724977.1, XP_035724976.1	XP_316013.4
OG0001505	XP_035740281.1	XP_321148.5
OG0001507	XP_035722516.1, XP_035722512.1	XP_313800.4
OG0001508	XP_035735828.1, XP_035735819.1	XP_310944.5
OG0001509	XP_035725114.1	XP_558145.3
OG0001510	XP_035736193.1, XP_035738093.1	XP_313379.5
OG0001511	XP_035727478.1	XP_315679.3, XP_306983.4, XP_556304.2, XP_001230355.2, XP_315675.3
OG0001512	XP_035743937.1	XP_321940.4, XP_003435777.1
OG0001513	XP_035740488.1	XP_001687829.2
OG0001514	XP_035720547.1	XP_321808.4
OG0001515	XP_035743549.1	XP_316960.4
OG0001516	XP_035724326.1, XP_035724325.1	XP_321387.5
OG0001517	XP_035741612.1	XP_311715.3, XP_003436478.1, XP_003436479.1
OG0001518	XP_035724751.1, XP_035724750.1	XP_319785.4
OG0001519	XP_035737253.1	XP_564767.3
OG0001520	XP_035743161.1, XP_035743159.1	XP_321797.4
OG0001522	XP_035739848.1	XP_318144.4
OG0001523	XP_035728167.1	XP_313879.4
OG0001524	XP_035730671.1, XP_035730669.1, XP_035730670.1	XP_309210.4
OG0001525	XP_035728186.1, XP_035728182.1, XP_035728183.1, XP_035728184.1	XP_313327.4
OG0001526	XP_035728083.1	XP_558644.3, XP_001230984.2
OG0001527	XP_035728445.1, XP_035728444.1	XP_003436816.1, XP_313742.4
OG0001529	XP_035739478.1	XP_310236.3, XP_307879.4
OG0001530	XP_035742074.1, XP_035742073.1	XP_308434.3
OG0001531	XP_035721679.1, XP_035721676.1, XP_035721680.1, XP_035721678.1	XP_320985.2
OG0001532	XP_035728061.1, XP_035728062.1	XP_318096.4
OG0001533	XP_035743685.1	XP_315707.4
OG0001534	XP_035731294.1	XP_003435886.1, XP_321515.4
OG0001535	XP_035726470.1	XP_318386.5
OG0001536	XP_035730724.1, XP_035730723.1	XP_308789.4, XP_556808.3, XP_001688789.1
OG0001537	XP_035717336.1	XP_320593.4, XP_317447.4
OG0001539	XP_035736370.1, XP_035736369.1	XP_318061.4
OG0001540	XP_035742193.1	XP_315568.3, XP_001688680.1, XP_001688679.1
OG0001541	XP_035740966.1	XP_308645.4
OG0001542	XP_035725107.1, XP_035725106.1, XP_035725108.1	XP_317569.4
OG0001543	XP_035734388.1	XP_003436971.1
OG0001545	XP_035743288.1	XP_318635.3
OG0001546	XP_035724101.1	XP_312041.5
OG0001547	XP_035738371.1	XP_308339.4
OG0001548	XP_035733159.1	XP_001231112.2, XP_001231113.2, XP_001231111.2, XP_001231110.2
OG0001550	XP_035735400.1, XP_035735403.1	XP_001230662.1
OG0001552	XP_035720372.1	XP_318541.4
OG0001553	XP_035720814.1	XP_313022.3
OG0001554	XP_035721118.1	XP_001688023.1, XP_001688025.1
OG0001555	XP_035719215.1, XP_035719214.1, XP_035719213.1	XP_320393.4
OG0001556	XP_035730674.1	XP_308925.4
OG0001557	XP_035737148.1, XP_035737142.1	XP_318856.3
OG0001558	XP_035742800.1, XP_035742835.1, XP_035742827.1, XP_035742810.1, XP_035742819.1	XP_310248.7, XP_316659.3
OG0001559	XP_035735222.1, XP_035735223.1	XP_321922.5
OG0001560	XP_035733162.1, XP_035733154.1	XP_307067.3, XP_319478.3, XP_307611.3, XP_319481.3, XP_001238163.1
OG0001561	XP_035729434.1, XP_035729435.1	XP_313778.5
OG0001562	XP_035727763.1, XP_035727765.1	XP_001688616.1, XP_001688617.1
OG0001563	XP_035738177.1, XP_035738176.1	XP_552478.2
OG0001565	XP_035740221.1	XP_308594.4
OG0001567	XP_035733419.1, XP_035733417.1	XP_552509.3
OG0001568	XP_035719663.1	XP_312875.5
OG0001569	XP_035735846.1	XP_308701.2
OG0001570	XP_035736968.1	XP_001237154.2
OG0001571	XP_035720700.1	XP_319421.4
OG0001572	XP_035727941.1	XP_321888.3, XP_003435792.1, XP_003435793.1
OG0001575	XP_035740609.1, XP_035740610.1	XP_317568.3
OG0001576	XP_035718048.1	XP_553723.1
OG0001577	XP_035719108.1, XP_035719116.1	XP_310528.5
OG0001579	XP_035729962.1, XP_035729961.1, XP_035729963.1	XP_316180.4
OG0001581	XP_035727859.1	XP_317108.3
OG0001582	XP_035735263.1	XP_313138.5
OG0001583	XP_035736291.1	XP_563637.3
OG0001584	XP_035739266.1	XP_311327.5
OG0001585	XP_035732290.1, XP_035732292.1	XP_316571.4, XP_001237834.2
OG0001586	XP_035741954.1	XP_312095.5
OG0001587	XP_035737786.1, XP_035741104.1, XP_035741103.1, XP_035741105.1	XP_308295.3
OG0001588	XP_035732715.1	XP_312218.5
OG0001589	XP_035742281.1, XP_035742282.1	XP_308241.3, XP_311195.5
OG0001590	XP_035742142.1	XP_312916.5, XP_003436238.1, XP_001237434.2, XP_312156.3, XP_563375.3, XP_003436237.1, XP_312155.4, XP_309133.5, XP_311060.5, XP_311061.5
OG0001591	XP_035733982.1, XP_035733981.1	XP_317090.2
OG0001592	XP_035726707.1	XP_317552.4
OG0001593	XP_035740704.1	XP_307791.5
OG0001594	XP_035724403.1, XP_035724402.1	XP_003436556.1, XP_001688443.2
OG0001595	XP_035727774.1	XP_001688026.1
OG0001596	XP_035733254.1	XP_313347.3
OG0001598	XP_035723486.1	XP_003436740.1, XP_003436741.1, XP_313104.2
OG0001600	XP_035734659.1, XP_035734656.1, XP_035734657.1	XP_315510.4
OG0001601	XP_035741630.1	XP_309586.5
OG0001602	XP_035737823.1, XP_035737830.1	XP_307192.4, XP_313852.5
OG0001604	XP_035737909.1, XP_035737914.1	XP_314263.5
OG0001605	XP_035743515.1, XP_035743631.1	XP_003437084.1
OG0001606	XP_035741397.1	XP_001689072.1
OG0001607	XP_035721439.1	XP_001689143.1
OG0001608	XP_035735061.1, XP_035735060.1	XP_319419.4
OG0001614	XP_035729693.1, XP_035729699.1	XP_560351.3, XP_003436655.1
OG0001615	XP_035724682.1	XP_311852.2, XP_003436358.1, XP_003436357.1
OG0001616	XP_035725033.1, XP_035725034.1	XP_320422.3, XP_309574.1
OG0001617	XP_035742339.1	XP_322024.4
OG0001619	XP_035723068.1, XP_035723071.1	XP_321321.5
OG0001620	XP_035723185.1	XP_319591.2
OG0001623	XP_035723670.1	XP_312663.4
OG0001624	XP_035742940.1	XP_555021.3
OG0001625	XP_035727825.1	XP_315994.4
OG0001626	XP_035731937.1, XP_035731939.1, XP_035731941.1, XP_035731938.1, XP_035731940.1	XP_309502.3, XP_564374.3
OG0001627	XP_035725155.1, XP_035725156.1, XP_035725157.1, XP_035725158.1	XP_320536.3
OG0001628	XP_035734380.1	XP_311731.4
OG0001629	XP_035732347.1	XP_314557.3
OG0001630	XP_035736770.1, XP_035736774.1	XP_001688837.1, XP_001688836.1, XP_001688838.1, XP_316326.4
OG0001631	XP_035722044.1	XP_310839.5
OG0001633	XP_035734051.1	XP_314323.3
OG0001634	XP_035731640.1	XP_001230888.3
OG0001636	XP_035733127.1	XP_003437190.1, XP_315309.4, XP_003437193.1, XP_003437194.1, XP_001688627.1, XP_001688628.1, XP_003437192.1, XP_003437191.1
OG0001637	XP_035719918.1	XP_316947.3
OG0001638	XP_035731767.1	XP_320601.4
OG0001639	XP_035721241.1	XP_311186.5
OG0001640	XP_035718059.1, XP_035721841.1, XP_035721840.1	XP_554103.3
OG0001641	XP_035719662.1	XP_320141.4, XP_311577.4, XP_320549.4
OG0001642	XP_035733123.1	XP_320480.3
OG0001645	XP_035717414.1, XP_035717415.1, XP_035717412.1, XP_035717413.1, XP_035717411.1	XP_320998.5
OG0001646	XP_035725754.1	XP_319692.3
OG0001647	XP_035727074.1	XP_310671.5
OG0001648	XP_035726598.1	XP_310884.2
OG0001649	XP_035718504.1	XP_315051.4
OG0001650	XP_035741136.1	XP_557360.3
OG0001651	XP_035724993.1	XP_003437027.1
OG0001652	XP_035734304.1, XP_035734303.1	XP_322051.4, XP_003435750.1, XP_003435751.1
OG0001653	XP_035724315.1	XP_320653.4
OG0001654	XP_035725123.1	XP_316322.4
OG0001655	XP_035734720.1	XP_317107.3
OG0001656	XP_035726949.1, XP_035726948.1, XP_035726947.1	XP_320117.3
OG0001657	XP_035725974.1	XP_309717.4
OG0001658	XP_035731335.1, XP_035731338.1, XP_035731334.1, XP_035731337.1, XP_035731333.1	XP_314661.3
OG0001659	XP_035724064.1	XP_562889.4
OG0001662	XP_035734917.1, XP_035734912.1	XP_001688561.1, XP_314339.4
OG0001663	XP_035719506.1	XP_312168.5
OG0001664	XP_035720672.1, XP_035720670.1	XP_321343.4
OG0001665	XP_035740169.1	XP_003436860.1, XP_003436866.1, XP_003436867.1, XP_003436863.1, XP_003436864.1, XP_003436865.1, XP_003436861.1, XP_315232.3
OG0001666	XP_035728853.1	XP_001687855.1
OG0001667	XP_035717186.1	XP_308664.3
