Orthogroup	Vespa_mandarinia	Polistes_dominula
OG0000860	XP_035742707.1, XP_035742708.1	XP_015179289.1, XP_015179285.1, XP_015179286.1, XP_015179287.1
OG0000861	XP_035722985.1	XP_015191192.1
OG0000862	XP_035720777.1, XP_035720780.1	XP_015182915.1
OG0000863	XP_035723848.1	XP_015182553.1
OG0000864	XP_035742216.1	XP_015172499.1, XP_015172500.1, XP_015172502.1
OG0000865	XP_035717940.1	XP_015183510.1
OG0000866	XP_035725128.1, XP_035725127.1, XP_035725126.1, XP_035725125.1, XP_035725132.1, XP_035725131.1, XP_035725129.1	XP_015172995.1, XP_015172994.1, XP_015172996.1, XP_015172993.1
OG0000867	XP_035743017.1, XP_035743016.1, XP_035743015.1	XP_015182439.1
OG0000868	XP_035736876.1	XP_015187718.1
OG0000869	XP_035725570.1, XP_035725572.1, XP_035725569.1, XP_035725571.1	XP_015183581.1, XP_015183579.1, XP_015183578.1, XP_015183577.1, XP_015183582.1
OG0000870	XP_035726342.1, XP_035726343.1, XP_035726345.1, XP_035726344.1, XP_035726341.1, XP_035726339.1, XP_035726346.1	XP_015188337.1
OG0000871	XP_035734847.1, XP_035734848.1, XP_035734846.1	XP_015172789.1, XP_015172790.1, XP_015172791.1, XP_015172788.1, XP_015172792.1
OG0000872	XP_035731796.1	XP_015191392.1, XP_015191394.1
OG0000873	XP_035724593.1	XP_015178193.1
OG0000874	XP_035719736.1, XP_035719737.1, XP_035719735.1	XP_015188271.1, XP_015188272.1, XP_015188268.1, XP_015188269.1
OG0000875	XP_035719948.1, XP_035719950.1	XP_015187543.1, XP_015187544.1
OG0000876	XP_035727816.1, XP_035727817.1	XP_015177109.1
OG0000877	XP_035731826.1	XP_015182039.1
OG0000878	XP_035718132.1	XP_015175960.1
OG0000879	XP_035731414.1, XP_035731397.1	XP_015171508.1
OG0000880	XP_035726998.1	XP_015183148.1
OG0000881	XP_035744143.1	XP_015180069.1
OG0000882	XP_035728833.1	XP_015182834.1
OG0000883	XP_035736276.1, XP_035736278.1, XP_035736277.1	XP_015181057.1
OG0000884	XP_035738105.1, XP_035738178.1	XP_015181805.1, XP_015181806.1, XP_015181804.1
OG0000886	XP_035726934.1	XP_015183205.1
OG0000886	XP_035725399.1, XP_035725400.1	XP_015180290.1, XP_015180299.1
OG0000887	XP_035732968.1	XP_015190553.1
OG0000888	XP_035736263.1, XP_035736262.1	XP_015177484.1
OG0000890	XP_035744053.1	XP_015176405.1
OG0000891	XP_035739937.1, XP_035739939.1, XP_035739938.1	XP_015180316.1, XP_015180317.1, XP_015180313.1, XP_015180318.1, XP_015180315.1, XP_015180319.1, XP_015180314.1
OG0000892	XP_035725498.1, XP_035725490.1	XP_015181682.1
OG0000892	XP_035725512.1	XP_015176616.1
OG0000893	XP_035742969.1	XP_015176562.1, XP_015176560.1, XP_015176561.1, XP_015176559.1
OG0000894	XP_035735298.1	XP_015183135.1, XP_015183134.1
OG0000895	XP_035741878.1, XP_035741880.1, XP_035741883.1	XP_015176394.1
OG0000896	XP_035723356.1	XP_015174542.1
OG0000897	XP_035722018.1	XP_015189525.1, XP_015189527.1, XP_015189526.1, XP_015189528.1
OG0000898	XP_035717149.1	XP_015180246.1
OG0000898	XP_035743764.1	XP_015190508.1
OG0000899	XP_035742086.1	XP_015176107.1
OG0000901	XP_035736679.1	XP_015181566.1
OG0000902	XP_035721592.1	XP_015188426.1
OG0000903	XP_035722703.1	XP_015175275.1
OG0000904	XP_035734474.1	XP_015172854.1
OG0000904	XP_035736739.1	XP_015178828.1
OG0000905	XP_035726207.1, XP_035726206.1	XP_015175895.1, XP_015180562.1
OG0000906	XP_035725564.1	XP_015185582.1
OG0000907	XP_035726426.1, XP_035726435.1, XP_035726454.1, XP_035726445.1, XP_035726464.1	XP_015176710.1
OG0000908	XP_035719412.1	XP_015188569.1, XP_015188570.1
OG0000909	XP_035718276.1, XP_035718279.1	XP_015185735.1
OG0000910	XP_035717751.1	XP_015176527.1
OG0000911	XP_035734733.1	XP_015175720.1
OG0000912	XP_035728913.1, XP_035728912.1, XP_035728914.1, XP_035728910.1, XP_035728911.1, XP_035728908.1, XP_035728909.1	XP_015171542.1, XP_015171559.1, XP_015171551.1, XP_015171534.1, XP_015171525.1
OG0000913	XP_035737127.1, XP_035737122.1, XP_035737125.1, XP_035737124.1, XP_035737126.1	XP_015175619.1
OG0000914	XP_035744281.1, XP_035744280.1	XP_015176440.1
OG0000916	XP_035734907.1	XP_015187295.1
OG0000917	XP_035732616.1	XP_015188187.1
OG0000918	XP_035726969.1	XP_015182251.1
OG0000919	XP_035731675.1, XP_035731674.1	XP_015175896.1
OG0000920	XP_035730710.1, XP_035730709.1, XP_035730711.1	XP_015186775.1
OG0000921	XP_035728984.1, XP_035728986.1, XP_035728987.1, XP_035728988.1	XP_015171942.1, XP_015171935.1
OG0000922	XP_035722257.1	XP_015188485.1, XP_015188484.1, XP_015188483.1, XP_015188482.1
OG0000923	XP_035731183.1, XP_035731180.1, XP_035731193.1	XP_015189867.1
OG0000924	XP_035741017.1	XP_015191506.1
OG0000925	XP_035736660.1, XP_035736661.1, XP_035736658.1, XP_035736659.1, XP_035736662.1	XP_015179065.1
OG0000925	XP_035742092.1, XP_035742093.1	XP_015176121.1, XP_015176120.1
OG0000926	XP_035737405.1, XP_035737404.1, XP_035737403.1, XP_035737406.1	XP_015175681.1, XP_015175680.1
OG0000927	XP_035743166.1	XP_015187147.1, XP_015187146.1
OG0000928	XP_035719794.1	XP_015188321.1
OG0000929	XP_035721437.1	XP_015184722.1
OG0000930	XP_035740434.1	XP_015188871.1, XP_015188869.1, XP_015188868.1
OG0000931	XP_035727865.1	XP_015184924.1
OG0000931	XP_035727884.1	XP_015184923.1
OG0000932	XP_035728300.1, XP_035728299.1	XP_015178736.1
OG0000933	XP_035740977.1	XP_015178985.1
OG0000933	XP_035742089.1	XP_015184783.1
OG0000934	XP_035732202.1, XP_035732199.1, XP_035732197.1, XP_035732201.1, XP_035732200.1	XP_015191661.1, XP_015191660.1
OG0000935	XP_035729878.1	XP_015179974.1
OG0000936	XP_035720179.1, XP_035720183.1, XP_035720185.1, XP_035720181.1, XP_035720182.1, XP_035720186.1, XP_035720187.1, XP_035720180.1	XP_015188683.1
OG0000937	XP_035717338.1	XP_015188421.1
OG0000938	XP_035722535.1	XP_015177378.1
OG0000939	XP_035735601.1	XP_015172108.1
OG0000939	XP_035735930.1	XP_015171764.1
OG0000941	XP_035724313.1, XP_035724314.1	XP_015182643.1, XP_015182644.1, XP_015182645.1
OG0000942	XP_035722346.1	XP_015174181.1
OG0000943	XP_035718109.1	XP_015181727.1, XP_015181728.1
OG0000944	XP_035723267.1	XP_015172595.1, XP_015172596.1
OG0000945	XP_035719915.1	XP_015188560.1, XP_015188559.1
OG0000946	XP_035719465.1	XP_015179090.1
OG0000946	XP_035720946.1, XP_035720947.1	XP_015187698.1
OG0000947	XP_035729217.1	XP_015181411.1
OG0000947	XP_035734133.1	XP_015171774.1
OG0000948	XP_035737505.1, XP_035737506.1	XP_015181362.1, XP_015181363.1
OG0000949	XP_035734313.1, XP_035734312.1	XP_015188750.1, XP_015188751.1
OG0000950	XP_035730236.1, XP_035730238.1, XP_035730237.1	XP_015186768.1
OG0000951	XP_035723109.1, XP_035723110.1, XP_035723111.1, XP_035723108.1	XP_015189476.1, XP_015189477.1
OG0000952	XP_035731220.1, XP_035731221.1	XP_015187741.1
OG0000953	XP_035738982.1	XP_015180772.1, XP_015180896.1
OG0000954	XP_035729183.1	XP_015181551.1
OG0000955	XP_035737790.1	XP_015187096.1, XP_015187099.1
OG0000957	XP_035723149.1	XP_015190064.1
OG0000958	XP_035732816.1, XP_035732811.1	XP_015181014.1, XP_015181015.1, XP_015181013.1
OG0000959	XP_035729883.1	XP_015182535.1
OG0000960	XP_035724669.1	XP_015178044.1
OG0000960	XP_035742136.1	XP_015172046.1
OG0000961	XP_035717256.1	XP_015184605.1
OG0000962	XP_035727271.1	XP_015185526.1, XP_015185519.1
OG0000963	XP_035720893.1	XP_015176676.1, XP_015176675.1
OG0000964	XP_035722121.1	XP_015171839.1
OG0000964	XP_035722125.1	XP_015171858.1
OG0000965	XP_035718659.1	XP_015180575.1
OG0000965	XP_035718668.1	XP_015180584.1
OG0000966	XP_035734437.1, XP_035734436.1, XP_035734435.1	XP_015178543.1, XP_015178535.1
OG0000967	XP_035731612.1	XP_015178106.1, XP_015178134.1, XP_015178125.1, XP_015178116.1
OG0000968	XP_035742069.1, XP_035742068.1	XP_015176144.1
OG0000969	XP_035720993.1	XP_015188638.1
OG0000970	XP_035739818.1, XP_035739819.1	XP_015175044.1
OG0000972	XP_035738757.1, XP_035738748.1, XP_035738768.1	XP_015171553.1, XP_015171554.1
OG0000973	XP_035730507.1, XP_035730504.1, XP_035730506.1, XP_035730508.1, XP_035730505.1, XP_035730510.1	XP_015186443.1
OG0000974	XP_035732401.1, XP_035732396.1	XP_015189633.1, XP_015189632.1
OG0000975	XP_035727718.1, XP_035727749.1	XP_015177027.1
OG0000976	XP_035723671.1, XP_035723679.1, XP_035723685.1, XP_035723662.1	XP_015186917.1
OG0000977	XP_035719284.1, XP_035719283.1	XP_015171419.1
OG0000978	XP_035724394.1	XP_015175367.1
OG0000978	XP_035743561.1	XP_015190980.1
OG0000979	XP_035734273.1	XP_015171776.1
OG0000979	XP_035729461.1	XP_015191604.1
OG0000981	XP_035729647.1, XP_035729648.1	XP_015191624.1
OG0000983	XP_035733695.1, XP_035733694.1, XP_035733693.1, XP_035733692.1, XP_035733696.1	XP_015184122.1, XP_015184123.1
OG0000984	XP_035720738.1	XP_015172434.1
OG0000984	XP_035720737.1	XP_015172433.1
OG0000985	XP_035722289.1, XP_035722290.1, XP_035722291.1, XP_035722294.1, XP_035722295.1, XP_035722293.1, XP_035722292.1	XP_015179027.1, XP_015179026.1, XP_015179029.1
OG0000987	XP_035739476.1	XP_015174917.1
OG0000987	XP_035741142.1	XP_015172232.1
OG0000988	XP_035733739.1, XP_035733732.1	XP_015174119.1, XP_015174118.1, XP_015174120.1
OG0000989	XP_035732262.1, XP_035732263.1, XP_035732243.1	XP_015176292.1
OG0000990	XP_035733018.1	XP_015175953.1
OG0000992	XP_035732019.1, XP_035732018.1, XP_035732016.1	XP_015176311.1
OG0000993	XP_035737417.1	XP_015179484.1
OG0000994	XP_035720197.1	XP_015182304.1
OG0000995	XP_035738707.1	XP_015174088.1
OG0000995	XP_035722832.1	XP_015188779.1
OG0000996	XP_035732862.1	XP_015185752.1
OG0000997	XP_035724864.1	XP_015188106.1
OG0000997	XP_035724863.1	XP_015188102.1
OG0000998	XP_035742102.1	XP_015179630.1
OG0000999	XP_035722769.1	XP_015177401.1
OG0001000	XP_035723338.1	XP_015172622.1
OG0001000	XP_035723337.1, XP_035723336.1, XP_035723335.1	XP_015187087.1, XP_015187088.1
OG0001001	XP_035741907.1, XP_035741904.1	XP_015185344.1
OG0001001	XP_035717221.1	XP_015179997.1
OG0001003	XP_035729021.1	XP_015171955.1
OG0001004	XP_035741234.1	XP_015173692.1
OG0001004	XP_035733627.1	XP_015181012.1
OG0001005	XP_035723658.1	XP_015190463.1
OG0001006	XP_035740141.1	XP_015173951.1
OG0001006	XP_035740139.1	XP_015173950.1
OG0001007	XP_035743845.1	XP_015174648.1
OG0001008	XP_035738052.1	XP_015181878.1, XP_015181872.1
OG0001009	XP_035718670.1	XP_015180568.1
OG0001009	XP_035738303.1	XP_015181885.1
OG0001010	XP_035724541.1	XP_015178164.1
OG0001011	XP_035722498.1, XP_035722517.1, XP_035722507.1, XP_035722528.1, XP_035722532.1, XP_035722461.1, XP_035722472.1, XP_035722482.1, XP_035722489.1	XP_015173222.1
OG0001012	XP_035725259.1	XP_015185266.1
OG0001013	XP_035722228.1, XP_035722222.1	XP_015177366.1, XP_015177365.1
OG0001014	XP_035720767.1, XP_035720768.1	XP_015187836.1, XP_015187835.1
OG0001015	XP_035731994.1	XP_015179864.1
OG0001016	XP_035726600.1	XP_015188536.1
OG0001016	XP_035730531.1	XP_015177132.1
OG0001017	XP_035722072.1	XP_015177391.1
OG0001018	XP_035723331.1	XP_015173309.1
OG0001018	XP_035727220.1	XP_015173310.1
OG0001019	XP_035722052.1	XP_015177206.1
OG0001020	XP_035719947.1	XP_015187551.1
OG0001022	XP_035729459.1	XP_015191556.1
OG0001023	XP_035718321.1	XP_015186868.1
OG0001025	XP_035717529.1	XP_015173183.1, XP_015173182.1
OG0001026	XP_035717489.1	XP_015180087.1
OG0001027	XP_035724948.1	XP_015175288.1
OG0001028	XP_035720221.1	XP_015182313.1
OG0001029	XP_035735438.1, XP_035735432.1	XP_015177580.1, XP_015177573.1, XP_015177567.1
OG0001030	XP_035725397.1	XP_015178239.1
OG0001031	XP_035743774.1	XP_015189664.1
OG0001032	XP_035719411.1	XP_015171354.1
OG0001032	XP_035723439.1	XP_015172562.1
OG0001033	XP_035734763.1, XP_035734772.1, XP_035734782.1	XP_015177748.1, XP_015177749.1, XP_015177752.1, XP_015177751.1, XP_015177750.1, XP_015177747.1
OG0001034	XP_035732600.1	XP_015179826.1, XP_015179827.1, XP_015179830.1, XP_015179831.1, XP_015179832.1
OG0001035	XP_035720110.1, XP_035720109.1	XP_015171590.1, XP_015171589.1
OG0001036	XP_035722778.1	XP_015189522.1
OG0001036	XP_035726486.1	XP_015186622.1
OG0001037	XP_035725203.1	XP_015178992.1
OG0001038	XP_035739216.1, XP_035739213.1, XP_035739214.1, XP_035739212.1, XP_035739215.1	XP_015184808.1, XP_015184811.1, XP_015184810.1, XP_015184807.1
OG0001039	XP_035723095.1, XP_035723097.1, XP_035723098.1, XP_035723096.1	XP_015189450.1, XP_015189451.1
OG0001040	XP_035721906.1	XP_015184842.1
OG0001041	XP_035742799.1	XP_015186655.1, XP_015186654.1
OG0001042	XP_035722312.1	XP_015172705.1
OG0001043	XP_035738054.1	XP_015185068.1, XP_015185072.1
OG0001044	XP_035728322.1	XP_015180939.1, XP_015180940.1, XP_015180941.1
OG0001045	XP_035743312.1	XP_015185458.1, XP_015185459.1, XP_015185456.1, XP_015185457.1, XP_015185462.1, XP_015185463.1, XP_015185461.1
OG0001046	XP_035741327.1	XP_015173825.1, XP_015173826.1
OG0001048	XP_035720068.1	XP_015186928.1
OG0001050	XP_035737216.1, XP_035737211.1	XP_015175709.1, XP_015175708.1
OG0001051	XP_035743228.1	XP_015191452.1
OG0001052	XP_035731117.1	XP_015180357.1, XP_015180358.1
OG0001053	XP_035734070.1	XP_015171805.1
OG0001054	XP_035722717.1	XP_015173173.1
OG0001055	XP_035744174.1	XP_015190402.1
OG0001056	XP_035735856.1, XP_035735855.1	XP_015179749.1, XP_015179748.1
OG0001057	XP_035724945.1, XP_035724943.1, XP_035724946.1, XP_035724947.1	XP_015175264.1
OG0001058	XP_035728810.1	XP_015173539.1
OG0001059	XP_035720585.1	XP_015187659.1
OG0001059	XP_035728404.1	XP_015173846.1
OG0001060	XP_035721321.1	XP_015173589.1
OG0001061	XP_035742981.1	XP_015191193.1
OG0001062	XP_035731429.1	XP_015188610.1
OG0001063	XP_035740703.1	XP_015171771.1
OG0001063	XP_035733014.1	XP_015175807.1
OG0001064	XP_035726905.1	XP_015175528.1
OG0001064	XP_035726902.1	XP_015175527.1
OG0001065	XP_035734976.1, XP_035735146.1	XP_015174858.1, XP_015174857.1
OG0001066	XP_035732534.1	XP_015180531.1, XP_015180532.1, XP_015180530.1
OG0001067	XP_035728422.1, XP_035728416.1, XP_035728417.1	XP_015182289.1
OG0001068	XP_035740926.1, XP_035740930.1	XP_015184896.1
OG0001069	XP_035727125.1	XP_015183176.1
OG0001070	XP_035718298.1	XP_015178305.1
OG0001071	XP_035729209.1, XP_035729210.1, XP_035729208.1, XP_035729211.1	XP_015188159.1, XP_015188158.1, XP_015188153.1, XP_015188152.1, XP_015188154.1, XP_015188155.1, XP_015188156.1
OG0001072	XP_035719453.1, XP_035719456.1, XP_035719454.1	XP_015187375.1
OG0001072	XP_035717705.1	XP_015190524.1
OG0001073	XP_035740245.1	XP_015182675.1
OG0001073	XP_035740249.1	XP_015182688.1
OG0001074	XP_035737700.1, XP_035737701.1, XP_035737699.1	XP_015181351.1
OG0001074	XP_035737702.1	XP_015181344.1
OG0001075	XP_035726975.1	XP_015182276.1
OG0001076	XP_035732620.1, XP_035732621.1	XP_015187043.1, XP_015187060.1
OG0001077	XP_035742941.1	XP_015176545.1, XP_015176546.1
OG0001078	XP_035722866.1	XP_015174323.1
OG0001079	XP_035730856.1	XP_015180274.1, XP_015180275.1
OG0001081	XP_035723041.1	XP_015180222.1, XP_015180218.1
OG0001082	XP_035718490.1	XP_015178374.1, XP_015178373.1
OG0001083	XP_035723022.1, XP_035723021.1	XP_015180124.1, XP_015180122.1
OG0001084	XP_035717556.1	XP_015179989.1
OG0001085	XP_035741383.1	XP_015173687.1
OG0001086	XP_035725344.1	XP_015172964.1
OG0001087	XP_035735831.1, XP_035735832.1, XP_035735830.1	XP_015188495.1
OG0001090	XP_035731633.1	XP_015175110.1
OG0001091	XP_035737105.1	XP_015189101.1, XP_015189103.1
OG0001092	XP_035728916.1, XP_035728917.1	XP_015191425.1, XP_015191467.1
OG0001093	XP_035737569.1	XP_015187165.1, XP_015187166.1
OG0001094	XP_035721561.1	XP_015176080.1
OG0001095	XP_035733586.1	XP_015184068.1
OG0001096	XP_035719539.1, XP_035719538.1	XP_015171385.1
OG0001097	XP_035731592.1	XP_015179419.1, XP_015179409.1
OG0001098	XP_035718998.1	XP_015184515.1
OG0001099	XP_035735209.1	XP_015191447.1
OG0001100	XP_035723774.1	XP_015174604.1
OG0001101	XP_035727559.1	XP_015177055.1
OG0001102	XP_035744259.1, XP_035744260.1	XP_015176575.1, XP_015176574.1, XP_015176576.1
OG0001103	XP_035718889.1, XP_035718879.1, XP_035718859.1, XP_035718870.1, XP_035718851.1	XP_015176930.1
OG0001104	XP_035740852.1	XP_015188143.1, XP_015188146.1
OG0001105	XP_035717778.1	XP_015180113.1
OG0001106	XP_035737972.1, XP_035737963.1	XP_015177824.1, XP_015177823.1
OG0001107	XP_035734651.1	XP_015188221.1, XP_015188220.1, XP_015188224.1, XP_015188222.1, XP_015188219.1, XP_015188218.1, XP_015172943.1
OG0001108	XP_035740396.1	XP_015186207.1
OG0001109	XP_035743539.1, XP_035743540.1, XP_035743542.1, XP_035743543.1	XP_015171708.1
OG0001110	XP_035730071.1	XP_015174699.1
OG0001111	XP_035729758.1	XP_015189229.1, XP_015189231.1
OG0001112	XP_035730698.1, XP_035730700.1	XP_015186816.1, XP_015186814.1
OG0001113	XP_035737179.1	XP_015175661.1, XP_015175660.1
OG0001114	XP_035721968.1	XP_015177983.1
OG0001115	XP_035717424.1, XP_035717425.1, XP_035717423.1, XP_035717422.1, XP_035717421.1	XP_015180257.1
OG0001116	XP_035724249.1, XP_035724250.1	XP_015182647.1
OG0001117	XP_035719019.1	XP_015186405.1
OG0001118	XP_035726408.1	XP_015184284.1
OG0001118	XP_035726409.1	XP_015184283.1
OG0001119	XP_035717623.1, XP_035717612.1	XP_015174575.1, XP_015174576.1, XP_015174573.1, XP_015174574.1, XP_015174577.1
OG0001120	XP_035717233.1	XP_015190181.1
OG0001120	XP_035741137.1	XP_015191352.1
OG0001121	XP_035730111.1	XP_015183325.1
OG0001122	XP_035725779.1	XP_015190629.1
OG0001123	XP_035736049.1	XP_015177504.1, XP_015177505.1
OG0001124	XP_035718191.1	XP_015180596.1
OG0001125	XP_035719604.1, XP_035719593.1, XP_035719583.1	XP_015182013.1
OG0001126	XP_035724958.1	XP_015182667.1
OG0001128	XP_035738056.1	XP_015185078.1
OG0001129	XP_035724905.1, XP_035724906.1, XP_035724908.1	XP_015184969.1
OG0001130	XP_035736404.1	XP_015181166.1
OG0001131	XP_035729170.1	XP_015183955.1
OG0001132	XP_035728741.1, XP_035728742.1, XP_035728743.1	XP_015191585.1
OG0001133	XP_035725198.1, XP_035725197.1	XP_015175083.1, XP_015189802.1
OG0001134	XP_035732142.1, XP_035732141.1, XP_035732137.1	XP_015179664.1
OG0001135	XP_035738680.1	XP_015174347.1, XP_015174346.1, XP_015174345.1, XP_015174344.1
OG0001136	XP_035738165.1, XP_035738175.1, XP_035738139.1, XP_035738129.1, XP_035738184.1, XP_035738146.1, XP_035738153.1, XP_035738200.1, XP_035738190.1	XP_015171439.1
OG0001137	XP_035721153.1	XP_015176189.1
OG0001138	XP_035718404.1, XP_035718403.1, XP_035718405.1	XP_015178519.1, XP_015178520.1, XP_015178521.1, XP_015178522.1
OG0001139	XP_035743683.1	XP_015187655.1
OG0001140	XP_035723718.1, XP_035723719.1, XP_035723150.1	XP_015190502.1
OG0001141	XP_035721589.1	XP_015175991.1
OG0001142	XP_035739334.1, XP_035739333.1, XP_035739332.1	XP_015174958.1
OG0001143	XP_035722580.1, XP_035722579.1	XP_015178784.1
OG0001144	XP_035723368.1, XP_035728699.1	XP_015173283.1, XP_015173284.1
OG0001144	XP_035728244.1	XP_015173282.1
OG0001145	XP_035732592.1, XP_035732591.1, XP_035732594.1	XP_015188195.1
OG0001146	XP_035719270.1	XP_015184502.1
OG0001146	XP_035719086.1	XP_015184501.1
OG0001147	XP_035729583.1	XP_015191828.1, XP_015191829.1
OG0001148	XP_035732530.1, XP_035732531.1, XP_035732529.1	XP_015179879.1, XP_015179878.1
OG0001149	XP_035742583.1, XP_035742582.1, XP_035742581.1, XP_035742580.1	XP_015189152.1, XP_015189151.1
OG0001150	XP_035720889.1, XP_035720888.1, XP_035720887.1	XP_015182986.1
OG0001151	XP_035739335.1	XP_015191401.1, XP_015191400.1, XP_015191399.1
OG0001152	XP_035738354.1	XP_015183414.1, XP_015183413.1
OG0001153	XP_035729654.1	XP_015191605.1
OG0001153	XP_035729655.1	XP_015191606.1
OG0001154	XP_035743121.1, XP_035743113.1	XP_015183455.1
OG0001155	XP_035726229.1	XP_015188999.1
OG0001156	XP_035718475.1	XP_015176838.1
OG0001157	XP_035717435.1	XP_015190398.1, XP_015190397.1
OG0001158	XP_035743272.1, XP_035743271.1, XP_035743270.1, XP_035743269.1	XP_015187148.1
OG0001159	XP_035723877.1	XP_015175311.1
OG0001160	XP_035743629.1, XP_035743630.1, XP_035743627.1, XP_035743628.1	XP_015177704.1
OG0001161	XP_035717196.1	XP_015190331.1
OG0001161	XP_035722667.1	XP_015178959.1
OG0001162	XP_035730787.1	XP_015180991.1, XP_015180988.1
OG0001163	XP_035717486.1, XP_035717485.1, XP_035717484.1	XP_015180082.1, XP_015180085.1
OG0001164	XP_035737579.1, XP_035737578.1	XP_015186011.1
OG0001165	XP_035717866.1	XP_015173072.1
OG0001166	XP_035735494.1	XP_015177607.1, XP_015177606.1
OG0001167	XP_035734228.1, XP_035734229.1, XP_035734230.1, XP_035734227.1	XP_015185361.1, XP_015185360.1
OG0001168	XP_035742154.1, XP_035742153.1, XP_035742152.1, XP_035742151.1	XP_015172453.1, XP_015172452.1, XP_015172451.1, XP_015172449.1, XP_015172448.1
OG0001169	XP_035720934.1	XP_015171515.1
OG0001170	XP_035729413.1	XP_015185911.1
OG0001171	XP_035729576.1	XP_015191603.1
OG0001171	XP_035729572.1	XP_015191598.1
OG0001172	XP_035719625.1, XP_035719632.1	XP_015171202.1, XP_015171200.1
OG0001173	XP_035736818.1	XP_015189669.1
OG0001174	XP_035723706.1	XP_015173128.1
OG0001175	XP_035721083.1	XP_015176134.1
OG0001176	XP_035720195.1, XP_035720196.1, XP_035720191.1	XP_015182301.1, XP_015182300.1
OG0001179	XP_035733749.1	XP_015186516.1
OG0001180	XP_035733356.1, XP_035733411.1	XP_015187233.1, XP_015187221.1
OG0001181	XP_035742099.1	XP_015172124.1, XP_015172126.1
OG0001183	XP_035734638.1, XP_035734647.1	XP_015172681.1, XP_015172673.1
OG0001184	XP_035723556.1, XP_035723559.1	XP_015172607.1, XP_015172608.1
OG0001185	XP_035735384.1	XP_015177630.1, XP_015177626.1, XP_015177624.1
