Orthogroup	Vespa_mandarinia	Nomia_melanderi
OG0001728	XP_035723533.1, XP_035723531.1	XP_031841599.1
OG0001729	XP_035720408.1	XP_031843847.1
OG0001730	XP_035718931.1, XP_035718936.1, XP_035718938.1	XP_031845461.1
OG0001731	XP_035730629.1, XP_035730630.1	XP_031840225.1, XP_031840224.1
OG0001732	XP_035736651.1, XP_035736652.1, XP_035736653.1, XP_035736650.1, XP_035736649.1	XP_031825632.1
OG0001733	XP_035739692.1	XP_031828990.1
OG0001734	XP_035724184.1, XP_035724191.1	XP_031843970.1, XP_031843964.1
OG0001735	XP_035740869.1	XP_031839632.1
OG0001736	XP_035736510.1	XP_031836891.1
OG0001737	XP_035723339.1, XP_035723341.1, XP_035723340.1	XP_031840375.1
OG0001738	XP_035728779.1	XP_031832271.1
OG0001739	XP_035742975.1	XP_031830403.1, XP_031830404.1, XP_031830405.1
OG0001740	XP_035723606.1, XP_035723601.1	XP_031847749.1
OG0001741	XP_035728835.1, XP_035728834.1	XP_031832270.1
OG0001742	XP_035727937.1, XP_035727936.1	XP_031838273.1
OG0001743	XP_035734201.1, XP_035734202.1	XP_031835988.1, XP_031835987.1, XP_031835989.1
OG0001744	XP_035725897.1, XP_035725889.1	XP_031844786.1, XP_031844787.1
OG0001745	XP_035736546.1	XP_031845646.1, XP_031845736.1
OG0001746	XP_035737436.1	XP_031847008.1
OG0001747	XP_035720424.1	XP_031834812.1, XP_031834813.1, XP_031834815.1
OG0001748	XP_035733691.1, XP_035733815.1	XP_031839883.1
OG0001749	XP_035721521.1, XP_035721527.1	XP_031832543.1, XP_031832552.1
OG0001750	XP_035729052.1, XP_035729053.1	XP_031838674.1
OG0001751	XP_035736886.1, XP_035736887.1, XP_035736884.1, XP_035736882.1, XP_035736885.1, XP_035736888.1	XP_031840011.1
OG0001752	XP_035743789.1	XP_031848043.1
OG0001753	XP_035729016.1, XP_035729014.1, XP_035729015.1, XP_035729017.1	XP_031830444.1
OG0001754	XP_035736905.1	XP_031839242.1
OG0001755	XP_035736336.1	XP_031847626.1
OG0001756	XP_035724490.1	XP_031828217.1, XP_031828219.1, XP_031828218.1
OG0001757	XP_035718466.1	XP_031836013.1
OG0001758	XP_035724233.1	XP_031833565.1
OG0001759	XP_035726260.1, XP_035726259.1	XP_031834927.1, XP_031834922.1, XP_031834926.1, XP_031834932.1, XP_031834929.1, XP_031834930.1, XP_031834925.1, XP_031834924.1, XP_031834923.1, XP_031834921.1, XP_031834928.1
OG0001760	XP_035719167.1, XP_035719165.1, XP_035719166.1, XP_035719168.1	XP_031826574.1, XP_031826572.1, XP_031826573.1, XP_031826577.1, XP_031826578.1, XP_031826576.1
OG0001761	XP_035718203.1, XP_035718202.1, XP_035718201.1, XP_035718204.1, XP_035718200.1	XP_031830715.1, XP_031830718.1, XP_031830719.1, XP_031830716.1, XP_031830717.1
OG0001762	XP_035729964.1, XP_035729965.1, XP_035729966.1	XP_031843907.1, XP_031843906.1
OG0001763	XP_035730909.1, XP_035730910.1	XP_031849416.1
OG0001764	XP_035734372.1, XP_035734151.1	XP_031845677.1
OG0001765	XP_035726400.1	XP_031841393.1, XP_031841394.1
OG0001766	XP_035736684.1	XP_031849723.1
OG0001767	XP_035739192.1	XP_031825332.1, XP_031825333.1
OG0001768	XP_035739764.1	XP_031831083.1
OG0001769	XP_035725245.1	XP_031844864.1
OG0001772	XP_035728672.1	XP_031828039.1, XP_031828038.1, XP_031828037.1, XP_031828043.1, XP_031828042.1, XP_031828041.1, XP_031828040.1
OG0001773	XP_035723714.1	XP_031826684.1, XP_031826944.1
OG0001774	XP_035734709.1	XP_031846267.1
OG0001775	XP_035722727.1	XP_031827233.1, XP_031827232.1
OG0001776	XP_035727441.1	XP_031843430.1
OG0001777	XP_035743010.1, XP_035723112.1	XP_031835952.1
OG0001778	XP_035719209.1, XP_035719207.1, XP_035719208.1	XP_031831287.1, XP_031831286.1
OG0001779	XP_035723057.1, XP_035723059.1, XP_035723058.1	XP_031825865.1
OG0001780	XP_035720164.1	XP_031832634.1
OG0001781	XP_035739689.1	XP_031838612.1
OG0001782	XP_035720277.1	XP_031826370.1
OG0001783	XP_035735275.1	XP_031840584.1, XP_031840586.1, XP_031840585.1
OG0001784	XP_035742842.1	XP_031846360.1, XP_031846361.1, XP_031846362.1
OG0001785	XP_035727090.1	XP_031846146.1, XP_031846147.1
OG0001786	XP_035739679.1	XP_031842036.1, XP_031842034.1
OG0001787	XP_035737845.1, XP_035737844.1, XP_035737847.1, XP_035737846.1, XP_035737848.1	XP_031825926.1
OG0001788	XP_035720898.1	XP_031839266.1, XP_031839267.1
OG0001789	XP_035734071.1, XP_035734072.1	XP_031843335.1, XP_031843336.1
OG0001790	XP_035729403.1, XP_035729395.1	XP_031847472.1
OG0001791	XP_035718692.1, XP_035718691.1	XP_031839669.1
OG0001792	XP_035723572.1, XP_035723571.1	XP_031827617.1, XP_031827615.1, XP_031827616.1, XP_031827614.1
OG0001793	XP_035738047.1	XP_031848318.1, XP_031848292.1, XP_031848300.1, XP_031848309.1
OG0001794	XP_035741806.1	XP_031846341.1
OG0001794	XP_035741807.1	XP_031846344.1
OG0001795	XP_035720860.1	XP_031833431.1
OG0001796	XP_035736721.1	XP_031826710.1
OG0001797	XP_035738575.1	XP_031831441.1
OG0001799	XP_035732908.1	XP_031845574.1, XP_031845573.1, XP_031845575.1
OG0001800	XP_035724318.1	XP_031837609.1
OG0001801	XP_035736900.1	XP_031847175.1
OG0001803	XP_035741393.1	XP_031845154.1
OG0001804	XP_035742224.1	XP_031833405.1, XP_031833404.1
OG0001805	XP_035735349.1	XP_031829576.1
OG0001806	XP_035735734.1	XP_031844730.1, XP_031844737.1
OG0001807	XP_035734427.1, XP_035734428.1, XP_035734426.1, XP_035734429.1, XP_035734430.1, XP_035734425.1	XP_031846848.1
OG0001808	XP_035722381.1	XP_031839822.1
OG0001809	XP_035743450.1	XP_031828089.1, XP_031828090.1
OG0001810	XP_035730273.1	XP_031841874.1
OG0001811	XP_035742695.1, XP_035742697.1, XP_035742699.1, XP_035742698.1	XP_031849509.1
OG0001812	XP_035730716.1, XP_035730717.1	XP_031841038.1
OG0001813	XP_035721231.1	XP_031846496.1, XP_031846487.1
OG0001814	XP_035737109.1	XP_031828671.1
OG0001815	XP_035727864.1	XP_031830940.1
OG0001816	XP_035724657.1	XP_031835110.1
OG0001817	XP_035731560.1	XP_031841477.1, XP_031841479.1, XP_031841478.1, XP_031841476.1
OG0001818	XP_035732407.1	XP_031848179.1
OG0001819	XP_035731373.1	XP_031829378.1
OG0001820	XP_035733253.1	XP_031843675.1
OG0001821	XP_035737059.1, XP_035737060.1	XP_031837582.1
OG0001822	XP_035718893.1	XP_031832110.1
OG0001823	XP_035727906.1	XP_031843246.1
OG0001824	XP_035720255.1, XP_035720254.1	XP_031834808.1, XP_031834805.1
OG0001825	XP_035741953.1, XP_035741952.1, XP_035741951.1	XP_031839932.1, XP_031839933.1
OG0001826	XP_035722834.1	XP_031828237.1
OG0001827	XP_035723798.1, XP_035723796.1	XP_031843330.1
OG0001828	XP_035738445.1	XP_031846759.1
OG0001829	XP_035731878.1, XP_035731877.1	XP_031844626.1
OG0001830	XP_035724192.1	XP_031833585.1, XP_031833587.1, XP_031833588.1, XP_031833589.1, XP_031833582.1, XP_031833584.1, XP_031833586.1
OG0001831	XP_035743790.1	XP_031833024.1
OG0001832	XP_035740718.1	XP_031847523.1
OG0001833	XP_035720137.1	XP_031848951.1
OG0001834	XP_035739846.1	XP_031849798.1, XP_031849797.1
OG0001835	XP_035726862.1	XP_031844534.1
OG0001836	XP_035718737.1, XP_035718713.1	XP_031832946.1
OG0001837	XP_035743754.1	XP_031835392.1
OG0001838	XP_035718209.1	XP_031830797.1
OG0001839	XP_035739361.1	XP_031829772.1
OG0001840	XP_035724224.1, XP_035724225.1, XP_035724219.1, XP_035724223.1, XP_035724221.1, XP_035724220.1	XP_031833557.1, XP_031833559.1
OG0001841	XP_035730129.1, XP_035730125.1, XP_035730124.1, XP_035730130.1, XP_035730126.1, XP_035730127.1	XP_031831727.1
OG0001842	XP_035728617.1	XP_031835632.1
OG0001843	XP_035729710.1	XP_031838053.1
OG0001844	XP_035741777.1	XP_031845966.1
OG0001845	XP_035737471.1	XP_031829717.1
OG0001846	XP_035732652.1, XP_035732653.1	XP_031833525.1, XP_031833523.1
OG0001847	XP_035735462.1	XP_031841389.1
OG0001848	XP_035743093.1, XP_035743092.1	XP_031828019.1, XP_031828018.1
OG0001849	XP_035725066.1	XP_031831929.1
OG0001851	XP_035731465.1, XP_035731466.1	XP_031827273.1
OG0001852	XP_035727695.1	XP_031849323.1, XP_031849319.1, XP_031849318.1, XP_031849321.1, XP_031849320.1, XP_031849322.1
OG0001853	XP_035734442.1	XP_031835005.1
OG0001854	XP_035731814.1	XP_031826805.1
OG0001855	XP_035723472.1	XP_031841759.1
OG0001856	XP_035734477.1	XP_031846377.1
OG0001857	XP_035717416.1	XP_031841929.1, XP_031841909.1, XP_031841918.1
OG0001858	XP_035736318.1, XP_035736320.1, XP_035736317.1	XP_031844372.1, XP_031844373.1, XP_031844374.1
OG0001859	XP_035743154.1	XP_031827700.1
OG0001861	XP_035728169.1	XP_031833478.1, XP_031833475.1, XP_031833476.1, XP_031833473.1, XP_031833471.1, XP_031833472.1, XP_031833477.1
OG0001862	XP_035729587.1	XP_031847189.1
OG0001863	XP_035723484.1	XP_031830376.1
OG0001864	XP_035742416.1, XP_035742413.1, XP_035742411.1, XP_035742415.1, XP_035742392.1, XP_035742400.1, XP_035742414.1, XP_035742409.1	XP_031836319.1
OG0001865	XP_035731925.1	XP_031828286.1
OG0001866	XP_035735805.1	XP_031829566.1
OG0001867	XP_035741376.1, XP_035741377.1, XP_035741378.1, XP_035741374.1, XP_035741375.1	XP_031831307.1
OG0001868	XP_035729430.1	XP_031850261.1, XP_031850259.1
OG0001869	XP_035728194.1	XP_031842798.1
OG0001870	XP_035724411.1, XP_035724410.1	XP_031848449.1
OG0001871	XP_035724909.1	XP_031838912.1, XP_031838910.1, XP_031838915.1, XP_031838914.1, XP_031838909.1, XP_031838913.1, XP_031838916.1
OG0001872	XP_035737536.1	XP_031829790.1, XP_031829786.1, XP_031829791.1, XP_031829792.1, XP_031829789.1, XP_031829788.1
OG0001873	XP_035734797.1, XP_035734798.1	XP_031838294.1
OG0001874	XP_035742159.1	XP_031838908.1, XP_031838907.1
OG0001875	XP_035728046.1	XP_031829438.1, XP_031829436.1
OG0001876	XP_035726498.1	XP_031836303.1, XP_031836304.1
OG0001877	XP_035735144.1, XP_035735142.1	XP_031843094.1, XP_031843095.1
OG0001878	XP_035719276.1, XP_035719280.1	XP_031826950.1, XP_031826953.1
OG0001879	XP_035719312.1, XP_035719311.1, XP_035719310.1	XP_031836882.1
OG0001880	XP_035734673.1	XP_031834265.1, XP_031834266.1
OG0001882	XP_035733311.1, XP_035733305.1	XP_031839876.1
OG0001883	XP_035735348.1	XP_031840636.1, XP_031840635.1
OG0001884	XP_035744000.1	XP_031836360.1, XP_031836371.1
OG0001885	XP_035729348.1	XP_031847320.1
OG0001886	XP_035735965.1	XP_031845352.1
OG0001887	XP_035724359.1	XP_031833205.1
OG0001888	XP_035720564.1	XP_031848113.1, XP_031848135.1
OG0001889	XP_035738527.1	XP_031826081.1
OG0001890	XP_035721367.1	XP_031832616.1
OG0001891	XP_035723898.1	XP_031833450.1
OG0001892	XP_035743999.1	XP_031825402.1, XP_031825404.1, XP_031825403.1
OG0001893	XP_035717988.1	XP_031830545.1, XP_031830544.1
OG0001894	XP_035733527.1	XP_031828094.1
OG0001895	XP_035720116.1	XP_031832784.1
OG0001896	XP_035719576.1, XP_035719577.1, XP_035719575.1	XP_031830619.1
OG0001897	XP_035738097.1, XP_035738098.1, XP_035738099.1	XP_031827530.1
OG0001898	XP_035726006.1	XP_031825713.1
OG0001899	XP_035718024.1, XP_035718023.1, XP_035718020.1, XP_035718021.1	XP_031835797.1
OG0001900	XP_035731396.1	XP_031829217.1
OG0001901	XP_035731136.1, XP_035731137.1	XP_031849270.1
OG0001902	XP_035743519.1, XP_035743521.1	XP_031843070.1, XP_031843068.1
OG0001903	XP_035737662.1	XP_031828958.1
OG0001904	XP_035719459.1	XP_031825411.1, XP_031825304.1
OG0001905	XP_035724466.1	XP_031833625.1
OG0001906	XP_035718233.1	XP_031830466.1
OG0001907	XP_035730581.1	XP_031828611.1
OG0001908	XP_035742812.1	XP_031846807.1, XP_031846815.1
OG0001909	XP_035736047.1, XP_035736046.1	XP_031845650.1, XP_031845653.1
OG0001910	XP_035743101.1, XP_035743100.1, XP_035743099.1, XP_035743098.1, XP_035743097.1	XP_031832395.1
OG0001912	XP_035739936.1	XP_031840774.1
OG0001913	XP_035738544.1	XP_031840928.1, XP_031840927.1, XP_031840924.1, XP_031840926.1, XP_031840925.1
OG0001914	XP_035720609.1	XP_031847712.1
OG0001915	XP_035732211.1	XP_031825627.1, XP_031825626.1, XP_031825625.1, XP_031825628.1
OG0001916	XP_035721860.1, XP_035721857.1, XP_035721861.1, XP_035721858.1, XP_035721859.1	XP_031841017.1, XP_031841016.1
OG0001917	XP_035737814.1	XP_031840313.1
OG0001918	XP_035723938.1	XP_031841738.1
OG0001919	XP_035722709.1	XP_031844310.1
OG0001920	XP_035729863.1, XP_035729861.1	XP_031835841.1, XP_031835838.1, XP_031835844.1, XP_031835845.1, XP_031835840.1, XP_031835843.1, XP_031835839.1
OG0001921	XP_035739206.1	XP_031843891.1
OG0001922	XP_035736712.1, XP_035736714.1	XP_031841054.1
OG0001923	XP_035740035.1	XP_031827830.1
OG0001924	XP_035720977.1, XP_035720981.1	XP_031834840.1
OG0001925	XP_035719164.1	XP_031828758.1
OG0001926	XP_035722640.1	XP_031830021.1
OG0001927	XP_035741116.1, XP_035741118.1, XP_035741117.1	XP_031826835.1
OG0001928	XP_035738468.1	XP_031830850.1
OG0001929	XP_035719272.1, XP_035719271.1	XP_031830745.1
OG0001930	XP_035730074.1	XP_031847914.1
OG0001931	XP_035717865.1	XP_031844874.1, XP_031844875.1, XP_031844872.1, XP_031844873.1
OG0001933	XP_035740463.1	XP_031828207.1, XP_031828208.1, XP_031828206.1
OG0001934	XP_035731948.1, XP_035731953.1	XP_031848315.1, XP_031848332.1
OG0001935	XP_035744258.1	XP_031846808.1, XP_031846809.1, XP_031846806.1
OG0001936	XP_035722630.1	XP_031830271.1
OG0001937	XP_035738250.1	XP_031844813.1
OG0001938	XP_035730147.1, XP_035736009.1	XP_031843141.1, XP_031843140.1
OG0001939	XP_035726925.1	XP_031837972.1, XP_031837971.1, XP_031837974.1, XP_031837973.1
OG0001941	XP_035739439.1, XP_035739446.1	XP_031844452.1, XP_031844451.1
OG0001942	XP_035723233.1	XP_031826078.1, XP_031826114.1, XP_031826069.1, XP_031826087.1, XP_031826096.1, XP_031826104.1, XP_031826063.1
OG0001943	XP_035719742.1	XP_031835230.1
OG0001944	XP_035726697.1	XP_031839148.1, XP_031839149.1, XP_031839150.1
OG0001945	XP_035740100.1	XP_031850205.1, XP_031850206.1
OG0001946	XP_035718360.1	XP_031835563.1
OG0001947	XP_035724027.1, XP_035724024.1	XP_031848044.1
OG0001948	XP_035720239.1	XP_031843289.1
OG0001950	XP_035737014.1, XP_035737015.1	XP_031844308.1
OG0001951	XP_035719331.1	XP_031828253.1
OG0001952	XP_035723358.1	XP_031830157.1, XP_031830206.1
OG0001953	XP_035743922.1	XP_031828731.1
OG0001954	XP_035736960.1	XP_031841353.1, XP_031841352.1, XP_031841356.1, XP_031841355.1, XP_031841351.1
OG0001955	XP_035726680.1, XP_035726679.1	XP_031844009.1, XP_031844010.1
OG0001957	XP_035741892.1	XP_031840704.1
OG0001959	XP_035727175.1	XP_031843339.1
OG0001960	XP_035742253.1, XP_035742263.1, XP_035742271.1	XP_031836239.1, XP_031836238.1
OG0001961	XP_035734760.1	XP_031848295.1
OG0001963	XP_035728364.1	XP_031832213.1
OG0001964	XP_035737585.1	XP_031831705.1, XP_031831704.1
OG0001965	XP_035720178.1	XP_031840489.1
OG0001966	XP_035735625.1, XP_035735624.1	XP_031829638.1, XP_031829637.1, XP_031829636.1
OG0001967	XP_035726078.1	XP_031847984.1
OG0001968	XP_035727988.1	XP_031829493.1
OG0001969	XP_035734385.1, XP_035734383.1, XP_035734384.1	XP_031828968.1
OG0001970	XP_035735840.1, XP_035735834.1, XP_035735837.1, XP_035735838.1, XP_035735835.1, XP_035735836.1, XP_035735841.1, XP_035735843.1, XP_035735839.1	XP_031832833.1
OG0001971	XP_035722776.1, XP_035721922.1, XP_035720192.1, XP_035721060.1	XP_031848166.1, XP_031848156.1
OG0001973	XP_035719261.1	XP_031838055.1
OG0001974	XP_035724213.1	XP_031844299.1
OG0001975	XP_035725903.1, XP_035725905.1	XP_031836183.1
OG0001976	XP_035730315.1	XP_031826249.1, XP_031826248.1, XP_031826251.1
OG0001977	XP_035722673.1, XP_035722672.1, XP_035722674.1, XP_035722372.1, XP_035722373.1, XP_035722374.1	XP_031826569.1
OG0001978	XP_035730641.1, XP_035730640.1	XP_031850472.1, XP_031850471.1, XP_031850470.1
OG0001980	XP_035742245.1	XP_031841591.1, XP_031841594.1, XP_031841593.1, XP_031841590.1, XP_031841589.1, XP_031841595.1, XP_031841592.1
OG0001981	XP_035743060.1	XP_031837910.1
OG0001983	XP_035718861.1	XP_031835637.1
OG0001983	XP_035718460.1	XP_031835804.1
OG0001983	XP_035718862.1	XP_031835638.1
OG0001984	XP_035723702.1	XP_031845594.1, XP_031845590.1, XP_031845591.1, XP_031845595.1, XP_031845596.1, XP_031845593.1, XP_031845597.1
OG0001987	XP_035719828.1, XP_035719827.1	XP_031832381.1
OG0001988	XP_035743498.1, XP_035743493.1, XP_035743497.1, XP_035743496.1, XP_035743495.1	XP_031828034.1
OG0001989	XP_035741394.1	XP_031836922.1, XP_031836923.1
OG0001991	XP_035739539.1, XP_035739538.1, XP_035739540.1	XP_031831964.1
OG0001992	XP_035739800.1	XP_031849482.1
OG0001993	XP_035743880.1, XP_035743881.1	XP_031829781.1
OG0001994	XP_035738629.1	XP_031834154.1, XP_031834153.1, XP_031834152.1, XP_031834151.1
OG0001995	XP_035740451.1	XP_031834096.1
OG0001997	XP_035732100.1	XP_031847520.1
OG0001999	XP_035736872.1, XP_035736871.1	XP_031828950.1
OG0002000	XP_035728548.1	XP_031846406.1
OG0002001	XP_035722607.1, XP_035722608.1	XP_031841166.1
OG0002002	XP_035722422.1	XP_031841150.1
OG0002003	XP_035742384.1	XP_031836236.1
OG0002004	XP_035723661.1	XP_031834430.1
OG0002005	XP_035738615.1, XP_035738635.1, XP_035738624.1	XP_031844114.1, XP_031844115.1, XP_031844117.1, XP_031844116.1
OG0002006	XP_035743207.1	XP_031836056.1
OG0002007	XP_035724428.1	XP_031849021.1, XP_031849030.1
OG0002009	XP_035719674.1	XP_031825621.1
OG0002010	XP_035740514.1, XP_035740516.1	XP_031834020.1, XP_031834019.1
OG0002011	XP_035721307.1, XP_035721303.1, XP_035721305.1, XP_035721306.1, XP_035721304.1	XP_031841011.1
OG0002012	XP_035743310.1	XP_031839870.1
OG0002013	XP_035739957.1, XP_035739977.1, XP_035739988.1, XP_035739949.1, XP_035739940.1, XP_035739932.1, XP_035739968.1	XP_031845796.1
OG0002014	XP_035727696.1	XP_031827829.1, XP_031827826.1
OG0002015	XP_035733182.1	XP_031831241.1, XP_031831240.1, XP_031831239.1
OG0002016	XP_035720900.1, XP_035720899.1, XP_035720901.1	XP_031831342.1
OG0002017	XP_035735019.1, XP_035734958.1	XP_031842469.1
OG0002018	XP_035739377.1	XP_031826997.1
OG0002019	XP_035738821.1	XP_031835610.1
OG0002020	XP_035723851.1	XP_031833173.1
OG0002021	XP_035739280.1	XP_031826322.1, XP_031826321.1
OG0002022	XP_035726378.1	XP_031844877.1
OG0002023	XP_035736419.1	XP_031835977.1
OG0002024	XP_035724575.1, XP_035724576.1, XP_035724574.1	XP_031833246.1
OG0002025	XP_035739826.1	XP_031845299.1, XP_031845297.1, XP_031845298.1
OG0002026	XP_035733070.1	XP_031828699.1
OG0002027	XP_035741150.1, XP_035741151.1, XP_035741153.1, XP_035741149.1, XP_035741152.1	XP_031826855.1
OG0002028	XP_035735967.1	XP_031826451.1
OG0002029	XP_035727801.1	XP_031827176.1, XP_031827174.1, XP_031827175.1
OG0002030	XP_035725953.1	XP_031844792.1, XP_031844797.1
OG0002032	XP_035732726.1, XP_035732732.1	XP_031825356.1, XP_031825351.1, XP_031825350.1
OG0002033	XP_035735178.1	XP_031843136.1
OG0002033	XP_035722531.1	XP_031847501.1
OG0002036	XP_035720251.1	XP_031832569.1
OG0002037	XP_035739511.1, XP_035720360.1	XP_031839377.1
OG0002038	XP_035722315.1	XP_031846412.1, XP_031846411.1, XP_031846409.1, XP_031846410.1
OG0002039	XP_035730921.1	XP_031836216.1
OG0002040	XP_035727156.1	XP_031832962.1
OG0002041	XP_035730098.1	XP_031827572.1
OG0002042	XP_035735376.1	XP_031837964.1, XP_031837961.1, XP_031837962.1, XP_031837960.1, XP_031837963.1
OG0002043	XP_035719124.1, XP_035719123.1	XP_031832296.1
OG0002044	XP_035732094.1	XP_031825706.1
OG0002045	XP_035739767.1	XP_031848185.1
OG0002046	XP_035735974.1	XP_031845334.1
OG0002047	XP_035738257.1	XP_031839930.1
OG0002048	XP_035739918.1, XP_035739912.1	XP_031845280.1
OG0002049	XP_035719010.1	XP_031834093.1
OG0002050	XP_035739158.1	XP_031840448.1, XP_031840447.1, XP_031840451.1, XP_031840450.1, XP_031840449.1
OG0002052	XP_035720452.1	XP_031837641.1, XP_031837639.1, XP_031837637.1, XP_031837636.1, XP_031837635.1, XP_031837634.1, XP_031837633.1, XP_031837632.1, XP_031837640.1
OG0002053	XP_035735927.1	XP_031837267.1
OG0002054	XP_035735815.1, XP_035735822.1	XP_031832638.1
OG0002055	XP_035740573.1	XP_031825841.1
OG0002056	XP_035736544.1, XP_035736545.1	XP_031849751.1
OG0002057	XP_035723084.1, XP_035723083.1, XP_035723080.1, XP_035723082.1, XP_035723079.1, XP_035723085.1	XP_031833158.1
OG0002058	XP_035740136.1	XP_031849841.1
OG0002059	XP_035727142.1, XP_035727141.1	XP_031837110.1
OG0002060	XP_035719880.1, XP_035719882.1	XP_031839067.1
OG0002061	XP_035741357.1	XP_031840977.1
OG0002062	XP_035720264.1	XP_031846152.1
OG0002063	XP_035717995.1, XP_035717987.1, XP_035718004.1	XP_031831128.1
OG0002064	XP_035734293.1, XP_035734294.1	XP_031832368.1
OG0002065	XP_035721238.1	XP_031845901.1
OG0002066	XP_035739648.1	XP_031847414.1
OG0002067	XP_035727493.1	XP_031827275.1, XP_031827274.1, XP_031827272.1, XP_031827271.1, XP_031827270.1, XP_031827278.1, XP_031827277.1, XP_031827276.1
OG0002068	XP_035743353.1	XP_031833794.1, XP_031833793.1
OG0002069	XP_035740810.1, XP_035741174.1	XP_031833983.1
OG0002070	XP_035717658.1	XP_031834693.1
OG0002071	XP_035741025.1	XP_031826472.1
OG0002072	XP_035718675.1	XP_031838065.1, XP_031838061.1, XP_031838064.1, XP_031838063.1, XP_031838067.1, XP_031838066.1, XP_031838062.1, XP_031838069.1
OG0002073	XP_035727915.1	XP_031829663.1, XP_031829664.1
OG0002074	XP_035740830.1	XP_031847449.1, XP_031847451.1
OG0002075	XP_035720687.1	XP_031846636.1
OG0002076	XP_035719131.1	XP_031829622.1
OG0002077	XP_035721646.1	XP_031840976.1
OG0002078	XP_035740068.1	XP_031838519.1
OG0002080	XP_035727188.1	XP_031844578.1
OG0002081	XP_035741097.1, XP_035741095.1, XP_035741098.1, XP_035741094.1	XP_031830016.1
OG0002082	XP_035724663.1	XP_031840140.1, XP_031840139.1, XP_031840138.1, XP_031840141.1, XP_031840142.1
OG0002083	XP_035718959.1	XP_031825902.1
