Orthogroup	Vespa_mandarinia	Osmia_bicornis
OG0001977	XP_035722673.1, XP_035722672.1, XP_035722674.1, XP_035722372.1, XP_035722373.1, XP_035722374.1	XP_029051592.1
OG0001978	XP_035730641.1, XP_035730640.1	XP_029040668.1
OG0001979	XP_035730883.1	XP_029035120.1, XP_029035125.1
OG0001980	XP_035742245.1	XP_029052213.1, XP_029052203.1
OG0001981	XP_035743060.1	XP_029038786.1
OG0001984	XP_035723702.1	XP_029042957.1, XP_029042956.1
OG0001987	XP_035719828.1, XP_035719827.1	XP_029044998.1, XP_029044999.1, XP_029044997.1
OG0001988	XP_035743498.1, XP_035743493.1, XP_035743497.1, XP_035743496.1, XP_035743495.1	XP_029055506.1, XP_029055505.1
OG0001989	XP_035741394.1	XP_029053234.1
OG0001991	XP_035739539.1, XP_035739538.1, XP_035739540.1	XP_029049382.1, XP_029049384.1, XP_029049383.1
OG0001992	XP_035739800.1	XP_029037031.1, XP_029037032.1
OG0001993	XP_035743880.1, XP_035743881.1	XP_029040995.1, XP_029040996.1, XP_029040994.1
OG0001994	XP_035738629.1	XP_029045068.1
OG0001995	XP_035740451.1	XP_029042245.1
OG0001997	XP_035732100.1	XP_029049977.1
OG0001999	XP_035736872.1, XP_035736871.1	XP_029045563.1, XP_029042449.1
OG0002000	XP_035728548.1	XP_029041055.1
OG0002001	XP_035722607.1, XP_035722608.1	XP_029052793.1
OG0002002	XP_035722422.1	XP_029047674.1
OG0002003	XP_035742384.1	XP_029048595.1
OG0002004	XP_035723661.1	XP_029045839.1
OG0002005	XP_035738615.1, XP_035738635.1, XP_035738624.1	XP_029050228.1
OG0002006	XP_035743207.1	XP_029052802.1
OG0002007	XP_035724428.1	XP_029042124.1, XP_029042137.1
OG0002009	XP_035719674.1	XP_029043919.1
OG0002010	XP_035740514.1, XP_035740516.1	XP_029045105.1
OG0002011	XP_035721307.1, XP_035721303.1, XP_035721305.1, XP_035721306.1, XP_035721304.1	XP_029032960.1
OG0002012	XP_035743310.1	XP_029036287.1
OG0002013	XP_035739957.1, XP_035739977.1, XP_035739988.1, XP_035739949.1, XP_035739940.1, XP_035739932.1, XP_035739968.1	XP_029038171.1
OG0002014	XP_035727696.1	XP_029049249.1, XP_029049235.1
OG0002015	XP_035733182.1	XP_029042788.1, XP_029042789.1, XP_029042790.1, XP_029042791.1
OG0002016	XP_035720900.1, XP_035720899.1, XP_035720901.1	XP_029054454.1
OG0002017	XP_035735019.1, XP_035734958.1	XP_029052496.1
OG0002018	XP_035739377.1	XP_029052993.1
OG0002019	XP_035738821.1	XP_029049772.1
OG0002020	XP_035723851.1	XP_029032679.1, XP_029032672.1
OG0002021	XP_035739280.1	XP_029052655.1, XP_029052663.1, XP_029052674.1
OG0002022	XP_035726378.1	XP_029032981.1
OG0002023	XP_035736419.1	XP_029049945.1, XP_029049943.1
OG0002024	XP_035724575.1, XP_035724576.1, XP_035724574.1	XP_029036015.1
OG0002025	XP_035739826.1	XP_029034323.1
OG0002026	XP_035733070.1	XP_029050487.1
OG0002027	XP_035741150.1, XP_035741151.1, XP_035741153.1, XP_035741149.1, XP_035741152.1	XP_029045260.1
OG0002028	XP_035735967.1	XP_029035230.1, XP_029035231.1
OG0002029	XP_035727801.1	XP_029049852.1, XP_029050726.1
OG0002030	XP_035725953.1	XP_029034727.1
OG0002032	XP_035732726.1, XP_035732732.1	XP_029046713.1, XP_029046709.1
OG0002033	XP_035735178.1	XP_029047647.1
OG0002034	XP_035720445.1, XP_035720443.1, XP_035720444.1, XP_035720446.1	XP_029053473.1, XP_029053472.1
OG0002036	XP_035720251.1	XP_029031953.1, XP_029031952.1
OG0002037	XP_035739511.1, XP_035720360.1	XP_029051984.1
OG0002038	XP_035722315.1	XP_029034993.1
OG0002039	XP_035730921.1	XP_029052743.1
OG0002040	XP_035727156.1	XP_029037655.1, XP_029037656.1
OG0002041	XP_035730098.1	XP_029034595.1, XP_029034597.1, XP_029034596.1
OG0002042	XP_035735376.1	XP_029037435.1
OG0002043	XP_035719124.1, XP_035719123.1	XP_029038149.1
OG0002044	XP_035732094.1	XP_029044454.1
OG0002045	XP_035739767.1	XP_029038475.1
OG0002046	XP_035735974.1	XP_029035860.1
OG0002047	XP_035738257.1	XP_029047980.1
OG0002048	XP_035739918.1, XP_035739912.1	XP_029034257.1, XP_029034247.1
OG0002049	XP_035719010.1	XP_029045092.1
OG0002050	XP_035739158.1	XP_029047468.1
OG0002052	XP_035720452.1	XP_029039200.1
OG0002053	XP_035735927.1	XP_029032752.1
OG0002054	XP_035735815.1, XP_035735822.1	XP_029039271.1, XP_029039268.1
OG0002055	XP_035740573.1	XP_029047682.1, XP_029039906.1, XP_029052417.1
OG0002056	XP_035736544.1, XP_035736545.1	XP_029049390.1
OG0002057	XP_035723084.1, XP_035723083.1, XP_035723080.1, XP_035723082.1, XP_035723079.1, XP_035723085.1	XP_029045426.1, XP_029045424.1, XP_029045427.1
OG0002058	XP_035740136.1	XP_029035452.1
OG0002059	XP_035727142.1, XP_035727141.1	XP_029032800.1
OG0002060	XP_035719880.1, XP_035719882.1	XP_029038247.1, XP_029038250.1
OG0002061	XP_035741357.1	XP_029047217.1
OG0002062	XP_035720264.1	XP_029046973.1
OG0002063	XP_035717995.1, XP_035717987.1, XP_035718004.1	XP_029040517.1
OG0002064	XP_035734293.1, XP_035734294.1	XP_029052106.1, XP_029052107.1
OG0002065	XP_035721238.1	XP_029041901.1
OG0002066	XP_035739648.1	XP_029040918.1, XP_029040919.1
OG0002067	XP_035727493.1	XP_029045229.1
OG0002068	XP_035743353.1	XP_029056546.1
OG0002069	XP_035740810.1, XP_035741174.1	XP_029051814.1
OG0002070	XP_035717658.1	XP_029043227.1, XP_029043226.1
OG0002071	XP_035741025.1	XP_029032309.1
OG0002072	XP_035718675.1	XP_029052878.1, XP_029052879.1
OG0002073	XP_035727915.1	XP_029050318.1
OG0002074	XP_035740830.1	XP_029053252.1, XP_029053244.1
OG0002075	XP_035720687.1	XP_029045743.1
OG0002076	XP_035719131.1	XP_029047150.1
OG0002077	XP_035721646.1	XP_029033041.1
OG0002078	XP_035740068.1	XP_029042635.1
OG0002080	XP_035727188.1	XP_029047198.1
OG0002081	XP_035741097.1, XP_035741095.1, XP_035741098.1, XP_035741094.1	XP_029052297.1
OG0002082	XP_035724663.1	XP_029048091.1, XP_029048090.1
OG0002083	XP_035718959.1	XP_029039991.1
OG0002084	XP_035728399.1	XP_029038605.1
OG0002085	XP_035724969.1, XP_035724970.1, XP_035724968.1	XP_029042716.1
OG0002086	XP_035740909.1	XP_029039847.1, XP_029039849.1, XP_029039846.1
OG0002087	XP_035719326.1	XP_029042330.1
OG0002088	XP_035719764.1, XP_035719765.1	XP_029034430.1
OG0002089	XP_035720333.1, XP_035720336.1	XP_029032834.1
OG0002090	XP_035736793.1, XP_035736794.1, XP_035736796.1, XP_035736795.1	XP_029037578.1, XP_029037577.1
OG0002091	XP_035719020.1	XP_029045077.1, XP_029045076.1, XP_029045078.1
OG0002092	XP_035724954.1	XP_029048628.1
OG0002093	XP_035728201.1	XP_029032079.1
OG0002094	XP_035722393.1	XP_029051594.1
OG0002095	XP_035727860.1	XP_029036198.1, XP_029036200.1, XP_029036199.1
OG0002096	XP_035728116.1	XP_029047812.1, XP_029047813.1
OG0002097	XP_035734565.1	XP_029036899.1
OG0002098	XP_035728920.1	XP_029044789.1
OG0002099	XP_035723708.1	XP_029038525.1, XP_029038526.1
OG0002100	XP_035718610.1, XP_035718617.1	XP_029051458.1
OG0002101	XP_035733659.1, XP_035733662.1	XP_029037300.1
OG0002102	XP_035732555.1	XP_029042854.1, XP_029042853.1
OG0002103	XP_035733861.1	XP_029032664.1
OG0002104	XP_035724351.1	XP_029052535.1
OG0002105	XP_035731174.1	XP_029055494.1, XP_029053852.1, XP_029053901.1, XP_029055485.1, XP_029055476.1, XP_029055468.1, XP_029053963.1, XP_029054021.1
OG0002106	XP_035721552.1, XP_035721556.1	XP_029041832.1, XP_029041831.1, XP_029041830.1
OG0002107	XP_035733340.1, XP_035733341.1	XP_029046018.1, XP_029046017.1
OG0002108	XP_035724044.1	XP_029044394.1, XP_029044395.1
OG0002109	XP_035718566.1, XP_035718394.1, XP_035718474.1, XP_035718656.1	XP_029038919.1
OG0002110	XP_035729328.1	XP_029032760.1, XP_029032761.1
OG0002111	XP_035732279.1, XP_035732278.1, XP_035732275.1, XP_035732277.1, XP_035732276.1, XP_035732274.1	XP_029033693.1, XP_029033526.1
OG0002113	XP_035741707.1	XP_029047510.1, XP_029047511.1, XP_029051392.1
OG0002114	XP_035730818.1	XP_029046459.1, XP_029046460.1
OG0002115	XP_035729727.1, XP_035729726.1	XP_029032421.1
OG0002116	XP_035733768.1	XP_029053416.1
OG0002117	XP_035734240.1	XP_029035968.1
OG0002118	XP_035728940.1, XP_035728941.1	XP_029047811.1, XP_029047809.1
OG0002119	XP_035726268.1	XP_029037275.1
OG0002120	XP_035737273.1	XP_029048939.1
OG0002121	XP_035732878.1, XP_035732876.1	XP_029036617.1, XP_029036614.1
OG0002122	XP_035722267.1	XP_029041453.1
OG0002123	XP_035736862.1, XP_035736863.1	XP_029049483.1
OG0002124	XP_035730938.1, XP_035730937.1, XP_035730933.1, XP_035730934.1, XP_035730939.1, XP_035730935.1	XP_029050950.1
OG0002125	XP_035733410.1	XP_029051520.1, XP_029051518.1, XP_029051519.1
OG0002126	XP_035735563.1	XP_029053942.1
OG0002127	XP_035726427.1, XP_035726428.1	XP_029041638.1
OG0002128	XP_035731211.1	XP_029052868.1
OG0002129	XP_035737664.1	XP_029040093.1
OG0002130	XP_035734204.1, XP_035734203.1	XP_029040129.1
OG0002131	XP_035719517.1	XP_029049922.1
OG0002132	XP_035741835.1, XP_035741840.1	XP_029043534.1
OG0002134	XP_035719970.1	XP_029038271.1
OG0002136	XP_035735644.1	XP_029048351.1
OG0002137	XP_035731787.1	XP_029045148.1
OG0002138	XP_035725182.1	XP_029036791.1
OG0002139	XP_035728880.1	XP_029039907.1
OG0002140	XP_035729171.1	XP_029050039.1, XP_029050041.1, XP_029050040.1
OG0002141	XP_035720637.1, XP_035720632.1	XP_029046415.1, XP_029046414.1
OG0002142	XP_035734948.1	XP_029048390.1
OG0002143	XP_035729203.1, XP_035729213.1	XP_029050042.1
OG0002144	XP_035718592.1	XP_029044655.1
OG0002145	XP_035719132.1	XP_029042644.1
OG0002146	XP_035731749.1	XP_029056116.1, XP_029056118.1, XP_029056119.1, XP_029056115.1
OG0002147	XP_035718680.1	XP_029041538.1
OG0002148	XP_035722533.1	XP_029052846.1
OG0002149	XP_035734711.1, XP_035734712.1	XP_029043353.1, XP_029043362.1
OG0002150	XP_035731133.1	XP_029049660.1
OG0002151	XP_035735228.1	XP_029056168.1
OG0002152	XP_035727108.1	XP_029048128.1
OG0002153	XP_035740030.1, XP_035740028.1	XP_029037450.1
OG0002154	XP_035717597.1	XP_029045659.1
OG0002155	XP_035739887.1	XP_029034370.1
OG0002156	XP_035717280.1, XP_035717274.1	XP_029033337.1
OG0002157	XP_035723199.1	XP_029035254.1, XP_029035251.1, XP_029035252.1
OG0002158	XP_035733783.1	XP_029045872.1
OG0002159	XP_035719711.1	XP_029041711.1
OG0002160	XP_035731772.1	XP_029037355.1
OG0002161	XP_035724581.1	XP_029036040.1, XP_029036039.1, XP_029036038.1, XP_029036036.1, XP_029036041.1
OG0002163	XP_035736595.1, XP_035736594.1, XP_035736597.1	XP_029047194.1
OG0002164	XP_035729378.1, XP_035729373.1	XP_029045382.1, XP_029045366.1
OG0002165	XP_035725968.1	XP_029035286.1
OG0002166	XP_035742335.1, XP_035742332.1	XP_029052248.1
OG0002167	XP_035743036.1	XP_029032474.1, XP_029032477.1
OG0002168	XP_035733569.1	XP_029054981.1
OG0002169	XP_035730230.1	XP_029046336.1
OG0002170	XP_035717789.1	XP_029045618.1
OG0002171	XP_035736697.1	XP_029039598.1
OG0002172	XP_035726761.1	XP_029056506.1, XP_029056505.1, XP_029056504.1, XP_029056503.1, XP_029056507.1
OG0002173	XP_035722407.1	XP_029047662.1
OG0002174	XP_035726475.1	XP_029053813.1, XP_029053822.1, XP_029053125.1, XP_029053133.1, XP_029053140.1, XP_029053809.1
OG0002175	XP_035744064.1, XP_035744049.1	XP_029052378.1
OG0002177	XP_035719135.1, XP_035719136.1, XP_035719137.1	XP_029051058.1, XP_029051057.1
OG0002178	XP_035718171.1	XP_029051077.1
OG0002179	XP_035735938.1	XP_029046820.1
OG0002180	XP_035739753.1, XP_035739752.1	XP_029054459.1, XP_029054458.1, XP_029054460.1, XP_029054457.1
OG0002181	XP_035738292.1, XP_035738302.1	XP_029037339.1
OG0002182	XP_035737539.1	XP_029054534.1
OG0002183	XP_035724470.1, XP_035724478.1	XP_029042142.1, XP_029042143.1
OG0002184	XP_035742837.1	XP_029042122.1
OG0002184	XP_035734166.1	XP_029046466.1
OG0002185	XP_035727623.1	XP_029035062.1, XP_029035067.1
OG0002186	XP_035719396.1	XP_029051773.1
OG0002187	XP_035721914.1, XP_035721915.1	XP_029033236.1, XP_029033238.1, XP_029033237.1
OG0002188	XP_035726399.1	XP_029042329.1, XP_029042280.1, XP_029042270.1
OG0002189	XP_035733181.1, XP_035733180.1	XP_029052966.1
OG0002190	XP_035722248.1, XP_035722249.1, XP_035722250.1	XP_029050858.1
OG0002191	XP_035738117.1, XP_035738115.1	XP_029050437.1
OG0002192	XP_035730132.1, XP_035730131.1	XP_029042819.1
OG0002193	XP_035721519.1	XP_029043528.1
OG0002194	XP_035741186.1	XP_029047274.1
OG0002195	XP_035719364.1, XP_035719362.1	XP_029048898.1, XP_029048897.1
OG0002196	XP_035732389.1	XP_029037560.1
OG0002197	XP_035743995.1	XP_029054564.1
OG0002198	XP_035729653.1	XP_029035244.1
OG0002199	XP_035726488.1, XP_035726489.1	XP_029052941.1, XP_029052717.1
OG0002200	XP_035725818.1	XP_029041244.1
OG0002201	XP_035727118.1	XP_029039415.1, XP_029039404.1
OG0002202	XP_035732865.1	XP_029042830.1, XP_029042835.1
OG0002203	XP_035725983.1	XP_029038066.1
OG0002204	XP_035724217.1	XP_029042170.1, XP_029042171.1
OG0002205	XP_035741643.1	XP_029050796.1
OG0002206	XP_035729404.1	XP_029044638.1
OG0002208	XP_035717953.1, XP_035717955.1, XP_035717954.1	XP_029035729.1, XP_029035730.1
OG0002209	XP_035731912.1	XP_029049508.1
OG0002211	XP_035732481.1	XP_029051337.1
OG0002213	XP_035732039.1, XP_035732038.1	XP_029044030.1, XP_029044115.1, XP_029045289.1, XP_029045378.1
OG0002214	XP_035738119.1, XP_035738118.1	XP_029050390.1
OG0002215	XP_035717904.1	XP_029045736.1, XP_029045739.1
OG0002217	XP_035742441.1	XP_029049896.1
OG0002218	XP_035738206.1, XP_035738205.1	XP_029056082.1, XP_029056085.1
OG0002219	XP_035727483.1, XP_035727484.1	XP_029056432.1
OG0002220	XP_035719836.1, XP_035719837.1	XP_029048693.1
OG0002222	XP_035724716.1, XP_035724709.1	XP_029052268.1
OG0002223	XP_035730744.1	XP_029047378.1
OG0002224	XP_035730549.1, XP_035730552.1	XP_029034369.1, XP_029034373.1, XP_029034372.1
OG0002225	XP_035736391.1, XP_035736394.1, XP_035736393.1, XP_035736390.1	XP_029049931.1
OG0002226	XP_035742558.1	XP_029035715.1, XP_029035716.1, XP_029035714.1, XP_029035713.1
OG0002227	XP_035718241.1, XP_035718238.1, XP_035718237.1, XP_035718239.1, XP_035718240.1, XP_035718235.1, XP_035718234.1, XP_035718236.1	XP_029036805.1
OG0002228	XP_035731902.1	XP_029049493.1
OG0002229	XP_035718028.1, XP_035718025.1	XP_029049754.1, XP_029049755.1, XP_029049753.1, XP_029049746.1
OG0002230	XP_035733576.1, XP_035733579.1, XP_035733577.1, XP_035733575.1, XP_035733580.1, XP_035733581.1	XP_029032430.1, XP_029032428.1
OG0002236	XP_035720340.1	XP_029032694.1, XP_029032692.1, XP_029032693.1
OG0002237	XP_035719365.1	XP_029048908.1
OG0002238	XP_035721079.1, XP_035721080.1	XP_029042978.1
OG0002239	XP_035743409.1, XP_035743410.1, XP_035743412.1, XP_035743411.1	XP_029050080.1
OG0002240	XP_035718141.1, XP_035718144.1, XP_035718142.1	XP_029033302.1
OG0002241	XP_035734936.1, XP_035734937.1, XP_035734938.1	XP_029039470.1
OG0002242	XP_035726790.1	XP_029054472.1
OG0002243	XP_035725084.1	XP_029048574.1
OG0002244	XP_035740441.1	XP_029033280.1
OG0002245	XP_035742737.1, XP_035742741.1	XP_029046152.1
OG0002246	XP_035736444.1, XP_035736446.1	XP_029051003.1
OG0002247	XP_035738974.1	XP_029032799.1
OG0002248	XP_035743408.1	XP_029050114.1
OG0002249	XP_035725715.1	XP_029055403.1
OG0002250	XP_035719265.1	XP_029033229.1
OG0002251	XP_035736000.1	XP_029055531.1
OG0002252	XP_035730855.1, XP_035730854.1	XP_029042475.1
OG0002253	XP_035721215.1	XP_029037085.1
OG0002254	XP_035729455.1, XP_035729454.1	XP_029048906.1, XP_029048907.1
OG0002255	XP_035729788.1	XP_029038040.1
OG0002256	XP_035725178.1, XP_035725179.1	XP_029035110.1
OG0002257	XP_035743886.1	XP_029042503.1
OG0002258	XP_035718038.1	XP_029035687.1
OG0002259	XP_035724390.1	XP_029051035.1
OG0002260	XP_035743186.1, XP_035743187.1	XP_029047981.1
OG0002261	XP_035732705.1	XP_029036469.1
OG0002262	XP_035720006.1	XP_029051215.1
OG0002263	XP_035733818.1	XP_029034849.1
OG0002264	XP_035730925.1	XP_029052750.1
OG0002265	XP_035726214.1	XP_029032663.1
OG0002267	XP_035722658.1	XP_029035577.1, XP_029035578.1
OG0002268	XP_035734272.1, XP_035734271.1	XP_029035980.1, XP_029035982.1
OG0002269	XP_035728936.1	XP_029055665.1
OG0002270	XP_035742720.1	XP_029046183.1, XP_029046184.1
OG0002271	XP_035723765.1, XP_035723766.1, XP_035723768.1	XP_029033138.1
OG0002272	XP_035720706.1, XP_035720733.1, XP_035720715.1, XP_035720724.1, XP_035720752.1, XP_035720743.1, XP_035720762.1, XP_035720772.1	XP_029032447.1
OG0002273	XP_035725230.1, XP_035725224.1, XP_035725223.1, XP_035725226.1, XP_035725225.1, XP_035725228.1, XP_035725227.1, XP_035725229.1	XP_029051730.1
OG0002274	XP_035721562.1, XP_035721563.1	XP_029044476.1, XP_029044477.1
OG0002275	XP_035726962.1	XP_029043196.1
OG0002276	XP_035720282.1	XP_029032821.1, XP_029032822.1
OG0002277	XP_035719710.1	XP_029038820.1, XP_029038821.1
OG0002278	XP_035718348.1	XP_029049038.1
OG0002279	XP_035720745.1, XP_035720744.1	XP_029048586.1
OG0002280	XP_035720650.1	XP_029037328.1, XP_029037327.1
OG0002281	XP_035739708.1	XP_029035219.1
OG0002282	XP_035737804.1, XP_035737803.1, XP_035737802.1, XP_035737801.1, XP_035737807.1, XP_035737806.1, XP_035737808.1, XP_035737805.1	XP_029031937.1
OG0002283	XP_035735099.1	XP_029047621.1
OG0002284	XP_035718169.1	XP_029051101.1
OG0002285	XP_035727891.1	XP_029039160.1, XP_029039159.1
OG0002286	XP_035725403.1	XP_029042803.1, XP_029042813.1, XP_029042784.1, XP_029042472.1, XP_029042480.1, XP_029042490.1, XP_029042794.1
OG0002287	XP_035729158.1	XP_029038717.1
OG0002288	XP_035719112.1	XP_029042613.1, XP_029042612.1
OG0002289	XP_035725866.1, XP_035725870.1	XP_029032260.1
OG0002290	XP_035740779.1, XP_035740778.1	XP_029047372.1, XP_029047369.1
OG0002291	XP_035735996.1	XP_029039472.1
OG0002292	XP_035743945.1	XP_029037814.1
OG0002293	XP_035733873.1	XP_029041951.1, XP_029041928.1
OG0002294	XP_035729361.1, XP_035729364.1	XP_029037280.1, XP_029040202.1, XP_029040204.1
OG0002295	XP_035742998.1	XP_029056498.1
OG0002296	XP_035734391.1, XP_035734379.1	XP_029047346.1
OG0002297	XP_035718231.1, XP_035718228.1, XP_035718229.1, XP_035718230.1	XP_029036152.1, XP_029036151.1
OG0002298	XP_035739926.1	XP_029046253.1
OG0002299	XP_035725946.1, XP_035725956.1	XP_029044596.1
OG0002300	XP_035724199.1	XP_029056143.1, XP_029056141.1
OG0002301	XP_035732048.1	XP_029045310.1
OG0002302	XP_035738784.1, XP_035738785.1	XP_029049635.1
OG0002303	XP_035729188.1	XP_029036002.1
OG0002304	XP_035731450.1	XP_029048055.1, XP_029048065.1
OG0002305	XP_035725704.1	XP_029043047.1
OG0002306	XP_035719202.1, XP_035719198.1, XP_035719199.1, XP_035719201.1, XP_035719200.1	XP_029042021.1, XP_029042020.1
OG0002307	XP_035737063.1, XP_035737062.1	XP_029040372.1
OG0002308	XP_035727006.1	XP_029039388.1
OG0002309	XP_035727296.1	XP_029037663.1
OG0002310	XP_035728607.1	XP_029038995.1, XP_029038994.1
OG0002311	XP_035743601.1	XP_029032402.1
OG0002312	XP_035736341.1	XP_029049269.1
OG0002313	XP_035732904.1	XP_029032650.1
OG0002314	XP_035743058.1	XP_029038798.1
OG0002315	XP_035740687.1	XP_029045415.1
OG0002316	XP_035717786.1	XP_029037166.1
OG0002317	XP_035739796.1	XP_029033725.1
OG0002318	XP_035736846.1	XP_029055781.1
OG0002319	XP_035744047.1, XP_035744045.1, XP_035744046.1	XP_029040313.1
OG0002320	XP_035717780.1	XP_029045570.1
OG0002321	XP_035731011.1	XP_029035164.1
OG0002322	XP_035723983.1, XP_035723979.1, XP_035723966.1, XP_035723968.1, XP_035723984.1	XP_029049004.1
OG0002323	XP_035741372.1	XP_029042948.1
OG0002324	XP_035720204.1, XP_035720202.1	XP_029034121.1, XP_029034120.1
OG0002325	XP_035720987.1, XP_035720985.1	XP_029039127.1
OG0002326	XP_035743082.1	XP_029038313.1, XP_029038311.1, XP_029038314.1
OG0002327	XP_035740565.1, XP_035740566.1	XP_029041842.1, XP_029041841.1, XP_029041840.1, XP_029041839.1
OG0002328	XP_035717260.1	XP_029051334.1
OG0002329	XP_035744024.1, XP_035744021.1, XP_035744022.1, XP_035744023.1	XP_029034536.1, XP_029034505.1
OG0002331	XP_035733121.1, XP_035733122.1	XP_029043821.1, XP_029043812.1
OG0002332	XP_035730500.1	XP_029053542.1
OG0002333	XP_035729145.1	XP_029049328.1
OG0002334	XP_035719287.1	XP_029046547.1, XP_029046543.1
OG0002335	XP_035718060.1, XP_035718062.1, XP_035718061.1	XP_029036164.1
OG0002336	XP_035731375.1	XP_029035863.1
OG0002337	XP_035736060.1	XP_029037778.1
OG0002338	XP_035742588.1	XP_029051053.1, XP_029051054.1, XP_029051051.1, XP_029051052.1, XP_029051055.1
OG0002339	XP_035722578.1, XP_035722576.1, XP_035722577.1	XP_029033525.1, XP_029033570.1
OG0002340	XP_035723250.1	XP_029040797.1
OG0002341	XP_035740120.1	XP_029035442.1
OG0002342	XP_035737248.1	XP_029053610.1, XP_029053611.1, XP_029053609.1
OG0002343	XP_035730304.1, XP_035730303.1	XP_029040161.1
OG0002344	XP_035731844.1	XP_029052226.1
OG0002345	XP_035727548.1	XP_029041092.1, XP_029041094.1
OG0002346	XP_035727241.1	XP_029038397.1
OG0002347	XP_035737811.1, XP_035737810.1	XP_029036314.1, XP_029036313.1
OG0002348	XP_035730073.1	XP_029039776.1
OG0002349	XP_035734550.1	XP_029033403.1, XP_029033404.1, XP_029033402.1, XP_029033405.1
OG0002350	XP_035733241.1	XP_029039384.1
OG0002351	XP_035739519.1	XP_029039892.1
OG0002352	XP_035724495.1	XP_029035344.1, XP_029035348.1, XP_029035346.1, XP_029035345.1, XP_029035349.1, XP_029035347.1
OG0002353	XP_035730602.1, XP_035730601.1	XP_029047618.1
OG0002354	XP_035735016.1, XP_035735013.1, XP_035735015.1, XP_035735014.1	XP_029045858.1, XP_029045857.1
OG0002355	XP_035730950.1	XP_029037383.1
OG0002356	XP_035742928.1	XP_029033478.1
OG0002357	XP_035732497.1	XP_029032242.1
OG0002358	XP_035736634.1, XP_035736635.1, XP_035736631.1, XP_035736632.1, XP_035736637.1, XP_035736636.1, XP_035736638.1	XP_029033702.1, XP_029033601.1
