Orthogroup	Vespa_mandarinia	Bombyx_mori
OG0001182	XP_035734403.1, XP_035734404.1, XP_035734399.1, XP_035734400.1, XP_035734401.1, XP_035734402.1	XP_037875670.1, XP_037875884.1
OG0001183	XP_035734638.1, XP_035734647.1	XP_037869217.1, XP_037869220.1
OG0001184	XP_035723556.1, XP_035723559.1	XP_012549667.1, XP_012549669.1
OG0001185	XP_035735384.1	XP_037874622.1, NP_001165114.1
OG0001186	XP_035740406.1, XP_035740405.1	XP_004924300.1
OG0001187	XP_035723203.1	XP_012551805.2
OG0001188	XP_035724460.1	XP_004924079.1
OG0001189	XP_035726769.1, XP_035726770.1	XP_037877740.1
OG0001191	XP_035737087.1	XP_021204668.1, XP_037870110.1, XP_021204693.1
OG0001193	XP_035742520.1	NP_001093292.1, XP_021203117.2, NP_001103402.1
OG0001195	XP_035742307.1	XP_037877359.1
OG0001198	XP_035727541.1	XP_004925553.1
OG0001199	XP_035730038.1	XP_012551521.2, XP_021207983.2, XP_037868317.1, XP_037868319.1, XP_037868313.1
OG0001202	XP_035737501.1, XP_035737654.1	XP_037869396.1, XP_037869397.1
OG0001203	XP_035732539.1	NP_001296540.1
OG0001204	XP_035736751.1	XP_037874979.1
OG0001205	XP_035735201.1, XP_035728105.1	XP_004933672.2
OG0001206	XP_035721058.1, XP_035721056.1	XP_004929966.1, XP_037869097.1
OG0001208	XP_035717137.1, XP_035717138.1, XP_035717139.1, XP_035717134.1, XP_035717135.1, XP_035717136.1	XP_037876320.1, XP_012553119.1, XP_021209257.1
OG0001211	XP_035729324.1	XP_021205177.2, XP_021205176.2, XP_021205173.2, XP_004928771.2, XP_021205174.2, XP_012544584.1
OG0001214	XP_035734780.1	NP_001040279.1, XP_012551201.1
OG0001215	XP_035724049.1, XP_035724048.1	XP_037872613.1, XP_037872615.1, XP_021208348.1
OG0001216	XP_035738838.1, XP_035738833.1	XP_012550836.2
OG0001217	XP_035721739.1	XP_004927890.1
OG0001218	XP_035726474.1, XP_035726511.1	NP_001040120.1
OG0001219	XP_035731471.1, XP_035731469.1	XP_004929153.2
OG0001220	XP_035729813.1	XP_004930794.1
OG0001221	XP_035719054.1, XP_035719063.1, XP_035719072.1	XP_012545938.1, NP_001040197.1, XP_004930220.1
OG0001222	XP_035729641.1	XP_004922174.2
OG0001223	XP_035719573.1	XP_037872237.1
OG0001224	XP_035731261.1, XP_035731263.1	XP_004926867.1
OG0001225	XP_035723474.1	NP_001040311.1
OG0001228	XP_035739581.1	XP_012545774.2, XP_037876543.1
OG0001229	XP_035729505.1, XP_035742768.1, XP_035739248.1	NP_001037132.1, XP_012548070.1
OG0001230	XP_035719854.1	NP_001037259.1
OG0001231	XP_035727566.1	XP_037869352.1
OG0001232	XP_035719153.1, XP_035719155.1, XP_035719154.1, XP_035719156.1	XP_037869261.1, XP_037869262.1
OG0001233	XP_035728274.1	XP_012549545.1
OG0001234	XP_035724023.1, XP_035724016.1, XP_035724007.1, XP_035724035.1, XP_035724032.1	XP_037874331.1, XP_021203183.1, XP_004925455.2
OG0001236	XP_035724404.1	XP_004931956.1
OG0001238	XP_035728512.1, XP_035728521.1	XP_021203590.2, XP_021203599.1
OG0001239	XP_035740535.1, XP_035740534.1, XP_035740533.1	XP_012548121.3
OG0001240	XP_035725027.1	NP_001040150.1
OG0001241	XP_035723547.1	XP_012551265.1
OG0001242	XP_035726177.1, XP_035726176.1, XP_035726178.1	XP_021203674.1, XP_004926232.2
OG0001243	XP_035718370.1, XP_035718371.1, XP_035718372.1	XP_004921561.1
OG0001244	XP_035738850.1	XP_004931363.1
OG0001245	XP_035737673.1, XP_035737672.1, XP_035737671.1, XP_035737674.1, XP_035737675.1	XP_012547946.1, XP_021205147.1, XP_037871844.1, XP_037871843.1
OG0001246	XP_035737565.1, XP_035737563.1, XP_035737561.1, XP_035737564.1, XP_035737562.1	XP_021205319.1, XP_021205320.1, XP_012547940.1, XP_021205318.1
OG0001247	XP_035725765.1	NP_001280620.1, XP_012547444.1
OG0001248	XP_035735325.1	NP_001266436.1
OG0001249	XP_035735407.1, XP_035735406.1, XP_035735405.1	XP_037873698.1
OG0001250	XP_035743373.1, XP_035743374.1, XP_035743370.1, XP_035743372.1	XP_012547191.3, XP_037871060.1
OG0001253	XP_035735474.1	XP_037868796.1
OG0001254	XP_035739927.1	XP_012548031.1
OG0001255	XP_035722007.1	XP_004932670.4
OG0001256	XP_035742831.1	XP_037870663.1, NP_001036985.1
OG0001257	XP_035728567.1, XP_035728568.1, XP_035728570.1, XP_035728569.1	XP_012546555.1
OG0001258	XP_035725337.1, XP_035725333.1	XP_037870191.1
OG0001259	XP_035724070.1	XP_037874041.1
OG0001260	XP_035727987.1, XP_035727983.1	NP_001040211.1
OG0001261	XP_035728087.1	XP_021208090.1
OG0001262	XP_035724983.1, XP_035724982.1	XP_021205442.1
OG0001263	XP_035731867.1, XP_035731862.1, XP_035731863.1, XP_035731864.1, XP_035731866.1	NP_001037452.1
OG0001264	XP_035729267.1, XP_035729266.1, XP_035729268.1	XP_037867170.1
OG0001265	XP_035743256.1	NP_001266388.1
OG0001267	XP_035718937.1	XP_037866491.1
OG0001268	XP_035725305.1, XP_035725304.1	XP_021205844.2
OG0001269	XP_035730718.1, XP_035730720.1	XP_037869606.1
OG0001270	XP_035732803.1, XP_035732802.1, XP_035732801.1, XP_035732800.1	NP_001040175.1
OG0001272	XP_035724189.1	XP_037871475.1, NP_001093314.1, NP_001098702.1, NP_001098700.1
OG0001273	XP_035719773.1, XP_035719772.1, XP_035719770.1	XP_037866725.1, NP_001116823.2
OG0001274	XP_035720662.1, XP_035720661.1	XP_012544435.2
OG0001275	XP_035735154.1, XP_035735153.1	XP_037875688.1
OG0001277	XP_035739371.1, XP_035739372.1, XP_035739369.1, XP_035739370.1, XP_035739367.1, XP_035739368.1, XP_035739365.1, XP_035739366.1, XP_035739364.1, XP_035739373.1	XP_004931850.2, XP_021207347.2
OG0001278	XP_035718527.1, XP_035718526.1, XP_035718525.1, XP_035718528.1	XP_037875820.1
OG0001279	XP_035727026.1, XP_035727025.1, XP_035727031.1, XP_035727032.1	XP_012546213.2
OG0001280	XP_035744237.1, XP_035744236.1, XP_035744235.1	XP_012550549.1, NP_001098067.2
OG0001281	XP_035737905.1, XP_035737904.1	XP_004932331.1
OG0001283	XP_035739286.1, XP_035739285.1, XP_035739284.1	XP_012551935.1, NP_001037644.1
OG0001284	XP_035734609.1, XP_035734611.1	XP_012544695.2, XP_012544697.2
OG0001285	XP_035740325.1, XP_035742598.1, XP_035722529.1, XP_035742631.1	XP_037872259.1
OG0001286	XP_035743126.1	XP_004933304.1
OG0001287	XP_035729932.1, XP_035729930.1, XP_035729935.1, XP_035729939.1	XP_037874173.1
OG0001288	XP_035744139.1	XP_037876362.1
OG0001289	XP_035718903.1, XP_035718904.1, XP_035718901.1, XP_035718899.1, XP_035718900.1, XP_035718898.1	XP_004922571.1
OG0001291	XP_035739775.1, XP_035739774.1, XP_035739777.1, XP_035739776.1, XP_035739773.1, XP_035739781.1, XP_035739779.1, XP_035739778.1	XP_021202357.1, NP_001037055.1
OG0001292	XP_035740631.1, XP_035740630.1, XP_035740629.1, XP_035740628.1	XP_037877060.1
OG0001293	XP_035719793.1	XP_004923001.1, XP_004923002.1
OG0001294	XP_035736216.1	XP_021204295.1
OG0001295	XP_035732764.1	XP_004933504.2, XP_037873395.1
OG0001298	XP_035732584.1, XP_035732585.1, XP_035732582.1, XP_035732583.1	XP_037867209.1
OG0001299	XP_035727772.1	XP_004928614.1
OG0001300	XP_035719088.1, XP_035719087.1	XP_037876736.1
OG0001301	XP_035721452.1, XP_035721453.1, XP_035721454.1, XP_035721456.1, XP_035721455.1, XP_035721457.1	XP_037869383.1
OG0001302	XP_035717663.1	XP_037870217.1, XP_037870210.1
OG0001303	XP_035737788.1, XP_035737782.1	XP_037875592.1, XP_037875594.1
OG0001304	XP_035731088.1, XP_035731087.1	XP_004930048.2
OG0001305	XP_035741182.1	NP_001108348.1
OG0001306	XP_035725748.1	XP_037872003.1, XP_037872009.1
OG0001307	XP_035739052.1, XP_035739051.1, XP_035739043.1	XP_037871814.1
OG0001308	XP_035719094.1, XP_035719093.1, XP_035719092.1, XP_035719091.1, XP_035719096.1	XP_037868945.1, XP_004931237.2
OG0001310	XP_035743105.1	XP_004931319.1
OG0001312	XP_035725122.1	NP_001040409.1
OG0001313	XP_035742168.1	XP_004931506.1
OG0001314	XP_035725375.1	XP_037868789.1, XP_037868793.1, XP_037868792.1, XP_037868791.1, XP_037868790.1, XP_037868795.1, XP_037868794.1
OG0001315	XP_035728566.1	XP_037871474.1, XP_012546336.2
OG0001316	XP_035743974.1	NP_001036998.2
OG0001317	XP_035735882.1	XP_004930756.1
OG0001318	XP_035742971.1	XP_037866753.1, NP_001040253.1
OG0001320	XP_035726547.1, XP_035726469.1, XP_035726632.1	XP_004924759.1, XP_004924776.1
OG0001322	XP_035724644.1	XP_012545066.1, XP_012545062.1
OG0001323	XP_035742444.1	NP_001166748.1
OG0001328	XP_035731698.1, XP_035731696.1, XP_035731697.1, XP_035731700.1, XP_035731701.1, XP_035731699.1	XP_004923057.1
OG0001329	XP_035721000.1, XP_035720999.1	XP_004927515.1, XP_037873856.1
OG0001330	XP_035731423.1	XP_037874170.1
OG0001331	XP_035742340.1	XP_021204676.1, NP_001037564.1
OG0001332	XP_035741316.1	NP_001037586.1
OG0001333	XP_035728809.1, XP_035728808.1	XP_037871533.1, NP_001037243.1
OG0001334	XP_035744111.1	XP_012545428.1, NP_001136083.1
OG0001335	XP_035728151.1, XP_035728152.1, XP_035728155.1	XP_004930207.1, XP_004930205.1
OG0001337	XP_035729631.1	XP_004930268.2, XP_012544537.2
OG0001338	XP_035736800.1	XP_037868459.1
OG0001339	XP_035717770.1, XP_035717329.1, XP_035717330.1, XP_035717331.1	NP_001244268.1, NP_001266404.1
OG0001340	XP_035733304.1	NP_001037165.1, XP_012545340.1
OG0001341	XP_035719768.1, XP_035719767.1	XP_004932389.1
OG0001342	XP_035730554.1	XP_037866745.1, NP_001037011.1
OG0001343	XP_035735794.1, XP_035735796.1	XP_037875228.1
OG0001345	XP_035724254.1	XP_004930391.1
OG0001346	XP_035743533.1	XP_037867854.1, XP_037867853.1, XP_037867852.1
OG0001347	XP_035721417.1	XP_004924763.1
OG0001348	XP_035739297.1, XP_035739295.1, XP_035739294.1, XP_035739292.1, XP_035739291.1, XP_035739293.1, XP_035739289.1, XP_035739296.1	XP_037868035.1
OG0001349	XP_035737275.1	XP_037868296.1, XP_004932184.1
OG0001350	XP_035728041.1	XP_021206894.1, XP_037877388.1, XP_037877464.1, NP_001093288.1
OG0001351	XP_035736225.1	XP_004927142.1
OG0001352	XP_035726719.1	XP_012550733.1
OG0001353	XP_035733802.1, XP_035733803.1, XP_035733801.1	XP_004922173.1
OG0001354	XP_035719802.1	XP_037873431.1, XP_037873434.1
OG0001355	XP_035742236.1, XP_035742247.1	XP_012552803.2
OG0001356	XP_035719999.1, XP_035720001.1, XP_035720000.1, XP_035720002.1	XP_012548900.1
OG0001357	XP_035725865.1	XP_021209301.1, XP_021209300.1
OG0001359	XP_035724375.1	NP_001040366.1, XP_004930970.1
OG0001362	XP_035719686.1	XP_004922990.2
OG0001363	XP_035734648.1	XP_004929272.1
OG0001364	XP_035732915.1, XP_035732913.1, XP_035732914.1	XP_012552135.1
OG0001365	XP_035743429.1	NP_001171773.1
OG0001366	XP_035728562.1	XP_021208338.1
OG0001368	XP_035717255.1	XP_004930597.1
OG0001369	XP_035733443.1	XP_021209165.1, XP_004923234.1
OG0001370	XP_035721187.1	XP_004925873.1
OG0001371	XP_035738382.1	XP_021208861.2
OG0001373	XP_035723967.1, XP_035723978.1	XP_004924045.1, XP_037868833.1
OG0001375	XP_035737885.1, XP_035737859.1	NP_001243941.1
OG0001376	XP_035740431.1, XP_035740426.1, XP_035740429.1, XP_035740430.1, XP_035740425.1, XP_035740427.1	XP_037872952.1
OG0001377	XP_035735132.1	XP_004928133.1
OG0001378	XP_035725634.1	XP_004933406.1
OG0001379	XP_035737881.1, XP_035737880.1	XP_021204324.1, XP_004927180.1
OG0001380	XP_035740772.1, XP_035740773.1, XP_035740774.1	NP_001243931.1
OG0001381	XP_035724080.1	XP_012544235.1
OG0001382	XP_035730370.1	XP_004924008.1, XP_037868775.1
OG0001383	XP_035724036.1	XP_037871400.1
OG0001384	XP_035726968.1	XP_037870879.1, XP_037870878.1, XP_037870877.1, XP_037870876.1, XP_037870875.1
OG0001385	XP_035732208.1, XP_035732210.1, XP_035732206.1, XP_035732207.1, XP_035732205.1, XP_035732209.1	NP_001127743.1, XP_021205799.1, NP_001127738.1, XP_021205793.1, NP_001127718.1, XP_037873374.1
OG0001386	XP_035740449.1	XP_037877052.1
OG0001387	XP_035732545.1	XP_012551998.1, XP_012551999.1, XP_012552000.1
OG0001388	XP_035734878.1	XP_012551899.1, XP_012551818.1, XP_021207492.1, XP_012551932.1, XP_037869508.1
OG0001389	XP_035733912.1, XP_035733919.1	XP_037866835.1, XP_021206196.1
OG0001390	XP_035742117.1	XP_004923976.1, XP_012543955.1
OG0001391	XP_035730076.1	XP_004931964.1, XP_012550804.1
OG0001392	XP_035737019.1, XP_035737028.1	XP_004923286.3
OG0001393	XP_035740933.1, XP_035740931.1	NP_001108457.1, XP_012548872.1, NP_001108458.1
OG0001394	XP_035721237.1	XP_037872972.1, XP_037872971.1, XP_012551207.1
OG0001395	XP_035719472.1	XP_037868467.1
OG0001396	XP_035725824.1, XP_035725825.1	XP_012546276.2
OG0001397	XP_035744070.1	XP_021208952.1, XP_037868947.1
OG0001398	XP_035742426.1	XP_037871681.1
OG0001399	XP_035717850.1	XP_021203857.1, XP_004926442.1, XP_021203856.1
OG0001400	XP_035741628.1	XP_004926572.1, XP_037870367.1
OG0001401	XP_035737949.1	XP_004923967.2
OG0001402	XP_035742995.1	XP_004931504.1
OG0001403	XP_035731217.1, XP_035731212.1	XP_037873037.1
OG0001404	XP_035730874.1, XP_035730875.1, XP_035730873.1, XP_035730876.1	XP_037873980.1
OG0001405	XP_035729574.1	NP_001243976.1
OG0001406	XP_035731719.1	XP_037867555.1, XP_012549636.1
OG0001407	XP_035733314.1	XP_004932096.2
OG0001409	XP_035719541.1, XP_035719544.1	XP_037872234.1, XP_037872231.1
OG0001410	XP_035732860.1	XP_021203216.2, XP_012545273.2, XP_012545274.2
OG0001413	XP_035740982.1	XP_004931236.2
OG0001414	XP_035724862.1, XP_035724860.1	XP_004926796.1
OG0001415	XP_035728554.1, XP_035728552.1	XP_037877821.1, XP_037877823.1
OG0001416	XP_035736479.1	XP_037866526.1
OG0001417	XP_035742298.1, XP_035742299.1, XP_035742301.1, XP_035742297.1	XP_004921935.1, XP_037872611.1, XP_037872612.1
OG0001418	XP_035733747.1	XP_012547297.1
OG0001419	XP_035724786.1, XP_035724778.1	XP_012548678.1
OG0001420	XP_035733386.1	XP_012552202.1, XP_037876612.1, XP_004922782.1
OG0001421	XP_035720527.1	XP_004929664.1
OG0001422	XP_035743214.1	XP_004932407.1
OG0001423	XP_035722660.1	XP_004923479.2
OG0001424	XP_035729820.1, XP_035729819.1, XP_035729816.1, XP_035729818.1	XP_012544948.2
OG0001426	XP_035732107.1	XP_037870983.1
OG0001427	XP_035725975.1	XP_004927183.1
OG0001428	XP_035734486.1	XP_037866655.1
OG0001429	XP_035728983.1	NP_001036947.1
OG0001430	XP_035729828.1	XP_037866431.1
OG0001432	XP_035723803.1	XP_012544966.1, XP_012544981.1, XP_012544970.1, XP_012544974.1
OG0001434	XP_035726809.1, XP_035727180.1, XP_035726835.1, XP_035726805.1, XP_035726807.1, XP_035727336.1, XP_035726800.1, XP_035726801.1, XP_035726803.1, XP_035726828.1	XP_037876486.1
OG0001436	XP_035735687.1	XP_004922451.1, XP_004922450.1
OG0001437	XP_035723764.1, XP_035723763.1	NP_001153671.1
OG0001440	XP_035718674.1, XP_035718673.1	XP_004930927.1
OG0001441	XP_035719956.1	XP_037877608.1, XP_037877601.1
OG0001442	XP_035733993.1	NP_001119723.1
OG0001443	XP_035739105.1	XP_037874392.1
OG0001444	XP_035720647.1, XP_035720649.1, XP_035720648.1	XP_012544068.1, XP_037876196.1, XP_037876194.1
OG0001445	XP_035724530.1, XP_035724531.1, XP_035724532.1	NP_001164469.1
OG0001446	XP_035722938.1	XP_037872969.1
OG0001453	XP_035723822.1	NP_001037144.1, XP_012548545.1
OG0001455	XP_035719144.1, XP_035719145.1, XP_035743387.1, XP_035743397.1	XP_004932665.1, XP_037875264.1
OG0001456	XP_035728539.1	XP_021209082.1
OG0001457	XP_035744061.1	XP_012549706.1
OG0001458	XP_035732938.1, XP_035732935.1, XP_035732936.1, XP_035732932.1, XP_035732934.1, XP_035732937.1	NP_001243920.1
OG0001459	XP_035743512.1	XP_021209024.1
OG0001460	XP_035725939.1, XP_035725937.1, XP_035725936.1, XP_035725935.1, XP_035725938.1	XP_012544554.1
OG0001461	XP_035732071.1, XP_035732072.1	XP_012544433.2
OG0001462	XP_035732320.1, XP_035732321.1	XP_004929675.1, XP_004929676.1
OG0001463	XP_035722487.1	XP_037877408.1, XP_037877516.1, XP_037877454.1, XP_037877390.1, XP_037877345.1, XP_037877590.1, XP_037872607.1, XP_037872606.1
OG0001464	XP_035734328.1, XP_035734326.1	XP_021207479.1
OG0001465	XP_035728604.1	XP_004927891.1, XP_004927887.1
OG0001466	XP_035743143.1	XP_004934358.1
OG0001467	XP_035743437.1	XP_037869859.1, XP_037869858.1
OG0001468	XP_035725733.1, XP_035726768.1	NP_001036939.1
OG0001469	XP_035740153.1	XP_004923021.1, XP_004923022.1
OG0001470	XP_035732679.1	XP_021207359.1, XP_021207329.1
OG0001471	XP_035741273.1	XP_004931777.2
OG0001472	XP_035737419.1	XP_004928523.1, NP_001266343.1
OG0001473	XP_035734940.1	XP_004921751.1
OG0001474	XP_035739077.1	XP_004928242.1
OG0001475	XP_035717856.1	XP_004930737.1
OG0001476	XP_035731880.1	XP_012545928.1, XP_004926324.2
OG0001477	XP_035740878.1, XP_035740881.1, XP_035740880.1, XP_035740879.1	XP_037877391.1, XP_037877482.1, XP_004929266.2
OG0001478	XP_035743449.1	NP_001170882.1, XP_012551408.1
OG0001479	XP_035732480.1	NP_001036956.1, XP_012549120.1
OG0001480	XP_035743666.1, XP_035743665.1	XP_004930565.1
OG0001481	XP_035720959.1	XP_012547389.2, XP_004927794.2
OG0001482	XP_035728409.1	XP_021206661.1
OG0001485	XP_035730779.1	XP_004930031.2
OG0001485	XP_035728266.1	XP_004929453.1
OG0001486	XP_035737270.1	XP_012553363.1
OG0001487	XP_035730037.1	XP_012550436.1
OG0001488	XP_035738120.1, XP_035738110.1	XP_037869760.1
OG0001489	XP_035726010.1	XP_037868752.1
OG0001490	XP_035724088.1	XP_004924569.1
OG0001491	XP_035727119.1	XP_004925005.1
OG0001492	XP_035739387.1	XP_004927896.1, XP_004927895.1, XP_004927894.1
OG0001494	XP_035731260.1, XP_035731259.1, XP_035731258.1	XP_037877591.1, XP_037867606.1
OG0001495	XP_035724055.1, XP_035724053.1, XP_035724054.1, XP_035724052.1	XP_021207491.2
OG0001496	XP_035733812.1	XP_004927986.1
OG0001497	XP_035729500.1	XP_004928336.2
OG0001498	XP_035719605.1	XP_037869992.1, XP_037870010.1
OG0001499	XP_035735460.1, XP_035726067.1	XP_004928205.1
OG0001500	XP_035729281.1, XP_035729277.1	XP_037871997.1, XP_012552773.2
OG0001501	XP_035736059.1, XP_035736056.1	XP_037866800.1
OG0001502	XP_035736178.1	XP_037868504.1, XP_037868499.1, XP_037868500.1, XP_037868495.1
OG0001503	XP_035731138.1	XP_021206043.2
OG0001504	XP_035724977.1, XP_035724976.1	XP_004932089.1, XP_004932087.1, XP_021207668.1, XP_012550964.1
OG0001505	XP_035740281.1	XP_037867872.1
OG0001506	XP_035724115.1, XP_035724116.1	XP_021202503.2
OG0001507	XP_035722516.1, XP_035722512.1	XP_004933054.1, XP_021208141.1
OG0001508	XP_035735828.1, XP_035735819.1	NP_001091838.1, XP_012548520.2
OG0001509	XP_035725114.1	XP_037874937.1
OG0001510	XP_035736193.1, XP_035738093.1	XP_037868375.1
OG0001511	XP_035727478.1	XP_037870240.1, NP_001106220.1
OG0001512	XP_035743937.1	XP_012547158.3
OG0001513	XP_035740488.1	XP_004928885.1, XP_021205524.1, XP_037872382.1, XP_004928886.1
OG0001514	XP_035720547.1	NP_001243989.1, XP_012551916.2
OG0001515	XP_035743549.1	XP_037869339.1, XP_012552167.1, XP_004933624.1
OG0001516	XP_035724326.1, XP_035724325.1	XP_012548192.1
OG0001517	XP_035741612.1	XP_004930586.1
OG0001518	XP_035724751.1, XP_035724750.1	XP_012547971.1
OG0001519	XP_035737253.1	XP_037877043.1
OG0001520	XP_035743161.1, XP_035743159.1	XP_004926900.1
OG0001522	XP_035739848.1	NP_001189459.1, XP_012547725.2
OG0001523	XP_035728167.1	XP_037867735.1
OG0001524	XP_035730671.1, XP_035730669.1, XP_035730670.1	XP_004928551.2
OG0001525	XP_035728186.1, XP_035728182.1, XP_035728183.1, XP_035728184.1	XP_004928511.1
OG0001526	XP_035728083.1	XP_037869703.1
OG0001527	XP_035728445.1, XP_035728444.1	XP_012547691.1, XP_012547692.1, XP_004928271.1
OG0001529	XP_035739478.1	NP_001103396.1, XP_021202150.1
OG0001530	XP_035742074.1, XP_035742073.1	XP_004928962.1
OG0001531	XP_035721679.1, XP_035721676.1, XP_035721680.1, XP_035721678.1	XP_004927972.1
OG0001533	XP_035743685.1	XP_037872089.1
OG0001534	XP_035731294.1	XP_012548708.1
OG0001536	XP_035730724.1, XP_035730723.1	XP_021207987.1
OG0001537	XP_035717336.1	XP_004930078.1
OG0001539	XP_035736370.1, XP_035736369.1	NP_001182396.1
OG0001540	XP_035742193.1	XP_037866721.1, NP_001108344.1, XP_037866889.1
OG0001541	XP_035740966.1	XP_037869460.1
OG0001542	XP_035725107.1, XP_035725106.1, XP_035725108.1	XP_004925578.2
OG0001543	XP_035734388.1	XP_021208076.1
OG0001545	XP_035743288.1	XP_021205692.2
OG0001546	XP_035724101.1	XP_021202997.2
OG0001547	XP_035738371.1	XP_037875077.1
OG0001548	XP_035733159.1	XP_037871858.1
OG0001549	XP_035732687.1	XP_004926505.1, XP_037875796.1, XP_004926490.1, XP_004926488.1, XP_004926489.1
OG0001550	XP_035735400.1, XP_035735403.1	NP_001127721.1
OG0001552	XP_035720372.1	XP_037875658.1, XP_037875663.1
OG0001553	XP_035720814.1	XP_004922085.1
OG0001554	XP_035721118.1	XP_021202702.2
OG0001555	XP_035719215.1, XP_035719214.1, XP_035719213.1	XP_004926499.2
OG0001556	XP_035730674.1	XP_037869191.1
OG0001557	XP_035737148.1, XP_035737142.1	NP_001127732.1, XP_037868153.1
OG0001558	XP_035742800.1, XP_035742835.1, XP_035742827.1, XP_035742810.1, XP_035742819.1	XP_004922281.1
OG0001559	XP_035735222.1, XP_035735223.1	XP_012550319.2
OG0001560	XP_035733162.1, XP_035733154.1	XP_012553162.1, XP_012553161.2
OG0001561	XP_035729434.1, XP_035729435.1	XP_004928449.2
OG0001562	XP_035727763.1, XP_035727765.1	XP_037867104.1, XP_037867118.1
OG0001563	XP_035738177.1, XP_035738176.1	XP_021204882.1
OG0001565	XP_035740221.1	XP_037874788.1
OG0001567	XP_035733419.1, XP_035733417.1	NP_001036935.1, XP_037873779.1
OG0001568	XP_035719663.1	XP_037876104.1, NP_001243990.1
OG0001569	XP_035735846.1	XP_037873304.1
OG0001570	XP_035736968.1	XP_012551718.2
OG0001571	XP_035720700.1	XP_037875923.1
OG0001572	XP_035727941.1	XP_004927967.1, XP_004927965.1
OG0001574	XP_035734280.1, XP_035734289.1	XP_012553425.1, XP_021201980.1
OG0001575	XP_035740609.1, XP_035740610.1	NP_001037325.1, NP_001037333.1
OG0001576	XP_035718048.1	XP_037877523.1, XP_037877396.1, XP_037877394.1, XP_037877392.1, XP_037866570.1
