Orthogroup	Vespa_mandarinia	Acyrthosiphon_pisum
OG0001633	XP_035734051.1	NP_001232954.1
OG0001634	XP_035731640.1	NP_001233050.1
OG0001635	XP_035731776.1	NP_001280462.1
OG0001636	XP_035733127.1	NP_001313576.1
OG0001637	XP_035719918.1	NP_001313606.1
OG0001638	XP_035731767.1	XP_001942629.2
OG0001639	XP_035721241.1	XP_001942635.2
OG0001640	XP_035718059.1, XP_035721841.1, XP_035721840.1	XP_001944671.1, XP_001942710.1, XP_008187704.1
OG0001641	XP_035719662.1	XP_001942933.2
OG0001642	XP_035733123.1	XP_001943211.1, XP_001943270.1, XP_008181942.1
OG0001643	XP_035720944.1	XP_029343701.1, XP_029343702.1, XP_001944079.1, XP_008187007.1, XP_001943383.1, XP_016656484.1, XP_016665011.1
OG0001645	XP_035717414.1, XP_035717415.1, XP_035717412.1, XP_035717413.1, XP_035717411.1	XP_001944045.2
OG0001646	XP_035725754.1	XP_001944173.2
OG0001647	XP_035727074.1	XP_029343557.1, XP_001944181.1, XP_003248804.3, XP_029341067.1
OG0001648	XP_035726598.1	XP_001944186.1
OG0001649	XP_035718504.1	XP_001944730.2
OG0001650	XP_035741136.1	XP_001945180.1
OG0001651	XP_035724993.1	XP_001945607.2
OG0001652	XP_035734304.1, XP_035734303.1	XP_001945713.2
OG0001653	XP_035724315.1	XP_001945941.2
OG0001654	XP_035725123.1	XP_001946378.2
OG0001655	XP_035734720.1	XP_001946635.1
OG0001656	XP_035726949.1, XP_035726948.1, XP_035726947.1	XP_001946836.2
OG0001657	XP_035725974.1	XP_029341082.1, XP_001946895.2
OG0001658	XP_035731335.1, XP_035731338.1, XP_035731334.1, XP_035731337.1, XP_035731333.1	XP_016663561.1, XP_001948609.1, XP_001947103.1
OG0001659	XP_035724064.1	XP_001947555.1, XP_016661886.1
OG0001661	XP_035738618.1	XP_001948336.2, XP_008187588.1
OG0001662	XP_035734917.1, XP_035734912.1	XP_001948434.2
OG0001663	XP_035719506.1	XP_001948502.1
OG0001664	XP_035720672.1, XP_035720670.1	XP_001948999.2
OG0001665	XP_035740169.1	XP_001949124.1
OG0001666	XP_035728853.1	XP_001949417.2
OG0001667	XP_035717186.1	XP_016660819.2, XP_001949587.4, XP_016660818.2, XP_008182459.1, XP_008187915.2
OG0001668	XP_035733407.1, XP_035733405.1, XP_035733406.1, XP_035733404.1, XP_035733403.1, XP_035733402.1	XP_001949692.1
OG0001669	XP_035743908.1	XP_001950332.1, XP_008179737.1
OG0001670	XP_035720954.1, XP_035720953.1	XP_001950746.1
OG0001671	XP_035729073.1, XP_035729072.1	XP_001950779.1, XP_016659456.1, XP_008182266.1, XP_008182272.1, XP_029346598.1, XP_016658189.1, XP_029344288.1, XP_008189734.1
OG0001672	XP_035732415.1, XP_035732416.1, XP_035732414.1	XP_016664060.1, XP_001950792.1
OG0001673	XP_035738967.1	XP_001951789.2, XP_001951110.1
OG0001674	XP_035721929.1	XP_001951117.2
OG0001675	XP_035723042.1	XP_001951163.2, XP_008187982.1
OG0001676	XP_035720013.1, XP_035720011.1, XP_035720012.1, XP_035720009.1, XP_035720010.1, XP_035720016.1, XP_035720017.1	XP_001951600.1
OG0001677	XP_035728893.1	XP_001951757.1
OG0001678	XP_035739191.1	XP_001952151.3, XP_016656299.1
OG0001679	XP_035739958.1	XP_001952174.1
OG0001680	XP_035731563.1, XP_035731564.1	XP_001952275.1
OG0001681	XP_035718864.1, XP_035718865.1	XP_001952488.1, XP_003244801.1, XP_008183491.1, XP_008183492.1
OG0001682	XP_035722878.1, XP_035722875.1	XP_003241201.1
OG0001683	XP_035737098.1	XP_003242711.1
OG0001684	XP_035723459.1	XP_003244008.1
OG0001685	XP_035731566.1	XP_029345345.1, XP_003244045.1
OG0001686	XP_035736720.1	XP_003244114.1
OG0001687	XP_035732075.1	XP_003244150.1, XP_029343745.1, XP_003248022.1
OG0001688	XP_035735704.1, XP_035735701.1, XP_035735700.1, XP_035735699.1, XP_035735703.1, XP_035735702.1	XP_003244236.1
OG0001689	XP_035727569.1, XP_035727653.1	XP_003246307.1, XP_016662081.1, XP_008185722.1, XP_029341680.1
OG0001690	XP_035741845.1	XP_003247236.1, XP_008181864.2
OG0001691	XP_035734626.1	XP_003247465.1
OG0001692	XP_035722728.1	XP_003247659.1
OG0001693	XP_035723232.1	XP_003247797.1
OG0001694	XP_035736590.1	XP_003247833.1
OG0001695	XP_035724037.1	XP_003247962.1, XP_008184535.1, XP_029342167.1
OG0001696	XP_035737044.1, XP_035737037.1	XP_029346128.1, XP_003248837.3
OG0001697	XP_035728174.1	XP_008178829.1
OG0001699	XP_035743135.1	XP_029345236.1, XP_008179743.1
OG0001700	XP_035727996.1	XP_008180611.1
OG0001701	XP_035733887.1	XP_008181703.1
OG0001702	XP_035735037.1, XP_035735039.1, XP_035735038.1	XP_008182063.3
OG0001703	XP_035719566.1	XP_008183132.2
OG0001704	XP_035725085.1	XP_008183183.1
OG0001706	XP_035730623.1	XP_029342018.1, XP_008183985.1, XP_029342017.1, XP_016660636.1
OG0001707	XP_035732573.1, XP_035732574.1, XP_035732575.1, XP_035732572.1	XP_008184047.1
OG0001709	XP_035727211.1	XP_008184777.1
OG0001710	XP_035718484.1	XP_008185276.2
OG0001711	XP_035735878.1, XP_035735875.1, XP_035735876.1, XP_035735879.1, XP_035735874.1, XP_035735877.1	XP_008185641.1, XP_016661368.1
OG0001712	XP_035717949.1, XP_035717946.1	XP_008185711.1
OG0001713	XP_035727580.1	XP_008185732.1, XP_008185731.1, XP_008185730.1, XP_008185729.1
OG0001714	XP_035733669.1	XP_008185781.1
OG0001715	XP_035730023.1	XP_008186070.1
OG0001716	XP_035739670.1, XP_035739663.1	XP_008186221.1
OG0001717	XP_035725525.1	XP_008186368.1
OG0001718	XP_035740550.1	XP_008186471.1
OG0001719	XP_035729786.1	XP_029346950.1, XP_008187666.1
OG0001720	XP_035730232.1, XP_035730231.1	XP_008187727.1
OG0001721	XP_035722174.1	XP_008188269.1, XP_008188938.1
OG0001722	XP_035717959.1	XP_008189818.1
OG0001723	XP_035739522.1	XP_016656015.1
OG0001724	XP_035724251.1	XP_016657416.1
OG0001725	XP_035727405.1, XP_035727406.1, XP_035727407.1	XP_016657929.1
OG0001726	XP_035725641.1	XP_016658867.1
OG0001727	XP_035738581.1	XP_016659837.1
OG0001728	XP_035723533.1, XP_035723531.1	XP_016659994.1
OG0001729	XP_035720408.1	XP_016660123.1
OG0001730	XP_035718931.1, XP_035718936.1, XP_035718938.1	XP_016662596.1
OG0001731	XP_035730629.1, XP_035730630.1	XP_016662755.1, XP_029347626.1
OG0001732	XP_035736651.1, XP_035736652.1, XP_035736653.1, XP_035736650.1, XP_035736649.1	XP_016663406.1
OG0001733	XP_035739692.1	XP_016663444.1, XP_029348714.1
OG0001734	XP_035724184.1, XP_035724191.1	XP_029341592.1
OG0001735	XP_035740869.1	XP_029341951.1
OG0001737	XP_035723339.1, XP_035723341.1, XP_035723340.1	XP_029342873.1
OG0001738	XP_035728779.1	XP_029342948.1
OG0001739	XP_035742975.1	XP_029343150.1
OG0001740	XP_035723606.1, XP_035723601.1	XP_029343949.1
OG0001741	XP_035728835.1, XP_035728834.1	XP_029344099.1
OG0001742	XP_035727937.1, XP_035727936.1	XP_029344583.1
OG0001743	XP_035734201.1, XP_035734202.1	XP_029344991.1
OG0001744	XP_035725897.1, XP_035725889.1	XP_029345593.1
OG0001745	XP_035736546.1	XP_029345636.1
OG0001746	XP_035737436.1	XP_029345814.1
OG0001747	XP_035720424.1	XP_029346653.1
OG0001748	XP_035733691.1, XP_035733815.1	XP_029347349.1
OG0001749	XP_035721521.1, XP_035721527.1	XP_029347633.1, XP_029347629.1
OG0001774	XP_035734709.1	XP_008188214.1, NP_001155610.1, NP_001119694.1
OG0001775	XP_035722727.1	XP_008188848.1, NP_001129410.1, NP_001156569.1
OG0001776	XP_035727441.1	XP_001951172.2, NP_001129411.1
OG0001777	XP_035743010.1, XP_035723112.1	NP_001129414.1
OG0001778	XP_035719209.1, XP_035719207.1, XP_035719208.1	NP_001129594.1
OG0001779	XP_035723057.1, XP_035723059.1, XP_035723058.1	XP_001945775.2, NP_001155452.1, NP_001155825.1
OG0001780	XP_035720164.1	XP_016659892.1, NP_001155461.1
OG0001781	XP_035739689.1	NP_001155485.1, NP_001156710.1, NP_001156709.1, NP_001156708.1
OG0001782	XP_035720277.1	NP_001155515.1
OG0001783	XP_035735275.1	NP_001155530.1, XP_016660437.1
OG0001784	XP_035742842.1	NP_001155547.1
OG0001785	XP_035727090.1	XP_029341505.1, NP_001155654.1, XP_008182090.1
OG0001786	XP_035739679.1	XP_008178954.1, NP_001155672.1
OG0001787	XP_035737845.1, XP_035737844.1, XP_035737847.1, XP_035737846.1, XP_035737848.1	NP_001155724.1
OG0001788	XP_035720898.1	XP_016663392.1, NP_001155801.1, XP_003241568.1
OG0001789	XP_035734071.1, XP_035734072.1	NP_001156108.1, XP_016656321.1
OG0001790	XP_035729403.1, XP_035729395.1	XP_008185976.1, NP_001156182.1
OG0001791	XP_035718692.1, XP_035718691.1	NP_001156204.1, XP_008184616.1
OG0001792	XP_035723572.1, XP_035723571.1	NP_001156247.1, XP_008187622.1
OG0001793	XP_035738047.1	NP_001156305.1
OG0001794	XP_035741806.1, XP_035741807.1	NP_001156307.1
OG0001795	XP_035720860.1	NP_001156453.1
OG0001796	XP_035736721.1	NP_001156565.1, XP_016655961.1
OG0001797	XP_035738575.1	XP_029347227.1, XP_029342124.1, NP_001156579.1
OG0001799	XP_035732908.1	NP_001156668.1, XP_008179071.1
OG0001800	XP_035724318.1	NP_001156706.1
OG0001801	XP_035736900.1	XP_001944696.1, NP_001157399.1, XP_001945331.2, XP_001951652.2
OG0001802	XP_035733457.1, XP_035733455.1, XP_035733456.1	XP_029345658.1, NP_001162144.1
OG0001803	XP_035741393.1	NP_001191873.1, NP_001191872.1, NP_001191871.1, XP_008183099.1, XP_029341515.1
OG0001804	XP_035742224.1	NP_001232953.1, XP_016657413.1
OG0001805	XP_035735349.1	NP_001232979.1
OG0001806	XP_035735734.1	NP_001233043.1
OG0001807	XP_035734427.1, XP_035734428.1, XP_035734426.1, XP_035734429.1, XP_035734430.1, XP_035734425.1	XP_001942509.2
OG0001808	XP_035722381.1	XP_008187931.1, XP_001952480.2
OG0001809	XP_035743450.1	XP_001942715.1
OG0001810	XP_035730273.1	XP_001942856.1, XP_008179964.1
OG0001811	XP_035742695.1, XP_035742697.1, XP_035742699.1, XP_035742698.1	XP_001943135.2, XP_016659076.1, XP_003241140.2, XP_016655900.1
OG0001812	XP_035730716.1, XP_035730717.1	XP_001943187.1, XP_001948026.1
OG0001813	XP_035721231.1	XP_016663414.1, XP_001943319.2, XP_008187381.1
OG0001814	XP_035737109.1	XP_001943377.1
OG0001815	XP_035727864.1	XP_029348024.1, XP_001943392.1, XP_029341214.1, XP_001947071.2
OG0001816	XP_035724657.1	XP_008187096.1, XP_001943493.2, XP_016656595.1
OG0001817	XP_035731560.1	XP_029346498.1, XP_008179583.1, XP_001943498.1
OG0001818	XP_035732407.1	XP_001943774.1, XP_008180057.1
OG0001819	XP_035731373.1	XP_001943872.1, XP_008187524.1, XP_008179059.1, XP_001946078.2, XP_029344720.1, XP_003247569.1, XP_003248903.2, XP_029348132.1
OG0001820	XP_035733253.1	XP_001943903.1
OG0001821	XP_035737059.1, XP_035737060.1	XP_003248297.1, XP_001943957.2
OG0001822	XP_035718893.1	XP_001944669.2
OG0001823	XP_035727906.1	XP_001944675.1, XP_008189752.1, XP_029347493.1, XP_029348629.1
OG0001824	XP_035720255.1, XP_035720254.1	XP_001944700.1
OG0001825	XP_035741953.1, XP_035741952.1, XP_035741951.1	XP_001944739.1
OG0001826	XP_035722834.1	XP_001944820.1
OG0001827	XP_035723798.1, XP_035723796.1	XP_001944905.2
OG0001828	XP_035738445.1	XP_003246708.1, XP_008186331.1, XP_001945001.1, XP_016660475.1
OG0001829	XP_035731878.1, XP_035731877.1	XP_001945038.1
OG0001830	XP_035724192.1	XP_001945197.2
OG0001831	XP_035743790.1	XP_001945437.1
OG0001832	XP_035740718.1	XP_001945557.2
OG0001833	XP_035720137.1	XP_001945830.2
OG0001834	XP_035739846.1	XP_001946240.1
OG0001835	XP_035726862.1	XP_001946328.2, XP_016661442.1, XP_016661441.1
OG0001836	XP_035718737.1, XP_035718713.1	XP_001946879.2
OG0001837	XP_035743754.1	XP_001946894.1
OG0001838	XP_035718209.1	XP_001947118.2
OG0001839	XP_035739361.1	XP_003246231.1, XP_001947141.1
OG0001840	XP_035724224.1, XP_035724225.1, XP_035724219.1, XP_035724223.1, XP_035724221.1, XP_035724220.1	XP_001947300.1
OG0001841	XP_035730129.1, XP_035730125.1, XP_035730124.1, XP_035730130.1, XP_035730126.1, XP_035730127.1	XP_001947958.2
OG0001842	XP_035728617.1	XP_001948010.1, XP_003245356.1, XP_016660916.1
OG0001843	XP_035729710.1	XP_029348519.1, XP_008186988.1, XP_001948155.2
OG0001844	XP_035741777.1	XP_003246366.1, XP_029343168.1, XP_001948222.1, XP_008186214.1
OG0001845	XP_035737471.1	XP_001948310.1, XP_003248687.2
OG0001846	XP_035732652.1, XP_035732653.1	XP_001948529.2
OG0001847	XP_035735462.1	XP_001948531.1
OG0001848	XP_035743093.1, XP_035743092.1	XP_016661036.1, XP_001948639.1
OG0001849	XP_035725066.1	XP_001948795.2, XP_003245783.1
OG0001850	XP_035731386.1	XP_001948861.1
OG0001851	XP_035731465.1, XP_035731466.1	XP_001949188.2
OG0001852	XP_035727695.1	XP_001949433.2
OG0001853	XP_035734442.1	XP_016664162.1, XP_016664159.1, XP_016664156.1, XP_001949667.2, XP_029342086.1
OG0001854	XP_035731814.1	XP_029343283.1
OG0001855	XP_035723472.1	XP_008188230.1, XP_001949717.1
OG0001856	XP_035734477.1	XP_001949793.2, XP_008182796.1
OG0001857	XP_035717416.1	XP_001949994.2
OG0001858	XP_035736318.1, XP_035736320.1, XP_035736317.1	XP_001950544.1
OG0001859	XP_035743154.1	XP_016660503.1, XP_001950684.2, XP_029345572.1
OG0001860	XP_035738656.1	XP_001950915.3
OG0001861	XP_035728169.1	XP_001951063.1
OG0001862	XP_035729587.1	XP_001951151.1, XP_008187987.1, XP_008187986.1
OG0001863	XP_035723484.1	XP_001951176.1
OG0001864	XP_035742416.1, XP_035742413.1, XP_035742411.1, XP_035742415.1, XP_035742392.1, XP_035742400.1, XP_035742414.1, XP_035742409.1	XP_001951225.1
OG0001865	XP_035731925.1	XP_001951536.1, XP_001951914.1
OG0001866	XP_035735805.1	XP_029341527.1, XP_016657739.1, XP_001951538.1
OG0001867	XP_035741376.1, XP_035741377.1, XP_035741378.1, XP_035741374.1, XP_035741375.1	XP_001951701.1
OG0001868	XP_035729430.1	XP_001951736.1, XP_008183468.1, XP_008183466.1
OG0001869	XP_035728194.1	XP_001952010.1, XP_016664220.1
OG0001870	XP_035724411.1, XP_035724410.1	XP_001952173.2
OG0001871	XP_035724909.1	XP_001952722.1
OG0001872	XP_035737536.1	XP_001952755.1
OG0001873	XP_035734797.1, XP_035734798.1	XP_001952829.1
OG0001874	XP_035742159.1	XP_008185190.1, XP_001952839.1
OG0001875	XP_035728046.1	XP_029346961.1, XP_001952853.2
OG0001876	XP_035726498.1	XP_001952862.2
OG0001877	XP_035735144.1, XP_035735142.1	XP_003240052.1
OG0001878	XP_035719276.1, XP_035719280.1	XP_029341366.1, XP_016656176.1, XP_003242518.2, XP_003240785.1, XP_003247189.1
OG0001879	XP_035719312.1, XP_035719311.1, XP_035719310.1	XP_003240974.1
OG0001880	XP_035734673.1	XP_003241869.2
OG0001882	XP_035733311.1, XP_035733305.1	XP_003242232.1
OG0001883	XP_035735348.1	XP_003242255.1
OG0001884	XP_035744000.1	XP_016656757.1, XP_003242429.1
OG0001885	XP_035729348.1	XP_003242954.1, XP_008180737.1
OG0001886	XP_035735965.1	XP_003242961.1
OG0001887	XP_035724359.1	XP_008180938.2, XP_029342240.1, XP_003243122.1
OG0001888	XP_035720564.1	XP_003243530.1
OG0001889	XP_035738527.1	XP_029341382.1, XP_003246404.1, XP_003245803.1, XP_029348673.1, XP_003243691.1
OG0001890	XP_035721367.1	XP_003247580.1, XP_003243804.1
OG0001891	XP_035723898.1	XP_003243994.1
OG0001892	XP_035743999.1	XP_003244214.1
OG0001893	XP_035717988.1	XP_003245723.1
OG0001894	XP_035733527.1	XP_003246006.1, XP_029341180.1
OG0001895	XP_035720126.1, XP_035720116.1	XP_003246351.1, XP_029342851.1, XP_029342101.1
OG0001896	XP_035719576.1, XP_035719577.1, XP_035719575.1	XP_003246488.1
OG0001897	XP_035738097.1, XP_035738098.1, XP_035738099.1	XP_016662331.1, XP_016662330.1, XP_016662332.1, XP_003246500.3
OG0001898	XP_035726006.1	XP_029343282.1, XP_016662941.1, XP_003247013.1, XP_003246976.1
OG0001899	XP_035718024.1, XP_035718023.1, XP_035718020.1, XP_035718021.1	XP_003247539.2, XP_008178962.1, XP_003247488.1
OG0001900	XP_035731396.1	XP_029344450.1, XP_016663722.1, XP_003247737.1, XP_016663723.1, XP_016663721.1, XP_008187787.1
OG0001901	XP_035731136.1, XP_035731137.1	XP_008178515.1, XP_016656489.1
OG0001902	XP_035743519.1, XP_035743521.1	XP_008178645.1
OG0001903	XP_035737662.1	XP_008178715.1
OG0001904	XP_035719459.1	XP_008179049.1, XP_008179053.1
OG0001905	XP_035724466.1	XP_008179792.1
OG0001906	XP_035718233.1	XP_029342055.1, XP_008179815.2, XP_029344463.1, XP_029341364.1, XP_016658914.1, XP_029342300.1, XP_029341631.1, XP_029341273.1, XP_029345733.1, XP_029348404.1, XP_016661773.1
OG0001907	XP_035730581.1	XP_029342208.1, XP_029340990.1, XP_008190086.2
OG0001908	XP_035742812.1	XP_008181779.1
OG0001909	XP_035736047.1, XP_035736046.1	XP_008182340.1
OG0001910	XP_035743101.1, XP_035743100.1, XP_035743099.1, XP_035743098.1, XP_035743097.1	XP_008182560.1, XP_029346097.1
OG0001911	XP_035720394.1	XP_029342679.1
OG0001912	XP_035739936.1	XP_008182696.1
OG0001913	XP_035738544.1	XP_016659699.1, XP_008182892.1, XP_029344147.1
OG0001914	XP_035720609.1	XP_008183203.1, XP_008183199.1
OG0001915	XP_035732211.1	XP_008183547.2
OG0001916	XP_035721860.1, XP_035721857.1, XP_035721861.1, XP_035721858.1, XP_035721859.1	XP_008183576.1
OG0001917	XP_035737814.1	XP_008183695.1
OG0001918	XP_035723934.1, XP_035723937.1, XP_035723936.1, XP_035723935.1, XP_035723938.1	XP_016658338.2, XP_008184564.1
OG0001919	XP_035722709.1	XP_008185199.1
OG0001920	XP_035729863.1, XP_035729861.1	XP_008185245.2
OG0001921	XP_035739206.1	XP_008185452.1
OG0001922	XP_035736712.1, XP_035736714.1	XP_029346200.1, XP_008185784.1
OG0001923	XP_035740035.1	XP_008185966.1
OG0001924	XP_035720977.1, XP_035720981.1	XP_008186124.1
OG0001925	XP_035719164.1	XP_008186171.1
OG0001926	XP_035722640.1	XP_008186521.1
OG0001927	XP_035741116.1, XP_035741118.1, XP_035741117.1	XP_008186724.1, XP_008186723.1, XP_029342722.1
OG0001928	XP_035738468.1	XP_016663362.1, XP_016663361.1, XP_016663364.1, XP_029345615.1, XP_016663360.1, XP_008187295.1
OG0001929	XP_035719272.1, XP_035719271.1	XP_008188001.1
OG0001930	XP_035730074.1	XP_008189285.1
OG0001931	XP_035717865.1	XP_008189349.1
OG0001933	XP_035740463.1	XP_016656755.1
OG0001934	XP_035731948.1, XP_035731953.1	XP_016659094.2
OG0001935	XP_035744258.1	XP_029345347.1, XP_016659373.1
OG0001936	XP_035722630.1	XP_016659625.1, XP_029343633.1
OG0001937	XP_035738250.1	XP_016660066.1
OG0001938	XP_035730147.1, XP_035736009.1	XP_016661178.2
OG0001939	XP_035726925.1	XP_016662921.1
OG0001941	XP_035739439.1, XP_035739446.1	XP_029342563.1
OG0001942	XP_035723233.1	XP_029342943.1
OG0001943	XP_035719742.1	XP_029348042.1, XP_029343108.1
OG0001944	XP_035726697.1	XP_029343229.1, XP_029343228.1
OG0001945	XP_035740100.1	XP_029343268.1, XP_029343266.1
OG0001946	XP_035718360.1	XP_029343313.1
OG0001947	XP_035724027.1, XP_035724024.1	XP_029343893.1
OG0001948	XP_035720239.1	XP_029343945.1
OG0001950	XP_035737014.1, XP_035737015.1	XP_029344449.1
OG0001951	XP_035719331.1	XP_029345038.1
OG0001952	XP_035723358.1	XP_029345699.1
OG0001953	XP_035743922.1	XP_029346601.1
OG0001987	XP_035719828.1, XP_035719827.1	NP_001153863.1
OG0001988	XP_035743498.1, XP_035743493.1, XP_035743497.1, XP_035743496.1, XP_035743495.1	NP_001155380.1, XP_008184303.1
OG0001989	XP_035741394.1	NP_001155391.1, XP_008180716.1
OG0001990	XP_035735620.1	NP_001155397.1
OG0001991	XP_035739539.1, XP_035739538.1, XP_035739540.1	NP_001155422.1, XP_029344736.1
OG0001992	XP_035739800.1	NP_001155668.1, XP_008180669.1
OG0001993	XP_035743880.1, XP_035743881.1	NP_001155708.1
OG0001994	XP_035738629.1	NP_001155742.1, XP_008187651.1
OG0001995	XP_035740451.1, XP_035742866.1	NP_001155756.1
OG0001997	XP_035732100.1	NP_001156096.1, XP_008181077.1, XP_008182672.2
OG0001999	XP_035736872.1, XP_035736871.1	NP_001156231.1
OG0002000	XP_035728548.1	NP_001156269.1, XP_029344804.1
OG0002001	XP_035722607.1, XP_035722608.1	NP_001156703.1
OG0002002	XP_035722422.1	NP_001157180.1, XP_001948608.2, XP_008183055.1, XP_001948649.2
OG0002003	XP_035742384.1	NP_001162147.1
OG0002004	XP_035723661.1	NP_001191855.1
OG0002005	XP_035738615.1, XP_035738635.1, XP_035738624.1	NP_001191949.1, XP_008190009.1
OG0002006	XP_035743207.1	XP_008181499.1, XP_008179670.1, NP_001232987.1, XP_008190079.1, XP_008189278.1, NP_001280479.1
OG0002007	XP_035724428.1	NP_001233075.1
OG0002009	XP_035719674.1	NP_001280317.1
OG0002010	XP_035740514.1, XP_035740516.1	XP_001950007.1, NP_001280444.1
OG0002011	XP_035721307.1, XP_035721303.1, XP_035721305.1, XP_035721306.1, XP_035721304.1	XP_029347613.1, XP_001942528.1
OG0002012	XP_035743311.1, XP_035743310.1	XP_001942532.2
OG0002013	XP_035739957.1, XP_035739977.1, XP_035739988.1, XP_035739949.1, XP_035739940.1, XP_035739932.1, XP_035739968.1	XP_001943028.2
OG0002014	XP_035727696.1	XP_001943263.2
OG0002015	XP_035733182.1	XP_001943314.1
OG0002016	XP_035720900.1, XP_035720899.1, XP_035720901.1	XP_001944071.1, XP_001943461.1, XP_029341274.1
OG0002017	XP_035735019.1, XP_035734958.1	XP_001943519.1
OG0002018	XP_035739377.1	XP_003244523.1, XP_001948706.2, XP_001943559.2
OG0002019	XP_035738821.1	XP_001946553.1
OG0002020	XP_035723851.1	XP_001943702.1
OG0002021	XP_035739280.1	XP_001943795.2
OG0002022	XP_035726378.1	XP_029348587.1, XP_029342337.1, XP_029345860.1, XP_029341001.1, XP_001943817.2, XP_029342340.1, XP_003248711.2, XP_029342345.1
OG0002023	XP_035736419.1	XP_001943859.1, XP_003248674.1
OG0002024	XP_035724575.1, XP_035724576.1, XP_035724574.1	XP_001943867.2
OG0002025	XP_035739826.1	XP_001943896.1
OG0002026	XP_035733070.1	XP_003247615.2, XP_029341238.1, XP_029346359.1, XP_016661078.1, XP_029341363.1, XP_016661593.1, XP_001943915.2, XP_029345760.1, XP_016658533.1, XP_001948096.2
OG0002027	XP_035741150.1, XP_035741151.1, XP_035741153.1, XP_035741149.1, XP_035741152.1	XP_001944016.1
OG0002028	XP_035735967.1	XP_001944028.1
OG0002029	XP_035727801.1	XP_001944072.1, XP_029344159.1
