Orthogroup	Vespa_mandarinia	Drosophila_melanogaster
OG0001576	XP_035718048.1	NP_001286660.1, NP_788526.1, NP_649081.1, NP_650171.2, NP_608804.1
OG0001577	XP_035719108.1, XP_035719116.1	NP_001285493.1
OG0001579	XP_035729962.1, XP_035729961.1, XP_035729963.1	NP_001097592.1
OG0001581	XP_035727859.1	NP_608983.2
OG0001582	XP_035735263.1	NP_001287593.1
OG0001583	XP_035736291.1	NP_001189157.1
OG0001584	XP_035739266.1	NP_648993.1
OG0001585	XP_035732290.1, XP_035732292.1	NP_001262143.1
OG0001586	XP_035741954.1	NP_647865.2
OG0001587	XP_035737786.1, XP_035741104.1, XP_035741103.1, XP_035741105.1	NP_648090.1
OG0001588	XP_035732715.1	NP_001188558.1
OG0001589	XP_035742281.1, XP_035742282.1	NP_726318.1
OG0001590	XP_035742142.1	NP_572910.1, NP_001285210.1
OG0001591	XP_035733982.1, XP_035733981.1	NP_001286018.1
OG0001592	XP_035726707.1	NP_647896.1
OG0001593	XP_035740704.1	NP_001287342.1
OG0001594	XP_035724403.1, XP_035724402.1	NP_001259723.1
OG0001595	XP_035727774.1	NP_611252.1
OG0001596	XP_035733254.1	NP_730651.1
OG0001597	XP_035733267.1	NP_572854.1
OG0001600	XP_035734659.1, XP_035734656.1, XP_035734657.1	NP_001286151.1
OG0001601	XP_035741630.1	NP_001097706.1
OG0001602	XP_035737823.1, XP_035737830.1	NP_001033958.1
OG0001603	XP_035739186.1, XP_035739187.1	NP_001027070.1
OG0001604	XP_035737909.1, XP_035737914.1	NP_001163129.1
OG0001606	XP_035741397.1	NP_523902.2
OG0001607	XP_035721439.1	NP_001285753.1
OG0001608	XP_035735061.1, XP_035735060.1	NP_001260655.1
OG0001614	XP_035729693.1, XP_035729699.1	NP_001259303.1, NP_569908.1
OG0001615	XP_035724682.1	NP_523764.1
OG0001616	XP_035725033.1, XP_035725034.1	NP_001259833.1
OG0001617	XP_035742339.1	NP_524011.1
OG0001619	XP_035723068.1, XP_035723071.1	NP_652526.1
OG0001620	XP_035723185.1	NP_609496.1
OG0001621	XP_035733218.1, XP_035733219.1	NP_573362.1, NP_729837.1
OG0001622	XP_035740437.1	NP_572536.1
OG0001623	XP_035723670.1	NP_524400.2
OG0001624	XP_035742940.1	NP_788056.1
OG0001625	XP_035727825.1	NP_001262669.1
OG0001626	XP_035731937.1, XP_035731939.1, XP_035731941.1, XP_035731938.1, XP_035731940.1	NP_001259186.1
OG0001627	XP_035725155.1, XP_035725156.1, XP_035725157.1, XP_035725158.1	NP_001303417.1
OG0001628	XP_035734380.1	NP_651052.1
OG0001629	XP_035732347.1	NP_651782.1
OG0001630	XP_035736770.1, XP_035736774.1	NP_729395.2
OG0001631	XP_035722044.1	NP_001261267.1
OG0001632	XP_035740780.1	NP_001245408.1
OG0001633	XP_035734051.1	NP_001246351.1
OG0001634	XP_035731640.1	NP_651054.1
OG0001635	XP_035731776.1	NP_001303479.1
OG0001636	XP_035733127.1	NP_728142.1
OG0001637	XP_035719918.1	NP_612046.1
OG0001638	XP_035731767.1	NP_648826.2
OG0001639	XP_035721241.1	NP_572360.1
OG0001640	XP_035718059.1, XP_035721841.1, XP_035721840.1	NP_477027.1
OG0001641	XP_035719662.1	NP_722909.2, NP_996098.1, NP_648799.1, NP_648800.1, NP_001137779.1, NP_001261342.1
OG0001642	XP_035733123.1	NP_725207.1
OG0001645	XP_035717414.1, XP_035717415.1, XP_035717412.1, XP_035717413.1, XP_035717411.1	NP_733058.1
OG0001646	XP_035725754.1	NP_001285211.1
OG0001647	XP_035727074.1	NP_570025.1
OG0001648	XP_035726598.1	NP_001287187.1
OG0001649	XP_035718504.1	NP_609720.1, NP_524152.2
OG0001650	XP_035741136.1	NP_648222.3
OG0001651	XP_035724993.1	NP_001259585.1
OG0001652	XP_035734304.1, XP_035734303.1	NP_788858.1
OG0001653	XP_035724315.1	NP_995788.1
OG0001654	XP_035725123.1	NP_001246814.1
OG0001655	XP_035734720.1	NP_001245567.1
OG0001656	XP_035726949.1, XP_035726948.1, XP_035726947.1	NP_569872.1
OG0001657	XP_035725974.1	NP_001286489.1
OG0001658	XP_035731335.1, XP_035731338.1, XP_035731334.1, XP_035731337.1, XP_035731333.1	NP_001259992.1
OG0001659	XP_035724064.1	NP_730944.2
OG0001662	XP_035734917.1, XP_035734912.1	NP_001097377.2
OG0001663	XP_035719506.1	NP_649918.1
OG0001664	XP_035720672.1, XP_035720670.1	NP_648183.3
OG0001665	XP_035740169.1	NP_001014619.2
OG0001666	XP_035728853.1	NP_001163472.1, NP_649145.1
OG0001667	XP_035717186.1	NP_001261574.1
OG0001669	XP_035743908.1	NP_001287417.1
OG0001670	XP_035720954.1, XP_035720953.1	NP_001138149.1
OG0001671	XP_035729073.1, XP_035729072.1	NP_732316.2
OG0001672	XP_035732415.1, XP_035732416.1, XP_035732414.1	NP_001246400.1
OG0001673	XP_035738967.1	NP_649883.1
OG0001674	XP_035721929.1	NP_001260539.1
OG0001675	XP_035723042.1	NP_001261382.1
OG0001676	XP_035720013.1, XP_035720011.1, XP_035720012.1, XP_035720009.1, XP_035720010.1, XP_035720016.1, XP_035720017.1	NP_001163073.2
OG0001677	XP_035728893.1	NP_001260561.1
OG0001679	XP_035739958.1	NP_611460.1
OG0001680	XP_035731563.1, XP_035731564.1	NP_001260364.1, NP_001033899.1
OG0001681	XP_035718864.1, XP_035718865.1	NP_001163282.1
OG0001682	XP_035722878.1, XP_035722875.1	NP_001285158.1
OG0001684	XP_035723459.1	NP_001368993.1
OG0001685	XP_035731566.1	NP_001097520.2
OG0001686	XP_035736720.1	NP_731649.2
OG0001687	XP_035732075.1	NP_609069.1
OG0001688	XP_035735704.1, XP_035735701.1, XP_035735700.1, XP_035735699.1, XP_035735703.1, XP_035735702.1	NP_001104382.3
OG0001690	XP_035741845.1	NP_652015.1
OG0001693	XP_035723232.1	NP_001245400.1
OG0001694	XP_035736590.1	NP_610256.1
OG0001695	XP_035724037.1	NP_001262760.1
OG0001696	XP_035737044.1, XP_035737037.1	NP_001247156.1
OG0001697	XP_035728174.1	NP_001245797.1
OG0001699	XP_035743135.1	NP_733303.2
OG0001700	XP_035727996.1	NP_001189311.1
OG0001701	XP_035733887.1	NP_995862.1
OG0001702	XP_035735037.1, XP_035735039.1, XP_035735038.1	NP_651170.1
OG0001703	XP_035719566.1	NP_001262871.1, NP_651242.1
OG0001704	XP_035725085.1	NP_001356971.1
OG0001706	XP_035730623.1	NP_001247116.1
OG0001707	XP_035732573.1, XP_035732574.1, XP_035732575.1, XP_035732572.1	NP_001262589.2
OG0001709	XP_035727211.1	NP_001303494.1
OG0001710	XP_035718484.1	NP_573217.1, NP_730784.1
OG0001711	XP_035735878.1, XP_035735875.1, XP_035735876.1, XP_035735879.1, XP_035735874.1, XP_035735877.1	NP_608741.1
OG0001712	XP_035717949.1, XP_035717946.1	NP_001188885.2
OG0001713	XP_035727580.1	NP_001033943.2
OG0001714	XP_035733669.1	NP_649156.1
OG0001715	XP_035730023.1	NP_001285698.1
OG0001716	XP_035739670.1, XP_035739663.1	NP_001163671.1
OG0001717	XP_035725525.1	NP_611675.2
OG0001718	XP_035740550.1	NP_001287021.1, NP_001261456.1, NP_001261457.1
OG0001719	XP_035729786.1	NP_001245568.1
OG0001720	XP_035730232.1, XP_035730231.1	NP_610938.1
OG0001722	XP_035717959.1	NP_723401.1
OG0001723	XP_035739522.1	NP_001188979.1, NP_524242.2, NP_001287190.1
OG0001724	XP_035724251.1	NP_001261391.1
OG0001725	XP_035727405.1, XP_035727406.1, XP_035727407.1	NP_524401.2
OG0001726	XP_035725641.1	NP_477075.2, NP_001303577.1, NP_001303576.1, NP_001285482.2, NP_001285481.1, NP_524670.2, NP_001303578.1, NP_001368966.1
OG0001727	XP_035738581.1	NP_001036351.2
OG0001728	XP_035723533.1, XP_035723531.1	NP_001286002.1
OG0001729	XP_035720408.1	NP_001286919.1
OG0001730	XP_035718931.1, XP_035718936.1, XP_035718938.1	NP_001247378.2, NP_001245717.1, NP_001245715.1
OG0001731	XP_035730629.1, XP_035730630.1	NP_572995.1, NP_001163445.1
OG0001732	XP_035736651.1, XP_035736652.1, XP_035736653.1, XP_035736650.1, XP_035736649.1	NP_651725.1
OG0001733	XP_035739692.1	NP_001260590.1, NP_523506.1, NP_523578.1, NP_523507.2
OG0001734	XP_035724184.1, XP_035724191.1	NP_608563.1
OG0001735	XP_035740869.1	NP_609387.1
OG0001736	XP_035736510.1	NP_001097937.1
OG0001737	XP_035723339.1, XP_035723341.1, XP_035723340.1	NP_001259675.1, NP_001033853.1
OG0001738	XP_035728779.1	NP_001014543.1
OG0001739	XP_035742975.1	NP_001246653.1
OG0001740	XP_035723606.1, XP_035723601.1	NP_001036555.1
OG0001742	XP_035727937.1, XP_035727936.1	NP_733224.2
OG0001743	XP_035734201.1, XP_035734202.1	NP_001285126.1
OG0001744	XP_035725897.1, XP_035725889.1	NP_651315.2
OG0001745	XP_035736546.1	NP_650743.1
OG0001746	XP_035737436.1	NP_524852.2
OG0001747	XP_035720424.1	NP_001261633.1
OG0001748	XP_035733691.1, XP_035733815.1	NP_001189227.1
OG0001749	XP_035721521.1, XP_035721527.1	NP_001036722.1
OG0001750	XP_035729052.1, XP_035729053.1	NP_001261148.1
OG0001751	XP_035736886.1, XP_035736887.1, XP_035736884.1, XP_035736882.1, XP_035736885.1, XP_035736888.1	NP_001286159.1
OG0001752	XP_035743789.1	NP_651792.1, NP_651791.2
OG0001753	XP_035729016.1, XP_035729014.1, XP_035729015.1, XP_035729017.1	NP_523391.3
OG0001754	XP_035736905.1	NP_651671.1
OG0001755	XP_035736336.1	NP_573318.1, NP_609759.1
OG0001756	XP_035724490.1	NP_649646.3
OG0001757	XP_035718466.1	NP_733185.2, NP_648528.1, NP_001261732.1, NP_001287549.1
OG0001758	XP_035724233.1	NP_001163069.1
OG0001759	XP_035726260.1, XP_035726259.1	NP_001287202.1
OG0001760	XP_035719167.1, XP_035719165.1, XP_035719166.1, XP_035719168.1	NP_732069.3
OG0001761	XP_035718203.1, XP_035718202.1, XP_035718201.1, XP_035718204.1, XP_035718200.1	NP_001188832.1
OG0001762	XP_035729964.1, XP_035729965.1, XP_035729966.1	NP_001261764.1
OG0001763	XP_035730909.1, XP_035730910.1	NP_650223.1
OG0001764	XP_035734372.1, XP_035734151.1	NP_001287421.2, NP_650876.1
OG0001765	XP_035726400.1	NP_731461.1
OG0001766	XP_035736684.1	NP_001261659.1
OG0001767	XP_035739192.1	NP_723294.1
OG0001768	XP_035739764.1	NP_572805.1
OG0001774	XP_035734709.1	NP_476778.1
OG0001775	XP_035722727.1	NP_523735.2
OG0001776	XP_035727441.1	NP_620470.1
OG0001777	XP_035743010.1, XP_035723112.1	NP_001245758.1
OG0001778	XP_035719209.1, XP_035719207.1, XP_035719208.1	NP_001262233.1
OG0001779	XP_035723057.1, XP_035723059.1, XP_035723058.1	NP_648194.1, NP_726718.1, NP_001261626.1, NP_648160.2, NP_648052.1
OG0001780	XP_035720164.1	NP_610617.1
OG0001781	XP_035739689.1	NP_650423.1
OG0001782	XP_035720277.1	NP_649000.1
OG0001783	XP_035735275.1	NP_647892.1
OG0001784	XP_035742842.1	NP_001163585.1
OG0001785	XP_035727090.1	NP_524416.1
OG0001786	XP_035739679.1	NP_001260689.1
OG0001787	XP_035737845.1, XP_035737844.1, XP_035737847.1, XP_035737846.1, XP_035737848.1	NP_648786.1
OG0001788	XP_035720898.1	NP_724103.1
OG0001789	XP_035734071.1, XP_035734072.1	NP_651728.1
OG0001790	XP_035729403.1, XP_035729395.1	NP_649460.3
OG0001791	XP_035718692.1, XP_035718691.1	NP_572504.1
OG0001792	XP_035723572.1, XP_035723571.1	NP_611734.1
OG0001793	XP_035738047.1	NP_608828.2
OG0001794	XP_035741806.1, XP_035741807.1	NP_001259442.1
OG0001796	XP_035736721.1	NP_477212.1
OG0001797	XP_035738575.1	NP_523830.2
OG0001799	XP_035732908.1	NP_001260496.1
OG0001800	XP_035724318.1	NP_001262652.1, NP_001262651.1
OG0001801	XP_035736900.1	NP_572456.1, NP_001259211.1, NP_651547.1, NP_001262253.1
OG0001802	XP_035733457.1, XP_035733455.1, XP_035733456.1	NP_001162765.1
OG0001803	XP_035741393.1	NP_001015387.1
OG0001804	XP_035742224.1	NP_728575.2, NP_612081.1
OG0001805	XP_035735349.1	NP_649038.1, NP_730334.2
OG0001806	XP_035735734.1	NP_610087.2
OG0001807	XP_035734427.1, XP_035734428.1, XP_035734426.1, XP_035734429.1, XP_035734430.1, XP_035734425.1	NP_001286460.1
OG0001808	XP_035722381.1	NP_650163.2, NP_650840.1
OG0001809	XP_035743450.1	NP_609837.1
OG0001810	XP_035730273.1	NP_001246271.1
OG0001811	XP_035742695.1, XP_035742697.1, XP_035742699.1, XP_035742698.1	NP_001262677.1
OG0001812	XP_035730716.1, XP_035730717.1	NP_001259970.1
OG0001813	XP_035721231.1	NP_611350.1
OG0001814	XP_035737109.1	NP_524758.1
OG0001815	XP_035727864.1	NP_476667.1, NP_001246493.1
OG0001816	XP_035724657.1	NP_648106.1
OG0001818	XP_035732407.1	NP_001285489.1
OG0001820	XP_035733253.1	NP_649757.1
OG0001821	XP_035737059.1, XP_035737060.1	NP_001287100.1
OG0001822	XP_035718893.1	NP_995873.2
OG0001823	XP_035727906.1	NP_609767.2, NP_001260489.1
OG0001824	XP_035720255.1, XP_035720254.1	NP_001356918.1
OG0001825	XP_035741953.1, XP_035741952.1, XP_035741951.1	NP_001285277.1
OG0001826	XP_035722834.1	NP_610191.2
OG0001827	XP_035723798.1, XP_035723796.1	NP_001261341.1
OG0001828	XP_035738445.1	NP_477184.1
OG0001829	XP_035731878.1, XP_035731877.1	NP_511153.1
OG0001830	XP_035724192.1	NP_001189170.1
OG0001831	XP_035743790.1	NP_648895.1
OG0001832	XP_035740718.1	NP_611293.3
OG0001833	XP_035720137.1	NP_001262071.1
OG0001834	XP_035739846.1	NP_725449.1, NP_611238.2, NP_001285657.1
OG0001835	XP_035726862.1	NP_648567.2, NP_729801.1
OG0001836	XP_035718737.1, XP_035718713.1	NP_001097041.2
OG0001838	XP_035718209.1	NP_649809.1
OG0001839	XP_035739361.1	NP_001287516.1, NP_524496.1
OG0001840	XP_035724224.1, XP_035724225.1, XP_035724219.1, XP_035724223.1, XP_035724221.1, XP_035724220.1	NP_001287291.1
OG0001841	XP_035730129.1, XP_035730125.1, XP_035730124.1, XP_035730130.1, XP_035730126.1, XP_035730127.1	NP_649554.1
OG0001843	XP_035729710.1	NP_001163392.1
OG0001844	XP_035741777.1	NP_733332.1
OG0001845	XP_035737471.1	NP_649732.1
OG0001846	XP_035732652.1, XP_035732653.1	NP_788721.1
OG0001847	XP_035735462.1	NP_001163705.1
OG0001848	XP_035743093.1, XP_035743092.1	NP_610735.1
OG0001849	XP_035725066.1	NP_001303451.1, NP_524581.1
OG0001850	XP_035731386.1	NP_001097569.1
OG0001851	XP_035731465.1, XP_035731466.1	NP_524795.2
OG0001852	XP_035727695.1	NP_611258.2
OG0001853	XP_035734442.1	NP_001285407.1
OG0001854	XP_035731814.1	NP_610231.2, NP_525107.1, NP_536747.2
OG0001855	XP_035723472.1	NP_001097922.1
OG0001856	XP_035734477.1	NP_650446.2
OG0001858	XP_035736318.1, XP_035736320.1, XP_035736317.1	NP_651605.1
OG0001859	XP_035743154.1	NP_001261279.1, NP_608679.1
OG0001860	XP_035738656.1	NP_001286627.1
OG0001861	XP_035728169.1	NP_524274.1
OG0001862	XP_035729587.1	NP_001096954.1
OG0001863	XP_035723484.1	NP_001303452.1
OG0001864	XP_035742416.1, XP_035742413.1, XP_035742411.1, XP_035742415.1, XP_035742392.1, XP_035742400.1, XP_035742414.1, XP_035742409.1	NP_001259978.1
OG0001865	XP_035731925.1	NP_001036440.1
OG0001866	XP_035735805.1	NP_610462.3
OG0001867	XP_035741376.1, XP_035741377.1, XP_035741378.1, XP_035741374.1, XP_035741375.1	NP_651658.1
OG0001868	XP_035729430.1	NP_732113.3
OG0001869	XP_035728194.1	NP_477402.1
OG0001870	XP_035724411.1, XP_035724410.1	NP_001285457.1
OG0001871	XP_035724909.1	NP_572522.2
OG0001872	XP_035737536.1	NP_536773.1
OG0001873	XP_035734797.1, XP_035734798.1	NP_730982.1
OG0001874	XP_035742159.1	NP_477024.1
OG0001875	XP_035728046.1	NP_511130.2
OG0001876	XP_035726498.1	NP_001368952.1
OG0001877	XP_035735144.1, XP_035735142.1	NP_001014498.1
OG0001878	XP_035719276.1, XP_035719280.1	NP_001259740.1, NP_001260348.1
OG0001879	XP_035719312.1, XP_035719311.1, XP_035719310.1	NP_652101.2
OG0001880	XP_035734673.1	NP_001033948.1
OG0001882	XP_035733311.1, XP_035733305.1	NP_001188575.1
OG0001883	XP_035735348.1	NP_650805.1
OG0001884	XP_035744000.1	NP_001188772.1
OG0001885	XP_035729348.1	NP_001262303.1
OG0001886	XP_035735965.1	NP_001261166.1
OG0001887	XP_035724359.1	NP_723772.2
OG0001888	XP_035720564.1	NP_001286416.1
OG0001889	XP_035738527.1	NP_651593.1
OG0001890	XP_035721367.1	NP_609530.1
OG0001891	XP_035723898.1	NP_476733.1
OG0001892	XP_035743999.1	NP_001245925.1, NP_611294.1
OG0001893	XP_035717988.1	NP_477049.2
OG0001894	XP_035733527.1	NP_001137875.1
OG0001895	XP_035720126.1, XP_035720116.1	NP_524651.2
OG0001896	XP_035719576.1, XP_035719577.1, XP_035719575.1	NP_609570.1
OG0001897	XP_035738097.1, XP_035738098.1, XP_035738099.1	NP_611140.3
OG0001898	XP_035726006.1	NP_001263035.1
OG0001899	XP_035718024.1, XP_035718023.1, XP_035718020.1, XP_035718021.1	NP_724878.2
OG0001900	XP_035731396.1	NP_001259735.1
OG0001901	XP_035731136.1, XP_035731137.1	NP_651080.2
OG0001902	XP_035743519.1, XP_035743521.1	NP_001286818.1
OG0001903	XP_035737662.1	NP_001285675.1
OG0001905	XP_035724466.1	NP_001287263.1
OG0001906	XP_035718233.1	NP_001245625.1
OG0001908	XP_035742812.1	NP_650314.1
OG0001909	XP_035736047.1, XP_035736046.1	NP_001033913.1
OG0001910	XP_035743101.1, XP_035743100.1, XP_035743099.1, XP_035743098.1, XP_035743097.1	NP_648745.1
OG0001911	XP_035720394.1	NP_726108.3
OG0001912	XP_035739936.1	NP_001286124.1
OG0001913	XP_035738544.1	NP_524909.1
OG0001914	XP_035720609.1	NP_608998.2, NP_001188704.1
OG0001915	XP_035732211.1	NP_001014612.1
OG0001916	XP_035721860.1, XP_035721857.1, XP_035721861.1, XP_035721858.1, XP_035721859.1	NP_648272.1
OG0001917	XP_035737814.1	NP_611237.2
OG0001919	XP_035722709.1	NP_610950.2
OG0001920	XP_035729863.1, XP_035729861.1	NP_608361.3
OG0001921	XP_035739206.1	NP_001036438.1
OG0001922	XP_035736712.1, XP_035736714.1	NP_001246140.1
OG0001923	XP_035740035.1	NP_726381.1
OG0001924	XP_035720977.1, XP_035720981.1	NP_609384.1
OG0001925	XP_035719164.1	NP_476618.1
OG0001926	XP_035722640.1	NP_609736.1
OG0001927	XP_035741116.1, XP_035741118.1, XP_035741117.1	NP_524688.1
OG0001928	XP_035738468.1	NP_001261246.1
OG0001929	XP_035719272.1, XP_035719271.1	NP_001260566.1, NP_001260567.1
OG0001930	XP_035730074.1	NP_650547.1
OG0001931	XP_035717865.1	NP_001097135.1
OG0001933	XP_035740463.1	NP_524431.2
OG0001935	XP_035744258.1	NP_001015254.1
OG0001936	XP_035722630.1	NP_001286158.1
OG0001937	XP_035738250.1	NP_001259619.1
OG0001938	XP_035730147.1, XP_035736009.1	NP_001286427.1
OG0001939	XP_035726925.1	NP_649157.1
OG0001941	XP_035739439.1, XP_035739446.1	NP_001368962.1
OG0001942	XP_035723233.1	NP_001260565.1, NP_476804.1
OG0001943	XP_035719742.1	NP_001188918.1, NP_651214.2
OG0001944	XP_035726697.1	NP_001163494.1
OG0001945	XP_035740100.1	NP_572873.2
OG0001946	XP_035718360.1	NP_001303420.1
OG0001947	XP_035724027.1, XP_035724024.1	NP_649796.1
OG0001950	XP_035737014.1, XP_035737015.1	NP_001261595.1
OG0001951	XP_035719331.1	NP_726846.1
OG0001952	XP_035723358.1	NP_001245466.1
OG0001953	XP_035743922.1	NP_524790.1, NP_001261255.1, NP_788450.1
OG0001954	XP_035736960.1	NP_001263037.1
OG0001956	XP_035742090.1, XP_035742098.1, XP_035742082.1	NP_610804.1
OG0001957	XP_035741892.1	NP_001284857.1, NP_647754.1, NP_570058.1, NP_569912.2, NP_724707.1, NP_610987.1, NP_648614.1, NP_573069.1
OG0001959	XP_035727175.1	NP_649972.1
OG0001960	XP_035742253.1, XP_035742263.1, XP_035742271.1	NP_001261726.1, NP_524993.3, NP_001027247.1
OG0001961	XP_035734760.1	NP_001286875.1
OG0001963	XP_035728364.1	NP_648053.1
OG0001964	XP_035737585.1	NP_001287227.1
OG0001965	XP_035720178.1	NP_001285968.1, NP_723939.1, NP_728540.1, NP_612051.1
OG0001966	XP_035735625.1, XP_035735624.1	NP_001286827.1
OG0001967	XP_035726078.1	NP_001262353.1
OG0001968	XP_035727988.1	NP_001097756.1
OG0001969	XP_035734385.1, XP_035734383.1, XP_035734384.1	NP_001259204.1
OG0001971	XP_035722776.1, XP_035721922.1, XP_035720192.1, XP_035721060.1	NP_723787.1
OG0001973	XP_035719261.1	NP_726095.2
OG0001974	XP_035724213.1	NP_648645.1
OG0001975	XP_035725903.1, XP_035725905.1	NP_001260979.1
OG0001976	XP_035730315.1	NP_001138150.1
OG0001977	XP_035722673.1, XP_035722672.1, XP_035722674.1, XP_035722372.1, XP_035722373.1, XP_035722374.1	NP_611067.2
OG0001981	XP_035743060.1	NP_649298.2, NP_001262144.1, NP_001287140.1
OG0001983	XP_035718861.1	NP_610838.1
OG0001987	XP_035719828.1, XP_035719827.1	NP_001356937.1
OG0001988	XP_035743498.1, XP_035743493.1, XP_035743497.1, XP_035743496.1, XP_035743495.1	NP_524001.2
OG0001989	XP_035741394.1	NP_001260098.1, NP_001284837.1
OG0001990	XP_035735620.1	NP_788760.1
OG0001991	XP_035739539.1, XP_035739538.1, XP_035739540.1	NP_001262998.1
OG0001992	XP_035739800.1	NP_001245552.1
OG0001993	XP_035743880.1, XP_035743881.1	NP_611538.1
OG0001994	XP_035738629.1	NP_651072.1
OG0001995	XP_035740451.1, XP_035742866.1	NP_523355.2
OG0001997	XP_035732100.1	NP_996267.1
OG0001999	XP_035736872.1, XP_035736871.1	NP_523428.1
OG0002000	XP_035728548.1	NP_726490.3
OG0002001	XP_035722607.1, XP_035722608.1	NP_001285572.1
OG0002002	XP_035722422.1	NP_001027274.2, NP_001260458.1
OG0002003	XP_035742384.1	NP_001259998.1
OG0002004	XP_035723661.1	NP_650776.1
OG0002005	XP_035738615.1, XP_035738635.1, XP_035738624.1	NP_647640.1
OG0002006	XP_035743207.1	NP_001247376.1, NP_001247375.1
OG0002007	XP_035724428.1	NP_001261689.1
OG0002009	XP_035719674.1	NP_001027401.1
OG0002010	XP_035740514.1, XP_035740516.1	NP_651600.1
OG0002011	XP_035721307.1, XP_035721303.1, XP_035721305.1, XP_035721306.1, XP_035721304.1	NP_001286589.1
OG0002012	XP_035743311.1, XP_035743310.1	NP_001014582.1, NP_524041.2
OG0002013	XP_035739957.1, XP_035739977.1, XP_035739988.1, XP_035739949.1, XP_035739940.1, XP_035739932.1, XP_035739968.1	NP_001245550.1
OG0002014	XP_035727696.1	NP_476562.1
OG0002015	XP_035733182.1	NP_609782.2
OG0002016	XP_035720900.1, XP_035720899.1, XP_035720901.1	NP_788448.1
OG0002017	XP_035735019.1, XP_035734958.1	NP_610188.2
OG0002018	XP_035739377.1	NP_648586.2
OG0002019	XP_035738821.1	NP_001137910.2
OG0002020	XP_035723851.1	NP_732549.2
OG0002021	XP_035739280.1	NP_649827.2
OG0002022	XP_035726378.1	NP_726406.1
OG0002023	XP_035736419.1	NP_001245577.1
OG0002024	XP_035724575.1, XP_035724576.1, XP_035724574.1	NP_610095.1
OG0002025	XP_035739826.1	NP_649877.1
OG0002026	XP_035733070.1	NP_001259298.1
OG0002028	XP_035735967.1	NP_001263045.1, NP_001036699.1
OG0002029	XP_035727801.1	NP_610059.1
OG0002032	XP_035732726.1, XP_035732732.1	NP_001286795.1
OG0002033	XP_035735178.1, XP_035722531.1	NP_001285275.1
OG0002034	XP_035720445.1, XP_035720443.1, XP_035720444.1, XP_035720446.1	NP_001163027.1, NP_001189073.1
OG0002036	XP_035720251.1	NP_001286548.1
OG0002037	XP_035739511.1, XP_035720360.1	NP_524660.1
OG0002038	XP_035722315.1	NP_608372.1
OG0002039	XP_035730921.1	NP_001286974.1
OG0002041	XP_035730098.1	NP_647887.1
