Orthogroup	Vespa_mandarinia	Osmia_lignaria
OG0001498	XP_035719605.1	XP_034190065.1, XP_034190067.1
OG0001499	XP_035726067.1	XP_034177671.1
OG0001500	XP_035729281.1, XP_035729277.1	XP_034183987.1
OG0001501	XP_035736056.1	XP_034195944.1, XP_034195954.1
OG0001502	XP_035736178.1	XP_034195654.1, XP_034195723.1, XP_034195661.1, XP_034195645.1, XP_034195670.1, XP_034195691.1, XP_034195702.1, XP_034195681.1, XP_034195713.1, XP_034195636.1
OG0001503	XP_035731138.1	XP_034193077.1
OG0001504	XP_035724977.1, XP_035724976.1	XP_034188489.1
OG0001505	XP_035740281.1	XP_034177466.1
OG0001506	XP_035724115.1, XP_035724116.1	XP_034186728.1
OG0001507	XP_035722516.1	XP_034178888.1
OG0001507	XP_035722512.1	XP_034178887.1
OG0001508	XP_035735828.1, XP_035735819.1	XP_034173898.1, XP_034173896.1
OG0001509	XP_035725114.1	XP_034185686.1, XP_034185685.1
OG0001510	XP_035736193.1, XP_035738093.1	XP_034175743.1, XP_034176259.1
OG0001511	XP_035727478.1	XP_034172851.1
OG0001512	XP_035743937.1	XP_034187926.1
OG0001513	XP_035740488.1	XP_034176400.1
OG0001514	XP_035720547.1	XP_034175632.1, XP_034175631.1
OG0001515	XP_035743549.1	XP_034174960.1
OG0001517	XP_035741612.1	XP_034186559.1
OG0001518	XP_035724751.1, XP_035724750.1	XP_034182092.1, XP_034182091.1
OG0001519	XP_035737253.1	XP_034176663.1
OG0001520	XP_035743161.1	XP_034170975.1
OG0001521	XP_035731179.1	XP_034177464.1
OG0001522	XP_035739848.1	XP_034194411.1
OG0001523	XP_035728167.1	XP_034193531.1, XP_034193530.1, XP_034193529.1, XP_034193527.1
OG0001524	XP_035730671.1, XP_035730669.1, XP_035730670.1	XP_034188338.1
OG0001525	XP_035728186.1, XP_035728182.1, XP_035728183.1, XP_035728184.1	XP_034193512.1, XP_034193514.1, XP_034193513.1
OG0001526	XP_035728083.1	XP_034185127.1
OG0001527	XP_035728445.1, XP_035728444.1	XP_034186561.1, XP_034186469.1
OG0001529	XP_035739478.1	XP_034194471.1
OG0001530	XP_035742074.1, XP_035742073.1	XP_034172078.1, XP_034172077.1, XP_034172074.1, XP_034172076.1
OG0001531	XP_035721679.1, XP_035721676.1, XP_035721680.1, XP_035721678.1	XP_034176936.1
OG0001532	XP_035728061.1, XP_035728062.1	XP_034181167.1, XP_034181163.1, XP_034181168.1
OG0001533	XP_035743685.1	XP_034191939.1
OG0001534	XP_035731294.1	XP_034191289.1, XP_034191290.1, XP_034191288.1, XP_034191292.1, XP_034191291.1
OG0001535	XP_035726470.1	XP_034170946.1
OG0001536	XP_035730724.1, XP_035730723.1	XP_034171019.1, XP_034170963.1
OG0001537	XP_035717336.1	XP_034183326.1
OG0001539	XP_035736370.1, XP_035736369.1	XP_034177999.1
OG0001540	XP_035742193.1	XP_034173018.1
OG0001541	XP_035740966.1	XP_034177469.1
OG0001542	XP_035725107.1, XP_035725106.1, XP_035725108.1	XP_034173767.1, XP_034173765.1
OG0001543	XP_035734388.1	XP_034192289.1
OG0001545	XP_035743288.1	XP_034181991.1, XP_034182093.1, XP_034188450.1
OG0001546	XP_035724101.1	XP_034177866.1
OG0001547	XP_035738371.1	XP_034186431.1
OG0001548	XP_035733159.1	XP_034181939.1, XP_034181934.1, XP_034181938.1
OG0001549	XP_035732687.1	XP_034187374.1, XP_034187373.1, XP_034187375.1
OG0001552	XP_035720372.1	XP_034171982.1, XP_034171977.1
OG0001553	XP_035720814.1	XP_034171753.1
OG0001554	XP_035721118.1	XP_034183078.1, XP_034183070.1
OG0001555	XP_035719215.1, XP_035719214.1, XP_035719213.1	XP_034192618.1
OG0001556	XP_035730674.1	XP_034177956.1
OG0001557	XP_035737148.1, XP_035737142.1	XP_034175797.1
OG0001558	XP_035742800.1, XP_035742835.1, XP_035742827.1, XP_035742810.1, XP_035742819.1	XP_034190422.1
OG0001559	XP_035735222.1, XP_035735223.1	XP_034181077.1, XP_034181078.1, XP_034181076.1, XP_034181080.1, XP_034181079.1
OG0001560	XP_035733162.1, XP_035733154.1	XP_034173220.1
OG0001561	XP_035729434.1, XP_035729435.1	XP_034193887.1, XP_034193886.1, XP_034193888.1, XP_034193890.1, XP_034193889.1
OG0001562	XP_035727763.1, XP_035727765.1	XP_034185884.1, XP_034185806.1
OG0001563	XP_035738177.1, XP_035738176.1	XP_034193791.1
OG0001565	XP_035740221.1	XP_034183551.1
OG0001567	XP_035733419.1, XP_035733417.1	XP_034189867.1, XP_034189876.1
OG0001568	XP_035719663.1	XP_034176881.1, XP_034176880.1
OG0001569	XP_035735846.1	XP_034192018.1, XP_034192019.1
OG0001570	XP_035736968.1	XP_034175949.1, XP_034175951.1, XP_034175950.1
OG0001571	XP_035720700.1	XP_034178369.1
OG0001572	XP_035727941.1	XP_034179270.1
OG0001573	XP_035744094.1	XP_034173262.1, XP_034173261.1, XP_034173260.1, XP_034173259.1, XP_034173255.1, XP_034173257.1, XP_034173264.1, XP_034173265.1, XP_034173263.1, XP_034173258.1
OG0001574	XP_035734280.1, XP_035734289.1	XP_034177989.1, XP_034177991.1
OG0001575	XP_035740609.1, XP_035740610.1	XP_034184289.1
OG0001576	XP_035718048.1	XP_034182764.1
OG0001577	XP_035719108.1, XP_035719116.1	XP_034181816.1
OG0001578	XP_035725745.1	XP_034174199.1, XP_034174198.1, XP_034174200.1
OG0001579	XP_035729962.1, XP_035729961.1, XP_035729963.1	XP_034183763.1, XP_034183762.1
OG0001581	XP_035727859.1	XP_034183698.1
OG0001582	XP_035735263.1	XP_034188520.1, XP_034188519.1
OG0001583	XP_035736291.1	XP_034193810.1
OG0001584	XP_035739266.1	XP_034173083.1, XP_034173087.1
OG0001585	XP_035732290.1	XP_034195987.1
OG0001586	XP_035741954.1	XP_034189101.1
OG0001587	XP_035737786.1, XP_035741104.1, XP_035741103.1, XP_035741105.1	XP_034180070.1
OG0001588	XP_035732715.1	XP_034176393.1
OG0001589	XP_035742281.1, XP_035742282.1	XP_034176915.1, XP_034176917.1, XP_034176914.1, XP_034176918.1
OG0001590	XP_035742142.1	XP_034183406.1
OG0001591	XP_035733982.1, XP_035733981.1	XP_034176545.1
OG0001592	XP_035726707.1	XP_034173137.1
OG0001593	XP_035740704.1	XP_034179291.1
OG0001594	XP_035724403.1, XP_035724402.1	XP_034195834.1
OG0001595	XP_035727774.1	XP_034195489.1
OG0001596	XP_035733254.1	XP_034194107.1, XP_034194106.1, XP_034194108.1
OG0001597	XP_035733267.1	XP_034171975.1
OG0001597	XP_035733002.1	XP_034171970.1
OG0001598	XP_035723486.1	XP_034173905.1
OG0001600	XP_035734659.1, XP_035734656.1, XP_035734657.1	XP_034180779.1, XP_034180759.1, XP_034180770.1, XP_034180788.1
OG0001601	XP_035741630.1	XP_034172790.1, XP_034172794.1, XP_034172775.1, XP_034172791.1, XP_034172796.1
OG0001602	XP_035737830.1	XP_034192717.1
OG0001603	XP_035739186.1, XP_035739187.1	XP_034187265.1
OG0001604	XP_035737909.1, XP_035737914.1	XP_034186738.1, XP_034186783.1
OG0001605	XP_035743515.1, XP_035743631.1	XP_034187808.1
OG0001606	XP_035741397.1	XP_034186979.1
OG0001607	XP_035721439.1	XP_034187462.1
OG0001608	XP_035735061.1, XP_035735060.1	XP_034175828.1
OG0001612	XP_035725764.1	XP_034173487.1, XP_034173486.1, XP_034173488.1
OG0001614	XP_035729693.1, XP_035729699.1	XP_034185169.1, XP_034185158.1
OG0001615	XP_035724682.1	XP_034181565.1, XP_034181567.1, XP_034181566.1
OG0001616	XP_035725033.1, XP_035725034.1	XP_034175169.1
OG0001617	XP_035742339.1	XP_034196519.1
OG0001619	XP_035723068.1, XP_035723071.1	XP_034176362.1
OG0001620	XP_035723185.1	XP_034184874.1, XP_034184873.1
OG0001621	XP_035733218.1, XP_035733219.1	XP_034174653.1, XP_034174654.1
OG0001622	XP_035740437.1	XP_034180463.1
OG0001623	XP_035723670.1	XP_034174719.1
OG0001624	XP_035742940.1	XP_034190781.1
OG0001625	XP_035727825.1	XP_034190242.1
OG0001626	XP_035731937.1, XP_035731939.1, XP_035731941.1, XP_035731938.1, XP_035731940.1	XP_034186148.1
OG0001627	XP_035725155.1, XP_035725156.1, XP_035725157.1, XP_035725158.1	XP_034188236.1
OG0001629	XP_035732347.1	XP_034186840.1
OG0001630	XP_035736770.1, XP_035736774.1	XP_034189488.1
OG0001631	XP_035722044.1	XP_034175668.1, XP_034175667.1
OG0001632	XP_035740780.1	XP_034180485.1
OG0001633	XP_035734051.1	XP_034178275.1
OG0001634	XP_035731640.1	XP_034183094.1, XP_034183093.1, XP_034183096.1
OG0001635	XP_035731776.1	XP_034183092.1
OG0001636	XP_035733127.1	XP_034171648.1, XP_034171647.1, XP_034171634.1
OG0001637	XP_035719918.1	XP_034186303.1
OG0001639	XP_035721241.1	XP_034180776.1, XP_034180777.1
OG0001640	XP_035718059.1, XP_035721841.1, XP_035721840.1	XP_034194872.1
OG0001641	XP_035719662.1	XP_034176839.1
OG0001642	XP_035733123.1	XP_034171631.1, XP_034171630.1
OG0001643	XP_035720944.1	XP_034191872.1
OG0001645	XP_035717414.1, XP_035717415.1, XP_035717412.1, XP_035717413.1, XP_035717411.1	XP_034185350.1
OG0001646	XP_035725754.1	XP_034174614.1
OG0001647	XP_035727074.1	XP_034180184.1
OG0001648	XP_035726598.1	XP_034172958.1, XP_034172955.1, XP_034172957.1, XP_034172959.1, XP_034172960.1
OG0001649	XP_035718504.1	XP_034173439.1
OG0001650	XP_035741136.1	XP_034191719.1, XP_034191717.1, XP_034191718.1
OG0001651	XP_035724993.1	XP_034175140.1
OG0001652	XP_035734304.1, XP_035734303.1	XP_034181197.1
OG0001653	XP_035724315.1	XP_034189073.1, XP_034189072.1
OG0001654	XP_035725123.1	XP_034183183.1, XP_034183184.1, XP_034183185.1
OG0001655	XP_035734720.1	XP_034172908.1
OG0001656	XP_035726949.1, XP_035726948.1, XP_035726947.1	XP_034189347.1, XP_034189348.1, XP_034189346.1, XP_034189345.1, XP_034189351.1, XP_034189344.1, XP_034189350.1
OG0001657	XP_035725974.1	XP_034179129.1, XP_034179135.1
OG0001658	XP_035731335.1, XP_035731338.1, XP_035731334.1, XP_035731337.1, XP_035731333.1	XP_034174459.1
OG0001659	XP_035724064.1	XP_034193729.1
OG0001661	XP_035738618.1	XP_034186022.1
OG0001662	XP_035734917.1, XP_035734912.1	XP_034193742.1
OG0001663	XP_035719506.1	XP_034189821.1
OG0001664	XP_035720672.1, XP_035720670.1	XP_034177352.1
OG0001665	XP_035740169.1	XP_034176588.1
OG0001666	XP_035728853.1	XP_034172970.1, XP_034172968.1
OG0001667	XP_035717186.1	XP_034177698.1, XP_034177697.1
OG0001668	XP_035733407.1, XP_035733405.1, XP_035733406.1, XP_035733404.1, XP_035733403.1, XP_035733402.1	XP_034189905.1
OG0001669	XP_035743908.1	XP_034187750.1
OG0001670	XP_035720954.1, XP_035720953.1	XP_034171597.1
OG0001671	XP_035729073.1, XP_035729072.1	XP_034183740.1
OG0001672	XP_035732415.1, XP_035732416.1, XP_035732414.1	XP_034186835.1
OG0001673	XP_035738967.1	XP_034172570.1, XP_034172571.1, XP_034172569.1, XP_034172568.1
OG0001674	XP_035721929.1	XP_034173371.1
OG0001675	XP_035723042.1	XP_034191504.1
OG0001676	XP_035720013.1, XP_035720011.1, XP_035720012.1, XP_035720009.1, XP_035720010.1, XP_035720016.1, XP_035720017.1	XP_034172715.1
OG0001677	XP_035728893.1	XP_034195937.1
OG0001678	XP_035739191.1	XP_034187292.1, XP_034187302.1, XP_034187313.1
OG0001679	XP_035739958.1	XP_034176407.1, XP_034176406.1
OG0001680	XP_035731563.1, XP_035731564.1	XP_034190890.1, XP_034190891.1
OG0001681	XP_035718864.1, XP_035718865.1	XP_034178076.1
OG0001682	XP_035722878.1, XP_035722875.1	XP_034182602.1
OG0001683	XP_035737098.1	XP_034181453.1
OG0001684	XP_035723459.1	XP_034179018.1, XP_034179160.1
OG0001685	XP_035731566.1	XP_034182718.1
OG0001686	XP_035736720.1	XP_034195085.1
OG0001687	XP_035732075.1	XP_034178035.1
OG0001688	XP_035735704.1, XP_035735701.1, XP_035735700.1, XP_035735699.1, XP_035735703.1, XP_035735702.1	XP_034192136.1
OG0001689	XP_035727653.1	XP_034178702.1
OG0001690	XP_035741845.1	XP_034180734.1, XP_034180732.1
OG0001691	XP_035734626.1	XP_034180959.1
OG0001692	XP_035722728.1	XP_034191178.1, XP_034191179.1, XP_034191180.1
OG0001693	XP_035723232.1	XP_034181482.1, XP_034181481.1, XP_034181483.1, XP_034181484.1, XP_034181480.1
OG0001694	XP_035736590.1	XP_034188178.1, XP_034188179.1, XP_034188177.1
OG0001695	XP_035724037.1	XP_034193696.1
OG0001696	XP_035737044.1, XP_035737037.1	XP_034173332.1, XP_034173325.1
OG0001697	XP_035728174.1	XP_034193517.1
OG0001699	XP_035743135.1	XP_034181669.1
OG0001700	XP_035727996.1	XP_034178857.1
OG0001701	XP_035733887.1	XP_034183579.1
OG0001702	XP_035735037.1, XP_035735039.1, XP_035735038.1	XP_034193402.1, XP_034193401.1, XP_034193400.1
OG0001703	XP_035719566.1	XP_034183441.1
OG0001704	XP_035725085.1	XP_034191350.1, XP_034191349.1
OG0001706	XP_035730623.1	XP_034171613.1, XP_034171612.1, XP_034171609.1, XP_034171611.1, XP_034171608.1
OG0001707	XP_035732573.1, XP_035732574.1, XP_035732575.1, XP_035732572.1	XP_034196072.1
OG0001709	XP_035727211.1	XP_034194496.1, XP_034194475.1
OG0001710	XP_035718484.1	XP_034171825.1
OG0001711	XP_035735878.1, XP_035735875.1, XP_035735876.1, XP_035735879.1, XP_035735874.1, XP_035735877.1	XP_034187450.1
OG0001712	XP_035717949.1, XP_035717946.1	XP_034178716.1, XP_034178717.1
OG0001713	XP_035727580.1	XP_034194977.1
OG0001714	XP_035733669.1	XP_034195145.1
OG0001715	XP_035730023.1	XP_034194755.1, XP_034194753.1, XP_034194754.1, XP_034194752.1
OG0001716	XP_035739670.1, XP_035739663.1	XP_034196015.1
OG0001717	XP_035725525.1	XP_034174613.1
OG0001718	XP_035740550.1	XP_034172325.1
OG0001719	XP_035729786.1	XP_034172915.1
OG0001720	XP_035730232.1, XP_035730231.1	XP_034181181.1, XP_034181183.1
OG0001721	XP_035722174.1	XP_034174310.1, XP_034174311.1
OG0001722	XP_035717959.1	XP_034176979.1, XP_034176976.1, XP_034176978.1
OG0001724	XP_035724251.1	XP_034192743.1
OG0001725	XP_035727405.1, XP_035727406.1, XP_035727407.1	XP_034191069.1
OG0001726	XP_035725641.1	XP_034186345.1
OG0001727	XP_035738581.1	XP_034186260.1
OG0001728	XP_035723533.1, XP_035723531.1	XP_034186922.1, XP_034186915.1
OG0001729	XP_035720408.1	XP_034185902.1
OG0001730	XP_035718931.1, XP_035718936.1, XP_035718938.1	XP_034173907.1
OG0001731	XP_035730629.1, XP_035730630.1	XP_034195036.1, XP_034195028.1
OG0001732	XP_035736651.1, XP_035736652.1, XP_035736653.1, XP_035736650.1, XP_035736649.1	XP_034177503.1
OG0001733	XP_035739692.1	XP_034179672.1
OG0001734	XP_035724184.1, XP_035724191.1	XP_034196057.1
OG0001735	XP_035740869.1	XP_034189228.1, XP_034189227.1, XP_034189230.1
OG0001736	XP_035736510.1	XP_034182031.1
OG0001737	XP_035723339.1, XP_035723341.1, XP_035723340.1	XP_034187380.1, XP_034187370.1, XP_034187361.1, XP_034187354.1
OG0001738	XP_035728779.1	XP_034188674.1
OG0001739	XP_035742975.1	XP_034183371.1, XP_034183372.1
OG0001740	XP_035723606.1, XP_035723601.1	XP_034189931.1, XP_034189923.1
OG0001741	XP_035728835.1, XP_035728834.1	XP_034188670.1, XP_034188672.1, XP_034188673.1
OG0001742	XP_035727937.1, XP_035727936.1	XP_034179259.1, XP_034179257.1
OG0001743	XP_035734201.1, XP_035734202.1	XP_034178394.1
OG0001744	XP_035725897.1, XP_035725889.1	XP_034179627.1, XP_034179630.1
OG0001745	XP_035736546.1	XP_034184891.1, XP_034184892.1
OG0001746	XP_035737436.1	XP_034181137.1
OG0001747	XP_035720424.1	XP_034175986.1, XP_034175985.1, XP_034175984.1
OG0001748	XP_035733691.1, XP_035733815.1	XP_034171056.1
OG0001749	XP_035721521.1, XP_035721527.1	XP_034172616.1, XP_034172617.1
OG0001750	XP_035729052.1, XP_035729053.1	XP_034186456.1, XP_034186465.1, XP_034186447.1
OG0001751	XP_035736886.1, XP_035736887.1, XP_035736884.1, XP_035736882.1, XP_035736885.1, XP_035736888.1	XP_034196480.1
OG0001752	XP_035743789.1	XP_034191949.1
OG0001753	XP_035729016.1, XP_035729014.1, XP_035729015.1, XP_035729017.1	XP_034185958.1
OG0001754	XP_035736905.1	XP_034172657.1
OG0001755	XP_035736336.1	XP_034178613.1, XP_034178612.1
OG0001756	XP_035724490.1	XP_034172099.1
OG0001757	XP_035718466.1	XP_034178572.1
OG0001758	XP_035724233.1	XP_034177218.1, XP_034177215.1, XP_034177214.1, XP_034177216.1
OG0001759	XP_035726260.1, XP_035726259.1	XP_034189140.1
OG0001760	XP_035719167.1, XP_035719165.1, XP_035719166.1, XP_035719168.1	XP_034191066.1
OG0001762	XP_035729964.1, XP_035729965.1, XP_035729966.1	XP_034183765.1
OG0001763	XP_035730909.1, XP_035730910.1	XP_034175094.1
OG0001764	XP_035734372.1, XP_035734151.1	XP_034176901.1
OG0001765	XP_035726400.1	XP_034183232.1
OG0001767	XP_035739192.1	XP_034176743.1
OG0001768	XP_035739764.1	XP_034190151.1
OG0001769	XP_035725245.1	XP_034189371.1, XP_034189369.1
OG0001772	XP_035728672.1	XP_034173756.1
OG0001773	XP_035723714.1	XP_034190899.1
OG0001774	XP_035734709.1	XP_034180440.1
OG0001775	XP_035722727.1	XP_034191177.1
OG0001776	XP_035727441.1	XP_034183713.1
OG0001777	XP_035743010.1, XP_035723112.1	XP_034186094.1, XP_034186092.1
OG0001778	XP_035719209.1, XP_035719207.1, XP_035719208.1	XP_034192863.1
OG0001779	XP_035723057.1, XP_035723059.1, XP_035723058.1	XP_034183479.1
OG0001780	XP_035720164.1	XP_034191842.1
OG0001781	XP_035739689.1	XP_034186239.1
OG0001782	XP_035720277.1	XP_034191190.1, XP_034191149.1, XP_034191173.1, XP_034191163.1, XP_034191181.1
OG0001783	XP_035735275.1	XP_034175670.1
OG0001784	XP_035742842.1	XP_034190487.1
OG0001785	XP_035727090.1	XP_034187836.1, XP_034187835.1
OG0001786	XP_035739679.1	XP_034172308.1, XP_034172309.1
OG0001787	XP_035737845.1, XP_035737844.1, XP_035737847.1, XP_035737846.1, XP_035737848.1	XP_034185835.1
OG0001788	XP_035720898.1	XP_034172646.1
OG0001789	XP_035734071.1, XP_035734072.1	XP_034192646.1
OG0001790	XP_035729403.1, XP_035729395.1	XP_034179004.1, XP_034179003.1
OG0001791	XP_035718692.1, XP_035718691.1	XP_034171826.1
OG0001792	XP_035723572.1, XP_035723571.1	XP_034190862.1, XP_034190861.1, XP_034190863.1
OG0001793	XP_035738047.1	XP_034193953.1
OG0001794	XP_035741806.1	XP_034170961.1
OG0001794	XP_035741807.1	XP_034170945.1
OG0001795	XP_035720860.1	XP_034192670.1
OG0001796	XP_035736721.1	XP_034190946.1
OG0001797	XP_035738575.1	XP_034177778.1
OG0001799	XP_035732908.1	XP_034173692.1
OG0001800	XP_035724318.1	XP_034172861.1
OG0001801	XP_035736900.1	XP_034175943.1
OG0001802	XP_035733457.1, XP_035733455.1, XP_035733456.1	XP_034188800.1
OG0001803	XP_035741393.1	XP_034187449.1, XP_034187448.1
OG0001804	XP_035742224.1	XP_034192705.1, XP_034192704.1
OG0001805	XP_035735349.1	XP_034191497.1
OG0001806	XP_035735734.1	XP_034188789.1, XP_034188788.1
OG0001807	XP_035734427.1, XP_035734428.1, XP_035734426.1, XP_035734429.1, XP_035734430.1, XP_035734425.1	XP_034172674.1
OG0001808	XP_035722381.1	XP_034171070.1
OG0001809	XP_035743450.1	XP_034175227.1, XP_034175221.1
OG0001810	XP_035730273.1	XP_034181334.1, XP_034181332.1
OG0001811	XP_035742695.1, XP_035742697.1, XP_035742699.1, XP_035742698.1	XP_034194254.1
OG0001812	XP_035730716.1, XP_035730717.1	XP_034194638.1
OG0001813	XP_035721231.1	XP_034185351.1
OG0001814	XP_035737109.1	XP_034196138.1
OG0001815	XP_035727864.1	XP_034183852.1
OG0001816	XP_035724657.1	XP_034187487.1, XP_034187481.1, XP_034187472.1
OG0001817	XP_035731560.1	XP_034190888.1, XP_034190889.1
OG0001818	XP_035732407.1	XP_034180925.1, XP_034180924.1
OG0001819	XP_035731373.1	XP_034174458.1
OG0001820	XP_035733253.1	XP_034194101.1
OG0001821	XP_035737059.1, XP_035737060.1	XP_034173340.1
OG0001822	XP_035718893.1	XP_034181892.1, XP_034181891.1, XP_034181893.1
OG0001823	XP_035727906.1	XP_034193837.1
OG0001824	XP_035720255.1, XP_035720254.1	XP_034171259.1, XP_034171255.1
OG0001825	XP_035741953.1, XP_035741952.1, XP_035741951.1	XP_034189329.1
OG0001826	XP_035722834.1	XP_034191099.1
OG0001827	XP_035723798.1, XP_035723796.1	XP_034192621.1
OG0001828	XP_035738445.1	XP_034196465.1
OG0001829	XP_035731878.1, XP_035731877.1	XP_034184453.1
OG0001830	XP_035724192.1	XP_034177195.1
OG0001831	XP_035743790.1	XP_034180374.1
OG0001832	XP_035740718.1	XP_034179293.1, XP_034179292.1
OG0001833	XP_035720137.1	XP_034192738.1
OG0001834	XP_035739846.1	XP_034175941.1, XP_034175942.1
OG0001835	XP_035726862.1	XP_034188262.1
OG0001836	XP_035718737.1, XP_035718713.1	XP_034191678.1, XP_034191684.1
OG0001837	XP_035743754.1	XP_034175311.1, XP_034175309.1, XP_034175310.1
OG0001838	XP_035718209.1	XP_034186238.1, XP_034186237.1
OG0001839	XP_035739361.1	XP_034190455.1
OG0001840	XP_035724224.1, XP_035724225.1, XP_035724219.1, XP_035724223.1, XP_035724221.1, XP_035724220.1	XP_034177210.1, XP_034177209.1
OG0001841	XP_035730129.1, XP_035730125.1, XP_035730124.1, XP_035730130.1, XP_035730126.1, XP_035730127.1	XP_034193034.1
OG0001842	XP_035728617.1	XP_034170992.1
OG0001843	XP_035729710.1	XP_034184382.1
OG0001844	XP_035741777.1	XP_034180735.1
OG0001845	XP_035737471.1	XP_034190508.1
OG0001846	XP_035732652.1, XP_035732653.1	XP_034176788.1, XP_034176784.1
OG0001847	XP_035735462.1	XP_034186614.1
OG0001848	XP_035743093.1, XP_035743092.1	XP_034174674.1, XP_034174694.1, XP_034174684.1
OG0001849	XP_035725066.1	XP_034192475.1, XP_034192476.1
OG0001850	XP_035731386.1	XP_034191415.1
OG0001851	XP_035731465.1, XP_035731466.1	XP_034190988.1, XP_034190990.1, XP_034190987.1
OG0001852	XP_035727695.1	XP_034193110.1
OG0001853	XP_035734442.1	XP_034189289.1
OG0001854	XP_035731814.1	XP_034190895.1
OG0001855	XP_035723472.1	XP_034183246.1
OG0001856	XP_035734477.1	XP_034184606.1
OG0001857	XP_035717416.1	XP_034180416.1
OG0001858	XP_035736318.1, XP_035736320.1, XP_035736317.1	XP_034177948.1, XP_034177947.1
OG0001859	XP_035743154.1	XP_034178518.1, XP_034178519.1
OG0001860	XP_035738656.1	XP_034188634.1, XP_034188624.1, XP_034188629.1
OG0001861	XP_035728169.1	XP_034177573.1, XP_034177570.1, XP_034177571.1
OG0001862	XP_035729587.1	XP_034175283.1
OG0001863	XP_035723484.1	XP_034185188.1
OG0001864	XP_035742416.1, XP_035742413.1, XP_035742411.1, XP_035742415.1, XP_035742392.1, XP_035742400.1, XP_035742414.1, XP_035742409.1	XP_034178605.1
OG0001865	XP_035731925.1	XP_034190717.1, XP_034190708.1
OG0001866	XP_035735805.1	XP_034191488.1, XP_034191489.1
