Orthogroup	Vespa_mandarinia	Aedes_aegypti
OG0001741	XP_035728835.1, XP_035728834.1	XP_001649571.2, XP_021710883.1, XP_021710884.1
OG0001742	XP_035727937.1, XP_035727936.1	XP_021708254.1
OG0001743	XP_035734201.1, XP_035734202.1	XP_001660114.1
OG0001744	XP_035725897.1, XP_035725889.1	XP_021704069.1, XP_021704068.1
OG0001745	XP_035736546.1	XP_021713007.1
OG0001746	XP_035737436.1	XP_001649222.1, XP_021710593.1, XP_021710589.1, XP_021710590.1, XP_021710587.1, XP_021710592.1, XP_021710591.1
OG0001747	XP_035720424.1	XP_021706970.1
OG0001748	XP_035733691.1, XP_035733815.1	XP_021708833.1, XP_021708840.1
OG0001749	XP_035721521.1, XP_035721527.1	XP_021706440.1
OG0001750	XP_035729052.1, XP_035729053.1	XP_001647895.2
OG0001751	XP_035736886.1, XP_035736887.1, XP_035736884.1, XP_035736882.1, XP_035736885.1, XP_035736888.1	XP_001648099.1
OG0001752	XP_035743789.1	XP_001659769.2, XP_001651958.2, XP_001655198.2
OG0001753	XP_035729016.1, XP_035729014.1, XP_035729015.1, XP_035729017.1	XP_001652244.1
OG0001754	XP_035736905.1	XP_001652911.1
OG0001755	XP_035736336.1	XP_001653062.1
OG0001756	XP_035724490.1	XP_001655179.1
OG0001757	XP_035718466.1	XP_001661597.2, XP_001661598.2, XP_001655682.2, XP_021705284.1
OG0001758	XP_035724233.1	XP_001656095.2
OG0001759	XP_035726260.1, XP_035726259.1	XP_001657407.2
OG0001760	XP_035719167.1, XP_035719165.1, XP_035719166.1, XP_035719168.1	XP_001657581.2
OG0001761	XP_035718203.1, XP_035718202.1, XP_035718201.1, XP_035718204.1, XP_035718200.1	XP_021701351.1, XP_021701354.1, XP_021701350.1, XP_001658196.1, XP_021701346.1, XP_021701347.1, XP_021701345.1, XP_021701348.1, XP_021701349.1, XP_021701344.1, XP_021701352.1
OG0001762	XP_035729964.1, XP_035729965.1, XP_035729966.1	XP_001661603.1
OG0001763	XP_035730909.1, XP_035730910.1	XP_021707256.1, XP_001662871.1
OG0001764	XP_035734372.1, XP_035734151.1	XP_001663376.2
OG0001765	XP_035726400.1	XP_001663710.1
OG0001766	XP_035736684.1	XP_021699736.1
OG0001767	XP_035739192.1	XP_021702187.1, XP_021702186.1
OG0001768	XP_035739764.1	XP_021707862.1, XP_021707851.1, XP_021707864.1, XP_021707860.1, XP_021707856.1, XP_021707857.1, XP_021707858.1, XP_021707859.1, XP_021707852.1, XP_021707853.1, XP_021707854.1, XP_021707855.1, XP_021707863.1
OG0001769	XP_035725245.1	XP_021711093.1, XP_021711094.1
OG0001774	XP_035734709.1	XP_021700405.1, XP_001663729.1, XP_021700404.1
OG0001775	XP_035722727.1	XP_001655999.2
OG0001776	XP_035727441.1	XP_021710782.1
OG0001777	XP_035743010.1, XP_035723112.1	XP_001654587.1
OG0001778	XP_035719209.1, XP_035719207.1, XP_035719208.1	XP_001655466.1, XP_021701850.1
OG0001779	XP_035723057.1, XP_035723059.1, XP_035723058.1	XP_001654343.1
OG0001780	XP_035720164.1	XP_021712259.1, XP_021707611.1, XP_021712258.1, XP_021707612.1, XP_021707614.1, XP_021707613.1, XP_021712257.1
OG0001781	XP_035739689.1	XP_001658016.1, XP_001654360.1
OG0001782	XP_035720277.1	XP_001663680.2
OG0001783	XP_035735275.1	XP_001662178.1
OG0001784	XP_035742842.1	XP_021693607.1
OG0001785	XP_035727090.1	XP_001647846.1, XP_021693061.1
OG0001786	XP_035739679.1	XP_001652846.1, XP_001652845.1
OG0001787	XP_035737845.1, XP_035737844.1, XP_035737847.1, XP_035737846.1, XP_035737848.1	XP_001661418.1
OG0001789	XP_035734071.1, XP_035734072.1	XP_001650308.2
OG0001790	XP_035729403.1, XP_035729395.1	XP_021713380.1
OG0001791	XP_035718692.1, XP_035718691.1	XP_001660244.1
OG0001792	XP_035723572.1, XP_035723571.1	XP_001653344.1
OG0001793	XP_035738047.1	XP_001657814.1
OG0001794	XP_035741806.1, XP_035741807.1	XP_021699339.1
OG0001796	XP_035736721.1	XP_001650832.1
OG0001797	XP_035738575.1	XP_001655339.1
OG0001799	XP_035732908.1	XP_001650267.3
OG0001800	XP_035724318.1	XP_001661937.2
OG0001801	XP_035736900.1	XP_001656302.2
OG0001802	XP_035733457.1, XP_035733455.1, XP_035733456.1	XP_001648600.1
OG0001803	XP_035741393.1	XP_001654138.1
OG0001804	XP_035742224.1	XP_001651535.2
OG0001805	XP_035735349.1	XP_001658946.1
OG0001806	XP_035735734.1	XP_021703614.1, XP_021703613.1, XP_021703612.1, XP_001650209.1
OG0001807	XP_035734427.1, XP_035734428.1, XP_035734426.1, XP_035734429.1, XP_035734430.1, XP_035734425.1	XP_021697949.1, XP_021697948.1, XP_021697946.1
OG0001808	XP_035722381.1	XP_001648504.1, XP_001648505.2, XP_021711910.1
OG0001809	XP_035743450.1	XP_021704020.1
OG0001810	XP_035730273.1	XP_021710388.1, XP_001648205.1
OG0001811	XP_035742695.1, XP_035742697.1, XP_035742699.1, XP_035742698.1	XP_021706968.1
OG0001812	XP_035730716.1, XP_035730717.1	XP_021703749.1, XP_001649272.1, XP_001647949.1, XP_021704430.1
OG0001813	XP_035721231.1	XP_021706119.1, XP_001660430.2
OG0001814	XP_035737109.1	XP_021699004.1
OG0001815	XP_035727864.1	XP_021706600.1, XP_001654420.1
OG0001816	XP_035724657.1	XP_021711934.1, XP_021705859.1
OG0001818	XP_035732407.1	XP_001648308.1
OG0001820	XP_035733253.1	XP_001656491.2
OG0001821	XP_035737059.1, XP_035737060.1	XP_021705923.1
OG0001822	XP_035718893.1	XP_021701245.1
OG0001823	XP_035727906.1	XP_001657128.2
OG0001824	XP_035720255.1, XP_035720254.1	XP_021706910.1
OG0001825	XP_035741953.1, XP_035741952.1, XP_035741951.1	XP_001658727.1
OG0001826	XP_035722834.1	XP_021697012.1
OG0001827	XP_035723798.1, XP_035723796.1	XP_021712977.1, XP_021712976.1, XP_021712975.1, XP_021712974.1, XP_021712973.1, XP_021712972.1
OG0001828	XP_035738445.1	XP_021712291.1, XP_001658462.1
OG0001829	XP_035731878.1, XP_035731877.1	XP_001654783.1
OG0001830	XP_035724192.1	XP_021710578.1, XP_021710575.1, XP_021710579.1, XP_021710577.1, XP_021710576.1
OG0001831	XP_035743790.1	XP_001657882.2
OG0001832	XP_035740718.1	XP_021707800.1, XP_021707803.1, XP_021707802.1, XP_021707801.1
OG0001833	XP_035720137.1	XP_001660568.1, XP_021697617.1
OG0001834	XP_035739846.1	XP_001658587.2
OG0001835	XP_035726862.1	XP_021699457.1, XP_021699456.1
OG0001836	XP_035718737.1, XP_035718713.1	XP_021696438.1, XP_021696292.1
OG0001837	XP_035743754.1	XP_001657385.1
OG0001838	XP_035718209.1	XP_001662943.2
OG0001839	XP_035739361.1	XP_001656241.1, XP_001656242.2
OG0001840	XP_035724224.1, XP_035724225.1, XP_035724219.1, XP_035724223.1, XP_035724221.1, XP_035724220.1	XP_021693014.1
OG0001841	XP_035730129.1, XP_035730125.1, XP_035730124.1, XP_035730130.1, XP_035730126.1, XP_035730127.1	XP_001662612.2, XP_021706346.1
OG0001842	XP_035728617.1	XP_021708481.1, XP_021708478.1, XP_021708479.1, XP_021708480.1, XP_021708483.1
OG0001843	XP_035729710.1	XP_001647861.1
OG0001844	XP_035741777.1	XP_001648000.2, XP_021693221.1, XP_001647999.2, XP_021693222.1
OG0001845	XP_035737471.1	XP_001654410.1
OG0001846	XP_035732652.1, XP_035732653.1	XP_021693741.1, XP_021693743.1, XP_021693742.1
OG0001847	XP_035735462.1	XP_021696658.1, XP_001653615.1, XP_021712569.1, XP_021712570.1
OG0001848	XP_035743093.1, XP_035743092.1	XP_001660510.1
OG0001850	XP_035731386.1	XP_001657137.1
OG0001851	XP_035731465.1, XP_035731466.1	XP_001658707.2
OG0001852	XP_035727695.1	XP_021707599.1
OG0001853	XP_035734442.1	XP_021700185.1, XP_021700184.1, XP_021700182.1, XP_021700183.1
OG0001854	XP_035731814.1	XP_001659748.2
OG0001855	XP_035723472.1	XP_001655018.1
OG0001856	XP_035734477.1	XP_021706007.1, XP_021706008.1
OG0001858	XP_035736318.1, XP_035736320.1, XP_035736317.1	XP_001655314.1, XP_021694464.1
OG0001859	XP_035743154.1	XP_021706404.1, XP_021694347.1, XP_001657815.1
OG0001860	XP_035738656.1	XP_021711673.1
OG0001861	XP_035728169.1	XP_001662954.2
OG0001862	XP_035729587.1	XP_021698825.1, XP_001656028.1
OG0001863	XP_035723484.1	XP_001650313.2
OG0001864	XP_035742416.1, XP_035742413.1, XP_035742411.1, XP_035742415.1, XP_035742392.1, XP_035742400.1, XP_035742414.1, XP_035742409.1	XP_021703166.1, XP_021703165.1, XP_001658160.2
OG0001865	XP_035731925.1	XP_001650915.1
OG0001866	XP_035735805.1	XP_021697144.1, XP_001659957.1
OG0001867	XP_035741376.1, XP_035741377.1, XP_035741378.1, XP_035741374.1, XP_035741375.1	XP_021712246.1
OG0001868	XP_035729430.1	XP_021707165.1, XP_021707164.1, XP_001659505.1
OG0001869	XP_035728194.1	XP_021707427.1, XP_021707425.1, XP_021707423.1, XP_021707426.1
OG0001870	XP_035724411.1, XP_035724410.1	XP_001652587.1
OG0001871	XP_035724909.1	XP_001657691.1
OG0001872	XP_035737536.1	XP_021706756.1, XP_021706757.1
OG0001873	XP_035734797.1, XP_035734798.1	XP_001654074.2
OG0001874	XP_035742159.1	XP_001649673.2
OG0001875	XP_035728046.1	XP_021697559.1
OG0001876	XP_035726498.1	XP_021692922.1, XP_021692917.1
OG0001877	XP_035735144.1, XP_035735142.1	XP_021702661.1
OG0001878	XP_035719276.1, XP_035719280.1	XP_021710678.1, XP_001655100.1, XP_001650845.1, XP_001659599.2
OG0001879	XP_035719312.1, XP_035719311.1, XP_035719310.1	XP_021703643.1
OG0001880	XP_035734673.1	XP_021700033.1, XP_021700038.1, XP_021700039.1
OG0001882	XP_035733311.1, XP_035733305.1	XP_021694906.1, XP_021694907.1, XP_021694904.1, XP_021694905.1, XP_021694908.1, XP_021694909.1, XP_011493407.2
OG0001883	XP_035735348.1	XP_021713193.1
OG0001884	XP_035744000.1	XP_021700781.1, XP_021700786.1, XP_021700788.1
OG0001885	XP_035729348.1	XP_021693388.1, XP_001660962.2, XP_021693389.1
OG0001886	XP_035735965.1	XP_021710919.1
OG0001887	XP_035724359.1	XP_001650218.2, XP_021703628.1, XP_021703626.1, XP_021706599.1, XP_021700995.1
OG0001888	XP_035720564.1	XP_001656705.2, XP_021702813.1
OG0001889	XP_035738527.1	XP_001661881.1
OG0001890	XP_035721367.1	XP_021708813.1
OG0001891	XP_035723898.1	XP_021707500.1
OG0001892	XP_035743999.1	XP_021707664.1
OG0001893	XP_035717988.1	XP_021699346.1
OG0001894	XP_035733527.1	XP_021697761.1
OG0001895	XP_035720126.1, XP_035720116.1	XP_021695274.1
OG0001896	XP_035719576.1, XP_035719577.1, XP_035719575.1	XP_021700472.1
OG0001897	XP_035738097.1, XP_035738098.1, XP_035738099.1	XP_001652661.1, XP_021706950.1
OG0001898	XP_035726006.1	XP_001663962.2
OG0001899	XP_035718024.1, XP_035718023.1, XP_035718020.1, XP_035718021.1	XP_001654630.1
OG0001900	XP_035731396.1	XP_021703372.1
OG0001901	XP_035731136.1, XP_035731137.1	XP_001662611.1
OG0001902	XP_035743519.1, XP_035743521.1	XP_021708938.1, XP_021712229.1
OG0001903	XP_035737662.1	XP_021703750.1, XP_001649274.2
OG0001904	XP_035719459.1	XP_021713378.1
OG0001905	XP_035724466.1	XP_001650299.2, XP_021693922.1
OG0001906	XP_035718233.1	XP_021704732.1
OG0001907	XP_035730581.1	XP_001650086.2
OG0001908	XP_035742812.1	XP_001656234.1
OG0001909	XP_035736047.1, XP_035736046.1	XP_021702262.1, XP_021702271.1
OG0001912	XP_035739936.1	XP_021700547.1
OG0001913	XP_035738544.1	XP_021704809.1
OG0001914	XP_035720609.1	XP_021702586.1, XP_021696818.1
OG0001915	XP_035732211.1	XP_021706539.1, XP_021706508.1
OG0001916	XP_035721860.1, XP_035721857.1, XP_035721861.1, XP_035721858.1, XP_035721859.1	XP_001660605.1
OG0001917	XP_035737814.1	XP_001654386.1
OG0001919	XP_035722709.1	XP_021700283.1
OG0001921	XP_035739206.1	XP_021706711.1, XP_021706708.1, XP_021706709.1, XP_021706710.1, XP_021706712.1, XP_021706713.1, XP_021706714.1, XP_021712678.1
OG0001922	XP_035736712.1, XP_035736714.1	XP_011493578.1
OG0001923	XP_035740035.1	XP_001652085.2
OG0001924	XP_035720977.1, XP_035720981.1	XP_021700902.1
OG0001925	XP_035719164.1	XP_021708383.1, XP_021708387.1, XP_021708382.1, XP_021708385.1, XP_021708386.1, XP_021708388.1, XP_021708384.1
OG0001926	XP_035722640.1	XP_001659471.1
OG0001927	XP_035741116.1, XP_035741118.1, XP_035741117.1	XP_021702614.1, XP_001655971.2
OG0001928	XP_035738468.1	XP_021698851.1
OG0001929	XP_035719272.1, XP_035719271.1	XP_021702281.1
OG0001930	XP_035730074.1	XP_001651141.1
OG0001931	XP_035717865.1	XP_021706792.1, XP_001663406.1
OG0001933	XP_035740463.1	XP_001651463.2, XP_021712848.1
OG0001934	XP_035731948.1, XP_035731953.1	XP_021704757.1, XP_021704756.1
OG0001935	XP_035744258.1	XP_021694991.1
OG0001936	XP_035722630.1	XP_021708552.1
OG0001937	XP_035738250.1	XP_021708032.1, XP_021712188.1
OG0001938	XP_035730147.1, XP_035736009.1	XP_021707924.1, XP_021707925.1, XP_021707926.1, XP_021707927.1, XP_021707923.1
OG0001939	XP_035726925.1	XP_001657962.2
OG0001941	XP_035739439.1, XP_035739446.1	XP_021702015.1
OG0001942	XP_035723233.1	XP_001662960.1
OG0001943	XP_035719742.1	XP_001654025.2, XP_021713121.1
OG0001944	XP_035726697.1	XP_001652255.3
OG0001945	XP_035740100.1	XP_021706254.1, XP_021706252.1
OG0001946	XP_035718360.1	XP_021700836.1, XP_021700832.1
OG0001947	XP_035724027.1, XP_035724024.1	XP_021695537.1
OG0001950	XP_035737014.1, XP_035737015.1	XP_001663086.2, XP_021699579.1, XP_021699578.1
OG0001951	XP_035719331.1	XP_021704100.1
OG0001952	XP_035723358.1	XP_021699848.1
OG0001953	XP_035743922.1	XP_021698730.1
OG0001954	XP_035736960.1	XP_001647778.2
OG0001955	XP_035726680.1, XP_035726679.1	XP_001647950.1
OG0001956	XP_035742090.1, XP_035742098.1, XP_035742082.1	XP_001648128.2, XP_021704528.1
OG0001957	XP_035741892.1	XP_001648185.1
OG0001959	XP_035727175.1	XP_001662716.2, XP_001649986.2
OG0001960	XP_035742253.1, XP_035742263.1, XP_035742271.1	XP_001651285.1
OG0001961	XP_035734760.1	XP_021706242.1, XP_021706241.1, XP_021706243.1, XP_001651602.1
OG0001963	XP_035728364.1	XP_001656343.1, XP_021710770.1, XP_021710771.1, XP_021710772.1
OG0001964	XP_035737585.1	XP_001657975.2
OG0001965	XP_035720178.1	XP_021709748.1, XP_001658722.1
OG0001966	XP_035735625.1, XP_035735624.1	XP_021699453.1, XP_011493090.2, XP_021699454.1
OG0001967	XP_035726078.1	XP_021692958.1
OG0001968	XP_035727988.1	XP_021693933.1, XP_021693935.1, XP_021693934.1, XP_021693936.1
OG0001969	XP_035734385.1, XP_035734383.1, XP_035734384.1	XP_021694469.1, XP_021694470.1
OG0001970	XP_035735840.1, XP_035735834.1, XP_035735837.1, XP_035735838.1, XP_035735835.1, XP_035735836.1, XP_035735841.1, XP_035735843.1, XP_035735839.1	XP_021700163.1
OG0001971	XP_035722776.1, XP_035721922.1, XP_035720192.1, XP_035721060.1	XP_021701730.1
OG0001973	XP_035719261.1	XP_021706103.1, XP_021706102.1, XP_021706099.1, XP_021706100.1
OG0001974	XP_035724213.1	XP_021706347.1, XP_021706349.1, XP_021706348.1, XP_021706351.1, XP_021706352.1, XP_021706350.1
OG0001975	XP_035725903.1, XP_035725905.1	XP_021710764.1, XP_021710765.1
OG0001987	XP_035719828.1, XP_035719827.1	XP_001654823.1
OG0001988	XP_035743498.1, XP_035743493.1, XP_035743497.1, XP_035743496.1, XP_035743495.1	XP_001652419.1
OG0001989	XP_035741394.1	XP_001664307.1, XP_001662342.1
OG0001990	XP_035735620.1	XP_001649527.2
OG0001991	XP_035739539.1, XP_035739538.1, XP_035739540.1	XP_021693622.1
OG0001992	XP_035739800.1	XP_001663456.1
OG0001993	XP_035743880.1, XP_035743881.1	XP_001657186.1
OG0001994	XP_035738629.1	XP_001655824.1
OG0001995	XP_035740451.1, XP_035742866.1	XP_021694932.1, XP_021694930.1, XP_021694931.1, XP_021694929.1
OG0001997	XP_035732100.1	XP_021694034.1, XP_021694036.1
OG0001999	XP_035736872.1, XP_035736871.1	XP_001654110.2
OG0002000	XP_035728548.1	XP_021701636.1
OG0002001	XP_035722607.1, XP_035722608.1	XP_001654798.1, XP_021696930.1
OG0002002	XP_035722422.1	XP_021700879.1, XP_001650127.1
OG0002003	XP_035742384.1	XP_001648535.1
OG0002004	XP_035723661.1	XP_021709372.1, XP_001653273.1, XP_021712517.1, XP_021711747.1
OG0002005	XP_035738615.1, XP_035738635.1, XP_035738624.1	XP_001648971.2
OG0002006	XP_035743207.1	XP_001648436.1
OG0002007	XP_035724428.1	XP_001663658.2
OG0002009	XP_035719674.1	XP_001649565.2, XP_001649576.2
OG0002010	XP_035740514.1, XP_035740516.1	XP_021696649.1, XP_001652049.1
OG0002011	XP_035721307.1, XP_035721303.1, XP_035721305.1, XP_035721306.1, XP_035721304.1	XP_021699544.1
OG0002012	XP_035743311.1, XP_035743310.1	XP_021707317.1, XP_021707316.1
OG0002013	XP_035739957.1, XP_035739977.1, XP_035739988.1, XP_035739949.1, XP_035739940.1, XP_035739932.1, XP_035739968.1	XP_021707456.1
OG0002014	XP_035727696.1	XP_021703286.1, XP_021703301.1
OG0002015	XP_035733182.1	XP_001651326.2
OG0002016	XP_035720900.1, XP_035720899.1, XP_035720901.1	XP_021712620.1, XP_001655398.1
OG0002017	XP_035735019.1, XP_035734958.1	XP_021699724.1
OG0002018	XP_035739377.1	XP_001656424.1
OG0002019	XP_035738821.1	XP_001650675.1
OG0002020	XP_035723851.1	XP_021693297.1
OG0002021	XP_035739280.1	XP_001660435.1
OG0002022	XP_035726378.1	XP_001659928.1, XP_021712759.1
OG0002023	XP_035736419.1	XP_021698976.1
OG0002024	XP_035724575.1, XP_035724576.1, XP_035724574.1	XP_021705137.1, XP_021705136.1
OG0002025	XP_035739826.1	XP_001660915.1
OG0002026	XP_035733070.1	XP_021708073.1
OG0002027	XP_035741150.1, XP_035741151.1, XP_035741153.1, XP_035741149.1, XP_035741152.1	XP_021698213.1, XP_021698212.1, XP_021698211.1
OG0002028	XP_035735967.1	XP_021695336.1, XP_021695333.1
OG0002029	XP_035727801.1	XP_021699817.1
OG0002031	XP_035733859.1, XP_035733843.1, XP_035733867.1, XP_035733915.1, XP_035733835.1, XP_035733892.1, XP_035733884.1, XP_035733874.1, XP_035733900.1, XP_035733906.1, XP_035733849.1	XP_021707324.1, XP_021707323.1, XP_001661206.1
OG0002032	XP_035732726.1, XP_035732732.1	XP_021705255.1
OG0002033	XP_035735178.1, XP_035722531.1	XP_001655052.2, XP_001655051.2
OG0002034	XP_035720445.1, XP_035720443.1, XP_035720444.1, XP_035720446.1	XP_021703905.1, XP_021708702.1
OG0002036	XP_035720251.1	XP_021698401.1
OG0002037	XP_035739511.1, XP_035720360.1	XP_001657723.1
OG0002038	XP_035722315.1	XP_021705732.1, XP_001656882.1
OG0002039	XP_035730921.1	XP_021696857.1, XP_021696859.1, XP_021696854.1, XP_021696858.1, XP_021696855.1, XP_021696856.1
OG0002041	XP_035730098.1	XP_001661004.2
OG0002042	XP_035735376.1	XP_021711074.1
OG0002043	XP_035719124.1, XP_035719123.1	XP_001654285.2
OG0002044	XP_035732094.1	XP_021692933.1, XP_021692932.1, XP_021692931.1
OG0002045	XP_035739767.1	XP_021700822.1, XP_001654153.2
OG0002047	XP_035738257.1	XP_001662952.2
OG0002048	XP_035739918.1, XP_035739912.1	XP_021693261.1, XP_021693262.1, XP_021693250.1
OG0002049	XP_035719010.1	XP_001657413.2
OG0002050	XP_035739158.1	XP_001661613.2
OG0002052	XP_035720452.1	XP_001654238.1
OG0002053	XP_035735927.1	XP_021704986.1
OG0002054	XP_035735815.1, XP_035735822.1	XP_021702372.1
OG0002055	XP_035740573.1	XP_021699091.1, XP_021699090.1
OG0002056	XP_035736544.1, XP_035736545.1	XP_021711845.1, XP_001651045.1
OG0002057	XP_035723084.1, XP_035723083.1, XP_035723080.1, XP_035723082.1, XP_035723079.1, XP_035723085.1	XP_021701189.1
OG0002058	XP_035740136.1	XP_001653033.1, XP_021703690.1, XP_001653035.1, XP_001653036.2
OG0002059	XP_035727142.1, XP_035727141.1	XP_001653641.1, XP_021697404.1
OG0002060	XP_035719880.1, XP_035719882.1	XP_021709612.1
OG0002061	XP_035741357.1	XP_021701939.1
OG0002062	XP_035720264.1	XP_021697091.1, XP_021697090.1, XP_021697088.1, XP_021697087.1, XP_021697089.1
OG0002063	XP_035717995.1, XP_035717987.1, XP_035718004.1	XP_021706324.1, XP_021706323.1, XP_001653117.1
OG0002064	XP_035734293.1, XP_035734294.1	XP_021698918.1, XP_001661369.2
OG0002065	XP_035721238.1	XP_021704389.1, XP_021704396.1
OG0002066	XP_035739648.1	XP_021713324.1, XP_021712281.1, XP_021711970.1
OG0002067	XP_035727493.1	XP_001651806.1
OG0002068	XP_035743353.1	XP_001661802.1
OG0002069	XP_035740810.1, XP_035741174.1	XP_001663723.2
OG0002070	XP_035717658.1	XP_021713381.1, XP_021713382.1
OG0002071	XP_035741025.1	XP_021700369.1, XP_021700370.1, XP_021700371.1, XP_001661960.1
OG0002072	XP_035718675.1	XP_001658181.2
OG0002073	XP_035727915.1	XP_001660900.1, XP_021701418.1, XP_021701417.1
OG0002074	XP_035740830.1	XP_021713169.1
OG0002075	XP_035720687.1	XP_001657421.1
OG0002076	XP_035719131.1	XP_021704769.1, XP_021704812.1, XP_021704798.1, XP_021704808.1, XP_021704790.1, XP_021704775.1, XP_021704817.1, XP_021704784.1
OG0002077	XP_035721646.1	XP_001659320.1
OG0002078	XP_035740068.1	XP_001655536.2, XP_021702297.1, XP_021702296.1, XP_021702295.1, XP_021702294.1
OG0002080	XP_035727188.1	XP_001655393.1
OG0002081	XP_035741097.1, XP_035741095.1, XP_035741098.1, XP_035741094.1	XP_001658896.1
OG0002082	XP_035724663.1	XP_001657833.1
OG0002083	XP_035718959.1	XP_021699262.1, XP_021699265.1, XP_021699263.1, XP_021699264.1, XP_021699267.1, XP_021699261.1
OG0002084	XP_035728399.1	XP_021695962.1
OG0002085	XP_035724969.1, XP_035724970.1, XP_035724968.1	XP_001658894.2
OG0002086	XP_035740909.1	XP_001660810.2
OG0002087	XP_035719326.1	XP_001662226.1
OG0002088	XP_035719764.1, XP_035719765.1	XP_021709590.1, XP_021709591.1, XP_021709592.1
OG0002089	XP_035720333.1, XP_035720336.1	XP_021697379.1
OG0002090	XP_035736793.1, XP_035736794.1, XP_035736796.1, XP_035736795.1	XP_001657796.2
OG0002091	XP_035719020.1	XP_001648366.2
OG0002092	XP_035724954.1	XP_021696347.1, XP_021709876.1
OG0002093	XP_035728201.1	XP_021694967.1, XP_021694963.1, XP_021694966.1, XP_021694965.1, XP_021694968.1, XP_021694964.1, XP_021696654.1, XP_021696652.1, XP_021696653.1, XP_021696651.1
OG0002094	XP_035722393.1	XP_021698854.1
OG0002095	XP_035727860.1	XP_001649906.1, XP_001649907.1
OG0002096	XP_035728116.1	XP_001658032.1
OG0002097	XP_035734565.1	XP_001658647.1
OG0002098	XP_035728920.1	XP_001657165.1
OG0002099	XP_035723708.1	XP_021711436.1
