Orthogroup	Apis_mellifera	Bombus_terrestris	Ceratina_calcarata	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria
OG0002679	XP_006571635.1	XP_003393292.1	XP_017875960.1	XP_015430592.1	XP_017762559.1	XP_017788368.1	XP_003703864.1, XP_012141916.1	XP_033326196.1, XP_033326198.1	XP_031837542.1	XP_029040822.1, XP_029040823.1	XP_034173568.1
OG0002680	XP_006571694.1	XP_003393263.1	XP_017875860.1	XP_015429378.1	XP_017759070.1	XP_017797452.1	XP_012147041.1, XP_012147042.1	XP_033340797.1	XP_031843984.1, XP_031843985.1, XP_031843986.1	XP_029040119.1	XP_034196343.1
OG0002681	XP_006571696.1	XP_003393252.1, XP_012165195.1	XP_017888252.1, XP_017890261.2	XP_015429554.1	XP_017759081.1	XP_017797523.1	XP_012147063.1	XP_033340220.1	XP_031844026.1	XP_029040438.1, XP_029040447.1	XP_034196068.1
OG0002682	XP_006571751.1	XP_012166294.2	XP_017889199.2, XP_026673197.1	XP_015435658.1	XP_017761883.1, XP_017761884.1	XP_017797937.1	XP_012147151.1	XP_033341535.1, XP_033341536.1	XP_031841966.1	XP_029032522.1	XP_034194202.1
OG0002683	XP_006571821.1	XP_003402738.1, XP_003402739.1, XP_012174507.1, XP_012174508.1	XP_017875183.1	XP_015437812.1	XP_017766270.1	XP_017793223.1	XP_003707540.1	XP_033322697.1	XP_031847175.1	XP_029042699.1	XP_034175943.1
OG0002684	XP_006571827.3	NP_001274494.1, XP_003403294.1	XP_026666971.1		XP_017758632.1	XP_017793226.1, XP_017793227.1	XP_012141585.1	XP_033322611.1, XP_033322650.1	XP_031848664.1, XP_031848668.1	XP_029044589.1	XP_034181063.1
OG0002685	XP_006571828.2, XP_397416.4	XP_003399747.1	XP_017886910.1, XP_017886911.1	XP_015432693.1	XP_017762217.1	XP_017794881.1	XP_003704096.1, XP_012142442.1	XP_033326238.1	XP_031826835.1	XP_029045258.1	XP_034191031.1
OG0002686	XP_006571844.1	XP_012175846.1, XP_020724233.1	XP_017887279.1	XP_015429329.1	XP_017757352.1	XP_017789407.1	XP_012152210.1	XP_033331195.1	XP_031844165.1	XP_029049910.1, XP_029049911.1, XP_029049912.1	XP_034182663.1
OG0002687	XP_006571897.1	XP_012169452.1	XP_017877591.1	XP_015428798.1	XP_017755144.1	XP_017792757.1	XP_003701997.2	XP_033333206.1	XP_031846391.1, XP_031846392.1	XP_029041280.1	XP_034181561.1, XP_034181562.1, XP_034181563.1
OG0002688	XP_006571904.1	XP_012169466.1	XP_017878959.1, XP_017878960.1, XP_026668847.1	XP_015428807.1	XP_017755112.1	XP_017792741.1	XP_003706238.1	XP_033327508.1	XP_031846479.1	XP_029041155.1	XP_034181409.1, XP_034181410.1
OG0002689	XP_006571948.2	XP_003395299.2	XP_017883606.1	XP_015440015.1	XP_017755593.1	XP_017795034.1	XP_003700398.2	XP_033321417.1	XP_031831734.1	XP_029036543.1, XP_029036544.1	XP_034193041.1, XP_034193042.1, XP_034193043.1
OG0002690	XP_006571956.1, XP_624563.2	XP_012164420.1, XP_020718869.1	XP_017890037.1, XP_026674323.1	XP_015440052.1	XP_017755641.1	XP_017795377.1	XP_003700401.1	XP_033325437.1	XP_031831273.1	XP_029036663.1	XP_034192852.1
OG0002691	XP_006571958.1, XP_006571960.1	XP_012175229.1	XP_026674325.1	XP_015439889.1	XP_017755616.1, XP_017755617.1	XP_017795229.1	XP_003700370.1	XP_033325625.1	XP_031831286.1, XP_031831287.1	XP_029036678.1	XP_034192863.1
OG0002692	XP_006571977.2, XP_026301741.1, XP_026301743.1	XP_020719205.1	XP_017883366.1	XP_015436799.1	XP_017762754.1	XP_017790368.1	XP_012135313.1	XP_033332711.1	XP_031837238.1	XP_029037798.1, XP_029037799.1	XP_034171774.1
OG0002693	XP_006572054.1	XP_003397134.1	XP_017883270.1, XP_026670906.1, XP_026670907.1	XP_015434512.1	XP_017765364.1	XP_017790508.1	XP_012144082.1	XP_033332862.1	XP_031833993.1	XP_029047342.1	XP_034181243.1, XP_034181244.1
OG0002694	XP_006572160.1, XP_395531.2	XP_003399783.3	XP_017886834.2	XP_015432654.1	XP_017762159.1	XP_017794996.1	XP_003704137.1	XP_033326323.1	XP_031826892.1	XP_029045241.1, XP_029045244.1	XP_034191229.1, XP_034191231.1
OG0002695	XP_006572233.1, XP_016772917.1	XP_003398820.1	XP_017879072.1	XP_015433841.1	XP_017759988.1	XP_017789623.1, XP_017789624.1	XP_003699700.2	XP_033326392.1	XP_031845342.1	XP_029054472.1	XP_034192301.1, XP_034192306.1
OG0002696	XP_006572417.1	XP_012168019.1	XP_017876671.1	XP_015431351.1	XP_017754241.1	XP_017793871.1	XP_003704593.1, XP_012143578.1	XP_033320912.1, XP_033320913.1	XP_031830421.1	XP_029052280.1, XP_029052281.1	XP_034189674.1
OG0002697	XP_016766166.1	XP_003396616.1, XP_020719415.1	XP_017880453.1	XP_015429880.1	XP_017763868.1	XP_017792006.1	XP_012143831.1	XP_033330109.1	XP_031840553.1	XP_029051962.1, XP_029051973.1, XP_029051981.1	XP_034190130.1
OG0002698	XP_016766170.2, XP_016766171.2	XP_003402623.1	XP_017879207.1	XP_015435066.1, XP_015435067.1	XP_017756307.1, XP_017756309.1	XP_017796454.1	XP_003701477.1	XP_033342000.1	XP_031839926.1	XP_029032059.1	XP_034171066.1
OG0002699	XP_016766179.1	XP_003393926.1, XP_020724043.1	XP_017876835.1	XP_015431530.1	XP_017759782.1, XP_017759783.1	XP_017795949.1	XP_012136760.1, XP_012136761.1		XP_031835609.1	XP_029056472.1, XP_029056475.1	XP_034172052.1
OG0002700	XP_016766441.1	XP_012172035.1, XP_020723994.1, XP_020723995.1	XP_017892834.1		XP_017758950.1	XP_017792731.1	XP_003702348.2, XP_012138441.1, XP_012138442.1	XP_033330723.1	XP_031847220.1	XP_029034262.1	XP_034188748.1
OG0002701	XP_016766759.2, XP_026295624.1, XP_026295625.1, XP_026295626.1	XP_020724135.1	XP_026675379.1	XP_015431472.1	XP_017767017.1	XP_017788411.1	XP_012148117.1	XP_033327031.1	XP_031850372.1	XP_029038599.1	XP_034194999.1
OG0002702	XP_016766851.1	XP_020724077.1	XP_017893428.1, XP_017893431.1	XP_015430878.1	XP_017764831.1, XP_017764832.1	XP_017788483.1	XP_012142383.1	XP_033323136.1, XP_033323137.1	XP_031840987.1	XP_029047618.1	XP_034182538.1
OG0002703	XP_016767086.1, XP_395448.3	XP_003393104.1	XP_017888186.1	XP_015435435.1, XP_015435436.1	XP_017754197.1	XP_017799388.1	XP_012151745.1	XP_033328748.1	XP_031839435.1	XP_029051995.1, XP_029051998.1	XP_034173397.1
OG0002704	XP_016767147.2	XP_012164042.1	XP_017888240.1	XP_015435337.1	XP_017754169.1	XP_017799055.1	XP_012151762.1	XP_033341547.1	XP_031839402.1	XP_029037971.1, XP_029037972.1	XP_034173351.1, XP_034173353.1, XP_034173354.1
OG0002705	XP_016767201.2, XP_394472.4	XP_012163224.1	XP_026666854.1, XP_026666855.1, XP_026666856.1	XP_015430764.1	XP_017757193.1	XP_017798093.1	XP_012147423.1	XP_033338097.1	XP_031845458.1	XP_029035961.1	XP_034187506.1
OG0002706	XP_016767336.2, XP_026301798.1	XP_012165043.1	XP_017877000.1, XP_026667864.1	XP_015434191.1	XP_017759650.1	XP_017798463.1	XP_003704666.1	XP_033323669.1	XP_031843567.1	XP_029036905.1, XP_029036907.1	XP_034190191.1
OG0002707	XP_016767358.1	XP_003402706.1	XP_017877075.2	XP_015434166.1	XP_017763811.1	XP_017795754.1	XP_012143752.1	XP_033323613.1, XP_033323614.1, XP_033323615.1	XP_031843625.1	XP_029036686.1	XP_034189731.1, XP_034189733.1
OG0002708	XP_016767383.2, XP_026295795.1			XP_015431602.1, XP_015431609.1	XP_017755980.1, XP_017756122.1	XP_017791963.1, XP_017791971.1	XP_012134977.1	XP_033338053.1	XP_031845603.1	XP_029034650.1, XP_029034659.1	XP_034174483.1
OG0002709	XP_016767411.1	XP_003400429.1, XP_003400430.1	XP_017883463.1, XP_026671015.1	XP_015436743.1, XP_015436744.1	XP_017756656.1		XP_012149582.1	XP_033331574.1, XP_033333645.1	XP_031846267.1	XP_029045460.1	XP_034180440.1
OG0002710	XP_016767563.2	XP_003395859.2	XP_017890231.1, XP_017890232.1, XP_017890234.1, XP_026674383.1, XP_026674384.1	XP_015433289.1	XP_017767730.1	XP_017796034.1		XP_033337226.1	XP_031833634.1	XP_029042162.1	XP_034176892.1
OG0002711	XP_016767605.2	XP_003395611.2	XP_017877819.1	XP_015433272.1	XP_017757412.1	XP_017790634.1	XP_012139164.1	XP_033332963.1	XP_031825604.1, XP_031825609.1	XP_029052535.1	XP_034177614.1, XP_034177615.1, XP_034177616.1
OG0002712	XP_016767737.2	XP_003395781.1, XP_020718897.1	XP_017879567.1	XP_015440220.1	XP_017755297.1	XP_017792215.1	XP_003702646.1	XP_033328066.1	XP_031825384.1, XP_031825386.1	XP_029045713.1	XP_034177160.1, XP_034177161.1
OG0002713	XP_016767801.2	XP_003395398.1, XP_012163847.1, XP_020718614.1	XP_017891757.1, XP_026675135.1	XP_015440045.1	XP_017753678.1	XP_017796068.1	XP_003701888.1	XP_033321179.1	XP_031843374.1	XP_029053039.1	XP_034177258.1
OG0002714	XP_016768101.1	XP_020719174.1	XP_017881674.1	XP_015431955.1	XP_017761185.1	XP_017797624.1	XP_003703296.1, XP_012140749.1	XP_033331078.1, XP_033331079.1	XP_031836426.1, XP_031836431.1	XP_029038673.1	XP_034195851.1
OG0002715	XP_016768190.2	XP_012164576.1	XP_026669139.1	XP_015431063.1, XP_015431071.1	XP_017758332.1	XP_017787728.1, XP_017787732.1	XP_012139232.1	XP_033322743.1, XP_033322749.1	XP_031836730.1	XP_029043985.1	XP_034196082.1
OG0002716	XP_016768262.1	XP_003397680.1	XP_017892713.1, XP_026675590.1, XP_026675591.1	XP_015431368.1	XP_017767584.1	XP_017790100.1	XP_012140006.1, XP_012140017.1	XP_033330437.1	XP_031828953.1	XP_029040093.1	XP_034195872.1
OG0002717	XP_016768499.1, XP_016768500.1, XP_392443.4	XP_012166132.1	XP_017887637.1	XP_015438402.1	XP_017758207.1	XP_017795691.1	XP_012143630.1	XP_033335295.1	XP_031826508.1	XP_029048535.1	XP_034181831.1, XP_034181849.1
OG0002718	XP_016768711.1, XP_392795.3	XP_012165733.1	XP_026675440.1, XP_026675441.1	XP_015434449.1	XP_017765178.1, XP_017765179.1	XP_017795620.1	XP_003702200.1, XP_012137788.1		XP_031826342.1	XP_029032324.1	XP_034181107.1
OG0002719	XP_016768758.1, XP_016768759.1	XP_012165749.1, XP_012165750.1, XP_020719240.1		XP_015433874.1	XP_017765124.1	XP_017795643.1	XP_012137745.1	XP_033333451.1		XP_029032520.1, XP_029032521.1	XP_034179748.1, XP_034179831.1
OG0002720	XP_016769122.2	XP_003403411.2, XP_020723134.1	XP_026675398.1	XP_015431021.1	XP_017757915.1	XP_017788569.1	XP_003704504.1, XP_012143292.1	XP_033322290.1	XP_031838123.1, XP_031838124.1	XP_029039211.1	XP_034191942.1
OG0002721	XP_016769350.2	XP_003397413.1, XP_012166839.1	XP_017886398.1	XP_015436415.1	XP_017756808.1	XP_017799477.1	XP_012150807.1	XP_033332710.1, XP_033332713.1, XP_033334972.1	XP_031835207.1	XP_029047807.1	XP_034184438.1
OG0002722	XP_016769529.2	XP_020720045.1, XP_020720117.1, XP_020720207.1, XP_020720221.1	XP_017877828.2, XP_026669382.1		XP_017764047.1	XP_017795710.1		XP_033332372.1, XP_033332398.1, XP_033332407.1, XP_033332413.1			XP_034179431.1
OG0002723	XP_016769531.2, XP_624763.2	XP_003397583.2	XP_017883980.1, XP_017885406.1	XP_015436333.1	XP_017755740.1	XP_017790964.1	XP_003704894.1	XP_033321441.1	XP_031845902.1, XP_031845913.1	XP_029038806.1	XP_034184503.1
OG0002724	XP_016769593.2	XP_003397711.2, XP_020719971.1, XP_020719972.1	XP_017881143.1	XP_015436127.1	XP_017761806.1	XP_017794396.1	XP_012149884.1	XP_033334372.1	XP_031841247.1, XP_031841259.1	XP_029044782.1	XP_034171817.1
OG0002725	XP_016769758.1	XP_003398503.1	XP_017875696.1	XP_015437644.1	XP_017767317.1	XP_017790647.1	XP_003707058.1, XP_012149239.1, XP_012149240.1	XP_033325704.1	XP_031847954.1	XP_029033653.1, XP_029033667.1	XP_034189546.1
OG0002726	XP_016770040.1	XP_020720494.1	XP_026670306.1	XP_015431274.1	XP_017766179.1	XP_017793857.1	XP_012143569.1, XP_012143574.1	XP_033320880.1	XP_031830511.1, XP_031830513.1	XP_029044560.1	XP_034186248.1, XP_034186249.1
OG0002727	XP_016770097.2, XP_026299031.1	XP_003403338.1, XP_012175363.1	XP_017875741.1	XP_015432587.1	XP_017758388.1, XP_017758389.1	XP_017790024.1	XP_012135438.1	XP_033326004.1	XP_031846232.1	XP_029039665.1	XP_034189545.1
OG0002728	XP_016770111.1	XP_012165162.1	XP_017887863.1	XP_015436229.1	XP_017753162.1, XP_017753163.1, XP_017753164.1, XP_017753165.1	XP_017794180.1	XP_012151921.1	XP_033330741.1	XP_031827838.1	XP_029047478.1	XP_034187144.1
OG0002729	XP_016770163.2	XP_003396463.1, XP_020719225.1	XP_017875087.1	XP_015429857.1	XP_017752614.1	XP_017794269.1	XP_003708478.1	XP_033332019.1, XP_033332028.1	XP_031828342.1, XP_031828344.1	XP_029054114.1	XP_034190882.1
OG0002730	XP_016770334.2, XP_016770335.2	XP_003398925.1, XP_020721118.1, XP_020721119.1	XP_017876305.1	XP_015435541.1	XP_017754826.1	XP_017797449.1	XP_012135262.1	XP_033334930.1, XP_033334931.1	XP_031849878.1	XP_029049199.1	
OG0002731	XP_016770501.2	XP_003398876.1	XP_026669815.1	XP_015435665.1	XP_017754888.1	XP_017789766.1	XP_012147788.1, XP_012147789.1, XP_012147790.1, XP_012147791.1	XP_033324566.1	XP_031850030.1	XP_029040950.1	XP_034176068.1
OG0002732	XP_016770639.2	XP_012169299.2	XP_017890582.1	XP_015437393.1	XP_017760684.1	XP_017793376.1	XP_012135444.1	XP_033342256.1	XP_031835589.1	XP_029049741.1, XP_029049742.1, XP_029049743.1, XP_029049744.1	XP_034193270.1
OG0002733	XP_016770734.1	XP_003399033.1	XP_017878488.1	XP_015437357.1	XP_017760802.1	XP_017793401.1	XP_003699988.1, XP_012149054.1	XP_033342779.1, XP_033342780.1	XP_031835571.1, XP_031835572.1	XP_029049059.1	XP_034175733.1
OG0002734	XP_016770755.1	XP_003399368.1	XP_017879933.1	XP_015437385.1	XP_017762319.1, XP_017762320.1	XP_017792974.1	XP_012153862.1	XP_033342947.1, XP_033342948.1	XP_031835665.1	XP_029050194.1, XP_029050195.1	XP_034176159.1
OG0002735	XP_016770793.1	XP_003396408.1, XP_012165441.1	XP_017887903.1	XP_015438326.1	XP_017763271.1, XP_017763279.1, XP_017763287.1, XP_017763294.1	XP_017790319.1	XP_012138952.1		XP_031831768.1	XP_029049037.1	XP_034175736.1
OG0002736	XP_016770889.1	XP_020721567.1	XP_026672625.1	XP_015437546.1	XP_017764125.1	XP_017791415.1	XP_003704913.2	XP_033331314.1	XP_031841711.1, XP_031841716.1, XP_031841718.1	XP_029034611.1	XP_034183312.1, XP_034183314.1
OG0002737	XP_016770895.1, XP_393876.1	XP_003399763.1	XP_017884097.2, XP_017888380.2	XP_015437570.1	XP_017764305.1	XP_017791362.1	XP_012144473.1, XP_012144474.1	XP_033331359.1	XP_031841759.1	XP_029041716.1	XP_034183246.1
OG0002738	XP_016770900.1	XP_012170302.2	XP_017875357.1	XP_015437565.1	XP_017763755.1, XP_017763764.1, XP_017763772.1	XP_017791382.1	XP_003700645.1	XP_033331369.1, XP_033331370.1	XP_031845515.1	XP_029041663.1	XP_034183264.1
OG0002739	XP_016770984.1	XP_003401430.1	XP_026670797.1	XP_015437922.1	XP_017752965.1, XP_017752966.1	XP_017796327.1	XP_012148543.1, XP_012148544.1, XP_012148545.1	XP_033324948.1	XP_031829391.1	XP_029034849.1	XP_034179089.1
OG0002740	XP_016771036.1	XP_003399478.1, XP_020721459.1, XP_020721460.1, XP_020721461.1	XP_017875588.1	XP_015434680.1	XP_017756142.1	XP_017791406.1	XP_012134614.1	XP_033335449.1	XP_031841315.1	XP_029041766.1	XP_034183188.1
OG0002741	XP_016771069.1	XP_003399830.1	XP_017886709.1	XP_015438677.1	XP_017752922.1	XP_017787603.1	XP_003700643.1, XP_012134578.1	XP_033338718.1	XP_031827456.1, XP_031827457.1	XP_029056188.1, XP_029056232.1	XP_034186550.1
OG0002742	XP_016771345.2	XP_003402360.3, XP_012170813.1, XP_012170814.1	XP_026672886.1, XP_026674882.1	XP_015438780.1	XP_017763585.1	XP_017794411.1	XP_012148665.1	XP_033325292.1	XP_031836114.1	XP_029052803.1	XP_034192537.1
OG0002743	XP_016771535.2	XP_003400858.1	XP_017888066.1, XP_017888067.1	XP_015439193.1	XP_017762882.1, XP_017762883.1	XP_017797818.1	XP_012152624.1, XP_012152625.1, XP_012152626.1	XP_033335926.1		XP_029045333.1	XP_034180628.1
OG0002744	XP_016771788.1	XP_012171887.2	XP_017884889.1	XP_015438929.1	XP_017752566.1	XP_017797699.1	XP_012145446.1	XP_033336228.1, XP_033336320.1	XP_031837334.1	XP_029038394.1, XP_029038395.1	XP_034180516.1, XP_034180517.1
OG0002745	XP_016771865.1, XP_026294857.1	XP_012164730.1	XP_017875457.1, XP_017875466.1	XP_015432973.1	XP_017754049.1	XP_017799176.1, XP_017799177.1		XP_033328928.1, XP_033328929.1	XP_031847581.1, XP_031847582.1	XP_029034043.1	
OG0002746	XP_016771975.2	XP_012166573.1	XP_017882958.1, XP_017882959.1	XP_015429308.1	XP_017765438.1	XP_017795910.1	XP_012147823.1, XP_012147824.1	XP_033340021.1	XP_031842038.1	XP_029037895.1	XP_034172589.1, XP_034172592.1
OG0002747	XP_016771986.2, XP_026300348.1	XP_012176617.1, XP_012176624.1	XP_017883969.1, XP_026671295.1	XP_015435273.1	XP_017764675.1	XP_017799113.1	XP_012151541.1	XP_033328775.1	XP_031839328.1	XP_029038107.1	XP_034173046.1
OG0002748	XP_016772010.2	XP_012172170.1, XP_012172171.1	XP_017889574.1	XP_015432512.1, XP_015432513.1	XP_017765080.1	XP_017796691.1	XP_012146907.1	XP_033324841.1, XP_033324842.1	XP_031842740.1	XP_029040884.1	XP_034179179.1
OG0002749	XP_016772027.2, XP_026301421.1, XP_026301422.1	XP_020722748.1	XP_017892566.1	XP_015432432.1	XP_017758109.1	XP_017796674.1	XP_012153526.1	XP_033327681.1, XP_033327682.1	XP_031847385.1	XP_029036968.1	XP_034193658.1
OG0002750	XP_016772111.2	XP_020723458.1	XP_026673920.1, XP_026673921.1	XP_015439388.1	XP_017753797.1	XP_017794761.1	XP_012141445.1	XP_033324658.1, XP_033324659.1	XP_031842508.1	XP_029040905.1, XP_029040906.1	XP_034179186.1
OG0002751	XP_016772146.2	XP_012172001.1	XP_017882876.1, XP_026670779.1, XP_026670780.1	XP_015434826.1	XP_017761179.1	XP_017789552.1	XP_012152399.1	XP_033330580.1, XP_033330582.1	XP_031829500.1	XP_029056367.1	XP_034178857.1
OG0002752	XP_016772167.1	XP_012172093.1	XP_017889869.1, XP_026674080.1	XP_015439453.1	XP_017765236.1	XP_017796663.1	XP_003708561.1	XP_033322388.1	XP_031847432.1, XP_031847433.1	XP_029045857.1, XP_029045858.1	XP_034193764.1
OG0002753	XP_016772243.1	XP_012172031.1	XP_017889929.1	XP_015430143.1, XP_015430144.1	XP_017756237.1	XP_017789668.1	XP_012136159.1	XP_033326566.1	XP_031842207.1, XP_031842208.1, XP_031842209.1	XP_029036899.1	XP_034193635.1
OG0002754	XP_016772403.2	XP_020721693.1		XP_015432707.1	XP_017754602.1	XP_017798310.1	XP_003705384.1, XP_012145476.1	XP_033339502.1	XP_031827077.1, XP_031827079.1	XP_029050740.1	XP_034186861.1, XP_034186863.1, XP_034186864.1
OG0002755	XP_016772473.2	XP_020723186.1	XP_017883735.1	XP_015430365.1, XP_015430366.1, XP_015430367.1	XP_017752209.1	XP_017792813.1, XP_017792814.1		XP_033335283.1	XP_031827279.1, XP_031827280.1	XP_029045237.1	XP_034191094.1
OG0002756	XP_016772483.1	XP_020721711.1	XP_017880409.1, XP_017880411.1, XP_017880412.1	XP_015438638.1	XP_017766311.1	XP_017787627.1	XP_012149664.1	XP_033338849.1, XP_033338850.1	XP_031827593.1	XP_029033143.1	XP_034190714.1
OG0002757	XP_016772675.1	XP_012174509.1	XP_017888245.1, XP_017888248.1	XP_015437816.1	XP_017766261.1, XP_017766263.1	XP_017793221.1		XP_033322671.1	XP_031847207.1	XP_029048906.1, XP_029048907.1	XP_034175176.1, XP_034175177.1
OG0002758	XP_016772826.1	XP_020719634.1	XP_017893611.1	XP_015434405.1	XP_017763758.1	XP_017787776.1	XP_003704794.1	XP_033328476.1	XP_031826221.1, XP_031826222.1	XP_029047262.1, XP_029047263.1, XP_029047264.1	XP_034175588.1
OG0002759	XP_016772893.2	XP_012175881.1	XP_017883476.2, XP_026672977.1	XP_015433677.1	XP_017757389.1	XP_017789310.1	XP_012152290.1	XP_033326518.1	XP_031844137.1	XP_029046223.1, XP_029046226.1	XP_034194434.1, XP_034194439.1
OG0002760	XP_016773275.1	XP_012176020.1	XP_017875956.1	XP_015430971.1	XP_017757632.1	XP_017787666.1	XP_012147960.1	XP_033335251.1, XP_033340013.1	XP_031844007.1	XP_029037882.1, XP_029037883.1	XP_034173266.1, XP_034173268.1
OG0002761	XP_016773444.2	XP_012166113.1, XP_012166118.1	XP_017889121.1	XP_015432962.1	XP_017766048.1	XP_017799384.1	XP_003707985.2, XP_012151418.1	XP_033341167.1	XP_031846945.1	XP_029033922.1, XP_029033924.1	XP_034172988.1
OG0002762	XP_016773639.1	XP_003393741.1, XP_012173292.1	XP_017879268.1	XP_015433957.1	XP_017756361.1	XP_017796426.1		XP_033341839.1	XP_031839578.1, XP_031839579.1	XP_029034230.1, XP_029034231.1	XP_034188758.1, XP_034188759.1
OG0002763	XP_026294803.1, XP_026294806.1	XP_012169778.1	XP_017884021.2	XP_015429767.1	XP_017761987.1	XP_017787931.1	XP_003706315.2, XP_012147690.1	XP_033334414.1, XP_033334416.1	XP_031847042.1	XP_029052239.1	XP_034171449.1
OG0002764	XP_026294936.1, XP_026302241.1	XP_012172144.1	XP_017886630.1, XP_026672618.1	XP_015429450.1	XP_017760809.1	XP_017792677.1	XP_012137297.1	XP_033339479.1	XP_031839539.1, XP_031839541.1	XP_029034242.1	XP_034188762.1
OG0002765	XP_026295182.1	XP_003394605.1	XP_017884054.1	XP_015434219.1	XP_017755354.1	XP_017796168.1	XP_003706083.1	XP_033321873.1, XP_033321874.1, XP_033321875.1, XP_033321876.1	XP_031844296.1	XP_029033005.1	XP_034182816.1
OG0002766	XP_026295293.1, XP_026295294.1	XP_012176596.1	XP_017877513.1	XP_015434097.1	XP_017755352.1	XP_017788043.1	XP_012151032.1, XP_012151035.1	XP_033338845.1	XP_031844576.1	XP_029033022.1, XP_029033023.1	XP_034182425.1
OG0002767	XP_026295413.1	XP_003394101.1	XP_017887325.1	XP_015429320.1	XP_017757275.1	XP_017789442.1	XP_003708190.1	XP_033331197.1, XP_033331199.1, XP_033331200.1	XP_031844177.1	XP_029049916.1, XP_029049917.1	XP_034182667.1
OG0002768	XP_026295426.1	XP_012176040.1		XP_015435805.1	XP_017767069.1, XP_017767070.1, XP_017767071.1, XP_017767072.1, XP_017767073.1	XP_017789133.1, XP_017789141.1, XP_017789148.1, XP_017789156.1, XP_017789164.1	XP_012147375.1				
OG0002769	XP_026295588.1	XP_020723630.1	XP_017875909.1	XP_015430877.1	XP_017762361.1	XP_017795240.1	XP_012144323.1, XP_012144329.1	XP_033332655.1	XP_031834290.1, XP_031834297.1	XP_029033076.1	XP_034182511.1, XP_034182512.1
OG0002770	XP_026295801.1	XP_003402506.1, XP_012174117.1	XP_026668325.1	XP_015430752.1	XP_017756110.1	XP_017798192.1	XP_003708449.1	XP_033327207.1	XP_031829290.1	XP_029047648.1, XP_029047656.1	XP_034174235.1, XP_034174236.1
OG0002771	XP_026295833.1, XP_026295840.1	XP_020718288.1	XP_026670129.1	XP_015439728.1, XP_015439766.1	XP_017765928.1	XP_017797255.1	XP_012139893.1	XP_033336961.1, XP_033336973.1	XP_031845461.1	XP_029035550.1	XP_034173907.1
OG0002772	XP_026295847.1, XP_026295848.1	XP_020721216.1	XP_017880127.1	XP_015440333.1	XP_017767567.1	XP_017796934.1	XP_012152712.1	XP_033339965.1	XP_031833312.1, XP_031833313.1	XP_029048897.1, XP_029048898.1	XP_034175175.1
OG0002773	XP_026295898.1	XP_003395266.2	XP_017893114.1, XP_026666547.1, XP_026666548.1, XP_026666549.1	XP_015431660.1	XP_017760055.1	XP_017796967.1	XP_012147593.1	XP_033329753.1	XP_031834342.1	XP_029039317.1	XP_034174302.1
OG0002774	XP_026295929.1	XP_012163097.1	XP_026666520.1	XP_015430718.1	XP_017757141.1, XP_017757142.1	XP_017798053.1	XP_003708442.2, XP_012152946.1	XP_033324267.1, XP_033324387.1	XP_031845393.1	XP_029042894.1	XP_034187398.1
