Orthogroup	Nomia_melanderi	Drosophila_melanogaster
OG0001960	XP_031836239.1, XP_031836238.1	NP_001261726.1, NP_524993.3, NP_001027247.1
OG0001961	XP_031848295.1	NP_001286875.1
OG0001962	XP_031845825.1	NP_609989.1, NP_609990.1, NP_001188850.1
OG0001963	XP_031832213.1	NP_648053.1
OG0001964	XP_031831705.1, XP_031831704.1	NP_001287227.1
OG0001965	XP_031840489.1	NP_001285968.1, NP_723939.1, NP_728540.1, NP_612051.1
OG0001966	XP_031829638.1, XP_031829637.1, XP_031829636.1	NP_001286827.1
OG0001967	XP_031847984.1	NP_001262353.1
OG0001968	XP_031829493.1	NP_001097756.1
OG0001969	XP_031828968.1	NP_001259204.1
OG0001971	XP_031848166.1, XP_031848156.1	NP_723787.1
OG0001973	XP_031838055.1	NP_726095.2
OG0001974	XP_031844299.1	NP_648645.1
OG0001975	XP_031836183.1	NP_001260979.1
OG0001976	XP_031826249.1, XP_031826248.1, XP_031826251.1	NP_001138150.1
OG0001977	XP_031826569.1	NP_611067.2
OG0001981	XP_031837910.1	NP_649298.2, NP_001262144.1, NP_001287140.1
OG0001983	XP_031835637.1	NP_610838.1
OG0001987	XP_031832381.1	NP_001356937.1
OG0001988	XP_031828034.1	NP_524001.2
OG0001989	XP_031836922.1, XP_031836923.1	NP_001260098.1, NP_001284837.1
OG0001990	XP_031828199.1, XP_031828198.1	NP_788760.1
OG0001991	XP_031831964.1	NP_001262998.1
OG0001992	XP_031849482.1	NP_001245552.1
OG0001993	XP_031829781.1	NP_611538.1
OG0001994	XP_031834154.1, XP_031834153.1, XP_031834152.1, XP_031834151.1	NP_651072.1
OG0001995	XP_031834096.1	NP_523355.2
OG0001996	XP_031829819.1	NP_524991.1, NP_649393.1, NP_724787.1
OG0001997	XP_031847520.1	NP_996267.1
OG0001998	XP_031846087.1, XP_031846089.1	NP_651780.1
OG0001999	XP_031828950.1	NP_523428.1
OG0002000	XP_031846406.1	NP_726490.3
OG0002001	XP_031841166.1	NP_001285572.1
OG0002002	XP_031841150.1	NP_001027274.2, NP_001260458.1
OG0002003	XP_031836236.1	NP_001259998.1
OG0002004	XP_031834430.1	NP_650776.1
OG0002005	XP_031844114.1, XP_031844115.1, XP_031844117.1, XP_031844116.1	NP_647640.1
OG0002006	XP_031836056.1	NP_001247376.1, NP_001247375.1
OG0002007	XP_031849021.1, XP_031849030.1	NP_001261689.1
OG0002009	XP_031825621.1	NP_001027401.1
OG0002010	XP_031834020.1, XP_031834019.1	NP_651600.1
OG0002011	XP_031841011.1	NP_001286589.1
OG0002012	XP_031839870.1	NP_001014582.1, NP_524041.2
OG0002013	XP_031845796.1	NP_001245550.1
OG0002014	XP_031827829.1, XP_031827826.1	NP_476562.1
OG0002015	XP_031831241.1, XP_031831240.1, XP_031831239.1	NP_609782.2
OG0002016	XP_031831342.1	NP_788448.1
OG0002017	XP_031842469.1	NP_610188.2
OG0002018	XP_031826997.1	NP_648586.2
OG0002019	XP_031835610.1	NP_001137910.2
OG0002020	XP_031833173.1	NP_732549.2
OG0002021	XP_031826322.1, XP_031826321.1	NP_649827.2
OG0002022	XP_031844877.1	NP_726406.1
OG0002023	XP_031835977.1	NP_001245577.1
OG0002024	XP_031833246.1	NP_610095.1
OG0002025	XP_031845299.1, XP_031845297.1, XP_031845298.1	NP_649877.1
OG0002026	XP_031828699.1	NP_001259298.1
OG0002028	XP_031826451.1	NP_001263045.1, NP_001036699.1
OG0002029	XP_031827176.1, XP_031827174.1, XP_031827175.1	NP_610059.1
OG0002032	XP_031825356.1, XP_031825351.1, XP_031825350.1	NP_001286795.1
OG0002033	XP_031843136.1, XP_031847501.1	NP_001285275.1
OG0002035	XP_031838860.1	NP_611093.2
OG0002036	XP_031832569.1	NP_001286548.1
OG0002037	XP_031839377.1	NP_524660.1
OG0002038	XP_031846412.1, XP_031846411.1, XP_031846409.1, XP_031846410.1	NP_608372.1
OG0002039	XP_031836216.1	NP_001286974.1
OG0002041	XP_031827572.1	NP_647887.1
OG0002042	XP_031837964.1, XP_031837961.1, XP_031837962.1, XP_031837960.1, XP_031837963.1	NP_001137671.1, NP_610099.1
OG0002043	XP_031832296.1	NP_001034012.2
OG0002044	XP_031825706.1	NP_001263139.1
OG0002045	XP_031848185.1	NP_477311.1
OG0002046	XP_031845334.1	NP_001097124.1
OG0002047	XP_031839930.1	NP_001189286.1
OG0002048	XP_031845280.1	NP_001247185.1
OG0002049	XP_031834093.1	NP_732811.1
OG0002050	XP_031840448.1, XP_031840447.1, XP_031840451.1, XP_031840450.1, XP_031840449.1	NP_001285355.1
OG0002051	XP_031847251.1	NP_611681.1, NP_001286736.1, NP_611610.2, NP_001246460.1, NP_001286724.1, NP_523809.2, NP_001261050.1
OG0002052	XP_031837641.1, XP_031837639.1, XP_031837637.1, XP_031837636.1, XP_031837635.1, XP_031837634.1, XP_031837633.1, XP_031837632.1, XP_031837640.1	NP_611508.1
OG0002053	XP_031837267.1	NP_610530.1
OG0002054	XP_031832638.1	NP_524677.1
OG0002055	XP_031825841.1	NP_001259900.1, NP_572902.1
OG0002056	XP_031849751.1	NP_524907.2
OG0002057	XP_031833158.1	NP_609888.2
OG0002058	XP_031849841.1	NP_609119.2
OG0002059	XP_031837110.1	NP_648185.1
OG0002060	XP_031839067.1	NP_726403.2
OG0002061	XP_031840977.1	NP_001036338.1
OG0002062	XP_031846152.1	NP_001356975.1
OG0002063	XP_031831128.1	NP_001285001.1
OG0002064	XP_031832368.1	NP_001356982.1
OG0002065	XP_031845901.1	NP_001284967.1
OG0002066	XP_031847414.1	NP_649869.1
OG0002067	XP_031827275.1, XP_031827274.1, XP_031827272.1, XP_031827271.1, XP_031827270.1, XP_031827278.1, XP_031827277.1, XP_031827276.1	NP_651116.1
OG0002068	XP_031833794.1, XP_031833793.1	NP_611856.1
OG0002069	XP_031833983.1	NP_652610.1
OG0002070	XP_031834693.1	NP_650941.3
OG0002071	XP_031826472.1	NP_477372.1
OG0002072	XP_031838065.1, XP_031838061.1, XP_031838064.1, XP_031838063.1, XP_031838067.1, XP_031838066.1, XP_031838062.1, XP_031838069.1	NP_001259984.1
OG0002073	XP_031829663.1, XP_031829664.1	NP_001260394.1
OG0002074	XP_031847449.1, XP_031847451.1	NP_001260491.1, NP_001263066.1
OG0002075	XP_031846636.1	NP_524583.1
OG0002076	XP_031829622.1	NP_001163600.1
OG0002077	XP_031840976.1	NP_724409.3
OG0002078	XP_031838519.1	NP_001259928.1
OG0002079	XP_031839017.1	NP_001261524.1
OG0002080	XP_031844578.1	NP_649990.2
OG0002081	XP_031830016.1	NP_001286545.1
OG0002082	XP_031840140.1, XP_031840139.1, XP_031840138.1, XP_031840141.1, XP_031840142.1	NP_572503.1
OG0002083	XP_031825902.1	NP_648372.1
OG0002084	XP_031850306.1	NP_611677.1
OG0002085	XP_031836528.1, XP_031836529.1, XP_031836527.1	NP_001285316.1
OG0002086	XP_031843893.1	NP_609934.3
OG0002087	XP_031827089.1, XP_031827090.1	NP_572818.1
OG0002088	XP_031830657.1	NP_523833.1
OG0002089	XP_031848159.1	NP_001261563.1
OG0002090	XP_031835371.1, XP_031835372.1	NP_001260029.1
OG0002091	XP_031834009.1	NP_001285049.1, NP_609350.2
OG0002092	XP_031826846.1	NP_788716.1
OG0002093	XP_031834728.1	NP_001262005.1
OG0002094	XP_031826132.1	NP_610207.1, NP_001259341.1, NP_612091.1
OG0002095	XP_031828616.1	NP_733076.2
OG0002096	XP_031835213.1, XP_031835214.1, XP_031835215.1	NP_723086.1
OG0002097	XP_031842207.1, XP_031842209.1, XP_031842208.1	NP_001162716.1, NP_729740.2
OG0002098	XP_031840037.1	NP_477014.1
OG0002099	XP_031846210.1	NP_001262830.1, NP_001262827.1
OG0002100	XP_031830491.1	NP_001285208.1
OG0002101	XP_031838823.1	NP_001014695.1
OG0002102	XP_031831849.1	NP_649939.1
OG0002103	XP_031846725.1	NP_001260451.1
OG0002106	XP_031837943.1	NP_524818.1
OG0002107	XP_031846175.1, XP_031846174.1	NP_523739.2
OG0002108	XP_031843221.1	NP_996185.1
OG0002109	XP_031841414.1	NP_611966.3
OG0002110	XP_031837244.1	NP_996042.1
OG0002111	XP_031848518.1	NP_001261454.1
OG0002113	XP_031830912.1	NP_001262803.1
OG0002114	XP_031831790.1	NP_651508.1
OG0002115	XP_031836747.1	NP_572197.4
OG0002116	XP_031828785.1	NP_573100.1, NP_573105.1, NP_001262467.1
OG0002117	XP_031845374.1	NP_001286076.1
OG0002119	XP_031838732.1	NP_001162779.1
OG0002120	XP_031829034.1, XP_031829033.1	NP_652670.2, NP_610853.1, NP_611671.1
OG0002121	XP_031831406.1, XP_031831407.1, XP_031831405.1	NP_001262679.1
OG0002122	XP_031841427.1, XP_031841416.1	NP_001138057.1
OG0002123	XP_031846926.1	NP_523593.5
OG0002124	XP_031827261.1	NP_001369005.1
OG0002125	XP_031830307.1	NP_608369.1, NP_726887.1, NP_001356931.1
OG0002126	XP_031844078.1	NP_524659.1, NP_652413.1
OG0002127	XP_031846328.1	NP_001261984.1
OG0002128	XP_031838451.1	NP_611499.3
OG0002129	XP_031828953.1	NP_788872.1
OG0002130	XP_031844075.1, XP_031844076.1	NP_001247043.1, NP_001260865.1
OG0002131	XP_031827247.1, XP_031827245.1, XP_031827246.1	NP_001259886.1
OG0002132	XP_031848877.1, XP_031848878.1, XP_031845954.1	NP_001261614.1
OG0002134	XP_031849079.1, XP_031849078.1, XP_031849081.1, XP_031849080.1, XP_031849077.1, XP_031849076.1, XP_031849082.1, XP_031849075.1	NP_001163664.1
OG0002136	XP_031850252.1, XP_031850251.1, XP_031850250.1, XP_031850249.1, XP_031850248.1, XP_031850253.1	NP_608780.1
OG0002137	XP_031827182.1, XP_031827200.1	NP_001286327.1
OG0002138	XP_031847311.1	NP_001262079.1
OG0002139	XP_031830790.1, XP_031830789.1	NP_648894.2
OG0002140	XP_031836664.1, XP_031836662.1, XP_031836658.1, XP_031836659.1, XP_031836661.1, XP_031836663.1, XP_031836665.1	NP_001262599.1
OG0002141	XP_031832090.1	NP_730594.1
OG0002142	XP_031831760.1, XP_031831759.1	NP_001285282.1
OG0002143	XP_031836698.1	NP_524238.1
OG0002144	XP_031826643.1	NP_001261617.1
OG0002145	XP_031828574.1	NP_609877.2
OG0002146	XP_031826479.1	NP_001259153.1
OG0002148	XP_031844247.1	NP_650672.1
OG0002149	XP_031836468.1, XP_031836339.1	NP_726059.5
OG0002150	XP_031849278.1, XP_031849279.1	NP_001036357.2
OG0002151	XP_031827428.1	NP_788891.2
OG0002152	XP_031840130.1	NP_001036397.2
OG0002153	XP_031850195.1, XP_031850192.1	NP_608851.1, NP_511089.2
OG0002154	XP_031835866.1	NP_651555.1
OG0002155	XP_031845447.1, XP_031845446.1	NP_001262777.1
OG0002156	XP_031834507.1	NP_001262888.1
OG0002157	XP_031828168.1	NP_648105.1
OG0002158	XP_031842660.1	NP_001284753.1
OG0002159	XP_031827555.1	NP_001284832.1
OG0002162	XP_031825325.1	NP_649886.1
OG0002163	XP_031841041.1	NP_001286059.1
OG0002164	XP_031832660.1, XP_031832649.1	NP_001287469.1
OG0002165	XP_031828066.1, XP_031828067.1	NP_511170.1
OG0002166	XP_031836064.1, XP_031836065.1	NP_651250.2
OG0002167	XP_031836962.1	NP_730568.1
OG0002168	XP_031839857.1	NP_001247018.1
OG0002169	XP_031841881.1	NP_610943.2
OG0002170	XP_031835823.1	NP_001285140.1
OG0002171	XP_031847883.1	NP_723732.2, NP_609741.3
OG0002172	XP_031843536.1	NP_001245974.1
OG0002173	XP_031841137.1	NP_001262864.1
OG0002177	XP_031841811.1	NP_001260910.1
OG0002178	XP_031830840.1	NP_524679.3
OG0002179	XP_031829807.1	NP_609675.2
OG0002181	XP_031835669.1	NP_001285496.1
OG0002182	XP_031839648.1	NP_001245595.1
OG0002183	XP_031831478.1, XP_031831479.1	NP_788429.1
OG0002184	XP_031833671.1, XP_031833673.1	NP_001247215.1
OG0002185	XP_031848495.1	NP_726596.1
OG0002186	XP_031840555.1	NP_001285258.1
OG0002187	XP_031837845.1, XP_031837846.1	NP_649313.1
OG0002188	XP_031840154.1	NP_001104019.1
OG0002189	XP_031841097.1, XP_031841098.1	NP_572502.1
OG0002190	XP_031830324.1	NP_001097622.2
OG0002191	XP_031847983.1	NP_001260762.1
OG0002192	XP_031831643.1	NP_725091.1
OG0002193	XP_031848548.1, XP_031848549.1, XP_031848550.1	NP_650940.2
OG0002194	XP_031826011.1	NP_001286884.1
OG0002195	XP_031833313.1, XP_031833312.1	NP_001285326.1
OG0002196	XP_031832957.1	NP_001246133.1
OG0002197	XP_031825382.1	NP_525097.1
OG0002198	XP_031846100.1	NP_649415.2, NP_611222.2
OG0002200	XP_031832035.1, XP_031832036.1	NP_001287456.1
OG0002202	XP_031831826.1	NP_001262840.1
OG0002203	XP_031847095.1, XP_031847097.1, XP_031847098.1	NP_001262806.1
OG0002204	XP_031833555.1	NP_650021.1
OG0002205	XP_031837396.1	NP_611511.3
OG0002206	XP_031826501.1	NP_001285571.1
OG0002208	XP_031844360.1	NP_001137618.1
OG0002209	XP_031841481.1, XP_031841480.1	NP_001286111.1, NP_001188859.1, NP_724294.1
OG0002211	XP_031849446.1, XP_031849445.1	NP_649412.1
OG0002212	XP_031838017.1	NP_001246302.1, NP_649596.1, NP_001163003.1, NP_001285689.1
OG0002213	XP_031838798.1, XP_031838799.1	NP_608580.2
OG0002215	XP_031825387.1	NP_788337.1, NP_001286352.1
OG0002217	XP_031844147.1	NP_001163086.1
OG0002218	XP_031827531.1	NP_649774.1
OG0002219	XP_031838143.1, XP_031838146.1	NP_651266.1
OG0002220	XP_031825436.1	NP_001286572.1
OG0002221	XP_031838477.1	NP_001259702.1
OG0002222	XP_031830451.1, XP_031830454.1	NP_001261000.1
OG0002223	XP_031837410.1, XP_031837409.1	NP_001287045.1
OG0002224	XP_031848663.1	NP_001014469.1
OG0002225	XP_031846346.1	NP_001163042.1
OG0002226	XP_031844412.1	NP_652639.1
OG0002236	XP_031832945.1	NP_001287249.1, NP_001189295.1
OG0002237	XP_031833323.1	NP_001097736.1, NP_524682.1
OG0002238	XP_031847552.1, XP_031847554.1	NP_001260018.1
OG0002239	XP_031844283.1	NP_573175.2
OG0002240	XP_031828840.1	NP_523684.2
OG0002241	XP_031847465.1	NP_001262025.1
OG0002242	XP_031845342.1	NP_001259911.1
OG0002243	XP_031826495.1, XP_031826494.1, XP_031826493.1	NP_476646.2
OG0002244	XP_031838417.1, XP_031838418.1, XP_031838419.1	NP_001287433.1
OG0002246	XP_031826881.1	NP_524033.2
OG0002247	XP_031833270.1	NP_611450.1, NP_001097356.1, NP_523771.1
OG0002248	XP_031844281.1	NP_608531.1
OG0002249	XP_031846741.1, XP_031846742.1	NP_001261273.1
OG0002250	XP_031825695.1	NP_651181.1
OG0002251	XP_031826265.1	NP_729388.1, NP_648234.1, NP_648235.1, NP_648237.1
OG0002252	XP_031826782.1, XP_031826780.1, XP_031826781.1, XP_031826779.1	NP_731500.1
OG0002253	XP_031849698.1	NP_001303378.1
OG0002254	XP_031847207.1	NP_523792.2
OG0002255	XP_031832447.1	NP_001246745.1
OG0002256	XP_031829862.1	NP_649582.1
OG0002257	XP_031847129.1, XP_031847131.1, XP_031847132.1, XP_031847130.1, XP_031847127.1, XP_031847128.1	NP_476866.1
OG0002258	XP_031844368.1, XP_031844371.1	NP_610379.2
OG0002259	XP_031827221.1, XP_031827218.1, XP_031827219.1, XP_031827220.1	NP_001247099.1
OG0002260	XP_031839994.1, XP_031839985.1	NP_649813.1
OG0002261	XP_031833848.1	NP_651967.2
OG0002262	XP_031838987.1	NP_001097502.1
OG0002263	XP_031829391.1	NP_001247310.1
OG0002264	XP_031837714.1	NP_729301.1
OG0002265	XP_031826681.1	NP_001285313.1, NP_001287584.1
OG0002266	XP_031829992.1	NP_609647.1
OG0002267	XP_031834380.1, XP_031834383.1, XP_031834381.1	NP_001287120.1
OG0002268	XP_031845082.1	NP_001260796.1
OG0002269	XP_031846791.1	NP_729528.2
OG0002270	XP_031844241.1	NP_001259717.1
OG0002271	XP_031827618.1, XP_031827620.1, XP_031827619.1	NP_647950.1
OG0002272	XP_031843447.1	NP_651622.2
OG0002273	XP_031827377.1	NP_609364.1
OG0002275	XP_031843504.1	NP_511166.2
OG0002276	XP_031848241.1	NP_648179.3
OG0002277	XP_031835271.1	NP_649473.1
OG0002278	XP_031835751.1	NP_733209.1
OG0002279	XP_031836231.1, XP_031836233.1, XP_031836232.1	NP_001097075.2
OG0002280	XP_031828553.1	NP_001027412.1
OG0002281	XP_031846313.1, XP_031846312.1, XP_031846318.1, XP_031846316.1, XP_031846317.1, XP_031846315.1	NP_001188935.1
OG0002282	XP_031836171.1	NP_650055.1
OG0002283	XP_031843200.1	NP_001014583.1, NP_524394.2
OG0002284	XP_031830829.1	NP_731688.2
OG0002285	XP_031845965.1	NP_651667.1
OG0002286	XP_031840243.1	NP_788515.1
OG0002287	XP_031837656.1	NP_001246966.1
OG0002288	XP_031838495.1	NP_476929.1
OG0002289	XP_031826031.1	NP_001286047.1
OG0002290	XP_031827319.1	NP_001137877.1
OG0002291	XP_031825681.1	NP_001262693.1
OG0002292	XP_031832415.1	NP_001137630.2
OG0002293	XP_031848734.1	NP_001369011.1
OG0002294	XP_031838979.1	NP_001287483.1, NP_001262939.1
OG0002295	XP_031841979.1	NP_001137978.1
OG0002296	XP_031833255.1, XP_031833254.1	NP_001285877.1, NP_001097153.1
OG0002298	XP_031849479.1	NP_572488.1
OG0002299	XP_031834188.1, XP_031834203.1	NP_001246631.1
OG0002300	XP_031827641.1	NP_523713.2
OG0002302	XP_031830200.1	NP_001262366.1
OG0002303	XP_031828849.1	NP_001285976.1
OG0002304	XP_031829333.1, XP_031829334.1	NP_729380.1
OG0002305	XP_031826379.1	NP_609505.1
OG0002306	XP_031837827.1, XP_031837826.1	NP_001097477.1
OG0002307	XP_031837585.1, XP_031837587.1	NP_001247158.1
OG0002309	XP_031832738.1	NP_523369.2
OG0002310	XP_031833193.1	NP_650863.3
OG0002311	XP_031828401.1	NP_001284845.1, NP_001284844.1
OG0002312	XP_031827819.1	NP_610052.1
OG0002313	XP_031849438.1, XP_031849437.1, XP_031849436.1, XP_031849433.1, XP_031849435.1	NP_611636.1
OG0002314	XP_031838099.1	NP_611803.1
OG0002315	XP_031832904.1	NP_001356923.1
OG0002317	XP_031844671.1, XP_031844670.1, XP_031844667.1, XP_031844668.1, XP_031844669.1	NP_609965.1
OG0002318	XP_031833505.1	NP_651351.1
OG0002319	XP_031841767.1	NP_001287005.1, NP_524630.1
OG0002320	XP_031835829.1	NP_001259719.1
OG0002321	XP_031847010.1, XP_031847012.1, XP_031847011.1	NP_732964.1
OG0002322	XP_031837896.1	NP_001162651.1
OG0002323	XP_031845132.1, XP_031845135.1, XP_031845134.1, XP_031845136.1, XP_031845137.1, XP_031845133.1	NP_649760.1
OG0002324	XP_031839973.1	NP_610722.2, NP_001260909.1
OG0002325	XP_031845896.1, XP_031845893.1	NP_648482.3
OG0002326	XP_031850172.1	NP_569874.1
OG0002327	XP_031835163.1	NP_001285776.1
OG0002328	XP_031849444.1	NP_610273.1
OG0002329	XP_031834333.1	NP_731930.3
OG0002330	XP_031830823.1, XP_031830820.1	NP_001285729.1
OG0002331	XP_031828910.1	NP_001284830.1
OG0002332	XP_031829183.1	NP_001137802.1
OG0002333	XP_031825839.1	NP_001285918.1
OG0002334	XP_031850242.1, XP_031850239.1	NP_651249.2
OG0002335	XP_031827712.1	NP_001262595.1
OG0002336	XP_031829379.1	NP_001285803.1
OG0002337	XP_031848229.1	NP_001261323.1, NP_001261324.1
OG0002338	XP_031832233.1	NP_001036446.2
OG0002339	XP_031835893.1	NP_001188911.1
OG0002340	XP_031839255.1	NP_001245889.1
OG0002341	XP_031849804.1	NP_609968.3
OG0002342	XP_031838416.1	NP_001260601.1
OG0002343	XP_031840216.1	NP_650447.1
OG0002344	XP_031826691.1, XP_031826688.1	NP_001262835.1
OG0002345	XP_031832027.1, XP_031832026.1, XP_031832024.1	NP_609239.1
OG0002346	XP_031837315.1	NP_995679.1
OG0002347	XP_031840312.1	NP_001036341.2
OG0002349	XP_031838052.1	NP_477420.1
OG0002350	XP_031843672.1	NP_650918.1
OG0002351	XP_031831091.1	NP_001287218.1
OG0002352	XP_031846218.1	NP_788536.1
OG0002354	XP_031847433.1, XP_031847432.1	NP_001286785.1
OG0002355	XP_031835397.1	NP_001259311.1
OG0002356	XP_031835937.1	NP_001261092.1
OG0002357	XP_031827989.1	NP_001285977.1
OG0002358	XP_031847799.1	NP_648945.1
OG0002359	XP_031828621.1, XP_031828620.1	NP_001285406.1
OG0002360	XP_031833154.1, XP_031833156.1	NP_001285833.1
OG0002361	XP_031826734.1	NP_608335.1, NP_609269.1
OG0002362	XP_031830020.1	NP_996330.1
OG0002363	XP_031831767.1, XP_031831765.1	NP_001286579.1
OG0002364	XP_031844335.1	NP_572709.1
OG0002365	XP_031842317.1	NP_609980.1
OG0002366	XP_031835178.1, XP_031835177.1, XP_031835179.1	NP_573019.1, NP_573018.1
OG0002367	XP_031832357.1	NP_652500.1, NP_001097158.1
OG0002368	XP_031838407.1	NP_001262276.1
OG0002369	XP_031835953.1, XP_031835954.1	NP_647972.1
OG0002370	XP_031846843.1	NP_650501.1
OG0002371	XP_031834522.1	NP_650583.1
OG0002373	XP_031847778.1	NP_001188884.1
OG0002374	XP_031837911.1	NP_995906.1
OG0002375	XP_031840738.1	NP_523887.2
OG0002376	XP_031835036.1	NP_728294.1
OG0002377	XP_031846873.1	NP_611064.2
OG0002378	XP_031836944.1	NP_001261992.1
OG0002379	XP_031833684.1, XP_031833687.1, XP_031833686.1, XP_031833685.1	NP_001262969.1
OG0002380	XP_031835773.1	NP_001285145.1
OG0002381	XP_031840280.1, XP_031840285.1, XP_031840283.1	NP_649859.1
OG0002382	XP_031830353.1	NP_001287132.1
OG0002383	XP_031849141.1	NP_001033847.1, NP_001259598.1
OG0002384	XP_031843780.1	NP_648946.3
OG0002385	XP_031835048.1, XP_031835049.1	NP_648047.2
OG0002387	XP_031839837.1	NP_001285097.1
OG0002388	XP_031840354.1	NP_610573.1
OG0002389	XP_031825992.1	NP_001260309.1
OG0002390	XP_031825948.1	NP_648059.1
OG0002391	XP_031825655.1, XP_031825653.1, XP_031825654.1	NP_608934.1
OG0002392	XP_031847456.1, XP_031847454.1, XP_031847455.1	NP_651763.4
OG0002393	XP_031825441.1, XP_031825442.1, XP_031825443.1	NP_001163553.1, NP_649819.1
OG0002394	XP_031846413.1, XP_031846417.1, XP_031846416.1, XP_031846415.1, XP_031846419.1, XP_031846418.1	NP_788051.1
OG0002395	XP_031832064.1	NP_001247100.1
OG0002397	XP_031839918.1	NP_001246018.1
OG0002398	XP_031839650.1, XP_031839649.1	NP_651872.1
OG0002399	XP_031826365.1, XP_031826363.1, XP_031826364.1	NP_001137537.1
OG0002400	XP_031836490.1	NP_650561.1
OG0002401	XP_031827853.1, XP_031827851.1	NP_001097307.1
OG0002402	XP_031828771.1	NP_477294.2
OG0002403	XP_031849236.1	NP_001287262.1
OG0002404	XP_031844089.1	NP_001260216.1
OG0002406	XP_031844233.1	NP_524768.2
OG0002408	XP_031833322.1	NP_001162682.2
OG0002409	XP_031846681.1, XP_031837450.1, XP_031826064.1	NP_001262033.1
OG0002410	XP_031826342.1	NP_001246751.1
OG0002411	XP_031841176.1	NP_001284821.1
OG0002412	XP_031848745.1	NP_001287599.1
OG0002413	XP_031846385.1	NP_001259732.1
OG0002414	XP_031844664.1, XP_031844663.1	NP_610802.1
OG0002415	XP_031828634.1	NP_001286334.1
OG0002416	XP_031840516.1	NP_729266.2
OG0002417	XP_031825832.1, XP_031825829.1	NP_001033904.1
OG0002418	XP_031834626.1	NP_001260819.1
OG0002419	XP_031829751.1	NP_572888.2
OG0002420	XP_031826776.1	NP_525122.1
OG0002421	XP_031835609.1	NP_523837.2
OG0002422	XP_031847663.1, XP_031847660.1	NP_536796.2
OG0002423	XP_031847779.1, XP_031847807.1	NP_648206.1
OG0002424	XP_031850445.1	NP_001260684.1
OG0002425	XP_031831017.1, XP_031831019.1, XP_031831020.1, XP_031831021.1, XP_031831018.1	NP_610034.2
OG0002426	XP_031843728.1, XP_031843731.1	NP_001285784.1
OG0002427	XP_031829923.1	NP_001097435.2
OG0002428	XP_031837189.1	NP_476726.2
OG0002429	XP_031831412.1	NP_001097670.1
OG0002430	XP_031833093.1	NP_611937.2
OG0002431	XP_031837542.1	NP_001163464.1
OG0002432	XP_031826892.1	NP_651316.1
OG0002433	XP_031850094.1	NP_724288.3
OG0002434	XP_031827476.1	NP_001261733.1
OG0002435	XP_031835472.1	NP_611896.1
OG0002436	XP_031830788.1	NP_001262874.1
OG0002437	XP_031838533.1	NP_001261810.1
