Orthogroup	Nomia_melanderi	Polistes_dominula
OG0001294	XP_031843176.1	XP_015177500.1, XP_015177499.1, XP_015177501.1
OG0001295	XP_031838158.1, XP_031838161.1	XP_015180422.1
OG0001296	XP_031850036.1	XP_015184529.1
OG0001298	XP_031840352.1	XP_015188193.1
OG0001299	XP_031828141.1, XP_031828142.1, XP_031828143.1, XP_031828144.1, XP_031828150.1, XP_031828149.1, XP_031828148.1, XP_031828147.1, XP_031828151.1, XP_031828146.1, XP_031828145.1	XP_015182795.1
OG0001300	XP_031826697.1, XP_031826698.1, XP_031826700.1, XP_031826701.1	XP_015187343.1
OG0001301	XP_031837166.1	XP_015176169.1, XP_015176168.1
OG0001302	XP_031839445.1	XP_015176381.1
OG0001303	XP_031836036.1, XP_031836031.1	XP_015187064.1, XP_015187063.1, XP_015187066.1, XP_015187065.1, XP_015187062.1
OG0001304	XP_031842733.1, XP_031842732.1	XP_015185103.1, XP_015185111.1
OG0001305	XP_031826008.1	XP_015191788.1
OG0001305	XP_031826009.1	XP_015190254.1
OG0001306	XP_031835907.1, XP_031835905.1	XP_015176775.1
OG0001307	XP_031831249.1	XP_015182317.1
OG0001308	XP_031849959.1, XP_031849958.1, XP_031849961.1, XP_031849960.1	XP_015184548.1
OG0001310	XP_031831402.1, XP_031831401.1, XP_031831398.1, XP_031831397.1, XP_031831400.1, XP_031831399.1, XP_031831395.1, XP_031831396.1	XP_015171687.1
OG0001312	XP_031829840.1, XP_031829839.1	XP_015185662.1
OG0001313	XP_031849083.1	XP_015171961.1
OG0001314	XP_031826937.1	XP_015177007.1, XP_015177015.1
OG0001315	XP_031837280.1, XP_031837279.1	XP_015173856.1
OG0001316	XP_031827335.1, XP_031827336.1, XP_031827331.1, XP_031827332.1, XP_031827329.1, XP_031827330.1, XP_031827334.1	XP_015190443.1
OG0001317	XP_031842357.1	XP_015172216.1
OG0001318	XP_031838101.1, XP_031838105.1, XP_031838106.1, XP_031838103.1, XP_031838104.1, XP_031838102.1	XP_015178547.1, XP_015178549.1, XP_015178548.1, XP_015178546.1
OG0001319	XP_031834348.1	XP_015184975.1
OG0001320	XP_031826920.1, XP_031826921.1, XP_031826922.1	XP_015185261.1, XP_015185263.1, XP_015185262.1
OG0001321	XP_031829947.1	XP_015177276.1, XP_015177272.1, XP_015177271.1, XP_015177273.1, XP_015177274.1
OG0001322	XP_031825279.1	XP_015185054.1, XP_015185053.1
OG0001323	XP_031830395.1	XP_015174389.1
OG0001328	XP_031848264.1	XP_015177054.1
OG0001329	XP_031826433.1	XP_015188643.1, XP_015188639.1, XP_015188642.1, XP_015188641.1, XP_015188640.1
OG0001330	XP_031829309.1	XP_015172508.1
OG0001331	XP_031830314.1, XP_031830315.1	XP_015190609.1
OG0001332	XP_031827123.1	XP_015173768.1
OG0001333	XP_031839036.1, XP_031839044.1, XP_031839064.1, XP_031839054.1, XP_031839026.1	XP_015171755.1, XP_015171746.1
OG0001334	XP_031848710.1, XP_031848768.1	XP_015180201.1
OG0001335	XP_031831035.1	XP_015187927.1
OG0001337	XP_031831567.1	XP_015176315.1
OG0001338	XP_031835378.1	XP_015179016.1, XP_015179017.1
OG0001339	XP_031844660.1	XP_015188747.1, XP_015188734.1
OG0001340	XP_031828602.1, XP_031828603.1	XP_015175811.1
OG0001341	XP_031831053.1	XP_015186402.1
OG0001342	XP_031833558.1	XP_015177172.1
OG0001343	XP_031832640.1	XP_015179776.1
OG0001344	XP_031835052.1, XP_031835051.1	XP_015188077.1
OG0001345	XP_031833915.1, XP_031833916.1, XP_031833917.1	XP_015175286.1, XP_015175285.1
OG0001346	XP_031831357.1	XP_015171640.1, XP_015171641.1
OG0001347	XP_031850371.1	XP_015184727.1
OG0001348	XP_031830189.1, XP_031830188.1	XP_015175187.1, XP_015175188.1, XP_015175186.1
OG0001349	XP_031843257.1	XP_015175721.1
OG0001350	XP_031829515.1, XP_031829516.1, XP_031829514.1	XP_015184960.1
OG0001351	XP_031843190.1, XP_031843189.1	XP_015188176.1
OG0001352	XP_031841391.1, XP_031841390.1	XP_015186386.1
OG0001353	XP_031843230.1, XP_031843222.1, XP_031843212.1, XP_031843250.1, XP_031843269.1, XP_031843260.1, XP_031843241.1	XP_015186606.1, XP_015186607.1
OG0001354	XP_031825423.1	XP_015184552.1
OG0001355	XP_031836234.1	XP_015191309.1, XP_015191308.1, XP_015191306.1, XP_015191307.1
OG0001356	XP_031838885.1	XP_015183376.1
OG0001357	XP_031828079.1	XP_015185993.1, XP_015185994.1
OG0001358	XP_031848843.1, XP_031843014.1, XP_031843010.1	XP_015179882.1
OG0001359	XP_031826878.1	XP_015175348.1
OG0001360	XP_031826318.1, XP_031826319.1, XP_031826317.1, XP_031826315.1, XP_031826314.1, XP_031826320.1	XP_015175191.1, XP_015175192.1, XP_015175189.1, XP_015175190.1
OG0001361	XP_031841638.1, XP_031841637.1	XP_015189054.1
OG0001362	XP_031825612.1, XP_031825616.1	XP_015189363.1
OG0001363	XP_031844040.1	XP_015172972.1, XP_015172973.1
OG0001364	XP_031845393.1	XP_015181043.1
OG0001365	XP_031849162.1, XP_031849163.1, XP_031849159.1, XP_031849161.1, XP_031849158.1	XP_015191302.1
OG0001366	XP_031831702.1	XP_015173762.1
OG0001368	XP_031837902.1	XP_015184592.1
OG0001369	XP_031826221.1, XP_031826222.1	XP_015181072.1
OG0001370	XP_031831562.1, XP_031831564.1	XP_015184410.1
OG0001371	XP_031846829.1	XP_015181797.1
OG0001373	XP_031829064.1	XP_015181678.1
OG0001374	XP_031833052.1	XP_015188911.1, XP_015188912.1, XP_015188910.1
OG0001375	XP_031836086.1	XP_015188011.1
OG0001376	XP_031838127.1	XP_015188863.1, XP_015188865.1, XP_015188864.1
OG0001377	XP_031836272.1, XP_031836271.1	XP_015171684.1, XP_015171685.1
OG0001378	XP_031826385.1	XP_015188444.1, XP_015188445.1, XP_015189349.1, XP_015189348.1
OG0001379	XP_031841510.1, XP_031841519.1	XP_015188017.1
OG0001380	XP_031850548.1, XP_031850546.1, XP_031850543.1, XP_031850544.1, XP_031850547.1, XP_031850545.1	XP_015189420.1, XP_015189421.1, XP_015189419.1
OG0001382	XP_031843723.1	XP_015186730.1
OG0001383	XP_031845608.1, XP_031845607.1, XP_031845606.1, XP_031845609.1	XP_015189441.1
OG0001384	XP_031838470.1, XP_031838471.1	XP_015182287.1
OG0001385	XP_031825524.1	XP_015191663.1
OG0001386	XP_031831495.1	XP_015186179.1
OG0001387	XP_031831431.1, XP_031831428.1, XP_031831425.1, XP_031831426.1, XP_031831433.1, XP_031831423.1, XP_031831424.1, XP_031831430.1, XP_031831429.1, XP_031831427.1, XP_031831432.1	XP_015187004.1
OG0001388	XP_031849768.1, XP_031849767.1, XP_031849769.1	XP_015187276.1
OG0001389	XP_031837756.1	XP_015174485.1
OG0001390	XP_031832391.1, XP_031832390.1, XP_031832392.1	XP_015172438.1, XP_015172439.1, XP_015172440.1, XP_015172441.1
OG0001391	XP_031843905.1	XP_015182508.1, XP_015182507.1, XP_015182506.1
OG0001392	XP_031842053.1	XP_015188800.1
OG0001393	XP_031826449.1, XP_031826448.1	XP_015172415.1, XP_015172442.1
OG0001394	XP_031849011.1	XP_015176205.1
OG0001395	XP_031827726.1	XP_015187548.1, XP_015187547.1, XP_015187546.1, XP_015187545.1
OG0001396	XP_031844734.1	XP_015190613.1
OG0001397	XP_031846201.1, XP_031846203.1, XP_031846202.1	XP_015184617.1
OG0001398	XP_031844140.1	XP_015174377.1, XP_015174376.1, XP_015174378.1
OG0001399	XP_031839412.1	XP_015190153.1, XP_015190152.1, XP_015190151.1
OG0001400	XP_031829339.1	XP_015183704.1
OG0001401	XP_031842683.1	XP_015187970.1, XP_015187969.1
OG0001402	XP_031835822.1	XP_015191194.1
OG0001403	XP_031842747.1, XP_031842652.1	XP_015187745.1
OG0001404	XP_031849366.1, XP_031849367.1, XP_031849364.1, XP_031849365.1, XP_031849363.1	XP_015179890.1, XP_015179892.1, XP_015179891.1
OG0001405	XP_031836639.1	XP_015174612.1
OG0001406	XP_031845978.1	XP_015180352.1
OG0001407	XP_031840571.1	XP_015184078.1, XP_015184080.1
OG0001408	XP_031845838.1	XP_015187566.1
OG0001409	XP_031838861.1	XP_015188310.1, XP_015188313.1
OG0001410	XP_031842215.1	XP_015185730.1
OG0001412	XP_031842256.1	XP_015191005.1
OG0001412	XP_031842465.1	XP_015191408.1
OG0001413	XP_031832076.1, XP_031832078.1, XP_031832079.1, XP_031832075.1, XP_031832074.1, XP_031832073.1, XP_031832072.1, XP_031832077.1	XP_015178798.1
OG0001414	XP_031828996.1	XP_015175407.1, XP_015175408.1
OG0001415	XP_031828398.1	XP_015182075.1
OG0001416	XP_031844043.1, XP_031843941.1	XP_015181549.1
OG0001417	XP_031828788.1	XP_015188275.1
OG0001418	XP_031828555.1	XP_015177476.1, XP_015189892.1, XP_015189760.1, XP_015176373.1
OG0001419	XP_031829129.1	XP_015175340.1, XP_015175323.1
OG0001420	XP_031834856.1	XP_015183990.1
OG0001421	XP_031836420.1	XP_015182989.1
OG0001422	XP_031827885.1	XP_015191538.1
OG0001423	XP_031839233.1	XP_015178903.1
OG0001424	XP_031838252.1	XP_015184776.1
OG0001425	XP_031839299.1	XP_015188537.1
OG0001426	XP_031840044.1	XP_015179662.1
OG0001427	XP_031841959.1	XP_015175865.1
OG0001428	XP_031846609.1, XP_031846610.1	XP_015172866.1
OG0001429	XP_031840628.1	XP_015171681.1
OG0001430	XP_031843265.1	XP_015179975.1
OG0001433	XP_031830089.1	XP_015180891.1, XP_015180890.1, XP_015180889.1
OG0001434	XP_031847271.1, XP_031847269.1	XP_015171792.1, XP_015171780.1, XP_015185559.1
OG0001436	XP_031832816.1	XP_015179615.1
OG0001437	XP_031827516.1, XP_031827515.1, XP_031827514.1	XP_015173073.1, XP_015173075.1, XP_015173074.1
OG0001438	XP_031841452.1, XP_031841449.1	XP_015173771.1, XP_015173773.1
OG0001439	XP_031828842.1	XP_015175391.1
OG0001440	XP_031848343.1	XP_015180748.1
OG0001441	XP_031829922.1	XP_015171136.1
OG0001442	XP_031849773.1, XP_031849772.1, XP_031849770.1	XP_015181968.1, XP_015181969.1
OG0001443	XP_031839788.1	XP_015183382.1
OG0001444	XP_031831152.1, XP_031831154.1	XP_015190919.1
OG0001444	XP_031846620.1	XP_015171715.1
OG0001445	XP_031833719.1, XP_031833714.1, XP_031833717.1, XP_031833720.1, XP_031833716.1, XP_031833715.1, XP_031833721.1, XP_031833722.1	XP_015178126.1
OG0001446	XP_031835816.1	XP_015178763.1, XP_015178760.1
OG0001448	XP_031827108.1, XP_031827107.1, XP_031827106.1, XP_031827105.1	XP_015171380.1
OG0001449	XP_031828743.1, XP_031828742.1, XP_031828741.1	XP_015174479.1
OG0001450	XP_031829512.1, XP_031829511.1	XP_015184954.1, XP_015184952.1, XP_015184951.1, XP_015184950.1
OG0001451	XP_031838529.1, XP_031838528.1	XP_015191159.1
OG0001453	XP_031826053.1	XP_015178218.1
OG0001455	XP_031846547.1	XP_015188001.1, XP_015188002.1, XP_015188000.1
OG0001456	XP_031835688.1	XP_015173849.1
OG0001457	XP_031837818.1	XP_015184596.1
OG0001458	XP_031837239.1	XP_015175901.1, XP_015175900.1, XP_015175899.1
OG0001459	XP_031840415.1	XP_015171442.1
OG0001460	XP_031836190.1, XP_031836189.1	XP_015190961.1, XP_015190965.1, XP_015190964.1, XP_015190963.1, XP_015190962.1, XP_015190960.1
OG0001461	XP_031833447.1	XP_015176344.1, XP_015176345.1
OG0001462	XP_031836615.1	XP_015191825.1
OG0001463	XP_031828280.1	XP_015177310.1
OG0001464	XP_031848791.1, XP_031848818.1	XP_015188722.1
OG0001465	XP_031835477.1	XP_015173627.1, XP_015173626.1
OG0001466	XP_031840296.1	XP_015191372.1, XP_015191371.1
OG0001467	XP_031826432.1	XP_015191228.1
OG0001468	XP_031835032.1, XP_031843462.1	XP_015182236.1
OG0001469	XP_031838554.1	XP_015173948.1
OG0001470	XP_031828482.1	XP_015183790.1
OG0001471	XP_031844584.1, XP_031844591.1	XP_015173745.1
OG0001473	XP_031839580.1	XP_015187320.1, XP_015187319.1
OG0001474	XP_031843810.1, XP_031843806.1, XP_031843807.1, XP_031843811.1, XP_031843805.1, XP_031843808.1	XP_015177871.1, XP_015177872.1, XP_015177870.1, XP_015177869.1
OG0001475	XP_031839222.1	XP_015190515.1, XP_015190514.1, XP_015190517.1, XP_015190516.1
OG0001476	XP_031841493.1	XP_015175246.1
OG0001477	XP_031843862.1	XP_015184346.1, XP_015184344.1, XP_015184345.1
OG0001478	XP_031828088.1	XP_015191461.1, XP_015191460.1
OG0001479	XP_031835419.1, XP_031835424.1, XP_031835420.1, XP_031835421.1, XP_031835418.1, XP_031835425.1, XP_031835422.1, XP_031835423.1, XP_031835427.1, XP_031835426.1	XP_015183743.1
OG0001480	XP_031846063.1, XP_031846064.1, XP_031846065.1	XP_015183437.1, XP_015183438.1
OG0001481	XP_031834003.1, XP_031834002.1, XP_031834005.1	XP_015188658.1
OG0001482	XP_031827181.1, XP_031827183.1	XP_015172163.1
OG0001483	XP_031848611.1	XP_015181718.1
OG0001484	XP_031848946.1	XP_015175898.1
OG0001485	XP_031829186.1	XP_015177502.1
OG0001485	XP_031850040.1	XP_015178622.1
OG0001486	XP_031829031.1	XP_015175781.1, XP_015175780.1
OG0001487	XP_031843821.1	XP_015182757.1, XP_015182738.1, XP_015182748.1
OG0001488	XP_031838742.1	XP_015181799.1
OG0001489	XP_031829423.1	XP_015176967.1
OG0001490	XP_031833723.1	XP_015178127.1
OG0001491	XP_031845887.1	XP_015172098.1, XP_015172099.1
OG0001492	XP_031827035.1, XP_031827036.1	XP_015174948.1
OG0001493	XP_031845501.1	XP_015191116.1, XP_015191113.1
OG0001494	XP_031827290.1	XP_015188603.1, XP_015188604.1
OG0001495	XP_031833273.1	XP_015178123.1
OG0001496	XP_031837039.1, XP_031837027.1	XP_015186531.1
OG0001497	XP_031850166.1, XP_031850167.1	XP_015182259.1
OG0001498	XP_031835154.1, XP_031835155.1	XP_015171068.1
OG0001499	XP_031841392.1	XP_015176679.1
OG0001500	XP_031837942.1	XP_015185116.1
OG0001501	XP_031826102.1, XP_031826101.1	XP_015185127.1, XP_015185121.1
OG0001502	XP_031826090.1	XP_015186599.1
OG0001503	XP_031849347.1	XP_015183782.1, XP_015183781.1
OG0001504	XP_031844294.1	XP_015185019.1
OG0001505	XP_031825302.1	XP_015174265.1, XP_015174264.1
OG0001506	XP_031827621.1	XP_015182578.1
OG0001507	XP_031847411.1	XP_015177328.1
OG0001507	XP_031847410.1	XP_015177327.1
OG0001508	XP_031833325.1	XP_015177702.1
OG0001509	XP_031829828.1, XP_031829826.1	XP_015185640.1
OG0001510	XP_031850226.1, XP_031835725.1	XP_015185130.1
OG0001511	XP_031840627.1	XP_015182878.1
OG0001512	XP_031829643.1	XP_015189383.1
OG0001513	XP_031847083.1, XP_031847082.1	XP_015186717.1
OG0001514	XP_031832788.1, XP_031832777.1	XP_015176729.1, XP_015176728.1
OG0001515	XP_031828025.1, XP_031828026.1	XP_015177834.1, XP_015177833.1
OG0001516	XP_031843657.1, XP_031843656.1, XP_031843658.1, XP_031843655.1	XP_015185898.1, XP_015185899.1
OG0001517	XP_031846961.1	XP_015183612.1, XP_015183607.1
OG0001518	XP_031834301.1	XP_015189264.1
OG0001519	XP_031829022.1	XP_015175798.1
OG0001520	XP_031839816.1	XP_015187128.1
OG0001520	XP_031839815.1	XP_015187111.1, XP_015187110.1
OG0001521	XP_031831321.1	XP_015180548.1
OG0001522	XP_031849471.1	XP_015175123.1
OG0001523	XP_031829443.1	XP_015180937.1
OG0001524	XP_031836831.1, XP_031836830.1, XP_031836829.1, XP_031836828.1	XP_015186809.1
OG0001525	XP_031842872.1	XP_015184938.1
OG0001526	XP_031840071.1, XP_031840070.1	XP_015178598.1, XP_015178596.1
OG0001527	XP_031843505.1	XP_015173864.1, XP_015173865.1, XP_015173863.1
OG0001529	XP_031849561.1	XP_015174994.1
OG0001530	XP_031847195.1, XP_031847196.1	XP_015176147.1
OG0001531	XP_031831278.1	XP_015184383.1, XP_015187852.1
OG0001532	XP_031831909.1, XP_031831912.1	XP_015183811.1
OG0001533	XP_031837631.1	XP_015189494.1
OG0001534	XP_031841566.1, XP_031841565.1	XP_015189643.1
OG0001535	XP_031846345.1	XP_015186975.1
OG0001536	XP_031828307.1, XP_031828294.1	XP_015186566.1
OG0001537	XP_031827557.1	XP_015188456.1
OG0001538	XP_031828630.1	XP_015186818.1, XP_015189908.1
OG0001539	XP_031847605.1	XP_015189287.1
OG0001540	XP_031847112.1	XP_015191170.1
OG0001541	XP_031825960.1	XP_015178821.1, XP_015178820.1
OG0001542	XP_031842282.1, XP_031842281.1	XP_015172897.1, XP_015172896.1, XP_015172895.1, XP_015172894.1
OG0001543	XP_031846982.1, XP_031846983.1, XP_031846984.1, XP_031846981.1	XP_015176705.1, XP_015176695.1
OG0001545	XP_031836862.1	XP_015190983.1
OG0001546	XP_031833599.1, XP_031833598.1, XP_031833597.1, XP_031833596.1, XP_031833595.1	XP_015185052.1
OG0001547	XP_031827553.1	XP_015181840.1
OG0001548	XP_031836897.1	XP_015185434.1
OG0001549	XP_031828566.1	XP_015188164.1
OG0001550	XP_031841469.1	XP_015177632.1, XP_015177631.1
OG0001551	XP_031828278.1, XP_031828279.1	XP_015171737.1
OG0001552	XP_031847706.1, XP_031847704.1	XP_015187635.1
OG0001553	XP_031834372.1, XP_031834382.1, XP_031834391.1, XP_031834409.1, XP_031834416.1, XP_031834400.1	XP_015182983.1, XP_015182982.1
OG0001554	XP_031848676.1, XP_031841360.1	XP_015177936.1
OG0001555	XP_031831728.1	XP_015171140.1
OG0001556	XP_031844436.1, XP_031844428.1, XP_031844434.1, XP_031844435.1, XP_031844432.1, XP_031844433.1, XP_031844430.1, XP_031844431.1, XP_031844429.1, XP_031844437.1	XP_015186765.1
OG0001557	XP_031829095.1, XP_031829123.1	XP_015175627.1
OG0001558	XP_031846366.1, XP_031846367.1, XP_031846365.1	XP_015191297.1
OG0001559	XP_031846388.1	XP_015183022.1
OG0001560	XP_031838087.1	XP_015190671.1
OG0001561	XP_031842899.1	XP_015191824.1
OG0001562	XP_031827967.1	XP_015182895.1
OG0001563	XP_031825794.1	XP_015181815.1, XP_015181822.1
OG0001565	XP_031830523.1	XP_015174966.1
OG0001567	XP_031846190.1	XP_015184022.1, XP_015184019.1, XP_015184017.1
OG0001568	XP_031833732.1, XP_031833729.1, XP_031833730.1, XP_031833733.1	XP_015171293.1
OG0001569	XP_031832840.1	XP_015179612.1, XP_015179613.1, XP_015179614.1
OG0001570	XP_031847232.1	XP_015189116.1
OG0001571	XP_031836088.1	XP_015186942.1, XP_015186945.1, XP_015186944.1
OG0001572	XP_031838225.1	XP_015178634.1, XP_015178635.1, XP_015178633.1
OG0001573	XP_031839197.1	XP_015176456.1
OG0001574	XP_031832399.1	XP_015188741.1, XP_015188739.1
OG0001575	XP_031845824.1	XP_015187477.1, XP_015187476.1
OG0001576	XP_031850534.1	XP_015189138.1
OG0001577	XP_031838344.1, XP_031838343.1	XP_015181769.1, XP_015181767.1, XP_015181768.1, XP_015181770.1
OG0001578	XP_031842276.1	XP_015172760.1, XP_015172758.1, XP_015172759.1, XP_015172755.1, XP_015172756.1, XP_015172754.1
OG0001579	XP_031843797.1, XP_031843800.1	XP_015182527.1, XP_015182525.1
OG0001580	XP_031830012.1, XP_031830010.1, XP_031830004.1	XP_015187407.1
OG0001581	XP_031831029.1	XP_015187930.1
OG0001582	XP_031844673.1, XP_031844674.1	XP_015183090.1
OG0001583	XP_031842700.1, XP_031842704.1, XP_031842703.1, XP_031842701.1	XP_015180361.1
OG0001584	XP_031847584.1, XP_031847583.1	XP_015176021.1
OG0001585	XP_031839011.1	XP_015191709.1
OG0001585	XP_031839014.1	XP_015191710.1
OG0001586	XP_031839575.1, XP_031839576.1, XP_031839577.1, XP_031839574.1	XP_015185311.1
OG0001587	XP_031826521.1	XP_015190749.1
OG0001588	XP_031829015.1, XP_031829012.1, XP_031829014.1	XP_015179867.1, XP_015179870.1
OG0001590	XP_031848865.1	XP_015172057.1
OG0001591	XP_031850159.1	XP_015174470.1, XP_015174467.1, XP_015174468.1
OG0001592	XP_031842084.1	XP_015187036.1, XP_015187038.1, XP_015187037.1, XP_015187039.1
OG0001593	XP_031842739.1, XP_031842737.1, XP_031842736.1	XP_015181273.1
OG0001594	XP_031848405.1, XP_031848413.1	XP_015188973.1, XP_015188971.1, XP_015188972.1, XP_015188970.1
OG0001595	XP_031828163.1, XP_031828162.1, XP_031828161.1, XP_031828164.1	XP_015189340.1
OG0001596	XP_031843681.1, XP_031843682.1	XP_015191635.1
OG0001597	XP_031834741.1	XP_015178329.1
OG0001597	XP_031834903.1	XP_015178307.1
OG0001598	XP_031845188.1	XP_015190339.1
OG0001600	XP_031841942.1	XP_015172667.1
OG0001601	XP_031839452.1	XP_015171493.1
OG0001602	XP_031833421.1	XP_015183839.1
OG0001602	XP_031833423.1	XP_015183800.1
OG0001603	XP_031840356.1, XP_031840357.1	XP_015176177.1
OG0001604	XP_031841293.1	XP_015188043.1, XP_015188050.1
OG0001606	XP_031848730.1, XP_031827256.1	XP_015172640.1
OG0001607	XP_031829359.1, XP_031829361.1, XP_031829364.1, XP_031829358.1, XP_031829362.1, XP_031829363.1	XP_015184717.1, XP_015184716.1
OG0001608	XP_031849876.1, XP_031849877.1	XP_015187299.1, XP_015187300.1, XP_015187301.1
OG0001609	XP_031837457.1, XP_031837454.1, XP_031837456.1, XP_031837455.1, XP_031837458.1	XP_015188544.1, XP_015188515.1, XP_015188525.1, XP_015188505.1, XP_015188535.1
OG0001610	XP_031841683.1	XP_015183214.1
OG0001611	XP_031838012.1, XP_031838015.1, XP_031838016.1, XP_031838013.1	XP_015189463.1
OG0001612	XP_031839394.1, XP_031839392.1	XP_015190931.1, XP_015190929.1, XP_015190928.1
OG0001614	XP_031828648.1	XP_015176267.1, XP_015176276.1
OG0001615	XP_031834291.1	XP_015182550.1
OG0001616	XP_031835330.1	XP_015178045.1, XP_015178047.1
OG0001617	XP_031836379.1	XP_015190684.1
OG0001619	XP_031844979.1	XP_015190429.1
OG0001620	XP_031830106.1	XP_015188860.1
OG0001621	XP_031834010.1	XP_015190659.1
OG0001622	XP_031837740.1, XP_031837744.1, XP_031837746.1, XP_031837745.1, XP_031837748.1, XP_031837747.1, XP_031837750.1, XP_031837749.1, XP_031837751.1, XP_031837742.1, XP_031837741.1	XP_015186727.1, XP_015186728.1
OG0001623	XP_031834432.1, XP_031834433.1	XP_015190034.1, XP_015190040.1
OG0001624	XP_031826338.1	XP_015176544.1
OG0001625	XP_031830045.1, XP_031830043.1	XP_015177101.1
OG0001626	XP_031843775.1	XP_015176231.1
OG0001627	XP_031841048.1, XP_031841046.1, XP_031841049.1	XP_015172961.1, XP_015172959.1, XP_015172958.1, XP_015172962.1
OG0001628	XP_031845338.1	XP_015171937.1
OG0001629	XP_031842132.1	XP_015172088.1
OG0001630	XP_031841245.1	XP_015178835.1
OG0001631	XP_031835641.1	XP_015177368.1, XP_015177373.1
OG0001632	XP_031832990.1	XP_015189426.1, XP_015189425.1
OG0001633	XP_031832359.1	XP_015182014.1
OG0001634	XP_031826904.1, XP_031826905.1, XP_031826906.1, XP_031826907.1, XP_031826908.1	XP_015180733.1
OG0001635	XP_031826900.1, XP_031826903.1, XP_031826901.1	XP_015179819.1, XP_015179811.1, XP_015179829.1, XP_015179838.1
OG0001636	XP_031834825.1	XP_015178335.1
OG0001637	XP_031830621.1	XP_015189563.1, XP_015188558.1, XP_015188556.1
OG0001638	XP_031846856.1, XP_031846946.1	XP_015179077.1
OG0001639	XP_031845921.1	XP_015175995.1
OG0001640	XP_031838771.1	XP_015180722.1, XP_015184760.1, XP_015184759.1, XP_015184761.1
