Orthogroup	Nomia_melanderi	Acyrthosiphon_pisum
OG0001525	XP_031842872.1	XP_003241160.1
OG0001526	XP_031848620.1, XP_031840071.1, XP_031840070.1	XP_003241167.1, XP_029345134.1, XP_008190230.1
OG0001527	XP_031843505.1	XP_003241208.1
OG0001529	XP_031849561.1	XP_003242875.1
OG0001530	XP_031847195.1, XP_031847196.1	XP_003243307.1
OG0001531	XP_031831278.1	XP_003243327.1
OG0001532	XP_031831909.1, XP_031831912.1	XP_003243596.1
OG0001533	XP_031837631.1	XP_008189436.2, XP_008185693.1, XP_008185692.1, XP_003246282.1, XP_008185694.1, XP_003244766.1
OG0001534	XP_031841566.1, XP_031841565.1	XP_003244802.1
OG0001535	XP_031846345.1	XP_029343322.1, XP_029343330.1, XP_029343343.1, XP_029343335.1, XP_003244942.1, XP_003244940.1, XP_008183679.1, XP_008183680.1
OG0001536	XP_031828307.1, XP_031828294.1	XP_003245170.1
OG0001537	XP_031827557.1	XP_003245502.1, XP_008181113.1, XP_016661056.2
OG0001538	XP_031828630.1	XP_003245941.1
OG0001539	XP_031847605.1	XP_029343073.1, XP_016656485.1, XP_016656486.1, XP_003246880.1, XP_008186547.1, XP_029344116.1, XP_016662798.1
OG0001540	XP_031847112.1	XP_003247868.1
OG0001541	XP_031825960.1	XP_003248759.2, XP_008188096.1
OG0001542	XP_031842282.1, XP_031842281.1	XP_029345676.1, XP_029345670.1, XP_003248868.3
OG0001543	XP_031846982.1, XP_031846983.1, XP_031846984.1, XP_031846981.1	XP_008178488.1
OG0001545	XP_031836862.1	XP_008180179.1
OG0001546	XP_031833599.1, XP_031833598.1, XP_031833597.1, XP_031833596.1, XP_031833595.1	XP_008180322.1
OG0001547	XP_031827553.1	XP_008181007.1
OG0001548	XP_031836897.1	XP_008181324.1
OG0001549	XP_031828566.1	XP_008181350.1, XP_008181345.1
OG0001550	XP_031841469.1	XP_008181349.1, XP_016660125.1
OG0001551	XP_031828278.1, XP_031828279.1	XP_029344459.1, XP_008182508.1
OG0001552	XP_031847706.1, XP_031847704.1	XP_029341108.1, XP_008182735.1
OG0001553	XP_031834372.1, XP_031834382.1, XP_031834391.1, XP_031834409.1, XP_031834416.1, XP_031834400.1	XP_008183385.1
OG0001554	XP_031841338.1, XP_031848676.1, XP_031841360.1	XP_008183450.2
OG0001555	XP_031831728.1	XP_029341218.1, XP_008184180.1, XP_029341220.1
OG0001556	XP_031844436.1, XP_031844428.1, XP_031844434.1, XP_031844435.1, XP_031844432.1, XP_031844433.1, XP_031844430.1, XP_031844431.1, XP_031844429.1, XP_031844437.1	XP_008184251.1
OG0001557	XP_031829095.1, XP_031829123.1	XP_016661057.2
OG0001558	XP_031846366.1, XP_031846367.1, XP_031846365.1	XP_008184940.1
OG0001559	XP_031846388.1	XP_008185039.1
OG0001560	XP_031838087.1	XP_008186404.1, XP_016662679.1
OG0001561	XP_031842899.1	XP_029341351.1, XP_008186937.1, XP_029341646.1
OG0001562	XP_031827967.1	XP_016663542.1, XP_008187530.2, XP_016660440.1
OG0001563	XP_031825794.1	XP_008187964.3
OG0001565	XP_031830523.1	XP_008189936.1
OG0001567	XP_031846190.1	XP_016658137.2
OG0001568	XP_031833732.1, XP_031833729.1, XP_031833730.1, XP_031833733.1	XP_016658644.1
OG0001569	XP_031832840.1	XP_016659072.1
OG0001570	XP_031847232.1	XP_016659399.1
OG0001571	XP_031836088.1	XP_016660614.1, XP_029346556.1, XP_016660615.1, XP_016660613.1
OG0001572	XP_031838225.1	XP_016661226.1, XP_029342072.1
OG0001573	XP_031839197.1	XP_016661281.1
OG0001574	XP_031832399.1	XP_016661800.1, XP_029343877.1, XP_029343880.1, XP_029343879.1, XP_029343878.1, XP_016661798.1, XP_029343876.1
OG0001575	XP_031845824.1	XP_016665048.1
OG0001576	XP_031850534.1	XP_029341788.1, XP_029341787.1, XP_029341790.1, XP_029341789.1
OG0001577	XP_031838344.1, XP_031838343.1	XP_029341940.1
OG0001578	XP_031842276.1	XP_029342030.1
OG0001579	XP_031843797.1, XP_031843800.1	XP_029343105.1, XP_029343104.1
OG0001580	XP_031830012.1, XP_031830010.1, XP_031830004.1	XP_029343957.1
OG0001581	XP_031831029.1	XP_029347791.1, XP_029344497.1
OG0001582	XP_031844673.1, XP_031844674.1	XP_029345144.1
OG0001583	XP_031842700.1, XP_031842704.1, XP_031842703.1, XP_031842701.1	XP_029345306.1
OG0001584	XP_031847584.1, XP_031847583.1	XP_029346124.1
OG0001585	XP_031839011.1, XP_031839014.1	XP_029346669.1, XP_029348133.1
OG0001586	XP_031839575.1, XP_031839576.1, XP_031839577.1, XP_031839574.1	XP_029346801.1
OG0001587	XP_031826521.1	XP_029347036.1
OG0001588	XP_031829015.1, XP_031829012.1, XP_031829014.1	XP_029347321.1, XP_029348055.1
OG0001589	XP_031833628.1	XP_029348255.1
OG0001614	XP_031828648.1	NP_001119609.1
OG0001615	XP_031834291.1	NP_001165434.1, NP_001119664.1
OG0001616	XP_031835330.1	XP_001949992.2, XP_001947239.1, NP_001129661.1, NP_001119692.1
OG0001617	XP_031836379.1	XP_016664309.1, XP_001949968.4, XP_001952346.3, XP_029347218.1, XP_029347450.1, XP_003240157.1, NP_001155377.1, XP_008178676.1
OG0001619	XP_031844979.1	XP_008189793.1, XP_008180212.1, NP_001155629.1
OG0001620	XP_031830106.1	NP_001155671.1
OG0001621	XP_031834010.1	XP_029344967.1, NP_001155770.1, XP_008187262.1
OG0001622	XP_031837740.1, XP_031837744.1, XP_031837746.1, XP_031837745.1, XP_031837748.1, XP_031837747.1, XP_031837750.1, XP_031837749.1, XP_031837751.1, XP_031837742.1, XP_031837741.1	XP_008180830.1, NP_001155791.1
OG0001623	XP_031834432.1, XP_031834433.1	NP_001155857.1
OG0001624	XP_031826338.1	NP_001155934.1, NP_001155932.1, NP_001155933.1, XP_008184379.1, NP_001155935.1
OG0001625	XP_031830045.1, XP_031830043.1	NP_001156134.1
OG0001626	XP_031843775.1	NP_001156141.1
OG0001627	XP_031841048.1, XP_031841046.1, XP_031841049.1	NP_001156148.1, XP_008185366.1
OG0001628	XP_031845338.1	XP_029341957.1, NP_001156245.1, XP_029344470.1, XP_029344469.1, XP_029344468.1, XP_008186771.2, NP_001233098.1, XP_016656492.1, XP_001948530.2, XP_001947430.2
OG0001629	XP_031842132.1	NP_001156316.1, XP_008178127.1, XP_008189895.1, NP_001165437.1
OG0001630	XP_031841245.1, XP_031841258.1	NP_001156347.1, XP_016659252.1
OG0001631	XP_031835641.1	NP_001156438.1, XP_001948292.4, XP_016660627.1
OG0001632	XP_031832990.1	XP_008183084.1, NP_001156712.1
OG0001633	XP_031832359.1	NP_001232954.1
OG0001634	XP_031826904.1, XP_031826905.1, XP_031826906.1, XP_031826907.1, XP_031826908.1	NP_001233050.1
OG0001635	XP_031826900.1, XP_031826903.1, XP_031826901.1	NP_001280462.1
OG0001636	XP_031834825.1	NP_001313576.1
OG0001637	XP_031830621.1	NP_001313606.1
OG0001638	XP_031839939.1, XP_031846856.1, XP_031846946.1	XP_001942629.2
OG0001639	XP_031845921.1	XP_001942635.2
OG0001640	XP_031838771.1	XP_001944671.1, XP_001942710.1, XP_008187704.1
OG0001641	XP_031825601.1	XP_001942933.2
OG0001642	XP_031834583.1, XP_031834581.1, XP_031834580.1, XP_031834582.1	XP_001943211.1, XP_001943270.1, XP_008181942.1
OG0001643	XP_031836700.1, XP_031836708.1, XP_031836736.1, XP_031836717.1, XP_031836726.1	XP_029343701.1, XP_029343702.1, XP_001944079.1, XP_008187007.1, XP_001943383.1, XP_016656484.1, XP_016665011.1
OG0001644	XP_031829905.1	XP_001945235.1, XP_029343508.1, XP_008186588.1, XP_008180278.2, XP_001943832.1
OG0001645	XP_031830812.1	XP_001944045.2
OG0001646	XP_031842370.1, XP_031842369.1, XP_031842371.1, XP_031842372.1, XP_031842373.1	XP_001944173.2
OG0001647	XP_031833002.1, XP_031833003.1	XP_029343557.1, XP_001944181.1, XP_003248804.3, XP_029341067.1
OG0001648	XP_031839384.1	XP_001944186.1
OG0001649	XP_031838162.1	XP_001944730.2
OG0001650	XP_031838027.1, XP_031838028.1, XP_031838026.1	XP_001945180.1
OG0001651	XP_031835645.1	XP_001945607.2
OG0001652	XP_031845777.1, XP_031845776.1	XP_001945713.2
OG0001653	XP_031835011.1	XP_001945941.2
OG0001654	XP_031841346.1, XP_031841345.1, XP_031841347.1	XP_001946378.2
OG0001655	XP_031840400.1, XP_031840403.1, XP_031840402.1, XP_031840399.1, XP_031840395.1, XP_031840401.1, XP_031840397.1, XP_031840396.1, XP_031840398.1	XP_001946635.1
OG0001656	XP_031843460.1, XP_031843461.1	XP_001946836.2
OG0001657	XP_031828070.1	XP_029341082.1, XP_001946895.2
OG0001658	XP_031845086.1	XP_016663561.1, XP_001948609.1, XP_001947103.1
OG0001659	XP_031842781.1	XP_001947555.1, XP_016661886.1
OG0001660	XP_031838745.1	XP_016659421.1, XP_001947974.1, XP_029342385.1, XP_008182235.1, XP_008182228.1
OG0001661	XP_031830722.1	XP_001948336.2, XP_008187588.1
OG0001662	XP_031842975.1, XP_031842972.1	XP_001948434.2
OG0001663	XP_031830949.1	XP_001948502.1
OG0001664	XP_031846630.1, XP_031846633.1	XP_001948999.2
OG0001665	XP_031835404.1	XP_001949124.1
OG0001666	XP_031827309.1, XP_031827310.1	XP_001949417.2
OG0001667	XP_031825276.1, XP_031825275.1, XP_031825278.1, XP_031825277.1	XP_016660819.2, XP_001949587.4, XP_016660818.2, XP_008182459.1, XP_008187915.2
OG0001668	XP_031838281.1	XP_001949692.1
OG0001669	XP_031846532.1	XP_001950332.1, XP_008179737.1
OG0001670	XP_031839004.1	XP_001950746.1
OG0001671	XP_031825890.1	XP_001950779.1, XP_016659456.1, XP_008182266.1, XP_008182272.1, XP_029346598.1, XP_016658189.1, XP_029344288.1, XP_008189734.1
OG0001672	XP_031842152.1	XP_016664060.1, XP_001950792.1
OG0001673	XP_031839115.1	XP_001951789.2, XP_001951110.1
OG0001674	XP_031839364.1	XP_001951117.2
OG0001675	XP_031829591.1	XP_001951163.2, XP_008187982.1
OG0001676	XP_031840461.1	XP_001951600.1
OG0001677	XP_031840261.1	XP_001951757.1
OG0001678	XP_031840452.1	XP_001952151.3, XP_016656299.1
OG0001679	XP_031849451.1	XP_001952174.1
OG0001680	XP_031841525.1	XP_001952275.1
OG0001681	XP_031827727.1	XP_001952488.1, XP_003244801.1, XP_008183491.1, XP_008183492.1
OG0001682	XP_031849461.1, XP_031849467.1	XP_003241201.1
OG0001683	XP_031832193.1, XP_031832196.1, XP_031832195.1, XP_031832194.1	XP_003242711.1
OG0001684	XP_031847317.1	XP_003244008.1
OG0001685	XP_031848351.1, XP_031848353.1, XP_031848349.1, XP_031848350.1, XP_031848352.1	XP_029345345.1, XP_003244045.1
OG0001686	XP_031842039.1	XP_003244114.1
OG0001687	XP_031840036.1	XP_003244150.1, XP_029343745.1, XP_003248022.1
OG0001688	XP_031832826.1	XP_003244236.1
OG0001689	XP_031827835.1	XP_003246307.1, XP_016662081.1, XP_008185722.1, XP_029341680.1
OG0001690	XP_031845963.1, XP_031845962.1	XP_003247236.1, XP_008181864.2
OG0001691	XP_031849612.1, XP_031849631.1, XP_031849602.1, XP_031849622.1	XP_003247465.1
OG0001692	XP_031827234.1, XP_031827238.1, XP_031827237.1, XP_031827239.1, XP_031827236.1	XP_003247659.1
OG0001693	XP_031832264.1	XP_003247797.1
OG0001694	XP_031840957.1, XP_031840960.1, XP_031840959.1	XP_003247833.1
OG0001695	XP_031842741.1	XP_003247962.1, XP_008184535.1, XP_029342167.1
OG0001696	XP_031837569.1, XP_031837580.1	XP_029346128.1, XP_003248837.3
OG0001697	XP_031842789.1, XP_031842788.1, XP_031842790.1	XP_008178829.1
OG0001699	XP_031832070.1, XP_031832069.1	XP_029345236.1, XP_008179743.1
OG0001700	XP_031829500.1	XP_008180611.1
OG0001701	XP_031843576.1	XP_008181703.1
OG0001702	XP_031831737.1	XP_008182063.3
OG0001703	XP_031838862.1	XP_008183132.2
OG0001704	XP_031841304.1	XP_008183183.1
OG0001706	XP_031829174.1	XP_029342018.1, XP_008183985.1, XP_029342017.1, XP_016660636.1
OG0001707	XP_031844027.1, XP_031844028.1, XP_031844029.1, XP_031844030.1	XP_008184047.1
OG0001708	XP_031832209.1	XP_008184069.1
OG0001709	XP_031844192.1, XP_031844195.1	XP_008184777.1
OG0001710	XP_031839878.1, XP_031834269.1	XP_008185276.2
OG0001711	XP_031829368.1	XP_008185641.1, XP_016661368.1
OG0001712	XP_031844403.1	XP_008185711.1
OG0001713	XP_031847260.1	XP_008185732.1, XP_008185731.1, XP_008185730.1, XP_008185729.1
OG0001714	XP_031847682.1	XP_008185781.1
OG0001715	XP_031834273.1, XP_031834271.1, XP_031834272.1, XP_031834275.1, XP_031834276.1, XP_031834274.1	XP_008186070.1
OG0001716	XP_031848502.1	XP_008186221.1
OG0001717	XP_031842230.1	XP_008186368.1
OG0001718	XP_031828053.1	XP_008186471.1
OG0001719	XP_031832466.1, XP_031832465.1	XP_029346950.1, XP_008187666.1
OG0001720	XP_031841824.1, XP_031841825.1	XP_008187727.1
OG0001721	XP_031834473.1	XP_008188269.1, XP_008188938.1
OG0001722	XP_031825414.1	XP_008189818.1
OG0001723	XP_031825742.1	XP_016656015.1
OG0001724	XP_031833908.1, XP_031833907.1, XP_031833909.1	XP_016657416.1
OG0001725	XP_031827004.1, XP_031826998.1, XP_031827001.1, XP_031827000.1, XP_031827003.1, XP_031827002.1, XP_031827005.1	XP_016657929.1
OG0001726	XP_031837698.1	XP_016658867.1
OG0001727	XP_031830994.1	XP_016659837.1
OG0001728	XP_031841599.1	XP_016659994.1
OG0001729	XP_031843847.1	XP_016660123.1
OG0001730	XP_031845461.1	XP_016662596.1
OG0001731	XP_031840225.1, XP_031840224.1	XP_016662755.1, XP_029347626.1
OG0001732	XP_031825632.1	XP_016663406.1
OG0001733	XP_031828990.1	XP_016663444.1, XP_029348714.1
OG0001734	XP_031843970.1, XP_031843964.1	XP_029341592.1
OG0001735	XP_031839632.1	XP_029341951.1
OG0001737	XP_031840375.1	XP_029342873.1
OG0001738	XP_031832271.1	XP_029342948.1
OG0001739	XP_031830403.1, XP_031830404.1, XP_031830405.1	XP_029343150.1
OG0001740	XP_031847749.1	XP_029343949.1
OG0001741	XP_031832270.1	XP_029344099.1
OG0001742	XP_031838273.1	XP_029344583.1
OG0001743	XP_031835988.1, XP_031835987.1, XP_031835989.1	XP_029344991.1
OG0001744	XP_031844786.1, XP_031844787.1	XP_029345593.1
OG0001745	XP_031845646.1, XP_031845736.1	XP_029345636.1
OG0001746	XP_031847008.1	XP_029345814.1
OG0001747	XP_031834812.1, XP_031834813.1, XP_031834815.1	XP_029346653.1
OG0001748	XP_031839883.1	XP_029347349.1
OG0001749	XP_031832543.1, XP_031832552.1	XP_029347633.1, XP_029347629.1
OG0001774	XP_031846267.1	XP_008188214.1, NP_001155610.1, NP_001119694.1
OG0001775	XP_031827233.1, XP_031827232.1	XP_008188848.1, NP_001129410.1, NP_001156569.1
OG0001776	XP_031843430.1	XP_001951172.2, NP_001129411.1
OG0001777	XP_031835952.1	NP_001129414.1
OG0001778	XP_031831287.1, XP_031831286.1	NP_001129594.1
OG0001779	XP_031825865.1	XP_001945775.2, NP_001155452.1, NP_001155825.1
OG0001780	XP_031832634.1	XP_016659892.1, NP_001155461.1
OG0001781	XP_031838612.1	NP_001155485.1, NP_001156710.1, NP_001156709.1, NP_001156708.1
OG0001782	XP_031826370.1	NP_001155515.1
OG0001783	XP_031840584.1, XP_031840586.1, XP_031840585.1	NP_001155530.1, XP_016660437.1
OG0001784	XP_031846360.1, XP_031846361.1, XP_031846362.1	NP_001155547.1
OG0001785	XP_031846146.1, XP_031846147.1	XP_029341505.1, NP_001155654.1, XP_008182090.1
OG0001786	XP_031842036.1, XP_031842034.1	XP_008178954.1, NP_001155672.1
OG0001787	XP_031825926.1	NP_001155724.1
OG0001788	XP_031839266.1, XP_031839267.1	XP_016663392.1, NP_001155801.1, XP_003241568.1
OG0001789	XP_031843335.1, XP_031843336.1	NP_001156108.1, XP_016656321.1
OG0001790	XP_031847472.1	XP_008185976.1, NP_001156182.1
OG0001791	XP_031839669.1	NP_001156204.1, XP_008184616.1
OG0001792	XP_031827617.1, XP_031827615.1, XP_031827616.1, XP_031827614.1	NP_001156247.1, XP_008187622.1
OG0001793	XP_031848318.1, XP_031848292.1, XP_031848300.1, XP_031848309.1	NP_001156305.1
OG0001794	XP_031846341.1, XP_031846344.1	NP_001156307.1
OG0001795	XP_031833431.1	NP_001156453.1
OG0001796	XP_031826710.1	NP_001156565.1, XP_016655961.1
OG0001797	XP_031831441.1	XP_029347227.1, XP_029342124.1, NP_001156579.1
OG0001799	XP_031845574.1, XP_031845573.1, XP_031845575.1	NP_001156668.1, XP_008179071.1
OG0001800	XP_031837609.1	NP_001156706.1
OG0001801	XP_031847175.1	XP_001944696.1, NP_001157399.1, XP_001945331.2, XP_001951652.2
OG0001803	XP_031845154.1	NP_001191873.1, NP_001191872.1, NP_001191871.1, XP_008183099.1, XP_029341515.1
OG0001804	XP_031833405.1, XP_031833404.1	NP_001232953.1, XP_016657413.1
OG0001805	XP_031829576.1	NP_001232979.1
OG0001806	XP_031844730.1, XP_031844737.1	NP_001233043.1
OG0001807	XP_031846848.1	XP_001942509.2
OG0001808	XP_031839822.1	XP_008187931.1, XP_001952480.2
OG0001809	XP_031828089.1, XP_031828090.1	XP_001942715.1
OG0001810	XP_031841874.1	XP_001942856.1, XP_008179964.1
OG0001811	XP_031849509.1	XP_001943135.2, XP_016659076.1, XP_003241140.2, XP_016655900.1
OG0001812	XP_031841038.1	XP_001943187.1, XP_001948026.1
OG0001813	XP_031846496.1, XP_031846487.1	XP_016663414.1, XP_001943319.2, XP_008187381.1
OG0001814	XP_031828671.1	XP_001943377.1
OG0001815	XP_031830940.1	XP_029348024.1, XP_001943392.1, XP_029341214.1, XP_001947071.2
OG0001816	XP_031835110.1	XP_008187096.1, XP_001943493.2, XP_016656595.1
OG0001817	XP_031841477.1, XP_031841479.1, XP_031841478.1, XP_031841476.1	XP_029346498.1, XP_008179583.1, XP_001943498.1
OG0001818	XP_031848179.1	XP_001943774.1, XP_008180057.1
OG0001819	XP_031829378.1	XP_001943872.1, XP_008187524.1, XP_008179059.1, XP_001946078.2, XP_029344720.1, XP_003247569.1, XP_003248903.2, XP_029348132.1
OG0001820	XP_031843675.1	XP_001943903.1
OG0001821	XP_031837582.1	XP_003248297.1, XP_001943957.2
OG0001822	XP_031832110.1	XP_001944669.2
OG0001823	XP_031843246.1	XP_001944675.1, XP_008189752.1, XP_029347493.1, XP_029348629.1
OG0001824	XP_031834808.1, XP_031834805.1	XP_001944700.1
OG0001825	XP_031839932.1, XP_031839933.1	XP_001944739.1
OG0001826	XP_031828237.1	XP_001944820.1
OG0001827	XP_031843330.1	XP_001944905.2
OG0001828	XP_031846759.1	XP_003246708.1, XP_008186331.1, XP_001945001.1, XP_016660475.1
OG0001829	XP_031844626.1	XP_001945038.1
OG0001830	XP_031833585.1, XP_031833587.1, XP_031833588.1, XP_031833589.1, XP_031833582.1, XP_031833584.1, XP_031833586.1	XP_001945197.2
OG0001831	XP_031833024.1	XP_001945437.1
OG0001832	XP_031847523.1	XP_001945557.2
OG0001833	XP_031848951.1	XP_001945830.2
OG0001834	XP_031849798.1, XP_031849797.1	XP_001946240.1
OG0001835	XP_031844534.1	XP_001946328.2, XP_016661442.1, XP_016661441.1
OG0001836	XP_031832946.1	XP_001946879.2
OG0001837	XP_031835392.1	XP_001946894.1
OG0001838	XP_031830797.1	XP_001947118.2
OG0001839	XP_031829772.1	XP_003246231.1, XP_001947141.1
OG0001840	XP_031833557.1, XP_031833559.1	XP_001947300.1
OG0001841	XP_031831727.1	XP_001947958.2
OG0001842	XP_031835632.1	XP_001948010.1, XP_003245356.1, XP_016660916.1
OG0001843	XP_031838053.1	XP_029348519.1, XP_008186988.1, XP_001948155.2
OG0001844	XP_031845966.1	XP_003246366.1, XP_029343168.1, XP_001948222.1, XP_008186214.1
OG0001845	XP_031829717.1	XP_001948310.1, XP_003248687.2
OG0001846	XP_031833525.1, XP_031833523.1	XP_001948529.2
OG0001847	XP_031841389.1	XP_001948531.1
OG0001848	XP_031828019.1, XP_031828018.1	XP_016661036.1, XP_001948639.1
OG0001849	XP_031831929.1	XP_001948795.2, XP_003245783.1
OG0001850	XP_031829651.1	XP_001948861.1
OG0001851	XP_031827273.1	XP_001949188.2
OG0001852	XP_031849323.1, XP_031849319.1, XP_031849318.1, XP_031849321.1, XP_031849320.1, XP_031849322.1	XP_001949433.2
OG0001853	XP_031835005.1	XP_016664162.1, XP_016664159.1, XP_016664156.1, XP_001949667.2, XP_029342086.1
OG0001854	XP_031826805.1	XP_029343283.1
OG0001855	XP_031841759.1	XP_008188230.1, XP_001949717.1
OG0001856	XP_031846377.1	XP_001949793.2, XP_008182796.1
OG0001857	XP_031841929.1, XP_031841909.1, XP_031841918.1	XP_001949994.2
OG0001858	XP_031844372.1, XP_031844373.1, XP_031844374.1	XP_001950544.1
OG0001859	XP_031827700.1	XP_016660503.1, XP_001950684.2, XP_029345572.1
OG0001861	XP_031833478.1, XP_031833475.1, XP_031833476.1, XP_031833473.1, XP_031833471.1, XP_031833472.1, XP_031833477.1	XP_001951063.1
OG0001862	XP_031847189.1	XP_001951151.1, XP_008187987.1, XP_008187986.1
OG0001863	XP_031830376.1	XP_001951176.1
OG0001864	XP_031836319.1	XP_001951225.1
OG0001865	XP_031828286.1	XP_001951536.1, XP_001951914.1
OG0001866	XP_031829566.1	XP_029341527.1, XP_016657739.1, XP_001951538.1
OG0001867	XP_031831307.1	XP_001951701.1
OG0001868	XP_031850261.1, XP_031850259.1	XP_001951736.1, XP_008183468.1, XP_008183466.1
OG0001869	XP_031842798.1	XP_001952010.1, XP_016664220.1
OG0001870	XP_031848449.1	XP_001952173.2
OG0001871	XP_031838912.1, XP_031838910.1, XP_031838915.1, XP_031838914.1, XP_031838909.1, XP_031838913.1, XP_031838916.1	XP_001952722.1
OG0001872	XP_031829790.1, XP_031829786.1, XP_031829791.1, XP_031829792.1, XP_031829789.1, XP_031829788.1	XP_001952755.1
OG0001873	XP_031838294.1	XP_001952829.1
OG0001874	XP_031838908.1, XP_031838907.1	XP_008185190.1, XP_001952839.1
OG0001875	XP_031829438.1, XP_031829436.1	XP_029346961.1, XP_001952853.2
OG0001876	XP_031836303.1, XP_031836304.1	XP_001952862.2
OG0001877	XP_031843094.1, XP_031843095.1	XP_003240052.1
OG0001878	XP_031826950.1, XP_031826953.1	XP_029341366.1, XP_016656176.1, XP_003242518.2, XP_003240785.1, XP_003247189.1
OG0001879	XP_031836882.1	XP_003240974.1
OG0001880	XP_031834265.1, XP_031834266.1	XP_003241869.2
OG0001881	XP_031838677.1	XP_003242009.1
OG0001882	XP_031839876.1	XP_003242232.1
OG0001883	XP_031840636.1, XP_031840635.1	XP_003242255.1
OG0001884	XP_031836360.1, XP_031836371.1	XP_016656757.1, XP_003242429.1
OG0001885	XP_031847320.1	XP_003242954.1, XP_008180737.1
OG0001886	XP_031845352.1	XP_003242961.1
OG0001887	XP_031833205.1	XP_008180938.2, XP_029342240.1, XP_003243122.1
OG0001888	XP_031848113.1, XP_031848135.1	XP_003243530.1
OG0001889	XP_031826081.1	XP_029341382.1, XP_003246404.1, XP_003245803.1, XP_029348673.1, XP_003243691.1
OG0001890	XP_031832616.1	XP_003247580.1, XP_003243804.1
OG0001891	XP_031833450.1	XP_003243994.1
OG0001892	XP_031825402.1, XP_031825404.1, XP_031825403.1	XP_003244214.1
OG0001893	XP_031830545.1, XP_031830544.1	XP_003245723.1
OG0001894	XP_031828094.1	XP_003246006.1, XP_029341180.1
