Orthogroup	Nomia_melanderi	Ceratina_calcarata
OG0002160	XP_031847081.1	XP_017879954.1, XP_017880026.1
OG0002161	XP_031833247.1	XP_017882029.1
OG0002162	XP_031825325.1	XP_017883546.1
OG0002163	XP_031841041.1	XP_026672389.1
OG0002164	XP_031832649.1	XP_017888104.1
OG0002165	XP_031828066.1, XP_031828067.1	XP_026672279.1
OG0002166	XP_031836064.1, XP_031836065.1	XP_026667715.1
OG0002167	XP_031836962.1	XP_017892464.1
OG0002168	XP_031839857.1	XP_017884203.1
OG0002169	XP_031841881.1	XP_017877350.1
OG0002170	XP_031835823.1	XP_026675300.1
OG0002171	XP_031847883.1	XP_017891947.1
OG0002172	XP_031843536.1	XP_017879638.1
OG0002173	XP_031841137.1	XP_026672774.1
OG0002174	XP_031838760.1	XP_017889208.1
OG0002175	XP_031847609.1	XP_017890278.1
OG0002177	XP_031841811.1	XP_026668953.1
OG0002178	XP_031830840.1	XP_017876613.1, XP_017876610.1
OG0002179	XP_031829807.1	XP_026674673.1
OG0002180	XP_031847103.1	XP_017889057.1
OG0002181	XP_031835669.1	XP_017878524.1
OG0002182	XP_031839648.1	XP_026671410.1
OG0002183	XP_031831478.1, XP_031831479.1	XP_017883007.2
OG0002184	XP_031833671.1, XP_031833673.1	XP_026670888.1
OG0002185	XP_031848495.1	XP_026666643.1
OG0002186	XP_031840555.1	XP_017881855.2
OG0002187	XP_031837845.1, XP_031837846.1	XP_017877315.1
OG0002188	XP_031840154.1	XP_026671362.1
OG0002189	XP_031841097.1, XP_031841098.1	XP_017877270.1
OG0002190	XP_031830324.1	XP_017886226.1
OG0002191	XP_031847983.1	XP_026666523.1, XP_017893033.1
OG0002192	XP_031831643.1	XP_017883513.1, XP_026671069.1, XP_026671071.1, XP_026671070.1
OG0002193	XP_031848548.1, XP_031848549.1, XP_031848550.1	XP_017884705.1
OG0002194	XP_031826011.1	XP_017874995.1
OG0002195	XP_031833313.1, XP_031833312.1	XP_017880127.1
OG0002196	XP_031832957.1	XP_017888068.1
OG0002197	XP_031825382.1	XP_017879516.1
OG0002199	XP_031838695.1	XP_017887533.1, XP_026669275.1, XP_026669277.1, XP_026669273.1
OG0002200	XP_031832035.1, XP_031832036.1	XP_026674669.1, XP_017886099.1, XP_026674348.1
OG0002201	XP_031848132.1	XP_026671678.1
OG0002201	XP_031848133.1	XP_026671572.1
OG0002202	XP_031831826.1	XP_026670573.1
OG0002203	XP_031847095.1, XP_031847097.1, XP_031847098.1	XP_017889158.1, XP_017889157.1, XP_017889156.1
OG0002204	XP_031833555.1	XP_026667561.1
OG0002205	XP_031837396.1	XP_017885123.2
OG0002206	XP_031826501.1	XP_017885261.1, XP_017885267.1
OG0002208	XP_031844360.1	XP_017876929.2
OG0002209	XP_031841481.1, XP_031841480.1	XP_026669316.1
OG0002211	XP_031849446.1, XP_031849445.1	XP_017878505.1, XP_026668648.1
OG0002213	XP_031838798.1, XP_031838799.1	XP_026666983.1, XP_017875164.1, XP_017875166.1, XP_017875167.1
OG0002214	XP_031838693.1	XP_017893026.1
OG0002215	XP_031825387.1	XP_026669069.1
OG0002217	XP_031844147.1	XP_017887184.1
OG0002219	XP_031838143.1, XP_031838146.1	XP_017882274.1
OG0002220	XP_031825436.1	XP_017883091.1
OG0002221	XP_031838477.1	XP_017879041.1
OG0002222	XP_031830451.1, XP_031830454.1	XP_026672217.1, XP_026672212.1
OG0002223	XP_031837410.1, XP_031837409.1	XP_026667455.1
OG0002224	XP_031848663.1	XP_017892370.1
OG0002225	XP_031846346.1	XP_017891859.1, XP_026675227.1
OG0002226	XP_031844412.1	XP_017881224.1
OG0002227	XP_031842503.1	XP_017889591.1, XP_017889589.1
OG0002228	XP_031841506.1	XP_017880178.1
OG0002229	XP_031835624.1, XP_031835623.1	XP_017890500.1
OG0002230	XP_031846762.1, XP_031846763.1	XP_026671985.1, XP_017885155.1
OG0002231	XP_031832510.1, XP_031832511.1, XP_031832509.1	XP_017890809.1
OG0002236	XP_031832945.1	XP_017884797.1
OG0002237	XP_031833323.1	XP_017880128.1
OG0002238	XP_031847552.1	XP_017878783.1
OG0002239	XP_031844283.1	XP_017884589.1, XP_026669614.1, XP_017880623.1
OG0002240	XP_031828840.1	XP_017893071.1
OG0002241	XP_031847465.1	XP_017886386.1
OG0002242	XP_031845342.1	XP_017879072.1
OG0002243	XP_031826495.1, XP_031826494.1, XP_031826493.1	XP_017885187.1, XP_017885186.1
OG0002244	XP_031838417.1, XP_031838418.1, XP_031838419.1	XP_017885744.1
OG0002245	XP_031849543.1, XP_031849544.1	XP_017880771.1, XP_017880768.1
OG0002246	XP_031826881.1	XP_017877203.1, XP_017877204.1
OG0002248	XP_031844281.1	XP_017887314.1
OG0002249	XP_031846741.1, XP_031846742.1	XP_017892318.1
OG0002250	XP_031825695.1	XP_017893338.1
OG0002251	XP_031826265.1	XP_017885243.1
OG0002252	XP_031826782.1, XP_031826780.1, XP_031826781.1, XP_031826779.1	XP_017886926.1
OG0002253	XP_031849698.1	XP_017887276.1
OG0002254	XP_031847207.1	XP_017888248.1, XP_017888245.1
OG0002255	XP_031832447.1	XP_017889017.1
OG0002256	XP_031829862.1	XP_017888854.1
OG0002257	XP_031847129.1, XP_031847131.1, XP_031847132.1, XP_031847130.1, XP_031847127.1, XP_031847128.1	XP_026673403.1, XP_017888226.1
OG0002258	XP_031844368.1, XP_031844371.1	XP_017883599.1, XP_017883590.1
OG0002259	XP_031827221.1, XP_031827218.1, XP_031827219.1, XP_031827220.1	XP_017882614.1
OG0002260	XP_031839994.1, XP_031839985.1	XP_026675045.1, XP_017891562.1
OG0002261	XP_031833848.1	XP_017890121.1, XP_026674367.1, XP_017890123.1
OG0002262	XP_031838987.1	XP_017888633.1
OG0002263	XP_031829391.1	XP_026670797.1
OG0002264	XP_031837714.1	XP_026671807.1, XP_026671803.1
OG0002265	XP_031826681.1	XP_017885987.1
OG0002266	XP_031829992.1	XP_017875983.1
OG0002267	XP_031834380.1, XP_031834383.1, XP_031834381.1	XP_017893546.1
OG0002268	XP_031845082.1	XP_017893594.2, XP_017893596.1
OG0002269	XP_031846791.1	XP_017880437.2
OG0002270	XP_031844241.1	XP_017885920.1
OG0002271	XP_031827618.1, XP_031827620.1, XP_031827619.1	XP_017879899.1
OG0002272	XP_031843447.1	XP_026674717.1, XP_017890932.1
OG0002273	XP_031827377.1	XP_017881016.1
OG0002275	XP_031843504.1	XP_026671008.1, XP_017892129.1, XP_017892200.1
OG0002276	XP_031848241.1	XP_017884936.1
OG0002277	XP_031835271.1	XP_017880221.1
OG0002278	XP_031835751.1	XP_017878426.1
OG0002279	XP_031836231.1, XP_031836233.1, XP_031836232.1	XP_017877169.1
OG0002280	XP_031828553.1	XP_026670975.1
OG0002281	XP_031846313.1, XP_031846312.1, XP_031846318.1, XP_031846316.1, XP_031846317.1, XP_031846315.1	XP_017885785.1
OG0002282	XP_031836171.1	XP_026669557.1
OG0002283	XP_031843200.1	XP_017892601.1
OG0002284	XP_031830829.1	XP_017876600.1
OG0002285	XP_031845965.1	XP_017875443.1
OG0002286	XP_031840243.1	XP_017890910.1
OG0002287	XP_031837656.1	XP_017875135.1
OG0002288	XP_031838495.1	XP_017890585.1, XP_026674534.1, XP_017890584.1
OG0002289	XP_031826031.1	XP_017885982.1
OG0002290	XP_031827319.1	XP_026670976.1
OG0002291	XP_031825681.1	XP_026673945.1
OG0002292	XP_031832415.1	XP_017889160.1
OG0002293	XP_031848734.1	XP_017891263.1
OG0002294	XP_031838979.1	XP_017875226.1
OG0002295	XP_031841979.1	XP_017889225.1, XP_026672617.1
OG0002296	XP_031833255.1, XP_031833254.1	XP_026668545.1, XP_026668541.1
OG0002297	XP_031835972.1	XP_017884931.1, XP_017884941.1
OG0002298	XP_031849479.1	XP_026669654.1, XP_026669653.1
OG0002299	XP_031834188.1, XP_031834203.1	XP_026669042.1, XP_026669012.1
OG0002300	XP_031827641.1	XP_017875312.1
OG0002301	XP_031837028.1	XP_026667306.1
OG0002302	XP_031830200.1	XP_017884081.2, XP_026674390.1
OG0002303	XP_031828849.1	XP_017888160.1
OG0002304	XP_031829333.1, XP_031829334.1	XP_017877884.1, XP_026668381.1
OG0002305	XP_031826379.1	XP_026670688.1
OG0002306	XP_031837827.1, XP_031837826.1	XP_026672758.1, XP_026672759.1, XP_017886881.1
OG0002307	XP_031837585.1, XP_031837587.1	XP_017884288.1
OG0002308	XP_031848103.1	XP_017884375.2
OG0002309	XP_031832738.1	XP_017884843.1
OG0002310	XP_031833193.1	XP_026675246.1
OG0002311	XP_031828401.1	XP_017881375.1
OG0002312	XP_031827819.1	XP_017890315.1
OG0002313	XP_031849438.1, XP_031849437.1, XP_031849436.1, XP_031849433.1, XP_031849435.1	XP_017878403.1
OG0002314	XP_031838099.1	XP_017876218.1
OG0002315	XP_031832904.1	XP_017888126.1
OG0002316	XP_031849603.1	XP_017882454.1
OG0002317	XP_031844671.1, XP_031844670.1, XP_031844667.1, XP_031844668.1, XP_031844669.1	XP_017892334.1
OG0002318	XP_031833505.1	XP_026670851.1
OG0002319	XP_031841767.1	XP_017888717.1
OG0002320	XP_031835829.1	XP_017891968.1
OG0002321	XP_031847010.1, XP_031847012.1, XP_031847011.1	XP_026674052.1
OG0002322	XP_031837896.1	XP_017891656.1
OG0002323	XP_031845132.1, XP_031845135.1, XP_031845134.1, XP_031845136.1, XP_031845137.1, XP_031845133.1	XP_026668532.1
OG0002324	XP_031839973.1	XP_026667831.1, XP_017876791.1
OG0002325	XP_031845896.1, XP_031845893.1	XP_017875487.1, XP_017875482.1
OG0002326	XP_031850172.1	XP_017878619.1
OG0002327	XP_031835163.1	XP_017893237.1
OG0002328	XP_031849444.1	XP_017878405.1
OG0002330	XP_031830820.1	XP_026670270.1
OG0002331	XP_031828910.1	XP_026667919.1
OG0002332	XP_031829183.1	XP_017884490.1
OG0002333	XP_031825839.1	XP_017889691.1
OG0002334	XP_031850242.1, XP_031850239.1	XP_026675650.1, XP_026675649.1
OG0002335	XP_031827712.1	XP_017883467.1
OG0002337	XP_031848229.1	XP_026673047.1, XP_026673048.1, XP_017887759.1
OG0002338	XP_031832233.1	XP_017878550.1
OG0002339	XP_031835893.1	XP_017875722.1
OG0002340	XP_031839255.1	XP_026669161.1
OG0002341	XP_031849804.1	XP_026670420.1
OG0002342	XP_031838416.1	XP_017892031.1
OG0002344	XP_031826691.1, XP_031826688.1	XP_017886933.1
OG0002345	XP_031832027.1, XP_031832026.1, XP_031832024.1	XP_017883268.1, XP_017883267.1
OG0002346	XP_031837315.1	XP_026671583.1
OG0002347	XP_031840312.1	XP_017884276.1
OG0002348	XP_031847913.1	XP_017876674.1
OG0002349	XP_031838052.1	XP_017879640.1
OG0002350	XP_031843672.1	XP_017885737.1
OG0002351	XP_031831091.1	XP_017882004.1, XP_026670423.1, XP_017891810.1
OG0002352	XP_031846218.1	XP_017892057.1
OG0002353	XP_031840987.1	XP_017893428.1
OG0002354	XP_031847433.1, XP_031847432.1	XP_017889869.1, XP_026674080.1
OG0002355	XP_031835397.1	XP_017879069.1
OG0002356	XP_031835937.1	XP_017883853.1
OG0002357	XP_031827989.1	XP_017881391.1
OG0002358	XP_031847799.1	XP_017882158.1
OG0002359	XP_031828621.1, XP_031828620.1	XP_017884729.1, XP_017884739.1
OG0002360	XP_031833154.1, XP_031833156.1	XP_017877581.1
OG0002361	XP_031826734.1	XP_017877216.1, XP_017877217.1
OG0002362	XP_031830020.1	XP_017888871.1
OG0002363	XP_031831767.1, XP_031831765.1	XP_017893134.1
OG0002364	XP_031844335.1	XP_017880681.1
OG0002366	XP_031835178.1, XP_031835177.1, XP_031835179.1	XP_017885371.1
OG0002367	XP_031832357.1	XP_017893382.1
OG0002368	XP_031838407.1	XP_026675253.1
OG0002369	XP_031835953.1, XP_031835954.1	XP_017875661.1
OG0002370	XP_031846843.1	XP_026674490.1
OG0002371	XP_031834522.1	XP_017889853.1
OG0002373	XP_031847778.1	XP_017891870.1
OG0002374	XP_031837911.1	XP_017876235.1
OG0002375	XP_031840738.1	XP_017882444.1
OG0002376	XP_031835036.1	XP_017885659.1, XP_017877431.1, XP_017877430.1, XP_017877433.1, XP_017877434.1
OG0002377	XP_031846873.1	XP_026667415.1
OG0002378	XP_031836944.1	XP_017884721.1
OG0002379	XP_031833684.1, XP_031833687.1, XP_031833686.1, XP_031833685.1	XP_017883155.1
OG0002380	XP_031835773.1	XP_026674518.1
OG0002381	XP_031840280.1, XP_031840285.1, XP_031840283.1	XP_017884535.1
OG0002382	XP_031830353.1	XP_026670227.1, XP_017881881.1
OG0002383	XP_031849141.1	XP_026675540.1, XP_017892653.1
OG0002384	XP_031843780.1	XP_026667675.1, XP_017876684.1
OG0002385	XP_031835048.1, XP_031835049.1	XP_017885541.1
OG0002386	XP_031827532.1	XP_017890672.2
OG0002386	XP_031844399.1	XP_026666784.1
OG0002387	XP_031839837.1	XP_026668448.1, XP_026668449.1, XP_026668450.1, XP_017878210.1
OG0002388	XP_031840354.1	XP_017887666.1
OG0002390	XP_031825948.1	XP_017876491.1, XP_017876490.1
OG0002391	XP_031825655.1, XP_031825653.1, XP_031825654.1	XP_017876417.1, XP_017876418.1, XP_026667562.1
OG0002392	XP_031847456.1, XP_031847454.1, XP_031847455.1	XP_017889765.1
OG0002393	XP_031825441.1, XP_031825442.1, XP_031825443.1	XP_017883095.1
OG0002394	XP_031846413.1, XP_031846417.1, XP_031846416.1, XP_031846415.1, XP_031846419.1, XP_031846418.1	XP_017879433.2, XP_026669403.1
OG0002395	XP_031832064.1	XP_017891233.1
OG0002397	XP_031839918.1	XP_017884005.1
OG0002398	XP_031839650.1, XP_031839649.1	XP_017879259.1
OG0002399	XP_031826365.1, XP_031826363.1, XP_031826364.1	XP_026669085.1
OG0002400	XP_031836490.1	XP_026675035.1, XP_017891570.1, XP_017891569.1
OG0002401	XP_031827853.1, XP_031827851.1	XP_026667349.1
OG0002402	XP_031828771.1	XP_026671895.1, XP_026671893.1, XP_026671894.1, XP_026671891.1, XP_026671892.1, XP_026671890.1
OG0002403	XP_031849236.1	XP_026669262.1
OG0002404	XP_031844089.1	XP_017880415.1
OG0002405	XP_031834472.1	XP_017893412.1, XP_017882761.2
OG0002406	XP_031844233.1	XP_017887251.1
OG0002408	XP_031833322.1	XP_026671380.1, XP_017884115.1
OG0002409	XP_031837450.1, XP_031826064.1	XP_026666876.1
OG0002410	XP_031826342.1	XP_026675440.1, XP_026675441.1
OG0002411	XP_031841176.1	XP_017882687.1
OG0002412	XP_031848745.1	XP_026669046.1, XP_017879539.1
OG0002413	XP_031846385.1	XP_017881412.1, XP_026669973.1
OG0002414	XP_031844664.1, XP_031844663.1	XP_017880975.1
OG0002415	XP_031828634.1	XP_026671758.1
OG0002416	XP_031840516.1	XP_026673112.1
OG0002417	XP_031825832.1, XP_031825829.1	XP_017889762.1
OG0002418	XP_031834626.1	XP_017891122.1, XP_017891113.1
OG0002419	XP_031829751.1	XP_017888798.1
OG0002420	XP_031826776.1	XP_017886768.1
OG0002421	XP_031835609.1	XP_017876835.1
OG0002422	XP_031847663.1, XP_031847660.1	XP_026674924.1, XP_017891390.1
OG0002423	XP_031847779.1, XP_031847807.1	XP_017880274.1
OG0002424	XP_031850445.1	XP_017893413.1
OG0002425	XP_031831017.1, XP_031831019.1, XP_031831020.1, XP_031831021.1, XP_031831018.1	XP_017875736.1, XP_017875735.1
OG0002426	XP_031843728.1, XP_031843731.1	XP_017877083.1
OG0002427	XP_031829923.1	XP_026673296.1
OG0002428	XP_031837189.1	XP_017887179.1
OG0002429	XP_031831412.1	XP_017891357.1
OG0002430	XP_031833093.1	XP_017884681.1
OG0002431	XP_031837542.1	XP_017875960.1
OG0002432	XP_031826892.1	XP_017886834.2
OG0002433	XP_031850094.1	XP_017878655.1
OG0002434	XP_031827476.1	XP_026668526.1, XP_017882814.2
OG0002435	XP_031835472.1	XP_017888310.1
OG0002436	XP_031830788.1	XP_026675043.1, XP_026675042.1
OG0002437	XP_031838533.1	XP_026668628.1, XP_017878492.1
OG0002438	XP_031843042.1	XP_017889724.1
OG0002439	XP_031830766.1	XP_017882153.1
OG0002440	XP_031837731.1	XP_017881591.1
OG0002441	XP_031849718.1, XP_031849726.1	XP_026669752.1
OG0002442	XP_031832372.1, XP_031832371.1, XP_031832373.1	XP_017886052.1
OG0002443	XP_031833290.1	XP_026675295.1, XP_017891845.1
OG0002444	XP_031834354.1, XP_031834353.1, XP_031834352.1, XP_031834355.1, XP_031834356.1	XP_017881348.1, XP_026669917.1
OG0002445	XP_031833725.1	XP_017890054.1
OG0002446	XP_031829797.1	XP_017888894.1
OG0002447	XP_031845689.1	XP_026666603.1
OG0002448	XP_031848137.1, XP_031840975.1, XP_031840974.1	XP_017892096.1, XP_017892097.1
OG0002449	XP_031828889.1	XP_017892763.1
OG0002450	XP_031838750.1, XP_031838751.1, XP_031838749.1, XP_031838748.1, XP_031838747.1	XP_017875147.2
OG0002451	XP_031833624.1	XP_017879367.1
OG0002452	XP_031849548.1	XP_026668094.1
OG0002453	XP_031846279.1, XP_031846270.1	XP_017880420.1
OG0002454	XP_031849925.1, XP_031849924.1, XP_031849922.1	XP_026675642.1, XP_026675640.1, XP_026675641.1, XP_017892936.1
OG0002455	XP_031838996.1	XP_017890983.1, XP_026674720.1
OG0002456	XP_031838701.1	XP_017875212.1, XP_017875213.1
OG0002458	XP_031831452.1	XP_026669634.1, XP_026669633.1, XP_026669632.1
OG0002459	XP_031828760.1	XP_017881807.1
OG0002460	XP_031849123.1	XP_017880288.1
OG0002461	XP_031839447.1	XP_017875225.1
OG0002462	XP_031839541.1, XP_031839539.1	XP_026672618.1, XP_017886630.1
OG0002465	XP_031837231.1	XP_017881927.2
OG0002466	XP_031835787.1, XP_031835788.1	XP_017879030.1
OG0002467	XP_031842945.1, XP_031842944.1, XP_031842947.1, XP_031842943.1	XP_017889653.1, XP_017889655.1, XP_017889654.1
OG0002468	XP_031834822.1	XP_026673000.1, XP_017887442.1
OG0002469	XP_031848920.1	XP_017876774.1
OG0002471	XP_031828537.1	XP_017882707.1
OG0002472	XP_031833159.1	XP_017884437.1, XP_017884436.1
OG0002473	XP_031830672.1	XP_026672219.1
OG0002475	XP_031839052.1	XP_017891180.1
OG0002476	XP_031836268.1, XP_031836269.1	XP_017888040.1
OG0002477	XP_031842228.1, XP_031842227.1, XP_031842226.1, XP_031842229.1	XP_017878710.1, XP_017878709.1
OG0002478	XP_031841160.1, XP_031841159.1	XP_026668762.1, XP_026668764.1, XP_017878856.1, XP_026674451.1, XP_026668763.1
OG0002480	XP_031833613.1, XP_031833612.1	XP_026670853.1, XP_017883134.1
OG0002481	XP_031833045.1	XP_017875458.1, XP_017875456.1
OG0002482	XP_031848092.1	XP_017883179.1, XP_026673475.1, XP_017876050.1, XP_017884542.1
OG0002484	XP_031839855.1	XP_017884202.1, XP_026671394.1
OG0002485	XP_031830785.1	XP_017882242.1, XP_017882244.1, XP_026670249.1, XP_017882243.1
OG0002486	XP_031847543.1, XP_031847546.1, XP_031847547.1	XP_026675072.1, XP_026675076.1
OG0002487	XP_031834717.1, XP_031834720.1, XP_031834718.1, XP_031834719.1	XP_017884246.1
OG0002488	XP_031833141.1	XP_026671500.1, XP_026671499.1, XP_017884581.1
OG0002489	XP_031847990.1	XP_017885571.1
OG0002490	XP_031839785.1, XP_031839784.1, XP_031839787.1, XP_031839786.1, XP_031839783.1	XP_017879349.1
OG0002491	XP_031835256.1	XP_026672554.1
OG0002492	XP_031846890.1	XP_017876093.1
OG0002493	XP_031836085.1, XP_031836081.1, XP_031836084.1, XP_031836083.1	XP_017878749.1
OG0002494	XP_031828844.1	XP_017880388.1
OG0002495	XP_031839748.1, XP_031839747.1	XP_017883988.1
OG0002496	XP_031839733.1	XP_017878216.1
OG0002498	XP_031850184.1	XP_026673021.1, XP_017881611.1, XP_017879431.1, XP_017880104.1, XP_026670745.1
OG0002499	XP_031842334.1	XP_017881708.1
OG0002500	XP_031842300.1, XP_031842301.1	XP_017878767.1
OG0002501	XP_031848989.1, XP_031848999.1	XP_026670047.1
OG0002501	XP_031827874.1	XP_026669477.1
OG0002502	XP_031842649.1, XP_031842651.1, XP_031842650.1, XP_031842653.1	XP_026674102.1, XP_017889494.1, XP_017889491.1, XP_017889492.1
OG0002503	XP_031844750.1	XP_026670777.1, XP_017882917.1
OG0002506	XP_031835255.1, XP_031838080.1	XP_026667995.1
OG0002507	XP_031827674.1	XP_017877613.1
OG0002508	XP_031828422.1	XP_017875074.1
OG0002509	XP_031825575.1	XP_017880135.1
OG0002510	XP_031847765.1	XP_017890993.1
OG0002511	XP_031839833.1	XP_017875022.1
OG0002512	XP_031849317.1	XP_017878660.1
OG0002513	XP_031833943.1	XP_017880337.1, XP_017880338.1
OG0002514	XP_031828805.1	XP_026671288.1
OG0002515	XP_031830432.1	XP_026667615.1, XP_017876489.1
OG0002516	XP_031840412.1, XP_031840410.1, XP_031840411.1	XP_017885193.1
OG0002517	XP_031843498.1, XP_031843506.1, XP_031843489.1, XP_031843515.1, XP_031843479.1	XP_017876197.1
OG0002518	XP_031849009.1	XP_017892217.1
OG0002519	XP_031839505.1	XP_017880329.1
OG0002520	XP_031837006.1, XP_031837007.1, XP_031837008.1	XP_017893572.1
OG0002521	XP_031848447.1, XP_031848448.1	XP_017880740.1
OG0002522	XP_031849294.1	XP_017879004.1
OG0002523	XP_031830518.1	XP_017893367.1
OG0002524	XP_031829201.1	XP_017884523.1
OG0002525	XP_031825662.1	XP_017890240.1
OG0002526	XP_031846227.1	XP_017879404.2, XP_026675514.1
OG0002527	XP_031846263.1, XP_031846262.1, XP_031846264.1	XP_017877650.1
OG0002528	XP_031829874.1, XP_031829876.1, XP_031829875.1, XP_031829878.1	XP_017881886.1, XP_026670225.1, XP_026670226.1
OG0002529	XP_031833036.1	XP_017884445.1
OG0002530	XP_031837248.1, XP_031843497.1	XP_017877129.1
OG0002531	XP_031826638.1, XP_031826635.1, XP_031826636.1, XP_031826637.1	XP_017885968.1
OG0002532	XP_031845843.1	XP_017882988.1, XP_026670781.1, XP_026670773.1, XP_017882986.1
OG0002533	XP_031840947.1	XP_017885811.1
OG0002534	XP_031850081.1	XP_017877583.1, XP_026668185.1, XP_026668186.1
OG0002535	XP_031847754.1	XP_017891878.1
OG0002536	XP_031843087.1	XP_017889671.1
OG0002537	XP_031838141.1	XP_026672586.1
OG0002538	XP_031827734.1	XP_017877544.1
OG0002539	XP_031848849.1	XP_017887041.1
OG0002540	XP_031849697.1	XP_026669754.1, XP_017880835.1
OG0002541	XP_031841165.1, XP_031841164.1	XP_017878865.1
OG0002542	XP_031844344.1	XP_017884025.1, XP_026671330.1, XP_017884024.1
OG0002543	XP_031848771.1	XP_017875918.2, XP_026672010.1
OG0002544	XP_031838444.1	XP_017877667.1, XP_017877668.1, XP_026668210.1, XP_026668209.1
OG0002545	XP_031841887.1, XP_031841886.1	XP_017877356.1
OG0002546	XP_031840472.1, XP_031840470.1, XP_031840471.1	XP_017885195.1
OG0002547	XP_031829863.1	XP_017888354.1
OG0002548	XP_031830876.1	XP_017880046.1
OG0002549	XP_031830815.1	XP_017882101.1, XP_026670293.1
OG0002550	XP_031836342.1	XP_017886200.1, XP_026672438.1, XP_017886134.1
OG0002551	XP_031849895.1	XP_017892855.1, XP_026666482.1
OG0002552	XP_031830493.1	XP_026670447.1
OG0002553	XP_031831551.1	XP_017878028.1
OG0002554	XP_031839310.1	XP_026670970.1
OG0002555	XP_031826331.1	XP_017887946.1
OG0002556	XP_031841267.1	XP_017876495.1, XP_026667641.1
OG0002557	XP_031844910.1	XP_017876329.1
OG0002558	XP_031825855.1, XP_031825856.1	XP_017876633.1
OG0002559	XP_031843005.1	XP_017886428.1
OG0002560	XP_031842141.1	XP_017892818.1
OG0002561	XP_031834650.1	XP_026671389.1
OG0002562	XP_031827678.1	XP_017890290.1
OG0002563	XP_031845768.1	XP_026672002.1
OG0002564	XP_031826079.1	XP_017886001.1
OG0002565	XP_031844384.1, XP_031844383.1	XP_017893440.1
