Orthogroup	Nomia_melanderi	Solenopsis_invicta
OG0001299	XP_031828141.1, XP_031828142.1, XP_031828143.1, XP_031828144.1, XP_031828150.1, XP_031828149.1, XP_031828148.1, XP_031828147.1, XP_031828151.1, XP_031828146.1, XP_031828145.1	XP_011155329.2
OG0001300	XP_031826697.1, XP_031826698.1, XP_031826700.1, XP_031826701.1	XP_039308336.1, XP_011176356.1
OG0001301	XP_031837166.1	XP_039313098.1
OG0001302	XP_031839445.1	XP_039305041.1
OG0001303	XP_031836036.1, XP_031836031.1	XP_011162751.2, XP_025993208.2
OG0001304	XP_031842733.1, XP_031842732.1	XP_039303726.1, XP_011169416.1
OG0001305	XP_031826009.1	XP_039306299.1
OG0001306	XP_031835907.1, XP_031835905.1	XP_039311745.1, XP_025993252.1
OG0001307	XP_031831249.1	XP_025992202.1, XP_025992201.1, XP_039304075.1
OG0001308	XP_031849959.1, XP_031849958.1, XP_031849961.1, XP_031849960.1	XP_011164101.2
OG0001310	XP_031831402.1, XP_031831401.1, XP_031831398.1, XP_031831397.1, XP_031831400.1, XP_031831399.1, XP_031831395.1, XP_031831396.1	XP_011175922.1
OG0001312	XP_031829840.1, XP_031829839.1	XP_011169654.1
OG0001313	XP_031849083.1	XP_011168031.1
OG0001314	XP_031826937.1	XP_025987160.1, XP_025987159.1
OG0001315	XP_031837280.1, XP_031837279.1	XP_039307094.1, XP_039307090.1, XP_039307091.1
OG0001316	XP_031827335.1, XP_031827336.1, XP_031827331.1, XP_031827332.1, XP_031827329.1, XP_031827330.1, XP_031827334.1	XP_011165521.1, XP_011165520.1, XP_039307433.1
OG0001317	XP_031842357.1	XP_039305014.1, XP_011169093.1
OG0001318	XP_031838101.1, XP_031838105.1, XP_031838106.1, XP_031838103.1, XP_031838104.1, XP_031838102.1	XP_039306228.1, XP_011159820.1
OG0001320	XP_031826920.1, XP_031826921.1, XP_031826922.1	XP_011175003.1
OG0001321	XP_031829947.1	XP_039304469.1
OG0001322	XP_031825279.1	XP_025995334.2, XP_025995333.2
OG0001323	XP_031830395.1	XP_039313975.1
OG0001323	XP_031830396.1	XP_011175670.1
OG0001328	XP_031848264.1	XP_011171298.1, XP_011171300.1, XP_039307149.1
OG0001329	XP_031826433.1	XP_025994744.1
OG0001330	XP_031829309.1	XP_011173423.1
OG0001331	XP_031830314.1, XP_031830315.1	XP_011159081.1, XP_011155677.1
OG0001332	XP_031827123.1	XP_011161127.1
OG0001333	XP_031839036.1, XP_031839044.1, XP_031839064.1, XP_031839054.1, XP_031839026.1	XP_011161667.1
OG0001334	XP_031848710.1, XP_031848768.1	XP_039314193.1
OG0001335	XP_031831030.1, XP_031831035.1	XP_011176244.1, XP_025994143.1
OG0001337	XP_031831567.1	XP_011172356.1
OG0001338	XP_031835378.1	XP_011156305.1
OG0001339	XP_031844660.1	XP_011170919.1
OG0001340	XP_031828602.1, XP_031828603.1	XP_011157400.1, XP_039302773.1
OG0001341	XP_031831053.1	XP_011160585.2, XP_011160584.3
OG0001342	XP_031833558.1	NP_001291521.1, XP_011158641.1
OG0001343	XP_031832640.1, XP_031829559.1	XP_039315305.1, XP_039305231.1
OG0001344	XP_031835052.1, XP_031835051.1	XP_025988540.1
OG0001345	XP_031833915.1, XP_031833916.1, XP_031833917.1	XP_011159425.1
OG0001346	XP_031831357.1	XP_025986739.2
OG0001347	XP_031850371.1	XP_011162367.1
OG0001348	XP_031830189.1, XP_031830188.1	XP_025994333.2
OG0001349	XP_031843257.1	XP_011156749.1, XP_011156750.1
OG0001350	XP_031829515.1, XP_031829516.1, XP_031829514.1	XP_011167785.1, XP_039304006.1, XP_025991063.1
OG0001351	XP_031843190.1, XP_031843189.1	XP_011166906.1
OG0001352	XP_031841391.1, XP_031841390.1	XP_039302099.1, XP_039302098.1, XP_011156572.1, XP_025991200.1
OG0001353	XP_031843230.1, XP_031843222.1, XP_031843212.1, XP_031843250.1, XP_031843269.1, XP_031843260.1, XP_031843241.1	XP_011166239.1, XP_025988594.1
OG0001354	XP_031825423.1	XP_039314179.1, XP_039314178.1, XP_011160080.1, XP_025987762.1, XP_025987763.1
OG0001355	XP_031836234.1	XP_011168669.1, XP_039306977.1
OG0001356	XP_031838885.1	XP_025993681.1
OG0001357	XP_031828079.1	XP_011156200.1
OG0001358	XP_031843014.1, XP_031843010.1	XP_011164657.3
OG0001359	XP_031826878.1	XP_011155735.1
OG0001360	XP_031826318.1, XP_031826319.1, XP_031826317.1, XP_031826315.1, XP_031826314.1, XP_031826320.1	XP_011156183.1
OG0001361	XP_031841638.1, XP_031841637.1	XP_039303850.1, XP_011159643.2, XP_039303852.1
OG0001362	XP_031825612.1, XP_031825616.1	XP_011166065.1
OG0001363	XP_031848442.1, XP_031844040.1	XP_011164426.1
OG0001364	XP_031845393.1	XP_025992935.1
OG0001365	XP_031849162.1, XP_031849163.1, XP_031849159.1, XP_031849161.1, XP_031849158.1	XP_011156369.2
OG0001366	XP_031831702.1	XP_011170838.2, XP_011170837.1
OG0001368	XP_031837902.1	XP_039306221.1, XP_025986501.1
OG0001369	XP_031826221.1, XP_031826222.1	XP_011160216.1, XP_039309889.1, XP_039309890.1, XP_011160219.1
OG0001370	XP_031831562.1, XP_031831564.1	XP_025990425.1, XP_011162934.1, XP_025990426.1
OG0001371	XP_031846829.1	XP_011175761.2
OG0001372	XP_031831438.1	XP_011175926.1, XP_011157484.1
OG0001373	XP_031829064.1	XP_011168414.1
OG0001374	XP_031833052.1	XP_011166756.2
OG0001375	XP_031836086.1	XP_011167128.1
OG0001376	XP_031838127.1	XP_039306070.1
OG0001377	XP_031836272.1, XP_031836271.1	XP_011176400.1, XP_011176401.1
OG0001378	XP_031826385.1	XP_011164716.1
OG0001379	XP_031841510.1, XP_031841519.1	XP_011155491.1
OG0001380	XP_031850548.1, XP_031850546.1, XP_031850543.1, XP_031850544.1, XP_031850547.1, XP_031850545.1	XP_025994567.1
OG0001382	XP_031843723.1	XP_039313566.1, XP_039313567.1, XP_039313568.1
OG0001383	XP_031845608.1, XP_031845607.1, XP_031845606.1, XP_031845609.1	XP_011160864.2, XP_011160863.2, XP_039306105.1, XP_039306104.1
OG0001384	XP_031838470.1, XP_031838471.1	XP_011163732.1, XP_025990206.1
OG0001386	XP_031831495.1	XP_025989972.1
OG0001387	XP_031831431.1, XP_031831428.1, XP_031831425.1, XP_031831426.1, XP_031831433.1, XP_031831423.1, XP_031831424.1, XP_031831430.1, XP_031831429.1, XP_031831427.1, XP_031831432.1	XP_011171595.1
OG0001388	XP_031849768.1, XP_031849767.1, XP_031849769.1	XP_039309574.1
OG0001389	XP_031837756.1	XP_039305597.1
OG0001390	XP_031832391.1, XP_031832390.1, XP_031832392.1	XP_039309353.1, XP_039309352.1, XP_011160277.2, XP_011160278.2
OG0001391	XP_031843905.1	XP_011161215.1, XP_039308652.1
OG0001392	XP_031842053.1	XP_025993442.2
OG0001393	XP_031826449.1, XP_031826448.1	XP_011157653.2
OG0001394	XP_031849011.1	XP_011176229.1
OG0001395	XP_031827726.1	XP_011164439.1, XP_025993826.1
OG0001396	XP_031844734.1	XP_025993663.2
OG0001397	XP_031846201.1, XP_031846203.1, XP_031846202.1	XP_011172906.1
OG0001398	XP_031844140.1	XP_025990535.1
OG0001399	XP_031839412.1	XP_025993541.2
OG0001400	XP_031829339.1	XP_025993881.1
OG0001401	XP_031842683.1	XP_011170086.1
OG0001402	XP_031835822.1	XP_011163539.1
OG0001403	XP_031842747.1, XP_031842652.1	XP_039310380.1
OG0001404	XP_031849366.1, XP_031849367.1, XP_031849364.1, XP_031849365.1, XP_031849363.1	XP_011156235.1
OG0001405	XP_031836639.1	XP_039304316.1
OG0001406	XP_031845978.1	XP_011159875.1, XP_011159874.1
OG0001407	XP_031840571.1	XP_025996674.2, XP_025996673.2, XP_039307890.1
OG0001408	XP_031845838.1	XP_011157143.1
OG0001409	XP_031838861.1	XP_025988890.2
OG0001410	XP_031842215.1	XP_011164802.1
OG0001412	XP_031842256.1	XP_025988414.1
OG0001412	XP_031842465.1	XP_039304946.1
OG0001413	XP_031832076.1, XP_031832078.1, XP_031832079.1, XP_031832075.1, XP_031832074.1, XP_031832073.1, XP_031832072.1, XP_031832077.1	XP_011169177.2, XP_011169180.2
OG0001414	XP_031828996.1	XP_011156102.1
OG0001415	XP_031828398.1	XP_011168452.2
OG0001416	XP_031843941.1	XP_011156599.2, XP_039307071.1
OG0001417	XP_031828788.1	XP_011159626.1, XP_011159625.1, XP_039303854.1
OG0001418	XP_031828555.1	XP_025988310.1
OG0001419	XP_031829129.1	XP_025990704.1, XP_025990698.1
OG0001420	XP_031834856.1	XP_039305246.1, XP_039305245.1
OG0001421	XP_031836420.1	XP_011157717.1
OG0001422	XP_031827885.1	XP_011168866.3
OG0001423	XP_031839233.1	XP_039301682.1
OG0001424	XP_031838252.1	XP_025988061.1, XP_011175495.1
OG0001425	XP_031839299.1	XP_011161576.1
OG0001426	XP_031840044.1	XP_039309524.1
OG0001427	XP_031841959.1	XP_011175988.1
OG0001428	XP_031846609.1, XP_031846610.1	XP_011169585.1, XP_011169577.1
OG0001429	XP_031840628.1	XP_011161484.1, XP_039311060.1, XP_039311061.1, XP_011161485.1, XP_025986645.1, XP_011156902.1, XP_011156899.2, XP_025986354.2, XP_039306264.1, XP_011156898.1, XP_039306265.1, XP_011171049.1, XP_011171091.1
OG0001430	XP_031843265.1	XP_011164676.1, XP_039308732.1, XP_039302689.1, XP_039302690.1, XP_039302692.1, XP_039302691.1, XP_025991973.2, XP_039307943.1, XP_039307372.1, XP_039308068.1, XP_039307944.1, XP_011164674.1, XP_011164678.1, XP_011164680.2, XP_011164681.2
OG0001433	XP_031830089.1	XP_025994189.2
OG0001434	XP_031847271.1, XP_031847269.1	XP_011159065.1
OG0001436	XP_031832816.1	XP_011175197.1
OG0001437	XP_031827516.1, XP_031827515.1, XP_031827514.1	XP_011172011.1
OG0001438	XP_031841452.1, XP_031841449.1	XP_025987016.1
OG0001439	XP_031828842.1	XP_039303757.1, XP_039303753.1, XP_039303755.1, XP_039303756.1, XP_039303754.1
OG0001440	XP_031848343.1	XP_039301796.1
OG0001441	XP_031829922.1	XP_025995051.1, XP_011164726.1
OG0001442	XP_031849773.1, XP_031849772.1, XP_031849770.1	XP_039304061.1
OG0001443	XP_031839788.1	XP_039302720.1, XP_039302721.1
OG0001444	XP_031831152.1, XP_031831154.1	XP_039303669.1
OG0001445	XP_031833719.1, XP_031833714.1, XP_031833717.1, XP_031833720.1, XP_031833716.1, XP_031833715.1, XP_031833721.1, XP_031833722.1	XP_011167441.1
OG0001446	XP_031835816.1	XP_011169573.2
OG0001448	XP_031827108.1, XP_031827107.1, XP_031827106.1, XP_031827105.1	XP_039312922.1, XP_011173898.1
OG0001449	XP_031828743.1, XP_031828742.1, XP_031828741.1	XP_011164180.2, XP_011164179.2, XP_011164181.2
OG0001450	XP_031829512.1, XP_031829511.1	XP_011167782.1, XP_039304005.1
OG0001451	XP_031838529.1, XP_031838528.1	XP_011168974.1
OG0001453	XP_031826053.1	XP_011166027.1, XP_039311081.1
OG0001455	XP_031846547.1	XP_011158617.2, XP_025990485.1, XP_039309522.1, XP_039309203.1
OG0001456	XP_031835688.1	XP_039314390.1, XP_011160138.1
OG0001457	XP_031837818.1	XP_011156838.1
OG0001458	XP_031837239.1	XP_039313170.1, XP_039313172.1, XP_039313171.1
OG0001459	XP_031840415.1	XP_039314602.1
OG0001460	XP_031836190.1, XP_031836189.1	XP_011168563.1
OG0001461	XP_031833447.1	XP_011166122.1
OG0001462	XP_031836615.1	XP_039313168.1
OG0001463	XP_031828280.1	XP_039314506.1
OG0001464	XP_031848791.1, XP_031848818.1	XP_011175504.1
OG0001465	XP_031835477.1	XP_039302626.1, XP_011172138.1, XP_011172139.1
OG0001466	XP_031840296.1	XP_011164329.1, XP_025988877.1
OG0001467	XP_031826432.1	XP_011171584.1, XP_011171583.1
OG0001468	XP_031835032.1, XP_031843462.1	XP_011168738.1
OG0001469	XP_031838554.1	XP_025992793.1
OG0001470	XP_031828482.1	XP_025996653.1
OG0001471	XP_031844584.1, XP_031844591.1	XP_011168758.1
OG0001472	XP_031840708.1	XP_011171029.1
OG0001473	XP_031839580.1	XP_025987889.2
OG0001474	XP_031843810.1, XP_031843806.1, XP_031843807.1, XP_031843811.1, XP_031843805.1, XP_031843808.1	XP_011163536.1
OG0001475	XP_031839222.1	XP_011165353.1
OG0001476	XP_031841493.1	XP_011170458.2
OG0001477	XP_031843862.1	XP_025990076.1
OG0001478	XP_031828088.1	XP_039303041.1, XP_039303040.1, XP_025996444.1, XP_025996445.1, XP_025993296.1
OG0001479	XP_031835419.1, XP_031835424.1, XP_031835420.1, XP_031835421.1, XP_031835418.1, XP_031835425.1, XP_031835422.1, XP_031835423.1, XP_031835427.1, XP_031835426.1	XP_011171853.1
OG0001480	XP_031846063.1, XP_031846064.1, XP_031846065.1	XP_025988609.1, XP_011167365.1
OG0001481	XP_031834003.1, XP_031834002.1, XP_031834005.1	XP_011163818.1
OG0001482	XP_031827181.1, XP_031827183.1	XP_025995318.2
OG0001483	XP_031848611.1	XP_011158227.2
OG0001484	XP_031848946.1	XP_039313164.1
OG0001485	XP_031829186.1	XP_011158628.1
OG0001486	XP_031829031.1	XP_025988210.1
OG0001487	XP_031843821.1	XP_011160910.1
OG0001488	XP_031838742.1	XP_011175651.1
OG0001489	XP_031829423.1	XP_011159173.1
OG0001490	XP_031833723.1	XP_039308811.1
OG0001491	XP_031845887.1	XP_011173446.1
OG0001492	XP_031827035.1, XP_031827036.1	XP_011166609.1
OG0001493	XP_031845501.1	XP_011168223.2, XP_039311783.1, XP_011168226.2
OG0001494	XP_031827290.1	XP_011159518.1, XP_039304095.1, XP_039304096.1, XP_039304094.1
OG0001495	XP_031833273.1	XP_011168272.1
OG0001496	XP_031837039.1, XP_031837027.1	XP_011176077.2, XP_011176075.2, XP_011176076.2, XP_011174865.2
OG0001497	XP_031850166.1, XP_031850167.1	XP_011165457.1, XP_011165458.1
OG0001498	XP_031835154.1, XP_031835155.1	XP_039305924.1
OG0001499	XP_031841392.1	XP_011163631.1
OG0001500	XP_031837942.1	XP_039312635.1, XP_039312637.1, XP_039312638.1, XP_039312634.1
OG0001501	XP_031826102.1, XP_031826101.1	XP_025988324.1
OG0001502	XP_031826090.1	XP_011166475.1
OG0001503	XP_031849347.1	XP_025996966.1, XP_025996963.2
OG0001504	XP_031844294.1	XP_011167263.2
OG0001505	XP_031825302.1	XP_011172206.2
OG0001506	XP_031827621.1	XP_039304198.1, XP_039304197.1, XP_039304199.1, XP_039304201.1, XP_039304200.1, XP_039304196.1
OG0001507	XP_031847410.1	XP_039314299.1
OG0001508	XP_031833325.1	XP_039311816.1
OG0001509	XP_031829828.1, XP_031829826.1	XP_039311684.1
OG0001510	XP_031850226.1, XP_031835725.1	XP_025992335.2, XP_025986196.2
OG0001511	XP_031840627.1	XP_025994312.2, XP_039315233.1, XP_039315195.1, XP_039310857.1
OG0001512	XP_031829643.1	XP_025986523.1
OG0001513	XP_031847083.1, XP_031847082.1	XP_011173097.1
OG0001514	XP_031832788.1, XP_031832777.1	XP_011176284.1, XP_011176285.1
OG0001515	XP_031828025.1, XP_031828026.1	XP_025995098.1
OG0001516	XP_031843657.1, XP_031843656.1, XP_031843658.1, XP_031843655.1	XP_011166939.1, XP_039315567.1, XP_039315566.1
OG0001517	XP_031846961.1	XP_025995929.1, XP_039311148.1, XP_025995926.1, XP_039311149.1, XP_025995927.1, XP_025995928.1, XP_025995924.1, XP_025995925.1, XP_025995930.1
OG0001518	XP_031834301.1	XP_011175547.2
OG0001519	XP_031829022.1	XP_025995933.2, XP_025995932.2
OG0001520	XP_031839816.1	XP_011172158.1
OG0001520	XP_031839815.1	XP_011172159.1
OG0001521	XP_031831321.1	XP_039314177.1
OG0001522	XP_031849471.1	XP_025988170.1, XP_025988171.1, XP_039312191.1, XP_039312156.1, XP_039312155.1, XP_039312179.1, XP_039312144.1, XP_039312149.1, XP_011168770.1, XP_011168769.1, XP_039312184.1, XP_025988169.1
OG0001523	XP_031829443.1	XP_025987250.1
OG0001524	XP_031836831.1, XP_031836830.1, XP_031836829.1, XP_031836828.1	XP_011168675.2
OG0001525	XP_031842872.1	XP_011159211.1
OG0001527	XP_031843505.1	XP_039303803.1, XP_011158352.1
OG0001529	XP_031849561.1	XP_039311427.1
OG0001531	XP_031831278.1	XP_025988753.1
OG0001532	XP_031831909.1, XP_031831912.1	XP_011162596.1, XP_039310282.1
OG0001533	XP_031837631.1	XP_025987694.2
OG0001534	XP_031841566.1, XP_031841565.1	XP_011156569.2, XP_039308558.1
OG0001535	XP_031846345.1	XP_011158713.1
OG0001536	XP_031828307.1, XP_031828294.1	XP_025994747.1, XP_025994749.1, XP_039314099.1
OG0001537	XP_031827557.1	XP_011158583.1, XP_039307705.1
OG0001538	XP_031828630.1	XP_025995016.1
OG0001539	XP_031847605.1	XP_025989075.1
OG0001540	XP_031847112.1	XP_011156938.1
OG0001541	XP_031825960.1	XP_039305648.1, XP_039305645.1
OG0001542	XP_031842282.1, XP_031842281.1	XP_011176315.1
OG0001543	XP_031846982.1, XP_031846983.1, XP_031846984.1, XP_031846981.1	XP_011160969.1
OG0001545	XP_031836862.1	XP_011167357.1
OG0001546	XP_031833599.1, XP_031833598.1, XP_031833597.1, XP_031833596.1, XP_031833595.1	XP_011173304.1
OG0001547	XP_031827553.1	XP_011157267.1, XP_011157187.1, XP_025995250.1, XP_011157118.1, XP_039313897.1, XP_039313896.1
OG0001548	XP_031836897.1	XP_039312926.1, XP_011167899.2
OG0001549	XP_031828566.1	XP_039302374.1, XP_011172055.1, XP_039302373.1, XP_039302375.1, XP_011174292.2
OG0001551	XP_031828278.1, XP_031828279.1	XP_025991441.1
OG0001552	XP_031847706.1, XP_031847704.1	XP_039306173.1
OG0001553	XP_031834372.1, XP_031834382.1, XP_031834391.1, XP_031834409.1, XP_031834416.1, XP_031834400.1	XP_011171181.2
OG0001554	XP_031841338.1, XP_031848676.1, XP_031841360.1	XP_025993708.2, XP_011167298.3
OG0001555	XP_031831728.1	XP_039302216.1, XP_039302217.1, XP_039302218.1
OG0001556	XP_031844436.1, XP_031844428.1, XP_031844434.1, XP_031844435.1, XP_031844432.1, XP_031844433.1, XP_031844430.1, XP_031844431.1, XP_031844429.1, XP_031844437.1	XP_011160222.1, XP_011160221.1
OG0001557	XP_031829095.1, XP_031829123.1	XP_025987489.1
OG0001558	XP_031846366.1, XP_031846367.1, XP_031846365.1	XP_011164872.1
OG0001559	XP_031846388.1	XP_025995579.2
OG0001560	XP_031838087.1	XP_011171068.2
OG0001561	XP_031842899.1	XP_011156748.1
OG0001562	XP_031827967.1	XP_011160241.1
OG0001563	XP_031825794.1	XP_011164700.1
OG0001565	XP_031830523.1	XP_011159749.1
OG0001567	XP_031846190.1	XP_011164347.2
OG0001568	XP_031833732.1, XP_031833729.1, XP_031833730.1, XP_031833733.1	XP_039315462.1, XP_011170161.1
OG0001569	XP_031832840.1	XP_039307127.1, XP_011175182.1
OG0001570	XP_031847232.1	XP_025996281.1
OG0001571	XP_031836088.1	XP_011173525.1
OG0001572	XP_031838225.1	XP_025991099.2
OG0001573	XP_031839197.1	XP_011167748.2
OG0001574	XP_031832399.1	XP_025990480.1, XP_025990476.1
OG0001575	XP_031845824.1	XP_025989254.1
OG0001576	XP_031850534.1	XP_011162339.1, XP_011162338.1
OG0001577	XP_031838344.1, XP_031838343.1	XP_039314987.1, XP_025990992.2, XP_011156779.2, XP_011156780.2
OG0001578	XP_031842276.1	XP_039311675.1, XP_025995374.2
OG0001579	XP_031843797.1, XP_031843800.1	XP_025990916.1, XP_011161055.1
OG0001580	XP_031830012.1, XP_031830010.1, XP_031830004.1	XP_025989737.2, XP_025989741.2
OG0001581	XP_031831029.1	XP_039312559.1
OG0001582	XP_031844673.1, XP_031844674.1	XP_025993005.2, XP_039302703.1, XP_011170369.2
OG0001583	XP_031842700.1, XP_031842704.1, XP_031842703.1, XP_031842701.1	XP_011173101.1, XP_011173102.1
OG0001584	XP_031847584.1, XP_031847583.1	XP_011163216.1, XP_011163212.1
OG0001585	XP_031839011.1, XP_031839014.1	XP_011175980.2
OG0001586	XP_031839575.1, XP_031839576.1, XP_031839577.1, XP_031839574.1	XP_011172109.1
OG0001587	XP_031826521.1	XP_025992049.1
OG0001588	XP_031829015.1, XP_031829012.1, XP_031829014.1	XP_039302461.1, XP_025989691.2
OG0001589	XP_031833628.1	XP_011172968.1
OG0001590	XP_031848865.1	XP_011157497.2
OG0001591	XP_031850159.1	XP_011168160.3
OG0001592	XP_031842084.1	XP_011171154.1, XP_039310573.1, XP_039310572.1, XP_011171149.1, XP_011171150.1, XP_011171153.1, XP_011171152.1
OG0001593	XP_031842739.1, XP_031842737.1, XP_031842736.1	XP_025989465.2
OG0001594	XP_031848405.1, XP_031848413.1	XP_039313370.1
OG0001595	XP_031828163.1, XP_031828162.1, XP_031828161.1, XP_031828164.1	XP_011155321.1, XP_011155323.1
OG0001596	XP_031843681.1, XP_031843682.1	XP_011160525.1, XP_039308865.1
OG0001597	XP_031834741.1	XP_011161753.1
OG0001597	XP_031834903.1	XP_039302815.1
OG0001598	XP_031845188.1	NP_001291513.1, XP_039304810.1, NP_001291514.1
OG0001599	XP_031839950.1, XP_031839949.1, XP_031839952.1, XP_031839951.1, XP_031839954.1, XP_031839948.1, XP_031839953.1	XP_011163081.1
OG0001600	XP_031841942.1	XP_011165848.2
OG0001601	XP_031839452.1	XP_039303295.1
OG0001602	XP_031833421.1	XP_025988800.1
OG0001602	XP_031833423.1	XP_025988804.2
OG0001603	XP_031840356.1, XP_031840357.1	XP_039314417.1, XP_039314415.1, XP_011160104.1, XP_025987808.1, XP_025987807.1, XP_025987806.1, XP_025987809.1
OG0001604	XP_031841293.1	XP_039306393.1, XP_039306391.1
OG0001605	XP_031834422.1	XP_025993135.2, XP_039312161.1, XP_039312160.1
OG0001606	XP_031848730.1, XP_031827256.1	XP_039303892.1
OG0001607	XP_031848500.1, XP_031829359.1, XP_031829361.1, XP_031829364.1, XP_031829358.1, XP_031829362.1, XP_031829363.1	XP_025988460.1, XP_039305259.1
OG0001608	XP_031849876.1, XP_031849877.1	XP_039312323.1
OG0001609	XP_031837457.1, XP_031837454.1, XP_031837456.1, XP_031837455.1, XP_031837458.1	XP_025987980.1, XP_011157468.1, XP_011157467.1
OG0001611	XP_031838012.1, XP_031838015.1, XP_031838016.1, XP_031838013.1	XP_011157083.1
OG0001612	XP_031839394.1, XP_031839392.1	XP_025991527.2
OG0001614	XP_031828648.1	XP_039302685.1
OG0001615	XP_031834291.1	XP_011159603.1
OG0001616	XP_031835330.1	XP_011165539.1
OG0001617	XP_031836379.1	XP_025996452.1
OG0001619	XP_031844979.1	XP_039310054.1, XP_039310053.1, XP_025992244.2, XP_011169725.1
OG0001620	XP_031830106.1	XP_011172508.2
OG0001621	XP_031834010.1	XP_011163719.2
OG0001622	XP_031837740.1, XP_031837744.1, XP_031837746.1, XP_031837745.1, XP_031837748.1, XP_031837747.1, XP_031837750.1, XP_031837749.1, XP_031837751.1, XP_031837742.1, XP_031837741.1	XP_011163366.1
OG0001623	XP_031834432.1, XP_031834433.1	XP_011173601.1
OG0001624	XP_031826338.1	XP_025988947.1
OG0001625	XP_031830045.1, XP_031830043.1	XP_011158987.1
OG0001626	XP_031843775.1	XP_011166369.1
OG0001627	XP_031841048.1, XP_031841046.1, XP_031841049.1	XP_025992429.1
OG0001628	XP_031845338.1	XP_039313243.1, XP_011165694.2
OG0001629	XP_031842132.1	XP_011164801.1, NP_001291532.1
OG0001630	XP_031841245.1, XP_031841258.1	XP_011169550.2, XP_011169546.2
OG0001631	XP_031835641.1	XP_025994075.2
OG0001632	XP_031832990.1	XP_025996098.1, XP_039312892.1, XP_039312891.1
OG0001633	XP_031832359.1	XP_025990458.1
OG0001634	XP_031826904.1, XP_031826905.1, XP_031826906.1, XP_031826907.1, XP_031826908.1	XP_011163706.1
