Orthogroup	Nomia_melanderi	Bombyx_mori
OG0001317	XP_031825737.1	XP_004930755.1
OG0001317	XP_031842357.1	XP_004930756.1
OG0001318	XP_031838101.1, XP_031838105.1, XP_031838106.1, XP_031838103.1, XP_031838104.1, XP_031838102.1	XP_037866753.1, NP_001040253.1
OG0001320	XP_031826920.1, XP_031826921.1, XP_031826922.1	XP_004924759.1, XP_004924776.1
OG0001322	XP_031825279.1	XP_012545066.1, XP_012545062.1
OG0001323	XP_031830395.1, XP_031830396.1	NP_001166748.1
OG0001328	XP_031848264.1	XP_004923057.1
OG0001329	XP_031826433.1	XP_004927515.1, XP_037873856.1
OG0001330	XP_031829309.1	XP_037874170.1
OG0001331	XP_031830314.1, XP_031830315.1	XP_021204676.1, NP_001037564.1
OG0001332	XP_031827123.1	NP_001037586.1
OG0001333	XP_031839036.1, XP_031839044.1, XP_031839064.1, XP_031839054.1, XP_031839026.1	XP_037871533.1, NP_001037243.1
OG0001334	XP_031848710.1, XP_031848768.1	XP_012545428.1, NP_001136083.1
OG0001335	XP_031831030.1, XP_031831035.1	XP_004930207.1, XP_004930205.1
OG0001337	XP_031831567.1	XP_004930268.2, XP_012544537.2
OG0001338	XP_031835378.1	XP_037868459.1
OG0001339	XP_031844660.1	NP_001244268.1, NP_001266404.1
OG0001340	XP_031828602.1, XP_031828603.1	NP_001037165.1, XP_012545340.1
OG0001341	XP_031831053.1	XP_004932389.1
OG0001342	XP_031833558.1	XP_037866745.1, NP_001037011.1
OG0001343	XP_031832640.1, XP_031829559.1	XP_037875228.1
OG0001345	XP_031833915.1, XP_031833916.1, XP_031833917.1	XP_004930391.1
OG0001346	XP_031831357.1	XP_037867854.1, XP_037867853.1, XP_037867852.1
OG0001347	XP_031850371.1	XP_004924763.1
OG0001348	XP_031830189.1, XP_031830188.1	XP_037868035.1
OG0001349	XP_031843257.1	XP_037868296.1, XP_004932184.1
OG0001350	XP_031829515.1, XP_031829516.1, XP_031829514.1	XP_021206894.1, XP_037877388.1, XP_037877464.1, NP_001093288.1
OG0001351	XP_031843190.1, XP_031843189.1	XP_004927142.1
OG0001352	XP_031841391.1, XP_031841390.1	XP_012550733.1
OG0001353	XP_031843230.1, XP_031843222.1, XP_031843212.1, XP_031843250.1, XP_031843269.1, XP_031843260.1, XP_031843241.1	XP_004922173.1
OG0001354	XP_031825423.1	XP_037873431.1, XP_037873434.1
OG0001355	XP_031836234.1	XP_012552803.2
OG0001356	XP_031838885.1	XP_012548900.1
OG0001357	XP_031828079.1	XP_021209301.1, XP_021209300.1
OG0001359	XP_031826878.1	NP_001040366.1, XP_004930970.1
OG0001362	XP_031825612.1, XP_031825616.1	XP_004922990.2
OG0001363	XP_031848442.1, XP_031844040.1	XP_004929272.1
OG0001364	XP_031845393.1	XP_012552135.1
OG0001365	XP_031849162.1, XP_031849163.1, XP_031849159.1, XP_031849161.1, XP_031849158.1	NP_001171773.1
OG0001366	XP_031831702.1	XP_012552100.2, XP_021208338.1
OG0001368	XP_031837902.1	XP_004930597.1
OG0001369	XP_031826221.1, XP_031826222.1	XP_021209165.1, XP_004923234.1
OG0001370	XP_031831562.1, XP_031831564.1	XP_004925873.1
OG0001371	XP_031846829.1	XP_021208861.2
OG0001373	XP_031829064.1	XP_004924045.1, XP_037868833.1
OG0001375	XP_031836086.1	NP_001243941.1
OG0001376	XP_031838127.1	XP_037872952.1
OG0001377	XP_031836272.1, XP_031836271.1	XP_004928133.1
OG0001378	XP_031826385.1	XP_004933406.1
OG0001379	XP_031841510.1, XP_031841519.1	XP_021204324.1, XP_004927180.1
OG0001380	XP_031850548.1, XP_031850546.1, XP_031850543.1, XP_031850544.1, XP_031850547.1, XP_031850545.1	NP_001243931.1
OG0001381	XP_031843951.1, XP_031843957.1	XP_012544235.1
OG0001382	XP_031843723.1	XP_004924008.1, XP_037868775.1
OG0001383	XP_031845608.1, XP_031845607.1, XP_031845606.1, XP_031845609.1	XP_037871400.1
OG0001384	XP_031838470.1, XP_031838471.1	XP_037870879.1, XP_037870878.1, XP_037870877.1, XP_037870876.1, XP_037870875.1
OG0001385	XP_031825524.1	NP_001127743.1, XP_021205799.1, NP_001127738.1, XP_021205793.1, NP_001127718.1, XP_037873374.1
OG0001386	XP_031831495.1	XP_037877052.1
OG0001387	XP_031831431.1, XP_031831428.1, XP_031831425.1, XP_031831426.1, XP_031831433.1, XP_031831423.1, XP_031831424.1, XP_031831430.1, XP_031831429.1, XP_031831427.1, XP_031831432.1	XP_012551998.1, XP_012551999.1, XP_012552000.1
OG0001388	XP_031849768.1, XP_031849767.1, XP_031849769.1	XP_012551899.1, XP_012551818.1, XP_021207492.1, XP_012551932.1, XP_037869508.1
OG0001389	XP_031837756.1	XP_037866835.1, XP_021206196.1
OG0001390	XP_031832391.1, XP_031832390.1, XP_031832392.1	XP_004923976.1, XP_012543955.1
OG0001391	XP_031843905.1	XP_004931964.1, XP_012550804.1
OG0001392	XP_031842053.1	XP_004923286.3
OG0001393	XP_031826449.1, XP_031826448.1	NP_001108457.1, XP_012548872.1, NP_001108458.1
OG0001394	XP_031849011.1	XP_037872972.1, XP_037872971.1, XP_012551207.1
OG0001395	XP_031848889.1, XP_031827709.1, XP_031827726.1	XP_037868467.1
OG0001396	XP_031844734.1	XP_012546276.2
OG0001397	XP_031846201.1, XP_031846203.1, XP_031846202.1	XP_021208952.1, XP_037868947.1
OG0001398	XP_031844140.1	XP_037871681.1
OG0001399	XP_031839412.1	XP_021203857.1, XP_004926442.1, XP_021203856.1
OG0001400	XP_031829339.1	XP_004926572.1, XP_037870367.1
OG0001401	XP_031842683.1	XP_004923967.2
OG0001402	XP_031835822.1	XP_004931504.1
OG0001403	XP_031842747.1, XP_031842652.1	XP_037873037.1
OG0001404	XP_031849366.1, XP_031849367.1, XP_031849364.1, XP_031849365.1, XP_031849363.1	XP_037873980.1
OG0001405	XP_031836639.1	NP_001243976.1
OG0001406	XP_031845978.1	XP_037867555.1, XP_012549636.1
OG0001407	XP_031840571.1	XP_004932096.2
OG0001409	XP_031838861.1	XP_037872234.1, XP_037872231.1
OG0001410	XP_031842215.1	XP_021203216.2, XP_012545273.2, XP_012545274.2
OG0001413	XP_031832076.1, XP_031832078.1, XP_031832079.1, XP_031832075.1, XP_031832074.1, XP_031832073.1, XP_031832072.1, XP_031832077.1	XP_004931236.2
OG0001414	XP_031828996.1	XP_004926796.1
OG0001415	XP_031828398.1	XP_037877821.1, XP_037877823.1
OG0001416	XP_031844043.1, XP_031843941.1	XP_037866526.1
OG0001417	XP_031828788.1	XP_004921935.1, XP_037872611.1, XP_037872612.1
OG0001418	XP_031828555.1	XP_012547297.1
OG0001419	XP_031829129.1	XP_012548678.1
OG0001420	XP_031834856.1	XP_012552202.1, XP_037876612.1, XP_004922782.1
OG0001421	XP_031836420.1	XP_004929664.1
OG0001422	XP_031827885.1	XP_004932407.1
OG0001423	XP_031839233.1	XP_004923479.2
OG0001424	XP_031838252.1	XP_012544948.2
OG0001426	XP_031840044.1	XP_037870983.1
OG0001427	XP_031841959.1	XP_004927183.1
OG0001428	XP_031846609.1, XP_031846610.1	XP_037866655.1
OG0001429	XP_031840628.1	NP_001036947.1
OG0001430	XP_031843265.1	XP_037866431.1
OG0001434	XP_031847271.1, XP_031847269.1	XP_037876486.1
OG0001436	XP_031832816.1	XP_004922451.1, XP_004922450.1
OG0001437	XP_031827516.1, XP_031827515.1, XP_031827514.1	NP_001153671.1
OG0001440	XP_031848343.1	XP_004930927.1
OG0001441	XP_031829922.1	XP_037877608.1, XP_037877601.1
OG0001442	XP_031849773.1, XP_031849772.1, XP_031849770.1	NP_001119723.1
OG0001443	XP_031839788.1, XP_031825444.1	XP_037874392.1
OG0001444	XP_031831152.1, XP_031831154.1, XP_031846620.1	XP_012544068.1, XP_037876196.1, XP_037876194.1
OG0001445	XP_031833719.1, XP_031833714.1, XP_031833717.1, XP_031833720.1, XP_031833716.1, XP_031833715.1, XP_031833721.1, XP_031833722.1	NP_001164469.1
OG0001446	XP_031835816.1	XP_037872969.1
OG0001453	XP_031826053.1	NP_001037144.1, XP_012548545.1
OG0001455	XP_031846547.1	XP_004932665.1, XP_037875264.1
OG0001456	XP_031835688.1	XP_021209082.1
OG0001457	XP_031837818.1	XP_012549706.1
OG0001458	XP_031837239.1	NP_001243920.1
OG0001459	XP_031840415.1	XP_021209024.1
OG0001460	XP_031836190.1, XP_031836189.1	XP_012544554.1
OG0001461	XP_031833447.1	XP_012544433.2
OG0001462	XP_031836615.1, XP_031836617.1	XP_004929675.1, XP_004929676.1
OG0001463	XP_031828280.1	XP_037877408.1, XP_037877516.1, XP_037877454.1, XP_037877390.1, XP_037877345.1, XP_037877590.1, XP_037872607.1, XP_037872606.1
OG0001464	XP_031848791.1, XP_031848818.1	XP_021207479.1
OG0001465	XP_031835477.1	XP_004927891.1, XP_004927887.1
OG0001466	XP_031840296.1	XP_004934358.1
OG0001467	XP_031826432.1	XP_037869859.1, XP_037869858.1
OG0001468	XP_031835032.1, XP_031843462.1	NP_001036939.1
OG0001469	XP_031838554.1	XP_004923021.1, XP_004923022.1
OG0001470	XP_031828482.1	XP_021207359.1, XP_021207329.1
OG0001471	XP_031844584.1, XP_031844591.1	XP_004931777.2
OG0001472	XP_031840708.1	XP_004928523.1, NP_001266343.1
OG0001473	XP_031839580.1	XP_004921751.1
OG0001474	XP_031843810.1, XP_031843806.1, XP_031843807.1, XP_031843811.1, XP_031843805.1, XP_031843808.1	XP_004928242.1
OG0001475	XP_031839222.1	XP_004930737.1
OG0001476	XP_031841493.1	XP_012545928.1, XP_004926324.2
OG0001477	XP_031843862.1	XP_037877391.1, XP_037877482.1, XP_004929266.2
OG0001478	XP_031828088.1	NP_001170882.1, XP_012551408.1
OG0001479	XP_031835419.1, XP_031835424.1, XP_031835420.1, XP_031835421.1, XP_031835418.1, XP_031835425.1, XP_031835422.1, XP_031835423.1, XP_031835427.1, XP_031835426.1	NP_001036956.1, XP_012549120.1
OG0001480	XP_031846063.1, XP_031846064.1, XP_031846065.1	XP_004930565.1
OG0001481	XP_031834003.1, XP_031834002.1, XP_031834005.1	XP_012547389.2, XP_004927794.2
OG0001482	XP_031827181.1, XP_031827183.1	XP_021206661.1
OG0001484	XP_031848946.1	XP_012547006.1
OG0001485	XP_031829186.1	XP_004930031.2
OG0001485	XP_031850040.1	XP_004929453.1
OG0001486	XP_031829031.1	XP_012553363.1
OG0001487	XP_031843821.1	XP_012550436.1
OG0001488	XP_031838744.1, XP_031838742.1	XP_037869760.1
OG0001489	XP_031829423.1	XP_037868752.1
OG0001490	XP_031833723.1	XP_004924569.1
OG0001491	XP_031845887.1	XP_004925005.1
OG0001492	XP_031827035.1, XP_031827036.1	XP_004927896.1, XP_004927895.1, XP_004927894.1
OG0001494	XP_031827290.1	XP_037877591.1, XP_037867606.1
OG0001495	XP_031833273.1	XP_021207491.2
OG0001496	XP_031837039.1, XP_031837027.1	XP_004927986.1
OG0001497	XP_031850166.1, XP_031850167.1	XP_004928336.2
OG0001498	XP_031835154.1, XP_031835155.1	XP_037869992.1, XP_037870010.1
OG0001499	XP_031841392.1	XP_004928205.1
OG0001500	XP_031837942.1	XP_037871997.1, XP_012552773.2
OG0001501	XP_031826102.1, XP_031826101.1	XP_037866800.1
OG0001502	XP_031826090.1	XP_037868504.1, XP_037868499.1, XP_037868500.1, XP_037868495.1
OG0001503	XP_031849347.1	XP_021206043.2
OG0001504	XP_031844294.1	XP_004932089.1, XP_004932087.1, XP_021207668.1, XP_012550964.1
OG0001505	XP_031825302.1	XP_037867872.1
OG0001506	XP_031827621.1	XP_021202503.2
OG0001507	XP_031847411.1, XP_031847410.1	XP_004933054.1, XP_021208141.1
OG0001508	XP_031833325.1	NP_001091838.1, XP_012548520.2
OG0001509	XP_031829828.1, XP_031829826.1	XP_037874937.1
OG0001510	XP_031850226.1, XP_031835725.1	XP_037868375.1
OG0001511	XP_031840627.1	XP_037870240.1, NP_001106220.1
OG0001512	XP_031829643.1	XP_012547158.3
OG0001513	XP_031847083.1, XP_031847082.1	XP_004928885.1, XP_021205524.1, XP_037872382.1, XP_004928886.1
OG0001514	XP_031832788.1, XP_031832777.1	NP_001243989.1, XP_012551916.2
OG0001515	XP_031828025.1, XP_031828026.1	XP_037869339.1, XP_012552167.1, XP_004933624.1
OG0001516	XP_031843657.1, XP_031843656.1, XP_031843658.1, XP_031843655.1	XP_012548192.1
OG0001517	XP_031846961.1	XP_004930586.1
OG0001518	XP_031834301.1	XP_012547971.1
OG0001519	XP_031829022.1	XP_037877043.1
OG0001520	XP_031839816.1, XP_031839815.1	XP_004926900.1
OG0001522	XP_031849471.1	NP_001189459.1, XP_012547725.2
OG0001523	XP_031829443.1	XP_037867735.1
OG0001524	XP_031836831.1, XP_031836830.1, XP_031836829.1, XP_031836828.1	XP_004928551.2
OG0001525	XP_031842872.1	XP_004928511.1
OG0001526	XP_031848620.1, XP_031840071.1, XP_031840070.1	XP_037869703.1
OG0001527	XP_031843505.1	XP_012547691.1, XP_012547692.1, XP_004928271.1
OG0001529	XP_031849561.1	NP_001103396.1, XP_021202150.1
OG0001530	XP_031847195.1, XP_031847196.1	XP_004928962.1
OG0001531	XP_031831278.1	XP_004927972.1
OG0001533	XP_031837631.1	XP_037872089.1
OG0001534	XP_031841566.1, XP_031841565.1	XP_012548708.1
OG0001536	XP_031828307.1, XP_031828294.1	XP_021207987.1
OG0001537	XP_031827557.1	XP_004930078.1
OG0001538	XP_031828630.1	NP_001037049.1, XP_037873389.1
OG0001539	XP_031847605.1	NP_001182396.1
OG0001540	XP_031847112.1	XP_037866721.1, NP_001108344.1, XP_037866889.1
OG0001541	XP_031825960.1	XP_037869460.1
OG0001542	XP_031842282.1, XP_031842281.1	XP_004925578.2
OG0001543	XP_031846982.1, XP_031846983.1, XP_031846984.1, XP_031846981.1	XP_021208076.1
OG0001545	XP_031836862.1	XP_021205692.2
OG0001546	XP_031833599.1, XP_031833598.1, XP_031833597.1, XP_031833596.1, XP_031833595.1	XP_021202997.2
OG0001547	XP_031827553.1	XP_037875077.1
OG0001548	XP_031836897.1	XP_037871858.1
OG0001549	XP_031828566.1	XP_004926505.1, XP_037875796.1, XP_004926490.1, XP_004926488.1, XP_004926489.1
OG0001550	XP_031841469.1	NP_001127721.1
OG0001551	XP_031828278.1, XP_031828279.1	NP_001040440.1, XP_021205145.1
OG0001552	XP_031847706.1, XP_031847704.1	XP_037875658.1, XP_037875663.1
OG0001553	XP_031834372.1, XP_031834382.1, XP_031834391.1, XP_031834409.1, XP_031834416.1, XP_031834400.1	XP_004922085.1
OG0001554	XP_031841338.1, XP_031848676.1, XP_031841360.1	XP_021202702.2
OG0001555	XP_031831728.1	XP_004926499.2
OG0001556	XP_031844436.1, XP_031844428.1, XP_031844434.1, XP_031844435.1, XP_031844432.1, XP_031844433.1, XP_031844430.1, XP_031844431.1, XP_031844429.1, XP_031844437.1	XP_037869191.1
OG0001557	XP_031829095.1, XP_031829123.1	NP_001127732.1, XP_037868153.1
OG0001558	XP_031846366.1, XP_031846367.1, XP_031846365.1	XP_004922281.1
OG0001559	XP_031846388.1	XP_012550319.2
OG0001560	XP_031838087.1	XP_012553162.1, XP_012553161.2
OG0001561	XP_031842899.1	XP_004928449.2
OG0001562	XP_031827967.1	XP_037867104.1, XP_037867118.1
OG0001563	XP_031825794.1	XP_021204882.1
OG0001565	XP_031830523.1	XP_037874788.1
OG0001567	XP_031846190.1	NP_001036935.1, XP_037873779.1
OG0001568	XP_031833732.1, XP_031833729.1, XP_031833730.1, XP_031833733.1	XP_037876104.1, NP_001243990.1
OG0001569	XP_031832840.1	XP_037873304.1
OG0001570	XP_031847232.1	XP_012551718.2
OG0001571	XP_031836088.1	XP_037875923.1
OG0001572	XP_031838225.1	XP_004927967.1, XP_004927965.1
OG0001574	XP_031832399.1	XP_012553425.1, XP_021201980.1
OG0001575	XP_031845824.1	NP_001037325.1, NP_001037333.1
OG0001576	XP_031850534.1	XP_037877523.1, XP_037877396.1, XP_037877394.1, XP_037877392.1, XP_037866570.1
OG0001577	XP_031838344.1, XP_031838343.1	XP_037868606.1, NP_001106746.1
OG0001578	XP_031842276.1	NP_001127709.1, NP_001127751.1, XP_037874604.1
OG0001579	XP_031843797.1, XP_031843800.1	XP_037874676.1
OG0001580	XP_031830012.1, XP_031830010.1, XP_031830004.1	XP_004930748.1
OG0001581	XP_031831029.1	XP_012551182.2
OG0001582	XP_031844673.1, XP_031844674.1	XP_012550801.1
OG0001583	XP_031842700.1, XP_031842704.1, XP_031842703.1, XP_031842701.1	XP_004928527.1
OG0001584	XP_031847584.1, XP_031847583.1	XP_012546518.1, XP_012546512.1
OG0001586	XP_031839575.1, XP_031839576.1, XP_031839577.1, XP_031839574.1	XP_012545422.2, NP_001138795.1
OG0001587	XP_031826521.1	XP_004931594.2
OG0001588	XP_031829015.1, XP_031829012.1, XP_031829014.1	XP_037873144.1
OG0001589	XP_031833628.1	XP_021209162.1, XP_004925726.1, XP_004925727.1
OG0001591	XP_031850159.1	XP_004930937.1
OG0001592	XP_031842084.1	XP_004927023.1
OG0001593	XP_031842739.1, XP_031842737.1, XP_031842736.1	NP_001036870.1, XP_037867807.1
OG0001594	XP_031848405.1, XP_031848413.1	XP_004927503.2
OG0001595	XP_031828163.1, XP_031828162.1, XP_031828161.1, XP_031828164.1	XP_004922227.1, XP_021205276.1
OG0001596	XP_031843681.1, XP_031843682.1	XP_004926385.1
OG0001597	XP_031834903.1	XP_004927855.1
OG0001598	XP_031845188.1	XP_037876897.1, NP_001037309.1
OG0001599	XP_031839950.1, XP_031839949.1, XP_031839952.1, XP_031839951.1, XP_031839954.1, XP_031839948.1, XP_031839953.1	XP_037872272.1
OG0001600	XP_031841942.1	XP_021208437.1
OG0001601	XP_031839452.1	XP_012553340.2
OG0001602	XP_031833421.1, XP_031833423.1	XP_012553401.1, XP_004931415.1, XP_021201945.1
OG0001604	XP_031841293.1	XP_012549189.1, XP_012549190.1
OG0001605	XP_031834517.1, XP_031834422.1	NP_001040217.1, XP_012543931.1
OG0001606	XP_031848730.1, XP_031827256.1	NP_001296482.1, XP_004927952.1
OG0001608	XP_031849876.1, XP_031849877.1	XP_004931746.1
OG0001612	XP_031839394.1, XP_031839392.1	XP_021207912.2
OG0001614	XP_031828648.1	NP_001036780.1
OG0001615	XP_031834291.1	NP_001037213.1, XP_037872124.1
OG0001616	XP_031835330.1	NP_001040407.1
OG0001617	XP_031836379.1	NP_001040232.1
OG0001619	XP_031844979.1	XP_021205425.1, XP_004928959.1
OG0001620	XP_031830106.1	XP_004933138.1
OG0001621	XP_031834010.1	XP_004925826.2, XP_037877870.1
OG0001623	XP_031834432.1, XP_031834433.1	XP_037867510.1
OG0001624	XP_031826338.1	XP_004929294.1, XP_012548491.1, XP_004929295.1, XP_012548492.1
OG0001625	XP_031830045.1, XP_031830043.1	XP_037874467.1
OG0001626	XP_031843775.1	XP_004928349.1
OG0001627	XP_031841048.1, XP_031841046.1, XP_031841049.1	XP_004924826.1
OG0001628	XP_031845338.1	NP_001239350.1, XP_012553261.1
OG0001629	XP_031842132.1	XP_037873828.1, NP_001037261.1
OG0001630	XP_031841245.1, XP_031841258.1	XP_012546057.1, XP_012546059.1, XP_004926433.1
OG0001631	XP_031835641.1, XP_031848913.1	XP_004924824.1
OG0001632	XP_031832990.1	XP_037869971.1, XP_037869970.1, XP_037869973.1, XP_037869972.1
OG0001633	XP_031832359.1	XP_004930100.1
OG0001634	XP_031826904.1, XP_031826905.1, XP_031826906.1, XP_031826907.1, XP_031826908.1	XP_021204093.1, XP_021204095.1
OG0001635	XP_031826900.1, XP_031826903.1, XP_031826901.1	XP_004933692.1
OG0001636	XP_031834825.1	NP_001037295.1
OG0001637	XP_031830621.1	XP_004932373.2
OG0001638	XP_031839939.1, XP_031846856.1, XP_031846946.1	XP_037877824.1
OG0001639	XP_031845921.1	XP_004924180.1
OG0001640	XP_031838771.1	XP_004925552.1
OG0001641	XP_031825601.1	XP_037870957.1
OG0001642	XP_031834583.1, XP_031834581.1, XP_031834580.1, XP_031834582.1	XP_004927839.1
OG0001643	XP_031836700.1, XP_031836708.1, XP_031836736.1, XP_031836717.1, XP_031836726.1	XP_012546247.1
OG0001644	XP_031829905.1	XP_004931403.2, XP_012550302.2, XP_004931298.1
OG0001645	XP_031830812.1	XP_012550830.1, XP_012550828.1
OG0001646	XP_031842370.1, XP_031842369.1, XP_031842371.1, XP_031842372.1, XP_031842373.1	XP_037873850.1
OG0001647	XP_031833002.1, XP_031833003.1	XP_004923960.1
OG0001648	XP_031839384.1	XP_004921645.2
OG0001649	XP_031838162.1	NP_001040322.1
OG0001650	XP_031838027.1, XP_031838028.1, XP_031838026.1	XP_037870812.1
OG0001651	XP_031835645.1	XP_012550939.1
OG0001652	XP_031845777.1, XP_031845776.1	XP_037874387.1
OG0001653	XP_031835011.1	XP_004932298.1
OG0001654	XP_031841346.1, XP_031841345.1, XP_031841347.1	XP_037874808.1, XP_037874810.1
OG0001655	XP_031840400.1, XP_031840403.1, XP_031840402.1, XP_031840399.1, XP_031840395.1, XP_031840401.1, XP_031840397.1, XP_031840396.1, XP_031840398.1	XP_037870353.1, XP_004929896.1
OG0001656	XP_031843460.1, XP_031843461.1	XP_037874784.1
OG0001657	XP_031828070.1	XP_004923460.1
OG0001658	XP_031845086.1	XP_004929407.1
OG0001659	XP_031842781.1	XP_037867834.1, XP_037867832.1
OG0001660	XP_031838745.1	XP_012547355.1, XP_004927973.1, XP_021204730.1, XP_021204729.1, XP_021204727.1, XP_012547354.1, XP_012547353.1
OG0001661	XP_031830722.1	XP_012550425.1, XP_012550426.1
OG0001662	XP_031842975.1, XP_031842972.1	XP_037875847.1, XP_037875850.1
OG0001663	XP_031830949.1	XP_004924463.1
OG0001664	XP_031846630.1, XP_031846633.1	XP_037876251.1
OG0001665	XP_031835404.1	NP_001037676.1, XP_012550254.1
OG0001666	XP_031827309.1, XP_031827310.1	XP_004932903.1
OG0001667	XP_031825276.1, XP_031825275.1, XP_031825278.1, XP_031825277.1	XP_037873549.1, XP_037873548.1, XP_004933395.1
OG0001668	XP_031838281.1	XP_021207357.2
OG0001669	XP_031846532.1	XP_037872626.1
OG0001670	XP_031839004.1	XP_012547337.1
OG0001671	XP_031825890.1	XP_037869789.1
OG0001672	XP_031842152.1	XP_004927542.1
OG0001673	XP_031839115.1	XP_037875318.1
OG0001674	XP_031839364.1	XP_037868399.1
OG0001675	XP_031829591.1	XP_004932175.2
OG0001677	XP_031840261.1	XP_004926878.2
OG0001678	XP_031840452.1	XP_004933182.1, XP_021208293.1
OG0001679	XP_031849451.1	XP_012550552.1, NP_001040193.1
OG0001680	XP_031841525.1	XP_004931709.1
OG0001681	XP_031827727.1	XP_004925168.1
OG0001682	XP_031849461.1, XP_031849467.1	XP_037871731.1
OG0001684	XP_031847317.1	XP_004926136.1
OG0001686	XP_031842039.1	XP_012545103.1
OG0001687	XP_031840036.1	XP_021205581.2, XP_021205580.2, XP_004929203.2, XP_037877755.1
OG0001688	XP_031832826.1	XP_037873491.1, XP_037873494.1, XP_004925011.1, XP_012544838.1
OG0001689	XP_031827835.1	XP_004931070.1
OG0001690	XP_031845963.1, XP_031845962.1	XP_004933420.1, XP_004925492.1
OG0001693	XP_031832264.1	XP_037866559.1
OG0001694	XP_031840957.1, XP_031840960.1, XP_031840959.1	XP_012550686.1
OG0001695	XP_031842741.1	NP_001157388.1, XP_037869526.1
OG0001696	XP_031837569.1, XP_031837580.1	XP_037867835.1
OG0001697	XP_031842789.1, XP_031842788.1, XP_031842790.1	XP_037870401.1
OG0001699	XP_031832070.1, XP_031832069.1	XP_037868480.1
OG0001700	XP_031829500.1	XP_012545416.1, XP_012545413.1, XP_012545415.1, XP_021203348.1, XP_037867332.1, XP_037867330.1, XP_037867329.1
