Orthogroup	Nomia_melanderi	Megalopta_genalis
OG0001515	XP_031828025.1, XP_031828026.1	XP_033331960.1
OG0001516	XP_031843657.1, XP_031843656.1, XP_031843658.1, XP_031843655.1	XP_033339005.1
OG0001517	XP_031846961.1	XP_033324412.1
OG0001518	XP_031834301.1	XP_033333447.1, XP_033333446.1
OG0001519	XP_031829022.1	XP_033335127.1
OG0001520	XP_031839816.1	XP_033341995.1
OG0001520	XP_031839815.1	XP_033341994.1
OG0001522	XP_031849471.1	XP_033327915.1
OG0001523	XP_031829443.1	XP_033324854.1
OG0001524	XP_031836831.1, XP_031836830.1, XP_031836829.1, XP_031836828.1	XP_033323194.1, XP_033323193.1, XP_033323192.1
OG0001525	XP_031842872.1	XP_033341568.1
OG0001526	XP_031840071.1, XP_031840070.1	XP_033327852.1
OG0001527	XP_031843505.1	XP_033339255.1, XP_033339256.1
OG0001529	XP_031849561.1	XP_033321653.1
OG0001530	XP_031847195.1, XP_031847196.1	XP_033328918.1, XP_033328917.1, XP_033328919.1
OG0001531	XP_031831278.1	XP_033334035.1, XP_033334034.1
OG0001532	XP_031831909.1	XP_033329479.1
OG0001532	XP_031831912.1	XP_033329480.1
OG0001533	XP_031837631.1	XP_033322269.1, XP_033322277.1
OG0001534	XP_031841566.1, XP_031841565.1	XP_033332433.1
OG0001535	XP_031846345.1	XP_033338217.1, XP_033338218.1
OG0001536	XP_031828307.1	XP_033328996.1
OG0001537	XP_031827557.1	XP_033331322.1, XP_033331319.1
OG0001538	XP_031828630.1	XP_033331672.1
OG0001539	XP_031847605.1	XP_033339323.1
OG0001540	XP_031847112.1	XP_033341234.1
OG0001541	XP_031825960.1	XP_033340318.1
OG0001542	XP_031842282.1, XP_031842281.1	XP_033333820.1
OG0001543	XP_031846982.1, XP_031846983.1, XP_031846984.1, XP_031846981.1	XP_033324404.1, XP_033324402.1
OG0001545	XP_031836862.1	XP_033331183.1
OG0001546	XP_031833599.1, XP_031833598.1, XP_031833597.1, XP_031833596.1, XP_031833595.1	XP_033337144.1, XP_033337143.1
OG0001547	XP_031827553.1	XP_033325188.1
OG0001548	XP_031836897.1	XP_033323260.1
OG0001549	XP_031828566.1	XP_033333515.1
OG0001550	XP_031841469.1	XP_033335370.1, XP_033335371.1, XP_033335372.1, XP_033335373.1, XP_033335362.1, XP_033335369.1, XP_033335363.1, XP_033335364.1, XP_033335366.1, XP_033335367.1, XP_033335368.1
OG0001551	XP_031828278.1, XP_031828279.1	XP_033332177.1
OG0001552	XP_031847706.1, XP_031847704.1	XP_033331975.1
OG0001553	XP_031834372.1, XP_031834382.1, XP_031834391.1, XP_031834409.1, XP_031834416.1, XP_031834400.1	XP_033321525.1
OG0001554	XP_031848676.1	XP_033335487.1
OG0001554	XP_031841360.1	XP_033335482.1
OG0001555	XP_031831728.1	XP_033325608.1, XP_033325605.1, XP_033325607.1, XP_033325606.1, XP_033325609.1
OG0001556	XP_031844436.1, XP_031844428.1, XP_031844434.1, XP_031844435.1, XP_031844432.1, XP_031844433.1, XP_031844430.1, XP_031844431.1, XP_031844429.1, XP_031844437.1	XP_033330110.1
OG0001557	XP_031829095.1, XP_031829123.1	XP_033334702.1
OG0001558	XP_031846366.1, XP_031846367.1, XP_031846365.1	XP_033337704.1, XP_033337702.1, XP_033337703.1
OG0001559	XP_031846388.1	XP_033332966.1
OG0001561	XP_031842899.1	XP_033339970.1, XP_033339969.1, XP_033339972.1
OG0001562	XP_031827967.1	XP_033328357.1
OG0001563	XP_031825794.1	XP_033341462.1
OG0001565	XP_031830523.1	XP_033325424.1
OG0001567	XP_031846190.1	XP_033326103.1, XP_033326100.1
OG0001568	XP_031833732.1, XP_031833729.1, XP_031833730.1, XP_031833733.1	XP_033328178.1, XP_033328180.1
OG0001569	XP_031832840.1	XP_033336286.1, XP_033336285.1, XP_033336287.1, XP_033336289.1, XP_033336288.1
OG0001570	XP_031847232.1	XP_033322655.1, XP_033322657.1, XP_033322656.1
OG0001571	XP_031836088.1	XP_033328364.1
OG0001572	XP_031838225.1	XP_033339468.1
OG0001573	XP_031839197.1	XP_033328803.1
OG0001574	XP_031832399.1	XP_033330239.1
OG0001575	XP_031845824.1	XP_033323472.1
OG0001576	XP_031850534.1	XP_033323118.1
OG0001577	XP_031838344.1, XP_031838343.1	XP_033329340.1
OG0001578	XP_031842276.1	XP_033329773.1
OG0001579	XP_031843797.1, XP_031843800.1	XP_033340592.1
OG0001580	XP_031830012.1, XP_031830010.1, XP_031830004.1	XP_033337604.1, XP_033337605.1
OG0001581	XP_031831029.1	XP_033339616.1, XP_033339615.1
OG0001582	XP_031844673.1, XP_031844674.1	XP_033323093.1
OG0001583	XP_031842700.1, XP_031842704.1, XP_031842703.1, XP_031842701.1	XP_033324983.1, XP_033324986.1, XP_033324985.1, XP_033324982.1
OG0001584	XP_031847584.1, XP_031847583.1	XP_033328517.1, XP_033328521.1
OG0001585	XP_031839011.1	XP_033331088.1
OG0001585	XP_031839014.1	XP_033331092.1, XP_033331093.1
OG0001586	XP_031839575.1, XP_031839576.1, XP_031839577.1, XP_031839574.1	XP_033341972.1
OG0001587	XP_031826521.1	XP_033333475.1
OG0001588	XP_031829015.1, XP_031829012.1, XP_031829014.1	XP_033335121.1, XP_033335117.1
OG0001592	XP_031842084.1	XP_033326588.1, XP_033325215.1, XP_033325214.1
OG0001593	XP_031842739.1, XP_031842737.1, XP_031842736.1	XP_033320857.1
OG0001594	XP_031848405.1, XP_031848413.1	XP_033322653.1, XP_033322654.1
OG0001595	XP_031828163.1, XP_031828162.1, XP_031828161.1, XP_031828164.1	XP_033340635.1, XP_033340636.1
OG0001596	XP_031843681.1, XP_031843682.1	XP_033337111.1
OG0001598	XP_031845188.1	XP_033336974.1
OG0001599	XP_031839950.1, XP_031839949.1, XP_031839952.1, XP_031839951.1, XP_031839954.1, XP_031839948.1, XP_031839953.1	XP_033323629.1
OG0001600	XP_031841942.1	XP_033339991.1, XP_033339992.1, XP_033339990.1
OG0001601	XP_031839452.1	XP_033341217.1, XP_033341216.1, XP_033341205.1
OG0001602	XP_031833421.1	XP_033328040.1
OG0001602	XP_031833423.1	XP_033328041.1
OG0001603	XP_031840356.1, XP_031840357.1	XP_033330414.1, XP_033330422.1, XP_033330429.1
OG0001605	XP_031834422.1	XP_033338293.1
OG0001606	XP_031827256.1	XP_033338831.1
OG0001607	XP_031829359.1, XP_031829361.1, XP_031829364.1, XP_031829358.1, XP_031829362.1, XP_031829363.1	XP_033336917.1
OG0001608	XP_031849876.1, XP_031849877.1	XP_033334922.1
OG0001609	XP_031837457.1, XP_031837454.1, XP_031837456.1, XP_031837455.1, XP_031837458.1	XP_033338735.1
OG0001611	XP_031838012.1, XP_031838015.1, XP_031838016.1, XP_031838013.1	XP_033322576.1
OG0001612	XP_031839394.1, XP_031839392.1	XP_033323072.1
OG0001614	XP_031828648.1	XP_033337936.1, XP_033337934.1
OG0001615	XP_031834291.1	XP_033341753.1
OG0001616	XP_031835330.1	XP_033342748.1, XP_033342747.1
OG0001617	XP_031836379.1	XP_033330712.1
OG0001619	XP_031844979.1	XP_033341836.1, XP_033341837.1, XP_033341835.1
OG0001620	XP_031830106.1	XP_033327573.1, XP_033327574.1, XP_033327571.1
OG0001621	XP_031834010.1	XP_033332724.1
OG0001622	XP_031837740.1, XP_031837744.1, XP_031837746.1, XP_031837745.1, XP_031837748.1, XP_031837747.1, XP_031837750.1, XP_031837749.1, XP_031837751.1, XP_031837742.1, XP_031837741.1	XP_033337476.1
OG0001623	XP_031834432.1, XP_031834433.1	XP_033332377.1
OG0001624	XP_031826338.1	XP_033325167.1
OG0001625	XP_031830045.1, XP_031830043.1	XP_033327626.1, XP_033327627.1
OG0001626	XP_031843775.1	XP_033330427.1
OG0001627	XP_031841048.1, XP_031841046.1, XP_031841049.1	XP_033322073.1
OG0001628	XP_031845338.1	XP_033338104.1
OG0001629	XP_031842132.1	XP_033321365.1
OG0001630	XP_031841245.1	XP_033325738.1, XP_033325745.1
OG0001631	XP_031835641.1	XP_033342689.1
OG0001632	XP_031832990.1	XP_033336061.1
OG0001633	XP_031832359.1	XP_033331985.1
OG0001634	XP_031826904.1, XP_031826905.1, XP_031826906.1, XP_031826907.1, XP_031826908.1	XP_033332462.1, XP_033332463.1
OG0001635	XP_031826900.1, XP_031826903.1, XP_031826901.1	XP_033332548.1, XP_033332549.1
OG0001637	XP_031830621.1	XP_033340713.1
OG0001638	XP_031846856.1, XP_031846946.1	XP_033321532.1
OG0001639	XP_031845921.1	XP_033335751.1
OG0001640	XP_031838771.1	XP_033331048.1
OG0001641	XP_031825601.1	XP_033337119.1
OG0001643	XP_031836700.1, XP_031836708.1, XP_031836736.1, XP_031836717.1, XP_031836726.1	XP_033335649.1
OG0001644	XP_031829905.1	XP_033330310.1
OG0001645	XP_031830812.1	XP_033327269.1, XP_033327268.1
OG0001646	XP_031842370.1, XP_031842369.1, XP_031842371.1, XP_031842372.1, XP_031842373.1	XP_033333828.1
OG0001647	XP_031833002.1, XP_031833003.1	XP_033330811.1
OG0001648	XP_031839384.1	XP_033341546.1
OG0001649	XP_031838162.1	XP_033321164.1
OG0001650	XP_031838027.1, XP_031838028.1, XP_031838026.1	XP_033333007.1
OG0001651	XP_031835645.1	XP_033342552.1
OG0001652	XP_031845777.1	XP_033329489.1
OG0001652	XP_031845776.1	XP_033329488.1
OG0001653	XP_031835011.1	XP_033330393.1
OG0001654	XP_031841346.1, XP_031841345.1, XP_031841347.1	XP_033335314.1
OG0001655	XP_031840400.1, XP_031840403.1, XP_031840402.1, XP_031840399.1, XP_031840395.1, XP_031840401.1, XP_031840397.1, XP_031840396.1, XP_031840398.1	XP_033328947.1
OG0001656	XP_031843460.1, XP_031843461.1	XP_033325688.1
OG0001657	XP_031828070.1	XP_033340678.1, XP_033340677.1
OG0001658	XP_031845086.1	XP_033337091.1
OG0001659	XP_031842781.1	XP_033324801.1
OG0001660	XP_031838745.1	XP_033320807.1
OG0001661	XP_031830722.1	XP_033320894.1
OG0001662	XP_031842972.1	XP_033322366.1
OG0001663	XP_031830949.1	XP_033325545.1, XP_033325546.1, XP_033325543.1, XP_033325547.1, XP_033325548.1
OG0001664	XP_031846630.1, XP_031846633.1	XP_033324394.1
OG0001665	XP_031835404.1	XP_033342879.1
OG0001666	XP_031827309.1, XP_031827310.1	XP_033332593.1, XP_033332594.1, XP_033332595.1
OG0001667	XP_031825276.1, XP_031825275.1, XP_031825278.1, XP_031825277.1	XP_033327987.1
OG0001668	XP_031838281.1	XP_033322995.1, XP_033322996.1, XP_033322994.1
OG0001669	XP_031846532.1	XP_033336705.1
OG0001670	XP_031839004.1	XP_033322617.1, XP_033322616.1
OG0001671	XP_031825890.1	XP_033320978.1
OG0001672	XP_031842152.1	XP_033321312.1
OG0001673	XP_031839115.1	XP_033323992.1, XP_033327288.1
OG0001674	XP_031839364.1	XP_033328606.1, XP_033328605.1
OG0001675	XP_031829591.1	XP_033335980.1
OG0001676	XP_031840461.1	XP_033331076.1
OG0001677	XP_031840261.1	XP_033329150.1
OG0001678	XP_031840452.1	XP_033330208.1
OG0001679	XP_031849451.1	XP_033342295.1, XP_033342294.1, XP_033342296.1
OG0001680	XP_031841525.1	XP_033338623.1
OG0001681	XP_031827727.1	XP_033332236.1
OG0001682	XP_031849461.1, XP_031849467.1	XP_033327515.1, XP_033327533.1
OG0001683	XP_031832193.1, XP_031832196.1, XP_031832195.1, XP_031832194.1	XP_033329603.1, XP_033329604.1
OG0001684	XP_031847317.1	XP_033341680.1
OG0001685	XP_031848351.1, XP_031848353.1, XP_031848349.1, XP_031848350.1, XP_031848352.1	XP_033338267.1
OG0001686	XP_031842039.1	XP_033342792.1
OG0001687	XP_031840036.1	XP_033323437.1
OG0001688	XP_031832826.1	XP_033336256.1
OG0001689	XP_031827835.1	XP_033334832.1
OG0001690	XP_031845963.1, XP_031845962.1	XP_033335859.1, XP_033335857.1
OG0001691	XP_031849612.1, XP_031849631.1, XP_031849602.1, XP_031849622.1	XP_033324459.1
OG0001692	XP_031827234.1, XP_031827238.1, XP_031827237.1, XP_031827239.1, XP_031827236.1	XP_033338547.1, XP_033339979.1
OG0001693	XP_031832264.1	XP_033334042.1
OG0001694	XP_031840957.1, XP_031840960.1, XP_031840959.1	XP_033322137.1
OG0001695	XP_031842741.1	XP_033324788.1
OG0001696	XP_031837569.1, XP_031837580.1	XP_033328992.1
OG0001697	XP_031842789.1, XP_031842788.1, XP_031842790.1	XP_033320906.1, XP_033320897.1
OG0001699	XP_031832070.1, XP_031832069.1	XP_033329273.1, XP_033329278.1, XP_033329277.1, XP_033329275.1, XP_033329274.1
OG0001700	XP_031829500.1	XP_033330580.1, XP_033330582.1
OG0001703	XP_031838862.1	XP_033322886.1
OG0001704	XP_031841304.1	XP_033340004.1
OG0001706	XP_031829174.1	XP_033339728.1
OG0001707	XP_031844027.1, XP_031844028.1, XP_031844029.1, XP_031844030.1	XP_033332633.1
OG0001708	XP_031832209.1	XP_033329224.1, XP_033329226.1
OG0001709	XP_031844192.1, XP_031844195.1	XP_033321919.1
OG0001710	XP_031839878.1, XP_031834269.1	XP_033321579.1
OG0001711	XP_031829368.1	XP_033336914.1
OG0001712	XP_031844403.1	XP_033333873.1, XP_033333908.1
OG0001713	XP_031847260.1	XP_033339348.1
OG0001714	XP_031847682.1	XP_033341279.1
OG0001715	XP_031834273.1, XP_031834271.1, XP_031834272.1, XP_031834275.1, XP_031834276.1, XP_031834274.1	XP_033333962.1
OG0001717	XP_031842230.1	XP_033333786.1
OG0001718	XP_031828053.1	XP_033328315.1
OG0001719	XP_031832466.1, XP_031832465.1	XP_033325254.1
OG0001720	XP_031841824.1, XP_031841825.1	XP_033332755.1
OG0001721	XP_031834473.1	XP_033326442.1
OG0001722	XP_031825414.1	XP_033334018.1
OG0001723	XP_031825742.1	XP_033341640.1
OG0001724	XP_031833908.1, XP_031833907.1, XP_031833909.1	XP_033328109.1
OG0001725	XP_031827004.1, XP_031826998.1, XP_031827001.1, XP_031827000.1, XP_031827003.1, XP_031827002.1, XP_031827005.1	XP_033335517.1
OG0001727	XP_031830994.1	XP_033320981.1
OG0001728	XP_031841599.1	XP_033335316.1, XP_033335330.1
OG0001729	XP_031843847.1	XP_033325478.1
OG0001730	XP_031845461.1	XP_033336961.1, XP_033336973.1
OG0001731	XP_031840225.1, XP_031840224.1	XP_033321051.1, XP_033321053.1
OG0001732	XP_031825632.1	XP_033337160.1, XP_033337161.1, XP_033337158.1
OG0001733	XP_031828990.1	XP_033333659.1, XP_033333651.1
OG0001734	XP_031843964.1	XP_033328701.1
OG0001735	XP_031839632.1	XP_033342086.1, XP_033342085.1
OG0001736	XP_031836891.1	XP_033329850.1
OG0001737	XP_031840375.1	XP_033330439.1
OG0001738	XP_031832271.1	XP_033334409.1
OG0001739	XP_031830403.1, XP_031830404.1, XP_031830405.1	XP_033331725.1, XP_033339903.1, XP_033331565.1
OG0001740	XP_031847749.1	XP_033331453.1
OG0001741	XP_031832270.1	XP_033334407.1, XP_033334406.1
OG0001742	XP_031838273.1	XP_033339438.1
OG0001743	XP_031835988.1, XP_031835987.1, XP_031835989.1	XP_033330230.1
OG0001744	XP_031844786.1	XP_033322295.1
OG0001744	XP_031844787.1	XP_033322296.1
OG0001745	XP_031845646.1, XP_031845736.1	XP_033342401.1
OG0001746	XP_031847008.1	XP_033324433.1
OG0001747	XP_031834812.1, XP_031834813.1, XP_031834815.1	XP_033342101.1
OG0001748	XP_031839883.1	XP_033341803.1, XP_033341822.1
OG0001749	XP_031832543.1	XP_033340152.1
OG0001749	XP_031832552.1	XP_033340159.1
OG0001750	XP_031838674.1	XP_033333620.1, XP_033333619.1
OG0001751	XP_031840011.1	XP_033341955.1
OG0001752	XP_031848043.1	XP_033323998.1
OG0001753	XP_031830444.1	XP_033340758.1
OG0001754	XP_031839242.1	XP_033328816.1, XP_033328817.1
OG0001755	XP_031847626.1	XP_033339158.1
OG0001756	XP_031828217.1, XP_031828219.1, XP_031828218.1	XP_033330164.1
OG0001757	XP_031836013.1	XP_033331548.1
OG0001758	XP_031833565.1	XP_033337238.1
OG0001759	XP_031834927.1, XP_031834922.1, XP_031834926.1, XP_031834932.1, XP_031834929.1, XP_031834930.1, XP_031834925.1, XP_031834924.1, XP_031834923.1, XP_031834921.1, XP_031834928.1	XP_033321524.1
OG0001760	XP_031826574.1, XP_031826572.1, XP_031826573.1, XP_031826577.1, XP_031826578.1, XP_031826576.1	XP_033337146.1
OG0001761	XP_031830715.1, XP_031830718.1, XP_031830719.1, XP_031830716.1, XP_031830717.1	XP_033340643.1, XP_033340642.1, XP_033340641.1
OG0001762	XP_031843907.1, XP_031843906.1	XP_033340719.1, XP_033340721.1, XP_033340722.1, XP_033340723.1, XP_033340720.1
OG0001763	XP_031849416.1	XP_033342962.1, XP_033342960.1, XP_033342961.1
OG0001764	XP_031845677.1	XP_033324121.1
OG0001765	XP_031841393.1, XP_031841394.1	XP_033335227.1
OG0001766	XP_031849723.1	XP_033342642.1
OG0001767	XP_031825332.1, XP_031825333.1	XP_033324255.1, XP_033324254.1
OG0001768	XP_031831083.1	XP_033340879.1
OG0001769	XP_031844864.1	XP_033330762.1, XP_033330635.1
OG0001771	XP_031833495.1, XP_031833497.1	XP_033323850.1, XP_033323851.1, XP_033323852.1, XP_033323853.1, XP_033323849.1, XP_033323848.1
OG0001772	XP_031828039.1, XP_031828038.1, XP_031828037.1, XP_031828043.1, XP_031828042.1, XP_031828041.1, XP_031828040.1	XP_033340739.1, XP_033340738.1, XP_033340737.1
OG0001773	XP_031826684.1	XP_033339488.1, XP_033339849.1, XP_033332459.1
OG0001773	XP_031826944.1	XP_033330976.1
OG0001774	XP_031846267.1	XP_033331574.1, XP_033333645.1
OG0001775	XP_031827233.1, XP_031827232.1	XP_033339835.1, XP_033338545.1
OG0001776	XP_031843430.1	XP_033327937.1
OG0001777	XP_031835952.1	XP_033331520.1, XP_033331423.1
OG0001778	XP_031831287.1, XP_031831286.1	XP_033325625.1
OG0001779	XP_031825865.1	XP_033331694.1
OG0001780	XP_031832634.1	XP_033336217.1
OG0001781	XP_031838612.1	XP_033333357.1
OG0001782	XP_031826370.1	XP_033340424.1, XP_033340425.1, XP_033340426.1, XP_033340421.1, XP_033340422.1, XP_033340423.1
OG0001783	XP_031840584.1, XP_031840586.1, XP_031840585.1	XP_033340312.1
OG0001784	XP_031846360.1, XP_031846361.1, XP_031846362.1	XP_033337484.1
OG0001785	XP_031846146.1, XP_031846147.1	XP_033332190.1, XP_033332191.1
OG0001786	XP_031842036.1, XP_031842034.1	XP_033340093.1
OG0001787	XP_031825926.1	XP_033325473.1, XP_033325474.1
OG0001788	XP_031839266.1, XP_031839267.1	XP_033328800.1, XP_033328801.1, XP_033328799.1
OG0001789	XP_031843335.1, XP_031843336.1	XP_033339270.1
OG0001790	XP_031847472.1	XP_033340405.1
OG0001791	XP_031839669.1	XP_033321506.1
OG0001792	XP_031827617.1, XP_031827615.1, XP_031827616.1, XP_031827614.1	XP_033335272.1, XP_033335274.1
OG0001793	XP_031848318.1, XP_031848292.1, XP_031848300.1, XP_031848309.1	XP_033322777.1, XP_033322778.1, XP_033322775.1, XP_033322776.1, XP_033322779.1
OG0001794	XP_031846341.1	XP_033338249.1
OG0001794	XP_031846344.1	XP_033338250.1
OG0001795	XP_031833431.1	XP_033328261.1
OG0001796	XP_031826710.1	XP_033339909.1, XP_033326366.1
OG0001797	XP_031831441.1	XP_033321346.1
OG0001799	XP_031845574.1, XP_031845573.1, XP_031845575.1	XP_033336893.1
OG0001800	XP_031837609.1	XP_033341184.1, XP_033341185.1, XP_033341183.1
OG0001801	XP_031847175.1	XP_033322697.1
OG0001803	XP_031845154.1	XP_033338050.1
OG0001804	XP_031833405.1, XP_031833404.1	XP_033328045.1, XP_033328044.1
OG0001805	XP_031829576.1	XP_033336397.1
OG0001806	XP_031844730.1, XP_031844737.1	XP_033341086.1
OG0001807	XP_031846848.1	XP_033340194.1
OG0001808	XP_031839822.1	XP_033341843.1
OG0001809	XP_031828089.1, XP_031828090.1	XP_033331854.1, XP_033331835.1, XP_033331845.1
OG0001810	XP_031841874.1	XP_033332827.1
OG0001811	XP_031849509.1	XP_033341019.1
OG0001812	XP_031841038.1	XP_033321917.1
OG0001813	XP_031846496.1, XP_031846487.1	XP_033337360.1
OG0001814	XP_031828671.1	XP_033325836.1, XP_033325833.1
OG0001815	XP_031830940.1	XP_033339582.1, XP_033339583.1
OG0001816	XP_031835110.1	XP_033339115.1, XP_033339116.1
OG0001817	XP_031841477.1, XP_031841479.1, XP_031841478.1, XP_031841476.1	XP_033338408.1
OG0001818	XP_031848179.1	XP_033324037.1, XP_033324036.1
OG0001819	XP_031829378.1	XP_033336925.1
OG0001820	XP_031843675.1	XP_033337108.1
OG0001821	XP_031837582.1	XP_033328769.1, XP_033328770.1
OG0001822	XP_031832110.1	XP_033333045.1, XP_033333043.1, XP_033333041.1, XP_033333048.1, XP_033333042.1, XP_033333047.1, XP_033333046.1
OG0001823	XP_031843246.1	XP_033324872.1
OG0001825	XP_031839932.1, XP_031839933.1	XP_033342028.1, XP_033322495.1, XP_033322496.1
OG0001826	XP_031828237.1	XP_033332327.1
OG0001827	XP_031843330.1	XP_033339261.1
OG0001828	XP_031846759.1	XP_033340413.1, XP_033340412.1
OG0001829	XP_031844626.1	XP_033333302.1
OG0001830	XP_031833585.1, XP_031833587.1, XP_031833588.1, XP_031833589.1, XP_031833582.1, XP_031833584.1, XP_031833586.1	XP_033337253.1
OG0001831	XP_031833024.1	XP_033335982.1
OG0001832	XP_031847523.1	XP_033342646.1, XP_033342636.1
OG0001833	XP_031848951.1	XP_033320819.1
OG0001834	XP_031849798.1, XP_031849797.1	XP_033334784.1, XP_033334783.1
OG0001835	XP_031844534.1	XP_033323101.1
OG0001836	XP_031832946.1	XP_033336701.1
OG0001837	XP_031835392.1	XP_033342830.1
OG0001838	XP_031830797.1	XP_033340650.1
OG0001839	XP_031829772.1	XP_033336632.1, XP_033336622.1
OG0001840	XP_031833557.1, XP_031833559.1	XP_033337232.1
OG0001841	XP_031831727.1	XP_033321309.1
OG0001843	XP_031838053.1	XP_033331786.1
OG0001844	XP_031845966.1	XP_033336659.1, XP_033336660.1
OG0001845	XP_031829717.1	XP_033332610.1
OG0001846	XP_031833525.1, XP_031833523.1	XP_033328152.1
OG0001847	XP_031841389.1	XP_033330093.1, XP_033330094.1
OG0001848	XP_031828019.1, XP_031828018.1	XP_033329418.1
OG0001849	XP_031831929.1	XP_033333140.1
OG0001850	XP_031829651.1	XP_033330793.1
OG0001851	XP_031827273.1	XP_033338488.1, XP_033338487.1, XP_033338486.1
OG0001852	XP_031849323.1, XP_031849319.1, XP_031849318.1, XP_031849321.1, XP_031849320.1, XP_031849322.1	XP_033343065.1, XP_033343064.1, XP_033343063.1, XP_033343062.1, XP_033343066.1
OG0001853	XP_031835005.1	XP_033325669.1, XP_033325670.1
OG0001855	XP_031841759.1	XP_033331359.1
OG0001856	XP_031846377.1	XP_033338084.1
OG0001857	XP_031841929.1, XP_031841909.1, XP_031841918.1	XP_033339986.1
OG0001858	XP_031844372.1, XP_031844373.1, XP_031844374.1	XP_033330211.1
OG0001859	XP_031827700.1	XP_033334191.1
OG0001861	XP_031833478.1, XP_031833475.1, XP_031833476.1, XP_031833473.1, XP_031833471.1, XP_031833472.1, XP_031833477.1	XP_033324078.1
OG0001862	XP_031847189.1	XP_033322706.1
OG0001863	XP_031830376.1	XP_033327491.1, XP_033327490.1
OG0001864	XP_031836319.1	XP_033339863.1
OG0001865	XP_031828286.1	XP_033333139.1, XP_033333147.1
OG0001866	XP_031829566.1	XP_033336383.1
OG0001867	XP_031831307.1	XP_033332172.1, XP_033332173.1
OG0001868	XP_031850261.1, XP_031850259.1	XP_033334802.1
OG0001869	XP_031842798.1	XP_033321176.1
OG0001870	XP_031848449.1	XP_033322633.1
