Orthogroup	Drosophila_melanogaster	Dufourea_novaeangliae
OG0001883	NP_650805.1	XP_015438160.1
OG0001884	NP_001188772.1	XP_015435161.1
OG0001885	NP_001262303.1	XP_015433202.1
OG0001886	NP_001261166.1	XP_015430845.1
OG0001887	NP_723772.2	XP_015430843.1
OG0001888	NP_001286416.1	XP_015430204.1
OG0001889	NP_651593.1	XP_015438148.1, XP_015438141.1
OG0001890	NP_609530.1	XP_015434060.1
OG0001891	NP_476733.1	XP_015440036.1
OG0001892	NP_001245925.1, NP_611294.1	XP_015440072.1, XP_015440073.1
OG0001893	NP_477049.2	XP_015430593.1
OG0001894	NP_001137875.1	XP_015430055.1, XP_015430053.1, XP_015430052.1, XP_015430054.1, XP_015430056.1, XP_015430051.1
OG0001895	NP_524651.2	XP_015439234.1
OG0001896	NP_609570.1	XP_015438399.1
OG0001897	NP_611140.3	XP_015432138.1
OG0001898	NP_001263035.1	XP_015434801.1
OG0001899	NP_724878.2	XP_015437370.1
OG0001900	NP_001259735.1	XP_015435107.1
OG0001901	NP_651080.2	XP_015437320.1
OG0001902	NP_001286818.1	XP_015435627.1
OG0001903	NP_001285675.1	XP_015429925.1
OG0001905	NP_001287263.1	XP_015433269.1
OG0001906	NP_001245625.1	XP_015438434.1
OG0001908	NP_650314.1	XP_015437153.1
OG0001909	NP_001033913.1	XP_015440209.1
OG0001910	NP_648745.1	XP_015433997.1
OG0001912	NP_001286124.1	XP_015433690.1
OG0001913	NP_524909.1	XP_015431486.1
OG0001914	NP_608998.2, NP_001188704.1	XP_015431801.1
OG0001915	NP_001014612.1	XP_015433363.1
OG0001916	NP_648272.1	XP_015428552.1
OG0001917	NP_611237.2	XP_015431859.1
OG0001919	NP_610950.2	XP_015435780.1
OG0001920	NP_608361.3	XP_015438499.1
OG0001921	NP_001036438.1	XP_015433952.1, XP_015430139.1
OG0001922	NP_001246140.1	XP_015433698.1, XP_015433700.1
OG0001923	NP_726381.1	XP_015434670.1
OG0001924	NP_609384.1	XP_015431830.1
OG0001925	NP_476618.1	XP_015440515.1
OG0001926	NP_609736.1	XP_015437501.1
OG0001927	NP_524688.1	XP_015432693.1
OG0001928	NP_001261246.1	XP_015431266.1
OG0001929	NP_001260566.1, NP_001260567.1	XP_015438534.1
OG0001930	NP_650547.1	XP_015437649.1
OG0001931	NP_001097135.1	XP_015429157.1
OG0001933	NP_524431.2	XP_015429918.1
OG0001935	NP_001015254.1	XP_015429168.1
OG0001936	NP_001286158.1	XP_015437464.1
OG0001937	NP_001259619.1	XP_015436344.1
OG0001938	NP_001286427.1	XP_015433114.1
OG0001939	NP_649157.1	XP_015431077.1, XP_015431078.1
OG0001940	NP_001287364.1	XP_015429924.1
OG0001941	NP_001368962.1	XP_015435926.1
OG0001942	NP_001260565.1, NP_476804.1	XP_015438645.1
OG0001943	NP_001188918.1, NP_651214.2	XP_015436752.1, XP_015436751.1, XP_015436753.1
OG0001944	NP_001163494.1	XP_015435375.1
OG0001945	NP_572873.2	XP_015428388.1
OG0001946	NP_001303420.1	XP_015437315.1
OG0001947	NP_649796.1	XP_015438019.1
OG0001949	NP_001285813.1	XP_015433773.1
OG0001950	NP_001261595.1	XP_015435899.1
OG0001951	NP_726846.1	XP_015429402.1, XP_015429403.1
OG0001952	NP_001245466.1	XP_015430425.1
OG0001953	NP_788450.1	XP_015428771.1, XP_015428678.1
OG0001954	NP_001263037.1	XP_015434626.1
OG0001956	NP_610804.1	XP_015438312.1
OG0001959	NP_649972.1	XP_015440131.1
OG0001960	NP_001261726.1, NP_524993.3, NP_001027247.1	XP_015434783.1
OG0001961	NP_001286875.1	XP_015434371.1
OG0001962	NP_609989.1, NP_609990.1, NP_001188850.1	XP_015432289.1
OG0001963	NP_648053.1	XP_015435997.1
OG0001964	NP_001287227.1	XP_015440087.1
OG0001965	NP_001285968.1, NP_723939.1, NP_728540.1, NP_612051.1	XP_015436287.1
OG0001966	NP_001286827.1	XP_015434083.1
OG0001967	NP_001262353.1	XP_015440162.1
OG0001968	NP_001097756.1	XP_015434817.1, XP_015434818.1
OG0001969	NP_001259204.1	XP_015436563.1
OG0001971	NP_723787.1	XP_015436775.1
OG0001973	NP_726095.2	XP_015436237.1, XP_015436235.1
OG0001974	NP_648645.1	XP_015431561.1
OG0001975	NP_001260979.1	XP_015431855.1
OG0001976	NP_001138150.1	XP_015434488.1
OG0001977	NP_611067.2	XP_015434406.1
OG0001981	NP_649298.2, NP_001262144.1, NP_001287140.1	XP_015436123.1
OG0001983	NP_610838.1	XP_015437394.1
OG0001987	NP_001356937.1	XP_015432385.1
OG0001988	NP_524001.2	XP_015436771.1
OG0001989	NP_001260098.1, NP_001284837.1	XP_015435807.1
OG0001990	NP_788760.1	XP_015436585.1, XP_015437377.1
OG0001991	NP_001262998.1	XP_015440304.1
OG0001992	NP_001245552.1	XP_015429340.1
OG0001993	NP_611538.1	XP_015428785.1
OG0001994	NP_651072.1	XP_015429597.1
OG0001995	NP_523355.2	XP_015429226.1
OG0001996	NP_524991.1, NP_649393.1, NP_724787.1	XP_015428730.1
OG0001997	NP_996267.1	XP_015433227.1
OG0001998	NP_651780.1	XP_015431729.1
OG0001999	NP_523428.1	XP_015429728.1
OG0002000	NP_726490.3	XP_015428703.1
OG0002001	NP_001285572.1	XP_015438325.1
OG0002002	NP_001027274.2, NP_001260458.1	XP_015438333.1
OG0002003	NP_001259998.1	XP_015434769.1, XP_015434768.1
OG0002004	NP_650776.1	XP_015431663.1
OG0002005	NP_647640.1	XP_015429376.1
OG0002006	NP_001247376.1, NP_001247375.1	XP_015435248.1
OG0002007	NP_001261689.1	XP_015440384.1
OG0002009	NP_001027401.1	XP_015439786.1
OG0002010	NP_651600.1	XP_015429577.1, XP_015429576.1
OG0002011	NP_001286589.1	XP_015428658.1
OG0002012	NP_001014582.1, NP_524041.2	XP_015432233.1
OG0002013	NP_001245550.1	XP_015429604.1
OG0002014	NP_476562.1	XP_015428636.1
OG0002015	NP_609782.2	XP_015439998.1
OG0002016	NP_788448.1	XP_015431553.1
OG0002017	NP_610188.2	XP_015439321.1
OG0002018	NP_648586.2	XP_015430276.1
OG0002019	NP_001137910.2	XP_015437340.1
OG0002020	NP_732549.2	XP_015440318.1
OG0002021	NP_649827.2	XP_015429432.1
OG0002022	NP_726406.1	XP_015429006.1
OG0002023	NP_001245577.1	XP_015432377.1
OG0002024	NP_610095.1	XP_015440343.1
OG0002025	NP_649877.1	XP_015430739.1
OG0002026	NP_001259298.1	XP_015429711.1
OG0002028	NP_001263045.1, NP_001036699.1	XP_015437763.1
OG0002029	NP_610059.1	XP_015430331.1
OG0002032	NP_001286795.1	XP_015439664.1
OG0002035	NP_611093.2	XP_015433446.1
OG0002036	NP_001286548.1	XP_015438130.1, XP_015437272.1, XP_015438033.1
OG0002037	NP_524660.1	XP_015435366.1
OG0002038	NP_608372.1	XP_015433516.1
OG0002039	NP_001286974.1	XP_015439062.1
OG0002041	NP_647887.1	XP_015432217.1
OG0002042	NP_001137671.1, NP_610099.1	XP_015431128.1
OG0002043	NP_001034012.2	XP_015435121.1, XP_015435122.1, XP_015435123.1
OG0002044	NP_001263139.1	XP_015435587.1
OG0002045	NP_477311.1	XP_015440409.1
OG0002047	NP_001189286.1	XP_015431129.1
OG0002048	NP_001247185.1	XP_015430813.1
OG0002049	NP_732811.1	XP_015434462.1
OG0002050	NP_001285355.1	XP_015438174.1
OG0002051	NP_611681.1, NP_001286736.1, NP_611610.2, NP_001246460.1, NP_001286724.1, NP_523809.2, NP_001261050.1	XP_015429040.1
OG0002052	NP_611508.1	XP_015431130.1
OG0002053	NP_610530.1	XP_015437425.1
OG0002054	NP_524677.1	XP_015439123.1
OG0002055	NP_001259900.1, NP_572902.1	XP_015428884.1
OG0002056	NP_524907.2	XP_015440299.1
OG0002057	NP_609888.2	XP_015439036.1
OG0002058	NP_609119.2	XP_015437039.1
OG0002059	NP_648185.1	XP_015430239.1
OG0002060	NP_726403.2	XP_015434438.1, XP_015434441.1
OG0002061	NP_001036338.1	XP_015434244.1, XP_015434246.1, XP_015434247.1, XP_015434245.1, XP_015434243.1, XP_015434242.1
OG0002062	NP_001356975.1	XP_015435747.1
OG0002063	NP_001285001.1	XP_015438450.1
OG0002064	NP_001356982.1	XP_015432344.1
OG0002065	NP_001284967.1	XP_015439259.1
OG0002066	NP_649869.1	XP_015437972.1
OG0002067	NP_651116.1	XP_015430264.1
OG0002068	NP_611856.1	XP_015435020.1
OG0002069	NP_652610.1	XP_015429548.1
OG0002070	NP_650941.3	XP_015435012.1
OG0002071	NP_477372.1	XP_015436909.1
OG0002072	NP_001259984.1	XP_015439529.1
OG0002073	NP_001260394.1	XP_015428800.1
OG0002074	NP_001260491.1, NP_001263066.1	XP_015439348.1
OG0002075	NP_524583.1	XP_015440046.1
OG0002076	NP_001163600.1	XP_015430892.1
OG0002077	NP_724409.3	XP_015428603.1
OG0002078	NP_001259928.1	XP_015435581.1
OG0002079	NP_001261524.1	XP_015436724.1
OG0002080	NP_649990.2	XP_015431532.1
OG0002081	NP_001286545.1	XP_015433498.1
OG0002082	NP_572503.1	XP_015431985.1
OG0002083	NP_648372.1	XP_015431353.1, XP_015431352.1
OG0002084	NP_611677.1	XP_015431455.1
OG0002085	NP_001285316.1	XP_015438753.1, XP_015438752.1
OG0002086	NP_609934.3	XP_015431400.1
OG0002087	NP_572818.1	XP_015430259.1
OG0002088	NP_523833.1	XP_015438486.1
OG0002089	NP_001261563.1	XP_015430227.1
OG0002090	NP_001260029.1	XP_015437329.1
OG0002091	NP_001285049.1, NP_609350.2	XP_015434463.1
OG0002092	NP_788716.1	XP_015430289.1
OG0002095	NP_733076.2	XP_015435701.1, XP_015435700.1
OG0002096	NP_723086.1	XP_015436285.1
OG0002097	NP_001162716.1, NP_729740.2	XP_015430144.1, XP_015430143.1
OG0002098	NP_477014.1	XP_015433809.1, XP_015433808.1, XP_015433806.1, XP_015433807.1
OG0002099	NP_001262830.1, NP_001262827.1	XP_015431050.1
OG0002100	NP_001285208.1	XP_015438357.1
OG0002101	NP_001014695.1	XP_015440368.1
OG0002102	NP_649939.1	XP_015440104.1
OG0002103	NP_001260451.1	XP_015434508.1
OG0002106	NP_524818.1	XP_015429311.1
OG0002107	NP_523739.2	XP_015435920.1
OG0002108	NP_996185.1	XP_015434928.1
OG0002109	NP_611966.3	XP_015432154.1
OG0002110	NP_996042.1	XP_015435235.1
OG0002111	NP_001261454.1	XP_015428944.1
OG0002113	NP_001262803.1	XP_015438364.1
OG0002114	NP_651508.1	XP_015439958.1
OG0002115	NP_572197.4	XP_015438017.1
OG0002116	NP_573100.1, NP_573105.1, NP_001262467.1	XP_015433092.1
OG0002117	NP_001286076.1	XP_015430662.1
OG0002119	NP_001162779.1	XP_015440386.1
OG0002120	NP_652670.2, NP_610853.1, NP_611671.1	XP_015435528.1
OG0002121	NP_001262679.1	XP_015439802.1
OG0002122	NP_001138057.1	XP_015436052.1
OG0002123	NP_523593.5	XP_015432957.1
OG0002124	NP_001369005.1	XP_015430383.1
OG0002125	NP_608369.1, NP_726887.1, NP_001356931.1	XP_015430544.1
OG0002126	NP_524659.1, NP_652413.1	XP_015430531.1
OG0002127	NP_001261984.1	XP_015429162.1
OG0002128	NP_611499.3	XP_015436515.1
OG0002129	NP_788872.1	XP_015431368.1
OG0002130	NP_001247043.1, NP_001260865.1	XP_015430496.1
OG0002131	NP_001259886.1	XP_015430393.1
OG0002132	NP_001261614.1	XP_015434077.1
OG0002134	NP_001163664.1	XP_015432070.1
OG0002136	NP_608780.1	XP_015440494.1
OG0002137	NP_001286327.1	XP_015428478.1
OG0002138	NP_001262079.1	XP_015433157.1
OG0002139	NP_648894.2	XP_015431257.1
OG0002140	NP_001262599.1	XP_015431932.1
OG0002141	NP_730594.1	XP_015439454.1
OG0002142	NP_001285282.1	XP_015436683.1
OG0002143	NP_524238.1	XP_015431907.1
OG0002144	NP_001261617.1	XP_015438907.1
OG0002145	NP_609877.2	XP_015429736.1
OG0002146	NP_001259153.1	XP_015438616.1
OG0002148	NP_650672.1	XP_015435901.1
OG0002149	NP_726059.5	XP_015439222.1
OG0002150	NP_001036357.2	XP_015437347.1
OG0002151	NP_788891.2	XP_015438717.1
OG0002152	NP_001036397.2	XP_015438969.1
OG0002153	NP_608851.1, NP_511089.2	XP_015440458.1
OG0002154	NP_651555.1	XP_015439562.1
OG0002155	NP_001262777.1	XP_015430818.1
OG0002156	NP_001262888.1	XP_015438728.1, XP_015440411.1
OG0002157	NP_648105.1	XP_015429945.1
OG0002158	NP_001284753.1	XP_015434838.1
OG0002159	NP_001284832.1	XP_015432224.1
OG0002162	NP_649886.1	XP_015439661.1
OG0002163	NP_001286059.1	XP_015429344.1
OG0002164	NP_001287469.1	XP_015436471.1
OG0002165	NP_511170.1	XP_015438293.1, XP_015438294.1
OG0002166	NP_651250.2	XP_015431845.1, XP_015431844.1
OG0002167	NP_730568.1	XP_015433899.1
OG0002168	NP_001247018.1	XP_015433995.1
OG0002169	NP_610943.2	XP_015429566.1
OG0002170	NP_001285140.1	XP_015439563.1
OG0002171	NP_723732.2, NP_609741.3	XP_015428893.1
OG0002172	NP_001245974.1	XP_015433975.1
OG0002173	NP_001262864.1	XP_015438332.1
OG0002177	NP_001260910.1	XP_015429619.1
OG0002178	NP_524679.3	XP_015438887.1
OG0002179	NP_609675.2	XP_015430430.1
OG0002181	NP_001285496.1	XP_015438789.1
OG0002182	NP_001245595.1	XP_015432466.1
OG0002183	NP_788429.1	XP_015433278.1, XP_015433279.1
OG0002184	NP_001247215.1	XP_015440252.1
OG0002185	NP_726596.1	XP_015435756.1
OG0002186	NP_001285258.1	XP_015429888.1
OG0002187	NP_649313.1	XP_015430704.1
OG0002188	NP_001104019.1	XP_015437143.1
OG0002189	NP_572502.1	XP_015433388.1
OG0002190	NP_001097622.2	XP_015430414.1
OG0002191	NP_001260762.1	XP_015436770.1, XP_015436769.1
OG0002192	NP_725091.1	XP_015440066.1
OG0002193	NP_650940.2	XP_015434176.1
OG0002194	NP_001286884.1	XP_015434431.1
OG0002195	NP_001285326.1	XP_015440333.1
OG0002196	NP_001246133.1	XP_015434208.1
OG0002197	NP_525097.1	XP_015439774.1
OG0002198	NP_649415.2, NP_611222.2	XP_015439829.1, XP_015439162.1
OG0002200	NP_001287456.1	XP_015435948.1
OG0002202	NP_001262840.1	XP_015439760.1, XP_015439759.1
OG0002203	NP_001262806.1	XP_015435271.1
OG0002204	NP_650021.1	XP_015433290.1
OG0002205	NP_611511.3	XP_015437421.1
OG0002206	NP_001285571.1	XP_015435206.1
OG0002208	NP_001137618.1	XP_015437612.1
OG0002209	NP_001286111.1, NP_001188859.1, NP_724294.1	XP_015432209.1
OG0002211	NP_649412.1	XP_015438851.1
OG0002212	NP_001246302.1, NP_649596.1, NP_001163003.1, NP_001285689.1	XP_015436100.1
OG0002213	NP_608580.2	XP_015430991.1
OG0002215	NP_788337.1, NP_001286352.1	XP_015439908.1
OG0002217	NP_001163086.1	XP_015429316.1
OG0002218	NP_649774.1	XP_015432226.1
OG0002219	NP_651266.1	XP_015436322.1
OG0002220	NP_001286572.1	XP_015439861.1
OG0002221	NP_001259702.1	XP_015436577.1
OG0002222	NP_001261000.1	XP_015431411.1
OG0002223	NP_001287045.1	XP_015436837.1
OG0002224	NP_001014469.1	XP_015430067.1
OG0002225	NP_001163042.1	XP_015432333.1
OG0002226	NP_652639.1	XP_015436856.1
OG0002236	NP_001287249.1, NP_001189295.1	XP_015434106.1
OG0002237	NP_001097736.1, NP_524682.1	XP_015440334.1
OG0002238	NP_001260018.1	XP_015437601.1
OG0002239	NP_573175.2	XP_015435771.1
OG0002240	NP_523684.2	XP_015428894.1
OG0002241	NP_001262025.1	XP_015439336.1
OG0002242	NP_001259911.1	XP_015433841.1
OG0002243	NP_476646.2	XP_015435185.1
OG0002244	NP_001287433.1	XP_015439633.1
OG0002246	NP_524033.2	XP_015430284.1
OG0002247	NP_611450.1, NP_001097356.1, NP_523771.1	XP_015430656.1, XP_015430657.1
OG0002248	NP_608531.1	XP_015435896.1
OG0002249	NP_001261273.1	XP_015437137.1
OG0002250	NP_651181.1	XP_015438678.1
OG0002251	NP_729388.1, NP_648234.1, NP_648235.1, NP_648237.1	XP_015429890.1
OG0002252	NP_731500.1	XP_015428467.1
OG0002253	NP_001303378.1	XP_015435776.1
OG0002254	NP_523792.2	XP_015437816.1
OG0002255	NP_001246745.1	XP_015430412.1
OG0002256	NP_649582.1	XP_015428826.1
OG0002257	NP_476866.1	XP_015435255.1
OG0002258	NP_610379.2	XP_015436864.1, XP_015436865.1
OG0002259	NP_001247099.1	XP_015430294.1
OG0002260	NP_649813.1	XP_015431175.1
OG0002261	NP_651967.2	XP_015439777.1
OG0002262	NP_001097502.1	XP_015432626.1
OG0002263	NP_001247310.1	XP_015437922.1
OG0002264	NP_729301.1	XP_015438943.1
OG0002265	NP_001285313.1, NP_001287584.1	XP_015438021.1
OG0002266	NP_609647.1	XP_015430451.1, XP_015430452.1
OG0002267	NP_001287120.1	XP_015436665.1
OG0002268	NP_001260796.1	XP_015430729.1, XP_015430731.1
OG0002269	NP_729528.2	XP_015430033.1
OG0002270	NP_001259717.1	XP_015431549.1
OG0002271	NP_647950.1	XP_015434646.1
OG0002272	NP_651622.2	XP_015438730.1
OG0002273	NP_609364.1	XP_015432846.1
OG0002275	NP_511166.2	XP_015435073.1
OG0002276	NP_648179.3	XP_015430225.1
OG0002277	NP_649473.1	XP_015435746.1
OG0002278	NP_733209.1	XP_015437327.1
OG0002279	NP_001097075.2	XP_015437701.1
OG0002280	NP_001027412.1	XP_015435193.1
OG0002281	NP_001188935.1	XP_015434330.1
OG0002282	NP_650055.1	XP_015429485.1, XP_015429484.1
OG0002283	NP_001014583.1, NP_524394.2	XP_015434829.1
OG0002284	NP_731688.2	XP_015437073.1
OG0002285	NP_651667.1	XP_015439114.1
OG0002286	NP_788515.1	XP_015437220.1
OG0002287	NP_001246966.1	XP_015436308.1
OG0002289	NP_001286047.1	XP_015437488.1
OG0002290	NP_001137877.1	XP_015432800.1
OG0002291	NP_001262693.1	XP_015434854.1
OG0002292	NP_001137630.2	XP_015429206.1
OG0002293	NP_001369011.1	XP_015440365.1
OG0002294	NP_001287483.1, NP_001262939.1	XP_015431973.1
OG0002295	NP_001137978.1	XP_015430105.1
OG0002296	NP_001285877.1, NP_001097153.1	XP_015436913.1
OG0002298	NP_572488.1	XP_015433669.1
OG0002299	NP_001246631.1	XP_015434448.1
OG0002300	NP_523713.2	XP_015432121.1
OG0002302	NP_001262366.1	XP_015430885.1
OG0002303	NP_001285976.1	XP_015436672.1
OG0002304	NP_729380.1	XP_015430773.1
OG0002305	NP_609505.1	XP_015434482.1
OG0002306	NP_001097477.1	XP_015433821.1
OG0002307	NP_001247158.1	XP_015430114.1
OG0002309	NP_523369.2	XP_015439134.1
OG0002310	NP_650863.3	XP_015433826.1
OG0002311	NP_001284845.1, NP_001284844.1	XP_015437027.1
OG0002312	NP_610052.1	XP_015428570.1
OG0002313	NP_611636.1	XP_015438852.1
OG0002314	NP_611803.1	XP_015433932.1
OG0002315	NP_001356923.1	XP_015439231.1
OG0002317	NP_609965.1	XP_015435872.1
OG0002318	NP_651351.1	XP_015440007.1
OG0002319	NP_001287005.1, NP_524630.1	XP_015432172.1
OG0002320	NP_001259719.1	XP_015439564.1
OG0002321	NP_732964.1	XP_015434723.1
OG0002322	NP_001162651.1	XP_015431246.1, XP_015431247.1
OG0002323	NP_649760.1	XP_015430746.1
OG0002324	NP_610722.2, NP_001260909.1	XP_015434952.1
OG0002325	NP_648482.3	XP_015439118.1
OG0002326	NP_569874.1	XP_015440511.1
OG0002327	NP_001285776.1	XP_015430157.1
OG0002328	NP_610273.1	XP_015438845.1, XP_015438846.1
OG0002329	NP_731930.3	XP_015437128.1
OG0002330	NP_001285729.1	XP_015431312.1, XP_015431316.1
OG0002331	NP_001284830.1	XP_015429724.1
OG0002332	NP_001137802.1	XP_015440110.1, XP_015428823.1
OG0002333	NP_001285918.1	XP_015435597.1
OG0002334	NP_651249.2	XP_015437030.1
OG0002335	NP_001262595.1	XP_015432365.1
OG0002336	NP_001285803.1	XP_015430834.1
OG0002337	NP_001261323.1, NP_001261324.1	XP_015433844.1
OG0002338	NP_001036446.2	XP_015438053.1
OG0002339	NP_001188911.1	XP_015437658.1
OG0002340	NP_001245889.1	XP_015433003.1
OG0002341	NP_609968.3	XP_015437011.1
OG0002342	NP_001260601.1	XP_015439291.1
OG0002343	NP_650447.1	XP_015431988.1
OG0002344	NP_001262835.1	XP_015432727.1
OG0002345	NP_609239.1	XP_015439410.1
OG0002346	NP_995679.1	XP_015438925.1, XP_015439168.1
OG0002347	NP_001036341.2	XP_015431849.1
OG0002349	NP_477420.1	XP_015431136.1
OG0002350	NP_650918.1	XP_015431133.1
OG0002351	NP_001287218.1	XP_015438546.1
OG0002352	NP_788536.1	XP_015435733.1
OG0002354	NP_001286785.1	XP_015439453.1
OG0002355	NP_001259311.1	XP_015437366.1
OG0002356	NP_001261092.1	XP_015439580.1
OG0002357	NP_001285977.1	XP_015436194.1
OG0002358	NP_648945.1	XP_015438415.1
OG0002359	NP_001285406.1	XP_015436828.1
OG0002360	NP_001285833.1	XP_015439041.1
OG0002361	NP_608335.1, NP_609269.1	XP_015430371.1
OG0002362	NP_996330.1	XP_015437508.1
OG0002363	NP_001286579.1	XP_015437909.1, XP_015437910.1
OG0002364	NP_572709.1	XP_015435941.1
OG0002365	NP_609980.1	XP_015436941.1
OG0002366	NP_573019.1, NP_573018.1	XP_015436133.1
OG0002367	NP_652500.1, NP_001097158.1	XP_015428652.1
OG0002368	NP_001262276.1	XP_015436808.1
OG0002369	NP_647972.1	XP_015437641.1
OG0002370	NP_650501.1	XP_015429180.1
OG0002371	NP_650583.1	XP_015439498.1
OG0002372	NP_610940.1	XP_015439640.1
OG0002373	NP_001188884.1	XP_015438596.1, XP_015438597.1
OG0002374	NP_995906.1	XP_015436381.1, XP_015436383.1, XP_015436384.1, XP_015436385.1
OG0002375	NP_523887.2	XP_015432557.1
OG0002376	NP_728294.1	XP_015436372.1, XP_015436373.1
OG0002377	NP_611064.2	XP_015432852.1
OG0002378	NP_001261992.1	XP_015439244.1
OG0002379	NP_001262969.1	XP_015439945.1
OG0002380	NP_001285145.1	XP_015437409.1
OG0002381	NP_649859.1	XP_015438543.1
OG0002382	NP_001287132.1	XP_015433877.1
OG0002383	NP_001033847.1, NP_001259598.1	XP_015436817.1, XP_015438795.1
OG0002384	NP_648946.3	XP_015431282.1
OG0002385	NP_648047.2	XP_015436251.1
OG0002387	NP_001285097.1	XP_015435040.1
OG0002388	NP_610573.1	XP_015438167.1
OG0002389	NP_001260309.1	XP_015436940.1
OG0002390	NP_648059.1	XP_015437633.1
OG0002391	NP_608934.1	XP_015439694.1
OG0002392	NP_651763.4	XP_015432445.1
OG0002393	NP_001163553.1, NP_649819.1	XP_015440078.1
OG0002394	NP_788051.1	XP_015428697.1
OG0002395	NP_001247100.1	XP_015435138.1
OG0002397	NP_001246018.1	XP_015432736.1, XP_015432728.1, XP_015432745.1
OG0002398	NP_651872.1	XP_015434000.1
OG0002399	NP_001137537.1	XP_015434499.1
OG0002400	NP_650561.1	XP_015430164.1
OG0002401	NP_001097307.1	XP_015436472.1
OG0002402	NP_477294.2	XP_015438066.1
OG0002403	NP_001287262.1	XP_015437396.1
OG0002404	NP_001260216.1	XP_015430211.1
OG0002406	NP_524768.2	XP_015436456.1, XP_015431558.1
OG0002407	NP_001245885.1	XP_015434568.1, XP_015434569.1
OG0002408	NP_001162682.2	XP_015440339.1
OG0002409	NP_001262033.1	XP_015434560.1
OG0002410	NP_001246751.1	XP_015434449.1
OG0002411	NP_001284821.1	XP_015430558.1, XP_015430566.1
OG0002412	NP_001287599.1	XP_015440217.1
OG0002413	NP_001259732.1	XP_015433495.1
OG0002414	NP_610802.1	XP_015435893.1
OG0002415	NP_001286334.1	XP_015436830.1
OG0002416	NP_729266.2	XP_015429907.1
OG0002417	NP_001033904.1	XP_015435596.1
OG0002418	NP_001260819.1	XP_015429112.1
OG0002419	NP_572888.2	XP_015428828.1
OG0002420	NP_525122.1	XP_015428480.1
OG0002421	NP_523837.2	XP_015431530.1
OG0002422	NP_536796.2	XP_015429648.1
OG0002423	NP_648206.1	XP_015437232.1, XP_015437235.1
OG0002424	NP_001260684.1	XP_015439713.1
OG0002425	NP_610034.2	XP_015431255.1
OG0002426	NP_001285784.1	XP_015433459.1
OG0002427	NP_001097435.2	XP_015430398.1
OG0002428	NP_476726.2	XP_015439091.1
OG0002429	NP_001097670.1	XP_015433284.1
OG0002430	NP_611937.2	XP_015434053.1
OG0002431	NP_001163464.1	XP_015430592.1
OG0002432	NP_651316.1	XP_015432654.1
OG0002433	NP_724288.3	XP_015435516.1
OG0002434	NP_001261733.1	XP_015432243.1
OG0002435	NP_611896.1	XP_015437733.1
OG0002436	NP_001262874.1	XP_015438554.1
OG0002437	NP_001261810.1	XP_015435472.1
OG0002439	NP_649278.1	XP_015431259.1
OG0002440	NP_001286033.1	XP_015436290.1
OG0002441	NP_001245603.1	XP_015435854.1
OG0002442	NP_649219.1	XP_015432378.1
OG0002443	NP_001036752.1	XP_015433817.1, XP_015433814.1
