Orthogroup	Drosophila_melanogaster	Habropoda_laboriosa
OG0001914	NP_608998.2, NP_001188704.1	XP_017794479.1
OG0001915	NP_001014612.1	XP_017790631.1
OG0001916	NP_648272.1	XP_017796382.1
OG0001917	NP_611237.2	XP_017787877.1
OG0001919	NP_610950.2	XP_017789323.1
OG0001920	NP_608361.3	XP_017790921.1
OG0001921	NP_001036438.1	XP_017790912.1
OG0001922	NP_001246140.1	XP_017788435.1
OG0001923	NP_726381.1	XP_017787614.1
OG0001924	NP_609384.1	XP_017795840.1
OG0001925	NP_476618.1	XP_017794515.1
OG0001926	NP_609736.1	XP_017787450.1, XP_017787451.1, XP_017787452.1
OG0001927	NP_524688.1	XP_017794881.1
OG0001928	NP_001261246.1	XP_017793870.1
OG0001929	NP_001260566.1, NP_001260567.1	XP_017795389.1
OG0001930	NP_650547.1	XP_017790170.1
OG0001931	NP_001097135.1	XP_017792740.1
OG0001933	NP_524431.2	XP_017788181.1
OG0001935	NP_001015254.1	XP_017788329.1
OG0001936	NP_001286158.1	XP_017787497.1
OG0001937	NP_001259619.1	XP_017797362.1
OG0001938	NP_001286427.1	XP_017791839.1
OG0001939	NP_649157.1	XP_017788602.1
OG0001940	NP_001287364.1	XP_017795175.1
OG0001941	NP_001368962.1	XP_017788269.1
OG0001942	NP_001260565.1, NP_476804.1	XP_017787537.1
OG0001943	NP_001188918.1, NP_651214.2	XP_017793244.1
OG0001944	NP_001163494.1	XP_017799157.1
OG0001945	NP_572873.2	XP_017792958.1
OG0001946	NP_001303420.1	XP_017793389.1
OG0001947	NP_649796.1	XP_017798164.1, XP_017798141.1
OG0001949	NP_001285813.1	XP_017787365.1
OG0001950	NP_001261595.1	XP_017788139.1
OG0001951	NP_726846.1	XP_017793827.1, XP_017793829.1
OG0001952	NP_001245466.1	XP_017787415.1
OG0001953	NP_788450.1	XP_017792662.1, XP_017787425.1, XP_017787424.1
OG0001954	NP_001263037.1	XP_017791395.1
OG0001956	NP_610804.1	XP_017796758.1
OG0001959	NP_649972.1	XP_017790743.1, XP_017790744.1
OG0001960	NP_001261726.1, NP_524993.3, NP_001027247.1	XP_017796201.1
OG0001961	NP_001286875.1	XP_017788069.1, XP_017788070.1, XP_017788068.1
OG0001962	NP_609989.1, NP_609990.1, NP_001188850.1	XP_017788703.1
OG0001963	NP_648053.1	XP_017790030.1
OG0001964	NP_001287227.1	XP_017789778.1
OG0001965	NP_001285968.1, NP_723939.1, NP_728540.1, NP_612051.1	XP_017792304.1
OG0001966	NP_001286827.1	XP_017798608.1
OG0001967	NP_001262353.1	XP_017793653.1, XP_017793652.1
OG0001968	NP_001097756.1	XP_017789546.1, XP_017789548.1
OG0001969	NP_001259204.1	XP_017795023.1
OG0001971	NP_723787.1	XP_017789064.1
OG0001973	NP_726095.2	XP_017791160.1
OG0001974	NP_648645.1	XP_017796173.1
OG0001975	NP_001260979.1	XP_017787874.1
OG0001976	NP_001138150.1	XP_017791025.1
OG0001977	NP_611067.2	XP_017787779.1
OG0001981	NP_649298.2, NP_001262144.1, NP_001287140.1	XP_017795371.1
OG0001987	NP_001356937.1	XP_017788900.1, XP_017788899.1
OG0001988	NP_524001.2	XP_017794234.1
OG0001989	NP_001260098.1, NP_001284837.1	XP_017788148.1
OG0001990	NP_788760.1	XP_017788242.1, XP_017788250.1
OG0001991	NP_001262998.1	XP_017798955.1
OG0001992	NP_001245552.1	XP_017789417.1
OG0001993	NP_611538.1	XP_017792661.1
OG0001994	NP_651072.1	XP_017790509.1
OG0001995	NP_523355.2	XP_017790497.1
OG0001996	NP_524991.1, NP_649393.1, NP_724787.1	XP_017789613.1
OG0001997	NP_996267.1	XP_017787566.1
OG0001998	NP_651780.1	XP_017796933.1
OG0001999	NP_523428.1	XP_017790073.1
OG0002000	NP_726490.3	XP_017793103.1
OG0002001	NP_001285572.1	XP_017792497.1
OG0002002	NP_001027274.2, NP_001260458.1	XP_017792484.1
OG0002003	NP_001259998.1	XP_017796203.1, XP_017796202.1
OG0002004	NP_650776.1	XP_017795278.1
OG0002005	NP_647640.1	XP_017789516.1, XP_017789515.1
OG0002006	NP_001247376.1, NP_001247375.1	XP_017794410.1
OG0002007	NP_001261689.1	XP_017795832.1
OG0002009	NP_001027401.1	XP_017796020.1
OG0002010	NP_651600.1	XP_017790487.1
OG0002011	NP_001286589.1	XP_017796379.1
OG0002012	NP_001014582.1, NP_524041.2	XP_017788386.1
OG0002013	NP_001245550.1	XP_017790253.1, XP_017790252.1
OG0002014	NP_476562.1	XP_017788968.1
OG0002015	NP_609782.2	XP_017795614.1
OG0002016	NP_788448.1	XP_017790429.1
OG0002017	NP_610188.2	XP_017796557.1
OG0002018	NP_648586.2	XP_017798377.1
OG0002019	NP_001137910.2	XP_017793373.1
OG0002020	NP_732549.2	XP_017796886.1
OG0002021	NP_649827.2	XP_017787829.1
OG0002022	NP_726406.1	XP_017792727.1
OG0002023	NP_001245577.1	XP_017788965.1
OG0002024	NP_610095.1	XP_017796936.1
OG0002025	NP_649877.1	XP_017798153.1
OG0002026	NP_001259298.1	XP_017787700.1
OG0002028	NP_001263045.1, NP_001036699.1	XP_017792255.1
OG0002029	NP_610059.1	XP_017798346.1, XP_017798344.1
OG0002032	NP_001286795.1	XP_017790837.1
OG0002034	NP_001163027.1, NP_001189073.1	XP_017790191.1
OG0002035	NP_611093.2	XP_017798256.1
OG0002036	NP_001286548.1	XP_017794437.1
OG0002038	NP_608372.1	XP_017791106.1
OG0002039	NP_001286974.1	XP_017788001.1
OG0002041	NP_647887.1	XP_017791400.1
OG0002042	NP_001137671.1, NP_610099.1	XP_017788587.1
OG0002043	NP_001034012.2	XP_017793497.1
OG0002044	NP_001263139.1	XP_017787390.1
OG0002045	NP_477311.1	XP_017788565.1
OG0002046	NP_001097124.1	XP_017798292.1
OG0002046	NP_733326.1	XP_017798290.1
OG0002047	NP_001189286.1	XP_017795083.1
OG0002048	NP_001247185.1	XP_017798250.1
OG0002049	NP_732811.1	XP_017790481.1
OG0002050	NP_001285355.1	XP_017794158.1
OG0002051	NP_611681.1, NP_001286736.1, NP_611610.2, NP_001246460.1, NP_001286724.1, NP_523809.2, NP_001261050.1	XP_017795014.1
OG0002053	NP_610530.1	XP_017794639.1
OG0002054	NP_524677.1	XP_017798595.1
OG0002055	NP_001259900.1, NP_572902.1	XP_017789536.1
OG0002056	NP_524907.2	XP_017798747.1
OG0002057	NP_609888.2	XP_017798610.1
OG0002058	NP_609119.2	XP_017792878.1
OG0002059	NP_648185.1	XP_017798655.1
OG0002060	NP_726403.2	XP_017793687.1
OG0002061	NP_001036338.1	XP_017788071.1
OG0002062	NP_001356975.1	XP_017791056.1
OG0002063	NP_001285001.1	XP_017790046.1
OG0002064	NP_001356982.1	XP_017788816.1
OG0002065	NP_001284967.1	XP_017798818.1
OG0002066	NP_649869.1	XP_017796630.1, XP_017796629.1
OG0002067	NP_651116.1	XP_017792812.1
OG0002068	NP_611856.1	XP_017790945.1
OG0002069	NP_652610.1	XP_017790423.1
OG0002070	NP_650941.3	XP_017796490.1
OG0002071	NP_477372.1	XP_017792369.1
OG0002072	NP_001259984.1	XP_017791161.1
OG0002073	NP_001260394.1	XP_017798027.1
OG0002074	NP_001260491.1, NP_001263066.1	XP_017796638.1
OG0002075	NP_524583.1	XP_017788665.1
OG0002076	NP_001163600.1	XP_017794096.1
OG0002077	NP_724409.3	XP_017796378.1
OG0002078	NP_001259928.1	XP_017792826.1, XP_017792827.1
OG0002079	NP_001261524.1	XP_017797620.1
OG0002080	NP_649990.2	XP_017788106.1
OG0002081	NP_001286545.1	XP_017794022.1
OG0002082	NP_572503.1	XP_017789006.1
OG0002083	NP_648372.1	XP_017793908.1
OG0002084	NP_611677.1	XP_017788062.1
OG0002085	NP_001285316.1	XP_017797417.1
OG0002086	NP_609934.3	XP_017792178.1
OG0002087	NP_572818.1	XP_017798403.1
OG0002088	NP_523833.1	XP_017795392.1
OG0002089	NP_001261563.1	XP_017798730.1
OG0002090	NP_001260029.1	XP_017792953.1
OG0002091	NP_001285049.1, NP_609350.2	XP_017790529.1
OG0002092	NP_788716.1	XP_017798340.1
OG0002093	NP_001262005.1	XP_017795343.1
OG0002094	NP_610207.1, NP_001259341.1, NP_612091.1	XP_017787784.1
OG0002095	NP_733076.2	XP_017791449.1
OG0002096	NP_723086.1	XP_017791132.1
OG0002097	NP_001162716.1, NP_729740.2	XP_017789668.1
OG0002098	NP_477014.1	XP_017791772.1
OG0002099	NP_001262830.1, NP_001262827.1	XP_017795030.1, XP_017796136.1
OG0002100	NP_001285208.1	XP_017795487.1
OG0002101	NP_001014695.1	XP_017789124.1
OG0002102	NP_649939.1	XP_017793777.1
OG0002103	NP_001260451.1	XP_017787830.1
OG0002106	NP_524818.1	XP_017794627.1
OG0002107	NP_523739.2	XP_017793238.1
OG0002108	NP_996185.1	XP_017799356.1
OG0002109	NP_611966.3	XP_017794923.1
OG0002110	NP_996042.1	XP_017794707.1
OG0002111	NP_001261454.1	XP_017791966.1
OG0002113	NP_001262803.1	XP_017795435.1, XP_017795434.1
OG0002114	NP_651508.1	XP_017796008.1
OG0002115	NP_572197.4	XP_017798347.1
OG0002116	NP_573100.1, NP_573105.1, NP_001262467.1	XP_017797836.1
OG0002117	NP_001286076.1	XP_017798139.1, XP_017798140.1
OG0002119	NP_001162779.1	XP_017789201.1
OG0002120	NP_652670.2, NP_610853.1, NP_611671.1	XP_017795585.1
OG0002121	NP_001262679.1	XP_017788552.1, XP_017788551.1
OG0002122	NP_001138057.1	XP_017795713.1
OG0002123	NP_523593.5	XP_017799133.1
OG0002124	NP_001369005.1	XP_017798413.1
OG0002125	NP_608369.1, NP_726887.1, NP_001356931.1	XP_017791241.1
OG0002126	NP_524659.1, NP_652413.1	XP_017797509.1
OG0002127	NP_001261984.1	XP_017790551.1
OG0002128	NP_611499.3	XP_017790259.1
OG0002129	NP_788872.1	XP_017790100.1
OG0002130	NP_001247043.1, NP_001260865.1	XP_017797408.1
OG0002131	NP_001259886.1	XP_017798430.1
OG0002132	NP_001261614.1	XP_017797709.1
OG0002134	NP_001163664.1	XP_017797395.1
OG0002136	NP_608780.1	XP_017793076.1
OG0002137	NP_001286327.1	XP_017794942.1
OG0002138	NP_001262079.1	XP_017796616.1
OG0002139	NP_648894.2	XP_017791552.1
OG0002140	NP_001262599.1	XP_017789574.1
OG0002141	NP_730594.1	XP_017790244.1
OG0002142	NP_001285282.1	XP_017790340.1
OG0002143	NP_524238.1	XP_017789575.1
OG0002144	NP_001261617.1	XP_017787785.1
OG0002145	NP_609877.2	XP_017797893.1
OG0002146	NP_001259153.1	XP_017791503.1
OG0002148	NP_650672.1	XP_017789435.1
OG0002149	NP_726059.5	XP_017797811.1
OG0002150	NP_001036357.2	XP_017793377.1
OG0002151	NP_788891.2	XP_017787558.1
OG0002152	NP_001036397.2	XP_017797525.1
OG0002153	NP_608851.1, NP_511089.2	XP_017792959.1
OG0002154	NP_651555.1	XP_017791570.1
OG0002155	NP_001262777.1	XP_017798255.1
OG0002156	NP_001262888.1	XP_017793812.1, XP_017793794.1
OG0002157	NP_648105.1	XP_017788246.1
OG0002158	NP_001284753.1	XP_017794773.1, XP_017794772.1
OG0002159	NP_001284832.1	XP_017792445.1
OG0002162	NP_649886.1	XP_017790705.1
OG0002163	NP_001286059.1	XP_017789446.1
OG0002164	NP_001287469.1	XP_017797712.1
OG0002165	NP_511170.1	XP_017792341.1
OG0002166	NP_651250.2	XP_017787915.1
OG0002167	NP_730568.1	XP_017795634.1, XP_017795635.1
OG0002168	NP_001247018.1	XP_017788389.1
OG0002169	NP_610943.2	XP_017790477.1
OG0002170	NP_001285140.1	XP_017791615.1
OG0002171	NP_723732.2, NP_609741.3	XP_017790636.1
OG0002172	NP_001245974.1	XP_017790923.1
OG0002173	NP_001262864.1	XP_017792499.1
OG0002177	NP_001260910.1	XP_017790545.1
OG0002178	NP_524679.3	XP_017796729.1
OG0002179	NP_609675.2	XP_017799510.1, XP_017799508.1
OG0002181	NP_001285496.1	XP_017793141.1
OG0002182	NP_001245595.1	XP_017788701.1
OG0002183	NP_788429.1	XP_017794883.1
OG0002184	NP_001247215.1	XP_017793701.1, XP_017793700.1
OG0002185	NP_726596.1	XP_017795854.1
OG0002186	NP_001285258.1	XP_017791650.1
OG0002187	NP_649313.1	XP_017791364.1
OG0002188	NP_001104019.1	XP_017795788.1
OG0002189	NP_572502.1	XP_017791208.1
OG0002190	NP_001097622.2	XP_017791114.1
OG0002191	NP_001260762.1	XP_017789154.1
OG0002192	NP_725091.1	XP_017795255.1
OG0002193	NP_650940.2	XP_017797729.1
OG0002194	NP_001286884.1	XP_017787797.1
OG0002195	NP_001285326.1	XP_017796934.1
OG0002196	NP_001246133.1	XP_017788035.1
OG0002197	NP_525097.1	XP_017792205.1
OG0002198	NP_649415.2, NP_611222.2	XP_017796261.1, XP_017791214.1
OG0002200	NP_001287456.1	XP_017794242.1
OG0002202	NP_001262840.1	XP_017793774.1, XP_017788511.1
OG0002203	NP_001262806.1	XP_017799114.1
OG0002204	NP_650021.1	XP_017796061.1
OG0002205	NP_611511.3	XP_017794609.1
OG0002205	NP_572327.1	XP_017794066.1
OG0002206	NP_001285571.1	XP_017787836.1
OG0002208	NP_001137618.1	XP_017789859.1
OG0002209	NP_001286111.1, NP_001188859.1, NP_724294.1	XP_017787595.1
OG0002211	NP_649412.1	XP_017793467.1
OG0002212	NP_001246302.1, NP_649596.1, NP_001163003.1, NP_001285689.1	XP_017797359.1
OG0002213	NP_608580.2	XP_017797647.1
OG0002215	NP_788337.1, NP_001286352.1	XP_017792179.1
OG0002217	NP_001163086.1	XP_017789306.1
OG0002218	NP_649774.1	XP_017792453.1
OG0002219	NP_651266.1	XP_017788588.1
OG0002220	NP_001286572.1	XP_017792133.1
OG0002221	NP_001259702.1	XP_017790299.1
OG0002222	NP_001261000.1	XP_017793954.1
OG0002223	NP_001287045.1	XP_017788301.1
OG0002224	NP_001014469.1	XP_017792691.1, XP_017792690.1, XP_017792689.1
OG0002225	NP_001163042.1	XP_017788756.1
OG0002226	NP_652639.1	XP_017789876.1
OG0002236	NP_001287249.1, NP_001189295.1	XP_017798601.1
OG0002237	NP_001097736.1, NP_524682.1	XP_017796893.1
OG0002238	NP_001260018.1	XP_017798090.1
OG0002239	NP_573175.2	XP_017788041.1
OG0002240	NP_523684.2	XP_017791077.1
OG0002241	NP_001262025.1	XP_017796717.1, XP_017796718.1
OG0002242	NP_001259911.1	XP_017789623.1, XP_017789624.1
OG0002243	NP_476646.2	XP_017787857.1
OG0002244	NP_001287433.1	XP_017788516.1
OG0002246	NP_524033.2	XP_017798469.1
OG0002247	NP_611450.1, NP_001097356.1, NP_523771.1	XP_017797173.1
OG0002248	NP_608531.1	XP_017788125.1
OG0002249	NP_001261273.1	XP_017792075.1
OG0002250	NP_651181.1	XP_017787656.1
OG0002251	NP_729388.1, NP_648234.1, NP_648235.1, NP_648237.1	XP_017792261.1
OG0002252	NP_731500.1	XP_017792804.1
OG0002253	NP_001303378.1	XP_017788198.1
OG0002254	NP_523792.2	XP_017793221.1
OG0002255	NP_001246745.1	XP_017799026.1
OG0002256	NP_649582.1	XP_017797961.1
OG0002257	NP_476866.1	XP_017799228.1
OG0002258	NP_610379.2	XP_017789850.1, XP_017789851.1
OG0002259	NP_001247099.1	XP_017798343.1
OG0002260	NP_649813.1	XP_017795090.1
OG0002261	NP_651967.2	XP_017790738.1
OG0002262	NP_001097502.1	XP_017793516.1
OG0002263	NP_001247310.1	XP_017796327.1
OG0002264	NP_729301.1	XP_017788039.1, XP_017787980.1
OG0002265	NP_001285313.1, NP_001287584.1	XP_017792335.1
OG0002266	NP_609647.1	XP_017799567.1
OG0002267	NP_001287120.1	XP_017797176.1
OG0002268	NP_001260796.1	XP_017798114.1, XP_017798113.1
OG0002269	NP_729528.2	XP_017792021.1
OG0002270	NP_001259717.1	XP_017789444.1
OG0002271	NP_647950.1	XP_017791412.1
OG0002272	NP_651622.2	XP_017797883.1
OG0002273	NP_609364.1	XP_017799370.1
OG0002275	NP_511166.2	XP_017790860.1
OG0002276	NP_648179.3	XP_017798642.1
OG0002277	NP_649473.1	XP_017791925.1
OG0002278	NP_733209.1	XP_017793386.1
OG0002279	NP_001097075.2	XP_017795765.1
OG0002280	NP_001027412.1	XP_017797848.1
OG0002281	NP_001188935.1	XP_017791004.1
OG0002282	NP_650055.1	XP_017787905.1
OG0002283	NP_001014583.1, NP_524394.2	XP_017795890.1
OG0002284	NP_731688.2	XP_017792108.1
OG0002285	NP_651667.1	XP_017788002.1
OG0002286	NP_788515.1	XP_017795837.1
OG0002287	NP_001246966.1	XP_017797532.1
OG0002288	NP_476929.1	XP_017795540.1
OG0002289	NP_001286047.1	XP_017792312.1
OG0002290	NP_001137877.1	XP_017788288.1
OG0002291	NP_001262693.1	XP_017791894.1, XP_017791893.1
OG0002292	NP_001137630.2	XP_017799186.1
OG0002293	NP_001369011.1	XP_017795785.1
OG0002294	NP_001287483.1, NP_001262939.1	XP_017797601.1
OG0002295	NP_001137978.1	XP_017797938.1
OG0002296	NP_001285877.1, NP_001097153.1	XP_017796824.1, XP_017796827.1
OG0002298	NP_572488.1	XP_017789486.1
OG0002299	NP_001246631.1	XP_017790406.1
OG0002300	NP_523713.2	XP_017787557.1
OG0002302	NP_001262366.1	XP_017787471.1
OG0002303	NP_001285976.1	XP_017792276.1
OG0002304	NP_729380.1	XP_017798198.1
OG0002305	NP_609505.1	XP_017789943.1, XP_017797149.1
OG0002306	NP_001097477.1	XP_017792613.1
OG0002307	NP_001247158.1	XP_017794567.1
OG0002309	NP_523369.2	XP_017798667.1
OG0002310	NP_650863.3	XP_017790144.1
OG0002311	NP_001284845.1, NP_001284844.1	XP_017794191.1
OG0002312	NP_610052.1	XP_017788814.1
OG0002313	NP_611636.1	XP_017793477.1
OG0002314	NP_611803.1	XP_017795376.1
OG0002315	NP_001356923.1	XP_017797813.1
OG0002317	NP_609965.1	XP_017788746.1
OG0002318	NP_651351.1	XP_017793680.1
OG0002319	NP_001287005.1, NP_524630.1	XP_017792443.1
OG0002320	NP_001259719.1	XP_017790944.1
OG0002321	NP_732964.1	XP_017794494.1
OG0002322	NP_001162651.1	XP_017798596.1
OG0002323	NP_649760.1	XP_017798264.1
OG0002324	NP_610722.2, NP_001260909.1	XP_017796512.1
OG0002325	NP_648482.3	XP_017787979.1
OG0002326	NP_569874.1	XP_017793453.1
OG0002327	NP_001285776.1	XP_017794687.1
OG0002328	NP_610273.1	XP_017793422.1, XP_017793423.1
OG0002329	NP_731930.3	XP_017793790.1
OG0002330	NP_001285729.1	XP_017793860.1
OG0002331	NP_001284830.1	XP_017788523.1, XP_017792107.1
OG0002332	NP_001137802.1	XP_017791439.1
OG0002333	NP_001285918.1	XP_017792899.1
OG0002334	NP_651249.2	XP_017793359.1
OG0002335	NP_001262595.1	XP_017788841.1
OG0002336	NP_001285803.1	XP_017797044.1
OG0002337	NP_001261323.1, NP_001261324.1	XP_017792657.1
OG0002338	NP_001036446.2	XP_017789980.1
OG0002339	NP_001188911.1	XP_017789841.1
OG0002340	NP_001245889.1	XP_017799170.1
OG0002341	NP_609968.3	XP_017792871.1
OG0002342	NP_001260601.1	XP_017788521.1
OG0002343	NP_650447.1	XP_017789012.1
OG0002344	NP_001262835.1	XP_017794935.1
OG0002345	NP_609239.1	XP_017794159.1
OG0002346	NP_995679.1	XP_017797750.1
OG0002347	NP_001036341.2	XP_017787908.1
OG0002349	NP_477420.1	XP_017788571.1
OG0002350	NP_650918.1	XP_017793839.1
OG0002351	NP_001287218.1	XP_017789962.1
OG0002352	NP_788536.1	XP_017791038.1
OG0002354	NP_001286785.1	XP_017796663.1
OG0002355	NP_001259311.1	XP_017793059.1
OG0002356	NP_001261092.1	XP_017789742.1
OG0002357	NP_001285977.1	XP_017794201.1
OG0002358	NP_648945.1	XP_017795416.1
OG0002359	NP_001285406.1	XP_017789679.1
OG0002360	NP_001285833.1	XP_017798548.1
OG0002361	NP_608335.1, NP_609269.1	XP_017798473.1
OG0002362	NP_996330.1	XP_017787465.1
OG0002363	NP_001286579.1	XP_017790334.1
OG0002364	NP_572709.1	XP_017789522.1
OG0002365	NP_609980.1	XP_017797192.1
OG0002366	NP_573019.1, NP_573018.1	XP_017799478.1
OG0002367	NP_652500.1, NP_001097158.1	XP_017788873.1
OG0002368	NP_001262276.1	XP_017788522.1
OG0002369	NP_647972.1	XP_017790182.1, XP_017790190.1, XP_017790204.1, XP_017790198.1
OG0002370	NP_650501.1	XP_017788339.1
OG0002371	NP_650583.1	XP_017796245.1
OG0002372	NP_610940.1	XP_017790790.1
OG0002373	NP_001188884.1	XP_017790835.1
OG0002374	NP_995906.1	XP_017789215.1
OG0002375	NP_523887.2	XP_017791683.1
OG0002376	NP_728294.1	XP_017794341.1, XP_017794340.1
OG0002377	NP_611064.2	XP_017799408.1
OG0002378	NP_001261992.1	XP_017797821.1
OG0002379	NP_001262969.1	XP_017793707.1
OG0002380	NP_001285145.1	XP_017793506.1
OG0002381	NP_649859.1	XP_017795822.1
OG0002383	NP_001033847.1, NP_001259598.1	XP_017789035.1, XP_017789034.1
OG0002384	NP_648946.3	XP_017792399.1
OG0002385	NP_648047.2	XP_017791162.1
OG0002387	NP_001285097.1	XP_017796529.1
OG0002388	NP_610573.1	XP_017792332.1, XP_017792333.1
OG0002389	NP_001260309.1	XP_017792311.1
OG0002390	NP_648059.1	XP_017790137.1
OG0002391	NP_608934.1	XP_017792123.1
OG0002392	NP_651763.4	XP_017796603.1
OG0002393	NP_001163553.1, NP_649819.1	XP_017792196.1
OG0002394	NP_788051.1	XP_017789732.1
OG0002395	NP_001247100.1	XP_017798894.1
OG0002397	NP_001246018.1	XP_017788815.1, XP_017788891.1
OG0002398	NP_651872.1	XP_017796483.1
OG0002399	NP_001137537.1	XP_017791043.1
OG0002400	NP_650561.1	XP_017789616.1
OG0002401	NP_001097307.1	XP_017788205.1
OG0002402	NP_477294.2	XP_017796932.1
OG0002403	NP_001287262.1	XP_017793491.1
OG0002404	NP_001260216.1	XP_017797295.1
OG0002406	NP_524768.2	XP_017789318.1
OG0002407	NP_001245885.1	XP_017793261.1
OG0002408	NP_001162682.2	XP_017796928.1
OG0002409	NP_001262033.1	XP_017795683.1, XP_017791007.1
OG0002410	NP_001246751.1	XP_017795620.1
OG0002411	NP_001284821.1	XP_017787403.1
OG0002412	NP_001287599.1	XP_017788672.1
OG0002413	NP_001259732.1	XP_017791168.1
OG0002414	NP_610802.1	XP_017788157.1
OG0002415	NP_001286334.1	XP_017789704.1
OG0002416	NP_729266.2	XP_017795163.1
OG0002417	NP_001033904.1	XP_017792944.1
OG0002418	NP_001260819.1	XP_017792583.1
OG0002419	NP_572888.2	XP_017797985.1
OG0002420	NP_525122.1	XP_017794846.1
OG0002421	NP_523837.2	XP_017795949.1
OG0002422	NP_536796.2	XP_017787634.1
OG0002423	NP_648206.1	XP_017789069.1
OG0002424	NP_001260684.1	XP_017796191.1, XP_017796193.1, XP_017796137.1
OG0002425	NP_610034.2	XP_017791555.1
OG0002426	NP_001285784.1	XP_017793267.1
OG0002427	NP_001097435.2	XP_017799462.1
OG0002428	NP_476726.2	XP_017794615.1
OG0002429	NP_001097670.1	XP_017795504.1
OG0002430	NP_611937.2	XP_017798765.1
OG0002431	NP_001163464.1	XP_017788368.1
OG0002432	NP_651316.1	XP_017794996.1
OG0002433	NP_724288.3	XP_017792870.1
OG0002434	NP_001261733.1	XP_017787592.1
OG0002435	NP_611896.1	XP_017793069.1
OG0002436	NP_001262874.1	XP_017790189.1
OG0002437	NP_001261810.1	XP_017790256.1, XP_017797400.1
OG0002439	NP_649278.1	XP_017791550.1
OG0002440	NP_001286033.1	XP_017797332.1
OG0002441	NP_001245603.1	XP_017789224.1
OG0002442	NP_649219.1	XP_017788704.1
OG0002443	NP_001036752.1	XP_017790127.1
OG0002444	NP_650387.1	XP_017793805.1
OG0002445	NP_649891.1	XP_017789789.1
OG0002446	NP_647670.3	XP_017798028.1
OG0002447	NP_001097492.2	XP_017790205.1
OG0002448	NP_610165.1	XP_017796374.1
OG0002449	NP_001245635.1	XP_017790239.1
OG0002450	NP_001285547.1	XP_017797651.1
OG0002451	NP_001261997.1	XP_017788377.1
OG0002452	NP_001356945.1	XP_017789498.1
OG0002453	NP_001163659.1, NP_652488.1	XP_017797365.1
OG0002455	NP_001097687.1	XP_017793198.1, XP_017793199.1
OG0002456	NP_001262810.1	XP_017789161.1
OG0002457	NP_001014632.3	XP_017795691.1
OG0002458	NP_524080.1, NP_651090.2, NP_732554.1	XP_017795365.1
OG0002459	NP_001097031.2	XP_017790099.1
OG0002460	NP_729926.1	XP_017789015.1, XP_017789173.1
OG0002462	NP_001285167.1, NP_648056.1	XP_017792677.1
OG0002464	NP_722889.1	XP_017792316.1
OG0002465	NP_729252.2, NP_001261520.1, NP_648118.1, NP_648119.1, NP_001261516.1, NP_001261515.1	XP_017797713.1
OG0002466	NP_647879.1	XP_017792960.1
OG0002467	NP_649551.4	XP_017791837.1
OG0002468	NP_001246985.1, NP_996107.1	XP_017795701.1
OG0002469	NP_001303318.1	XP_017794805.1
OG0002471	NP_476824.1, NP_476623.1	XP_017790141.1
OG0002472	NP_001137976.1	XP_017798633.1, XP_017798634.1
