Orthogroup	Drosophila_melanogaster	Eufriesea_mexicana
OG0001814	NP_524758.1	XP_017767609.1
OG0001815	NP_476667.1, NP_001246493.1	XP_017758576.1
OG0001816	NP_648106.1	XP_017758841.1
OG0001818	NP_001285489.1	XP_017757910.1
OG0001820	NP_649757.1	XP_017762758.1, XP_017762759.1
OG0001821	NP_001287100.1	XP_017755699.1
OG0001822	NP_995873.2	XP_017754282.1
OG0001823	NP_609767.2, NP_001260489.1	XP_017753747.1
OG0001824	NP_001356918.1	XP_017759760.1
OG0001825	NP_001285277.1	XP_017756412.1
OG0001826	NP_610191.2	XP_017754378.1
OG0001827	NP_001261341.1	XP_017757601.1
OG0001828	NP_477184.1	XP_017763861.1
OG0001829	NP_511153.1	XP_017755812.1
OG0001830	NP_001189170.1	XP_017767728.1
OG0001831	NP_648895.1	XP_017756799.1
OG0001832	NP_611293.3	XP_017765238.1
OG0001833	NP_001262071.1	XP_017752144.1
OG0001834	NP_725449.1, NP_611238.2, NP_001285657.1	XP_017766983.1
OG0001835	NP_648567.2, NP_729801.1	XP_017752364.1
OG0001836	NP_001097041.2	XP_017760537.1
OG0001838	NP_649809.1	XP_017758454.1
OG0001839	NP_001287516.1, NP_524496.1	XP_017765802.1
OG0001840	NP_001287291.1	XP_017767725.1
OG0001841	NP_649554.1	XP_017755592.1
OG0001843	NP_001163392.1	XP_017756903.1
OG0001844	NP_733332.1	XP_017759330.1, XP_017759332.1
OG0001845	NP_649732.1	XP_017764185.1
OG0001846	NP_788721.1	XP_017757495.1
OG0001847	NP_001163705.1	XP_017753418.1
OG0001848	NP_610735.1	XP_017753313.1
OG0001849	NP_001303451.1, NP_524581.1	XP_017763477.1
OG0001850	NP_001097569.1	XP_017760575.1
OG0001851	NP_524795.2	XP_017762135.1
OG0001852	NP_611258.2	XP_017760950.1
OG0001853	NP_001285407.1	XP_017764241.1
OG0001854	NP_610231.2, NP_525107.1, NP_536747.2	XP_017762216.1
OG0001855	NP_001097922.1	XP_017764305.1, XP_017764289.1
OG0001856	NP_650446.2	XP_017758890.1
OG0001858	NP_651605.1	XP_017766853.1, XP_017766852.1
OG0001859	NP_001261279.1, NP_608679.1	XP_017766658.1
OG0001860	NP_001286627.1	XP_017754325.1
OG0001861	NP_524274.1	XP_017757479.1
OG0001862	NP_001096954.1	XP_017766276.1
OG0001863	NP_001303452.1	XP_017764527.1, XP_017764528.1, XP_017764526.1
OG0001864	NP_001259978.1	XP_017757737.1
OG0001865	NP_001036440.1	XP_017754393.1
OG0001866	NP_610462.3	XP_017759395.1, XP_017759394.1, XP_017759397.1
OG0001867	NP_651658.1	XP_017762954.1
OG0001868	NP_732113.3	XP_017763386.1
OG0001869	NP_477402.1	XP_017753907.1
OG0001870	NP_001285457.1	XP_017760174.1
OG0001871	NP_572522.2	XP_017764027.1
OG0001872	NP_536773.1	XP_017755107.1
OG0001873	NP_730982.1	XP_017763459.1
OG0001874	NP_477024.1	XP_017763987.1
OG0001875	NP_511130.2	XP_017752712.1
OG0001876	NP_001368952.1	XP_017762084.1
OG0001877	NP_001014498.1	XP_017753773.1
OG0001878	NP_001259740.1, NP_001260348.1	XP_017759633.1
OG0001879	NP_652101.2	XP_017764812.1
OG0001880	NP_001033948.1	XP_017760311.1
OG0001881	NP_722959.1	XP_017761719.1
OG0001882	NP_001188575.1	XP_017756378.1
OG0001883	NP_650805.1	XP_017756989.1
OG0001884	NP_001188772.1	XP_017757806.1
OG0001885	NP_001262303.1	XP_017752385.1
OG0001886	NP_001261166.1	XP_017757213.1
OG0001887	NP_723772.2	XP_017765937.1
OG0001888	NP_001286416.1	XP_017761511.1, XP_017761513.1
OG0001889	NP_651593.1	XP_017753220.1
OG0001890	NP_609530.1	XP_017767277.1
OG0001891	NP_476733.1	XP_017767743.1, XP_017767742.1
OG0001892	NP_001245925.1, NP_611294.1	XP_017755307.1
OG0001893	NP_477049.2	XP_017758503.1
OG0001894	NP_001137875.1	XP_017764916.1
OG0001895	NP_524651.2	XP_017761569.1
OG0001896	NP_609570.1	XP_017758410.1
OG0001897	NP_611140.3	XP_017756107.1
OG0001898	NP_001263035.1	XP_017754421.1
OG0001899	NP_724878.2	XP_017760740.1
OG0001900	NP_001259735.1	XP_017760473.1
OG0001901	NP_651080.2	XP_017760816.1
OG0001902	NP_001286818.1	XP_017764972.1, XP_017764962.1
OG0001903	NP_001285675.1	XP_017767604.1
OG0001905	NP_001287263.1	XP_017757413.1
OG0001906	NP_001245625.1	XP_017758481.1, XP_017758289.1
OG0001908	NP_650314.1	XP_017767761.1, XP_017767762.1
OG0001909	NP_001033913.1	XP_017761393.1, XP_017761396.1
OG0001910	NP_648745.1	XP_017762727.1
OG0001913	NP_524909.1	XP_017767082.1
OG0001914	NP_608998.2, NP_001188704.1	XP_017765462.1
OG0001915	NP_001014612.1	XP_017757476.1
OG0001916	NP_648272.1	XP_017765014.1
OG0001917	NP_611237.2	XP_017760991.1, XP_017760989.1
OG0001919	NP_610950.2	XP_017767106.1
OG0001920	NP_608361.3	XP_017767432.1
OG0001921	NP_001036438.1	XP_017763586.1
OG0001922	NP_001246140.1	XP_017767074.1
OG0001923	NP_726381.1	XP_017762230.1
OG0001924	NP_609384.1	XP_017763443.1, XP_017753378.1
OG0001925	NP_476618.1	XP_017761061.1
OG0001926	NP_609736.1	XP_017756010.1, XP_017756011.1, XP_017756013.1, XP_017756014.1
OG0001927	NP_524688.1	XP_017762217.1
OG0001928	NP_001261246.1	XP_017763555.1
OG0001929	NP_001260566.1, NP_001260567.1	XP_017758422.1
OG0001930	NP_650547.1	XP_017767356.1
OG0001931	NP_001097135.1	XP_017765319.1
OG0001933	NP_524431.2	XP_017764880.1
OG0001935	NP_001015254.1	XP_017764257.1, XP_017764256.1
OG0001936	NP_001286158.1	XP_017756033.1
OG0001937	NP_001259619.1	XP_017755817.1
OG0001938	NP_001286427.1	XP_017755683.1
OG0001939	NP_649157.1	XP_017757878.1
OG0001940	NP_001287364.1	XP_017757009.1
OG0001941	NP_001368962.1	XP_017762381.1
OG0001942	NP_001260565.1, NP_476804.1	XP_017752914.1
OG0001943	NP_001188918.1, NP_651214.2	XP_017766281.1
OG0001944	NP_001163494.1	XP_017764539.1
OG0001945	NP_572873.2	XP_017754047.1
OG0001946	NP_001303420.1	XP_017760758.1, XP_017760756.1, XP_017760757.1
OG0001947	NP_649796.1	XP_017762450.1
OG0001949	NP_001285813.1	XP_017752502.1
OG0001950	NP_001261595.1	XP_017755402.1
OG0001951	NP_726846.1	XP_017756638.1
OG0001952	NP_001245466.1	XP_017762404.1, XP_017762453.1, XP_017761211.1, XP_017761210.1
OG0001953	NP_788450.1	XP_017765746.1, XP_017755082.1
OG0001954	NP_001263037.1	XP_017756097.1
OG0001956	NP_610804.1	XP_017753105.1
OG0001959	NP_649972.1	XP_017757533.1, XP_017757534.1
OG0001960	NP_001261726.1, NP_524993.3, NP_001027247.1	XP_017757784.1
OG0001961	NP_001286875.1	XP_017752378.1, XP_017752377.1, XP_017752376.1
OG0001962	NP_609989.1, NP_609990.1, NP_001188850.1	XP_017766862.1
OG0001963	NP_648053.1	XP_017754260.1
OG0001964	NP_001287227.1	XP_017760597.1
OG0001965	NP_001285968.1, NP_723939.1, NP_728540.1, NP_612051.1	XP_017762781.1
OG0001966	NP_001286827.1	XP_017759308.1
OG0001967	NP_001262353.1	XP_017755508.1, XP_017755509.1
OG0001969	NP_001259204.1	XP_017759640.1
OG0001971	NP_723787.1	XP_017766134.1
OG0001973	NP_726095.2	XP_017756938.1
OG0001974	NP_648645.1	XP_017755388.1
OG0001975	NP_001260979.1	XP_017755986.1, XP_017755984.1
OG0001976	NP_001138150.1	XP_017757123.1
OG0001977	NP_611067.2	XP_017763738.1
OG0001981	NP_649298.2, NP_001262144.1, NP_001287140.1	XP_017755033.1
OG0001987	NP_001356937.1	XP_017766719.1, XP_017766718.1, XP_017766720.1
OG0001988	NP_524001.2	XP_017753324.1
OG0001989	NP_001260098.1, NP_001284837.1	XP_017752320.1, XP_017752319.1
OG0001990	NP_788760.1	XP_017753470.1, XP_017753479.1
OG0001991	NP_001262998.1	XP_017760145.1, XP_017760144.1
OG0001992	NP_001245552.1	XP_017764860.1
OG0001993	NP_611538.1	XP_017755146.1
OG0001994	NP_651072.1	XP_017763139.1
OG0001995	NP_523355.2	XP_017761753.1
OG0001996	NP_524991.1, NP_649393.1, NP_724787.1	XP_017755075.1
OG0001997	NP_996267.1	XP_017752289.1
OG0001998	NP_651780.1	XP_017758605.1
OG0001999	NP_523428.1	XP_017767582.1
OG0002000	NP_726490.3	XP_017759545.1
OG0002001	NP_001285572.1	XP_017755894.1
OG0002002	NP_001027274.2, NP_001260458.1	XP_017755889.1
OG0002004	NP_650776.1	XP_017761106.1
OG0002005	NP_647640.1	XP_017757315.1
OG0002006	NP_001247376.1, NP_001247375.1	XP_017759628.1
OG0002007	NP_001261689.1	XP_017767759.1
OG0002009	NP_001027401.1	XP_017753666.1, XP_017753669.1, XP_017753668.1
OG0002010	NP_651600.1	XP_017752695.1
OG0002011	NP_001286589.1	XP_017766231.1
OG0002012	NP_001014582.1, NP_524041.2	XP_017766388.1
OG0002013	NP_001245550.1	XP_017763091.1
OG0002014	NP_476562.1	XP_017766697.1, XP_017766694.1
OG0002015	NP_609782.2	XP_017755655.1
OG0002016	NP_788448.1	XP_017766359.1
OG0002017	NP_610188.2	XP_017765206.1
OG0002018	NP_648586.2	XP_017754613.1, XP_017754612.1
OG0002019	NP_001137910.2	XP_017760760.1
OG0002020	NP_732549.2	XP_017767599.1
OG0002021	NP_649827.2	XP_017762697.1
OG0002022	NP_726406.1	XP_017765315.1
OG0002023	NP_001245577.1	XP_017766536.1
OG0002024	NP_610095.1	XP_017767611.1
OG0002025	NP_649877.1	XP_017757131.1
OG0002026	NP_001259298.1	XP_017765553.1
OG0002028	NP_001263045.1, NP_001036699.1	XP_017753177.1
OG0002029	NP_610059.1	XP_017754661.1
OG0002032	NP_001286795.1	XP_017758759.1
OG0002033	NP_001285275.1	XP_017753889.1
OG0002034	NP_001163027.1, NP_001189073.1	XP_017763079.1
OG0002035	NP_611093.2	XP_017760243.1
OG0002036	NP_001286548.1	XP_017759696.1
OG0002037	NP_524660.1	XP_017754054.1
OG0002038	NP_608372.1	XP_017754470.1
OG0002039	NP_001286974.1	XP_017765511.1, XP_017765512.1
OG0002041	NP_647887.1	XP_017763990.1
OG0002042	NP_001137671.1, NP_610099.1	XP_017757959.1
OG0002043	NP_001034012.2	XP_017752282.1, XP_017752256.1
OG0002044	NP_001263139.1	XP_017752860.1
OG0002045	NP_477311.1	XP_017757902.1
OG0002046	NP_001097124.1	XP_017757202.1, XP_017757204.1
OG0002047	NP_001189286.1	XP_017755727.1
OG0002048	NP_001247185.1	XP_017757250.1
OG0002049	NP_732811.1	XP_017763150.1
OG0002050	NP_001285355.1	XP_017753232.1, XP_017753233.1, XP_017753231.1, XP_017753230.1
OG0002051	NP_611681.1, NP_001286736.1, NP_611610.2, NP_001246460.1, NP_001286724.1, NP_523809.2, NP_001261050.1	XP_017754517.1, XP_017754473.1
OG0002052	NP_611508.1	XP_017759150.1
OG0002053	NP_610530.1	XP_017761246.1
OG0002054	NP_524677.1	XP_017759935.1, XP_017759936.1
OG0002055	NP_001259900.1, NP_572902.1	XP_017767449.1
OG0002056	NP_524907.2	XP_017760142.1, XP_017760141.1
OG0002057	NP_609888.2	XP_017759866.1
OG0002058	NP_609119.2	XP_017766985.1
OG0002059	NP_648185.1	XP_017760572.1
OG0002060	NP_726403.2	XP_017752975.1
OG0002061	NP_001036338.1	XP_017752436.1, XP_017752438.1, XP_017752437.1, XP_017752440.1, XP_017752439.1
OG0002062	NP_001356975.1	XP_017757107.1
OG0002063	NP_001285001.1	XP_017757613.1
OG0002064	NP_001356982.1	XP_017766552.1
OG0002065	NP_001284967.1	XP_017767275.1
OG0002066	NP_649869.1	XP_017758096.1
OG0002067	NP_651116.1	XP_017752193.1
OG0002068	NP_611856.1	XP_017753626.1
OG0002069	NP_652610.1	XP_017760314.1
OG0002070	NP_650941.3	XP_017755240.1, XP_017755233.1
OG0002071	NP_477372.1	XP_017761158.1
OG0002072	NP_001259984.1	XP_017756922.1
OG0002073	NP_001260394.1	XP_017759529.1
OG0002074	NP_001260491.1, NP_001263066.1	XP_017765211.1
OG0002075	NP_524583.1	XP_017761371.1
OG0002076	NP_001163600.1	XP_017756261.1
OG0002077	NP_724409.3	XP_017765013.1
OG0002078	NP_001259928.1	XP_017761900.1
OG0002079	NP_001261524.1	XP_017752475.1
OG0002080	NP_649990.2	XP_017752411.1
OG0002081	NP_001286545.1	XP_017752559.1
OG0002082	NP_572503.1	XP_017756854.1
OG0002083	NP_648372.1	XP_017761027.1
OG0002084	NP_611677.1	XP_017766997.1
OG0002085	NP_001285316.1	XP_017763727.1
OG0002086	NP_609934.3	XP_017766239.1
OG0002087	NP_572818.1	XP_017754635.1
OG0002088	NP_523833.1	XP_017758462.1
OG0002089	NP_001261563.1	XP_017761526.1
OG0002090	NP_001260029.1	XP_017760923.1
OG0002091	NP_001285049.1, NP_609350.2	XP_017763140.1
OG0002092	NP_788716.1	XP_017763315.1
OG0002093	NP_001262005.1	XP_017754692.1
OG0002094	NP_610207.1, NP_001259341.1, NP_612091.1	XP_017756239.1
OG0002095	NP_733076.2	XP_017767606.1
OG0002096	NP_723086.1	XP_017756847.1, XP_017756848.1, XP_017756849.1
OG0002097	NP_001162716.1, NP_729740.2	XP_017756237.1
OG0002098	NP_477014.1	XP_017759237.1
OG0002099	NP_001262830.1, NP_001262827.1	XP_017755026.1, XP_017759158.1, XP_017759176.1
OG0002100	NP_001285208.1	XP_017757543.1, XP_017758365.1
OG0002101	NP_001014695.1	XP_017766163.1
OG0002102	NP_649939.1	XP_017760478.1
OG0002103	NP_001260451.1	XP_017763770.1
OG0002106	NP_524818.1	XP_017755462.1
OG0002107	NP_523739.2	XP_017763711.1
OG0002108	NP_996185.1	XP_017752804.1
OG0002109	NP_611966.3	XP_017761008.1, XP_017761009.1
OG0002110	NP_996042.1	XP_017757815.1
OG0002111	NP_001261454.1	XP_017767451.1
OG0002113	NP_001262803.1	XP_017758370.1, XP_017757979.1
OG0002114	NP_651508.1	XP_017753662.1
OG0002115	NP_572197.4	XP_017760245.1
OG0002116	NP_573100.1, NP_573105.1, NP_001262467.1	XP_017764509.1
OG0002117	NP_001286076.1	XP_017757255.1
OG0002119	NP_001162779.1	XP_017766154.1, XP_017766153.1
OG0002120	NP_652670.2, NP_610853.1, NP_611671.1	XP_017754827.1
OG0002121	NP_001262679.1	XP_017761119.1
OG0002122	NP_001138057.1	XP_017764050.1
OG0002123	NP_523593.5	XP_017764665.1
OG0002124	NP_001369005.1	XP_017764429.1, XP_017764430.1
OG0002125	NP_608369.1, NP_726887.1, NP_001356931.1	XP_017761662.1
OG0002126	NP_524659.1, NP_652413.1	XP_017759074.1
OG0002127	NP_001261984.1	XP_017765725.1
OG0002128	NP_611499.3	XP_017758879.1
OG0002129	NP_788872.1	XP_017767584.1
OG0002130	NP_001247043.1, NP_001260865.1	XP_017759055.1, XP_017759054.1
OG0002131	NP_001259886.1	XP_017754640.1
OG0002132	NP_001261614.1	XP_017759411.1
OG0002134	NP_001163664.1	XP_017758644.1, XP_017761974.1
OG0002136	NP_608780.1	XP_017763437.1
OG0002137	NP_001286327.1	XP_017762124.1
OG0002138	NP_001262079.1	XP_017758106.1, XP_017758107.1
OG0002139	NP_648894.2	XP_017756475.1
OG0002140	NP_001262599.1	XP_017766910.1
OG0002141	NP_730594.1	XP_017754310.1
OG0002142	NP_001285282.1	XP_017763258.1
OG0002143	NP_524238.1	XP_017766945.1
OG0002144	NP_001261617.1	XP_017755009.1
OG0002145	NP_609877.2	XP_017762839.1
OG0002146	NP_001259153.1	XP_017753420.1
OG0002148	NP_650672.1	XP_017757379.1, XP_017757378.1
OG0002149	NP_726059.5	XP_017763227.1
OG0002150	NP_001036357.2	XP_017760754.1
OG0002151	NP_788891.2	XP_017752881.1
OG0002152	NP_001036397.2	XP_017753679.1
OG0002153	NP_608851.1, NP_511089.2	XP_017754308.1
OG0002154	NP_651555.1	XP_017767439.1
OG0002155	NP_001262777.1	XP_017757236.1, XP_017757228.1
OG0002156	NP_001262888.1	XP_017761426.1, XP_017756721.1
OG0002157	NP_648105.1	XP_017764898.1
OG0002158	NP_001284753.1	XP_017753903.1
OG0002159	NP_001284832.1	XP_017756146.1
OG0002162	NP_649886.1	XP_017757621.1
OG0002163	NP_001286059.1	XP_017767026.1
OG0002164	NP_001287469.1	XP_017759358.1, XP_017759356.1
OG0002165	NP_511170.1	XP_017753265.1, XP_017753263.1
OG0002166	NP_651250.2	XP_017755988.1
OG0002167	NP_730568.1	XP_017765159.1
OG0002168	NP_001247018.1	XP_017756391.1, XP_017756392.1
OG0002169	NP_610943.2	XP_017761752.1
OG0002170	NP_001285140.1	XP_017767370.1
OG0002171	NP_723732.2, NP_609741.3	XP_017764741.1
OG0002172	NP_001245974.1	XP_017765741.1, XP_017765740.1, XP_017765739.1
OG0002173	NP_001262864.1	XP_017755901.1
OG0002177	NP_001260910.1	XP_017760286.1
OG0002178	NP_524679.3	XP_017758487.1
OG0002179	NP_609675.2	XP_017764207.1
OG0002181	NP_001285496.1	XP_017760400.1, XP_017760390.1
OG0002182	NP_001245595.1	XP_017766352.1
OG0002183	NP_788429.1	XP_017755676.1
OG0002184	NP_001247215.1	XP_017757501.1
OG0002185	NP_726596.1	XP_017756035.1
OG0002186	NP_001285258.1	XP_017753402.1
OG0002187	NP_649313.1	XP_017762849.1
OG0002188	NP_001104019.1	XP_017763578.1
OG0002190	NP_001097622.2	XP_017761664.1
OG0002191	NP_001260762.1	XP_017758923.1
OG0002192	NP_725091.1	XP_017755628.1
OG0002193	NP_650940.2	XP_017759337.1
OG0002194	NP_001286884.1	XP_017763741.1
OG0002195	NP_001285326.1	XP_017767567.1
OG0002196	NP_001246133.1	XP_017760622.1
OG0002197	NP_525097.1	XP_017755308.1
OG0002198	NP_649415.2, NP_611222.2	XP_017752555.1, XP_017754544.1
OG0002200	NP_001287456.1	XP_017752252.1
OG0002202	NP_001262840.1	XP_017757069.1, XP_017761112.1
OG0002203	NP_001262806.1	XP_017764650.1
OG0002204	NP_650021.1	XP_017767667.1
OG0002205	NP_611511.3	XP_017762220.1
OG0002205	NP_572327.1	XP_017764569.1
OG0002206	NP_001285571.1	XP_017763733.1
OG0002208	NP_001137618.1	XP_017753017.1
OG0002209	NP_001286111.1, NP_001188859.1, NP_724294.1	XP_017761412.1
OG0002211	NP_649412.1	XP_017760691.1
OG0002212	NP_001246302.1, NP_649596.1, NP_001163003.1, NP_001285689.1	XP_017755843.1
OG0002213	NP_608580.2	XP_017752445.1
OG0002215	NP_788337.1, NP_001286352.1	XP_017755252.1
OG0002217	NP_001163086.1	XP_017757269.1
OG0002218	NP_649774.1	XP_017756587.1
OG0002219	NP_651266.1	XP_017759530.1
OG0002220	NP_001286572.1	XP_017755286.1
OG0002221	NP_001259702.1	XP_017758865.1, XP_017758854.1
OG0002222	NP_001261000.1	XP_017760510.1
OG0002223	NP_001287045.1	XP_017762589.1
OG0002224	NP_001014469.1	XP_017763119.1
OG0002225	NP_001163042.1	XP_017766495.1
OG0002226	NP_652639.1	XP_017752996.1
OG0002236	NP_001287249.1, NP_001189295.1	XP_017761542.1
OG0002237	NP_001097736.1, NP_524682.1	XP_017767570.1
OG0002238	NP_001260018.1	XP_017760070.1
OG0002239	NP_573175.2	XP_017755395.1
OG0002241	NP_001262025.1	XP_017765220.1
OG0002242	NP_001259911.1	XP_017759988.1
OG0002243	NP_476646.2	XP_017763787.1
OG0002244	NP_001287433.1	XP_017754511.1, XP_017754512.1
OG0002246	NP_524033.2	XP_017764465.1, XP_017764466.1
OG0002247	NP_611450.1, NP_001097356.1, NP_523771.1	XP_017765845.1
OG0002248	NP_608531.1	XP_017755383.1, XP_017755385.1, XP_017755384.1
OG0002249	NP_001261273.1	XP_017762772.1, XP_017762773.1
OG0002250	NP_651181.1	XP_017767125.1
OG0002251	NP_729388.1, NP_648234.1, NP_648235.1, NP_648237.1	XP_017762777.1
OG0002252	NP_731500.1	XP_017753593.1, XP_017753594.1
OG0002253	NP_001303378.1	XP_017766617.1
OG0002254	NP_523792.2	XP_017766261.1, XP_017766263.1
OG0002255	NP_001246745.1	XP_017763573.1
OG0002256	NP_649582.1	XP_017759533.1
OG0002257	NP_476866.1	XP_017763282.1
OG0002258	NP_610379.2	XP_017753018.1
OG0002259	NP_001247099.1	XP_017764422.1
OG0002260	NP_649813.1	XP_017755739.1
OG0002261	NP_651967.2	XP_017757588.1
OG0002262	NP_001097502.1	XP_017762243.1
OG0002263	NP_001247310.1	XP_017752966.1, XP_017752965.1
OG0002264	NP_729301.1	XP_017763234.1
OG0002265	NP_001285313.1, NP_001287584.1	XP_017753166.1
OG0002266	NP_609647.1	XP_017758988.1
OG0002267	NP_001287120.1	XP_017752666.1
OG0002268	NP_001260796.1	XP_017757171.1
OG0002269	NP_729528.2	XP_017763850.1
OG0002270	NP_001259717.1	XP_017757312.1
OG0002271	NP_647950.1	XP_017764261.1
OG0002272	NP_651622.2	XP_017754447.1
OG0002273	NP_609364.1	XP_017759151.1
OG0002275	NP_511166.2	XP_017764244.1
OG0002276	NP_648179.3	XP_017761528.1
OG0002277	NP_649473.1	XP_017753530.1
OG0002278	NP_733209.1	XP_017760886.1
OG0002279	NP_001097075.2	XP_017752215.1, XP_017752214.1
OG0002280	NP_001027412.1	XP_017762854.1
OG0002281	NP_001188935.1	XP_017761739.1
OG0002282	NP_650055.1	XP_017761281.1
OG0002283	NP_001014583.1, NP_524394.2	XP_017753869.1, XP_017753868.1, XP_017753867.1
OG0002284	NP_731688.2	XP_017758545.1
OG0002285	NP_651667.1	XP_017760594.1
OG0002286	NP_788515.1	XP_017752172.1
OG0002287	NP_001246966.1	XP_017763245.1
OG0002288	NP_476929.1	XP_017754808.1, XP_017754806.1, XP_017754807.1
OG0002289	NP_001286047.1	XP_017764357.1
OG0002290	NP_001137877.1	XP_017753064.1
OG0002291	NP_001262693.1	XP_017761854.1
OG0002292	NP_001137630.2	XP_017763567.1
OG0002293	NP_001369011.1	XP_017752176.1
OG0002294	NP_001287483.1, NP_001262939.1	XP_017757161.1
OG0002295	NP_001137978.1	XP_017761885.1
OG0002296	NP_001285877.1, NP_001097153.1	XP_017765962.1
OG0002298	NP_572488.1	XP_017765266.1
OG0002299	NP_001246631.1	XP_017760302.1, XP_017760310.1
OG0002300	NP_523713.2	XP_017756135.1
OG0002302	NP_001262366.1	XP_017761991.1, XP_017761996.1
OG0002303	NP_001285976.1	XP_017762905.1, XP_017762655.1
OG0002304	NP_729380.1	XP_017756404.1
OG0002305	NP_609505.1	XP_017763969.1
OG0002306	NP_001097477.1	XP_017756688.1
OG0002307	NP_001247158.1	XP_017755691.1
OG0002309	NP_523369.2	XP_017761535.1
OG0002310	NP_650863.3	XP_017752752.1
OG0002311	NP_001284845.1, NP_001284844.1	XP_017755205.1
OG0002312	NP_610052.1	XP_017766763.1
OG0002313	NP_611636.1	XP_017760850.1
OG0002314	NP_611803.1	XP_017755039.1, XP_017755040.1
OG0002315	NP_001356923.1	XP_017762891.1
OG0002317	NP_609965.1	XP_017767034.1
OG0002318	NP_651351.1	XP_017757511.1
OG0002319	NP_001287005.1, NP_524630.1	XP_017756113.1
OG0002320	NP_001259719.1	XP_017767323.1
OG0002321	NP_732964.1	XP_017765410.1
OG0002322	NP_001162651.1	XP_017762460.1, XP_017762459.1
OG0002323	NP_649760.1	XP_017757132.1
OG0002324	NP_610722.2, NP_001260909.1	XP_017756291.1
OG0002325	NP_648482.3	XP_017760573.1
OG0002326	NP_569874.1	XP_017760825.1
OG0002327	NP_001285776.1	XP_017755483.1
OG0002328	NP_610273.1	XP_017760808.1
OG0002329	NP_731930.3	XP_017756745.1
OG0002330	NP_001285729.1	XP_017758014.1
OG0002331	NP_001284830.1	XP_017767602.1
OG0002332	NP_001137802.1	XP_017767633.1
OG0002333	NP_001285918.1	XP_017764974.1, XP_017764975.1
OG0002334	NP_651249.2	XP_017760711.1
OG0002335	NP_001262595.1	XP_017766615.1
OG0002336	NP_001285803.1	XP_017767219.1
OG0002337	NP_001261323.1, NP_001261324.1	XP_017759414.1
OG0002338	NP_001036446.2	XP_017763485.1
OG0002339	NP_001188911.1	XP_017767398.1
OG0002340	NP_001245889.1	XP_017766076.1
OG0002341	NP_609968.3	XP_017766981.1
OG0002342	NP_001260601.1	XP_017754523.1
OG0002343	NP_650447.1	XP_017756802.1
OG0002344	NP_001262835.1	XP_017762131.1
OG0002345	NP_609239.1	XP_017752280.1
OG0002346	NP_995679.1	XP_017752575.1, XP_017752563.1
OG0002347	NP_001036341.2	XP_017760986.1, XP_017760985.1
OG0002349	NP_477420.1	XP_017757912.1
OG0002350	NP_650918.1	XP_017756668.1
OG0002351	NP_001287218.1	XP_017758197.1
OG0002352	NP_788536.1	XP_017761724.1
OG0002354	NP_001286785.1	XP_017765236.1
OG0002355	NP_001259311.1	XP_017760946.1
OG0002356	NP_001261092.1	XP_017767318.1
