Orthogroup	Drosophila_melanogaster	Bombyx_mori
OG0001932	NP_608570.1	XP_037867866.1, XP_037867763.1, XP_037875420.1, XP_037868034.1
OG0001933	NP_524431.2	NP_001138793.1, XP_037876452.1
OG0001935	NP_001015254.1	XP_012551363.1, XP_004932653.1
OG0001936	NP_001286158.1	XP_021207986.1, NP_001124345.1, NP_001091791.1
OG0001937	NP_001259619.1	NP_001136084.1, XP_037874195.1
OG0001938	NP_001286427.1	XP_004921707.1, XP_004921760.1
OG0001939	NP_649157.1	XP_012546950.1, NP_001093283.1
OG0001940	NP_001287364.1	XP_021203465.1, XP_004925890.1, XP_004925891.1
OG0001941	NP_001368962.1	XP_012549425.2, XP_012549428.2
OG0001942	NP_001260565.1, NP_476804.1	XP_004926240.1
OG0001943	NP_001188918.1, NP_651214.2	XP_004923590.1
OG0001944	NP_001163494.1	NP_001037504.1
OG0001945	NP_572873.2	XP_021205029.2, XP_021205030.2, XP_012547652.2
OG0001946	NP_001303420.1	XP_037869327.1
OG0001947	NP_649796.1	XP_037867944.1, XP_004924339.1
OG0001949	NP_001285813.1	XP_037870326.1, XP_004926920.1
OG0001951	NP_726846.1	XP_021203848.2, XP_021203849.1, XP_037874958.1
OG0001952	NP_001245466.1	XP_037866697.1, XP_037866709.1
OG0001953	NP_788450.1	XP_021207789.1, XP_004932490.1
OG0001956	NP_610804.1	XP_012547428.2, XP_037870740.1, XP_004927982.1, XP_004927809.1
OG0001959	NP_649972.1	XP_004921844.1
OG0001960	NP_001261726.1, NP_524993.3, NP_001027247.1	XP_037871193.1
OG0001961	NP_001286875.1	XP_004930929.1
OG0001962	NP_609989.1, NP_609990.1, NP_001188850.1	XP_004933390.1, XP_004928253.1, XP_004928254.1, XP_004933387.1
OG0001963	NP_648053.1	XP_037871090.1, XP_037871089.1
OG0001964	NP_001287227.1	XP_004921804.1
OG0001965	NP_001285968.1, NP_723939.1, NP_728540.1, NP_612051.1	XP_004926552.1
OG0001966	NP_001286827.1	XP_012551994.1
OG0001967	NP_001262353.1	XP_012544203.1
OG0001968	NP_001097756.1	XP_021203345.1, XP_021203346.1, XP_037867333.1
OG0001969	NP_001259204.1	NP_001243937.1, XP_021204322.1
OG0001973	NP_726095.2	XP_021207551.2, XP_021207548.2
OG0001974	NP_648645.1	XP_004928351.1
OG0001975	NP_001260979.1	XP_021202025.1
OG0001976	NP_001138150.1	XP_004924205.1, XP_037869993.1
OG0001981	NP_649298.2, NP_001262144.1, NP_001287140.1	NP_001166741.1, NP_001166740.1, NP_001166739.1
OG0001983	NP_610838.1	XP_021202123.2, XP_021202124.2
OG0001987	NP_001356937.1	XP_012552962.1, NP_001040339.1
OG0001988	NP_524001.2	XP_021204462.1
OG0001989	NP_001260098.1, NP_001284837.1	XP_037869257.1
OG0001990	NP_788760.1	XP_004932474.1
OG0001991	NP_001262998.1	NP_001040421.1
OG0001992	NP_001245552.1	NP_001040467.1, XP_037876129.1, XP_037871536.1, NP_001040182.1
OG0001993	NP_611538.1	XP_012544193.2, XP_037873417.1
OG0001994	NP_651072.1	XP_004925779.1
OG0001995	NP_523355.2	XP_004927930.1
OG0001996	NP_001287145.1, NP_649391.1, NP_649394.1, NP_649395.1	XP_004922473.1
OG0001996	NP_524991.1, NP_649393.1, NP_724787.1	XP_004922475.1, XP_004922474.1
OG0001997	NP_996267.1	NP_001170881.1
OG0001998	NP_651780.1	NP_001274329.1
OG0001999	NP_523428.1	NP_001040206.1, XP_037873068.1
OG0002000	NP_726490.3	XP_037873570.1
OG0002001	NP_001285572.1	XP_004924194.1
OG0002002	NP_001260458.1	NP_001037347.1
OG0002003	NP_001259998.1	XP_004926303.1
OG0002004	NP_650776.1	XP_012549677.1
OG0002005	NP_647640.1	NP_001040410.1
OG0002006	NP_001247376.1, NP_001247375.1	XP_004926826.1, NP_001037199.1
OG0002007	NP_001261689.1	XP_004931316.2, XP_004931314.2, XP_004931315.2, XP_004931313.2, XP_004931312.2
OG0002009	NP_001027401.1	XP_004924671.1
OG0002010	NP_651600.1	XP_004922081.1
OG0002011	NP_001286589.1	XP_004930524.2
OG0002012	NP_001014582.1, NP_524041.2	XP_021204828.2, XP_037870936.1
OG0002013	NP_001245550.1	XP_037872480.1
OG0002014	NP_476562.1	XP_012545551.1
OG0002015	NP_609782.2	XP_012548426.3
OG0002016	NP_788448.1	XP_037875068.1
OG0002017	NP_610188.2	XP_004932704.2
OG0002018	NP_648586.2	XP_004922629.1
OG0002019	NP_001137910.2	NP_001040134.1
OG0002020	NP_732549.2	XP_021201873.2
OG0002022	NP_726406.1	XP_004926993.1
OG0002023	NP_001245577.1	XP_012544680.3
OG0002024	NP_610095.1	XP_004930957.1, XP_012549934.1, XP_012549935.1
OG0002025	NP_649877.1	XP_012549681.1, XP_004930556.1, XP_037867411.1, XP_021206534.1, XP_021206535.1
OG0002028	NP_001263045.1	XP_037871856.1
OG0002029	NP_610059.1	XP_037874935.1
OG0002032	NP_001286795.1	XP_037867146.1
OG0002033	NP_001285275.1	XP_012551301.1
OG0002034	NP_001163027.1	XP_004932097.1
OG0002034	NP_001189073.1	XP_037868059.1, XP_004931283.1, XP_021207118.1
OG0002036	NP_001286548.1	XP_004930803.2
OG0002037	NP_524660.1	XP_004928198.1
OG0002038	NP_608372.1	NP_001182383.1
OG0002039	NP_001286974.1	XP_004933181.2
OG0002041	NP_647887.1	XP_021205165.1
OG0002042	NP_001137671.1, NP_610099.1	XP_004922505.2
OG0002043	NP_001034012.2	NP_001040180.1
OG0002044	NP_001263139.1	XP_021208120.1, XP_021208121.1
OG0002045	NP_477311.1	NP_001138801.1, XP_012548529.1
OG0002046	NP_733326.1	XP_004926811.1
OG0002047	NP_001189286.1	XP_004931117.1, XP_021206910.1
OG0002048	NP_001247185.1	XP_037867513.1
OG0002049	NP_732811.1	XP_004923495.1, XP_037876981.1
OG0002050	NP_001285355.1	NP_001266391.1
OG0002051	NP_611681.1, NP_001286736.1, NP_611610.2, NP_001246460.1, NP_001286724.1, NP_523809.2, NP_001261050.1	XP_037873901.1
OG0002052	NP_611508.1	XP_012552016.2
OG0002053	NP_610530.1	XP_012543792.2, XP_012546073.2, XP_004922271.1
OG0002054	NP_001097585.3	XP_012553242.2, XP_037877277.1
OG0002055	NP_001259900.1, NP_572902.1	XP_037867991.1
OG0002056	NP_524907.2	XP_037867474.1
OG0002057	NP_609888.2	XP_004923050.1
OG0002058	NP_609119.2	XP_004930906.1
OG0002059	NP_648185.1	XP_012550348.3
OG0002060	NP_726403.2	NP_001296560.1, XP_037875545.1
OG0002061	NP_001036338.1	XP_004931741.1
OG0002062	NP_001356975.1	XP_004931544.1, XP_021207193.1, XP_021207194.1
OG0002063	NP_001285001.1	XP_004924668.1
OG0002064	NP_001356982.1	XP_012551004.1, XP_004932099.1
OG0002065	NP_001284967.1	XP_037869831.1
OG0002066	NP_649869.1	XP_004926099.1, XP_012545783.1
OG0002067	NP_651116.1	XP_012550773.1
OG0002068	NP_611856.1	XP_004932200.1, XP_004932199.1, XP_004932201.1, XP_021207663.1, XP_004932198.1
OG0002069	NP_652610.1	XP_037877729.1
OG0002070	NP_650941.3	XP_004928991.1
OG0002071	NP_477372.1	NP_001040377.1
OG0002072	NP_001259984.1	XP_004927177.1
OG0002073	NP_001260394.1	XP_004929232.1
OG0002074	NP_001260491.1, NP_001263066.1	NP_001166609.1, XP_021202338.1
OG0002075	NP_524583.1	NP_001037484.1, XP_021207137.1, NP_001037552.1
OG0002076	NP_001163600.1	NP_001108113.1
OG0002077	NP_724409.3	XP_021206397.2, XP_021206396.2, XP_021206398.2, XP_021206395.2
OG0002078	NP_001259928.1	XP_004930914.1, XP_012550072.1
OG0002079	NP_001261524.1	XP_004929857.1, XP_021206087.1
OG0002080	NP_649990.2	XP_004929715.1
OG0002081	NP_001286545.1	NP_001037658.1, XP_012548085.1
OG0002082	NP_572503.1	XP_004922686.2
OG0002083	NP_648372.1	XP_037870148.1, XP_037877548.1
OG0002085	NP_001285316.1	XP_037872129.1, NP_001040139.1
OG0002086	NP_609934.3	XP_012549660.1
OG0002087	NP_572818.1	XP_004931292.1, XP_004931291.1, XP_012550366.1
OG0002088	NP_523833.1	NP_001243927.1, XP_012551057.1
OG0002089	NP_001261563.1	XP_012544857.1
OG0002089	NP_649709.2	XP_012550296.2
OG0002090	NP_001260029.1	XP_004925377.2
OG0002091	NP_001285049.1, NP_609350.2	XP_004923972.2
OG0002092	NP_788716.1	XP_004924772.1, XP_012544590.1, XP_037874717.1
OG0002093	NP_001262005.1	XP_004922680.1
OG0002094	NP_610207.1, NP_001259341.1, NP_612091.1	XP_037869903.1, XP_037869902.1
OG0002095	NP_733076.2	XP_004921623.1
OG0002096	NP_723086.1	XP_004933673.2
OG0002097	NP_001162716.1, NP_729740.2	XP_021205473.1
OG0002098	NP_477014.1	XP_012548484.1, XP_012548483.1, XP_004929181.1, XP_004929182.1
OG0002099	NP_001262830.1, NP_001262827.1	XP_021203338.1, XP_021203330.1
OG0002100	NP_001285208.1	NP_001040519.1
OG0002101	NP_001014695.1	XP_037871396.1, XP_021208873.1
OG0002102	NP_649939.1	XP_004921841.2, XP_037876170.1
OG0002103	NP_001260451.1	XP_004926638.1
OG0002106	NP_524818.1	XP_004930986.1, XP_021206840.1
OG0002107	NP_523739.2	XP_037873841.1, XP_037873840.1
OG0002108	NP_996185.1	XP_004932655.1, XP_037875233.1, XP_037875234.1
OG0002109	NP_611966.3	XP_037875089.1
OG0002110	NP_996042.1	XP_037869794.1
OG0002111	NP_001261454.1	XP_012545601.1, XP_037877486.1
OG0002113	NP_001262803.1	XP_037873020.1, NP_001037186.1
OG0002114	NP_651508.1	XP_004927474.1
OG0002115	NP_572197.4	XP_004927963.1
OG0002116	NP_573100.1, NP_573105.1, NP_001262467.1	XP_037870955.1
OG0002117	NP_001286076.1	XP_004929507.1
OG0002119	NP_001162779.1	XP_012551451.2
OG0002120	NP_652670.2, NP_610853.1, NP_611671.1	XP_037866469.1
OG0002121	NP_001262679.1	XP_004924530.2, XP_004924528.2
OG0002122	NP_001138057.1	XP_021202521.1
OG0002124	NP_001369005.1	XP_037874683.1, XP_021203890.2
OG0002125	NP_608369.1, NP_726887.1, NP_001356931.1	XP_004927987.4
OG0002126	NP_524659.1, NP_652413.1	XP_004927506.1, XP_004925662.1
OG0002127	NP_001261984.1	XP_037876861.1
OG0002128	NP_611499.3	XP_021204759.1
OG0002129	NP_788872.1	XP_037871920.1, XP_037871918.1, XP_037871919.1, XP_037871917.1, XP_037871916.1
OG0002130	NP_001260865.1	XP_004922992.1, XP_037871765.1
OG0002131	NP_001259886.1	XP_037875416.1, XP_037875405.1
OG0002132	NP_001261614.1	NP_001106740.1, XP_037877278.1
OG0002134	NP_001163664.1	XP_021203407.2
OG0002136	NP_608780.1	XP_037871770.1
OG0002137	NP_001286327.1	XP_004925836.2
OG0002138	NP_001262079.1	NP_001040192.1
OG0002139	NP_648894.2	XP_021209062.1
OG0002140	NP_001262599.1	XP_037868592.1
OG0002141	NP_730594.1	XP_021201826.1
OG0002142	NP_001285282.1	XP_004925884.2, XP_004925883.1
OG0002143	NP_524238.1	NP_001091797.1, XP_012545497.2
OG0002144	NP_001261617.1	NP_001182629.1, XP_021205972.2, NP_001093294.1, NP_001182630.1, XP_037873767.1
OG0002145	NP_609877.2	XP_012548441.2
OG0002146	NP_001259153.1	XP_037866665.1
OG0002148	NP_650672.1	XP_021204958.2
OG0002149	NP_726059.5	XP_021206472.1
OG0002150	NP_001036357.2	XP_021207716.2
OG0002151	NP_788891.2	XP_037869116.1
OG0002152	NP_001036397.2	XP_004932302.1
OG0002153	NP_608851.1, NP_511089.2	NP_001191248.1, XP_037875040.1
OG0002154	NP_651555.1	XP_037873127.1
OG0002155	NP_001262777.1	XP_037867343.1, XP_037867335.1
OG0002156	NP_001262888.1	XP_037869025.1
OG0002157	NP_648105.1	XP_004929801.1
OG0002158	NP_001284753.1	XP_004932283.2
OG0002159	NP_001284832.1	XP_004931939.2
OG0002162	NP_649886.1	XP_012544436.1, XP_037876284.1, XP_004924564.2, XP_012544440.1, XP_004924568.2
OG0002163	NP_001286059.1	XP_037876040.1
OG0002164	NP_001287469.1	XP_021207817.2
OG0002165	NP_511170.1	XP_037876988.1, NP_001244265.1
OG0002166	NP_651250.2	XP_021207080.1
OG0002167	NP_730568.1	XP_004932543.1
OG0002168	NP_001247018.1	XP_037870805.1
OG0002169	NP_610943.2	XP_012550913.2
OG0002170	NP_001285140.1	XP_012547630.1, XP_004928213.1
OG0002171	NP_723732.2, NP_609741.3	XP_037866870.1
OG0002172	NP_001245974.1	XP_037877723.1
OG0002173	NP_001262864.1	XP_037869944.1, XP_037869936.1, XP_037869943.1
OG0002177	NP_001260910.1	XP_037875253.1
OG0002178	NP_524679.3	XP_037871675.1
OG0002179	NP_609675.2	XP_037870128.1
OG0002181	NP_001285496.1	XP_037869458.1, XP_037869449.1
OG0002182	NP_001245595.1	XP_004934376.1
OG0002183	NP_788429.1	XP_037868365.1
OG0002184	NP_001247215.1	XP_012553100.2, XP_037876248.1
OG0002185	NP_726596.1	XP_037872580.1
OG0002186	NP_001285258.1	XP_037867256.1
OG0002187	NP_649313.1	XP_004924091.2
OG0002188	NP_001104019.1	XP_004933130.1
OG0002189	NP_572502.1	XP_037868007.1
OG0002190	NP_001097622.2	XP_021207985.2, XP_021207984.2
OG0002191	NP_001260762.1	XP_037876997.1, NP_001296509.1
OG0002192	NP_725091.1	XP_004930030.2
OG0002193	NP_650940.2	XP_037872786.1
OG0002194	NP_001286884.1	XP_004932826.1, XP_004932827.1
OG0002195	NP_001285326.1	XP_012549175.1, XP_004930210.1, XP_004930209.1, XP_021206201.1
OG0002196	NP_001246133.1	XP_012545577.2
OG0002197	NP_525097.1	XP_037868350.1
OG0002198	NP_649415.2, NP_611222.2	XP_004929877.2, XP_021206055.1
OG0002200	NP_001287456.1	XP_021203983.1
OG0002201	NP_724335.2	XP_037876631.1
OG0002202	NP_001262840.1	XP_012544067.2
OG0002203	NP_001262806.1	NP_001296476.1, XP_037868626.1
OG0002204	NP_650021.1	XP_037873138.1
OG0002205	NP_611511.3	XP_004923458.1
OG0002206	NP_001285571.1	XP_004923125.1, XP_004926946.1
OG0002207	NP_001097845.2, NP_001097647.3, NP_995744.4	XP_037874986.1, XP_012550734.2
OG0002208	NP_001137618.1	XP_037868420.1, XP_004932254.2
OG0002209	NP_001286111.1, NP_001188859.1, NP_724294.1	XP_004924437.2
OG0002210	NP_611068.3	XP_037872298.1, XP_037875811.1
OG0002211	NP_649412.1	XP_004931687.2
OG0002212	NP_001246302.1, NP_649596.1, NP_001163003.1, NP_001285689.1	XP_037866852.1
OG0002213	NP_608580.2	XP_012544470.1
OG0002215	NP_788337.1, NP_001286352.1	NP_001153660.1, XP_012544170.1, XP_004929335.2
OG0002217	NP_001163086.1	XP_004928578.1
OG0002218	NP_649774.1	XP_037875074.1
OG0002219	NP_651266.1	XP_004921897.2
OG0002220	NP_001286572.1	XP_037866830.1
OG0002221	NP_001259702.1	XP_012551291.1
OG0002222	NP_001261000.1	XP_037867084.1, XP_037867089.1
OG0002223	NP_001287045.1	XP_004924801.2
OG0002224	NP_001014469.1	XP_004931770.1
OG0002225	NP_001163042.1	XP_021206432.2
OG0002226	NP_652639.1	XP_037873298.1
OG0002236	NP_001287249.1, NP_001189295.1	NP_001093076.1, XP_012543928.1
OG0002237	NP_001097736.1, NP_524682.1	XP_004933166.1, XP_037874965.1
OG0002238	NP_001260018.1	NP_001037372.1
OG0002239	NP_573175.2	NP_001040237.1
OG0002240	NP_523684.2	NP_001036916.1
OG0002241	NP_001262025.1	XP_021203193.1, NP_001037233.1
OG0002242	NP_001259911.1	XP_037871896.1
OG0002243	NP_476646.2	XP_004923153.1
OG0002244	NP_001287433.1	NP_001037281.1
OG0002246	NP_524033.2	NP_001036897.1
OG0002247	NP_611450.1, NP_001097356.1	XP_004926157.1
OG0002247	NP_523771.1	XP_004933066.1
OG0002248	NP_608531.1	XP_004926601.1, XP_012551631.1, NP_001040343.1
OG0002249	NP_001261273.1	NP_001091802.1
OG0002250	NP_651181.1	XP_004923404.1
OG0002251	NP_729388.1, NP_648234.1, NP_648235.1, NP_648237.1	NP_001040131.1
OG0002252	NP_731500.1	XP_004927837.1
OG0002253	NP_001303378.1	NP_001040524.1, XP_012549378.1
OG0002254	NP_523792.2	NP_001040498.1, NP_001040382.1
OG0002255	NP_001246745.1	XP_004926242.1, XP_004926243.1
OG0002256	NP_649582.1	XP_037875702.1
OG0002257	NP_476866.1	XP_037866847.1
OG0002258	NP_610379.2	XP_004924118.1
OG0002259	NP_001247099.1	XP_004928659.1
OG0002260	NP_649813.1	NP_001040161.1
OG0002261	NP_651967.2	NP_001093078.1
OG0002262	NP_001097502.1	XP_012548775.2
OG0002263	NP_001247310.1	XP_012545000.1, XP_037875794.1
OG0002264	NP_729301.1	XP_012544793.1, XP_037869775.1
OG0002265	NP_001285313.1, NP_001287584.1	XP_012550867.2, NP_001040456.1, NP_001040530.1
OG0002266	NP_609647.1	XP_004926299.1
OG0002267	NP_001287120.1	XP_004925202.1
OG0002268	NP_001260796.1	XP_037873998.1
OG0002269	NP_729528.2	NP_001040268.1, NP_001040481.1
OG0002270	NP_001259717.1	XP_021205280.1, XP_021205281.1
OG0002271	NP_647950.1	XP_037869279.1, XP_037869280.1
OG0002272	NP_651622.2	XP_004922819.1
OG0002275	NP_511166.2	XP_021206830.2
OG0002276	NP_648179.3	XP_012544866.1, XP_012544867.1
OG0002277	NP_649473.1	NP_001296557.1
OG0002278	NP_733209.1	XP_012552556.2, XP_012552490.2
OG0002279	NP_001097075.2	XP_037876995.1
OG0002280	NP_001027412.1	NP_001093299.1, XP_012548047.1
OG0002281	NP_001188935.1	XP_037872686.1
OG0002282	NP_650055.1	XP_004924715.1
OG0002283	NP_001014583.1, NP_524394.2	XP_012553037.2, NP_001037558.1
OG0002284	NP_731688.2	XP_037871685.1, XP_012552837.1, XP_021209040.1
OG0002285	NP_651667.1	XP_012549050.1, XP_004929829.1
OG0002286	NP_788515.1	XP_012548819.2
OG0002287	NP_001246966.1	XP_021202511.2
OG0002288	NP_476929.1	XP_012546309.1
OG0002289	NP_001286047.1	XP_037877096.1
OG0002290	NP_001137877.1	XP_004930244.1
OG0002291	NP_001262693.1	XP_012551389.1
OG0002292	NP_001286776.1	XP_004933392.1
OG0002292	NP_001137630.2	XP_021202132.2
OG0002293	NP_001369011.1	XP_012548852.1, XP_037874539.1
OG0002294	NP_001287483.1, NP_001262939.1	XP_012552663.2, XP_037871201.1
OG0002295	NP_001137978.1	XP_004931485.1
OG0002296	NP_001285877.1, NP_001097153.1	XP_037870380.1
OG0002298	NP_572488.1	XP_004922977.1
OG0002299	NP_001246631.1	XP_012551606.1
OG0002302	NP_001262366.1	XP_004931975.1
OG0002303	NP_001285976.1	NP_001116816.1, XP_037870168.1
OG0002304	NP_729380.1	XP_004927378.1, XP_021204470.1
OG0002305	NP_609505.1	XP_037875018.1
OG0002307	NP_001247158.1	XP_004931271.1
OG0002308	NP_001104460.2, NP_001286943.1	NP_001104833.1
OG0002309	NP_523369.2	XP_012551263.2
OG0002310	NP_650863.3	XP_037875109.1
OG0002311	NP_001284845.1, NP_001284844.1	XP_012551556.1, XP_004929999.1
OG0002312	NP_610823.1	XP_004931685.2
OG0002312	NP_610052.1	XP_021206859.2
OG0002313	NP_611636.1	XP_004933278.1
OG0002314	NP_611803.1	XP_004933495.3
OG0002315	NP_001356923.1	XP_004932517.1
OG0002317	NP_609965.1	XP_004924840.1
OG0002318	NP_651351.1	XP_004923365.1
OG0002319	NP_001287005.1, NP_524630.1	NP_001188362.1, XP_037875039.1
OG0002320	NP_001259719.1	XP_037873194.1
OG0002321	NP_732964.1	XP_012553291.1
OG0002322	NP_001162651.1	XP_012552290.1
OG0002323	NP_649760.1	XP_037876567.1
OG0002324	NP_610722.2, NP_001260909.1	NP_001108342.1
OG0002326	NP_569874.1	XP_004926830.1
OG0002327	NP_001285776.1	NP_001243986.1, XP_012545523.1
OG0002328	NP_610273.1	XP_012546166.1, XP_004926575.1
OG0002329	NP_731930.3	XP_037870561.1
OG0002330	NP_001285729.1	XP_004927093.1
OG0002331	NP_001284830.1	XP_021202468.1
OG0002332	NP_001137802.1	XP_037873581.1, XP_037873582.1
OG0002333	NP_001285918.1	XP_037868904.1
OG0002334	NP_651249.2	XP_037867857.1, XP_037867858.1
OG0002335	NP_001262595.1	XP_004929611.1
OG0002336	NP_001285803.1	XP_012548546.2, NP_001040257.1
OG0002337	NP_001261323.1, NP_001261324.1	NP_001036929.1, XP_012549361.2, NP_001127710.1
OG0002338	NP_001036446.2	XP_037877871.1
OG0002339	NP_001188911.1	XP_037875024.1
OG0002340	NP_001245889.1	XP_021205814.2
OG0002341	NP_609968.3	XP_004930911.1, XP_037877762.1, XP_037877763.1, XP_037877764.1
OG0002342	NP_001260601.1	NP_001037638.1
OG0002343	NP_650447.1	XP_037869887.1
OG0002344	NP_001262835.1	XP_004926597.1, XP_037867304.1, NP_001296462.1
OG0002345	NP_609239.1	XP_004928556.1
OG0002346	NP_995679.1	XP_037872670.1
OG0002347	NP_001036341.2	XP_012552139.1
OG0002349	NP_477420.1	XP_004927771.1
OG0002350	NP_650918.1	XP_037876346.1
OG0002351	NP_001287218.1	XP_004926437.1
OG0002352	NP_788536.1	XP_004931534.1
OG0002354	NP_001286785.1	XP_012544990.2
OG0002355	NP_001259311.1	XP_004928444.1, XP_004925401.1
OG0002356	NP_001261092.1	NP_001116818.1, XP_037866722.1
OG0002357	NP_001285977.1	XP_021208040.1, XP_004932789.1
OG0002358	NP_648945.1	XP_004930714.2
OG0002359	NP_001285406.1	XP_004929440.1
OG0002360	NP_001285833.1	XP_004932668.1
OG0002361	NP_608335.1, NP_609269.1	NP_001170796.1
OG0002362	NP_996330.1	XP_037873055.1
OG0002363	NP_001286579.1	XP_004922407.1
OG0002364	NP_572709.1	XP_004928646.2
OG0002365	NP_609980.1	NP_001040468.1, XP_012546772.1
OG0002366	NP_573019.1, NP_573018.1	XP_004932954.2
OG0002367	NP_652500.1, NP_001097158.1	XP_004933296.1
OG0002368	NP_001262276.1	XP_037867913.1
OG0002369	NP_647972.1	XP_004924151.1
OG0002370	NP_650501.1	XP_004932621.1
OG0002371	NP_650583.1	XP_004925258.2
OG0002372	NP_610940.1	XP_004932688.1, XP_012551386.1
OG0002373	NP_001188884.1	XP_004932325.2, XP_012551127.2
OG0002374	NP_995906.1	XP_021208478.1
OG0002375	NP_523887.2	XP_004928174.2
OG0002376	NP_728294.1	XP_004927405.1
OG0002377	NP_611064.2	XP_021202033.1
OG0002378	NP_001261992.1	XP_037873440.1
OG0002379	NP_001262969.1	XP_004921857.1
OG0002380	NP_001285145.1	XP_004929661.1
OG0002381	NP_649859.1	XP_037874452.1
OG0002382	NP_001287132.1	XP_004922524.1
OG0002383	NP_001033847.1, NP_001259598.1	XP_012548866.2, XP_004929786.3
OG0002384	NP_648946.3	XP_004925916.1
OG0002385	NP_648047.2	XP_004924172.3
OG0002387	NP_001285097.1	XP_037873254.1
OG0002388	NP_610573.1	XP_004921870.1
OG0002389	NP_001260309.1	NP_001243919.1, XP_037870185.1
OG0002390	NP_648059.1	XP_004924321.2, XP_021202405.2
OG0002391	NP_608934.1	XP_012545101.3
OG0002392	NP_651763.4	XP_037869639.1
OG0002393	NP_001163553.1, NP_649819.1	XP_004933063.1, XP_004933068.1
OG0002394	NP_788051.1	XP_004929162.1
OG0002395	NP_001247100.1	XP_004928896.1
OG0002397	NP_001246018.1	XP_004923815.3, XP_037871372.1
OG0002398	NP_651872.1	XP_004929744.1
OG0002400	NP_650561.1	XP_004925676.1
OG0002402	NP_477294.2	XP_004932210.1
OG0002403	NP_001287262.1	XP_037871961.1, XP_037871964.1
OG0002404	NP_001260216.1	XP_037866679.1
OG0002406	NP_524768.2	XP_037871892.1, XP_021205341.2
OG0002407	NP_001285640.1, NP_001245885.1	XP_004926148.1, XP_004926149.1
OG0002408	NP_001162682.2	XP_004924182.1
OG0002409	NP_001262033.1	XP_012549337.1
OG0002410	NP_001246751.1	XP_021207248.2
OG0002412	NP_001287599.1	XP_037876179.1
OG0002413	NP_001259732.1	XP_037874940.1
OG0002414	NP_610802.1	XP_021207611.1
OG0002415	NP_001286334.1	XP_012546283.1, XP_004922044.1, XP_037877270.1, XP_037877269.1, XP_037877495.1
OG0002416	NP_729266.2	XP_021204344.1, XP_021204346.1, XP_021204345.1, XP_021204348.1, XP_021204347.1
OG0002418	NP_001260819.1	XP_004930702.1
OG0002419	NP_572888.2	XP_012550021.2
OG0002420	NP_525122.1	XP_004930781.1
OG0002421	NP_523837.2	XP_037876076.1
OG0002422	NP_536796.2	XP_037877643.1, NP_001188507.1
OG0002423	NP_648206.1	XP_004925409.1
OG0002424	NP_001260684.1	XP_004928633.2
OG0002425	NP_610034.2	XP_012550588.2
OG0002426	NP_001285784.1	NP_001036992.1
OG0002428	NP_476726.2	XP_012548883.1, NP_001165394.1
