Orthogroup	Drosophila_melanogaster	Aedes_aegypti
OG0001543	NP_650901.2	XP_021695126.1, XP_021695125.1, XP_021695123.1, XP_001656251.2
OG0001545	NP_523451.2	XP_021703178.1
OG0001546	NP_001247104.1	XP_021694031.1
OG0001548	NP_001285388.1	XP_021709810.1
OG0001550	NP_647968.3	XP_021707016.1, XP_021707017.1
OG0001551	NP_001246815.1	XP_001649247.2
OG0001552	NP_477317.1	XP_021709518.1, XP_021709510.1
OG0001553	NP_651623.1	XP_001649155.2
OG0001554	NP_001261344.1	XP_021699256.1
OG0001555	NP_001246451.1	XP_021708369.1
OG0001556	NP_726771.1	XP_021698930.1
OG0001557	NP_001285174.1	XP_021707945.1
OG0001557	NP_001260951.1	XP_021703099.1
OG0001558	NP_001245722.1	XP_001650847.2, XP_021712862.1, XP_021698214.1, XP_021698215.1
OG0001559	NP_650472.2	XP_021709809.1
OG0001561	NP_001260963.1	XP_001659517.1
OG0001562	NP_001137943.2	XP_021699829.1, XP_021699830.1
OG0001563	NP_001246300.1	XP_021707780.1
OG0001565	NP_001286976.1	XP_001654340.2, XP_021699250.1, XP_021699255.1, XP_021699253.1, XP_021699252.1, XP_021699251.1
OG0001567	NP_001137746.1	XP_021705207.1
OG0001568	NP_001263152.1	XP_021707976.1, XP_001649607.2, XP_021707970.1
OG0001569	NP_477320.1	XP_001653986.2
OG0001570	NP_648176.1	XP_021697701.1
OG0001571	NP_610075.2	XP_021701795.1, XP_021711966.1
OG0001575	NP_524337.1	XP_001662131.2, XP_001648863.2
OG0001576	NP_001286660.1, NP_788526.1, NP_649081.1, NP_650171.2, NP_608804.1	XP_021700231.1
OG0001577	NP_001285493.1	XP_021694857.1
OG0001579	NP_001097592.1	XP_021697228.1
OG0001580	NP_001285528.1	XP_021708412.1
OG0001581	NP_608983.2	XP_021701022.1, XP_021701021.1, XP_021701019.1, XP_021701020.1, XP_021701017.1, XP_021701018.1, XP_021701015.1, XP_021701016.1, XP_021701023.1
OG0001582	NP_001287593.1	XP_021693418.1
OG0001583	NP_001189157.1	XP_001653136.2
OG0001584	NP_648993.1	XP_021697527.1
OG0001585	NP_001262143.1	XP_021699005.1
OG0001586	NP_647865.2	XP_021704945.1, XP_001654729.2
OG0001587	NP_648090.1	XP_001659266.1
OG0001588	NP_001188558.1	XP_021708908.1
OG0001589	NP_726318.1	XP_021705121.1, XP_001657326.1
OG0001590	NP_572910.1	XP_001648508.2, XP_021709476.1, XP_001662559.2, XP_001658622.2
OG0001590	NP_001285210.1	XP_001662400.2
OG0001591	NP_001286018.1	XP_001649539.2
OG0001592	NP_647896.1	XP_001652031.2, XP_001652030.2
OG0001593	NP_001287342.1	XP_021706070.1, XP_021706066.1, XP_021706068.1, XP_021706069.1, XP_021706060.1, XP_021706061.1, XP_021706062.1, XP_021706063.1, XP_021706065.1, XP_021706067.1, XP_001652228.1
OG0001594	NP_001259723.1	XP_001652589.2
OG0001595	NP_611252.1	XP_001654339.2
OG0001596	NP_730651.1	XP_001655002.2
OG0001600	NP_001286151.1	XP_001662110.1, XP_021699697.1, XP_021699698.1
OG0001601	NP_001097706.1	XP_021693003.1, XP_021693005.1, XP_021712673.1
OG0001602	NP_001033958.1	XP_021711854.1, XP_021693787.1
OG0001603	NP_001027070.1	XP_021694636.1
OG0001604	NP_001163129.1	XP_021698607.1, XP_021698608.1
OG0001606	NP_523902.2	XP_021698821.1, XP_021698822.1
OG0001607	NP_001285753.1	XP_021701306.1
OG0001608	NP_001260655.1	XP_021701802.1, XP_021701803.1, XP_021701800.1, XP_021701801.1
OG0001614	NP_001259303.1, NP_569908.1	XP_001661445.1
OG0001615	NP_523764.1	XP_001649059.1, XP_001649058.1
OG0001616	NP_001259833.1	XP_021712922.1, XP_001654033.1
OG0001617	NP_524011.1	XP_021712041.1, XP_001651134.1
OG0001619	NP_652526.1	XP_001659711.1
OG0001620	NP_609496.1	XP_001650713.1
OG0001621	NP_573362.1, NP_729837.1	XP_001653624.2
OG0001622	NP_572536.1	XP_001660625.1
OG0001623	NP_524400.2	XP_001653270.2
OG0001624	NP_788056.1	XP_001656550.2
OG0001625	NP_001262669.1	XP_001661087.1
OG0001626	NP_001259186.1	XP_001649135.1
OG0001627	NP_001303417.1	XP_021707044.1, XP_011493541.1, XP_001654478.1
OG0001628	NP_651052.1	XP_021693961.1
OG0001629	NP_651782.1	XP_001660169.1
OG0001630	NP_729395.2	XP_021699215.1, XP_021699214.1
OG0001631	NP_001261267.1	XP_021704306.1
OG0001633	NP_001246351.1	XP_021698387.1, XP_021698388.1, XP_021698385.1, XP_021698386.1, XP_021698396.1, XP_021698395.1, XP_021698391.1, XP_021698392.1, XP_021698389.1, XP_021698393.1, XP_021698394.1, XP_021698390.1
OG0001634	NP_651054.1	XP_021707434.1, XP_021707433.1, XP_001649577.2
OG0001635	NP_001303479.1	XP_001660621.2
OG0001636	NP_728142.1	XP_001661101.1
OG0001637	NP_612046.1	XP_001658256.1
OG0001638	NP_648826.2	XP_001662068.2
OG0001639	NP_572360.1	XP_021706741.1
OG0001640	NP_477027.1	XP_021711928.1, XP_001660977.2
OG0001641	NP_722909.2, NP_996098.1, NP_648799.1, NP_648800.1, NP_001137779.1, NP_001261342.1	XP_001649767.2, XP_021710563.1, XP_001649763.2, XP_021710569.1
OG0001642	NP_725207.1	XP_021704630.1, XP_021704631.1, XP_001648127.2
OG0001644	NP_001262395.1	XP_021706333.1
OG0001645	NP_733058.1	XP_021713239.1
OG0001646	NP_001285211.1	XP_001651173.2
OG0001647	NP_570025.1	XP_021710653.1, XP_021710277.1
OG0001648	NP_001287187.1	XP_001651963.2
OG0001649	NP_609720.1, NP_524152.2	XP_021699402.1
OG0001650	NP_648222.3	XP_001660443.2
OG0001651	NP_001259585.1	XP_021712338.1
OG0001652	NP_788858.1	XP_021709162.1
OG0001653	NP_995788.1	XP_021704764.1, XP_021704765.1
OG0001655	NP_001245567.1	XP_021712934.1, XP_021695115.1
OG0001656	NP_569872.1	XP_001660613.1
OG0001657	NP_001286489.1	XP_001650988.2
OG0001658	NP_001259992.1	XP_021701909.1
OG0001659	NP_730944.2	XP_001649004.2, XP_021712038.1
OG0001660	NP_648750.1	XP_021710671.1
OG0001661	NP_001261775.1	XP_021699130.1
OG0001662	NP_001097377.2	XP_001661416.2, XP_021712562.1
OG0001663	NP_649918.1	XP_021708803.1
OG0001664	NP_648183.3	XP_021712961.1
OG0001665	NP_001014619.2	XP_021711561.1, XP_001654204.2, XP_001651001.2, XP_021693638.1
OG0001666	NP_001163472.1, NP_649145.1	XP_021695946.1
OG0001667	NP_001261574.1	XP_021699681.1
OG0001669	NP_001287417.1	XP_021703010.1, XP_021703012.1, XP_021703011.1, XP_021703006.1, XP_021703008.1, XP_021703009.1, XP_021703007.1
OG0001670	NP_001138149.1	XP_001663817.1
OG0001671	NP_732316.2	XP_021708990.1
OG0001672	NP_001246400.1	XP_021709521.1, XP_021709522.1, XP_021709520.1
OG0001673	NP_649883.1	XP_001660487.1
OG0001674	NP_001260539.1	XP_021702429.1, XP_021702434.1, XP_021702435.1, XP_021702430.1, XP_021702431.1, XP_021702432.1, XP_021702433.1
OG0001675	NP_001261382.1	XP_021699206.1, XP_021699205.1, XP_021699208.1, XP_021699207.1
OG0001676	NP_001163073.2	XP_001652395.2
OG0001677	NP_001260561.1	XP_001652096.1
OG0001679	NP_611460.1	XP_021712412.1, XP_001660326.1
OG0001680	NP_001260364.1, NP_001033899.1	XP_021700806.1, XP_021712519.1
OG0001681	NP_001163282.1	XP_001658183.2
OG0001682	NP_001285158.1	XP_021710725.1, XP_021710723.1, XP_021710727.1
OG0001684	NP_001368993.1, NP_001368940.1	XP_021694318.1
OG0001685	NP_001097520.2	XP_021696569.1
OG0001686	NP_731649.2	XP_021693026.1, XP_021693027.1, XP_021693024.1, XP_021693025.1, XP_021693022.1
OG0001687	NP_609069.1	XP_001648656.2
OG0001688	NP_001104382.3	XP_001655654.1
OG0001690	NP_652015.1	XP_001652822.2
OG0001693	NP_001245400.1	XP_021699846.1, XP_021699847.1, XP_021699845.1
OG0001694	NP_610256.1	XP_001657811.1
OG0001695	NP_001262760.1	XP_021695027.1
OG0001696	NP_001247156.1	XP_021707171.1
OG0001697	NP_001245797.1	XP_001655183.2
OG0001699	NP_733303.2	XP_021706338.1, XP_001652000.1
OG0001700	NP_001189311.1	XP_021709327.1, XP_021709333.1, XP_021709340.1
OG0001701	NP_995862.1	XP_021709749.1
OG0001702	NP_651170.1	XP_001657404.2
OG0001703	NP_001262871.1, NP_651242.1	XP_021694077.1, XP_021694076.1
OG0001704	NP_001356971.1	XP_021695754.1, XP_021695753.1
OG0001706	NP_001247116.1	XP_021703194.1
OG0001707	NP_001262589.2	XP_021710585.1, XP_021710586.1
OG0001708	NP_001287390.1	XP_021705236.1
OG0001709	NP_001303494.1	XP_021692980.1
OG0001710	NP_651745.1, NP_573217.1, NP_730784.1	XP_021694338.1, XP_021712737.1
OG0001711	NP_608741.1	XP_001650198.2
OG0001712	NP_001188885.2	XP_021711134.1
OG0001713	NP_001033943.2	XP_021705608.1, XP_021705607.1, XP_021705606.1, XP_021705605.1
OG0001714	NP_649156.1	XP_001661880.1
OG0001715	NP_001285698.1	XP_001660978.1
OG0001716	NP_001163671.1	XP_021708325.1
OG0001717	NP_611675.2	XP_001648674.1
OG0001718	NP_001287021.1, NP_001261456.1, NP_001261457.1	XP_021698837.1, XP_021698835.1, XP_021698836.1, XP_021698839.1, XP_001648403.1, XP_021698838.1
OG0001719	NP_001245568.1	XP_001653610.1
OG0001720	NP_610938.1	XP_021707046.1
OG0001722	NP_723401.1	XP_021700019.1
OG0001723	NP_524242.2, NP_001287190.1	XP_001658810.2, XP_021708657.1, XP_021708698.1, XP_001658813.1, XP_021708687.1, XP_001660077.1, XP_001663216.2
OG0001724	NP_001261391.1	XP_001658110.2
OG0001725	NP_524401.2	XP_021709391.1
OG0001726	NP_477075.2, NP_001303577.1, NP_001303576.1, NP_001285482.2, NP_001285481.1, NP_524670.2, NP_001303578.1, NP_001368966.1	XP_021706047.1
OG0001727	NP_001036351.2	XP_021701407.1, XP_021701408.1, XP_021701410.1, XP_021701411.1, XP_021701412.1, XP_021701413.1, XP_021701406.1
OG0001727	NP_608475.1, NP_609417.1	XP_001653400.2
OG0001728	NP_001286002.1	XP_021700273.1
OG0001729	NP_001286919.1	XP_021696384.1, XP_021696372.1, XP_021696389.1
OG0001730	NP_001247378.2, NP_001245717.1, NP_001245715.1	XP_021707010.1, XP_021707011.1, XP_021707007.1, XP_021707008.1
OG0001731	NP_572995.1, NP_001163445.1	XP_021708554.1, XP_021708557.1
OG0001732	NP_651725.1	XP_021694992.1
OG0001733	NP_001260590.1, NP_523506.1, NP_523578.1	XP_021695329.1, XP_021702423.1, XP_021702422.1, XP_021701342.1, XP_021712901.1, XP_021701341.1
OG0001733	NP_523507.2	XP_021702192.1
OG0001734	NP_608563.1	XP_021703177.1, XP_001658259.2
OG0001735	NP_609387.1	XP_021703341.1
OG0001736	NP_001014495.1	XP_001652118.2
OG0001736	NP_001097937.1	XP_001657611.1
OG0001737	NP_001259675.1, NP_001033853.1	XP_001659930.2
OG0001738	NP_001014543.1	XP_021697734.1
OG0001739	NP_001246653.1	XP_021695605.1, XP_021695606.1
OG0001740	NP_001036555.1	XP_021704328.1
OG0001742	NP_733224.2	XP_021708254.1
OG0001743	NP_001285126.1	XP_001660114.1
OG0001744	NP_651315.2	XP_021704069.1, XP_021704068.1
OG0001745	NP_650743.1	XP_021713007.1
OG0001746	NP_524852.2	XP_001649222.1, XP_021710593.1, XP_021710589.1, XP_021710590.1, XP_021710587.1, XP_021710592.1, XP_021710591.1
OG0001746	NP_611854.1	XP_021712664.1
OG0001747	NP_001261633.1	XP_021706970.1
OG0001748	NP_001189227.1	XP_021708833.1, XP_021708840.1
OG0001749	NP_001036722.1	XP_021706440.1
OG0001750	NP_001261148.1	XP_001647895.2
OG0001751	NP_001286159.1	XP_001648099.1
OG0001752	NP_651792.1, NP_651791.2	XP_001659769.2, XP_001651958.2, XP_001655198.2
OG0001753	NP_523391.3	XP_001652244.1
OG0001754	NP_651671.1	XP_001652911.1
OG0001755	NP_573318.1, NP_609759.1	XP_001653062.1
OG0001756	NP_649646.3	XP_001655179.1
OG0001757	NP_733185.2, NP_648528.1, NP_001261732.1	XP_001661597.2, XP_001661598.2
OG0001757	NP_001287549.1	XP_001655682.2, XP_021705284.1
OG0001758	NP_001163069.1	XP_001656095.2
OG0001759	NP_001287202.1	XP_001657407.2
OG0001760	NP_732069.3	XP_001657581.2
OG0001761	NP_001188832.1	XP_021701351.1, XP_021701354.1, XP_021701350.1, XP_001658196.1, XP_021701346.1, XP_021701347.1, XP_021701345.1, XP_021701348.1, XP_021701349.1, XP_021701344.1, XP_021701352.1
OG0001762	NP_001261764.1	XP_001661603.1
OG0001763	NP_650223.1	XP_021707256.1, XP_001662871.1
OG0001764	NP_001287421.2, NP_650876.1	XP_001663376.2
OG0001765	NP_731461.1	XP_001663710.1
OG0001766	NP_001261659.1	XP_021699736.1
OG0001767	NP_723294.1	XP_021702187.1, XP_021702186.1
OG0001767	NP_001285949.1	XP_021703057.1, XP_021703058.1
OG0001768	NP_572805.1	XP_021707862.1, XP_021707851.1, XP_021707864.1, XP_021707860.1, XP_021707856.1, XP_021707857.1, XP_021707858.1, XP_021707859.1, XP_021707852.1, XP_021707853.1, XP_021707854.1, XP_021707855.1, XP_021707863.1
OG0001774	NP_476778.1	XP_021700405.1, XP_001663729.1, XP_021700404.1
OG0001775	NP_523735.2	XP_001655999.2
OG0001776	NP_620470.1	XP_021710782.1
OG0001777	NP_001245758.1	XP_001654587.1
OG0001778	NP_001262233.1	XP_001655466.1, XP_021701850.1
OG0001779	NP_648194.1, NP_726718.1, NP_001261626.1, NP_648160.2, NP_648052.1	XP_001654343.1
OG0001780	NP_610617.1	XP_021712259.1, XP_021707611.1, XP_021712258.1, XP_021707612.1, XP_021707614.1, XP_021707613.1, XP_021712257.1
OG0001781	NP_650423.1	XP_001658016.1, XP_001654360.1
OG0001782	NP_649000.1	XP_001663680.2
OG0001783	NP_647892.1	XP_001662178.1
OG0001784	NP_001163585.1	XP_021693607.1
OG0001785	NP_524416.1	XP_001647846.1, XP_021693061.1
OG0001786	NP_001260689.1	XP_001652846.1, XP_001652845.1
OG0001787	NP_648786.1	XP_001661418.1
OG0001788	NP_001036396.2	XP_001651213.1
OG0001789	NP_651728.1	XP_001650308.2
OG0001790	NP_649460.3	XP_021713380.1
OG0001791	NP_572504.1	XP_001660244.1
OG0001792	NP_611734.1	XP_001653344.1
OG0001793	NP_608828.2	XP_001657814.1
OG0001794	NP_001259442.1	XP_021699339.1
OG0001795	NP_730901.1	XP_021712775.1, XP_021694154.1
OG0001796	NP_477212.1	XP_001650832.1
OG0001797	NP_001286694.1, NP_001163244.1	XP_001655340.1, XP_001655343.1
OG0001797	NP_523830.2	XP_001655339.1
OG0001799	NP_001260496.1	XP_001650267.3
OG0001800	NP_001262652.1, NP_001262651.1	XP_001661937.2
OG0001801	NP_572456.1, NP_001259211.1, NP_651547.1, NP_001262253.1	XP_001656302.2
OG0001802	NP_001162765.1	XP_001648600.1
OG0001803	NP_001015387.1	XP_001654138.1
OG0001804	NP_728575.2, NP_612081.1	XP_001651535.2
OG0001805	NP_649038.1, NP_730334.2	XP_001658946.1
OG0001806	NP_610087.2	XP_021703614.1, XP_021703613.1, XP_021703612.1, XP_001650209.1
OG0001807	NP_001286460.1	XP_021697949.1, XP_021697948.1, XP_021697946.1
OG0001808	NP_650163.2	XP_001648504.1
OG0001808	NP_650840.1	XP_001648505.2, XP_021711910.1
OG0001809	NP_609837.1	XP_021704020.1
OG0001810	NP_001246271.1	XP_021710388.1, XP_001648205.1
OG0001811	NP_001262677.1	XP_021706968.1
OG0001812	NP_001259970.1	XP_021703749.1, XP_001649272.1, XP_001647949.1, XP_021704430.1
OG0001813	NP_611350.1	XP_021706119.1, XP_001660430.2
OG0001814	NP_524758.1	XP_021699004.1
OG0001815	NP_476667.1, NP_001246493.1	XP_021706600.1, XP_001654420.1
OG0001816	NP_648106.1	XP_021711934.1, XP_021705859.1
OG0001818	NP_001285489.1	XP_001648308.1
OG0001820	NP_649757.1	XP_001656491.2
OG0001821	NP_001287100.1	XP_021705923.1
OG0001822	NP_995873.2	XP_021701245.1
OG0001823	NP_609767.2	XP_001657128.2
OG0001824	NP_001356918.1	XP_021706910.1
OG0001825	NP_001285277.1	XP_001658727.1
OG0001826	NP_610191.2	XP_021697012.1
OG0001827	NP_001261341.1	XP_021712977.1, XP_021712976.1, XP_021712975.1, XP_021712974.1, XP_021712973.1, XP_021712972.1
OG0001828	NP_477184.1	XP_021712291.1, XP_001658462.1
OG0001829	NP_511153.1	XP_001654783.1
OG0001830	NP_001189170.1	XP_021710578.1, XP_021710575.1, XP_021710579.1, XP_021710577.1, XP_021710576.1
OG0001831	NP_648895.1	XP_001657882.2
OG0001832	NP_611293.3	XP_021707800.1, XP_021707803.1, XP_021707802.1, XP_021707801.1
OG0001833	NP_001262071.1	XP_001660568.1, XP_021697617.1
OG0001834	NP_001285657.1	XP_001658587.2
OG0001835	NP_648567.2	XP_021699457.1
OG0001835	NP_729801.1	XP_021699456.1
OG0001836	NP_001097041.2	XP_021696438.1, XP_021696292.1
OG0001838	NP_649809.1	XP_001662943.2
OG0001839	NP_001287516.1	XP_001656241.1, XP_001656242.2
OG0001840	NP_001287291.1	XP_021693014.1
OG0001841	NP_649554.1	XP_001662612.2, XP_021706346.1
OG0001843	NP_001163392.1	XP_001647861.1
OG0001844	NP_733332.1	XP_001648000.2, XP_021693221.1, XP_001647999.2, XP_021693222.1
OG0001845	NP_649732.1	XP_001654410.1
OG0001846	NP_788721.1	XP_021693741.1, XP_021693743.1, XP_021693742.1
OG0001847	NP_001163705.1	XP_021696658.1, XP_001653615.1, XP_021712569.1, XP_021712570.1
OG0001848	NP_610735.1	XP_001660510.1
OG0001850	NP_001097569.1	XP_001657137.1
OG0001851	NP_524795.2	XP_001658707.2
OG0001852	NP_611258.2	XP_021707599.1
OG0001853	NP_001285407.1	XP_021700185.1, XP_021700184.1, XP_021700182.1, XP_021700183.1
OG0001854	NP_610231.2, NP_525107.1, NP_536747.2	XP_001659748.2
OG0001855	NP_001097922.1	XP_001655018.1
OG0001856	NP_650446.2	XP_021706007.1, XP_021706008.1
OG0001858	NP_651605.1	XP_001655314.1, XP_021694464.1
OG0001859	NP_001261279.1, NP_608679.1	XP_021706404.1, XP_021694347.1, XP_001657815.1
OG0001860	NP_001286627.1	XP_021711673.1
OG0001861	NP_524274.1	XP_001662954.2
OG0001862	NP_001096954.1	XP_021698825.1, XP_001656028.1
OG0001863	NP_001303452.1	XP_001650313.2
OG0001864	NP_001259978.1	XP_021703166.1, XP_021703165.1, XP_001658160.2
OG0001865	NP_001036440.1	XP_001650915.1
OG0001866	NP_610462.3	XP_021697144.1, XP_001659957.1
OG0001867	NP_651658.1	XP_021712246.1
OG0001868	NP_732113.3	XP_021707165.1, XP_021707164.1, XP_001659505.1
OG0001869	NP_477402.1	XP_021707427.1, XP_021707425.1, XP_021707423.1, XP_021707426.1
OG0001870	NP_001285457.1	XP_001652587.1
OG0001871	NP_572522.2	XP_001657691.1
OG0001872	NP_536773.1	XP_021706756.1, XP_021706757.1
OG0001873	NP_730982.1	XP_001654074.2
OG0001874	NP_477024.1	XP_001649673.2
OG0001875	NP_511130.2	XP_021697559.1
OG0001876	NP_001368952.1	XP_021692922.1, XP_021692917.1
OG0001877	NP_001014498.1	XP_021702661.1
OG0001878	NP_001259740.1	XP_021710678.1, XP_001655100.1
OG0001878	NP_001260348.1	XP_001650845.1, XP_001659599.2
OG0001879	NP_652101.2	XP_021703643.1
OG0001880	NP_001033948.1	XP_021700033.1, XP_021700038.1, XP_021700039.1
OG0001881	NP_722959.1	XP_011493034.2
OG0001882	NP_001188575.1	XP_021694906.1, XP_021694907.1, XP_021694904.1, XP_021694905.1, XP_021694908.1, XP_021694909.1, XP_011493407.2
OG0001883	NP_650805.1	XP_021713193.1
OG0001884	NP_001188772.1	XP_021700781.1, XP_021700786.1, XP_021700788.1
OG0001885	NP_001262303.1	XP_021693388.1, XP_001660962.2, XP_021693389.1
OG0001886	NP_001261166.1	XP_021710919.1
OG0001887	NP_723772.2	XP_001650218.2, XP_021703628.1, XP_021703626.1, XP_021706599.1, XP_021700995.1
OG0001888	NP_001286416.1	XP_001656705.2, XP_021702813.1
OG0001889	NP_651593.1	XP_001661881.1
OG0001890	NP_609530.1	XP_021708813.1
OG0001891	NP_476733.1	XP_021707500.1
OG0001892	NP_001245925.1, NP_611294.1	XP_021707664.1
OG0001893	NP_477049.2	XP_021699346.1
OG0001894	NP_001137875.1	XP_021697761.1
OG0001895	NP_524651.2	XP_021695274.1
OG0001896	NP_609570.1	XP_021700472.1
OG0001897	NP_611140.3	XP_001652661.1, XP_021706950.1
OG0001898	NP_001263035.1	XP_001663962.2
OG0001899	NP_724878.2	XP_001654630.1
OG0001900	NP_001259735.1	XP_021703372.1
OG0001901	NP_651080.2	XP_001662611.1
OG0001902	NP_001286818.1	XP_021708938.1, XP_021712229.1
OG0001903	NP_001285675.1	XP_021703750.1, XP_001649274.2
OG0001905	NP_001287263.1	XP_001650299.2, XP_021693922.1
OG0001906	NP_001245625.1	XP_021704732.1
OG0001908	NP_650314.1	XP_001656234.1
OG0001909	NP_001033913.1	XP_021702262.1, XP_021702271.1
OG0001912	NP_001286124.1	XP_021700547.1
OG0001913	NP_524909.1	XP_021704809.1
OG0001914	NP_608998.2	XP_021702586.1
OG0001914	NP_001188704.1	XP_021696818.1
OG0001915	NP_001014612.1	XP_021706539.1, XP_021706508.1
OG0001916	NP_648272.1	XP_001660605.1
OG0001917	NP_611237.2	XP_001654386.1
OG0001919	NP_610950.2	XP_021700283.1
OG0001921	NP_001036438.1	XP_021706711.1, XP_021706708.1, XP_021706709.1, XP_021706710.1, XP_021706712.1, XP_021706713.1, XP_021706714.1, XP_021712678.1
OG0001922	NP_001246140.1	XP_011493578.1
OG0001923	NP_726381.1	XP_001652085.2
OG0001924	NP_609384.1	XP_021700902.1
OG0001925	NP_476618.1	XP_021708383.1, XP_021708387.1, XP_021708382.1, XP_021708385.1, XP_021708386.1, XP_021708388.1, XP_021708384.1
OG0001926	NP_609736.1	XP_001659471.1
OG0001927	NP_524688.1	XP_021702614.1, XP_001655971.2
OG0001928	NP_001261246.1	XP_021698851.1
OG0001929	NP_001260566.1, NP_001260567.1	XP_021702281.1
OG0001930	NP_650547.1	XP_001651141.1
OG0001931	NP_001097135.1	XP_021706792.1, XP_001663406.1
OG0001932	NP_608570.1	XP_021704816.1
OG0001933	NP_524431.2	XP_001651463.2, XP_021712848.1
OG0001935	NP_001015254.1	XP_021694991.1
OG0001936	NP_001286158.1	XP_021708552.1
OG0001937	NP_001259619.1	XP_021708032.1, XP_021712188.1
OG0001938	NP_001286427.1	XP_021707924.1, XP_021707925.1, XP_021707926.1, XP_021707927.1, XP_021707923.1
OG0001939	NP_649157.1	XP_001657962.2
OG0001940	NP_001287364.1	XP_001658640.1
OG0001941	NP_001368962.1	XP_021702015.1
OG0001942	NP_001260565.1, NP_476804.1	XP_001662960.1
OG0001943	NP_651214.2	XP_001654025.2, XP_021713121.1
OG0001944	NP_001163494.1	XP_001652255.3
OG0001945	NP_572873.2	XP_021706254.1, XP_021706252.1
OG0001946	NP_001303420.1	XP_021700836.1, XP_021700832.1
OG0001947	NP_649796.1	XP_021695537.1
OG0001949	NP_001285813.1	XP_021712604.1, XP_021703926.1, XP_021703927.1, XP_021703928.1
OG0001950	NP_001261595.1	XP_001663086.2, XP_021699579.1, XP_021699578.1
OG0001951	NP_726846.1	XP_021704100.1
OG0001952	NP_001245466.1	XP_021699848.1
OG0001953	NP_788450.1	XP_021698730.1
OG0001954	NP_001263037.1	XP_001647778.2
OG0001956	NP_610804.1	XP_001648128.2, XP_021704528.1
OG0001957	NP_001284857.1, NP_647754.1, NP_570058.1, NP_569912.2, NP_724707.1, NP_610987.1, NP_648614.1, NP_573069.1	XP_001648185.1
OG0001959	NP_649972.1	XP_001662716.2, XP_001649986.2
OG0001960	NP_001261726.1	XP_001651285.1
OG0001961	NP_001286875.1	XP_021706242.1, XP_021706241.1, XP_021706243.1, XP_001651602.1
OG0001962	NP_609989.1, NP_609990.1, NP_001188850.1	XP_001655155.1, XP_001660370.1
OG0001963	NP_648053.1	XP_001656343.1, XP_021710770.1, XP_021710771.1, XP_021710772.1
OG0001964	NP_001287227.1	XP_001657975.2
OG0001965	NP_001285968.1, NP_723939.1, NP_728540.1, NP_612051.1	XP_021709748.1, XP_001658722.1
