Orthogroup	Drosophila_melanogaster	Nasonia_vitripennis
OG0002165	NP_511170.1	XP_031782646.1, XP_031782647.1, XP_016839851.1
OG0002166	NP_651250.2	XP_016839567.1
OG0002167	NP_730568.1	XP_001602195.1
OG0002169	NP_610943.2	XP_032452529.1, XP_031778534.1, XP_031778535.1, XP_031778539.1, XP_031778537.1, XP_031778540.1, XP_031778538.1, XP_031778536.1
OG0002170	NP_001285140.1	XP_008217510.1
OG0002171	NP_723732.2, NP_609741.3	XP_008207376.1
OG0002172	NP_001245974.1	XP_008207346.2
OG0002173	NP_001262864.1	XP_031784728.1
OG0002177	NP_001260910.1	XP_016840421.2
OG0002178	NP_524679.3	XP_008206149.1, XP_003426313.1, XP_001599608.2
OG0002179	NP_609675.2	XP_016845680.1
OG0002182	NP_001245595.1	XP_031782212.1
OG0002183	NP_788429.1	XP_031786547.1, XP_008214888.2
OG0002184	NP_001247215.1	XP_016840736.1, XP_016840734.1
OG0002185	NP_726596.1	XP_032453837.1, XP_016844152.2
OG0002186	NP_001285258.1	XP_031781049.1
OG0002187	NP_649313.1	XP_032455262.1, XP_031784805.1
OG0002189	NP_572502.1	XP_001601212.1, XP_032453471.1
OG0002191	NP_001260762.1	XP_032454980.1, XP_016840424.1, XP_003425108.1
OG0002192	NP_725091.1	XP_008208525.1
OG0002193	NP_650940.2	NP_001127795.1, XP_008202527.1
OG0002194	NP_001286884.1	XP_032458184.1, XP_032458183.1
OG0002195	NP_001285326.1	NP_001123224.1, XP_016843907.1
OG0002196	NP_001246133.1	XP_031777747.1
OG0002197	NP_525097.1	XP_001600257.1
OG0002198	NP_649415.2, NP_611222.2	XP_031783068.1
OG0002201	NP_724335.2	XP_031788734.1
OG0002202	NP_001262840.1	XP_031785411.1
OG0002203	NP_001262806.1	XP_001607217.1
OG0002204	NP_650021.1	XP_008211236.1, XP_031785128.1, XP_008211238.1, XP_031785129.1
OG0002205	NP_611511.3	XP_031779690.1, XP_031779689.1
OG0002206	NP_001285571.1	XP_031787436.1
OG0002208	NP_001137618.1	XP_016840035.1
OG0002209	NP_001286111.1, NP_001188859.1, NP_724294.1	NP_001127792.1, XP_031778358.1
OG0002211	NP_649412.1	XP_001607445.1
OG0002212	NP_001097770.3	XP_032456642.1
OG0002212	NP_001246302.1, NP_649596.1, NP_001163003.1, NP_001285689.1	XP_008204867.1
OG0002213	NP_608580.2	XP_001602458.1
OG0002215	NP_788337.1, NP_001286352.1	NP_001153690.1, XP_031780961.1
OG0002217	NP_001163086.1	XP_003427205.1
OG0002218	NP_649774.1	XP_031776910.1, XP_031776909.1, XP_031776908.1, XP_032452009.1, XP_031776911.1
OG0002219	NP_651266.1	XP_008208361.1, XP_008208362.1
OG0002220	NP_001286572.1	NP_001135910.1
OG0002221	NP_001259702.1	XP_001603753.1
OG0002222	NP_001261000.1	XP_031784035.1, XP_031784040.1
OG0002223	NP_001287045.1	XP_016837163.1
OG0002224	NP_001014469.1	XP_031779085.1, XP_031779081.1
OG0002225	NP_001163042.1	XP_016841873.1, XP_016841879.1
OG0002226	NP_652639.1	XP_008206186.1, XP_001600621.1, XP_008206190.1
OG0002236	NP_001287249.1, NP_001189295.1	XP_001601949.1
OG0002237	NP_001097736.1, NP_524682.1	NP_001161440.1
OG0002238	NP_001260018.1	XP_032457754.1, XP_001600310.1, XP_032457755.1
OG0002239	NP_573175.2	XP_031778338.1, NP_001136340.1, NP_001136339.1
OG0002240	NP_523684.2	NP_001135854.1, XP_031782996.1
OG0002241	NP_001262025.1	XP_032456077.1, XP_001603723.1
OG0002242	NP_001259911.1	XP_031777063.1
OG0002243	NP_476646.2	XP_008211026.1
OG0002244	NP_001287433.1	XP_008215923.1
OG0002246	NP_524033.2	XP_031787521.1, XP_031787522.1
OG0002247	NP_611450.1, NP_001097356.1, NP_523771.1	NP_001177691.1, XP_008202498.1
OG0002248	NP_608531.1	XP_001607853.1
OG0002249	NP_001261273.1	XP_031787510.1
OG0002250	NP_651181.1	NP_001165804.1, NP_001165803.1, XP_016841996.1
OG0002251	NP_729388.1, NP_648234.1, NP_648235.1, NP_648237.1	NP_001165912.1, XP_008216725.1
OG0002252	NP_731500.1	XP_016839116.1, XP_031783742.1
OG0002254	NP_523792.2	XP_008210757.1
OG0002255	NP_001246745.1	XP_001606056.1, XP_008205015.1
OG0002256	NP_649582.1	XP_001605474.1
OG0002257	NP_476866.1	XP_001601437.1
OG0002258	NP_610379.2	XP_016840171.1, XP_001601465.2, XP_001600374.2
OG0002259	NP_001247099.1	XP_001605923.1
OG0002260	NP_649813.1	XP_008203077.1
OG0002261	NP_651967.2	XP_016845412.1
OG0002262	NP_001097502.1	XP_001599940.1
OG0002263	NP_001247310.1	NP_001127915.1
OG0002264	NP_729301.1	XP_031779934.1
OG0002265	NP_001285313.1, NP_001287584.1	XP_032453597.1, NP_001161241.1
OG0002266	NP_609647.1	XP_001602605.2
OG0002267	NP_001287120.1	XP_001602262.1
OG0002268	NP_001260796.1	XP_001607588.1
OG0002269	NP_729528.2	XP_008213122.1, XP_032452109.1, XP_031781465.1, XP_016841931.1
OG0002270	NP_001259717.1	XP_031778982.1
OG0002271	NP_647950.1	XP_001599728.1
OG0002273	NP_609364.1	XP_001607884.1
OG0002275	NP_511166.2	XP_016837828.1
OG0002276	NP_648179.3	XP_031781316.1
OG0002277	NP_649473.1	XP_016842710.1, XP_008202458.1, XP_032457319.1, XP_031777450.1
OG0002278	NP_733209.1	XP_016842444.1, XP_008201886.1
OG0002279	NP_001097075.2	XP_016845013.1, XP_016845012.1
OG0002280	NP_001027412.1	XP_016837704.1, XP_031787961.1
OG0002281	NP_001188935.1	XP_001599952.2
OG0002282	NP_650055.1	XP_001607188.1
OG0002283	NP_001014583.1, NP_524394.2	XP_003425908.1
OG0002284	NP_731688.2	XP_016844455.2, XP_016841145.1
OG0002285	NP_651667.1	XP_001603067.1
OG0002286	NP_788515.1	XP_031780400.1
OG0002287	NP_001246966.1	XP_031784756.1
OG0002288	NP_476929.1	XP_008209398.1, XP_032453070.1
OG0002289	NP_001286047.1	XP_001603086.2, XP_016840066.1
OG0002290	NP_001137877.1	XP_001603187.1
OG0002291	NP_001262693.1	XP_031789286.1
OG0002292	NP_001286776.1	XP_016843498.2
OG0002292	NP_001137630.2	XP_031787538.1
OG0002293	NP_001369011.1	XP_031781424.1, XP_031781422.1
OG0002294	NP_001287483.1, NP_001262939.1	XP_031781660.1
OG0002295	NP_001137978.1	XP_031784504.1, XP_032455539.1
OG0002296	NP_001285877.1, NP_001097153.1	XP_032454818.1, XP_032454817.1
OG0002298	NP_572488.1	XP_031778634.1, XP_031778635.1, XP_031778632.1, XP_031778633.1, XP_031778636.1, XP_032453573.1
OG0002299	NP_001246631.1	XP_016845030.1
OG0002300	NP_731114.2	XP_001599740.1
OG0002302	NP_001262366.1	XP_031779030.1
OG0002303	NP_001285976.1	XP_003425862.1
OG0002304	NP_729380.1	XP_008211344.1
OG0002305	NP_609505.1	XP_008202262.1
OG0002307	NP_001247158.1	XP_001606949.1, XP_031782692.1
OG0002308	NP_001104460.2, NP_001286943.1	XP_008211923.1
OG0002309	NP_523369.2	XP_008209444.1, XP_008209445.1, XP_008209443.1
OG0002310	NP_650863.3	XP_031786532.1, XP_008214887.1, XP_008214885.1
OG0002311	NP_001284845.1, NP_001284844.1	XP_001603652.2
OG0002313	NP_611636.1	NP_001135812.1
OG0002314	NP_611803.1	XP_016842070.1, XP_008217360.1
OG0002315	NP_001356923.1	XP_008203028.1
OG0002317	NP_609965.1	XP_001607419.1
OG0002318	NP_651351.1	XP_016845445.1
OG0002319	NP_001287005.1, NP_524630.1	XP_031789522.1
OG0002320	NP_001259719.1	XP_031788762.1, XP_031788761.1
OG0002321	NP_732964.1	XP_031777566.1
OG0002322	NP_001162651.1	XP_008205983.2, XP_008205986.2
OG0002323	NP_649760.1	XP_031780188.1
OG0002324	NP_610722.2, NP_001260909.1	XP_032458072.1
OG0002325	NP_648482.3	XP_032456962.1, XP_008215952.1
OG0002326	NP_569874.1	XP_031779339.1
OG0002327	NP_001285776.1	XP_001601274.1
OG0002328	NP_610273.1	XP_001601157.2
OG0002329	NP_731930.3	XP_016838802.1
OG0002330	NP_001285729.1	XP_001603979.2
OG0002331	NP_001284830.1	XP_001606485.2
OG0002332	NP_001137802.1	XP_031784383.1
OG0002333	NP_001285918.1	XP_031788473.1
OG0002334	NP_651249.2	XP_016844600.1
OG0002335	NP_001262595.1	XP_031786251.1, XP_016843908.2
OG0002336	NP_001285803.1	XP_001605157.1
OG0002337	NP_001261323.1, NP_001261324.1	XP_008214429.1
OG0002338	NP_001036446.2	XP_001604247.1
OG0002339	NP_001188911.1	XP_003427154.1
OG0002340	NP_001245889.1	XP_001601769.3
OG0002341	NP_609968.3	XP_008210091.1
OG0002342	NP_001260601.1	XP_016840784.1
OG0002343	NP_650447.1	XP_031783204.1
OG0002344	NP_001262835.1	XP_001604409.2, XP_008205315.3
OG0002345	NP_609239.1	XP_001608100.1, XP_001608098.1, XP_008207285.1, XP_031786881.1
OG0002346	NP_995679.1	XP_031777767.1
OG0002347	NP_001036341.2	XP_001606992.2
OG0002349	NP_477420.1	XP_001600947.2
OG0002350	NP_650918.1	XP_008205018.1, XP_001601167.1
OG0002351	NP_001287218.1	XP_031788685.1, XP_001605830.1, XP_008203849.1, XP_031788686.1, XP_008203856.1, XP_008203871.1, XP_031788684.1
OG0002354	NP_001286785.1	XP_001604952.1
OG0002355	NP_001259311.1	XP_031784544.1
OG0002356	NP_001261092.1	XP_003424164.1
OG0002357	NP_001285977.1	NP_001161246.1
OG0002358	NP_648945.1	XP_001605043.2, XP_032453195.1
OG0002359	NP_001285406.1	XP_001602659.1
OG0002360	NP_001285833.1	XP_001600907.2
OG0002361	NP_608335.1, NP_609269.1	XP_031777079.1
OG0002362	NP_996330.1	XP_032451740.1, XP_001600565.2
OG0002363	NP_001286579.1	XP_003427294.1, XP_008210403.1, XP_008210402.1, XP_032453929.1, XP_008210401.1, XP_016838944.1
OG0002364	NP_572709.1	NP_001136353.1, XP_008203319.1
OG0002365	NP_609980.1	XP_001599325.1, XP_032457695.1, XP_032457693.1, XP_032457692.1, XP_032457694.1, XP_032457691.1, XP_032457696.1, XP_031781694.1
OG0002366	NP_573019.1, NP_573018.1	XP_001607034.2
OG0002367	NP_652500.1, NP_001097158.1	XP_008211494.3
OG0002368	NP_001262276.1	XP_001601295.1
OG0002369	NP_647972.1	XP_031780561.1, XP_031780560.1, XP_016838014.1
OG0002370	NP_650501.1	XP_008210298.1
OG0002371	NP_650583.1	XP_008213726.1, XP_001607186.2, XP_001607229.1
OG0002372	NP_610940.1	XP_031784405.1
OG0002373	NP_001188884.1	XP_016844918.1, XP_016844911.1
OG0002374	NP_995906.1	XP_031788645.1, XP_032456846.1
OG0002375	NP_523887.2	XP_031780436.1, XP_031780434.1
OG0002376	NP_728294.1	NP_001165815.1
OG0002377	NP_611064.2	XP_016839752.3
OG0002378	NP_001261992.1	XP_001603520.3
OG0002379	NP_001262969.1	XP_032455795.1, XP_001607058.1
OG0002380	NP_001285145.1	XP_003426577.1
OG0002381	NP_649859.1	XP_031786705.1, XP_031786703.1
OG0002382	NP_001287132.1	XP_008212753.1, XP_008212757.1, XP_008212755.1
OG0002383	NP_001033847.1, NP_001259598.1	XP_016843589.2
OG0002384	NP_648946.3	XP_016837492.1, XP_008212504.1
OG0002385	NP_648047.2	XP_008207570.1
OG0002387	NP_001285097.1	XP_008203851.1
OG0002388	NP_610573.1	XP_032455113.1, XP_032455112.1, XP_003427667.1, XP_001603576.2
OG0002390	NP_648059.1	XP_016837407.1, XP_001604495.2
OG0002391	NP_608934.1	XP_008217904.1
OG0002392	NP_651763.4	XP_031780130.1, XP_031780676.1
OG0002394	NP_788051.1	XP_008215225.1
OG0002395	NP_001247100.1	XP_001606626.1, XP_001606615.1
OG0002397	NP_001246018.1	XP_003426983.1
OG0002398	NP_651872.1	XP_003427953.1
OG0002399	NP_001137537.1	XP_016839727.1, XP_016839719.1, XP_032451800.1, XP_032451801.1
OG0002400	NP_650561.1	XP_001601116.1, XP_032455468.1, XP_008213966.1, XP_016844648.1
OG0002401	NP_001097307.1	XP_008208251.1
OG0002402	NP_477294.2	XP_001605717.1
OG0002403	NP_001287262.1	XP_008214737.1
OG0002404	NP_001260216.1	XP_016840380.2
OG0002406	NP_524768.2	XP_031778413.1
OG0002407	NP_001245885.1	XP_031780483.1, NP_001165827.1
OG0002408	NP_001162682.2	XP_032454997.1, XP_008206673.1, XP_016840592.1, XP_001601552.2
OG0002409	NP_001262033.1	XP_001604476.1
OG0002410	NP_001246751.1	XP_008210650.1
OG0002411	NP_001284821.1	XP_031789629.1, XP_016843888.1
OG0002412	NP_001287599.1	XP_031785167.1, XP_016840589.1
OG0002413	NP_001259732.1	XP_031782641.1
OG0002414	NP_610802.1	XP_001608015.1
OG0002415	NP_001286334.1	XP_016842368.1
OG0002416	NP_729266.2	XP_016839140.1
OG0002417	NP_001033904.1	XP_001607198.1
OG0002418	NP_001260819.1	XP_008207439.2, XP_001608242.2
OG0002419	NP_572888.2	XP_031779694.1, XP_031779696.1
OG0002420	NP_525122.1	XP_008216975.1
OG0002421	NP_523837.2	XP_032454094.1, XP_003425741.1, XP_032454093.1, XP_016839281.1
OG0002422	NP_536796.2	XP_032456810.1, XP_031788620.1
OG0002423	NP_648206.1	XP_001605581.2
OG0002424	NP_001260684.1	XP_031778679.1
OG0002425	NP_610034.2	XP_031779757.1
OG0002426	NP_001285784.1	XP_031779438.1
OG0002427	NP_001097435.2	XP_016840369.1
OG0002428	NP_476726.2	XP_003427251.1
OG0002429	NP_001097670.1	XP_031776777.1, XP_031784870.1, XP_031785126.1
OG0002430	NP_611937.2	XP_001606821.1, XP_008212617.1
OG0002431	NP_001163464.1	XP_008202738.1, XP_003425509.1
OG0002432	NP_651316.1	XP_031783601.1, XP_016840272.1, XP_001601210.1
OG0002433	NP_724288.3	XP_008204451.1
OG0002434	NP_001261733.1	XP_001605027.3
OG0002435	NP_611896.1	XP_001607965.1
OG0002436	NP_001262874.1	XP_016841571.1
OG0002437	NP_001261810.1	XP_031785139.1
OG0002439	NP_649278.1	XP_031776814.1
OG0002440	NP_001286033.1	XP_008210139.1
OG0002441	NP_001245603.1	XP_001605441.1
OG0002442	NP_649219.1	XP_001606549.1, XP_008216668.1, XP_031783238.1
OG0002443	NP_001036752.1	XP_001599741.2
OG0002444	NP_650387.1	XP_016840216.2
OG0002445	NP_649891.1	XP_001607025.2
OG0002446	NP_647670.3	XP_003424549.1
OG0002447	NP_001097492.2	XP_031782459.2
OG0002448	NP_610165.1	XP_008209835.1
OG0002449	NP_001245635.1	XP_031778766.1, XP_016844258.2
OG0002450	NP_001285547.1	XP_016838682.1
OG0002451	NP_001261997.1	XP_031778074.1
OG0002452	NP_001356945.1	XP_031779365.1
OG0002453	NP_001163659.1, NP_652488.1	XP_031784827.1, XP_031784826.1
OG0002455	NP_001097687.1	XP_008216398.1, NP_001164465.1
OG0002456	NP_001262810.1	XP_001602735.1, XP_008212094.1
OG0002457	NP_001014632.3	XP_032453164.1
OG0002458	NP_524080.1, NP_651090.2, NP_732554.1	XP_001604249.1
OG0002459	NP_001097031.2	XP_001599963.1
OG0002460	NP_729926.1	XP_031780925.1
OG0002462	NP_001285167.1, NP_648056.1	XP_008206472.1, XP_032454289.1, XP_001603032.2
OG0002464	NP_722889.1	XP_008215140.1, XP_032457676.1, XP_001602459.1, XP_032457674.1
OG0002465	NP_729252.2, NP_001261520.1, NP_648118.1, NP_648119.1, NP_001261516.1, NP_001261515.1	XP_001599161.2, XP_001599198.2
OG0002466	NP_647879.1	XP_003427980.3
OG0002467	NP_649551.4	XP_016841158.1
OG0002468	NP_001246985.1, NP_996107.1	XP_008213633.1
OG0002469	NP_001303318.1	XP_001600800.1, XP_031789061.1, XP_031789044.1, XP_031789037.1
OG0002471	NP_476824.1, NP_476623.1	XP_003426998.1
OG0002472	NP_001137976.1	XP_001602044.2
OG0002473	NP_609055.2	XP_031786217.1
OG0002474	NP_730083.2	XP_001603535.1, XP_032452602.1, XP_032452599.1, XP_032452603.1, XP_032452600.1, XP_032452601.1, XP_032452598.1
OG0002476	NP_001260618.1	XP_031778717.1
OG0002477	NP_651681.2	XP_008205818.1
OG0002478	NP_649790.1	XP_032455418.1, XP_032455417.1, XP_032455419.1
OG0002479	NP_001262650.1, NP_732186.1	NP_001135911.1
OG0002480	NP_001246696.1	XP_031785154.1, XP_031785155.1, XP_031785156.1
OG0002482	NP_001137614.1	XP_003425301.1
OG0002483	NP_001245916.1	XP_016841073.1
OG0002484	NP_995666.1	XP_003427290.1, XP_001603872.2
OG0002485	NP_609293.2	XP_001605896.2, XP_031786228.1
OG0002486	NP_001245826.1	XP_031781802.1
OG0002487	NP_001287284.1	XP_031778096.1, XP_031778097.1, XP_032451762.1, XP_032451761.1, XP_032451760.1
OG0002489	NP_001260047.1	XP_031787670.1
OG0002490	NP_609182.1, NP_001285740.1	XP_001604629.1
OG0002491	NP_651881.2	XP_001604112.1
OG0002492	NP_001097652.1, NP_649244.3	XP_032454449.1, XP_032454444.1
OG0002507	NP_650836.1	XP_001599671.2, XP_003424792.1
OG0002508	NP_001287625.1	XP_003423874.4
OG0002509	NP_524550.1	NP_001165822.1, XP_008208355.1
OG0002510	NP_476853.1	XP_001607323.1
OG0002511	NP_647805.1	NP_001127842.1, XP_016841383.2
OG0002512	NP_001261989.1	XP_001601427.2
OG0002513	NP_001163673.1	XP_016837908.1, XP_032453475.1, XP_032453474.1
OG0002514	NP_001189213.1	XP_016838239.1
OG0002516	NP_001285464.1	XP_008210891.1
OG0002517	NP_608981.1	XP_001606730.1
OG0002518	NP_001285325.1	XP_031788526.1
OG0002519	NP_477098.1	XP_016844792.1
OG0002520	NP_650777.1	XP_001605468.1
OG0002521	NP_001285016.1	XP_031778498.1
OG0002522	NP_725361.1, NP_001260966.1, NP_610933.1	XP_016844868.1, XP_001606823.1, XP_016844708.1
OG0002523	NP_524726.1	XP_001607020.1, XP_001607030.1
OG0002525	NP_650643.2	XP_008204114.1
OG0002526	NP_729096.1	XP_016845065.1
OG0002527	NP_650450.1	XP_001600527.1
OG0002529	NP_001259368.1, NP_725807.1, NP_611346.1	XP_001602358.1
OG0002530	NP_001284750.1	XP_001606808.2
OG0002531	NP_729108.2	XP_032454062.1, XP_001600166.1
OG0002532	NP_001303459.1	NP_001229368.1
OG0002533	NP_001189057.1	XP_008212498.2
OG0002534	NP_001260511.1, NP_001259950.1, NP_608698.2	XP_001600736.1
OG0002535	NP_001014515.1	XP_031777058.1
OG0002536	NP_001262248.1	XP_031787194.1
OG0002537	NP_477464.1	XP_001599930.1
OG0002538	NP_608449.1	XP_008206366.1
OG0002539	NP_001286902.1	XP_001605251.1
OG0002540	NP_001285565.1	XP_001605422.1
OG0002541	NP_524613.1	XP_001603205.1, XP_008211790.1, XP_008211792.1, XP_008211791.1
OG0002542	NP_647636.3	XP_001606764.1
OG0002543	NP_001260237.1	XP_008207830.1
OG0002544	NP_572299.1, NP_651675.1	XP_001607193.1
OG0002545	NP_001285329.1	XP_001603365.1
OG0002546	NP_648328.1	XP_031783610.1
OG0002547	NP_651245.1	XP_001599465.2
OG0002549	NP_572271.1, NP_001260905.1	XP_001602913.1
OG0002550	NP_731188.1, NP_731186.2	XP_031787779.1
OG0002551	NP_651538.1	XP_001604429.1
OG0002552	NP_572837.1, NP_609653.1	XP_031787960.1, XP_003424585.1, XP_032456943.1
OG0002553	NP_610310.2, NP_001260787.1, NP_001260786.1, NP_001260785.1, NP_001259270.1, NP_001260784.1	XP_001606362.2
OG0002554	NP_648579.3	XP_001608056.1
OG0002555	NP_001014746.1	XP_031779499.1
OG0002556	NP_001259397.1	NP_001165818.1, NP_001165819.1
OG0002557	NP_001285511.1, NP_001163126.1	XP_016842593.1, XP_008202260.1, XP_001605290.1
OG0002558	NP_523773.1	XP_031788901.1, XP_032458043.1
OG0002559	NP_650691.1	XP_016845125.1
OG0002561	NP_995670.2	XP_031778088.1
OG0002562	NP_609500.1	NP_001153389.1
OG0002563	NP_725863.1	XP_008209700.1
OG0002564	NP_001286812.1	XP_008209670.1, XP_031779336.1
OG0002565	NP_001284933.1	XP_016844994.1
OG0002566	NP_725390.1, NP_611837.1	XP_003424555.1
OG0002567	NP_647649.2	XP_008210640.1
OG0002568	NP_001162938.1	XP_001602146.1
OG0002569	NP_651280.1	XP_032455357.1, NP_001137382.1
OG0002570	NP_651196.1	XP_031783271.1
OG0002571	NP_001163558.1	XP_016845206.1
OG0002572	NP_650984.1	XP_032455209.1
OG0002573	NP_001246609.1	XP_031779723.1, XP_001605424.2
OG0002574	NP_001259086.1	XP_016838867.1
OG0002575	NP_651908.1	XP_001600055.1
OG0002576	NP_648273.1	XP_001607102.1
OG0002577	NP_001247287.1	XP_016838038.1
OG0002578	NP_001262750.1	XP_031786689.1
OG0002579	NP_733371.1	XP_032454380.1
OG0002580	NP_477203.1	XP_001606325.1
OG0002581	NP_572217.1	XP_001605823.1
OG0002582	NP_651217.2	XP_001599476.2
OG0002583	NP_611597.1	XP_032453388.1, XP_032453387.1, XP_001601846.2
OG0002584	NP_476865.1	XP_031779208.1
OG0002585	NP_610828.2	XP_008201785.1, XP_016842329.1
OG0002586	NP_611974.2	XP_031785671.1
OG0002587	NP_729220.2	XP_032452511.1, XP_008214386.1, XP_008214390.1, XP_008214389.1
OG0002588	NP_001261558.1	XP_001608143.2, XP_008215944.1
OG0002589	NP_729159.2	XP_001603406.2
OG0002590	NP_001246321.1	XP_031782424.1, XP_031782423.1
OG0002591	NP_731849.2	XP_001600817.1
OG0002592	NP_732846.1	XP_001607275.1
OG0002593	NP_001284801.1	XP_008208969.1
OG0002594	NP_001261489.1	XP_031778577.1, XP_031778578.1
OG0002595	NP_649812.2, NP_649036.1	XP_001600105.1
OG0002596	NP_610960.1, NP_610789.3	XP_031778866.1
OG0002597	NP_001334706.1	XP_016841349.1
OG0002598	NP_650058.1	XP_001606742.1
OG0002599	NP_727674.1, NP_727675.1, NP_649379.1, NP_001097689.1	XP_016845333.1
OG0002600	NP_572434.1	XP_016839304.1, XP_016839303.1
OG0002601	NP_001260022.1	XP_032452450.1, XP_031779005.1, XP_031779006.1
OG0002602	NP_001260128.1	XP_031788040.1
OG0002603	NP_573174.1	XP_001603583.1, XP_008216447.1
OG0002604	NP_001262541.1	XP_031783533.1, XP_008206268.1, XP_008206273.1
OG0002605	NP_610197.2	XP_008213471.1, XP_001605321.1
OG0002606	NP_523719.1	XP_031776905.1
OG0002607	NP_001007096.1, NP_001163473.1	XP_003426811.1
OG0002608	NP_001015359.1	XP_016839635.1
OG0002609	NP_001287138.1	XP_001605067.2
OG0002610	NP_611047.2	XP_031787528.1
OG0002611	NP_609696.1, NP_001285923.1	XP_008205010.1
OG0002612	NP_732982.1	XP_031782482.1, XP_031782479.1, XP_031782478.1, XP_031782481.1, XP_031782480.1
OG0002613	NP_001287255.1	XP_031784726.1, XP_008211803.1
OG0002614	NP_001285184.1	XP_016837719.1
OG0002615	NP_609029.1	XP_016845240.1, XP_008202594.1, XP_016845242.1
OG0002616	NP_477491.1, NP_649058.1	XP_003424627.2
OG0002617	NP_651411.1	XP_031776830.1, XP_001600782.1
OG0002618	NP_001262935.1	XP_031786864.1
OG0002619	NP_001259844.1	XP_008215106.1
OG0002620	NP_001036605.2	XP_001603407.1, XP_008211369.1, XP_008211370.1, XP_016840766.1
OG0002621	NP_731573.1	XP_016839625.2, XP_032454605.1, XP_032454596.1, XP_032454592.1, XP_032454600.1
OG0002622	NP_001262522.1	XP_016841112.1
OG0002623	NP_001245444.1	XP_032455181.1
OG0002624	NP_001286048.1	XP_016837953.1
OG0002625	NP_727670.1	XP_016839566.1
OG0002626	NP_651552.1	XP_016839071.1, XP_016839070.1
OG0002627	NP_001287587.1	XP_008215478.1, XP_008215474.1, XP_008215475.1
OG0002628	NP_648779.1	XP_001602901.1
OG0002629	NP_609566.1	XP_001603751.1
OG0002630	NP_001097947.2	XP_001607829.1
OG0002631	NP_001286508.1	XP_016838314.1, XP_008204254.1
OG0002632	NP_647971.3	XP_001599696.1
OG0002633	NP_477044.1	XP_016837805.1, XP_031780913.1, XP_031780912.1
OG0002634	NP_648050.1	XP_001607810.2
OG0002635	NP_651218.1	XP_032453486.1, XP_032453485.1, XP_032453487.1, XP_008207724.1, XP_008207723.1
OG0002636	NP_001137879.3	XP_031788688.1
OG0002637	NP_608924.1	XP_001605955.2
OG0002638	NP_732736.2	XP_031784859.1
OG0002639	NP_001350857.1	XP_031780063.1
OG0002640	NP_001260171.1, NP_650462.1	XP_001602838.1
OG0002641	NP_001261874.1, NP_001163280.1	XP_031783318.1
OG0002642	NP_001285003.1	XP_008201753.1, XP_008201756.1, XP_008201755.1
OG0002643	NP_476810.1	XP_001606342.2
