Orthogroup	Drosophila_melanogaster	Tribolium_castaneum
OG0001639	NP_572360.1	XP_008190658.1, XP_969463.1
OG0001640	NP_477027.1	XP_968671.1, XP_968743.1
OG0001641	NP_722909.2, NP_996098.1, NP_648799.1, NP_648800.1, NP_001137779.1, NP_001261342.1	NP_001161257.1
OG0001642	NP_725207.1	XP_975475.2
OG0001645	NP_733058.1	XP_968472.1
OG0001646	NP_001285211.1	XP_015836692.1
OG0001647	NP_570025.1	XP_008196907.1
OG0001648	NP_001287187.1	XP_970811.3
OG0001649	NP_609720.1, NP_524152.2	XP_968588.1
OG0001650	NP_648222.3	XP_008196718.1
OG0001651	NP_001259585.1	XP_008201666.1
OG0001652	NP_788858.1	XP_008201098.1
OG0001653	NP_995788.1	XP_969495.1
OG0001655	NP_001245567.1	XP_968200.2
OG0001656	NP_569872.1	XP_966649.1
OG0001657	NP_001286489.1	XP_972931.1
OG0001658	NP_001259992.1	XP_008194959.1
OG0001659	NP_730944.2	XP_008200384.1
OG0001660	NP_648750.1	XP_975550.1
OG0001661	NP_001261775.1	XP_008198980.1
OG0001662	NP_001097377.2	XP_015838476.1
OG0001663	NP_649918.1	XP_008195710.1
OG0001664	NP_648183.3	NP_001135406.1, XP_015836766.1
OG0001665	NP_001014619.2	XP_008200528.1
OG0001666	NP_001163472.1, NP_649145.1	XP_966660.1
OG0001667	NP_001261574.1	XP_970532.1
OG0001669	NP_001287417.1	XP_969894.1, XP_008190493.1, XP_008190492.1
OG0001670	NP_001138149.1	XP_015840620.1
OG0001671	NP_732316.2	XP_008191116.1
OG0001672	NP_001246400.1	XP_972180.1
OG0001673	NP_649883.1	XP_015836576.1
OG0001674	NP_001260539.1	XP_008200693.1
OG0001675	NP_001261382.1	XP_973975.1
OG0001676	NP_001163073.2	XP_008193502.1
OG0001677	NP_001260561.1	XP_970641.1
OG0001679	NP_611460.1	XP_975143.1
OG0001680	NP_001260364.1, NP_001033899.1	XP_015838153.1
OG0001681	NP_001163282.1	XP_971049.1
OG0001682	NP_001285158.1	XP_015839568.1, XP_008199877.1
OG0001684	NP_001368993.1	XP_015838963.1, XP_015839133.1, XP_015839136.1
OG0001685	NP_001097520.2	XP_008196454.1, XP_972983.2
OG0001686	NP_731649.2	XP_008190435.1, XP_008190436.1
OG0001687	NP_609069.1	XP_015836165.1
OG0001688	NP_001104382.3	NP_001280530.1
OG0001690	NP_652015.1	XP_008194929.1
OG0001693	NP_001245400.1	XP_008200041.1
OG0001694	NP_610256.1	XP_008196858.1
OG0001695	NP_001262760.1	XP_008194025.1
OG0001696	NP_001247156.1	XP_008199058.1
OG0001697	NP_001245797.1	XP_966430.2
OG0001698	NP_611941.1	XP_008199760.1
OG0001699	NP_733303.2	XP_966756.1
OG0001700	NP_001189311.1	XP_008198754.1
OG0001701	NP_995862.1	XP_008195151.1, XP_008195147.1
OG0001702	NP_651170.1	XP_971283.1
OG0001703	NP_001262871.1, NP_651242.1	XP_973910.1
OG0001704	NP_001356971.1	XP_015839476.1
OG0001707	NP_001262589.2	XP_972022.1
OG0001708	NP_001287390.1	XP_971764.2, XP_015838804.1
OG0001709	NP_001303494.1	XP_015835409.1
OG0001710	NP_651745.1, NP_573217.1, NP_730784.1	XP_015836909.1
OG0001711	NP_608741.1	XP_008197982.1, XP_015838980.1, XP_969573.1
OG0001712	NP_001188885.2	XP_015839938.1
OG0001713	NP_001033943.2	XP_008192792.1, XP_008192793.1
OG0001714	NP_649156.1	XP_968879.1
OG0001715	NP_001285698.1	XP_972976.2
OG0001716	NP_001163671.1	XP_008194318.1
OG0001717	NP_611675.2	XP_970328.1
OG0001718	NP_001287021.1, NP_001261456.1, NP_001261457.1	XP_973987.1, XP_008190931.1
OG0001719	NP_001245568.1	XP_969295.1
OG0001720	NP_610938.1	XP_008195419.1
OG0001722	NP_723401.1	XP_015837216.1, XP_008199610.1
OG0001723	NP_001188979.1, NP_524242.2, NP_001287190.1	XP_008193918.1
OG0001724	NP_001261391.1	XP_974615.1
OG0001725	NP_524401.2	XP_971172.2
OG0001726	NP_477075.2, NP_001303577.1, NP_001303576.1, NP_001285482.2, NP_001285481.1, NP_524670.2, NP_001303578.1, NP_001368966.1	XP_972049.2, XP_015839452.1
OG0001728	NP_001286002.1	XP_015836419.1
OG0001729	NP_001286919.1	XP_015840335.1, XP_015833348.1
OG0001730	NP_001247378.2, NP_001245717.1, NP_001245715.1	XP_015833482.1
OG0001731	NP_572995.1, NP_001163445.1	XP_008191795.1, XP_970721.2
OG0001732	NP_651725.1	XP_973118.1
OG0001733	NP_001260590.1, NP_523506.1, NP_523578.1, NP_523507.2	XP_015835945.1
OG0001734	NP_608563.1	XP_972923.1
OG0001735	NP_609387.1	XP_001814509.1
OG0001736	NP_001014495.1	XP_967526.1
OG0001736	NP_001097944.1	XP_015837685.1
OG0001737	NP_001259675.1, NP_001033853.1	XP_967723.2
OG0001738	NP_001014543.1	XP_015835145.1, XP_008200248.1, XP_001813427.1
OG0001739	NP_001246653.1	XP_968592.2
OG0001740	NP_001036555.1	XP_008193605.1, XP_008199012.1
OG0001742	NP_733224.2	XP_015840747.1, XP_015840743.1
OG0001743	NP_001285126.1	XP_967142.1, XP_008197750.1, XP_008197749.1
OG0001744	NP_651315.2	XP_015838667.1, XP_008197600.1
OG0001745	NP_650743.1	XP_008201469.1
OG0001746	NP_524852.2	XP_968256.1, XP_008201143.1
OG0001748	NP_001189227.1	XP_015836622.1, XP_015836619.1
OG0001749	NP_001036722.1	XP_008193533.1
OG0001750	NP_001261148.1	XP_970242.1, XP_008192912.1
OG0001751	NP_001286159.1	XP_969871.2
OG0001752	NP_651792.1, NP_651791.2	XP_008198887.1, XP_001815490.2, XP_008192875.1, XP_008192876.1, XP_015834712.1, XP_015834710.1, XP_008192879.1
OG0001753	NP_523391.3	XP_969955.1
OG0001756	NP_649646.3	XP_968859.1, XP_015840285.1
OG0001757	NP_733185.2, NP_648528.1, NP_001261732.1, NP_001287549.1	NP_001161929.1, NP_001161926.1
OG0001758	NP_001163069.1	XP_971002.1
OG0001759	NP_001287202.1	XP_966423.1
OG0001760	NP_732069.3	XP_966763.1
OG0001762	NP_001261764.1	XP_008194069.1
OG0001763	NP_650223.1	XP_008191831.1, XP_973224.1
OG0001764	NP_001287421.2, NP_650876.1	XP_008199965.1, XP_968569.3, XP_968643.1, XP_015837277.1, XP_015837276.1, XP_015837278.1, XP_975752.1
OG0001766	NP_001261659.1	XP_008201079.1, XP_008201080.1
OG0001767	NP_723294.1	XP_008193134.1
OG0001768	NP_572805.1	XP_015834861.1
OG0001771	NP_727732.1, NP_001097831.1	XP_008195425.2, XP_001808512.2
OG0001774	NP_476778.1	XP_969023.1
OG0001775	NP_523735.2	NP_001298082.1
OG0001776	NP_620470.1	NP_001164088.1
OG0001777	NP_001245758.1	XP_967221.1
OG0001778	NP_001262233.1	XP_970875.1
OG0001779	NP_648194.1, NP_726718.1, NP_001261626.1, NP_648160.2, NP_648052.1	XP_973494.1
OG0001780	NP_610617.1	XP_968841.1
OG0001781	NP_650423.1	XP_008192416.1
OG0001782	NP_649000.1	XP_973321.1
OG0001783	NP_647892.1	XP_015833325.1, XP_972914.1, XP_008190904.1
OG0001784	NP_001163585.1	XP_970614.1
OG0001785	NP_524416.1	XP_969235.2
OG0001786	NP_001260689.1	XP_974171.1
OG0001787	NP_648786.1	XP_966837.1
OG0001788	NP_001036396.2	XP_008192566.1
OG0001789	NP_651728.1	XP_975068.2
OG0001790	NP_649460.3	XP_973834.1
OG0001791	NP_572504.1	XP_008190467.1
OG0001792	NP_611734.1	XP_967089.1
OG0001793	NP_608828.2	XP_975535.1
OG0001794	NP_001259442.1	XP_015834535.1, NP_001280504.1
OG0001795	NP_730901.1	XP_971698.1
OG0001796	NP_477212.1	XP_015834572.1, XP_015839928.1
OG0001797	NP_001286694.1, NP_001163244.1, NP_523830.2	XP_973014.1
OG0001799	NP_001260496.1	NP_001157183.1
OG0001800	NP_001262652.1, NP_001262651.1	XP_966972.1
OG0001801	NP_572456.1, NP_001259211.1, NP_651547.1, NP_001262253.1	XP_974888.3
OG0001802	NP_001162765.1	XP_975650.1
OG0001803	NP_001015387.1	XP_008199564.1
OG0001804	NP_728575.2, NP_612081.1	XP_008199910.1
OG0001805	NP_649038.1, NP_730334.2	XP_008199909.1
OG0001806	NP_610087.2	XP_008197947.1
OG0001807	NP_001286460.1	XP_008195294.1
OG0001808	NP_650163.2, NP_650840.1	XP_972925.2
OG0001809	NP_609837.1	XP_973657.1
OG0001810	NP_001246271.1	XP_015836863.1
OG0001811	NP_001262677.1	XP_973747.1
OG0001812	NP_001259970.1	XP_967937.1
OG0001813	NP_611350.1	XP_008199635.1
OG0001814	NP_524758.1	XP_972868.1
OG0001815	NP_476667.1, NP_001246493.1	XP_008199756.1, XP_971941.1
OG0001816	NP_648106.1	XP_973162.1
OG0001818	NP_001285489.1	XP_015836560.1, XP_015836559.1
OG0001820	NP_649757.1	XP_966351.2
OG0001821	NP_001287100.1	XP_008193342.1
OG0001823	NP_609767.2, NP_001260489.1	XP_974250.1
OG0001824	NP_001356918.1	XP_015834417.1
OG0001825	NP_001285277.1	XP_015834320.1
OG0001826	NP_610191.2	XP_008195586.1
OG0001827	NP_001261341.1	XP_008199970.1, XP_008199968.1
OG0001828	NP_477184.1	XP_008191114.2
OG0001829	NP_511153.1	XP_968607.1
OG0001830	NP_001189170.1	XP_008200479.1
OG0001831	NP_648895.1	XP_015835742.1, XP_015835744.1, XP_015835743.1
OG0001832	NP_611293.3	XP_015839131.1
OG0001833	NP_001262071.1	XP_015834094.1
OG0001834	NP_001285657.1	NP_001164305.1
OG0001835	NP_648567.2	XP_008190330.1
OG0001835	NP_729801.1	XP_008190331.1, XP_015832872.1
OG0001836	NP_001097041.2	XP_015837393.1, XP_015837408.1
OG0001838	NP_649809.1	XP_973996.1
OG0001839	NP_001287516.1	XP_968056.1
OG0001839	NP_524496.1	XP_015836876.1
OG0001840	NP_001287291.1	XP_008195127.1, XP_015836709.1
OG0001841	NP_649554.1	XP_008199607.1
OG0001843	NP_001163392.1	XP_970048.1
OG0001844	NP_733332.1	XP_967434.1
OG0001845	NP_649732.1	XP_972280.1
OG0001846	NP_788721.1	XP_971039.1
OG0001847	NP_001163705.1	XP_969079.1
OG0001848	NP_610735.1	XP_966931.1, XP_015840170.1
OG0001850	NP_001097569.1	XP_008197509.1
OG0001851	NP_524795.2	XP_974730.2
OG0001852	NP_611258.2	XP_008194931.1
OG0001853	NP_001285407.1	XP_974684.1
OG0001854	NP_610231.2, NP_525107.1, NP_536747.2	XP_974711.1, XP_008190957.1, XP_974693.1
OG0001855	NP_001097922.1	XP_008193347.1, XP_969166.1
OG0001856	NP_650446.2	XP_970966.2
OG0001858	NP_651605.1	XP_008196162.1
OG0001859	NP_001261279.1, NP_608679.1	XP_015835825.1, XP_015835826.1
OG0001861	NP_524274.1	XP_970093.1
OG0001862	NP_001096954.1	XP_970196.2
OG0001863	NP_001303452.1	XP_968848.1
OG0001864	NP_001259978.1	XP_008196595.1
OG0001865	NP_001036440.1	XP_008196649.1, XP_970928.1
OG0001866	NP_610462.3	XP_969990.1, XP_969855.1
OG0001867	NP_651658.1	XP_008193780.1
OG0001868	NP_732113.3	XP_008191524.1, XP_008191525.1
OG0001869	NP_477402.1	XP_968474.1
OG0001870	NP_001285457.1	XP_970830.2, XP_008200721.1, XP_008200720.1, XP_015836188.1, XP_966582.1, XP_008200719.1
OG0001871	NP_572522.2	XP_970702.1
OG0001872	NP_536773.1	XP_975296.1
OG0001873	NP_730982.1	XP_969187.1
OG0001874	NP_477024.1	XP_971013.1
OG0001875	NP_511130.2	XP_015833812.1, XP_008191230.1, XP_969031.2
OG0001876	NP_001368952.1	XP_015835298.1
OG0001877	NP_001014498.1	XP_973601.1
OG0001879	NP_608749.2, NP_652101.2	XP_972523.1
OG0001880	NP_001033948.1	XP_015837523.1, XP_015837518.1
OG0001881	NP_722959.1	XP_969186.1
OG0001882	NP_001188575.1	XP_008192360.1
OG0001883	NP_650805.1	XP_008191423.1, XP_970042.1
OG0001884	NP_001188772.1	XP_008196596.1, XP_015837973.1
OG0001885	NP_001262303.1	XP_967536.1
OG0001886	NP_001261166.1	XP_975677.2
OG0001887	NP_723772.2	XP_008197283.1
OG0001888	NP_001286416.1	XP_008195157.1
OG0001889	NP_651593.1	XP_976203.1
OG0001890	NP_609530.1	XP_008199667.1
OG0001891	NP_476733.1	XP_008192976.1
OG0001894	NP_001137875.1	XP_015834285.1
OG0001895	NP_524651.2	XP_015837161.1, XP_015837158.1
OG0001896	NP_609570.1	XP_008199025.2, XP_015836575.1
OG0001897	NP_611140.3	XP_973467.1
OG0001898	NP_001263035.1	XP_015837675.1, XP_008194172.1
OG0001899	NP_724878.2	XP_972476.1
OG0001900	NP_001259735.1	XP_973168.1
OG0001901	NP_651080.2	XP_975551.3
OG0001902	NP_001286818.1	XP_008200644.1, XP_008200643.1
OG0001903	NP_001285675.1	XP_008195330.1
OG0001905	NP_001287263.1	XP_015836844.1
OG0001906	NP_001245625.1	XP_008192297.1
OG0001908	NP_650314.1	NP_001034524.1
OG0001909	NP_001033913.1	XP_008192942.1
OG0001910	NP_648745.1	XP_008200358.1
OG0001912	NP_001286124.1	XP_015838680.1
OG0001913	NP_524909.1	XP_008190278.1
OG0001914	NP_608998.2	XP_015833095.1
OG0001914	NP_001188704.1	XP_008190774.1
OG0001915	NP_001014612.1	XP_008195899.1, XP_015837384.1
OG0001916	NP_648272.1	XP_968009.1, XP_008199227.1
OG0001917	NP_611237.2	XP_969465.1
OG0001919	NP_610950.2	XP_008201301.1, XP_008201320.1
OG0001920	NP_608361.3	XP_015839675.1
OG0001921	NP_001036438.1	XP_015838145.1
OG0001922	NP_001246140.1	XP_015838207.1, XP_008196854.1
OG0001923	NP_726381.1	XP_008198220.1
OG0001924	NP_609384.1	XP_008200040.1
OG0001925	NP_476618.1	XP_015833560.1
OG0001926	NP_609736.1	XP_974856.1
OG0001927	NP_524688.1	XP_970922.1
OG0001928	NP_001261246.1	XP_015840097.1, XP_008193263.1
OG0001929	NP_001260566.1, NP_001260567.1	XP_969941.1
OG0001930	NP_650547.1	XP_973098.1
OG0001931	NP_001097135.1	XP_968315.1
OG0001932	NP_608570.1	XP_008200556.2
OG0001933	NP_524431.2	XP_008197905.1
OG0001935	NP_001015254.1	XP_972743.1
OG0001936	NP_001286158.1	XP_015838605.1, XP_008193365.2, XP_008190649.2, XP_015836208.1, XP_015836206.1
OG0001937	NP_001259619.1	NP_001159380.1, XP_015837360.1, XP_015837617.1, NP_001159381.1
OG0001938	NP_001286427.1	XP_972867.1
OG0001939	NP_649157.1	XP_975288.1
OG0001940	NP_001287364.1	XP_968090.1
OG0001941	NP_001368962.1	XP_008197953.1, XP_008197949.1
OG0001942	NP_001260565.1, NP_476804.1	XP_008195032.1
OG0001943	NP_001188918.1, NP_651214.2	XP_968664.1
OG0001944	NP_001163494.1	NP_001164311.1, NP_001164312.1, XP_008200790.1
OG0001945	NP_572873.2	XP_015834904.1
OG0001946	NP_001303420.1	XP_008197760.1
OG0001947	NP_649796.1	XP_008200081.1
OG0001949	NP_001285813.1	XP_015838744.1
OG0001950	NP_001261595.1	XP_015834259.1
OG0001951	NP_726846.1	XP_008198065.2, XP_008198067.1, XP_008198061.1
OG0001952	NP_001245466.1	XP_015835699.1, XP_015835703.1, XP_015835707.1, XP_015835694.1
OG0001953	NP_524790.1, NP_001261255.1, NP_788450.1	XP_015838030.1, NP_001180378.1
OG0001954	NP_001263037.1	XP_972227.1
OG0001956	NP_610804.1	XP_975480.1, XP_975607.1
OG0001957	NP_001284857.1, NP_647754.1, NP_570058.1, NP_569912.2, NP_724707.1, NP_610987.1, NP_648614.1, NP_573069.1	XP_015838816.1
OG0001959	NP_649972.1	XP_015838645.1
OG0001960	NP_001261726.1, NP_524993.3, NP_001027247.1	XP_008200339.1
OG0001961	NP_001286875.1	XP_969940.1
OG0001962	NP_609989.1, NP_609990.1, NP_001188850.1	XP_015837014.1, XP_974612.1, XP_974632.1, XP_974652.1, XP_008195477.1
OG0001963	NP_648053.1	XP_008191834.1
OG0001964	NP_001287227.1	XP_971585.1
OG0001965	NP_001285968.1, NP_723939.1, NP_728540.1, NP_612051.1	XP_008201279.1, XP_015840730.1, XP_015839909.1, XP_008195883.2
OG0001966	NP_001286827.1	XP_001809413.1
OG0001967	NP_001262353.1	XP_001807448.1
OG0001968	NP_001097756.1	XP_008198558.1
OG0001969	NP_001259204.1	XP_008199546.1, XP_008199547.1, XP_008199548.1, XP_008199545.1
OG0001971	NP_723787.1	XP_008191777.1
OG0001973	NP_726095.2	XP_008198599.1
OG0001974	NP_648645.1	XP_008197175.1
OG0001975	NP_001260979.1	XP_015833055.1, NP_001164144.1
OG0001976	NP_001138150.1	XP_015833110.1, XP_008190652.1
OG0001977	NP_611067.2	XP_015833284.1, XP_015833283.1, XP_973810.2
OG0001981	NP_649298.2, NP_001262144.1, NP_001287140.1	XP_008200848.1, XP_970028.2, XP_968593.1, XP_968666.1, XP_968739.1, XP_008191362.2
OG0001987	NP_001356937.1	XP_969865.2
OG0001988	NP_524001.2	XP_001812661.1
OG0001989	NP_001260098.1	XP_967120.2
OG0001990	NP_788760.1	XP_971866.1
OG0001991	NP_001262998.1	XP_975465.1
OG0001992	NP_001245552.1	XP_008200920.1
OG0001993	NP_611538.1	XP_971227.1
OG0001994	NP_651072.1	XP_971533.1
OG0001995	NP_523355.2	XP_008192557.1
OG0001997	NP_996267.1	XP_968867.1, XP_008200402.1, XP_966438.1
OG0001998	NP_651780.1	XP_008199937.1
OG0001999	NP_523428.1	XP_967576.1, XP_008191346.1
OG0002000	NP_726490.3	XP_015836974.1
OG0002001	NP_001285572.1	XP_008190967.1, XP_008190968.1, XP_974902.1, XP_015833322.1
OG0002002	NP_001027274.2, NP_001260458.1	NP_001034520.2
OG0002003	NP_001259998.1	XP_015838178.1, XP_968621.1
OG0002004	NP_650776.1	XP_008201162.1, XP_974743.1
OG0002005	NP_647640.1	XP_970311.1
OG0002006	NP_001247376.1, NP_001247375.1	XP_008192345.1
OG0002007	NP_001261689.1	XP_008191274.1
OG0002009	NP_001027401.1	XP_970519.1
OG0002010	NP_651600.1	XP_973746.2
OG0002011	NP_001286589.1	XP_971545.1
OG0002012	NP_001014582.1, NP_524041.2	NP_001107817.1, XP_008192468.1
OG0002013	NP_001245550.1	XP_973466.1, XP_008194703.1
OG0002014	NP_476562.1	XP_008194388.1
OG0002015	NP_609782.2	XP_001811459.1
OG0002016	NP_788448.1	XP_969441.1
OG0002017	NP_610188.2	XP_008199875.1
OG0002018	NP_648586.2	XP_969631.2, XP_015835856.1
OG0002019	NP_001137910.2	XP_968850.1, XP_015839177.1
OG0002020	NP_732549.2	XP_015839132.1
OG0002021	NP_649827.2	XP_015836519.1
OG0002022	NP_726406.1	XP_974755.2
OG0002023	NP_001245577.1	XP_972040.2
OG0002024	NP_610095.1	XP_968623.1
OG0002025	NP_649877.1	XP_008200104.1
OG0002026	NP_001259298.1	XP_015836199.1
OG0002028	NP_001263045.1, NP_001036699.1	XP_008193942.1, XP_015836057.1, XP_008193941.1
OG0002029	NP_610059.1	XP_008198388.1
OG0002032	NP_001286795.1	XP_008199563.1
OG0002033	NP_001285275.1	XP_974242.1, XP_008196193.1, XP_973827.2
OG0002034	NP_001163027.1	XP_008191432.1
OG0002034	NP_001189073.1	XP_008198556.1
OG0002035	NP_611093.2	XP_015834331.1
OG0002036	NP_001286548.1	XP_008193640.1
OG0002037	NP_524660.1	XP_968226.1
OG0002038	NP_608372.1	XP_975880.1
OG0002039	NP_001286974.1	XP_008191389.1
OG0002041	NP_647887.1	XP_970185.1
OG0002042	NP_001137671.1, NP_610099.1	XP_008195431.1
OG0002043	NP_001034012.2	XP_008193412.1
OG0002044	NP_001263139.1	XP_972243.1
OG0002045	NP_477311.1	NP_001034540.1, XP_015834295.1
OG0002046	NP_001097124.1	XP_008192066.1, XP_015834447.1
OG0002047	NP_001189286.1	XP_967875.1, XP_008200945.1
OG0002048	NP_001247185.1	XP_015832893.1, XP_008190487.1
OG0002049	NP_732811.1	XP_008194849.1
OG0002050	NP_001285355.1	XP_971138.1
OG0002051	NP_611681.1, NP_001286736.1, NP_611610.2, NP_001246460.1, NP_001286724.1, NP_523809.2, NP_001261050.1	NP_001164092.1, XP_008195713.1
OG0002052	NP_611508.1	XP_015837547.1
OG0002053	NP_610530.1	XP_015840450.1
OG0002054	NP_524677.1	XP_015836409.1
OG0002055	NP_001259900.1, NP_572902.1	XP_008198559.1
OG0002056	NP_524907.2	XP_975463.1, XP_008201462.1, XP_008201461.1
OG0002057	NP_609888.2	XP_975350.1
OG0002058	NP_609119.2	XP_008193741.1, XP_974607.1
OG0002059	NP_648185.1	XP_969613.1
OG0002060	NP_726403.2	XP_008190346.1
OG0002061	NP_001036338.1	XP_008196537.1
OG0002062	NP_001356975.1	XP_001808961.1
OG0002063	NP_001285001.1	XP_966349.1
OG0002064	NP_001356982.1	XP_971594.2, XP_008197242.1
OG0002065	NP_001284967.1	XP_008190660.1
OG0002066	NP_649869.1	XP_008195892.1, XP_966832.1
OG0002067	NP_651116.1	XP_008199684.1
OG0002068	NP_611856.1	XP_972853.1
OG0002069	NP_652610.1	XP_008194753.1
OG0002070	NP_650941.3	XP_008199445.1
OG0002071	NP_477372.1	XP_971591.1
OG0002072	NP_001259984.1	XP_008194342.1
OG0002073	NP_001260394.1	XP_976020.1
OG0002074	NP_001260491.1, NP_001263066.1	XP_969518.1
OG0002075	NP_524583.1	XP_974640.1, XP_974146.1, XP_015832957.1, XP_967492.1
OG0002076	NP_001163600.1	XP_008201044.1, NP_001280534.1
OG0002077	NP_724409.3	XP_967357.1
OG0002078	NP_001259928.1	XP_008194370.1
OG0002079	NP_001261524.1	XP_015834267.1, XP_015836722.1
OG0002080	NP_649990.2	XP_973096.1
OG0002081	NP_001286545.1	XP_001807880.1, XP_008194570.1
OG0002082	NP_572503.1	XP_008192105.1
OG0002083	NP_648372.1	XP_967458.1
OG0002084	NP_611677.1	XP_008195932.1
OG0002085	NP_001285316.1	XP_969410.1
OG0002086	NP_609934.3	XP_974176.1
OG0002087	NP_572818.1	XP_015836902.1
OG0002088	NP_523833.1	XP_008199834.1
OG0002089	NP_001261563.1	NP_001161917.1
OG0002089	NP_649709.2	XP_008199893.1
OG0002091	NP_001285049.1, NP_609350.2	XP_969843.1
OG0002093	NP_001262005.1	XP_968283.1
OG0002094	NP_610207.1, NP_001259341.1, NP_612091.1	XP_008193285.1
OG0002095	NP_733076.2	XP_973222.1
OG0002096	NP_723086.1	XP_974674.2
OG0002097	NP_001162716.1, NP_729740.2	XP_969557.1
OG0002098	NP_477014.1	XP_972070.1
OG0002099	NP_001262830.1, NP_001262827.1	XP_015840771.1
OG0002100	NP_001285208.1	XP_008192294.1
OG0002101	NP_001014695.1	XP_015834925.1, XP_008192122.2
OG0002102	NP_649939.1	XP_971608.1
OG0002103	NP_001260451.1	XP_968825.1
OG0002106	NP_524818.1	NP_001164138.1, XP_008193600.1
OG0002107	NP_523739.2	XP_008195685.1
OG0002108	NP_996185.1	XP_008198627.1
OG0002109	NP_611966.3	XP_008196116.1
OG0002110	NP_996042.1	XP_969156.2
OG0002111	NP_001261454.1	XP_008194431.1
OG0002113	NP_001262803.1	XP_015834959.1, XP_001816436.2
OG0002114	NP_651508.1	XP_972858.1
OG0002115	NP_572197.4	XP_968584.1
OG0002116	NP_573100.1, NP_573105.1, NP_001262467.1	XP_015834915.1, XP_008193891.1
OG0002117	NP_001286076.1	XP_008191876.1
OG0002119	NP_001162779.1	XP_015834684.1
OG0002120	NP_652670.2, NP_610853.1, NP_611671.1	XP_971372.1
OG0002121	NP_001262679.1	XP_008200135.1, XP_008200132.1
OG0002122	NP_001138057.1	XP_972559.1
OG0002123	NP_523593.5	XP_015833440.1, XP_015833442.1, XP_015833441.1, XP_015833443.1
OG0002124	NP_001369005.1	XP_015838755.1
OG0002125	NP_608369.1, NP_726887.1, NP_001356931.1	XP_008201698.1, XP_008201697.1
OG0002126	NP_524659.1, NP_652413.1	XP_015839290.1, XP_008197430.1, XP_008197429.1, XP_001810780.1
OG0002127	NP_001261984.1	XP_015836243.1, XP_015836245.1
OG0002128	NP_611499.3	XP_001815774.1
OG0002129	NP_788872.1	XP_015839592.1, XP_968654.1, XP_008198821.1
OG0002130	NP_001260865.1	XP_972472.3
OG0002131	NP_001259886.1	XP_008190518.1
OG0002132	NP_001261614.1	XP_015836435.1, XP_008194818.1, XP_015836436.1
OG0002134	NP_001163664.1	XP_008200830.1
OG0002136	NP_608780.1	XP_966441.1
OG0002137	NP_001286327.1	XP_008190943.1, XP_008190944.1
OG0002138	NP_001262079.1	XP_968086.1
OG0002139	NP_648894.2	XP_966456.1
OG0002140	NP_001262599.1	XP_008198759.1
OG0002141	NP_730594.1	XP_008199721.1
OG0002142	NP_001285282.1	XP_973309.2, XP_008197132.1
OG0002143	NP_524238.1	NP_001280537.1, XP_973636.1
OG0002144	NP_001261617.1	NP_001107809.1, NP_001107764.1, XP_015840082.1, NP_001107808.1
OG0002145	NP_609877.2	XP_001811305.1
OG0002146	NP_001259153.1	XP_015838767.1
OG0002148	NP_650672.1	XP_008192249.1
OG0002149	NP_726059.5	XP_015838724.1
OG0002150	NP_001036357.2	XP_008200255.1, XP_001806913.1
OG0002151	NP_788891.2	XP_001812763.1
OG0002152	NP_001036397.2	XP_015838366.1, XP_968078.1, XP_008197189.1
OG0002153	NP_608851.1, NP_511089.2	XP_008201208.1
OG0002155	NP_001262777.1	XP_015832895.1
OG0002156	NP_001262888.1	XP_008201052.1
OG0002157	NP_648105.1	XP_015840099.1
