Orthogroup	Drosophila_melanogaster	Polistes_dominula
OG0001483	NP_001262996.1	XP_015181718.1
OG0001484	NP_001188579.1	XP_015175898.1
OG0001485	NP_569913.1	XP_015177502.1
OG0001485	NP_523596.2	XP_015178622.1
OG0001486	NP_476764.1	XP_015175781.1, XP_015175780.1
OG0001487	NP_001188904.1	XP_015182757.1, XP_015182738.1, XP_015182748.1
OG0001488	NP_001189108.1	XP_015181799.1
OG0001489	NP_648555.1	XP_015176967.1
OG0001490	NP_001246899.1	XP_015178132.1
OG0001491	NP_609228.2	XP_015172098.1, XP_015172099.1
OG0001492	NP_001263168.1	XP_015174948.1
OG0001493	NP_001262195.1	XP_015191116.1, XP_015191113.1
OG0001494	NP_001287233.1, NP_731250.1, NP_001262370.1	XP_015188603.1, XP_015188604.1
OG0001495	NP_612063.2	XP_015178123.1
OG0001496	NP_609203.1	XP_015186531.1
OG0001497	NP_001260853.1	XP_015182259.1
OG0001498	NP_729823.2	XP_015171068.1
OG0001499	NP_572167.3	XP_015177596.1, XP_015176679.1
OG0001500	NP_730859.1	XP_015185116.1
OG0001501	NP_001303373.1	XP_015185127.1, XP_015185121.1
OG0001502	NP_001261464.1	XP_015186599.1
OG0001503	NP_665880.2	XP_015183782.1, XP_015183781.1
OG0001504	NP_001261440.1	XP_015185019.1
OG0001505	NP_001097527.1	XP_015174265.1, XP_015174264.1
OG0001507	NP_001287269.1	XP_015177328.1, XP_015177327.1
OG0001508	NP_001138130.2	XP_015177702.1
OG0001509	NP_001261116.1	XP_015185640.1
OG0001510	NP_001284936.1	XP_015185130.1
OG0001511	NP_649151.1	XP_015182878.1
OG0001514	NP_001188550.1	XP_015176729.1, XP_015176728.1
OG0001515	NP_001259809.1	XP_015177834.1, XP_015177833.1
OG0001516	NP_001163857.2, NP_001104417.3	XP_015185898.1, XP_015185899.1
OG0001517	NP_731242.1	XP_015183612.1, XP_015183607.1
OG0001518	NP_001036462.1	XP_015189264.1
OG0001519	NP_650997.1, NP_732891.1, NP_650998.1, NP_001286383.1	XP_015175798.1
OG0001520	NP_001368953.1	XP_015187111.1, XP_015187110.1
OG0001521	NP_523422.4	XP_015180263.1
OG0001522	NP_001096867.3	XP_015175123.1
OG0001524	NP_001261067.1	XP_015186809.1
OG0001525	NP_477026.1	XP_015184938.1
OG0001526	NP_001369078.1	XP_015178598.1, XP_015178596.1
OG0001527	NP_001259089.1	XP_015173864.1, XP_015173865.1, XP_015173863.1
OG0001529	NP_001162930.1	XP_015174994.1
OG0001530	NP_611501.1	XP_015176147.1
OG0001531	NP_651595.1	XP_015184383.1, XP_015187852.1
OG0001532	NP_001162665.1	XP_015183811.1
OG0001533	NP_728534.2	XP_015189494.1
OG0001534	NP_731923.2	XP_015189643.1
OG0001535	NP_001261999.1	XP_015186975.1
OG0001536	NP_648357.1	XP_015186566.1
OG0001537	NP_001245892.1, NP_001260974.1	XP_015188456.1
OG0001538	NP_995639.1	XP_015186818.1, XP_015189908.1
OG0001539	NP_524017.1	XP_015189287.1
OG0001540	NP_610693.1, NP_610694.1	XP_015191170.1
OG0001541	NP_001261940.1	XP_015178821.1, XP_015178820.1
OG0001542	NP_609207.1	XP_015172897.1, XP_015172896.1, XP_015172895.1, XP_015172894.1
OG0001543	NP_650901.2	XP_015176705.1, XP_015176695.1
OG0001545	NP_523451.2	XP_015190983.1
OG0001546	NP_001247104.1	XP_015185052.1
OG0001548	NP_001285388.1	XP_015185434.1
OG0001550	NP_647968.3	XP_015177632.1, XP_015177631.1
OG0001551	NP_001246815.1	XP_015171737.1
OG0001552	NP_477317.1	XP_015187635.1
OG0001553	NP_651623.1	XP_015182983.1, XP_015182982.1
OG0001554	NP_001261344.1	XP_015177936.1
OG0001555	NP_001246451.1	XP_015171140.1
OG0001556	NP_726771.1	XP_015186765.1
OG0001557	NP_001260951.1	XP_015175627.1
OG0001558	NP_001245722.1	XP_015191297.1
OG0001559	NP_650472.2	XP_015183022.1
OG0001560	NP_001246228.1	XP_015190671.1
OG0001561	NP_001260963.1	XP_015191824.1
OG0001562	NP_001137943.2	XP_015182895.1
OG0001563	NP_001246300.1	XP_015181815.1, XP_015181822.1
OG0001565	NP_001286976.1	XP_015174966.1
OG0001567	NP_001137746.1	XP_015184022.1, XP_015184019.1, XP_015184017.1
OG0001568	NP_001263152.1	XP_015171293.1
OG0001569	NP_477320.1	XP_015179612.1, XP_015179613.1, XP_015179614.1
OG0001570	NP_648176.1	XP_015189116.1
OG0001571	NP_610075.2	XP_015186942.1, XP_015186945.1, XP_015186944.1
OG0001575	NP_524337.1	XP_015187477.1, XP_015187476.1
OG0001576	NP_001286660.1, NP_788526.1, NP_649081.1, NP_650171.2, NP_608804.1	XP_015189138.1
OG0001577	NP_001285493.1	XP_015181769.1, XP_015181767.1, XP_015181768.1, XP_015181770.1
OG0001579	NP_001097592.1	XP_015182527.1, XP_015182525.1
OG0001580	NP_001285528.1	XP_015187407.1
OG0001581	NP_608983.2	XP_015187930.1
OG0001582	NP_001287593.1	XP_015183090.1
OG0001583	NP_001189157.1	XP_015180361.1
OG0001584	NP_648993.1	XP_015176021.1
OG0001585	NP_001262143.1	XP_015191709.1, XP_015191710.1
OG0001586	NP_647865.2	XP_015185311.1
OG0001587	NP_648090.1	XP_015191489.1, XP_015190749.1
OG0001588	NP_001188558.1	XP_015179867.1, XP_015179870.1
OG0001590	NP_572910.1, NP_001285210.1	XP_015172057.1
OG0001591	NP_001286018.1	XP_015174470.1, XP_015174467.1, XP_015174468.1
OG0001592	NP_647896.1	XP_015187036.1, XP_015187038.1, XP_015187037.1, XP_015187039.1
OG0001593	NP_001287342.1	XP_015181273.1
OG0001594	NP_001259723.1	XP_015188973.1, XP_015188971.1, XP_015188972.1, XP_015188970.1
OG0001595	NP_611252.1	XP_015189340.1
OG0001596	NP_730651.1	XP_015191635.1
OG0001597	NP_572854.1	XP_015178329.1
OG0001600	NP_001286151.1	XP_015172667.1
OG0001601	NP_001097706.1	XP_015171493.1
OG0001602	NP_001033958.1	XP_015183839.1, XP_015183800.1
OG0001603	NP_001027070.1	XP_015176177.1
OG0001604	NP_001163129.1	XP_015188043.1, XP_015188050.1
OG0001606	NP_523902.2	XP_015172640.1
OG0001607	NP_001285753.1	XP_015184717.1, XP_015184716.1
OG0001608	NP_001260655.1	XP_015187299.1, XP_015187300.1, XP_015187301.1
OG0001614	NP_001259303.1, NP_569908.1	XP_015176267.1, XP_015176276.1
OG0001615	NP_523764.1	XP_015182550.1
OG0001616	NP_001259833.1	XP_015178045.1, XP_015178047.1
OG0001617	NP_524011.1	XP_015190684.1
OG0001619	NP_652526.1	XP_015190429.1
OG0001620	NP_609496.1	XP_015188860.1
OG0001621	NP_573362.1, NP_729837.1	XP_015190659.1
OG0001622	NP_572536.1	XP_015186727.1, XP_015186728.1
OG0001623	NP_524400.2	XP_015190034.1, XP_015190040.1
OG0001624	NP_788056.1	XP_015176544.1
OG0001625	NP_001262669.1	XP_015177101.1
OG0001626	NP_001259186.1	XP_015176231.1
OG0001627	NP_001303417.1	XP_015172961.1, XP_015172959.1, XP_015172958.1, XP_015172962.1
OG0001628	NP_651052.1	XP_015171937.1
OG0001629	NP_651782.1	XP_015172088.1
OG0001630	NP_729395.2	XP_015178835.1
OG0001631	NP_001261267.1	XP_015177368.1, XP_015177373.1
OG0001632	NP_001245408.1	XP_015189426.1, XP_015189425.1
OG0001633	NP_001246351.1	XP_015182014.1
OG0001634	NP_651054.1	XP_015180733.1
OG0001635	NP_001303479.1	XP_015179819.1, XP_015179811.1, XP_015179829.1, XP_015179838.1
OG0001636	NP_728142.1	XP_015178335.1
OG0001637	NP_612046.1	XP_015189563.1, XP_015188558.1, XP_015188556.1
OG0001638	NP_648826.2	XP_015179077.1
OG0001639	NP_572360.1	XP_015175995.1
OG0001640	NP_477027.1	XP_015180722.1, XP_015184760.1, XP_015184759.1, XP_015184761.1
OG0001641	NP_722909.2, NP_996098.1, NP_648799.1, NP_648800.1, NP_001137779.1, NP_001261342.1	XP_015171298.1
OG0001642	NP_725207.1	XP_015178349.1
OG0001645	NP_733058.1	XP_015180126.1
OG0001646	NP_001285211.1	XP_015172870.1
OG0001647	NP_570025.1	XP_015183151.1
OG0001648	NP_001287187.1	XP_015188305.1
OG0001649	NP_609720.1, NP_524152.2	XP_015174582.1, XP_015174583.1
OG0001650	NP_648222.3	XP_015172351.1, XP_015172362.1
OG0001651	NP_001259585.1	XP_015178101.1
OG0001652	NP_788858.1	XP_015172002.1
OG0001653	NP_995788.1	XP_015182639.1
OG0001655	NP_001245567.1	XP_015177740.1
OG0001656	NP_569872.1	XP_015182234.1
OG0001657	NP_001286489.1	XP_015185995.1
OG0001658	NP_001259992.1	XP_015172255.1
OG0001659	NP_730944.2	XP_015178120.1
OG0001660	NP_648750.1	XP_015181932.1, XP_015181931.1
OG0001662	NP_001097377.2	XP_015187280.1
OG0001663	NP_649918.1	XP_015188339.1
OG0001664	NP_648183.3	XP_015171691.1, XP_015171697.1
OG0001665	NP_001014619.2	XP_015173995.1
OG0001666	NP_001163472.1, NP_649145.1	XP_015173812.1
OG0001667	NP_001261574.1	XP_015176389.1
OG0001669	NP_001287417.1	XP_015190370.1
OG0001670	NP_001138149.1	XP_015171522.1, XP_015171521.1
OG0001671	NP_732316.2	XP_015190867.1
OG0001672	NP_001246400.1	XP_015172033.1
OG0001673	NP_649883.1	XP_015180771.1
OG0001674	NP_001260539.1	XP_015184415.1
OG0001675	NP_001261382.1	XP_015190090.1
OG0001676	NP_001163073.2	XP_015171676.1
OG0001677	NP_001260561.1	XP_015173312.1, XP_015173313.1
OG0001679	NP_611460.1	XP_015174082.1, XP_015174081.1, XP_015174083.1
OG0001680	NP_001260364.1, NP_001033899.1	XP_015179524.1
OG0001681	NP_001163282.1	XP_015180758.1, XP_015180757.1
OG0001682	NP_001285158.1	XP_015177297.1, XP_015177294.1, XP_015177286.1
OG0001684	NP_001368993.1	XP_015173233.1, XP_015173232.1
OG0001685	NP_001097520.2	XP_015178482.1
OG0001686	NP_731649.2	XP_015182332.1, XP_015182331.1, XP_015182334.1, XP_015182333.1
OG0001687	NP_609069.1	XP_015176262.1
OG0001688	NP_001104382.3	XP_015179659.1
OG0001690	NP_652015.1	XP_015186314.1, XP_015186310.1
OG0001693	NP_001245400.1	XP_015172583.1, XP_015172582.1
OG0001694	NP_610256.1	XP_015180898.1, XP_015180899.1
OG0001695	NP_001262760.1	XP_015178111.1
OG0001696	NP_001247156.1	XP_015182100.1, XP_015182092.1
OG0001697	NP_001245797.1	XP_015184921.1
OG0001698	NP_611941.1	XP_015188715.1
OG0001699	NP_733303.2	XP_015191510.1
OG0001700	NP_001189311.1	XP_015184942.1
OG0001701	NP_995862.1	XP_015181941.1
OG0001702	NP_651170.1	XP_015179413.1, XP_015179414.1
OG0001703	NP_001262871.1, NP_651242.1	XP_015184472.1
OG0001704	NP_001356971.1	XP_015178919.1
OG0001706	NP_001247116.1	XP_015186456.1
OG0001707	NP_001262589.2	XP_015185946.1
OG0001708	NP_001287390.1	XP_015174840.1, XP_015174838.1, XP_015174843.1, XP_015174844.1, XP_015174841.1, XP_015174842.1, XP_015174839.1, XP_015174845.1
OG0001709	NP_001303494.1	XP_015171892.1, XP_015171880.1
OG0001711	NP_608741.1	XP_015179743.1
OG0001712	NP_001188885.2	XP_015186849.1, XP_015186847.1
OG0001713	NP_001033943.2	XP_015184183.1
OG0001714	NP_649156.1	XP_015173979.1, XP_015173977.1
OG0001715	NP_001285698.1	XP_015179856.1, XP_015179857.1, XP_015179855.1, XP_015179854.1
OG0001716	NP_001163671.1	XP_015181525.1, XP_015181527.1, XP_015181532.1, XP_015181530.1, XP_015181531.1, XP_015181528.1, XP_015181529.1
OG0001717	NP_611675.2	XP_015172875.1
OG0001718	NP_001287021.1, NP_001261456.1, NP_001261457.1	XP_015186676.1, XP_015186675.1, XP_015186674.1
OG0001719	NP_001245568.1	XP_015189225.1, XP_015189226.1
OG0001720	NP_610938.1	XP_015187771.1
OG0001722	NP_723401.1	XP_015183513.1
OG0001723	NP_001188979.1, NP_524242.2, NP_001287190.1	XP_015179054.1
OG0001724	NP_001261391.1	XP_015175280.1, XP_015175279.1
OG0001725	NP_524401.2	XP_015182838.1
OG0001726	NP_477075.2, NP_001303577.1, NP_001303576.1, NP_001285482.2, NP_001285481.1, NP_524670.2, NP_001303578.1, NP_001368966.1	XP_015183554.1
OG0001727	NP_001036351.2	XP_015175104.1
OG0001728	NP_001286002.1	XP_015190161.1
OG0001729	NP_001286919.1	XP_015187677.1, XP_015187674.1, XP_015187673.1, XP_015187676.1, XP_015187675.1
OG0001730	NP_001247378.2, NP_001245717.1, NP_001245715.1	XP_015186424.1
OG0001731	NP_572995.1, NP_001163445.1	XP_015186461.1, XP_015186460.1
OG0001732	NP_651725.1	XP_015179252.1, XP_015179256.1
OG0001733	NP_001260590.1, NP_523506.1, NP_523578.1, NP_523507.2	XP_015181621.1
OG0001734	NP_608563.1	XP_015174635.1, XP_015174634.1
OG0001735	NP_609387.1	XP_015188127.1
OG0001736	NP_001097937.1	XP_015181565.1
OG0001737	NP_001259675.1, NP_001033853.1	XP_015187076.1
OG0001738	NP_001014543.1	XP_015174058.1
OG0001739	NP_001246653.1	XP_015178550.1
OG0001740	NP_001036555.1	XP_015188917.1, XP_015188913.1
OG0001742	NP_733224.2	XP_015178632.1, XP_015178629.1, XP_015178628.1
OG0001743	NP_001285126.1	XP_015172123.1
OG0001744	NP_651315.2	XP_015176642.1
OG0001745	NP_650743.1	XP_015181631.1, XP_015181632.1
OG0001746	NP_524852.2	XP_015177893.1
OG0001747	NP_001261633.1	XP_015189491.1, XP_015189492.1
OG0001748	NP_001189227.1	XP_015187137.1
OG0001749	NP_001036722.1	XP_015176030.1
OG0001750	NP_001261148.1	XP_015171096.1, XP_015171107.1, XP_015171086.1
OG0001751	NP_001286159.1	XP_015178965.1
OG0001752	NP_651792.1, NP_651791.2	XP_015190353.1, XP_015190354.1
OG0001753	NP_523391.3	XP_015172267.1
OG0001754	NP_651671.1	XP_015179044.1
OG0001755	NP_573318.1, NP_609759.1	XP_015181109.1
OG0001756	NP_649646.3	XP_015178162.1
OG0001757	NP_733185.2, NP_648528.1, NP_001261732.1, NP_001287549.1	XP_015180560.1, XP_015180559.1
OG0001758	NP_001163069.1	XP_015178263.1
OG0001759	NP_001287202.1	XP_015184280.1
OG0001760	NP_732069.3	XP_015188230.1
OG0001761	NP_001188832.1	XP_015180608.1, XP_015180607.1
OG0001762	NP_001261764.1	XP_015182502.1
OG0001763	NP_650223.1	XP_015183777.1, XP_015183776.1
OG0001764	NP_001287421.2, NP_650876.1	XP_015171787.1
OG0001765	NP_731461.1	XP_015186387.1
OG0001766	NP_001261659.1	XP_015181567.1
OG0001767	NP_723294.1	XP_015184699.1, XP_015184700.1
OG0001768	NP_572805.1	XP_015179106.1
OG0001774	NP_476778.1	XP_015172916.1, XP_015172915.1, XP_015172655.1
OG0001775	NP_523735.2	XP_015190417.1
OG0001776	NP_620470.1	XP_015182852.1, XP_015182851.1, XP_015182850.1
OG0001777	NP_001245758.1	XP_015182894.1
OG0001778	NP_001262233.1	XP_015184509.1, XP_015184510.1
OG0001779	NP_648194.1, NP_726718.1, NP_001261626.1, NP_648160.2, NP_648052.1	XP_015190052.1
OG0001780	NP_610617.1	XP_015172198.1
OG0001781	NP_650423.1	XP_015181541.1
OG0001782	NP_649000.1	XP_015182964.1
OG0001783	NP_647892.1	XP_015177531.1
OG0001784	NP_001163585.1	XP_015191381.1, XP_015191380.1
OG0001785	NP_524416.1	XP_015183238.1
OG0001786	NP_001260689.1	XP_015181662.1
OG0001787	NP_648786.1	XP_015189726.1, XP_015189724.1, XP_015189725.1
OG0001788	NP_724103.1	XP_015176807.1
OG0001789	NP_651728.1	XP_015172016.1
OG0001790	NP_649460.3	XP_015173377.1
OG0001791	NP_572504.1	XP_015190967.1
OG0001792	NP_611734.1	XP_015173089.1
OG0001793	NP_608828.2	XP_015181906.1, XP_015181905.1
OG0001794	NP_001259442.1	XP_015172744.1, XP_015172746.1
OG0001796	NP_477212.1	XP_015181575.1
OG0001797	NP_523830.2	XP_015174317.1, XP_015174316.1, XP_015174318.1
OG0001799	NP_001260496.1	XP_015181058.1
OG0001800	NP_001262652.1, NP_001262651.1	XP_015182626.1
OG0001801	NP_572456.1, NP_001259211.1, NP_651547.1, NP_001262253.1	XP_015189112.1
OG0001802	NP_001162765.1	XP_015184099.1
OG0001803	NP_001015387.1	XP_015173684.1
OG0001804	NP_728575.2, NP_612081.1	XP_015172505.1
OG0001805	NP_649038.1, NP_730334.2	XP_015183215.1
OG0001806	NP_610087.2	XP_015172073.1
OG0001807	NP_001286460.1	XP_015175022.1
OG0001808	NP_650163.2, NP_650840.1	XP_015178818.1, XP_015178817.1
OG0001809	NP_609837.1	XP_015191458.1
OG0001810	NP_001246271.1	XP_015187768.1
OG0001811	NP_001262677.1	XP_015179133.1, XP_015179132.1
OG0001812	NP_001259970.1	XP_015184446.1
OG0001813	NP_611350.1	XP_015176884.1, XP_015176882.1
OG0001814	NP_524758.1	XP_015189098.1
OG0001815	NP_476667.1, NP_001246493.1	XP_015187920.1
OG0001816	NP_648106.1	XP_015182630.1
OG0001818	NP_001285489.1	XP_015172030.1
OG0001820	NP_649757.1	XP_015191623.1, XP_015191616.1
OG0001821	NP_001287100.1	XP_015181495.1, XP_015181492.1
OG0001822	NP_995873.2	XP_015171073.1
OG0001823	NP_609767.2, NP_001260489.1	XP_015176859.1
OG0001824	NP_001356918.1	XP_015189023.1
OG0001825	NP_001285277.1	XP_015185295.1, XP_015185294.1
OG0001826	NP_610191.2	XP_015177308.1
OG0001827	NP_001261341.1	XP_015182624.1, XP_015182623.1, XP_015182625.1
OG0001828	NP_477184.1	XP_015174436.1
OG0001829	NP_511153.1	XP_015178827.1
OG0001830	NP_001189170.1	XP_015178071.1
OG0001831	NP_648895.1	XP_015174645.1, XP_015174646.1, XP_015174647.1
OG0001832	NP_611293.3	XP_015181212.1
OG0001833	NP_001262071.1	XP_015181683.1
OG0001834	NP_725449.1, NP_611238.2, NP_001285657.1	XP_015182779.1
OG0001835	NP_648567.2, NP_729801.1	XP_015183122.1
OG0001836	NP_001097041.2	XP_015180630.1, XP_015180614.1
OG0001838	NP_649809.1	XP_015180604.1, XP_015180605.1
OG0001839	NP_001287516.1, NP_524496.1	XP_015174931.1
OG0001840	NP_001287291.1	XP_015178155.1
OG0001841	NP_649554.1	XP_015184784.1, XP_015184800.1, XP_015184809.1, XP_015184791.1
OG0001843	NP_001163392.1	XP_015189252.1
OG0001844	NP_733332.1	XP_015186283.1, XP_015186282.1
OG0001845	NP_649732.1	XP_015171481.1, XP_015171482.1, XP_015171479.1, XP_015171480.1, XP_015171483.1
OG0001846	NP_788721.1	XP_015179950.1
OG0001847	NP_001163705.1	XP_015177683.1
OG0001848	NP_610735.1	XP_015171583.1
OG0001849	NP_001303451.1, NP_524581.1	XP_015173371.1, XP_015173373.1, XP_015173368.1, XP_015173370.1, XP_015173369.1, XP_015173374.1
OG0001850	NP_001097569.1	XP_015191839.1, XP_015191837.1
OG0001851	NP_524795.2	XP_015184861.1
OG0001852	NP_611258.2	XP_015177102.1
OG0001853	NP_001285407.1	XP_015179541.1
OG0001854	NP_610231.2, NP_525107.1, NP_536747.2	XP_015186318.1
OG0001855	NP_001097922.1	XP_015188895.1
OG0001856	NP_650446.2	XP_015172642.1
OG0001858	NP_651605.1	XP_015181165.1
OG0001859	NP_001261279.1, NP_608679.1	XP_015177708.1
OG0001860	NP_001286627.1	XP_015175115.1, XP_015175116.1, XP_015175118.1, XP_015175117.1
OG0001861	NP_524274.1	XP_015183897.1
OG0001862	NP_001096954.1	XP_015176316.1
OG0001863	NP_001303452.1	XP_015189022.1
OG0001864	NP_001259978.1	XP_015191388.1
OG0001865	NP_001036440.1	XP_015177898.1, XP_015177903.1
OG0001866	NP_610462.3	XP_015179699.1
OG0001867	NP_651658.1	XP_015173866.1
OG0001868	NP_732113.3	XP_015182245.1
OG0001869	NP_477402.1	XP_015184920.1
OG0001870	NP_001285457.1	XP_015188975.1
OG0001871	NP_572522.2	XP_015184971.1
OG0001872	NP_536773.1	XP_015185508.1
OG0001873	NP_730982.1	XP_015176909.1, XP_015176900.1, XP_015176926.1, XP_015176918.1
OG0001874	NP_477024.1	XP_015181225.1
OG0001875	NP_511130.2	XP_015180928.1
OG0001876	NP_001368952.1	XP_015185316.1
OG0001877	NP_001014498.1	XP_015179522.1, XP_015179520.1
OG0001878	NP_001259740.1, NP_001260348.1	XP_015171151.1
OG0001879	NP_652101.2	XP_015171396.1, XP_015171398.1, XP_015171397.1, XP_015171399.1
OG0001880	NP_001033948.1	XP_015172835.1
OG0001881	NP_722959.1	XP_015174193.1, XP_015174194.1, XP_015174192.1
OG0001882	NP_001188575.1	XP_015184076.1
OG0001883	NP_650805.1	XP_015184878.1
OG0001884	NP_001188772.1	XP_015176448.1
OG0001885	NP_001262303.1	XP_015173241.1
OG0001886	NP_001261166.1	XP_015179758.1, XP_015179757.1, XP_015179756.1
OG0001887	NP_723772.2	XP_015175304.1
OG0001888	NP_001286416.1	XP_015172515.1
OG0001889	NP_651593.1	XP_015183494.1
OG0001890	NP_609530.1	XP_015173409.1
OG0001891	NP_476733.1	XP_015178248.1
OG0001892	NP_001245925.1, NP_611294.1	XP_015176599.1
OG0001893	NP_477049.2	XP_015178509.1
OG0001894	NP_001137875.1	XP_015184100.1
OG0001895	NP_524651.2	XP_015172424.1, XP_015172410.1
OG0001896	NP_609570.1	XP_015188572.1
OG0001897	NP_611140.3	XP_015184071.1, XP_015184072.1
OG0001898	NP_001263035.1	XP_015190841.1
OG0001899	NP_724878.2	XP_015186838.1, XP_015186837.1, XP_015186839.1, XP_015186840.1
OG0001900	NP_001259735.1	XP_015172465.1
OG0001901	NP_651080.2	XP_015183753.1
OG0001902	NP_001286818.1	XP_015191182.1
OG0001903	NP_001285675.1	XP_015181389.1
OG0001905	NP_001287263.1	XP_015185923.1
OG0001906	NP_001245625.1	XP_015176835.1
OG0001908	NP_650314.1	XP_015186132.1, XP_015186130.1, XP_015186129.1
OG0001909	NP_001033913.1	XP_015177471.1
OG0001910	NP_648745.1	XP_015171741.1
OG0001912	NP_001286124.1	XP_015175178.1
OG0001913	NP_524909.1	XP_015175176.1, XP_015175174.1
OG0001914	NP_608998.2, NP_001188704.1	XP_015187657.1, XP_015187658.1, XP_015187649.1
OG0001915	NP_001014612.1	XP_015191657.1, XP_015191659.1
OG0001916	NP_648272.1	XP_015173586.1
OG0001917	NP_611237.2	XP_015186077.1, XP_015186078.1, XP_015186080.1
OG0001919	NP_610950.2	XP_015181481.1
OG0001920	NP_608361.3	XP_015186981.1
OG0001921	NP_001036438.1	XP_015184705.1
OG0001922	NP_001246140.1	XP_015181655.1
OG0001923	NP_726381.1	XP_015173943.1
OG0001924	NP_609384.1	XP_015182396.1, XP_015182393.1
OG0001925	NP_476618.1	XP_015188258.1
OG0001926	NP_609736.1	XP_015177247.1, XP_015177246.1
OG0001927	NP_524688.1	XP_015173319.1
OG0001928	NP_001261246.1	XP_015174352.1
OG0001929	NP_001260566.1, NP_001260567.1	XP_015188549.1
OG0001930	NP_650547.1	XP_015186481.1
OG0001931	NP_001097135.1	XP_015188196.1
OG0001933	NP_524431.2	XP_015187502.1
OG0001935	NP_001015254.1	XP_015176604.1
OG0001936	NP_001286158.1	XP_015177238.1
OG0001937	NP_001259619.1	XP_015185094.1
OG0001938	NP_001286427.1	XP_015179969.1
OG0001939	NP_649157.1	XP_015175414.1
OG0001941	NP_001368962.1	XP_015175093.1, XP_015175086.1
OG0001942	NP_001260565.1, NP_476804.1	XP_015173382.1
OG0001943	NP_001188918.1, NP_651214.2	XP_015184456.1, XP_015184455.1
OG0001944	NP_001163494.1	XP_015184304.1
OG0001945	NP_572873.2	XP_015173926.1, XP_015173928.1
OG0001946	NP_001303420.1	XP_015178438.1
OG0001947	NP_649796.1	XP_015185978.1
OG0001950	NP_001261595.1	XP_015189119.1, XP_015189118.1
OG0001951	NP_726846.1	XP_015171087.1
OG0001952	NP_001245466.1	XP_015187849.1
OG0001953	NP_524790.1, NP_001261255.1, NP_788450.1	XP_015189355.1
OG0001954	NP_001263037.1	XP_015178926.1
OG0001956	NP_610804.1	XP_015177852.1
OG0001957	NP_001284857.1, NP_647754.1, NP_570058.1, NP_569912.2, NP_724707.1, NP_610987.1, NP_648614.1, NP_573069.1	XP_015176367.1
OG0001959	NP_649972.1	XP_015183053.1, XP_015183227.1
OG0001960	NP_001261726.1, NP_524993.3, NP_001027247.1	XP_015191311.1
OG0001961	NP_001286875.1	XP_015176951.1
OG0001963	NP_648053.1	XP_015178671.1
OG0001964	NP_001287227.1	XP_015185506.1
OG0001965	NP_001285968.1, NP_723939.1, NP_728540.1, NP_612051.1	XP_015188667.1, XP_015188707.1
