Orthogroup	Drosophila_melanogaster	Solenopsis_invicta
OG0001318	NP_001188775.1	XP_039306228.1, XP_011159820.1
OG0001320	NP_651060.1	XP_011175003.1
OG0001322	NP_651570.1	XP_025995334.2, XP_025995333.2
OG0001328	NP_001097695.1	XP_011171298.1, XP_011171300.1, XP_039307149.1
OG0001329	NP_647948.1	XP_025994744.1
OG0001330	NP_001246537.1	XP_011173423.1
OG0001331	NP_001260303.1	XP_011159081.1, XP_011155677.1
OG0001332	NP_650887.1, NP_570011.1	XP_011161127.1
OG0001333	NP_649539.1	XP_011161667.1
OG0001334	NP_001287343.1	XP_039314193.1
OG0001335	NP_609362.1	XP_011176244.1, XP_025994143.1
OG0001336	NP_001162901.1	XP_039313962.1, XP_039313963.1, XP_039313961.1
OG0001337	NP_612097.1	XP_011172356.1
OG0001338	NP_572855.1	XP_011156305.1
OG0001339	NP_001260727.1	XP_011170919.1
OG0001340	NP_001284961.1	XP_011157400.1, XP_039302773.1
OG0001341	NP_001259867.1	XP_011160584.3
OG0001342	NP_001138093.1	NP_001291521.1, XP_011158641.1
OG0001343	NP_477025.1	XP_039315305.1, XP_039305231.1
OG0001344	NP_652315.2	XP_025988540.1
OG0001345	NP_648955.1	XP_011159425.1
OG0001346	NP_001097946.1	XP_025986739.2
OG0001347	NP_001285278.1, NP_001261988.1, NP_727866.2, NP_727865.2	XP_011162367.1
OG0001348	NP_608350.2	XP_025994333.2
OG0001349	NP_477480.1	XP_011156749.1, XP_011156750.1
OG0001350	NP_788708.2	XP_011167785.1, XP_039304006.1, XP_025991063.1
OG0001351	NP_001246931.1	XP_011166906.1
OG0001352	NP_731459.2	XP_039302099.1, XP_039302098.1, XP_011156572.1, XP_025991200.1
OG0001353	NP_001261357.1	XP_011166239.1, XP_025988594.1
OG0001354	NP_611792.1	XP_039314179.1, XP_039314178.1, XP_011160080.1, XP_025987762.1, XP_025987763.1
OG0001355	NP_572529.2	XP_011168669.1, XP_039306977.1
OG0001356	NP_001014559.1	XP_025993681.1
OG0001358	NP_001014703.1	XP_011164657.3
OG0001359	NP_001259064.1, NP_651392.2	XP_011155735.1
OG0001361	NP_650778.2	XP_039303850.1, XP_011159643.2, XP_039303852.1
OG0001362	NP_001287357.1	XP_011166065.1
OG0001363	NP_001286088.1, NP_001286786.1	XP_011164426.1
OG0001364	NP_001188754.1	XP_025992935.1
OG0001365	NP_001260427.1	XP_011156369.2
OG0001366	NP_648508.1	XP_011170837.1
OG0001368	NP_651733.1, NP_001287622.1, NP_651871.2	XP_039306221.1, XP_025986501.1
OG0001369	NP_001303363.1	XP_011160216.1, XP_039309889.1, XP_039309890.1, XP_011160219.1
OG0001370	NP_001162973.2	XP_025990425.1, XP_011162934.1, XP_025990426.1
OG0001371	NP_610796.1	XP_011175761.2
OG0001372	NP_610444.2	XP_011175926.1, XP_011157484.1
OG0001373	NP_731872.1	XP_011168414.1
OG0001374	NP_996037.2, NP_648359.1, NP_648361.1, NP_648360.2	XP_011166756.2
OG0001375	NP_001261379.1	XP_011167128.1, XP_011167127.1
OG0001376	NP_001162697.1	XP_039306070.1
OG0001377	NP_572840.1	XP_011176400.1, XP_011176401.1
OG0001378	NP_572402.1	XP_011164716.1
OG0001379	NP_723501.2	XP_011155491.1
OG0001380	NP_001036421.1	XP_025994567.1
OG0001382	NP_001260515.1, NP_001260514.1	XP_039313566.1, XP_039313567.1, XP_039313568.1
OG0001383	NP_001036470.1	XP_011160864.2, XP_011160863.2, XP_039306105.1, XP_039306104.1
OG0001384	NP_001285453.1	XP_011163732.1, XP_025990206.1
OG0001386	NP_001286474.1	XP_025989972.1
OG0001387	NP_609412.1	XP_011171595.1
OG0001388	NP_572320.2, NP_732840.1	XP_039309574.1
OG0001389	NP_788300.3	XP_039305597.1
OG0001390	NP_001286120.1	XP_039309353.1, XP_039309352.1, XP_011160277.2, XP_011160278.2
OG0001391	NP_001163354.1	XP_011161215.1, XP_039308652.1
OG0001392	NP_001246912.1	XP_025993442.2
OG0001393	NP_001285132.1, NP_001188593.1	XP_011157653.2
OG0001394	NP_573197.2	XP_039314983.1
OG0001394	NP_729025.1	XP_011176229.1
OG0001395	NP_001137624.1	XP_011164439.1, XP_025993826.1
OG0001396	NP_001245761.1, NP_523412.1	XP_025993663.2
OG0001397	NP_649764.1	XP_011172906.1
OG0001398	NP_001246972.1, NP_523949.2	XP_025990535.1
OG0001399	NP_569982.1	XP_025993541.2
OG0001400	NP_724042.1, NP_001188828.1, NP_788071.3	XP_025993885.1, XP_025993881.1
OG0001401	NP_524675.1	XP_011170086.1
OG0001402	NP_612065.1	XP_011163539.1
OG0001403	NP_001259193.1, NP_733426.1	XP_039310380.1
OG0001404	NP_609110.1	XP_011156235.1
OG0001405	NP_731223.1	XP_039304316.1
OG0001406	NP_001015132.1	XP_011159875.1, XP_011159874.1
OG0001407	NP_001262226.1	XP_025996674.2, XP_025996673.2, XP_039307890.1
OG0001408	NP_001163646.1	XP_011157143.1
OG0001409	NP_001162657.1	XP_025988890.2
OG0001410	NP_523844.2	XP_011164802.1
OG0001412	NP_001036250.1	XP_025988414.1
OG0001412	NP_651941.2	XP_039304946.1
OG0001413	NP_001303415.1	XP_011169177.2, XP_011169180.2
OG0001414	NP_608864.1	XP_011156102.1
OG0001415	NP_996016.2	XP_011168452.2
OG0001416	NP_723870.1	XP_011156599.2, XP_039307071.1
OG0001417	NP_611932.2	XP_011159626.1, XP_011159625.1, XP_039303854.1
OG0001418	NP_001162911.1	XP_025988310.1
OG0001419	NP_001036356.1, NP_001260403.1	XP_025990704.1, XP_025990698.1
OG0001420	NP_650569.1, NP_651139.1	XP_039305246.1, XP_039305245.1
OG0001421	NP_649899.1	XP_011157717.1
OG0001422	NP_001189074.1	XP_011168866.3
OG0001423	NP_729234.2	XP_039301682.1
OG0001424	NP_001262495.1	XP_025988061.1, XP_011175495.1
OG0001425	NP_788574.3	XP_011161576.1
OG0001426	NP_001163056.1	XP_039309524.1
OG0001427	NP_648499.1	XP_011175988.1
OG0001428	NP_608929.1	XP_011169585.1, XP_011169577.1
OG0001429	NP_609625.2, NP_001260439.1, NP_609627.1	XP_011161484.1, XP_039311060.1, XP_039311061.1, XP_011161485.1, XP_025986645.1, XP_011156902.1, XP_011156899.2, XP_025986354.2, XP_039306264.1, XP_011156898.1, XP_039306265.1, XP_011171049.1, XP_011171091.1
OG0001430	NP_001287466.1	XP_011164676.1, XP_039308732.1, XP_039302689.1, XP_039302690.1, XP_039302692.1, XP_039302691.1, XP_025991973.2, XP_039307943.1, XP_039307372.1, XP_039308068.1, XP_039307944.1, XP_011164674.1, XP_011164678.1, XP_011164680.2, XP_011164681.2
OG0001434	NP_788618.1, NP_649928.1	XP_011159065.1
OG0001436	NP_650868.1, NP_649289.2	XP_011175197.1
OG0001437	NP_001286742.1	XP_011172011.1
OG0001438	NP_727644.3	XP_025987016.1
OG0001440	NP_611647.1	XP_039301796.1
OG0001441	NP_001027574.2	XP_025995051.1, XP_011164726.1
OG0001442	NP_001287592.1	XP_039304061.1
OG0001443	NP_001096850.2	XP_039302720.1, XP_039302721.1
OG0001444	NP_001034052.2	XP_039303669.1
OG0001445	NP_788715.2, NP_788714.1, NP_651058.1	XP_011167441.1
OG0001446	NP_648358.2	XP_011169573.2
OG0001453	NP_001285826.1	XP_011166027.1, XP_039311081.1
OG0001455	NP_610092.2	XP_011158617.2, XP_025990485.1, XP_039309522.1, XP_039309203.1
OG0001456	NP_001286295.1	XP_039314390.1, XP_011160138.1
OG0001457	NP_001163688.1	XP_011156838.1
OG0001458	NP_476858.1	XP_039313170.1, XP_039313172.1, XP_039313171.1
OG0001459	NP_001263148.1	XP_039314602.1
OG0001460	NP_476848.1	XP_011168563.1
OG0001461	NP_001287491.1, NP_001036749.2, NP_001262890.1	XP_011166122.1
OG0001462	NP_001262421.1	XP_039313168.1
OG0001463	NP_649574.1	XP_039314506.1
OG0001464	NP_651592.2, NP_569871.2, NP_001246485.1	XP_011175504.1
OG0001465	NP_001189124.1	XP_039302626.1, XP_011172138.1, XP_011172139.1
OG0001466	NP_569951.1, NP_611911.1	XP_011164329.1, XP_025988877.1
OG0001467	NP_001260304.1, NP_001260305.1, NP_001260306.1	XP_011171584.1, XP_011171583.1
OG0001468	NP_001260652.1	XP_011168738.1
OG0001469	NP_523568.2	XP_025992793.1
OG0001470	NP_648768.1	XP_025996653.1
OG0001471	NP_648463.2, NP_001285545.1, NP_608514.1	XP_011168758.1
OG0001472	NP_725504.1, NP_001246828.1, NP_001286770.1	XP_011171029.1
OG0001473	NP_001287361.1	XP_025987889.2
OG0001474	NP_609560.2, NP_569850.1	XP_011163536.1
OG0001475	NP_001368987.1	XP_011165353.1
OG0001477	NP_001014453.1	XP_025990076.1
OG0001478	NP_001285042.1	XP_039303041.1, XP_039303040.1, XP_025996444.1, XP_025996445.1, XP_025993296.1
OG0001479	NP_001036624.1	XP_011171853.1
OG0001480	NP_524533.1	XP_025988609.1, XP_011167365.1
OG0001481	NP_001286181.1	XP_011163818.1
OG0001482	NP_651924.2	XP_025995318.2
OG0001483	NP_001262996.1	XP_011158227.2
OG0001484	NP_001188579.1	XP_039313164.1
OG0001485	NP_569913.1	XP_011158628.1
OG0001486	NP_476764.1	XP_025988210.1
OG0001487	NP_001188904.1	XP_011160910.1
OG0001488	NP_001189108.1	XP_011175651.1
OG0001489	NP_648555.1	XP_011159173.1
OG0001491	NP_609228.2	XP_011173446.1
OG0001492	NP_001263168.1	XP_011166609.1
OG0001493	NP_001262195.1	XP_011168223.2, XP_039311783.1, XP_011168226.2
OG0001494	NP_001287233.1, NP_731250.1, NP_001262370.1	XP_011159518.1, XP_039304095.1, XP_039304096.1, XP_039304094.1
OG0001495	NP_612063.2	XP_011168272.1
OG0001496	NP_609203.1	XP_011176077.2, XP_011176075.2, XP_011176076.2, XP_011174865.2
OG0001497	NP_001260853.1	XP_011165457.1, XP_011165458.1
OG0001498	NP_729823.2	XP_039305924.1
OG0001499	NP_572167.3	XP_039307688.1, XP_011158157.1, XP_011163631.1
OG0001500	NP_730859.1	XP_039312635.1, XP_039312637.1, XP_039312638.1, XP_039312634.1
OG0001501	NP_001303373.1	XP_025988324.1
OG0001502	NP_001261464.1	XP_011166475.1
OG0001503	NP_665880.2	XP_025996966.1, XP_025996963.2
OG0001504	NP_001261440.1	XP_011167263.2
OG0001505	NP_001097527.1	XP_011172206.2
OG0001507	NP_001287269.1	XP_039314299.1
OG0001508	NP_001138130.2	XP_039311816.1
OG0001509	NP_001261116.1	XP_039311684.1
OG0001510	NP_001284936.1	XP_025992335.2, XP_025986196.2
OG0001511	NP_649151.1	XP_025994312.2, XP_039315233.1, XP_039315195.1, XP_039310857.1
OG0001514	NP_001188550.1	XP_011176284.1, XP_011176285.1
OG0001515	NP_001259809.1	XP_025995098.1
OG0001516	NP_001163857.2, NP_001104417.3	XP_011166939.1, XP_039315567.1, XP_039315566.1
OG0001517	NP_731242.1	XP_025995929.1, XP_039311148.1, XP_025995926.1, XP_039311149.1, XP_025995927.1, XP_025995928.1, XP_025995924.1, XP_025995925.1, XP_025995930.1
OG0001518	NP_001036462.1	XP_011175547.2
OG0001519	NP_650997.1, NP_732891.1, NP_650998.1, NP_001286383.1	XP_025995933.2, XP_025995932.2
OG0001520	NP_001368953.1	XP_011172159.1
OG0001521	NP_523422.4	XP_039314177.1
OG0001522	NP_001096867.3	XP_025988170.1, XP_025988171.1, XP_039312191.1, XP_039312156.1, XP_039312155.1, XP_039312179.1, XP_039312144.1, XP_039312149.1, XP_011168770.1, XP_011168769.1, XP_039312184.1, XP_025988169.1
OG0001524	NP_001261067.1	XP_011168675.2
OG0001525	NP_477026.1	XP_011159211.1
OG0001527	NP_001259089.1	XP_039303803.1, XP_011158352.1
OG0001529	NP_001162930.1	XP_039311427.1
OG0001531	NP_651595.1	XP_025988753.1
OG0001532	NP_001162665.1	XP_011162596.1, XP_039310282.1
OG0001533	NP_728534.2	XP_025987694.2
OG0001534	NP_731923.2	XP_011156569.2, XP_039308558.1
OG0001535	NP_001261999.1	XP_011158713.1
OG0001536	NP_648357.1	XP_025994747.1, XP_025994749.1, XP_039314099.1
OG0001537	NP_001245892.1, NP_001260974.1	XP_011158583.1, XP_039307705.1
OG0001538	NP_995639.1	XP_025995016.1
OG0001539	NP_524017.1	XP_025989075.1
OG0001540	NP_610693.1, NP_610694.1	XP_011156938.1
OG0001541	NP_001261940.1	XP_039305648.1, XP_039305645.1
OG0001542	NP_609207.1	XP_011176315.1
OG0001543	NP_650901.2	XP_011160969.1
OG0001545	NP_523451.2	XP_011167357.1
OG0001546	NP_001247104.1	XP_011173304.1
OG0001548	NP_001285388.1	XP_039312926.1, XP_011167899.2
OG0001551	NP_001246815.1	XP_025991441.1
OG0001552	NP_477317.1	XP_039306173.1
OG0001553	NP_651623.1	XP_011171181.2
OG0001554	NP_001261344.1	XP_025993708.2, XP_011167298.3
OG0001555	NP_001246451.1	XP_039302216.1, XP_039302217.1, XP_039302218.1
OG0001556	NP_726771.1	XP_011160222.1, XP_011160221.1
OG0001557	NP_001260951.1	XP_025987489.1
OG0001558	NP_001245722.1	XP_011164872.1
OG0001559	NP_650472.2	XP_025995579.2
OG0001560	NP_001246228.1	XP_011171066.1, XP_011171068.2
OG0001561	NP_001260963.1	XP_011156748.1
OG0001562	NP_001137943.2	XP_011160241.1
OG0001563	NP_001246300.1	XP_011164698.1, XP_011164700.1
OG0001564	NP_650698.1	XP_025992928.1, XP_025990449.2, XP_011164166.3, XP_011165913.1
OG0001565	NP_001286976.1	XP_011159749.1
OG0001567	NP_001137746.1	XP_011164347.2
OG0001568	NP_001263152.1	XP_039315462.1, XP_011170161.1
OG0001569	NP_477320.1	XP_039307127.1, XP_011175182.1
OG0001570	NP_648176.1	XP_025996281.1
OG0001571	NP_610075.2	XP_011173525.1
OG0001575	NP_524337.1	XP_025989254.1
OG0001576	NP_001286660.1, NP_788526.1, NP_649081.1, NP_650171.2, NP_608804.1	XP_011162339.1, XP_011162338.1
OG0001577	NP_001285493.1	XP_039314987.1, XP_025990992.2, XP_011156779.2, XP_011156780.2
OG0001579	NP_001097592.1	XP_025990916.1, XP_011161055.1
OG0001580	NP_001285528.1	XP_025989737.2, XP_025989741.2
OG0001581	NP_608983.2	XP_039312559.1
OG0001582	NP_001287593.1	XP_025993005.2, XP_039302703.1, XP_011170369.2
OG0001583	NP_001189157.1	XP_011173101.1, XP_011173102.1
OG0001584	NP_648993.1	XP_011163216.1, XP_011163212.1
OG0001585	NP_001262143.1	XP_011175980.2
OG0001586	NP_647865.2	XP_011172109.1
OG0001587	NP_648090.1	XP_025992049.1
OG0001588	NP_001188558.1	XP_039302461.1, XP_025989691.2
OG0001589	NP_726318.1	XP_011172968.1
OG0001590	NP_572910.1, NP_001285210.1	XP_011157497.2
OG0001591	NP_001286018.1	XP_011168160.3
OG0001592	NP_647896.1	XP_011171154.1, XP_039310573.1, XP_039310572.1, XP_011171149.1, XP_011171150.1, XP_011171153.1, XP_011171152.1
OG0001593	NP_001287342.1	XP_025989465.2
OG0001594	NP_001259723.1	XP_039313370.1
OG0001595	NP_611252.1	XP_011155321.1, XP_011155323.1
OG0001596	NP_730651.1	XP_011160525.1, XP_039308865.1
OG0001597	NP_572854.1	XP_011161753.1
OG0001600	NP_001286151.1	XP_011165848.2
OG0001601	NP_001097706.1	XP_039303295.1
OG0001602	NP_001033958.1	XP_025988800.1, XP_025988804.2
OG0001603	NP_001027070.1	XP_039314417.1, XP_039314415.1, XP_011160104.1, XP_025987808.1, XP_025987807.1, XP_025987806.1, XP_025987809.1
OG0001604	NP_001163129.1	XP_039306393.1, XP_039306391.1
OG0001606	NP_523902.2	XP_039303892.1
OG0001607	NP_001285753.1	XP_025988460.1, XP_039305259.1
OG0001608	NP_001260655.1	XP_039312323.1
OG0001614	NP_001259303.1, NP_569908.1	XP_039302685.1
OG0001615	NP_523764.1	XP_011159603.1
OG0001616	NP_001259833.1	XP_011165539.1
OG0001617	NP_524011.1	XP_025996452.1
OG0001619	NP_652526.1	XP_039310054.1, XP_039310053.1, XP_025992244.2, XP_011169725.1
OG0001620	NP_609496.1	XP_011172508.2
OG0001621	NP_573362.1, NP_729837.1	XP_011163719.2
OG0001622	NP_572536.1	XP_011163366.1
OG0001623	NP_524400.2	XP_011173601.1
OG0001624	NP_788056.1	XP_025988947.1
OG0001625	NP_001262669.1	XP_011158987.1
OG0001626	NP_001259186.1	XP_011166369.1
OG0001627	NP_001303417.1	XP_025992429.1
OG0001628	NP_651052.1	XP_039313243.1, XP_011165694.2
OG0001629	NP_651782.1	XP_011164801.1, NP_001291532.1
OG0001630	NP_729395.2	XP_011169550.2, XP_011169546.2
OG0001631	NP_001261267.1	XP_025994075.2
OG0001632	NP_001245408.1	XP_025996098.1, XP_039312892.1, XP_039312891.1
OG0001633	NP_001246351.1	XP_025990458.1
OG0001634	NP_651054.1	XP_011163706.1
OG0001635	NP_001303479.1	XP_025990186.1
OG0001636	NP_728142.1	XP_011161744.1
OG0001637	NP_612046.1	XP_011160567.1, XP_039303715.1
OG0001638	NP_648826.2	XP_011173071.2
OG0001639	NP_572360.1	XP_011162004.1, XP_039302197.1
OG0001640	NP_477027.1	XP_011162453.1
OG0001641	NP_722909.2, NP_996098.1, NP_648799.1, NP_648800.1, NP_001137779.1, NP_001261342.1	XP_011167461.1
OG0001642	NP_725207.1	XP_011161737.1
OG0001644	NP_001262395.1	XP_039302614.1, XP_011175857.1, XP_011175856.1
OG0001645	NP_733058.1	XP_011162052.1, XP_011162053.1
OG0001646	NP_001285211.1	XP_025991119.1
OG0001647	NP_570025.1	XP_011167238.1
OG0001648	NP_001287187.1	XP_011161583.1, XP_039310226.1
OG0001649	NP_609720.1, NP_524152.2	XP_011160573.1
OG0001650	NP_648222.3	XP_039306040.1, XP_039306042.1, XP_039306041.1, XP_039306043.1
OG0001651	NP_001259585.1	XP_039307391.1, XP_039307390.1
OG0001652	NP_788858.1	XP_025989514.1, XP_011170123.1
OG0001653	NP_995788.1	XP_011164509.2
OG0001654	NP_001246814.1	XP_025990587.2, XP_011171393.2, XP_025990588.2
OG0001655	NP_001245567.1	XP_011172420.1, XP_011172419.1
OG0001656	NP_569872.1	XP_025989933.1, XP_011176122.1
OG0001657	NP_001286489.1	XP_011156207.1
OG0001658	NP_001259992.1	XP_025987786.1, XP_011169230.1
OG0001659	NP_730944.2	XP_011156724.2, XP_011156725.1
OG0001660	NP_648750.1	XP_011175649.1
OG0001662	NP_001097377.2	XP_011166179.1, XP_011166174.1
OG0001663	NP_649918.1	XP_011160600.1
OG0001664	NP_648183.3	XP_039315097.1, XP_039315095.1
OG0001665	NP_001014619.2	XP_011162304.1
OG0001666	NP_001163472.1, NP_649145.1	XP_011157454.1
OG0001667	NP_001261574.1	XP_039314599.1
OG0001669	NP_001287417.1	XP_011157251.2
OG0001670	NP_001138149.1	XP_039313082.1, XP_025995976.1
OG0001671	NP_732316.2	XP_039308958.1
OG0001672	NP_001246400.1	XP_039303278.1
OG0001673	NP_649883.1	XP_011156255.2
OG0001674	NP_001260539.1	XP_025992958.2, XP_039307971.1, XP_025992957.2, XP_011163203.2
OG0001675	NP_001261382.1	XP_011161210.1, XP_011161211.1
OG0001676	NP_001163073.2	XP_011173208.2
OG0001677	NP_001260561.1	XP_011166896.1
OG0001679	NP_611460.1	XP_011158431.1
OG0001680	NP_001260364.1, NP_001033899.1	XP_011162712.1, XP_039310111.1
OG0001681	NP_001163282.1	XP_039309619.1
OG0001682	NP_001285158.1	XP_011171824.1
OG0001684	NP_001368993.1	XP_011163930.3, XP_039310942.1
OG0001685	NP_001097520.2	XP_039303275.1
OG0001686	NP_731649.2	XP_011162209.1, XP_039301716.1, XP_039301714.1, XP_039301715.1
OG0001687	NP_609069.1	XP_039309671.1, XP_025992568.1
OG0001690	NP_652015.1	XP_039306829.1, XP_011157264.1
OG0001693	NP_001245400.1	XP_025987446.1, XP_039310517.1
OG0001694	NP_610256.1	XP_011168616.2
OG0001695	NP_001262760.1	XP_011156723.1
OG0001696	NP_001247156.1	XP_039310023.1, XP_039310017.1
OG0001697	NP_001245797.1	XP_039304291.1, XP_039304292.1, XP_025993247.1, XP_025993246.1, XP_025993245.1
OG0001698	NP_611941.1	XP_025995559.2, XP_039312007.1, XP_039308538.1, XP_039308540.1, XP_039308539.1, XP_039303306.1, XP_039307233.1, XP_039310133.1, XP_039305301.1
OG0001699	NP_733303.2	XP_025986701.1, XP_011158791.1, XP_011158789.1, XP_011158790.1
OG0001700	NP_001189311.1	XP_011167786.2
OG0001701	NP_995862.1	XP_025988830.1, XP_011164170.2, XP_039302064.1
OG0001702	NP_651170.1	XP_011162940.1
OG0001703	NP_001262871.1, NP_651242.1	XP_011164234.2, XP_025988895.2, XP_025988894.1
OG0001704	NP_001356971.1	XP_011167326.1
OG0001706	NP_001247116.1	XP_011158625.1
OG0001707	NP_001262589.2	XP_011155612.1
OG0001708	NP_001287390.1	XP_011164603.1, XP_025991942.1
OG0001709	NP_001303494.1	XP_025990188.1, XP_025990194.1
OG0001710	NP_573217.1, NP_730784.1	XP_039305265.1
OG0001711	NP_608741.1	XP_011165612.1
OG0001712	NP_001188885.2	XP_011166117.1, XP_011166096.1
OG0001713	NP_001033943.2	XP_011166931.1
OG0001714	NP_649156.1	XP_011158003.1, XP_025987284.1
OG0001715	NP_001285698.1	XP_011159122.2
OG0001716	NP_001163671.1	XP_025989710.2
OG0001717	NP_611675.2	XP_011155359.1, XP_039311597.1, XP_025991129.1, XP_011155367.1
OG0001718	NP_001287021.1, NP_001261456.1, NP_001261457.1	XP_011168466.1
OG0001719	NP_001245568.1	XP_011169234.1
OG0001720	NP_610938.1	XP_025989851.1, XP_011175636.1, XP_025989850.1
OG0001722	NP_723401.1	XP_011169266.2
OG0001723	NP_001188979.1, NP_524242.2, NP_001287190.1	XP_011173007.1
OG0001724	NP_001261391.1	XP_039304618.1, XP_025992218.1
OG0001725	NP_524401.2	XP_011174902.2
OG0001726	NP_477075.2, NP_001303577.1, NP_001303576.1, NP_001285482.2, NP_001285481.1, NP_524670.2, NP_001303578.1, NP_001368966.1	XP_025989444.1
OG0001727	NP_001036351.2	XP_011161620.1
OG0001728	NP_001286002.1	XP_039313676.1, XP_039313680.1
OG0001729	NP_001286919.1	XP_039308930.1, XP_039308926.1
OG0001730	NP_001247378.2, NP_001245717.1, NP_001245715.1	XP_025987718.2, XP_025987717.2
OG0001731	NP_572995.1, NP_001163445.1	XP_011175411.2
OG0001732	NP_651725.1	XP_039304441.1, XP_011159479.1
OG0001734	NP_608563.1	XP_039314386.1
OG0001735	NP_609387.1	XP_011170355.1, XP_039305740.1
OG0001737	NP_001259675.1, NP_001033853.1	XP_039315088.1, XP_011160101.1
OG0001738	NP_001014543.1	XP_039310354.1
OG0001739	NP_001246653.1	XP_011170792.1
OG0001740	NP_001036555.1	XP_011166965.1, XP_025985931.1
OG0001742	NP_733224.2	XP_039303639.1, XP_025991103.2
OG0001743	NP_001285126.1	XP_011161430.1, XP_011161433.1
OG0001744	NP_651315.2	XP_039314453.1, XP_039314456.1
OG0001745	NP_650743.1	XP_011162193.2
OG0001746	NP_524852.2	XP_011164075.1
OG0001747	NP_001261633.1	XP_039309971.1
OG0001748	NP_001189227.1	XP_039302590.1, XP_039302582.1
OG0001749	NP_001036722.1	XP_039307685.1, XP_039307681.1
OG0001750	NP_001261148.1	XP_011155871.1
OG0001751	NP_001286159.1	XP_011155816.1, XP_011155818.1
OG0001752	NP_651792.1, NP_651791.2	XP_039305802.1
OG0001753	NP_523391.3	XP_011165025.1, XP_039312598.1, XP_039312597.1, XP_039312596.1
OG0001754	NP_651671.1	XP_039305540.1, XP_039305545.1, XP_011167859.1
OG0001755	NP_573318.1, NP_609759.1	XP_011158260.1
OG0001756	NP_649646.3	XP_039313053.1, XP_039313054.1
OG0001757	NP_733185.2, NP_648528.1, NP_001261732.1, NP_001287549.1	XP_039308870.1
OG0001758	NP_001163069.1	XP_039303751.1, XP_025990540.1
OG0001759	NP_001287202.1	XP_011170736.1
OG0001760	NP_732069.3	XP_039311097.1
OG0001761	NP_001188832.1	XP_039304606.1
OG0001762	NP_001261764.1	XP_011161105.1, XP_011161112.1
OG0001763	NP_650223.1	XP_011156236.1
OG0001764	NP_001287421.2, NP_650876.1	XP_025996897.1, XP_039312890.1
OG0001765	NP_731461.1	XP_011156559.1
OG0001766	NP_001261659.1	XP_011162202.2, XP_025986966.2
OG0001767	NP_723294.1	XP_011160151.1
OG0001768	NP_572805.1	XP_011165067.2
OG0001771	NP_727732.1, NP_001097831.1	XP_039302499.1, XP_011173087.2
OG0001774	NP_476778.1	XP_025990865.1
OG0001775	NP_523735.2	XP_025993879.1, XP_011176339.1, XP_011176338.1
OG0001776	NP_620470.1	XP_011166850.1
