Orthogroup	Drosophila_melanogaster	Anopheles_gambiae
OG0001745	NP_650743.1	XP_312589.3
OG0001746	NP_524852.2	XP_320924.5
OG0001747	NP_001261633.1	XP_551639.3
OG0001748	NP_001189227.1	XP_310266.7
OG0001749	NP_001036722.1	XP_319450.4
OG0001750	NP_001261148.1	XP_312178.3
OG0001751	NP_001286159.1	XP_554779.3
OG0001752	NP_651792.1, NP_651791.2	XP_309607.4, XP_316957.4, XP_317360.4
OG0001753	NP_523391.3	XP_312783.5
OG0001754	NP_651671.1	XP_001688280.2
OG0001755	NP_573318.1, NP_609759.1	XP_318553.4, XP_318543.4
OG0001756	NP_649646.3	XP_311210.4
OG0001757	NP_733185.2, NP_648528.1, NP_001261732.1	XP_320893.4
OG0001757	NP_001287549.1	XP_001237083.2
OG0001758	NP_001163069.1	XP_313840.4
OG0001759	NP_001287202.1	XP_308109.5
OG0001760	NP_732069.3	XP_310291.7
OG0001761	NP_001188832.1	XP_314747.4
OG0001762	NP_001261764.1	XP_556818.3
OG0001763	NP_650223.1	XP_565619.1
OG0001764	NP_001287421.2, NP_650876.1	XP_321236.5
OG0001765	NP_731461.1	XP_001231186.2
OG0001766	NP_001261659.1	XP_315826.4, XP_001688731.1, XP_001688732.1, XP_001688733.2
OG0001768	NP_572805.1	XP_001230640.2
OG0001775	NP_523735.2	XP_001689282.1
OG0001776	NP_620470.1	XP_560736.1, XP_311363.2, XP_307325.4
OG0001777	NP_001245758.1	XP_311275.2
OG0001778	NP_001262233.1	XP_003437154.1, XP_560169.2, XP_312560.3
OG0001779	NP_648194.1, NP_726718.1, NP_001261626.1, NP_648160.2, NP_648052.1	XP_308598.4, XP_001688027.1
OG0001780	NP_610617.1	XP_314488.4
OG0001781	NP_650423.1	XP_313044.3, XP_309217.4, XP_003437171.1, XP_003437172.1, XP_003437173.1, XP_003437174.1, XP_003437175.1
OG0001782	NP_649000.1	XP_315090.2
OG0001783	NP_647892.1	XP_308171.3
OG0001784	NP_001163585.1	XP_309682.2
OG0001785	NP_524416.1	XP_312844.5, XP_003436412.1
OG0001786	NP_001260689.1	XP_320389.2
OG0001787	NP_648786.1	XP_313766.4
OG0001788	NP_001036396.2	XP_320052.4
OG0001789	NP_651728.1	XP_316740.1
OG0001790	NP_649460.3	XP_003436834.1, XP_313819.4
OG0001791	NP_572504.1	XP_313615.4
OG0001792	NP_611734.1	XP_317364.3
OG0001793	NP_608828.2	XP_317244.3
OG0001794	NP_001259442.1	XP_317897.4
OG0001795	NP_730901.1	XP_003436276.1, XP_312034.5, XP_003436277.1
OG0001796	NP_477212.1	XP_320948.2
OG0001797	NP_001286694.1, NP_001163244.1	XP_001238271.1
OG0001797	NP_523830.2	XP_320213.4
OG0001799	NP_001260496.1	XP_317542.4
OG0001800	NP_001262652.1, NP_001262651.1	XP_322025.4
OG0001801	NP_572456.1, NP_001259211.1, NP_651547.1, NP_001262253.1	XP_003437184.1, XP_309240.5
OG0001802	NP_001162765.1	XP_311303.4
OG0001803	NP_001015387.1	XP_319394.3
OG0001804	NP_728575.2, NP_612081.1	XP_309016.3
OG0001805	NP_649038.1, NP_730334.2	XP_001230802.2, XP_311500.4
OG0001806	NP_610087.2	XP_001237938.1
OG0001807	NP_001286460.1	XP_001688881.1
OG0001808	NP_650163.2, NP_650840.1	XP_321112.5
OG0001809	NP_609837.1	XP_310183.4
OG0001810	NP_001246271.1	XP_311361.4
OG0001811	NP_001262677.1	XP_320972.5
OG0001812	NP_001259970.1	XP_307843.4
OG0001813	NP_611350.1	XP_318213.4
OG0001814	NP_524758.1	XP_316569.3
OG0001815	NP_476667.1, NP_001246493.1	XP_309558.3
OG0001816	NP_648106.1	XP_320770.4
OG0001818	NP_001285489.1	XP_310323.5
OG0001820	NP_649757.1	XP_307539.4, XP_311694.5
OG0001821	NP_001287100.1	XP_321552.2
OG0001822	NP_995873.2	XP_318935.4
OG0001823	NP_609767.2	XP_319031.4
OG0001824	NP_001356918.1	XP_313195.5, XP_003436768.1, XP_003436767.1, XP_003436769.1
OG0001825	NP_001285277.1	XP_309761.4
OG0001826	NP_610191.2	XP_316335.3
OG0001827	NP_001261341.1	XP_312964.5
OG0001828	NP_477184.1	XP_319800.4
OG0001829	NP_511153.1	XP_320391.3
OG0001830	NP_001189170.1	XP_321851.5
OG0001831	NP_648895.1	XP_311880.3
OG0001832	NP_611293.3	XP_312521.5
OG0001833	NP_001262071.1	XP_315521.4
OG0001834	NP_001285657.1	XP_319184.4
OG0001835	NP_648567.2	XP_314022.4
OG0001835	NP_729801.1	XP_558527.3
OG0001836	NP_001097041.2	XP_003437135.1, XP_560130.4
OG0001838	NP_649809.1	XP_321088.3
OG0001839	NP_001287516.1	XP_003436136.1, XP_312480.4
OG0001840	NP_001287291.1	XP_318482.1
OG0001841	NP_649554.1	XP_001688202.2, XP_311414.4
OG0001843	NP_001163392.1	XP_307776.4
OG0001844	NP_733332.1	XP_312568.5
OG0001845	NP_649732.1	XP_319417.2
OG0001846	NP_788721.1	XP_001688620.2
OG0001847	NP_001163705.1	XP_310788.4
OG0001848	NP_610735.1	XP_308873.2
OG0001850	NP_001097569.1	XP_319034.3
OG0001851	NP_524795.2	XP_317298.4
OG0001852	NP_611258.2	XP_310775.5
OG0001853	NP_001285407.1	XP_319487.4
OG0001854	NP_610231.2, NP_525107.1, NP_536747.2	XP_309469.4
OG0001855	NP_001097922.1	XP_307994.5, XP_003436054.1
OG0001856	NP_650446.2	XP_313353.5
OG0001859	NP_001261279.1, NP_608679.1	XP_001238249.2
OG0001860	NP_001286627.1	XP_320308.4
OG0001861	NP_524274.1	XP_321709.4
OG0001862	NP_001096954.1	XP_003435833.1, XP_003435834.1, XP_321690.5
OG0001863	NP_001303452.1	XP_309095.4
OG0001864	NP_001259978.1	XP_317269.4
OG0001865	NP_001036440.1	XP_319334.2
OG0001866	NP_610462.3	XP_315330.3
OG0001867	NP_651658.1	XP_312464.4
OG0001868	NP_732113.3	XP_003436044.1, XP_308030.5
OG0001869	NP_477402.1	XP_318045.3
OG0001870	NP_001285457.1	XP_313568.2
OG0001871	NP_572522.2	XP_312619.4
OG0001872	NP_536773.1	XP_312232.5, XP_003436213.1
OG0001873	NP_730982.1	XP_321783.5
OG0001875	NP_511130.2	XP_311329.5
OG0001876	NP_001368952.1	XP_321464.5
OG0001877	NP_001014498.1	XP_319571.4
OG0001878	NP_001259740.1	XP_311975.4
OG0001878	NP_001260348.1	XP_320738.4
OG0001879	NP_652101.2	XP_317011.3
OG0001880	NP_001033948.1	XP_003436040.1, XP_308045.4
OG0001882	NP_001188575.1	XP_311133.5
OG0001883	NP_650805.1	XP_313579.3, XP_003436781.1, XP_307412.4, XP_560083.3
OG0001884	NP_001188772.1	XP_001689191.1
OG0001885	NP_001262303.1	XP_313002.4
OG0001886	NP_001261166.1	XP_309838.4
OG0001887	NP_723772.2	XP_317002.4, XP_553715.3
OG0001888	NP_001286416.1	XP_317311.2
OG0001889	NP_651593.1	XP_307262.4
OG0001890	NP_609530.1	XP_316301.2
OG0001891	NP_476733.1	XP_320814.4
OG0001892	NP_001245925.1, NP_611294.1	XP_309357.2
OG0001893	NP_477049.2	XP_001688942.1, XP_001688941.1, XP_001688940.1, XP_001688939.1
OG0001894	NP_001137875.1	XP_001688928.1, XP_316628.4
OG0001895	NP_524651.2	XP_308248.4
OG0001896	NP_609570.1	XP_307242.4, XP_319188.4
OG0001897	NP_611140.3	XP_313366.5
OG0001898	NP_001263035.1	XP_321435.4
OG0001899	NP_724878.2	XP_308974.4
OG0001900	NP_001259735.1	XP_316978.4
OG0001901	NP_651080.2	XP_306805.2, XP_309655.5
OG0001902	NP_001286818.1	XP_003436023.1, XP_550721.4
OG0001903	NP_001285675.1	XP_001687821.1
OG0001905	NP_001287263.1	XP_562663.4
OG0001908	NP_650314.1	XP_001237469.3
OG0001909	NP_001033913.1	XP_316909.4
OG0001910	NP_648745.1	XP_001688999.1
OG0001912	NP_001286124.1	XP_318591.3
OG0001913	NP_524909.1	XP_312163.5
OG0001914	NP_608998.2	XP_556085.3
OG0001915	NP_001014612.1	XP_003436857.1, XP_003436858.1, XP_315238.3, XP_321510.1
OG0001916	NP_648272.1	XP_308004.3
OG0001917	NP_611237.2	XP_564245.2
OG0001919	NP_610950.2	XP_317505.2, XP_001237937.1
OG0001921	NP_001036438.1	XP_320502.4
OG0001922	NP_001246140.1	XP_319376.3
OG0001923	NP_726381.1	XP_001688815.1, XP_316251.4, XP_001688818.1, XP_001688817.1, XP_001688816.1
OG0001924	NP_609384.1	XP_314937.4
OG0001925	NP_476618.1	XP_321757.5
OG0001926	NP_609736.1	XP_318244.2
OG0001927	NP_524688.1	XP_317044.4
OG0001928	NP_001261246.1	XP_315547.4
OG0001929	NP_001260566.1, NP_001260567.1	XP_317454.4
OG0001930	NP_650547.1	XP_321897.3
OG0001931	NP_001097135.1	XP_311435.4
OG0001933	NP_524431.2	XP_307887.5
OG0001936	NP_001286158.1	XP_318100.4
OG0001937	NP_001259619.1	XP_001689103.1, XP_554647.3, XP_318122.4
OG0001938	NP_001286427.1	XP_558769.4
OG0001939	NP_649157.1	XP_552338.3
OG0001941	NP_001368962.1	XP_319987.4
OG0001942	NP_001260565.1, NP_476804.1	XP_317665.3
OG0001943	NP_001188918.1	XP_003436473.1
OG0001943	NP_651214.2	XP_557438.4, XP_003436880.1
OG0001944	NP_001163494.1	XP_312420.3
OG0001945	NP_572873.2	XP_003436058.1, XP_003436059.1, XP_565625.4
OG0001946	NP_001303420.1	XP_317472.4
OG0001947	NP_649796.1	XP_001688716.1, XP_315727.4
OG0001949	NP_001285813.1	XP_317607.1
OG0001950	NP_001261595.1	XP_315751.4
OG0001951	NP_726846.1	XP_566154.4, XP_003436945.1, XP_003436946.1
OG0001952	NP_001245466.1	XP_001688471.1, XP_313906.4
OG0001953	NP_788450.1	XP_313932.4
OG0001954	NP_001263037.1	XP_321431.4
OG0001956	NP_610804.1	XP_311418.4
OG0001957	NP_001284857.1, NP_647754.1, NP_570058.1, NP_569912.2, NP_724707.1, NP_610987.1, NP_648614.1, NP_573069.1	XP_001238250.1
OG0001959	NP_649972.1	XP_321366.4, XP_321367.3
OG0001960	NP_001261726.1	XP_311552.4
OG0001960	NP_524993.3, NP_001027247.1	XP_557151.3
OG0001961	NP_001286875.1	XP_320824.4
OG0001962	NP_609989.1, NP_609990.1, NP_001188850.1	XP_001238089.2, XP_307544.3, XP_552919.3
OG0001963	NP_648053.1	XP_001689287.1
OG0001964	NP_001287227.1	XP_312847.5
OG0001965	NP_001285968.1, NP_723939.1, NP_728540.1, NP_612051.1	XP_317861.4
OG0001966	NP_001286827.1	XP_001688506.1
OG0001967	NP_001262353.1	XP_560052.3, XP_003436697.1, XP_003436698.1, XP_309601.4, XP_001688199.2
OG0001968	NP_001097756.1	XP_562672.3
OG0001969	NP_001259204.1	XP_311170.4
OG0001971	NP_723787.1	XP_001237912.2
OG0001973	NP_726095.2	XP_311464.4
OG0001974	NP_648645.1	XP_311480.4
OG0001975	NP_001260979.1	XP_320440.4
OG0001976	NP_001138150.1	XP_311164.5
OG0001977	NP_611067.2	XP_313368.5
OG0001987	NP_001356937.1	XP_311198.2, XP_003437054.1
OG0001988	NP_524001.2	XP_320295.4
OG0001989	NP_001260098.1	XP_318823.2, XP_312874.2
OG0001990	NP_788760.1	XP_313570.3
OG0001991	NP_001262998.1	XP_001237311.3
OG0001992	NP_001245552.1	XP_320931.5
OG0001993	NP_611538.1	XP_308577.2
OG0001994	NP_651072.1	XP_312541.3
OG0001996	NP_524991.1, NP_649393.1, NP_724787.1	XP_313220.4
OG0001997	NP_996267.1	XP_312608.5, XP_003436094.1, XP_313590.2
OG0001998	NP_651780.1	XP_311821.3, XP_003436372.1
OG0001999	NP_523428.1	XP_313593.3, XP_003436785.1
OG0002000	NP_726490.3	XP_001237600.2
OG0002001	NP_001285572.1	XP_315690.3
OG0002002	NP_001260458.1	XP_314684.3
OG0002003	NP_001259998.1	XP_319151.4
OG0002004	NP_650776.1	XP_312664.3
OG0002005	NP_647640.1	XP_308337.2
OG0002006	NP_001247376.1, NP_001247375.1	XP_320203.4
OG0002007	NP_001261689.1	XP_315539.4
OG0002009	NP_001027401.1	XP_309809.3
OG0002010	NP_651600.1	XP_001237747.2
OG0002011	NP_001286589.1	XP_316229.4
OG0002012	NP_001014582.1, NP_524041.2	XP_317892.4
OG0002013	NP_001245550.1	XP_308133.5
OG0002014	NP_476562.1	XP_317430.4
OG0002015	NP_609782.2	XP_317330.3
OG0002016	NP_788448.1	XP_321554.1
OG0002018	NP_648586.2	XP_313721.3
OG0002019	NP_001137910.2	XP_316694.4, XP_001688949.1, XP_001688948.1
OG0002020	NP_732549.2	XP_313841.5, XP_003436836.1
OG0002021	NP_649827.2	XP_319465.4
OG0002022	NP_726406.1	XP_565083.3
OG0002023	NP_001245577.1	XP_310822.5
OG0002024	NP_610095.1	XP_001237567.2
OG0002025	NP_649877.1	XP_310557.3
OG0002026	NP_001259298.1	XP_309803.3
OG0002028	NP_001263045.1	XP_317970.5
OG0002029	NP_610059.1	XP_003437055.1, XP_003437056.1, XP_311201.5
OG0002032	NP_001286795.1	XP_317803.3
OG0002033	NP_001285275.1	XP_309550.3
OG0002034	NP_001189073.1	XP_003436757.1
OG0002035	NP_611093.2	XP_320862.4
OG0002036	NP_001286548.1	XP_308782.4
OG0002037	NP_524660.1	XP_307993.5
OG0002038	NP_608372.1	XP_311849.4
OG0002039	NP_001286974.1	XP_001237805.2, XP_001688860.1
OG0002041	NP_647887.1	XP_315504.4
OG0002042	NP_001137671.1, NP_610099.1	XP_554712.3
OG0002043	NP_001034012.2	XP_321950.5
OG0002044	NP_001263139.1	XP_321470.3
OG0002045	NP_477311.1	XP_317480.2
OG0002046	NP_001097124.1, NP_733326.1	XP_001237906.2
OG0002047	NP_001189286.1	XP_321707.4
OG0002048	NP_001247185.1	XP_321719.5
OG0002049	NP_732811.1	XP_308112.4
OG0002050	NP_001285355.1	XP_308621.4
OG0002051	NP_611681.1, NP_001286736.1, NP_611610.2, NP_001246460.1, NP_001286724.1, NP_523809.2, NP_001261050.1	XP_314258.4
OG0002052	NP_611508.1	XP_308449.4
OG0002053	NP_610530.1	XP_318560.4
OG0002054	NP_001097585.3	XP_559677.2
OG0002055	NP_001259900.1, NP_572902.1	XP_001688950.1
OG0002056	NP_524907.2	XP_001688309.2
OG0002057	NP_609888.2	XP_317676.4
OG0002058	NP_609119.2	XP_559859.2, XP_559860.3, XP_310052.4, XP_310051.2, XP_310050.3
OG0002059	NP_648185.1	XP_315936.4
OG0002060	NP_726403.2	XP_318175.4
OG0002061	NP_001036338.1	XP_314708.4
OG0002062	NP_001356975.1	XP_556050.3
OG0002063	NP_001285001.1	XP_321610.3
OG0002064	NP_001356982.1	XP_308813.4
OG0002065	NP_001284967.1	XP_001237297.2
OG0002066	NP_649869.1	XP_313794.4
OG0002067	NP_651116.1	XP_001688412.2, XP_312994.5
OG0002068	NP_611856.1	XP_001689094.1, XP_318072.4
OG0002069	NP_652610.1	XP_001231045.2
OG0002070	NP_650941.3	XP_313822.4
OG0002071	NP_477372.1	XP_314863.4
OG0002072	NP_001259984.1	XP_319942.4
OG0002073	NP_001260394.1	XP_319719.3
OG0002074	NP_001260491.1, NP_001263066.1	XP_319526.5
OG0002075	NP_524583.1	XP_003436320.1
OG0002076	NP_001163600.1	XP_310628.3
OG0002077	NP_724409.3	XP_001688809.1
OG0002078	NP_001259928.1	XP_320005.4
OG0002079	NP_001261524.1	XP_316002.4
OG0002080	NP_649990.2	XP_321669.3
OG0002081	NP_001286545.1	XP_318103.3
OG0002082	NP_572503.1	XP_314465.4
OG0002083	NP_648372.1	XP_316310.4
OG0002084	NP_611677.1	XP_308209.4
OG0002085	NP_001285316.1	XP_312904.3, XP_003436417.1
OG0002086	NP_609934.3	XP_317429.4
OG0002087	NP_572818.1	XP_307968.3
OG0002088	NP_523833.1	XP_318048.4
OG0002089	NP_001261563.1	XP_316471.3
OG0002089	NP_649709.2	XP_001688052.1
OG0002090	NP_001260029.1	XP_555163.3
OG0002091	NP_001285049.1, NP_609350.2	XP_311401.4
OG0002092	NP_788716.1	XP_308627.4, XP_320671.2
OG0002093	NP_001262005.1	XP_315440.3
OG0002094	NP_610207.1, NP_001259341.1	XP_315346.4, XP_001688639.1, XP_001688638.1
OG0002095	NP_733076.2	XP_315884.3
OG0002096	NP_723086.1	XP_311504.3
OG0002097	NP_001162716.1, NP_729740.2	XP_318214.4
OG0002098	NP_477014.1	XP_319705.4
OG0002099	NP_001262830.1, NP_001262827.1	XP_312981.5
OG0002100	NP_001285208.1	XP_311321.4
OG0002101	NP_001014695.1	XP_001687757.2
OG0002102	NP_649939.1	XP_311046.4
OG0002103	NP_001260451.1	XP_315784.2
OG0002106	NP_524818.1	XP_309767.4
OG0002107	NP_523739.2	XP_552176.3
OG0002108	NP_996185.1	XP_314584.4
OG0002109	NP_611966.3	XP_317488.4
OG0002110	NP_996042.1	XP_552825.2
OG0002111	NP_001261454.1	XP_565089.3
OG0002113	NP_001262803.1	XP_312496.4
OG0002114	NP_651508.1	XP_321130.3
OG0002115	NP_572197.4	XP_310531.5
OG0002116	NP_573100.1, NP_573105.1, NP_001262467.1	XP_001237253.3, XP_307206.3
OG0002117	NP_001286076.1	XP_317624.2
OG0002119	NP_001162779.1	XP_003436955.1
OG0002120	NP_652670.2, NP_610853.1, NP_611671.1	XP_319974.4
OG0002121	NP_001262679.1	XP_001688347.2, XP_311831.5
OG0002122	NP_001138057.1	XP_003436181.1, XP_312307.1
OG0002123	NP_523593.5	XP_308093.2
OG0002124	NP_001369005.1	XP_312866.5
OG0002125	NP_726887.1, NP_001356931.1	XP_003437024.1
OG0002126	NP_524659.1, NP_652413.1	XP_001688245.1, XP_320137.2
OG0002127	NP_001261984.1	XP_001688406.2
OG0002128	NP_611499.3	XP_001689182.1, XP_554046.3
OG0002129	NP_788872.1	XP_321647.3
OG0002130	NP_001260865.1	XP_311428.3
OG0002131	NP_001259886.1	XP_320082.4
OG0002132	NP_001261614.1	XP_315505.3
OG0002134	NP_001163664.1	XP_312543.3
OG0002136	NP_608780.1	XP_321353.3
OG0002137	NP_001286327.1	XP_319319.4, XP_317671.4
OG0002138	NP_001262079.1	XP_320305.3
OG0002139	NP_648894.2	XP_312366.5
OG0002140	NP_001262599.1	XP_001688169.2
OG0002141	NP_730594.1	XP_317885.4
OG0002142	NP_001285282.1	XP_307498.3, XP_307652.4
OG0002143	NP_524238.1	XP_003436119.1, XP_003436118.1, XP_003436117.1, XP_312539.4
OG0002144	NP_001261617.1	XP_001688775.1, XP_316070.4, XP_316071.4
OG0002145	NP_609877.2	XP_317618.4
OG0002146	NP_001259153.1	XP_558090.3
OG0002148	NP_650672.1	XP_319521.5
OG0002149	NP_726059.5	XP_320386.4
OG0002150	NP_001036357.2	XP_319190.4
OG0002151	NP_788891.2	XP_314261.5, XP_317218.3
OG0002152	NP_001036397.2	XP_320850.3
OG0002153	NP_608851.1, NP_511089.2	XP_316803.5, XP_315069.4, XP_315070.4
OG0002154	NP_651555.1	XP_311202.5
OG0002155	NP_001262777.1	XP_321714.3, XP_003435824.1, XP_003435823.1, XP_003435825.1
OG0002156	NP_001262888.1	XP_001689392.2
OG0002157	NP_648105.1	XP_315692.4
OG0002158	NP_001284753.1	XP_309519.4
OG0002159	NP_001284832.1	XP_553983.1
OG0002162	NP_649886.1	XP_313322.5, XP_003436528.1, XP_003436527.1
OG0002163	NP_001286059.1	XP_555234.3
OG0002164	NP_001287469.1	XP_321358.5
OG0002165	NP_511170.1	XP_317301.3
OG0002166	NP_651250.2	XP_001688407.2
OG0002167	NP_730568.1	XP_003436986.1, XP_003436987.1, XP_310681.3
OG0002168	NP_001247018.1	XP_320767.3
OG0002169	NP_610943.2	XP_310382.7
OG0002170	NP_001285140.1	XP_321119.5
OG0002171	NP_610185.1	XP_319731.4
OG0002171	NP_723732.2, NP_609741.3	XP_319754.4
OG0002172	NP_001245974.1	XP_317137.3
OG0002173	NP_001262864.1	XP_309092.4, XP_001688165.1, XP_309091.4
OG0002178	NP_524679.3	XP_001688845.1, XP_001688846.1, XP_316357.4
OG0002179	NP_609675.2	XP_319652.3
OG0002181	NP_001285496.1	XP_001688298.2
OG0002182	NP_001245595.1	XP_001230782.3
OG0002183	NP_788429.1	XP_561559.5, XP_320218.3
OG0002184	NP_001247215.1	XP_312055.5
OG0002185	NP_726596.1	XP_001689052.1, XP_317704.4
OG0002186	NP_001285258.1	XP_001688193.1
OG0002187	NP_649313.1	XP_316330.4
OG0002188	NP_001104019.1	XP_319794.4
OG0002189	NP_572502.1	XP_310849.4
OG0002190	NP_001097622.2	XP_001230271.1, XP_311887.5
OG0002191	NP_001260762.1	XP_320739.4
OG0002192	NP_725091.1	XP_308422.4
OG0002193	NP_650940.2	XP_313823.5
OG0002194	NP_001286884.1	XP_314361.4
OG0002195	NP_001285326.1	XP_310712.4
OG0002196	NP_001246133.1	XP_317678.4
OG0002197	NP_525097.1	XP_309356.4
OG0002198	NP_649415.2, NP_611222.2	XP_310467.4
OG0002200	NP_001287456.1	XP_557488.3
OG0002201	NP_724335.2	XP_318616.2
OG0002202	NP_001262840.1	XP_309618.5
OG0002203	NP_001262806.1	XP_310969.5
OG0002204	NP_650021.1	XP_001237526.3, XP_001237527.1
OG0002206	NP_001285571.1	XP_557337.3
OG0002207	NP_001097647.3, NP_995744.4	XP_311997.5, XP_003436511.1, XP_314878.3, XP_313273.4, XP_313718.4, XP_003436807.1, XP_306407.3
OG0002208	NP_001137618.1	XP_320208.3
OG0002209	NP_001286111.1, NP_001188859.1, NP_724294.1	XP_318642.4, XP_318640.4
OG0002210	NP_611068.3	XP_315697.3
OG0002211	NP_649412.1	XP_551778.3
OG0002212	NP_001097770.3, NP_001246302.1, NP_649596.1, NP_001163003.1, NP_001285689.1	XP_564794.2
OG0002213	NP_608580.2	XP_001237956.2
OG0002215	NP_788337.1, NP_001286352.1	XP_308755.4
OG0002217	NP_001163086.1	XP_003435960.1
OG0002218	NP_649774.1	XP_321523.2
OG0002219	NP_651266.1	XP_003436745.1, XP_313135.5
OG0002220	NP_001286572.1	XP_557597.1, XP_001688608.1
OG0002221	NP_001259702.1	XP_310676.4
OG0002222	NP_001261000.1	XP_308280.4
OG0002223	NP_001287045.1	XP_315341.4
OG0002224	NP_001014469.1	XP_314710.3
OG0002225	NP_001163042.1	XP_319775.4
OG0002226	NP_652639.1	XP_320574.3
OG0002236	NP_001287249.1, NP_001189295.1	XP_309993.2
OG0002237	NP_001097736.1, NP_524682.1	XP_313974.1, XP_003436957.1, XP_003436958.1, XP_318572.4, XP_003436956.1, XP_310858.5
OG0002238	NP_001260018.1	XP_317555.2
OG0002239	NP_573175.2	XP_308566.3
OG0002240	NP_523684.2	XP_315788.3, XP_001237711.2
OG0002241	NP_001262025.1	XP_312471.3
OG0002242	NP_001259911.1	XP_310166.4
OG0002243	NP_476646.2	XP_313924.3, XP_306148.3
OG0002244	NP_001287433.1	XP_311180.4
OG0002246	NP_524033.2	XP_001237771.2
OG0002247	NP_611450.1, NP_001097356.1	XP_003436456.1
OG0002247	NP_523771.1	XP_314262.3
OG0002248	NP_608531.1	XP_003436990.1, XP_003436991.1, XP_310673.3
OG0002249	NP_001261273.1	XP_316650.2
OG0002250	NP_651181.1	XP_310463.5
OG0002251	NP_729388.1, NP_648234.1, NP_648235.1, NP_648237.1	XP_315763.2
OG0002252	NP_731500.1	XP_312090.2
OG0002253	NP_001303378.1	XP_316087.3
OG0002254	NP_523792.2	XP_320351.1
OG0002255	NP_001246745.1	XP_311468.4
OG0002256	NP_649582.1	XP_559218.3
OG0002257	NP_476866.1	XP_308307.3
OG0002258	NP_610379.2	XP_320160.4
OG0002259	NP_001247099.1	XP_317057.2
OG0002260	NP_649813.1	XP_312002.3
OG0002261	NP_651967.2	XP_311027.3, XP_316597.3
OG0002262	NP_001097502.1	XP_315699.3
OG0002263	NP_001247310.1	XP_312386.4
OG0002264	NP_729301.1	XP_316411.4, XP_001237806.2
OG0002265	NP_001285313.1, NP_001287584.1	XP_312939.4, XP_310968.2
OG0002266	NP_609647.1	XP_319132.3
OG0002267	NP_001287120.1	XP_001688045.1, XP_308614.3
OG0002268	NP_001260796.1	XP_315357.1
OG0002269	NP_729528.2	XP_001688552.1, XP_314288.4
OG0002270	NP_001259717.1	XP_320933.5, XP_003436033.1
OG0002271	NP_647950.1	XP_308770.3
OG0002272	NP_651622.2	XP_317306.3
OG0002273	NP_609364.1	XP_317620.3
OG0002275	NP_511166.2	XP_316827.4
OG0002276	NP_648179.3	XP_001237672.2
OG0002277	NP_649473.1	XP_312569.5
OG0002278	NP_733209.1	XP_308935.4
OG0002279	NP_001097075.2	XP_001238171.1
OG0002280	NP_001027412.1	XP_319701.4
OG0002281	NP_001188935.1	XP_313642.2
OG0002282	NP_650055.1	XP_313518.4
OG0002283	NP_001014583.1, NP_524394.2	XP_562866.4, XP_003436395.1
OG0002284	NP_731688.2	XP_316465.2
OG0002285	NP_651667.1	XP_003436647.1, XP_308110.4
OG0002286	NP_788515.1	XP_311881.3
OG0002287	NP_001246966.1	XP_313317.5
OG0002288	NP_476929.1	XP_314619.3, XP_001687783.1
OG0002289	NP_001286047.1	XP_317681.4
OG0002290	NP_001137877.1	XP_001237854.2
OG0002291	NP_001262693.1	XP_003436239.1, XP_312150.5
OG0002292	NP_001286776.1	XP_315800.4
OG0002292	NP_001137630.2	XP_308266.4
OG0002293	NP_001369011.1	XP_003436151.1, XP_312394.4
OG0002295	NP_001137978.1	XP_319022.3
OG0002296	NP_001285877.1, NP_001097153.1	XP_310195.4
OG0002298	NP_572488.1	XP_321861.5
OG0002299	NP_001246631.1	XP_316540.4
OG0002300	NP_731114.2	XP_003436720.1, XP_312987.5
OG0002300	NP_523713.2	XP_308376.4
OG0002302	NP_001262366.1	XP_562743.4
OG0002303	NP_001285976.1	XP_001689186.1
OG0002304	NP_729380.1	XP_315453.4
OG0002305	NP_609505.1	XP_317627.4
OG0002306	NP_001097477.1	XP_315741.5
OG0002307	NP_001247158.1	XP_310415.2
OG0002308	NP_001104460.2, NP_001286943.1	XP_560266.4, XP_003437182.1
OG0002309	NP_523369.2	XP_320116.6
OG0002310	NP_650863.3	XP_003435796.1, XP_321880.5
OG0002311	NP_001284845.1	XP_311562.3
OG0002311	NP_001284844.1	XP_320378.4
OG0002312	NP_610823.1	XP_315530.4
OG0002312	NP_610052.1	XP_317122.2
OG0002313	NP_611636.1	XP_001238258.1
OG0002314	NP_611803.1	XP_313994.4
