Orthogroup	Drosophila_melanogaster	Megalopta_genalis
OG0001378	NP_572402.1	XP_033331868.1
OG0001379	NP_723501.2	XP_033333766.1
OG0001380	NP_001036421.1	XP_033325963.1
OG0001381	NP_650889.1	XP_033328703.1, XP_033328704.1
OG0001382	NP_001260515.1, NP_001260514.1	XP_033340856.1
OG0001383	NP_001036470.1	XP_033327241.1, XP_033327238.1, XP_033327237.1, XP_033327240.1, XP_033327239.1
OG0001384	NP_001285453.1	XP_033335089.1, XP_033335090.1, XP_033335088.1
OG0001385	NP_001260880.1	XP_033324055.1
OG0001386	NP_001286474.1	XP_033332148.1
OG0001387	NP_609412.1	XP_033323892.1
OG0001388	NP_572320.2, NP_732840.1	XP_033334641.1
OG0001389	NP_788300.3	XP_033329037.1, XP_033322441.1
OG0001390	NP_001286120.1	XP_033331230.1
OG0001391	NP_001163354.1	XP_033340978.1, XP_033340977.1
OG0001392	NP_001246912.1	XP_033326235.1, XP_033326236.1, XP_033326228.1, XP_033326234.1
OG0001393	NP_001285132.1, NP_001188593.1	XP_033331823.1
OG0001394	NP_729025.1	XP_033329639.1
OG0001395	NP_001137624.1	XP_033332209.1, XP_033332210.1
OG0001396	NP_001245761.1, NP_523412.1	XP_033341459.1
OG0001397	NP_649764.1	XP_033321033.1
OG0001398	NP_001246972.1, NP_523949.2	XP_033339038.1
OG0001399	NP_569982.1	XP_033341554.1
OG0001400	NP_724042.1, NP_001188828.1, NP_788071.3	XP_033327579.1, XP_033327368.1
OG0001401	NP_524675.1	XP_033324988.1, XP_033324989.1, XP_033324990.1
OG0001402	NP_612065.1	XP_033331427.1
OG0001403	NP_001259193.1, NP_733426.1	XP_033327869.1, XP_033327875.1
OG0001404	NP_609110.1	XP_033342345.1, XP_033342346.1
OG0001405	NP_731223.1	XP_033338114.1
OG0001406	NP_001015132.1	XP_033323474.1, XP_033323476.1, XP_033323475.1
OG0001407	NP_001262226.1	XP_033340428.1, XP_033340427.1
OG0001408	NP_001163646.1	XP_033329808.1
OG0001409	NP_001162657.1	XP_033322880.1
OG0001410	NP_523844.2	XP_033326787.1
OG0001412	NP_001036250.1	XP_033335401.1
OG0001412	NP_651941.2	XP_033335771.1
OG0001413	NP_001303415.1	XP_033333089.1
OG0001414	NP_608864.1	XP_033323484.1, XP_033323485.1, XP_033323486.1
OG0001415	NP_996016.2	XP_033340994.1
OG0001417	NP_611932.2	XP_033334848.1, XP_033334847.1, XP_033334846.1, XP_033334849.1
OG0001418	NP_001162911.1	XP_033331754.1, XP_033321453.1, XP_033335309.1, XP_033335471.1, XP_033335515.1, XP_033335510.1, XP_033335511.1, XP_033339328.1, XP_033335514.1, XP_033335512.1
OG0001419	NP_001036356.1, NP_001260403.1	XP_033337007.1
OG0001421	NP_649899.1	XP_033323775.1, XP_033323776.1, XP_033323777.1, XP_033323784.1
OG0001422	NP_001189074.1	XP_033328316.1
OG0001423	NP_729234.2	XP_033328804.1
OG0001424	NP_001262495.1	XP_033342016.1
OG0001425	NP_788574.3	XP_033328615.1
OG0001426	NP_001163056.1	XP_033323404.1
OG0001427	NP_648499.1	XP_033341537.1
OG0001428	NP_608929.1	XP_033324199.1
OG0001429	NP_609625.2, NP_001260439.1, NP_609627.1	XP_033333465.1
OG0001430	NP_001287466.1	XP_033341692.1
OG0001432	NP_001188923.1, NP_611185.3	XP_033332456.1
OG0001434	NP_788618.1, NP_649928.1	XP_033323565.1
OG0001436	NP_650868.1, NP_649289.2	XP_033336290.1
OG0001437	NP_001286742.1	XP_033335425.1
OG0001438	NP_727644.3	XP_033322465.1, XP_033322466.1, XP_033322464.1
OG0001440	NP_611647.1	XP_033331189.1, XP_033339930.1
OG0001441	NP_001027574.2	XP_033337618.1, XP_033337623.1
OG0001442	NP_001287592.1	XP_033334776.1, XP_033334777.1
OG0001443	NP_001096850.2	XP_033341889.1, XP_033331998.1
OG0001444	NP_001034052.2	XP_033322506.1
OG0001445	NP_788715.2, NP_788714.1, NP_651058.1	XP_033327764.1, XP_033327763.1
OG0001446	NP_648358.2	XP_033325927.1
OG0001453	NP_001285826.1	XP_033331863.1
OG0001455	NP_610092.2	XP_033337744.1
OG0001457	NP_001163688.1	XP_033339154.1, XP_033339155.1, XP_033339156.1, XP_033339194.1, XP_033339193.1, XP_033324163.1
OG0001458	NP_476858.1	XP_033330895.1, XP_033330893.1, XP_033330892.1
OG0001459	NP_001263148.1	XP_033329392.1
OG0001460	NP_476848.1	XP_033330576.1
OG0001461	NP_001287491.1, NP_001036749.2, NP_001262890.1	XP_033328146.1
OG0001462	NP_001262421.1	XP_033331097.1, XP_033331099.1
OG0001463	NP_649574.1	XP_033333161.1
OG0001464	NP_651592.2, NP_569871.2, NP_001246485.1	XP_033320813.1, XP_033320810.1
OG0001466	NP_569951.1, NP_611911.1	XP_033321041.1
OG0001468	NP_001260652.1	XP_033331781.1
OG0001469	NP_523568.2	XP_033342476.1
OG0001470	NP_648768.1	XP_033322494.1
OG0001471	NP_648463.2, NP_001285545.1, NP_608514.1	XP_033341583.1
OG0001472	NP_725504.1, NP_001246828.1, NP_001286770.1	XP_033321728.1, XP_033331242.1
OG0001473	NP_001287361.1	XP_033341943.1
OG0001474	NP_609560.2, NP_569850.1	XP_033325626.1, XP_033325489.1
OG0001475	NP_001368987.1	XP_033341141.1
OG0001477	NP_001014453.1	XP_033326073.1
OG0001478	NP_001285042.1	XP_033331825.1
OG0001479	NP_001036624.1	XP_033342437.1
OG0001480	NP_524533.1	XP_033329780.1, XP_033329779.1, XP_033329778.1
OG0001481	NP_001286181.1	XP_033332968.1
OG0001482	NP_651924.2	XP_033338834.1
OG0001483	NP_001262996.1	XP_033325302.1
OG0001484	NP_001188579.1	XP_033330946.1
OG0001485	NP_523596.2	XP_033325060.1
OG0001486	NP_476764.1	XP_033335135.1, XP_033335134.1
OG0001487	NP_001188904.1	XP_033325758.1
OG0001488	NP_001189108.1	XP_033320795.1, XP_033320789.1
OG0001489	NP_648555.1	XP_033322429.1
OG0001491	NP_609228.2	XP_033336606.1, XP_033336604.1, XP_033336605.1, XP_033336602.1, XP_033336603.1
OG0001492	NP_001263168.1	XP_033338934.1
OG0001494	NP_001287233.1, NP_731250.1, NP_001262370.1	XP_033338609.1
OG0001495	NP_612063.2	XP_033327149.1
OG0001496	NP_609203.1	XP_033332258.1, XP_033332257.1, XP_033332260.1, XP_033332256.1
OG0001497	NP_001260853.1	XP_033335024.1
OG0001498	NP_729823.2	XP_033323594.1
OG0001499	NP_572167.3	XP_033330091.1, XP_033333713.1
OG0001500	NP_730859.1	XP_033321201.1
OG0001501	NP_001303373.1	XP_033328422.1, XP_033328421.1
OG0001502	NP_001261464.1	XP_033328439.1
OG0001503	NP_665880.2	XP_033334874.1
OG0001504	NP_001261440.1	XP_033321622.1
OG0001505	NP_001097527.1	XP_033328209.1
OG0001507	NP_001287269.1	XP_033324712.1, XP_033324710.1
OG0001508	NP_001138130.2	XP_033333852.1
OG0001509	NP_001261116.1	XP_033327415.1
OG0001510	NP_001284936.1	XP_033334830.1, XP_033342219.1
OG0001511	NP_649151.1	XP_033340665.1, XP_033340894.1, XP_033340664.1, XP_033340663.1, XP_033340660.1
OG0001514	NP_001188550.1	XP_033341747.1
OG0001515	NP_001259809.1	XP_033331960.1
OG0001516	NP_001163857.2, NP_001104417.3	XP_033339005.1
OG0001517	NP_731242.1	XP_033324412.1
OG0001518	NP_001036462.1	XP_033333447.1, XP_033333446.1
OG0001519	NP_650997.1, NP_732891.1, NP_650998.1, NP_001286383.1	XP_033335127.1
OG0001520	NP_001368953.1	XP_033341994.1
OG0001521	NP_523422.4	XP_033339329.1
OG0001522	NP_001096867.3	XP_033327915.1
OG0001524	NP_001261067.1	XP_033323194.1, XP_033323193.1, XP_033323192.1
OG0001525	NP_477026.1	XP_033341568.1
OG0001526	NP_001369078.1	XP_033327852.1
OG0001527	NP_001259089.1	XP_033339255.1, XP_033339256.1
OG0001529	NP_001162930.1	XP_033321653.1
OG0001530	NP_611501.1	XP_033328918.1, XP_033328917.1, XP_033328919.1
OG0001531	NP_651595.1	XP_033334035.1, XP_033334034.1
OG0001532	NP_001162665.1	XP_033329479.1, XP_033329480.1
OG0001533	NP_728534.2	XP_033322269.1, XP_033322277.1
OG0001534	NP_731923.2	XP_033332433.1
OG0001535	NP_001261999.1	XP_033338217.1, XP_033338218.1
OG0001536	NP_648357.1	XP_033328996.1
OG0001537	NP_001245892.1, NP_001260974.1	XP_033331322.1, XP_033331319.1
OG0001538	NP_995639.1	XP_033331672.1
OG0001539	NP_524017.1	XP_033339323.1
OG0001540	NP_610693.1, NP_610694.1	XP_033341234.1
OG0001541	NP_001261940.1	XP_033340318.1
OG0001542	NP_609207.1	XP_033333820.1
OG0001543	NP_650901.2	XP_033324404.1, XP_033324402.1
OG0001545	NP_523451.2	XP_033337554.1, XP_033331183.1
OG0001546	NP_001247104.1	XP_033337144.1, XP_033337143.1
OG0001548	NP_001285388.1	XP_033323260.1, XP_033323265.1
OG0001550	NP_647968.3	XP_033335370.1, XP_033335371.1, XP_033335372.1, XP_033335373.1, XP_033335362.1, XP_033335369.1, XP_033335363.1, XP_033335364.1, XP_033335366.1, XP_033335367.1, XP_033335368.1
OG0001551	NP_001246815.1	XP_033332177.1
OG0001552	NP_477317.1	XP_033331975.1
OG0001553	NP_651623.1	XP_033321525.1
OG0001554	NP_001261344.1	XP_033335487.1, XP_033335482.1
OG0001555	NP_001246451.1	XP_033325608.1, XP_033325605.1, XP_033325607.1, XP_033325606.1, XP_033325609.1
OG0001556	NP_726771.1	XP_033330110.1
OG0001557	NP_001260951.1	XP_033334702.1
OG0001558	NP_001245722.1	XP_033337704.1, XP_033337702.1, XP_033337703.1
OG0001559	NP_650472.2	XP_033332966.1
OG0001561	NP_001260963.1	XP_033339970.1, XP_033339969.1, XP_033339972.1
OG0001562	NP_001137943.2	XP_033328357.1
OG0001563	NP_001246300.1	XP_033341462.1
OG0001565	NP_001286976.1	XP_033325424.1
OG0001567	NP_001137746.1	XP_033326103.1, XP_033326100.1, XP_033326106.1
OG0001568	NP_001263152.1	XP_033328178.1, XP_033328180.1
OG0001569	NP_477320.1	XP_033336286.1, XP_033336285.1, XP_033336287.1, XP_033336289.1, XP_033336288.1
OG0001570	NP_648176.1	XP_033322655.1, XP_033322657.1, XP_033322656.1
OG0001571	NP_610075.2	XP_033328364.1
OG0001575	NP_524337.1	XP_033323472.1
OG0001576	NP_001286660.1, NP_788526.1, NP_649081.1, NP_650171.2, NP_608804.1	XP_033323118.1
OG0001577	NP_001285493.1	XP_033329340.1
OG0001579	NP_001097592.1	XP_033340592.1
OG0001580	NP_001285528.1	XP_033337604.1, XP_033337605.1
OG0001581	NP_608983.2	XP_033339616.1, XP_033339615.1
OG0001582	NP_001287593.1	XP_033323093.1
OG0001583	NP_001189157.1	XP_033324983.1, XP_033324986.1, XP_033324985.1, XP_033324982.1
OG0001584	NP_648993.1	XP_033328517.1, XP_033328521.1
OG0001585	NP_001262143.1	XP_033331088.1, XP_033331092.1, XP_033331093.1
OG0001586	NP_647865.2	XP_033341972.1
OG0001587	NP_648090.1	XP_033328809.1, XP_033333475.1
OG0001588	NP_001188558.1	XP_033335121.1, XP_033335117.1
OG0001592	NP_647896.1	XP_033326588.1, XP_033325215.1, XP_033325214.1
OG0001593	NP_001287342.1	XP_033320857.1
OG0001594	NP_001259723.1	XP_033322653.1, XP_033322654.1
OG0001595	NP_611252.1	XP_033340635.1, XP_033340636.1
OG0001596	NP_730651.1	XP_033337111.1
OG0001600	NP_001286151.1	XP_033339991.1, XP_033339992.1, XP_033339990.1
OG0001601	NP_001097706.1	XP_033341217.1, XP_033341216.1, XP_033341205.1
OG0001602	NP_001033958.1	XP_033328040.1, XP_033328041.1
OG0001603	NP_001027070.1	XP_033330414.1, XP_033330422.1, XP_033330429.1
OG0001604	NP_001163129.1	XP_033332928.1, XP_033332924.1
OG0001606	NP_523902.2	XP_033338831.1
OG0001607	NP_001285753.1	XP_033336917.1
OG0001608	NP_001260655.1	XP_033334922.1
OG0001614	NP_001259303.1, NP_569908.1	XP_033337936.1, XP_033337934.1
OG0001615	NP_523764.1	XP_033341753.1
OG0001616	NP_001259833.1	XP_033342748.1, XP_033342747.1
OG0001617	NP_524011.1	XP_033330712.1
OG0001619	NP_652526.1	XP_033341836.1, XP_033341837.1, XP_033341835.1
OG0001620	NP_609496.1	XP_033327573.1, XP_033327574.1, XP_033327571.1
OG0001621	NP_573362.1, NP_729837.1	XP_033332724.1
OG0001622	NP_572536.1	XP_033337476.1
OG0001623	NP_524400.2	XP_033332377.1
OG0001624	NP_788056.1	XP_033325167.1
OG0001625	NP_001262669.1	XP_033327626.1, XP_033327627.1
OG0001626	NP_001259186.1	XP_033330427.1
OG0001627	NP_001303417.1	XP_033322073.1
OG0001628	NP_651052.1	XP_033338104.1
OG0001629	NP_651782.1	XP_033321365.1
OG0001630	NP_729395.2	XP_033325738.1, XP_033325745.1
OG0001631	NP_001261267.1	XP_033342689.1
OG0001632	NP_001245408.1	XP_033336063.1, XP_033336060.1, XP_033336062.1, XP_033336061.1
OG0001633	NP_001246351.1	XP_033331985.1
OG0001634	NP_651054.1	XP_033332462.1, XP_033332463.1
OG0001635	NP_001303479.1	XP_033332548.1, XP_033332549.1
OG0001637	NP_612046.1	XP_033340713.1
OG0001638	NP_648826.2	XP_033321532.1
OG0001639	NP_572360.1	XP_033335751.1
OG0001640	NP_477027.1	XP_033331048.1
OG0001641	NP_722909.2, NP_996098.1, NP_648799.1, NP_648800.1, NP_001137779.1, NP_001261342.1	XP_033337119.1
OG0001644	NP_001262395.1	XP_033330310.1
OG0001645	NP_733058.1	XP_033327269.1, XP_033327268.1
OG0001646	NP_001285211.1	XP_033333828.1
OG0001647	NP_570025.1	XP_033330811.1
OG0001648	NP_001287187.1	XP_033341546.1
OG0001649	NP_609720.1, NP_524152.2	XP_033321164.1
OG0001650	NP_648222.3	XP_033333007.1
OG0001651	NP_001259585.1	XP_033342552.1
OG0001652	NP_788858.1	XP_033329489.1, XP_033329488.1
OG0001653	NP_995788.1	XP_033330393.1
OG0001654	NP_001246814.1	XP_033335314.1
OG0001655	NP_001245567.1	XP_033328947.1
OG0001656	NP_569872.1	XP_033325688.1
OG0001657	NP_001286489.1	XP_033340678.1, XP_033340677.1
OG0001658	NP_001259992.1	XP_033337091.1
OG0001659	NP_730944.2	XP_033324801.1
OG0001660	NP_648750.1	XP_033320807.1
OG0001662	NP_001097377.2	XP_033322366.1
OG0001663	NP_649918.1	XP_033325545.1, XP_033325546.1, XP_033325543.1, XP_033325547.1, XP_033325548.1
OG0001664	NP_648183.3	XP_033324394.1
OG0001665	NP_001014619.2	XP_033342879.1
OG0001666	NP_001163472.1, NP_649145.1	XP_033332593.1, XP_033332594.1, XP_033332595.1
OG0001667	NP_001261574.1	XP_033327987.1
OG0001669	NP_001287417.1	XP_033336705.1
OG0001670	NP_001138149.1	XP_033322617.1, XP_033322616.1
OG0001671	NP_732316.2	XP_033320982.1, XP_033320978.1
OG0001672	NP_001246400.1	XP_033321312.1
OG0001673	NP_649883.1	XP_033341305.1, XP_033323992.1, XP_033327288.1
OG0001674	NP_001260539.1	XP_033328606.1, XP_033328605.1
OG0001675	NP_001261382.1	XP_033335980.1
OG0001676	NP_001163073.2	XP_033331076.1
OG0001677	NP_001260561.1	XP_033329150.1
OG0001679	NP_611460.1	XP_033342295.1, XP_033342294.1, XP_033342296.1
OG0001680	NP_001260364.1, NP_001033899.1	XP_033338623.1
OG0001681	NP_001163282.1	XP_033332236.1
OG0001682	NP_001285158.1	XP_033327515.1, XP_033327533.1
OG0001684	NP_001368993.1	XP_033341680.1
OG0001685	NP_001097520.2	XP_033338267.1
OG0001686	NP_731649.2	XP_033342792.1
OG0001687	NP_609069.1	XP_033323437.1
OG0001688	NP_001104382.3	XP_033336256.1
OG0001690	NP_652015.1	XP_033335859.1, XP_033335857.1
OG0001693	NP_001245400.1	XP_033334042.1
OG0001694	NP_610256.1	XP_033322137.1
OG0001695	NP_001262760.1	XP_033324788.1
OG0001696	NP_001247156.1	XP_033328992.1
OG0001697	NP_001245797.1	XP_033320906.1, XP_033320897.1
OG0001699	NP_733303.2	XP_033329273.1, XP_033329278.1, XP_033329277.1, XP_033329275.1, XP_033329274.1
OG0001700	NP_001189311.1	XP_033330580.1, XP_033330582.1
OG0001703	NP_001262871.1, NP_651242.1	XP_033322886.1
OG0001704	NP_001356971.1	XP_033340004.1
OG0001706	NP_001247116.1	XP_033339728.1
OG0001707	NP_001262589.2	XP_033332633.1
OG0001708	NP_001287390.1	XP_033329224.1, XP_033329226.1
OG0001709	NP_001303494.1	XP_033321919.1
OG0001710	NP_573217.1, NP_730784.1	XP_033321579.1
OG0001711	NP_608741.1	XP_033336914.1
OG0001712	NP_001188885.2	XP_033333873.1, XP_033333908.1
OG0001713	NP_001033943.2	XP_033339348.1
OG0001714	NP_649156.1	XP_033341277.1, XP_033341279.1
OG0001715	NP_001285698.1	XP_033333962.1
OG0001717	NP_611675.2	XP_033333786.1
OG0001718	NP_001287021.1, NP_001261456.1, NP_001261457.1	XP_033328315.1
OG0001719	NP_001245568.1	XP_033325254.1
OG0001720	NP_610938.1	XP_033332755.1
OG0001722	NP_723401.1	XP_033334018.1
OG0001723	NP_001188979.1, NP_524242.2, NP_001287190.1	XP_033341640.1
OG0001724	NP_001261391.1	XP_033328109.1
OG0001725	NP_524401.2	XP_033335517.1
OG0001727	NP_001036351.2	XP_033320981.1
OG0001728	NP_001286002.1	XP_033335316.1, XP_033335330.1
OG0001729	NP_001286919.1	XP_033325478.1
OG0001730	NP_001247378.2, NP_001245717.1, NP_001245715.1	XP_033336961.1, XP_033336973.1
OG0001731	NP_572995.1, NP_001163445.1	XP_033321051.1, XP_033321053.1
OG0001732	NP_651725.1	XP_033337160.1, XP_033337161.1, XP_033337158.1
OG0001733	NP_001260590.1, NP_523506.1, NP_523578.1, NP_523507.2	XP_033333659.1, XP_033333651.1
OG0001734	NP_608563.1	XP_033328701.1
OG0001735	NP_609387.1	XP_033342086.1, XP_033342085.1
OG0001736	NP_001097937.1	XP_033329850.1
OG0001737	NP_001259675.1, NP_001033853.1	XP_033330439.1
OG0001738	NP_001014543.1	XP_033334409.1
OG0001739	NP_001246653.1	XP_033331725.1, XP_033339903.1, XP_033331565.1
OG0001740	NP_001036555.1	XP_033331453.1
OG0001742	NP_733224.2	XP_033339438.1
OG0001743	NP_001285126.1	XP_033330230.1
OG0001744	NP_651315.2	XP_033322295.1, XP_033322296.1
OG0001745	NP_650743.1	XP_033342401.1
OG0001746	NP_524852.2	XP_033324433.1
OG0001747	NP_001261633.1	XP_033342101.1
OG0001748	NP_001189227.1	XP_033341803.1, XP_033341822.1
OG0001749	NP_001036722.1	XP_033340152.1, XP_033340159.1
OG0001750	NP_001261148.1	XP_033333620.1, XP_033333619.1
OG0001751	NP_001286159.1	XP_033341955.1
OG0001752	NP_651792.1, NP_651791.2	XP_033323998.1
OG0001753	NP_523391.3	XP_033340758.1
OG0001754	NP_651671.1	XP_033341224.1, XP_033328816.1, XP_033328817.1
OG0001755	NP_573318.1, NP_609759.1	XP_033339158.1
OG0001756	NP_649646.3	XP_033330164.1
OG0001757	NP_733185.2, NP_648528.1, NP_001261732.1, NP_001287549.1	XP_033331548.1
OG0001758	NP_001163069.1	XP_033337238.1
OG0001759	NP_001287202.1	XP_033321524.1
OG0001760	NP_732069.3	XP_033337146.1
OG0001761	NP_001188832.1	XP_033340643.1, XP_033340642.1, XP_033340641.1
OG0001762	NP_001261764.1	XP_033340719.1, XP_033340721.1, XP_033340722.1, XP_033340723.1, XP_033340720.1
OG0001763	NP_650223.1	XP_033342962.1, XP_033342960.1, XP_033342961.1
OG0001764	NP_001287421.2, NP_650876.1	XP_033324121.1
OG0001765	NP_731461.1	XP_033335227.1
OG0001766	NP_001261659.1	XP_033342642.1
OG0001767	NP_723294.1	XP_033324255.1, XP_033324254.1
OG0001768	NP_572805.1	XP_033340879.1
OG0001771	NP_727732.1, NP_001097831.1	XP_033323850.1, XP_033323851.1, XP_033323852.1, XP_033323853.1, XP_033323849.1, XP_033323848.1
OG0001774	NP_476778.1	XP_033331574.1, XP_033333645.1
OG0001775	NP_523735.2	XP_033339835.1, XP_033338545.1
OG0001776	NP_620470.1	XP_033327937.1
OG0001777	NP_001245758.1	XP_033331520.1, XP_033331423.1
OG0001778	NP_001262233.1	XP_033325625.1
OG0001779	NP_648194.1, NP_726718.1, NP_001261626.1, NP_648160.2, NP_648052.1	XP_033331694.1
OG0001780	NP_610617.1	XP_033336217.1
OG0001781	NP_650423.1	XP_033333357.1
OG0001782	NP_649000.1	XP_033340424.1, XP_033340425.1, XP_033340426.1, XP_033340421.1, XP_033340422.1, XP_033340423.1
OG0001783	NP_647892.1	XP_033340312.1
OG0001784	NP_001163585.1	XP_033337484.1
OG0001785	NP_524416.1	XP_033332190.1, XP_033332191.1
OG0001786	NP_001260689.1	XP_033340093.1
OG0001787	NP_648786.1	XP_033325473.1, XP_033325474.1
OG0001788	NP_724103.1	XP_033328800.1, XP_033328801.1, XP_033328799.1
OG0001789	NP_651728.1	XP_033339270.1
OG0001790	NP_649460.3	XP_033340405.1
OG0001791	NP_572504.1	XP_033321506.1
OG0001792	NP_611734.1	XP_033335272.1, XP_033335274.1
OG0001793	NP_608828.2	XP_033322777.1, XP_033322778.1, XP_033322775.1, XP_033322776.1, XP_033322779.1
OG0001794	NP_001259442.1	XP_033338249.1, XP_033338250.1
OG0001796	NP_477212.1	XP_033339909.1, XP_033326366.1
OG0001797	NP_523830.2	XP_033321346.1
OG0001799	NP_001260496.1	XP_033336893.1
OG0001800	NP_001262652.1, NP_001262651.1	XP_033341184.1, XP_033341185.1, XP_033341183.1
OG0001801	NP_572456.1, NP_001259211.1, NP_651547.1, NP_001262253.1	XP_033322697.1
OG0001802	NP_001162765.1	XP_033342032.1
OG0001803	NP_001015387.1	XP_033338050.1
OG0001804	NP_728575.2, NP_612081.1	XP_033328045.1, XP_033328044.1
OG0001805	NP_649038.1, NP_730334.2	XP_033336397.1
OG0001806	NP_610087.2	XP_033341086.1
OG0001807	NP_001286460.1	XP_033340194.1
OG0001808	NP_650163.2, NP_650840.1	XP_033341843.1
OG0001809	NP_609837.1	XP_033331854.1, XP_033331835.1, XP_033331845.1
OG0001810	NP_001246271.1	XP_033332827.1
OG0001811	NP_001262677.1	XP_033341019.1
OG0001812	NP_001259970.1	XP_033321917.1
OG0001813	NP_611350.1	XP_033337360.1
OG0001814	NP_524758.1	XP_033325836.1, XP_033325833.1
OG0001815	NP_476667.1, NP_001246493.1	XP_033339582.1, XP_033339583.1
OG0001816	NP_648106.1	XP_033339115.1, XP_033339116.1
OG0001818	NP_001285489.1	XP_033324037.1, XP_033324036.1
OG0001820	NP_649757.1	XP_033337108.1
OG0001821	NP_001287100.1	XP_033328769.1, XP_033328770.1
OG0001822	NP_995873.2	XP_033333045.1, XP_033333043.1, XP_033333041.1, XP_033333048.1, XP_033333042.1, XP_033333047.1, XP_033333046.1
OG0001823	NP_609767.2, NP_001260489.1	XP_033324872.1
OG0001825	NP_001285277.1	XP_033342028.1, XP_033322495.1, XP_033322496.1
OG0001826	NP_610191.2	XP_033332327.1
OG0001827	NP_001261341.1	XP_033339261.1
OG0001828	NP_477184.1	XP_033340413.1, XP_033340412.1
OG0001829	NP_511153.1	XP_033333302.1
OG0001830	NP_001189170.1	XP_033337253.1
OG0001831	NP_648895.1	XP_033335982.1
OG0001832	NP_611293.3	XP_033342646.1, XP_033342636.1
OG0001833	NP_001262071.1	XP_033320819.1
OG0001834	NP_725449.1, NP_611238.2, NP_001285657.1	XP_033334784.1, XP_033334783.1
OG0001835	NP_648567.2, NP_729801.1	XP_033323101.1
OG0001836	NP_001097041.2	XP_033336701.1
OG0001838	NP_649809.1	XP_033340650.1
OG0001839	NP_001287516.1, NP_524496.1	XP_033336632.1, XP_033336622.1
OG0001840	NP_001287291.1	XP_033337232.1
OG0001841	NP_649554.1	XP_033321309.1
OG0001843	NP_001163392.1	XP_033331786.1
OG0001844	NP_733332.1	XP_033336659.1, XP_033336660.1
OG0001845	NP_649732.1	XP_033332610.1
OG0001846	NP_788721.1	XP_033328152.1, XP_033328155.1
OG0001847	NP_001163705.1	XP_033330093.1, XP_033330094.1
OG0001848	NP_610735.1	XP_033329418.1
OG0001849	NP_001303451.1, NP_524581.1	XP_033333140.1
OG0001850	NP_001097569.1	XP_033330793.1
OG0001851	NP_524795.2	XP_033338488.1, XP_033338487.1, XP_033338486.1
OG0001852	NP_611258.2	XP_033343065.1, XP_033343064.1, XP_033343063.1, XP_033343062.1, XP_033343066.1
OG0001853	NP_001285407.1	XP_033325669.1, XP_033325670.1
OG0001855	NP_001097922.1	XP_033331359.1
