Orthogroup	Drosophila_melanogaster	Apis_mellifera
OG0002024	NP_610095.1	XP_026296072.1
OG0002025	NP_649877.1	XP_016767160.1
OG0002026	NP_001259298.1	XP_006568164.1
OG0002028	NP_001263045.1, NP_001036699.1	XP_392742.4
OG0002029	NP_610059.1	XP_393021.4
OG0002032	NP_001286795.1	XP_006567845.1, XP_394587.3
OG0002033	NP_001285275.1	XP_026301076.1, XP_006563533.1
OG0002034	NP_001163027.1, NP_001189073.1	XP_006558694.1
OG0002036	NP_001286548.1	XP_026294976.1
OG0002037	NP_524660.1	XP_397092.3
OG0002039	NP_001286974.1	XP_016771674.1, XP_003249647.1
OG0002041	NP_647887.1	XP_006566987.1
OG0002042	NP_001137671.1, NP_610099.1	XP_026298837.1
OG0002043	NP_001034012.2	XP_393404.2
OG0002044	NP_001263139.1	XP_026301448.1
OG0002045	NP_477311.1	XP_026298052.1
OG0002046	NP_001097124.1	XP_026295870.1
OG0002047	NP_001189286.1	XP_395924.2
OG0002048	NP_001247185.1	XP_006569408.2
OG0002049	NP_732811.1	XP_006557379.2
OG0002050	NP_001285355.1	XP_006568607.1
OG0002051	NP_611681.1, NP_001286736.1, NP_611610.2, NP_001246460.1, NP_001286724.1, NP_523809.2, NP_001261050.1	XP_392246.3
OG0002052	NP_611508.1	XP_026298620.1
OG0002053	NP_610530.1	XP_006557635.1, XP_006557637.1
OG0002054	NP_524677.1	XP_026301012.1, XP_016771495.1
OG0002055	NP_001259900.1, NP_572902.1	XP_003250472.2
OG0002056	NP_524907.2	XP_623996.3
OG0002057	NP_609888.2	XP_006564911.3
OG0002058	NP_609119.2	XP_624823.1
OG0002059	NP_648185.1	XP_026300939.1
OG0002060	NP_726403.2	XP_006558279.1, XP_016768968.1
OG0002061	NP_001036338.1	XP_006559822.1
OG0002062	NP_001356975.1	XP_026297746.1
OG0002063	NP_001285001.1	XP_026299136.1, XP_026299137.1, XP_026299138.1, XP_026299135.1, XP_026299139.1
OG0002064	NP_001356982.1	XP_006557901.1, XP_016771212.1
OG0002065	NP_001284967.1	XP_026300905.1
OG0002066	NP_649869.1	XP_016772001.1, XP_625215.4
OG0002067	NP_651116.1	XP_006557829.1
OG0002068	NP_611856.1	XP_396039.6
OG0002069	NP_652610.1	XP_003249083.2
OG0002070	NP_650941.3	XP_006568802.1
OG0002071	NP_477372.1	XP_006570054.1
OG0002072	NP_001259984.1	XP_394778.2
OG0002073	NP_001260394.1	XP_623094.2
OG0002074	NP_001260491.1, NP_001263066.1	XP_003250290.2
OG0002075	NP_524583.1	XP_624827.3
OG0002076	NP_001163600.1	NP_001035320.1
OG0002077	NP_724409.3	XP_001119921.1
OG0002078	NP_001259928.1	XP_016770352.2
OG0002079	NP_001261524.1	XP_392419.3
OG0002080	NP_649990.2	XP_396298.2
OG0002081	NP_001286545.1	XP_006564656.1
OG0002082	NP_572503.1	XP_026296977.1
OG0002083	NP_648372.1	XP_391852.2
OG0002084	NP_611677.1	XP_394417.5
OG0002085	NP_001285316.1	XP_006572325.1
OG0002086	NP_609934.3	XP_006562875.3
OG0002087	NP_572818.1	XP_006557806.1
OG0002088	NP_523833.1	XP_016769943.1, XP_006566281.1
OG0002089	NP_001261563.1	XP_001122842.2
OG0002090	NP_001260029.1	XP_003250895.2
OG0002091	NP_001285049.1, NP_609350.2	XP_016768578.1
OG0002092	NP_788716.1	XP_001120770.1
OG0002093	NP_001262005.1	XP_001121453.1
OG0002094	NP_610207.1, NP_001259341.1, NP_612091.1	XP_006557484.1
OG0002095	NP_733076.2	XP_006571055.1, XP_016768322.1
OG0002096	NP_723086.1	XP_006567403.1, XP_623232.1, XP_006567404.1
OG0002097	NP_001162716.1, NP_729740.2	XP_016772243.1
OG0002098	NP_477014.1	XP_395300.3
OG0002099	NP_001262830.1, NP_001262827.1	XP_016769587.1
OG0002100	NP_001285208.1	XP_001121113.1, XP_006562944.1
OG0002101	NP_001014695.1	XP_026297360.1, XP_392414.6
OG0002102	NP_649939.1	XP_026296629.1
OG0002103	NP_001260451.1	XP_396097.3, XP_006572192.1
OG0002106	NP_524818.1	XP_026300909.1
OG0002107	NP_523739.2	XP_006562841.1
OG0002108	NP_996185.1	XP_392953.3
OG0002109	NP_611966.3	XP_392624.5
OG0002110	NP_996042.1	XP_026300792.1
OG0002111	NP_001261454.1	XP_001120809.2, XP_026299066.1, XP_016770131.2
OG0002113	NP_001262803.1	XP_006562933.1
OG0002114	NP_651508.1	XP_026296872.1, XP_026296873.1
OG0002115	NP_572197.4	XP_393033.4, XP_016771093.1, XP_016771091.1
OG0002116	NP_573100.1, NP_573105.1, NP_001262467.1	XP_006562581.1
OG0002117	NP_001286076.1	XP_006567226.1
OG0002119	NP_001162779.1	XP_006565398.1
OG0002120	NP_652670.2, NP_610853.1, NP_611671.1	XP_001120472.1, XP_026299847.1
OG0002121	NP_001262679.1	XP_026296861.1
OG0002122	NP_001138057.1	XP_006567480.1, XP_001122362.2
OG0002123	NP_523593.5	XP_624419.3
OG0002124	NP_001369005.1	XP_016772410.1
OG0002125	NP_608369.1, NP_726887.1, NP_001356931.1	XP_016769141.2
OG0002126	NP_524659.1, NP_652413.1	XP_623779.1
OG0002127	NP_001261984.1	XP_016766513.2, XP_026294932.1
OG0002128	NP_611499.3	XP_001120093.2
OG0002129	NP_788872.1	XP_016768262.1
OG0002131	NP_001259886.1	XP_006557820.2, XP_016772551.2
OG0002132	NP_001261614.1	XP_026300717.1, XP_026300716.1
OG0002134	NP_001163664.1	XP_016768353.1
OG0002136	NP_608780.1	XP_001122322.2
OG0002137	NP_001286327.1	XP_006569994.1
OG0002138	NP_001262079.1	XP_625185.1
OG0002139	NP_648894.2	XP_026298880.1
OG0002140	NP_001262599.1	XP_006558381.1
OG0002141	NP_730594.1	XP_006559209.1, XP_006559207.1
OG0002142	NP_001285282.1	XP_026299682.1
OG0002143	NP_524238.1	XP_395256.3
OG0002144	NP_001261617.1	XP_006565158.1
OG0002145	NP_609877.2	XP_026302109.1
OG0002146	NP_001259153.1	XP_026299965.1
OG0002148	NP_650672.1	XP_396933.1
OG0002149	NP_726059.5	XP_026300946.1, XP_026300943.1
OG0002150	NP_001036357.2	XP_006566767.2
OG0002151	NP_788891.2	XP_026300010.1
OG0002152	NP_001036397.2	XP_003251652.1
OG0002153	NP_608851.1, NP_511089.2	XP_016770369.1
OG0002154	NP_651555.1	XP_026299147.1
OG0002155	NP_001262777.1	XP_006569416.1, XP_026295969.1
OG0002156	NP_001262888.1	XP_006565490.3
OG0002157	NP_648105.1	XP_026301644.1
OG0002158	NP_001284753.1	XP_026301037.1, NP_001229447.1
OG0002159	NP_001284832.1	XP_003250614.1
OG0002162	NP_649886.1	XP_392584.2, XP_624902.1
OG0002163	NP_001286059.1	XP_006563942.2
OG0002164	NP_001287469.1	XP_016771568.2
OG0002165	NP_511170.1	XP_006569656.1, XP_393231.4
OG0002166	NP_651250.2	XP_006559200.2
OG0002167	NP_730568.1	XP_016768696.2, XP_026297646.1
OG0002168	NP_001247018.1	XP_026294882.1, XP_006568889.1
OG0002169	NP_610943.2	XP_026297994.1
OG0002170	NP_001285140.1	XP_006565614.1
OG0002171	NP_723732.2, NP_609741.3	XP_016769791.1
OG0002172	NP_001245974.1	XP_001120296.2
OG0002173	NP_001262864.1	XP_006571779.1, XP_003251788.1
OG0002177	NP_001260910.1	XP_026298372.1, XP_016768852.2
OG0002178	NP_524679.3	XP_026298889.1
OG0002179	NP_609675.2	XP_003249515.1
OG0002181	NP_001285496.1	XP_006570521.1
OG0002182	NP_001245595.1	XP_624698.2, XP_006568988.1, XP_026302282.1, XP_006568989.1
OG0002183	NP_788429.1	XP_026296430.1
OG0002184	NP_001247215.1	XP_026296731.1, XP_026296729.1
OG0002185	NP_726596.1	XP_026301358.1
OG0002186	NP_001285258.1	XP_026302010.1
OG0002187	NP_649313.1	XP_391935.5
OG0002188	NP_001104019.1	XP_026297259.1, XP_026297260.1, XP_026297262.1, XP_026297261.1, XP_016768233.1
OG0002189	NP_572502.1	XP_396143.4
OG0002190	NP_001097622.2	XP_026298063.1
OG0002191	NP_001260762.1	XP_001121570.2, XP_016768282.1
OG0002192	NP_725091.1	XP_623917.2, XP_006571946.2
OG0002193	NP_650940.2	XP_001122623.2
OG0002194	NP_001286884.1	XP_026297768.1
OG0002195	NP_001285326.1	XP_026295847.1, XP_026295848.1
OG0002196	NP_001246133.1	XP_026300743.1, XP_026300745.1, XP_026300744.1, XP_026300741.1, XP_016771852.2
OG0002197	NP_525097.1	XP_026296432.1
OG0002198	NP_649415.2, NP_611222.2	XP_396254.6
OG0002200	NP_001287456.1	XP_006560896.3
OG0002202	NP_001262840.1	NP_001139212.1
OG0002203	NP_001262806.1	XP_026299933.1
OG0002204	NP_650021.1	XP_001120874.3
OG0002205	NP_572327.1	XP_006563822.1
OG0002206	NP_001285571.1	XP_006557487.1, XP_016770518.1
OG0002208	NP_001137618.1	XP_016771336.1, XP_016771335.1, XP_026300595.1
OG0002209	NP_001286111.1, NP_001188859.1, NP_724294.1	XP_393528.3
OG0002211	NP_649412.1	XP_397355.2
OG0002212	NP_001246302.1, NP_649596.1, NP_001163003.1, NP_001285689.1	XP_003249894.1, XP_001120927.1, XP_026298487.1, XP_026298488.1
OG0002213	NP_608580.2	XP_624684.1
OG0002217	NP_001163086.1	XP_026295324.1, XP_026295325.1
OG0002218	NP_649774.1	XP_003250601.1
OG0002219	NP_651266.1	XP_001120215.2
OG0002220	NP_001286572.1	NP_001157189.1, XP_016767530.2
OG0002221	NP_001259702.1	XP_396584.2
OG0002223	NP_001287045.1	XP_006571646.1
OG0002224	NP_001014469.1	XP_026294816.1
OG0002225	NP_001163042.1	XP_026300388.1
OG0002226	NP_652639.1	XP_006562807.1
OG0002236	NP_001287249.1, NP_001189295.1	XP_001121176.1
OG0002237	NP_001097736.1, NP_524682.1	XP_001123191.1
OG0002238	NP_001260018.1	XP_001120521.1, XP_003251367.1
OG0002239	NP_573175.2	XP_001120164.2
OG0002240	NP_523684.2	XP_026298564.1, XP_026298563.1
OG0002241	NP_001262025.1	XP_006563657.1
OG0002242	NP_001259911.1	XP_016772917.1, XP_006572233.1
OG0002243	NP_476646.2	XP_026299740.1, XP_016770528.1, XP_001122640.1
OG0002244	NP_001287433.1	XP_006567755.2
OG0002246	NP_524033.2	XP_393344.3, XP_006557750.1
OG0002247	NP_611450.1, NP_001097356.1, NP_523771.1	XP_016767143.1
OG0002248	NP_608531.1	XP_397432.2
OG0002249	NP_001261273.1	XP_026297491.1
OG0002250	NP_651181.1	XP_001120412.2
OG0002251	NP_729388.1, NP_648234.1, NP_648235.1, NP_648237.1	XP_624501.1, XP_006569695.1
OG0002252	NP_731500.1	XP_396630.2
OG0002253	NP_001303378.1	XP_026295228.1
OG0002254	NP_523792.2	XP_016772675.1
OG0002255	NP_001246745.1	XP_026297113.1, XP_026297115.1
OG0002256	NP_649582.1	XP_624663.4, XP_006568569.2, XP_006568570.2, XP_006568571.2
OG0002257	NP_476866.1	XP_395702.3
OG0002258	NP_610379.2	XP_026300612.1
OG0002259	NP_001247099.1	XP_006557346.1, XP_026301503.1, XP_016772440.1
OG0002260	NP_649813.1	XP_623081.1, NP_001301008.1
OG0002261	NP_651967.2	NP_001171538.1
OG0002262	NP_001097502.1	XP_003249613.1
OG0002263	NP_001247310.1	XP_016770984.1
OG0002264	NP_729301.1	XP_026300911.1
OG0002265	NP_001285313.1, NP_001287584.1	XP_392437.2
OG0002266	NP_609647.1	XP_006559576.1
OG0002267	NP_001287120.1	XP_006565202.1
OG0002268	NP_001260796.1	XP_016767198.1, XP_026295771.1
OG0002269	NP_729528.2	XP_016773151.1
OG0002270	NP_001259717.1	XP_006557323.1, XP_396430.1
OG0002271	NP_647950.1	XP_006566993.1
OG0002272	NP_651622.2	XP_624434.2
OG0002273	NP_609364.1	XP_006570893.1
OG0002275	NP_511166.2	XP_026296965.1, XP_006562012.1
OG0002276	NP_648179.3	XP_625102.3, XP_006565810.2
OG0002277	NP_649473.1	XP_393097.4
OG0002278	NP_733209.1	XP_006566688.1
OG0002279	NP_001097075.2	XP_026300552.1, XP_026300553.1, XP_026300554.1
OG0002280	NP_001027412.1	XP_006558673.1
OG0002281	NP_001188935.1	XP_026301979.1
OG0002282	NP_650055.1	XP_026302270.1
OG0002283	NP_001014583.1, NP_524394.2	XP_006558356.1
OG0002284	NP_731688.2	XP_006566199.1
OG0002285	NP_651667.1	XP_026300796.1, XP_026300797.1
OG0002286	NP_788515.1	XP_392823.3
OG0002287	NP_001246966.1	XP_006561898.2
OG0002288	NP_476929.1	XP_006564486.1
OG0002289	NP_001286047.1	XP_392433.4
OG0002290	NP_001137877.1	XP_026301894.1, XP_026301895.1
OG0002291	NP_001262693.1	XP_026301097.1, XP_026301098.1
OG0002292	NP_001137630.2	XP_397510.4
OG0002293	NP_001369011.1	XP_026296916.1
OG0002294	NP_001287483.1, NP_001262939.1	XP_006565447.1
OG0002295	NP_001137978.1	XP_026298723.1
OG0002296	NP_001285877.1, NP_001097153.1	XP_006558737.1, XP_006558736.1
OG0002298	NP_572488.1	XP_623793.2
OG0002299	NP_001246631.1	XP_026297863.1, XP_006561512.1
OG0002302	NP_001262366.1	XP_016769155.2
OG0002303	NP_001285976.1	XP_001122450.1
OG0002304	NP_729380.1	XP_006569379.1
OG0002305	NP_609505.1	XP_006569214.1
OG0002306	NP_001097477.1	XP_396852.2
OG0002307	NP_001247158.1	XP_623604.1, XP_016769248.1
OG0002309	NP_523369.2	XP_006565864.2
OG0002310	NP_650863.3	XP_006567666.1
OG0002311	NP_001284845.1, NP_001284844.1	XP_026299582.1
OG0002312	NP_610052.1	XP_016771257.2
OG0002313	NP_611636.1	XP_395023.4
OG0002314	NP_611803.1	XP_006561876.1, XP_016769550.1
OG0002315	NP_001356923.1	XP_393996.6
OG0002317	NP_609965.1	XP_393151.1
OG0002318	NP_651351.1	XP_003250517.1
OG0002319	NP_001287005.1, NP_524630.1	XP_003250597.1
OG0002320	NP_001259719.1	XP_006565618.1
OG0002321	NP_732964.1	XP_026297493.1
OG0002322	NP_001162651.1	XP_016766892.1
OG0002323	NP_649760.1	XP_026295824.1
OG0002324	NP_610722.2, NP_001260909.1	XP_001120965.1
OG0002325	NP_648482.3	XP_001120159.2
OG0002326	NP_569874.1	XP_393737.2
OG0002327	NP_001285776.1	XP_003249385.1
OG0002328	NP_610273.1	XP_006566670.1, XP_006566671.1
OG0002329	NP_731930.3	XP_026296031.1, XP_016767288.2
OG0002330	NP_001285729.1	XP_026299296.1, XP_006559127.1
OG0002331	NP_001284830.1	XP_006570938.1
OG0002332	NP_001137802.1	XP_397221.5
OG0002333	NP_001285918.1	XP_026301337.1
OG0002334	NP_651249.2	XP_026299663.1, XP_026299660.1
OG0002335	NP_001262595.1	XP_001119975.2, XP_006560145.1
OG0002336	NP_001285803.1	XP_394487.2
OG0002337	NP_001261323.1, NP_001261324.1	XP_001119993.2, NP_001314889.1
OG0002338	NP_001036446.2	XP_026298259.1
OG0002339	NP_001188911.1	XP_006566096.3
OG0002340	NP_001245889.1	XP_623678.2
OG0002341	NP_609968.3	XP_391912.1
OG0002342	NP_001260601.1	XP_026296361.1
OG0002343	NP_650447.1	XP_395632.3
OG0002344	NP_001262835.1	XP_006568315.2, XP_393046.2
OG0002345	NP_609239.1	XP_006560218.1
OG0002346	NP_995679.1	XP_016771785.2
OG0002347	NP_001036341.2	XP_006559185.1, XP_396723.3
OG0002349	NP_477420.1	NP_001265259.1
OG0002350	NP_650918.1	XP_392818.2
OG0002351	NP_001287218.1	XP_003250076.3
OG0002352	NP_788536.1	XP_395133.3
OG0002354	NP_001286785.1	XP_016772167.1
OG0002355	NP_001259311.1	XP_006566805.1
OG0002356	NP_001261092.1	XP_006566091.1
OG0002357	NP_001285977.1	XP_026299554.1, XP_026299556.1, XP_026299555.1
OG0002358	NP_648945.1	XP_006566151.2
OG0002359	NP_001285406.1	XP_395266.4
OG0002360	NP_001285833.1	XP_624376.1
OG0002361	NP_608335.1, NP_609269.1	XP_623701.2, XP_006572212.1
OG0002362	NP_996330.1	XP_006559626.1
OG0002363	NP_001286579.1	XP_026299576.1
OG0002364	NP_572709.1	XP_003251236.1, XP_016772918.1, XP_016772914.1
OG0002365	NP_609980.1	XP_392640.1
OG0002366	NP_573019.1, NP_573018.1	XP_026298726.1
OG0002367	NP_652500.1, NP_001097158.1	XP_003249313.1
OG0002368	NP_001262276.1	XP_006567764.1
OG0002369	NP_647972.1	XP_016769970.1
OG0002370	NP_650501.1	XP_016769894.1
OG0002371	NP_650583.1	XP_393373.3
OG0002372	NP_610940.1	XP_006562223.2, XP_016767727.2
OG0002373	NP_001188884.1	XP_393684.4
OG0002374	NP_995906.1	XP_006561887.2
OG0002375	NP_523887.2	XP_006564069.2
OG0002376	NP_728294.1	NP_001165874.1
OG0002377	NP_611064.2	XP_006570776.2
OG0002378	NP_001261992.1	XP_006557619.1, XP_393658.4
OG0002379	NP_001262969.1	XP_393196.4
OG0002380	NP_001285145.1	XP_393330.3, XP_006566741.2, XP_006566742.2
OG0002381	NP_649859.1	XP_006570749.1, XP_006570746.1
OG0002382	NP_001287132.1	XP_026298356.1
OG0002383	NP_001033847.1, NP_001259598.1	XP_026296958.1
OG0002384	NP_648946.3	XP_026298957.1, XP_026298956.1
OG0002385	NP_648047.2	XP_006567414.2
OG0002387	NP_001285097.1	XP_016773609.1, XP_016773612.1
OG0002388	NP_610573.1	XP_623803.3
OG0002390	NP_648059.1	XP_393685.3
OG0002391	NP_608934.1	XP_026296830.1
OG0002392	NP_651763.4	XP_006563636.2
OG0002393	NP_001163553.1, NP_649819.1	XP_006570296.1
OG0002394	NP_788051.1	XP_026299562.1
OG0002395	NP_001247100.1	XP_395493.4
OG0002397	NP_001246018.1	XP_006569033.1
OG0002398	NP_651872.1	XP_006568836.1
OG0002399	NP_001137537.1	XP_001122476.1
OG0002400	NP_650561.1	XP_006558376.1
OG0002401	NP_001097307.1	XP_026297425.1, XP_026297424.1
OG0002402	NP_477294.2	XP_026297068.1
OG0002403	NP_001287262.1	XP_006566769.1, XP_026299606.1
OG0002404	NP_001260216.1	XP_624449.2
OG0002406	NP_524768.2	XP_016773418.1
OG0002407	NP_001245885.1	NP_001165876.1, XP_016767967.1
OG0002408	NP_001162682.2	XP_624991.1
OG0002409	NP_001262033.1	XP_001121189.3
OG0002410	NP_001246751.1	XP_016768711.1, XP_392795.3
OG0002411	NP_001284821.1	XP_006559518.1
OG0002412	NP_001287599.1	XP_016767675.2, XP_026296721.1
OG0002413	NP_001259732.1	XP_624872.2
OG0002414	NP_610802.1	XP_624457.1
OG0002415	NP_001286334.1	XP_001120697.3
OG0002416	NP_729266.2	XP_026299865.1
OG0002417	NP_001033904.1	XP_016772307.1
OG0002418	NP_001260819.1	XP_623905.1
OG0002419	NP_572888.2	XP_003251435.2
OG0002420	NP_525122.1	XP_397291.2
OG0002421	NP_523837.2	XP_016766179.1
OG0002422	NP_536796.2	XP_006571516.1, NP_001265264.1
OG0002423	NP_648206.1	XP_016768234.1
OG0002425	NP_610034.2	XP_006572362.1, XP_026299259.1
OG0002426	NP_001285784.1	XP_016768023.1, XP_006563315.1
OG0002427	NP_001097435.2	XP_016769061.2
OG0002428	NP_476726.2	XP_026300990.1
OG0002429	NP_001097670.1	XP_026296485.1
OG0002430	NP_611937.2	XP_003250715.2
OG0002431	NP_001163464.1	XP_006571635.1
OG0002432	NP_651316.1	XP_395531.2, XP_006572160.1
OG0002433	NP_724288.3	XP_006566445.2
OG0002434	NP_001261733.1	XP_026300177.1
OG0002435	NP_611896.1	XP_396547.5
OG0002436	NP_001262874.1	XP_016770052.1, XP_006562558.1, XP_001121936.2
OG0002437	NP_001261810.1	XP_006566385.1
OG0002439	NP_649278.1	XP_026298885.1, XP_026298884.1
OG0002440	NP_001286033.1	XP_006561691.1, XP_396411.5
OG0002441	NP_001245603.1	XP_006560991.1, XP_006560988.1
OG0002442	NP_649219.1	XP_026300546.1
OG0002443	NP_001036752.1	XP_397095.3
OG0002444	NP_650387.1	XP_006562704.1, XP_006562703.1
OG0002445	NP_649891.1	XP_006562252.1, XP_026296685.1
OG0002446	NP_647670.3	XP_016769083.2, XP_395960.3
OG0002447	NP_001097492.2	XP_006558861.1
OG0002448	NP_610165.1	XP_006569306.1
OG0002449	NP_001245635.1	XP_006570947.2, XP_016768089.1, XP_016768088.1, XP_016768090.1, XP_006570946.1
OG0002450	NP_001285547.1	XP_006557555.1
OG0002451	NP_001261997.1	XP_006568921.1
OG0002452	NP_001356945.1	NP_001159376.1, XP_006558004.1
OG0002453	NP_001163659.1, NP_652488.1	XP_016769679.1, XP_016769680.1
OG0002455	NP_001097687.1	XP_006563267.1, NP_001128415.1
OG0002456	NP_001262810.1	XP_006565435.1, XP_026297144.1, XP_006565434.1
OG0002457	NP_001014632.3	XP_016768499.1, XP_016768500.1, XP_392443.4
OG0002458	NP_524080.1, NP_651090.2, NP_732554.1	XP_397248.4
OG0002459	NP_001097031.2	XP_006569221.1, XP_006569223.1
OG0002460	NP_729926.1	XP_001120114.2
OG0002462	NP_001285167.1, NP_648056.1	XP_026302241.1, XP_026294936.1
OG0002465	NP_729252.2, NP_001261520.1, NP_648118.1, NP_648119.1, NP_001261516.1, NP_001261515.1	XP_623727.2
OG0002466	NP_647879.1	XP_026299799.1
OG0002467	NP_649551.4	XP_006563443.2, XP_623887.3
OG0002468	NP_001246985.1, NP_996107.1	XP_006572092.1
OG0002471	NP_476824.1, NP_476623.1	XP_026298939.1, XP_026298938.1, XP_026298937.1, XP_026298936.1, XP_026298941.1, XP_026298940.1
OG0002472	NP_001137976.1	XP_006564903.1, XP_006564906.1, XP_006564907.1
OG0002473	NP_609055.2	XP_016769798.2
OG0002474	NP_730083.2	XP_393711.3
OG0002476	NP_001260618.1	XP_001120325.2
OG0002477	NP_651681.2	XP_003249096.1
OG0002479	NP_001262650.1, NP_732186.1	XP_623965.2
OG0002480	NP_001246696.1	XP_026296492.1, XP_624137.2
OG0002482	NP_001137614.1	XP_001120644.2
OG0002483	NP_001245916.1	XP_016773175.2, XP_006571554.2
OG0002484	NP_995666.1	XP_006568887.1, XP_006568888.1
OG0002485	NP_609293.2	XP_016769797.1
OG0002486	NP_001245826.1	XP_026295927.1, XP_016767220.2
OG0002487	NP_001287284.1	XP_006568799.1
OG0002489	NP_001260047.1	XP_006558274.1
OG0002490	NP_609182.1, NP_001285740.1	NP_001306198.1
OG0002491	NP_651881.2	XP_016769618.2, XP_016769616.2, XP_016769617.2
OG0002492	NP_001097652.1, NP_649244.3	XP_001120512.5, XP_026302034.1, XP_026302033.1
OG0002507	NP_650836.1	XP_016771167.1, NP_001152775.1
OG0002508	NP_001287625.1	XP_393351.4
OG0002509	NP_524550.1	XP_625078.1
OG0002510	NP_476853.1	XP_026297098.1
OG0002511	NP_647805.1	NP_001127843.1
OG0002512	NP_001261989.1	XP_624373.2
OG0002513	NP_001163673.1	XP_001121223.1
OG0002514	NP_001189213.1	XP_006564097.2
OG0002515	NP_609160.2	XP_026298979.1, XP_006566246.2
OG0002516	NP_001285464.1	XP_393249.2
OG0002517	NP_608981.1	XP_001120059.3
OG0002518	NP_001285325.1	XP_395200.2
OG0002519	NP_477098.1	XP_016766875.1
OG0002520	NP_650777.1	XP_394373.1
OG0002521	NP_001285016.1	XP_006559757.1
OG0002522	NP_725361.1, NP_001260966.1, NP_610933.1	XP_026299811.1
OG0002523	NP_524726.1	XP_393671.2
OG0002525	NP_650643.2	XP_001123128.1
OG0002526	NP_729096.1	XP_006558645.1, XP_006558644.1
OG0002527	NP_650450.1	XP_001121698.2
OG0002529	NP_001259368.1, NP_725807.1, NP_611346.1	XP_001122256.1
OG0002530	NP_001284750.1	XP_006567038.1, XP_006567037.1
OG0002531	NP_729108.2	XP_394666.3, XP_006569469.1, XP_016768683.1
OG0002532	NP_001303459.1	NP_001229370.1
OG0002533	NP_001189057.1	XP_624305.2
OG0002534	NP_001260511.1, NP_001259950.1, NP_608698.2	XP_393468.2
OG0002535	NP_001014515.1	XP_006566156.1
OG0002536	NP_001262248.1	XP_625223.2
OG0002537	NP_477464.1	XP_393448.2
OG0002538	NP_608449.1	XP_006560139.1
OG0002539	NP_001286902.1	XP_624145.3
OG0002540	NP_001285565.1	XP_396758.1
OG0002541	NP_524613.1	XP_006571767.1
OG0002542	NP_647636.3	XP_006564004.1, XP_624474.1
OG0002543	NP_001260237.1	XP_016768293.1
OG0002544	NP_572299.1, NP_651675.1	XP_026296357.1
OG0002545	NP_001285329.1	XP_026297917.1
OG0002546	NP_648328.1	XP_006568633.1
OG0002547	NP_651245.1	XP_016768974.1
OG0002548	NP_001286187.1	XP_624881.1
OG0002549	NP_572271.1, NP_001260905.1	XP_393166.2
OG0002550	NP_731188.1, NP_731186.2	XP_392591.2
OG0002551	NP_651538.1	XP_391898.1
OG0002552	NP_572837.1, NP_609653.1	XP_026298996.1
OG0002553	NP_610310.2, NP_001260787.1, NP_001260786.1, NP_001260785.1, NP_001259270.1, NP_001260784.1	XP_395899.2
OG0002554	NP_648579.3	XP_624095.3
OG0002555	NP_001014746.1	XP_396259.1
OG0002556	NP_001259397.1	XP_625060.1, XP_003250792.1
OG0002557	NP_001285511.1, NP_001163126.1	XP_026302267.1, XP_001122332.1
OG0002558	NP_523773.1	XP_003250169.1
OG0002559	NP_650691.1	XP_006563667.1
OG0002561	NP_995670.2	XP_006568803.2
