Orthogroup	Drosophila_melanogaster	Acyrthosiphon_pisum
OG0001559	NP_650472.2	XP_008185039.1
OG0001560	NP_001246228.1	XP_008186404.1, XP_016662679.1
OG0001561	NP_001260963.1	XP_029341351.1, XP_008186937.1, XP_029341646.1
OG0001562	NP_001137943.2	XP_016663542.1, XP_008187530.2, XP_016660440.1
OG0001563	NP_001246300.1	XP_008187964.3
OG0001564	NP_650698.1	XP_008189660.1, XP_016659665.1, XP_029341277.1, XP_029341276.1
OG0001565	NP_001286976.1	XP_008189936.1
OG0001567	NP_001137746.1	XP_016658137.2
OG0001568	NP_001263152.1	XP_016658644.1
OG0001569	NP_477320.1	XP_016659072.1
OG0001570	NP_648176.1	XP_016659399.1
OG0001571	NP_610075.2	XP_016660614.1, XP_029346556.1, XP_016660615.1, XP_016660613.1
OG0001575	NP_524337.1	XP_016665048.1
OG0001576	NP_001286660.1, NP_788526.1, NP_649081.1, NP_650171.2, NP_608804.1	XP_029341788.1, XP_029341787.1, XP_029341790.1, XP_029341789.1
OG0001577	NP_001285493.1	XP_029341940.1
OG0001579	NP_001097592.1	XP_029343105.1, XP_029343104.1
OG0001580	NP_001285528.1	XP_029343957.1
OG0001581	NP_608983.2	XP_029347791.1, XP_029344497.1
OG0001582	NP_001287593.1	XP_029345144.1
OG0001583	NP_001189157.1	XP_029345306.1
OG0001584	NP_648993.1	XP_029346124.1
OG0001585	NP_001262143.1	XP_029346669.1, XP_029348133.1
OG0001586	NP_647865.2	XP_029346801.1
OG0001587	NP_648090.1	XP_029347036.1
OG0001588	NP_001188558.1	XP_029347321.1, XP_029348055.1
OG0001589	NP_726318.1	XP_029348255.1
OG0001614	NP_001259303.1, NP_569908.1, NP_608731.1	NP_001119609.1
OG0001615	NP_523764.1	NP_001165434.1, NP_001119664.1
OG0001616	NP_001259833.1	XP_001949992.2, XP_001947239.1, NP_001129661.1, NP_001119692.1
OG0001617	NP_524011.1, NP_648631.1	XP_016664309.1, XP_001949968.4, XP_001952346.3, XP_029347218.1, XP_029347450.1, XP_003240157.1, NP_001155377.1, XP_008178676.1
OG0001619	NP_652526.1	XP_008189793.1, XP_008180212.1, NP_001155629.1
OG0001620	NP_609496.1	NP_001155671.1
OG0001621	NP_573362.1, NP_729837.1	XP_029344967.1, NP_001155770.1, XP_008187262.1
OG0001622	NP_572536.1	XP_008180830.1, NP_001155791.1
OG0001623	NP_524400.2	NP_001155857.1
OG0001624	NP_788056.1	NP_001155934.1, NP_001155932.1, NP_001155933.1, XP_008184379.1, NP_001155935.1
OG0001625	NP_001262669.1	NP_001156134.1
OG0001626	NP_001259186.1	NP_001156141.1
OG0001627	NP_001303417.1	NP_001156148.1, XP_008185366.1
OG0001628	NP_651052.1	XP_029341957.1, NP_001156245.1, XP_029344470.1, XP_029344469.1, XP_029344468.1, XP_008186771.2, NP_001233098.1, XP_016656492.1, XP_001948530.2, XP_001947430.2
OG0001629	NP_651782.1	NP_001156316.1, XP_008178127.1, XP_008189895.1, NP_001165437.1
OG0001630	NP_729395.2	NP_001156347.1, XP_016659252.1
OG0001631	NP_001261267.1	NP_001156438.1
OG0001632	NP_001245408.1	XP_008183084.1, NP_001156712.1
OG0001633	NP_001246351.1	NP_001232954.1
OG0001634	NP_651054.1	NP_001233050.1
OG0001635	NP_001303479.1	NP_001280462.1
OG0001636	NP_728142.1	NP_001313576.1
OG0001637	NP_612046.1	NP_001313606.1
OG0001638	NP_648826.2	XP_001942629.2
OG0001639	NP_572360.1	XP_001942635.2
OG0001640	NP_477027.1	XP_001944671.1, XP_001942710.1, XP_008187704.1
OG0001641	NP_722909.2, NP_996098.1, NP_648799.1, NP_648800.1, NP_001137779.1, NP_001261342.1	XP_001942933.2
OG0001642	NP_725207.1	XP_001943211.1, XP_001943270.1, XP_008181942.1
OG0001644	NP_001262395.1	XP_001945235.1
OG0001645	NP_733058.1	XP_001944045.2
OG0001646	NP_001285211.1	XP_001944173.2
OG0001647	NP_570025.1	XP_029343557.1, XP_001944181.1, XP_003248804.3, XP_029341067.1
OG0001648	NP_001287187.1	XP_001944186.1
OG0001649	NP_609720.1, NP_524152.2	XP_001944730.2
OG0001650	NP_648222.3	XP_001945180.1
OG0001651	NP_001259585.1	XP_001945607.2
OG0001652	NP_788858.1	XP_001945713.2
OG0001653	NP_995788.1	XP_001945941.2
OG0001654	NP_001246814.1	XP_001946378.2
OG0001655	NP_001245567.1	XP_001946635.1
OG0001656	NP_569872.1	XP_001946836.2
OG0001657	NP_001286489.1	XP_029341082.1, XP_001946895.2
OG0001658	NP_001259992.1	XP_016663561.1, XP_001948609.1, XP_001947103.1
OG0001659	NP_730944.2	XP_001947555.1, XP_016661886.1
OG0001660	NP_648750.1	XP_016659421.1, XP_001947974.1, XP_029342385.1, XP_008182235.1, XP_008182228.1
OG0001661	NP_001261775.1	XP_001948336.2, XP_008187588.1
OG0001662	NP_001097377.2	XP_001948434.2
OG0001663	NP_649918.1	XP_001948502.1
OG0001664	NP_648183.3	XP_001948999.2
OG0001665	NP_001014619.2	XP_001949124.1
OG0001666	NP_001163472.1, NP_649145.1	XP_001949417.2
OG0001667	NP_001261574.1	XP_016660819.2, XP_001949587.4, XP_016660818.2, XP_008182459.1, XP_008187915.2
OG0001669	NP_001287417.1	XP_001950332.1, XP_008179737.1
OG0001670	NP_001138149.1	XP_001950746.1
OG0001671	NP_732316.2	XP_001950779.1, XP_016659456.1, XP_008182266.1, XP_008182272.1, XP_029346598.1, XP_016658189.1, XP_029344288.1, XP_008189734.1
OG0001672	NP_001246400.1	XP_016664060.1, XP_001950792.1
OG0001673	NP_649883.1	XP_001951789.2, XP_001951110.1
OG0001674	NP_001260539.1	XP_001951117.2
OG0001675	NP_001261382.1	XP_001951163.2, XP_008187982.1
OG0001676	NP_001163073.2	XP_001951600.1
OG0001677	NP_001260561.1	XP_001951757.1
OG0001679	NP_611460.1	XP_001952174.1
OG0001680	NP_001260364.1, NP_001033899.1	XP_001952275.1
OG0001681	NP_001163282.1	XP_001952488.1, XP_003244801.1, XP_008183491.1, XP_008183492.1
OG0001682	NP_001285158.1	XP_003241201.1
OG0001684	NP_001368993.1, NP_001368940.1	XP_003244008.1
OG0001685	NP_001097520.2	XP_029345345.1, XP_003244045.1
OG0001686	NP_731649.2	XP_003244114.1
OG0001687	NP_609069.1	XP_003244150.1, XP_029343745.1, XP_003248022.1
OG0001688	NP_001104382.3	XP_003244236.1
OG0001690	NP_652015.1	XP_003247236.1, XP_008181864.2
OG0001693	NP_001245400.1	XP_003247797.1
OG0001694	NP_610256.1	XP_003247833.1
OG0001695	NP_001262760.1	XP_003247962.1, XP_008184535.1, XP_029342167.1
OG0001696	NP_001247156.1	XP_029346128.1, XP_003248837.3
OG0001697	NP_001245797.1	XP_008178829.1
OG0001698	NP_611941.1	XP_008179534.1, XP_008179541.1, XP_029348111.1, XP_016658893.2, XP_016658341.1, XP_016658802.1
OG0001699	NP_733303.2	XP_029345236.1, XP_008179743.1
OG0001700	NP_001189311.1	XP_008180611.1
OG0001701	NP_995862.1	XP_008181703.1
OG0001702	NP_651170.1	XP_008182063.3
OG0001703	NP_001262871.1, NP_651242.1	XP_008183132.2
OG0001704	NP_001356971.1	XP_008183183.1
OG0001706	NP_001247116.1	XP_029342018.1, XP_008183985.1, XP_029342017.1, XP_016660636.1
OG0001707	NP_001262589.2	XP_008184047.1
OG0001708	NP_001287390.1	XP_008184069.1
OG0001709	NP_001303494.1	XP_008184777.1
OG0001710	NP_651745.1, NP_573217.1, NP_730784.1	XP_008185276.2
OG0001711	NP_608741.1	XP_008185641.1, XP_016661368.1
OG0001712	NP_001188885.2	XP_008185711.1
OG0001713	NP_001033943.2	XP_008185732.1, XP_008185731.1, XP_008185730.1, XP_008185729.1
OG0001714	NP_649156.1	XP_008185781.1
OG0001715	NP_001285698.1	XP_008186070.1
OG0001716	NP_001163671.1	XP_008186221.1
OG0001717	NP_611675.2	XP_008186368.1
OG0001718	NP_001287021.1, NP_001261456.1, NP_001261457.1	XP_008186471.1
OG0001719	NP_001245568.1	XP_029346950.1, XP_008187666.1
OG0001720	NP_610938.1	XP_008187727.1
OG0001722	NP_723401.1	XP_008189818.1
OG0001723	NP_001188979.1, NP_524242.2, NP_001287190.1	XP_016656015.1
OG0001724	NP_001261391.1	XP_016657416.1
OG0001725	NP_524401.2	XP_016657929.1
OG0001726	NP_477075.2, NP_001303577.1, NP_001303576.1, NP_001285482.2, NP_001285481.1, NP_524670.2, NP_001303578.1, NP_001368966.1	XP_016658867.1
OG0001727	NP_001036351.2, NP_608475.1, NP_609417.1	XP_016659837.1
OG0001728	NP_001286002.1	XP_016659994.1
OG0001729	NP_001286919.1	XP_016660123.1
OG0001730	NP_001247378.2, NP_001245717.1, NP_001245715.1	XP_016662596.1
OG0001731	NP_572995.1, NP_001163445.1	XP_016662755.1, XP_029347626.1
OG0001732	NP_651725.1	XP_016663406.1
OG0001733	NP_001260590.1, NP_523506.1, NP_523578.1, NP_523507.2	XP_016663444.1, XP_029348714.1
OG0001734	NP_608563.1	XP_029341592.1
OG0001735	NP_609387.1	XP_029341951.1
OG0001736	NP_001014495.1	XP_029347042.1
OG0001736	NP_001097944.1	XP_029342237.1
OG0001737	NP_001259675.1, NP_001033853.1	XP_029342873.1
OG0001738	NP_001014543.1	XP_029342948.1
OG0001739	NP_001246653.1	XP_029343150.1
OG0001740	NP_001036555.1	XP_029343949.1
OG0001742	NP_733224.2	XP_029344583.1
OG0001743	NP_001285126.1	XP_029344991.1
OG0001744	NP_651315.2	XP_029345593.1
OG0001745	NP_650743.1	XP_029345636.1
OG0001746	NP_524852.2, NP_611854.1	XP_029345814.1
OG0001747	NP_001261633.1	XP_029346653.1
OG0001748	NP_001189227.1	XP_029347349.1
OG0001749	NP_001036722.1	XP_029347633.1, XP_029347629.1
OG0001774	NP_476778.1	XP_008188214.1, NP_001155610.1, NP_001119694.1
OG0001775	NP_523735.2	XP_008188848.1, NP_001129410.1, NP_001156569.1
OG0001776	NP_620470.1	XP_001951172.2, NP_001129411.1
OG0001777	NP_001245758.1	NP_001129414.1
OG0001778	NP_001262233.1	NP_001129594.1
OG0001779	NP_648194.1, NP_726718.1, NP_001261626.1, NP_648160.2, NP_648052.1	XP_001945775.2, NP_001155452.1, NP_001155825.1
OG0001780	NP_610617.1	XP_016659892.1, NP_001155461.1
OG0001781	NP_650423.1	NP_001155485.1, NP_001156710.1, NP_001156709.1, NP_001156708.1
OG0001782	NP_649000.1	NP_001155515.1
OG0001783	NP_647892.1	NP_001155530.1, XP_016660437.1
OG0001784	NP_001163585.1	NP_001155547.1
OG0001785	NP_524416.1	XP_029341505.1, NP_001155654.1, XP_008182090.1
OG0001786	NP_001260689.1	XP_008178954.1, NP_001155672.1
OG0001787	NP_648786.1	NP_001155724.1
OG0001788	NP_001036396.2, NP_724103.1	XP_016663392.1, NP_001155801.1, XP_003241568.1
OG0001789	NP_651728.1	NP_001156108.1, XP_016656321.1
OG0001790	NP_649460.3	XP_008185976.1, NP_001156182.1
OG0001791	NP_572504.1	NP_001156204.1, XP_008184616.1
OG0001792	NP_611734.1	NP_001156247.1, XP_008187622.1
OG0001793	NP_608828.2	NP_001156305.1
OG0001794	NP_001259442.1	NP_001156307.1
OG0001795	NP_730901.1	NP_001156453.1
OG0001796	NP_477212.1	NP_001156565.1, XP_016655961.1
OG0001797	NP_001286694.1, NP_001163244.1, NP_523830.2	XP_029347227.1, XP_029342124.1, NP_001156579.1
OG0001798	NP_001260982.1	XP_029348234.1, XP_016655913.2, XP_029345191.1, XP_016658087.1, XP_003243647.1, XP_016657737.1, NP_001156599.1
OG0001799	NP_001260496.1	NP_001156668.1, XP_008179071.1
OG0001800	NP_001262652.1, NP_001262651.1	NP_001156706.1
OG0001801	NP_572456.1, NP_001259211.1, NP_651547.1, NP_001262253.1	XP_001944696.1, NP_001157399.1, XP_001945331.2, XP_001951652.2
OG0001802	NP_001162765.1	XP_029345658.1, NP_001162144.1
OG0001803	NP_001015387.1	NP_001191873.1, NP_001191872.1, NP_001191871.1, XP_008183099.1, XP_029341515.1
OG0001804	NP_728575.2, NP_612081.1	NP_001232953.1, XP_016657413.1
OG0001805	NP_649038.1, NP_730334.2	NP_001232979.1
OG0001806	NP_610087.2	NP_001233043.1
OG0001807	NP_001286460.1	XP_001942509.2
OG0001808	NP_650163.2, NP_650840.1	XP_008187931.1, XP_001952480.2
OG0001809	NP_609837.1	XP_001942715.1
OG0001810	NP_001246271.1	XP_001942856.1, XP_008179964.1
OG0001811	NP_001262677.1	XP_001943135.2, XP_016659076.1, XP_003241140.2, XP_016655900.1
OG0001812	NP_001259970.1	XP_001943187.1, XP_001948026.1
OG0001813	NP_611350.1	XP_016663414.1, XP_001943319.2, XP_008187381.1
OG0001814	NP_524758.1	XP_001943377.1
OG0001815	NP_476667.1, NP_001246493.1	XP_029348024.1, XP_001943392.1, XP_029341214.1, XP_001947071.2
OG0001816	NP_648106.1	XP_008187096.1, XP_001943493.2, XP_016656595.1
OG0001818	NP_001285489.1	XP_001943774.1, XP_008180057.1
OG0001820	NP_649757.1	XP_001943903.1
OG0001821	NP_001287100.1	XP_003248297.1, XP_001943957.2
OG0001822	NP_995873.2	XP_001944669.2
OG0001823	NP_609767.2, NP_001260489.1	XP_001944675.1, XP_008189752.1, XP_029347493.1, XP_029348629.1
OG0001824	NP_001356918.1	XP_001944700.1
OG0001825	NP_001285277.1	XP_001944739.1
OG0001826	NP_610191.2	XP_001944820.1
OG0001827	NP_001261341.1	XP_001944905.2
OG0001828	NP_477184.1	XP_003246708.1, XP_008186331.1, XP_001945001.1, XP_016660475.1
OG0001829	NP_511153.1	XP_001945038.1
OG0001830	NP_001189170.1	XP_001945197.2
OG0001831	NP_648895.1	XP_001945437.1
OG0001832	NP_611293.3	XP_001945557.2
OG0001833	NP_001262071.1	XP_001945830.2
OG0001834	NP_725449.1, NP_611238.2, NP_001285657.1	XP_001946240.1
OG0001835	NP_648567.2	XP_001946328.2
OG0001835	NP_729801.1	XP_016661442.1, XP_016661441.1
OG0001836	NP_001097041.2	XP_001946879.2
OG0001838	NP_649809.1	XP_001947118.2
OG0001839	NP_524496.1	XP_003246231.1
OG0001840	NP_001287291.1	XP_001947300.1
OG0001841	NP_649554.1	XP_001947958.2
OG0001843	NP_001163392.1	XP_029348519.1, XP_008186988.1, XP_001948155.2
OG0001844	NP_733332.1	XP_003246366.1, XP_029343168.1, XP_001948222.1, XP_008186214.1
OG0001845	NP_649732.1	XP_001948310.1, XP_003248687.2
OG0001846	NP_788721.1	XP_001948529.2
OG0001847	NP_001163705.1	XP_001948531.1
OG0001848	NP_610735.1	XP_016661036.1, XP_001948639.1
OG0001849	NP_001303451.1, NP_524581.1	XP_001948795.2, XP_003245783.1
OG0001850	NP_001097569.1	XP_001948861.1
OG0001851	NP_524795.2	XP_001949188.2
OG0001852	NP_611258.2	XP_001949433.2
OG0001853	NP_001285407.1	XP_016664162.1, XP_016664159.1, XP_016664156.1, XP_001949667.2, XP_029342086.1
OG0001854	NP_610231.2, NP_525107.1, NP_536747.2	XP_029343283.1
OG0001855	NP_001097922.1	XP_008188230.1, XP_001949717.1
OG0001856	NP_650446.2	XP_001949793.2, XP_008182796.1
OG0001858	NP_651605.1	XP_001950544.1
OG0001859	NP_001261279.1, NP_608679.1	XP_016660503.1, XP_001950684.2, XP_029345572.1
OG0001860	NP_001286627.1	XP_001950915.3
OG0001861	NP_524274.1	XP_001951063.1
OG0001862	NP_001096954.1	XP_001951151.1, XP_008187987.1, XP_008187986.1
OG0001863	NP_001303452.1	XP_001951176.1
OG0001864	NP_001259978.1	XP_001951225.1
OG0001865	NP_001036440.1	XP_001951536.1, XP_001951914.1
OG0001866	NP_610462.3	XP_029341527.1, XP_016657739.1, XP_001951538.1
OG0001867	NP_651658.1	XP_001951701.1
OG0001868	NP_732113.3	XP_001951736.1, XP_008183468.1, XP_008183466.1
OG0001869	NP_477402.1	XP_001952010.1, XP_016664220.1
OG0001870	NP_001285457.1	XP_001952173.2
OG0001871	NP_572522.2	XP_001952722.1
OG0001872	NP_536773.1	XP_001952755.1
OG0001873	NP_730982.1	XP_001952829.1
OG0001874	NP_477024.1	XP_008185190.1, XP_001952839.1
OG0001875	NP_511130.2	XP_029346961.1, XP_001952853.2
OG0001876	NP_001368952.1	XP_001952862.2
OG0001877	NP_001014498.1	XP_003240052.1
OG0001878	NP_001260348.1	XP_003242518.2, XP_003240785.1, XP_003247189.1
OG0001879	NP_608749.2, NP_652101.2	XP_003240974.1
OG0001880	NP_001033948.1	XP_003241869.2
OG0001881	NP_722959.1	XP_003242009.1
OG0001882	NP_001188575.1	XP_003242232.1
OG0001883	NP_650805.1	XP_003242255.1
OG0001884	NP_001188772.1	XP_016656757.1, XP_003242429.1
OG0001885	NP_001262303.1	XP_003242954.1, XP_008180737.1
OG0001886	NP_001261166.1	XP_003242961.1
OG0001887	NP_723772.2	XP_008180938.2, XP_029342240.1, XP_003243122.1
OG0001888	NP_001286416.1	XP_003243530.1
OG0001889	NP_651593.1	XP_029341382.1, XP_003246404.1, XP_003245803.1, XP_029348673.1, XP_003243691.1
OG0001890	NP_609530.1	XP_003247580.1, XP_003243804.1
OG0001891	NP_476733.1	XP_003243994.1
OG0001892	NP_001245925.1, NP_611294.1	XP_003244214.1
OG0001893	NP_477049.2	XP_003245723.1
OG0001894	NP_001137875.1	XP_003246006.1, XP_029341180.1
OG0001895	NP_524651.2	XP_003246351.1, XP_029342851.1, XP_029342101.1
OG0001896	NP_609570.1	XP_003246488.1
OG0001897	NP_611140.3	XP_016662331.1, XP_016662330.1, XP_016662332.1, XP_003246500.3
OG0001898	NP_001263035.1	XP_029343282.1, XP_016662941.1, XP_003247013.1, XP_003246976.1
OG0001899	NP_724878.2	XP_003247539.2, XP_008178962.1, XP_003247488.1
OG0001900	NP_001259735.1	XP_029344450.1, XP_016663722.1, XP_003247737.1, XP_016663723.1, XP_016663721.1, XP_008187787.1
OG0001901	NP_651080.2	XP_008178515.1, XP_016656489.1
OG0001902	NP_001286818.1	XP_008178645.1
OG0001903	NP_001285675.1	XP_008178715.1
OG0001905	NP_001287263.1	XP_008179792.1
OG0001906	NP_001245625.1	XP_029342055.1, XP_008179815.2, XP_029344463.1, XP_029341364.1, XP_016658914.1, XP_029342300.1, XP_029341631.1, XP_029341273.1, XP_029345733.1, XP_029348404.1, XP_016661773.1
OG0001908	NP_650314.1	XP_008181779.1
OG0001909	NP_001033913.1	XP_008182340.1
OG0001910	NP_648745.1	XP_008182560.1, XP_029346097.1
OG0001911	NP_726108.3	XP_029342679.1
OG0001912	NP_001286124.1	XP_008182696.1
OG0001913	NP_524909.1	XP_016659699.1, XP_008182892.1, XP_029344147.1
OG0001914	NP_608998.2	XP_008183203.1
OG0001914	NP_001188704.1	XP_008183199.1
OG0001915	NP_001014612.1	XP_008183547.2
OG0001916	NP_648272.1	XP_008183576.1
OG0001917	NP_611237.2	XP_008183695.1
OG0001919	NP_610950.2	XP_008185199.1
OG0001920	NP_608361.3	XP_008185245.2
OG0001921	NP_001036438.1	XP_008185452.1
OG0001922	NP_001246140.1	XP_029346200.1, XP_008185784.1
OG0001923	NP_726381.1	XP_008185966.1
OG0001924	NP_609384.1	XP_008186124.1
OG0001925	NP_476618.1	XP_008186171.1
OG0001926	NP_609736.1	XP_008186521.1
OG0001927	NP_524688.1	XP_008186724.1, XP_008186723.1, XP_029342722.1
OG0001928	NP_001261246.1	XP_016663362.1, XP_016663361.1, XP_016663364.1, XP_029345615.1, XP_016663360.1, XP_008187295.1
OG0001929	NP_001260566.1, NP_001260567.1	XP_008188001.1
OG0001930	NP_650547.1	XP_008189285.1
OG0001931	NP_001097135.1	XP_008189349.1
OG0001932	NP_608570.1	XP_029347696.1
OG0001933	NP_524431.2	XP_016656755.1
OG0001935	NP_001015254.1	XP_029345347.1, XP_016659373.1
OG0001936	NP_001286158.1	XP_016659625.1, XP_029343633.1
OG0001937	NP_001259619.1	XP_016660066.1
OG0001938	NP_001286427.1	XP_016661178.2
OG0001939	NP_649157.1	XP_016662921.1
OG0001940	NP_001287364.1	XP_016664224.1
OG0001941	NP_001368962.1	XP_029342563.1
OG0001942	NP_001260565.1, NP_476804.1	XP_029342943.1
OG0001943	NP_001188918.1, NP_651214.2	XP_029348042.1, XP_029343108.1
OG0001944	NP_001163494.1	XP_029343229.1, XP_029343228.1
OG0001945	NP_572873.2	XP_029343268.1, XP_029343266.1
OG0001946	NP_001303420.1	XP_029343313.1
OG0001947	NP_649796.1	XP_029343893.1
OG0001949	NP_001285813.1	XP_029344221.1
OG0001950	NP_001261595.1	XP_029344449.1
OG0001951	NP_726846.1	XP_029345038.1
OG0001952	NP_001245466.1	XP_029345699.1
OG0001953	NP_524790.1, NP_001261255.1, NP_788450.1	XP_029346601.1
OG0001987	NP_001356937.1	NP_001153863.1
OG0001988	NP_524001.2	NP_001155380.1, XP_008184303.1
OG0001989	NP_001260098.1, NP_001284837.1	NP_001155391.1, XP_008180716.1
OG0001990	NP_788760.1	NP_001155397.1
OG0001991	NP_001262998.1	NP_001155422.1, XP_029344736.1
OG0001992	NP_001245552.1	NP_001155668.1, XP_008180669.1
OG0001993	NP_611538.1	NP_001155708.1
OG0001994	NP_651072.1	NP_001155742.1, XP_008187651.1
OG0001995	NP_523355.2	NP_001155756.1
OG0001996	NP_001287145.1, NP_649391.1, NP_649394.1, NP_649395.1	XP_008185916.1
OG0001996	NP_524991.1, NP_649393.1, NP_724787.1	XP_008185909.1, NP_001155858.1
OG0001997	NP_996267.1	NP_001156096.1, XP_008181077.1, XP_008182672.2
OG0001998	NP_651780.1	XP_008183251.1, NP_001156221.1
OG0001999	NP_523428.1	NP_001156231.1
OG0002000	NP_726490.3	NP_001156269.1, XP_029344804.1
OG0002001	NP_001285572.1	NP_001156703.1
OG0002002	NP_001027274.2, NP_001260458.1	NP_001157180.1, XP_001948608.2, XP_008183055.1, XP_001948649.2
OG0002003	NP_001259998.1	NP_001162147.1
OG0002004	NP_650776.1	NP_001191855.1
OG0002005	NP_647640.1	NP_001191949.1, XP_008190009.1
OG0002006	NP_001247376.1, NP_001247375.1	XP_008181499.1, XP_008179670.1, NP_001232987.1, XP_008190079.1, XP_008189278.1, NP_001280479.1
OG0002007	NP_001261689.1	NP_001233075.1
OG0002009	NP_001027401.1	NP_001280317.1
OG0002010	NP_651600.1	XP_001950007.1, NP_001280444.1
OG0002011	NP_001286589.1	XP_029347613.1, XP_001942528.1
OG0002012	NP_001014582.1, NP_524041.2	XP_001942532.2
OG0002013	NP_001245550.1	XP_001943028.2
OG0002014	NP_476562.1	XP_001943263.2
OG0002015	NP_609782.2	XP_001943314.1
OG0002016	NP_788448.1, NP_611764.1	XP_001944071.1, XP_001943461.1, XP_029341274.1
OG0002017	NP_610188.2	XP_001943519.1
OG0002018	NP_648586.2	XP_003244523.1, XP_001948706.2, XP_001943559.2
OG0002019	NP_001137910.2	XP_001946553.1
OG0002020	NP_732549.2	XP_001943702.1
OG0002021	NP_649827.2	XP_001943795.2
OG0002022	NP_726406.1	XP_029348587.1, XP_029342337.1, XP_029345860.1, XP_029341001.1, XP_001943817.2, XP_029342340.1, XP_003248711.2, XP_029342345.1
OG0002023	NP_001245577.1	XP_001943859.1, XP_003248674.1
OG0002024	NP_610095.1	XP_001943867.2
OG0002025	NP_649877.1	XP_001943896.1
OG0002026	NP_001259298.1	XP_003247615.2, XP_029341238.1, XP_029346359.1, XP_016661078.1, XP_029341363.1, XP_016661593.1, XP_001943915.2, XP_029345760.1, XP_016658533.1, XP_001948096.2
OG0002028	NP_001263045.1, NP_001036699.1	XP_001944028.1
OG0002029	NP_610059.1	XP_001944072.1, XP_029344159.1
OG0002032	NP_001286795.1	XP_003246696.1, XP_001944309.2
OG0002033	NP_001285275.1	XP_001944435.1
OG0002034	NP_001163027.1, NP_001189073.1	XP_001944588.1
OG0002035	NP_611093.2	XP_001944639.2
OG0002036	NP_001286548.1	XP_001944759.2
OG0002037	NP_001287064.2	XP_003241210.1
OG0002037	NP_524660.1	XP_016663786.1, XP_003241196.1, XP_001944760.2, XP_029344670.1, XP_029345728.1
OG0002038	NP_608372.1	XP_001944803.2
OG0002039	NP_001286974.1	XP_001944871.1
OG0002041	NP_647887.1	XP_001945010.1
OG0002042	NP_001137671.1, NP_610099.1	XP_001945075.2, XP_029345141.1
OG0002043	NP_001034012.2	XP_001945275.1
OG0002044	NP_001263139.1	XP_001945498.1, XP_016659740.1, XP_008182932.1
OG0002045	NP_477311.1	XP_001945626.1, XP_016657403.1
OG0002046	NP_001097124.1, NP_733326.1	XP_001945658.1
OG0002047	NP_001189286.1	XP_001945671.1
OG0002048	NP_001247185.1	XP_001945802.2
OG0002049	NP_732811.1	XP_001945884.1
OG0002050	NP_001285355.1	XP_001945892.2
