Orthogroup	Drosophila_melanogaster	Ceratina_calcarata
OG0001642	NP_725207.1	XP_017879182.1
OG0001644	NP_001262395.1	XP_026667469.1
OG0001645	NP_733058.1	XP_017880045.1, XP_026669289.1, XP_026669290.1
OG0001646	NP_001285211.1	XP_026668720.1, XP_017878838.1, XP_017878836.1, XP_017878835.1
OG0001647	NP_570025.1	XP_026674619.1
OG0001648	NP_001287187.1	XP_017875340.1
OG0001649	NP_609720.1, NP_524152.2	XP_017881323.1
OG0001650	NP_648222.3	XP_026675245.1
OG0001651	NP_001259585.1	XP_026667616.1, XP_026667603.1
OG0001652	NP_788858.1	XP_026675374.1, XP_017892220.1
OG0001653	NP_995788.1	XP_017883279.1
OG0001654	NP_001246814.1	XP_017888603.1
OG0001655	NP_001245567.1	XP_017892397.1
OG0001656	NP_569872.1	XP_017891121.1
OG0001657	NP_001286489.1	XP_026672283.1, XP_017886007.1
OG0001658	NP_001259992.1	XP_017878018.1
OG0001659	NP_730944.2	XP_017889582.1
OG0001660	NP_648750.1	XP_017893028.1
OG0001661	NP_001261775.1	XP_026670616.1
OG0001662	NP_001097377.2	XP_017886371.1
OG0001663	NP_649918.1	XP_017876718.1, XP_017876719.1
OG0001664	NP_648183.3	XP_017883594.1, XP_017883592.1
OG0001665	NP_001014619.2	XP_017878558.1
OG0001666	NP_001163472.1, NP_649145.1	XP_017883967.1
OG0001667	NP_001261574.1	XP_017879513.1, XP_026669075.1
OG0001669	NP_001287417.1	XP_017878986.1, XP_017878989.1
OG0001670	NP_001138149.1	XP_017875801.1
OG0001671	NP_732316.2	XP_017882254.1
OG0001672	NP_001246400.1	XP_026673491.1, XP_017888448.1
OG0001673	NP_649883.1	XP_017891424.1, XP_017891429.1
OG0001674	NP_001260539.1	XP_017888194.1
OG0001675	NP_001261382.1	XP_017884842.1
OG0001676	NP_001163073.2	XP_017885189.1, XP_017885190.1
OG0001677	NP_001260561.1	XP_026671202.1
OG0001679	NP_611460.1	XP_026673450.1
OG0001680	NP_001260364.1, NP_001033899.1	XP_017880192.1
OG0001681	NP_001163282.1	XP_026668087.1
OG0001682	NP_001285158.1	XP_017880907.1
OG0001684	NP_001368993.1	XP_017891459.2
OG0001685	NP_001097520.2	XP_017882422.2
OG0001686	NP_731649.2	XP_017878346.1
OG0001687	NP_609069.1	XP_026672887.1, XP_026672817.1
OG0001688	NP_001104382.3	XP_017877565.1, XP_017877567.1, XP_026668167.1, XP_026668168.1, XP_017877564.1
OG0001690	NP_652015.1	XP_017884563.1, XP_017884565.1
OG0001693	NP_001245400.1	XP_017875666.1
OG0001694	NP_610256.1	XP_026672387.1, XP_026672388.1, XP_017886053.1
OG0001695	NP_001262760.1	XP_017889583.1
OG0001696	NP_001247156.1	XP_026667052.1
OG0001697	NP_001245797.1	XP_017889914.1, XP_026674031.1, XP_026674032.1
OG0001698	NP_611941.1	XP_026675542.1, XP_026667196.1, XP_026668063.1, XP_026673847.1
OG0001699	NP_733303.2	XP_017887230.1
OG0001700	NP_001189311.1	XP_017882876.1, XP_026670779.1, XP_026670780.1
OG0001701	NP_995862.1	XP_017877082.1
OG0001702	NP_651170.1	XP_017887580.1
OG0001703	NP_001262871.1, NP_651242.1	XP_026674679.1
OG0001704	NP_001356971.1	XP_017888495.1, XP_017888494.1, XP_026673516.1, XP_026673517.1, XP_017888497.1, XP_017888496.1
OG0001706	NP_001247116.1	XP_017884418.1
OG0001707	NP_001262589.2	XP_017876145.1
OG0001708	NP_001287390.1	XP_017883231.1
OG0001709	NP_001303494.1	XP_026672855.1, XP_026672844.1
OG0001710	NP_573217.1, NP_730784.1	XP_017890623.2
OG0001711	NP_608741.1	XP_017891682.1
OG0001712	NP_001188885.2	XP_017876930.1
OG0001713	NP_001033943.2	XP_017879776.1
OG0001714	NP_649156.1	XP_017877102.1, XP_017875604.2
OG0001715	NP_001285698.1	XP_017886030.1
OG0001717	NP_611675.2	XP_017878801.1
OG0001718	NP_001287021.1, NP_001261456.1, NP_001261457.1	XP_017893125.1
OG0001719	NP_001245568.1	XP_017875778.1
OG0001720	NP_610938.1	XP_026668016.1, XP_017877352.1, XP_017877351.1
OG0001722	NP_723401.1	XP_017879558.1
OG0001723	NP_001188979.1, NP_524242.2, NP_001287190.1	XP_017889630.1, XP_026674230.1
OG0001724	NP_001261391.1	XP_017890174.1, XP_017890173.1
OG0001725	NP_524401.2	XP_017883704.1
OG0001726	NP_477075.2, NP_001303577.1, NP_001303576.1, NP_001285482.2, NP_001285481.1, NP_524670.2, NP_001303578.1, NP_001368966.1	XP_017886793.1, XP_017886882.1
OG0001727	NP_001036351.2	XP_017881968.1
OG0001728	NP_001286002.1	XP_026672112.1, XP_017888366.1, XP_026670200.1
OG0001729	NP_001286919.1	XP_017882117.1
OG0001730	NP_001247378.2, NP_001245717.1, NP_001245715.1	XP_026670129.1
OG0001731	NP_572995.1, NP_001163445.1	XP_017886957.1, XP_026672777.1
OG0001732	NP_651725.1	XP_017891303.1
OG0001733	NP_001260590.1, NP_523506.1, NP_523578.1, NP_523507.2	XP_017876967.1
OG0001734	NP_608563.1	XP_017880487.1, XP_017880438.1
OG0001735	NP_609387.1	XP_026668983.1, XP_017879315.1
OG0001736	NP_001097937.1	XP_026667205.1
OG0001737	NP_001259675.1, NP_001033853.1	XP_017876323.1
OG0001738	NP_001014543.1	XP_017892670.1
OG0001739	NP_001246653.1	XP_026671212.1, XP_026667186.1, XP_017875591.1, XP_017883889.1, XP_017883890.1
OG0001740	NP_001036555.1	XP_017891938.1
OG0001742	NP_733224.2	XP_026675013.1
OG0001743	NP_001285126.1	XP_017891851.1, XP_026675172.1
OG0001744	NP_651315.2	XP_026668408.1, XP_017878130.1
OG0001745	NP_650743.1	XP_017881314.1, XP_017881315.1, XP_017881316.1, XP_017881317.1
OG0001746	NP_524852.2	XP_017884117.1
OG0001747	NP_001261633.1	XP_017888647.2, XP_017888646.2
OG0001748	NP_001189227.1	XP_017879238.1, XP_017879221.1
OG0001749	NP_001036722.1	XP_026673755.1, XP_026673765.1
OG0001750	NP_001261148.1	XP_017892823.1, XP_017892824.1
OG0001751	NP_001286159.1	XP_026674532.1, XP_026674542.1, XP_017889998.1, XP_017889988.1
OG0001752	NP_651792.1, NP_651791.2	XP_017885918.1
OG0001753	NP_523391.3	XP_017891501.1
OG0001754	NP_651671.1	XP_026669134.1
OG0001755	NP_573318.1, NP_609759.1	XP_017890270.1
OG0001756	NP_649646.3	XP_026673089.1
OG0001757	NP_733185.2, NP_648528.1, NP_001261732.1, NP_001287549.1	XP_026672195.1
OG0001758	NP_001163069.1	XP_017876414.1, XP_026667557.1, XP_017876411.1, XP_017876412.1, XP_017876413.1, XP_017876410.1
OG0001759	NP_001287202.1	XP_017890733.1
OG0001760	NP_732069.3	XP_017887562.1
OG0001762	NP_001261764.1	XP_017876531.1
OG0001763	NP_650223.1	XP_017878480.1
OG0001764	NP_001287421.2, NP_650876.1	XP_017883005.2
OG0001765	NP_731461.1	XP_017888025.1, XP_017883317.1
OG0001766	NP_001261659.1	XP_017887354.1, XP_017887352.1, XP_017887351.1
OG0001767	NP_723294.1	XP_017879592.1
OG0001768	NP_572805.1	XP_026670407.1
OG0001771	NP_727732.1, NP_001097831.1	XP_017883067.1
OG0001774	NP_476778.1	XP_017883463.1, XP_026671015.1
OG0001775	NP_523735.2	XP_017885677.1
OG0001776	NP_620470.1	XP_017887967.1
OG0001777	NP_001245758.1	XP_017875660.1, XP_017875659.1
OG0001778	NP_001262233.1	XP_026674325.1
OG0001779	NP_648194.1, NP_726718.1, NP_001261626.1, NP_648160.2, NP_648052.1	XP_017876550.1
OG0001780	NP_610617.1	XP_026671882.1, XP_017884824.1
OG0001781	NP_650423.1	XP_017876214.2
OG0001782	NP_649000.1	XP_017880456.1
OG0001783	NP_647892.1	XP_017887554.1
OG0001784	NP_001163585.1	XP_017886950.1
OG0001785	NP_524416.1	XP_017877910.1
OG0001786	NP_001260689.1	XP_017886515.1
OG0001787	NP_648786.1	XP_017883925.1
OG0001788	NP_724103.1	XP_017879798.1, XP_017888608.1
OG0001789	NP_651728.1	XP_017890156.1, XP_017890155.1
OG0001790	NP_649460.3	XP_017891487.1
OG0001791	NP_572504.1	XP_026675103.1, XP_017890893.1
OG0001792	NP_611734.1	XP_017879902.1
OG0001793	NP_608828.2	XP_017893036.1
OG0001794	NP_001259442.1	XP_026675104.1, XP_026675098.1
OG0001796	NP_477212.1	XP_026672728.1
OG0001797	NP_523830.2	XP_017879490.1
OG0001799	NP_001260496.1	XP_017878056.1
OG0001800	NP_001262652.1, NP_001262651.1	XP_026667309.1, XP_026667307.1, XP_026667308.1
OG0001801	NP_572456.1, NP_001259211.1, NP_651547.1, NP_001262253.1	XP_017875183.1
OG0001802	NP_001162765.1	XP_017879396.1
OG0001803	NP_001015387.1	XP_017877860.1
OG0001804	NP_728575.2, NP_612081.1	XP_017890089.1
OG0001805	NP_649038.1, NP_730334.2	XP_017888091.1, XP_017888090.1
OG0001806	NP_610087.2	XP_017883265.1
OG0001807	NP_001286460.1	XP_026669145.1, XP_026669146.1
OG0001808	NP_650163.2, NP_650840.1	XP_026668949.1, XP_017879246.1
OG0001809	NP_609837.1	XP_017884416.1
OG0001810	NP_001246271.1	XP_017877358.1
OG0001811	NP_001262677.1	XP_017880727.1
OG0001812	NP_001259970.1	XP_017882349.1
OG0001813	NP_611350.1	XP_017880085.1
OG0001814	NP_524758.1	XP_026674677.1, XP_026674676.1, XP_026674678.1, XP_017890858.1
OG0001815	NP_476667.1, NP_001246493.1	XP_017882293.1
OG0001816	NP_648106.1	XP_026672224.1
OG0001818	NP_001285489.1	XP_017893655.1, XP_017893654.1
OG0001820	NP_649757.1	XP_017885739.1
OG0001821	NP_001287100.1	XP_017875290.1
OG0001822	NP_995873.2	XP_017890737.1, XP_026674448.1
OG0001823	NP_609767.2, NP_001260489.1	XP_026668946.1, XP_026668947.1
OG0001824	NP_001356918.1	XP_017884208.1
OG0001825	NP_001285277.1	XP_017889283.1
OG0001826	NP_610191.2	XP_017883619.2, XP_017885951.1
OG0001827	NP_001261341.1	XP_017890147.1
OG0001828	NP_477184.1	XP_017880424.1
OG0001829	NP_511153.1	XP_017885431.1, XP_017885432.1
OG0001830	NP_001189170.1	XP_017891758.1
OG0001831	NP_648895.1	XP_026670464.1
OG0001832	NP_611293.3	XP_017889885.1, XP_017889884.1
OG0001833	NP_001262071.1	XP_026672327.1
OG0001834	NP_725449.1, NP_611238.2, NP_001285657.1	XP_017878943.1, XP_017878954.1
OG0001835	NP_648567.2, NP_729801.1	XP_017880637.1
OG0001836	NP_001097041.2	XP_026673377.1, XP_026673386.1
OG0001838	NP_649809.1	XP_017875745.1
OG0001839	NP_001287516.1, NP_524496.1	XP_017885315.1
OG0001840	NP_001287291.1	XP_017876404.1
OG0001841	NP_649554.1	XP_017883556.1
OG0001843	NP_001163392.1	XP_026672571.1, XP_026672574.1, XP_017886650.1, XP_017886658.1, XP_017886643.1, XP_017886627.1
OG0001844	NP_733332.1	XP_017884568.1, XP_017884566.1
OG0001845	NP_649732.1	XP_017890828.1
OG0001846	NP_788721.1	XP_017883163.1, XP_026670872.1
OG0001847	NP_001163705.1	XP_026669315.1
OG0001848	NP_610735.1	XP_017885227.1
OG0001849	NP_001303451.1, NP_524581.1	XP_017892408.1
OG0001850	NP_001097569.1	XP_017884534.1
OG0001851	NP_524795.2	XP_026669346.1, XP_017880254.1
OG0001852	NP_611258.2	XP_017890540.1, XP_017890539.1
OG0001853	NP_001285407.1	XP_026674880.1
OG0001854	NP_610231.2, NP_525107.1, NP_536747.2	XP_026672651.1
OG0001855	NP_001097922.1	XP_017888380.2, XP_017884097.2
OG0001856	NP_650446.2	XP_026672078.1
OG0001858	NP_651605.1	XP_017893549.1
OG0001859	NP_001261279.1, NP_608679.1	XP_017883489.1
OG0001860	NP_001286627.1	XP_017881339.1, XP_017881344.1
OG0001861	NP_524274.1	XP_017888998.1
OG0001862	NP_001096954.1	XP_017888246.1, XP_017888242.1
OG0001863	NP_001303452.1	XP_017883441.1, XP_026671018.1
OG0001864	NP_001259978.1	XP_026673299.1
OG0001865	NP_001036440.1	XP_017885975.1, XP_017885974.1
OG0001866	NP_610462.3	XP_017884967.1
OG0001867	NP_651658.1	XP_017875377.1
OG0001868	NP_732113.3	XP_017878388.1
OG0001869	NP_477402.1	XP_017889511.1
OG0001870	NP_001285457.1	XP_017884759.1
OG0001871	NP_572522.2	XP_017891267.2
OG0001872	NP_536773.1	XP_026671514.1
OG0001873	NP_730982.1	XP_017880300.1
OG0001874	NP_477024.1	XP_017883297.1
OG0001875	NP_511130.2	XP_017878108.1, XP_026668425.1
OG0001876	NP_001368952.1	XP_017886614.1
OG0001877	NP_001014498.1	XP_017878344.1
OG0001878	NP_001259740.1, NP_001260348.1	XP_017877349.1
OG0001879	NP_652101.2	XP_017887133.1, XP_017887132.1
OG0001880	NP_001033948.1	XP_017885483.1
OG0001881	NP_722959.1	XP_017876945.1
OG0001882	NP_001188575.1	XP_026668889.1
OG0001883	NP_650805.1	XP_017887910.1
OG0001884	NP_001188772.1	XP_017877175.1, XP_017877177.1
OG0001885	NP_001262303.1	XP_017891454.1, XP_017891508.1
OG0001886	NP_001261166.1	XP_017893606.1
OG0001887	NP_723772.2	XP_017881736.1
OG0001888	NP_001286416.1	XP_017884489.2, XP_026671680.1
OG0001889	NP_651593.1	XP_017885997.1
OG0001890	NP_609530.1	XP_017884817.1
OG0001891	NP_476733.1	XP_017883142.1
OG0001893	NP_477049.2	XP_017876711.1
OG0001894	NP_001137875.1	XP_017887642.1
OG0001895	NP_524651.2	XP_017884902.1
OG0001896	NP_609570.1	XP_026672607.1
OG0001897	NP_611140.3	XP_017888610.1, XP_017888842.1
OG0001898	NP_001263035.1	XP_026673592.1, XP_017886548.2, XP_017881868.2, XP_017886017.1
OG0001899	NP_724878.2	XP_026674552.1, XP_026674553.1, XP_026674551.1
OG0001900	NP_001259735.1	XP_026666940.1, XP_026666939.1
OG0001901	NP_651080.2	XP_026668656.1
OG0001902	NP_001286818.1	XP_017889593.1, XP_026674165.1
OG0001903	NP_001285675.1	XP_017892748.1
OG0001905	NP_001287263.1	XP_017883039.2, XP_026670868.1
OG0001906	NP_001245625.1	XP_017881305.1
OG0001908	NP_650314.1	XP_017893011.1, XP_026666522.1
OG0001909	NP_001033913.1	XP_017879619.1
OG0001910	NP_648745.1	XP_017876873.1
OG0001912	NP_001286124.1	XP_026669658.1, XP_017880960.1
OG0001913	NP_524909.1	XP_017886285.1
OG0001914	NP_608998.2, NP_001188704.1	XP_026671484.1
OG0001915	NP_001014612.1	XP_017890100.1
OG0001916	NP_648272.1	XP_017890285.1, XP_017890287.1
OG0001917	NP_611237.2	XP_017889918.1, XP_017889927.1
OG0001919	NP_610950.2	XP_026672019.1, XP_017887250.1, XP_017875887.1, XP_026672915.1
OG0001920	NP_608361.3	XP_017883798.1
OG0001921	NP_001036438.1	XP_017875101.1
OG0001922	NP_001246140.1	XP_017886128.1
OG0001923	NP_726381.1	XP_017884129.1
OG0001924	NP_609384.1	XP_026673201.1, XP_017875408.1
OG0001925	NP_476618.1	XP_026675549.1
OG0001926	NP_609736.1	XP_017888873.1, XP_026673739.1
OG0001927	NP_524688.1	XP_017886910.1, XP_017886911.1
OG0001928	NP_001261246.1	XP_017876315.2, XP_026668870.1
OG0001929	NP_001260566.1, NP_001260567.1	XP_017886560.1
OG0001930	NP_650547.1	XP_017876714.1, XP_026667584.1, XP_026667585.1, XP_026667586.1
OG0001931	NP_001097135.1	XP_017886624.1
OG0001933	NP_524431.2	XP_017887732.1, XP_017887731.1, XP_017881558.1
OG0001935	NP_001015254.1	XP_017881018.1
OG0001936	NP_001286158.1	XP_026673733.1
OG0001937	NP_001259619.1	XP_026673472.1
OG0001938	NP_001286427.1	XP_017889913.1
OG0001939	NP_649157.1	XP_017876213.1
OG0001940	NP_001287364.1	XP_017887756.1
OG0001941	NP_001368962.1	XP_017893435.1
OG0001942	NP_001260565.1, NP_476804.1	XP_017886825.1
OG0001943	NP_001188918.1, NP_651214.2	XP_017890974.1
OG0001944	NP_001163494.1	XP_017881024.1
OG0001945	NP_572873.2	XP_017878979.1
OG0001946	NP_001303420.1	XP_026668534.1, XP_017878432.1
OG0001947	NP_649796.1	XP_026667362.1
OG0001949	NP_001285813.1	XP_017880042.1, XP_017880041.1
OG0001950	NP_001261595.1	XP_017880606.1
OG0001951	NP_726846.1	XP_017875266.1, XP_017879426.1
OG0001952	NP_001245466.1	XP_026673636.1
OG0001953	NP_788450.1	XP_017887489.1
OG0001954	NP_001263037.1	XP_017879443.1, XP_017879445.1, XP_017879444.1
OG0001956	NP_610804.1	XP_017881280.1, XP_017881281.1, XP_017881279.1
OG0001959	NP_649972.1	XP_017890158.1
OG0001960	NP_001261726.1, NP_524993.3, NP_001027247.1	XP_017888036.1
OG0001961	NP_001286875.1	XP_017886094.1
OG0001962	NP_609989.1, NP_609990.1, NP_001188850.1	XP_017890294.1
OG0001963	NP_648053.1	XP_017889444.1
OG0001964	NP_001287227.1	XP_017883493.1
OG0001965	NP_001285968.1, NP_723939.1, NP_728540.1, NP_612051.1	XP_026671966.1
OG0001966	NP_001286827.1	XP_026671863.1, XP_026671862.1, XP_026671861.1, XP_017884638.1
OG0001967	NP_001262353.1	XP_017879863.1
OG0001968	NP_001097756.1	XP_017878165.1, XP_026668401.1, XP_026668400.1
OG0001969	NP_001259204.1	XP_017881126.1, XP_017881124.1
OG0001971	NP_723787.1	XP_017875636.1
OG0001973	NP_726095.2	XP_026666764.1, XP_026666763.1
OG0001974	NP_648645.1	XP_017884057.1
OG0001975	NP_001260979.1	XP_017884118.1, XP_017884127.1
OG0001976	NP_001138150.1	XP_026673045.1, XP_017887717.1
OG0001977	NP_611067.2	XP_017885147.1
OG0001981	NP_649298.2, NP_001262144.1, NP_001287140.1	XP_026667470.1
OG0001983	NP_610838.1	XP_026674561.1
OG0001987	NP_001356937.1	XP_017890298.1
OG0001988	NP_524001.2	XP_017885249.1
OG0001989	NP_001260098.1, NP_001284837.1	XP_017886188.1
OG0001990	NP_788760.1	XP_017875077.1
OG0001991	NP_001262998.1	XP_017878347.1
OG0001992	NP_001245552.1	XP_017885977.1, XP_026672792.1
OG0001993	NP_611538.1	XP_026673041.1, XP_026673040.1, XP_017887438.1, XP_017887437.1
OG0001994	NP_651072.1	XP_017886719.1
OG0001995	NP_523355.2	XP_017877362.1
OG0001996	NP_524991.1, NP_649393.1, NP_724787.1	XP_017880304.1
OG0001997	NP_996267.1	XP_017891491.2
OG0001998	NP_651780.1	XP_017888704.1
OG0001999	NP_523428.1	XP_017890859.1
OG0002000	NP_726490.3	XP_017891282.1
OG0002001	NP_001285572.1	XP_017878868.1
OG0002002	NP_001027274.2, NP_001260458.1	XP_017886112.1, XP_017886104.1
OG0002003	NP_001259998.1	XP_017888039.1, XP_017888038.1
OG0002004	NP_650776.1	XP_017877968.1
OG0002005	NP_647640.1	XP_017887035.1, XP_017888579.1
OG0002006	NP_001247376.1, NP_001247375.1	XP_017886992.1, XP_017893561.1, XP_017893559.1
OG0002007	NP_001261689.1	XP_026674824.1, XP_017891049.1, XP_026674823.1
OG0002009	NP_001027401.1	XP_026675136.1, XP_017891803.1
OG0002010	NP_651600.1	XP_026675364.1
OG0002011	NP_001286589.1	XP_026675218.1, XP_026675219.1, XP_017891861.1
OG0002012	NP_001014582.1, NP_524041.2	XP_026671404.1, XP_026671401.1, XP_026671402.1
OG0002013	NP_001245550.1	XP_017893289.1
OG0002014	NP_476562.1	XP_017891930.1, XP_017891928.1
OG0002015	NP_609782.2	XP_017883532.1, XP_026671048.1
OG0002016	NP_788448.1	XP_017876906.1
OG0002017	NP_610188.2	XP_017886294.2
OG0002018	NP_648586.2	XP_017893660.1
OG0002019	NP_001137910.2	XP_017890477.1
OG0002020	NP_732549.2	XP_026672188.1, XP_017885718.1
OG0002021	NP_649827.2	XP_017892410.1, XP_017892409.1
OG0002022	NP_726406.1	XP_017876270.1
OG0002023	NP_001245577.1	XP_017891834.1
OG0002024	NP_610095.1	XP_017876479.1
OG0002025	NP_649877.1	XP_017885349.1
OG0002026	NP_001259298.1	XP_026667923.1, XP_026671291.1
OG0002028	NP_001263045.1, NP_001036699.1	XP_026672345.1
OG0002029	NP_610059.1	XP_017890013.1
OG0002032	NP_001286795.1	XP_017890564.1
OG0002033	NP_001285275.1	XP_017878320.1, XP_026674180.1
OG0002034	NP_001163027.1, NP_001189073.1	XP_026674815.1
OG0002035	NP_611093.2	XP_017889212.2
OG0002036	NP_001286548.1	XP_017884178.1, XP_026671415.1
OG0002037	NP_524660.1	XP_017891013.1, XP_017875775.1
OG0002038	NP_608372.1	XP_026669974.1
OG0002039	NP_001286974.1	XP_017884989.1, XP_026671619.1
OG0002041	NP_647887.1	XP_017875367.1, XP_017875368.1
OG0002042	NP_001137671.1, NP_610099.1	XP_017878261.1
OG0002043	NP_001034012.2	XP_017893182.1
OG0002044	NP_001263139.1	XP_017878169.1, XP_026668414.1
OG0002045	NP_477311.1	XP_017888010.1
OG0002046	NP_001097124.1	XP_026666857.1, XP_026666858.1
OG0002047	NP_001189286.1	XP_017891497.1
OG0002048	NP_001247185.1	XP_017885326.1
OG0002049	NP_732811.1	XP_026672593.1, XP_017875559.1
OG0002050	NP_001285355.1	XP_026673243.1, XP_026673242.1, XP_026673241.1
OG0002051	NP_611681.1, NP_001286736.1, NP_611610.2, NP_001246460.1, NP_001286724.1, NP_523809.2, NP_001261050.1	XP_017889941.1
OG0002052	NP_611508.1	XP_017892142.2, XP_017889243.1
OG0002053	NP_610530.1	XP_017875014.1, XP_017875013.1
OG0002054	NP_001097585.3	XP_017883371.1
OG0002054	NP_524677.1	XP_017875535.2, XP_017875536.1
OG0002055	NP_001259900.1, NP_572902.1	XP_017881945.1
OG0002056	NP_524907.2	XP_017878350.1, XP_026668520.1, XP_026668521.1
OG0002057	NP_609888.2	XP_017884426.1
OG0002058	NP_609119.2	XP_017882011.1
OG0002059	NP_648185.1	XP_017892160.1
OG0002060	NP_726403.2	XP_017885552.1, XP_017885551.2
OG0002061	NP_001036338.1	XP_017886520.1
OG0002062	NP_001356975.1	XP_017885759.1
OG0002063	NP_001285001.1	XP_017882020.1
OG0002064	NP_001356982.1	XP_026672432.1, XP_026671917.1
OG0002065	NP_001284967.1	XP_026671607.1, XP_026671609.1, XP_026671610.1, XP_026671611.1
OG0002066	NP_649869.1	XP_026674203.1
OG0002067	NP_651116.1	XP_026671161.1
OG0002068	NP_611856.1	XP_026667546.1
OG0002069	NP_652610.1	XP_017892203.1
OG0002070	NP_650941.3	XP_017884253.1
OG0002071	NP_477372.1	XP_017892416.1
OG0002072	NP_001259984.1	XP_017875624.1
OG0002073	NP_001260394.1	XP_026673734.1
OG0002074	NP_001260491.1, NP_001263066.1	XP_026673939.1, XP_017886279.1
OG0002075	NP_524583.1	XP_026671085.1
OG0002076	NP_001163600.1	XP_017877638.1
OG0002077	NP_724409.3	XP_017892099.1
OG0002078	NP_001259928.1	XP_017878624.1
OG0002079	NP_001261524.1	XP_017893041.1
OG0002080	NP_649990.2	XP_026669630.1
OG0002081	NP_001286545.1	XP_017880506.1, XP_017893083.1
OG0002082	NP_572503.1	XP_017889177.1
OG0002083	NP_648372.1	XP_017876539.1, XP_017876538.1
OG0002084	NP_611677.1	XP_017882321.1, XP_026670739.1
OG0002085	NP_001285316.1	XP_017877119.1
OG0002086	NP_609934.3	XP_017882082.1
OG0002087	NP_572818.1	XP_017887109.1
OG0002088	NP_523833.1	XP_017886605.1
OG0002089	NP_001261563.1	XP_017884942.1
OG0002090	NP_001260029.1	XP_017878972.1
OG0002091	NP_001285049.1, NP_609350.2	XP_017883418.1, XP_026672703.1, XP_017883332.1
OG0002092	NP_788716.1	XP_026671118.1, XP_017883628.1, XP_026671119.1
OG0002093	NP_001262005.1	XP_017891490.1
OG0002094	NP_610207.1, NP_001259341.1, NP_612091.1	XP_017888630.1
OG0002095	NP_733076.2	XP_017881949.1, XP_017881950.1, XP_026674939.1
OG0002096	NP_723086.1	XP_017877504.1
OG0002097	NP_001162716.1, NP_729740.2	XP_017889929.1
OG0002098	NP_477014.1	XP_017885645.1, XP_017890408.1
OG0002099	NP_001262830.1, NP_001262827.1	XP_026669830.1
OG0002100	NP_001285208.1	XP_017881312.1
OG0002101	NP_001014695.1	XP_017892638.1, XP_026675506.1
OG0002102	NP_649939.1	XP_017878352.1
OG0002103	NP_001260451.1	XP_017885153.1
OG0002106	NP_524818.1	XP_017893173.1
OG0002107	NP_523739.2	XP_026670813.1, XP_017891004.2, XP_017883935.1
OG0002108	NP_996185.1	XP_026673953.1, XP_017889773.1
OG0002109	NP_611966.3	XP_026674603.1, XP_017890661.1
OG0002110	NP_996042.1	XP_017893177.1, XP_026666642.1
OG0002111	NP_001261454.1	XP_017883807.1
