Orthogroup	Aedes_aegypti	Nasonia_vitripennis
OG0001355	XP_021710337.1	XP_008216928.1, XP_016844928.1, XP_032455994.1, XP_032455995.1
OG0001356	XP_021696915.1	XP_031778484.1
OG0001359	XP_001655316.1	XP_008202436.1, NP_001161242.1, XP_008213830.1
OG0001361	XP_001653274.2, XP_021709382.1, XP_021709377.1, XP_021711749.1	XP_008207741.1, XP_031781504.1
OG0001362	XP_021711634.1, XP_001650538.2, XP_021711639.1, XP_021711636.1, XP_021711635.1, XP_021711638.1, XP_021711637.1	XP_008212411.1, XP_031778926.1
OG0001363	XP_001659788.1	XP_001603876.1
OG0001364	XP_021704232.1	XP_031784670.1, XP_031782456.1, XP_016838632.1, XP_008204291.1
OG0001365	XP_021703837.1, XP_021703838.1, XP_021703833.1, XP_021703834.1, XP_021703836.1, XP_021703835.1	XP_031783221.1, XP_008205206.1, XP_031783220.1
OG0001366	XP_001659892.2	XP_031785741.1
OG0001367	XP_001648364.2, XP_001657924.1, XP_001654932.2, XP_001654934.2, XP_001660482.1, XP_001660484.1, XP_001660483.1, XP_021701594.1, XP_001657925.2	XP_001607620.2, XP_032452776.1, XP_032452777.1, XP_032452775.1
OG0001368	XP_001658458.1, XP_021709263.1, XP_021709266.1	XP_016843234.1, XP_032456342.1
OG0001369	XP_001661015.2	XP_001603580.1, XP_001604815.1
OG0001370	XP_021711931.1, XP_001650631.2	XP_031782058.1, XP_016839949.2, XP_016839948.2, XP_031782054.1, XP_031782055.1, XP_031782056.1, XP_031782057.1
OG0001371	XP_001649083.3, XP_021697602.1, XP_021712118.1	XP_008206388.1, XP_008206386.1, XP_008206387.1, XP_032454229.1
OG0001372	XP_021696997.1, XP_021697000.1, XP_021697001.1, XP_021696999.1, XP_021696995.1, XP_021696996.1	XP_008215222.1
OG0001373	XP_021694453.1	XP_032455323.1, XP_008211543.1
OG0001374	XP_001657485.1	XP_016839749.1, XP_001601730.2
OG0001375	XP_021699017.1, XP_021699013.1	XP_031781862.1
OG0001376	XP_021704527.1	XP_001604095.1
OG0001377	XP_001664237.1	XP_001602249.2
OG0001378	XP_021712935.1, XP_021712936.1, XP_001649534.1, XP_021695113.1	XP_031779623.1
OG0001379	XP_021700986.1, XP_021700988.1, XP_021700987.1, XP_021700980.1, XP_021700981.1, XP_021700982.1, XP_021700983.1, XP_021700984.1, XP_001649718.1, XP_021700985.1	XP_008215244.1
OG0001380	XP_021703772.1, XP_021703773.1, XP_021703774.1, XP_001653369.1, XP_021703771.1	XP_001600076.1
OG0001381	XP_001648807.1	XP_016840301.1, NP_001123273.1, XP_031777621.1
OG0001382	XP_021701098.1, XP_001651389.2, XP_001648852.1	XP_031778337.1, NP_001136324.1, XP_001607300.1
OG0001383	XP_001662373.2	XP_031778494.1
OG0001384	XP_001660023.2	XP_008203379.1, XP_031783653.1
OG0001385	XP_021698595.1	XP_016843471.1
OG0001386	XP_021698247.1	XP_031785711.1
OG0001387	XP_001656936.1	XP_001600628.1
OG0001388	XP_021711868.1, XP_021710112.1	XP_016839954.1
OG0001389	XP_021705377.1, XP_001661979.2, XP_021698303.1, XP_021698302.1	XP_016838503.1, XP_016838497.1
OG0001390	XP_021700843.1	XP_008216297.1, XP_032453396.1, XP_008216298.1, XP_031780589.1
OG0001391	XP_021697039.1, XP_021697040.1, XP_021697038.1, XP_021697041.1	XP_031780571.1, XP_001603996.1
OG0001393	XP_021696289.1, XP_021696288.1	XP_008215399.2, XP_008215395.1
OG0001394	XP_001650424.1	XP_001605729.1
OG0001395	XP_021696363.1, XP_021696349.1	XP_016839204.1
OG0001396	XP_001662596.2, XP_021699720.1	XP_008202634.1
OG0001397	XP_021712502.1, XP_021693812.1	XP_016844742.2
OG0001398	XP_001657045.2, XP_021694877.1	XP_008209743.1
OG0001399	XP_001651707.1	XP_031789445.1
OG0001401	XP_001660577.1	XP_001608147.1, XP_031788358.1
OG0001402	XP_001664062.1	XP_001601941.1
OG0001403	XP_021710754.1, XP_001650547.1	XP_016843505.1
OG0001404	XP_001659873.1, XP_021700729.1, XP_021700728.1	XP_003428151.1
OG0001405	XP_001649519.2, XP_001649518.2, XP_001649517.2	XP_001602174.1
OG0001406	XP_021712670.1	XP_001602260.2
OG0001407	XP_021704231.1, XP_021704230.1	XP_031780689.1
OG0001408	XP_021713401.1	NP_001229367.1
OG0001409	XP_021711099.1	XP_008216652.1
OG0001410	XP_021708563.1	XP_016845424.1
OG0001413	XP_021694446.1	XP_003425582.1
OG0001414	XP_021702146.1	XP_001603315.1
OG0001415	XP_021699093.1	XP_016845728.1
OG0001416	XP_021712252.1, XP_021700673.1	XP_032453422.1, XP_031780074.1
OG0001417	XP_021695666.1	XP_001603474.2
OG0001418	XP_021702027.1	XP_008205143.1
OG0001419	XP_021703807.1	XP_031780519.1
OG0001420	XP_001655783.1, XP_001652599.2	XP_016844953.1, XP_008217077.1, XP_008217075.1, XP_008217076.1, XP_008217074.1, XP_001605946.3
OG0001421	XP_001657115.1	XP_031781761.1
OG0001422	XP_001650075.2	XP_031782188.1
OG0001423	XP_001659271.2	XP_001604317.2, XP_032454830.1
OG0001424	XP_001648513.1	XP_001600263.1, XP_032452738.1, XP_031779228.1
OG0001425	XP_021693444.1, XP_021693451.1, XP_021693464.1, XP_021693471.1, XP_021693468.1, XP_021693475.1, XP_021693480.1, XP_021693491.1, XP_021693456.1	XP_008207268.1, XP_008207272.1, XP_001607404.2, XP_032456387.1, XP_003426697.1, XP_003426696.1
OG0001426	XP_021701495.1	XP_008211483.1, XP_008211480.1
OG0001427	XP_001660203.1	XP_031777486.1, XP_032457329.1, XP_031777482.1, XP_031777485.1, XP_031777484.1, XP_032457328.1, XP_032457331.1, XP_032457330.1, XP_032457333.1, XP_032457332.1, XP_032457335.1, XP_031777487.1, XP_032457334.1
OG0001428	XP_001647790.2	XP_031778783.1
OG0001429	XP_001650121.1	XP_016843680.1, XP_001607850.1
OG0001430	XP_001654175.2, XP_021708114.1	XP_031785396.1
OG0001432	XP_021708580.1, XP_001660017.2, XP_021708611.1, XP_021708613.1, XP_021708608.1, XP_001663217.2	XP_008203416.1, XP_008203417.1, XP_031783597.1, XP_031783599.1, XP_031783598.1, XP_001601402.2
OG0001433	XP_001662331.2	XP_016845848.1, XP_016845847.1, XP_001605847.1, XP_032451894.1
OG0001434	XP_001663415.1	XP_008215594.1
OG0001435	XP_021711791.1, XP_021694248.1, XP_021711091.1, XP_021694242.1	XP_031788843.1, XP_031788844.1, XP_031784748.1
OG0001436	XP_021697897.1	XP_031781352.1
OG0001437	XP_021700178.1	XP_032453529.1, XP_008213263.1
OG0001438	XP_021708714.1, XP_021704285.1	XP_031788882.1, XP_031788941.1
OG0001439	XP_021705419.1, XP_021711772.1	XP_031780726.1, XP_031780725.1, XP_031780723.1, XP_031780724.1
OG0001440	XP_021706240.1	XP_001602114.1
OG0001442	XP_021706881.1	XP_001606337.3
OG0001443	XP_021706948.1, XP_021711425.1	XP_001603355.2, XP_016839483.1, XP_031785694.1, XP_008213214.3, XP_008213218.1
OG0001444	XP_021708725.1	XP_031784662.1, XP_031784621.1
OG0001445	XP_021712815.1	XP_008211201.1
OG0001446	XP_021713062.1, XP_021713058.1	XP_031779133.1, XP_031779135.1, XP_031779136.1
OG0001453	XP_001652827.1, XP_001652828.1, XP_001652829.1	XP_031776832.1, XP_031776833.1, XP_032451695.1, XP_032451698.1, XP_032451697.1, XP_032451696.1
OG0001455	XP_001659135.1, XP_001649843.1	XP_001603088.1
OG0001456	XP_021706989.1	XP_001605559.2
OG0001457	XP_001656531.1	XP_001608297.1
OG0001458	XP_021709031.1	XP_008202697.1
OG0001459	XP_001658793.2	XP_001605881.1
OG0001460	XP_001663584.2	XP_031782639.1, XP_031782638.1
OG0001461	XP_001649395.2	XP_001602569.1, XP_031780556.1, XP_008204854.1
OG0001462	XP_021710250.1, XP_021710252.1	NP_001164526.1
OG0001463	XP_021706165.1, XP_021706164.1	XP_001602379.1
OG0001464	XP_001656398.1, XP_001664152.2, XP_001651087.1, XP_001651086.1	NP_001153364.1
OG0001465	XP_011493120.1, XP_021707681.1, XP_021707682.1, XP_021707683.1	XP_032453603.1, NP_001161454.1
OG0001466	XP_001652327.1	NP_001161682.1
OG0001467	XP_001649724.2	XP_031782500.1
OG0001468	XP_001648269.1	NP_001164370.1, XP_031789284.1
OG0001469	XP_001655637.2, XP_021694126.1, XP_021712662.1, XP_021712661.1, XP_021694127.1, XP_021712660.1	XP_001602514.1
OG0001470	XP_001650785.1, XP_001650784.1, XP_001652204.1	XP_032453882.1, XP_008203498.1
OG0001471	XP_001657926.1	XP_008208004.1, XP_001601824.1
OG0001472	XP_001656628.1	XP_003427090.1, NP_001165814.1
OG0001473	XP_021699212.1	XP_031782512.1, XP_016839548.1, XP_016839547.1
OG0001474	XP_001662447.1	XP_001600273.1
OG0001475	XP_001664045.2	XP_001602567.1
OG0001476	XP_021705887.1	XP_031778521.1
OG0001477	XP_001654194.2	XP_008209844.2, XP_031778493.1, XP_032452915.1
OG0001478	XP_021711922.1, XP_021699182.1	XP_001599569.1
OG0001479	XP_001655863.1	NP_001153430.1, NP_001153431.1, XP_031788484.1
OG0001480	XP_021708351.1	XP_001600183.2, XP_008203356.1, XP_016838825.1
OG0001481	XP_021711458.1, XP_021711459.1, XP_021711454.1, XP_021711457.1, XP_021711456.1, XP_021711455.1	XP_016839111.1
OG0001482	XP_021694591.1, XP_021694590.1, XP_021694592.1, XP_021694593.1, XP_021694594.1, XP_021694595.1, XP_001661357.2	XP_008202441.1
OG0001483	XP_021713037.1, XP_021710729.1, XP_021711353.1, XP_021713109.1, XP_021712820.1, XP_021713247.1, XP_021713178.1, XP_021711820.1, XP_021712986.1, XP_021710117.1, XP_021712319.1	XP_016837959.1, XP_031780377.1
OG0001484	XP_021713154.1, XP_021707140.1, XP_021707142.1, XP_021707144.1, XP_021707145.1, XP_021707146.1, XP_021707138.1, XP_021707137.1, XP_021707141.1, XP_021707139.1, XP_021707143.1	XP_031778072.1
OG0001485	XP_001657384.1, XP_021712680.1, XP_021700466.1	XP_016841727.1, XP_032455540.1, XP_008215611.1
OG0001486	XP_001648831.2, XP_021701667.1, XP_001659833.2	XP_016839609.1
OG0001487	XP_021697348.1, XP_021697349.1, XP_021697346.1, XP_021697347.1, XP_021697353.1, XP_021697354.1, XP_021697351.1, XP_021697352.1, XP_021697355.1	XP_032452572.1, XP_031779199.1
OG0001488	XP_021710667.1	XP_008217170.1
OG0001489	XP_021696755.1, XP_021696757.1, XP_021696756.1, XP_021696759.1, XP_021696758.1, XP_021696752.1, XP_021696753.1, XP_021696750.1, XP_021696751.1, XP_021696749.1, XP_021696754.1	XP_001607382.1, XP_001605381.1
OG0001490	XP_021701945.1, XP_021701935.1	XP_031785541.1, XP_008205449.1
OG0001492	XP_001662155.1, XP_001654105.1, XP_021713033.1	XP_008208908.1, XP_001599155.1, XP_031784250.1, XP_032457879.1
OG0001493	XP_021698974.1	XP_008216211.1
OG0001494	XP_021697267.1, XP_021697268.1, XP_021697269.1	XP_001602075.1
OG0001495	XP_021707805.1	XP_032454129.1, XP_032454128.1, XP_008206224.1, XP_032454131.1, XP_032454130.1
OG0001496	XP_021695727.1, XP_011493651.1, XP_001655836.1	XP_001603226.2
OG0001497	XP_021707615.1	XP_031784591.1, XP_031784593.1
OG0001498	XP_021697831.1	XP_031777080.1
OG0001499	XP_001651889.2	XP_001604715.2
OG0001501	XP_021712753.1, XP_021699608.1	XP_031776687.1, XP_016844938.1
OG0001502	XP_021699619.1	XP_001600729.2
OG0001503	XP_021702842.1, XP_021702843.1, XP_021702844.1	XP_016841337.1, XP_001605673.1
OG0001504	XP_001658122.1, XP_021698045.1, XP_021698047.1, XP_021698046.1, XP_021698048.1	XP_032452412.1, XP_032452413.1, XP_032452414.1, XP_001602850.2
OG0001505	XP_001660600.2, XP_021704345.1	XP_031785573.1, XP_031785570.1
OG0001506	XP_021702222.1, XP_021702224.1, XP_021702223.1, XP_001663031.1	XP_008202078.1, NP_001154952.1
OG0001507	XP_021713312.1	XP_008207502.1, XP_001607887.1
OG0001508	XP_001658818.2	XP_016840258.1, XP_016840259.1
OG0001509	XP_021708146.1, XP_021708145.1, XP_021708148.1, XP_021708147.1, XP_021708149.1, XP_021708142.1, XP_021708144.1, XP_021708143.1	XP_008209597.1
OG0001510	XP_021707687.1	XP_003424351.1, XP_031783578.1
OG0001512	XP_021705417.1, XP_021705418.1, XP_021705415.1, XP_021705416.1, XP_021705414.1	XP_031787727.1
OG0001513	XP_001654919.1, XP_021709538.1, XP_021709542.1, XP_021709539.1, XP_021709540.1, XP_021709543.1, XP_021709541.1, XP_001654920.1, XP_021709544.1	XP_003426035.2
OG0001514	XP_001655385.1, XP_021705456.1	XP_001602311.1
OG0001515	XP_021703402.1, XP_021703403.1, XP_021703404.1, XP_021703405.1	XP_008212670.2
OG0001516	XP_001657534.2	XP_008212093.2
OG0001517	XP_021712247.1	XP_008202933.1
OG0001518	XP_021702663.1	XP_032458104.1, XP_008202852.1, XP_008202856.1, XP_032458103.1, XP_032458102.1, XP_008202855.1
OG0001519	XP_021695723.1, XP_021695724.1	XP_001602334.1
OG0001520	XP_001659529.1	XP_008213297.1, NP_001123264.1, XP_008213377.2
OG0001521	XP_001663347.2	XP_031780024.1
OG0001522	XP_021710700.1	XP_001605107.1
OG0001523	XP_021693518.1	XP_031788417.1
OG0001524	XP_021693893.1, XP_021693937.1	XP_031780585.1, XP_031780587.1
OG0001525	XP_021706611.1, XP_021706609.1, XP_021706610.1	XP_016843586.1, XP_001601499.1
OG0001526	XP_021699965.1, XP_021699966.1, XP_021699961.1	XP_031787170.1
OG0001527	XP_021705511.1, XP_001659060.1	XP_031781489.1
OG0001529	XP_001653365.2, XP_001653366.2	XP_016837523.1
OG0001531	XP_001654172.1, XP_021711999.1	XP_032455471.1, XP_032455472.1, XP_008213949.1, XP_032455473.1
OG0001532	XP_021705174.1	XP_008213314.1, XP_003424261.1
OG0001533	XP_021697618.1	XP_016843265.1, XP_003426298.1
OG0001534	XP_021707804.1	XP_003424346.1
OG0001535	XP_001654088.2	XP_031783319.1
OG0001536	XP_021698558.1, XP_021698552.1	XP_032454772.1, XP_008212180.1
OG0001537	XP_021710074.1, XP_001655561.2	XP_032454472.1, XP_001605883.1
OG0001538	XP_001653920.3	XP_031779949.1, NP_001164571.1
OG0001539	XP_001655433.2	XP_032454016.1
OG0001540	XP_021711753.1, XP_021698365.1, XP_021698362.1, XP_021698363.1, XP_021698361.1, XP_021698364.1	XP_001600172.1
OG0001541	XP_021698640.1, XP_021698641.1, XP_021698643.1, XP_021698642.1, XP_021698644.1	XP_016842669.1, XP_001603217.2
OG0001543	XP_021695126.1, XP_021695125.1, XP_021695123.1, XP_001656251.2	XP_031781815.1, NP_001177856.1
OG0001545	XP_021703178.1	XP_003425709.1, XP_031783661.1
OG0001546	XP_021694031.1	XP_003426901.1
OG0001547	XP_021696774.1, XP_021696775.1, XP_021696776.1, XP_021696777.1, XP_021696778.1	XP_031776662.1, XP_031776668.1
OG0001548	XP_021709810.1	XP_031780231.1
OG0001551	XP_001649247.2	XP_016842120.1, XP_008217464.1
OG0001552	XP_021709518.1, XP_021709510.1	XP_031788326.1
OG0001553	XP_001649155.2	XP_003424529.1
OG0001554	XP_021699256.1	XP_001599461.2
OG0001555	XP_021708369.1	XP_008215528.1
OG0001556	XP_021698930.1	XP_008217201.2, XP_001606971.2
OG0001557	XP_021703099.1	XP_031783542.1
OG0001558	XP_001650847.2, XP_021712862.1, XP_021698214.1, XP_021698215.1	XP_008206364.1
OG0001559	XP_021709809.1	XP_001605046.2
OG0001560	XP_021700177.1	XP_016838086.1
OG0001561	XP_001659517.1	XP_008207143.1
OG0001562	XP_021699829.1, XP_021699830.1	XP_008216662.1, XP_003425088.2, XP_008216635.1
OG0001563	XP_021707780.1	XP_016843697.1, XP_016843694.1
OG0001565	XP_001654340.2, XP_021699250.1, XP_021699255.1, XP_021699253.1, XP_021699252.1, XP_021699251.1	XP_001600537.2
OG0001567	XP_021705207.1	XP_008209610.1, XP_008209603.1
OG0001568	XP_021707976.1, XP_001649607.2, XP_021707970.1	XP_008208431.1
OG0001569	XP_001653986.2	XP_001600474.2, XP_031778476.1
OG0001570	XP_021697701.1	XP_001606837.1
OG0001571	XP_021701795.1, XP_021711966.1	XP_003427777.1
OG0001572	XP_001661833.2, XP_001661834.1	XP_031777942.1
OG0001575	XP_001662131.2, XP_001648863.2	XP_008211589.1, XP_032455767.1, XP_032455766.1
OG0001576	XP_021700231.1	XP_031779387.1
OG0001577	XP_021694857.1	XP_001605704.1
OG0001579	XP_021697228.1	NP_001166052.1
OG0001580	XP_021708412.1	XP_031777421.1
OG0001581	XP_021701022.1, XP_021701021.1, XP_021701019.1, XP_021701020.1, XP_021701017.1, XP_021701018.1, XP_021701015.1, XP_021701016.1, XP_021701023.1	XP_016845304.1, XP_016845302.1, XP_016845303.1
OG0001582	XP_021693418.1	XP_031777144.1
OG0001583	XP_001653136.2	XP_001604253.3
OG0001584	XP_021697527.1	NP_001153330.1, XP_031781907.1
OG0001585	XP_021699005.1	XP_031779984.1
OG0001586	XP_021704945.1, XP_001654729.2	XP_001606047.3
OG0001587	XP_001659266.1	XP_008213632.1, XP_016839020.1, XP_016839021.1, XP_031782836.1, XP_016839019.1
OG0001588	XP_021708908.1	XP_031785514.1, XP_031785507.1
OG0001589	XP_021705121.1, XP_001657326.1	XP_016840703.1, XP_032455619.1, XP_008205515.1
OG0001590	XP_001648508.2, XP_021709476.1, XP_001662559.2, XP_001658622.2, XP_001662400.2, XP_001662401.2	XP_001604808.2
OG0001591	XP_001649539.2	XP_001599648.1
OG0001592	XP_001652031.2, XP_001652030.2	XP_032456153.1
OG0001593	XP_021706070.1, XP_021706066.1, XP_021706068.1, XP_021706069.1, XP_021706060.1, XP_021706061.1, XP_021706062.1, XP_021706063.1, XP_021706065.1, XP_021706067.1, XP_001652228.1	XP_031787902.1
OG0001594	XP_001652589.2	XP_031785379.1, XP_031785380.1
OG0001595	XP_001654339.2	NP_001135866.1, XP_031777958.1
OG0001596	XP_001655002.2	XP_008216151.1
OG0001598	XP_001657509.1, XP_001660818.2, XP_001657506.2	XP_001607388.1, XP_001607396.1
OG0001599	XP_001659709.2	XP_016839418.1, XP_003424277.1, XP_008213366.1, XP_008213368.1, XP_008213367.1
OG0001601	XP_021693003.1, XP_021693005.1, XP_021712673.1	XP_031777698.1, XP_016836693.1
OG0001603	XP_021694636.1	XP_001608057.1
OG0001604	XP_021698607.1, XP_021698608.1	XP_016836809.1, XP_016836813.1
OG0001605	XP_021698633.1	XP_031783683.1
OG0001606	XP_021698821.1, XP_021698822.1	XP_031783806.1, XP_031783807.1
OG0001607	XP_021701306.1	XP_001603195.1
OG0001608	XP_021701802.1, XP_021701803.1, XP_021701800.1, XP_021701801.1	XP_031788132.1
OG0001609	XP_021710794.1, XP_021710793.1, XP_021710792.1	XP_001601232.1
OG0001614	XP_001661445.1	XP_003423886.1
OG0001615	XP_001649059.1, XP_001649058.1	XP_001601398.1, XP_032456260.1, XP_032456259.1
OG0001616	XP_021712922.1, XP_001654033.1	XP_001606115.2
OG0001617	XP_021712041.1, XP_001651134.1	NP_001161324.1
OG0001618	XP_021703737.1, XP_021698268.1, XP_021703733.1, XP_021695386.1, XP_021703736.1, XP_021703734.1, XP_021703735.1, XP_021695387.1, XP_001654638.2, XP_021698269.1, XP_021703745.1, XP_021703747.1, XP_021703746.1, XP_021696911.1, XP_001661222.1, XP_021700755.1, XP_001662955.2, XP_021695457.1, XP_001663555.2	XP_031785486.1
OG0001619	XP_001659711.1	XP_001608124.2
OG0001620	XP_001650713.1	XP_001600828.1
OG0001621	XP_001653624.2	XP_032457372.1
OG0001622	XP_001660625.1	XP_001601070.1
OG0001623	XP_001653270.2	XP_031780319.1, XP_031780320.1, XP_032453209.1, XP_008204330.1
OG0001624	XP_001656550.2	XP_032452179.1, NP_001123226.1
OG0001625	XP_001661087.1	XP_032451891.1, XP_032451892.1, XP_008215286.2, XP_032451890.1, XP_008215289.2, XP_008215290.2, XP_032451893.1, XP_008215297.2, XP_008215295.2, XP_008215296.2
OG0001626	XP_001649135.1	XP_001608243.1, XP_003426730.1
OG0001627	XP_021707044.1, XP_011493541.1, XP_001654478.1	XP_008209881.1
OG0001628	XP_021693961.1	XP_008211373.1
OG0001629	XP_001660169.1	XP_032451650.1
OG0001630	XP_021699215.1, XP_021699214.1	XP_032454709.1
OG0001631	XP_021704306.1	XP_031788348.2
OG0001633	XP_021698387.1, XP_021698388.1, XP_021698385.1, XP_021698386.1, XP_021698396.1, XP_021698395.1, XP_021698391.1, XP_021698392.1, XP_021698389.1, XP_021698393.1, XP_021698394.1, XP_021698390.1	XP_001605824.2
OG0001634	XP_021707434.1, XP_021707433.1, XP_001649577.2	XP_001603395.1
OG0001635	XP_001660621.2	XP_001603971.1
OG0001636	XP_001661101.1	XP_008213391.1
OG0001637	XP_001658256.1	XP_031787579.1, XP_008217813.1
OG0001638	XP_001662068.2	XP_008212555.1
OG0001639	XP_021706741.1	XP_001599645.2
OG0001640	XP_021711928.1, XP_001660977.2	XP_008218010.1, XP_031776898.1
OG0001641	XP_001649767.2, XP_021710563.1, XP_001649763.2, XP_021710569.1	NP_001161259.1
OG0001642	XP_021704630.1, XP_021704631.1, XP_001648127.2	XP_001606946.2
OG0001644	XP_021706333.1, XP_001654366.1	XP_001602709.1, XP_016844459.1, XP_016844443.1, XP_031787758.1, XP_001601078.1
OG0001645	XP_021713239.1	XP_001606113.1, XP_031789467.1
OG0001646	XP_001651173.2	XP_016837914.1, XP_008204868.2
OG0001647	XP_021710653.1, XP_021710277.1	XP_031788888.1, XP_031788885.1, XP_031788890.1, XP_031788887.1, XP_031788886.1, XP_031788884.1, XP_032458040.1
OG0001648	XP_001651963.2	XP_016842668.1
OG0001649	XP_021699402.1	XP_016839355.1
OG0001650	XP_001660443.2	XP_008215816.1
OG0001651	XP_021712338.1	XP_008216328.1, XP_008216334.1
OG0001652	XP_021709162.1	XP_031776836.1
OG0001653	XP_021704764.1, XP_021704765.1	XP_031779587.1, XP_008212815.1
OG0001655	XP_021712934.1, XP_021695115.1	XP_001603980.2
OG0001656	XP_001660613.1	XP_001606701.1
OG0001657	XP_001650988.2	XP_001606493.1
OG0001658	XP_021701909.1	XP_031787185.1
OG0001659	XP_001649004.2, XP_021712038.1	XP_031788066.1, XP_031788064.1, XP_031788065.1, XP_032456070.1, XP_032456068.1, XP_032456069.1, XP_031788063.1
OG0001660	XP_021710671.1	XP_008217155.1
OG0001662	XP_001661416.2, XP_021712562.1	XP_032453548.1, XP_032453537.1
OG0001663	XP_021708803.1	XP_032452823.1, XP_031779996.1, XP_008217774.1, XP_001605727.2, XP_032452824.1
OG0001664	XP_021712961.1	XP_032455099.1
OG0001665	XP_021711561.1, XP_001654204.2, XP_001651001.2, XP_021693638.1	XP_031786788.1
OG0001666	XP_021695946.1	XP_001606145.2
OG0001668	XP_021705214.1	NP_001154951.1, XP_031784260.1
OG0001669	XP_021703010.1, XP_021703012.1, XP_021703011.1, XP_021703006.1, XP_021703008.1, XP_021703009.1, XP_021703007.1	XP_031788032.1, XP_032456034.1
OG0001670	XP_001663817.1	XP_031781642.1
OG0001671	XP_021708990.1	XP_008202575.1, XP_032451770.1
OG0001672	XP_021709521.1, XP_021709522.1, XP_021709520.1	XP_001606256.1
OG0001674	XP_021702429.1, XP_021702434.1, XP_021702435.1, XP_021702430.1, XP_021702431.1, XP_021702432.1, XP_021702433.1	XP_008213000.1
OG0001675	XP_021699206.1, XP_021699205.1, XP_021699208.1, XP_021699207.1	XP_003423909.1, XP_032455380.1, XP_032455379.1, XP_008215219.1
OG0001676	XP_001652395.2	XP_001604719.1, XP_008210900.1, XP_008210901.1
