Orthogroup	Aedes_aegypti	Megachile_rotundata
OG0001742	XP_021708254.1	XP_012136211.1
OG0001743	XP_001660114.1	XP_003704286.2, XP_012142697.1, XP_012142698.1
OG0001744	XP_021704069.1, XP_021704068.1	XP_012146970.1
OG0001745	XP_021713007.1	XP_012137160.1
OG0001746	XP_001649222.1, XP_021710593.1, XP_021710589.1, XP_021710590.1, XP_021710587.1, XP_021710592.1, XP_021710591.1	XP_003703699.1
OG0001747	XP_021706970.1	XP_012153715.1, XP_012153718.1, XP_012153719.1, XP_003700293.1, XP_012153716.1, XP_012153717.1, XP_012153714.1
OG0001748	XP_021708833.1, XP_021708840.1	XP_012136615.1
OG0001749	XP_021706440.1	XP_012148449.1
OG0001750	XP_001647895.2	XP_003699586.1
OG0001751	XP_001648099.1	XP_003701501.1, XP_012136689.1
OG0001752	XP_001659769.2, XP_001651958.2, XP_001655198.2	XP_012143489.1
OG0001753	XP_001652244.1	XP_003706694.1
OG0001754	XP_001652911.1	XP_012141609.1, XP_012136273.1
OG0001756	XP_001655179.1	XP_003706604.1
OG0001757	XP_001661597.2, XP_001661598.2, XP_001655682.2, XP_021705284.1	XP_012142983.1
OG0001758	XP_001656095.2	XP_003705252.1
OG0001759	XP_001657407.2	XP_003701941.1, XP_012137503.1
OG0001760	XP_001657581.2	XP_003702127.1
OG0001762	XP_001661603.1	XP_012148878.1, XP_003706789.1
OG0001763	XP_021707256.1, XP_001662871.1	XP_003700566.1, XP_012154469.1
OG0001765	XP_001663710.1	XP_012136106.1
OG0001766	XP_021699736.1	XP_003701794.1, XP_012137180.1
OG0001767	XP_021702187.1, XP_021702186.1	XP_003707472.1, XP_012149995.1
OG0001768	XP_021707862.1, XP_021707851.1, XP_021707864.1, XP_021707860.1, XP_021707856.1, XP_021707857.1, XP_021707858.1, XP_021707859.1, XP_021707852.1, XP_021707853.1, XP_021707854.1, XP_021707855.1, XP_021707863.1	XP_003706687.1
OG0001769	XP_021711093.1, XP_021711094.1	XP_012138463.1
OG0001774	XP_021700405.1, XP_001663729.1, XP_021700404.1	XP_012149582.1
OG0001775	XP_001655999.2	XP_012154197.1
OG0001776	XP_021710782.1	XP_012146502.1, XP_003705787.1
OG0001777	XP_001654587.1	XP_003699193.1, XP_012135904.1
OG0001778	XP_001655466.1, XP_021701850.1	XP_003700370.1
OG0001779	XP_001654343.1	XP_003706847.1
OG0001780	XP_021712259.1, XP_021707611.1, XP_021712258.1, XP_021707612.1, XP_021707614.1, XP_021707613.1, XP_021712257.1	XP_003702781.1
OG0001781	XP_001658016.1, XP_001654360.1	XP_012140213.1
OG0001782	XP_001663680.2	XP_012138573.1, XP_003702394.1
OG0001783	XP_001662178.1	XP_012153106.1, XP_012153190.1
OG0001784	XP_021693607.1	XP_012148009.1, XP_012148010.1, XP_012148011.1
OG0001785	XP_001647846.1, XP_021693061.1	XP_003708459.1, XP_012152861.1
OG0001786	XP_001652846.1, XP_001652845.1	XP_003703759.1
OG0001787	XP_001661418.1	XP_003706905.1
OG0001789	XP_001650308.2	XP_003702679.1
OG0001790	XP_021713380.1	XP_003705513.1
OG0001791	XP_001660244.1	XP_012138231.1, XP_012138230.1, XP_012138229.1, XP_012138232.1
OG0001792	XP_001653344.1	XP_003704979.1
OG0001793	XP_001657814.1	XP_003703372.1
OG0001794	XP_021699339.1	XP_012138228.1
OG0001796	XP_001650832.1	XP_003704098.1
OG0001797	XP_001655339.1	XP_003705276.1
OG0001799	XP_001650267.3	XP_012152790.1
OG0001800	XP_001661937.2	XP_003703789.1
OG0001801	XP_001656302.2	XP_003707540.1
OG0001802	XP_001648600.1	XP_003701460.1
OG0001803	XP_001654138.1	XP_003700826.1, XP_012135007.1, XP_012135006.1
OG0001804	XP_001651535.2	XP_012139092.1, XP_012139091.1, XP_012139089.1, XP_003702672.1
OG0001805	XP_001658946.1	XP_012152572.1
OG0001806	XP_021703614.1, XP_021703613.1, XP_021703612.1, XP_001650209.1	XP_003706448.1
OG0001807	XP_021697949.1, XP_021697948.1, XP_021697946.1	XP_012141865.1, XP_012141866.1, XP_012141867.1
OG0001808	XP_001648504.1, XP_001648505.2, XP_021711910.1	XP_012136611.1
OG0001809	XP_021704020.1	XP_003703087.1
OG0001810	XP_021710388.1, XP_001648205.1	XP_012150387.1, XP_012150386.1
OG0001811	XP_021706968.1	XP_003699893.1, XP_012146304.1
OG0001812	XP_021703749.1, XP_001649272.1, XP_001647949.1, XP_021704430.1	XP_012152368.1, XP_012152367.1
OG0001813	XP_021706119.1, XP_001660430.2	XP_012150502.1
OG0001814	XP_021699004.1	XP_012146115.1
OG0001815	XP_021706600.1, XP_001654420.1	XP_003706805.1, XP_012148924.1
OG0001816	XP_021711934.1, XP_021705859.1	XP_003707640.1, XP_012150641.1
OG0001818	XP_001648308.1	XP_012143501.1
OG0001820	XP_001656491.2	XP_003707104.1, XP_012149520.1
OG0001821	XP_021705923.1	XP_012147907.1, XP_003706357.1
OG0001822	XP_021701245.1	XP_003703530.1
OG0001823	XP_001657128.2	XP_012136264.1
OG0001824	XP_021706910.1	XP_003700865.1, XP_012135183.1
OG0001825	XP_001658727.1	XP_003701480.1
OG0001826	XP_021697012.1	XP_012146129.1, XP_012146130.1, XP_012146131.1, XP_012146134.1, XP_012146132.1, XP_012146133.1, XP_003705635.1, XP_012146127.1, XP_012146128.1
OG0001827	XP_021712977.1, XP_021712976.1, XP_021712975.1, XP_021712974.1, XP_021712973.1, XP_021712972.1	XP_012139141.1
OG0001828	XP_021712291.1, XP_001658462.1	XP_003702396.1
OG0001829	XP_001654783.1	XP_012144120.1, XP_012144119.1
OG0001830	XP_021710578.1, XP_021710575.1, XP_021710579.1, XP_021710577.1, XP_021710576.1	XP_012145185.1
OG0001831	XP_001657882.2	XP_012139389.1
OG0001832	XP_021707800.1, XP_021707803.1, XP_021707802.1, XP_021707801.1	XP_003705967.1
OG0001833	XP_001660568.1, XP_021697617.1	XP_003703423.1
OG0001834	XP_001658587.2	XP_003707795.1, XP_012151120.1, XP_012151119.1
OG0001835	XP_021699457.1, XP_021699456.1	XP_003706134.1
OG0001836	XP_021696438.1, XP_021696292.1	XP_012145254.1, XP_012145260.1
OG0001837	XP_001657385.1	XP_012154447.1, XP_012154451.1, XP_012154450.1, XP_012154449.1, XP_012154448.1, XP_012154452.1, XP_003700606.1
OG0001838	XP_001662943.2	XP_003701089.1
OG0001839	XP_001656241.1, XP_001656242.2	XP_003705315.1, XP_012145347.1
OG0001840	XP_021693014.1	XP_012145200.1
OG0001841	XP_001662612.2, XP_021706346.1	XP_003700397.2
OG0001842	XP_021708481.1, XP_021708478.1, XP_021708479.1, XP_021708480.1, XP_021708483.1	XP_003702260.1
OG0001843	XP_001647861.1	XP_012150857.1, XP_012150858.1, XP_003707567.1
OG0001844	XP_001648000.2, XP_021693221.1, XP_001647999.2, XP_021693222.1	XP_012152496.1
OG0001845	XP_001654410.1	XP_003702489.1
OG0001846	XP_021693741.1, XP_021693743.1, XP_021693742.1	XP_003707292.1
OG0001847	XP_021696658.1, XP_001653615.1, XP_021712569.1, XP_021712570.1	XP_012152980.1, XP_012153146.1
OG0001848	XP_001660510.1	XP_012140215.1, XP_003703080.1
OG0001850	XP_001657137.1	XP_003708098.1, XP_012152022.1
OG0001851	XP_001658707.2	XP_003705365.1, XP_012145537.1
OG0001852	XP_021707599.1	XP_003699279.1
OG0001853	XP_021700185.1, XP_021700184.1, XP_021700182.1, XP_021700183.1	XP_012136245.1
OG0001854	XP_001659748.2	XP_012142510.1
OG0001855	XP_001655018.1	XP_012144474.1, XP_012144473.1
OG0001856	XP_021706007.1, XP_021706008.1	XP_012152678.1
OG0001858	XP_001655314.1, XP_021694464.1	XP_003704198.1
OG0001859	XP_021706404.1, XP_021694347.1, XP_001657815.1	XP_003704257.1, XP_012143013.1
OG0001860	XP_021711673.1	XP_012142237.1, XP_003703966.1
OG0001861	XP_001662954.2	XP_012139144.1
OG0001863	XP_001650313.2	XP_012144871.1, XP_003705098.1, XP_012144870.1
OG0001864	XP_021703166.1, XP_021703165.1, XP_001658160.2	XP_003703202.2
OG0001865	XP_001650915.1	XP_012146126.1, XP_003705671.1
OG0001866	XP_021697144.1, XP_001659957.1	XP_003708355.1
OG0001867	XP_021712246.1	XP_003701904.1
OG0001868	XP_021707165.1, XP_021707164.1, XP_001659505.1	XP_003707740.1
OG0001869	XP_021707427.1, XP_021707425.1, XP_021707423.1, XP_021707426.1	XP_012146861.1, XP_012146862.1
OG0001870	XP_001652587.1	XP_003703359.1
OG0001871	XP_001657691.1	XP_003701743.1
OG0001872	XP_021706756.1, XP_021706757.1	XP_003703430.1
OG0001873	XP_001654074.2	XP_003703441.1, XP_012141056.1
OG0001874	XP_001649673.2	XP_012146669.1, XP_012146666.1, XP_012146668.1, XP_012146670.1, XP_003705880.1
OG0001875	XP_021697559.1	XP_012145397.1
OG0001876	XP_021692922.1, XP_021692917.1	XP_012136906.1, XP_012136908.1
OG0001877	XP_021702661.1	XP_012136259.1, XP_012136260.1
OG0001878	XP_021710678.1, XP_001655100.1, XP_001650845.1, XP_001659599.2	XP_012151380.1
OG0001879	XP_021703643.1	XP_012142382.1
OG0001880	XP_021700033.1, XP_021700038.1, XP_021700039.1	XP_012148142.1, XP_012148144.1
OG0001881	XP_011493034.2	XP_012146739.1, XP_012146740.1, XP_003705828.1
OG0001882	XP_021694906.1, XP_021694907.1, XP_021694904.1, XP_021694905.1, XP_021694908.1, XP_021694909.1, XP_011493407.2	XP_012136562.1
OG0001883	XP_021713193.1	XP_003708496.1
OG0001884	XP_021700781.1, XP_021700786.1, XP_021700788.1	XP_012143033.1
OG0001885	XP_021693388.1, XP_001660962.2, XP_021693389.1	XP_012145796.1, XP_012145797.1
OG0001886	XP_021710919.1	XP_003706184.1
OG0001887	XP_001650218.2, XP_021703628.1, XP_021703626.1, XP_021706599.1, XP_021700995.1	XP_012136736.1
OG0001888	XP_001656705.2, XP_021702813.1	XP_003702770.1, XP_012139537.1
OG0001889	XP_001661881.1	XP_012140097.1
OG0001890	XP_021708813.1	XP_012139488.1, XP_003702907.1, XP_012139482.1, XP_012139483.1, XP_012139484.1, XP_012139485.1, XP_012139486.1, XP_012139487.1
OG0001891	XP_021707500.1	XP_012137349.1, XP_012137347.1, XP_012137345.1, XP_012137348.1
OG0001892	XP_021707664.1	XP_012150332.1
OG0001893	XP_021699346.1	XP_003701078.2
OG0001894	XP_021697761.1	XP_012150887.1
OG0001895	XP_021695274.1	XP_012139580.1
OG0001896	XP_021700472.1	XP_012150977.1
OG0001897	XP_001652661.1, XP_021706950.1	XP_003704946.1, XP_012144428.1
OG0001898	XP_001663962.2	XP_012153488.1
OG0001899	XP_001654630.1	XP_003699368.1
OG0001900	XP_021703372.1	XP_003702606.2, XP_012138993.1
OG0001901	XP_001662611.1	XP_003707788.1, XP_012151293.1
OG0001902	XP_021708938.1, XP_021712229.1	XP_012153258.1, XP_012153261.1
OG0001903	XP_021703750.1, XP_001649274.2	XP_012140007.1
OG0001905	XP_001650299.2, XP_021693922.1	XP_003702692.1, XP_012139166.1
OG0001906	XP_021704732.1	XP_012149147.1
OG0001907	XP_001650086.2	XP_012138990.1, XP_012138989.1
OG0001908	XP_001656234.1	XP_012140618.1, XP_012140617.1, XP_012140619.1
OG0001909	XP_021702262.1, XP_021702271.1	XP_012150069.1, XP_012150073.1
OG0001911	XP_021693707.1, XP_001656694.1, XP_021702836.1	XP_012150474.1
OG0001912	XP_021700547.1	XP_012146812.1, XP_012146779.1, XP_012146797.1
OG0001913	XP_021704809.1	XP_012145489.1, XP_012145498.1
OG0001914	XP_021702586.1, XP_021696818.1	XP_012135228.1
OG0001915	XP_021706539.1, XP_021706508.1	XP_003702632.1
OG0001916	XP_001660605.1	XP_012136862.1, XP_012136861.1
OG0001917	XP_001654386.1	XP_003705443.1, XP_012145696.1
OG0001919	XP_021700283.1	XP_012152342.1
OG0001921	XP_021706711.1, XP_021706708.1, XP_021706709.1, XP_021706710.1, XP_021706712.1, XP_021706713.1, XP_021706714.1, XP_021712678.1	XP_003702595.1
OG0001922	XP_011493578.1	XP_012145791.1
OG0001923	XP_001652085.2	XP_012149647.1
OG0001924	XP_021700902.1	XP_012153844.1, XP_012153840.1
OG0001925	XP_021708383.1, XP_021708387.1, XP_021708382.1, XP_021708385.1, XP_021708386.1, XP_021708388.1, XP_021708384.1	XP_012148613.1
OG0001926	XP_001659471.1	XP_012135847.1
OG0001927	XP_021702614.1, XP_001655971.2	XP_003704096.1, XP_012142442.1
OG0001928	XP_021698851.1	XP_012143821.1
OG0001929	XP_021702281.1	XP_003699719.1
OG0001930	XP_001651141.1	XP_003706866.1, XP_012149134.1, XP_012149132.1, XP_012149133.1
OG0001931	XP_021706792.1, XP_001663406.1	XP_003702361.1
OG0001932	XP_021704816.1	XP_012143825.1, XP_012150436.1, XP_012150913.1
OG0001933	XP_001651463.2, XP_021712848.1	XP_003706624.1
OG0001934	XP_021704757.1, XP_021704756.1	XP_003704019.1, XP_012142173.1
OG0001935	XP_021694991.1	XP_012141857.1, XP_003703843.1
OG0001936	XP_021708552.1	XP_012135817.1
OG0001937	XP_021708032.1, XP_021712188.1	XP_012144116.1
OG0001938	XP_021707924.1, XP_021707925.1, XP_021707926.1, XP_021707927.1, XP_021707923.1	XP_003701429.1
OG0001939	XP_001657962.2	XP_003704511.1
OG0001940	XP_001658640.1	XP_012153191.1
OG0001941	XP_021702015.1	XP_012146566.1, XP_012146567.1, XP_012146574.1
OG0001942	XP_001662960.1	XP_003700745.1
OG0001943	XP_001654025.2, XP_021713121.1	XP_012147474.1
OG0001944	XP_001652255.3	XP_003703726.1, XP_003703814.1
OG0001945	XP_021706254.1, XP_021706252.1	XP_012154441.1
OG0001946	XP_021700836.1, XP_021700832.1	XP_003699969.1
OG0001947	XP_021695537.1	XP_003705697.1
OG0001949	XP_021712604.1, XP_021703926.1, XP_021703927.1, XP_021703928.1	XP_012147996.1, XP_003706445.1, XP_012147995.1
OG0001950	XP_001663086.2, XP_021699579.1, XP_021699578.1	XP_012144602.1
OG0001951	XP_021704100.1	XP_012139300.1, XP_003702731.1
OG0001952	XP_021699848.1	XP_012135997.1
OG0001953	XP_021698730.1	XP_012145326.1, XP_012145351.1
OG0001955	XP_001647950.1	XP_012147963.1, XP_012147962.1, XP_012147964.1, XP_003706380.1, XP_012147961.1
OG0001956	XP_001648128.2, XP_021704528.1	XP_003703905.1
OG0001957	XP_001648185.1	XP_012142305.1
OG0001959	XP_001662716.2, XP_001649986.2	XP_003702678.1
OG0001960	XP_001651285.1	XP_003703234.1, XP_012140366.1, XP_012140367.1
OG0001961	XP_021706242.1, XP_021706241.1, XP_021706243.1, XP_001651602.1	XP_012142144.1, XP_003704004.1
OG0001962	XP_001655155.1, XP_001660370.1	XP_003704351.1
OG0001963	XP_001656343.1, XP_021710770.1, XP_021710771.1, XP_021710772.1	XP_012141356.1, XP_012141357.1, XP_012141360.1, XP_012141358.1, XP_012141359.1, XP_003703511.1
OG0001964	XP_001657975.2	XP_012148107.1, XP_012148103.1, XP_012148104.1, XP_012148102.1, XP_012148105.1
OG0001965	XP_021709748.1, XP_001658722.1	XP_003702172.1, XP_012138026.1, XP_012138025.1
OG0001966	XP_021699453.1, XP_011493090.2, XP_021699454.1	XP_003708349.1
OG0001967	XP_021692958.1	XP_012153499.1
OG0001968	XP_021693933.1, XP_021693935.1, XP_021693934.1, XP_021693936.1	XP_003705340.2, XP_012147015.1
OG0001969	XP_021694469.1, XP_021694470.1	XP_003702437.1, XP_012138619.1, XP_012138618.1
OG0001970	XP_021700163.1	XP_003702801.1
OG0001971	XP_021701730.1	XP_003703284.1, XP_012140698.1
OG0001972	XP_021704632.1	XP_012152744.1, XP_012148262.1, XP_012148263.1, XP_012150524.1, XP_012146121.1, XP_012152728.1, XP_012151028.1, XP_012143800.1, XP_012152403.1, XP_012143808.1, XP_012143816.1, XP_012151019.1, XP_012150525.1, XP_012143271.1, XP_012152958.1, XP_012148430.1, XP_012145436.1
OG0001973	XP_021706103.1, XP_021706102.1, XP_021706099.1, XP_021706100.1	XP_012150814.1
OG0001974	XP_021706347.1, XP_021706349.1, XP_021706348.1, XP_021706351.1, XP_021706352.1, XP_021706350.1	XP_003706062.1
OG0001975	XP_021710764.1, XP_021710765.1	XP_012137208.1, XP_003701846.1
OG0001987	XP_001654823.1	XP_012142901.1
OG0001988	XP_001652419.1	XP_003703079.1
OG0001989	XP_001664307.1, XP_001662342.1	XP_012147323.1, XP_003706122.1
OG0001990	XP_001649527.2	XP_003707657.2, XP_003707658.1
OG0001991	XP_021693622.1	XP_012135527.1, XP_012135526.1
OG0001992	XP_001663456.1	XP_003699919.1
OG0001993	XP_001657186.1	XP_012145304.1
OG0001994	XP_001655824.1	XP_003703431.1
OG0001995	XP_021694932.1, XP_021694930.1, XP_021694931.1, XP_021694929.1	XP_012144101.1
OG0001996	XP_001658284.1	XP_012148191.1
OG0001997	XP_021694034.1, XP_021694036.1	XP_003699645.1
OG0001998	XP_001657081.2, XP_021711121.1	XP_012142139.1, XP_012142128.1, XP_012142140.1
OG0001999	XP_001654110.2	XP_003705603.1
OG0002000	XP_021701636.1	XP_012147747.1, XP_012147746.1, XP_012147745.1, XP_012147748.1
OG0002001	XP_001654798.1, XP_021696930.1	XP_003706433.1, XP_012147804.1
OG0002002	XP_021700879.1, XP_001650127.1	XP_012146246.1
OG0002003	XP_001648535.1	XP_003703233.1, XP_012140369.1, XP_012140370.1
OG0002004	XP_021709372.1, XP_001653273.1, XP_021712517.1, XP_021711747.1	XP_003703011.1
OG0002005	XP_001648971.2	XP_012152247.1
OG0002006	XP_001648436.1	XP_003706758.1
OG0002007	XP_001663658.2	XP_003703240.1
OG0002009	XP_001649565.2, XP_001649576.2	XP_003707309.1
OG0002010	XP_021696649.1, XP_001652049.1	XP_003703696.1
OG0002011	XP_021699544.1	XP_003701635.1
OG0002012	XP_021707317.1, XP_021707316.1	XP_012138348.1
OG0002013	XP_021707456.1	XP_012141432.1
OG0002014	XP_021703286.1, XP_021703301.1	XP_012140431.1, XP_012140420.1
OG0002015	XP_001651326.2	XP_003700402.1
OG0002016	XP_021712620.1, XP_001655398.1	XP_003701509.1
OG0002017	XP_021699724.1	XP_012153242.1, XP_012153243.1, XP_012153244.1, XP_012153238.1, XP_012153239.1, XP_003708585.2, XP_012153241.1, XP_012153237.1, XP_012153240.1
OG0002018	XP_001656424.1	XP_003700546.1
OG0002019	XP_001650675.1	XP_003700615.1
OG0002020	XP_021693297.1	XP_012143175.1
OG0002021	XP_001660435.1	XP_003703149.1, XP_012140063.1, XP_012140062.1
OG0002022	XP_001659928.1, XP_021712759.1	XP_003702362.1
OG0002023	XP_021698976.1	XP_012142679.1
OG0002024	XP_021705137.1, XP_021705136.1	XP_012143161.1
OG0002025	XP_001660915.1	XP_003706213.1
OG0002026	XP_021708073.1	XP_012153897.1
OG0002027	XP_021698213.1, XP_021698212.1, XP_021698211.1	XP_003704130.1
OG0002028	XP_021695336.1, XP_021695333.1	XP_003703134.1, XP_012140101.1
OG0002029	XP_021699817.1	XP_003700421.1
OG0002032	XP_021705255.1	XP_003707304.1
OG0002033	XP_001655052.2, XP_001655051.2	XP_012153387.1, XP_012143911.1, XP_012143910.1
OG0002034	XP_021703905.1, XP_021708702.1	XP_003703586.1
OG0002035	XP_021710461.1, XP_021710460.1, XP_021710459.1, XP_021710458.1, XP_021710457.1, XP_021710456.1, XP_021710462.1, XP_021710463.1, XP_021710464.1, XP_021710465.1	XP_012148042.1
OG0002036	XP_021698401.1	XP_012135179.1
OG0002037	XP_001657723.1	XP_012151785.1
OG0002038	XP_021705732.1, XP_001656882.1	XP_012144842.1
OG0002039	XP_021696857.1, XP_021696859.1, XP_021696854.1, XP_021696858.1, XP_021696855.1, XP_021696856.1	XP_003702840.1
OG0002041	XP_001661004.2	XP_012134878.1, XP_012134945.1
OG0002042	XP_021711074.1	XP_012143342.1
OG0002043	XP_001654285.2	XP_012141291.1, XP_012141293.1, XP_012141292.1, XP_012141290.1, XP_012141288.1
OG0002044	XP_021692933.1, XP_021692932.1, XP_021692931.1	XP_012136341.1, XP_012136347.1
OG0002045	XP_021700822.1, XP_001654153.2	XP_012143496.1
OG0002047	XP_001662952.2	XP_003704896.1
OG0002048	XP_021693261.1, XP_021693262.1, XP_021693250.1	XP_012138294.1, XP_012138308.1
OG0002049	XP_001657413.2	XP_012150356.1
OG0002050	XP_001661613.2	XP_003708065.1
OG0002051	XP_001650787.1	XP_003700857.1
OG0002052	XP_001654238.1	XP_003704502.1
OG0002053	XP_021704986.1	XP_012137462.1
OG0002054	XP_021702372.1	XP_012139709.1
OG0002055	XP_021699091.1, XP_021699090.1	XP_003707010.1
OG0002056	XP_021711845.1, XP_001651045.1	XP_003701093.1, XP_012135528.1
OG0002057	XP_021701189.1	XP_003702834.1
OG0002058	XP_001653033.1, XP_021703690.1, XP_001653035.1, XP_001653036.2	XP_003707801.1
OG0002059	XP_001653641.1, XP_021697404.1	XP_012139338.1, XP_012139340.1, XP_012139339.1, XP_003702874.1
OG0002060	XP_021709612.1	XP_012141197.1
OG0002061	XP_021701939.1	XP_012151955.1
OG0002062	XP_021697091.1, XP_021697090.1, XP_021697088.1, XP_021697087.1, XP_021697089.1	XP_012146355.1, XP_012146353.1
OG0002063	XP_021706324.1, XP_021706323.1, XP_001653117.1	XP_003706896.1
OG0002064	XP_021698918.1, XP_001661369.2	XP_012142928.1
OG0002065	XP_021704389.1, XP_021704396.1	XP_003702761.2
OG0002066	XP_021713324.1, XP_021712281.1, XP_021711970.1	XP_012143894.1, XP_012143896.1, XP_012143897.1
OG0002067	XP_001651806.1	XP_012154310.1
OG0002068	XP_001661802.1	XP_003704477.1
OG0002069	XP_001663723.2	XP_003705335.1
OG0002070	XP_021713381.1, XP_021713382.1	XP_012136442.1
OG0002071	XP_021700369.1, XP_021700370.1, XP_021700371.1, XP_001661960.1	XP_003702033.1, XP_012137945.1
OG0002072	XP_001658181.2	XP_003707613.1
OG0002073	XP_001660900.1, XP_021701418.1, XP_021701417.1	XP_012147998.1
OG0002075	XP_001657421.1	XP_012149919.1, XP_012149920.1, XP_003707271.1
OG0002076	XP_021704769.1, XP_021704812.1, XP_021704798.1, XP_021704808.1, XP_021704790.1, XP_021704775.1, XP_021704817.1, XP_021704784.1	XP_012135597.1
OG0002077	XP_001659320.1	XP_003701633.1
OG0002078	XP_001655536.2, XP_021702297.1, XP_021702296.1, XP_021702295.1, XP_021702294.1	XP_012149123.1
OG0002079	XP_021698016.1	XP_003705877.1
OG0002080	XP_001655393.1	XP_003705020.1
OG0002081	XP_001658896.1	XP_003701177.1
OG0002082	XP_001657833.1	XP_012146702.1
OG0002083	XP_021699262.1, XP_021699265.1, XP_021699263.1, XP_021699264.1, XP_021699267.1, XP_021699261.1	XP_012148780.1, XP_003706931.1
OG0002084	XP_021695962.1	XP_003706522.2
OG0002085	XP_001658894.2	XP_003707196.1
OG0002086	XP_001660810.2	XP_003707054.2
OG0002087	XP_001662226.1	XP_003700492.1, XP_012154201.1, XP_012154202.1
OG0002088	XP_021709590.1, XP_021709591.1, XP_021709592.1	XP_003699720.2, XP_012144235.1
OG0002089	XP_021697379.1	XP_003702769.1
OG0002090	XP_001657796.2	XP_012154459.1
OG0002091	XP_001648366.2	XP_003707492.1
OG0002092	XP_021696347.1, XP_021709876.1	XP_003700521.2
OG0002093	XP_021694967.1, XP_021694963.1, XP_021694966.1, XP_021694965.1, XP_021694968.1, XP_021694964.1, XP_021696654.1, XP_021696652.1, XP_021696653.1, XP_021696651.1	XP_003700833.1, XP_012135088.1
OG0002094	XP_021698854.1	XP_003704619.1
OG0002095	XP_001649906.1, XP_001649907.1	XP_012147718.1, XP_003706334.1
OG0002097	XP_001658647.1	XP_012136159.1
