Orthogroup	Aedes_aegypti	Bombyx_mori
OG0002130	XP_001653423.1	XP_004922992.1, XP_037871765.1
OG0002131	XP_021703181.1	XP_037875416.1, XP_037875405.1
OG0002132	XP_021697130.1	NP_001106740.1, XP_037877278.1
OG0002134	XP_001658327.1	XP_021203407.2
OG0002136	XP_001654115.2	XP_037871770.1
OG0002137	XP_001648851.1, XP_021701095.1, XP_001653751.2	XP_004925836.2
OG0002138	XP_001652434.1	NP_001040192.1
OG0002139	XP_001651352.1	XP_021209062.1
OG0002140	XP_021701584.1	XP_037868592.1
OG0002141	XP_021710885.1	XP_021201826.1
OG0002142	XP_021705976.1	XP_004925884.2, XP_004925883.1
OG0002143	XP_001655819.1, XP_001655820.1	NP_001091797.1, XP_012545497.2
OG0002144	XP_021696310.1	NP_001182629.1, XP_021205972.2, NP_001093294.1, NP_001182630.1, XP_037873767.1
OG0002145	XP_001650254.2	XP_012548441.2
OG0002146	XP_021709736.1	XP_037866665.1
OG0002147	XP_021710878.1, XP_021710873.1	XP_004930315.1
OG0002148	XP_001656030.2	XP_021204958.2
OG0002149	XP_021704248.1	XP_021206472.1
OG0002150	XP_021700469.1	XP_021207716.2
OG0002151	XP_021709857.1, XP_021709858.1, XP_021709855.1, XP_021709856.1, XP_021709853.1, XP_021709854.1, XP_021709860.1, XP_021709859.1, XP_021703583.1	XP_037869116.1
OG0002152	XP_021709610.1, XP_021709604.1, XP_021709603.1, XP_021709608.1, XP_021709607.1, XP_021709606.1, XP_021709605.1, XP_021709611.1	XP_004932302.1
OG0002153	XP_021707387.1	NP_001191248.1, XP_037875040.1
OG0002154	XP_021694480.1	XP_037873127.1
OG0002155	XP_021693278.1, XP_021693265.1	XP_037867343.1, XP_037867335.1
OG0002157	XP_001654796.1, XP_021696921.1, XP_021696920.1	XP_004929801.1
OG0002158	XP_021700957.1, XP_001660611.1, XP_021711344.1, XP_021711343.1, XP_021711872.1, XP_021711874.1, XP_021711873.1	XP_004932283.2
OG0002159	XP_001659759.2	XP_004931939.2
OG0002162	XP_021707594.1, XP_021707596.1, XP_021707595.1, XP_001663947.1, XP_001663948.2	XP_012544436.1, XP_037876284.1, XP_004924564.2, XP_012544440.1, XP_004924568.2
OG0002163	XP_021703559.1	XP_037876040.1
OG0002164	XP_021693645.1, XP_021693644.1	XP_021207817.2
OG0002165	XP_001648344.3	XP_037876988.1, NP_001244265.1
OG0002166	XP_021706120.1	XP_021207080.1
OG0002167	XP_021711962.1	XP_004932543.1
OG0002168	XP_021709285.1, XP_021712631.1	XP_037870805.1
OG0002169	XP_021710155.1	XP_012550913.2
OG0002170	XP_021711089.1, XP_021711085.1, XP_021711086.1, XP_021711087.1, XP_021711088.1	XP_012547630.1, XP_004928213.1
OG0002171	XP_021702403.1, XP_021702404.1, XP_021702402.1, XP_021702406.1, XP_021702401.1	XP_037866870.1
OG0002172	XP_021701682.1	XP_037877723.1
OG0002173	XP_021711984.1, XP_021693903.1	XP_037869944.1, XP_037869936.1, XP_037869943.1
OG0002174	XP_021708109.1	XP_004929718.1, XP_004929719.1
OG0002175	XP_021697301.1	XP_037874545.1, XP_037874547.1
OG0002177	XP_021705671.1	XP_037875253.1
OG0002178	XP_021697063.1, XP_021697052.1	XP_037871675.1
OG0002179	XP_021701499.1, XP_021701502.1, XP_021701503.1, XP_021701500.1, XP_021701501.1	XP_037870128.1
OG0002181	XP_021712793.1, XP_021694995.1	XP_037869458.1, XP_037869449.1
OG0002182	XP_021697151.1	XP_004934376.1
OG0002183	XP_001655335.2	XP_037868365.1
OG0002184	XP_021693504.1	XP_012553100.2, XP_037876248.1
OG0002185	XP_001652769.2, XP_021701055.1, XP_021701057.1	XP_037872580.1
OG0002186	XP_021704044.1	XP_037867256.1
OG0002187	XP_021699225.1, XP_021699226.1	XP_004924091.2
OG0002188	XP_021701837.1, XP_021701838.1	XP_004933130.1
OG0002189	XP_021706017.1, XP_001662348.2	XP_037868007.1
OG0002190	XP_021704515.1	XP_021207985.2, XP_021207984.2
OG0002191	XP_001660343.2	XP_037876997.1, NP_001296509.1
OG0002192	XP_021696455.1	XP_004930030.2
OG0002193	XP_021712730.1, XP_021713384.1, XP_021713383.1	XP_037872786.1
OG0002194	XP_001653292.1	XP_004932826.1, XP_004932827.1
OG0002195	XP_021711923.1, XP_021699204.1	XP_012549175.1, XP_004930210.1, XP_004930209.1, XP_021206201.1
OG0002196	XP_001653744.2	XP_012545577.2
OG0002197	XP_001657298.2	XP_037868350.1
OG0002198	XP_021704276.1, XP_021704282.1	XP_004929877.2, XP_021206055.1
OG0002200	XP_021693447.1, XP_021693448.1, XP_021693450.1, XP_021693449.1	XP_021203983.1
OG0002201	XP_021712042.1, XP_001654892.1	XP_037876631.1
OG0002202	XP_021713398.1	XP_012544067.2
OG0002203	XP_001660079.2	NP_001296476.1, XP_037868626.1
OG0002204	XP_001662461.2, XP_021694090.1	XP_037873138.1
OG0002205	XP_021704095.1	XP_004923458.1
OG0002206	XP_001647854.2	XP_004923125.1, XP_004926946.1
OG0002207	XP_001661286.2, XP_021707654.1, XP_001647909.2, XP_021707102.1, XP_021712743.1, XP_021710061.1, XP_021712742.1, XP_001647915.2, XP_021705690.1, XP_001647908.2, XP_021705693.1, XP_021708906.1, XP_021707133.1, XP_001647917.2, XP_001647920.1, XP_001647919.1	XP_037874986.1, XP_012550734.2
OG0002208	XP_001648444.1	XP_037868420.1, XP_004932254.2
OG0002209	XP_001649337.1, XP_021701381.1	XP_004924437.2
OG0002210	XP_001649664.2, XP_001654793.1, XP_021701647.1	XP_037872298.1, XP_037875811.1
OG0002211	XP_021710545.1, XP_021710550.1, XP_021710546.1, XP_021710549.1, XP_021710548.1, XP_001649773.1, XP_021710547.1	XP_004931687.2
OG0002212	XP_001652570.1, XP_001649912.2	XP_037866852.1
OG0002213	XP_001652986.2	XP_012544470.1
OG0002214	XP_021700648.1, XP_001653383.2, XP_021700643.1, XP_021700651.1, XP_021700650.1, XP_021700649.1, XP_021700641.1, XP_021700647.1, XP_021700646.1, XP_021700645.1, XP_021700644.1	XP_021205764.1
OG0002215	XP_001653659.2, XP_001653660.2	NP_001153660.1, XP_012544170.1, XP_004929335.2
OG0002217	XP_001656760.1	XP_004928578.1
OG0002218	XP_001657343.1, XP_021706354.1	XP_037875074.1
OG0002219	XP_001658237.2	XP_004921897.2
OG0002220	XP_001660624.1	XP_037866830.1
OG0002221	XP_021694386.1, XP_021694387.1, XP_021694384.1, XP_021694385.1	XP_012551291.1
OG0002222	XP_021695841.1	XP_037867084.1, XP_037867089.1
OG0002223	XP_021699463.1	XP_004924801.2
OG0002224	XP_021701933.1	XP_004931770.1
OG0002225	XP_021702621.1	XP_021206432.2
OG0002226	XP_021708084.1, XP_021708083.1, XP_021708082.1	XP_037873298.1
OG0002237	XP_001648383.1	XP_004933166.1, XP_037874965.1
OG0002238	XP_001652028.1	NP_001037372.1
OG0002239	XP_021695488.1	NP_001040237.1
OG0002240	XP_001659379.1	NP_001036916.1
OG0002241	XP_001651456.1	XP_021203193.1, NP_001037233.1
OG0002242	XP_021704043.1, XP_001651763.1	XP_037871896.1
OG0002243	XP_001653952.2	XP_004923153.1
OG0002244	XP_001653914.1	NP_001037281.1
OG0002245	XP_001661239.1	XP_021205311.1
OG0002246	XP_021699476.1	NP_001036897.1
OG0002247	XP_001650782.1	XP_004933066.1
OG0002248	XP_001648359.1	XP_004926601.1, XP_012551631.1, NP_001040343.1
OG0002249	XP_001655062.1, XP_021712403.1	NP_001091802.1
OG0002250	XP_001655166.1, XP_021713360.1	XP_004923404.1
OG0002251	XP_011493093.2	NP_001040131.1
OG0002252	XP_001657749.1	XP_004927837.1
OG0002253	XP_021696628.1, XP_021696629.1, XP_021696630.1, XP_001652038.1, XP_011493343.1	NP_001040524.1, XP_012549378.1
OG0002254	XP_011493402.1, XP_001652969.1	NP_001040498.1, NP_001040382.1
OG0002255	XP_001652852.1	XP_004926242.1, XP_004926243.1
OG0002256	XP_001653428.2	XP_037875702.1
OG0002257	XP_001661332.1	XP_037866847.1
OG0002258	XP_001649789.1	XP_004924118.1
OG0002259	XP_001660391.1	XP_004928659.1
OG0002260	XP_001664104.1	NP_001040161.1
OG0002261	XP_021694467.1, XP_021694468.1, XP_011493600.1, XP_011493599.1	NP_001093078.1
OG0002262	XP_001654790.1	XP_012548775.2
OG0002263	XP_021705275.1, XP_021705276.1, XP_021712473.1	XP_012545000.1, XP_037875794.1
OG0002264	XP_001650592.2, XP_021696864.1	XP_012544793.1, XP_037869775.1
OG0002265	XP_021707160.1, XP_001658881.1	XP_012550867.2, NP_001040456.1, NP_001040530.1
OG0002266	XP_001650123.1	XP_004926299.1
OG0002267	XP_021698908.1	XP_004925202.1
OG0002268	XP_001661380.1	XP_037873998.1
OG0002269	XP_021698341.1	NP_001040268.1, NP_001040481.1
OG0002270	XP_021707135.1	XP_021205280.1, XP_021205281.1
OG0002271	XP_001657257.2, XP_021697436.1, XP_021697435.1	XP_037869279.1, XP_037869280.1
OG0002272	XP_001648347.1	XP_004922819.1
OG0002275	XP_001656360.1	XP_021206830.2
OG0002276	XP_021695187.1	XP_012544866.1, XP_012544867.1
OG0002277	XP_021693220.1	NP_001296557.1
OG0002278	XP_021699159.1, XP_001662296.2	XP_012552556.2, XP_012552490.2
OG0002279	XP_021700793.1	XP_037876995.1
OG0002280	XP_001657825.1, XP_021703530.1	NP_001093299.1, XP_012548047.1
OG0002281	XP_001658664.2, XP_001658665.2, XP_021693470.1	XP_037872686.1
OG0002282	XP_001654860.1	XP_004924715.1
OG0002283	XP_021693077.1	XP_012553037.2, NP_001037558.1
OG0002284	XP_021708662.1	XP_037871685.1, XP_012552837.1, XP_021209040.1
OG0002285	XP_001657412.2, XP_021710588.1, XP_021710595.1	XP_012549050.1, XP_004929829.1
OG0002286	XP_021709805.1	XP_012548819.2
OG0002287	XP_001656324.2	XP_021202511.2
OG0002288	XP_021706150.1	XP_012546309.1
OG0002289	XP_021711852.1	XP_037877096.1
OG0002290	XP_001650672.2	XP_004930244.1
OG0002291	XP_021709988.1, XP_021709989.1	XP_012551389.1
OG0002292	XP_021697397.1	XP_004933392.1
OG0002292	XP_001653580.1	XP_021202132.2
OG0002293	XP_021704716.1	XP_012548852.1, XP_037874539.1
OG0002295	XP_001657125.1	XP_004931485.1
OG0002296	XP_021704007.1	XP_037870380.1
OG0002298	XP_001653065.1	XP_004922977.1
OG0002299	XP_021696157.1	XP_012551606.1
OG0002302	XP_021693421.1, XP_021693422.1, XP_021693419.1	XP_004931975.1
OG0002303	XP_021701150.1, XP_021701151.1, XP_021701149.1	NP_001116816.1, XP_037870168.1
OG0002304	XP_021696810.1	XP_004927378.1, XP_021204470.1
OG0002305	XP_021704088.1	XP_037875018.1
OG0002307	XP_021707748.1	XP_004931271.1
OG0002308	XP_021694486.1	NP_001104833.1
OG0002309	XP_021711133.1, XP_021711829.1	XP_012551263.2
OG0002310	XP_021708828.1	XP_037875109.1
OG0002311	XP_001663546.2, XP_001653236.2, XP_021705191.1	XP_012551556.1, XP_004929999.1
OG0002312	XP_021712129.1, XP_001661553.2	XP_004931685.2
OG0002312	XP_021701957.1	XP_021206859.2
OG0002313	XP_021710513.1	XP_004933278.1
OG0002314	XP_021697646.1, XP_021697645.1, XP_021697647.1, XP_021697644.1	XP_004933495.3
OG0002315	XP_021705150.1, XP_021705148.1, XP_021705149.1, XP_001662441.1	XP_004932517.1
OG0002316	XP_021700140.1, XP_021700142.1, XP_021707610.1, XP_001656186.1	XP_012552048.1, XP_021209118.1
OG0002317	XP_001656701.1	XP_004924840.1
OG0002318	XP_001657996.1	XP_004923365.1
OG0002319	XP_021703658.1, XP_021703659.1	NP_001188362.1, XP_037875039.1
OG0002320	XP_021705911.1, XP_021705912.1, XP_021705913.1, XP_021705906.1, XP_021705907.1, XP_021705908.1, XP_021705909.1	XP_037873194.1
OG0002321	XP_021713021.1, XP_021713020.1	XP_012553291.1
OG0002323	XP_021705190.1	XP_037876567.1
OG0002324	XP_021705341.1, XP_021705340.1	NP_001108342.1
OG0002326	XP_001657703.1	XP_004926830.1
OG0002327	XP_021701566.1	NP_001243986.1, XP_012545523.1
OG0002328	XP_001648112.1	XP_012546166.1, XP_004926575.1
OG0002329	XP_021707788.1	XP_037870561.1
OG0002330	XP_021707189.1	XP_004927093.1
OG0002331	XP_021708156.1, XP_021703730.1	XP_021202468.1
OG0002332	XP_021698876.1	XP_037873581.1, XP_037873582.1
OG0002334	XP_021704770.1	XP_037867857.1, XP_037867858.1
OG0002335	XP_021709714.1, XP_021709713.1, XP_021709716.1	XP_004929611.1
OG0002336	XP_001652832.2	XP_012548546.2, NP_001040257.1
OG0002337	XP_001651852.3	NP_001036929.1, XP_012549361.2, NP_001127710.1
OG0002338	XP_021708297.1	XP_037877871.1
OG0002339	XP_021702239.1	XP_037875024.1
OG0002340	XP_021700633.1	XP_021205814.2
OG0002341	XP_021702922.1	XP_004930911.1, XP_037877762.1, XP_037877763.1, XP_037877764.1
OG0002342	XP_021711563.1	NP_001037638.1
OG0002343	XP_021695776.1, XP_021695785.1, XP_021695782.1	XP_037869887.1
OG0002344	XP_001654177.1	XP_004926597.1, XP_037867304.1, NP_001296462.1
OG0002345	XP_001654295.1	XP_004928556.1
OG0002346	XP_021706728.1, XP_021705326.1, XP_021705325.1	XP_037872670.1
OG0002347	XP_021700111.1	XP_012552139.1
OG0002348	XP_021700323.1, XP_001652471.1	XP_037873617.1
OG0002349	XP_021704602.1	XP_004927771.1
OG0002350	XP_001656488.1	XP_037876346.1
OG0002352	XP_021696506.1	XP_004931534.1
OG0002353	XP_021710833.1	XP_037876645.1, XP_021207383.2, XP_021207386.2, XP_021207365.2, XP_021207369.2, XP_021207370.2, XP_021207373.2
OG0002354	XP_001661409.1	XP_012544990.2
OG0002355	XP_001659572.2, XP_021705768.1, XP_021705769.1, XP_021705770.1, XP_021705771.1, XP_021705772.1, XP_021705773.1	XP_004928444.1, XP_004925401.1
OG0002356	XP_021696620.1, XP_021696621.1, XP_021696618.1, XP_021696619.1, XP_021696615.1, XP_021696617.1	NP_001116818.1, XP_037866722.1
OG0002357	XP_001662278.1	XP_021208040.1, XP_004932789.1
OG0002358	XP_001663880.2	XP_004930714.2
OG0002359	XP_021693979.1	XP_004929440.1
OG0002360	XP_021701843.1, XP_001658466.1	XP_004932668.1
OG0002361	XP_001652289.1, XP_021706643.1	NP_001170796.1
OG0002362	XP_001649121.1	XP_037873055.1
OG0002363	XP_001662370.2	XP_004922407.1
OG0002364	XP_021708057.1	XP_004928646.2
OG0002365	XP_001660687.1	NP_001040468.1, XP_012546772.1
OG0002366	XP_001658557.1	XP_004932954.2
OG0002367	XP_011493391.1	XP_004933296.1
OG0002368	XP_021707528.1	XP_037867913.1
OG0002369	XP_021696522.1	XP_004924151.1
OG0002370	XP_001649117.1	XP_004932621.1
OG0002371	XP_001664008.2	XP_004925258.2
OG0002372	XP_001656435.2	XP_004932688.1, XP_012551386.1
OG0002373	XP_021695358.1	XP_004932325.2, XP_012551127.2
OG0002374	XP_021699822.1	XP_021208478.1
OG0002375	XP_001656118.2	XP_004928174.2
OG0002376	XP_001653504.1, XP_021697944.1	XP_004927405.1
OG0002377	XP_021705957.1, XP_001652213.1	XP_021202033.1
OG0002378	XP_021697725.1	XP_037873440.1
OG0002379	XP_001648191.1	XP_004921857.1
OG0002380	XP_001661931.2	XP_004929661.1
OG0002381	XP_021705203.1	XP_037874452.1
OG0002382	XP_001650676.1, XP_001650677.1, XP_021696527.1	XP_004922524.1
OG0002383	XP_001663557.2	XP_012548866.2, XP_004929786.3
OG0002384	XP_021699523.1	XP_004925916.1
OG0002385	XP_001659265.1	XP_004924172.3
OG0002386	XP_021693657.1	XP_037875460.1
OG0002387	XP_021710157.1	XP_037873254.1
OG0002388	XP_021697945.1	XP_004921870.1
OG0002389	XP_001653364.2	NP_001243919.1, XP_037870185.1
OG0002390	XP_021699516.1, XP_021699517.1	XP_004924321.2, XP_021202405.2
OG0002391	XP_021694709.1	XP_012545101.3
OG0002392	XP_021711990.1, XP_021693315.1	XP_037869639.1
OG0002393	XP_001650541.1, XP_021705625.1, XP_021705624.1	XP_004933063.1, XP_004933068.1
OG0002394	XP_021700658.1	XP_004929162.1
OG0002395	XP_021708976.1, XP_021708975.1, XP_021708978.1, XP_021708977.1, XP_001658906.1	XP_004928896.1
OG0002397	XP_001651391.2	XP_004923815.3, XP_037871372.1
OG0002398	XP_021709751.1	XP_004929744.1
OG0002400	XP_001655961.1	XP_004925676.1
OG0002402	XP_021703839.1	XP_004932210.1
OG0002403	XP_021705931.1	XP_037871961.1, XP_037871964.1
OG0002404	XP_001649651.1	XP_037866679.1
OG0002405	XP_021709979.1, XP_021709977.1, XP_021709978.1, XP_021709980.1	XP_021203763.2
OG0002406	XP_001657162.2	XP_037871892.1, XP_021205341.2
OG0002407	XP_001659877.1	XP_004926148.1, XP_004926149.1
OG0002408	XP_021698233.1	XP_004924182.1
OG0002409	XP_001652189.1	XP_012549337.1
OG0002410	XP_021704974.1, XP_001658033.2	XP_021207248.2
OG0002412	XP_021712034.1, XP_021710686.1, XP_021712083.1	XP_037876179.1
OG0002413	XP_001662679.2	XP_037874940.1
OG0002414	XP_001652051.1	XP_021207611.1
OG0002415	XP_001660831.2	XP_012546283.1, XP_004922044.1, XP_037877270.1, XP_037877269.1, XP_037877495.1
OG0002416	XP_021695461.1	XP_021204344.1, XP_021204346.1, XP_021204345.1, XP_021204348.1, XP_021204347.1
OG0002418	XP_001652211.1	XP_004930702.1
OG0002419	XP_021706896.1	XP_012550021.2
OG0002420	XP_001663254.2	XP_004930781.1
OG0002421	XP_021711533.1	XP_037876076.1
OG0002422	XP_001651046.2	XP_037877643.1, NP_001188507.1
OG0002423	XP_021698727.1	XP_004925409.1
OG0002424	XP_021702651.1	XP_004928633.2
OG0002425	XP_001654199.1	XP_012550588.2
OG0002426	XP_001654613.1	NP_001036992.1
OG0002428	XP_021710614.1	XP_012548883.1, NP_001165394.1
OG0002429	XP_021694485.1	XP_012547344.1, NP_001037626.1
OG0002430	XP_001654058.2	XP_012544892.1
OG0002431	XP_021709877.1	XP_004931547.1, XP_012550465.1
OG0002432	XP_021694173.1	XP_004927269.2
OG0002433	XP_021701676.1	XP_037877780.1
OG0002434	XP_021704431.1	XP_037875245.1
OG0002435	XP_021710999.1	XP_004930075.1
OG0002436	XP_021706073.1	XP_012547772.1
OG0002437	XP_021709908.1, XP_021709909.1	XP_037877848.1
OG0002439	XP_011493735.2	XP_004931567.1, XP_021207146.1, XP_012550544.1, XP_012550545.1
OG0002440	XP_021702048.1	XP_012552026.2
OG0002441	XP_021700516.1, XP_021700219.1	XP_037868229.1, XP_037868230.1
OG0002442	XP_021709082.1	XP_037868428.1, XP_004932101.1
OG0002443	XP_021707444.1	XP_004932623.1
OG0002444	XP_021701851.1	XP_004929457.2
OG0002445	XP_001652733.2	XP_012544632.2, XP_037876332.1, XP_021202543.2
OG0002446	XP_021696030.1, XP_001663565.2	XP_004932290.1
OG0002447	XP_021706606.1	XP_037875798.1, XP_037875801.1
OG0002448	XP_021699543.1	XP_004930451.1
OG0002449	XP_021710195.1	XP_012547910.2
OG0002450	XP_021703991.1, XP_001652009.2	XP_021204136.1
OG0002451	XP_021700305.1, XP_021700301.1, XP_021712387.1, XP_021712384.1	XP_037873539.1, XP_037873540.1
OG0002452	XP_021711939.1, XP_021710357.1	XP_037871695.1
OG0002453	XP_021699722.1, XP_021699721.1	XP_004932499.1
OG0002455	XP_021706909.1	NP_001037060.1
OG0002456	XP_001660859.2	XP_004922853.1
OG0002457	XP_021710257.1, XP_021710260.1	XP_012551394.2
OG0002458	XP_021703015.1	XP_004931740.1
OG0002459	XP_001648705.1	XP_037867151.1, XP_004927807.1, XP_004930039.2, XP_012549165.1
OG0002460	XP_001648940.1	XP_021204850.1
OG0002462	XP_001653149.2	XP_021207487.1
OG0002465	XP_001654132.2, XP_001654133.2	NP_001296550.1, XP_037871316.1, XP_004923345.1
OG0002467	XP_001656750.1	XP_004926343.1
OG0002468	XP_001657002.1, XP_021712217.1, XP_001663904.1	XP_037868052.1
OG0002469	XP_001657455.1, XP_021712711.1, XP_021708953.1	XP_004931796.2
OG0002470	XP_001660726.1, XP_021703204.1, XP_001658065.2, XP_021703205.1	XP_004927968.1
OG0002471	XP_021712495.1, XP_001659150.2, XP_001659152.1	NP_001037416.1, NP_001098692.1
OG0002473	XP_021702478.1, XP_021702477.1, XP_021702476.1, XP_021702475.1, XP_021702479.1, XP_001660406.2, XP_021702471.1, XP_021702472.1, XP_021702469.1, XP_021702470.1, XP_021702473.1	XP_012545879.1
OG0002474	XP_021704532.1, XP_001661976.2	XP_004929251.2
OG0002475	XP_001662625.2	XP_004927908.2, XP_037870710.1
OG0002476	XP_021700218.1, XP_001662650.2	XP_004926315.1, XP_021203736.1
OG0002477	XP_001662708.2	XP_012544025.1
OG0002479	XP_011493024.2	XP_037867479.1
OG0002481	XP_021697892.1	XP_021205493.1
OG0002482	XP_021699441.1, XP_021712551.1	XP_021204362.2, XP_037873656.1, XP_037873657.1
OG0002483	XP_021700070.1	XP_021205636.1, XP_012548358.1
OG0002484	XP_021700487.1	XP_004928012.3
OG0002485	XP_021702481.1, XP_021702480.1, XP_021702482.1	XP_012549229.1
OG0002486	XP_021704022.1, XP_021704023.1	XP_012548554.3
OG0002488	XP_021706394.1	XP_021202492.1, XP_004924421.1
OG0002489	XP_021706926.1	XP_037875220.1
OG0002490	XP_021707823.1, XP_021712637.1	XP_037877030.1, XP_037877029.1, XP_037877031.1
OG0002491	XP_021708614.1	XP_037871757.1, XP_037871760.1
OG0002507	XP_001652056.2, XP_001652055.1, XP_001659906.2	XP_004929002.1, XP_004929001.1
OG0002508	XP_021699336.1, XP_001662512.1	NP_001093284.1
OG0002509	XP_001653466.1	XP_037877001.1, NP_001040428.1
OG0002510	XP_001662369.1	XP_012551703.1
OG0002511	XP_001650392.1, XP_021698866.1, XP_021698865.1, XP_021698864.1, XP_021698867.1	XP_004924360.1
OG0002512	XP_021701830.1	XP_004927045.1
OG0002513	XP_001657533.1	NP_001040323.2, XP_012544381.1
OG0002514	XP_021700520.1	XP_004921754.1
OG0002515	XP_021702208.1, XP_021702207.1, XP_021702209.1	XP_012550687.1
OG0002516	XP_001656721.1	XP_004929862.1, XP_004929865.1, XP_004929864.1, XP_004929863.1, XP_037869932.1
OG0002517	XP_001657684.2	XP_004924178.1
OG0002518	XP_001655266.1, XP_001655265.1, XP_001655267.1	XP_037873525.1
OG0002519	XP_001656384.1	XP_004933453.1
OG0002520	XP_001653272.1, XP_021709361.1	XP_004926253.1, XP_021203710.1
OG0002521	XP_021697735.1	XP_004930946.1
OG0002522	XP_021699791.1	XP_037869155.1
OG0002523	XP_001657711.1	XP_037871532.1, NP_001037141.1
OG0002524	XP_001659581.1	NP_001040378.1
OG0002526	XP_001647890.2	XP_004932574.1
OG0002527	XP_001647996.1	NP_001040487.1
OG0002529	XP_001658351.2	XP_004924976.1
OG0002530	XP_001647928.1, XP_001661966.1	NP_001037245.1
OG0002531	XP_001662293.1	XP_004921974.1, XP_037877268.1
OG0002532	XP_001653907.2	XP_004928544.1
OG0002533	XP_021696250.1, XP_021696252.1	XP_004926516.1
OG0002534	XP_001655145.1	XP_004928268.1, XP_004926261.1
OG0002535	XP_001652301.1	XP_021207682.1, NP_001040164.1
OG0002536	XP_021712455.1	XP_004933006.2
OG0002537	XP_021705688.1	XP_004929789.1
OG0002538	XP_001654505.1	XP_012545014.1, NP_001040512.1
OG0002539	XP_021695740.1, XP_021695742.1, XP_021695741.1, XP_021695743.1, XP_021695737.1, XP_021695739.1, XP_021695738.1	XP_004926528.1
OG0002540	XP_001663303.2	NP_001153670.1
OG0002541	XP_001650846.1, XP_021712861.1	XP_037869901.1
OG0002542	XP_001658129.2	XP_004932127.1, XP_037868441.1
