Orthogroup	Aedes_aegypti	Anopheles_gambiae
OG0002207	XP_021707133.1, XP_001647917.2, XP_001647920.1, XP_001647919.1	XP_003436511.1, XP_314878.3, XP_313273.4, XP_313718.4, XP_003436807.1, XP_306407.3
OG0002208	XP_001648444.1	XP_320208.3
OG0002209	XP_001649337.1	XP_318642.4
OG0002209	XP_021701381.1	XP_318640.4
OG0002210	XP_001654793.1	XP_315697.3
OG0002211	XP_021710545.1, XP_021710550.1, XP_021710546.1, XP_021710549.1, XP_021710548.1, XP_001649773.1, XP_021710547.1	XP_551778.3
OG0002212	XP_001652570.1, XP_001649912.2	XP_564794.2
OG0002213	XP_001652986.2	XP_001237956.2
OG0002214	XP_021700648.1, XP_001653383.2, XP_021700643.1, XP_021700651.1, XP_021700650.1, XP_021700649.1, XP_021700641.1, XP_021700647.1, XP_021700646.1, XP_021700645.1, XP_021700644.1	XP_317162.4
OG0002215	XP_001653659.2, XP_001653660.2	XP_308755.4
OG0002217	XP_001656760.1	XP_003435960.1
OG0002218	XP_001657343.1, XP_021706354.1	XP_321523.2
OG0002219	XP_001658237.2	XP_003436745.1, XP_313135.5
OG0002220	XP_001660624.1	XP_557597.1, XP_001688608.1
OG0002221	XP_021694386.1, XP_021694387.1, XP_021694384.1, XP_021694385.1	XP_310676.4
OG0002222	XP_021695841.1	XP_308280.4
OG0002223	XP_021699463.1	XP_315341.4
OG0002224	XP_021701933.1	XP_314710.3
OG0002225	XP_021702621.1	XP_319775.4
OG0002226	XP_021708084.1, XP_021708083.1, XP_021708082.1	XP_320574.3
OG0002237	XP_001648383.1	XP_313974.1, XP_003436957.1, XP_003436958.1, XP_318572.4, XP_003436956.1, XP_310858.5
OG0002238	XP_001652028.1	XP_317555.2
OG0002239	XP_021695488.1	XP_308566.3
OG0002240	XP_001659379.1	XP_315788.3, XP_001237711.2
OG0002241	XP_001651456.1	XP_312471.3
OG0002242	XP_021704043.1, XP_001651763.1	XP_310166.4
OG0002243	XP_001653952.2	XP_313924.3, XP_306148.3
OG0002244	XP_001653914.1	XP_311180.4
OG0002245	XP_001661239.1	XP_001230648.1
OG0002246	XP_021699476.1	XP_001237771.2
OG0002247	XP_001650782.1	XP_314262.3
OG0002248	XP_001648359.1	XP_003436990.1, XP_003436991.1, XP_310673.3
OG0002249	XP_001655062.1, XP_021712403.1	XP_316650.2
OG0002250	XP_001655166.1, XP_021713360.1	XP_310463.5
OG0002251	XP_011493093.2	XP_315763.2
OG0002252	XP_001657749.1	XP_312090.2
OG0002253	XP_021696628.1, XP_021696629.1, XP_021696630.1, XP_001652038.1, XP_011493343.1	XP_316087.3
OG0002254	XP_011493402.1, XP_001652969.1	XP_320351.1
OG0002255	XP_001652852.1	XP_311468.4
OG0002256	XP_001653428.2	XP_559218.3
OG0002257	XP_001661332.1	XP_308307.3
OG0002258	XP_001649789.1	XP_320160.4
OG0002259	XP_001660391.1	XP_317057.2
OG0002260	XP_001664104.1	XP_312002.3
OG0002261	XP_021694467.1, XP_021694468.1, XP_011493600.1, XP_011493599.1	XP_311027.3, XP_316597.3
OG0002262	XP_001654790.1	XP_315699.3
OG0002263	XP_021705275.1, XP_021705276.1, XP_021712473.1	XP_312386.4
OG0002264	XP_001650592.2	XP_316411.4
OG0002264	XP_021696864.1	XP_001237806.2
OG0002265	XP_021707160.1, XP_001658881.1	XP_312939.4, XP_310968.2
OG0002266	XP_001650123.1	XP_319132.3
OG0002267	XP_021698908.1	XP_001688045.1, XP_308614.3
OG0002268	XP_001661380.1	XP_315357.1
OG0002269	XP_021698341.1	XP_001688552.1, XP_314288.4
OG0002270	XP_021707135.1	XP_320933.5, XP_003436033.1
OG0002271	XP_001657257.2, XP_021697436.1, XP_021697435.1	XP_308770.3
OG0002272	XP_001648347.1	XP_317306.3
OG0002273	XP_021701854.1, XP_021701855.1	XP_317620.3
OG0002275	XP_001656360.1	XP_316827.4
OG0002276	XP_021695187.1	XP_001237672.2
OG0002277	XP_021693220.1	XP_312569.5
OG0002278	XP_021699159.1, XP_001662296.2	XP_308935.4
OG0002279	XP_021700793.1	XP_001238171.1
OG0002280	XP_001657825.1, XP_021703530.1	XP_319701.4
OG0002281	XP_001658664.2, XP_001658665.2, XP_021693470.1	XP_313642.2
OG0002282	XP_001654860.1	XP_313518.4
OG0002283	XP_021693077.1	XP_562866.4, XP_003436395.1
OG0002284	XP_021708662.1	XP_316465.2
OG0002285	XP_001657412.2, XP_021710588.1, XP_021710595.1	XP_003436647.1, XP_308110.4
OG0002286	XP_021709805.1	XP_311881.3
OG0002287	XP_001656324.2	XP_313317.5
OG0002288	XP_021706150.1	XP_314619.3, XP_001687783.1
OG0002289	XP_021711852.1	XP_317681.4
OG0002290	XP_001650672.2	XP_001237854.2
OG0002291	XP_021709988.1, XP_021709989.1	XP_003436239.1, XP_312150.5
OG0002292	XP_021697397.1	XP_315800.4
OG0002292	XP_001653580.1	XP_308266.4
OG0002293	XP_021704716.1	XP_003436151.1, XP_312394.4
OG0002295	XP_001657125.1	XP_319022.3
OG0002296	XP_021704007.1	XP_310195.4
OG0002298	XP_001653065.1	XP_321861.5
OG0002299	XP_021696157.1	XP_316540.4
OG0002300	XP_021711599.1	XP_003436720.1, XP_312987.5
OG0002300	XP_001659911.2	XP_308376.4
OG0002302	XP_021693421.1, XP_021693422.1, XP_021693419.1	XP_562743.4
OG0002303	XP_021701150.1, XP_021701151.1, XP_021701149.1	XP_001689186.1
OG0002304	XP_021696810.1	XP_315453.4
OG0002305	XP_021704088.1	XP_317627.4
OG0002306	XP_001664322.3	XP_315741.5
OG0002307	XP_021707748.1	XP_310415.2
OG0002308	XP_021694486.1	XP_560266.4, XP_003437182.1
OG0002308	XP_001652272.1	XP_314781.4
OG0002309	XP_021711133.1, XP_021711829.1	XP_320116.6
OG0002310	XP_021708828.1	XP_003435796.1, XP_321880.5
OG0002311	XP_001663546.2	XP_311562.3
OG0002311	XP_001653236.2, XP_021705191.1	XP_320378.4
OG0002312	XP_021712129.1, XP_001661553.2	XP_315530.4
OG0002312	XP_021701957.1	XP_317122.2
OG0002313	XP_021710513.1	XP_001238258.1
OG0002314	XP_021697646.1, XP_021697645.1, XP_021697647.1, XP_021697644.1	XP_313994.4
OG0002315	XP_021705150.1, XP_021705148.1, XP_021705149.1, XP_001662441.1	XP_311993.4
OG0002316	XP_021700140.1, XP_021700142.1, XP_021707610.1, XP_001656186.1	XP_001238507.1, XP_001238506.1
OG0002317	XP_001656701.1	XP_317316.2
OG0002318	XP_001657996.1	XP_313451.4, XP_307675.4
OG0002319	XP_001660736.2	XP_557956.3
OG0002320	XP_021705911.1, XP_021705912.1, XP_021705913.1, XP_021705906.1, XP_021705907.1, XP_021705908.1, XP_021705909.1	XP_001689318.2
OG0002321	XP_021713021.1, XP_021713020.1	XP_313691.2
OG0002323	XP_021705190.1	XP_001689386.2
OG0002324	XP_021705341.1, XP_021705340.1	XP_001688578.1
OG0002325	XP_021704241.1	XP_320955.4
OG0002326	XP_001657703.1	XP_309632.5
OG0002327	XP_021701566.1	XP_319087.2
OG0002328	XP_001648112.1	XP_552142.2
OG0002329	XP_021707788.1	XP_321513.3
OG0002330	XP_021707189.1	XP_311507.4
OG0002331	XP_021708156.1, XP_021703730.1	XP_307305.3, XP_001237261.3, XP_003437036.1
OG0002332	XP_021700042.1, XP_021700043.1	XP_003436043.1, XP_308033.5
OG0002333	XP_021703464.1	XP_001689147.1
OG0002334	XP_021704770.1	XP_321649.5
OG0002335	XP_021709714.1, XP_021709713.1, XP_021709716.1	XP_320904.4
OG0002336	XP_001652832.2	XP_310186.3
OG0002337	XP_001651852.3	XP_314133.3
OG0002338	XP_021708297.1	XP_001237560.2
OG0002339	XP_021702239.1	XP_318985.4
OG0002340	XP_021700633.1	XP_317156.3
OG0002341	XP_021702922.1	XP_559797.5
OG0002342	XP_021711563.1	XP_309173.5
OG0002343	XP_021695776.1, XP_021695785.1, XP_021695782.1	XP_310939.3
OG0002344	XP_001654177.1	XP_320981.3
OG0002345	XP_001654295.1	XP_310309.5
OG0002346	XP_021706728.1, XP_021705326.1, XP_021705325.1	XP_003436168.1
OG0002347	XP_021700111.1	XP_319234.3
OG0002348	XP_021700323.1, XP_001652471.1	XP_314763.3
OG0002349	XP_021704602.1	XP_024667071.1, XP_311529.4
OG0002350	XP_001656488.1	XP_311692.5
OG0002352	XP_021696506.1	XP_316107.4
OG0002354	XP_001661409.1	XP_319232.4
OG0002355	XP_001659572.2, XP_021705768.1, XP_021705769.1, XP_021705770.1, XP_021705771.1, XP_021705772.1, XP_021705773.1	XP_003436010.1
OG0002356	XP_021696620.1, XP_021696621.1, XP_021696618.1, XP_021696619.1, XP_021696615.1, XP_021696617.1	XP_316092.4
OG0002357	XP_001662278.1	XP_319235.4
OG0002358	XP_001663880.2	XP_315898.4
OG0002359	XP_021693979.1	XP_311182.4
OG0002360	XP_021701843.1, XP_001658466.1	XP_319799.4
OG0002361	XP_001652289.1, XP_021706643.1	XP_552158.2, XP_320477.4
OG0002362	XP_001649121.1	XP_313903.2, XP_306110.3
OG0002363	XP_001662370.2	XP_316645.3
OG0002364	XP_021708057.1	XP_003435962.1
OG0002365	XP_001660687.1	XP_318984.2
OG0002366	XP_001658557.1	XP_322011.5
OG0002367	XP_011493391.1	XP_317456.2
OG0002368	XP_021707528.1	XP_321284.5, XP_003435935.1
OG0002369	XP_021696522.1	XP_316115.1
OG0002370	XP_001649117.1	XP_001688194.1
OG0002371	XP_001664008.2	XP_564160.3
OG0002372	XP_001656435.2	XP_312909.4
OG0002373	XP_021695358.1	XP_308233.4
OG0002374	XP_021699822.1	XP_315123.4
OG0002375	XP_001656118.2	XP_315382.4
OG0002376	XP_001653504.1, XP_021697944.1	XP_003435734.1
OG0002377	XP_021705957.1, XP_001652213.1	XP_320247.4
OG0002378	XP_021697725.1	XP_316716.3
OG0002379	XP_001648191.1	XP_316812.4
OG0002380	XP_001661931.2	XP_322028.4
OG0002381	XP_021705203.1	XP_312165.5
OG0002382	XP_001650676.1, XP_001650677.1, XP_021696527.1	XP_308077.2
OG0002383	XP_001663557.2	XP_322062.5
OG0002384	XP_021699523.1	XP_315899.4
OG0002385	XP_001659265.1	XP_564671.2
OG0002386	XP_021693657.1	XP_003436854.1
OG0002387	XP_021710157.1	XP_001687831.2
OG0002388	XP_021697945.1	XP_001237821.2
OG0002389	XP_001653364.2	XP_310233.4
OG0002390	XP_021699516.1, XP_021699517.1	XP_315905.4
OG0002391	XP_021694709.1	XP_311042.5
OG0002392	XP_021711990.1, XP_021693315.1	XP_003436802.1, XP_313681.5
OG0002393	XP_001650541.1, XP_021705625.1, XP_021705624.1	XP_310352.4
OG0002394	XP_021700658.1	XP_001689184.1
OG0002395	XP_021708976.1, XP_021708975.1, XP_021708978.1, XP_021708977.1, XP_001658906.1	XP_561241.2, XP_313242.4
OG0002397	XP_001651391.2	XP_314705.4
OG0002398	XP_021709751.1	XP_003436178.1, XP_003436179.1
OG0002399	XP_001658353.2	XP_314040.4
OG0002400	XP_001655961.1	XP_321269.5
OG0002401	XP_021703576.1, XP_021712373.1	XP_001230560.1, XP_317223.4, XP_317228.4
OG0002402	XP_021703839.1	XP_307962.4
OG0002403	XP_021705931.1	XP_321295.5
OG0002404	XP_001649651.1	XP_316899.4
OG0002405	XP_021709979.1, XP_021709977.1, XP_021709978.1, XP_021709980.1	XP_563634.4
OG0002406	XP_001657162.2	XP_319707.4
OG0002407	XP_001659877.1	XP_001237970.1
OG0002408	XP_021698233.1	XP_310759.5, XP_001237300.2
OG0002409	XP_001652189.1	XP_001688661.1
OG0002410	XP_021704974.1, XP_001658033.2	XP_311501.4
OG0002411	XP_001659438.1	XP_313403.3
OG0002412	XP_021712034.1, XP_021710686.1, XP_021712083.1	XP_311959.5
OG0002413	XP_001662679.2	XP_310656.2
OG0002414	XP_001652051.1	XP_315434.1
OG0002415	XP_001660831.2	XP_318555.4
OG0002416	XP_021695461.1	XP_308436.4, XP_001237081.2, XP_001687941.1, XP_001687940.1
OG0002417	XP_021703467.1, XP_021703468.1, XP_021703469.1, XP_021703470.1, XP_021703471.1, XP_021703465.1, XP_021703466.1	XP_318843.3
OG0002418	XP_001652211.1	XP_320249.4
OG0002419	XP_021706896.1	XP_001238385.2
OG0002420	XP_001663254.2	XP_320179.3
OG0002421	XP_021711533.1	XP_320436.4
OG0002422	XP_001651046.2	XP_310694.5
OG0002423	XP_021698727.1	XP_313937.4
OG0002424	XP_021702651.1	XP_001687814.1, XP_319568.4, XP_319566.3, XP_557990.3
OG0002425	XP_001654199.1	XP_001689220.1
OG0002426	XP_001654613.1	XP_559833.2
OG0002427	XP_021699564.1	XP_316213.2
OG0002428	XP_021710614.1	XP_309496.4, XP_001237235.1
OG0002429	XP_021694485.1	XP_309236.5
OG0002430	XP_001654058.2	XP_001688063.1
OG0002432	XP_021694173.1	XP_312580.5
OG0002433	XP_021701676.1	XP_317142.4
OG0002434	XP_021704431.1	XP_311470.4
OG0002434	XP_021713191.1, XP_021713140.1	XP_311057.4
OG0002435	XP_021710999.1	XP_317832.4
OG0002436	XP_021706073.1	XP_003435799.1
OG0002437	XP_021709908.1, XP_021709909.1	XP_001689130.1
OG0002439	XP_011493735.2	XP_320645.4
OG0002440	XP_021702048.1	XP_317380.3
OG0002441	XP_021700516.1, XP_021700219.1	XP_003437005.1
OG0002442	XP_021709082.1	XP_314539.2
OG0002443	XP_021707444.1	XP_310257.6
OG0002444	XP_021701851.1	XP_311000.5
OG0002445	XP_001652733.2	XP_312473.2
OG0002446	XP_021696030.1, XP_001663565.2	XP_316140.4
OG0002447	XP_021706606.1	XP_003436812.1, XP_003436813.1, XP_313728.5
OG0002448	XP_021699543.1	XP_316233.3
OG0002449	XP_021710195.1	XP_321636.5
OG0002450	XP_021703991.1, XP_001652009.2	XP_310201.4
OG0002451	XP_021700305.1, XP_021700301.1, XP_021712387.1, XP_021712384.1	XP_314775.3
OG0002452	XP_021711939.1	XP_563586.4
OG0002452	XP_021710357.1	XP_003436163.1, XP_003436162.1, XP_312358.4, XP_003436161.1
OG0002453	XP_021699722.1, XP_021699721.1	XP_319239.2
OG0002455	XP_021706909.1	XP_312379.3
OG0002456	XP_001660859.2	XP_307897.4
OG0002457	XP_021710257.1	XP_003435907.1, XP_003435906.1, XP_003435905.1
OG0002458	XP_021703015.1	XP_003436322.1, XP_003436321.1
OG0002459	XP_001648705.1	XP_312351.5
OG0002460	XP_001648940.1	XP_311541.4
OG0002461	XP_001652516.1	XP_552584.3
OG0002462	XP_001653149.2	XP_315906.4
OG0002463	XP_021703699.1, XP_021703700.1, XP_001653206.1	XP_316698.1, XP_316697.1
OG0002463	XP_011493408.2, XP_001659241.3, XP_001659240.2	XP_317837.3, XP_024667068.1, XP_317840.2, XP_310066.3, XP_310072.3, XP_310070.2, XP_310068.1, XP_310073.1, XP_310088.1, XP_310087.2, XP_310085.1, XP_001230709.1, XP_310090.1, XP_310092.1, XP_310089.2, XP_317838.1, XP_310064.1, XP_310062.1, XP_310061.3, XP_310060.1, XP_319861.2
OG0002465	XP_001654132.2, XP_001654133.2	XP_316270.4
OG0002466	XP_001655190.2, XP_021699269.1	XP_315372.4
OG0002467	XP_001656750.1	XP_321121.5
OG0002468	XP_001657002.1, XP_021712217.1, XP_001663904.1	XP_003435936.1
OG0002469	XP_001657455.1, XP_021712711.1, XP_021708953.1	XP_553696.3
OG0002470	XP_001660726.1, XP_021703204.1, XP_001658065.2, XP_021703205.1	XP_307282.2, XP_555443.2, XP_317439.2, XP_555444.1, XP_317441.2
OG0002471	XP_021712495.1, XP_001659150.2, XP_001659152.1	XP_316851.3
OG0002472	XP_001659203.1, XP_021696423.1	XP_308432.4
OG0002473	XP_021702478.1, XP_021702477.1, XP_021702476.1, XP_021702475.1, XP_021702479.1, XP_001660406.2, XP_021702471.1, XP_021702472.1, XP_021702469.1, XP_021702470.1, XP_021702473.1	XP_314819.4
OG0002474	XP_021704532.1, XP_001661976.2	XP_320677.3
OG0002475	XP_001662625.2	XP_320673.4
OG0002476	XP_021700218.1, XP_001662650.2	XP_319152.4
OG0002477	XP_001662708.2	XP_315224.4
OG0002478	XP_001663426.1	XP_311051.2
OG0002479	XP_011493024.2	XP_308325.4
OG0002480	XP_021696065.1	XP_001688887.1
OG0002481	XP_021697892.1	XP_001687988.1
OG0002482	XP_021699441.1, XP_021712551.1	XP_314006.4
OG0002483	XP_021700070.1	XP_320952.5
OG0002484	XP_021700487.1	XP_319174.4
OG0002485	XP_021702481.1, XP_021702480.1, XP_021702482.1	XP_557860.3
OG0002486	XP_021704022.1, XP_021704023.1	XP_310181.2
OG0002487	XP_021704380.1	XP_309493.3
OG0002489	XP_021706926.1	XP_307448.4
OG0002490	XP_021707823.1, XP_021712637.1	XP_310860.4
OG0002491	XP_021708614.1	XP_311907.3
OG0002507	XP_001652056.2, XP_001652055.1	XP_315441.4
OG0002507	XP_001659906.2	XP_308370.4
OG0002508	XP_021699336.1, XP_001662512.1	XP_308641.4
OG0002509	XP_001653466.1	XP_317504.3
OG0002510	XP_001662369.1	XP_316643.3
OG0002511	XP_001650392.1, XP_021698866.1, XP_021698865.1, XP_021698864.1, XP_021698867.1	XP_309003.3
OG0002512	XP_021701830.1	XP_317153.4
OG0002513	XP_001657533.1	XP_321388.4
OG0002514	XP_021700520.1	XP_317777.3
OG0002515	XP_021702208.1, XP_021702207.1, XP_021702209.1	XP_317093.3
OG0002516	XP_001656721.1	XP_312593.4
OG0002517	XP_001657684.2	XP_321439.5
OG0002518	XP_001655266.1, XP_001655265.1, XP_001655267.1	XP_003436983.1, XP_310709.1
OG0002519	XP_001656384.1	XP_001688513.1, XP_001688511.1, XP_314051.1, XP_001688512.1, XP_001688510.1
OG0002520	XP_001653272.1, XP_021709361.1	XP_312989.4
OG0002521	XP_021697735.1	XP_003436970.1
OG0002522	XP_021699791.1	XP_314143.3
OG0002523	XP_001657711.1	XP_315817.2
OG0002524	XP_001659581.1	XP_318038.3
OG0002525	XP_001656581.2	XP_312774.3
OG0002525	XP_021694159.1	XP_312775.5
OG0002526	XP_001647890.2	XP_562218.3
OG0002527	XP_001647996.1	XP_312570.2
OG0002529	XP_001658351.2	XP_316022.3
OG0002530	XP_001647928.1, XP_001661966.1	XP_003436309.1, XP_311984.4
OG0002531	XP_001662293.1	XP_308939.3
OG0002532	XP_001653907.2	XP_310556.4
OG0002533	XP_021696250.1, XP_021696252.1	XP_564866.3, XP_001687950.1
OG0002534	XP_001655145.1	XP_319581.3
OG0002535	XP_001652301.1	XP_001687870.1, XP_001687869.1, XP_001687871.1, XP_564587.1
OG0002536	XP_021712455.1	XP_024667105.1, XP_024667104.1, XP_001237245.3, XP_003436502.1, XP_003436503.1, XP_024667103.1, XP_003436499.1
OG0002537	XP_021705688.1	XP_321260.4, XP_003435948.1
OG0002538	XP_001654505.1	XP_316299.1
OG0002539	XP_021695740.1, XP_021695742.1, XP_021695741.1, XP_021695743.1, XP_021695737.1, XP_021695739.1, XP_021695738.1	XP_308375.4
OG0002540	XP_001663303.2	XP_319438.3
OG0002541	XP_001650846.1, XP_021712861.1	XP_310249.3
OG0002542	XP_001658129.2	XP_316017.4
OG0002543	XP_021702035.1	XP_317148.4
OG0002544	XP_001652286.1, XP_021706578.1, XP_021706577.1, XP_001652285.1	XP_317807.4
OG0002545	XP_001663853.2	XP_309455.4
OG0002546	XP_001650501.2	XP_308238.4
OG0002547	XP_001655011.1	XP_313352.5
OG0002548	XP_021695763.1, XP_021695764.1, XP_021695765.1, XP_021695766.1, XP_021695767.1, XP_021695768.1, XP_021695769.1	XP_001687864.1, XP_308197.4
OG0002549	XP_001659180.1	XP_308420.3
OG0002550	XP_001662205.1	XP_307957.5
OG0002551	XP_001655294.1	XP_001238454.3
OG0002552	XP_021700100.1	XP_003436229.1, XP_312180.4
OG0002553	XP_001655347.2	XP_316023.4
OG0002554	XP_001658802.1	XP_308471.3, XP_001687951.1
OG0002554	XP_001658803.1	XP_308472.4
OG0002555	XP_021713280.1	XP_312602.3
OG0002556	XP_011492970.2, XP_021712493.1	XP_317657.4
OG0002557	XP_001650938.1, XP_021711712.1	XP_309334.3
OG0002558	XP_001658271.2	XP_318916.3
OG0002559	XP_001656422.2	XP_312256.5
OG0002560	XP_021705272.1, XP_001648617.2	XP_321081.5, XP_003435984.1, XP_003435985.1, XP_003435986.1
OG0002561	XP_021700900.1, XP_021700901.1, XP_021711797.1	XP_001237624.1, XP_001237622.2
OG0002562	XP_001658534.2	XP_318751.2
OG0002563	XP_021710910.1	XP_309868.4
OG0002564	XP_021696462.1, XP_001659175.1	XP_308417.4, XP_001687932.1
OG0002565	XP_021693806.1, XP_021693805.1, XP_021693808.1	XP_318358.5
OG0002566	XP_001661808.2	XP_001237981.2
OG0002567	XP_021696642.1, XP_021696641.1	XP_316079.3
OG0002568	XP_001659296.2	XP_306496.2, XP_319215.3
OG0002569	XP_001649686.1	XP_320749.2
OG0002570	XP_001660864.2	XP_313571.3, XP_003436777.1
OG0002571	XP_001661867.1	XP_318074.3
OG0002572	XP_021693446.1	XP_024667077.1, XP_315230.3
OG0002573	XP_001649914.2	XP_308959.4
OG0002574	XP_021699666.1, XP_021699667.1, XP_021699668.1, XP_021699669.1, XP_021699665.1	XP_001688050.1, XP_001688049.1, XP_001237121.2, XP_001237120.2
OG0002575	XP_001652002.1	XP_310196.3
OG0002576	XP_001660604.1	XP_308003.4
OG0002577	XP_021706365.1	XP_559490.6, XP_003436586.1
OG0002578	XP_001656973.2, XP_021704582.1	XP_321686.5
OG0002579	XP_011493297.2	XP_001237637.3
OG0002579	XP_001658091.2	XP_309164.4
OG0002580	XP_001648594.1	XP_316641.3
OG0002581	XP_021704208.1	XP_312330.5
OG0002582	XP_001654104.2	XP_311741.5
OG0002583	XP_001652531.1	XP_320184.3
OG0002584	XP_021702542.1, XP_001660660.2	XP_320061.4
OG0002585	XP_001664211.1, XP_021695968.1, XP_021695969.1	XP_308212.3
OG0002586	XP_021700119.1, XP_021700124.1, XP_021700123.1, XP_021700122.1, XP_021700121.1, XP_021700120.1	XP_319226.3
OG0002587	XP_021696556.1, XP_021696555.1, XP_021696554.1	XP_308490.4
OG0002588	XP_001662408.2	XP_315546.4
OG0002589	XP_021699105.1	XP_558233.3
OG0002590	XP_021709945.1, XP_001662850.2	XP_309535.4
OG0002591	XP_021711675.1	XP_311690.5
OG0002592	XP_021693033.1	XP_313648.5
OG0002593	XP_001653847.2	XP_317988.3
OG0002594	XP_021696585.1	XP_308505.4
OG0002595	XP_001649141.1	XP_309488.4
OG0002596	XP_021696799.1	XP_315468.4, XP_315466.4
OG0002597	XP_001655582.2	XP_321472.5
OG0002599	XP_001657497.1	XP_314571.3
OG0002600	XP_001660932.2	XP_310780.5
OG0002601	XP_001652157.1	XP_560987.4, XP_553913.3
OG0002602	XP_021694729.1	XP_003437011.1, XP_310593.5, XP_003437013.1
OG0002603	XP_001657767.2	XP_310659.3
OG0002604	XP_021708529.1	XP_320609.4
OG0002605	XP_021704242.1	XP_318537.3
OG0002606	XP_001648130.1	XP_311417.3
OG0002607	XP_021708903.1, XP_021708902.1	XP_320371.4
OG0002608	XP_001654921.2	XP_307941.3
OG0002609	XP_001660253.2	XP_316048.4
OG0002609	XP_001660255.2, XP_021696270.1	XP_001688773.1
OG0002610	XP_001653571.1	XP_308259.3
OG0002611	XP_021703518.1, XP_021703519.1	XP_314697.3
OG0002612	XP_021706973.1	XP_321024.5
OG0002613	XP_021709655.1	XP_312242.4, XP_003436208.1
OG0002614	XP_001660919.2	XP_318249.4
OG0002615	XP_021702567.1, XP_021702566.1	XP_320051.3
OG0002616	XP_021706628.1	XP_003436737.1
OG0002616	XP_001650253.2	XP_001237955.2
OG0002617	XP_021710988.1	XP_003435811.1, XP_321770.5
OG0002618	XP_021710715.1	XP_312826.5
OG0002619	XP_001657838.1	XP_001237561.2
OG0002620	XP_001653315.2	XP_001238354.2
OG0002621	XP_001654274.2, XP_021711894.1	XP_321942.5
OG0002622	XP_021693097.1	XP_308121.5, XP_003436652.1, XP_003436651.1, XP_003436654.1, XP_003436653.1
OG0002623	XP_021710094.1, XP_021710096.1	XP_312447.4
OG0002624	XP_021701754.1	XP_319440.3
OG0002625	XP_021705069.1	XP_321637.5
OG0002626	XP_001648899.1	XP_321874.5
OG0002627	XP_001658374.1	XP_314512.3
OG0002628	XP_001651941.1	XP_320556.4
OG0002629	XP_001654461.1	XP_318825.4
OG0002630	XP_001653537.1, XP_021710954.1, XP_021710955.1, XP_021710952.1, XP_021710953.1	XP_321873.3
OG0002631	XP_021710191.1	XP_321805.4
OG0002632	XP_001650524.1	XP_310369.6, XP_003436626.1, XP_003436627.1
OG0002633	XP_021695264.1, XP_021695265.1, XP_021711924.1	XP_319646.4
OG0002634	XP_001652178.2	XP_315415.4
OG0002635	XP_001650302.2	XP_313031.3
OG0002636	XP_021710982.1, XP_021710983.1	XP_001689346.2
OG0002637	XP_021701900.1, XP_021701902.1	XP_314666.4
OG0002638	XP_021713311.1	XP_313803.5, XP_003436829.1
OG0002639	XP_001664241.2	XP_556728.3
OG0002640	XP_001656904.2	XP_320410.3
OG0002641	XP_021708772.1	XP_309663.5
