Orthogroup	Aedes_aegypti	Osmia_lignaria
OG0001925	XP_021708383.1, XP_021708387.1, XP_021708382.1, XP_021708385.1, XP_021708386.1, XP_021708388.1, XP_021708384.1	XP_034171777.1
OG0001926	XP_001659471.1	XP_034190380.1
OG0001927	XP_021702614.1, XP_001655971.2	XP_034191031.1
OG0001928	XP_021698851.1	XP_034186010.1
OG0001929	XP_021702281.1	XP_034185813.1, XP_034185819.1, XP_034185814.1, XP_034185817.1, XP_034185818.1, XP_034185816.1
OG0001930	XP_001651141.1	XP_034185795.1, XP_034185794.1, XP_034185793.1
OG0001931	XP_021706792.1, XP_001663406.1	XP_034182731.1, XP_034182732.1
OG0001932	XP_021704816.1	XP_034192152.1, XP_034172623.1, XP_034192258.1, XP_034194185.1, XP_034194813.1, XP_034172601.1
OG0001933	XP_001651463.2, XP_021712848.1	XP_034176992.1
OG0001934	XP_021704757.1, XP_021704756.1	XP_034182709.1
OG0001935	XP_021694991.1	XP_034172680.1, XP_034172681.1
OG0001936	XP_021708552.1	XP_034184747.1
OG0001937	XP_021708032.1, XP_021712188.1	XP_034184263.1
OG0001938	XP_021707924.1, XP_021707925.1, XP_021707926.1, XP_021707927.1, XP_021707923.1	XP_034195237.1
OG0001939	XP_001657962.2	XP_034180916.1, XP_034180917.1
OG0001940	XP_001658640.1	XP_034188925.1, XP_034188946.1, XP_034188936.1
OG0001941	XP_021702015.1	XP_034182736.1
OG0001942	XP_001662960.1	XP_034186530.1, XP_034186529.1
OG0001943	XP_001654025.2, XP_021713121.1	XP_034183899.1
OG0001944	XP_001652255.3	XP_034173498.1
OG0001945	XP_021706254.1, XP_021706252.1	XP_034175305.1
OG0001946	XP_021700836.1, XP_021700832.1	XP_034175727.1, XP_034175722.1
OG0001947	XP_021695537.1	XP_034185786.1, XP_034185784.1
OG0001949	XP_021712604.1, XP_021703926.1, XP_021703927.1, XP_021703928.1	XP_034185494.1
OG0001950	XP_001663086.2, XP_021699579.1, XP_021699578.1	XP_034188615.1
OG0001951	XP_021704100.1	XP_034184905.1
OG0001952	XP_021699848.1	XP_034184831.1
OG0001953	XP_021698730.1	XP_034188115.1
OG0001954	XP_001647778.2	XP_034182952.1, XP_034182950.1, XP_034182951.1
OG0001955	XP_001647950.1	XP_034173221.1, XP_034173222.1
OG0001956	XP_001648128.2, XP_021704528.1	XP_034187799.1, XP_034187800.1, XP_034187798.1
OG0001959	XP_001662716.2, XP_001649986.2	XP_034192641.1
OG0001960	XP_001651285.1	XP_034177955.1
OG0001961	XP_021706242.1, XP_021706241.1, XP_021706243.1, XP_001651602.1	XP_034188597.1
OG0001962	XP_001655155.1, XP_001660370.1	XP_034178192.1
OG0001963	XP_001656343.1, XP_021710770.1, XP_021710771.1, XP_021710772.1	XP_034192453.1
OG0001964	XP_001657975.2	XP_034177828.1, XP_034177827.1
OG0001965	XP_021709748.1, XP_001658722.1	XP_034172956.1
OG0001966	XP_021699453.1, XP_011493090.2, XP_021699454.1	XP_034191479.1
OG0001967	XP_021692958.1	XP_034176724.1
OG0001968	XP_021693933.1, XP_021693935.1, XP_021693934.1, XP_021693936.1	XP_034193885.1, XP_034179875.1
OG0001969	XP_021694469.1, XP_021694470.1	XP_034176163.1
OG0001970	XP_021700163.1	XP_034192003.1
OG0001971	XP_021701730.1	XP_034195494.1, XP_034195493.1
OG0001972	XP_021704632.1	XP_034192186.1, XP_034192528.1, XP_034192280.1, XP_034190392.1, XP_034177247.1, XP_034195193.1, XP_034184587.1, XP_034194651.1, XP_034192513.1
OG0001973	XP_021706103.1, XP_021706102.1, XP_021706099.1, XP_021706100.1	XP_034184109.1
OG0001975	XP_021710764.1, XP_021710765.1	XP_034170876.1, XP_034170878.1, XP_034170877.1
OG0001987	XP_001654823.1	XP_034178663.1, XP_034178662.1
OG0001988	XP_001652419.1	XP_034175307.1, XP_034175298.1
OG0001989	XP_001664307.1, XP_001662342.1	XP_034194403.1
OG0001990	XP_001649527.2	XP_034181472.1, XP_034181485.1
OG0001991	XP_021693622.1	XP_034184662.1
OG0001992	XP_001663456.1	XP_034182314.1
OG0001993	XP_001657186.1	XP_034181754.1, XP_034181755.1, XP_034181756.1
OG0001994	XP_001655824.1	XP_034188040.1
OG0001995	XP_021694932.1, XP_021694930.1, XP_021694931.1, XP_021694929.1	XP_034187845.1
OG0001996	XP_001658284.1	XP_034187884.1
OG0001997	XP_021694034.1, XP_021694036.1	XP_034178853.1
OG0001998	XP_001657081.2, XP_021711121.1	XP_034174559.1
OG0001999	XP_001654110.2	XP_034196146.1
OG0002000	XP_021701636.1	XP_034181073.1
OG0002001	XP_001654798.1, XP_021696930.1	XP_034194025.1
OG0002002	XP_021700879.1, XP_001650127.1	XP_034179420.1
OG0002003	XP_001648535.1	XP_034177939.1
OG0002004	XP_021709372.1, XP_001653273.1, XP_021712517.1, XP_021711747.1	XP_034174718.1
OG0002005	XP_001648971.2	XP_034194518.1
OG0002006	XP_001648436.1	XP_034192546.1
OG0002007	XP_001663658.2	XP_034193060.1, XP_034193066.1
OG0002009	XP_001649565.2, XP_001649576.2	XP_034176840.1
OG0002010	XP_021696649.1, XP_001652049.1	XP_034188088.1
OG0002011	XP_021699544.1	XP_034182458.1
OG0002012	XP_021707317.1, XP_021707316.1	XP_034171229.1
OG0002013	XP_021707456.1	XP_034181797.1
OG0002014	XP_021703286.1, XP_021703301.1	XP_034178206.1, XP_034178196.1
OG0002015	XP_001651326.2	XP_034193061.1
OG0002016	XP_021712620.1, XP_001655398.1	XP_034196569.1
OG0002018	XP_001656424.1	XP_034186701.1
OG0002019	XP_001650675.1	XP_034193139.1
OG0002020	XP_021693297.1	XP_034174541.1, XP_034174540.1, XP_034174543.1
OG0002021	XP_001660435.1	XP_034181434.1, XP_034181608.1, XP_034181520.1
OG0002022	XP_001659928.1, XP_021712759.1	XP_034182728.1
OG0002023	XP_021698976.1	XP_034178378.1, XP_034178376.1, XP_034178377.1, XP_034178375.1, XP_034178379.1
OG0002024	XP_021705137.1, XP_021705136.1	XP_034187544.1
OG0002025	XP_001660915.1	XP_034173783.1, XP_034173782.1
OG0002026	XP_021708073.1	XP_034187788.1
OG0002027	XP_021698213.1, XP_021698212.1, XP_021698211.1	XP_034191051.1
OG0002028	XP_021695336.1, XP_021695333.1	XP_034172267.1
OG0002029	XP_021699817.1	XP_034186724.1
OG0002032	XP_021705255.1	XP_034177673.1, XP_034177667.1
OG0002033	XP_001655052.2, XP_001655051.2	XP_034179422.1
OG0002034	XP_021703905.1, XP_021708702.1	XP_034192353.1
OG0002035	XP_021710461.1, XP_021710460.1, XP_021710459.1, XP_021710458.1, XP_021710457.1, XP_021710456.1, XP_021710462.1, XP_021710463.1, XP_021710464.1, XP_021710465.1	XP_034171380.1, XP_034171362.1, XP_034171370.1
OG0002036	XP_021698401.1	XP_034171251.1
OG0002037	XP_001657723.1	XP_034172797.1
OG0002038	XP_021705732.1, XP_001656882.1	XP_034185152.1
OG0002039	XP_021696857.1, XP_021696859.1, XP_021696854.1, XP_021696858.1, XP_021696855.1, XP_021696856.1	XP_034191968.1
OG0002041	XP_001661004.2	XP_034183352.1, XP_034183351.1
OG0002042	XP_021711074.1	XP_034191698.1, XP_034191699.1
OG0002043	XP_001654285.2	XP_034181189.1
OG0002044	XP_021692933.1, XP_021692932.1, XP_021692931.1	XP_034178997.1
OG0002045	XP_021700822.1, XP_001654153.2	XP_034180923.1
OG0002047	XP_001662952.2	XP_034184377.1, XP_034184376.1, XP_034184378.1, XP_034184379.1
OG0002048	XP_021693261.1, XP_021693262.1, XP_021693250.1	XP_034174285.1
OG0002049	XP_001657413.2	XP_034187952.1, XP_034187953.1
OG0002050	XP_001661613.2	XP_034187277.1
OG0002051	XP_001650787.1	XP_034196626.1
OG0002052	XP_001654238.1	XP_034191948.1
OG0002053	XP_021704986.1	XP_034180392.1
OG0002054	XP_021702372.1	XP_034192107.1
OG0002055	XP_021699091.1, XP_021699090.1	XP_034183648.1, XP_034183650.1
OG0002056	XP_021711845.1, XP_001651045.1	XP_034184656.1
OG0002057	XP_021701189.1	XP_034180103.1, XP_034180102.1
OG0002058	XP_001653033.1, XP_021703690.1, XP_001653035.1, XP_001653036.2	XP_034176063.1
OG0002059	XP_001653641.1, XP_021697404.1	XP_034180634.1
OG0002060	XP_021709612.1	XP_034181538.1
OG0002061	XP_021701939.1	XP_034188292.1
OG0002062	XP_021697091.1, XP_021697090.1, XP_021697088.1, XP_021697087.1, XP_021697089.1	XP_034189171.1
OG0002063	XP_021706324.1, XP_021706323.1, XP_001653117.1	XP_034183692.1
OG0002064	XP_021698918.1, XP_001661369.2	XP_034177993.1, XP_034177992.1
OG0002065	XP_021704389.1, XP_021704396.1	XP_034180760.1
OG0002066	XP_021713324.1, XP_021712281.1, XP_021711970.1	XP_034179199.1, XP_034179198.1
OG0002067	XP_001651806.1	XP_034191082.1
OG0002068	XP_001661802.1	XP_034171162.1
OG0002069	XP_001663723.2	XP_034188020.1
OG0002070	XP_021713381.1, XP_021713382.1	XP_034189258.1, XP_034189257.1
OG0002071	XP_021700369.1, XP_021700370.1, XP_021700371.1, XP_001661960.1	XP_034177656.1
OG0002072	XP_001658181.2	XP_034184119.1
OG0002073	XP_001660900.1, XP_021701418.1, XP_021701417.1	XP_034190458.1
OG0002074	XP_021713169.1	XP_034179710.1
OG0002075	XP_001657421.1	XP_034177695.1
OG0002076	XP_021704769.1, XP_021704812.1, XP_021704798.1, XP_021704808.1, XP_021704790.1, XP_021704775.1, XP_021704817.1, XP_021704784.1	XP_034190687.1
OG0002077	XP_001659320.1	XP_034182463.1
OG0002078	XP_001655536.2, XP_021702297.1, XP_021702296.1, XP_021702295.1, XP_021702294.1	XP_034175427.1
OG0002079	XP_021698016.1	XP_034195983.1, XP_034195984.1, XP_034195986.1, XP_034195981.1, XP_034195982.1
OG0002080	XP_001655393.1	XP_034188196.1
OG0002081	XP_001658896.1	XP_034185447.1
OG0002082	XP_001657833.1	XP_034194952.1, XP_034194946.1
OG0002083	XP_021699262.1, XP_021699265.1, XP_021699263.1, XP_021699264.1, XP_021699267.1, XP_021699261.1	XP_034190133.1
OG0002084	XP_021695962.1	XP_034181906.1
OG0002085	XP_001658894.2	XP_034176246.1
OG0002086	XP_001660810.2	XP_034190037.1, XP_034190038.1
OG0002087	XP_001662226.1	XP_034191183.1
OG0002088	XP_021709590.1, XP_021709591.1, XP_021709592.1	XP_034183400.1
OG0002089	XP_021697379.1	XP_034180161.1
OG0002090	XP_001657796.2	XP_034174954.1
OG0002091	XP_001648366.2	XP_034187956.1, XP_034187954.1
OG0002092	XP_021696347.1, XP_021709876.1	XP_034191111.1, XP_034191112.1
OG0002093	XP_021694967.1, XP_021694963.1, XP_021694966.1, XP_021694965.1, XP_021694968.1, XP_021694964.1, XP_021696654.1, XP_021696652.1, XP_021696653.1, XP_021696651.1	XP_034171962.1
OG0002094	XP_021698854.1	XP_034195347.1
OG0002095	XP_001649906.1, XP_001649907.1	XP_034196446.1
OG0002096	XP_001658032.1	XP_034184444.1, XP_034184442.1, XP_034184443.1
OG0002097	XP_001658647.1	XP_034193635.1
OG0002098	XP_001657165.1	XP_034184181.1
OG0002099	XP_021711436.1	XP_034176695.1, XP_034176697.1
OG0002100	XP_001655468.1	XP_034183783.1
OG0002101	XP_021712895.1, XP_001651058.2	XP_034195812.1, XP_034195807.1
OG0002102	XP_021695018.1, XP_021695017.1, XP_021695021.1, XP_021695020.1, XP_021695022.1, XP_021695019.1	XP_034192570.1
OG0002103	XP_001655133.2, XP_021699620.1, XP_011493590.2	XP_034178262.1
OG0002104	XP_001651269.2	XP_034177614.1, XP_034177616.1, XP_034177615.1
OG0002106	XP_001651639.2	XP_034180461.1, XP_034180462.1, XP_034180460.1
OG0002107	XP_021704540.1	XP_034183362.1, XP_034183358.1
OG0002108	XP_001661944.2	XP_034178907.1, XP_034178908.1, XP_034178909.1, XP_034178906.1
OG0002109	XP_021695283.1	XP_034186933.1, XP_034186934.1
OG0002110	XP_021703061.1, XP_021703059.1, XP_001657803.1	XP_034180412.1, XP_034180411.1, XP_034180413.1
OG0002111	XP_001657036.2	XP_034186002.1
OG0002113	XP_021707212.1	XP_034183804.1
OG0002114	XP_021693401.1, XP_021693463.1, XP_021693350.1, XP_021693526.1	XP_034177518.1, XP_034177516.1, XP_034177517.1
OG0002115	XP_001650881.2, XP_021711856.1	XP_034171412.1
OG0002116	XP_021694344.1, XP_021699059.1	XP_034181652.1
OG0002117	XP_021699388.1	XP_034187509.1
OG0002119	XP_021707548.1, XP_021707543.1	XP_034195806.1, XP_034195805.1
OG0002120	XP_021701990.1, XP_021701991.1	XP_034176688.1
OG0002121	XP_021707339.1	XP_034192903.1, XP_034192906.1
OG0002122	XP_021707553.1, XP_021707555.1, XP_021707552.1, XP_021707556.1, XP_021707554.1	XP_034194940.1
OG0002124	XP_021705870.1, XP_021705910.1	XP_034186744.1
OG0002125	XP_021699006.1	XP_034184746.1, XP_034184745.1, XP_034184744.1
OG0002126	XP_001657549.2, XP_001659807.1	XP_034172346.1
OG0002127	XP_001654713.2	XP_034170926.1
OG0002128	XP_021701093.1	XP_034176003.1, XP_034176002.1, XP_034176001.1, XP_034176000.1
OG0002129	XP_001653301.1	XP_034195872.1
OG0002130	XP_001653423.1	XP_034196352.1, XP_034196350.1, XP_034196351.1
OG0002131	XP_021703181.1	XP_034187107.1, XP_034187102.1
OG0002132	XP_021697130.1	XP_034180723.1
OG0002134	XP_001658327.1	XP_034175257.1
OG0002136	XP_001654115.2	XP_034193209.1
OG0002137	XP_001648851.1, XP_021701095.1, XP_001653751.2	XP_034191253.1
OG0002138	XP_001652434.1	XP_034177222.1, XP_034193634.1
OG0002139	XP_001651352.1	XP_034189737.1
OG0002140	XP_021701584.1	XP_034179887.1, XP_034179888.1
OG0002141	XP_021710885.1	XP_034181860.1, XP_034181859.1
OG0002142	XP_021705976.1	XP_034193428.1
OG0002143	XP_001655819.1, XP_001655820.1	XP_034179889.1
OG0002144	XP_021696310.1	XP_034181674.1
OG0002145	XP_001650254.2	XP_034176566.1, XP_034176565.1
OG0002146	XP_021709736.1	XP_034186570.1, XP_034186572.1
OG0002147	XP_021710878.1, XP_021710873.1	XP_034171818.1
OG0002148	XP_001656030.2	XP_034182036.1
OG0002149	XP_021704248.1	XP_034191849.1, XP_034191855.1
OG0002150	XP_021700469.1	XP_034193348.1, XP_034193346.1
OG0002151	XP_021709857.1, XP_021709858.1, XP_021709855.1, XP_021709856.1, XP_021709853.1, XP_021709854.1, XP_021709860.1, XP_021709859.1, XP_021703583.1	XP_034186493.1
OG0002152	XP_021709610.1, XP_021709604.1, XP_021709603.1, XP_021709608.1, XP_021709607.1, XP_021709606.1, XP_021709605.1, XP_021709611.1	XP_034195658.1
OG0002153	XP_021707387.1	XP_034193458.1
OG0002154	XP_021694480.1	XP_034189695.1, XP_034189694.1, XP_034189693.1
OG0002155	XP_021693278.1, XP_021693265.1	XP_034174291.1
OG0002157	XP_001654796.1, XP_021696921.1, XP_021696920.1	XP_034172181.1, XP_034172190.1
OG0002158	XP_021700957.1, XP_001660611.1, XP_021711344.1, XP_021711343.1, XP_021711872.1, XP_021711874.1, XP_021711873.1	XP_034193539.1
OG0002159	XP_001659759.2	XP_034183323.1
OG0002160	XP_001648131.1	XP_034175461.1
OG0002162	XP_021707594.1, XP_021707596.1, XP_021707595.1, XP_001663947.1, XP_001663948.2	XP_034177151.1
OG0002163	XP_021703559.1	XP_034188193.1, XP_034188192.1, XP_034188194.1
OG0002164	XP_021693645.1, XP_021693644.1	XP_034180349.1, XP_034180343.1
OG0002165	XP_001648344.3	XP_034178896.1
OG0002166	XP_021706120.1	XP_034196509.1
OG0002167	XP_021711962.1	XP_034174415.1, XP_034174455.1
OG0002168	XP_021709285.1, XP_021712631.1	XP_034196708.1, XP_034196710.1
OG0002169	XP_021710155.1	XP_034181889.1
OG0002170	XP_021711089.1, XP_021711085.1, XP_021711086.1, XP_021711087.1, XP_021711088.1	XP_034189806.1
OG0002171	XP_021702403.1, XP_021702404.1, XP_021702402.1, XP_021702406.1, XP_021702401.1	XP_034186135.1
OG0002172	XP_021701682.1	XP_034188951.1, XP_034188952.1
OG0002173	XP_021711984.1, XP_021693903.1	XP_034179410.1
OG0002174	XP_021708109.1	XP_034196180.1, XP_034196182.1, XP_034196181.1
OG0002175	XP_021697301.1	XP_034178553.1, XP_034178551.1
OG0002177	XP_021705671.1	XP_034187921.1, XP_034187922.1
OG0002178	XP_021697063.1, XP_021697052.1	XP_034186313.1
OG0002179	XP_021701499.1, XP_021701502.1, XP_021701503.1, XP_021701500.1, XP_021701501.1	XP_034190684.1
OG0002181	XP_021712793.1, XP_021694995.1	XP_034175444.1
OG0002182	XP_021697169.1, XP_021697131.1, XP_021697151.1	XP_034170968.1
OG0002183	XP_001655335.2	XP_034177785.1
OG0002184	XP_021693504.1	XP_034177282.1
OG0002185	XP_001652769.2, XP_021701055.1, XP_021701057.1	XP_034185338.1, XP_034185331.1
OG0002186	XP_021704044.1	XP_034189958.1
OG0002187	XP_021699225.1, XP_021699226.1	XP_034190730.1, XP_034190729.1
OG0002188	XP_021701837.1, XP_021701838.1	XP_034195935.1
OG0002189	XP_021706017.1, XP_001662348.2	XP_034184759.1
OG0002190	XP_021704515.1	XP_034190588.1
OG0002191	XP_001660343.2	XP_034194806.1
OG0002192	XP_021696455.1	XP_034192977.1
OG0002193	XP_021712730.1, XP_021713384.1, XP_021713383.1	XP_034180714.1, XP_034180713.1
OG0002194	XP_001653292.1	XP_034183126.1, XP_034183169.1, XP_034183194.1, XP_034183135.1, XP_034183178.1, XP_034183161.1, XP_034183144.1, XP_034183154.1, XP_034183109.1
OG0002195	XP_021711923.1, XP_021699204.1	XP_034175175.1
OG0002196	XP_001653744.2	XP_034191692.1, XP_034191691.1, XP_034191690.1
OG0002197	XP_001657298.2	XP_034176890.1
OG0002198	XP_021704276.1, XP_021704282.1	XP_034174757.1
OG0002200	XP_021693447.1, XP_021693448.1, XP_021693450.1, XP_021693449.1	XP_034181668.1
OG0002202	XP_021713398.1	XP_034193019.1, XP_034193027.1
OG0002203	XP_001660079.2	XP_034173001.1
OG0002204	XP_001662461.2, XP_021694090.1	XP_034177208.1
OG0002205	XP_021704095.1	XP_034180414.1
OG0002205	XP_021696557.1	XP_034190290.1
OG0002206	XP_001647854.2	XP_034191406.1
OG0002208	XP_001648444.1	XP_034178727.1
OG0002209	XP_001649337.1, XP_021701381.1	XP_034183213.1
OG0002210	XP_001649664.2, XP_001654793.1, XP_021701647.1	XP_034194868.1
OG0002211	XP_021710545.1, XP_021710550.1, XP_021710546.1, XP_021710549.1, XP_021710548.1, XP_001649773.1, XP_021710547.1	XP_034193456.1
OG0002212	XP_001652570.1, XP_001649912.2	XP_034184603.1
OG0002213	XP_001652986.2	XP_034194894.1, XP_034194885.1, XP_034194904.1
OG0002214	XP_021700648.1, XP_001653383.2, XP_021700643.1, XP_021700651.1, XP_021700650.1, XP_021700649.1, XP_021700641.1, XP_021700647.1, XP_021700646.1, XP_021700645.1, XP_021700644.1	XP_034195523.1
OG0002215	XP_001653659.2, XP_001653660.2	XP_034177689.1, XP_034177691.1
OG0002217	XP_001656760.1	XP_034194387.1
OG0002218	XP_001657343.1, XP_021706354.1	XP_034191148.1, XP_034191151.1
OG0002219	XP_001658237.2	XP_034179126.1
OG0002220	XP_001660624.1	XP_034177328.1
OG0002221	XP_021694386.1, XP_021694387.1, XP_021694384.1, XP_021694385.1	XP_034176017.1, XP_034176015.1
OG0002222	XP_021695841.1	XP_034189416.1, XP_034189414.1
OG0002223	XP_021699463.1	XP_034172084.1, XP_034172085.1, XP_034172086.1, XP_034172087.1
OG0002224	XP_021701933.1	XP_034189365.1, XP_034189367.1, XP_034189366.1
OG0002225	XP_021702621.1	XP_034178356.1
OG0002226	XP_021708084.1, XP_021708083.1, XP_021708082.1	XP_034178385.1, XP_034178384.1, XP_034178386.1, XP_034178382.1
OG0002237	XP_001648383.1	XP_034175178.1
OG0002238	XP_001652028.1	XP_034187621.1
OG0002239	XP_021695488.1	XP_034188517.1
OG0002240	XP_001659379.1	XP_034185614.1
OG0002241	XP_001651456.1	XP_034179920.1
OG0002242	XP_021704043.1, XP_001651763.1	XP_034192301.1, XP_034192306.1
OG0002243	XP_001653952.2	XP_034189602.1
OG0002244	XP_001653914.1	XP_034184946.1, XP_034184947.1
OG0002245	XP_001661239.1	XP_034194298.1
OG0002246	XP_021699476.1	XP_034186785.1
OG0002247	XP_001650782.1	XP_034173966.1
OG0002248	XP_001648359.1	XP_034188648.1
OG0002249	XP_001655062.1, XP_021712403.1	XP_034176411.1, XP_034176402.1
OG0002250	XP_001655166.1, XP_021713360.1	XP_034190758.1
OG0002251	XP_011493093.2	XP_034195998.1
OG0002252	XP_001657749.1	XP_034191214.1
OG0002253	XP_021696628.1, XP_021696629.1, XP_021696630.1, XP_001652038.1, XP_011493343.1	XP_034182380.1
OG0002254	XP_011493402.1, XP_001652969.1	XP_034175177.1, XP_034175176.1
OG0002255	XP_001652852.1	XP_034173208.1
OG0002256	XP_001653428.2	XP_034185637.1, XP_034185636.1
OG0002257	XP_001661332.1	XP_034172186.1, XP_034172185.1
OG0002258	XP_001649789.1	XP_034178391.1
OG0002259	XP_001660391.1	XP_034187048.1
OG0002260	XP_001664104.1	XP_034184436.1
OG0002261	XP_021694467.1, XP_021694468.1, XP_011493600.1, XP_011493599.1	XP_034192831.1
OG0002262	XP_001654790.1	XP_034191689.1
OG0002263	XP_021705275.1, XP_021705276.1, XP_021712473.1	XP_034179089.1
OG0002264	XP_001650592.2, XP_021696864.1	XP_034191974.1
OG0002265	XP_021707160.1, XP_001658881.1	XP_034178284.1
OG0002266	XP_001650123.1	XP_034184788.1
OG0002267	XP_021698908.1	XP_034174069.1, XP_034174071.1, XP_034174070.1
OG0002268	XP_001661380.1	XP_034187525.1, XP_034187527.1
OG0002269	XP_021698341.1	XP_034172492.1
OG0002270	XP_021707135.1	XP_034194324.1, XP_034194325.1
OG0002271	XP_001657257.2, XP_021697436.1, XP_021697435.1	XP_034190864.1
OG0002272	XP_001648347.1	XP_034171282.1
OG0002273	XP_021701854.1, XP_021701855.1	XP_034173503.1
OG0002275	XP_001656360.1	XP_034189352.1
OG0002277	XP_021693220.1	XP_034182872.1
OG0002278	XP_021699159.1, XP_001662296.2	XP_034175710.1
OG0002279	XP_021700793.1	XP_034178168.1
OG0002280	XP_001657825.1, XP_021703530.1	XP_034175635.1, XP_034175636.1, XP_034175637.1
OG0002281	XP_001658664.2, XP_001658665.2, XP_021693470.1	XP_034175325.1
OG0002282	XP_001654860.1	XP_034171281.1
OG0002283	XP_021693077.1	XP_034179650.1
OG0002284	XP_021708662.1	XP_034186178.1
OG0002285	XP_001657412.2, XP_021710588.1, XP_021710595.1	XP_034192089.1
OG0002286	XP_021709805.1	XP_034192054.1, XP_034192047.1, XP_034192064.1
OG0002287	XP_001656324.2	XP_034184576.1, XP_034184575.1
OG0002288	XP_021706150.1	XP_034176576.1, XP_034176575.1, XP_034176574.1
OG0002289	XP_021711852.1	XP_034178089.1
OG0002290	XP_001650672.2	XP_034173445.1, XP_034173446.1
OG0002291	XP_021709988.1, XP_021709989.1	XP_034179744.1, XP_034179738.1
OG0002292	XP_001653580.1	XP_034173211.1
OG0002293	XP_021704716.1	XP_034192196.1
OG0002295	XP_001657125.1	XP_034195235.1
OG0002296	XP_021704007.1	XP_034187256.1
OG0002298	XP_001653065.1	XP_034194248.1
OG0002299	XP_021696157.1	XP_034181416.1
OG0002300	XP_001659911.2	XP_034191146.1
OG0002302	XP_021693421.1, XP_021693422.1, XP_021693419.1	XP_034184674.1
OG0002304	XP_021696810.1	XP_034174260.1
OG0002305	XP_021704088.1	XP_034187203.1
OG0002306	XP_001664322.3	XP_034186386.1
OG0002307	XP_021707748.1	XP_034173342.1
OG0002308	XP_001652272.1	XP_034180823.1
OG0002309	XP_021711133.1, XP_021711829.1	XP_034192073.1, XP_034192074.1, XP_034192075.1
