Orthogroup	Aedes_aegypti	Megalopta_genalis
OG0001171	XP_021694953.1	XP_033323480.1, XP_033338191.1, XP_033323479.1
OG0001172	XP_021705744.1, XP_021705736.1	XP_033337196.1, XP_033337191.1
OG0001173	XP_021707670.1, XP_021707669.1, XP_021707673.1, XP_021707671.1, XP_021707672.1, XP_001650777.2	XP_033325207.1
OG0001174	XP_001657220.1, XP_021693197.1, XP_021712297.1, XP_021712296.1	XP_033325129.1
OG0001175	XP_021696273.1, XP_021696272.1, XP_021696280.1, XP_021696281.1, XP_021696279.1, XP_021696276.1, XP_021696277.1, XP_021696274.1, XP_021696278.1, XP_021696275.1, XP_021696271.1	XP_033328293.1, XP_033328292.1, XP_033328291.1
OG0001176	XP_021693845.1	XP_033334241.1, XP_033334242.1
OG0001179	XP_021708724.1	XP_033326082.1, XP_033326083.1, XP_033326084.1
OG0001180	XP_021706223.1, XP_001654740.2	XP_033323213.1
OG0001181	XP_001647577.1	XP_033322804.1
OG0001182	XP_021711115.1, XP_021711128.1	XP_033342889.1, XP_033342895.1
OG0001183	XP_021696657.1	XP_033321792.1, XP_033321801.1
OG0001184	XP_001655214.2	XP_033334070.1, XP_033334075.1
OG0001185	XP_021710861.1, XP_001657234.2, XP_001659019.2, XP_021707712.1, XP_001655076.1, XP_001655077.2, XP_021705778.1, XP_021705777.1	XP_033335392.1
OG0001186	XP_001654432.1	XP_033327357.1, XP_033327358.1, XP_033327355.1, XP_033327356.1, XP_033327359.1
OG0001187	XP_021711494.1	XP_033327329.1
OG0001189	XP_021711031.1	XP_033336245.1
OG0001190	XP_001649672.1, XP_021702492.1	XP_033338253.1
OG0001191	XP_021704021.1, XP_001657314.2	XP_033341679.1
OG0001193	XP_021708796.1, XP_021708797.1, XP_021708793.1, XP_021708795.1, XP_021708791.1, XP_021708792.1	XP_033336894.1
OG0001195	XP_001649330.2, XP_021701388.1	XP_033330951.1, XP_033330953.1, XP_033330954.1
OG0001197	XP_001653258.1	XP_033332586.1, XP_033332585.1, XP_033332584.1
OG0001198	XP_001654561.1	XP_033323595.1
OG0001199	XP_001655189.2	XP_033330074.1
OG0001202	XP_001660281.2	XP_033334443.1
OG0001203	XP_021695231.1, XP_021698954.1, XP_021698952.1	XP_033341315.1
OG0001204	XP_021698471.1	XP_033325410.1, XP_033325411.1, XP_033325409.1
OG0001205	XP_021703744.1	XP_033322200.1, XP_033325793.1
OG0001206	XP_021704907.1	XP_033328400.1
OG0001207	XP_021705398.1, XP_021705681.1	XP_033335287.1
OG0001208	XP_021706768.1	XP_033324122.1
OG0001209	XP_021712755.1	XP_033322847.1, XP_033341708.1
OG0001214	XP_001655451.2	XP_033324526.1, XP_033324525.1
OG0001215	XP_021697293.1, XP_021697294.1, XP_021697295.1	XP_033336550.1, XP_033336549.1
OG0001216	XP_001653393.1	XP_033331986.1, XP_033331993.1
OG0001217	XP_001659205.1	XP_033338712.1, XP_033338710.1
OG0001218	XP_001648941.1, XP_021705472.1	XP_033339952.1, XP_033339953.1
OG0001219	XP_011493503.2	XP_033338491.1, XP_033338492.1
OG0001220	XP_001663266.1	XP_033338496.1, XP_033338497.1, XP_033338495.1
OG0001221	XP_001649949.1	XP_033332841.1
OG0001222	XP_021713412.1, XP_001655604.1, XP_001655603.1	XP_033327693.1
OG0001223	XP_001648095.1	XP_033322887.1
OG0001224	XP_001660440.2, XP_001658084.2	XP_033338548.1, XP_033338552.1
OG0001225	XP_001648371.1	XP_033327582.1, XP_033327580.1
OG0001226	XP_001653501.2	XP_033323368.1, XP_033323367.1, XP_033323371.1, XP_033323370.1, XP_033323366.1
OG0001228	XP_021703910.1, XP_021703909.1	XP_033321096.1
OG0001229	XP_021704947.1	XP_033339510.1
OG0001230	XP_001656889.1	XP_033328206.1, XP_033328205.1, XP_033328207.1, XP_033328204.1
OG0001231	XP_021694672.1	XP_033334870.1
OG0001232	XP_021700838.1	XP_033328496.1
OG0001233	XP_001654247.1, XP_021704697.1, XP_021704696.1	XP_033327337.1
OG0001234	XP_021706307.1	XP_033326409.1
OG0001236	XP_021698646.1, XP_021698645.1	XP_033321426.1
OG0001237	XP_021696524.1	XP_033342687.1
OG0001238	XP_021711392.1, XP_021711407.1	XP_033337766.1, XP_033337767.1
OG0001239	XP_021710256.1	XP_033331661.1
OG0001240	XP_021700543.1	XP_033342584.1, XP_033342582.1, XP_033342585.1, XP_033342583.1, XP_033342581.1
OG0001241	XP_021709960.1	XP_033334766.1, XP_033334769.1
OG0001242	XP_021695985.1	XP_033340326.1, XP_033340325.1
OG0001244	XP_001653051.1	XP_033342274.1
OG0001245	XP_001649754.1, XP_021706031.1	XP_033330435.1
OG0001246	XP_021703701.1	XP_033330518.1
OG0001247	XP_001658992.1	XP_033325507.1, XP_033325505.1
OG0001248	XP_021703673.1	XP_033338006.1
OG0001249	XP_001660617.1	XP_033332368.1, XP_033332358.1
OG0001250	XP_001661045.2	XP_033337904.1
OG0001251	XP_021695142.1, XP_021695149.1	XP_033332353.1
OG0001252	XP_001656430.1	XP_033324821.1
OG0001253	XP_001651542.2, XP_021696789.1, XP_021696788.1, XP_021696787.1	XP_033334669.1, XP_033334666.1
OG0001254	XP_021705862.1	XP_033321789.1
OG0001255	XP_001647960.3	XP_033321111.1
OG0001256	XP_021694943.1, XP_021694941.1	XP_033326933.1
OG0001257	XP_021693634.1, XP_011493676.1, XP_011493675.1	XP_033329191.1
OG0001258	XP_001652339.1, XP_021704024.1, XP_021704027.1	XP_033327208.1
OG0001259	XP_001653425.2	XP_033321335.1
OG0001260	XP_001652317.1	XP_033339643.1, XP_033339651.1
OG0001261	XP_021710538.1, XP_021710533.1, XP_021710536.1, XP_021710535.1, XP_021710531.1, XP_021710532.1, XP_021710534.1, XP_021710537.1	XP_033325790.1
OG0001262	XP_021711449.1	XP_033333808.1, XP_033333809.1
OG0001263	XP_001658296.1	XP_033333282.1
OG0001264	XP_001657447.2	XP_033321232.1
OG0001265	XP_021703729.1, XP_021703731.1, XP_021703732.1, XP_021703727.1, XP_021703728.1, XP_021703725.1, XP_021703726.1, XP_021703723.1, XP_021703724.1, XP_021703721.1, XP_021703722.1, XP_021703720.1	XP_033339929.1, XP_033329668.1
OG0001267	XP_021705969.1, XP_021705968.1	XP_033337655.1
OG0001268	XP_021703813.1	XP_033330923.1, XP_033326114.1
OG0001269	XP_021710035.1	XP_033331143.1, XP_033331168.1
OG0001270	XP_021705766.1, XP_021705767.1	XP_033331492.1, XP_033331491.1, XP_033331490.1
OG0001271	XP_021705424.1, XP_021705422.1, XP_021705423.1	XP_033336434.1, XP_033321514.1
OG0001272	XP_001655854.1	XP_033329520.1, XP_033329541.1
OG0001273	XP_021700130.1	XP_033334025.1, XP_033334023.1
OG0001274	XP_001663402.2	XP_033332718.1
OG0001277	XP_021707020.1, XP_021707021.1	XP_033321811.1
OG0001278	XP_001651785.2	XP_033341649.1, XP_033341650.1
OG0001279	XP_021694589.1	XP_033332151.1, XP_033332153.1, XP_033332154.1
OG0001280	XP_001652945.1	XP_033328482.1, XP_033328474.1
OG0001281	XP_021698661.1	XP_033332931.1
OG0001282	XP_021698670.1	XP_033325483.1
OG0001283	XP_021697649.1	XP_033340604.1
OG0001284	XP_021701396.1, XP_021701391.1	XP_033321750.1, XP_033321748.1
OG0001286	XP_021703120.1	XP_033323978.1
OG0001287	XP_021707370.1, XP_021707349.1, XP_021707348.1	XP_033328763.1
OG0001288	XP_021706525.1, XP_001659242.1	XP_033325575.1, XP_033325580.1
OG0001289	XP_021694157.1	XP_033333053.1, XP_033333052.1, XP_033333051.1, XP_033333050.1, XP_033333054.1
OG0001290	XP_001660794.2, XP_021695080.1	XP_033341658.1
OG0001291	XP_001655206.2, XP_021712045.1	XP_033338839.1
OG0001293	XP_001658202.2	XP_033325445.1
OG0001294	XP_001662562.1, XP_021712306.1	XP_033340861.1, XP_033340870.1, XP_033340852.1, XP_033340830.1, XP_033340841.1
OG0001295	XP_001655925.2, XP_021699425.1	XP_033321157.1
OG0001296	XP_021696682.1, XP_021696702.1	XP_033324545.1
OG0001298	XP_021695656.1, XP_021695651.1, XP_021695650.1, XP_021695653.1, XP_021695652.1, XP_021695649.1, XP_021695655.1, XP_021695654.1, XP_001656862.1	XP_033334359.1
OG0001300	XP_001650130.2	XP_033335256.1
OG0001301	XP_021696109.1	XP_033328498.1, XP_033328260.1, XP_033328427.1, XP_033328350.1
OG0001302	XP_021695397.1	XP_033322974.1
OG0001302	XP_021704073.1	XP_033322973.1
OG0001303	XP_021709459.1, XP_021709460.1	XP_033330552.1, XP_033330557.1
OG0001304	XP_001649076.2	XP_033324766.1, XP_033324765.1
OG0001305	XP_021712565.1, XP_021696722.1, XP_021696724.1	XP_033332409.1
OG0001306	XP_021705682.1	XP_033325497.1, XP_033325494.1
OG0001308	XP_021706251.1	XP_033324511.1
OG0001310	XP_001647946.2	XP_033325998.1, XP_033325997.1
OG0001312	XP_001654151.1	XP_033327364.1, XP_033327363.1, XP_033327365.1, XP_033327366.1
OG0001314	XP_021697255.1, XP_021697257.1, XP_001663445.2, XP_021697256.1	XP_033338921.1
OG0001315	XP_001663877.1, XP_021699529.1	XP_033330904.1, XP_033330903.1
OG0001317	XP_021699168.1	XP_033326800.1
OG0001318	XP_021702414.1	XP_033321114.1
OG0001319	XP_021704855.1	XP_033326623.1
OG0001320	XP_021708785.1, XP_021708784.1, XP_021708783.1, XP_021708782.1	XP_033335361.1, XP_033335359.1
OG0001321	XP_021710244.1	XP_033337412.1
OG0001322	XP_021713221.1, XP_021713222.1, XP_021713223.1	XP_033337157.1
OG0001328	XP_021709467.1	XP_033325943.1
OG0001330	XP_001652750.1	XP_033327119.1
OG0001331	XP_001654299.1	XP_033337458.1
OG0001332	XP_001652269.1	XP_033323630.1, XP_033323640.1, XP_033323032.1
OG0001333	XP_001651256.1	XP_033333461.1, XP_033333462.1, XP_033333460.1
OG0001334	XP_001650222.1, XP_001654443.1	XP_033337855.1, XP_033337854.1, XP_033337841.1
OG0001335	XP_001649624.2, XP_001649625.2	XP_033339620.1, XP_033339617.1
OG0001336	XP_021703688.1, XP_021703684.1	XP_033334937.1
OG0001338	XP_001660476.2	XP_033342357.1
OG0001339	XP_001654036.2	XP_033331285.1, XP_033331287.1, XP_033331286.1
OG0001340	XP_021709482.1, XP_001655390.1, XP_001655391.1	XP_033339650.1, XP_033339649.1
OG0001341	XP_021695378.1	XP_033325431.1
OG0001342	XP_021707182.1	XP_033334101.1
OG0001343	XP_001662179.2	XP_033336674.1, XP_033336370.1
OG0001344	XP_021699741.1, XP_021699742.1, XP_021699744.1, XP_001658638.2, XP_021699743.1	XP_033325798.1
OG0001345	XP_001661090.1	XP_033328117.1
OG0001346	XP_001648900.1, XP_021707707.1	XP_033341908.1
OG0001347	XP_001659204.1	XP_033321822.1
OG0001348	XP_001661832.1	XP_033337642.1
OG0001349	XP_001654544.1	XP_033341785.1, XP_033324607.1
OG0001350	XP_001655317.2	XP_033343041.1
OG0001351	XP_021705308.1, XP_021705307.1, XP_021705305.1, XP_021705304.1, XP_021705303.1, XP_021705302.1, XP_021705309.1	XP_033340933.1
OG0001352	XP_021705226.1	XP_033335226.1, XP_033335225.1, XP_033335224.1
OG0001353	XP_001656906.2	XP_033323348.1
OG0001354	XP_001663103.2	XP_033328214.1
OG0001355	XP_021710337.1	XP_033321262.1, XP_033331301.1, XP_033331297.1
OG0001356	XP_021696915.1	XP_033322696.1
OG0001357	XP_021700297.1, XP_021700298.1, XP_021700299.1, XP_021700289.1, XP_021700288.1, XP_021700294.1, XP_021700295.1, XP_021700296.1, XP_021700290.1, XP_021700292.1, XP_021700293.1, XP_021700300.1	XP_033340784.1
OG0001359	XP_001655316.1	XP_033338661.1, XP_033338656.1, XP_033338659.1, XP_033338658.1, XP_033338657.1
OG0001361	XP_001653274.2, XP_021709382.1, XP_021709377.1, XP_021711749.1	XP_033332431.1
OG0001362	XP_021711634.1, XP_001650538.2, XP_021711639.1, XP_021711636.1, XP_021711635.1, XP_021711638.1, XP_021711637.1	XP_033337167.1
OG0001363	XP_001659788.1	XP_033331207.1
OG0001364	XP_021704232.1	XP_033324267.1, XP_033324387.1
OG0001365	XP_021703837.1, XP_021703838.1, XP_021703833.1, XP_021703834.1, XP_021703836.1, XP_021703835.1	XP_033342970.1
OG0001366	XP_001659892.2	XP_033332178.1
OG0001367	XP_001648364.2, XP_001657924.1, XP_001654932.2, XP_001654934.2, XP_001660482.1, XP_001660484.1, XP_001660483.1, XP_021701594.1, XP_001657925.2	XP_033337104.1
OG0001368	XP_001658458.1, XP_021709263.1, XP_021709266.1	XP_033324217.1, XP_033324216.1
OG0001369	XP_001661015.2	XP_033328476.1
OG0001371	XP_001649083.3, XP_021697602.1, XP_021712118.1	XP_033343106.1
OG0001372	XP_021696997.1, XP_021697000.1, XP_021697001.1, XP_021696999.1, XP_021696995.1, XP_021696996.1	XP_033333084.1
OG0001373	XP_021694453.1	XP_033334491.1
OG0001374	XP_001657485.1	XP_033336465.1
OG0001375	XP_021699017.1, XP_021699013.1	XP_033332162.1, XP_033332110.1
OG0001376	XP_021704527.1	XP_033321505.1
OG0001377	XP_001664237.1	XP_033325219.1
OG0001378	XP_021712935.1, XP_021712936.1, XP_001649534.1, XP_021695113.1	XP_033331868.1
OG0001379	XP_021700986.1, XP_021700988.1, XP_021700987.1, XP_021700980.1, XP_021700981.1, XP_021700982.1, XP_021700983.1, XP_021700984.1, XP_001649718.1, XP_021700985.1	XP_033333766.1
OG0001380	XP_021703772.1, XP_021703773.1, XP_021703774.1, XP_001653369.1, XP_021703771.1	XP_033325963.1
OG0001381	XP_001648807.1	XP_033328703.1, XP_033328704.1
OG0001382	XP_021701098.1, XP_001651389.2, XP_001648852.1	XP_033340856.1
OG0001383	XP_001662373.2	XP_033327241.1, XP_033327238.1, XP_033327237.1, XP_033327240.1, XP_033327239.1
OG0001384	XP_001660023.2	XP_033335089.1, XP_033335090.1, XP_033335088.1
OG0001385	XP_021698595.1	XP_033324055.1
OG0001386	XP_021698247.1	XP_033332148.1
OG0001387	XP_001656936.1	XP_033323892.1
OG0001388	XP_021711868.1, XP_021710112.1	XP_033334641.1
OG0001389	XP_021705377.1, XP_001661979.2, XP_021698303.1, XP_021698302.1	XP_033329037.1, XP_033322441.1
OG0001390	XP_021700843.1	XP_033331230.1
OG0001391	XP_021697039.1, XP_021697040.1, XP_021697038.1, XP_021697041.1	XP_033340978.1, XP_033340977.1
OG0001392	XP_021709568.1, XP_021709569.1, XP_021709567.1	XP_033326235.1, XP_033326236.1, XP_033326228.1, XP_033326234.1
OG0001393	XP_021696289.1, XP_021696288.1	XP_033331823.1
OG0001394	XP_001650424.1	XP_033329639.1
OG0001395	XP_021696363.1, XP_021696349.1	XP_033332209.1, XP_033332210.1
OG0001396	XP_001662596.2, XP_021699720.1	XP_033341459.1
OG0001397	XP_021712502.1, XP_021693812.1	XP_033321033.1
OG0001398	XP_001657045.2, XP_021694877.1	XP_033339038.1
OG0001399	XP_001651707.1	XP_033341554.1
OG0001400	XP_021703961.1, XP_021703962.1	XP_033327579.1, XP_033327368.1
OG0001401	XP_001660577.1	XP_033324988.1, XP_033324989.1, XP_033324990.1
OG0001402	XP_001664062.1	XP_033331427.1
OG0001403	XP_021710754.1, XP_001650547.1	XP_033327869.1, XP_033327875.1
OG0001404	XP_001659873.1, XP_021700729.1, XP_021700728.1	XP_033342345.1, XP_033342346.1
OG0001405	XP_001649519.2, XP_001649518.2, XP_001649517.2	XP_033338114.1
OG0001406	XP_021712670.1	XP_033323474.1, XP_033323476.1, XP_033323475.1
OG0001407	XP_021704231.1, XP_021704230.1	XP_033340428.1, XP_033340427.1
OG0001408	XP_021713401.1	XP_033329808.1
OG0001409	XP_021711099.1	XP_033322880.1
OG0001410	XP_021708563.1	XP_033326787.1
OG0001413	XP_021694446.1	XP_033333089.1
OG0001414	XP_021702146.1	XP_033323484.1, XP_033323485.1, XP_033323486.1
OG0001415	XP_021699093.1	XP_033340994.1
OG0001417	XP_021695666.1	XP_033334848.1, XP_033334847.1, XP_033334846.1, XP_033334849.1
OG0001418	XP_021702027.1	XP_033331754.1, XP_033321453.1, XP_033335309.1, XP_033335471.1, XP_033335515.1, XP_033335510.1, XP_033335511.1, XP_033339328.1, XP_033335514.1, XP_033335512.1
OG0001419	XP_021703807.1	XP_033337007.1
OG0001421	XP_001657115.1	XP_033323775.1, XP_033323776.1, XP_033323777.1, XP_033323784.1
OG0001422	XP_001650075.2	XP_033328316.1
OG0001423	XP_001659271.2	XP_033328804.1
OG0001424	XP_001648513.1	XP_033342016.1
OG0001425	XP_021693444.1, XP_021693451.1, XP_021693464.1, XP_021693471.1, XP_021693468.1, XP_021693475.1, XP_021693480.1, XP_021693491.1, XP_021693456.1	XP_033328615.1
OG0001426	XP_021701495.1	XP_033323404.1
OG0001427	XP_001660203.1	XP_033341537.1
OG0001428	XP_001647790.2	XP_033324199.1
OG0001429	XP_001650121.1	XP_033333465.1
OG0001430	XP_001654175.2, XP_021708114.1	XP_033341692.1
OG0001432	XP_021708580.1, XP_001660017.2, XP_021708611.1, XP_021708613.1, XP_021708608.1, XP_001663217.2	XP_033332456.1
OG0001433	XP_001662331.2	XP_033321462.1, XP_033321471.1
OG0001434	XP_001663415.1	XP_033323565.1
OG0001436	XP_021697897.1	XP_033336290.1
OG0001437	XP_021700178.1	XP_033335425.1
OG0001438	XP_021708714.1, XP_021704285.1	XP_033322465.1, XP_033322466.1, XP_033322464.1
OG0001440	XP_021706240.1	XP_033331189.1, XP_033339930.1
OG0001441	XP_021706835.1, XP_021706838.1, XP_021712543.1, XP_021706836.1	XP_033337618.1, XP_033337623.1
OG0001442	XP_021706881.1	XP_033334776.1, XP_033334777.1
OG0001443	XP_021706948.1, XP_021711425.1	XP_033341889.1, XP_033331998.1
OG0001444	XP_021708725.1	XP_033322506.1
OG0001445	XP_021712815.1	XP_033327764.1, XP_033327763.1
OG0001446	XP_021713062.1, XP_021713058.1	XP_033325927.1
OG0001453	XP_001652827.1, XP_001652828.1, XP_001652829.1	XP_033331863.1
OG0001455	XP_001659135.1, XP_001649843.1	XP_033337744.1
OG0001457	XP_001656531.1	XP_033339154.1, XP_033339155.1, XP_033339156.1, XP_033339194.1, XP_033339193.1, XP_033324163.1
OG0001458	XP_021709031.1	XP_033330895.1, XP_033330893.1, XP_033330892.1
OG0001459	XP_001658793.2	XP_033329392.1
OG0001460	XP_001663584.2	XP_033330576.1
OG0001461	XP_001649395.2	XP_033328146.1
OG0001462	XP_021710250.1, XP_021710252.1	XP_033331097.1, XP_033331099.1
OG0001463	XP_021706165.1, XP_021706164.1	XP_033333161.1
OG0001464	XP_001656398.1, XP_001664152.2, XP_001651087.1, XP_001651086.1	XP_033320813.1, XP_033320810.1
OG0001466	XP_001652327.1	XP_033321041.1
OG0001468	XP_001648269.1	XP_033331781.1
OG0001469	XP_001655637.2, XP_021694126.1, XP_021712662.1, XP_021712661.1, XP_021694127.1, XP_021712660.1	XP_033342476.1
OG0001470	XP_001650785.1, XP_001650784.1, XP_001652204.1	XP_033322494.1
OG0001471	XP_001657926.1	XP_033341583.1
OG0001472	XP_001656628.1	XP_033321728.1, XP_033331242.1
OG0001473	XP_021699212.1	XP_033341943.1
OG0001474	XP_001662447.1	XP_033325626.1, XP_033325489.1
OG0001475	XP_001664045.2	XP_033341141.1
OG0001476	XP_021705887.1	XP_033338396.1, XP_033338397.1, XP_033338392.1, XP_033338393.1, XP_033338394.1, XP_033338395.1
OG0001477	XP_001654194.2	XP_033326073.1
OG0001478	XP_021711922.1, XP_021699182.1	XP_033331825.1
OG0001479	XP_001655863.1	XP_033342437.1
OG0001480	XP_021708351.1	XP_033329780.1, XP_033329779.1, XP_033329778.1
OG0001481	XP_021711458.1, XP_021711459.1, XP_021711454.1, XP_021711457.1, XP_021711456.1, XP_021711455.1	XP_033332968.1
OG0001482	XP_021694591.1, XP_021694590.1, XP_021694592.1, XP_021694593.1, XP_021694594.1, XP_021694595.1, XP_001661357.2	XP_033338834.1
OG0001483	XP_021713037.1, XP_021710729.1, XP_021711353.1, XP_021713109.1, XP_021712820.1, XP_021713247.1, XP_021713178.1, XP_021711820.1, XP_021712986.1, XP_021710117.1, XP_021712319.1	XP_033325302.1
OG0001484	XP_021713154.1, XP_021707140.1, XP_021707142.1, XP_021707144.1, XP_021707145.1, XP_021707146.1, XP_021707138.1, XP_021707137.1, XP_021707141.1, XP_021707139.1, XP_021707143.1	XP_033330946.1
OG0001485	XP_021700466.1	XP_033325060.1
OG0001486	XP_001648831.2, XP_021701667.1, XP_001659833.2	XP_033335135.1, XP_033335134.1
OG0001487	XP_021697348.1, XP_021697349.1, XP_021697346.1, XP_021697347.1, XP_021697353.1, XP_021697354.1, XP_021697351.1, XP_021697352.1, XP_021697355.1	XP_033325758.1
OG0001488	XP_021710667.1	XP_033320795.1, XP_033320789.1
OG0001489	XP_021696755.1, XP_021696757.1, XP_021696756.1, XP_021696759.1, XP_021696758.1, XP_021696752.1, XP_021696753.1, XP_021696750.1, XP_021696751.1, XP_021696749.1, XP_021696754.1	XP_033322429.1
OG0001490	XP_021701945.1, XP_021701935.1	XP_033337133.1
OG0001492	XP_001662155.1, XP_001654105.1, XP_021713033.1	XP_033338934.1
OG0001494	XP_021697267.1, XP_021697268.1, XP_021697269.1	XP_033338609.1
OG0001495	XP_021707805.1	XP_033327149.1
OG0001496	XP_021695727.1, XP_011493651.1, XP_001655836.1	XP_033332258.1, XP_033332257.1, XP_033332260.1, XP_033332256.1
OG0001497	XP_021707615.1	XP_033335024.1
OG0001498	XP_021697831.1	XP_033323594.1
OG0001499	XP_001651889.2	XP_033330091.1, XP_033333713.1
OG0001500	XP_021705614.1, XP_021705612.1, XP_021705613.1, XP_021705610.1, XP_021705611.1, XP_021705609.1	XP_033321201.1
OG0001501	XP_021712753.1, XP_021699608.1	XP_033328422.1, XP_033328421.1
OG0001502	XP_021699619.1	XP_033328439.1
OG0001503	XP_021702842.1, XP_021702843.1, XP_021702844.1	XP_033334874.1
OG0001504	XP_001658122.1, XP_021698045.1, XP_021698047.1, XP_021698046.1, XP_021698048.1	XP_033321622.1
OG0001505	XP_001660600.2, XP_021704345.1	XP_033328209.1
OG0001506	XP_021702222.1, XP_021702224.1, XP_021702223.1, XP_001663031.1	XP_033338306.1, XP_033338305.1, XP_033338304.1
OG0001507	XP_021713312.1	XP_033324712.1, XP_033324710.1
OG0001508	XP_001658818.2	XP_033333852.1
OG0001509	XP_021708146.1, XP_021708145.1, XP_021708148.1, XP_021708147.1, XP_021708149.1, XP_021708142.1, XP_021708144.1, XP_021708143.1	XP_033327415.1
OG0001510	XP_021707687.1	XP_033334830.1, XP_033342219.1
OG0001511	XP_001654598.1, XP_021697822.1	XP_033340665.1, XP_033340894.1, XP_033340664.1, XP_033340663.1, XP_033340660.1
OG0001512	XP_021705417.1, XP_021705418.1, XP_021705415.1, XP_021705416.1, XP_021705414.1	XP_033327405.1
OG0001513	XP_001654919.1, XP_021709538.1, XP_021709542.1, XP_021709539.1, XP_021709540.1, XP_021709543.1, XP_021709541.1, XP_001654920.1, XP_021709544.1	XP_033331658.1, XP_033331659.1, XP_033331657.1
OG0001514	XP_001655385.1, XP_021705456.1	XP_033341747.1
OG0001515	XP_021703402.1, XP_021703403.1, XP_021703404.1, XP_021703405.1	XP_033331960.1
OG0001516	XP_001657534.2	XP_033339005.1
OG0001517	XP_021712247.1	XP_033324412.1
OG0001518	XP_021702663.1	XP_033333447.1, XP_033333446.1
OG0001519	XP_021695723.1, XP_021695724.1	XP_033335127.1
OG0001520	XP_001659529.1	XP_033341995.1, XP_033341994.1
OG0001521	XP_001663347.2	XP_033339329.1
