Orthogroup	Nasonia_vitripennis	Tribolium_castaneum
OG0000913	XP_032454159.1, XP_032454160.1, XP_008206282.1, XP_032454161.1, XP_031783525.1, XP_031783526.1, XP_031783527.1, XP_003424373.1, XP_008204562.1	XP_015834654.1, XP_008192488.1, XP_008196951.1
OG0000914	XP_031783035.1, NP_001161273.1, NP_001161272.1, NP_001161270.1, NP_001161269.1	XP_008198899.1, XP_967645.1
OG0000916	XP_016841794.1	XP_972862.1
OG0000917	XP_001603612.2	XP_974228.1
OG0000918	XP_008206288.1	XP_008198658.1, XP_966808.3
OG0000919	XP_031783576.1	XP_973176.1
OG0000920	NP_001165790.1	XP_972603.1
OG0000921	XP_032456207.1	XP_975525.1
OG0000923	XP_008215795.1, XP_031781902.1	XP_008200555.2, NP_001107795.1
OG0000924	XP_008212840.1	XP_015840070.1
OG0000925	XP_032454529.1, XP_032454528.1	XP_970135.2
OG0000926	XP_032452324.1, XP_031780444.1, XP_016837620.1, XP_008209765.1, XP_008209797.1, XP_008209757.1, XP_031780443.1, XP_031780442.1, XP_032452321.1, XP_032452322.1, XP_032452323.1, XP_031780445.1	XP_969641.1
OG0000927	XP_016839612.1, XP_032453742.1, XP_008213379.1, XP_032453744.1, XP_032453743.1	XP_970926.1
OG0000928	XP_001606972.1	XP_970970.3
OG0000929	XP_003427033.2	XP_008201261.2
OG0000930	XP_008215813.1	XP_974670.1
OG0000932	XP_001607959.1	XP_967792.1
OG0000933	XP_003424204.1	NP_001300806.1
OG0000934	XP_008208493.1, XP_008208494.1, XP_008208491.1, XP_008208492.1, XP_001601634.2	NP_001164081.1, XP_008200118.1
OG0000935	XP_001602859.1, XP_032452999.1, XP_001603755.1, XP_032452998.1, XP_031777177.1, XP_001602791.1	XP_969053.1, XP_968762.2, XP_015836672.1, XP_968905.2, XP_968838.1
OG0000936	XP_031785075.1, XP_031785076.1	XP_008190860.2
OG0000937	XP_032454471.1, XP_032454469.1, XP_032454468.1, XP_008213526.1	XP_008200071.1
OG0000938	XP_031786142.1	XP_968610.1
OG0000939	XP_001599590.1	XP_001811241.1
OG0000939	XP_001601801.3	XP_008191643.1
OG0000940	XP_031777280.1	XP_015837585.1
OG0000941	XP_001607661.3, XP_031779586.1	XP_008197366.1, XP_969423.1
OG0000942	XP_001606939.2, XP_031786342.1, XP_001600442.2	XP_008199941.1
OG0000943	XP_031787564.1	XP_970739.1
OG0000944	XP_031787429.1, NP_001153371.1, NP_001153370.1	XP_966560.1
OG0000945	XP_031780907.1	XP_967690.1
OG0000946	XP_008207104.1	XP_971878.2
OG0000948	XP_001600980.4	XP_967077.2
OG0000949	XP_031783731.1	NP_001164308.1, XP_008191735.1
OG0000950	XP_001602897.1, XP_003425200.1, XP_032452383.1	XP_015834523.1, XP_015834522.1
OG0000951	XP_031777143.2	XP_970664.1
OG0000952	XP_031786619.1, XP_032455505.1, XP_032455504.1, XP_032455507.1, XP_032455506.1	XP_015834328.1, XP_975405.2
OG0000954	XP_001599452.1	XP_015834707.1
OG0000955	XP_016839302.1, XP_016839300.1	XP_008194042.1, XP_015833870.1
OG0000957	XP_016842360.1, XP_001605450.1	XP_969616.2
OG0000958	XP_008217710.1	XP_008199736.1, XP_973738.2
OG0000959	XP_031784795.1, XP_031784790.1	XP_015835943.1
OG0000960	XP_001604758.1	XP_972385.1
OG0000960	XP_001607105.2	XP_001813556.2
OG0000961	XP_032456343.1, XP_016843235.1	XP_015833743.1
OG0000962	XP_031788739.1	XP_008194653.1
OG0000963	XP_032456701.1, XP_003426586.1, XP_001604685.1, XP_003426585.1	XP_976188.1
OG0000964	XP_016839380.1, XP_016839385.1	XP_975467.2, XP_015834681.1
OG0000965	XP_031784763.1, XP_032455857.1	XP_015835969.1, XP_015835957.1
OG0000966	XP_008202524.1, NP_001136335.1	XP_969046.1
OG0000967	XP_031780321.1	XP_008195382.1
OG0000968	XP_032454505.1, XP_032454513.1	XP_008195614.1, XP_971104.2, XP_008195611.1
OG0000969	XP_016844534.1, XP_031782320.1	XP_015840918.1, XP_008201276.1
OG0000970	XP_016839834.1	XP_968305.1
OG0000971	XP_031787391.1, XP_001607922.1, XP_032456907.1, XP_016841184.1, XP_016841183.1, XP_001607916.2, XP_031787268.1, XP_032456901.1, XP_001607913.2	XP_972282.2, XP_015837020.1
OG0000972	XP_008211564.1	XP_967420.1
OG0000974	XP_008203039.1, XP_003425481.1	XP_971298.2
OG0000975	XP_031781752.1	XP_015837167.1, XP_015837165.1, XP_015837173.1
OG0000976	XP_001606432.1	XP_008198905.1
OG0000977	XP_031785179.1, XP_016840542.1	XP_015837319.1, XP_970802.1
OG0000978	XP_008203197.1	XP_008199102.1
OG0000979	XP_008208358.1	XP_969078.1
OG0000980	XP_031787265.1	XP_015840382.1, XP_015838797.1, XP_015840939.1
OG0000981	XP_008202998.3, XP_031783435.1	XP_008199943.1
OG0000982	XP_031787327.1	XP_015835195.1, NP_001280502.1
OG0000983	XP_003427562.2	XP_967514.2, XP_008193998.2
OG0000984	XP_003424431.1	XP_008197144.1
OG0000984	XP_001603549.2	XP_008197146.1
OG0000985	XP_032452397.1, XP_032452396.1, XP_008204163.1, XP_001601701.1	XP_008195583.1
OG0000986	XP_016840806.1, XP_008214937.1	XP_015837599.1
OG0000987	XP_016842371.1	XP_015836128.1
OG0000988	XP_003426713.1, XP_031787402.1	XP_015838738.1
OG0000989	XP_032456182.1, XP_031788590.1, XP_031788601.1, XP_031788596.1	XP_008194375.1
OG0000992	XP_032456181.1, XP_032456180.1, XP_016841525.1, XP_016841521.1	XP_974606.1
OG0000993	XP_001608053.1, XP_001608047.1	NP_001164130.1, NP_001164132.1
OG0000994	XP_016839998.1, XP_016838922.1	XP_968930.1
OG0000995	NP_001153450.1, XP_032455945.1, NP_001127783.1	XP_008198979.1
OG0000996	XP_001607273.1	XP_972738.1, XP_008200903.1
OG0000997	XP_031785641.1	XP_001812951.1
OG0000998	XP_031778333.1, NP_001165927.1, NP_001165926.1, NP_001165925.1	XP_015837903.1, XP_008196475.1
OG0000999	XP_001599305.1, XP_032456021.1, XP_032456020.1	NP_001038092.1, NP_001038091.1, XP_015835197.1
OG0001000	XP_001608110.1	XP_971954.1
OG0001001	XP_001603900.1, XP_032454168.1	XP_015837955.1, XP_008196172.1
OG0001002	XP_031786462.1, XP_031786460.1, XP_031786461.1, XP_032454813.1	XP_969124.4, XP_971550.1
OG0001003	XP_031786764.1, XP_031786766.1	XP_008193884.1
OG0001004	XP_008211009.1	XP_972250.1
OG0001004	XP_016839580.1, XP_032455704.1	XP_968039.1
OG0001005	XP_008205600.1, XP_008205599.1, XP_016843090.1, XP_016843918.1	NP_001164000.1
OG0001006	XP_031784848.1, XP_008211438.1	XP_015835270.1, XP_015835267.1
OG0001007	XP_016842295.1, XP_031788072.1	XP_008198971.1
OG0001008	XP_032458023.1	NP_001306193.1
OG0001008	NP_001177963.1	NP_001034521.1
OG0001009	XP_031783374.1	XP_015837854.1
OG0001010	XP_001607395.1, XP_031776854.1, XP_003423973.1, XP_031776855.1, XP_032451638.1	XP_008192053.1
OG0001011	XP_001604770.2	XP_974410.1
OG0001012	XP_031784899.1	XP_008195285.1
OG0001013	XP_031788641.1, XP_031788643.1, XP_031788642.1, XP_032456511.1, XP_032456512.1, XP_032456513.1, XP_032456514.1, XP_031788639.1, XP_031788644.1	XP_015836976.1
OG0001014	XP_032454056.1, XP_003428062.1, XP_032454054.1, XP_016845141.1, XP_016845139.1	XP_974871.1
OG0001015	XP_003425592.1	XP_008201197.1
OG0001015	XP_001605584.2	XP_008201597.1
OG0001016	XP_001607384.2	XP_969349.1
OG0001016	XP_001604992.1	XP_967560.1
OG0001017	XP_001607039.2, XP_032451948.1	XP_969629.1, XP_008194028.1
OG0001018	NP_001155852.1	NP_001107779.1
OG0001018	XP_001601162.2	NP_001107780.1
OG0001019	XP_001608115.1, XP_016842095.1	XP_015839056.1, XP_974292.2, XP_008198287.1
OG0001020	XP_031779052.1	XP_970433.1
OG0001021	XP_001602210.1	XP_969653.1
OG0001022	XP_016836879.1, XP_008215638.1	XP_015835414.1, XP_015835415.1
OG0001023	XP_001599379.2	XP_001811805.1
OG0001024	XP_016837715.1, XP_003427454.1, XP_003427453.1, XP_003427452.1, XP_008211089.1, XP_008211088.1	XP_971735.1
OG0001025	XP_031785398.1, XP_001606010.2	XP_008193091.1
OG0001026	XP_031778012.1	XP_970449.1
OG0001027	XP_008214395.1, XP_032452523.1, XP_032452522.1, XP_032452521.1, XP_031779616.1	XP_015838508.1
OG0001028	XP_001604584.2	XP_015839464.1, XP_970163.1
OG0001029	XP_001607413.1, XP_032451642.1	XP_015840479.1
OG0001030	XP_003424575.2	XP_015838296.1, XP_976275.1
OG0001031	XP_016842453.1	XP_975003.1, XP_975012.1
OG0001032	XP_001607807.1	XP_008197238.1
OG0001033	XP_008210877.1, XP_001601768.1, XP_032457048.1, XP_032457046.1	XP_968121.1
OG0001034	XP_031784406.1, XP_031784407.1	XP_015835089.1, XP_015835090.1, XP_008192440.2, XP_015835122.1, XP_008192433.1, XP_008192434.1, XP_015840598.1, XP_008201070.1
OG0001035	XP_001606861.1, XP_008203558.1	XP_001816488.1
OG0001036	XP_001607856.1, XP_001605019.1	XP_015838416.1
OG0001037	XP_001601129.2	XP_008201337.1
OG0001038	XP_008207533.1, XP_003424853.1, XP_031778777.1	XP_975102.1
OG0001039	XP_008206089.1, XP_032456318.1	XP_008197122.1, XP_972852.1
OG0001040	XP_032458030.1, XP_032458031.1, XP_032458027.1, XP_032458029.1, XP_032458032.1, XP_003424668.1, XP_031788693.1, XP_031788694.1, XP_032458028.1, XP_032458033.1	XP_008200571.1
OG0001041	XP_031783039.1, NP_001136323.1	XP_971368.1, XP_008199393.1, XP_008199391.1
OG0001042	XP_008203825.1	XP_008191863.1
OG0001043	XP_003424009.1, XP_016844819.1	XP_008199231.1, XP_008199232.1
OG0001044	XP_003424621.1, XP_016836857.1	XP_015839545.1
OG0001045	XP_001606266.1	XP_974068.1
OG0001046	XP_031789307.1, XP_031789309.1, XP_016844569.2	XP_015835974.1
OG0001047	XP_031788828.1, XP_031781722.1, XP_031784761.1, XP_031784762.1	XP_008199265.1
OG0001048	XP_008207429.3	XP_015836699.1, XP_008195153.1
OG0001049	XP_031784881.1, XP_031784883.1	XP_008198519.1
OG0001050	XP_031783816.1, XP_031783810.1	XP_008197845.1, XP_008197843.1
OG0001052	XP_001604954.1	XP_015836414.1
OG0001053	XP_008202956.1	XP_008201416.1
OG0001054	XP_016842506.1	XP_970597.2
OG0001055	XP_031784964.1, XP_031784963.1	XP_971906.1
OG0001056	XP_008207347.1	XP_008199786.1
OG0001057	XP_001602018.1	XP_015838535.1
OG0001058	XP_032458090.1, XP_031789093.1	XP_015833239.1, XP_015833240.1, XP_968118.1, XP_008190828.1
OG0001059	XP_008208155.1	XP_001812701.1
OG0001060	XP_031781772.1	XP_975678.1
OG0001061	XP_031786543.1	XP_008194269.1, XP_015835880.1
OG0001063	XP_031787733.1, XP_008208616.1	XP_008198790.1
OG0001064	XP_031787506.1	XP_015839254.1, XP_973869.1
OG0001065	XP_001604056.2, XP_003427340.1	NP_001076808.1, XP_008195066.1
OG0001067	XP_001600313.2	XP_015835194.1, XP_015835191.1, XP_015835193.1, XP_015835189.1
OG0001068	XP_016842107.1, XP_031784716.1	XP_015833006.1, XP_015833002.1
OG0001069	XP_032453326.1, XP_008216452.1, XP_008216451.1, XP_008216448.1, XP_032453327.1, XP_001603550.2	XP_008195047.1, XP_008195052.1, XP_970713.1
OG0001070	XP_001607507.3	XP_967757.1
OG0001071	XP_016842081.1	XP_015835573.1, XP_971088.1
OG0001072	XP_031784957.1	XP_968287.2
OG0001073	XP_003423859.1, XP_031776847.1	XP_015840906.1
OG0001074	XP_008209334.1, XP_031779121.1	XP_968014.1
OG0001075	XP_031782154.1, XP_016839209.1, XP_031782151.1, XP_031782150.1, XP_031782153.1, XP_031782152.1	XP_976192.1
OG0001076	XP_016837510.1, XP_016837509.1, XP_032453442.1	XP_015836852.1
OG0001077	XP_032453049.1	XP_969551.1
OG0001078	XP_008210269.1, XP_008210270.1, XP_008210271.1, XP_016843990.1, XP_016843989.1	XP_008197026.2
OG0001079	XP_008211650.1, XP_016840479.1, XP_008211646.1, XP_008211647.1, XP_016840480.1	XP_970516.1
OG0001081	XP_001607983.2, XP_031788174.2	XP_972805.1, XP_008196164.1
OG0001082	XP_008214725.1	XP_974821.1
OG0001084	XP_016838352.1, XP_003425934.1	XP_008193669.1
OG0001085	XP_031784469.1, XP_008211614.1, XP_032455784.1, XP_032455786.1, XP_032455785.1, XP_031784470.1, XP_031784471.1, XP_001606977.1	XP_015836984.1, XP_966581.1
OG0001086	XP_032453207.1, XP_001605628.1, XP_008204328.1, XP_008204329.1	XP_008196611.1
OG0001090	XP_032457605.1, XP_032457606.1, XP_001600472.1, XP_032457607.1	XP_008193026.1, XP_969238.1
OG0001091	XP_031785408.1, XP_016840416.1	XP_008191347.1
OG0001092	XP_001605819.1	XP_008192984.1, NP_001107766.2
OG0001093	XP_003427218.4, XP_031779285.1	XP_967758.1
OG0001094	XP_031782503.1, XP_008213609.1	XP_972722.1
OG0001095	XP_032457727.1	XP_974524.1
OG0001096	XP_003425115.1, XP_031782797.1	XP_971402.1
OG0001097	XP_003424766.1	XP_973281.1
OG0001098	XP_031789531.1, XP_001603423.1, XP_016842518.1, XP_016842523.1	XP_001808476.1
OG0001099	XP_031787397.1	XP_015838137.1
OG0001100	XP_031783420.1	XP_015833017.1, XP_974324.1
OG0001101	XP_001600262.1	XP_015835316.1, XP_008192958.1
OG0001102	XP_032457645.1, XP_001602465.1	XP_008198777.1, XP_970498.1
OG0001103	XP_001607402.1	NP_001164136.1
OG0001104	XP_016840630.1	XP_966537.1
OG0001105	NP_001165930.1	XP_968687.1, XP_015836906.1, XP_015836904.1, XP_969139.2, XP_968617.1
OG0001106	NP_001165789.1	XP_975213.1
OG0001107	XP_016842156.1	XP_015835955.1, XP_967711.1
OG0001108	XP_032457359.1, XP_031778262.1	XP_969212.1, XP_969136.1, XP_969065.1
OG0001109	XP_001606469.2	XP_015840812.1
OG0001110	XP_031788465.1	XP_008197884.1
OG0001111	XP_016839633.1	XP_975084.1
OG0001112	XP_031778614.1	XP_015839558.1, XP_008199112.1, XP_008199111.1, XP_008199113.1, XP_008199114.1
OG0001113	XP_031786692.1	XP_966673.1
OG0001115	XP_001606127.2	XP_968555.2
OG0001116	XP_001607643.1	XP_008199210.1
OG0001117	XP_008217800.1, XP_001605901.2	XP_008199836.1
OG0001118	XP_031782585.1, XP_032453978.1, XP_008203783.1	XP_972023.1
OG0001119	XP_003425014.1, XP_001602619.1, XP_016843971.1	XP_015833676.1
OG0001120	XP_001604234.2	XP_008195678.2
OG0001121	XP_031782800.1, XP_031782801.1, XP_031782799.1	NP_001107840.1, XP_008201496.1
OG0001122	XP_008209601.1	XP_968775.1
OG0001123	XP_003424977.1	XP_008198553.1
OG0001124	XP_031788510.1	XP_975636.1
OG0001125	XP_003425026.1	XP_008190532.1, XP_008190533.1, XP_008190535.1, XP_008190536.1, XP_008190537.1, XP_015833013.1
OG0001126	XP_003424309.3	XP_971282.1, XP_015836202.1
OG0001127	XP_031779496.1, XP_031779495.1	XP_008198191.1
OG0001128	XP_031781216.1	XP_008190655.1
OG0001129	XP_008206205.1, XP_008206206.1	XP_008195074.1
OG0001130	XP_008214357.1	XP_968477.1
OG0001132	XP_008205312.1, XP_032453720.1	XP_967011.1
OG0001133	XP_008203489.1	XP_967241.1, XP_015832935.1
OG0001134	XP_008211472.1	XP_008194083.1
OG0001135	XP_008212599.2	XP_968753.2
OG0001137	XP_008208627.1, XP_032452285.1, XP_032452284.1, XP_008208620.1	XP_008198456.2
OG0001138	XP_008211425.1, XP_031784853.1	XP_974752.2
OG0001139	XP_032455231.1, XP_016845441.1, XP_001605918.1	XP_973786.1, XP_015835878.1
OG0001140	XP_001604284.1	XP_971142.1
OG0001141	NP_001234899.1, XP_008209307.1	NP_001103250.1, NP_001103249.1, NP_001103248.1
OG0001142	XP_001599805.2, XP_008213880.1, XP_008213879.1, XP_008213881.1	XP_008193039.1
OG0001143	XP_008214909.1	XP_969623.1
OG0001144	XP_001606352.1, XP_031787271.1	NP_001280546.1
OG0001145	XP_016840554.1	XP_973829.1
OG0001146	XP_001603986.1, XP_001604010.1	XP_967210.1
OG0001147	XP_016839832.1	XP_008201711.1
OG0001148	XP_008206679.1	XP_008191864.1
OG0001149	XP_003426568.1	XP_008193472.1
OG0001150	XP_008205817.1, XP_001600445.1	XP_968505.1
OG0001151	XP_003427238.1, XP_001606424.1	XP_008194307.1
OG0001152	XP_031784874.1	XP_015835806.1
OG0001153	XP_031783844.1, XP_031783841.1	XP_015834111.1, XP_008196650.2
OG0001154	XP_008206054.1, XP_032456325.1	XP_015840392.1, XP_008195259.1
OG0001155	XP_008213582.1, XP_008213583.1, XP_008213584.1, XP_001606200.2	XP_008192108.1, XP_008192109.1, XP_974039.1
OG0001156	XP_016841496.1	XP_008192296.1
OG0001157	XP_032453390.1, XP_032453389.1, XP_008204796.2, XP_031780242.1, XP_031780240.1	XP_970548.1, XP_008199067.1
OG0001158	XP_003423881.1	XP_008197031.1, NP_001164280.1
OG0001159	XP_008204614.1, XP_008204613.1, XP_008204612.1, XP_008204616.1, XP_008204615.1	XP_008199533.1
OG0001160	XP_031783145.1	XP_972545.1
OG0001161	XP_016842404.1	NP_001164093.1
OG0001161	XP_016842367.1	XP_008198406.1
OG0001163	XP_031778211.1, XP_008213835.1, XP_008213832.1	XP_008196669.1, XP_972490.2
OG0001164	XP_032456105.1, XP_003425414.1, XP_031780035.1, XP_008202354.1	XP_001815875.1
OG0001165	XP_031785004.1, XP_031785017.1, XP_032455050.1	XP_015835803.1, XP_008193882.1
OG0001166	XP_008202132.3, XP_016842558.1	XP_008191785.1, XP_015833648.1, XP_015833649.1
OG0001167	XP_001599700.1, XP_032453011.1	XP_008190526.1
OG0001169	XP_016837166.1	XP_971976.1, XP_008195314.1
OG0001170	XP_008208390.2	XP_008195103.1
OG0001171	XP_008207798.1, XP_008207791.1	XP_008201706.1, XP_008201707.1
OG0001172	XP_016837981.1, XP_016837977.1	XP_015835716.1, XP_015835718.1
OG0001173	XP_008213758.1, XP_008214128.1, XP_031785628.1, XP_008208564.1, XP_031782630.1, XP_032453793.1, XP_008208561.1, XP_008208563.1, XP_008208562.1	XP_008191324.1
OG0001174	XP_003427068.2	XP_971424.1
OG0001175	XP_032451865.1	XP_008200383.1
OG0001176	XP_001606359.1, XP_008213597.1, XP_003424237.1, XP_008213598.1, XP_008213599.1, XP_032454441.1	XP_972928.1
OG0001177	XP_008203401.1, XP_008214957.2	XP_015837748.1, XP_015837697.1
OG0001178	NP_001154998.1, XP_008203713.1	XP_975464.2
OG0001179	XP_016844755.1	XP_008198975.1, XP_971602.1
OG0001180	XP_031780373.1, XP_031780359.1, XP_031780372.1	XP_008198633.1
OG0001181	XP_003426398.1	XP_008191878.1
OG0001182	XP_031788317.1, XP_031788315.1	XP_015840100.1, XP_015840102.1
OG0001183	XP_031781172.1, XP_031781176.1	XP_008193529.1
OG0001184	XP_008206018.1, XP_008206017.1	XP_008201701.1, XP_015840686.1
OG0001186	XP_031778274.1	XP_969063.1
OG0001187	XP_031789618.1, NP_001177861.1, XP_032455508.1	XP_968896.1, XP_015835887.1
OG0001188	XP_008211659.1, XP_008211660.1	XP_001816493.1, XP_015837546.1, XP_015837545.1
OG0001189	XP_031778557.1	XP_008194526.1
OG0001190	XP_031787754.1	XP_008199702.1, XP_008199701.1
OG0001193	XP_032453254.1, XP_031780138.1	XP_967266.2
OG0001195	XP_031780477.1	XP_008195388.1, XP_008195387.1
OG0001198	XP_001603648.2	XP_008192533.1
OG0001199	XP_016845582.1, XP_001603603.1, XP_008210843.1, XP_008210844.1, XP_031783743.1	XP_008190901.1
OG0001201	XP_031789517.1, XP_031779859.1, XP_031777353.1	XP_967431.2
OG0001202	XP_001605991.1	XP_008198196.1, XP_969574.1, XP_970203.1
OG0001203	XP_031786379.1, XP_031786388.1, XP_031778235.1	XP_008198168.2, XP_015837354.1
OG0001204	XP_016845347.1	XP_015835914.1
OG0001205	XP_016845249.1, XP_001608005.2	XP_015832961.1
OG0001206	NP_001164440.1, XP_016840293.1, XP_016840141.1, NP_001164439.1, XP_016840415.1, XP_016840420.1, XP_001603374.2, XP_001603488.1	XP_968926.1, XP_008192540.1
OG0001207	XP_001600298.1, XP_032451746.1, XP_016845612.1	XP_008193742.1
OG0001211	XP_031780375.1, XP_032451743.1, XP_031787419.1, XP_001599348.1	XP_969398.1, XP_015836279.1, XP_015839975.1, XP_015839976.1, XP_008196675.1
OG0001214	XP_031788610.1, NP_001153354.1	XP_008200001.1, XP_975934.1
OG0001215	XP_001606085.1	XP_968957.1
OG0001216	XP_008212669.1, XP_008212668.1, XP_001607154.1, XP_003424094.1	XP_015839295.1
OG0001217	XP_008208960.1, XP_008208961.1, XP_032457629.1, XP_008208957.1	XP_008192863.1
OG0001218	XP_031780901.1, XP_031780894.1	XP_008201334.1
OG0001219	XP_001600086.1, XP_016839466.1	XP_001816128.1
OG0001220	XP_032451978.1	XP_972076.1
OG0001221	XP_001606905.1, XP_001602519.1	XP_008190388.1, XP_008190385.1, XP_008190387.2, XP_971157.1
OG0001222	XP_003424722.1	XP_968714.2
OG0001223	XP_031783617.1	XP_967177.1
OG0001224	XP_031783437.1, XP_001606683.2	XP_008191038.1, XP_975446.1
OG0001226	XP_003423948.1	XP_974453.1
OG0001227	XP_001601650.2	XP_008199442.1
OG0001228	XP_008206068.1, XP_016841318.1, XP_031786999.1	XP_008197675.1
OG0001229	NP_001153391.1, XP_031787432.1	XP_973115.2
OG0001230	XP_031779835.1	XP_967571.1
OG0001231	XP_003424718.1	XP_008197759.1, XP_008197754.1
OG0001232	XP_008201738.1	XP_008190354.1
OG0001233	XP_016841983.1	XP_008190817.1
OG0001234	XP_031789576.1, XP_016838011.1, XP_008215436.1, XP_008215437.1, XP_001606923.2	XP_972865.2
OG0001236	XP_008214895.1, XP_032455166.1, XP_032455167.1, XP_008214894.1	XP_970017.1, XP_008194730.1
OG0001237	XP_008203577.1	XP_970990.1, XP_970935.1, XP_008198405.1, XP_008201442.1, XP_008201445.1
OG0001238	XP_016839677.1, XP_031778698.1	XP_015840481.1, XP_008199848.1
OG0001239	XP_031783524.1	XP_969339.3
OG0001240	XP_032452317.1	XP_008196847.1
OG0001241	XP_008202652.1	XP_008196700.1, NP_001280495.1
OG0001242	XP_031782443.1	XP_015837308.1, XP_015837309.1
OG0001243	XP_008201890.1, XP_001606631.2, XP_031788415.1	XP_968084.1
OG0001244	XP_001598989.2	XP_974073.3
OG0001245	XP_031778442.1, XP_016844253.1, XP_016844252.1	XP_968503.1
OG0001246	XP_001603526.2	XP_008191948.1, XP_008191947.1
OG0001247	XP_031786079.1	XP_969111.2
OG0001248	XP_003426352.2	XP_975017.2
OG0001249	XP_001606387.1	XP_975542.1
OG0001250	XP_008203591.2	XP_015835066.1, XP_015835069.1, XP_015835068.1, XP_015835067.1, XP_008191723.1, XP_015835064.1, XP_015835065.1
OG0001251	XP_031783143.1, XP_016839272.1	XP_008198694.1, XP_015839507.1, XP_015839508.1
OG0001253	XP_032454163.1, XP_001604499.2	XP_008198623.1, XP_008198621.1
OG0001254	XP_001601661.3, XP_016837527.1	XP_008200349.1, XP_015839691.1
OG0001255	XP_031786642.1, XP_016845322.1, XP_031786647.1, XP_031786649.1, XP_031786645.1, XP_031786646.1, XP_031786644.1, XP_031786643.1	XP_015839682.1, NP_001280536.1
OG0001256	XP_008216603.1, XP_001607669.1	XP_015840550.1
OG0001257	XP_001605171.1	XP_972977.1, XP_973010.2
OG0001258	XP_031785068.1	NP_001034507.1
OG0001259	XP_008210873.2	XP_968406.2
OG0001260	XP_031784155.1	XP_974043.1, XP_015835245.1
OG0001261	XP_003426500.1	XP_969615.1
OG0001262	XP_003427006.1	XP_015836277.1
OG0001263	XP_032455387.1, XP_031785199.1, XP_031785198.1, XP_031785197.1, XP_031785196.1	XP_008194044.1, XP_966465.1
OG0001264	XP_008210590.1, XP_032455062.1, XP_031785022.1, XP_001604690.1, XP_008210588.1, XP_008210589.1	XP_008199359.1
