Orthogroup	Nasonia_vitripennis	Solenopsis_invicta
OG0001952	XP_031776867.1, XP_031776838.1	XP_025987848.2
OG0001954	XP_008206918.1	XP_011171405.1
OG0001955	XP_031786918.1, XP_031786917.1, XP_031780986.1	XP_039310166.1
OG0001956	XP_008216697.1, XP_032453954.1	XP_011176228.1, XP_039312025.1
OG0001957	XP_008209339.1	XP_039306351.1, XP_039306347.1
OG0001959	XP_001604806.1	XP_039311222.1, XP_011167700.1, XP_011166246.1, XP_025990423.1, XP_011168840.1
OG0001960	XP_016844932.1, XP_016844931.1, XP_016844929.1	XP_011168667.2, XP_011168666.2
OG0001961	XP_032453532.1, XP_001603588.2, XP_032453533.1	XP_011159117.1
OG0001962	XP_008206753.1	XP_039310863.1, XP_039310862.1
OG0001963	XP_008213483.1	XP_025987329.1
OG0001964	XP_031784293.1, NP_001122409.2	XP_011170815.1
OG0001965	XP_031779566.1, XP_016841474.1	XP_011165971.3
OG0001966	XP_001607784.1	XP_011156473.1, XP_039301838.1
OG0001968	XP_016843785.1, XP_031787537.1	XP_025993548.2
OG0001969	XP_003427305.1	XP_025990813.1
OG0001970	XP_001600421.2	XP_011175180.2
OG0001971	XP_016838128.1	XP_039302372.1, XP_011172043.1
OG0001974	XP_016842541.1, XP_016842540.1, XP_008202112.1, XP_008202114.1, XP_003425404.1, XP_032453528.1, XP_008202110.1	XP_039312911.1, XP_011164013.1, XP_011164019.1
OG0001975	XP_001603045.2, XP_016839305.1	XP_039306273.1
OG0001976	XP_016844202.1	XP_011175704.1
OG0001977	XP_001602111.4	XP_039312209.1, XP_011163239.2, XP_039306960.1, XP_039308853.1, XP_039308615.1, XP_025989079.1
OG0001978	NP_001128299.1, XP_031778346.1, XP_031789018.1	XP_025987987.1
OG0001980	XP_031776831.1, XP_008208266.2	XP_011162093.1, XP_011162094.1, XP_025986884.1
OG0001981	XP_008203612.1	XP_039306583.1, XP_039306585.1, XP_039306581.1, XP_039306582.1, XP_039306586.1
OG0001983	XP_008207012.1	XP_039312850.1
OG0001984	XP_008217695.1	XP_039311144.1, XP_039312185.1, XP_011168276.1, XP_011165961.1
OG0001987	XP_008216612.1	XP_039309520.1
OG0001988	XP_008212767.1, XP_031781386.1	XP_011172432.1
OG0001989	XP_001607213.1	XP_011155994.1
OG0001990	XP_001599614.1	XP_011160281.1
OG0001991	XP_032455315.1, XP_001600190.1	XP_011162213.1
OG0001992	XP_031778961.1	XP_011166417.1
OG0001993	XP_001601230.1, XP_032456076.1, XP_008218092.1	XP_011161945.1
OG0001994	XP_003427198.1	XP_011157615.1
OG0001995	NP_001152805.1	XP_011160305.1
OG0001996	XP_001605457.3	XP_039306908.1
OG0001997	XP_031777941.1, XP_031778184.1, XP_001606900.1	XP_011176266.1
OG0001998	XP_001599579.1	XP_011165662.3, XP_039305288.1
OG0001999	XP_032457883.1, XP_001599709.1, XP_032457880.1, XP_032457881.1, XP_032457882.1	XP_011163699.1
OG0002000	XP_016844725.1, XP_016844723.1	XP_011167421.1
OG0002001	XP_001603234.1	XP_011155895.1
OG0002002	XP_001603956.3	XP_011155883.1
OG0002003	XP_008216922.1, XP_008216920.1, XP_008216921.1, XP_008216919.1, XP_032455996.1	XP_011168665.1
OG0002004	XP_016845815.1, XP_032454966.1	XP_011173600.1
OG0002005	XP_031778969.1	XP_011158219.1
OG0002006	XP_031785912.1	XP_025990495.1
OG0002007	XP_008216173.1	XP_011175469.1
OG0002008	XP_032455024.1	XP_039306570.1, XP_039305920.1
OG0002009	XP_001604479.1	XP_011167462.1
OG0002010	XP_008203068.1, XP_001604399.2, XP_016841702.1	XP_011159621.1, XP_011159651.1
OG0002011	XP_008212650.2	XP_011175427.1
OG0002012	XP_016838708.1, NP_001107659.1	XP_011167163.1
OG0002014	XP_031787229.1, XP_031787226.1	XP_011158023.1
OG0002015	XP_016844027.1	XP_011159334.1
OG0002016	XP_031779048.1, XP_016839175.2	XP_011158764.2
OG0002017	XP_031787864.1	XP_025988462.1
OG0002018	XP_031777015.1, XP_031777016.1, XP_008212302.1, XP_031777014.1	XP_011166334.1, XP_011167845.1
OG0002019	XP_001608101.2	XP_011156334.1
OG0002020	XP_031783950.1, XP_031783940.1	XP_039306807.1
OG0002022	XP_001605064.1, XP_008209116.1	XP_011168593.2
OG0002023	XP_008214719.1	XP_025986607.1, XP_039310710.1
OG0002024	XP_032454164.1, XP_001604471.2	XP_011156937.2, XP_025994650.2, XP_011156936.2, XP_011176120.1
OG0002025	NP_001153367.1	XP_011173487.2, XP_039305713.1
OG0002026	XP_016837634.1	XP_011157414.1
OG0002028	XP_016845934.1, XP_031788360.1, XP_001608170.1	XP_039303455.1, XP_039303453.1
OG0002029	XP_008212219.2, XP_016844343.1	XP_011164082.1
OG0002030	XP_001607135.1, XP_032456699.1	XP_025989480.1, XP_025989485.1, XP_025989488.1, XP_025989483.1, XP_025989484.1, XP_025989479.1, XP_039314460.1, XP_025989481.1
OG0002032	XP_016843474.1	XP_011165871.1
OG0002034	XP_008214477.1, XP_031782282.1	XP_011162529.1
OG0002036	XP_008214272.1	XP_025996420.1
OG0002037	XP_001599027.3	XP_025989827.1, XP_011168570.1
OG0002038	XP_032456776.1, XP_008211018.3	XP_039302742.1, XP_011172587.1, XP_039302745.1, XP_039302743.1, XP_039302744.1, XP_011172602.1
OG0002040	XP_001602205.2, XP_031787285.1	XP_039301804.1, XP_025997050.1
OG0002041	XP_031785024.1, XP_031785028.1	XP_025987866.1
OG0002042	XP_003426486.1, XP_001607860.1	XP_011164810.1
OG0002043	XP_001607464.2	XP_011164926.1
OG0002044	XP_008215356.1	XP_011164707.1
OG0002045	XP_008215622.1, XP_001607677.1, XP_008215620.1, XP_031777102.1	XP_011168636.1, XP_039307873.1
OG0002046	XP_001603683.1, XP_032455402.1	XP_011163598.2, XP_025992606.1
OG0002047	XP_016838908.1	XP_011159418.1
OG0002048	XP_008204673.1	XP_039306029.1, XP_039306023.1
OG0002049	XP_008206879.1	XP_025992504.2, XP_025992505.2, XP_025992506.2
OG0002050	XP_001608046.1	XP_011160116.1
OG0002051	XP_008205727.1	XP_039303098.1
OG0002052	XP_031778328.1, NP_001153369.1	XP_039307831.1
OG0002053	XP_016838347.1, XP_001603104.1, XP_032452535.1	XP_011157842.1, XP_011157841.1
OG0002054	XP_031786975.1	XP_025991239.1
OG0002055	XP_003424937.1	XP_025989880.1, XP_011163551.1, XP_039301866.1
OG0002056	XP_008209991.2	XP_011162217.1
OG0002057	XP_001602070.1	XP_025996006.1
OG0002058	XP_031786224.1	XP_011167938.1
OG0002059	XP_008208388.1	XP_011162168.2, XP_011162169.2, XP_011162170.2
OG0002060	XP_001599552.2	XP_039314867.1
OG0002061	XP_001602037.2	XP_011168713.1
OG0002063	XP_001605407.1	XP_025995129.1
OG0002064	XP_031783669.1	XP_011162965.2
OG0002065	XP_016845620.1, XP_031778190.1, XP_032454231.1	XP_025991323.2
OG0002066	XP_001607955.1	XP_025987323.2
OG0002067	XP_032457341.1	XP_011174966.1
OG0002068	XP_003424103.1, XP_008212711.1, XP_001607337.1	XP_011175514.1
OG0002069	XP_008210554.1, XP_032457897.1, XP_032457896.1, XP_032457895.1, XP_008217350.1, XP_031784234.1, XP_031784235.1	XP_025987315.1
OG0002070	XP_001602392.2, XP_008202567.1	XP_011158729.2
OG0002071	XP_008213859.1, XP_008213860.1, XP_001599472.2	XP_011173442.1
OG0002072	XP_001600089.1	XP_011166443.2
OG0002073	XP_008209652.1, XP_008209654.1, XP_032452871.1, XP_008209657.1, XP_032452870.1, XP_032452869.1, XP_001605084.1	XP_011169662.1
OG0002075	NP_001154949.1	XP_039314504.1, XP_011172379.1
OG0002076	XP_001605568.2	XP_039308780.1
OG0002077	XP_001607042.1	XP_011163065.1
OG0002078	XP_016840890.1	XP_025992815.2, XP_025992814.2, XP_039312746.1
OG0002080	XP_032452276.1, XP_032452277.1, XP_032452279.1, XP_032452278.1, XP_032452274.1, XP_032452280.1, XP_032452275.1, XP_031780715.1, XP_008208770.1	XP_025988221.1
OG0002081	XP_031784467.1, XP_031784464.1	XP_011175890.1
OG0002082	XP_001607707.1, XP_031777691.1, XP_008203064.1, XP_008203063.1	XP_011175502.2
OG0002083	XP_008207019.1	XP_011166977.1
OG0002084	NP_001127786.1, XP_016837015.1	XP_039313394.1, XP_039313393.1, XP_025989804.1, XP_039313395.1, XP_011175612.1
OG0002085	XP_001599415.1	XP_011164201.1
OG0002086	XP_016838135.1, XP_008212523.1, XP_008212525.1, XP_008212524.1, XP_031778642.1	XP_039308567.1
OG0002087	XP_031777220.1	XP_011176340.1
OG0002088	XP_031780040.1, XP_031780039.1, XP_031780041.1	XP_011160587.1
OG0002089	XP_001604238.2	XP_039306886.1, XP_011157337.1
OG0002090	XP_031781496.1, XP_001600915.3	XP_025991466.2, XP_011156304.2
OG0002091	XP_001601973.1	XP_011158317.1, XP_011158316.1, XP_039303772.1, XP_011158318.1
OG0002092	XP_001599942.1	XP_011175040.1, XP_039314089.1
OG0002093	XP_001605566.1	XP_011162520.2
OG0002094	XP_001605247.1, XP_031785053.1	XP_039310840.1, XP_039310844.1
OG0002095	XP_008204059.1, XP_031786761.1	XP_011168897.1
OG0002096	XP_001608008.2	XP_011160507.1
OG0002097	XP_001607946.2	XP_011172439.1
OG0002098	XP_016840374.1	XP_011169375.2
OG0002099	XP_008216008.1	XP_025986368.1, XP_025986369.1
OG0002100	XP_008207420.1, XP_008207419.1, XP_031787329.1, XP_031787328.1, XP_001608233.1, XP_003426723.1, XP_032456137.1	XP_011159304.1
OG0002101	XP_001603143.3	XP_039302053.1
OG0002102	XP_031785420.1	XP_025990233.2
OG0002103	XP_032451939.1, XP_001606938.1, XP_032451940.1, XP_032451941.1, XP_032451938.1, XP_032451937.1	XP_025987838.1, XP_039302633.1
OG0002104	XP_001603200.2, XP_031781601.1, XP_016843307.1, XP_008205863.1, XP_016837975.1, XP_008216145.2, XP_031780115.1	XP_039315071.1
OG0002105	XP_031781590.1	XP_011160701.2
OG0002106	XP_008208276.2	XP_011172824.3
OG0002107	XP_008208102.1	XP_011164373.1
OG0002108	XP_008210355.1	XP_039313638.1
OG0002109	XP_001603698.1	XP_011167603.1
OG0002110	XP_008210642.1, XP_031782070.1, XP_001602855.1	XP_025991391.2
OG0002111	XP_016841925.1	XP_011168221.2
OG0002113	XP_008215384.2, XP_032451924.1, XP_032451925.1, XP_001606602.1	XP_011159293.2
OG0002114	XP_008211284.1, XP_032455550.1	XP_011169755.1
OG0002115	XP_008208973.1, XP_031781565.1	XP_011175714.1
OG0002116	XP_031783439.1	XP_039309917.1
OG0002117	XP_001604118.1	XP_011165686.1
OG0002118	XP_031780694.1, XP_003425011.1	XP_025992458.1, XP_011158319.1
OG0002119	XP_016844267.1, XP_001603237.2	XP_011160697.2, XP_011160698.2
OG0002120	XP_003426708.1	XP_011160924.1
OG0002121	XP_008214914.1	XP_039310648.1
OG0002122	XP_008203237.2	XP_025991775.2, XP_039308375.1, XP_039308374.1
OG0002123	XP_032454488.1, XP_031782308.1, XP_016839572.1, XP_016839573.1	XP_025997519.1, XP_011165181.1, XP_039307521.1
OG0002124	XP_031778232.1	XP_039313866.1
OG0002125	XP_016838894.1	XP_039302617.1, XP_011155674.1
OG0002126	XP_016843477.1, XP_032455715.1, XP_003426336.1	XP_025997254.1
OG0002127	XP_031783636.1	XP_039305922.1, XP_011158715.1
OG0002128	XP_031783799.1	XP_039310635.1
OG0002129	XP_001604008.2	XP_011168722.1
OG0002130	XP_003425969.1, XP_001607104.1	XP_039309652.1
OG0002134	XP_001608257.1	XP_025987059.2, XP_011157570.1
OG0002136	XP_001606239.2	XP_011168624.1
OG0002137	XP_031781576.1, XP_031781578.1	XP_011158263.1, XP_039308887.1
OG0002138	XP_001599555.1, XP_001599529.1	XP_011171693.1, XP_039304686.1, XP_011174259.2
OG0002139	XP_001604554.2	XP_011164821.1, XP_039303163.1
OG0002140	XP_001607907.2	XP_039303741.1
OG0002141	XP_001603344.2	XP_039310465.1, XP_011162737.1
OG0002142	XP_031782400.2	XP_025994948.1, XP_011161273.1
OG0002143	XP_032456906.1, XP_008207517.1	XP_025996278.1, XP_039303798.1
OG0002144	XP_016845774.2	XP_039309856.1
OG0002145	XP_001601117.4	XP_011158801.2, XP_039313843.1, XP_039313842.1, XP_039313841.1, XP_039313839.1, XP_039313838.1, XP_039313736.1, XP_039313844.1, XP_039313644.1
OG0002146	XP_003425852.1, XP_031780257.1	XP_039305223.1
OG0002147	XP_008216001.1, XP_008216003.1, XP_008216000.1	XP_011158724.2
OG0002148	XP_003424114.1	XP_025991832.2, XP_025991833.2, XP_011163301.2, XP_011163302.2, XP_011163303.2, XP_011163304.2, XP_011163300.2, XP_011163305.2
OG0002149	XP_016843313.1, XP_016843317.2	XP_039309594.1, XP_025995865.2
OG0002150	XP_008214740.1, XP_031786636.1, XP_031786635.1, XP_031786637.1, XP_016845321.1	XP_011170414.2
OG0002151	XP_016837769.1	XP_025994383.1
OG0002152	XP_008204427.3	XP_011170380.2
OG0002153	XP_001602464.2	XP_039313827.1, XP_011162298.2, XP_011162297.2
OG0002154	XP_001601186.3, XP_032457037.1, XP_032457038.1, XP_032457039.1	XP_011168240.1, XP_039312267.1
OG0002155	XP_031783561.2, XP_031783560.2	XP_039305784.1
OG0002156	XP_008205333.2, XP_031783076.1	XP_025987681.2, XP_025987680.2
OG0002157	XP_032453787.1	XP_025993720.1, XP_011167308.1
OG0002158	XP_003426278.1	XP_039315026.1
OG0002159	XP_016840863.1, XP_032458202.1, XP_032458201.1, XP_003426986.1	XP_025994325.1, XP_025994324.1, XP_025994323.1, XP_039314006.1
OG0002160	XP_001604847.2, XP_031786384.1	XP_025988856.2
OG0002161	XP_008206236.1	XP_025993132.1, XP_039311660.1, XP_039311636.1, XP_025993133.1
OG0002163	XP_016838517.1, XP_008212570.1	XP_039303474.1, XP_011168618.1
OG0002164	XP_031777815.1	XP_025991311.2
OG0002165	XP_031782646.1, XP_031782647.1, XP_016839851.1	XP_011156209.1
OG0002166	XP_016839567.1	XP_011168567.1, XP_011168566.2
OG0002167	XP_001602195.1	XP_025995948.2
OG0002169	XP_032452529.1, XP_031778534.1, XP_031778535.1, XP_031778539.1, XP_031778537.1, XP_031778540.1, XP_031778538.1, XP_031778536.1	XP_011175637.1
OG0002170	XP_008217510.1	XP_011168233.1
OG0002171	XP_008207376.1	XP_011171831.2
OG0002172	XP_008207346.2	XP_025989924.1
OG0002173	XP_031784728.1	XP_011155884.1
OG0002174	XP_031780888.1, XP_031780891.1	XP_011166729.1
OG0002175	XP_031788789.1	XP_039311191.1
OG0002177	XP_016840421.2	XP_011166992.1
OG0002178	XP_008206149.1, XP_003426313.1, XP_001599608.2	XP_039309328.1, XP_039309327.1
OG0002179	XP_016845680.1	XP_039312572.1, XP_025994573.1
OG0002182	XP_031782212.1	XP_011167147.1, XP_011167144.1
OG0002183	XP_031786547.1, XP_008214888.2	XP_039312484.1, XP_011161522.2
OG0002184	XP_016840736.1, XP_016840734.1	XP_039312824.1
OG0002185	XP_032453837.1, XP_016844152.2	XP_039304172.1, XP_039304183.1
OG0002186	XP_031781049.1	XP_025992656.2
OG0002187	XP_032455262.1, XP_031784805.1	XP_025986164.1, XP_025986163.1, XP_025986162.1
OG0002189	XP_001601212.1, XP_032453471.1	XP_025995809.1, XP_025995808.1, XP_025995812.1, XP_039310651.1, XP_039310652.1, XP_039310649.1, XP_025995811.1
OG0002191	XP_032454980.1, XP_016840424.1, XP_003425108.1	XP_039313426.1
OG0002192	XP_008208525.1	XP_039302756.1
OG0002193	NP_001127795.1, XP_008202527.1	XP_011169164.1
OG0002194	XP_032458184.1, XP_032458183.1	XP_025997096.1
OG0002195	NP_001123224.1, XP_016843907.1	XP_011168472.1
OG0002196	XP_031777747.1	XP_011158463.1, XP_011165053.2
OG0002197	XP_001600257.1	XP_011162642.2
OG0002198	XP_031783068.1	XP_039312557.1, XP_025989948.2
OG0002199	XP_016838315.1, XP_016838316.1	XP_011166725.1, XP_039302297.1
OG0002202	XP_031785411.1	XP_025992855.2, XP_025992852.2
OG0002203	XP_001607217.1	XP_011171377.2
OG0002204	XP_008211236.1, XP_031785128.1, XP_008211238.1, XP_031785129.1	XP_025989957.1
OG0002205	XP_031779690.1, XP_031779689.1	XP_025991437.1
OG0002206	XP_031787436.1	XP_039305029.1, XP_039305028.1, XP_039305027.1, XP_039305026.1, XP_025986723.2
OG0002208	XP_016840035.1	XP_025988285.2
OG0002209	NP_001127792.1, XP_031778358.1	XP_039311210.1, XP_039311209.1, XP_025995934.1
OG0002210	XP_008213224.1	XP_039302438.1, XP_039307811.1, XP_039302545.1, XP_039309186.1, XP_039307968.1
OG0002211	XP_001607445.1	XP_011168970.1
OG0002212	XP_008204867.1	XP_011169599.1
OG0002213	XP_001602458.1	XP_011175598.1
OG0002214	XP_031785360.1	XP_011157690.1
OG0002215	NP_001153690.1, XP_031780961.1	XP_011172328.1
OG0002217	XP_003427205.1	XP_025990536.2, XP_011159352.2, XP_011159353.2
OG0002218	XP_031776910.1, XP_031776909.1, XP_031776908.1, XP_032452009.1, XP_031776911.1	XP_011166591.1, XP_025992887.1
OG0002219	XP_008208361.1, XP_008208362.1	XP_011159620.1, XP_025989422.1
OG0002220	NP_001135910.1	XP_025987759.1
OG0002221	XP_001603753.1	XP_025992220.1, XP_025992219.1
OG0002222	XP_031784035.1, XP_031784040.1	XP_039311274.1, XP_039311275.1
OG0002223	XP_016837163.1	XP_025993703.1
OG0002224	XP_031779085.1, XP_031779081.1	XP_011167445.1
OG0002226	XP_008206186.1, XP_001600621.1, XP_008206190.1	XP_039311128.1
OG0002227	XP_003424524.1	XP_011171709.1, XP_011171708.1, XP_011171707.1, XP_039304501.1
OG0002229	XP_032456715.1, XP_032456714.1, XP_032456713.1, XP_008207007.1, XP_008207006.1	XP_011159063.1
OG0002230	XP_032453375.1	XP_025993050.1, XP_025993052.1
OG0002231	XP_032456545.1	XP_011165593.1, XP_039309144.1, XP_039308766.1, XP_039314440.1, XP_011165516.2, XP_011165513.2, XP_011165511.1
OG0002236	XP_001601949.1	XP_011157318.1
OG0002237	NP_001161440.1	XP_011168473.1
OG0002238	XP_001600310.1	XP_011175363.1
OG0002239	XP_031778338.1, NP_001136340.1, NP_001136339.1	XP_011164523.1
OG0002240	NP_001135854.1, XP_031782996.1	XP_011159405.1
OG0002241	XP_032456077.1, XP_001603723.1	XP_011169415.1
OG0002242	XP_031777063.1	XP_025994250.1, XP_025994249.1
OG0002243	XP_008211026.1	XP_011170271.1
OG0002244	XP_008215923.1	NP_001291519.1
OG0002245	XP_016839684.1, XP_032453339.1, XP_032453338.1	XP_039308047.1, XP_039307874.1
OG0002246	XP_031787521.1, XP_031787522.1	XP_011157496.1
OG0002247	NP_001177691.1, XP_008202498.1	XP_011173357.1
OG0002248	XP_001607853.1	XP_011175419.1
OG0002249	XP_031787510.1	XP_011161429.1
OG0002250	NP_001165804.1, NP_001165803.1, XP_016841996.1	XP_025990005.2, XP_039310068.1
OG0002251	NP_001165912.1, XP_008216725.1	XP_011166456.1
OG0002252	XP_016839116.1, XP_031783742.1	XP_011160788.1
OG0002254	XP_008210757.1	XP_011164380.1
OG0002255	XP_001606056.1, XP_008205015.1	XP_011165744.1
OG0002256	XP_001605474.1	XP_039311687.1
OG0002257	XP_001601437.1	XP_039307641.1, XP_011169054.1
OG0002258	XP_016840171.1, XP_001601465.2, XP_001600374.2	XP_011166069.1
OG0002259	XP_001605923.1	XP_011155740.1
OG0002260	XP_008203077.1	XP_039306971.1, XP_011166375.1
OG0002261	XP_016845412.1	XP_039310259.1, XP_039310262.1
OG0002262	XP_001599940.1	XP_011157515.1
OG0002263	NP_001127915.1	XP_011169458.1, XP_039311596.1
OG0002264	XP_031779934.1	XP_039306493.1, XP_039306495.1
OG0002265	XP_032453597.1, NP_001161241.1	XP_011166667.1
OG0002266	XP_001602605.2	XP_011158461.1
OG0002267	XP_001602262.1	XP_025987064.1
OG0002268	XP_001607588.1	XP_039305179.1
OG0002269	XP_016841931.1	XP_025989022.1
OG0002270	XP_031778982.1	XP_039311433.1
OG0002271	XP_001599728.1	XP_011164878.1
OG0002273	XP_001607884.1	XP_011172486.1
OG0002274	XP_031785329.1	XP_039306384.1, XP_025997426.1
OG0002275	XP_016837828.1	XP_011176129.1
OG0002276	XP_031781316.1	XP_039306859.1, XP_011157335.2
OG0002277	XP_016842710.1, XP_008202458.1, XP_032457319.1, XP_031777450.1	XP_011155363.1, XP_011155362.1
OG0002278	XP_016842444.1, XP_008201886.1	XP_039307525.1
OG0002279	XP_016845013.1, XP_016845012.1	XP_011173528.2
OG0002280	XP_016837704.1, XP_031787961.1	XP_011176272.1
OG0002281	XP_001599952.2	XP_025990088.2
OG0002282	XP_001607188.1	XP_011162638.2
OG0002283	XP_003425908.1	XP_011160425.1
OG0002284	XP_016844455.2, XP_016841145.1	XP_025991993.2, XP_025991995.1, XP_025991992.2
OG0002285	XP_001603067.1	XP_011171369.1
OG0002286	XP_031780400.1	XP_011164344.1
OG0002287	XP_031784756.1	XP_039312623.1
OG0002288	XP_008209398.1, XP_032453070.1	XP_011173551.1
OG0002289	XP_001603086.2, XP_016840066.1	XP_011167717.2
OG0002290	XP_001603187.1	XP_011169216.1
OG0002291	XP_031789286.1	XP_025994204.1, XP_011159204.1
OG0002292	XP_016843498.2	XP_011156448.1
OG0002292	XP_031787538.1	XP_011165575.1
OG0002293	XP_031781424.1, XP_031781422.1	XP_011175461.1
OG0002294	XP_031781660.1	XP_011166813.3
OG0002295	XP_031784504.1, XP_032455539.1	XP_011175995.1
OG0002296	XP_032454818.1, XP_032454817.1	XP_025988422.2
OG0002297	NP_001161193.1, XP_031786742.1	XP_039309252.1
OG0002298	XP_031778634.1, XP_031778635.1, XP_031778632.1, XP_031778633.1, XP_031778636.1, XP_032453573.1	XP_011167338.2
OG0002299	XP_016845030.1	XP_025986000.2
OG0002301	XP_016839902.1, XP_016839904.1	XP_025988311.1
OG0002302	XP_031779030.1	XP_039302370.1, XP_039302371.1, XP_039302369.1
OG0002303	XP_003425862.1	XP_011169728.1
OG0002304	XP_008211344.1	XP_011173618.1
OG0002305	XP_008202262.1	XP_025995641.1
OG0002307	XP_001606949.1, XP_031782692.1	XP_025991265.1
OG0002309	XP_008209444.1, XP_008209445.1, XP_008209443.1	XP_039306672.1, XP_039306673.1, XP_025986385.1
OG0002310	XP_031786532.1, XP_008214887.1, XP_008214885.1	XP_011169512.2
OG0002311	XP_001603652.2	XP_011172405.2
OG0002313	NP_001135812.1	XP_011163004.1
OG0002314	XP_016842070.1, XP_008217360.1	XP_011159817.1
OG0002315	XP_008203028.1	XP_039314146.1, XP_039314145.1
OG0002316	XP_031787664.1, XP_016844823.1	XP_011158206.1
OG0002317	XP_001607419.1	XP_039303267.1, XP_025987104.2, XP_025987103.2, XP_025987102.2
OG0002318	XP_016845445.1	XP_011170373.2
OG0002319	XP_031789522.1	XP_011171942.1
OG0002320	XP_031788762.1, XP_031788761.1	XP_011168230.1
OG0002321	XP_031777566.1	XP_039311651.1
OG0002322	XP_008205983.2, XP_008205986.2	XP_011171174.2
OG0002323	XP_031780188.1	XP_011173539.1
OG0002324	XP_032458072.1	XP_011172067.1
OG0002325	XP_032456962.1, XP_008215952.1	XP_011168036.1
OG0002326	XP_031779339.1	XP_039312619.1
OG0002327	XP_001601274.1	XP_011172833.1
OG0002328	XP_001601157.2	XP_011173541.1
OG0002329	XP_016838802.1	XP_039305901.1
OG0002330	XP_001603979.2	XP_011161431.1, XP_039309152.1
OG0002331	XP_001606485.2	XP_011173029.1
OG0002332	XP_031784383.1	XP_011173027.2
OG0002333	XP_031788473.1	XP_011173240.2, XP_039310884.1, XP_011173239.2, XP_039310886.1, XP_025994983.2, XP_025994984.2
OG0002334	XP_016844600.1	XP_039302404.1
