Orthogroup	Nasonia_vitripennis	Bombus_terrestris
OG0000878	XP_031782738.1, XP_031782737.1, XP_031782739.1	XP_012166400.1
OG0000878	NP_001154932.1	XP_012166398.1
OG0000879	XP_031784124.1, XP_031784122.1	XP_003400151.1
OG0000881	XP_032455118.1, XP_008211907.1, XP_001603028.1	XP_020720593.1, XP_003398360.1, XP_012168067.1, XP_012168068.1, XP_012168069.1, XP_012168071.1
OG0000882	XP_001607037.2	XP_003398034.1
OG0000883	XP_001608156.3, XP_031788370.1	XP_012172830.1
OG0000885	XP_008202364.1	XP_012166636.1
OG0000886	XP_031788182.1, XP_032457086.1, XP_032457087.1, XP_032457084.1, XP_032457085.1	XP_003400850.1
OG0000887	XP_001603602.1	XP_003402796.1
OG0000887	XP_008210682.1	XP_003402795.1
OG0000888	XP_031779326.1, XP_031779325.1	XP_012172930.1, XP_003401651.1
OG0000890	XP_016840823.1, XP_016840824.1	XP_003395103.1
OG0000891	XP_016843208.1	XP_020720870.1, XP_003398739.1, XP_020720871.1
OG0000892	XP_008204316.1	XP_003402957.1
OG0000893	XP_016844650.1	XP_012165090.1
OG0000893	XP_003427801.1	XP_012165087.1
OG0000894	XP_016838700.1, NP_001122570.1	XP_012168877.1, XP_003398880.1, XP_012168876.1, XP_012168875.1, XP_012168874.1, XP_012168873.1
OG0000895	XP_016837248.1, XP_032453357.1, XP_031779114.1	XP_012176521.1
OG0000896	XP_001607181.2	XP_020722610.1
OG0000897	XP_003425328.1	XP_012165977.1, XP_012165978.1, XP_012165980.1
OG0000898	XP_031783388.1	XP_003395307.1
OG0000898	XP_001603888.1	XP_003393516.1
OG0000899	XP_031788210.1	XP_012167012.1, XP_003397491.1
OG0000900	XP_031789521.1, XP_031789519.1	XP_020721653.1
OG0000901	XP_003427272.1	XP_003403269.2
OG0000902	XP_008214069.1	XP_012170198.1, XP_003399677.2, XP_012170197.2, XP_003403002.3, XP_020721954.1
OG0000904	XP_031786120.1, NP_001153501.1	XP_012168259.1
OG0000905	XP_032454335.1, XP_032454336.1, XP_031782551.1, XP_031782552.1, XP_031782548.1, XP_031782550.1, XP_031782553.1, XP_031782547.1, XP_031782555.1, XP_001603376.3	XP_020719514.1, XP_020719515.1
OG0000906	XP_031787058.1	XP_020720661.1
OG0000908	XP_003425187.1, XP_008217832.1, XP_032452757.1	XP_003398198.1, XP_012167738.1, XP_020720671.1
OG0000909	XP_016837688.1, XP_008214370.1	XP_020722950.1
OG0000910	XP_031787063.1, XP_001607428.1	XP_012170668.1
OG0000911	XP_016837240.1, XP_016837237.1	XP_012171867.1, XP_012171868.1, XP_012171871.1, XP_012171870.1
OG0000912	XP_008214863.1	XP_003398020.1
OG0000913	XP_032454159.1, XP_032454160.1, XP_008206282.1, XP_032454161.1, XP_031783525.1, XP_031783526.1, XP_031783527.1, XP_003424373.1, XP_008204562.1	XP_012169154.2
OG0000914	XP_031783035.1, NP_001161273.1, NP_001161272.1, NP_001161270.1, NP_001161269.1	XP_012175153.1
OG0000916	XP_016841794.1	XP_003394165.1
OG0000917	XP_001603612.2	XP_003403224.1
OG0000918	XP_008206288.1	XP_003398959.1
OG0000919	XP_031783576.1	XP_003395200.1, XP_012163649.1
OG0000920	NP_001165790.1	XP_003392877.1, XP_003392876.1
OG0000921	XP_032456207.1	XP_003398323.1
OG0000923	XP_008215795.1, XP_031781902.1	XP_020719661.1
OG0000924	XP_008212840.1	XP_012176362.2
OG0000925	XP_032454528.1	XP_020724045.1
OG0000927	XP_016839612.1, XP_032453742.1, XP_008213379.1, XP_032453744.1, XP_032453743.1	XP_012174351.1, XP_003402684.1
OG0000928	XP_001606972.1	XP_020720576.1, XP_003402550.2
OG0000929	XP_003427033.2	XP_003401209.1
OG0000930	XP_008215813.1	XP_003401932.1, XP_012173409.1
OG0000931	XP_031784100.1	XP_012172732.1
OG0000932	XP_001607959.1	XP_003400982.1
OG0000933	XP_016845773.1	XP_003396897.1
OG0000933	XP_003424204.1	XP_003393129.2
OG0000934	XP_008208493.1, XP_008208494.1, XP_008208491.1, XP_008208492.1, XP_001601634.2	XP_003395692.1
OG0000935	XP_001602859.1, XP_032452999.1, XP_001603755.1, XP_032452998.1, XP_031777177.1, XP_001602791.1	XP_020721705.1
OG0000936	XP_031785075.1, XP_031785076.1	XP_020719426.1, XP_012166123.1
OG0000937	XP_032454471.1, XP_032454469.1, XP_032454468.1, XP_008213526.1	XP_020719824.1
OG0000938	XP_031786142.1	XP_012173298.1, XP_012173299.1, XP_012173296.1, XP_003401876.1, XP_003401877.1, XP_012173297.1
OG0000939	XP_001599590.1	XP_020719355.1
OG0000939	XP_001601801.3	XP_020719492.1
OG0000940	XP_031780993.1	XP_012175539.1
OG0000941	XP_001607661.3, XP_031779586.1	XP_012167700.1, XP_012167701.1, XP_012167699.1, XP_003397976.1
OG0000943	XP_031787564.1	XP_020722511.1, XP_020722513.1, XP_020722514.1, XP_012172295.2
OG0000944	XP_031787429.1, NP_001153371.1, NP_001153370.1	XP_003400723.1, XP_012171735.1
OG0000945	XP_031780907.1	XP_003398247.1, XP_012167748.1
OG0000946	XP_008207104.1	XP_012171053.1
OG0000947	XP_031778070.1, XP_016845649.1	XP_012171910.2, XP_012174856.1, XP_020722252.1
OG0000948	XP_001600980.4	XP_003400497.1, XP_012171372.1, XP_012171371.1, XP_012171370.1
OG0000949	XP_031783731.1	XP_003396024.1
OG0000950	XP_001602897.1, XP_003425200.1, XP_032452383.1	XP_012174422.1, XP_012174421.1, XP_003402776.1
OG0000951	XP_031777143.2	XP_003403130.1, XP_020723830.1
OG0000952	XP_031786619.1, XP_032455505.1, XP_032455504.1, XP_032455507.1, XP_032455506.1	XP_012167440.1, XP_003397848.1
OG0000953	XP_032458221.1	XP_012172298.1, XP_012172302.1
OG0000954	XP_001599452.1	XP_003402952.1
OG0000955	XP_016839302.1, XP_016839300.1	XP_012171379.1
OG0000957	XP_016842360.1, XP_001605450.1	XP_003401786.1
OG0000958	XP_008217710.1	NP_001291369.1, XP_012174015.1
OG0000959	XP_031784795.1, XP_031784790.1	XP_020720657.1, XP_003398238.1
OG0000960	XP_001604758.1	XP_012164276.1
OG0000960	XP_001607105.2	XP_012164277.1
OG0000961	XP_032456343.1, XP_016843235.1	XP_020720008.1
OG0000962	XP_031788739.1	XP_020721999.1
OG0000963	XP_032456701.1, XP_003426586.1, XP_001604685.1, XP_003426585.1	XP_003397850.1, XP_020720452.1
OG0000964	XP_016839380.1	XP_012174359.1, XP_003393771.1
OG0000965	XP_031784763.1	XP_003397396.1
OG0000965	XP_032455857.1	XP_020720241.1
OG0000966	XP_008202524.1, NP_001136335.1	XP_020720110.1, XP_012174260.1
OG0000967	XP_031780321.1	XP_003394892.1
OG0000968	XP_032454505.1, XP_032454513.1	XP_020724328.1
OG0000969	XP_031782320.1	XP_003396675.1
OG0000970	XP_016839834.1	XP_012168640.1, XP_003398677.1, XP_012168641.1
OG0000971	XP_031787391.1, XP_001607922.1, XP_032456907.1, XP_016841184.1, XP_016841183.1, XP_001607916.2, XP_031787268.1, XP_032456901.1, XP_001607913.2	XP_003401093.1
OG0000972	XP_008211564.1	XP_003399041.1, XP_012169237.1, XP_012169238.1
OG0000973	XP_031784386.1	XP_020720258.1, XP_020720260.1, XP_020720259.1, XP_012167259.1, XP_012167260.1
OG0000974	XP_008203039.1, XP_003425481.1	XP_020721996.1, XP_003400890.1, XP_012171747.1
OG0000976	XP_001606432.1	XP_003396062.1, XP_012164905.1
OG0000977	XP_031785179.1, XP_016840542.1	XP_012164019.1, XP_012164016.1, XP_012164018.1, XP_012164017.1, XP_012164022.1, XP_012164021.1, XP_012164025.1, XP_012164023.1, XP_012164020.1
OG0000978	XP_008203197.1	XP_012169494.1
OG0000979	XP_008208358.1	XP_020721981.1, XP_020719817.1
OG0000980	XP_031787265.1	XP_003397335.1
OG0000981	XP_008202998.3, XP_031783435.1	XP_012163634.1
OG0000982	XP_031787327.1	XP_003398431.1
OG0000983	XP_003427562.2	XP_012163973.1, XP_003395529.1
OG0000984	XP_003424431.1	XP_012170831.1
OG0000984	XP_001603549.2	XP_003400352.2
OG0000985	XP_032452397.1, XP_032452396.1, XP_008204163.1, XP_001601701.1	XP_003398411.1
OG0000986	XP_016840806.1	XP_003395318.1
OG0000987	XP_016842371.1	XP_020718255.1, XP_020723968.1
OG0000988	XP_003426713.1, XP_031787402.1	XP_003393336.1, XP_012166339.1, XP_003393337.1
OG0000989	XP_032456182.1, XP_031788590.1, XP_031788601.1, XP_031788596.1	XP_020721825.1
OG0000990	XP_031782876.1	XP_012168758.1, XP_012168759.1, XP_012168760.1, XP_012168762.1, XP_012168764.1, XP_012168765.1, XP_012168766.1, XP_020721029.1
OG0000992	XP_032456181.1, XP_032456180.1, XP_016841525.1, XP_016841521.1	XP_012171049.1
OG0000993	XP_001608053.1, XP_001608047.1	XP_003393818.1
OG0000994	XP_016839998.1	XP_003394066.1
OG0000994	XP_016838922.1	XP_003394063.1
OG0000995	NP_001153450.1, XP_032455945.1	XP_012168054.1
OG0000995	NP_001127783.1	XP_020720884.1
OG0000996	XP_001607273.1	XP_003401769.1, XP_012173148.1, XP_012173147.1, XP_012173146.1
OG0000997	XP_031785641.1	XP_003395510.1
OG0000998	XP_031778333.1, NP_001165927.1, NP_001165926.1, NP_001165925.1	XP_012166749.1
OG0000999	XP_001599305.1, XP_032456021.1, XP_032456020.1	XP_012175190.1
OG0001000	XP_001608110.1	XP_003396466.1
OG0001001	XP_001603900.1, XP_032454168.1	XP_003395094.1
OG0001002	XP_031786462.1, XP_031786460.1, XP_031786461.1, XP_032454813.1	XP_003401492.1
OG0001003	XP_031786764.1, XP_031786766.1	XP_020720847.1, XP_003398428.1
OG0001004	XP_008211009.1	XP_020720697.1
OG0001005	XP_008205600.1, XP_008205599.1, XP_016843090.1, XP_016843918.1	XP_003393385.1
OG0001006	XP_031784848.1, XP_008211438.1	XP_003398903.1, XP_012169008.1
OG0001007	XP_016842295.1, XP_031788072.1	XP_012171583.1
OG0001008	XP_031788711.1, XP_032458023.1, NP_001177963.1	XP_020721160.1
OG0001009	XP_016843552.1	XP_012166817.2
OG0001009	XP_031783374.1	XP_012169742.1
OG0001010	XP_001607395.1, XP_031776854.1, XP_003423973.1, XP_031776855.1, XP_032451638.1	XP_003396326.1
OG0001011	XP_001604770.2	XP_003401633.1
OG0001012	XP_031784899.1	XP_012164463.1
OG0001013	XP_031788641.1, XP_031788643.1, XP_031788642.1, XP_032456511.1, XP_032456512.1, XP_032456513.1, XP_032456514.1, XP_031788639.1, XP_031788644.1	XP_003393382.1, XP_020718545.1
OG0001014	XP_032454056.1, XP_003428062.1, XP_032454054.1, XP_016845141.1, XP_016845139.1	XP_012175742.1, XP_003394044.1
OG0001015	XP_003425592.1	XP_012165103.1
OG0001015	XP_001605584.2	XP_012165099.1
OG0001016	XP_001607384.2	XP_020719257.1
OG0001016	XP_001604992.1	XP_003398736.2
OG0001017	XP_001607039.2, XP_032451948.1	XP_003393261.1, XP_012165340.1, XP_012165355.1, XP_012165362.1, XP_020720886.1
OG0001018	NP_001155852.1	XP_020723280.1
OG0001018	XP_001601162.2	XP_020723281.1
OG0001019	XP_001608115.1, XP_016842095.1	XP_003398683.1
OG0001020	XP_031779052.1	XP_012175853.1, XP_012175856.1, XP_012175859.1, XP_012175858.1
OG0001021	XP_001602210.1	XP_003398945.1, XP_003398947.1, XP_003398946.1
OG0001022	XP_016836879.1	XP_012175120.1
OG0001022	XP_008215638.1	XP_012175206.1
OG0001023	XP_001599379.2	XP_012169769.1, XP_012169768.1
OG0001024	XP_016837715.1, XP_003427454.1, XP_003427453.1, XP_003427452.1, XP_008211089.1, XP_008211088.1	XP_020722213.1, XP_012171258.1, XP_012171259.1, XP_003400449.1
OG0001025	XP_031785398.1, XP_001606010.2	XP_003398201.1
OG0001026	XP_031778012.1	XP_020724246.1
OG0001027	XP_008214395.1	XP_020718816.1
OG0001027	XP_032452523.1, XP_032452522.1, XP_032452521.1, XP_031779616.1	XP_020718817.1
OG0001028	XP_001604584.2	XP_003393673.1
OG0001028	XP_001604446.1	XP_012164667.1
OG0001029	XP_001607413.1, XP_032451642.1	XP_012169880.2
OG0001030	XP_003424575.2	XP_020721992.1, XP_003400846.1
OG0001031	XP_016842453.1	XP_012169757.1, XP_012169752.1, XP_012169746.1, XP_012169763.1
OG0001032	XP_001607807.1	XP_012170957.1
OG0001033	XP_008210877.1, XP_001601768.1, XP_032457048.1, XP_032457046.1	XP_003396273.1
OG0001034	XP_031784406.1, XP_031784407.1	XP_012164214.1
OG0001035	XP_001606861.1, XP_008203558.1	XP_012166278.1
OG0001036	XP_001607856.1	XP_020719237.1
OG0001036	XP_001605019.1	XP_003396970.1
OG0001037	XP_001601129.2	XP_003397063.1, XP_003397062.1, XP_012166344.1
OG0001038	XP_008207533.1, XP_003424853.1, XP_031778777.1	XP_003395639.1
OG0001039	XP_008206089.1, XP_032456318.1	XP_003400481.1
OG0001040	XP_032458030.1, XP_032458031.1, XP_032458027.1, XP_032458029.1, XP_032458032.1, XP_003424668.1, XP_031788693.1, XP_031788694.1, XP_032458028.1, XP_032458033.1	XP_012163729.1, XP_003393071.1
OG0001041	XP_031783039.1, NP_001136323.1	XP_003402975.1
OG0001042	XP_008203825.1	XP_020722909.1
OG0001043	XP_003424009.1, XP_016844819.1	XP_012165560.1, XP_003396982.1
OG0001044	XP_003424621.1, XP_016836857.1	XP_012172024.1, XP_012172023.1, XP_020722709.1, XP_003400994.1, XP_012172025.1
OG0001045	XP_001606266.1	XP_003397182.1, XP_012166522.1
OG0001046	XP_031789307.1, XP_031789309.1, XP_016844569.2	XP_020721361.1
OG0001048	XP_008207429.3	XP_003400324.1
OG0001049	XP_031784881.1, XP_031784883.1	XP_020720291.1
OG0001051	XP_003427534.1, XP_016840524.1	XP_012169012.1, XP_012169011.1, XP_012169010.1
OG0001052	XP_001604954.1	XP_012164443.1
OG0001054	XP_016842506.1	XP_012170074.1, XP_012170075.1, XP_012170073.1, XP_012170071.1, XP_020721696.1
OG0001055	XP_031784964.1, XP_031784963.1	XP_012170680.1
OG0001056	XP_008207347.1	XP_003402872.1, XP_012174598.1, XP_012174597.1, XP_012174596.1
OG0001057	XP_001602018.1	XP_012164261.1
OG0001058	XP_032458090.1, XP_031789093.1	XP_012168390.1, XP_012168389.1, XP_012168391.1
OG0001059	XP_008208155.1	XP_003393651.1, XP_003397773.1
OG0001060	XP_031781772.1	XP_012163202.1
OG0001061	XP_031786543.1	XP_012168011.1, XP_020720840.1
OG0001063	XP_031787733.1	XP_020722594.1
OG0001063	XP_008208616.1	XP_020719112.1
OG0001064	XP_031787506.1	XP_020722284.1, XP_020722285.1
OG0001065	XP_001604056.2, XP_003427340.1	XP_020720506.1, XP_020720504.1, XP_020720505.1
OG0001067	XP_001600313.2	XP_003399396.1
OG0001068	XP_016842107.1, XP_031784716.1	XP_012165849.1
OG0001069	XP_032453326.1, XP_008216452.1, XP_008216451.1, XP_008216448.1, XP_032453327.1, XP_001603550.2	XP_003400830.1
OG0001070	XP_001607507.3	XP_020720555.1
OG0001071	XP_016842081.1	XP_003397816.1
OG0001072	XP_031784957.1	XP_020721921.1, XP_012170687.1
OG0001073	XP_031776847.1	XP_003397563.1
OG0001074	XP_008209334.1	XP_003394236.1
OG0001074	XP_031779121.1	XP_003394238.1
OG0001076	XP_016837510.1, XP_016837509.1, XP_032453442.1	XP_020723292.1
OG0001077	XP_032453049.1	XP_003399720.1, XP_003399719.1
OG0001078	XP_008210269.1, XP_008210270.1, XP_008210271.1, XP_016843990.1, XP_016843989.1	XP_003398213.1
OG0001079	XP_008211650.1, XP_016840479.1, XP_008211646.1, XP_008211647.1, XP_016840480.1	XP_012163931.1
OG0001081	XP_001607983.2, XP_031788174.2	XP_020722259.1
OG0001082	XP_008214725.1	XP_020718769.1
OG0001083	XP_031788178.1, XP_032457083.1, XP_031788180.1, XP_008215778.1, XP_008215779.1, XP_016842828.1, XP_031788177.1, XP_031788179.1	XP_020722087.1, XP_003400911.1
OG0001084	XP_016838352.1, XP_003425934.1	XP_012171819.1
OG0001085	XP_031784469.1, XP_008211614.1, XP_032455784.1, XP_032455786.1, XP_032455785.1, XP_031784470.1, XP_031784471.1, XP_001606977.1	XP_012163774.1
OG0001086	XP_032453207.1, XP_001605628.1, XP_008204328.1, XP_008204329.1	XP_020718465.1, XP_012163236.1, XP_012163235.1, XP_012163234.1, XP_012163233.1, XP_003395250.1, XP_020718463.1
OG0001087	XP_003426616.1, XP_003426618.1, XP_032456285.1, XP_032456284.1	XP_020722157.1, XP_003400585.1, XP_003400584.1
OG0001090	XP_032457605.1, XP_032457606.1, XP_001600472.1, XP_032457607.1	XP_003394894.1, XP_003394895.1
OG0001091	XP_031785408.1, XP_016840416.1	XP_003397668.1
OG0001092	XP_001605819.1	XP_003397991.1
OG0001093	XP_003427218.4, XP_031779285.1	XP_012175412.1, XP_012175413.1, XP_012175411.1
OG0001094	XP_031782503.1, XP_008213609.1	XP_012175854.1, XP_012175843.1
OG0001095	XP_032457727.1	XP_012174330.1
OG0001096	XP_003425115.1, XP_031782797.1	XP_020721467.1, XP_012170293.1, XP_003399736.1, XP_020721468.1
OG0001097	XP_003424766.1	XP_003398536.1
OG0001098	XP_031789531.1, XP_001603423.1, XP_016842518.1, XP_016842523.1	XP_012170564.1, XP_012170563.1, XP_012170562.1, XP_012170561.1, XP_012170568.1, XP_012170566.1, XP_012170569.1, XP_012170565.1
OG0001099	XP_031787397.1	XP_012167227.1
OG0001100	XP_031783420.1	XP_003395980.1
OG0001101	XP_001600262.1	XP_003399060.1
OG0001102	XP_032457645.1, XP_001602465.1	XP_003395066.1, XP_003395067.1
OG0001103	XP_001607402.1	XP_012173261.1, XP_012173260.1, XP_003401858.1
OG0001104	XP_016840630.1	XP_020718898.1
OG0001105	NP_001165930.1	XP_003402656.1
OG0001106	NP_001165789.1	XP_012173949.1, XP_003402322.1, XP_012173950.1
OG0001107	XP_016842156.1	XP_012173130.1, XP_003401755.1
OG0001108	XP_032457359.1, XP_031778262.1	XP_003401737.1
OG0001109	XP_001606469.2	XP_012175154.1
OG0001110	XP_031788465.1	XP_003399407.1
OG0001111	XP_016839633.1	XP_012169483.1, XP_012169484.1, XP_012169476.1, XP_012169458.1, XP_012169464.1, XP_012169453.1
OG0001112	XP_031778614.1	XP_012174674.1
OG0001113	XP_031786692.1	XP_003395429.1
OG0001115	XP_001606127.2	XP_003401766.1
OG0001116	XP_001607643.1	XP_003397472.1
OG0001117	XP_008217800.1, XP_001605901.2	XP_020720702.1
OG0001118	XP_031782585.1, XP_032453978.1, XP_008203783.1	XP_003393752.1, XP_012170929.1, XP_012170923.1
OG0001119	XP_003425014.1, XP_001602619.1, XP_016843971.1	XP_003398972.1, XP_012169129.1
OG0001120	XP_001604234.2	XP_003396813.1
OG0001121	XP_031782800.1, XP_031782801.1, XP_031782799.1	XP_012163127.1
OG0001122	XP_008209601.1	XP_012172103.2
OG0001124	XP_031788510.1	XP_012168157.1
OG0001125	XP_003425026.1	XP_003396616.1, XP_020719415.1
OG0001126	XP_003424309.3	XP_003397039.1
OG0001127	XP_031779496.1, XP_031779495.1	XP_020719282.1, XP_003396375.1
OG0001128	XP_031784571.1, XP_003426947.1, XP_008208751.1	XP_012165573.1
OG0001128	XP_031781216.1	XP_020719571.1
OG0001129	XP_008206205.1, XP_008206206.1	XP_003395954.1, XP_012164551.1
OG0001130	XP_008214357.1	XP_020721883.1, XP_003400316.2, XP_012170922.1, XP_012170921.1, XP_020721882.1
OG0001132	XP_008205312.1, XP_032453720.1	XP_003394768.1
OG0001134	XP_008211472.1	XP_003400253.1
OG0001135	XP_008212599.2	XP_003393299.1
OG0001137	XP_008208627.1, XP_032452285.1, XP_032452284.1, XP_008208620.1	XP_020724122.1
OG0001138	XP_008211425.1, XP_031784853.1	XP_012169017.1, XP_003398913.1
OG0001139	XP_032455231.1, XP_016845441.1, XP_001605918.1	XP_020722729.1
OG0001140	XP_001604284.1	XP_003402479.1, XP_012174082.1
OG0001141	NP_001234899.1, XP_008209307.1	XP_012169554.1, XP_012169555.1
OG0001142	XP_001599805.2, XP_008213880.1, XP_008213879.1, XP_008213881.1	XP_020721719.1, XP_003400015.1
OG0001143	XP_008214909.1	XP_003398491.1
OG0001144	XP_031787271.1	XP_003401087.1
OG0001145	XP_016840554.1	XP_003397437.1, XP_012166925.1
OG0001146	XP_001603986.1, XP_001604010.1	XP_020718965.1
OG0001147	XP_016839832.1	XP_003394869.1, XP_003394870.1
OG0001148	XP_008206679.1	XP_012169181.1, XP_020720975.1
OG0001149	XP_003426568.1	XP_012169249.1
OG0001150	XP_008205817.1, XP_001600445.1	XP_003395168.1
OG0001151	XP_003427238.1, XP_001606424.1	XP_003398933.2
OG0001152	XP_031784874.1	XP_020720795.1
OG0001153	XP_031783844.1, XP_031783841.1	XP_020718572.1, XP_020718573.1
OG0001154	XP_008206054.1, XP_032456325.1	XP_020722635.1, XP_020722631.1
OG0001155	XP_008213582.1, XP_008213583.1, XP_008213584.1, XP_001606200.2	XP_003393745.1
OG0001156	XP_016841496.1	XP_003398458.1, XP_012168191.1
OG0001157	XP_032453390.1, XP_032453389.1, XP_008204796.2, XP_031780242.1, XP_031780240.1	XP_012167432.1, XP_003393317.1
OG0001158	XP_003423881.1	XP_012165204.1
OG0001159	XP_008204614.1, XP_008204613.1, XP_008204612.1, XP_008204616.1, XP_008204615.1	XP_012168627.1
OG0001160	XP_031783145.1	XP_003394748.1
OG0001161	XP_016842404.1	XP_012171801.1
OG0001162	XP_008211291.1, XP_008211292.1	XP_020718634.1
OG0001163	XP_031778211.1, XP_008213835.1, XP_008213832.1	XP_020723064.1
OG0001164	XP_032456105.1, XP_003425414.1, XP_031780035.1, XP_008202354.1	XP_012168461.1
OG0001165	XP_031785004.1, XP_031785017.1, XP_032455050.1	XP_020720601.1
OG0001166	XP_008202132.3, XP_016842558.1	XP_003397967.1, XP_012167688.1
OG0001167	XP_001599700.1, XP_032453011.1	XP_003402307.1
OG0001169	XP_016837166.1	XP_020722015.1, XP_020722014.1, XP_020722016.1, XP_020722017.1
OG0001170	XP_008208390.2	XP_003395867.1
OG0001171	XP_008207798.1	XP_020718338.1
OG0001172	XP_016837981.1, XP_016837977.1	XP_003395441.1, XP_012163864.1
OG0001173	XP_008213758.1, XP_008214128.1, XP_031785628.1, XP_008208564.1, XP_031782630.1, XP_032453793.1, XP_008208561.1, XP_008208563.1, XP_008208562.1	XP_003393427.1
OG0001174	XP_003427068.2	XP_012172935.1, XP_012172927.1, XP_003399965.1
OG0001175	XP_032451865.1	XP_012165146.1, XP_012165144.1, XP_012165145.1, XP_003396469.1
OG0001176	XP_001606359.1, XP_008213597.1, XP_003424237.1, XP_008213598.1, XP_008213599.1, XP_032454441.1	XP_003394064.1, XP_012175787.1, XP_012175784.1, XP_012175783.1
OG0001177	XP_008203401.1, XP_008214957.2	XP_020723249.1, XP_012168080.1, XP_020720938.1
OG0001179	XP_016844755.1	XP_003398477.1
OG0001180	XP_031780373.1, XP_031780359.1, XP_031780372.1	XP_003399205.2, XP_012174888.2
OG0001181	XP_003426398.1	XP_003395966.1, XP_012164569.1
OG0001182	XP_031788317.1, XP_031788315.1	XP_020721072.1
OG0001183	XP_031781172.1, XP_031781176.1	XP_020724335.1, XP_012176045.1
OG0001184	XP_008206018.1, XP_008206017.1	XP_012167179.1, XP_012167180.1
OG0001186	XP_031778274.1	XP_012173098.1
OG0001187	XP_031789618.1, NP_001177861.1, XP_032455508.1	XP_012173234.1
OG0001188	XP_008211659.1, XP_008211660.1	XP_020723109.1
OG0001189	XP_031778557.1	XP_012171412.1, XP_012171409.1, XP_012171410.1, XP_003400540.1, XP_020722154.1, XP_012171411.1
