Orthogroup	Nasonia_vitripennis	Polistes_dominula
OG0001887	XP_016840834.1	XP_015175304.1
OG0001888	XP_001604555.2, XP_031781367.1	XP_015172515.1
OG0001889	XP_001608169.1	XP_015183494.1
OG0001891	XP_016840682.1, XP_031785164.1	XP_015178248.1
OG0001892	XP_031780675.1	XP_015176599.1
OG0001893	XP_031780757.1	XP_015178509.1
OG0001894	XP_008210932.1	XP_015184100.1
OG0001895	XP_031787844.1, XP_031787851.1, XP_031787846.1	XP_015172424.1, XP_015172410.1
OG0001896	XP_016838553.1, XP_016838549.1	XP_015188572.1
OG0001897	XP_001601168.1	XP_015184071.1, XP_015184072.1
OG0001898	XP_031786285.1, XP_031786233.1, XP_001604787.3, XP_016843937.1	XP_015190841.1
OG0001899	XP_016841545.1	XP_015186838.1, XP_015186837.1, XP_015186839.1, XP_015186840.1
OG0001900	XP_001606107.2	XP_015172465.1
OG0001901	XP_001604350.2	XP_015183753.1
OG0001902	XP_001605445.1	XP_015191182.1
OG0001903	XP_016844247.1	XP_015181389.1
OG0001904	XP_031779842.1	XP_015184523.1
OG0001905	XP_031785555.1	XP_015185923.1
OG0001906	XP_032458034.1	XP_015176835.1
OG0001907	XP_016843397.1	XP_015177182.1
OG0001908	NP_001155084.1, XP_008207737.1	XP_015186132.1, XP_015186130.1, XP_015186129.1
OG0001909	XP_032456056.1	XP_015177471.1
OG0001910	XP_008201822.1	XP_015171741.1
OG0001912	XP_008216537.1	XP_015175178.1
OG0001913	XP_016844726.1	XP_015175176.1, XP_015175174.1
OG0001914	XP_016838374.1	XP_015187649.1
OG0001915	XP_003427521.1, XP_003427523.1	XP_015191657.1, XP_015191659.1
OG0001916	XP_008215942.1, XP_032456961.1	XP_015173586.1
OG0001917	XP_008203737.1, XP_008203739.1, XP_031782066.1, XP_031782067.1	XP_015186077.1, XP_015186078.1, XP_015186080.1
OG0001918	XP_032451863.1	XP_015175251.1
OG0001918	XP_003427931.1	XP_015175250.1
OG0001919	XP_031788736.1, XP_031788448.1, XP_008212485.1	XP_015181481.1
OG0001920	XP_008215501.1, XP_001607287.1	XP_015186981.1
OG0001921	XP_001604700.1	XP_015184705.1
OG0001922	XP_031779099.1, XP_031779098.1, XP_031779100.1	XP_015181655.1
OG0001923	XP_008209458.1	XP_015173943.1
OG0001924	XP_031782567.1	XP_015182396.1, XP_015182393.1
OG0001925	XP_001607740.1, XP_008203086.1, XP_031777813.1	XP_015188258.1
OG0001926	XP_003426826.1	XP_015177247.1, XP_015177246.1
OG0001927	XP_031788331.1, XP_016842024.1	XP_015173319.1
OG0001928	XP_016844845.2	XP_015174352.1
OG0001929	XP_031780127.1	XP_015188549.1
OG0001930	XP_031779200.1	XP_015186481.1
OG0001931	XP_031777740.1, XP_001607753.1, XP_032451803.1	XP_015188196.1
OG0001933	XP_031778152.1, XP_003425501.1	XP_015187502.1
OG0001934	XP_016838487.1	XP_015178211.1, XP_015178161.1
OG0001935	XP_003427326.1	XP_015176604.1
OG0001936	NP_001164386.1, XP_031777853.1	XP_015177238.1
OG0001937	XP_032452144.1, NP_001128389.1, NP_001128390.1	XP_015185094.1
OG0001938	XP_031787199.1, XP_001603831.2	XP_015179969.1
OG0001939	XP_031777252.1, XP_008215319.1, XP_008215317.1, XP_008215320.1, XP_001606070.1	XP_015175414.1
OG0001941	XP_032452908.1, XP_008209803.1	XP_015175093.1, XP_015175086.1
OG0001942	XP_008208407.1	XP_015173382.1
OG0001943	XP_031781572.1	XP_015184456.1, XP_015184455.1
OG0001944	XP_008206976.2, XP_031786898.1	XP_015184304.1
OG0001945	XP_016844038.1, XP_031785446.1	XP_015173926.1, XP_015173928.1
OG0001946	XP_003425284.1, XP_003425283.1, XP_008201901.1	XP_015178438.1
OG0001947	XP_031779520.1, XP_031779522.1	XP_015185978.1
OG0001948	XP_016839730.1, XP_016839731.1	XP_015187833.1, XP_015187832.1
OG0001950	XP_001606793.1	XP_015189119.1, XP_015189118.1
OG0001951	XP_008205666.1	XP_015171087.1
OG0001952	XP_031776867.1, XP_031776838.1	XP_015187849.1
OG0001953	XP_031787744.1	XP_015189355.1
OG0001954	XP_008206918.1	XP_015178926.1
OG0001955	XP_031786918.1, XP_031786917.1, XP_031780986.1	XP_015189220.1
OG0001956	XP_008216697.1, XP_032453954.1	XP_015177852.1
OG0001957	XP_008209339.1	XP_015176367.1
OG0001959	XP_001604806.1	XP_015183053.1, XP_015183227.1
OG0001960	XP_016844932.1, XP_016844931.1, XP_016844929.1	XP_015191311.1
OG0001961	XP_032453532.1, XP_001603588.2, XP_032453533.1	XP_015176951.1
OG0001963	XP_008213483.1	XP_015178671.1
OG0001964	XP_031784293.1, NP_001122409.2	XP_015185506.1
OG0001965	XP_031779566.1, XP_016841474.1	XP_015188667.1, XP_015188707.1
OG0001966	XP_001607784.1	XP_015179595.1
OG0001967	XP_008205423.1, NP_001155989.1, NP_001155990.1	XP_015190634.1, XP_015190635.1, XP_015190632.1
OG0001968	XP_016843785.1, XP_031787537.1	XP_015180922.1
OG0001969	XP_003427305.1	XP_015172127.1
OG0001970	XP_001600421.2	XP_015179592.1, XP_015179590.1
OG0001971	XP_016838128.1	XP_015187399.1
OG0001973	XP_032456675.1, XP_031787668.1	XP_015171108.1, XP_015171109.1
OG0001974	XP_016842541.1, XP_016842540.1, XP_008202112.1, XP_008202114.1, XP_003425404.1, XP_032453528.1, XP_008202110.1	XP_015174716.1
OG0001975	XP_001603045.2, XP_016839305.1	XP_015190920.1
OG0001976	XP_016844202.1	XP_015186881.1, XP_015186879.1, XP_015186880.1
OG0001977	XP_001602111.4	XP_015178741.1
OG0001978	NP_001128299.1, XP_031778346.1, XP_031789018.1	XP_015186454.1, XP_015186450.1
OG0001980	XP_031776831.1, XP_008208266.2	XP_015172239.1
OG0001981	XP_008203612.1	XP_015178508.1
OG0001983	XP_008207012.1	XP_015186826.1
OG0001984	XP_008217695.1	XP_015179979.1, XP_015173123.1
OG0001987	XP_008216612.1	XP_015184561.1
OG0001988	XP_008212767.1, XP_031781386.1	XP_015171751.1
OG0001989	XP_001607213.1	XP_015191507.1
OG0001990	XP_001599614.1	XP_015172109.1
OG0001991	XP_032455315.1, XP_001600190.1	XP_015182325.1
OG0001992	XP_031778961.1	XP_015182726.1
OG0001993	XP_001601230.1, XP_032456076.1, XP_008218092.1	XP_015189999.1
OG0001994	XP_003427198.1	XP_015174737.1
OG0001995	NP_001152805.1, XP_031781693.1	XP_015187522.1
OG0001996	XP_001605457.3	XP_015191471.1
OG0001997	XP_031777941.1, XP_031778184.1, XP_001606900.1	XP_015176362.1
OG0001998	XP_001599579.1	XP_015171608.1
OG0001999	XP_032457883.1, XP_001599709.1, XP_032457880.1, XP_032457881.1, XP_032457882.1	XP_015189100.1
OG0002000	XP_016844725.1, XP_016844723.1	XP_015175539.1, XP_015175540.1, XP_015175541.1
OG0002001	XP_001603234.1	XP_015171295.1, XP_015171286.1
OG0002002	XP_001603956.3	XP_015189974.1, XP_015189923.1
OG0002003	XP_008216922.1, XP_008216920.1, XP_008216921.1, XP_008216919.1, XP_032455996.1	XP_015191312.1
OG0002004	XP_016845815.1, XP_032454966.1	XP_015184488.1, XP_015184485.1, XP_015184486.1, XP_015184489.1, XP_015184490.1
OG0002005	XP_031778969.1	XP_015191528.1
OG0002006	XP_031785912.1	XP_015171621.1
OG0002007	XP_008216173.1	XP_015175387.1
OG0002009	XP_001604479.1	XP_015171301.1, XP_015171300.1
OG0002010	XP_008203068.1, XP_001604399.2, XP_016841702.1	XP_015186184.1
OG0002011	XP_008212650.2	XP_015173491.1, XP_015173490.1, XP_015173489.1
OG0002012	XP_016838708.1, NP_001107659.1	XP_015183509.1
OG0002014	XP_031787229.1, XP_031787226.1	XP_015177048.1
OG0002015	XP_016844027.1	XP_015190658.1, XP_015190657.1, XP_015190655.1, XP_015190656.1
OG0002016	XP_031779048.1, XP_016839175.2	XP_015171523.1
OG0002017	XP_031787864.1	XP_015179342.1
OG0002018	XP_031777015.1, XP_031777016.1, XP_008212302.1, XP_031777014.1	XP_015175219.1
OG0002019	XP_001608101.2	XP_015171673.1
OG0002020	XP_031783950.1, XP_031783940.1	XP_015182556.1
OG0002022	XP_001605064.1, XP_008209116.1	XP_015188995.1
OG0002023	XP_008214719.1	XP_015181142.1
OG0002024	XP_032454164.1, XP_001604471.2	XP_015178190.1
OG0002025	NP_001153367.1	XP_015182776.1
OG0002026	XP_016837634.1	XP_015175844.1
OG0002028	XP_016845934.1, XP_031788360.1, XP_001608170.1	XP_015177836.1
OG0002029	XP_008212219.2, XP_016844343.1	XP_015184188.1, XP_015184187.1
OG0002030	XP_001607135.1, XP_032456699.1	XP_015176640.1
OG0002032	XP_016843474.1	XP_015179900.1, XP_015179899.1
OG0002034	XP_008214477.1, XP_031782282.1	XP_015187701.1, XP_015187700.1
OG0002036	XP_008214272.1	XP_015188208.1, XP_015189027.1
OG0002037	XP_001599027.3	XP_015175060.1, XP_015188620.1
OG0002038	XP_032456776.1, XP_008211018.3	XP_015189514.1
OG0002040	XP_001602205.2, XP_031787285.1	XP_015183117.1
OG0002041	XP_031785024.1, XP_031785028.1	XP_015189240.1, XP_015189241.1
OG0002042	XP_003426486.1, XP_001607860.1	XP_015177555.1
OG0002043	XP_001607464.2	XP_015171357.1
OG0002044	XP_008215356.1	XP_015176363.1
OG0002045	XP_008215622.1, XP_001607677.1, XP_008215620.1, XP_031777102.1	XP_015181595.1
OG0002046	XP_001603683.1, XP_032455402.1	XP_015179759.1
OG0002047	XP_016838908.1	XP_015191191.1
OG0002048	XP_008204673.1	XP_015174213.1, XP_015174207.1
OG0002049	XP_008206879.1	XP_015176996.1
OG0002050	XP_001608046.1	XP_015176017.1
OG0002051	XP_008205727.1	XP_015175468.1
OG0002052	XP_031778328.1, NP_001153369.1	XP_015171588.1
OG0002053	XP_016838347.1, XP_001603104.1, XP_032452535.1	XP_015175420.1, XP_015175419.1
OG0002054	XP_031786975.1	XP_015188494.1
OG0002055	XP_003424937.1	XP_015177844.1
OG0002056	XP_008209991.2	XP_015181642.1
OG0002057	XP_001602070.1	XP_015189472.1
OG0002058	XP_031786224.1	XP_015173891.1
OG0002059	XP_008208388.1	XP_015185576.1
OG0002060	XP_001599552.2	XP_015186333.1, XP_015186336.1
OG0002061	XP_001602037.2	XP_015173836.1
OG0002063	XP_001605407.1	XP_015174763.1
OG0002064	XP_031783669.1	XP_015188742.1
OG0002065	XP_016845620.1, XP_031778190.1, XP_032454231.1	XP_015175999.1, XP_015176000.1, XP_015175998.1, XP_015175997.1
OG0002066	XP_001607955.1	XP_015179153.1
OG0002067	XP_032457341.1	XP_015182815.1
OG0002068	XP_003424103.1, XP_008212711.1, XP_001607337.1	XP_015191343.1
OG0002069	XP_008210554.1, XP_032457897.1, XP_032457896.1, XP_032457895.1, XP_008217350.1, XP_031784234.1, XP_031784235.1	XP_015181184.1
OG0002070	XP_001602392.2, XP_008202567.1	XP_015173165.1, XP_015173166.1, XP_015173167.1
OG0002071	XP_008213859.1, XP_008213860.1, XP_001599472.2	XP_015178989.1
OG0002072	XP_001600089.1	XP_015180591.1
OG0002073	XP_008209652.1, XP_008209654.1, XP_032452871.1, XP_008209657.1, XP_032452870.1, XP_032452869.1, XP_001605084.1	XP_015183910.1
OG0002075	NP_001154949.1	XP_015171660.1
OG0002076	XP_001605568.2	XP_015187995.1
OG0002077	XP_001607042.1	XP_015173566.1
OG0002078	XP_016840890.1	XP_015191241.1
OG0002080	XP_032452276.1, XP_032452277.1, XP_032452279.1, XP_032452278.1, XP_032452274.1, XP_032452280.1, XP_032452275.1, XP_031780715.1, XP_008208770.1	XP_015183112.1
OG0002081	XP_031784467.1, XP_031784464.1	XP_015173147.1
OG0002082	XP_001607707.1, XP_031777691.1, XP_008203064.1, XP_008203063.1	XP_015178037.1
OG0002083	XP_008207019.1	XP_015186438.1
OG0002084	NP_001127786.1, XP_016837015.1	XP_015173800.1, XP_015173796.1, XP_015173798.1, XP_015173797.1, XP_015173801.1
OG0002085	XP_001599415.1	XP_015182656.1, XP_015182655.1
OG0002086	XP_016838135.1, XP_008212523.1, XP_008212525.1, XP_008212524.1, XP_031778642.1	XP_015188119.1
OG0002087	XP_031777220.1	XP_015174827.1, XP_015174829.1, XP_015174828.1, XP_015174830.1
OG0002088	XP_031780040.1, XP_031780039.1, XP_031780041.1	XP_015186423.1
OG0002089	XP_001604238.2	XP_015172491.1
OG0002090	XP_031781496.1, XP_001600915.3	XP_015179015.1, XP_015179014.1
OG0002091	XP_001601973.1	XP_015176656.1
OG0002092	XP_001599942.1	XP_015185208.1
OG0002093	XP_001605566.1	XP_015187945.1, XP_015187946.1
OG0002094	XP_001605247.1, XP_031785053.1	XP_015178846.1, XP_015178850.1
OG0002095	XP_008204059.1, XP_031786761.1	XP_015178723.1
OG0002096	XP_001608008.2	XP_015184909.1
OG0002097	XP_001607946.2	XP_015176521.1, XP_015176540.1, XP_015176515.1, XP_015176549.1, XP_015176531.1, XP_015176558.1
OG0002098	XP_016840374.1	XP_015179070.1
OG0002099	XP_008216008.1	XP_015172617.1
OG0002100	XP_008207420.1, XP_008207419.1, XP_031787329.1, XP_031787328.1, XP_001608233.1, XP_003426723.1, XP_032456137.1	XP_015177000.1
OG0002101	XP_001603143.3	XP_015184136.1
OG0002102	XP_031785420.1	XP_015180552.1
OG0002103	XP_032451939.1, XP_001606938.1, XP_032451940.1, XP_032451941.1, XP_032451938.1, XP_032451937.1	XP_015174491.1
OG0002104	XP_001603200.2, XP_031781601.1, XP_016843307.1, XP_008205863.1, XP_016837975.1, XP_008216145.2, XP_031780115.1	XP_015178280.1
OG0002105	XP_031781590.1	XP_015180372.1
OG0002106	XP_008208276.2	XP_015176235.1, XP_015176236.1
OG0002107	XP_008208102.1	XP_015184037.1, XP_015189870.1
OG0002108	XP_008210355.1	XP_015178117.1
OG0002109	XP_001603698.1	XP_015185231.1
OG0002110	XP_008210642.1, XP_031782070.1, XP_001602855.1	XP_015185703.1
OG0002111	XP_016841925.1	XP_015176308.1
OG0002113	XP_008215384.2, XP_032451924.1, XP_032451925.1, XP_001606602.1	XP_015183731.1
OG0002114	XP_008211284.1, XP_032455550.1	XP_015180999.1
OG0002115	XP_008208973.1, XP_031781565.1	XP_015179912.1, XP_015179913.1, XP_015179914.1
OG0002116	XP_031783439.1	XP_015177480.1, XP_015177482.1
OG0002117	XP_001604118.1	XP_015172055.1, XP_015172054.1, XP_015172051.1, XP_015172053.1
OG0002118	XP_031780694.1, XP_003425011.1	XP_015173000.1, XP_015172991.1
OG0002119	XP_016844267.1, XP_001603237.2	XP_015176824.1, XP_015176826.1, XP_015176822.1, XP_015176823.1, XP_015176825.1
OG0002120	XP_003426708.1	XP_015175722.1
OG0002121	XP_008214914.1	XP_015185580.1
OG0002122	XP_008203237.2	XP_015185272.1
OG0002123	XP_032454488.1, XP_031782308.1, XP_016839572.1, XP_016839573.1	XP_015188784.1
OG0002124	XP_031778232.1	XP_015180438.1
OG0002125	XP_016838894.1	XP_015183960.1
OG0002126	XP_016843477.1, XP_032455715.1, XP_003426336.1	XP_015172224.1
OG0002127	XP_031783636.1	XP_015187006.1
OG0002128	XP_031783799.1	XP_015184665.1
OG0002129	XP_001604008.2	XP_015181337.1
OG0002130	XP_003425969.1, XP_001607104.1	XP_015185366.1, XP_015185365.1
OG0002134	XP_001608257.1	XP_015174736.1
OG0002136	XP_001606239.2	XP_015188768.1, XP_015188767.1
OG0002137	XP_031781576.1, XP_031781578.1	XP_015177867.1
OG0002138	XP_001599555.1, XP_001599529.1	XP_015173339.1
OG0002139	XP_001604554.2	XP_015173785.1
OG0002140	XP_001607907.2	XP_015174668.1
OG0002141	XP_001603344.2	XP_015188670.1, XP_015188680.1
OG0002142	XP_031782400.2	XP_015179529.1, XP_015179530.1
OG0002143	XP_032456906.1, XP_008207517.1	XP_015174670.1
OG0002144	XP_016845774.2	XP_015183914.1
OG0002145	XP_001601117.4	XP_015187997.1
OG0002146	XP_003425852.1, XP_031780257.1	XP_015191389.1
OG0002147	XP_008216001.1, XP_008216003.1, XP_008216000.1	XP_015190908.1, XP_015190906.1, XP_015190907.1
OG0002148	XP_003424114.1	XP_015182137.1
OG0002149	XP_016843313.1, XP_016843317.2	XP_015178309.1
OG0002150	XP_008214740.1, XP_031786636.1, XP_031786635.1, XP_031786637.1, XP_016845321.1	XP_015183760.1
OG0002151	XP_016837769.1	XP_015183028.1
OG0002152	XP_008204427.3	XP_015173302.1, XP_015173303.1
OG0002153	XP_001602464.2	XP_015174121.1
OG0002154	XP_001601186.3, XP_032457037.1, XP_032457038.1, XP_032457039.1	XP_015180065.1
OG0002155	XP_031783561.2, XP_031783560.2	XP_015174195.1
OG0002156	XP_008205333.2, XP_031783076.1	XP_015190010.1
OG0002157	XP_032453787.1	XP_015190456.1
OG0002158	XP_003426278.1	XP_015174029.1
OG0002159	XP_016840863.1, XP_032458202.1, XP_032458201.1, XP_003426986.1	XP_015171334.1
OG0002160	XP_001604847.2, XP_031786384.1	XP_015191435.1
OG0002161	XP_008206236.1	XP_015178291.1
OG0002163	XP_016838517.1, XP_008212570.1	XP_015180901.1, XP_015180900.1
OG0002164	XP_031777815.1	XP_015185447.1
OG0002165	XP_031782646.1, XP_031782647.1, XP_016839851.1	XP_015185989.1, XP_015185990.1
OG0002166	XP_016839567.1	XP_015179018.1, XP_015179022.1
OG0002167	XP_001602195.1	XP_015182466.1
OG0002169	XP_032452529.1, XP_031778534.1, XP_031778535.1, XP_031778539.1, XP_031778537.1, XP_031778540.1, XP_031778538.1, XP_031778536.1	XP_015187786.1
OG0002170	XP_008217510.1	XP_015176567.1
OG0002171	XP_008207376.1	XP_015179242.1
OG0002172	XP_008207346.2	XP_015182247.1
OG0002173	XP_031784728.1	XP_015189626.1, XP_015189290.1
OG0002174	XP_031780888.1, XP_031780891.1	XP_015182186.1, XP_015182184.1
OG0002175	XP_031788789.1	XP_015187428.1
OG0002177	XP_016840421.2	XP_015187994.1, XP_015187993.1, XP_015187992.1, XP_015187991.1, XP_015187990.1
OG0002178	XP_008206149.1, XP_003426313.1, XP_001599608.2	XP_015180709.1, XP_015180693.1
OG0002179	XP_016845680.1	XP_015179780.1
OG0002182	XP_031782212.1	XP_015181502.1
OG0002183	XP_031786547.1, XP_008214888.2	XP_015185248.1
OG0002184	XP_016840736.1, XP_016840734.1	XP_015171861.1
OG0002185	XP_032453837.1, XP_016844152.2	XP_015177014.1
OG0002186	XP_031781049.1	XP_015182002.1
OG0002187	XP_032455262.1, XP_031784805.1	XP_015173549.1
OG0002189	XP_001601212.1, XP_032453471.1	XP_015190544.1
OG0002191	XP_032454980.1, XP_016840424.1, XP_003425108.1	XP_015181911.1
OG0002192	XP_008208525.1	XP_015184833.1, XP_015184841.1
OG0002193	NP_001127795.1, XP_008202527.1	XP_015186912.1
OG0002194	XP_032458184.1, XP_032458183.1	XP_015172527.1
OG0002195	NP_001123224.1, XP_016843907.1	XP_015187595.1
OG0002196	XP_031777747.1	XP_015189631.1
OG0002197	XP_001600257.1	XP_015176510.1
OG0002198	XP_031783068.1	XP_015191620.1
OG0002199	XP_016838315.1, XP_016838316.1	XP_015182151.1
OG0002201	XP_031788734.1	XP_015185517.1
OG0002202	XP_031785411.1	XP_015180405.1
OG0002203	XP_001607217.1	XP_015190845.1
OG0002204	XP_008211236.1, XP_031785128.1, XP_008211238.1, XP_031785129.1	XP_015178148.1, XP_015178149.1
OG0002206	XP_031787436.1	XP_015183516.1
OG0002208	XP_016840035.1	XP_015183524.1, XP_015183523.1
OG0002209	NP_001127792.1, XP_031778358.1	XP_015175221.1
OG0002211	XP_001607445.1	XP_015183748.1
OG0002212	XP_008204867.1	XP_015180028.1, XP_015180027.1, XP_015180029.1
OG0002213	XP_001602458.1	XP_015191834.1
OG0002214	XP_031785360.1	XP_015181988.1
OG0002215	NP_001153690.1, XP_031780961.1	XP_015176530.1
OG0002217	XP_003427205.1	XP_015174366.1, XP_015174367.1, XP_015174368.1, XP_015174369.1
OG0002218	XP_031776910.1, XP_031776909.1, XP_031776908.1, XP_032452009.1, XP_031776911.1	XP_015181050.1
OG0002219	XP_008208361.1, XP_008208362.1	XP_015182796.1
OG0002220	NP_001135910.1	XP_015184556.1, XP_015184557.1, XP_015184558.1
OG0002222	XP_031784035.1, XP_031784040.1	XP_015175356.1, XP_015175359.1
OG0002223	XP_016837163.1	XP_015182481.1
OG0002224	XP_031779085.1, XP_031779081.1	XP_015186484.1, XP_015186485.1
OG0002225	XP_016841873.1, XP_016841879.1	XP_015181139.1, XP_015181140.1, XP_015181141.1
OG0002226	XP_008206186.1, XP_001600621.1, XP_008206190.1	XP_015185768.1
OG0002227	XP_003424524.1	XP_015190591.1, XP_015190590.1, XP_015190589.1
OG0002228	NP_001127791.1, XP_031778369.1	XP_015175392.1, XP_015175384.1, XP_015175369.1, XP_015175358.1, XP_015175377.1
OG0002229	XP_032456715.1, XP_032456714.1, XP_032456713.1, XP_008207007.1, XP_008207006.1	XP_015186842.1, XP_015186841.1
OG0002230	XP_032453375.1	XP_015184052.1
OG0002236	XP_001601949.1	XP_015172513.1
OG0002237	NP_001161440.1	XP_015187597.1
OG0002238	XP_001600310.1	XP_015184748.1
OG0002239	XP_031778338.1, NP_001136340.1, NP_001136339.1	XP_015191218.1
OG0002240	NP_001135854.1, XP_031782996.1	XP_015183518.1
OG0002241	XP_032456077.1, XP_001603723.1	XP_015179386.1
OG0002242	XP_031777063.1	XP_015183167.1
OG0002243	XP_008211026.1	XP_015184634.1
OG0002244	XP_008215923.1	XP_015180869.1
OG0002245	XP_016839684.1, XP_032453339.1, XP_032453338.1	XP_015179137.1
OG0002246	XP_031787521.1, XP_031787522.1	XP_015181161.1, XP_015181162.1
OG0002247	NP_001177691.1, XP_008202498.1	XP_015180837.1
OG0002248	XP_001607853.1	XP_015191216.1
OG0002249	XP_031787510.1	XP_015185186.1, XP_015185187.1, XP_015185188.1
OG0002250	NP_001165804.1, NP_001165803.1, XP_016841996.1	XP_015171186.1, XP_015171187.1
OG0002251	NP_001165912.1, XP_008216725.1	XP_015185108.1
OG0002252	XP_016839116.1, XP_031783742.1	XP_015180365.1
OG0002254	XP_008210757.1	XP_015176317.1
OG0002255	XP_001606056.1, XP_008205015.1	XP_015186275.1, XP_015186266.1
OG0002256	XP_001605474.1	XP_015185670.1, XP_015185669.1
OG0002257	XP_001601437.1	XP_015187906.1
OG0002258	XP_016840171.1, XP_001601465.2, XP_001600374.2	XP_015185757.1
OG0002259	XP_001605923.1	XP_015175262.1
OG0002260	XP_008203077.1	XP_015183502.1, XP_015183503.1
OG0002261	XP_016845412.1	XP_015188367.1
OG0002262	XP_001599940.1	XP_015183389.1
OG0002263	NP_001127915.1	XP_015184173.1
OG0002264	XP_031779934.1	XP_015187738.1
OG0002265	XP_032453597.1, NP_001161241.1	XP_015175966.1
OG0002266	XP_001602605.2	XP_015189480.1
OG0002267	XP_001602262.1	XP_015179038.1, XP_015179037.1
OG0002268	XP_001607588.1	XP_015172008.1
OG0002269	XP_016841931.1	XP_015191049.1
OG0002270	XP_031778982.1	XP_015179197.1
OG0002271	XP_001599728.1	XP_015173077.1
OG0002273	XP_001607884.1	XP_015185679.1
OG0002274	XP_031785329.1	XP_015175987.1
OG0002275	XP_016837828.1	XP_015182261.1
OG0002276	XP_031781316.1	XP_015172430.1, XP_015172431.1
OG0002277	XP_016842710.1, XP_008202458.1, XP_032457319.1, XP_031777450.1	XP_015171406.1, XP_015171407.1
OG0002278	XP_016842444.1, XP_008201886.1	XP_015178481.1
OG0002279	XP_016845013.1, XP_016845012.1	XP_015172483.1
OG0002280	XP_016837704.1, XP_031787961.1	XP_015176737.1
OG0002281	XP_001599952.2	XP_015182321.1, XP_015182322.1
OG0002282	XP_001607188.1	XP_015186069.1
OG0002283	XP_003425908.1	XP_015179490.1
OG0002284	XP_016844455.2, XP_016841145.1	XP_015180711.1, XP_015180716.1
