Orthogroup	Nasonia_vitripennis	Vespa_mandarinia
OG0001912	XP_008216537.1	XP_035739936.1
OG0001913	XP_016844726.1	XP_035738544.1
OG0001914	XP_016838374.1	XP_035720609.1
OG0001915	XP_003427521.1, XP_003427523.1	XP_035732211.1
OG0001916	XP_008215942.1, XP_032456961.1	XP_035721860.1, XP_035721857.1, XP_035721861.1, XP_035721858.1, XP_035721859.1
OG0001917	XP_008203737.1, XP_008203739.1, XP_031782066.1, XP_031782067.1	XP_035737814.1
OG0001918	XP_032451863.1	XP_035723934.1, XP_035723937.1, XP_035723936.1, XP_035723935.1
OG0001918	XP_003427931.1	XP_035723938.1
OG0001919	XP_031788736.1, XP_031788448.1, XP_008212485.1	XP_035722709.1
OG0001920	XP_008215501.1, XP_001607287.1	XP_035729863.1, XP_035729861.1
OG0001921	XP_001604700.1	XP_035739206.1
OG0001922	XP_031779099.1, XP_031779098.1, XP_031779100.1	XP_035736712.1, XP_035736714.1
OG0001923	XP_008209458.1	XP_035740035.1
OG0001924	XP_031782567.1	XP_035720977.1, XP_035720981.1
OG0001925	XP_001607740.1, XP_008203086.1, XP_031777813.1	XP_035719164.1
OG0001926	XP_003426826.1	XP_035722640.1
OG0001927	XP_031788331.1, XP_016842024.1	XP_035741116.1, XP_035741118.1, XP_035741117.1
OG0001928	XP_016844845.2	XP_035738468.1
OG0001929	XP_031780127.1	XP_035719272.1, XP_035719271.1
OG0001930	XP_031779200.1	XP_035730074.1
OG0001931	XP_031777740.1, XP_001607753.1, XP_032451803.1	XP_035717865.1
OG0001933	XP_031778152.1, XP_003425501.1	XP_035740463.1
OG0001934	XP_016838487.1	XP_035731948.1, XP_035731953.1
OG0001935	XP_003427326.1	XP_035744258.1
OG0001936	NP_001164386.1, XP_031777853.1	XP_035722630.1
OG0001937	XP_032452144.1, NP_001128389.1, NP_001128390.1	XP_035738250.1
OG0001938	XP_031787199.1, XP_001603831.2	XP_035730147.1, XP_035736009.1
OG0001939	XP_031777252.1, XP_008215319.1, XP_008215317.1, XP_008215320.1, XP_001606070.1	XP_035726925.1
OG0001941	XP_032452908.1, XP_008209803.1	XP_035739439.1, XP_035739446.1
OG0001942	XP_008208407.1	XP_035723233.1
OG0001943	XP_031781572.1	XP_035719742.1
OG0001944	XP_008206976.2, XP_031786898.1	XP_035726697.1
OG0001945	XP_016844038.1, XP_031785446.1	XP_035740100.1
OG0001946	XP_003425284.1, XP_003425283.1, XP_008201901.1	XP_035718360.1
OG0001947	XP_031779520.1, XP_031779522.1	XP_035724027.1, XP_035724024.1
OG0001948	XP_016839730.1, XP_016839731.1	XP_035720239.1
OG0001950	XP_001606793.1	XP_035737014.1, XP_035737015.1
OG0001951	XP_008205666.1	XP_035719331.1
OG0001952	XP_031776867.1, XP_031776838.1	XP_035723358.1
OG0001953	XP_031787744.1	XP_035743922.1
OG0001954	XP_008206918.1	XP_035736960.1
OG0001955	XP_031786918.1, XP_031786917.1, XP_031780986.1	XP_035726680.1, XP_035726679.1
OG0001956	XP_008216697.1, XP_032453954.1	XP_035742090.1, XP_035742098.1, XP_035742082.1
OG0001957	XP_008209339.1	XP_035741892.1
OG0001959	XP_001604806.1	XP_035727175.1
OG0001960	XP_016844932.1, XP_016844931.1, XP_016844929.1	XP_035742253.1, XP_035742263.1, XP_035742271.1
OG0001961	XP_032453532.1, XP_001603588.2, XP_032453533.1	XP_035734760.1
OG0001963	XP_008213483.1	XP_035728364.1
OG0001964	XP_031784293.1, NP_001122409.2	XP_035737585.1
OG0001965	XP_031779566.1, XP_016841474.1	XP_035720178.1
OG0001966	XP_001607784.1	XP_035735625.1, XP_035735624.1
OG0001967	XP_008205423.1, NP_001155989.1, NP_001155990.1	XP_035726078.1
OG0001968	XP_016843785.1, XP_031787537.1	XP_035727988.1
OG0001969	XP_003427305.1	XP_035734385.1, XP_035734383.1, XP_035734384.1
OG0001970	XP_001600421.2	XP_035735840.1, XP_035735834.1, XP_035735837.1, XP_035735838.1, XP_035735835.1, XP_035735836.1, XP_035735841.1, XP_035735843.1, XP_035735839.1
OG0001971	XP_016838128.1	XP_035722776.1, XP_035721922.1, XP_035720192.1, XP_035721060.1
OG0001973	XP_032456675.1, XP_031787668.1	XP_035719261.1
OG0001974	XP_016842541.1, XP_016842540.1, XP_008202112.1, XP_008202114.1, XP_003425404.1, XP_032453528.1, XP_008202110.1	XP_035724213.1
OG0001975	XP_001603045.2, XP_016839305.1	XP_035725903.1, XP_035725905.1
OG0001976	XP_016844202.1	XP_035730315.1
OG0001977	XP_001602111.4	XP_035722673.1, XP_035722672.1, XP_035722674.1, XP_035722372.1, XP_035722373.1, XP_035722374.1
OG0001978	NP_001128299.1, XP_031778346.1, XP_031789018.1	XP_035730641.1, XP_035730640.1
OG0001980	XP_031776831.1, XP_008208266.2	XP_035742245.1
OG0001981	XP_008203612.1	XP_035743060.1
OG0001983	XP_008207012.1	XP_035718862.1
OG0001984	XP_008217695.1	XP_035723702.1
OG0001987	XP_008216612.1	XP_035719828.1, XP_035719827.1
OG0001988	XP_008212767.1, XP_031781386.1	XP_035743498.1, XP_035743493.1, XP_035743497.1, XP_035743496.1, XP_035743495.1
OG0001989	XP_001607213.1	XP_035741394.1
OG0001990	XP_001599614.1	XP_035735620.1
OG0001991	XP_032455315.1, XP_001600190.1	XP_035739539.1, XP_035739538.1, XP_035739540.1
OG0001992	XP_031778961.1	XP_035739800.1
OG0001993	XP_001601230.1, XP_032456076.1, XP_008218092.1	XP_035743880.1, XP_035743881.1
OG0001994	XP_003427198.1	XP_035738629.1
OG0001995	NP_001152805.1	XP_035740451.1
OG0001995	XP_031781693.1	XP_035742866.1
OG0001997	XP_031777941.1, XP_031778184.1, XP_001606900.1	XP_035732100.1
OG0001999	XP_032457883.1, XP_001599709.1, XP_032457880.1, XP_032457881.1, XP_032457882.1	XP_035736872.1, XP_035736871.1
OG0002000	XP_016844725.1, XP_016844723.1	XP_035728548.1
OG0002001	XP_001603234.1	XP_035722607.1, XP_035722608.1
OG0002002	XP_001603956.3	XP_035722422.1
OG0002003	XP_008216922.1, XP_008216920.1, XP_008216921.1, XP_008216919.1, XP_032455996.1	XP_035742384.1
OG0002004	XP_016845815.1, XP_032454966.1	XP_035723661.1
OG0002005	XP_031778969.1	XP_035738615.1, XP_035738635.1, XP_035738624.1
OG0002006	XP_031785912.1	XP_035743207.1
OG0002007	XP_008216173.1	XP_035724428.1
OG0002009	XP_001604479.1	XP_035719674.1
OG0002010	XP_008203068.1, XP_001604399.2, XP_016841702.1	XP_035740514.1, XP_035740516.1
OG0002011	XP_008212650.2	XP_035721307.1, XP_035721303.1, XP_035721305.1, XP_035721306.1, XP_035721304.1
OG0002012	XP_016838708.1, NP_001107659.1	XP_035743311.1, XP_035743310.1
OG0002014	XP_031787229.1, XP_031787226.1	XP_035727696.1
OG0002015	XP_016844027.1	XP_035733182.1
OG0002016	XP_031779048.1, XP_016839175.2	XP_035720900.1, XP_035720899.1, XP_035720901.1
OG0002017	XP_031787864.1	XP_035735019.1, XP_035734958.1
OG0002018	XP_031777015.1, XP_031777016.1, XP_008212302.1, XP_031777014.1	XP_035739377.1
OG0002019	XP_001608101.2	XP_035738821.1
OG0002020	XP_031783950.1, XP_031783940.1	XP_035723851.1
OG0002022	XP_001605064.1, XP_008209116.1	XP_035726378.1
OG0002023	XP_008214719.1	XP_035736419.1
OG0002024	XP_032454164.1, XP_001604471.2	XP_035724575.1, XP_035724576.1, XP_035724574.1
OG0002025	NP_001153367.1	XP_035739826.1
OG0002026	XP_016837634.1	XP_035733070.1
OG0002028	XP_016845934.1, XP_031788360.1, XP_001608170.1	XP_035735967.1
OG0002029	XP_008212219.2, XP_016844343.1	XP_035727801.1
OG0002030	XP_001607135.1, XP_032456699.1	XP_035725953.1
OG0002032	XP_016843474.1	XP_035732726.1, XP_035732732.1
OG0002034	XP_008214477.1, XP_031782282.1	XP_035720445.1, XP_035720443.1, XP_035720444.1, XP_035720446.1
OG0002036	XP_008214272.1	XP_035720251.1
OG0002037	XP_001599027.3	XP_035739511.1, XP_035720360.1
OG0002038	XP_032456776.1, XP_008211018.3	XP_035722315.1
OG0002040	XP_001602205.2, XP_031787285.1	XP_035727156.1
OG0002041	XP_031785024.1, XP_031785028.1	XP_035730098.1
OG0002042	XP_003426486.1, XP_001607860.1	XP_035735376.1
OG0002043	XP_001607464.2	XP_035719124.1, XP_035719123.1
OG0002044	XP_008215356.1	XP_035732094.1
OG0002045	XP_008215622.1, XP_001607677.1, XP_008215620.1, XP_031777102.1	XP_035739767.1
OG0002046	XP_001603683.1, XP_032455402.1	XP_035735974.1
OG0002047	XP_016838908.1	XP_035738257.1
OG0002048	XP_008204673.1	XP_035739918.1, XP_035739912.1
OG0002049	XP_008206879.1	XP_035719010.1
OG0002050	XP_001608046.1	XP_035739158.1
OG0002052	XP_031778328.1, NP_001153369.1	XP_035720452.1
OG0002053	XP_016838347.1, XP_001603104.1, XP_032452535.1	XP_035735927.1
OG0002054	XP_031786975.1	XP_035735815.1, XP_035735822.1
OG0002055	XP_003424937.1	XP_035740573.1
OG0002056	XP_008209991.2	XP_035736544.1, XP_035736545.1
OG0002057	XP_001602070.1	XP_035723084.1, XP_035723083.1, XP_035723080.1, XP_035723082.1, XP_035723079.1, XP_035723085.1
OG0002058	XP_031786224.1	XP_035740136.1
OG0002059	XP_008208388.1	XP_035727142.1, XP_035727141.1
OG0002060	XP_001599552.2	XP_035719880.1, XP_035719882.1
OG0002061	XP_001602037.2	XP_035741357.1
OG0002063	XP_001605407.1	XP_035717995.1, XP_035717987.1, XP_035718004.1
OG0002064	XP_031783669.1	XP_035734293.1, XP_035734294.1
OG0002065	XP_016845620.1, XP_031778190.1, XP_032454231.1	XP_035721238.1
OG0002066	XP_001607955.1	XP_035739648.1
OG0002067	XP_032457341.1	XP_035727493.1
OG0002068	XP_003424103.1, XP_008212711.1, XP_001607337.1	XP_035743353.1
OG0002069	XP_008210554.1, XP_032457897.1, XP_032457896.1, XP_032457895.1, XP_008217350.1, XP_031784234.1, XP_031784235.1	XP_035740810.1, XP_035741174.1
OG0002070	XP_001602392.2, XP_008202567.1	XP_035717658.1
OG0002071	XP_008213859.1, XP_008213860.1, XP_001599472.2	XP_035741025.1
OG0002072	XP_001600089.1	XP_035718675.1
OG0002073	XP_008209652.1, XP_008209654.1, XP_032452871.1, XP_008209657.1, XP_032452870.1, XP_032452869.1, XP_001605084.1	XP_035727915.1
OG0002075	NP_001154949.1	XP_035720687.1
OG0002076	XP_001605568.2	XP_035719131.1
OG0002077	XP_001607042.1	XP_035721646.1
OG0002078	XP_016840890.1	XP_035740068.1
OG0002080	XP_032452276.1, XP_032452277.1, XP_032452279.1, XP_032452278.1, XP_032452274.1, XP_032452280.1, XP_032452275.1, XP_031780715.1, XP_008208770.1	XP_035727188.1
OG0002081	XP_031784467.1, XP_031784464.1	XP_035741097.1, XP_035741095.1, XP_035741098.1, XP_035741094.1
OG0002082	XP_001607707.1, XP_031777691.1, XP_008203064.1, XP_008203063.1	XP_035724663.1
OG0002083	XP_008207019.1	XP_035718959.1
OG0002084	NP_001127786.1, XP_016837015.1	XP_035728399.1
OG0002085	XP_001599415.1	XP_035724969.1, XP_035724970.1, XP_035724968.1
OG0002086	XP_016838135.1, XP_008212523.1, XP_008212525.1, XP_008212524.1, XP_031778642.1	XP_035740909.1
OG0002087	XP_031777220.1	XP_035719326.1
OG0002088	XP_031780040.1, XP_031780039.1, XP_031780041.1	XP_035719764.1, XP_035719765.1
OG0002089	XP_001604238.2	XP_035720333.1, XP_035720336.1
OG0002090	XP_031781496.1, XP_001600915.3	XP_035736793.1, XP_035736794.1, XP_035736796.1, XP_035736795.1
OG0002091	XP_001601973.1	XP_035719020.1
OG0002092	XP_001599942.1	XP_035724954.1
OG0002093	XP_001605566.1	XP_035728201.1
OG0002094	XP_001605247.1, XP_031785053.1	XP_035722393.1
OG0002095	XP_008204059.1, XP_031786761.1	XP_035727860.1
OG0002096	XP_001608008.2	XP_035728116.1
OG0002097	XP_001607946.2	XP_035734565.1
OG0002098	XP_016840374.1	XP_035728920.1
OG0002099	XP_008216008.1	XP_035723708.1
OG0002100	XP_008207420.1, XP_008207419.1, XP_031787329.1, XP_031787328.1, XP_001608233.1, XP_003426723.1, XP_032456137.1	XP_035718610.1, XP_035718617.1
OG0002101	XP_001603143.3	XP_035733659.1, XP_035733662.1
OG0002102	XP_031785420.1	XP_035732555.1
OG0002103	XP_032451939.1, XP_001606938.1, XP_032451940.1, XP_032451941.1, XP_032451938.1, XP_032451937.1	XP_035733861.1
OG0002104	XP_001603200.2, XP_031781601.1, XP_016843307.1, XP_008205863.1, XP_016837975.1, XP_008216145.2, XP_031780115.1	XP_035724351.1
OG0002105	XP_031781590.1	XP_035731174.1
OG0002106	XP_008208276.2	XP_035721552.1, XP_035721556.1
OG0002107	XP_008208102.1	XP_035733340.1, XP_035733341.1
OG0002108	XP_008210355.1	XP_035724044.1
OG0002109	XP_001603698.1	XP_035718566.1, XP_035718394.1, XP_035718474.1, XP_035718656.1
OG0002110	XP_008210642.1, XP_031782070.1, XP_001602855.1	XP_035729328.1
OG0002111	XP_016841925.1	XP_035732279.1, XP_035732278.1, XP_035732275.1, XP_035732277.1, XP_035732276.1, XP_035732274.1
OG0002113	XP_008215384.2, XP_032451924.1, XP_032451925.1, XP_001606602.1	XP_035741707.1
OG0002114	XP_008211284.1, XP_032455550.1	XP_035730818.1
OG0002115	XP_008208973.1, XP_031781565.1	XP_035729727.1, XP_035729726.1
OG0002116	XP_031783439.1	XP_035733768.1
OG0002117	XP_001604118.1	XP_035734240.1
OG0002118	XP_031780694.1, XP_003425011.1	XP_035728940.1, XP_035728941.1
OG0002119	XP_016844267.1, XP_001603237.2	XP_035726268.1
OG0002120	XP_003426708.1	XP_035737273.1
OG0002121	XP_008214914.1	XP_035732878.1, XP_035732876.1
OG0002122	XP_008203237.2	XP_035722267.1
OG0002123	XP_032454488.1, XP_031782308.1, XP_016839572.1, XP_016839573.1	XP_035736862.1, XP_035736863.1
OG0002124	XP_031778232.1	XP_035730938.1, XP_035730937.1, XP_035730933.1, XP_035730934.1, XP_035730939.1, XP_035730935.1
OG0002125	XP_016838894.1	XP_035733410.1
OG0002126	XP_016843477.1, XP_032455715.1, XP_003426336.1	XP_035735563.1
OG0002127	XP_031783636.1	XP_035726427.1, XP_035726428.1
OG0002128	XP_031783799.1	XP_035731211.1
OG0002129	XP_001604008.2	XP_035737664.1
OG0002130	XP_003425969.1, XP_001607104.1	XP_035734204.1, XP_035734203.1
OG0002134	XP_001608257.1	XP_035719970.1
OG0002136	XP_001606239.2	XP_035735644.1
OG0002137	XP_031781576.1, XP_031781578.1	XP_035731787.1
OG0002138	XP_001599555.1, XP_001599529.1	XP_035725182.1
OG0002139	XP_001604554.2	XP_035728880.1
OG0002140	XP_001607907.2	XP_035729171.1
OG0002141	XP_001603344.2	XP_035720637.1, XP_035720632.1
OG0002142	XP_031782400.2	XP_035734948.1
OG0002143	XP_032456906.1, XP_008207517.1	XP_035729203.1, XP_035729213.1
OG0002144	XP_016845774.2	XP_035718592.1
OG0002145	XP_001601117.4	XP_035719132.1
OG0002146	XP_003425852.1, XP_031780257.1	XP_035731749.1
OG0002147	XP_008216001.1, XP_008216003.1, XP_008216000.1	XP_035718680.1
OG0002148	XP_003424114.1	XP_035722533.1
OG0002149	XP_016843313.1, XP_016843317.2	XP_035734711.1, XP_035734712.1
OG0002150	XP_008214740.1, XP_031786636.1, XP_031786635.1, XP_031786637.1, XP_016845321.1	XP_035731133.1
OG0002151	XP_016837769.1	XP_035735228.1
OG0002152	XP_008204427.3	XP_035727108.1
OG0002153	XP_001602464.2	XP_035740030.1, XP_035740028.1
OG0002154	XP_001601186.3, XP_032457037.1, XP_032457038.1, XP_032457039.1	XP_035717597.1
OG0002155	XP_031783561.2, XP_031783560.2	XP_035739887.1
OG0002156	XP_008205333.2, XP_031783076.1	XP_035717280.1, XP_035717274.1
OG0002157	XP_032453787.1	XP_035723199.1
OG0002158	XP_003426278.1	XP_035733783.1
OG0002159	XP_016840863.1, XP_032458202.1, XP_032458201.1, XP_003426986.1	XP_035719711.1
OG0002160	XP_001604847.2, XP_031786384.1	XP_035731772.1
OG0002161	XP_008206236.1	XP_035724581.1
OG0002163	XP_016838517.1, XP_008212570.1	XP_035736595.1, XP_035736594.1, XP_035736597.1
OG0002164	XP_031777815.1	XP_035729378.1, XP_035729373.1
OG0002165	XP_031782646.1, XP_031782647.1, XP_016839851.1	XP_035725968.1
OG0002166	XP_016839567.1	XP_035742335.1, XP_035742332.1
OG0002167	XP_001602195.1	XP_035743036.1
OG0002169	XP_032452529.1, XP_031778534.1, XP_031778535.1, XP_031778539.1, XP_031778537.1, XP_031778540.1, XP_031778538.1, XP_031778536.1	XP_035730230.1
OG0002170	XP_008217510.1	XP_035717789.1
OG0002171	XP_008207376.1	XP_035736697.1
OG0002172	XP_008207346.2	XP_035726761.1
OG0002173	XP_031784728.1	XP_035722407.1
OG0002174	XP_031780888.1, XP_031780891.1	XP_035726475.1
OG0002175	XP_031788789.1	XP_035744064.1, XP_035744049.1
OG0002177	XP_016840421.2	XP_035719135.1, XP_035719136.1, XP_035719137.1
OG0002178	XP_008206149.1, XP_003426313.1, XP_001599608.2	XP_035718171.1
OG0002179	XP_016845680.1	XP_035735938.1
OG0002182	XP_031782212.1	XP_035737539.1
OG0002183	XP_031786547.1, XP_008214888.2	XP_035724470.1, XP_035724478.1
OG0002184	XP_016840736.1, XP_016840734.1	XP_035742837.1, XP_035734166.1
OG0002185	XP_032453837.1, XP_016844152.2	XP_035727623.1
OG0002186	XP_031781049.1	XP_035719396.1
OG0002187	XP_032455262.1, XP_031784805.1	XP_035721914.1, XP_035721915.1
OG0002189	XP_001601212.1, XP_032453471.1	XP_035733181.1, XP_035733180.1
OG0002191	XP_032454980.1, XP_016840424.1, XP_003425108.1	XP_035738117.1, XP_035738115.1
OG0002192	XP_008208525.1	XP_035730132.1, XP_035730131.1
OG0002193	NP_001127795.1, XP_008202527.1	XP_035721519.1
OG0002194	XP_032458184.1, XP_032458183.1	XP_035741186.1
OG0002195	NP_001123224.1, XP_016843907.1	XP_035719364.1, XP_035719362.1
OG0002196	XP_031777747.1	XP_035732389.1
OG0002197	XP_001600257.1	XP_035743995.1
OG0002198	XP_031783068.1	XP_035729653.1
OG0002199	XP_016838315.1, XP_016838316.1	XP_035726488.1, XP_035726489.1
OG0002201	XP_031788734.1	XP_035727118.1
OG0002202	XP_031785411.1	XP_035732865.1
OG0002203	XP_001607217.1	XP_035725983.1
OG0002204	XP_008211236.1, XP_031785128.1, XP_008211238.1, XP_031785129.1	XP_035724217.1
OG0002206	XP_031787436.1	XP_035729404.1
OG0002208	XP_016840035.1	XP_035717953.1, XP_035717955.1, XP_035717954.1
OG0002209	NP_001127792.1, XP_031778358.1	XP_035731912.1
OG0002211	XP_001607445.1	XP_035732481.1
OG0002213	XP_001602458.1	XP_035732039.1, XP_035732038.1
OG0002214	XP_031785360.1	XP_035738119.1, XP_035738118.1
OG0002215	NP_001153690.1, XP_031780961.1	XP_035717904.1
OG0002217	XP_003427205.1	XP_035742441.1
OG0002218	XP_031776910.1, XP_031776909.1, XP_031776908.1, XP_032452009.1, XP_031776911.1	XP_035738206.1, XP_035738205.1
OG0002219	XP_008208361.1, XP_008208362.1	XP_035727483.1, XP_035727484.1
OG0002220	NP_001135910.1	XP_035719836.1, XP_035719837.1
OG0002222	XP_031784035.1, XP_031784040.1	XP_035724716.1, XP_035724709.1
OG0002223	XP_016837163.1	XP_035730744.1
OG0002224	XP_031779085.1, XP_031779081.1	XP_035730549.1, XP_035730552.1
OG0002225	XP_016841873.1, XP_016841879.1	XP_035736391.1, XP_035736394.1, XP_035736393.1, XP_035736390.1
OG0002226	XP_008206186.1, XP_001600621.1, XP_008206190.1	XP_035742558.1
OG0002227	XP_003424524.1	XP_035718241.1, XP_035718238.1, XP_035718237.1, XP_035718239.1, XP_035718240.1, XP_035718235.1, XP_035718234.1, XP_035718236.1
OG0002228	NP_001127791.1, XP_031778369.1	XP_035731902.1
OG0002229	XP_032456715.1, XP_032456714.1, XP_032456713.1, XP_008207007.1, XP_008207006.1	XP_035718028.1, XP_035718025.1
OG0002230	XP_032453375.1	XP_035733576.1, XP_035733579.1, XP_035733577.1, XP_035733575.1, XP_035733580.1, XP_035733581.1
OG0002236	XP_001601949.1	XP_035720340.1
OG0002237	NP_001161440.1	XP_035719365.1
OG0002238	XP_001600310.1	XP_035721079.1
OG0002238	XP_032457755.1	XP_035721080.1
OG0002239	XP_031778338.1, NP_001136340.1, NP_001136339.1	XP_035743409.1, XP_035743410.1, XP_035743412.1, XP_035743411.1
OG0002240	NP_001135854.1, XP_031782996.1	XP_035718141.1, XP_035718144.1, XP_035718142.1
OG0002241	XP_032456077.1, XP_001603723.1	XP_035734936.1, XP_035734937.1, XP_035734938.1
OG0002242	XP_031777063.1	XP_035726790.1
OG0002243	XP_008211026.1	XP_035725084.1
OG0002244	XP_008215923.1	XP_035740441.1
OG0002245	XP_016839684.1, XP_032453339.1, XP_032453338.1	XP_035742737.1, XP_035742741.1
OG0002246	XP_031787521.1, XP_031787522.1	XP_035736444.1, XP_035736446.1
OG0002247	NP_001177691.1, XP_008202498.1	XP_035738974.1
OG0002248	XP_001607853.1	XP_035743408.1
OG0002249	XP_031787510.1	XP_035725715.1
OG0002250	NP_001165804.1, NP_001165803.1, XP_016841996.1	XP_035719265.1
OG0002251	NP_001165912.1, XP_008216725.1	XP_035736000.1
OG0002252	XP_016839116.1, XP_031783742.1	XP_035730855.1, XP_035730854.1
OG0002254	XP_008210757.1	XP_035729455.1, XP_035729454.1
OG0002255	XP_001606056.1, XP_008205015.1	XP_035729788.1
OG0002256	XP_001605474.1	XP_035725178.1, XP_035725179.1
OG0002257	XP_001601437.1	XP_035743886.1
OG0002258	XP_016840171.1, XP_001601465.2, XP_001600374.2	XP_035718038.1
OG0002259	XP_001605923.1	XP_035724390.1
OG0002260	XP_008203077.1	XP_035743186.1, XP_035743187.1
OG0002261	XP_016845412.1	XP_035732705.1
OG0002262	XP_001599940.1	XP_035720006.1
OG0002263	NP_001127915.1	XP_035733818.1
OG0002264	XP_031779934.1	XP_035730925.1
OG0002265	XP_032453597.1, NP_001161241.1	XP_035726214.1
OG0002266	XP_001602605.2	XP_035723103.1
OG0002267	XP_001602262.1	XP_035722658.1
OG0002268	XP_001607588.1	XP_035734272.1, XP_035734271.1
OG0002269	XP_016841931.1	XP_035728936.1
OG0002270	XP_031778982.1	XP_035742720.1
OG0002271	XP_001599728.1	XP_035723765.1, XP_035723766.1, XP_035723768.1
OG0002273	XP_001607884.1	XP_035725230.1, XP_035725224.1, XP_035725223.1, XP_035725226.1, XP_035725225.1, XP_035725228.1, XP_035725227.1, XP_035725229.1
OG0002274	XP_031785329.1	XP_035721562.1, XP_035721563.1
OG0002275	XP_016837828.1	XP_035726962.1
OG0002276	XP_031781316.1	XP_035720282.1
OG0002277	XP_016842710.1, XP_008202458.1, XP_032457319.1, XP_031777450.1	XP_035719710.1
OG0002278	XP_016842444.1, XP_008201886.1	XP_035718348.1
OG0002279	XP_016845013.1, XP_016845012.1	XP_035720745.1, XP_035720744.1
OG0002280	XP_016837704.1, XP_031787961.1	XP_035720650.1
OG0002281	XP_001599952.2	XP_035739708.1
OG0002282	XP_001607188.1	XP_035737804.1, XP_035737803.1, XP_035737802.1, XP_035737801.1, XP_035737807.1, XP_035737806.1, XP_035737808.1, XP_035737805.1
OG0002283	XP_003425908.1	XP_035735099.1
OG0002284	XP_016844455.2, XP_016841145.1	XP_035718169.1
OG0002285	XP_001603067.1	XP_035727891.1
OG0002286	XP_031780400.1	XP_035725403.1
OG0002287	XP_031784756.1	XP_035729158.1
OG0002288	XP_008209398.1, XP_032453070.1	XP_035719112.1
