Orthogroup	Nasonia_vitripennis	Habropoda_laboriosa
OG0001655	XP_001603980.2	XP_017794236.1
OG0001656	XP_001606701.1	XP_017790946.1
OG0001657	XP_001606493.1	XP_017792392.1
OG0001658	XP_031787185.1	XP_017796992.1
OG0001659	XP_031788066.1, XP_031788064.1, XP_031788065.1, XP_032456070.1, XP_032456068.1, XP_032456069.1, XP_031788063.1	XP_017796597.1
OG0001660	XP_008217155.1	XP_017789070.1
OG0001661	XP_016841698.1, XP_016841700.1	XP_017793892.1, XP_017793891.1
OG0001662	XP_032453548.1, XP_032453537.1	XP_017796675.1
OG0001663	XP_032452823.1, XP_031779996.1, XP_008217774.1, XP_001605727.2, XP_032452824.1	XP_017791598.1
OG0001664	XP_032455099.1	XP_017788645.1, XP_017788639.1
OG0001665	XP_031786788.1	XP_017789292.1
OG0001666	XP_001606145.2	XP_017794583.1, XP_017794586.1, XP_017794584.1, XP_017794585.1
OG0001668	NP_001154951.1, XP_031784260.1	XP_017793262.1
OG0001669	XP_031788032.1, XP_032456034.1	XP_017792688.1
OG0001670	XP_031781642.1	XP_017797873.1
OG0001671	XP_008202575.1, XP_032451770.1	XP_017793876.1
OG0001672	XP_001606256.1	XP_017791223.1
OG0001674	XP_008213000.1	XP_017799245.1
OG0001675	XP_003423909.1, XP_032455380.1, XP_032455379.1, XP_008215219.1	XP_017798751.1
OG0001676	XP_001604719.1, XP_008210900.1, XP_008210901.1	XP_017794152.1
OG0001677	XP_031780122.1, XP_008217767.1, XP_008217768.1	XP_017795798.1, XP_017795797.1
OG0001678	XP_001608054.1	XP_017794254.1
OG0001679	XP_001606876.1	XP_017789223.1
OG0001680	XP_031779461.1, XP_003424107.1, XP_003424106.1, XP_032452614.1	XP_017787548.1, XP_017787547.1
OG0001681	XP_001601191.1, XP_032454395.1, XP_032454394.1, XP_032454396.1, XP_032454397.1	XP_017788788.1
OG0001682	XP_031778882.1, XP_031778892.1	XP_017789514.1
OG0001683	XP_031782629.1, XP_031782628.1, XP_001603826.1	XP_017794882.1
OG0001684	XP_008214622.1	XP_017799022.1, XP_017799034.1
OG0001685	XP_001601619.1, XP_008209389.1	XP_017788060.1
OG0001686	XP_031786365.1	XP_017793018.1
OG0001687	XP_008205605.1	XP_017788725.1
OG0001688	XP_016838655.1, XP_016838654.1	XP_017798487.1
OG0001689	XP_001601304.1	XP_017789853.1
OG0001690	XP_016838526.1, XP_031780708.1	XP_017797806.1
OG0001693	XP_016844904.1, XP_016844903.1	XP_017790115.1
OG0001694	XP_001601595.2, XP_008214379.1	XP_017789348.1
OG0001695	XP_001605495.2	XP_017796714.1, XP_017796715.1, XP_017796713.1
OG0001696	XP_016839940.1, XP_016839935.1	XP_017794582.1, XP_017794581.1
OG0001697	XP_008214784.1, XP_031786212.1	XP_017793560.1
OG0001699	XP_001605545.2	XP_017794255.1
OG0001700	XP_003425515.2	XP_017789552.1
OG0001701	XP_001603038.2	XP_017793264.1
OG0001702	XP_001602772.2	XP_017790324.1
OG0001703	XP_031783612.1	XP_017793259.1
OG0001704	XP_031784623.1	XP_017791498.1
OG0001706	XP_001607299.1	XP_017791445.1
OG0001707	XP_031784085.1, XP_031784087.1	XP_017797534.1
OG0001708	XP_032456367.1	XP_017793934.1
OG0001709	XP_031778401.1, XP_016838351.2	XP_017789504.1
OG0001711	XP_001604450.1	XP_017798206.1
OG0001712	XP_016840038.1, XP_003426087.1	XP_017789844.1
OG0001713	XP_031781853.1, XP_008205133.1	XP_017789213.1
OG0001714	XP_031784875.1	XP_017792904.1
OG0001715	XP_001602678.2	XP_017795242.1
OG0001716	XP_031788831.1	XP_017797518.1
OG0001717	XP_031780580.1, XP_031780579.1, XP_031780581.1	XP_017798111.1
OG0001718	NP_001123321.1	XP_017788200.1
OG0001719	XP_016839634.1, XP_031782819.1	XP_017799086.1, XP_017799085.1, XP_017799084.1
OG0001720	XP_001603454.1	XP_017790527.1
OG0001721	XP_031784920.1, XP_008211464.1, XP_001604766.2, XP_016841820.1	XP_017797403.1
OG0001722	XP_001599948.2	XP_017792195.1
OG0001724	XP_008214393.1, XP_008214394.1, XP_031779599.1, XP_032452512.1, XP_001601900.1	XP_017790653.1
OG0001725	XP_008206905.1	XP_017792815.1
OG0001726	XP_016839031.1	XP_017792590.1
OG0001727	XP_031779917.1	XP_017793946.1
OG0001728	XP_031778302.1, XP_031778296.1	XP_017795059.1
OG0001730	XP_016845767.1	XP_017797255.1
OG0001731	XP_001602845.2	XP_017789010.1
OG0001732	XP_032454981.1, XP_001600976.1	XP_017796000.1
OG0001733	XP_031779561.1	XP_017789924.1
OG0001734	XP_031784313.1, NP_001123274.2	XP_017797171.1
OG0001735	XP_031777893.1	XP_017796517.1
OG0001736	XP_008208106.2, XP_016837375.1	XP_017788466.1
OG0001737	XP_001608059.1	XP_017794221.1
OG0001738	XP_031778432.1	XP_017795108.1
OG0001740	XP_031785471.1	XP_017791384.1, XP_017791392.1
OG0001741	XP_001604752.1, XP_016842588.1	XP_017795095.1
OG0001742	XP_031777878.1	XP_017789562.1
OG0001743	XP_003424504.1	XP_017788870.1
OG0001744	XP_032456693.1, XP_008207057.1	XP_017796839.1
OG0001745	NP_001123290.1, XP_016843823.1	XP_017798901.1
OG0001746	XP_008215090.1, XP_001601463.1, XP_008215089.1	XP_017790066.1
OG0001748	XP_031782214.1, XP_031782223.1	XP_017796452.1
OG0001749	XP_031782462.1, XP_031782476.1	XP_017788365.1
OG0001750	XP_008214524.1, NP_001177690.1	XP_017797356.1
OG0001751	XP_031788400.1	XP_017796400.1
OG0001753	XP_003426479.1, XP_003426480.1, XP_008207484.1, XP_032456923.1, XP_008207476.1, XP_001608253.1	XP_017790149.1
OG0001754	XP_001605050.1	XP_017799002.1
OG0001755	XP_031781685.1, XP_031781691.1, XP_031781688.1, XP_031781690.1, XP_031781689.1, XP_008214355.2, XP_031781687.1, XP_031781684.1, XP_031781686.1, XP_031781683.1	XP_017791170.1, XP_017788759.1
OG0001756	XP_001604909.2, XP_008210907.1, XP_008210911.1, XP_008210912.1, XP_008210910.1, XP_008210906.1	XP_017788252.1
OG0001758	XP_001606851.1	XP_017796060.1
OG0001759	XP_001603531.2	XP_017792584.1
OG0001760	XP_008215927.1	XP_017795647.1
OG0001762	XP_016837803.1	XP_017793896.1
OG0001763	XP_001606327.2, NP_001153433.1	XP_017793036.1, XP_017793035.1
OG0001764	XP_001602093.2, XP_001602067.1, XP_008211706.2, XP_008211584.1	XP_017793686.1
OG0001765	XP_003427929.1, XP_008213853.1, XP_008213854.1, XP_031786389.1	XP_017791359.1
OG0001767	XP_008207626.1	XP_017792208.1
OG0001768	XP_001607572.2	XP_017790076.1
OG0001769	XP_016836818.1	XP_017792665.1
OG0001771	XP_003427532.1	XP_017793661.1
OG0001772	XP_031789545.1	XP_017788238.1, XP_017788234.1, XP_017788237.1, XP_017788232.1, XP_017788233.1
OG0001773	XP_031783227.1	XP_017798319.1, XP_017798312.1
OG0001775	XP_031785563.1	XP_017798439.1
OG0001776	XP_001605879.1, XP_032452527.1, XP_032452526.1, XP_032452525.1, XP_031779330.1	XP_017793207.1
OG0001777	XP_001599602.1	XP_017789765.1, XP_017789772.1
OG0001778	XP_001606733.1	XP_017795229.1
OG0001779	XP_031779220.1	XP_017793884.1
OG0001780	XP_001600215.1, XP_001601642.1	XP_017798572.1
OG0001781	XP_008207023.1	XP_017797368.1
OG0001782	XP_001599355.1	XP_017792078.1
OG0001783	XP_016843291.1	XP_017795149.1
OG0001784	XP_031783677.1, XP_031783676.1	XP_017798029.1
OG0001785	XP_001604175.2	XP_017797199.1, XP_017797200.1
OG0001786	XP_001608245.1, XP_032457057.1	XP_017795373.1
OG0001787	XP_008215237.1	XP_017791838.1
OG0001788	XP_031780973.1, XP_031780965.1	XP_017798997.1
OG0001789	XP_001604882.1, XP_031785410.1, XP_032455592.1	XP_017790648.1
OG0001790	XP_031786238.1, XP_008214619.1, XP_008214618.1, XP_008214617.1, XP_032454726.1	XP_017787502.1, XP_017787516.1
OG0001791	XP_001608149.1	XP_017790506.1, XP_017790507.1
OG0001792	XP_001600760.1	XP_017791405.1
OG0001793	XP_008214898.1	XP_017789159.1
OG0001794	XP_001605396.1	XP_017790352.1
OG0001795	XP_001607324.1	XP_017788678.1
OG0001796	XP_008206390.1, XP_032454210.1, XP_016839005.1, XP_001605732.2	XP_017794875.1
OG0001797	XP_031778511.1, XP_008207962.1	XP_017794907.1
OG0001799	XP_001603027.1, XP_031784347.2, XP_001603141.1	XP_017798101.1
OG0001800	XP_001603293.1	XP_017788341.1
OG0001801	XP_031786470.1	XP_017793223.1
OG0001802	XP_032454417.1, XP_032454418.1, XP_032454419.1, XP_031781983.1, XP_031781985.1, XP_031781984.1, XP_031781986.1	XP_017788416.1
OG0001803	XP_008216245.1	XP_017798289.1
OG0001804	XP_008216463.1	XP_017788661.1, XP_017788660.1
OG0001805	XP_016841795.1, NP_001155144.1, XP_008201766.1	XP_017798644.1
OG0001806	XP_031778822.1, XP_031778823.1	XP_017790958.1
OG0001807	XP_008210360.2	XP_017788285.1
OG0001808	NP_001136342.1	XP_017796496.1
OG0001809	XP_001599542.2	XP_017794298.1
OG0001810	XP_031778732.1	XP_017790447.1, XP_017790446.1
OG0001811	XP_001604243.1	XP_017789341.1
OG0001812	XP_016838603.1	XP_017788724.1
OG0001813	XP_032456222.1, XP_032456225.1, XP_031789645.1, XP_031789646.1, XP_031789644.1, XP_031789643.1	XP_017794048.1
OG0001814	XP_001606172.1	XP_017790229.1
OG0001816	XP_001600797.1, XP_001602430.1	XP_017794366.1
OG0001817	XP_031778530.1	XP_017787541.1
OG0001818	XP_032452105.1, XP_001606225.1	XP_017788560.1
OG0001819	XP_031782397.1	XP_017796381.1
OG0001820	XP_001601107.1	XP_017796387.1, XP_017793841.1
OG0001821	XP_001606303.4, XP_008203951.2	XP_017794565.1
OG0001822	XP_001603912.2, XP_008202668.1	XP_017790143.1
OG0001823	NP_001135434.1	XP_017795882.1
OG0001824	XP_031782171.1	XP_017794482.1
OG0001826	XP_001606320.1	XP_017792044.1
OG0001827	XP_031784416.1	XP_017790702.1
OG0001828	XP_031782069.1, XP_001600397.1	XP_017792068.1
OG0001830	XP_008210294.1	XP_017796097.1
OG0001831	XP_031788055.1	XP_017798675.1
OG0001832	XP_031787912.1, XP_031787911.1	XP_017796598.1
OG0001833	XP_008208243.1, XP_031776628.1, XP_031776626.1, XP_032451829.1, XP_032451828.1, XP_032451825.1, XP_032451824.1, XP_032451827.1, XP_032451826.1, XP_016836714.1	XP_017795836.1
OG0001834	NP_001165788.1	XP_017792894.1, XP_017792893.1
OG0001835	XP_031784847.1	XP_017788160.1
OG0001836	XP_032452667.1	XP_017787972.1
OG0001837	XP_031785035.1, XP_001602132.1	XP_017793084.1
OG0001838	XP_003425218.1	XP_017792110.1
OG0001839	XP_031778745.1	XP_017798036.1
OG0001840	XP_003427589.1	XP_017796094.1
OG0001841	XP_001600825.2	XP_017795639.1
OG0001842	XP_001602441.1	XP_017795964.1
OG0001843	XP_032452489.1	XP_017791221.1
OG0001844	XP_001600994.2	XP_017797809.1
OG0001845	XP_001599772.1, XP_001599672.1, XP_031785182.1	XP_017799544.1
OG0001846	XP_001602119.1	XP_017793705.1
OG0001847	XP_031784075.1, NP_001135845.1	XP_017791488.1
OG0001848	XP_016837498.2	XP_017794301.1
OG0001850	XP_016838533.1, XP_032452540.1, XP_032452543.1, XP_032452537.1, XP_032452534.1	XP_017797754.1, XP_017797753.1
OG0001851	XP_031781505.1	XP_017794948.1
OG0001852	XP_031783963.1	XP_017793405.1
OG0001853	XP_031779560.1, XP_031779559.1	XP_017790883.1
OG0001854	XP_003424613.1	XP_017794822.1
OG0001855	XP_031780439.1, XP_008208172.1, XP_008208173.1, XP_001600501.1	XP_017791362.1
OG0001856	XP_001606708.1, XP_032458145.1, XP_032458144.1, XP_032458146.1, XP_016839189.1	XP_017794392.1
OG0001857	XP_031785095.1, XP_031785100.1, XP_031785098.1, XP_031785099.1, XP_031785096.1, XP_031785097.1	XP_017795724.1
OG0001858	XP_031783316.1, XP_031783317.1, XP_031783315.1, XP_031783314.1	XP_017788813.1
OG0001859	XP_031788809.1	XP_017789873.1
OG0001860	XP_008208667.1, XP_016838277.1	XP_017791733.1
OG0001861	XP_031779274.1, XP_001604531.1	XP_017790754.1
OG0001862	XP_032455409.1, XP_032455410.1, XP_016840903.1	XP_017793258.1
OG0001864	XP_008216930.1, XP_008216933.1	XP_017796198.1
OG0001865	XP_008213688.1	XP_017792067.1
OG0001866	XP_001607499.1, XP_001607501.2, XP_031779743.1	XP_017798718.1
OG0001867	XP_032453440.1, XP_032453441.1, XP_031780193.1, XP_031780194.1	XP_017789784.1
OG0001868	XP_003423929.1, XP_003423930.1	XP_017793065.1
OG0001869	XP_016845329.1, XP_031786408.1, XP_032455218.1, XP_016845330.1	XP_017793537.1
OG0001870	XP_008213110.1, XP_008213111.1, XP_008213109.1	XP_017789092.1, XP_017789091.1
OG0001871	XP_001602810.2	XP_017793734.1
OG0001872	XP_001606141.1	XP_017794257.1
OG0001873	NP_001135849.1, XP_031789337.1, XP_031789333.1	XP_017798861.1
OG0001874	XP_031783282.1	XP_017793733.1
OG0001875	XP_016843737.2, XP_031787829.1	XP_017791620.1
OG0001876	XP_008202206.1, XP_008202205.1	XP_017794660.1
OG0001877	XP_031787040.1, XP_016841057.1	XP_017795894.1
OG0001878	XP_031783645.1	XP_017794841.1
OG0001879	XP_001606632.2	XP_017796154.1
OG0001880	XP_031786774.1, XP_031786778.1, XP_031786771.1	XP_017790601.1
OG0001881	XP_001604825.1, XP_003425165.1	XP_017797470.1
OG0001882	XP_031781968.1, XP_031781973.1	XP_017788444.1
OG0001883	XP_001600206.1	XP_017792086.1
OG0001885	XP_008214621.1	XP_017787749.1
OG0001886	XP_031785450.1	XP_017798065.1
OG0001887	XP_016840834.1	XP_017796424.1
OG0001888	XP_031781367.1	XP_017798513.1
OG0001889	XP_001608169.1	XP_017792380.1
OG0001891	XP_016840682.1, XP_031785164.1	XP_017796024.1
OG0001892	XP_031780675.1	XP_017792206.1, XP_017792207.1
OG0001893	XP_031780757.1	XP_017789830.1
OG0001894	XP_008210932.1	XP_017788208.1
OG0001895	XP_031787844.1, XP_031787851.1, XP_031787846.1	XP_017798560.1
OG0001896	XP_016838553.1, XP_016838549.1	XP_017789814.1
OG0001897	XP_001601168.1	XP_017792467.1
OG0001898	XP_031786285.1, XP_031786233.1, XP_001604787.3, XP_016843937.1	XP_017799201.1
OG0001899	XP_016841545.1	XP_017793378.1
OG0001900	XP_001606107.2	XP_017796938.1
OG0001901	XP_001604350.2	XP_017793421.1
OG0001902	XP_001605445.1	XP_017792923.1
OG0001903	XP_016844247.1	XP_017790151.1
OG0001904	XP_031779842.1	XP_017792137.1
OG0001905	XP_031785555.1	XP_017790820.1
OG0001906	XP_032458034.1	XP_017795460.1
OG0001907	XP_016843397.1	XP_017790153.1
OG0001908	NP_001155084.1, XP_008207737.1	XP_017789053.1
OG0001909	XP_032456056.1	XP_017788624.1
OG0001910	XP_008201822.1	XP_017796487.1
OG0001912	XP_008216537.1	XP_017789374.1, XP_017789373.1
OG0001913	XP_016844726.1	XP_017788497.1
OG0001914	XP_016838374.1	XP_017794479.1
OG0001915	XP_003427521.1, XP_003427523.1	XP_017790631.1
OG0001916	XP_008215942.1, XP_032456961.1	XP_017796382.1
OG0001917	XP_008203737.1, XP_008203739.1, XP_031782066.1, XP_031782067.1	XP_017787877.1
OG0001918	XP_003427931.1	XP_017791322.1
OG0001919	XP_031788736.1, XP_031788448.1, XP_008212485.1	XP_017789323.1
OG0001920	XP_008215501.1, XP_001607287.1	XP_017790921.1
OG0001921	XP_001604700.1	XP_017790912.1
OG0001922	XP_031779099.1, XP_031779098.1, XP_031779100.1	XP_017788435.1
OG0001923	XP_008209458.1	XP_017787614.1
OG0001924	XP_031782567.1	XP_017795840.1
OG0001925	XP_001607740.1, XP_008203086.1, XP_031777813.1	XP_017794515.1
OG0001926	XP_003426826.1	XP_017787450.1, XP_017787451.1, XP_017787452.1
OG0001927	XP_031788331.1, XP_016842024.1	XP_017794881.1
OG0001928	XP_016844845.2	XP_017793870.1
OG0001929	XP_031780127.1	XP_017795389.1
OG0001930	XP_031779200.1	XP_017790170.1
OG0001931	XP_031777740.1, XP_001607753.1, XP_032451803.1	XP_017792740.1
OG0001933	XP_031778152.1, XP_003425501.1	XP_017788181.1
OG0001934	XP_016838487.1	XP_017788059.1
OG0001935	XP_003427326.1	XP_017788329.1
OG0001936	NP_001164386.1, XP_031777853.1	XP_017787497.1
OG0001937	XP_032452144.1, NP_001128389.1, NP_001128390.1	XP_017797362.1
OG0001938	XP_031787199.1, XP_001603831.2	XP_017791839.1
OG0001939	XP_031777252.1, XP_008215319.1, XP_008215317.1, XP_008215320.1, XP_001606070.1	XP_017788602.1
OG0001940	XP_008214308.2	XP_017795175.1
OG0001941	XP_032452908.1, XP_008209803.1	XP_017788269.1
OG0001942	XP_008208407.1	XP_017787537.1
OG0001943	XP_031781572.1	XP_017793244.1
OG0001944	XP_008206976.2, XP_031786898.1	XP_017799157.1
OG0001945	XP_031785446.1	XP_017792958.1
OG0001946	XP_003425284.1, XP_003425283.1, XP_008201901.1	XP_017793389.1
OG0001947	XP_031779520.1, XP_031779522.1	XP_017798164.1, XP_017798141.1
OG0001948	XP_016839730.1, XP_016839731.1	XP_017787734.1
OG0001949	XP_008216747.1, XP_031777065.1, XP_032451847.1, XP_032451848.1	XP_017787365.1
OG0001950	XP_001606793.1	XP_017788139.1
OG0001951	XP_008205666.1	XP_017793827.1, XP_017793829.1
OG0001952	XP_031776867.1, XP_031776838.1	XP_017787415.1
OG0001953	XP_031787744.1	XP_017787424.1
OG0001954	XP_008206918.1	XP_017791395.1
OG0001955	XP_031786918.1, XP_031786917.1, XP_031780986.1	XP_017787642.1
OG0001956	XP_008216697.1, XP_032453954.1	XP_017796758.1
OG0001959	XP_001604806.1	XP_017790743.1, XP_017790744.1
OG0001960	XP_016844932.1, XP_016844931.1, XP_016844929.1	XP_017796201.1
OG0001961	XP_032453532.1, XP_001603588.2, XP_032453533.1	XP_017788069.1, XP_017788070.1, XP_017788068.1
OG0001962	XP_008206753.1	XP_017788703.1
OG0001963	XP_008213483.1	XP_017790030.1
OG0001964	XP_031784293.1, NP_001122409.2	XP_017789778.1
OG0001965	XP_031779566.1, XP_016841474.1	XP_017792304.1
OG0001966	XP_001607784.1	XP_017798608.1
OG0001967	XP_008205423.1, NP_001155989.1, NP_001155990.1	XP_017793653.1, XP_017793652.1
OG0001968	XP_016843785.1, XP_031787537.1	XP_017789546.1
OG0001969	XP_003427305.1	XP_017795023.1
OG0001970	XP_001600421.2	XP_017798645.1
OG0001971	XP_016838128.1	XP_017789064.1
OG0001973	XP_032456675.1, XP_031787668.1	XP_017791160.1
OG0001974	XP_016842541.1, XP_016842540.1, XP_008202112.1, XP_008202114.1, XP_003425404.1, XP_032453528.1, XP_008202110.1	XP_017796173.1
OG0001975	XP_001603045.2, XP_016839305.1	XP_017787874.1
OG0001976	XP_016844202.1	XP_017791025.1
OG0001977	XP_001602111.4	XP_017787779.1
OG0001978	NP_001128299.1, XP_031778346.1, XP_031789018.1	XP_017795294.1, XP_017795317.1
OG0001980	XP_031776831.1, XP_008208266.2	XP_017794992.1
OG0001981	XP_008203612.1	XP_017795371.1
OG0001983	XP_008207012.1	XP_017793335.1
OG0001984	XP_008217695.1	XP_017791964.1
OG0001987	XP_008216612.1	XP_017788900.1, XP_017788899.1
OG0001988	XP_008212767.1, XP_031781386.1	XP_017794234.1
OG0001989	XP_001607213.1	XP_017788148.1
OG0001990	XP_001599614.1	XP_017788242.1, XP_017788250.1
OG0001991	XP_032455315.1, XP_001600190.1	XP_017798955.1
OG0001992	XP_031778961.1	XP_017789417.1
OG0001993	XP_001601230.1, XP_032456076.1, XP_008218092.1	XP_017792661.1
OG0001994	XP_003427198.1	XP_017790509.1
OG0001995	NP_001152805.1	XP_017790497.1
OG0001996	XP_001605457.3	XP_017789613.1
OG0001997	XP_031777941.1, XP_031778184.1, XP_001606900.1	XP_017787566.1
OG0001998	XP_001599579.1	XP_017796933.1
OG0001999	XP_032457883.1, XP_001599709.1, XP_032457880.1, XP_032457881.1, XP_032457882.1	XP_017790073.1
OG0002000	XP_016844725.1, XP_016844723.1	XP_017793103.1
OG0002001	XP_001603234.1	XP_017792497.1
OG0002002	XP_001603956.3	XP_017792484.1
OG0002003	XP_008216922.1, XP_008216920.1, XP_008216921.1, XP_008216919.1, XP_032455996.1	XP_017796203.1, XP_017796202.1
OG0002004	XP_016845815.1, XP_032454966.1	XP_017795278.1
OG0002005	XP_031778969.1	XP_017789516.1, XP_017789515.1
OG0002006	XP_031785912.1	XP_017794410.1
OG0002007	XP_008216173.1	XP_017795832.1
OG0002009	XP_001604479.1	XP_017796020.1
OG0002010	XP_008203068.1, XP_001604399.2, XP_016841702.1	XP_017790487.1
OG0002011	XP_008212650.2	XP_017796379.1
OG0002012	XP_016838708.1, NP_001107659.1	XP_017788386.1
OG0002015	XP_016844027.1	XP_017795614.1
OG0002016	XP_031779048.1, XP_016839175.2	XP_017790429.1
OG0002017	XP_031787864.1	XP_017796557.1
OG0002018	XP_031777015.1, XP_031777016.1, XP_008212302.1, XP_031777014.1	XP_017798377.1
OG0002019	XP_001608101.2	XP_017793373.1
OG0002020	XP_031783950.1, XP_031783940.1	XP_017796886.1
OG0002022	XP_001605064.1, XP_008209116.1	XP_017792727.1
OG0002023	XP_008214719.1	XP_017788965.1
OG0002024	XP_032454164.1, XP_001604471.2	XP_017796936.1
OG0002025	NP_001153367.1	XP_017798153.1
OG0002026	XP_016837634.1	XP_017787700.1
OG0002028	XP_016845934.1, XP_031788360.1, XP_001608170.1	XP_017792255.1
OG0002029	XP_008212219.2, XP_016844343.1	XP_017798346.1, XP_017798344.1
OG0002030	XP_001607135.1, XP_032456699.1	XP_017795096.1
OG0002032	XP_016843474.1	XP_017790837.1
OG0002034	XP_008214477.1, XP_031782282.1	XP_017790191.1
OG0002035	XP_008205234.1, XP_003424300.1	XP_017798256.1
OG0002036	XP_008214272.1	XP_017794437.1
OG0002038	XP_032456776.1, XP_008211018.3	XP_017791106.1
OG0002040	XP_001602205.2, XP_031787285.1	XP_017788025.1
OG0002041	XP_031785024.1, XP_031785028.1	XP_017791400.1
OG0002042	XP_003426486.1, XP_001607860.1	XP_017788587.1
OG0002043	XP_001607464.2	XP_017793497.1
OG0002044	XP_008215356.1	XP_017787390.1
OG0002045	XP_008215622.1, XP_001607677.1, XP_008215620.1, XP_031777102.1	XP_017788565.1
OG0002046	XP_001603683.1, XP_032455402.1	XP_017798292.1
OG0002047	XP_016838908.1	XP_017795083.1
OG0002048	XP_008204673.1	XP_017798250.1
OG0002049	XP_008206879.1	XP_017790481.1
OG0002050	XP_001608046.1	XP_017794158.1
OG0002051	XP_008205727.1	XP_017795014.1
OG0002053	XP_016838347.1, XP_001603104.1, XP_032452535.1	XP_017794639.1
OG0002054	XP_031786975.1	XP_017798595.1
OG0002055	XP_003424937.1	XP_017789536.1
OG0002056	XP_008209991.2	XP_017798747.1
OG0002057	XP_001602070.1	XP_017798610.1
OG0002058	XP_031786224.1	XP_017792878.1
OG0002059	XP_008208388.1	XP_017798655.1
OG0002060	XP_001599552.2	XP_017793687.1
OG0002061	XP_001602037.2	XP_017788071.1
OG0002063	XP_001605407.1	XP_017790046.1
OG0002064	XP_031783669.1	XP_017788816.1
OG0002065	XP_016845620.1, XP_031778190.1, XP_032454231.1	XP_017798818.1
OG0002066	XP_001607955.1	XP_017796630.1, XP_017796629.1
OG0002067	XP_032457341.1	XP_017792812.1
OG0002068	XP_003424103.1, XP_008212711.1, XP_001607337.1	XP_017790945.1
OG0002069	XP_008210554.1, XP_032457897.1, XP_032457896.1, XP_032457895.1, XP_008217350.1, XP_031784234.1, XP_031784235.1	XP_017790423.1
OG0002070	XP_001602392.2, XP_008202567.1	XP_017796490.1
