Orthogroup	Nasonia_vitripennis	Eufriesea_mexicana
OG0001840	XP_003427589.1	XP_017767725.1
OG0001841	XP_001600825.2	XP_017755592.1
OG0001842	XP_001602441.1	XP_017759743.1
OG0001843	XP_032452489.1	XP_017756903.1
OG0001844	XP_001600994.2	XP_017759330.1, XP_017759332.1
OG0001845	XP_001599772.1, XP_001599672.1, XP_031785182.1	XP_017764185.1
OG0001846	XP_001602119.1	XP_017757495.1
OG0001847	XP_031784075.1, NP_001135845.1	XP_017753418.1
OG0001848	XP_016837498.2	XP_017753313.1
OG0001850	XP_001603955.2	XP_017760575.1
OG0001851	XP_031781505.1	XP_017762135.1
OG0001852	XP_031783963.1	XP_017760950.1
OG0001853	XP_031779560.1, XP_031779559.1	XP_017764241.1
OG0001854	XP_003424613.1	XP_017762216.1
OG0001855	XP_031780439.1, XP_008208172.1, XP_008208173.1, XP_001600501.1	XP_017764305.1, XP_017764289.1
OG0001856	XP_001606708.1, XP_032458145.1, XP_032458144.1, XP_032458146.1, XP_016839189.1	XP_017758890.1
OG0001857	XP_031785095.1, XP_031785100.1, XP_031785098.1, XP_031785099.1, XP_031785096.1, XP_031785097.1	XP_017754770.1, XP_017754847.1
OG0001858	XP_031783316.1, XP_031783317.1, XP_031783315.1, XP_031783314.1	XP_017766853.1, XP_017766852.1
OG0001859	XP_031788809.1	XP_017766658.1
OG0001860	XP_008208667.1, XP_016838277.1	XP_017754325.1
OG0001861	XP_031779274.1, XP_001604531.1	XP_017757479.1
OG0001862	XP_032455409.1, XP_032455410.1, XP_016840903.1	XP_017766276.1
OG0001864	XP_008216930.1, XP_008216933.1	XP_017757737.1
OG0001865	XP_008213688.1	XP_017754393.1
OG0001866	XP_001607499.1, XP_001607501.2, XP_031779743.1	XP_017759395.1, XP_017759394.1, XP_017759397.1
OG0001867	XP_032453440.1, XP_032453441.1, XP_031780193.1, XP_031780194.1	XP_017762954.1
OG0001868	XP_003423929.1, XP_003423930.1	XP_017763386.1
OG0001869	XP_016845329.1, XP_031786408.1, XP_032455218.1, XP_016845330.1	XP_017753907.1
OG0001870	XP_008213110.1, XP_008213111.1, XP_008213109.1	XP_017760174.1
OG0001871	XP_001602810.2	XP_017764027.1
OG0001872	XP_001606141.1	XP_017755107.1
OG0001873	NP_001135849.1, XP_031789337.1, XP_031789333.1	XP_017763459.1
OG0001874	XP_031783282.1	XP_017763987.1
OG0001875	XP_016843737.2, XP_031787829.1	XP_017752712.1
OG0001876	XP_008202206.1, XP_008202205.1	XP_017762084.1
OG0001877	XP_031787040.1, XP_016841057.1	XP_017753773.1
OG0001878	XP_031783645.1	XP_017759633.1
OG0001879	XP_001606632.2	XP_017764812.1
OG0001880	XP_031786774.1, XP_031786778.1, XP_031786771.1	XP_017760311.1
OG0001881	XP_001604825.1, XP_003425165.1	XP_017761719.1
OG0001882	XP_031781968.1, XP_031781973.1	XP_017756378.1
OG0001883	XP_001600206.1	XP_017756989.1
OG0001885	XP_008214621.1	XP_017752385.1
OG0001886	XP_031785450.1	XP_017757213.1
OG0001887	XP_016840834.1	XP_017765937.1
OG0001888	XP_031781367.1	XP_017761513.1
OG0001889	XP_001608169.1	XP_017753220.1
OG0001891	XP_016840682.1, XP_031785164.1	XP_017767743.1, XP_017767742.1
OG0001892	XP_031780675.1	XP_017755307.1
OG0001893	XP_031780757.1	XP_017758503.1
OG0001894	XP_008210932.1	XP_017764916.1
OG0001895	XP_031787844.1, XP_031787851.1, XP_031787846.1	XP_017761569.1
OG0001896	XP_016838553.1, XP_016838549.1	XP_017758410.1
OG0001897	XP_001601168.1	XP_017756107.1
OG0001898	XP_031786285.1, XP_031786233.1, XP_001604787.3, XP_016843937.1	XP_017754421.1
OG0001899	XP_016841545.1	XP_017760740.1
OG0001900	XP_001606107.2	XP_017760473.1
OG0001901	XP_001604350.2	XP_017760816.1
OG0001903	XP_016844247.1	XP_017767604.1
OG0001904	XP_031779842.1	XP_017763877.1
OG0001905	XP_031785555.1	XP_017757413.1
OG0001906	XP_032458034.1	XP_017758481.1, XP_017758289.1
OG0001907	XP_016843397.1	XP_017760457.1
OG0001908	NP_001155084.1, XP_008207737.1	XP_017767761.1, XP_017767762.1
OG0001909	XP_032456056.1	XP_017761393.1, XP_017761396.1
OG0001910	XP_008201822.1	XP_017762727.1
OG0001913	XP_016844726.1	XP_017767082.1
OG0001914	XP_016838374.1	XP_017765462.1
OG0001915	XP_003427521.1, XP_003427523.1	XP_017757476.1
OG0001916	XP_008215942.1, XP_032456961.1	XP_017765014.1
OG0001917	XP_008203737.1, XP_008203739.1, XP_031782066.1, XP_031782067.1	XP_017760991.1, XP_017760989.1
OG0001918	XP_003427931.1	XP_017763607.1
OG0001919	XP_031788736.1, XP_031788448.1, XP_008212485.1	XP_017767106.1
OG0001920	XP_008215501.1, XP_001607287.1	XP_017767432.1
OG0001921	XP_001604700.1	XP_017763586.1
OG0001922	XP_031779099.1, XP_031779098.1, XP_031779100.1	XP_017767074.1
OG0001923	XP_008209458.1	XP_017762230.1
OG0001924	XP_031782567.1	XP_017763443.1, XP_017753378.1
OG0001925	XP_001607740.1, XP_008203086.1, XP_031777813.1	XP_017761061.1
OG0001926	XP_003426826.1	XP_017756010.1, XP_017756011.1, XP_017756013.1, XP_017756014.1
OG0001927	XP_031788331.1, XP_016842024.1	XP_017762217.1
OG0001928	XP_016844845.2	XP_017763555.1
OG0001929	XP_031780127.1	XP_017758422.1
OG0001930	XP_031779200.1	XP_017767356.1
OG0001931	XP_031777740.1, XP_001607753.1, XP_032451803.1	XP_017765319.1
OG0001933	XP_031778152.1, XP_003425501.1	XP_017764880.1
OG0001934	XP_016838487.1	XP_017752418.1, XP_017752417.1, XP_017752416.1, XP_017752415.1, XP_017752419.1
OG0001935	XP_003427326.1	XP_017764257.1, XP_017764256.1
OG0001936	NP_001164386.1, XP_031777853.1	XP_017756033.1
OG0001937	XP_032452144.1, NP_001128389.1, NP_001128390.1	XP_017755817.1
OG0001938	XP_031787199.1, XP_001603831.2	XP_017755683.1
OG0001939	XP_031777252.1, XP_008215319.1, XP_008215317.1, XP_008215320.1, XP_001606070.1	XP_017757878.1
OG0001940	XP_008214308.2	XP_017757009.1
OG0001941	XP_032452908.1, XP_008209803.1	XP_017762381.1
OG0001942	XP_008208407.1	XP_017752914.1
OG0001943	XP_031781572.1	XP_017766281.1
OG0001944	XP_008206976.2, XP_031786898.1	XP_017764539.1
OG0001945	XP_031785446.1	XP_017754047.1
OG0001946	XP_003425284.1, XP_003425283.1, XP_008201901.1	XP_017760758.1, XP_017760756.1, XP_017760757.1
OG0001947	XP_031779520.1, XP_031779522.1	XP_017762450.1
OG0001948	XP_016839730.1, XP_016839731.1	XP_017762965.1
OG0001949	XP_008216747.1, XP_031777065.1, XP_032451847.1, XP_032451848.1	XP_017752502.1
OG0001950	XP_001606793.1	XP_017755402.1
OG0001951	XP_008205666.1	XP_017756638.1
OG0001952	XP_031776867.1, XP_031776838.1	XP_017762404.1, XP_017762453.1, XP_017761211.1, XP_017761210.1
OG0001953	XP_031787744.1	XP_017755082.1
OG0001954	XP_008206918.1	XP_017756097.1
OG0001955	XP_031786918.1, XP_031786917.1, XP_031780986.1	XP_017757643.1
OG0001956	XP_008216697.1, XP_032453954.1	XP_017753105.1
OG0001959	XP_001604806.1	XP_017757533.1, XP_017757534.1
OG0001960	XP_016844932.1, XP_016844931.1, XP_016844929.1	XP_017757784.1
OG0001961	XP_032453532.1, XP_001603588.2, XP_032453533.1	XP_017752378.1, XP_017752377.1, XP_017752376.1
OG0001962	XP_008206753.1	XP_017766862.1
OG0001963	XP_008213483.1	XP_017754260.1
OG0001964	XP_031784293.1, NP_001122409.2	XP_017760597.1
OG0001965	XP_031779566.1, XP_016841474.1	XP_017762781.1
OG0001966	XP_001607784.1	XP_017759308.1
OG0001967	XP_008205423.1, NP_001155989.1, NP_001155990.1	XP_017755508.1, XP_017755509.1
OG0001969	XP_003427305.1	XP_017759640.1
OG0001970	XP_001600421.2	XP_017759951.1
OG0001971	XP_016838128.1	XP_017766134.1
OG0001973	XP_032456675.1, XP_031787668.1	XP_017756938.1
OG0001974	XP_016842541.1, XP_016842540.1, XP_008202112.1, XP_008202114.1, XP_003425404.1, XP_032453528.1, XP_008202110.1	XP_017755388.1
OG0001975	XP_001603045.2, XP_016839305.1	XP_017755986.1, XP_017755984.1
OG0001976	XP_016844202.1	XP_017757123.1
OG0001977	XP_001602111.4	XP_017763738.1
OG0001978	NP_001128299.1, XP_031778346.1, XP_031789018.1	XP_017756773.1
OG0001980	XP_031776831.1, XP_008208266.2	XP_017761036.1
OG0001981	XP_008203612.1	XP_017755033.1
OG0001983	XP_008207012.1	XP_017760683.1
OG0001984	XP_008217695.1	XP_017755957.1
OG0001987	XP_008216612.1	XP_017766719.1, XP_017766718.1, XP_017766720.1
OG0001988	XP_008212767.1, XP_031781386.1	XP_017753324.1
OG0001989	XP_001607213.1	XP_017752320.1, XP_017752319.1
OG0001990	XP_001599614.1	XP_017753470.1, XP_017753479.1
OG0001991	XP_032455315.1, XP_001600190.1	XP_017760145.1, XP_017760144.1
OG0001992	XP_031778961.1	XP_017764860.1
OG0001993	XP_001601230.1, XP_032456076.1, XP_008218092.1	XP_017755146.1
OG0001994	XP_003427198.1	XP_017763139.1
OG0001995	NP_001152805.1	XP_017761753.1
OG0001996	XP_001605457.3	XP_017755075.1
OG0001997	XP_031777941.1, XP_031778184.1, XP_001606900.1	XP_017752289.1
OG0001998	XP_001599579.1	XP_017758605.1
OG0001999	XP_032457883.1, XP_001599709.1, XP_032457880.1, XP_032457881.1, XP_032457882.1	XP_017767582.1
OG0002000	XP_016844725.1, XP_016844723.1	XP_017759545.1
OG0002001	XP_001603234.1	XP_017755894.1
OG0002002	XP_001603956.3	XP_017755889.1
OG0002004	XP_016845815.1, XP_032454966.1	XP_017761106.1
OG0002005	XP_031778969.1	XP_017757315.1
OG0002006	XP_031785912.1	XP_017759628.1
OG0002007	XP_008216173.1	XP_017767759.1
OG0002009	XP_001604479.1	XP_017753666.1, XP_017753669.1, XP_017753668.1
OG0002010	XP_008203068.1, XP_001604399.2, XP_016841702.1	XP_017752695.1
OG0002011	XP_008212650.2	XP_017766231.1
OG0002012	XP_016838708.1, NP_001107659.1	XP_017766388.1
OG0002014	XP_031787226.1	XP_017766697.1
OG0002015	XP_016844027.1	XP_017755655.1
OG0002016	XP_031779048.1, XP_016839175.2	XP_017766359.1
OG0002017	XP_031787864.1	XP_017765206.1
OG0002018	XP_031777015.1, XP_031777016.1, XP_008212302.1, XP_031777014.1	XP_017754613.1, XP_017754612.1
OG0002019	XP_001608101.2	XP_017760760.1
OG0002020	XP_031783950.1, XP_031783940.1	XP_017767599.1
OG0002022	XP_001605064.1, XP_008209116.1	XP_017765315.1
OG0002023	XP_008214719.1	XP_017766536.1
OG0002024	XP_032454164.1, XP_001604471.2	XP_017767611.1
OG0002025	NP_001153367.1	XP_017757131.1
OG0002026	XP_016837634.1	XP_017765553.1
OG0002028	XP_016845934.1, XP_031788360.1, XP_001608170.1	XP_017753177.1
OG0002029	XP_008212219.2, XP_016844343.1	XP_017754661.1
OG0002030	XP_001607135.1, XP_032456699.1	XP_017762052.1
OG0002032	XP_016843474.1	XP_017758759.1
OG0002034	XP_008214477.1, XP_031782282.1	XP_017763079.1
OG0002035	XP_008205234.1, XP_003424300.1	XP_017760243.1
OG0002036	XP_008214272.1	XP_017759696.1
OG0002037	XP_001599027.3	XP_017754054.1
OG0002038	XP_032456776.1, XP_008211018.3	XP_017754470.1
OG0002040	XP_001602205.2, XP_031787285.1	XP_017760605.1
OG0002041	XP_031785024.1, XP_031785028.1	XP_017763990.1
OG0002042	XP_003426486.1, XP_001607860.1	XP_017757959.1
OG0002043	XP_001607464.2	XP_017752282.1, XP_017752256.1
OG0002044	XP_008215356.1	XP_017752860.1
OG0002045	XP_008215622.1, XP_001607677.1, XP_008215620.1, XP_031777102.1	XP_017757902.1
OG0002046	XP_001603683.1, XP_032455402.1	XP_017757202.1, XP_017757204.1
OG0002047	XP_016838908.1	XP_017755727.1
OG0002048	XP_008204673.1	XP_017757250.1
OG0002049	XP_008206879.1	XP_017763150.1
OG0002050	XP_001608046.1	XP_017753232.1, XP_017753233.1, XP_017753231.1, XP_017753230.1
OG0002051	XP_008205727.1	XP_017754517.1, XP_017754473.1
OG0002052	XP_031778328.1, NP_001153369.1	XP_017759150.1
OG0002053	XP_016838347.1, XP_001603104.1, XP_032452535.1	XP_017761246.1
OG0002054	XP_031786975.1	XP_017759935.1, XP_017759936.1
OG0002055	XP_003424937.1	XP_017767449.1
OG0002056	XP_008209991.2	XP_017760142.1, XP_017760141.1
OG0002057	XP_001602070.1	XP_017759866.1
OG0002058	XP_031786224.1	XP_017766985.1
OG0002059	XP_008208388.1	XP_017760572.1
OG0002060	XP_001599552.2	XP_017752975.1
OG0002061	XP_001602037.2	XP_017752436.1, XP_017752438.1, XP_017752437.1, XP_017752440.1, XP_017752439.1
OG0002063	XP_001605407.1	XP_017757613.1
OG0002064	XP_031783669.1	XP_017766552.1
OG0002065	XP_016845620.1, XP_031778190.1, XP_032454231.1	XP_017767275.1
OG0002066	XP_001607955.1	XP_017758096.1
OG0002067	XP_032457341.1	XP_017752193.1
OG0002068	XP_003424103.1, XP_008212711.1, XP_001607337.1	XP_017753626.1
OG0002069	XP_008210554.1, XP_032457897.1, XP_032457896.1, XP_032457895.1, XP_008217350.1, XP_031784234.1, XP_031784235.1	XP_017760314.1
OG0002070	XP_001602392.2, XP_008202567.1	XP_017755240.1, XP_017755233.1
OG0002071	XP_008213859.1, XP_008213860.1, XP_001599472.2	XP_017761158.1
OG0002072	XP_001600089.1	XP_017756922.1
OG0002073	XP_008209652.1, XP_008209654.1, XP_032452871.1, XP_008209657.1, XP_032452870.1, XP_032452869.1, XP_001605084.1	XP_017759529.1
OG0002075	NP_001154949.1	XP_017761371.1
OG0002076	XP_001605568.2	XP_017756261.1
OG0002077	XP_001607042.1	XP_017765013.1
OG0002078	XP_016840890.1	XP_017761900.1
OG0002080	XP_032452276.1, XP_032452277.1, XP_032452279.1, XP_032452278.1, XP_032452274.1, XP_032452280.1, XP_032452275.1, XP_031780715.1, XP_008208770.1	XP_017752411.1
OG0002081	XP_031784467.1, XP_031784464.1	XP_017752559.1
OG0002082	XP_001607707.1, XP_031777691.1, XP_008203064.1, XP_008203063.1	XP_017756854.1
OG0002083	XP_008207019.1	XP_017761027.1
OG0002084	NP_001127786.1, XP_016837015.1	XP_017766997.1
OG0002085	XP_001599415.1	XP_017763727.1
OG0002086	XP_016838135.1, XP_008212523.1, XP_008212525.1, XP_008212524.1, XP_031778642.1	XP_017766239.1
OG0002087	XP_031777220.1	XP_017754635.1
OG0002088	XP_031780040.1, XP_031780039.1, XP_031780041.1	XP_017758462.1
OG0002089	XP_001604238.2	XP_017761526.1
OG0002090	XP_031781496.1, XP_001600915.3	XP_017760923.1
OG0002091	XP_001601973.1	XP_017763140.1
OG0002092	XP_001599942.1	XP_017763315.1
OG0002093	XP_001605566.1	XP_017754692.1
OG0002094	XP_001605247.1, XP_031785053.1	XP_017756239.1
OG0002095	XP_008204059.1, XP_031786761.1	XP_017767606.1
OG0002096	XP_001608008.2	XP_017756847.1, XP_017756848.1, XP_017756849.1
OG0002097	XP_001607946.2	XP_017756237.1
OG0002098	XP_016840374.1	XP_017759237.1
OG0002099	XP_008216008.1	XP_017759158.1, XP_017759176.1
OG0002100	XP_008207420.1, XP_008207419.1, XP_031787329.1, XP_031787328.1, XP_001608233.1, XP_003426723.1, XP_032456137.1	XP_017757543.1, XP_017758365.1
OG0002101	XP_001603143.3	XP_017766163.1
OG0002102	XP_031785420.1	XP_017760478.1
OG0002103	XP_032451939.1, XP_001606938.1, XP_032451940.1, XP_032451941.1, XP_032451938.1, XP_032451937.1	XP_017763770.1
OG0002104	XP_001603200.2, XP_031781601.1, XP_016843307.1, XP_008205863.1, XP_016837975.1, XP_008216145.2, XP_031780115.1	XP_017757412.1
OG0002105	XP_031781590.1	XP_017766097.1
OG0002106	XP_008208276.2	XP_017755462.1
OG0002107	XP_008208102.1	XP_017763711.1
OG0002108	XP_008210355.1	XP_017752804.1
OG0002109	XP_001603698.1	XP_017761008.1, XP_017761009.1
OG0002110	XP_008210642.1, XP_031782070.1, XP_001602855.1	XP_017757815.1
OG0002111	XP_016841925.1	XP_017767451.1
OG0002113	XP_008215384.2, XP_032451924.1, XP_032451925.1, XP_001606602.1	XP_017758370.1, XP_017757979.1
OG0002114	XP_008211284.1, XP_032455550.1	XP_017753662.1
OG0002115	XP_008208973.1, XP_031781565.1	XP_017760245.1
OG0002116	XP_031783439.1	XP_017764509.1
OG0002117	XP_001604118.1	XP_017757255.1
OG0002118	XP_031780694.1, XP_003425011.1	XP_017756942.1
OG0002119	XP_016844267.1, XP_001603237.2	XP_017766154.1, XP_017766153.1
OG0002120	XP_003426708.1	XP_017754827.1
OG0002121	XP_008214914.1	XP_017761119.1
OG0002122	XP_008203237.2	XP_017764050.1
OG0002123	XP_032454488.1, XP_031782308.1, XP_016839572.1, XP_016839573.1	XP_017764665.1
OG0002124	XP_031778232.1	XP_017764429.1, XP_017764430.1
OG0002125	XP_016838894.1	XP_017761662.1
OG0002126	XP_016843477.1, XP_032455715.1, XP_003426336.1	XP_017759074.1
OG0002127	XP_031783636.1	XP_017765725.1
OG0002128	XP_031783799.1	XP_017758879.1
OG0002129	XP_001604008.2	XP_017767584.1
OG0002130	XP_003425969.1, XP_001607104.1	XP_017759055.1, XP_017759054.1
OG0002134	XP_001608257.1	XP_017758644.1, XP_017761974.1
OG0002136	XP_001606239.2	XP_017763437.1
OG0002137	XP_031781576.1, XP_031781578.1	XP_017762124.1
OG0002138	XP_001599555.1, XP_001599529.1	XP_017758106.1, XP_017758107.1
OG0002139	XP_001604554.2	XP_017756475.1
OG0002140	XP_001607907.2	XP_017766910.1
OG0002141	XP_001603344.2	XP_017754310.1
OG0002142	XP_031782400.2	XP_017763258.1
OG0002143	XP_032456906.1, XP_008207517.1	XP_017766945.1
OG0002144	XP_016845774.2	XP_017755009.1
OG0002145	XP_001601117.4	XP_017762839.1
OG0002146	XP_003425852.1, XP_031780257.1	XP_017753420.1
OG0002147	XP_008216001.1, XP_008216003.1, XP_008216000.1	XP_017765728.1
OG0002148	XP_003424114.1	XP_017757379.1, XP_017757378.1
OG0002149	XP_016843313.1, XP_016843317.2	XP_017763227.1
OG0002150	XP_008214740.1, XP_031786636.1, XP_031786635.1, XP_031786637.1, XP_016845321.1	XP_017760754.1
OG0002151	XP_016837769.1	XP_017752881.1
OG0002152	XP_008204427.3	XP_017753679.1
OG0002153	XP_001602464.2	XP_017754308.1
OG0002154	XP_001601186.3, XP_032457037.1, XP_032457038.1, XP_032457039.1	XP_017767439.1
OG0002155	XP_031783561.2, XP_031783560.2	XP_017757236.1, XP_017757228.1
OG0002156	XP_008205333.2, XP_031783076.1	XP_017761426.1, XP_017756721.1
OG0002157	XP_032453787.1	XP_017764898.1
OG0002158	XP_003426278.1	XP_017753903.1
OG0002159	XP_016840863.1, XP_032458202.1, XP_032458201.1, XP_003426986.1	XP_017756146.1
OG0002160	XP_001604847.2, XP_031786384.1	XP_017755570.1
OG0002161	XP_008206236.1	XP_017767552.1
OG0002163	XP_016838517.1, XP_008212570.1	XP_017767026.1
OG0002164	XP_031777815.1	XP_017759358.1, XP_017759356.1
OG0002165	XP_031782646.1, XP_031782647.1, XP_016839851.1	XP_017753265.1, XP_017753263.1
OG0002166	XP_016839567.1	XP_017755988.1
OG0002167	XP_001602195.1	XP_017765159.1
OG0002169	XP_032452529.1, XP_031778534.1, XP_031778535.1, XP_031778539.1, XP_031778537.1, XP_031778540.1, XP_031778538.1, XP_031778536.1	XP_017761752.1
OG0002170	XP_008217510.1	XP_017767370.1
OG0002171	XP_008207376.1	XP_017764741.1
OG0002172	XP_008207346.2	XP_017765741.1, XP_017765740.1, XP_017765739.1
OG0002173	XP_031784728.1	XP_017755901.1
OG0002174	XP_031780888.1, XP_031780891.1	XP_017765293.1
OG0002175	XP_031788789.1	XP_017753363.1
OG0002177	XP_016840421.2	XP_017760286.1
OG0002178	XP_008206149.1, XP_003426313.1, XP_001599608.2	XP_017758487.1
OG0002179	XP_016845680.1	XP_017764207.1
OG0002182	XP_031782212.1	XP_017766352.1
OG0002183	XP_031786547.1, XP_008214888.2	XP_017755676.1
OG0002184	XP_016840736.1, XP_016840734.1	XP_017757501.1
OG0002185	XP_032453837.1, XP_016844152.2	XP_017756035.1
OG0002186	XP_031781049.1	XP_017753402.1
OG0002187	XP_032455262.1, XP_031784805.1	XP_017762849.1
OG0002191	XP_032454980.1, XP_016840424.1, XP_003425108.1	XP_017758923.1
OG0002192	XP_008208525.1	XP_017755628.1
OG0002193	NP_001127795.1, XP_008202527.1	XP_017759337.1
OG0002194	XP_032458184.1, XP_032458183.1	XP_017763741.1
OG0002195	NP_001123224.1, XP_016843907.1	XP_017767567.1
OG0002196	XP_031777747.1	XP_017760622.1
OG0002197	XP_001600257.1	XP_017755308.1
OG0002198	XP_031783068.1	XP_017752555.1, XP_017754544.1
OG0002199	XP_016838315.1, XP_016838316.1	XP_017761731.1
OG0002202	XP_031785411.1	XP_017757069.1, XP_017761112.1
OG0002203	XP_001607217.1	XP_017764650.1
OG0002204	XP_008211236.1, XP_031785128.1, XP_008211238.1, XP_031785129.1	XP_017767667.1
OG0002205	XP_031779690.1, XP_031779689.1	XP_017762220.1
OG0002206	XP_031787436.1	XP_017763733.1
OG0002208	XP_016840035.1	XP_017753017.1
OG0002209	NP_001127792.1, XP_031778358.1	XP_017761412.1
OG0002211	XP_001607445.1	XP_017760691.1
OG0002212	XP_008204867.1	XP_017755843.1
OG0002213	XP_001602458.1	XP_017752445.1
OG0002214	XP_031785360.1	XP_017758931.1
OG0002215	NP_001153690.1, XP_031780961.1	XP_017755252.1
OG0002217	XP_003427205.1	XP_017757269.1
OG0002218	XP_031776910.1, XP_031776909.1, XP_031776908.1, XP_032452009.1, XP_031776911.1	XP_017756587.1
OG0002219	XP_008208361.1, XP_008208362.1	XP_017759530.1
OG0002220	NP_001135910.1	XP_017755286.1
OG0002221	XP_001603753.1	XP_017758865.1, XP_017758854.1
OG0002222	XP_031784035.1, XP_031784040.1	XP_017760510.1
OG0002223	XP_016837163.1	XP_017762589.1
OG0002224	XP_031779085.1, XP_031779081.1	XP_017763119.1
OG0002225	XP_016841873.1, XP_016841879.1	XP_017766495.1
OG0002226	XP_008206186.1, XP_001600621.1, XP_008206190.1	XP_017752996.1
OG0002227	XP_003424524.1	XP_017753800.1
OG0002228	NP_001127791.1, XP_031778369.1	XP_017762635.1, XP_017762636.1, XP_017762633.1, XP_017762634.1, XP_017762632.1, XP_017762637.1
OG0002229	XP_032456715.1, XP_032456714.1, XP_032456713.1, XP_008207007.1, XP_008207006.1	XP_017760820.1
OG0002230	XP_032453375.1	XP_017763775.1
OG0002231	XP_032456545.1	XP_017761137.1
OG0002236	XP_001601949.1	XP_017761542.1
OG0002237	NP_001161440.1	XP_017767570.1
OG0002238	XP_032457754.1, XP_001600310.1, XP_032457755.1	XP_017760070.1
OG0002239	XP_031778338.1, NP_001136340.1, NP_001136339.1	XP_017755395.1
OG0002241	XP_032456077.1, XP_001603723.1	XP_017765220.1
OG0002242	XP_031777063.1	XP_017759988.1
OG0002243	XP_008211026.1	XP_017763787.1
OG0002244	XP_008215923.1	XP_017754511.1, XP_017754512.1
OG0002245	XP_016839684.1, XP_032453339.1, XP_032453338.1	XP_017765140.1
OG0002246	XP_031787521.1, XP_031787522.1	XP_017764465.1, XP_017764466.1
OG0002247	NP_001177691.1, XP_008202498.1	XP_017765845.1
OG0002248	XP_001607853.1	XP_017755383.1, XP_017755385.1, XP_017755384.1
OG0002249	XP_031787510.1	XP_017762772.1, XP_017762773.1
OG0002250	NP_001165804.1, NP_001165803.1, XP_016841996.1	XP_017767125.1
OG0002251	NP_001165912.1, XP_008216725.1	XP_017762777.1
