Orthogroup	Nasonia_vitripennis	Nomia_melanderi
OG0001716	XP_031788831.1	XP_031848502.1
OG0001717	XP_031780580.1, XP_031780579.1, XP_031780581.1	XP_031842230.1
OG0001718	NP_001123321.1	XP_031828053.1
OG0001719	XP_016839634.1	XP_031832466.1, XP_031832465.1
OG0001720	XP_001603454.1	XP_031841824.1, XP_031841825.1
OG0001721	XP_031784920.1, XP_008211464.1, XP_001604766.2, XP_016841820.1	XP_031834473.1
OG0001722	XP_001599948.2	XP_031825414.1
OG0001724	XP_008214393.1, XP_008214394.1, XP_031779599.1, XP_032452512.1, XP_001601900.1	XP_031833908.1, XP_031833907.1, XP_031833909.1
OG0001725	XP_008206905.1	XP_031827004.1, XP_031826998.1, XP_031827001.1, XP_031827000.1, XP_031827003.1, XP_031827002.1, XP_031827005.1
OG0001726	XP_016839031.1	XP_031837698.1
OG0001727	XP_031779917.1	XP_031830994.1
OG0001728	XP_031778302.1, XP_031778296.1	XP_031841599.1
OG0001730	XP_016845767.1	XP_031845461.1
OG0001731	XP_001602845.2	XP_031840225.1, XP_031840224.1
OG0001732	XP_032454981.1, XP_001600976.1	XP_031825632.1
OG0001733	XP_031779561.1	XP_031828990.1
OG0001734	XP_031784313.1, NP_001123274.2	XP_031843970.1, XP_031843964.1
OG0001735	XP_031777893.1	XP_031839632.1
OG0001736	XP_008208106.2, XP_016837375.1	XP_031836891.1
OG0001737	XP_001608059.1	XP_031840375.1
OG0001738	XP_031778432.1	XP_031832271.1
OG0001740	XP_031785471.1	XP_031847749.1
OG0001741	XP_001604752.1, XP_016842588.1	XP_031832270.1
OG0001742	XP_031777878.1	XP_031838273.1
OG0001743	XP_003424504.1	XP_031835988.1, XP_031835987.1, XP_031835989.1
OG0001744	XP_032456693.1, XP_008207057.1	XP_031844786.1, XP_031844787.1
OG0001745	NP_001123290.1, XP_016843823.1	XP_031845646.1, XP_031845736.1
OG0001746	XP_008215090.1, XP_001601463.1, XP_008215089.1	XP_031847008.1
OG0001748	XP_031782214.1, XP_031782223.1	XP_031839883.1
OG0001749	XP_031782462.1, XP_031782476.1	XP_031832543.1, XP_031832552.1
OG0001750	XP_008214524.1, NP_001177690.1	XP_031838674.1
OG0001751	XP_031788400.1	XP_031840011.1
OG0001753	XP_003426479.1, XP_003426480.1, XP_008207484.1, XP_032456923.1, XP_008207476.1, XP_001608253.1	XP_031830444.1
OG0001754	XP_001605050.1	XP_031842518.1, XP_031842519.1, XP_031839242.1
OG0001755	XP_031781685.1, XP_031781691.1, XP_031781688.1, XP_031781690.1, XP_031781689.1, XP_008214355.2, XP_031781687.1, XP_031781684.1, XP_031781686.1, XP_031781683.1	XP_031847626.1
OG0001756	XP_001604909.2, XP_008210907.1, XP_008210911.1, XP_008210912.1, XP_008210910.1, XP_008210906.1	XP_031828217.1, XP_031828219.1, XP_031828218.1
OG0001758	XP_001606851.1	XP_031833565.1
OG0001759	XP_001603531.2	XP_031834927.1, XP_031834922.1, XP_031834926.1, XP_031834932.1, XP_031834929.1, XP_031834930.1, XP_031834925.1, XP_031834924.1, XP_031834923.1, XP_031834921.1, XP_031834928.1
OG0001760	XP_008215927.1	XP_031826574.1, XP_031826572.1, XP_031826573.1, XP_031826577.1, XP_031826578.1, XP_031826576.1
OG0001761	XP_032452364.1, XP_001603471.2	XP_031830715.1, XP_031830718.1, XP_031830719.1, XP_031830716.1, XP_031830717.1
OG0001762	XP_016837803.1	XP_031843907.1, XP_031843906.1
OG0001763	XP_001606327.2, NP_001153433.1	XP_031849416.1
OG0001764	XP_001602093.2, XP_001602067.1, XP_008211706.2, XP_008211584.1	XP_031845677.1
OG0001765	XP_003427929.1, XP_008213853.1, XP_008213854.1, XP_031786389.1	XP_031841393.1, XP_031841394.1
OG0001767	XP_008207626.1	XP_031825332.1, XP_031825333.1
OG0001768	XP_001607572.2	XP_031831083.1
OG0001769	XP_016836818.1	XP_031844864.1
OG0001771	XP_003427532.1	XP_031833495.1, XP_031833497.1
OG0001772	XP_031789545.1	XP_031828039.1, XP_031828038.1, XP_031828037.1, XP_031828043.1, XP_031828042.1, XP_031828041.1, XP_031828040.1
OG0001773	XP_031783227.1	XP_031826684.1, XP_031826944.1
OG0001774	XP_032453470.1, XP_032453469.1, XP_016837512.1	XP_031846267.1
OG0001775	XP_031785563.1	XP_031827233.1, XP_031827232.1
OG0001776	XP_001605879.1, XP_032452527.1, XP_032452526.1, XP_032452525.1, XP_031779330.1	XP_031843430.1
OG0001777	XP_001599602.1	XP_031835952.1
OG0001778	XP_001606733.1	XP_031831287.1, XP_031831286.1
OG0001779	XP_031779220.1	XP_031825865.1
OG0001780	XP_001600215.1, XP_001601642.1	XP_031832634.1
OG0001781	XP_008207023.1	XP_031838612.1
OG0001782	XP_001599355.1	XP_031826370.1
OG0001783	XP_016843291.1	XP_031840584.1, XP_031840586.1, XP_031840585.1
OG0001784	XP_031783677.1, XP_031783676.1	XP_031846360.1, XP_031846361.1, XP_031846362.1
OG0001785	XP_001604175.2	XP_031846146.1, XP_031846147.1
OG0001786	XP_001608245.1, XP_032457057.1	XP_031842036.1, XP_031842034.1
OG0001787	XP_008215237.1	XP_031825926.1
OG0001788	XP_031780973.1, XP_031780965.1	XP_031839266.1, XP_031839267.1
OG0001789	XP_001604882.1, XP_031785410.1, XP_032455592.1	XP_031843335.1, XP_031843336.1
OG0001790	XP_031786238.1, XP_008214619.1, XP_008214618.1, XP_008214617.1, XP_032454726.1	XP_031847472.1
OG0001791	XP_001608149.1	XP_031839669.1
OG0001792	XP_001600760.1	XP_031827617.1, XP_031827615.1, XP_031827616.1, XP_031827614.1
OG0001793	XP_008214898.1	XP_031848318.1, XP_031848292.1, XP_031848300.1, XP_031848309.1
OG0001794	XP_001605396.1	XP_031846341.1, XP_031846344.1
OG0001795	XP_001607324.1	XP_031833431.1
OG0001796	XP_008206390.1, XP_032454210.1, XP_016839005.1, XP_001605732.2	XP_031826710.1
OG0001797	XP_031778511.1, XP_008207962.1	XP_031831441.1
OG0001799	XP_001603027.1, XP_031784347.2, XP_001603141.1	XP_031845574.1, XP_031845573.1, XP_031845575.1
OG0001800	XP_001603293.1	XP_031837609.1
OG0001801	XP_031786470.1	XP_031847175.1
OG0001803	XP_008216245.1	XP_031845154.1
OG0001804	XP_008216463.1	XP_031833405.1, XP_031833404.1
OG0001805	XP_016841795.1, NP_001155144.1, XP_008201766.1	XP_031829576.1
OG0001806	XP_031778822.1, XP_031778823.1	XP_031844730.1, XP_031844737.1
OG0001807	XP_008210360.2	XP_031846848.1
OG0001808	NP_001136342.1	XP_031839822.1
OG0001809	XP_001599542.2	XP_031828089.1, XP_031828090.1
OG0001810	XP_031778732.1	XP_031841874.1
OG0001811	XP_001604243.1	XP_031849509.1
OG0001812	XP_016838603.1	XP_031841038.1
OG0001813	XP_032456222.1, XP_032456225.1, XP_031789645.1, XP_031789646.1, XP_031789644.1, XP_031789643.1	XP_031846496.1, XP_031846487.1
OG0001814	XP_001606172.1	XP_031828671.1
OG0001815	XP_016843551.1	XP_031830940.1
OG0001816	XP_001600797.1, XP_001602430.1	XP_031835110.1
OG0001817	XP_031778530.1	XP_031841477.1, XP_031841479.1, XP_031841478.1, XP_031841476.1
OG0001818	XP_032452105.1, XP_001606225.1	XP_031848179.1
OG0001819	XP_031782397.1	XP_031829378.1
OG0001820	XP_001601107.1	XP_031843675.1
OG0001821	XP_001606303.4, XP_008203951.2	XP_031837582.1
OG0001822	XP_001603912.2, XP_008202668.1	XP_031832110.1
OG0001823	NP_001135434.1	XP_031843246.1
OG0001824	XP_031782171.1	XP_031834808.1, XP_031834805.1
OG0001826	XP_001606320.1	XP_031828237.1
OG0001827	XP_031784416.1	XP_031843330.1
OG0001828	XP_031782069.1, XP_001600397.1	XP_031846759.1
OG0001829	XP_001607001.1	XP_031844626.1
OG0001830	XP_008210294.1	XP_031833585.1, XP_031833587.1, XP_031833588.1, XP_031833589.1, XP_031833582.1, XP_031833584.1, XP_031833586.1
OG0001831	XP_031788055.1	XP_031833024.1
OG0001832	XP_031787912.1, XP_031787911.1	XP_031847523.1
OG0001833	XP_008208243.1, XP_031776628.1, XP_031776626.1, XP_032451829.1, XP_032451828.1, XP_032451825.1, XP_032451824.1, XP_032451827.1, XP_032451826.1, XP_016836714.1	XP_031848951.1
OG0001834	NP_001165788.1	XP_031849798.1, XP_031849797.1
OG0001835	XP_031784847.1	XP_031844534.1
OG0001836	XP_032452667.1	XP_031832946.1
OG0001837	XP_031785035.1, XP_001602132.1	XP_031835392.1
OG0001838	XP_003425218.1	XP_031830797.1
OG0001839	XP_031778745.1	XP_031829772.1
OG0001840	XP_003427589.1	XP_031833557.1, XP_031833559.1
OG0001841	XP_001600825.2	XP_031831727.1
OG0001842	XP_001602441.1	XP_031835632.1
OG0001843	XP_032452489.1	XP_031838053.1
OG0001844	XP_001600994.2	XP_031845966.1
OG0001845	XP_001599772.1, XP_001599672.1, XP_031785182.1	XP_031829717.1
OG0001846	XP_001602119.1	XP_031833525.1, XP_031833523.1
OG0001847	XP_031784075.1, NP_001135845.1	XP_031841389.1
OG0001848	XP_016837498.2	XP_031828019.1, XP_031828018.1
OG0001850	XP_016838533.1, XP_032452540.1, XP_032452543.1, XP_032452537.1, XP_032452534.1	XP_031829651.1
OG0001851	XP_031781505.1	XP_031827273.1
OG0001852	XP_031783963.1	XP_031849323.1, XP_031849319.1, XP_031849318.1, XP_031849321.1, XP_031849320.1, XP_031849322.1
OG0001853	XP_031779560.1, XP_031779559.1	XP_031835005.1
OG0001854	XP_003424613.1	XP_031826805.1
OG0001855	XP_031780439.1, XP_008208172.1, XP_008208173.1, XP_001600501.1	XP_031841759.1
OG0001856	XP_001606708.1, XP_032458145.1, XP_032458144.1, XP_032458146.1, XP_016839189.1	XP_031846377.1
OG0001857	XP_031785095.1, XP_031785100.1, XP_031785098.1, XP_031785099.1, XP_031785096.1, XP_031785097.1	XP_031841929.1, XP_031841909.1, XP_031841918.1
OG0001858	XP_031783316.1, XP_031783317.1, XP_031783315.1, XP_031783314.1	XP_031844372.1, XP_031844373.1, XP_031844374.1
OG0001859	XP_031788809.1	XP_031827700.1
OG0001861	XP_031779274.1, XP_001604531.1	XP_031833478.1, XP_031833475.1, XP_031833476.1, XP_031833473.1, XP_031833471.1, XP_031833472.1, XP_031833477.1
OG0001862	XP_032455409.1, XP_032455410.1, XP_016840903.1	XP_031847189.1
OG0001864	XP_008216930.1, XP_008216933.1	XP_031836319.1
OG0001865	XP_008213688.1	XP_031828286.1
OG0001866	XP_001607499.1, XP_001607501.2, XP_031779743.1	XP_031829566.1
OG0001867	XP_032453440.1, XP_032453441.1, XP_031780193.1, XP_031780194.1	XP_031831307.1
OG0001868	XP_003423929.1, XP_003423930.1	XP_031850261.1, XP_031850259.1
OG0001869	XP_016845329.1, XP_031786408.1, XP_032455218.1, XP_016845330.1	XP_031842798.1
OG0001870	XP_008213110.1, XP_008213111.1, XP_008213109.1	XP_031848449.1
OG0001871	XP_001602810.2	XP_031838912.1, XP_031838910.1, XP_031838915.1, XP_031838914.1, XP_031838909.1, XP_031838913.1, XP_031838916.1
OG0001872	XP_001606141.1	XP_031829790.1, XP_031829786.1, XP_031829791.1, XP_031829792.1, XP_031829789.1, XP_031829788.1
OG0001873	NP_001135849.1, XP_031789337.1, XP_031789333.1	XP_031838294.1
OG0001874	XP_031783282.1	XP_031838908.1, XP_031838907.1
OG0001875	XP_016843737.2, XP_031787829.1	XP_031829438.1, XP_031829436.1
OG0001876	XP_008202206.1, XP_008202205.1	XP_031836303.1, XP_031836304.1
OG0001877	XP_031787040.1, XP_016841057.1	XP_031843094.1, XP_031843095.1
OG0001878	XP_031783645.1	XP_031826950.1, XP_031826953.1
OG0001879	XP_001606632.2	XP_031836882.1
OG0001881	XP_001604825.1, XP_003425165.1	XP_031838677.1
OG0001882	XP_031781968.1, XP_031781973.1	XP_031839876.1
OG0001883	XP_001600206.1	XP_031840636.1, XP_031840635.1
OG0001885	XP_008214621.1	XP_031847320.1
OG0001886	XP_031785450.1	XP_031845352.1
OG0001887	XP_016840834.1	XP_031833205.1
OG0001888	XP_031781367.1	XP_031848135.1
OG0001889	XP_001608169.1	XP_031826081.1
OG0001891	XP_016840682.1, XP_031785164.1	XP_031833450.1
OG0001892	XP_031780675.1	XP_031825402.1, XP_031825404.1, XP_031825403.1
OG0001893	XP_031780757.1	XP_031830545.1, XP_031830544.1
OG0001894	XP_008210932.1	XP_031828094.1
OG0001895	XP_031787844.1, XP_031787851.1, XP_031787846.1	XP_031832784.1
OG0001896	XP_016838553.1, XP_016838549.1	XP_031830619.1
OG0001897	XP_001601168.1	XP_031827530.1
OG0001898	XP_031786285.1, XP_031786233.1, XP_001604787.3, XP_016843937.1	XP_031825713.1
OG0001899	XP_016841545.1	XP_031835797.1
OG0001900	XP_001606107.2	XP_031829217.1
OG0001901	XP_001604350.2	XP_031849270.1
OG0001903	XP_016844247.1	XP_031828958.1
OG0001904	XP_031779842.1	XP_031825304.1
OG0001905	XP_031785555.1	XP_031833625.1
OG0001906	XP_032458034.1	XP_031830466.1
OG0001907	XP_016843397.1	XP_031828611.1
OG0001908	NP_001155084.1, XP_008207737.1	XP_031846807.1, XP_031846815.1
OG0001909	XP_032456056.1	XP_031845650.1, XP_031845653.1
OG0001910	XP_008201822.1	XP_031832395.1
OG0001912	XP_008216537.1	XP_031840777.1, XP_031840774.1
OG0001913	XP_016844726.1	XP_031840928.1, XP_031840927.1, XP_031840924.1, XP_031840926.1, XP_031840925.1
OG0001914	XP_016838374.1	XP_031847712.1
OG0001915	XP_003427521.1, XP_003427523.1	XP_031825627.1, XP_031825626.1, XP_031825625.1, XP_031825628.1
OG0001916	XP_008215942.1, XP_032456961.1	XP_031841017.1, XP_031841016.1
OG0001917	XP_008203737.1, XP_008203739.1, XP_031782066.1, XP_031782067.1	XP_031840313.1
OG0001918	XP_003427931.1	XP_031841738.1
OG0001919	XP_031788736.1, XP_031788448.1, XP_008212485.1	XP_031844310.1
OG0001920	XP_008215501.1, XP_001607287.1	XP_031835841.1, XP_031835838.1, XP_031835844.1, XP_031835845.1, XP_031835840.1, XP_031835843.1, XP_031835839.1
OG0001921	XP_001604700.1	XP_031843891.1
OG0001922	XP_031779099.1, XP_031779098.1, XP_031779100.1	XP_031841054.1
OG0001923	XP_008209458.1	XP_031827830.1
OG0001924	XP_031782567.1	XP_031834843.1, XP_031834840.1
OG0001925	XP_001607740.1, XP_008203086.1, XP_031777813.1	XP_031828758.1
OG0001926	XP_003426826.1	XP_031830021.1
OG0001927	XP_031788331.1, XP_016842024.1	XP_031826835.1
OG0001928	XP_016844845.2	XP_031830850.1
OG0001929	XP_031780127.1	XP_031830745.1
OG0001930	XP_031779200.1	XP_031847914.1
OG0001931	XP_031777740.1, XP_001607753.1, XP_032451803.1	XP_031844874.1, XP_031844875.1, XP_031844872.1, XP_031844873.1
OG0001933	XP_031778152.1, XP_003425501.1	XP_031828207.1, XP_031828208.1, XP_031828206.1
OG0001934	XP_016838487.1	XP_031848315.1, XP_031848332.1
OG0001935	XP_003427326.1	XP_031846808.1, XP_031846809.1, XP_031846806.1
OG0001936	NP_001164386.1, XP_031777853.1	XP_031830271.1
OG0001937	XP_032452144.1, NP_001128389.1, NP_001128390.1	XP_031844813.1
OG0001938	XP_031787199.1, XP_001603831.2	XP_031843141.1, XP_031843140.1
OG0001939	XP_031777252.1, XP_008215319.1, XP_008215317.1, XP_008215320.1, XP_001606070.1	XP_031837972.1, XP_031837971.1, XP_031837974.1, XP_031837973.1
OG0001940	XP_008214308.2	XP_031828224.1, XP_031828225.1, XP_031828226.1
OG0001941	XP_032452908.1, XP_008209803.1	XP_031844452.1, XP_031844451.1
OG0001942	XP_008208407.1	XP_031826078.1, XP_031826114.1, XP_031826069.1, XP_031826087.1, XP_031826096.1, XP_031826104.1, XP_031826063.1
OG0001943	XP_031781572.1	XP_031835230.1
OG0001944	XP_008206976.2, XP_031786898.1	XP_031839148.1, XP_031839149.1, XP_031839150.1
OG0001945	XP_031785446.1	XP_031850206.1
OG0001946	XP_003425284.1, XP_003425283.1, XP_008201901.1	XP_031835563.1
OG0001947	XP_031779520.1, XP_031779522.1	XP_031848044.1
OG0001948	XP_016839730.1, XP_016839731.1	XP_031843289.1
OG0001949	XP_008216747.1, XP_031777065.1, XP_032451847.1, XP_032451848.1	XP_031835765.1
OG0001950	XP_001606793.1	XP_031844308.1
OG0001951	XP_008205666.1	XP_031828253.1
OG0001952	XP_031776867.1, XP_031776838.1	XP_031830157.1, XP_031830206.1
OG0001953	XP_031787744.1	XP_031828731.1
OG0001954	XP_008206918.1	XP_031841353.1, XP_031841352.1, XP_031841356.1, XP_031841355.1, XP_031841351.1
OG0001955	XP_031786918.1, XP_031786917.1, XP_031780986.1	XP_031844009.1, XP_031844010.1
OG0001959	XP_001604806.1	XP_031843339.1
OG0001960	XP_016844932.1, XP_016844931.1, XP_016844929.1	XP_031836239.1, XP_031836238.1
OG0001961	XP_032453532.1, XP_001603588.2, XP_032453533.1	XP_031848295.1
OG0001962	XP_008206753.1	XP_031845825.1
OG0001963	XP_008213483.1	XP_031832213.1
OG0001964	XP_031784293.1, NP_001122409.2	XP_031831705.1, XP_031831704.1
OG0001965	XP_031779566.1, XP_016841474.1	XP_031840489.1
OG0001966	XP_001607784.1	XP_031829638.1, XP_031829637.1, XP_031829636.1
OG0001967	XP_008205423.1, NP_001155989.1, NP_001155990.1	XP_031847984.1
OG0001968	XP_016843785.1, XP_031787537.1	XP_031829493.1
OG0001969	XP_003427305.1	XP_031828968.1
OG0001970	XP_001600421.2	XP_031832833.1
OG0001971	XP_016838128.1	XP_031848166.1, XP_031848156.1
OG0001973	XP_032456675.1, XP_031787668.1	XP_031838055.1
OG0001974	XP_016842541.1, XP_016842540.1, XP_008202112.1, XP_008202114.1, XP_003425404.1, XP_032453528.1, XP_008202110.1	XP_031844299.1
OG0001975	XP_001603045.2, XP_016839305.1	XP_031836183.1
OG0001976	XP_016844202.1	XP_031826249.1, XP_031826248.1, XP_031826251.1
OG0001977	XP_001602111.4	XP_031826569.1
OG0001978	NP_001128299.1, XP_031778346.1, XP_031789018.1	XP_031850472.1, XP_031850471.1, XP_031850470.1
OG0001980	XP_031776831.1, XP_008208266.2	XP_031841591.1, XP_031841594.1, XP_031841593.1, XP_031841590.1, XP_031841589.1, XP_031841595.1, XP_031841592.1
OG0001981	XP_008203612.1	XP_031837910.1
OG0001983	XP_008207012.1	XP_031835638.1, XP_031835803.1
OG0001984	XP_008217695.1	XP_031845594.1, XP_031845590.1, XP_031845591.1, XP_031845595.1, XP_031845596.1, XP_031845593.1, XP_031845597.1
OG0001987	XP_008216612.1	XP_031832381.1
OG0001988	XP_008212767.1, XP_031781386.1	XP_031828034.1
OG0001989	XP_001607213.1	XP_031836922.1, XP_031836923.1
OG0001990	XP_001599614.1	XP_031828199.1, XP_031828198.1
OG0001991	XP_032455315.1, XP_001600190.1	XP_031831964.1
OG0001992	XP_031778961.1	XP_031849482.1
OG0001993	XP_001601230.1, XP_032456076.1, XP_008218092.1	XP_031829781.1
OG0001994	XP_003427198.1	XP_031834154.1, XP_031834153.1, XP_031834152.1, XP_031834151.1
OG0001995	NP_001152805.1	XP_031834096.1
OG0001996	XP_001605457.3	XP_031829819.1
OG0001997	XP_031777941.1, XP_031778184.1, XP_001606900.1	XP_031847520.1
OG0001998	XP_001599579.1	XP_031846087.1, XP_031846089.1
OG0001999	XP_032457883.1, XP_001599709.1, XP_032457880.1, XP_032457881.1, XP_032457882.1	XP_031828950.1
OG0002000	XP_016844725.1, XP_016844723.1	XP_031846406.1
OG0002001	XP_001603234.1	XP_031841166.1
OG0002002	XP_001603956.3	XP_031841150.1
OG0002003	XP_008216922.1, XP_008216920.1, XP_008216921.1, XP_008216919.1, XP_032455996.1	XP_031836236.1
OG0002004	XP_016845815.1, XP_032454966.1	XP_031834430.1
OG0002005	XP_031778969.1	XP_031844114.1, XP_031844115.1, XP_031844117.1, XP_031844116.1
OG0002006	XP_031785912.1	XP_031836056.1
OG0002007	XP_008216173.1	XP_031849021.1, XP_031849030.1
OG0002009	XP_001604479.1	XP_031825621.1
OG0002010	XP_008203068.1, XP_001604399.2, XP_016841702.1	XP_031834020.1, XP_031834019.1
OG0002011	XP_008212650.2	XP_031841011.1
OG0002012	XP_016838708.1, NP_001107659.1	XP_031839870.1
OG0002014	XP_031787226.1	XP_031827829.1
OG0002015	XP_016844027.1	XP_031831241.1, XP_031831240.1, XP_031831239.1
OG0002016	XP_031779048.1, XP_016839175.2	XP_031831342.1
OG0002017	XP_031787864.1	XP_031842469.1
OG0002018	XP_031777015.1, XP_031777016.1, XP_008212302.1, XP_031777014.1	XP_031826997.1
OG0002019	XP_001608101.2	XP_031835610.1
OG0002020	XP_031783950.1, XP_031783940.1	XP_031833173.1
OG0002022	XP_001605064.1, XP_008209116.1	XP_031844877.1
OG0002023	XP_008214719.1	XP_031835977.1
OG0002024	XP_032454164.1, XP_001604471.2	XP_031833246.1
OG0002025	NP_001153367.1	XP_031845299.1, XP_031845297.1, XP_031845298.1
OG0002026	XP_016837634.1	XP_031828699.1
OG0002028	XP_016845934.1, XP_031788360.1, XP_001608170.1	XP_031826451.1
OG0002029	XP_008212219.2, XP_016844343.1	XP_031827176.1, XP_031827174.1, XP_031827175.1
OG0002030	XP_001607135.1, XP_032456699.1	XP_031844792.1, XP_031844797.1
OG0002032	XP_016843474.1	XP_031825356.1, XP_031825351.1, XP_031825350.1
OG0002035	XP_008205234.1, XP_003424300.1	XP_031838860.1
OG0002036	XP_008214272.1	XP_031832569.1
OG0002037	XP_001599027.3	XP_031839377.1
OG0002038	XP_032456776.1, XP_008211018.3	XP_031846412.1, XP_031846411.1, XP_031846409.1, XP_031846410.1
OG0002040	XP_001602205.2, XP_031787285.1	XP_031832962.1
OG0002041	XP_031785024.1, XP_031785028.1	XP_031827572.1
OG0002042	XP_003426486.1, XP_001607860.1	XP_031837964.1, XP_031837961.1, XP_031837962.1, XP_031837960.1, XP_031837963.1
OG0002043	XP_001607464.2	XP_031832296.1
OG0002044	XP_008215356.1	XP_031825706.1
OG0002045	XP_008215622.1, XP_001607677.1, XP_008215620.1, XP_031777102.1	XP_031848185.1
OG0002046	XP_001603683.1, XP_032455402.1	XP_031845334.1
OG0002047	XP_016838908.1	XP_031839930.1
OG0002048	XP_008204673.1	XP_031845280.1
OG0002049	XP_008206879.1	XP_031834093.1
OG0002050	XP_001608046.1	XP_031840448.1, XP_031840447.1, XP_031840451.1, XP_031840450.1, XP_031840449.1
OG0002051	XP_008205727.1	XP_031847251.1
OG0002052	XP_031778328.1, NP_001153369.1	XP_031837641.1, XP_031837639.1, XP_031837637.1, XP_031837636.1, XP_031837635.1, XP_031837634.1, XP_031837633.1, XP_031837632.1, XP_031837640.1
OG0002053	XP_016838347.1, XP_001603104.1, XP_032452535.1	XP_031837267.1
OG0002054	XP_031786975.1	XP_031832638.1
OG0002055	XP_003424937.1	XP_031825841.1
OG0002056	XP_008209991.2	XP_031849751.1
OG0002057	XP_001602070.1	XP_031833158.1
OG0002058	XP_031786224.1	XP_031849841.1
OG0002059	XP_008208388.1	XP_031837110.1
OG0002060	XP_001599552.2	XP_031839067.1
OG0002061	XP_001602037.2	XP_031840977.1
OG0002063	XP_001605407.1	XP_031831128.1
OG0002064	XP_031783669.1	XP_031832368.1
OG0002065	XP_016845620.1, XP_031778190.1, XP_032454231.1	XP_031845901.1
OG0002066	XP_001607955.1	XP_031847414.1
OG0002067	XP_032457341.1	XP_031827275.1, XP_031827274.1, XP_031827272.1, XP_031827271.1, XP_031827270.1, XP_031827278.1, XP_031827277.1, XP_031827276.1
OG0002068	XP_003424103.1, XP_008212711.1, XP_001607337.1	XP_031833794.1, XP_031833793.1
