Orthogroup	Nasonia_vitripennis	Bombyx_mori
OG0001895	XP_031787844.1, XP_031787851.1, XP_031787846.1	XP_037873123.1
OG0001896	XP_016838553.1, XP_016838549.1	XP_021203417.2
OG0001897	XP_001601168.1	XP_004930778.1, XP_004930779.1
OG0001898	XP_031786285.1, XP_031786233.1, XP_001604787.3, XP_016843937.1	XP_004933569.2, XP_012553329.2
OG0001899	XP_016841545.1	NP_001243914.1
OG0001900	XP_001606107.2	XP_004922569.1
OG0001901	XP_001604350.2	XP_037876242.1
OG0001902	XP_001605445.1	XP_012544997.2
OG0001903	XP_016844247.1	XP_004928575.2
OG0001904	XP_031779842.1	XP_037866807.1
OG0001905	XP_031785555.1	XP_012544944.2
OG0001906	XP_032458034.1	XP_037873835.1
OG0001907	XP_016843397.1	XP_037871977.1
OG0001908	NP_001155084.1, XP_008207737.1	NP_001166831.1
OG0001909	XP_032456056.1	XP_021209035.1
OG0001910	XP_008201822.1	XP_004931433.1
OG0001912	XP_008216537.1	XP_037871747.1
OG0001913	XP_016844726.1	XP_037871630.1
OG0001914	XP_016838374.1	XP_004933679.2, XP_004933676.1
OG0001915	XP_003427521.1, XP_003427523.1	XP_004925729.1
OG0001916	XP_008215942.1, XP_032456961.1	NP_001036911.1, XP_012550247.3
OG0001917	XP_008203737.1, XP_008203739.1, XP_031782066.1, XP_031782067.1	XP_004923160.1
OG0001918	XP_032451863.1, XP_003427931.1	XP_037877189.1
OG0001919	XP_031788736.1, XP_031788448.1, XP_008212485.1	XP_037873437.1, XP_037873436.1
OG0001920	XP_008215501.1, XP_001607287.1	XP_037873063.1
OG0001921	XP_001604700.1	XP_037868287.1
OG0001922	XP_031779099.1, XP_031779098.1, XP_031779100.1	XP_012550597.1
OG0001923	XP_008209458.1	NP_001157948.1, XP_037869037.1
OG0001924	XP_031782567.1	XP_004930019.1
OG0001925	XP_001607740.1, XP_008203086.1, XP_031777813.1	NP_001243987.1, XP_004928073.3
OG0001926	XP_003426826.1	XP_004929255.1, XP_004929254.1
OG0001927	XP_031788331.1, XP_016842024.1	XP_037873449.1, XP_037873450.1
OG0001928	XP_016844845.2	XP_021207183.2, XP_037869913.1
OG0001929	XP_031780127.1	XP_004932386.2
OG0001930	XP_031779200.1	XP_012546096.2
OG0001931	XP_031777740.1, XP_001607753.1, XP_032451803.1	XP_004923112.1
OG0001933	XP_031778152.1, XP_003425501.1	NP_001138793.1, XP_037876452.1
OG0001934	XP_016838487.1	XP_012548268.1
OG0001935	XP_003427326.1	XP_012551363.1, XP_004932653.1
OG0001936	NP_001164386.1, XP_031777853.1	XP_021207986.1, NP_001124345.1, NP_001091791.1
OG0001937	XP_032452144.1, NP_001128389.1, NP_001128390.1	NP_001136084.1, XP_037874195.1
OG0001938	XP_031787199.1, XP_001603831.2	XP_004921707.1, XP_004921760.1
OG0001939	XP_031777252.1, XP_008215319.1, XP_008215317.1, XP_008215320.1, XP_001606070.1	XP_012546950.1, NP_001093283.1
OG0001940	XP_008214308.2	XP_021203465.1, XP_004925890.1, XP_004925891.1
OG0001941	XP_032452908.1, XP_008209803.1	XP_012549425.2, XP_012549428.2
OG0001942	XP_008208407.1	XP_004926240.1
OG0001943	XP_031781572.1	XP_004923590.1
OG0001944	XP_008206976.2, XP_031786898.1	NP_001037504.1
OG0001945	XP_031785446.1	XP_012547652.2
OG0001946	XP_003425284.1, XP_003425283.1, XP_008201901.1	XP_037869327.1
OG0001947	XP_031779520.1, XP_031779522.1	XP_037867944.1, XP_004924339.1
OG0001948	XP_016839730.1, XP_016839731.1	XP_012549281.1
OG0001949	XP_008216747.1, XP_031777065.1, XP_032451847.1, XP_032451848.1	XP_037870326.1, XP_004926920.1
OG0001951	XP_008205666.1	XP_037874958.1
OG0001952	XP_031776867.1, XP_031776838.1	XP_037866697.1, XP_037866709.1
OG0001953	XP_031787744.1	XP_021207789.1, XP_004932490.1
OG0001955	XP_031786918.1, XP_031786917.1, XP_031780986.1	XP_012550006.2
OG0001956	XP_008216697.1, XP_032453954.1	XP_012547428.2, XP_037870740.1, XP_004927982.1, XP_004927809.1
OG0001959	XP_001604806.1	XP_004921844.1
OG0001960	XP_016844932.1, XP_016844931.1, XP_016844929.1	XP_037871193.1
OG0001961	XP_032453532.1, XP_001603588.2, XP_032453533.1	XP_004930929.1
OG0001962	XP_008206753.1	XP_004933390.1, XP_004928253.1, XP_004928254.1, XP_004933387.1
OG0001963	XP_008213483.1	XP_037871090.1, XP_037871089.1
OG0001964	XP_031784293.1, NP_001122409.2	XP_004921804.1
OG0001965	XP_031779566.1, XP_016841474.1	XP_004926552.1
OG0001966	XP_001607784.1	XP_012551994.1
OG0001967	XP_008205423.1, NP_001155989.1, NP_001155990.1	XP_012544203.1
OG0001968	XP_016843785.1, XP_031787537.1	XP_021203345.1, XP_021203346.1, XP_037867333.1
OG0001969	XP_003427305.1	NP_001243937.1, XP_021204322.1
OG0001970	XP_001600421.2	XP_037872569.1, XP_037872567.1, XP_037872568.1, XP_037872564.1, XP_037872573.1
OG0001973	XP_032456675.1, XP_031787668.1	XP_021207551.2, XP_021207548.2
OG0001974	XP_016842541.1, XP_016842540.1, XP_008202112.1, XP_008202114.1, XP_003425404.1, XP_032453528.1, XP_008202110.1	XP_004928351.1
OG0001975	XP_001603045.2, XP_016839305.1	XP_021202025.1
OG0001976	XP_016844202.1	XP_004924205.1, XP_037869993.1
OG0001981	XP_008203612.1	NP_001166741.1, NP_001166740.1, NP_001166739.1
OG0001983	XP_008207012.1	XP_021202123.2, XP_021202124.2
OG0001987	XP_008216612.1	XP_012552962.1, NP_001040339.1
OG0001988	XP_008212767.1, XP_031781386.1	XP_021204462.1
OG0001989	XP_001607213.1	XP_037869257.1
OG0001990	XP_001599614.1	XP_004932474.1
OG0001991	XP_032455315.1, XP_001600190.1	NP_001040421.1
OG0001992	XP_031778961.1	NP_001040467.1, XP_037876129.1, XP_037871536.1, NP_001040182.1
OG0001993	XP_001601230.1, XP_032456076.1, XP_008218092.1	XP_012544193.2, XP_037873417.1
OG0001994	XP_003427198.1	XP_004925779.1
OG0001995	NP_001152805.1, XP_031781693.1	XP_004927930.1
OG0001996	XP_001605457.3	XP_004922475.1, XP_004922474.1
OG0001997	XP_031777941.1, XP_031778184.1, XP_001606900.1	NP_001170881.1
OG0001998	XP_001599579.1	NP_001274329.1
OG0001999	XP_032457883.1, XP_001599709.1, XP_032457880.1, XP_032457881.1, XP_032457882.1	NP_001040206.1, XP_037873068.1
OG0002000	XP_016844725.1, XP_016844723.1	XP_037873570.1
OG0002001	XP_001603234.1	XP_004924194.1
OG0002002	XP_001603956.3	NP_001037347.1
OG0002003	XP_008216922.1, XP_008216920.1, XP_008216921.1, XP_008216919.1, XP_032455996.1	XP_004926303.1
OG0002004	XP_016845815.1, XP_032454966.1	XP_012549677.1
OG0002005	XP_031778969.1	NP_001040410.1
OG0002006	XP_031785912.1	XP_004926826.1, NP_001037199.1
OG0002007	XP_008216173.1	XP_004931316.2, XP_004931314.2, XP_004931315.2, XP_004931313.2, XP_004931312.2
OG0002008	XP_032455024.1	XP_004925995.1, XP_037875358.1
OG0002009	XP_001604479.1	XP_004924671.1
OG0002010	XP_008203068.1, XP_001604399.2, XP_016841702.1	XP_004922081.1
OG0002011	XP_008212650.2	XP_004930524.2
OG0002012	XP_016838708.1, NP_001107659.1	XP_021204828.2, XP_037870936.1
OG0002014	XP_031787229.1, XP_031787226.1	XP_012545551.1
OG0002015	XP_016844027.1	XP_012548426.3
OG0002016	XP_031779048.1, XP_016839175.2	XP_037875068.1
OG0002017	XP_031787864.1	XP_004932704.2
OG0002018	XP_031777015.1, XP_031777016.1, XP_008212302.1, XP_031777014.1	XP_004922629.1
OG0002019	XP_001608101.2	NP_001040134.1
OG0002020	XP_031783950.1, XP_031783940.1	XP_021201873.2
OG0002022	XP_001605064.1, XP_008209116.1	XP_004926993.1
OG0002023	XP_008214719.1	XP_012544680.3
OG0002024	XP_032454164.1, XP_001604471.2	XP_004930957.1, XP_012549934.1, XP_012549935.1
OG0002025	NP_001153367.1	XP_012549681.1, XP_004930556.1, XP_037867411.1, XP_021206534.1, XP_021206535.1
OG0002028	XP_016845934.1, XP_031788360.1, XP_001608170.1	XP_037871856.1
OG0002029	XP_008212219.2, XP_016844343.1	XP_037874935.1
OG0002030	XP_001607135.1, XP_032456699.1	XP_012549764.1
OG0002032	XP_016843474.1	XP_037867146.1
OG0002034	XP_008214477.1, XP_031782282.1	XP_004932097.1, XP_037868059.1, XP_004931283.1, XP_021207118.1
OG0002036	XP_008214272.1	XP_004930803.2
OG0002037	XP_001599027.3	XP_004928198.1
OG0002038	XP_032456776.1, XP_008211018.3	NP_001182383.1
OG0002040	XP_001602205.2, XP_031787285.1	XP_004924945.1
OG0002041	XP_031785024.1, XP_031785028.1	XP_021205165.1
OG0002042	XP_003426486.1, XP_001607860.1	XP_004922505.2
OG0002043	XP_001607464.2	NP_001040180.1
OG0002044	XP_008215356.1	XP_021208120.1, XP_021208121.1
OG0002045	XP_008215622.1, XP_001607677.1, XP_008215620.1, XP_031777102.1	NP_001138801.1, XP_012548529.1
OG0002047	XP_016838908.1	XP_004931117.1, XP_021206910.1
OG0002048	XP_008204673.1	XP_037867513.1
OG0002049	XP_008206879.1	XP_004923495.1, XP_037876981.1
OG0002050	XP_001608046.1	NP_001266391.1
OG0002051	XP_008205727.1	XP_037873901.1
OG0002052	XP_031778328.1, NP_001153369.1	XP_012552016.2
OG0002053	XP_016838347.1, XP_001603104.1, XP_032452535.1	XP_012543792.2, XP_012546073.2, XP_004922271.1
OG0002055	XP_003424937.1	XP_037867991.1
OG0002056	XP_008209991.2	XP_037867474.1
OG0002057	XP_001602070.1	XP_004923050.1
OG0002058	XP_031786224.1	XP_004930906.1
OG0002059	XP_008208388.1	XP_012550348.3
OG0002060	XP_001599552.2	NP_001296560.1, XP_037875545.1
OG0002061	XP_001602037.2	XP_004931741.1
OG0002063	XP_001605407.1	XP_004924668.1
OG0002064	XP_031783669.1	XP_012551004.1, XP_004932099.1
OG0002065	XP_016845620.1, XP_031778190.1, XP_032454231.1	XP_037869831.1
OG0002066	XP_001607955.1	XP_004926099.1, XP_012545783.1
OG0002067	XP_032457341.1	XP_012550773.1
OG0002068	XP_003424103.1, XP_008212711.1, XP_001607337.1	XP_004932200.1, XP_004932199.1, XP_004932201.1, XP_021207663.1, XP_004932198.1
OG0002069	XP_008210554.1, XP_032457897.1, XP_032457896.1, XP_032457895.1, XP_008217350.1, XP_031784234.1, XP_031784235.1	XP_037877729.1
OG0002070	XP_001602392.2, XP_008202567.1	XP_004928991.1
OG0002071	XP_008213859.1, XP_008213860.1, XP_001599472.2	NP_001040377.1
OG0002072	XP_001600089.1	XP_004927177.1
OG0002073	XP_008209652.1, XP_008209654.1, XP_032452871.1, XP_008209657.1, XP_032452870.1, XP_032452869.1, XP_001605084.1	XP_004929232.1
OG0002075	NP_001154949.1	NP_001037484.1, XP_021207137.1, NP_001037552.1
OG0002076	XP_001605568.2	NP_001108113.1
OG0002077	XP_001607042.1	XP_021206397.2, XP_021206396.2, XP_021206398.2, XP_021206395.2
OG0002078	XP_016840890.1	XP_004930914.1, XP_012550072.1
OG0002080	XP_032452276.1, XP_032452277.1, XP_032452279.1, XP_032452278.1, XP_032452274.1, XP_032452280.1, XP_032452275.1, XP_031780715.1, XP_008208770.1	XP_004929715.1
OG0002081	XP_031784467.1, XP_031784464.1	NP_001037658.1, XP_012548085.1
OG0002082	XP_001607707.1, XP_031777691.1, XP_008203064.1, XP_008203063.1	XP_004922686.2
OG0002083	XP_008207019.1	XP_037870148.1, XP_037877548.1
OG0002085	XP_001599415.1	XP_037872129.1, NP_001040139.1
OG0002086	XP_016838135.1, XP_008212523.1, XP_008212525.1, XP_008212524.1, XP_031778642.1	XP_012549660.1
OG0002087	XP_031777220.1	XP_004931292.1, XP_004931291.1, XP_012550366.1
OG0002088	XP_031780040.1, XP_031780039.1, XP_031780041.1	NP_001243927.1, XP_012551057.1
OG0002089	XP_001604238.2	XP_012544857.1
OG0002090	XP_031781496.1, XP_001600915.3	XP_004925377.2
OG0002091	XP_001601973.1	XP_004923972.2
OG0002092	XP_001599942.1	XP_004924772.1, XP_012544590.1, XP_037874717.1
OG0002093	XP_001605566.1	XP_004922680.1
OG0002094	XP_001605247.1, XP_031785053.1	XP_037869903.1, XP_037869902.1
OG0002095	XP_008204059.1, XP_031786761.1	XP_004921623.1
OG0002096	XP_001608008.2	XP_004933673.2
OG0002097	XP_001607946.2	XP_021205473.1
OG0002098	XP_016840374.1	XP_012548484.1, XP_012548483.1, XP_004929181.1, XP_004929182.1
OG0002099	XP_008216008.1	XP_021203330.1
OG0002100	XP_008207420.1, XP_008207419.1, XP_031787329.1, XP_031787328.1, XP_001608233.1, XP_003426723.1, XP_032456137.1	NP_001040519.1
OG0002101	XP_001603143.3	XP_037871396.1, XP_021208873.1
OG0002102	XP_031785420.1	XP_004921841.2, XP_037876170.1
OG0002103	XP_032451939.1, XP_001606938.1, XP_032451940.1, XP_032451941.1, XP_032451938.1, XP_032451937.1	XP_004926638.1
OG0002104	XP_001603200.2, XP_031781601.1, XP_016843307.1, XP_008205863.1, XP_016837975.1, XP_008216145.2, XP_031780115.1	XP_037876302.1
OG0002105	XP_031781590.1	XP_012543810.1, NP_001189461.1
OG0002106	XP_008208276.2	XP_004930986.1, XP_021206840.1
OG0002107	XP_008208102.1	XP_037873841.1, XP_037873840.1
OG0002108	XP_008210355.1	XP_004932655.1, XP_037875233.1, XP_037875234.1
OG0002109	XP_001603698.1	XP_037875089.1
OG0002110	XP_008210642.1, XP_031782070.1, XP_001602855.1	XP_037869794.1
OG0002111	XP_016841925.1	XP_012545601.1, XP_037877486.1
OG0002113	XP_008215384.2, XP_032451924.1, XP_032451925.1, XP_001606602.1	XP_037873020.1, NP_001037186.1
OG0002114	XP_008211284.1, XP_032455550.1	XP_004927474.1
OG0002115	XP_008208973.1, XP_031781565.1	XP_004927963.1
OG0002116	XP_031783439.1	XP_037870955.1
OG0002117	XP_001604118.1	XP_004929507.1
OG0002118	XP_031780694.1, XP_003425011.1	XP_004932934.1, XP_021208083.1
OG0002119	XP_016844267.1, XP_001603237.2	XP_012551451.2
OG0002120	XP_003426708.1	XP_037866469.1
OG0002121	XP_008214914.1	XP_004924530.2, XP_004924528.2
OG0002122	XP_008203237.2	XP_021202521.1
OG0002124	XP_031778232.1	XP_037874683.1, XP_021203890.2
OG0002125	XP_016838894.1	XP_004927987.4
OG0002126	XP_003426336.1	XP_004925662.1
OG0002127	XP_031783636.1	XP_037876861.1
OG0002128	XP_031783799.1	XP_021204759.1
OG0002129	XP_001604008.2	XP_037871920.1, XP_037871918.1, XP_037871919.1, XP_037871917.1, XP_037871916.1
OG0002130	XP_003425969.1, XP_001607104.1	XP_004922992.1, XP_037871765.1
OG0002134	XP_001608257.1	XP_021203407.2
OG0002136	XP_001606239.2	XP_037871770.1
OG0002137	XP_031781576.1, XP_031781578.1	XP_004925836.2
OG0002138	XP_001599555.1, XP_001599529.1	NP_001040192.1
OG0002139	XP_001604554.2	XP_021209062.1
OG0002140	XP_001607907.2	XP_037868592.1
OG0002141	XP_001603344.2	XP_021201826.1
OG0002142	XP_031782400.2	XP_004925884.2, XP_004925883.1
OG0002143	XP_032456906.1, XP_008207517.1	NP_001091797.1, XP_012545497.2
OG0002144	XP_016845774.2	NP_001182629.1, XP_021205972.2, NP_001093294.1, NP_001182630.1, XP_037873767.1
OG0002145	XP_001601117.4	XP_012548441.2
OG0002146	XP_003425852.1, XP_031780257.1	XP_037866665.1
OG0002147	XP_008216001.1, XP_008216003.1, XP_008216000.1	XP_004930315.1
OG0002148	XP_003424114.1	XP_021204958.2
OG0002149	XP_016843313.1, XP_016843317.2	XP_021206472.1
OG0002150	XP_008214740.1, XP_031786636.1, XP_031786635.1, XP_031786637.1, XP_016845321.1	XP_021207716.2
OG0002151	XP_016837769.1	XP_037869116.1
OG0002152	XP_008204427.3	XP_004932302.1
OG0002153	XP_001602464.2	NP_001191248.1, XP_037875040.1
OG0002154	XP_001601186.3, XP_032457037.1, XP_032457038.1, XP_032457039.1	XP_037873127.1
OG0002155	XP_031783561.2, XP_031783560.2	XP_037867343.1, XP_037867335.1
OG0002156	XP_008205333.2, XP_031783076.1	XP_037869025.1
OG0002157	XP_032453787.1	XP_004929801.1
OG0002158	XP_003426278.1	XP_004932283.2
OG0002159	XP_016840863.1, XP_032458202.1, XP_032458201.1, XP_003426986.1	XP_004931939.2
OG0002161	XP_008206236.1	XP_037868641.1, XP_004931255.1
OG0002163	XP_016838517.1, XP_008212570.1	XP_037876040.1
OG0002164	XP_031777815.1	XP_021207817.2
OG0002165	XP_031782646.1, XP_031782647.1, XP_016839851.1	XP_037876988.1, NP_001244265.1
OG0002166	XP_016839567.1	XP_021207080.1
OG0002167	XP_001602195.1	XP_004932543.1
OG0002169	XP_032452529.1, XP_031778534.1, XP_031778535.1, XP_031778539.1, XP_031778537.1, XP_031778540.1, XP_031778538.1, XP_031778536.1	XP_012550913.2
OG0002170	XP_008217510.1	XP_012547630.1, XP_004928213.1
OG0002171	XP_008207376.1	XP_037866870.1
OG0002172	XP_008207346.2	XP_037877723.1
OG0002173	XP_031784728.1	XP_037869944.1, XP_037869936.1, XP_037869943.1
OG0002174	XP_031780888.1, XP_031780891.1	XP_004929718.1, XP_004929719.1
OG0002175	XP_031788789.1	XP_037874545.1, XP_037874547.1
OG0002177	XP_016840421.2	XP_037875253.1
OG0002178	XP_008206149.1, XP_003426313.1, XP_001599608.2	XP_037871675.1
OG0002179	XP_016845680.1	XP_037870128.1
OG0002182	XP_031782212.1	XP_004934376.1
OG0002183	XP_031786547.1, XP_008214888.2	XP_037868365.1
OG0002184	XP_016840736.1, XP_016840734.1	XP_012553100.2, XP_037876248.1
OG0002185	XP_032453837.1, XP_016844152.2	XP_037872580.1
OG0002186	XP_031781049.1	XP_037867256.1
OG0002187	XP_032455262.1, XP_031784805.1	XP_004924091.2
OG0002189	XP_001601212.1, XP_032453471.1	XP_037868007.1
OG0002191	XP_032454980.1, XP_016840424.1, XP_003425108.1	XP_037876997.1, NP_001296509.1
OG0002192	XP_008208525.1	XP_004930030.2
OG0002193	NP_001127795.1, XP_008202527.1	XP_037872786.1
OG0002194	XP_032458184.1, XP_032458183.1	XP_004932826.1, XP_004932827.1
OG0002195	NP_001123224.1, XP_016843907.1	XP_012549175.1, XP_004930210.1, XP_004930209.1, XP_021206201.1
OG0002196	XP_031777747.1	XP_012545577.2
OG0002197	XP_001600257.1	XP_037868350.1
OG0002198	XP_031783068.1	XP_004929877.2, XP_021206055.1
OG0002199	XP_016838315.1, XP_016838316.1	XP_012545241.1
OG0002201	XP_031788734.1	XP_037876631.1
OG0002202	XP_031785411.1	XP_012544067.2
OG0002203	XP_001607217.1	NP_001296476.1, XP_037868626.1
OG0002204	XP_008211236.1, XP_031785128.1, XP_008211238.1, XP_031785129.1	XP_037873138.1
OG0002205	XP_031779690.1, XP_031779689.1	XP_004923458.1
OG0002206	XP_031787436.1	XP_004923125.1, XP_004926946.1
OG0002208	XP_016840035.1	XP_037868420.1, XP_004932254.2
OG0002209	NP_001127792.1, XP_031778358.1	XP_004924437.2
OG0002210	XP_008213224.1	XP_037872298.1, XP_037875811.1
OG0002211	XP_001607445.1	XP_004931687.2
OG0002212	XP_008204867.1	XP_037866852.1
OG0002213	XP_001602458.1	XP_012544470.1
OG0002214	XP_031785360.1	XP_021205764.1
OG0002215	NP_001153690.1, XP_031780961.1	NP_001153660.1, XP_012544170.1, XP_004929335.2
OG0002217	XP_003427205.1	XP_004928578.1
OG0002218	XP_031776910.1, XP_031776909.1, XP_031776908.1, XP_032452009.1, XP_031776911.1	XP_037875074.1
OG0002219	XP_008208361.1, XP_008208362.1	XP_004921897.2
OG0002220	NP_001135910.1	XP_037866830.1
OG0002221	XP_001603753.1	XP_012551291.1
OG0002222	XP_031784035.1, XP_031784040.1	XP_037867084.1, XP_037867089.1
OG0002223	XP_016837163.1	XP_004924801.2
OG0002224	XP_031779085.1, XP_031779081.1	XP_004931770.1
OG0002225	XP_016841873.1, XP_016841879.1	XP_021206432.2
OG0002226	XP_008206186.1, XP_001600621.1, XP_008206190.1	XP_037873298.1
OG0002230	XP_032453375.1	XP_012545976.1
OG0002236	XP_001601949.1	NP_001093076.1, XP_012543928.1
OG0002237	NP_001161440.1	XP_004933166.1
OG0002238	XP_032457754.1, XP_001600310.1, XP_032457755.1	NP_001037372.1
OG0002239	XP_031778338.1, NP_001136340.1, NP_001136339.1	NP_001040237.1
OG0002240	NP_001135854.1, XP_031782996.1	NP_001036916.1
OG0002241	XP_032456077.1, XP_001603723.1	XP_021203193.1, NP_001037233.1
OG0002242	XP_031777063.1	XP_037871896.1
OG0002243	XP_008211026.1	XP_004923153.1
OG0002244	XP_008215923.1	NP_001037281.1
OG0002245	XP_016839684.1, XP_032453339.1, XP_032453338.1	XP_021205311.1
OG0002246	XP_031787521.1, XP_031787522.1	NP_001036897.1
OG0002247	NP_001177691.1, XP_008202498.1	XP_004926157.1, XP_004933066.1
OG0002248	XP_001607853.1	XP_004926601.1, XP_012551631.1, NP_001040343.1
OG0002249	XP_031787510.1	NP_001091802.1
OG0002250	NP_001165804.1, NP_001165803.1, XP_016841996.1	XP_004923404.1
OG0002251	NP_001165912.1, XP_008216725.1	NP_001040131.1
OG0002252	XP_016839116.1, XP_031783742.1	XP_004927837.1
OG0002254	XP_008210757.1	NP_001040498.1, NP_001040382.1
OG0002255	XP_001606056.1, XP_008205015.1	XP_004926242.1, XP_004926243.1
OG0002256	XP_001605474.1	XP_037875702.1
OG0002257	XP_001601437.1	XP_037866847.1
OG0002258	XP_016840171.1, XP_001601465.2, XP_001600374.2	XP_004924118.1
OG0002259	XP_001605923.1	XP_004928659.1
OG0002260	XP_008203077.1	NP_001040161.1
OG0002261	XP_016845412.1	NP_001093078.1
OG0002262	XP_001599940.1	XP_012548775.2
OG0002263	NP_001127915.1	XP_012545000.1, XP_037875794.1
OG0002264	XP_031779934.1	XP_012544793.1, XP_037869775.1
OG0002265	XP_032453597.1, NP_001161241.1	XP_012550867.2, NP_001040456.1, NP_001040530.1
OG0002266	XP_001602605.2	XP_004926299.1
OG0002267	XP_001602262.1	XP_004925202.1
OG0002268	XP_001607588.1	XP_037873998.1
OG0002269	XP_008213122.1, XP_032452109.1, XP_031781465.1	NP_001040268.1, NP_001040481.1
OG0002270	XP_031778982.1	XP_021205280.1, XP_021205281.1
OG0002271	XP_001599728.1	XP_037869279.1, XP_037869280.1
OG0002274	XP_031785329.1	XP_021204196.1, NP_001040291.1
OG0002275	XP_016837828.1	XP_021206830.2
OG0002276	XP_031781316.1	XP_012544866.1, XP_012544867.1
OG0002277	XP_016842710.1, XP_008202458.1, XP_032457319.1, XP_031777450.1	NP_001296557.1
OG0002278	XP_016842444.1, XP_008201886.1	XP_012552556.2, XP_012552490.2
OG0002279	XP_016845013.1, XP_016845012.1	XP_037876995.1
OG0002280	XP_016837704.1, XP_031787961.1	NP_001093299.1, XP_012548047.1
OG0002281	XP_001599952.2	XP_037872686.1
OG0002282	XP_001607188.1	XP_004924715.1
OG0002283	XP_003425908.1	XP_012553037.2, NP_001037558.1
OG0002284	XP_016844455.2, XP_016841145.1	XP_037871685.1, XP_012552837.1, XP_021209040.1
OG0002285	XP_001603067.1	XP_012549050.1, XP_004929829.1
OG0002286	XP_031780400.1	XP_012548819.2
OG0002287	XP_031784756.1	XP_021202511.2
OG0002288	XP_008209398.1, XP_032453070.1	XP_012546309.1
OG0002289	XP_001603086.2, XP_016840066.1	XP_037877096.1
OG0002290	XP_001603187.1	XP_004930244.1
OG0002291	XP_031789286.1	XP_012551389.1
OG0002292	XP_016843498.2	XP_004933392.1
OG0002292	XP_031787538.1	XP_021202132.2
OG0002293	XP_031781424.1, XP_031781422.1	XP_012548852.1, XP_037874539.1
OG0002294	XP_031781660.1	XP_012552663.2, XP_037871201.1
