Orthogroup	Nasonia_vitripennis	Apis_mellifera
OG0001980	XP_031776831.1, XP_008208266.2	XP_006560860.2, XP_001120901.3
OG0001981	XP_008203612.1	XP_001122667.2
OG0001983	XP_008207012.1	XP_026299490.1
OG0001987	XP_008216612.1	XP_006557926.1
OG0001988	XP_008212767.1, XP_031781386.1	XP_006568657.1
OG0001989	XP_001607213.1	XP_395877.1
OG0001990	XP_001599614.1	XP_006570178.1
OG0001991	XP_032455315.1, XP_001600190.1	XP_623079.2, XP_006562631.2
OG0001992	XP_031778961.1	XP_026295286.1, XP_006558448.1
OG0001994	XP_003427198.1	XP_625034.1
OG0001995	NP_001152805.1	XP_396634.2
OG0001996	XP_001605457.3	XP_026299876.1
OG0001997	XP_031777941.1, XP_031778184.1, XP_001606900.1	XP_003249792.1
OG0001998	XP_001599579.1	XP_026296171.1, XP_026296174.1, XP_026296173.1, XP_026296172.1
OG0001999	XP_032457883.1, XP_001599709.1, XP_032457880.1, XP_032457881.1, XP_032457882.1	XP_624205.2
OG0002000	XP_016844725.1, XP_016844723.1	XP_026301334.1, XP_026301335.1
OG0002001	XP_001603234.1	XP_624562.2
OG0002002	XP_001603956.3	NP_001035345.1, XP_006571765.2
OG0002003	XP_008216922.1, XP_008216920.1, XP_008216921.1, XP_008216919.1, XP_032455996.1	XP_026300645.1
OG0002004	XP_016845815.1, XP_032454966.1	XP_026295896.1
OG0002005	XP_031778969.1	XP_026295546.1, XP_026295545.1
OG0002006	XP_031785912.1	XP_392711.4
OG0002007	XP_008216173.1	XP_624429.2
OG0002008	XP_032455024.1	XP_006566279.1
OG0002009	XP_001604479.1	XP_006562151.1, XP_625149.1, XP_006562150.1
OG0002010	XP_008203068.1, XP_001604399.2, XP_016841702.1	XP_625179.1
OG0002011	XP_008212650.2	XP_006569298.1
OG0002012	XP_016838708.1, NP_001107659.1	XP_016773481.1, NP_001107660.1
OG0002015	XP_016844027.1	XP_623739.2
OG0002016	XP_031779048.1, XP_016839175.2	XP_396581.5
OG0002017	XP_031787864.1	XP_026301178.1
OG0002018	XP_031777015.1, XP_031777016.1, XP_008212302.1, XP_031777014.1	XP_006557745.2, NP_001229397.1
OG0002019	XP_001608101.2	XP_623673.3
OG0002020	XP_031783950.1, XP_031783940.1	XP_026296296.1, XP_026296289.1
OG0002022	XP_001605064.1, XP_008209116.1	XP_624811.3
OG0002023	XP_008214719.1	XP_026300485.1, XP_006557894.1, XP_006557893.1
OG0002024	XP_032454164.1, XP_001604471.2	XP_026296072.1
OG0002025	NP_001153367.1	XP_016767160.1
OG0002026	XP_016837634.1	XP_006568164.1
OG0002028	XP_016845934.1, XP_031788360.1, XP_001608170.1	XP_392742.4
OG0002029	XP_008212219.2, XP_016844343.1	XP_393021.4
OG0002030	XP_001607135.1, XP_032456699.1	NP_001035923.1, XP_026301066.1
OG0002032	XP_016843474.1	XP_006567845.1, XP_394587.3
OG0002034	XP_008214477.1, XP_031782282.1	XP_006558694.1
OG0002036	XP_008214272.1	XP_026294976.1
OG0002037	XP_001599027.3	XP_397092.3
OG0002040	XP_001602205.2, XP_031787285.1	NP_001229385.1
OG0002041	XP_031785024.1, XP_031785028.1	XP_006566987.1
OG0002042	XP_003426486.1, XP_001607860.1	XP_026298837.1
OG0002043	XP_001607464.2	XP_393404.2
OG0002044	XP_008215356.1	XP_026301448.1
OG0002045	XP_008215622.1, XP_001607677.1, XP_008215620.1, XP_031777102.1	XP_026298052.1
OG0002046	XP_001603683.1, XP_032455402.1	XP_026295870.1
OG0002047	XP_016838908.1	XP_395924.2
OG0002048	XP_008204673.1	XP_006569408.2
OG0002049	XP_008206879.1	XP_006557379.2
OG0002050	XP_001608046.1	XP_006568607.1
OG0002051	XP_008205727.1	XP_392246.3
OG0002052	XP_031778328.1, NP_001153369.1	XP_026298620.1
OG0002053	XP_016838347.1, XP_001603104.1, XP_032452535.1	XP_006557635.1, XP_006557637.1
OG0002054	XP_031786975.1	XP_026301012.1, XP_016771495.1
OG0002055	XP_003424937.1	XP_003250472.2
OG0002056	XP_008209991.2	XP_623996.3
OG0002057	XP_001602070.1	XP_006564911.3
OG0002058	XP_031786224.1	XP_624823.1
OG0002059	XP_008208388.1	XP_026300939.1
OG0002060	XP_001599552.2	XP_006558279.1, XP_016768968.1
OG0002061	XP_001602037.2	XP_006559822.1
OG0002063	XP_001605407.1	XP_026299136.1, XP_026299137.1, XP_026299138.1, XP_026299135.1, XP_026299139.1
OG0002064	XP_031783669.1	XP_006557901.1, XP_016771212.1
OG0002065	XP_016845620.1, XP_031778190.1, XP_032454231.1	XP_026300905.1
OG0002066	XP_001607955.1	XP_016772001.1, XP_625215.4
OG0002067	XP_032457341.1	XP_006557829.1
OG0002068	XP_003424103.1, XP_008212711.1, XP_001607337.1	XP_396039.6
OG0002069	XP_008210554.1, XP_032457897.1, XP_032457896.1, XP_032457895.1, XP_008217350.1, XP_031784234.1, XP_031784235.1	XP_003249083.2
OG0002070	XP_001602392.2, XP_008202567.1	XP_006568802.1
OG0002071	XP_008213859.1, XP_008213860.1, XP_001599472.2	XP_006570054.1
OG0002072	XP_001600089.1	XP_394778.2
OG0002073	XP_008209652.1, XP_008209654.1, XP_032452871.1, XP_008209657.1, XP_032452870.1, XP_032452869.1, XP_001605084.1	XP_623094.2
OG0002075	NP_001154949.1	XP_624827.3
OG0002076	XP_001605568.2	NP_001035320.1
OG0002077	XP_001607042.1	XP_001119921.1
OG0002078	XP_016840890.1	XP_016770352.2
OG0002080	XP_032452276.1, XP_032452277.1, XP_032452279.1, XP_032452278.1, XP_032452274.1, XP_032452280.1, XP_032452275.1, XP_031780715.1, XP_008208770.1	XP_396298.2
OG0002081	XP_031784467.1, XP_031784464.1	XP_006564656.1
OG0002082	XP_001607707.1, XP_031777691.1, XP_008203064.1, XP_008203063.1	XP_026296977.1
OG0002083	XP_008207019.1	XP_391852.2
OG0002084	NP_001127786.1, XP_016837015.1	XP_394417.5
OG0002085	XP_001599415.1	XP_006572325.1
OG0002086	XP_016838135.1, XP_008212523.1, XP_008212525.1, XP_008212524.1, XP_031778642.1	XP_006562875.3
OG0002087	XP_031777220.1	XP_006557806.1
OG0002088	XP_031780040.1, XP_031780039.1, XP_031780041.1	XP_016769943.1, XP_006566281.1
OG0002089	XP_001604238.2	XP_001122842.2
OG0002090	XP_031781496.1, XP_001600915.3	XP_003250895.2
OG0002091	XP_001601973.1	XP_016768578.1
OG0002092	XP_001599942.1	XP_001120770.1
OG0002093	XP_001605566.1	XP_001121453.1
OG0002094	XP_001605247.1, XP_031785053.1	XP_006557484.1
OG0002095	XP_008204059.1, XP_031786761.1	XP_006571055.1, XP_016768322.1
OG0002096	XP_001608008.2	XP_006567403.1, XP_623232.1, XP_006567404.1
OG0002097	XP_001607946.2	XP_016772243.1
OG0002098	XP_016840374.1	XP_395300.3
OG0002099	XP_008216008.1	XP_016769587.1
OG0002100	XP_008207420.1, XP_008207419.1, XP_031787329.1, XP_031787328.1, XP_001608233.1, XP_003426723.1, XP_032456137.1	XP_001121113.1, XP_006562944.1
OG0002101	XP_001603143.3	XP_026297360.1, XP_392414.6
OG0002102	XP_031785420.1	XP_026296629.1
OG0002103	XP_032451939.1, XP_001606938.1, XP_032451940.1, XP_032451941.1, XP_032451938.1, XP_032451937.1	XP_396097.3, XP_006572192.1
OG0002104	XP_001603200.2, XP_031781601.1, XP_016843307.1, XP_008205863.1, XP_016837975.1, XP_008216145.2, XP_031780115.1	XP_016767605.2
OG0002105	XP_031781590.1	XP_001121094.1, XP_006565394.1, XP_026297302.1
OG0002106	XP_008208276.2	XP_026300909.1
OG0002107	XP_008208102.1	XP_006562841.1
OG0002108	XP_008210355.1	XP_392953.3
OG0002109	XP_001603698.1	XP_392624.5
OG0002110	XP_008210642.1, XP_031782070.1, XP_001602855.1	XP_026300792.1
OG0002111	XP_016841925.1	XP_001120809.2, XP_026299066.1, XP_016770131.2
OG0002113	XP_008215384.2, XP_032451924.1, XP_032451925.1, XP_001606602.1	XP_006562933.1
OG0002114	XP_008211284.1, XP_032455550.1	XP_026296872.1, XP_026296873.1
OG0002115	XP_008208973.1, XP_031781565.1	XP_393033.4, XP_016771093.1, XP_016771091.1
OG0002116	XP_031783439.1	XP_006562581.1
OG0002117	XP_001604118.1	XP_006567226.1
OG0002119	XP_016844267.1, XP_001603237.2	XP_006565398.1
OG0002120	XP_003426708.1	XP_001120472.1, XP_026299847.1
OG0002121	XP_008214914.1	XP_026296861.1
OG0002122	XP_008203237.2	XP_006567480.1, XP_001122362.2
OG0002123	XP_032454488.1, XP_031782308.1, XP_016839572.1, XP_016839573.1	XP_624419.3
OG0002124	XP_031778232.1	XP_016772410.1
OG0002125	XP_016838894.1	XP_016769141.2
OG0002126	XP_016843477.1, XP_032455715.1, XP_003426336.1	XP_623779.1
OG0002127	XP_031783636.1	XP_016766513.2, XP_026294932.1
OG0002128	XP_031783799.1	XP_001120093.2
OG0002129	XP_001604008.2	XP_016768262.1
OG0002134	XP_001608257.1	XP_016768353.1
OG0002136	XP_001606239.2	XP_001122322.2
OG0002137	XP_031781576.1, XP_031781578.1	XP_006569994.1
OG0002138	XP_001599555.1, XP_001599529.1	XP_625185.1
OG0002139	XP_001604554.2	XP_026298880.1
OG0002140	XP_001607907.2	XP_006558381.1
OG0002141	XP_001603344.2	XP_006559209.1, XP_006559207.1
OG0002142	XP_031782400.2	XP_026299682.1
OG0002143	XP_032456906.1, XP_008207517.1	XP_395256.3
OG0002144	XP_016845774.2	XP_006565158.1
OG0002145	XP_001601117.4	XP_026302109.1
OG0002146	XP_003425852.1, XP_031780257.1	XP_026299965.1
OG0002147	XP_008216001.1, XP_008216003.1, XP_008216000.1	XP_003251193.2, XP_006568247.2
OG0002148	XP_003424114.1	XP_396933.1
OG0002149	XP_016843313.1, XP_016843317.2	XP_026300946.1, XP_026300943.1
OG0002150	XP_008214740.1, XP_031786636.1, XP_031786635.1, XP_031786637.1, XP_016845321.1	XP_006566767.2
OG0002151	XP_016837769.1	XP_026300010.1
OG0002152	XP_008204427.3	XP_003251652.1
OG0002153	XP_001602464.2	XP_016770369.1
OG0002154	XP_001601186.3, XP_032457037.1, XP_032457038.1, XP_032457039.1	XP_026299147.1
OG0002155	XP_031783561.2, XP_031783560.2	XP_006569416.1, XP_026295969.1
OG0002156	XP_008205333.2, XP_031783076.1	XP_006565490.3
OG0002157	XP_032453787.1	XP_026301644.1
OG0002158	XP_003426278.1	XP_026301037.1, NP_001229447.1
OG0002159	XP_016840863.1, XP_032458202.1, XP_032458201.1, XP_003426986.1	XP_003250614.1
OG0002160	XP_001604847.2, XP_031786384.1	XP_026300063.1
OG0002161	XP_008206236.1	XP_026295815.1
OG0002163	XP_016838517.1, XP_008212570.1	XP_006563942.2
OG0002164	XP_031777815.1	XP_016771568.2
OG0002165	XP_031782646.1, XP_031782647.1, XP_016839851.1	XP_006569656.1, XP_393231.4
OG0002166	XP_016839567.1	XP_006559200.2
OG0002167	XP_001602195.1	XP_016768696.2, XP_026297646.1
OG0002169	XP_032452529.1, XP_031778534.1, XP_031778535.1, XP_031778539.1, XP_031778537.1, XP_031778540.1, XP_031778538.1, XP_031778536.1	XP_026297994.1
OG0002170	XP_008217510.1	XP_006565614.1
OG0002171	XP_008207376.1	XP_016769791.1
OG0002172	XP_008207346.2	XP_001120296.2
OG0002173	XP_031784728.1	XP_006571779.1, XP_003251788.1
OG0002174	XP_031780888.1, XP_031780891.1	XP_026296921.1
OG0002175	XP_031788789.1	XP_026300499.1
OG0002177	XP_016840421.2	XP_026298372.1, XP_016768852.2
OG0002178	XP_008206149.1, XP_003426313.1, XP_001599608.2	XP_026298889.1
OG0002179	XP_016845680.1	XP_003249515.1
OG0002182	XP_031782212.1	XP_624698.2, XP_006568988.1, XP_026302282.1, XP_006568989.1
OG0002183	XP_031786547.1, XP_008214888.2	XP_026296430.1
OG0002184	XP_016840736.1, XP_016840734.1	XP_026296731.1, XP_026296729.1
OG0002185	XP_032453837.1, XP_016844152.2	XP_026301358.1
OG0002186	XP_031781049.1	XP_026302010.1
OG0002187	XP_032455262.1, XP_031784805.1	XP_391935.5
OG0002189	XP_001601212.1, XP_032453471.1	XP_396143.4
OG0002191	XP_032454980.1, XP_016840424.1, XP_003425108.1	XP_001121570.2, XP_016768282.1
OG0002192	XP_008208525.1	XP_623917.2, XP_006571946.2
OG0002193	NP_001127795.1, XP_008202527.1	XP_001122623.2
OG0002194	XP_032458184.1, XP_032458183.1	XP_026297768.1
OG0002195	NP_001123224.1, XP_016843907.1	XP_026295847.1, XP_026295848.1
OG0002196	XP_031777747.1	XP_026300743.1, XP_026300745.1, XP_026300744.1, XP_026300741.1, XP_016771852.2
OG0002197	XP_001600257.1	XP_026296432.1
OG0002198	XP_031783068.1	XP_396254.6
OG0002199	XP_016838315.1, XP_016838316.1	XP_026297023.1, XP_006564156.1
OG0002202	XP_031785411.1	NP_001139212.1
OG0002203	XP_001607217.1	XP_026299933.1
OG0002204	XP_008211236.1, XP_031785128.1, XP_008211238.1, XP_031785129.1	XP_001120874.3
OG0002206	XP_031787436.1	XP_006557487.1, XP_016770518.1
OG0002208	XP_016840035.1	XP_016771336.1, XP_016771335.1, XP_026300595.1
OG0002209	NP_001127792.1, XP_031778358.1	XP_393528.3
OG0002211	XP_001607445.1	XP_397355.2
OG0002212	XP_008204867.1	XP_003249894.1, XP_001120927.1, XP_026298487.1, XP_026298488.1
OG0002213	XP_001602458.1	XP_624684.1
OG0002214	XP_031785360.1	XP_396028.5
OG0002217	XP_003427205.1	XP_026295324.1, XP_026295325.1
OG0002218	XP_031776910.1, XP_031776909.1, XP_031776908.1, XP_032452009.1, XP_031776911.1	XP_003250601.1
OG0002219	XP_008208361.1, XP_008208362.1	XP_001120215.2
OG0002220	NP_001135910.1	NP_001157189.1, XP_016767530.2
OG0002221	XP_001603753.1	XP_396584.2
OG0002223	XP_016837163.1	XP_006571646.1
OG0002224	XP_031779085.1, XP_031779081.1	XP_026294816.1
OG0002225	XP_016841873.1, XP_016841879.1	XP_026300388.1
OG0002226	XP_008206186.1, XP_001600621.1, XP_008206190.1	XP_006562807.1
OG0002227	XP_003424524.1	XP_006560029.2, XP_396958.5
OG0002228	NP_001127791.1, XP_031778369.1	XP_006565302.1, XP_016770907.1
OG0002229	XP_032456715.1, XP_032456714.1, XP_032456713.1, XP_008207007.1, XP_008207006.1	XP_006566752.1
OG0002230	XP_032453375.1	XP_026297541.1, XP_026297545.1
OG0002231	XP_032456545.1	XP_392181.4
OG0002236	XP_001601949.1	XP_001121176.1
OG0002237	NP_001161440.1	XP_001123191.1
OG0002238	XP_032457754.1, XP_001600310.1, XP_032457755.1	XP_001120521.1
OG0002239	XP_031778338.1, NP_001136340.1, NP_001136339.1	XP_001120164.2
OG0002240	NP_001135854.1, XP_031782996.1	XP_026298564.1, XP_026298563.1
OG0002241	XP_032456077.1, XP_001603723.1	XP_006563657.1
OG0002242	XP_031777063.1	XP_016772917.1, XP_006572233.1
OG0002243	XP_008211026.1	XP_026299740.1, XP_016770528.1, XP_001122640.1
OG0002244	XP_008215923.1	XP_006567755.2
OG0002245	XP_016839684.1, XP_032453339.1, XP_032453338.1	XP_394877.3
OG0002246	XP_031787521.1, XP_031787522.1	XP_393344.3, XP_006557750.1
OG0002247	NP_001177691.1, XP_008202498.1	XP_016767143.1
OG0002248	XP_001607853.1	XP_397432.2
OG0002249	XP_031787510.1	XP_026297491.1
OG0002250	NP_001165804.1, NP_001165803.1, XP_016841996.1	XP_001120412.2
OG0002251	NP_001165912.1, XP_008216725.1	XP_624501.1, XP_006569695.1
OG0002252	XP_016839116.1, XP_031783742.1	XP_396630.2
OG0002254	XP_008210757.1	XP_016772675.1
OG0002255	XP_001606056.1, XP_008205015.1	XP_026297113.1, XP_026297115.1
OG0002256	XP_001605474.1	XP_624663.4, XP_006568569.2, XP_006568570.2, XP_006568571.2
OG0002257	XP_001601437.1	XP_395702.3
OG0002258	XP_016840171.1, XP_001601465.2, XP_001600374.2	XP_026300612.1
OG0002259	XP_001605923.1	XP_006557346.1, XP_026301503.1, XP_016772440.1
OG0002260	XP_008203077.1	XP_623081.1, NP_001301008.1
OG0002261	XP_016845412.1	NP_001171538.1
OG0002262	XP_001599940.1	XP_003249613.1
OG0002263	NP_001127915.1	XP_016770984.1
OG0002264	XP_031779934.1	XP_026300911.1
OG0002265	XP_032453597.1, NP_001161241.1	XP_392437.2
OG0002266	XP_001602605.2	XP_006559576.1
OG0002267	XP_001602262.1	XP_006565202.1
OG0002268	XP_001607588.1	XP_016767198.1, XP_026295771.1
OG0002269	XP_016841931.1	XP_016773151.1
OG0002270	XP_031778982.1	XP_006557323.1, XP_396430.1
OG0002271	XP_001599728.1	XP_006566993.1
OG0002273	XP_001607884.1	XP_006570893.1
OG0002274	XP_031785329.1	XP_026301232.1
OG0002275	XP_016837828.1	XP_026296965.1, XP_006562012.1
OG0002276	XP_031781316.1	XP_625102.3, XP_006565810.2
OG0002277	XP_016842710.1, XP_008202458.1, XP_032457319.1, XP_031777450.1	XP_393097.4
OG0002278	XP_016842444.1, XP_008201886.1	XP_006566688.1
OG0002279	XP_016845013.1, XP_016845012.1	XP_026300552.1, XP_026300553.1, XP_026300554.1
OG0002280	XP_016837704.1, XP_031787961.1	XP_006558673.1
OG0002281	XP_001599952.2	XP_026301979.1
OG0002282	XP_001607188.1	XP_026302270.1
OG0002283	XP_003425908.1	XP_006558356.1
OG0002284	XP_016844455.2, XP_016841145.1	XP_006566199.1
OG0002285	XP_001603067.1	XP_026300796.1, XP_026300797.1
OG0002286	XP_031780400.1	XP_392823.3
OG0002287	XP_031784756.1	XP_006561898.2
OG0002288	XP_008209398.1, XP_032453070.1	XP_006564486.1
OG0002289	XP_001603086.2, XP_016840066.1	XP_392433.4
OG0002290	XP_001603187.1	XP_026301894.1, XP_026301895.1
OG0002291	XP_031789286.1	XP_026301097.1, XP_026301098.1
OG0002292	XP_031787538.1	XP_397510.4
OG0002293	XP_031781424.1, XP_031781422.1	XP_026296916.1
OG0002294	XP_031781660.1	XP_006565447.1
OG0002295	XP_031784504.1, XP_032455539.1	XP_026298723.1
OG0002296	XP_032454818.1, XP_032454817.1	XP_006558737.1, XP_006558736.1
OG0002297	NP_001161193.1, XP_031786742.1	XP_006559366.1, NP_001161192.1
OG0002298	XP_031778634.1, XP_031778635.1, XP_031778632.1, XP_031778633.1, XP_031778636.1, XP_032453573.1	XP_623793.2
OG0002299	XP_016845030.1	XP_026297863.1, XP_006561512.1
OG0002301	XP_016839902.1, XP_016839904.1	XP_016772550.2, XP_001121644.3
OG0002302	XP_031779030.1	XP_016769155.2
OG0002303	XP_003425862.1	XP_001122450.1
OG0002304	XP_008211344.1	XP_006569379.1
OG0002305	XP_008202262.1	XP_006569214.1
OG0002307	XP_001606949.1, XP_031782692.1	XP_623604.1, XP_016769248.1
OG0002309	XP_008209444.1, XP_008209445.1, XP_008209443.1	XP_006565864.2
OG0002310	XP_031786532.1, XP_008214887.1, XP_008214885.1	XP_006567666.1
OG0002311	XP_001603652.2	XP_026299582.1
OG0002313	NP_001135812.1	XP_395023.4
OG0002314	XP_016842070.1, XP_008217360.1	XP_006561876.1, XP_016769550.1
OG0002315	XP_008203028.1	XP_393996.6
OG0002316	XP_031787664.1, XP_016844823.1	XP_026295392.1
OG0002317	XP_001607419.1	XP_393151.1
OG0002318	XP_016845445.1	XP_003250517.1
OG0002319	XP_031789522.1	XP_003250597.1
OG0002320	XP_031788762.1, XP_031788761.1	XP_006565618.1
OG0002321	XP_031777566.1	XP_026297493.1
OG0002322	XP_008205983.2, XP_008205986.2	XP_016766892.1
OG0002323	XP_031780188.1	XP_026295824.1
OG0002324	XP_032458072.1	XP_001120965.1
OG0002325	XP_032456962.1, XP_008215952.1	XP_001120159.2
OG0002326	XP_031779339.1	XP_393737.2
OG0002327	XP_001601274.1	XP_003249385.1
OG0002328	XP_001601157.2	XP_006566670.1, XP_006566671.1
OG0002329	XP_016838802.1	XP_026296031.1, XP_016767288.2
OG0002330	XP_001603979.2	XP_026299296.1, XP_006559127.1
OG0002331	XP_001606485.2	XP_006570938.1
OG0002332	XP_031784383.1	XP_397221.5
OG0002333	XP_031788473.1	XP_026301337.1
OG0002334	XP_016844600.1	XP_026299663.1, XP_026299660.1
OG0002335	XP_031786251.1, XP_016843908.2	XP_001119975.2, XP_006560145.1
OG0002336	XP_001605157.1	XP_394487.2
OG0002337	XP_008214429.1	XP_001119993.2, NP_001314889.1
OG0002338	XP_001604247.1	XP_026298259.1
OG0002339	XP_003427154.1	XP_006566096.3
OG0002340	XP_008211703.1	XP_006571195.2
OG0002340	XP_001601769.3	XP_623678.2
OG0002341	XP_008210091.1	XP_391912.1
OG0002342	XP_016840784.1	XP_026296361.1
OG0002343	XP_031783204.1	XP_395632.3
OG0002344	XP_008205315.3	XP_006568315.2, XP_393046.2
OG0002345	XP_001608100.1, XP_001608098.1, XP_008207285.1, XP_031786881.1	XP_006560218.1
OG0002346	XP_031777767.1	XP_016771785.2
OG0002347	XP_001606992.2	XP_396723.3
OG0002348	XP_001602357.1, XP_031779279.1, XP_031779280.1	XP_016769990.1, XP_393006.1
OG0002349	XP_001600947.2	NP_001265259.1
OG0002350	XP_008205018.1, XP_001601167.1	XP_392818.2
OG0002351	XP_031788685.1, XP_001605830.1, XP_008203849.1, XP_031788686.1, XP_008203856.1, XP_008203871.1, XP_031788684.1	XP_003250076.3
OG0002353	XP_016837788.1	XP_016766851.1
OG0002354	XP_001604952.1	XP_016772167.1
OG0002355	XP_031784544.1	XP_006566805.1
OG0002356	XP_003424164.1	XP_006566091.1
OG0002357	NP_001161246.1	XP_026299554.1, XP_026299556.1, XP_026299555.1
OG0002358	XP_001605043.2, XP_032453195.1	XP_006566151.2
OG0002359	XP_001602659.1	XP_395266.4
OG0002360	XP_001600907.2	XP_624376.1
OG0002361	XP_031777079.1	XP_623701.2, XP_006572212.1
OG0002362	XP_032451740.1, XP_001600565.2	XP_006559626.1
OG0002363	XP_003427294.1, XP_008210403.1, XP_008210402.1, XP_032453929.1, XP_008210401.1, XP_016838944.1	XP_026299576.1
OG0002364	NP_001136353.1, XP_008203319.1	XP_003251236.1, XP_016772918.1, XP_016772914.1
OG0002365	XP_001599325.1, XP_032457695.1, XP_032457693.1, XP_032457692.1, XP_032457694.1, XP_032457691.1, XP_032457696.1, XP_031781694.1	XP_392640.1
OG0002366	XP_001607034.2	XP_026298726.1
OG0002367	XP_008211494.3	XP_003249313.1
OG0002368	XP_001601295.1	XP_006567764.1
OG0002369	XP_031780561.1, XP_031780560.1, XP_016838014.1	XP_016769970.1
OG0002370	XP_008210298.1	XP_016769894.1
OG0002371	XP_008213726.1, XP_001607186.2, XP_001607229.1	XP_393373.3
OG0002372	XP_031784405.1	XP_006562223.2, XP_016767727.2
OG0002373	XP_016844918.1, XP_016844911.1	XP_393684.4
OG0002374	XP_031788645.1, XP_032456846.1	XP_006561887.2
OG0002375	XP_031780436.1, XP_031780434.1	XP_006564069.2
OG0002376	NP_001165815.1	NP_001165874.1
OG0002377	XP_016839752.3	XP_006570776.2
OG0002378	XP_001603520.3	XP_006557619.1, XP_393658.4
OG0002379	XP_032455795.1, XP_001607058.1	XP_393196.4
OG0002380	XP_003426577.1	XP_393330.3, XP_006566741.2, XP_006566742.2
OG0002381	XP_031786705.1, XP_031786703.1	XP_006570749.1, XP_006570746.1
OG0002382	XP_008212753.1, XP_008212757.1, XP_008212755.1	XP_026298356.1
OG0002383	XP_016843589.2	XP_026296958.1
OG0002384	XP_016837492.1, XP_008212504.1	XP_026298957.1, XP_026298956.1
OG0002385	XP_008207570.1	XP_006567414.2
OG0002386	XP_008209228.1	XP_016770941.1
OG0002387	XP_008203851.1	XP_016773609.1, XP_016773612.1
OG0002388	XP_032455113.1, XP_032455112.1, XP_003427667.1, XP_001603576.2	XP_623803.3
OG0002390	XP_016837407.1, XP_001604495.2	XP_393685.3
OG0002391	XP_008217904.1	XP_026296830.1
OG0002392	XP_031780130.1, XP_031780676.1	XP_006563636.2
OG0002394	XP_008215225.1	XP_026299562.1
OG0002395	XP_001606626.1, XP_001606615.1	XP_395493.4
OG0002397	XP_003426983.1	XP_006569033.1
OG0002398	XP_003427953.1	XP_006568836.1
