Orthogroup	Osmia_bicornis	Tribolium_castaneum
OG0001147	XP_029047014.1, XP_029047015.1, XP_029047016.1, XP_029047017.1, XP_029047018.1, XP_029047019.1	XP_008201711.1
OG0001148	XP_029048848.1	XP_008191864.1
OG0001149	XP_029049802.1, XP_029049812.1	XP_008193472.1
OG0001150	XP_029047767.1, XP_029047758.1, XP_029047768.1	XP_968505.1
OG0001151	XP_029035402.1	XP_008194307.1
OG0001152	XP_029053553.1	XP_015835806.1
OG0001153	XP_029035905.1	XP_008196650.2
OG0001154	XP_029045919.1	XP_015840392.1, XP_008195259.1
OG0001155	XP_029032053.1, XP_029032052.1, XP_029032051.1	XP_008192108.1, XP_008192109.1, XP_974039.1
OG0001156	XP_029051453.1	XP_008192296.1
OG0001157	XP_029035770.1	XP_970548.1, XP_008199067.1
OG0001158	XP_029055511.1, XP_029055510.1	XP_008197031.1, NP_001164280.1
OG0001159	XP_029042722.1, XP_029042723.1, XP_029042724.1, XP_029042725.1	XP_008199533.1
OG0001160	XP_029033349.1	XP_972545.1
OG0001161	XP_029037662.1	NP_001164093.1, XP_008198406.1
OG0001163	XP_029037773.1, XP_029037772.1	XP_008196669.1, XP_972490.2
OG0001164	XP_029053566.1	XP_001815875.1
OG0001165	XP_029034472.1, XP_029034470.1	XP_015835803.1, XP_008193882.1
OG0001166	XP_029053494.1, XP_029053493.1	XP_008191785.1, XP_015833648.1, XP_015833649.1
OG0001167	XP_029053014.1, XP_029053013.1, XP_029053011.1	XP_008190526.1
OG0001168	XP_029054095.1, XP_029054096.1	XP_008194043.1, NP_001129235.1
OG0001169	XP_029041844.1	XP_971976.1, XP_008195314.1
OG0001170	XP_029055748.1	XP_008195103.1
OG0001171	XP_029047001.1, XP_029047000.1	XP_008201706.1, XP_008201707.1
OG0001172	XP_029043903.1	XP_015835716.1, XP_015835718.1
OG0001173	XP_029044928.1	XP_008191324.1
OG0001174	XP_029043193.1, XP_029043192.1, XP_029034609.1	XP_971424.1
OG0001175	XP_029047430.1	XP_008200383.1
OG0001176	XP_029055939.1, XP_029055940.1	XP_972928.1
OG0001178	XP_029054667.1	XP_975464.2
OG0001179	XP_029051416.1, XP_029051417.1, XP_029051415.1, XP_029051413.1, XP_029051418.1	XP_008198975.1, XP_971602.1
OG0001180	XP_029047573.1, XP_029047580.1	XP_008198633.1
OG0001181	XP_029049183.1, XP_029051531.1	XP_008191878.1
OG0001182	XP_029044906.1, XP_029044903.1	XP_015840100.1, XP_015840102.1
OG0001183	XP_029033810.1, XP_029033802.1	XP_008193529.1
OG0001184	XP_029050580.1, XP_029050579.1	XP_008201701.1, XP_015840686.1
OG0001186	XP_029044269.1, XP_029044268.1, XP_029044270.1	XP_969063.1
OG0001187	XP_029049604.1	XP_968896.1, XP_015835887.1
OG0001188	XP_029052229.1	XP_001816493.1, XP_015837546.1, XP_015837545.1
OG0001189	XP_029032794.1	XP_008194526.1
OG0001190	XP_029040704.1, XP_029040702.1	XP_008199702.1, XP_008199701.1
OG0001191	XP_029039512.1	XP_008201559.2, NP_001165842.1
OG0001193	XP_029046377.1	XP_967266.2
OG0001195	XP_029036893.1, XP_029036892.1, XP_029036891.1	XP_008195388.1, XP_008195387.1
OG0001197	XP_029035791.1	XP_015840919.1, XP_008201266.1, XP_008201358.1
OG0001198	XP_029046027.1, XP_029046028.1, XP_029046025.1, XP_029046026.1, XP_029046022.1, XP_029046023.1	XP_008192533.1
OG0001201	XP_029038922.1, XP_029038921.1, XP_029038924.1	XP_967431.2
OG0001202	XP_029038518.1	XP_008198196.1, XP_969574.1, XP_970203.1
OG0001203	XP_029051994.1	XP_008198168.2, XP_015837354.1
OG0001204	XP_029045639.1	XP_015835914.1
OG0001205	XP_029045937.1, XP_029047797.1	XP_015832961.1
OG0001206	XP_029039739.1, XP_029039724.1	XP_968926.1, XP_008192540.1, XP_008192547.1
OG0001207	XP_029038861.1	XP_008193742.1
OG0001208	XP_029046716.1	XP_008195493.1, XP_008195494.1, XP_008195495.1, XP_015836894.1, XP_015836892.1, XP_015836893.1
OG0001211	XP_029044637.1	XP_969398.1, XP_015836279.1, XP_015839975.1, XP_015839976.1, XP_008196675.1
OG0001214	XP_029054862.1	XP_008200001.1, XP_975934.1
OG0001215	XP_029045433.1	XP_968957.1
OG0001216	XP_029055442.1	XP_015839295.1
OG0001217	XP_029042268.1, XP_029042267.1, XP_029042269.1	XP_008192863.1
OG0001218	XP_029056113.1	XP_008201334.1
OG0001219	XP_029045176.1	XP_001816128.1
OG0001220	XP_029042303.1, XP_029042298.1, XP_029042297.1, XP_029042302.1, XP_029042301.1, XP_029042300.1, XP_029042299.1, XP_029042304.1	XP_972076.1
OG0001221	XP_029045089.1	XP_008190388.1, XP_008190385.1, XP_008190387.2, XP_971157.1
OG0001222	XP_029045829.1, XP_029045830.1	XP_968714.2
OG0001223	XP_029052640.1	XP_967177.1
OG0001224	XP_029042408.1, XP_029042403.1	XP_008191038.1, XP_975446.1
OG0001225	XP_029035023.1, XP_029035022.1	XP_972067.1
OG0001226	XP_029041431.1	XP_974453.1
OG0001228	XP_029040917.1, XP_029040916.1	XP_008197675.1
OG0001229	XP_029037330.1, XP_029037329.1	XP_973115.2
OG0001230	XP_029048697.1	XP_967571.1
OG0001231	XP_029043785.1	XP_008197759.1, XP_008197754.1
OG0001231	XP_029043778.1	XP_969776.1
OG0001232	XP_029032285.1, XP_029032284.1	XP_008190354.1
OG0001233	XP_029038609.1	XP_008190817.1
OG0001234	XP_029052110.1	XP_972865.2
OG0001236	XP_029042136.1	XP_970017.1, XP_008194730.1
OG0001237	XP_029042680.1	XP_970990.1, XP_970935.1, XP_008198405.1, XP_008201442.1, XP_008201445.1
OG0001238	XP_029034896.1	XP_015840481.1, XP_008199848.1
OG0001239	XP_029048880.1, XP_029048879.1	XP_969339.3
OG0001240	XP_029048972.1	XP_008196847.1
OG0001241	XP_029054682.1, XP_029054684.1	XP_008196700.1, NP_001280495.1
OG0001242	XP_029035172.1	XP_015837308.1, XP_015837309.1
OG0001243	XP_029049046.1	XP_968084.1
OG0001244	XP_029049729.1, XP_029049728.1, XP_029049726.1, XP_029049725.1	XP_974073.3
OG0001245	XP_029040097.1, XP_029040096.1, XP_029040099.1, XP_029040098.1	XP_968503.1
OG0001246	XP_029051610.1	XP_008191948.1, XP_008191947.1
OG0001247	XP_029045546.1, XP_029045545.1	XP_969111.2
OG0001248	XP_029037526.1	XP_975017.2
OG0001249	XP_029040827.1	XP_975542.1
OG0001250	XP_029034862.1	XP_015835066.1, XP_015835069.1, XP_015835068.1, XP_015835067.1, XP_008191723.1, XP_015835064.1, XP_015835065.1
OG0001251	XP_029032473.1	XP_008198694.1, XP_015839507.1, XP_015839508.1
OG0001252	XP_029045781.1	XP_008201627.1
OG0001253	XP_029035396.1	XP_008198623.1, XP_008198621.1
OG0001254	XP_029037110.1, XP_029037103.1	XP_008200349.1, XP_015839691.1
OG0001255	XP_029053483.1, XP_029051376.1	XP_015839682.1, NP_001280536.1
OG0001256	XP_029044274.1, XP_029044168.1	XP_015840550.1
OG0001257	XP_029035352.1, XP_029035342.1, XP_029035333.1	XP_972977.1, XP_973010.2
OG0001258	XP_029047866.1, XP_029047816.1	NP_001034507.1
OG0001259	XP_029050142.1	XP_968406.2
OG0001260	XP_029047658.1, XP_029047659.1	XP_974043.1, XP_015835245.1
OG0001261	XP_029047959.1, XP_029047956.1, XP_029047957.1, XP_029047955.1, XP_029047960.1, XP_029047958.1	XP_969615.1
OG0001262	XP_029042726.1, XP_029042727.1, XP_029042729.1	XP_015836277.1
OG0001263	XP_029047815.1	XP_008194044.1, XP_966465.1
OG0001264	XP_029038702.1	XP_008199359.1
OG0001265	XP_029031886.1	XP_008198824.1, XP_015839576.1, XP_008198826.1
OG0001267	XP_029052974.1	XP_008193924.1, XP_015835758.1, XP_008193926.1
OG0001268	XP_029051876.1, XP_029034629.1	XP_001812645.1
OG0001269	XP_029043954.1, XP_029043956.1, XP_029043958.1	XP_008199240.1
OG0001270	XP_029045617.1	XP_008195264.1
OG0001271	XP_029037440.1	XP_015837418.1
OG0001273	XP_029048682.1, XP_029048679.1	XP_008196928.2, XP_008194333.1, XP_015835670.1
OG0001274	XP_029055752.1, XP_029055753.1, XP_029055749.1, XP_029055751.1, XP_029055754.1	XP_971741.1
OG0001275	XP_029036953.1, XP_029036954.1	XP_015838616.1, XP_008200892.1, XP_015838623.1, XP_008200889.1
OG0001278	XP_029045825.1, XP_029045826.1, XP_029045828.1	XP_968260.1
OG0001279	XP_029046065.1	XP_015833552.1
OG0001280	XP_029048608.1	XP_968053.2, XP_008192425.1
OG0001281	XP_029044752.1, XP_029044751.1, XP_029044755.1	XP_008200663.1
OG0001282	XP_029050569.1, XP_029050570.1, XP_029050571.1, XP_029050573.1, XP_029050568.1	XP_968795.1
OG0001283	XP_029052096.1	XP_008195901.1
OG0001284	XP_029037069.1	XP_015835521.1, XP_008200427.2
OG0001286	XP_029038422.1	XP_973603.2
OG0001288	XP_029045434.1	XP_008195503.1
OG0001289	XP_029046337.1	XP_972155.1
OG0001291	XP_029056056.1	XP_973702.2
OG0001293	XP_029040029.1, XP_029040028.1, XP_029040030.1	XP_967850.1
OG0001294	XP_029039533.1	XP_008190438.1
OG0001295	XP_029041356.1	XP_015837736.1, XP_008199992.1, XP_015837734.1, XP_015837735.1, XP_008197104.1, XP_015838076.1, XP_966433.1
OG0001298	XP_029038752.1	XP_001814199.1
OG0001299	XP_029047245.1, XP_029047244.1	XP_008190539.1
OG0001300	XP_029041664.1	XP_971886.1
OG0001301	XP_029051368.1	XP_971367.2
OG0001303	XP_029032106.1	XP_015833856.1
OG0001304	XP_029036818.1, XP_029036817.1	XP_008201630.1
OG0001305	XP_029047272.1	XP_015834192.1
OG0001306	XP_029045544.1, XP_029045539.1	XP_015835234.1, XP_015835237.1
OG0001307	XP_029042062.1	XP_015835558.1
OG0001308	XP_029038996.1	XP_008200820.1
OG0001310	XP_029036677.1, XP_029036676.1, XP_029036675.1	XP_975420.1
OG0001312	XP_029034879.1	XP_974931.1
OG0001313	XP_029046014.1, XP_029046013.1, XP_029046011.1, XP_029046012.1, XP_029046015.1	XP_974660.1
OG0001314	XP_029042388.1, XP_029042387.1	XP_015833753.1
OG0001315	XP_029032809.1, XP_029032806.1	XP_015836908.1, XP_966473.2
OG0001316	XP_029054671.1, XP_029054670.1	XP_008196392.1
OG0001317	XP_029048401.1	XP_967323.2
OG0001318	XP_029054022.1, XP_029054015.1, XP_029054074.1, XP_029054078.1	XP_008199614.1
OG0001320	XP_029048617.1	XP_008199679.1
OG0001322	XP_029043835.1, XP_029043833.1, XP_029043832.1	XP_008196249.1
OG0001329	XP_029032327.1	XP_008190670.1
OG0001330	XP_029042912.1, XP_029042913.1, XP_029042914.1, XP_029042915.1	XP_008195392.1
OG0001331	XP_029051541.1, XP_029051540.1, XP_029051867.1, XP_029051868.1	XP_975415.1
OG0001332	XP_029033214.1	XP_008197848.1
OG0001333	XP_029044746.1, XP_029044745.1	XP_008195720.1, XP_969089.1
OG0001334	XP_029032222.1	XP_015838448.1
OG0001335	XP_029040504.1	XP_008193497.1
OG0001337	XP_029038364.1	XP_970871.1
OG0001338	XP_029037588.1	NP_001139390.1
OG0001339	XP_029032885.1	XP_970397.1
OG0001340	XP_029050499.1	XP_008193660.1, XP_970247.1
OG0001341	XP_029034457.1	XP_008199365.1
OG0001342	XP_029036316.1, XP_029036318.1, XP_029036317.1	XP_008199415.1
OG0001343	XP_029039156.1, XP_029043379.1	XP_015835564.1, XP_008194046.1
OG0001344	XP_029047967.1, XP_029047966.1	XP_967651.3
OG0001345	XP_029036453.1, XP_029036454.1, XP_029036456.1, XP_029036455.1	XP_974634.1
OG0001346	XP_029034209.1, XP_029034208.1, XP_029034207.1, XP_029034206.1, XP_029034210.1	XP_008200257.1
OG0001347	XP_029040682.1, XP_029040683.1	XP_973080.2
OG0001348	XP_029046770.1	XP_008194100.1
OG0001349	XP_029036960.1, XP_029036961.1	XP_008197983.1
OG0001350	XP_029056373.1	XP_015837465.1, XP_015837464.1
OG0001351	XP_029039548.1, XP_029039547.1, XP_029039546.1, XP_029039544.1	XP_015832916.1, XP_971672.1
OG0001352	XP_029039001.1, XP_029039002.1	XP_008199131.1
OG0001353	XP_029037693.1	XP_015833130.1, XP_015833131.1, XP_970090.1
OG0001355	XP_029048591.1	NP_001127921.1, XP_008197034.1
OG0001356	XP_029050251.1	XP_968380.1, NP_001280528.1
OG0001357	XP_029035295.1	XP_008195370.1
OG0001358	XP_029045950.1, XP_029045943.1	XP_008196120.1, XP_008196123.1
OG0001359	XP_029050983.1	XP_972884.1, XP_972109.3
OG0001360	XP_029052556.1	XP_968834.1
OG0001362	XP_029043889.1, XP_029043891.1	XP_015835360.1, XP_008200476.1
OG0001363	XP_029052706.1, XP_029044244.1, XP_029043395.1	NP_001107813.1, XP_008193052.1
OG0001364	XP_029042894.1	XP_008201239.1, NP_001034514.1
OG0001365	XP_029037460.1, XP_029037461.1	XP_971819.1
OG0001366	XP_029046084.1	XP_008195516.1
OG0001368	XP_029054149.1, XP_029054153.1	XP_968199.1
OG0001369	XP_029047264.1, XP_029047262.1, XP_029047263.1	XP_971568.1, XP_008190885.1, XP_008190887.1, XP_008190886.1, XP_971622.1, XP_008190884.1
OG0001370	XP_029032157.1, XP_029032156.1	XP_008199205.1
OG0001371	XP_029039828.1, XP_029039862.1, XP_029039838.1, XP_029039848.1, XP_029039856.1	XP_974014.1, XP_015835087.1, XP_015835088.1
OG0001372	XP_029036670.1, XP_029036648.1, XP_029036647.1	XP_008194525.1
OG0001373	XP_029038583.1	XP_968404.1, XP_015839616.1
OG0001374	XP_029037603.1, XP_029037604.1, XP_029037601.1, XP_029037602.1	XP_001814181.1
OG0001375	XP_029035918.1, XP_029035922.1	XP_008190523.1
OG0001376	XP_029039213.1	XP_972494.1
OG0001377	XP_029053475.1	XP_008192006.1
OG0001378	XP_029055326.1	XP_974170.1
OG0001379	XP_029041466.1	XP_008200289.1
OG0001380	XP_029032982.1	XP_008198237.1
OG0001381	XP_029040972.1	XP_970624.1, XP_015837364.1, XP_015837357.1
OG0001382	XP_029044693.1	XP_015837790.1, XP_008196501.1, XP_975884.1, XP_008196500.1
OG0001383	XP_029053750.1	XP_008196388.1, XP_015837150.1
OG0001384	XP_029052476.1	XP_974696.2
OG0001385	XP_029036528.1	NP_001280529.1, XP_008200155.1, NP_001280662.1
OG0001386	XP_029046067.1	XP_015836790.1
OG0001387	XP_029036625.1	XP_973997.3
OG0001388	XP_029046509.1	XP_008198472.1, XP_015839126.1
OG0001389	XP_029037728.1	XP_008191705.2, XP_015835153.1, XP_015835175.1
OG0001390	XP_029044964.1	XP_008196746.1
OG0001391	XP_029040450.1, XP_029040449.1	XP_015835294.1
OG0001392	XP_029044914.1	XP_972774.2
OG0001393	XP_029044648.1, XP_029044647.1, XP_029044646.1	NP_001092812.1, XP_008191439.1
OG0001394	XP_029051159.1	XP_974474.1
OG0001395	XP_029036082.1	XP_008197875.1
OG0001396	XP_029034090.1, XP_029034089.1	XP_001807060.1
OG0001397	XP_029054221.1, XP_029054097.1	XP_015840901.1, XP_015840903.1
OG0001398	XP_029049881.1	XP_008199101.1, XP_974850.1
OG0001399	XP_029037974.1, XP_029037973.1	XP_015833723.1
OG0001400	XP_029049393.1, XP_029051918.1	XP_008192848.1
OG0001401	XP_029036921.1, XP_029036920.1	XP_966394.2
OG0001402	XP_029033711.1, XP_029033712.1, XP_029033714.1, XP_029033715.1, XP_029033490.1, XP_029033716.1, XP_029033491.1, XP_029033713.1, XP_029033494.1, XP_029033495.1, XP_029033492.1, XP_029033493.1	XP_973256.1
OG0001403	XP_029036549.1, XP_029036610.1	XP_015834718.1
OG0001404	XP_029053391.1	XP_975540.1, XP_015837367.1
OG0001405	XP_029049321.1	XP_970709.2
OG0001406	XP_029046680.1, XP_029046677.1, XP_029046679.1	XP_001808764.1
OG0001408	XP_029048312.1	XP_973448.1
OG0001409	XP_029052634.1, XP_029052630.1, XP_029052635.1, XP_029052636.1	XP_008201593.1
OG0001410	XP_029049351.1	XP_015837864.1, NP_001280533.1
OG0001412	XP_029044343.1	XP_015833580.1
OG0001414	XP_029050126.1	XP_008192642.1, XP_008192641.1, XP_974537.1
OG0001415	XP_029052257.1, XP_029052234.1	XP_015834284.1, XP_008197482.1
OG0001416	XP_029050379.1, XP_029055801.1, XP_029050539.1	XP_008194088.1
OG0001417	XP_029035459.1	XP_973125.1
OG0001418	XP_029053413.1	XP_008191844.1
OG0001419	XP_029046883.1, XP_029046876.1	XP_015838768.1, XP_015838769.1
OG0001420	XP_029043708.1	XP_015836480.1, XP_968142.1
OG0001421	XP_029044390.1	XP_974319.1
OG0001422	XP_029035369.1, XP_029035370.1, XP_029035367.1, XP_029035366.1, XP_029035365.1, XP_029035364.1, XP_029035368.1	XP_971902.1
OG0001423	XP_029048768.1, XP_029048772.1, XP_029048771.1, XP_029048770.1, XP_029048764.1, XP_029048765.1, XP_029048767.1, XP_029048769.1, XP_029048773.1	XP_976493.2
OG0001424	XP_029050173.1, XP_029050174.1	XP_973684.1
OG0001425	XP_029042495.1	XP_015838773.1
OG0001426	XP_029044523.1	XP_015836693.1
OG0001427	XP_029034274.1, XP_029032743.1	XP_008200281.1
OG0001428	XP_029048751.1	XP_972790.1
OG0001430	XP_029045969.1	XP_974921.1
OG0001432	XP_029040225.1	XP_001815304.2, XP_008190450.1
OG0001433	XP_029046760.1, XP_029046759.1, XP_029046762.1, XP_029046761.1	XP_001810287.1
OG0001434	XP_029055958.1	XP_015838174.1
OG0001435	XP_029054868.1, XP_029052265.1, XP_029054491.1, XP_029053727.1	XP_015840346.1
OG0001436	XP_029039039.1	XP_967350.1, XP_967269.1, XP_008195569.1, XP_008195564.1, XP_008195566.1
OG0001437	XP_029049522.1	XP_974738.1
OG0001438	XP_029033232.1, XP_029033234.1, XP_029033233.1	XP_015835335.1, XP_015835336.1
OG0001439	XP_029050191.1, XP_029050175.1, XP_029050182.1, XP_029050199.1	XP_975295.1
OG0001440	XP_029052701.1, XP_029052700.1	XP_969806.1
OG0001441	XP_029047093.1, XP_029047091.1, XP_029047094.1	XP_015838362.1, XP_015838361.1, XP_972088.1
OG0001444	XP_029055786.1	XP_008199773.1
OG0001451	XP_029037466.1	XP_008198505.1
OG0001453	XP_029032174.1	XP_008192135.1, XP_974780.1
OG0001455	XP_029035016.1	XP_008195504.1, XP_008195463.1
OG0001456	XP_029056476.1	XP_967649.1
OG0001457	XP_029054206.1, XP_029054215.1, XP_029054130.1, XP_029054137.1, XP_029054125.1, XP_029054200.1	XP_972313.1
OG0001458	XP_029037398.1	XP_969998.1
OG0001459	XP_029055509.1	XP_008197038.1, XP_971056.1
OG0001460	XP_029036249.1	XP_968481.1
OG0001461	XP_029036407.1, XP_029036408.1, XP_029036406.1	XP_008195927.1
OG0001462	XP_029038649.1, XP_029038652.1	XP_969537.1
OG0001463	XP_029053110.1	XP_975612.1
OG0001464	XP_029040572.1	XP_008192049.1, XP_008192050.1
OG0001465	XP_029056629.1, XP_029056628.1	XP_970371.1
OG0001466	XP_029041250.1, XP_029040137.1	XP_971808.1
OG0001467	XP_029032514.1, XP_029032515.1, XP_029032518.1, XP_029032516.1, XP_029032519.1	XP_008190991.1
OG0001468	XP_029043109.1, XP_029043110.1	XP_969120.1, NP_001164201.1
OG0001469	XP_029037613.1	XP_015835402.1
OG0001470	XP_029038904.1, XP_029038905.1, XP_029038903.1	XP_972043.2, XP_015839118.1, XP_008198420.1
OG0001471	XP_029033027.1	XP_966863.1
OG0001472	XP_029037086.1, XP_029038615.1	XP_974027.1
OG0001473	XP_029034238.1, XP_029034236.1, XP_029034237.1, XP_029034234.1, XP_029034235.1	XP_969761.2
OG0001474	XP_029039988.1	XP_008197149.1
OG0001475	XP_029037911.1, XP_029037910.1	XP_008194014.1
OG0001476	XP_029049330.1	XP_008196197.1, XP_008196196.1, XP_015837812.1
OG0001477	XP_029040039.1	XP_008193717.1
OG0001478	XP_029055557.1	XP_971848.1
OG0001479	XP_029044070.1	XP_015835497.1
OG0001480	XP_029047289.1	XP_968112.1, XP_015840540.1
OG0001481	XP_029033413.1, XP_029033411.1	XP_008192172.1, XP_008192171.1
OG0001482	XP_029051009.1, XP_029051010.1	XP_008191953.1, XP_008191952.1
OG0001483	XP_029053716.1	XP_015832869.1
OG0001484	XP_029037396.1	XP_008197131.1
OG0001485	XP_029056153.1	XP_975329.1
OG0001486	XP_029048935.1, XP_029048933.1	XP_008197650.1, NP_001280513.1
OG0001487	XP_029040531.1	XP_015833845.1
OG0001488	XP_029050396.1, XP_029050399.1	XP_015834903.1
OG0001491	XP_029037402.1	XP_970708.2
OG0001492	XP_029051008.1	XP_973907.1
OG0001493	XP_029033513.1	XP_001812538.1, XP_008194282.1
OG0001494	XP_029042364.1	XP_975427.2
OG0001495	XP_029035135.1, XP_029035153.1, XP_029035126.1, XP_029035143.1	XP_972502.1, XP_975469.1
OG0001496	XP_029054351.1	XP_008191879.1, XP_008191880.1
OG0001497	XP_029048447.1, XP_029048445.1, XP_029048444.1	XP_973523.2, XP_008191647.1, XP_008191650.1, XP_008191649.1
OG0001498	XP_029036977.1, XP_029036979.1	XP_008200217.1, XP_969950.2
OG0001499	XP_029040363.1	XP_974456.3
OG0001500	XP_029038777.1	XP_015835209.1, NP_001280507.1
OG0001501	XP_029055526.1, XP_029055527.1	XP_015833023.1
OG0001502	XP_029055525.1	XP_015833027.1
OG0001503	XP_029049700.1, XP_029049697.1	XP_971310.1, XP_008195559.1
OG0001505	XP_029048731.1	XP_015839664.1, XP_970228.2, XP_015838048.1
OG0001506	XP_029041958.1, XP_029041960.1, XP_029041959.1	XP_973081.1
OG0001507	XP_029040825.1, XP_029040824.1	XP_008197549.1, XP_970874.1
OG0001508	XP_029033156.1, XP_029033136.1	XP_008201537.1
OG0001509	XP_029035096.1, XP_029035094.1	XP_008196908.1
OG0001510	XP_029048819.1	XP_015838190.1
OG0001511	XP_029055474.1	XP_970235.1
OG0001512	XP_029042216.1, XP_029042235.1	XP_015838487.1
OG0001513	XP_029048889.1	XP_008195017.1
OG0001514	XP_029037337.1	XP_968217.2
OG0001515	XP_029055431.1	XP_967539.1
OG0001517	XP_029046635.1	XP_970104.3
OG0001518	XP_029032938.1, XP_029032939.1	XP_967543.1
OG0001519	XP_029048918.1	XP_967329.1, XP_001811319.1, XP_015837971.1, XP_015838004.1, XP_008196924.1, XP_967414.1
OG0001521	XP_029048178.1	XP_015837067.1
OG0001522	XP_029046200.1	XP_008198803.1
OG0001523	XP_029036752.1	XP_008198896.1, XP_008198895.1
OG0001524	XP_029033727.1	XP_008200329.1
OG0001525	XP_029045785.1	XP_969909.1
OG0001526	XP_029039080.1, XP_029039033.1	XP_008190710.1
OG0001527	XP_029039352.1	XP_975382.1
OG0001529	XP_029046278.1, XP_029046280.1, XP_029046281.1, XP_029046282.1	XP_008197492.1
OG0001530	XP_029033999.1, XP_029033997.1, XP_029034001.1, XP_029034000.1, XP_029034003.1, XP_029034002.1	XP_972321.1
OG0001531	XP_029045528.1, XP_029045527.1, XP_029045531.1, XP_029045530.1	XP_974940.1
OG0001532	XP_029047041.1, XP_029047040.1, XP_029047039.1	XP_008201526.1, XP_966735.2
OG0001533	XP_029039196.1	XP_015839661.1
OG0001534	XP_029042396.1, XP_029042393.1, XP_029042392.1, XP_029042395.1, XP_029042394.1	XP_969604.2
OG0001535	XP_029041515.1, XP_029041514.1	XP_969480.1, XP_971061.2
OG0001536	XP_029043973.1, XP_029043998.1	XP_015833087.1
OG0001537	XP_029041748.1	XP_972795.1
OG0001538	XP_029043474.1, XP_029043706.1	NP_001076809.1, XP_008195552.1
OG0001539	XP_029052353.1	XP_015839205.1, XP_008198054.1, NP_001164115.1, XP_001813274.1, XP_015836535.1
OG0001540	XP_029038083.1	XP_973817.2, XP_008200667.1
OG0001541	XP_029032292.1, XP_029032291.1	XP_968546.2
OG0001542	XP_029032403.1, XP_029032393.1	XP_008192060.1
OG0001543	XP_029054496.1	XP_008199669.1
OG0001545	XP_029037038.1, XP_029037156.1	XP_975212.1
OG0001546	XP_029042168.1	XP_015836962.1, XP_015836964.1, XP_015836965.1, XP_015836963.1
OG0001547	XP_029040329.1, XP_029040326.1	XP_008196118.1
OG0001549	XP_029036007.1, XP_029036008.1, XP_029036009.1	XP_967893.2
OG0001551	XP_029055449.1	XP_015832989.1
