Orthogroup	Osmia_bicornis	Polistes_dominula
OG0001877	XP_029037014.1, XP_029037017.1	XP_015179522.1
OG0001878	XP_029042381.1, XP_029042382.1	XP_015171151.1
OG0001879	XP_029040642.1, XP_029040643.1	XP_015171396.1, XP_015171398.1, XP_015171397.1, XP_015171399.1
OG0001880	XP_029047497.1	XP_015172835.1
OG0001881	XP_029048014.1, XP_029048013.1, XP_029048015.1	XP_015174193.1, XP_015174194.1, XP_015174192.1
OG0001882	XP_029043070.1	XP_015184076.1
OG0001883	XP_029041441.1, XP_029041478.1, XP_029041459.1, XP_029041468.1, XP_029041450.1	XP_015184878.1
OG0001884	XP_029048604.1, XP_029048600.1	XP_015176448.1
OG0001885	XP_029050007.1	XP_015173241.1
OG0001886	XP_029035856.1, XP_029035853.1	XP_015179758.1, XP_015179757.1, XP_015179756.1
OG0001887	XP_029034869.1	XP_015175304.1
OG0001888	XP_029052172.1	XP_015172515.1
OG0001889	XP_029032338.1	XP_015183494.1
OG0001890	XP_029041889.1	XP_015173409.1
OG0001891	XP_029048182.1, XP_029048179.1	XP_015178248.1
OG0001892	XP_029054568.1, XP_029054569.1	XP_015176599.1
OG0001893	XP_029051123.1	XP_015178509.1
OG0001894	XP_029035313.1	XP_015184100.1
OG0001895	XP_029050588.1	XP_015172410.1
OG0001896	XP_029048990.1, XP_029048991.1, XP_029048993.1, XP_029048994.1, XP_029048992.1	XP_015188572.1
OG0001897	XP_029040323.1	XP_015184071.1, XP_015184072.1
OG0001898	XP_029039449.1	XP_015190841.1
OG0001899	XP_029049778.1	XP_015186838.1, XP_015186837.1, XP_015186839.1, XP_015186840.1
OG0001900	XP_029043142.1, XP_029043141.1	XP_015172465.1
OG0001901	XP_029049689.1, XP_029049690.1, XP_029049688.1	XP_015183753.1
OG0001902	XP_029056464.1	XP_015191182.1
OG0001903	XP_029040083.1, XP_029040086.1, XP_029040084.1, XP_029040082.1	XP_015181389.1
OG0001905	XP_029052559.1, XP_029052558.1, XP_029052557.1, XP_029052555.1	XP_015185923.1
OG0001906	XP_029051442.1	XP_015176835.1
OG0001907	XP_029044692.1, XP_029044691.1	XP_015177182.1
OG0001908	XP_029040274.1, XP_029040149.1	XP_015186132.1, XP_015186130.1, XP_015186129.1
OG0001909	XP_029036476.1, XP_029036483.1	XP_015177471.1
OG0001910	XP_029034352.1	XP_015171741.1
OG0001912	XP_029046216.1, XP_029046214.1	XP_015175178.1
OG0001913	XP_029032843.1	XP_015175176.1, XP_015175174.1
OG0001914	XP_029056593.1	XP_015187649.1
OG0001915	XP_029046058.1	XP_015191657.1, XP_015191659.1
OG0001916	XP_029033073.1	XP_015173586.1
OG0001917	XP_029036315.1	XP_015186077.1, XP_015186078.1, XP_015186080.1
OG0001918	XP_029034580.1	XP_015175251.1
OG0001918	XP_029034579.1	XP_015175250.1
OG0001919	XP_029032893.1	XP_015181481.1
OG0001920	XP_029045605.1, XP_029045604.1	XP_015186981.1
OG0001921	XP_029056502.1, XP_029056500.1, XP_029056501.1	XP_015184705.1
OG0001922	XP_029044040.1, XP_029044039.1	XP_015181655.1
OG0001923	XP_029056253.1, XP_029056252.1, XP_029056250.1, XP_029056254.1, XP_029056251.1, XP_029056248.1	XP_015173943.1
OG0001924	XP_029042432.1, XP_029042434.1	XP_015182393.1
OG0001925	XP_029036296.1, XP_029036297.1	XP_015188258.1
OG0001926	XP_029050772.1	XP_015177247.1, XP_015177246.1
OG0001927	XP_029045258.1	XP_015173319.1
OG0001928	XP_029047699.1	XP_015174352.1
OG0001929	XP_029049000.1, XP_029048999.1, XP_029049001.1	XP_015188549.1
OG0001930	XP_029039778.1, XP_029039779.1, XP_029039777.1	XP_015186481.1
OG0001931	XP_029032988.1, XP_029032989.1	XP_015188196.1
OG0001933	XP_029055575.1	XP_015187502.1
OG0001934	XP_029037263.1	XP_015178211.1, XP_015178161.1
OG0001935	XP_029040732.1, XP_029040731.1	XP_015176604.1
OG0001937	XP_029047849.1	XP_015185094.1
OG0001938	XP_029052503.1, XP_029052504.1, XP_029052502.1	XP_015179969.1
OG0001939	XP_029043390.1	XP_015175414.1
OG0001941	XP_029037157.1	XP_015175093.1, XP_015175086.1
OG0001942	XP_029056072.1, XP_029056062.1	XP_015173382.1
OG0001943	XP_029053347.1	XP_015184456.1, XP_015184455.1
OG0001944	XP_029051699.1	XP_015184304.1
OG0001945	XP_029037377.1	XP_015173926.1, XP_015173928.1
OG0001946	XP_029049171.1, XP_029049167.1	XP_015178438.1
OG0001947	XP_029037722.1, XP_029037720.1	XP_015185978.1
OG0001948	XP_029034402.1, XP_029034401.1, XP_029034403.1	XP_015187833.1, XP_015187832.1
OG0001950	XP_029050057.1	XP_015189119.1, XP_015189118.1
OG0001951	XP_029033344.1	XP_015171087.1
OG0001952	XP_029049580.1	XP_015187849.1
OG0001953	XP_029050129.1, XP_029042236.1	XP_015189355.1
OG0001954	XP_029041675.1, XP_029041673.1, XP_029041676.1	XP_015178926.1
OG0001955	XP_029037833.1	XP_015189220.1
OG0001956	XP_029039339.1, XP_029039338.1	XP_015177852.1
OG0001957	XP_029038629.1	XP_015176367.1
OG0001959	XP_029036580.1	XP_015183053.1, XP_015183227.1
OG0001960	XP_029048599.1	XP_015191311.1
OG0001961	XP_029052705.1	XP_015176951.1
OG0001963	XP_029051642.1, XP_029051641.1, XP_029051640.1	XP_015178671.1
OG0001964	XP_029046096.1	XP_015185506.1
OG0001965	XP_029055381.1	XP_015188667.1, XP_015188707.1
OG0001966	XP_029043427.1	XP_015179595.1
OG0001967	XP_029055833.1, XP_029055832.1	XP_015190634.1, XP_015190635.1, XP_015190632.1
OG0001968	XP_029045999.1	XP_015180922.1
OG0001969	XP_029049419.1	XP_015172127.1
OG0001970	XP_029039053.1	XP_015179592.1, XP_015179590.1
OG0001971	XP_029050456.1, XP_029050455.1	XP_015187399.1
OG0001973	XP_029052925.1, XP_029052923.1	XP_015171108.1, XP_015171109.1
OG0001975	XP_029036247.1, XP_029036246.1	XP_015190920.1
OG0001976	XP_029044624.1	XP_015186881.1, XP_015186879.1, XP_015186880.1
OG0001977	XP_029051592.1	XP_015178741.1
OG0001978	XP_029040668.1	XP_015186454.1, XP_015186450.1
OG0001980	XP_029052213.1, XP_029052203.1	XP_015172239.1
OG0001981	XP_029038786.1	XP_015178508.1
OG0001982	XP_029038978.1, XP_029038976.1, XP_029038977.1, XP_029038975.1, XP_029038980.1	XP_015179983.1
OG0001983	XP_029049827.1	XP_015186826.1
OG0001984	XP_029042957.1, XP_029042956.1	XP_015179979.1, XP_015173123.1
OG0001987	XP_029044998.1, XP_029044999.1, XP_029044997.1	XP_015184561.1
OG0001988	XP_029055506.1, XP_029055505.1	XP_015171751.1
OG0001989	XP_029053234.1	XP_015191507.1
OG0001991	XP_029049382.1, XP_029049384.1, XP_029049383.1	XP_015182325.1
OG0001992	XP_029037031.1, XP_029037032.1	XP_015182726.1
OG0001993	XP_029040995.1, XP_029040996.1, XP_029040994.1	XP_015189999.1
OG0001994	XP_029045068.1	XP_015174737.1
OG0001995	XP_029042245.1	XP_015187522.1
OG0001996	XP_029040956.1	XP_015191471.1
OG0001997	XP_029049977.1	XP_015176362.1
OG0001998	XP_029035619.1	XP_015171608.1
OG0001999	XP_029045563.1, XP_029042449.1	XP_015189100.1
OG0002000	XP_029041055.1	XP_015175539.1, XP_015175540.1, XP_015175541.1
OG0002001	XP_029052793.1	XP_015171295.1, XP_015171286.1
OG0002002	XP_029047674.1	XP_015189974.1, XP_015189923.1
OG0002003	XP_029048595.1	XP_015191312.1
OG0002004	XP_029045839.1	XP_015184488.1, XP_015184485.1, XP_015184486.1, XP_015184489.1, XP_015184490.1
OG0002005	XP_029050228.1	XP_015191528.1
OG0002006	XP_029052802.1	XP_015171621.1
OG0002007	XP_029042124.1, XP_029042137.1	XP_015175387.1
OG0002009	XP_029043919.1	XP_015171301.1, XP_015171300.1
OG0002010	XP_029045105.1	XP_015186184.1
OG0002011	XP_029032960.1	XP_015173491.1, XP_015173490.1, XP_015173489.1
OG0002012	XP_029036287.1	XP_015183509.1
OG0002013	XP_029038171.1	XP_015185440.1, XP_015185439.1, XP_015185441.1
OG0002014	XP_029049249.1, XP_029049235.1	XP_015177048.1
OG0002015	XP_029042788.1, XP_029042789.1, XP_029042790.1, XP_029042791.1	XP_015190658.1, XP_015190657.1, XP_015190655.1, XP_015190656.1
OG0002016	XP_029054454.1	XP_015171523.1
OG0002017	XP_029052496.1	XP_015179342.1
OG0002018	XP_029052993.1	XP_015175219.1
OG0002019	XP_029049772.1	XP_015171673.1
OG0002020	XP_029032679.1, XP_029032672.1	XP_015182556.1
OG0002021	XP_029052655.1, XP_029052663.1, XP_029052674.1	XP_015175193.1
OG0002022	XP_029032981.1	XP_015188995.1
OG0002023	XP_029049945.1, XP_029049943.1	XP_015181142.1
OG0002024	XP_029036015.1	XP_015178190.1
OG0002025	XP_029034323.1	XP_015182776.1
OG0002026	XP_029050487.1	XP_015175844.1
OG0002027	XP_029045260.1	XP_015174092.1, XP_015174085.1
OG0002028	XP_029035230.1, XP_029035231.1	XP_015177836.1
OG0002029	XP_029049852.1, XP_029050726.1	XP_015184188.1, XP_015184187.1
OG0002030	XP_029034727.1	XP_015176640.1
OG0002032	XP_029046713.1, XP_029046709.1	XP_015179900.1, XP_015179899.1
OG0002033	XP_029047647.1	XP_015175752.1
OG0002034	XP_029053473.1, XP_029053472.1	XP_015187701.1, XP_015187700.1
OG0002036	XP_029031953.1, XP_029031952.1	XP_015188208.1, XP_015189027.1
OG0002037	XP_029051984.1	XP_015175060.1, XP_015188620.1
OG0002038	XP_029034993.1	XP_015189514.1
OG0002039	XP_029052743.1	XP_015188408.1, XP_015187737.1
OG0002040	XP_029037655.1, XP_029037656.1	XP_015183117.1
OG0002041	XP_029034595.1, XP_029034597.1, XP_029034596.1	XP_015189240.1, XP_015189241.1
OG0002042	XP_029037435.1	XP_015177555.1
OG0002043	XP_029038149.1	XP_015171357.1
OG0002044	XP_029044454.1	XP_015176363.1
OG0002045	XP_029038475.1	XP_015181595.1
OG0002046	XP_029035860.1	XP_015179759.1
OG0002047	XP_029047980.1	XP_015191191.1
OG0002048	XP_029034257.1, XP_029034247.1	XP_015174213.1, XP_015174207.1
OG0002049	XP_029045092.1	XP_015176996.1
OG0002050	XP_029047468.1	XP_015176017.1
OG0002051	XP_029055947.1	XP_015175468.1
OG0002052	XP_029039200.1	XP_015171588.1
OG0002053	XP_029032752.1	XP_015175420.1, XP_015175419.1
OG0002054	XP_029039271.1, XP_029039268.1	XP_015188494.1
OG0002055	XP_029047682.1, XP_029039906.1, XP_029052417.1	XP_015177844.1
OG0002056	XP_029049390.1	XP_015181642.1
OG0002057	XP_029045426.1, XP_029045424.1, XP_029045427.1	XP_015189472.1
OG0002058	XP_029035452.1	XP_015173891.1
OG0002059	XP_029032800.1	XP_015185576.1
OG0002060	XP_029038247.1, XP_029038250.1	XP_015186333.1, XP_015186336.1
OG0002061	XP_029047217.1	XP_015173836.1
OG0002062	XP_029046973.1	XP_015189037.1, XP_015189036.1, XP_015189035.1
OG0002063	XP_029040517.1	XP_015174763.1
OG0002064	XP_029052106.1, XP_029052107.1	XP_015188742.1
OG0002065	XP_029041901.1	XP_015175999.1, XP_015176000.1, XP_015175998.1, XP_015175997.1
OG0002066	XP_029040918.1, XP_029040919.1	XP_015179153.1
OG0002067	XP_029045229.1	XP_015182815.1
OG0002068	XP_029056546.1	XP_015191343.1
OG0002069	XP_029051814.1	XP_015181184.1
OG0002070	XP_029043227.1, XP_029043226.1	XP_015173165.1, XP_015173166.1, XP_015173167.1
OG0002071	XP_029032309.1	XP_015178989.1
OG0002072	XP_029052878.1, XP_029052879.1	XP_015180591.1
OG0002073	XP_029050318.1	XP_015183910.1
OG0002074	XP_029053252.1, XP_029053244.1	XP_015181258.1
OG0002075	XP_029045743.1	XP_015171660.1
OG0002076	XP_029047150.1	XP_015187995.1
OG0002077	XP_029033041.1	XP_015173566.1
OG0002078	XP_029042635.1	XP_015191241.1
OG0002079	XP_029054984.1, XP_029055387.1, XP_029055380.1, XP_029055371.1, XP_029054912.1, XP_029054944.1	XP_015191707.1
OG0002080	XP_029047198.1	XP_015183112.1
OG0002081	XP_029052297.1	XP_015173147.1
OG0002082	XP_029048091.1, XP_029048090.1	XP_015178037.1
OG0002083	XP_029039991.1	XP_015186438.1
OG0002084	XP_029038605.1	XP_015173800.1, XP_015173796.1, XP_015173798.1, XP_015173797.1, XP_015173801.1
OG0002085	XP_029042716.1	XP_015182656.1, XP_015182655.1
OG0002086	XP_029039847.1, XP_029039849.1, XP_029039846.1	XP_015188119.1
OG0002087	XP_029042330.1	XP_015174827.1, XP_015174829.1, XP_015174828.1, XP_015174830.1
OG0002088	XP_029034430.1	XP_015186423.1
OG0002089	XP_029032834.1	XP_015172491.1
OG0002090	XP_029037578.1, XP_029037577.1	XP_015179015.1, XP_015179014.1
OG0002091	XP_029045077.1, XP_029045076.1, XP_029045078.1	XP_015176656.1
OG0002092	XP_029048628.1	XP_015185208.1
OG0002093	XP_029032079.1	XP_015187945.1, XP_015187946.1
OG0002094	XP_029051594.1	XP_015178846.1
OG0002095	XP_029036198.1, XP_029036200.1, XP_029036199.1	XP_015178723.1
OG0002096	XP_029047812.1, XP_029047813.1	XP_015184909.1
OG0002097	XP_029036899.1	XP_015176521.1, XP_015176540.1, XP_015176515.1, XP_015176549.1, XP_015176531.1, XP_015176558.1
OG0002098	XP_029044789.1	XP_015179070.1
OG0002099	XP_029038525.1, XP_029038526.1	XP_015172617.1
OG0002100	XP_029051458.1	XP_015177000.1
OG0002101	XP_029037300.1	XP_015184136.1
OG0002102	XP_029042854.1, XP_029042853.1	XP_015180552.1
OG0002103	XP_029032664.1	XP_015174491.1
OG0002104	XP_029052535.1	XP_015178280.1
OG0002105	XP_029055494.1, XP_029053852.1, XP_029053901.1, XP_029055485.1, XP_029055476.1, XP_029055468.1, XP_029053963.1, XP_029054021.1	XP_015180372.1
OG0002106	XP_029041832.1, XP_029041831.1, XP_029041830.1	XP_015176235.1, XP_015176236.1
OG0002107	XP_029046018.1, XP_029046017.1	XP_015189870.1
OG0002108	XP_029044394.1, XP_029044395.1	XP_015178117.1
OG0002109	XP_029038919.1	XP_015185231.1
OG0002110	XP_029032760.1, XP_029032761.1	XP_015185703.1
OG0002111	XP_029033693.1, XP_029033526.1	XP_015176308.1
OG0002113	XP_029047510.1, XP_029047511.1, XP_029051392.1	XP_015183731.1
OG0002114	XP_029046459.1, XP_029046460.1	XP_015180999.1
OG0002115	XP_029032421.1	XP_015179912.1, XP_015179913.1, XP_015179914.1
OG0002116	XP_029053416.1	XP_015177480.1, XP_015177482.1
OG0002117	XP_029035968.1	XP_015172055.1, XP_015172054.1, XP_015172051.1, XP_015172053.1
OG0002118	XP_029047811.1, XP_029047809.1	XP_015173000.1, XP_015172991.1
OG0002119	XP_029037275.1	XP_015176824.1, XP_015176826.1, XP_015176822.1, XP_015176823.1, XP_015176825.1
OG0002120	XP_029048939.1	XP_015175722.1
OG0002121	XP_029036617.1, XP_029036614.1	XP_015185580.1
OG0002122	XP_029041453.1	XP_015185272.1
OG0002123	XP_029049483.1	XP_015188784.1
OG0002124	XP_029050950.1	XP_015180438.1
OG0002125	XP_029051520.1, XP_029051518.1, XP_029051519.1	XP_015183960.1
OG0002126	XP_029053942.1	XP_015172224.1
OG0002127	XP_029041638.1	XP_015187006.1
OG0002128	XP_029052868.1	XP_015184665.1
OG0002129	XP_029040093.1	XP_015181337.1
OG0002130	XP_029040129.1	XP_015185366.1, XP_015185365.1
OG0002131	XP_029049925.1	XP_015171198.1
OG0002131	XP_029049922.1	XP_015171192.1
OG0002132	XP_029043534.1	XP_015186268.1
OG0002134	XP_029038271.1	XP_015174736.1
OG0002136	XP_029048351.1	XP_015188768.1, XP_015188767.1
OG0002137	XP_029045148.1	XP_015177867.1
OG0002138	XP_029036791.1	XP_015173339.1
OG0002139	XP_029039907.1	XP_015173785.1
OG0002140	XP_029050039.1, XP_029050041.1, XP_029050040.1	XP_015174668.1
OG0002141	XP_029046415.1, XP_029046414.1	XP_015188670.1, XP_015188680.1
OG0002142	XP_029048390.1	XP_015179529.1, XP_015179530.1
OG0002143	XP_029050042.1	XP_015174670.1
OG0002144	XP_029044655.1	XP_015183914.1
OG0002145	XP_029042644.1	XP_015187997.1
OG0002146	XP_029056116.1, XP_029056118.1, XP_029056119.1, XP_029056115.1	XP_015191389.1
OG0002147	XP_029041538.1	XP_015190908.1, XP_015190906.1, XP_015190907.1
OG0002148	XP_029052846.1	XP_015182137.1
OG0002149	XP_029043353.1, XP_029043362.1	XP_015178309.1
OG0002150	XP_029049660.1	XP_015183760.1
OG0002151	XP_029056168.1	XP_015183028.1
OG0002152	XP_029048128.1	XP_015173302.1, XP_015173303.1
OG0002153	XP_029037450.1	XP_015174121.1
OG0002154	XP_029045659.1	XP_015180065.1
OG0002155	XP_029034370.1	XP_015174195.1
OG0002156	XP_029033337.1	XP_015190010.1
OG0002157	XP_029035254.1, XP_029035251.1, XP_029035252.1	XP_015190456.1
OG0002158	XP_029045872.1	XP_015174029.1
OG0002159	XP_029041711.1	XP_015171334.1
OG0002160	XP_029037355.1	XP_015191435.1
OG0002161	XP_029036040.1, XP_029036039.1, XP_029036038.1, XP_029036036.1, XP_029036041.1	XP_015178291.1
OG0002163	XP_029047194.1	XP_015180901.1, XP_015180900.1
OG0002164	XP_029045382.1, XP_029045366.1	XP_015185447.1
OG0002165	XP_029035286.1	XP_015185989.1, XP_015185990.1
OG0002166	XP_029052248.1	XP_015179018.1, XP_015179022.1
OG0002167	XP_029032474.1, XP_029032477.1	XP_015182466.1
OG0002168	XP_029054981.1	XP_015184038.1
OG0002169	XP_029046336.1	XP_015187786.1
OG0002170	XP_029045618.1	XP_015176567.1
OG0002171	XP_029039598.1	XP_015179242.1
OG0002172	XP_029056506.1, XP_029056505.1, XP_029056504.1, XP_029056503.1, XP_029056507.1	XP_015182247.1
OG0002173	XP_029047662.1	XP_015189626.1, XP_015189290.1
OG0002174	XP_029053813.1, XP_029053822.1, XP_029053125.1, XP_029053133.1, XP_029053140.1, XP_029053809.1	XP_015182186.1, XP_015182184.1
OG0002175	XP_029052378.1	XP_015187428.1
OG0002177	XP_029051058.1, XP_029051057.1	XP_015187994.1, XP_015187993.1, XP_015187992.1, XP_015187991.1, XP_015187990.1
OG0002178	XP_029051077.1	XP_015180693.1
OG0002179	XP_029046820.1	XP_015179780.1
OG0002180	XP_029054459.1, XP_029054458.1, XP_029054460.1, XP_029054457.1	XP_015179100.1
OG0002181	XP_029037339.1	XP_015181856.1
OG0002182	XP_029054534.1	XP_015181502.1
OG0002183	XP_029042142.1, XP_029042143.1	XP_015185248.1
OG0002184	XP_029046466.1	XP_015171861.1
OG0002185	XP_029035062.1, XP_029035067.1	XP_015177014.1
OG0002186	XP_029051773.1	XP_015182002.1
OG0002187	XP_029033236.1, XP_029033238.1, XP_029033237.1	XP_015173549.1
OG0002188	XP_029042329.1, XP_029042280.1, XP_029042270.1	XP_015176708.1, XP_015176709.1
OG0002189	XP_029052966.1	XP_015190544.1
OG0002190	XP_029050858.1	XP_015188931.1, XP_015188934.1, XP_015188933.1
OG0002191	XP_029050437.1	XP_015181911.1
OG0002192	XP_029042819.1	XP_015184833.1, XP_015184841.1
OG0002193	XP_029043528.1	XP_015186912.1
OG0002194	XP_029047274.1	XP_015172527.1
OG0002195	XP_029048898.1, XP_029048897.1	XP_015187595.1
OG0002196	XP_029037560.1	XP_015189631.1
OG0002197	XP_029054564.1	XP_015176510.1
OG0002198	XP_029035244.1	XP_015191620.1
OG0002199	XP_029052941.1, XP_029052717.1	XP_015182151.1
OG0002201	XP_029039415.1, XP_029039404.1	XP_015185517.1
OG0002202	XP_029042830.1, XP_029042835.1	XP_015180405.1
OG0002203	XP_029038066.1	XP_015190845.1
OG0002204	XP_029042170.1, XP_029042171.1	XP_015178148.1, XP_015178149.1
OG0002205	XP_029050796.1	XP_015183657.1
OG0002206	XP_029044638.1	XP_015183516.1
OG0002208	XP_029035729.1, XP_029035730.1	XP_015183524.1, XP_015183523.1
OG0002209	XP_029049508.1	XP_015175221.1
OG0002211	XP_029051337.1	XP_015183748.1
OG0002212	XP_029047968.1	XP_015180028.1, XP_015180027.1, XP_015180029.1
OG0002213	XP_029044030.1, XP_029044115.1, XP_029045289.1, XP_029045378.1	XP_015191834.1
OG0002214	XP_029050390.1	XP_015181988.1
OG0002217	XP_029049896.1	XP_015174366.1, XP_015174367.1, XP_015174368.1, XP_015174369.1
OG0002218	XP_029056082.1, XP_029056085.1	XP_015181050.1
OG0002219	XP_029056432.1	XP_015182796.1
OG0002220	XP_029048693.1	XP_015184556.1, XP_015184557.1, XP_015184558.1
OG0002222	XP_029052268.1	XP_015175356.1, XP_015175359.1
OG0002223	XP_029047378.1	XP_015182481.1
OG0002224	XP_029034369.1, XP_029034373.1, XP_029034372.1	XP_015186484.1, XP_015186485.1
OG0002225	XP_029049931.1	XP_015181139.1, XP_015181140.1, XP_015181141.1
OG0002226	XP_029035715.1, XP_029035716.1, XP_029035714.1, XP_029035713.1	XP_015185768.1
OG0002227	XP_029036805.1	XP_015190591.1, XP_015190590.1, XP_015190589.1
OG0002228	XP_029049493.1	XP_015175392.1, XP_015175384.1, XP_015175369.1, XP_015175358.1, XP_015175377.1
OG0002229	XP_029049754.1, XP_029049755.1, XP_029049753.1, XP_029049746.1	XP_015186842.1, XP_015186841.1
OG0002230	XP_029032430.1, XP_029032428.1	XP_015184052.1
OG0002236	XP_029032694.1, XP_029032692.1, XP_029032693.1	XP_015172513.1
OG0002237	XP_029048908.1	XP_015187597.1
OG0002238	XP_029042978.1	XP_015184748.1
OG0002239	XP_029050080.1	XP_015191218.1
OG0002240	XP_029033302.1	XP_015183518.1
OG0002241	XP_029039470.1	XP_015179386.1
OG0002242	XP_029054472.1	XP_015183167.1
OG0002243	XP_029048574.1	XP_015184634.1
OG0002244	XP_029033280.1	XP_015180869.1
OG0002245	XP_029046152.1	XP_015179137.1
OG0002246	XP_029051003.1	XP_015181161.1, XP_015181162.1
OG0002247	XP_029032799.1	XP_015180837.1
OG0002248	XP_029050114.1	XP_015191216.1
OG0002249	XP_029055403.1	XP_015185186.1, XP_015185187.1, XP_015185188.1
OG0002250	XP_029033229.1	XP_015171186.1, XP_015171187.1
OG0002251	XP_029055531.1	XP_015185108.1
OG0002252	XP_029042475.1	XP_015180365.1
OG0002253	XP_029037085.1	XP_015174758.1
OG0002254	XP_029048906.1, XP_029048907.1	XP_015176317.1
OG0002255	XP_029038040.1	XP_015186275.1, XP_015186266.1
OG0002256	XP_029035110.1	XP_015185670.1, XP_015185669.1
OG0002257	XP_029042503.1	XP_015187906.1
OG0002258	XP_029035687.1	XP_015185757.1
OG0002259	XP_029051035.1	XP_015175262.1
OG0002260	XP_029047981.1	XP_015183502.1, XP_015183503.1
OG0002261	XP_029036469.1	XP_015188367.1
OG0002262	XP_029051215.1	XP_015183389.1
OG0002263	XP_029034849.1	XP_015184173.1
OG0002264	XP_029052750.1	XP_015187738.1
OG0002265	XP_029032663.1	XP_015175966.1
OG0002267	XP_029035577.1, XP_029035578.1	XP_015179038.1, XP_015179037.1
OG0002268	XP_029035982.1	XP_015172008.1
OG0002269	XP_029055665.1	XP_015191049.1
OG0002270	XP_029046183.1, XP_029046184.1	XP_015179197.1
OG0002271	XP_029033138.1	XP_015173077.1
OG0002272	XP_029032447.1	XP_015176811.1
OG0002273	XP_029051730.1	XP_015185679.1
OG0002274	XP_029044476.1, XP_029044477.1	XP_015175987.1
OG0002275	XP_029043196.1	XP_015182261.1
OG0002276	XP_029032821.1, XP_029032822.1	XP_015172430.1, XP_015172431.1
OG0002277	XP_029038820.1, XP_029038821.1	XP_015171406.1, XP_015171407.1
OG0002278	XP_029049038.1	XP_015178481.1
OG0002279	XP_029048586.1	XP_015172483.1
OG0002280	XP_029037328.1, XP_029037327.1	XP_015176737.1
