Orthogroup	Osmia_bicornis	Bombyx_mori
OG0001911	XP_029054935.1, XP_029054444.1, XP_029054334.1	XP_012547131.1
OG0001911	XP_029053569.1, XP_029053612.1	XP_012543932.2
OG0001912	XP_029046216.1, XP_029046214.1	XP_037871747.1
OG0001913	XP_029032843.1	XP_037871630.1
OG0001914	XP_029056593.1	XP_004933679.2, XP_004933676.1
OG0001915	XP_029046058.1	XP_004925729.1
OG0001916	XP_029033073.1	NP_001036911.1, XP_012550247.3
OG0001917	XP_029036315.1	XP_004923160.1
OG0001918	XP_029034580.1, XP_029034579.1	XP_037877189.1
OG0001919	XP_029032893.1	XP_037873437.1, XP_037873436.1
OG0001920	XP_029045605.1, XP_029045604.1	XP_037873063.1
OG0001921	XP_029056502.1, XP_029056500.1, XP_029056501.1	XP_037868287.1
OG0001922	XP_029044040.1, XP_029044039.1	XP_012550597.1
OG0001923	XP_029056253.1, XP_029056252.1, XP_029056250.1, XP_029056254.1, XP_029056251.1, XP_029056248.1	NP_001157948.1, XP_037869037.1
OG0001924	XP_029042432.1, XP_029042434.1	XP_004930019.1
OG0001925	XP_029036296.1, XP_029036297.1	NP_001243987.1, XP_004928073.3
OG0001926	XP_029050772.1	XP_004929255.1, XP_004929254.1
OG0001927	XP_029045258.1	XP_037873449.1, XP_037873450.1
OG0001928	XP_029047699.1	XP_021207183.2, XP_037869913.1
OG0001929	XP_029049000.1, XP_029048999.1, XP_029049001.1	XP_004932386.2
OG0001930	XP_029039778.1, XP_029039779.1, XP_029039777.1	XP_012546096.2
OG0001931	XP_029032988.1, XP_029032989.1	XP_004923112.1
OG0001932	XP_029054113.1, XP_029054505.1	XP_037867866.1, XP_037867763.1, XP_037875420.1, XP_037868034.1
OG0001933	XP_029055575.1	NP_001138793.1, XP_037876452.1
OG0001934	XP_029037263.1	XP_012548268.1
OG0001935	XP_029040732.1, XP_029040731.1	XP_012551363.1, XP_004932653.1
OG0001937	XP_029047849.1	NP_001136084.1, XP_037874195.1
OG0001938	XP_029052503.1, XP_029052504.1, XP_029052502.1	XP_004921707.1, XP_004921760.1
OG0001939	XP_029043390.1	XP_012546950.1, NP_001093283.1
OG0001940	XP_029032607.1, XP_029032608.1, XP_029032605.1	XP_021203465.1, XP_004925890.1, XP_004925891.1
OG0001941	XP_029037157.1	XP_012549425.2, XP_012549428.2
OG0001942	XP_029056072.1, XP_029056062.1	XP_004926240.1
OG0001943	XP_029053347.1	XP_004923590.1
OG0001944	XP_029051699.1	NP_001037504.1
OG0001945	XP_029037377.1	XP_012547652.2
OG0001946	XP_029049171.1, XP_029049167.1	XP_037869327.1
OG0001947	XP_029037722.1, XP_029037720.1	XP_037867944.1, XP_004924339.1
OG0001948	XP_029034402.1, XP_029034401.1, XP_029034403.1	XP_012549281.1
OG0001949	XP_029051273.1	XP_037870326.1, XP_004926920.1
OG0001951	XP_029033344.1	XP_037874958.1
OG0001952	XP_029049580.1	XP_037866697.1, XP_037866709.1
OG0001953	XP_029050129.1, XP_029042236.1	XP_021207789.1, XP_004932490.1
OG0001955	XP_029037833.1	XP_012550006.2
OG0001956	XP_029039339.1, XP_029039338.1	XP_012547428.2, XP_037870740.1, XP_004927982.1, XP_004927809.1
OG0001957	XP_029038629.1	XP_037869310.1
OG0001959	XP_029036580.1	XP_004921844.1
OG0001960	XP_029048599.1	XP_037871193.1
OG0001961	XP_029052705.1	XP_004930929.1
OG0001962	XP_029042569.1	XP_004933390.1, XP_004928253.1, XP_004928254.1, XP_004933387.1
OG0001963	XP_029051642.1, XP_029051641.1, XP_029051640.1	XP_037871090.1, XP_037871089.1
OG0001964	XP_029046096.1	XP_004921804.1
OG0001965	XP_029055381.1	XP_004926552.1
OG0001966	XP_029043427.1	XP_012551994.1
OG0001967	XP_029055833.1, XP_029055832.1	XP_012544203.1
OG0001968	XP_029045999.1	XP_021203345.1, XP_021203346.1, XP_037867333.1
OG0001969	XP_029049419.1	NP_001243937.1, XP_021204322.1
OG0001970	XP_029039053.1	XP_037872569.1, XP_037872567.1, XP_037872568.1, XP_037872564.1, XP_037872573.1
OG0001973	XP_029052925.1, XP_029052923.1	XP_021207551.2, XP_021207548.2
OG0001975	XP_029036247.1, XP_029036246.1	XP_021202025.1
OG0001976	XP_029044624.1	XP_004924205.1, XP_037869993.1
OG0001981	XP_029038786.1	NP_001166741.1, NP_001166740.1, NP_001166739.1
OG0001983	XP_029049827.1	XP_021202123.2, XP_021202124.2
OG0001987	XP_029044998.1, XP_029044999.1, XP_029044997.1	XP_012552962.1, NP_001040339.1
OG0001988	XP_029055506.1, XP_029055505.1	XP_021204462.1
OG0001989	XP_029053234.1	XP_037869257.1
OG0001990	XP_029035239.1, XP_029035238.1	XP_004932474.1
OG0001991	XP_029049382.1, XP_029049384.1, XP_029049383.1	NP_001040421.1
OG0001992	XP_029037031.1, XP_029037032.1	NP_001040467.1, XP_037876129.1, XP_037871536.1, NP_001040182.1
OG0001993	XP_029040995.1, XP_029040996.1, XP_029040994.1	XP_012544193.2, XP_037873417.1
OG0001994	XP_029045068.1	XP_004925779.1
OG0001995	XP_029042245.1	XP_004927930.1
OG0001996	XP_029040956.1	XP_004922475.1, XP_004922474.1
OG0001997	XP_029049977.1	NP_001170881.1
OG0001998	XP_029035619.1	NP_001274329.1
OG0001999	XP_029045563.1, XP_029042449.1	NP_001040206.1, XP_037873068.1
OG0002000	XP_029041055.1	XP_037873570.1
OG0002001	XP_029052793.1	XP_004924194.1
OG0002002	XP_029047674.1	NP_001037347.1
OG0002003	XP_029048595.1	XP_004926303.1
OG0002004	XP_029045839.1	XP_012549677.1
OG0002005	XP_029050228.1	NP_001040410.1
OG0002006	XP_029052802.1	XP_004926826.1, NP_001037199.1
OG0002007	XP_029042124.1, XP_029042137.1	XP_004931316.2, XP_004931314.2, XP_004931315.2, XP_004931313.2, XP_004931312.2
OG0002009	XP_029043919.1	XP_004924671.1
OG0002010	XP_029045105.1	XP_004922081.1
OG0002011	XP_029032960.1	XP_004930524.2
OG0002012	XP_029036287.1	XP_021204828.2, XP_037870936.1
OG0002013	XP_029038171.1	XP_037872480.1
OG0002014	XP_029049249.1, XP_029049235.1	XP_012545551.1
OG0002015	XP_029042788.1, XP_029042789.1, XP_029042790.1, XP_029042791.1	XP_012548426.3
OG0002016	XP_029054454.1	XP_037875068.1
OG0002017	XP_029052496.1	XP_004932704.2
OG0002018	XP_029052993.1	XP_004922629.1
OG0002019	XP_029049772.1	NP_001040134.1
OG0002020	XP_029032679.1, XP_029032672.1	XP_021201873.2
OG0002022	XP_029032981.1	XP_004926993.1
OG0002023	XP_029049945.1, XP_029049943.1	XP_012544680.3
OG0002024	XP_029036015.1	XP_004930957.1, XP_012549934.1, XP_012549935.1
OG0002025	XP_029034323.1	XP_012549681.1, XP_004930556.1, XP_037867411.1, XP_021206534.1, XP_021206535.1
OG0002027	XP_029045260.1	XP_012551929.1, NP_001093281.1
OG0002028	XP_029035230.1, XP_029035231.1	XP_037871856.1
OG0002029	XP_029049852.1, XP_029050726.1	XP_037874935.1
OG0002030	XP_029034727.1	XP_012549764.1
OG0002032	XP_029046713.1, XP_029046709.1	XP_037867146.1
OG0002033	XP_029047647.1	XP_012551301.1
OG0002034	XP_029053473.1, XP_029053472.1	XP_004932097.1, XP_037868059.1, XP_004931283.1, XP_021207118.1
OG0002036	XP_029031953.1, XP_029031952.1	XP_004930803.2
OG0002037	XP_029051984.1	XP_004928198.1
OG0002038	XP_029034993.1	NP_001182383.1
OG0002039	XP_029052743.1	XP_004933181.2
OG0002040	XP_029037655.1, XP_029037656.1	XP_004924945.1
OG0002041	XP_029034595.1, XP_029034597.1, XP_029034596.1	XP_021205165.1
OG0002042	XP_029037435.1	XP_004922505.2
OG0002043	XP_029038149.1	NP_001040180.1
OG0002044	XP_029044454.1	XP_021208120.1, XP_021208121.1
OG0002045	XP_029038475.1	NP_001138801.1, XP_012548529.1
OG0002047	XP_029047980.1	XP_004931117.1, XP_021206910.1
OG0002048	XP_029034257.1, XP_029034247.1	XP_037867513.1
OG0002049	XP_029045092.1	XP_004923495.1, XP_037876981.1
OG0002050	XP_029047468.1	NP_001266391.1
OG0002051	XP_029055947.1	XP_037873901.1
OG0002052	XP_029039200.1	XP_012552016.2
OG0002053	XP_029032752.1	XP_012543792.2, XP_012546073.2, XP_004922271.1
OG0002055	XP_029047682.1, XP_029039906.1, XP_029052417.1	XP_037867991.1
OG0002056	XP_029049390.1	XP_037867474.1
OG0002057	XP_029045426.1, XP_029045424.1, XP_029045427.1	XP_004923050.1
OG0002058	XP_029035452.1	XP_004930906.1
OG0002059	XP_029032800.1	XP_012550348.3
OG0002060	XP_029038247.1, XP_029038250.1	NP_001296560.1, XP_037875545.1
OG0002061	XP_029047217.1	XP_004931741.1
OG0002062	XP_029046973.1	XP_004931544.1, XP_021207193.1, XP_021207194.1
OG0002063	XP_029040517.1	XP_004924668.1
OG0002064	XP_029052106.1, XP_029052107.1	XP_012551004.1, XP_004932099.1
OG0002065	XP_029041901.1	XP_037869831.1
OG0002066	XP_029040918.1, XP_029040919.1	XP_004926099.1, XP_012545783.1
OG0002067	XP_029045229.1	XP_012550773.1
OG0002068	XP_029056546.1	XP_004932200.1, XP_004932199.1, XP_004932201.1, XP_021207663.1, XP_004932198.1
OG0002069	XP_029051814.1	XP_037877729.1
OG0002070	XP_029043227.1, XP_029043226.1	XP_004928991.1
OG0002071	XP_029032309.1	NP_001040377.1
OG0002072	XP_029052878.1, XP_029052879.1	XP_004927177.1
OG0002073	XP_029050318.1	XP_004929232.1
OG0002074	XP_029053252.1, XP_029053244.1	NP_001166609.1, XP_021202338.1
OG0002075	XP_029045743.1	NP_001037484.1, XP_021207137.1, NP_001037552.1
OG0002076	XP_029047150.1	NP_001108113.1
OG0002077	XP_029033041.1	XP_021206397.2, XP_021206396.2, XP_021206398.2, XP_021206395.2
OG0002078	XP_029042635.1	XP_004930914.1, XP_012550072.1
OG0002079	XP_029054984.1, XP_029055387.1, XP_029055380.1, XP_029055371.1, XP_029054912.1, XP_029054944.1	XP_004929857.1, XP_021206087.1
OG0002080	XP_029047198.1	XP_004929715.1
OG0002081	XP_029052297.1	NP_001037658.1, XP_012548085.1
OG0002082	XP_029048091.1, XP_029048090.1	XP_004922686.2
OG0002083	XP_029039991.1	XP_037870148.1, XP_037877548.1
OG0002085	XP_029042716.1	XP_037872129.1, NP_001040139.1
OG0002086	XP_029039847.1, XP_029039849.1, XP_029039846.1	XP_012549660.1
OG0002087	XP_029042330.1	XP_004931292.1, XP_004931291.1, XP_012550366.1
OG0002088	XP_029034430.1	NP_001243927.1, XP_012551057.1
OG0002089	XP_029032834.1	XP_012544857.1
OG0002090	XP_029037578.1, XP_029037577.1	XP_004925377.2
OG0002091	XP_029045077.1, XP_029045076.1, XP_029045078.1	XP_004923972.2
OG0002092	XP_029048628.1	XP_004924772.1, XP_012544590.1, XP_037874717.1
OG0002093	XP_029032079.1	XP_004922680.1
OG0002094	XP_029051594.1	XP_037869903.1, XP_037869902.1
OG0002095	XP_029036198.1, XP_029036200.1, XP_029036199.1	XP_004921623.1
OG0002096	XP_029047812.1, XP_029047813.1	XP_004933673.2
OG0002097	XP_029036899.1	XP_021205473.1
OG0002098	XP_029044789.1	XP_012548484.1, XP_012548483.1, XP_004929181.1, XP_004929182.1
OG0002099	XP_029038525.1, XP_029038526.1	XP_021203330.1
OG0002100	XP_029051458.1	NP_001040519.1
OG0002101	XP_029037300.1	XP_037871396.1, XP_021208873.1
OG0002102	XP_029042854.1, XP_029042853.1	XP_004921841.2, XP_037876170.1
OG0002103	XP_029032664.1	XP_004926638.1
OG0002104	XP_029052535.1	XP_037876302.1
OG0002105	XP_029055494.1, XP_029053852.1, XP_029053901.1, XP_029055485.1, XP_029055476.1, XP_029055468.1, XP_029053963.1, XP_029054021.1	XP_012543810.1, NP_001189461.1
OG0002106	XP_029041832.1, XP_029041831.1, XP_029041830.1	XP_004930986.1, XP_021206840.1
OG0002107	XP_029046018.1, XP_029046017.1	XP_037873841.1, XP_037873840.1
OG0002108	XP_029044394.1, XP_029044395.1	XP_004932655.1, XP_037875233.1, XP_037875234.1
OG0002109	XP_029038919.1	XP_037875089.1
OG0002110	XP_029032760.1, XP_029032761.1	XP_037869794.1
OG0002111	XP_029033693.1, XP_029033526.1	XP_012545601.1, XP_037877486.1
OG0002113	XP_029047510.1, XP_029047511.1, XP_029051392.1	XP_037873020.1, NP_001037186.1
OG0002114	XP_029046459.1, XP_029046460.1	XP_004927474.1
OG0002115	XP_029032421.1	XP_004927963.1
OG0002116	XP_029053416.1	XP_037870955.1
OG0002117	XP_029035968.1	XP_004929507.1
OG0002118	XP_029047811.1, XP_029047809.1	XP_004932934.1, XP_021208083.1
OG0002119	XP_029037275.1	XP_012551451.2
OG0002120	XP_029048939.1	XP_037866469.1
OG0002121	XP_029036617.1, XP_029036614.1	XP_004924530.2, XP_004924528.2
OG0002122	XP_029041453.1	XP_021202521.1
OG0002124	XP_029050950.1	XP_037874683.1, XP_021203890.2
OG0002125	XP_029051520.1, XP_029051518.1, XP_029051519.1	XP_004927987.4
OG0002126	XP_029053942.1	XP_004927506.1, XP_004925662.1
OG0002127	XP_029041638.1	XP_037876861.1
OG0002128	XP_029052868.1	XP_021204759.1
OG0002129	XP_029040093.1	XP_037871920.1, XP_037871918.1, XP_037871919.1, XP_037871917.1, XP_037871916.1
OG0002130	XP_029040129.1	XP_004922992.1, XP_037871765.1
OG0002131	XP_029049925.1, XP_029049922.1	XP_037875416.1, XP_037875405.1
OG0002132	XP_029043534.1	NP_001106740.1, XP_037877278.1
OG0002134	XP_029038271.1	XP_021203407.2
OG0002136	XP_029048351.1	XP_037871770.1
OG0002137	XP_029045148.1	XP_004925836.2
OG0002138	XP_029036791.1	NP_001040192.1
OG0002139	XP_029039907.1	XP_021209062.1
OG0002140	XP_029050039.1, XP_029050041.1, XP_029050040.1	XP_037868592.1
OG0002141	XP_029046415.1, XP_029046414.1	XP_021201826.1
OG0002142	XP_029048390.1	XP_004925884.2, XP_004925883.1
OG0002143	XP_029050042.1	NP_001091797.1, XP_012545497.2
OG0002144	XP_029044655.1	NP_001182629.1, XP_021205972.2, NP_001093294.1, NP_001182630.1, XP_037873767.1
OG0002145	XP_029042644.1	XP_012548441.2
OG0002146	XP_029056116.1, XP_029056118.1, XP_029056119.1, XP_029056115.1	XP_037866665.1
OG0002147	XP_029041538.1	XP_004930315.1
OG0002148	XP_029052846.1	XP_021204958.2
OG0002149	XP_029043353.1, XP_029043362.1	XP_021206472.1
OG0002150	XP_029049660.1	XP_021207716.2
OG0002151	XP_029056168.1	XP_037869116.1
OG0002152	XP_029048128.1	XP_004932302.1
OG0002153	XP_029037450.1	NP_001191248.1, XP_037875040.1
OG0002154	XP_029045659.1	XP_037873127.1
OG0002155	XP_029034370.1	XP_037867343.1, XP_037867335.1
OG0002156	XP_029033337.1	XP_037869025.1
OG0002157	XP_029035254.1, XP_029035251.1, XP_029035252.1	XP_004929801.1
OG0002158	XP_029045872.1	XP_004932283.2
OG0002159	XP_029041711.1	XP_004931939.2
OG0002161	XP_029036040.1, XP_029036039.1, XP_029036038.1, XP_029036036.1, XP_029036041.1	XP_037868641.1, XP_004931255.1
OG0002162	XP_029046705.1	XP_012544436.1, XP_037876284.1, XP_004924564.2, XP_012544440.1, XP_004924568.2
OG0002163	XP_029047194.1	XP_037876040.1
OG0002164	XP_029045382.1, XP_029045366.1	XP_021207817.2
OG0002165	XP_029035286.1	XP_037876988.1, NP_001244265.1
OG0002166	XP_029052248.1	XP_021207080.1
OG0002167	XP_029032474.1, XP_029032477.1	XP_004932543.1
OG0002168	XP_029054981.1	XP_037870805.1
OG0002169	XP_029046336.1	XP_012550913.2
OG0002170	XP_029045618.1	XP_012547630.1, XP_004928213.1
OG0002171	XP_029039598.1	XP_037866870.1
OG0002172	XP_029056506.1, XP_029056505.1, XP_029056504.1, XP_029056503.1, XP_029056507.1	XP_037877723.1
OG0002173	XP_029047662.1	XP_037869944.1, XP_037869936.1, XP_037869943.1
OG0002174	XP_029053813.1, XP_029053822.1, XP_029053125.1, XP_029053133.1, XP_029053140.1, XP_029053809.1	XP_004929718.1, XP_004929719.1
OG0002175	XP_029052378.1	XP_037874545.1, XP_037874547.1
OG0002177	XP_029051058.1, XP_029051057.1	XP_037875253.1
OG0002178	XP_029051077.1	XP_037871675.1
OG0002179	XP_029046820.1	XP_037870128.1
OG0002180	XP_029054459.1, XP_029054458.1, XP_029054460.1, XP_029054457.1	XP_012551981.1, XP_021208412.1
OG0002181	XP_029037339.1	XP_037869458.1, XP_037869449.1
OG0002182	XP_029054534.1	XP_004934376.1
OG0002183	XP_029042142.1, XP_029042143.1	XP_037868365.1
OG0002184	XP_029042122.1, XP_029046466.1	XP_012553100.2, XP_037876248.1
OG0002185	XP_029035062.1, XP_029035067.1	XP_037872580.1
OG0002186	XP_029051773.1	XP_037867256.1
OG0002187	XP_029033236.1, XP_029033238.1, XP_029033237.1	XP_004924091.2
OG0002188	XP_029042329.1, XP_029042280.1, XP_029042270.1	XP_004933130.1
OG0002189	XP_029052966.1	XP_037868007.1
OG0002190	XP_029050858.1	XP_021207985.2, XP_021207984.2
OG0002191	XP_029050437.1	XP_037876997.1, NP_001296509.1
OG0002192	XP_029042819.1	XP_004930030.2
OG0002193	XP_029043528.1	XP_037872786.1
OG0002194	XP_029047274.1	XP_004932826.1, XP_004932827.1
OG0002195	XP_029048898.1, XP_029048897.1	XP_012549175.1, XP_004930210.1, XP_004930209.1, XP_021206201.1
OG0002196	XP_029037560.1	XP_012545577.2
OG0002197	XP_029054564.1	XP_037868350.1
OG0002198	XP_029033082.1, XP_029035244.1	XP_004929877.2, XP_021206055.1
OG0002199	XP_029052941.1, XP_029052717.1	XP_012545241.1
OG0002200	XP_029041244.1	XP_021203983.1
OG0002202	XP_029042830.1, XP_029042835.1	XP_012544067.2
OG0002203	XP_029038066.1	NP_001296476.1, XP_037868626.1
OG0002204	XP_029042170.1, XP_029042171.1	XP_037873138.1
OG0002206	XP_029044638.1	XP_004923125.1, XP_004926946.1
OG0002208	XP_029035729.1, XP_029035730.1	XP_037868420.1, XP_004932254.2
OG0002209	XP_029049508.1	XP_004924437.2
OG0002210	XP_029054083.1, XP_029055124.1, XP_029054810.1	XP_037872298.1, XP_037875811.1
OG0002211	XP_029051337.1	XP_004931687.2
OG0002212	XP_029047968.1	XP_037866852.1
OG0002213	XP_029044030.1, XP_029044115.1, XP_029045289.1, XP_029045378.1	XP_012544470.1
OG0002214	XP_029050390.1	XP_021205764.1
OG0002215	XP_029045736.1, XP_029045739.1	NP_001153660.1, XP_012544170.1, XP_004929335.2
OG0002217	XP_029049896.1	XP_004928578.1
OG0002218	XP_029056082.1, XP_029056085.1	XP_037875074.1
OG0002219	XP_029056432.1	XP_004921897.2
OG0002220	XP_029048693.1	XP_037866830.1
OG0002221	XP_029052875.1, XP_029052874.1	XP_012551291.1
OG0002222	XP_029052268.1	XP_037867084.1, XP_037867089.1
OG0002223	XP_029047378.1	XP_004924801.2
OG0002224	XP_029034369.1, XP_029034373.1, XP_029034372.1	XP_004931770.1
OG0002225	XP_029049931.1	XP_021206432.2
OG0002226	XP_029035715.1, XP_029035716.1, XP_029035714.1, XP_029035713.1	XP_037873298.1
OG0002230	XP_029032430.1, XP_029032428.1	XP_012545976.1
OG0002233	XP_029053724.1, XP_029053949.1, XP_029054762.1, XP_029054288.1, XP_029055129.1, XP_029055043.1	XP_037871131.1, XP_037874349.1, XP_037870378.1, XP_037874846.1, XP_037868507.1, XP_037873336.1, XP_037872897.1, XP_037872044.1, XP_037875892.1, XP_037870986.1, XP_037866486.1, XP_037876377.1, XP_037873744.1, XP_037874876.1, XP_037874058.1, XP_037872898.1, XP_037873328.1, XP_037868490.1
OG0002236	XP_029032694.1, XP_029032692.1, XP_029032693.1	NP_001093076.1, XP_012543928.1
OG0002237	XP_029048908.1	XP_004933166.1
OG0002238	XP_029042978.1, XP_029042979.1	NP_001037372.1
OG0002239	XP_029050080.1	NP_001040237.1
OG0002240	XP_029033302.1	NP_001036916.1
OG0002241	XP_029039470.1	XP_021203193.1, NP_001037233.1
OG0002242	XP_029054472.1	XP_037871896.1
OG0002243	XP_029048574.1	XP_004923153.1
OG0002244	XP_029033280.1	NP_001037281.1
OG0002245	XP_029046152.1	XP_021205311.1
OG0002246	XP_029051003.1	NP_001036897.1
OG0002247	XP_029032799.1	XP_004926157.1, XP_004933066.1
OG0002248	XP_029050114.1	XP_004926601.1, XP_012551631.1, NP_001040343.1
OG0002249	XP_029055403.1	NP_001091802.1
OG0002250	XP_029033229.1	XP_004923404.1
OG0002251	XP_029055531.1	NP_001040131.1
OG0002252	XP_029042475.1	XP_004927837.1
OG0002253	XP_029037085.1	NP_001040524.1, XP_012549378.1
OG0002254	XP_029048906.1, XP_029048907.1	NP_001040498.1, NP_001040382.1
OG0002255	XP_029038040.1	XP_004926242.1, XP_004926243.1
OG0002256	XP_029035110.1	XP_037875702.1
OG0002257	XP_029042503.1	XP_037866847.1
OG0002258	XP_029035687.1	XP_004924118.1
OG0002259	XP_029051035.1	XP_004928659.1
OG0002260	XP_029047981.1	NP_001040161.1
OG0002261	XP_029036469.1	NP_001093078.1
OG0002262	XP_029051215.1	XP_012548775.2
OG0002263	XP_029034849.1	XP_012545000.1, XP_037875794.1
OG0002264	XP_029052750.1	XP_012544793.1, XP_037869775.1
OG0002265	XP_029032663.1	XP_012550867.2, NP_001040456.1, NP_001040530.1
OG0002266	XP_029051545.1	XP_004926299.1
OG0002267	XP_029035577.1, XP_029035578.1	XP_004925202.1
OG0002268	XP_029035980.1, XP_029035982.1	XP_037873998.1
OG0002270	XP_029046183.1, XP_029046184.1	XP_021205280.1, XP_021205281.1
OG0002271	XP_029033138.1	XP_037869279.1, XP_037869280.1
OG0002272	XP_029032447.1	XP_004922819.1
OG0002274	XP_029044476.1, XP_029044477.1	XP_021204196.1, NP_001040291.1
OG0002275	XP_029043196.1	XP_021206830.2
OG0002276	XP_029032821.1, XP_029032822.1	XP_012544866.1, XP_012544867.1
OG0002277	XP_029038820.1, XP_029038821.1	NP_001296557.1
OG0002278	XP_029049038.1	XP_012552556.2, XP_012552490.2
OG0002279	XP_029048586.1	XP_037876995.1
OG0002280	XP_029037328.1, XP_029037327.1	NP_001093299.1, XP_012548047.1
OG0002281	XP_029035219.1	XP_037872686.1
OG0002282	XP_029031937.1	XP_004924715.1
OG0002283	XP_029047621.1	XP_012553037.2, NP_001037558.1
OG0002284	XP_029051101.1	XP_037871685.1, XP_012552837.1, XP_021209040.1
OG0002285	XP_029039160.1, XP_029039159.1	XP_012549050.1, XP_004929829.1
OG0002286	XP_029042803.1, XP_029042813.1, XP_029042784.1, XP_029042472.1, XP_029042480.1, XP_029042490.1, XP_029042794.1	XP_012548819.2
OG0002287	XP_029038717.1	XP_021202511.2
OG0002288	XP_029042613.1, XP_029042612.1	XP_012546309.1
OG0002289	XP_029032260.1	XP_037877096.1
OG0002290	XP_029047372.1, XP_029047369.1	XP_004930244.1
OG0002291	XP_029039472.1	XP_012551389.1
OG0002292	XP_029037814.1	XP_021202132.2
OG0002293	XP_029041944.1	XP_012548852.1, XP_037874539.1
OG0002294	XP_029037280.1, XP_029040202.1, XP_029040204.1	XP_012552663.2, XP_037871201.1
OG0002295	XP_029056498.1	XP_004931485.1
OG0002296	XP_029047346.1	XP_037870380.1
OG0002297	XP_029036152.1, XP_029036151.1	NP_001124361.1
OG0002298	XP_029046253.1	XP_004922977.1
OG0002299	XP_029044596.1	XP_012551606.1
OG0002302	XP_029049635.1	XP_004931975.1
OG0002303	XP_029036002.1	NP_001116816.1, XP_037870168.1
OG0002304	XP_029048055.1, XP_029048065.1	XP_004927378.1, XP_021204470.1
OG0002305	XP_029043047.1	XP_037875018.1
OG0002307	XP_029040372.1	XP_004931271.1
OG0002309	XP_029037663.1	XP_012551263.2
OG0002310	XP_029038995.1, XP_029038994.1	XP_037875109.1
