Orthogroup	Osmia_bicornis	Drosophila_melanogaster
OG0002288	XP_029042613.1, XP_029042612.1	NP_476929.1
OG0002289	XP_029032260.1	NP_001286047.1
OG0002290	XP_029047372.1, XP_029047369.1	NP_001137877.1
OG0002291	XP_029039472.1	NP_001262693.1
OG0002292	XP_029037814.1	NP_001137630.2
OG0002293	XP_029041951.1, XP_029041928.1, XP_029041944.1	NP_001369011.1
OG0002294	XP_029037280.1, XP_029040202.1, XP_029040204.1	NP_001287483.1, NP_001262939.1
OG0002295	XP_029056498.1	NP_001137978.1
OG0002296	XP_029047346.1	NP_001285877.1, NP_001097153.1
OG0002298	XP_029046253.1	NP_572488.1
OG0002299	XP_029044596.1	NP_001246631.1
OG0002300	XP_029056143.1, XP_029056141.1	NP_523713.2
OG0002302	XP_029049635.1	NP_001262366.1
OG0002303	XP_029036002.1	NP_001285976.1
OG0002304	XP_029048055.1, XP_029048065.1	NP_729380.1
OG0002305	XP_029043047.1	NP_609505.1
OG0002306	XP_029042021.1, XP_029042020.1	NP_001097477.1
OG0002307	XP_029040372.1	NP_001247158.1
OG0002309	XP_029037663.1	NP_523369.2
OG0002310	XP_029038995.1, XP_029038994.1	NP_650863.3
OG0002311	XP_029032402.1	NP_001284845.1, NP_001284844.1
OG0002312	XP_029049269.1	NP_610052.1
OG0002313	XP_029032650.1	NP_611636.1
OG0002314	XP_029038798.1	NP_611803.1
OG0002315	XP_029045415.1	NP_001356923.1
OG0002317	XP_029033725.1	NP_609965.1
OG0002318	XP_029055781.1	NP_651351.1
OG0002319	XP_029040313.1	NP_001287005.1, NP_524630.1
OG0002320	XP_029045570.1	NP_001259719.1
OG0002321	XP_029035164.1	NP_732964.1
OG0002322	XP_029049004.1	NP_001162651.1
OG0002323	XP_029042948.1	NP_649760.1
OG0002324	XP_029034121.1, XP_029034120.1	NP_610722.2, NP_001260909.1
OG0002325	XP_029039127.1	NP_648482.3
OG0002326	XP_029038313.1, XP_029038311.1, XP_029038314.1	NP_569874.1
OG0002327	XP_029041842.1, XP_029041841.1, XP_029041840.1, XP_029041839.1	NP_001285776.1
OG0002328	XP_029051334.1	NP_610273.1
OG0002329	XP_029034536.1, XP_029034505.1	NP_731930.3
OG0002330	XP_029044576.1	NP_001285729.1
OG0002331	XP_029043821.1, XP_029043812.1	NP_001284830.1
OG0002332	XP_029053542.1	NP_001137802.1
OG0002333	XP_029049328.1	NP_001285918.1
OG0002334	XP_029046547.1, XP_029046543.1	NP_651249.2
OG0002335	XP_029036164.1	NP_001262595.1
OG0002336	XP_029035863.1	NP_001285803.1
OG0002337	XP_029037778.1	NP_001261323.1, NP_001261324.1
OG0002338	XP_029051053.1, XP_029051054.1, XP_029051051.1, XP_029051052.1, XP_029051055.1	NP_001036446.2
OG0002339	XP_029033525.1, XP_029033570.1	NP_001188911.1
OG0002340	XP_029040797.1	NP_001245889.1
OG0002341	XP_029035442.1	NP_609968.3
OG0002342	XP_029053610.1, XP_029053611.1, XP_029053609.1	NP_001260601.1
OG0002343	XP_029040161.1	NP_650447.1
OG0002344	XP_029052226.1	NP_001262835.1
OG0002345	XP_029041092.1, XP_029041094.1	NP_609239.1
OG0002346	XP_029038397.1	NP_995679.1
OG0002347	XP_029036314.1, XP_029036313.1	NP_001036341.2
OG0002349	XP_029033403.1, XP_029033404.1, XP_029033402.1, XP_029033405.1	NP_477420.1
OG0002350	XP_029039384.1	NP_650918.1
OG0002351	XP_029039892.1	NP_001287218.1
OG0002352	XP_029035344.1, XP_029035348.1, XP_029035346.1, XP_029035345.1, XP_029035349.1, XP_029035347.1	NP_788536.1
OG0002354	XP_029045858.1, XP_029045857.1	NP_001286785.1
OG0002355	XP_029037383.1	NP_001259311.1
OG0002356	XP_029033478.1	NP_001261092.1
OG0002357	XP_029032242.1	NP_001285977.1
OG0002358	XP_029033702.1, XP_029033601.1	NP_648945.1
OG0002359	XP_029042085.1	NP_001285406.1
OG0002360	XP_029045444.1, XP_029045442.1, XP_029045443.1, XP_029045441.1	NP_001285833.1
OG0002361	XP_029051001.1	NP_608335.1, NP_609269.1
OG0002362	XP_029050770.1	NP_996330.1
OG0002363	XP_029042311.1	NP_001286579.1
OG0002364	XP_029037123.1	NP_572709.1
OG0002365	XP_029032561.1	NP_609980.1
OG0002366	XP_029047796.1, XP_029047795.1	NP_573019.1, NP_573018.1
OG0002367	XP_029052825.1, XP_029052824.1	NP_652500.1, NP_001097158.1
OG0002368	XP_029053599.1	NP_001262276.1
OG0002369	XP_029033718.1	NP_647972.1
OG0002370	XP_029050873.1	NP_650501.1
OG0002371	XP_029051772.1	NP_650583.1
OG0002372	XP_029045474.1, XP_029045480.1	NP_610940.1
OG0002373	XP_029039675.1	NP_001188884.1
OG0002374	XP_029038778.1	NP_995906.1
OG0002375	XP_029049649.1, XP_029049648.1	NP_523887.2
OG0002376	XP_029044839.1	NP_728294.1
OG0002377	XP_029049509.1	NP_611064.2
OG0002378	XP_029039095.1, XP_029039093.1	NP_001261992.1
OG0002379	XP_029046476.1, XP_029046473.1, XP_029046475.1, XP_029046474.1	NP_001262969.1
OG0002380	XP_029049773.1	NP_001285145.1
OG0002381	XP_029042751.1	NP_649859.1
OG0002382	XP_029050824.1, XP_029050825.1	NP_001287132.1
OG0002383	XP_029055520.1	NP_001033847.1, NP_001259598.1
OG0002384	XP_029039997.1	NP_648946.3
OG0002385	XP_029047961.1	NP_648047.2
OG0002387	XP_029034156.1, XP_029034157.1, XP_029034158.1, XP_029034159.1	NP_001285097.1
OG0002388	XP_029032619.1, XP_029032620.1	NP_610573.1
OG0002389	XP_029032171.1, XP_029032172.1	NP_001260309.1
OG0002390	XP_029039633.1	NP_648059.1
OG0002391	XP_029048677.1	NP_608934.1
OG0002392	XP_029053255.1	NP_651763.4
OG0002393	XP_029048744.1, XP_029048745.1, XP_029048743.1	NP_001163553.1, NP_649819.1
OG0002394	XP_029040990.1	NP_788051.1
OG0002395	XP_029046308.1	NP_001247100.1
OG0002397	XP_029054872.1, XP_029054874.1, XP_029054879.1	NP_001246018.1
OG0002398	XP_029034223.1	NP_651872.1
OG0002399	XP_029046921.1	NP_001137537.1
OG0002400	XP_029049320.1	NP_650561.1
OG0002401	XP_029049432.1	NP_001097307.1
OG0002402	XP_029043258.1	NP_477294.2
OG0002403	XP_029049656.1	NP_001287262.1
OG0002404	XP_029041001.1, XP_029041027.1, XP_029041018.1, XP_029041010.1	NP_001260216.1
OG0002406	XP_029046172.1	NP_524768.2
OG0002407	XP_029036894.1, XP_029036896.1	NP_001245885.1
OG0002408	XP_029049158.1, XP_029049159.1	NP_001162682.2
OG0002409	XP_029039903.1	NP_001262033.1
OG0002410	XP_029032324.1	NP_001246751.1
OG0002411	XP_029046850.1, XP_029046847.1	NP_001284821.1
OG0002412	XP_029036474.1	NP_001287599.1
OG0002413	XP_029034973.1, XP_029034974.1, XP_029034975.1, XP_029034976.1	NP_001259732.1
OG0002414	XP_029032890.1, XP_029032889.1, XP_029032891.1	NP_610802.1
OG0002415	XP_029043463.1, XP_029043693.1	NP_001286334.1
OG0002416	XP_029032364.1	NP_729266.2
OG0002417	XP_029049336.1	NP_001033904.1
OG0002418	XP_029056535.1, XP_029056536.1	NP_001260819.1
OG0002419	XP_029035073.1	NP_572888.2
OG0002420	XP_029042278.1, XP_029042281.1	NP_525122.1
OG0002421	XP_029056472.1, XP_029056475.1	NP_523837.2
OG0002422	XP_029038045.1, XP_029038044.1	NP_536796.2
OG0002423	XP_029039514.1, XP_029039540.1	NP_648206.1
OG0002424	XP_029040652.1	NP_001260684.1
OG0002425	XP_029039864.1, XP_029039863.1	NP_610034.2
OG0002426	XP_029047507.1, XP_029047506.1	NP_001285784.1
OG0002427	XP_029044239.1	NP_001097435.2
OG0002428	XP_029032772.1	NP_476726.2
OG0002429	XP_029043822.1	NP_001097670.1
OG0002430	XP_029041859.1	NP_611937.2
OG0002431	XP_029040822.1, XP_029040823.1	NP_001163464.1
OG0002432	XP_029045244.1, XP_029045241.1	NP_651316.1
OG0002433	XP_029038328.1, XP_029038332.1	NP_724288.3
OG0002434	XP_029056316.1	NP_001261733.1
OG0002435	XP_029044162.1, XP_029044161.1, XP_029044163.1	NP_611896.1
OG0002436	XP_029050558.1	NP_001262874.1
OG0002437	XP_029042623.1, XP_029042625.1	NP_001261810.1
OG0002439	XP_029039795.1, XP_029039794.1	NP_649278.1
OG0002440	XP_029047772.1	NP_001286033.1
OG0002441	XP_029037081.1, XP_029037076.1	NP_001245603.1
OG0002442	XP_029052103.1, XP_029052104.1	NP_649219.1
OG0002443	XP_029038965.1, XP_029038963.1	NP_001036752.1
OG0002444	XP_029039290.1	NP_650387.1
OG0002445	XP_029041329.1	NP_649891.1
OG0002446	XP_029050316.1, XP_029050315.1	NP_647670.3
OG0002447	XP_029051208.1	NP_001097492.2
OG0002448	XP_029033025.1	NP_610165.1
OG0002449	XP_029040139.1	NP_001245635.1
OG0002450	XP_029055647.1, XP_029045512.1	NP_001285547.1
OG0002451	XP_029055054.1, XP_029055051.1	NP_001261997.1
OG0002452	XP_029037210.1	NP_001356945.1
OG0002453	XP_029038747.1	NP_001163659.1, NP_652488.1
OG0002455	XP_029052646.1	NP_001097687.1
OG0002456	XP_029037292.1	NP_001262810.1
OG0002457	XP_029048535.1	NP_001014632.3
OG0002458	XP_029036667.1	NP_524080.1, NP_651090.2, NP_732554.1
OG0002459	XP_029043013.1	NP_001097031.2
OG0002460	XP_029050249.1, XP_029056396.1, XP_029051530.1	NP_729926.1
OG0002462	XP_029034242.1	NP_001285167.1, NP_648056.1
OG0002464	XP_029032173.1	NP_722889.1
OG0002465	XP_029032750.1	NP_729252.2, NP_001261520.1, NP_648118.1, NP_648119.1, NP_001261516.1, NP_001261515.1
OG0002466	XP_029037483.1	NP_647879.1
OG0002467	XP_029045940.1	NP_649551.4
OG0002469	XP_029053540.1, XP_029053536.1	NP_001303318.1
OG0002471	XP_029043019.1	NP_476824.1, NP_476623.1
OG0002472	XP_029045435.1	NP_001137976.1
OG0002473	XP_029039876.1	NP_609055.2
OG0002474	XP_029040451.1	NP_730083.2
OG0002476	XP_029053702.1	NP_001260618.1
OG0002477	XP_029046698.1	NP_651681.2
OG0002478	XP_029047677.1, XP_029047678.1	NP_649790.1
OG0002479	XP_029047317.1	NP_001262650.1, NP_732186.1
OG0002480	XP_029048207.1, XP_029048206.1	NP_001246696.1
OG0002482	XP_029051886.1	NP_001137614.1
OG0002483	XP_029044921.1	NP_001245916.1
OG0002484	XP_029054624.1, XP_029054621.1	NP_995666.1
OG0002485	XP_029039866.1, XP_029039865.1	NP_609293.2
OG0002486	XP_029045904.1, XP_029045875.1	NP_001245826.1
OG0002487	XP_029043182.1	NP_001287284.1
OG0002489	XP_029038231.1, XP_029038232.1, XP_029038230.1, XP_029038233.1	NP_001260047.1
OG0002490	XP_029034320.1	NP_609182.1, NP_001285740.1
OG0002491	XP_029052900.1	NP_651881.2
OG0002492	XP_029049439.1	NP_001097652.1, NP_649244.3
OG0002507	XP_029052174.1	NP_650836.1
OG0002508	XP_029044014.1, XP_029043982.1	NP_001287625.1
OG0002509	XP_029056016.1, XP_029055986.1	NP_524550.1
OG0002510	XP_029053509.1	NP_476853.1
OG0002511	XP_029041494.1	NP_647805.1
OG0002512	XP_029046616.1	NP_001261989.1
OG0002513	XP_029054041.1	NP_001163673.1
OG0002515	XP_029051098.1	NP_609160.2
OG0002516	XP_029055480.1	NP_001285464.1
OG0002517	XP_029041421.1	NP_608981.1
OG0002518	XP_029051157.1	NP_001285325.1
OG0002519	XP_029050925.1	NP_477098.1
OG0002520	XP_029052263.1	NP_650777.1
OG0002521	XP_029052696.1, XP_029052699.1, XP_029052698.1, XP_029052697.1	NP_001285016.1
OG0002522	XP_029037453.1	NP_725361.1, NP_001260966.1, NP_610933.1
OG0002523	XP_029039853.1	NP_524726.1
OG0002525	XP_029036387.1	NP_650643.2
OG0002526	XP_029035249.1	NP_729096.1
OG0002527	XP_029045456.1, XP_029045458.1	NP_650450.1
OG0002529	XP_029045330.1	NP_001259368.1, NP_725807.1, NP_611346.1
OG0002530	XP_029033230.1	NP_001284750.1
OG0002531	XP_029055195.1	NP_729108.2
OG0002532	XP_029048313.1	NP_001303459.1
OG0002533	XP_029047224.1	NP_001189057.1
OG0002534	XP_029051346.1	NP_001260511.1, NP_001259950.1, NP_608698.2
OG0002535	XP_029039708.1	NP_001014515.1
OG0002536	XP_029040846.1	NP_001262248.1
OG0002537	XP_029037691.1	NP_477464.1
OG0002538	XP_029036106.1, XP_029036100.1	NP_608449.1
OG0002539	XP_029050241.1	NP_001286902.1
OG0002540	XP_029037083.1, XP_029037082.1	NP_001285565.1
OG0002541	XP_029052791.1	NP_524613.1
OG0002542	XP_029033006.1	NP_647636.3
OG0002543	XP_029055606.1, XP_029055603.1	NP_001260237.1
OG0002544	XP_029053075.1	NP_572299.1, NP_651675.1
OG0002545	XP_029041226.1	NP_001285329.1
OG0002546	XP_029055483.1, XP_029055484.1	NP_648328.1
OG0002547	XP_029047156.1	NP_651245.1
OG0002548	XP_029044319.1	NP_001286187.1
OG0002549	XP_029040056.1	NP_572271.1, NP_001260905.1
OG0002550	XP_029035705.1	NP_731188.1, NP_731186.2
OG0002551	XP_029035378.1	NP_651538.1
OG0002552	XP_029052450.1	NP_572837.1, NP_609653.1
OG0002553	XP_029055853.1	NP_610310.2, NP_001260787.1, NP_001260786.1, NP_001260785.1, NP_001259270.1, NP_001260784.1
OG0002554	XP_029038110.1	NP_648579.3
OG0002555	XP_029055635.1, XP_029055636.1, XP_029055637.1, XP_029055638.1	NP_001014746.1
OG0002556	XP_029045687.1	NP_001259397.1
OG0002557	XP_029034139.1, XP_029034138.1	NP_001285511.1, NP_001163126.1
OG0002558	XP_029039950.1	NP_523773.1
OG0002559	XP_029052490.1, XP_029052491.1, XP_029052486.1	NP_650691.1
OG0002561	XP_029043198.1	NP_995670.2
OG0002562	XP_029052176.1	NP_609500.1
OG0002563	XP_029046317.1, XP_029046325.1	NP_725863.1
OG0002564	XP_029032494.1	NP_001286812.1
OG0002565	XP_029045013.1	NP_001284933.1
OG0002566	XP_029034471.1	NP_725390.1, NP_611837.1
OG0002567	XP_029049552.1	NP_647649.2
OG0002568	XP_029045353.1, XP_029045350.1, XP_029045351.1, XP_029045352.1	NP_001162938.1
OG0002569	XP_029035334.1	NP_651280.1
OG0002570	XP_029047974.1	NP_651196.1
OG0002571	XP_029047734.1	NP_001163558.1
OG0002572	XP_029039671.1	NP_650984.1
OG0002573	XP_029055384.1	NP_001246609.1
OG0002574	XP_029038405.1	NP_001259086.1
OG0002575	XP_029037661.1	NP_651908.1
OG0002576	XP_029045432.1	NP_648273.1
OG0002577	XP_029054188.1	NP_001247287.1
OG0002578	XP_029044806.1	NP_001262750.1
OG0002579	XP_029042400.1, XP_029042398.1, XP_029042399.1	NP_733371.1
OG0002580	XP_029043721.1, XP_029043720.1	NP_477203.1
OG0002581	XP_029040055.1, XP_029040054.1, XP_029040052.1, XP_029040053.1	NP_572217.1
OG0002582	XP_029032496.1	NP_651217.2
OG0002583	XP_029040986.1	NP_611597.1
OG0002584	XP_029046262.1	NP_476865.1
OG0002585	XP_029041280.1	NP_610828.2
OG0002586	XP_029032397.1	NP_611974.2
OG0002587	XP_029036437.1	NP_729220.2
OG0002588	XP_029055471.1	NP_001261558.1
OG0002589	XP_029049428.1, XP_029049427.1	NP_729159.2
OG0002590	XP_029032083.1	NP_001246321.1
OG0002591	XP_029036599.1	NP_731849.2
OG0002592	XP_029050118.1	NP_732846.1
OG0002593	XP_029049840.1	NP_001284801.1
OG0002594	XP_029046205.1, XP_029046209.1	NP_001261489.1
OG0002595	XP_029034353.1	NP_649812.2, NP_649036.1
OG0002596	XP_029052075.1	NP_610960.1, NP_610789.3
OG0002597	XP_029036968.1	NP_001334706.1
OG0002598	XP_029033061.1	NP_650058.1
OG0002599	XP_029055512.1	NP_727674.1, NP_727675.1, NP_649379.1, NP_001097689.1
OG0002600	XP_029036306.1, XP_029036305.1	NP_572434.1
OG0002601	XP_029050348.1, XP_029050340.1	NP_001260022.1
OG0002602	XP_029051837.1	NP_001260128.1
OG0002603	XP_029043126.1	NP_573174.1
OG0002604	XP_029033309.1	NP_001262541.1
OG0002605	XP_029056552.1	NP_610197.2
OG0002606	XP_029056081.1, XP_029056238.1	NP_523719.1
OG0002607	XP_029038597.1, XP_029038598.1	NP_001007096.1, NP_001163473.1
OG0002608	XP_029048885.1	NP_001015359.1
OG0002609	XP_029053557.1	NP_001287138.1
OG0002610	XP_029043500.1	NP_611047.2
OG0002611	XP_029038022.1	NP_609696.1, NP_001285923.1
OG0002612	XP_029040744.1	NP_732982.1
OG0002613	XP_029038181.1	NP_001287255.1
OG0002614	XP_029051331.1	NP_001285184.1
OG0002615	XP_029043470.1	NP_609029.1
OG0002616	XP_029048096.1	NP_477491.1, NP_649058.1
OG0002617	XP_029038451.1, XP_029038449.1	NP_651411.1
OG0002618	XP_029041091.1	NP_001262935.1
OG0002619	XP_029050771.1	NP_001259844.1
OG0002620	XP_029047273.1	NP_001036605.2
OG0002621	XP_029043609.1	NP_731573.1
OG0002622	XP_029045039.1	NP_001262522.1
OG0002623	XP_029036459.1	NP_001245444.1
OG0002624	XP_029032803.1, XP_029032804.1	NP_001286048.1
OG0002625	XP_029046199.1, XP_029046195.1, XP_029046198.1	NP_727670.1
OG0002626	XP_029044952.1	NP_651552.1
OG0002627	XP_029040284.1	NP_001287587.1
OG0002628	XP_029053714.1, XP_029053585.1	NP_648779.1
OG0002629	XP_029056436.1	NP_609566.1
OG0002630	XP_029037941.1	NP_001097947.2
OG0002631	XP_029048460.1	NP_001286508.1
OG0002632	XP_029053562.1	NP_647971.3
OG0002633	XP_029046222.1	NP_477044.1
OG0002634	XP_029046969.1	NP_648050.1
OG0002635	XP_029042127.1	NP_651218.1
OG0002636	XP_029046922.1, XP_029046926.1	NP_001137879.3
OG0002637	XP_029034689.1	NP_608924.1
OG0002638	XP_029040339.1, XP_029040330.1	NP_732736.2
OG0002639	XP_029033500.1, XP_029033484.1	NP_001350857.1
OG0002640	XP_029040427.1	NP_001260171.1, NP_650462.1
OG0002641	XP_029034988.1	NP_001261874.1, NP_001163280.1
OG0002642	XP_029043536.1	NP_001285003.1
OG0002643	XP_029055851.1	NP_476810.1
OG0002644	XP_029041541.1	NP_569879.1
OG0002645	XP_029032347.1	NP_001245801.1
OG0002646	XP_029041101.1, XP_029041100.1, XP_029041099.1	NP_651228.1
OG0002647	XP_029051589.1	NP_001259262.1
OG0002648	XP_029039321.1	NP_650627.1
OG0002649	XP_029036393.1, XP_029036392.1	NP_648038.1, NP_001261472.1
OG0002650	XP_029040223.1	NP_001287320.1, NP_001287318.1, NP_001259506.1
OG0002651	XP_029045669.1	NP_647960.1
OG0002652	XP_029046981.1, XP_029046998.1	NP_733246.1
OG0002653	XP_029047789.1, XP_029047790.1, XP_029047792.1, XP_029047791.1	NP_542438.1
OG0002654	XP_029048781.1	NP_523700.2
OG0002655	XP_029034262.1	NP_648114.1
OG0002656	XP_029052192.1	NP_651624.2
OG0002659	XP_029045067.1	NP_001303435.1
OG0002661	XP_029042411.1, XP_029042412.1	NP_001260885.1
OG0002662	XP_029051063.1	NP_524747.1, NP_001188908.1, NP_001285599.1, NP_608789.1
OG0002663	XP_029045671.1	NP_523706.1
OG0002664	XP_029045901.1	NP_611790.1
OG0002665	XP_029035666.1	NP_001259821.1
OG0002666	XP_029037319.1	NP_612109.3, NP_477268.2
OG0002667	XP_029037659.1	NP_609093.1, NP_477221.1
OG0002668	XP_029035985.1	NP_722605.1
OG0002669	XP_029048295.1	NP_649209.1
OG0002670	XP_029051486.1, XP_029051487.1	NP_001262882.1
OG0002671	XP_029033087.1, XP_029032905.1	NP_996144.1
OG0002672	XP_029032412.1	NP_611735.1
OG0002673	XP_029040667.1	NP_650121.1
OG0002674	XP_029051450.1	NP_001138192.1
OG0002675	XP_029036888.1	NP_477011.1
OG0002676	XP_029043266.1	NP_001162847.1
OG0002677	XP_029041044.1	NP_611692.1
OG0002678	XP_029045359.1, XP_029045185.1	NP_723484.1
OG0002679	XP_029042138.1	NP_610501.1
OG0002680	XP_029037324.1, XP_029037323.1	NP_523581.1
OG0002681	XP_029046648.1, XP_029046651.1, XP_029046650.1, XP_029046649.1	NP_001286320.1
OG0002682	XP_029042039.1	NP_001162735.1
OG0002683	XP_029053810.1	NP_001287175.1
OG0002684	XP_029034890.1, XP_029034891.1	NP_525117.2
OG0002686	XP_029038801.1	NP_001246037.1
OG0002687	XP_029042100.1	NP_001246998.1
OG0002688	XP_029041111.1	NP_001303432.1
OG0002689	XP_029037307.1	NP_001356930.1
OG0002690	XP_029039751.1	NP_650706.1
OG0002691	XP_029042277.1	NP_651566.1
OG0002692	XP_029043408.1	NP_001188929.1
OG0002694	XP_029032408.1	NP_001285905.1, NP_001261904.1
OG0002695	XP_029032246.1	NP_648721.1, NP_001261847.1
OG0002696	XP_029035218.1, XP_029035217.1	NP_001287351.1
OG0002697	XP_029055293.1	NP_648324.1
OG0002698	XP_029035542.1, XP_029035543.1	NP_648665.1
OG0002699	XP_029037494.1	NP_001261701.1
OG0002700	XP_029050009.1	NP_649620.2
OG0002701	XP_029050462.1	NP_001262786.1
OG0002702	XP_029051844.1	NP_523717.1
OG0002703	XP_029035232.1	NP_001261390.1
OG0002705	XP_029038135.1	NP_650948.2
OG0002708	XP_029043529.1	NP_650503.1
OG0002709	XP_029053927.1	NP_001188707.1
OG0002710	XP_029051484.1	NP_001286257.1
OG0002711	XP_029040138.1	NP_001259352.1
OG0002712	XP_029050808.1	NP_723413.1
OG0002713	XP_029035992.1, XP_029035991.1	NP_001033861.1
OG0002714	XP_029056431.1, XP_029056430.1, XP_029056429.1	NP_524214.1
OG0002715	XP_029036495.1	NP_001369030.1, NP_611401.2, NP_536734.2
OG0002717	XP_029042018.1	NP_477446.1, NP_477344.1
OG0002718	XP_029038277.1	NP_611745.1
OG0002719	XP_029047785.1	NP_611272.1
OG0002720	XP_029052325.1	NP_001162827.1
OG0002721	XP_029050145.1	NP_001263061.1
OG0002722	XP_029048125.1	NP_001260582.1
OG0002723	XP_029039844.1	NP_001137776.1
OG0002724	XP_029048615.1	NP_609631.1
OG0002725	XP_029037883.1, XP_029037882.1	NP_001262646.1, NP_727962.1
OG0002726	XP_029047253.1	NP_610181.2
OG0002728	XP_029044985.1, XP_029044987.1	NP_001259388.1
OG0002729	XP_029036671.1	NP_001287171.1
OG0002730	XP_029048732.1	NP_001261843.1
OG0002731	XP_029033013.1, XP_029033014.1	NP_648171.1
OG0002732	XP_029037274.1	NP_524482.1
OG0002733	XP_029055545.1	NP_651960.2
OG0002734	XP_029047319.1	NP_001097784.1
OG0002735	XP_029047330.1	NP_610232.1
OG0002736	XP_029056669.1	NP_647762.3, NP_572717.1
OG0002737	XP_029049801.1	NP_525083.2
OG0002738	XP_029048425.1	NP_001033835.2
OG0002739	XP_029052477.1	NP_524320.1
OG0002740	XP_029051720.1	NP_001259530.1
OG0002741	XP_029049869.1	NP_536752.1
OG0002742	XP_029045824.1, XP_029045823.1	NP_650196.1
OG0002743	XP_029039792.1, XP_029039793.1	NP_001287070.1
OG0002744	XP_029050727.1	NP_608968.2
OG0002745	XP_029032621.1	NP_001259511.1
OG0002746	XP_029047117.1	NP_572285.2
OG0002747	XP_029037887.1, XP_029037886.1, XP_029037890.1, XP_029037889.1	NP_524103.2
OG0002748	XP_029041158.1	NP_001287019.1
OG0002749	XP_029038829.1	NP_001260167.1
OG0002750	XP_029046270.1	NP_001137718.1
OG0002751	XP_029048387.1	NP_001163370.1
OG0002752	XP_029040115.1	NP_001285676.1
OG0002753	XP_029044362.1	NP_610424.1
OG0002754	XP_029043032.1, XP_029043033.1	NP_996092.1, NP_001163579.1
OG0002755	XP_029045395.1, XP_029045396.1, XP_029045397.1	NP_001287106.1
OG0002757	XP_029053271.1	NP_611536.1
OG0002758	XP_029034524.1	NP_524341.3
OG0002759	XP_029046528.1	NP_001287502.1
OG0002760	XP_029051198.1	NP_001163711.1, NP_996277.1, NP_477361.1
OG0002761	XP_029035677.1	NP_476704.1, NP_610912.2
OG0002762	XP_029034889.1	NP_572556.1, NP_572555.1, NP_001285579.1
OG0002763	XP_029038537.1	NP_001259636.1
OG0002764	XP_029049466.1	NP_995894.2
OG0002765	XP_029036193.1	NP_001246755.1
OG0002766	XP_029046223.1, XP_029046226.1	NP_001036284.1
OG0002767	XP_029042077.1	NP_649894.1, NP_649895.1
OG0002769	XP_029042321.1	NP_728672.1
OG0002770	XP_029035816.1	NP_648597.2
OG0002771	XP_029043180.1, XP_029043179.1	NP_001286998.1
OG0002772	XP_029055862.1	NP_648313.1
OG0002773	XP_029048928.1	NP_609646.1
OG0002774	XP_029054885.1	NP_001188767.1
OG0002775	XP_029041019.1	NP_726618.3
OG0002776	XP_029034303.1	NP_001260588.1
OG0002777	XP_029039595.1	NP_647946.1
OG0002778	XP_029039716.1	NP_001286382.1
OG0002779	XP_029055834.1	NP_001287254.2
