Orthogroup	Osmia_bicornis	Aedes_aegypti
OG0001480	XP_029047289.1	XP_021708351.1
OG0001481	XP_029033413.1, XP_029033411.1	XP_021711458.1, XP_021711459.1, XP_021711454.1, XP_021711457.1, XP_021711456.1, XP_021711455.1
OG0001482	XP_029051009.1, XP_029051010.1	XP_021694591.1, XP_021694590.1, XP_021694592.1, XP_021694593.1, XP_021694594.1, XP_021694595.1, XP_001661357.2
OG0001483	XP_029053716.1	XP_021713037.1, XP_021710729.1, XP_021711353.1, XP_021713109.1, XP_021712820.1, XP_021713247.1, XP_021713178.1, XP_021711820.1, XP_021712986.1, XP_021710117.1, XP_021712319.1
OG0001484	XP_029037396.1	XP_021713154.1, XP_021707140.1, XP_021707142.1, XP_021707144.1, XP_021707145.1, XP_021707146.1, XP_021707138.1, XP_021707137.1, XP_021707141.1, XP_021707139.1, XP_021707143.1
OG0001485	XP_029056153.1	XP_021700466.1
OG0001486	XP_029048935.1, XP_029048933.1	XP_001648831.2, XP_021701667.1, XP_001659833.2
OG0001487	XP_029040531.1	XP_021697348.1, XP_021697349.1, XP_021697346.1, XP_021697347.1, XP_021697353.1, XP_021697354.1, XP_021697351.1, XP_021697352.1, XP_021697355.1
OG0001488	XP_029050400.1, XP_029050396.1, XP_029050399.1	XP_021710667.1
OG0001489	XP_029034683.1	XP_021696755.1, XP_021696757.1, XP_021696756.1, XP_021696759.1, XP_021696758.1, XP_021696752.1, XP_021696753.1, XP_021696750.1, XP_021696751.1, XP_021696749.1, XP_021696754.1
OG0001490	XP_029042050.1	XP_021701945.1, XP_021701935.1
OG0001492	XP_029051008.1	XP_001662155.1, XP_001654105.1, XP_021713033.1
OG0001493	XP_029033513.1	XP_021698974.1
OG0001494	XP_029042364.1	XP_021697267.1, XP_021697268.1, XP_021697269.1
OG0001495	XP_029035135.1, XP_029035153.1, XP_029035126.1, XP_029035143.1	XP_021707805.1
OG0001496	XP_029054351.1	XP_021695727.1, XP_011493651.1, XP_001655836.1
OG0001497	XP_029048447.1, XP_029048445.1, XP_029048444.1	XP_021707615.1
OG0001498	XP_029036977.1, XP_029036979.1	XP_021697831.1
OG0001499	XP_029040363.1	XP_001651889.2
OG0001500	XP_029038777.1	XP_021705614.1, XP_021705612.1, XP_021705613.1, XP_021705610.1, XP_021705611.1, XP_021705609.1
OG0001501	XP_029055526.1, XP_029055527.1	XP_021712753.1, XP_021699608.1
OG0001502	XP_029055525.1	XP_021699619.1
OG0001503	XP_029049700.1, XP_029049697.1	XP_021702842.1, XP_021702843.1, XP_021702844.1
OG0001504	XP_029052689.1	XP_001658122.1, XP_021698045.1, XP_021698047.1, XP_021698046.1, XP_021698048.1
OG0001505	XP_029048731.1	XP_001660600.2, XP_021704345.1
OG0001506	XP_029041958.1, XP_029041960.1, XP_029041959.1	XP_021702222.1, XP_021702224.1, XP_021702223.1, XP_001663031.1
OG0001507	XP_029040825.1, XP_029040824.1	XP_021713312.1
OG0001508	XP_029033156.1, XP_029033136.1	XP_001658818.2
OG0001509	XP_029035096.1, XP_029035094.1	XP_021708146.1, XP_021708145.1, XP_021708148.1, XP_021708147.1, XP_021708149.1, XP_021708142.1, XP_021708144.1, XP_021708143.1
OG0001510	XP_029048819.1	XP_021707687.1
OG0001511	XP_029055474.1	XP_001654598.1, XP_021697822.1
OG0001512	XP_029042216.1, XP_029042235.1	XP_021705417.1, XP_021705418.1, XP_021705415.1, XP_021705416.1, XP_021705414.1
OG0001513	XP_029048889.1	XP_001654919.1, XP_021709538.1, XP_021709542.1, XP_021709539.1, XP_021709540.1, XP_021709543.1, XP_021709541.1, XP_001654920.1, XP_021709544.1
OG0001514	XP_029037337.1	XP_001655385.1, XP_021705456.1
OG0001515	XP_029055431.1	XP_021703402.1, XP_021703403.1, XP_021703404.1, XP_021703405.1
OG0001517	XP_029046635.1	XP_021712247.1
OG0001518	XP_029032938.1, XP_029032939.1	XP_021702663.1
OG0001519	XP_029048918.1	XP_021695723.1, XP_021695724.1
OG0001520	XP_029056592.1	XP_001659529.1
OG0001522	XP_029046200.1	XP_021710700.1
OG0001523	XP_029036752.1	XP_021693518.1
OG0001524	XP_029033727.1	XP_021693893.1, XP_021693937.1
OG0001525	XP_029045785.1	XP_021706611.1, XP_021706609.1, XP_021706610.1
OG0001526	XP_029039080.1, XP_029039033.1	XP_021699965.1, XP_021699966.1, XP_021699961.1
OG0001527	XP_029039352.1	XP_021705511.1, XP_001659060.1
OG0001529	XP_029046278.1, XP_029046280.1, XP_029046281.1, XP_029046282.1	XP_001653365.2, XP_001653366.2
OG0001530	XP_029033999.1, XP_029033997.1, XP_029034001.1, XP_029034000.1, XP_029034003.1, XP_029034002.1	XP_001659200.1
OG0001531	XP_029045528.1, XP_029045527.1, XP_029045531.1, XP_029045530.1	XP_001654172.1, XP_021711999.1
OG0001532	XP_029047041.1, XP_029047040.1, XP_029047039.1	XP_021705174.1
OG0001533	XP_029039196.1	XP_021697618.1
OG0001534	XP_029042396.1, XP_029042393.1, XP_029042392.1, XP_029042395.1, XP_029042394.1	XP_021707804.1
OG0001535	XP_029041515.1, XP_029041514.1	XP_001654088.2
OG0001536	XP_029043973.1, XP_029043998.1	XP_021698558.1, XP_021698552.1
OG0001537	XP_029041748.1	XP_021710074.1, XP_001655561.2
OG0001539	XP_029052353.1	XP_001655433.2
OG0001540	XP_029038083.1	XP_021711753.1, XP_021698365.1, XP_021698362.1, XP_021698363.1, XP_021698361.1, XP_021698364.1
OG0001541	XP_029032292.1, XP_029032291.1	XP_021698640.1, XP_021698641.1, XP_021698643.1, XP_021698642.1, XP_021698644.1
OG0001542	XP_029032403.1, XP_029032393.1	XP_021703912.1
OG0001543	XP_029054496.1	XP_021695126.1, XP_021695125.1, XP_021695123.1, XP_001656251.2
OG0001545	XP_029037038.1, XP_029037156.1	XP_021703178.1
OG0001546	XP_029042168.1	XP_021694031.1
OG0001547	XP_029040329.1, XP_029040326.1	XP_021696774.1, XP_021696775.1, XP_021696776.1, XP_021696777.1, XP_021696778.1
OG0001548	XP_029047586.1, XP_029047583.1, XP_029047584.1	XP_021709810.1
OG0001551	XP_029055449.1	XP_001649247.2
OG0001552	XP_029032099.1, XP_029032096.1	XP_021709518.1, XP_021709510.1
OG0001553	XP_029055962.1, XP_029055964.1	XP_001649155.2
OG0001554	XP_029050063.1, XP_029050028.1	XP_021699256.1
OG0001555	XP_029036488.1	XP_021708369.1
OG0001556	XP_029044980.1	XP_021698930.1
OG0001557	XP_029035431.1	XP_021703099.1
OG0001558	XP_029050297.1	XP_001650847.2, XP_021712862.1, XP_021698214.1, XP_021698215.1
OG0001559	XP_029041271.1, XP_029041274.1, XP_029041275.1, XP_029041272.1, XP_029041273.1	XP_021709809.1
OG0001560	XP_029041351.1	XP_021700177.1
OG0001561	XP_029045928.1, XP_029045929.1	XP_001659517.1
OG0001562	XP_029035187.1	XP_021699829.1, XP_021699830.1
OG0001563	XP_029036922.1, XP_029036925.1	XP_021707780.1
OG0001565	XP_029052456.1	XP_001654340.2, XP_021699250.1, XP_021699255.1, XP_021699253.1, XP_021699252.1, XP_021699251.1
OG0001567	XP_029036870.1, XP_029036871.1, XP_029036873.1	XP_021705207.1
OG0001568	XP_029036603.1	XP_021707976.1, XP_001649607.2, XP_021707970.1
OG0001569	XP_029039068.1	XP_001653986.2
OG0001570	XP_029042704.1	XP_021697701.1
OG0001571	XP_029049963.1	XP_021701795.1, XP_021711966.1
OG0001572	XP_029056363.1	XP_001661833.2, XP_001661834.1
OG0001575	XP_029047969.1	XP_001662131.2, XP_001648863.2
OG0001576	XP_029040570.1	XP_021700231.1
OG0001577	XP_029046400.1	XP_021694857.1
OG0001579	XP_029040562.1, XP_029040558.1	XP_021697228.1
OG0001580	XP_029047159.1	XP_021708412.1
OG0001581	XP_029040501.1	XP_021701022.1, XP_021701021.1, XP_021701019.1, XP_021701020.1, XP_021701017.1, XP_021701018.1, XP_021701015.1, XP_021701016.1, XP_021701023.1
OG0001582	XP_029047173.1, XP_029047172.1, XP_029047171.1	XP_021693418.1
OG0001583	XP_029036943.1	XP_001653136.2
OG0001584	XP_029034029.1, XP_029034034.1	XP_021697527.1
OG0001585	XP_029055399.1, XP_029055037.1	XP_021699005.1
OG0001586	XP_029034228.1	XP_021704945.1, XP_001654729.2
OG0001587	XP_029032253.1	XP_001659266.1
OG0001588	XP_029048881.1	XP_021708908.1
OG0001589	XP_029036502.1, XP_029036500.1	XP_021705121.1, XP_001657326.1
OG0001590	XP_029051587.1	XP_001648508.2, XP_021709476.1, XP_001662559.2, XP_001658622.2, XP_001662400.2, XP_001662401.2
OG0001591	XP_029038358.1, XP_029038356.1	XP_001649539.2
OG0001592	XP_029037953.1	XP_001652031.2, XP_001652030.2
OG0001593	XP_029052765.1	XP_021706070.1, XP_021706066.1, XP_021706068.1, XP_021706069.1, XP_021706060.1, XP_021706061.1, XP_021706062.1, XP_021706063.1, XP_021706065.1, XP_021706067.1, XP_001652228.1
OG0001594	XP_029055518.1, XP_029055519.1	XP_001652589.2
OG0001595	XP_029047246.1	XP_001654339.2
OG0001596	XP_029051870.1, XP_029051869.1	XP_001655002.2
OG0001597	XP_029041598.1	XP_001655545.1
OG0001598	XP_029035514.1	XP_001657509.1, XP_001660818.2, XP_001657506.2
OG0001599	XP_029032089.1, XP_029032088.1, XP_029032090.1	XP_001659709.2
OG0001600	XP_029041422.1	XP_001662110.1, XP_021699697.1, XP_021699698.1
OG0001601	XP_029051974.1, XP_029051976.1, XP_029051958.1	XP_021693003.1, XP_021693005.1, XP_021712673.1
OG0001602	XP_029036644.1	XP_021711854.1, XP_021693787.1
OG0001603	XP_029047403.1, XP_029047402.1	XP_021694636.1
OG0001604	XP_029044763.1	XP_021698607.1, XP_021698608.1
OG0001605	XP_029039316.1	XP_021698633.1
OG0001606	XP_029048641.1	XP_021698821.1, XP_021698822.1
OG0001607	XP_029042931.1	XP_021701306.1
OG0001608	XP_029035490.1	XP_021701802.1, XP_021701803.1, XP_021701800.1, XP_021701801.1
OG0001609	XP_029035777.1	XP_021710794.1, XP_021710793.1, XP_021710792.1
OG0001614	XP_029035009.1, XP_029034998.1	XP_001661445.1
OG0001615	XP_029041015.1, XP_029041014.1	XP_001649059.1, XP_001649058.1
OG0001616	XP_029048974.1	XP_021712922.1, XP_001654033.1
OG0001617	XP_029052247.1	XP_021712041.1, XP_001651134.1
OG0001619	XP_029048423.1	XP_001659711.1
OG0001620	XP_029049615.1, XP_029049616.1	XP_001650713.1
OG0001621	XP_029053378.1	XP_001653624.2
OG0001622	XP_029041834.1	XP_001660625.1
OG0001623	XP_029045853.1	XP_001653270.2
OG0001624	XP_029033140.1	XP_001656550.2
OG0001625	XP_029046814.1	XP_001661087.1
OG0001626	XP_029039632.1, XP_029039631.1	XP_001649135.1
OG0001627	XP_029052083.1	XP_021707044.1, XP_011493541.1, XP_001654478.1
OG0001628	XP_029035837.1	XP_021693961.1
OG0001629	XP_029038883.1	XP_001660169.1
OG0001630	XP_029045678.1	XP_021699215.1, XP_021699214.1
OG0001631	XP_029042683.1, XP_029042681.1	XP_021704306.1
OG0001633	XP_029050350.1	XP_021698387.1, XP_021698388.1, XP_021698385.1, XP_021698386.1, XP_021698396.1, XP_021698395.1, XP_021698391.1, XP_021698392.1, XP_021698389.1, XP_021698393.1, XP_021698394.1, XP_021698390.1
OG0001635	XP_029049661.1	XP_001660621.2
OG0001636	XP_029041561.1, XP_029041550.1, XP_029041560.1	XP_001661101.1
OG0001637	XP_029049035.1, XP_029049034.1, XP_029049033.1, XP_029049032.1, XP_029049031.1	XP_001658256.1
OG0001638	XP_029046644.1, XP_029033173.1	XP_001662068.2
OG0001639	XP_029041904.1	XP_021706741.1
OG0001640	XP_029043527.1, XP_029044243.1	XP_021711928.1, XP_001660977.2
OG0001641	XP_029043918.1	XP_001649767.2, XP_021710563.1, XP_001649763.2, XP_021710569.1
OG0001642	XP_029041523.1, XP_029041521.1, XP_029041520.1, XP_029041522.1	XP_021704630.1, XP_021704631.1, XP_001648127.2
OG0001644	XP_029044240.1	XP_021706333.1, XP_001654366.1
OG0001645	XP_029044315.1, XP_029044314.1	XP_021713239.1
OG0001646	XP_029033719.1	XP_001651173.2
OG0001647	XP_029045431.1	XP_021710653.1, XP_021710277.1
OG0001648	XP_029050942.1, XP_029050943.1, XP_029050944.1	XP_001651963.2
OG0001649	XP_029041370.1, XP_029041369.1, XP_029041368.1	XP_021699402.1
OG0001650	XP_029037514.1, XP_029037512.1, XP_029037513.1	XP_001660443.2
OG0001651	XP_029048948.1	XP_021712338.1
OG0001652	XP_029041293.1	XP_021709162.1
OG0001653	XP_029044672.1, XP_029044670.1, XP_029044669.1, XP_029044671.1	XP_021704764.1, XP_021704765.1
OG0001655	XP_029055475.1	XP_021712934.1, XP_021695115.1
OG0001656	XP_029031948.1, XP_029031949.1	XP_001660613.1
OG0001657	XP_029035294.1, XP_029035293.1	XP_001650988.2
OG0001658	XP_029033443.1	XP_021701909.1
OG0001659	XP_029036804.1	XP_001649004.2, XP_021712038.1
OG0001660	XP_029050401.1	XP_021710671.1
OG0001662	XP_029045835.1, XP_029045838.1	XP_001661416.2, XP_021712562.1
OG0001663	XP_029039881.1, XP_029039882.1, XP_029039883.1	XP_021708803.1
OG0001664	XP_029045726.1, XP_029045718.1	XP_021712961.1
OG0001665	XP_029038507.1	XP_021711561.1, XP_001654204.2, XP_001651001.2, XP_021693638.1
OG0001666	XP_029035783.1	XP_021695946.1
OG0001668	XP_029036775.1	XP_021705214.1
OG0001669	XP_029035840.1	XP_021703010.1, XP_021703012.1, XP_021703011.1, XP_021703006.1, XP_021703008.1, XP_021703009.1, XP_021703007.1
OG0001670	XP_029032431.1, XP_029032438.1	XP_001663817.1
OG0001671	XP_029051433.1, XP_029051434.1	XP_021708990.1
OG0001672	XP_029038878.1	XP_021709521.1, XP_021709522.1, XP_021709520.1
OG0001673	XP_029038017.1, XP_029038016.1, XP_029038015.1, XP_029038018.1	XP_001660487.1
OG0001674	XP_029050257.1	XP_021702429.1, XP_021702434.1, XP_021702435.1, XP_021702430.1, XP_021702431.1, XP_021702432.1, XP_021702433.1
OG0001675	XP_029043446.1	XP_021699206.1, XP_021699205.1, XP_021699208.1, XP_021699207.1
OG0001676	XP_029055465.1	XP_001652395.2
OG0001677	XP_029041707.1, XP_029041799.1	XP_001652096.1
OG0001678	XP_029047469.1, XP_029047470.1	XP_001652786.2
OG0001679	XP_029048832.1, XP_029048831.1, XP_029048833.1	XP_021712412.1, XP_001660326.1
OG0001680	XP_029033268.1, XP_029033269.1	XP_021700806.1, XP_021712519.1
OG0001681	XP_029036098.1	XP_001658183.2
OG0001682	XP_029052026.1	XP_021710725.1, XP_021710723.1, XP_021710727.1
OG0001683	XP_029041067.1, XP_029041068.1, XP_029041064.1, XP_029041066.1	XP_001657224.1
OG0001684	XP_029049999.1	XP_021694318.1
OG0001685	XP_029037041.1	XP_021696569.1
OG0001686	XP_029049380.1	XP_021693026.1, XP_021693027.1, XP_021693024.1, XP_021693025.1, XP_021693022.1
OG0001687	XP_029044510.1	XP_001648656.2
OG0001688	XP_029039157.1	XP_001655654.1
OG0001689	XP_029043772.1, XP_029043780.1	XP_021695340.1, XP_021702951.1, XP_001654676.1, XP_001652436.1, XP_021702788.1, XP_021702787.1
OG0001690	XP_029043541.1	XP_001652822.2
OG0001691	XP_029041172.1, XP_029041171.1	XP_021697807.1, XP_021711737.1
OG0001692	XP_029042328.1	XP_021706079.1, XP_021706080.1
OG0001693	XP_029041290.1	XP_021699846.1, XP_021699847.1, XP_021699845.1
OG0001694	XP_029047193.1, XP_029047192.1	XP_001657811.1
OG0001695	XP_029036779.1	XP_021695027.1
OG0001696	XP_029040418.1, XP_029040409.1	XP_021707171.1
OG0001697	XP_029045797.1	XP_001655183.2
OG0001699	XP_029041247.1	XP_021706338.1, XP_001652000.1
OG0001700	XP_029056367.1	XP_021709327.1, XP_021709333.1, XP_021709340.1
OG0001701	XP_029047529.1, XP_029047525.1	XP_021709749.1
OG0001702	XP_029048394.1, XP_029048396.1, XP_029048395.1, XP_029048397.1	XP_001657404.2
OG0001703	XP_029053026.1, XP_029053028.1	XP_021694077.1, XP_021694076.1
OG0001704	XP_029056076.1, XP_029056079.1, XP_029056077.1	XP_021695754.1, XP_021695753.1
OG0001706	XP_029043578.1, XP_029043574.1, XP_029043575.1, XP_029043573.1, XP_029043577.1	XP_021703194.1
OG0001707	XP_029040459.1	XP_021710585.1, XP_021710586.1
OG0001708	XP_029041028.1	XP_021705236.1
OG0001709	XP_029050200.1, XP_029050209.1	XP_021692980.1
OG0001710	XP_029041574.1, XP_029041580.1, XP_029041582.1	XP_021694338.1, XP_021712737.1
OG0001711	XP_029042921.1	XP_001650198.2
OG0001712	XP_029035719.1, XP_029035720.1	XP_021711134.1
OG0001713	XP_029048048.1, XP_029048047.1, XP_029048046.1	XP_021705608.1, XP_021705607.1, XP_021705606.1, XP_021705605.1
OG0001714	XP_029050791.1	XP_001661880.1
OG0001715	XP_029033877.1	XP_001660978.1
OG0001716	XP_029040492.1	XP_021708325.1
OG0001717	XP_029033708.1, XP_029033699.1, XP_029033691.1	XP_001648674.1
OG0001718	XP_029051687.1	XP_021698837.1, XP_021698835.1, XP_021698836.1, XP_021698839.1, XP_001648403.1, XP_021698838.1
OG0001719	XP_029037938.1, XP_029037939.1	XP_001653610.1
OG0001720	XP_029046381.1, XP_029046380.1, XP_029046379.1	XP_021707046.1
OG0001721	XP_029039289.1, XP_029039323.1	XP_001659894.2
OG0001722	XP_029048706.1, XP_029048702.1, XP_029048703.1, XP_029048704.1, XP_029048705.1, XP_029048707.1	XP_021700019.1
OG0001723	XP_029039495.1	XP_001658810.2, XP_021708657.1, XP_021708698.1, XP_001658813.1, XP_021708687.1, XP_001660077.1, XP_001663216.2
OG0001724	XP_029036442.1, XP_029036443.1	XP_001658110.2
OG0001725	XP_029045224.1	XP_021709391.1
OG0001726	XP_029041968.1	XP_021706047.1
OG0001727	XP_029044570.1	XP_021701407.1, XP_021701408.1, XP_021701410.1, XP_021701411.1, XP_021701412.1, XP_021701413.1, XP_021701406.1
OG0001728	XP_029046665.1, XP_029046657.1	XP_021700273.1
OG0001729	XP_029050566.1	XP_021696384.1, XP_021696372.1, XP_021696389.1
OG0001730	XP_029035550.1	XP_021707010.1, XP_021707011.1, XP_021707007.1, XP_021707008.1
OG0001731	XP_029048092.1	XP_021708554.1, XP_021708557.1
OG0001732	XP_029043901.1	XP_021694992.1
OG0001733	XP_029040692.1	XP_021695329.1, XP_021702423.1, XP_021702422.1, XP_021701342.1, XP_021712901.1, XP_021701341.1, XP_021702192.1
OG0001734	XP_029041078.1, XP_029041085.1, XP_029041093.1, XP_029041102.1	XP_021703177.1, XP_001658259.2
OG0001735	XP_029034196.1, XP_029034197.1	XP_021703341.1, XP_021706414.1
OG0001736	XP_029049568.1	XP_001657611.1
OG0001737	XP_029047424.1, XP_029047422.1, XP_029047423.1	XP_001659930.2
OG0001738	XP_029034270.1	XP_001660400.1, XP_021697734.1
OG0001739	XP_029047535.1	XP_021695605.1, XP_021695606.1
OG0001740	XP_029045700.1, XP_029045692.1	XP_021704328.1
OG0001741	XP_029034269.1, XP_029034268.1	XP_001649571.2, XP_021710883.1, XP_021710884.1
OG0001742	XP_029056342.1	XP_021708254.1
OG0001743	XP_029049959.1, XP_029049960.1, XP_029049958.1	XP_001660114.1
OG0001744	XP_029034818.1, XP_029034819.1	XP_021704069.1, XP_021704068.1
OG0001745	XP_029049388.1, XP_029049386.1	XP_021713007.1
OG0001746	XP_029045290.1	XP_001649222.1, XP_021710593.1, XP_021710589.1, XP_021710590.1, XP_021710587.1, XP_021710592.1, XP_021710591.1
OG0001747	XP_029044869.1, XP_029044868.1, XP_029044870.1	XP_021706970.1
OG0001748	XP_029032073.1, XP_029032064.1	XP_021708833.1, XP_021708840.1
OG0001749	XP_029040788.1, XP_029040793.1	XP_021706440.1
OG0001750	XP_029044823.1, XP_029044825.1	XP_001647895.2
OG0001751	XP_029056586.1, XP_029056587.1	XP_001648099.1
OG0001752	XP_029039201.1	XP_001659769.2, XP_001651958.2, XP_001655198.2
OG0001753	XP_029050541.1	XP_001652244.1
OG0001754	XP_029040725.1, XP_029045989.1	XP_001652911.1
OG0001755	XP_029052414.1, XP_029052415.1	XP_001653062.1
OG0001756	XP_029035240.1	XP_001655179.1
OG0001757	XP_029036070.1	XP_001661597.2, XP_001661598.2, XP_001655682.2, XP_021705284.1
OG0001758	XP_029042180.1, XP_029042177.1, XP_029042178.1, XP_029042179.1	XP_001656095.2
OG0001759	XP_029032105.1	XP_001657407.2
OG0001760	XP_029048484.1	XP_001657581.2
OG0001762	XP_029040564.1	XP_001661603.1
OG0001763	XP_029053396.1	XP_021707256.1, XP_001662871.1
OG0001764	XP_029046456.1	XP_001663376.2
OG0001765	XP_029039005.1, XP_029039004.1, XP_029039003.1	XP_001663710.1
OG0001767	XP_029048720.1	XP_021702187.1, XP_021702186.1
OG0001768	XP_029039800.1	XP_021707862.1, XP_021707851.1, XP_021707864.1, XP_021707860.1, XP_021707856.1, XP_021707857.1, XP_021707858.1, XP_021707859.1, XP_021707852.1, XP_021707853.1, XP_021707854.1, XP_021707855.1, XP_021707863.1
OG0001769	XP_029034136.1	XP_021711093.1, XP_021711094.1
OG0001774	XP_029045460.1	XP_021700405.1, XP_001663729.1, XP_021700404.1
OG0001775	XP_029042334.1, XP_029042333.1	XP_001655999.2
OG0001776	XP_029052622.1	XP_021710782.1
OG0001777	XP_029033694.1, XP_029033498.1	XP_001654587.1
OG0001778	XP_029036678.1	XP_001655466.1, XP_021701850.1
OG0001779	XP_029040462.1	XP_001654343.1
OG0001780	XP_029050706.1	XP_021712259.1, XP_021707611.1, XP_021712258.1, XP_021707612.1, XP_021707614.1, XP_021707613.1, XP_021712257.1
OG0001781	XP_029053291.1	XP_001658016.1, XP_001654360.1
OG0001782	XP_029048493.1	XP_001663680.2
OG0001783	XP_029047303.1	XP_001662178.1
OG0001784	XP_029050306.1	XP_021693607.1
OG0001785	XP_029045993.1, XP_029046001.1	XP_001647846.1, XP_021693061.1
OG0001786	XP_029037857.1, XP_029037856.1	XP_001652846.1, XP_001652845.1
OG0001787	XP_029050564.1, XP_029050565.1, XP_029050563.1	XP_001661418.1
OG0001789	XP_029036577.1, XP_029036575.1	XP_001650308.2
OG0001790	XP_029050003.1, XP_029050002.1	XP_021713380.1
OG0001791	XP_029041575.1, XP_029041576.1	XP_001660244.1
OG0001792	XP_029033135.1, XP_029033137.1	XP_001653344.1
OG0001793	XP_029050447.1	XP_001657814.1
OG0001794	XP_029041647.1, XP_029041595.1	XP_021699339.1
OG0001796	XP_029045166.1	XP_001650832.1
OG0001797	XP_029042045.1	XP_001655339.1
OG0001799	XP_029046350.1	XP_001650267.3
OG0001800	XP_029047399.1	XP_001661937.2
OG0001801	XP_029042699.1	XP_001656302.2
OG0001802	XP_029043170.1	XP_001648600.1
OG0001803	XP_029042974.1, XP_029042973.1, XP_029042972.1, XP_029042971.1	XP_001654138.1
OG0001804	XP_029036643.1	XP_001651535.2
OG0001805	XP_029043315.1	XP_001658946.1
OG0001806	XP_029054142.1, XP_029054141.1	XP_021703614.1, XP_021703613.1, XP_021703612.1, XP_001650209.1
OG0001807	XP_029040769.1	XP_021697949.1, XP_021697948.1, XP_021697946.1
OG0001808	XP_029032074.1	XP_001648504.1, XP_001648505.2, XP_021711910.1
OG0001809	XP_029055565.1	XP_021704020.1
OG0001810	XP_029041184.1, XP_029041181.1	XP_021710388.1, XP_001648205.1
OG0001811	XP_029046125.1	XP_021706968.1
OG0001812	XP_029039791.1	XP_021703749.1, XP_001649272.1, XP_001647949.1, XP_021704430.1
