Orthogroup	Osmia_bicornis	Bombus_terrestris
OG0000849	XP_029034456.1, XP_029034454.1, XP_029039749.1, XP_029039748.1	XP_012168166.1
OG0000850	XP_029045453.1, XP_029045454.1, XP_029045455.1	XP_020722106.1
OG0000851	XP_029033382.1	XP_020722809.1
OG0000852	XP_029048293.1	XP_003393795.1
OG0000853	XP_029050973.1	XP_012170145.1
OG0000854	XP_029053889.1	XP_003402671.1
OG0000855	XP_029035330.1	XP_012165430.1, XP_012165429.1, XP_020719312.1
OG0000856	XP_029049259.1	XP_012170655.1, XP_012170595.1
OG0000857	XP_029035548.1	XP_003395095.1
OG0000858	XP_029038423.1	XP_012171446.2
OG0000858	XP_029044966.1	XP_012170951.1
OG0000859	XP_029050279.1, XP_029050276.1, XP_029050278.1, XP_029050275.1, XP_029050277.1	XP_012164139.1, XP_012164154.1, XP_012164160.1, XP_012164147.1
OG0000860	XP_029046128.1, XP_029046127.1	XP_003394311.1
OG0000861	XP_029036184.1	XP_020723751.1
OG0000862	XP_029041720.1, XP_029041507.1	XP_003395982.1
OG0000863	XP_029051488.1, XP_029051489.1	XP_003403039.1, XP_012175002.1, XP_012175001.1
OG0000864	XP_029036638.1, XP_029036637.1, XP_029036634.1, XP_029036636.1, XP_029036635.1	XP_012163958.1
OG0000865	XP_029048730.1	XP_012164079.1, XP_020718611.1
OG0000866	XP_029041767.1	XP_003399480.1
OG0000867	XP_029032211.1, XP_029032212.1	XP_012166142.1, XP_003396980.1, XP_020719315.1, XP_020719313.1, XP_020719314.1
OG0000868	XP_029044935.1, XP_029044930.1	XP_020723310.1
OG0000869	XP_029041487.1, XP_029041486.1, XP_029041488.1	XP_012167588.1, XP_003397889.1
OG0000870	XP_029033304.1, XP_029033303.1	XP_003401670.1, XP_012172959.1, XP_012172958.1
OG0000871	XP_029037492.1, XP_029037491.1	XP_003400941.1
OG0000872	XP_029041012.1, XP_029041011.1	XP_012176769.1
OG0000873	XP_029036012.1	XP_012176736.1
OG0000874	XP_029032300.1, XP_029032301.1	XP_003396333.1, XP_012165312.1, XP_012165311.1
OG0000875	XP_029036158.1	XP_003400299.1, XP_012171080.1
OG0000876	XP_029046811.1, XP_029046812.1	XP_003403104.1, XP_012175097.1, XP_012175096.1
OG0000877	XP_029052830.1	XP_012171004.1, XP_012171005.1, XP_012171009.1, XP_012171010.1, XP_012171003.1, XP_020721912.1, XP_020721911.1, XP_020721910.1, XP_012171011.1
OG0000878	XP_029046313.1	XP_012166400.1
OG0000879	XP_029039723.1, XP_029039725.1	XP_003400151.1
OG0000881	XP_029052283.1	XP_020720593.1, XP_003398360.1, XP_012168067.1, XP_012168068.1, XP_012168069.1, XP_012168071.1
OG0000882	XP_029044821.1	XP_003398034.1
OG0000883	XP_029036725.1	XP_012172830.1
OG0000884	XP_029036881.1	XP_012172793.1
OG0000885	XP_029038208.1, XP_029038201.1, XP_029038202.1, XP_029038203.1, XP_029038204.1, XP_029038205.1, XP_029038207.1	XP_012166636.1
OG0000886	XP_029046854.1	XP_003400850.1
OG0000887	XP_029053587.1	XP_003402796.1
OG0000887	XP_029053588.1	XP_003402795.1
OG0000888	XP_029053364.1	XP_012172930.1, XP_003401651.1
OG0000890	XP_029047371.1	XP_003395103.1
OG0000891	XP_029037751.1, XP_029037750.1	XP_020720870.1, XP_003398739.1, XP_020720871.1
OG0000892	XP_029042728.1	XP_003402957.1
OG0000893	XP_029033334.1	XP_012165087.1
OG0000894	XP_029054541.1, XP_029054540.1	XP_012168877.1, XP_003398880.1, XP_012168876.1, XP_012168875.1, XP_012168874.1, XP_012168873.1
OG0000895	XP_029038631.1, XP_029038632.1	XP_012176521.1
OG0000896	XP_029049327.1	XP_012172386.1
OG0000897	XP_029035306.1, XP_029035304.1, XP_029035305.1	XP_012165977.1, XP_012165978.1, XP_012165980.1
OG0000898	XP_029042797.1	XP_003395307.1
OG0000898	XP_029037816.1	XP_003393516.1
OG0000899	XP_029053800.1, XP_029053799.1	XP_012167012.1, XP_003397491.1
OG0000900	XP_029040266.1	XP_020721653.1
OG0000901	XP_029049408.1	XP_003403269.2
OG0000902	XP_029052012.1	XP_012170198.1, XP_003399677.2
OG0000902	XP_029052015.1	XP_012170197.2
OG0000904	XP_029045629.1	XP_012168259.1
OG0000905	XP_029055400.1	XP_020719514.1, XP_020719515.1
OG0000906	XP_029048118.1	XP_003395943.1
OG0000906	XP_029050534.1	XP_020720661.1
OG0000908	XP_029048986.1	XP_003398198.1, XP_012167738.1, XP_020720671.1
OG0000909	XP_029035083.1, XP_029035086.1, XP_029035085.1, XP_029035087.1, XP_029035084.1	XP_020722950.1
OG0000910	XP_029036119.1	XP_012170668.1
OG0000911	XP_029043458.1, XP_029043448.1	XP_012171867.1, XP_012171868.1, XP_012171871.1, XP_012171870.1
OG0000912	XP_029044784.1	XP_003398020.1
OG0000913	XP_029035420.1, XP_029035419.1, XP_029035418.1	XP_012169154.2
OG0000914	XP_029046766.1	XP_012175153.1
OG0000915	XP_029038896.1	XP_003394487.1
OG0000916	XP_029033722.1	XP_003394165.1
OG0000917	XP_029042987.1, XP_029042986.1	XP_003403224.1
OG0000918	XP_029035379.1	XP_003398959.1
OG0000919	XP_029046689.1, XP_029046687.1, XP_029046691.1, XP_029046690.1, XP_029046686.1, XP_029046692.1	XP_003395200.1, XP_012163649.1
OG0000920	XP_029037898.1, XP_029037897.1, XP_029037900.1, XP_029037899.1	XP_003392877.1, XP_003392876.1
OG0000921	XP_029052287.1, XP_029052289.1, XP_029052288.1	XP_003398323.1
OG0000923	XP_029038535.1	XP_020719661.1
OG0000924	XP_029053230.1, XP_029053231.1	XP_012176362.2
OG0000925	XP_029051947.1	XP_020724045.1
OG0000927	XP_029056663.1, XP_029056664.1	XP_012174351.1, XP_003402684.1
OG0000928	XP_029040031.1	XP_020720576.1, XP_003402550.2
OG0000929	XP_029052786.1	XP_003401209.1
OG0000930	XP_029037533.1	XP_003401932.1, XP_012173409.1
OG0000931	XP_029040869.1	XP_012172739.1
OG0000931	XP_029040864.1	XP_012172732.1
OG0000932	XP_029056379.1	XP_003400982.1
OG0000933	XP_029044620.1	XP_003396897.1
OG0000933	XP_029051948.1	XP_003393129.2
OG0000934	XP_029036524.1	XP_003395692.1
OG0000935	XP_029040257.1	XP_020721705.1
OG0000936	XP_029047302.1, XP_029047300.1	XP_020719426.1, XP_012166123.1
OG0000937	XP_029051803.1, XP_029051801.1	XP_020719824.1
OG0000938	XP_029052964.1, XP_029052965.1	XP_012173298.1, XP_012173299.1, XP_012173296.1, XP_003401876.1, XP_003401877.1, XP_012173297.1
OG0000939	XP_029035237.1	XP_020719355.1
OG0000939	XP_029035246.1	XP_020719492.1
OG0000941	XP_029044665.1	XP_012167700.1, XP_012167701.1, XP_012167699.1, XP_003397976.1
OG0000942	XP_029047625.1	XP_012172696.1
OG0000943	XP_029036790.1, XP_029036789.1, XP_029036788.1	XP_020722511.1, XP_020722513.1, XP_020722514.1, XP_012172295.2
OG0000944	XP_029043546.1, XP_029043548.1	XP_003400723.1, XP_012171735.1
OG0000945	XP_029049018.1	XP_012167748.1
OG0000946	XP_029044490.1	XP_012171053.1
OG0000947	XP_029052760.1	XP_020722503.1
OG0000948	XP_029041820.1, XP_029041821.1, XP_029041822.1	XP_003400497.1, XP_012171372.1, XP_012171371.1, XP_012171370.1
OG0000949	XP_029055599.1	XP_003396024.1
OG0000950	XP_029036826.1	XP_012174422.1, XP_012174421.1, XP_003402776.1
OG0000951	XP_029051552.1	XP_003403130.1, XP_020723830.1
OG0000952	XP_029036632.1, XP_029036641.1	XP_012167440.1, XP_003397848.1
OG0000953	XP_029034263.1, XP_029034264.1	XP_012172298.1, XP_012172302.1
OG0000954	XP_029040174.1	XP_003402919.1
OG0000955	XP_029032113.1	XP_012171379.1
OG0000957	XP_029051833.1	XP_003401786.1
OG0000958	XP_029046727.1, XP_029046784.1	NP_001291369.1, XP_012174015.1
OG0000959	XP_029050523.1, XP_029050521.1, XP_029050520.1	XP_020720657.1
OG0000959	XP_029050518.1	XP_003398238.1
OG0000960	XP_029055708.1	XP_012164276.1
OG0000961	XP_029054160.1	XP_020720008.1
OG0000962	XP_029039417.1, XP_029039428.1	XP_020721999.1
OG0000963	XP_029041343.1	XP_003397850.1, XP_020720452.1
OG0000964	XP_029054698.1	XP_012174359.1
OG0000964	XP_029054693.1	XP_003393771.1
OG0000965	XP_029052896.1	XP_003397396.1
OG0000965	XP_029052892.1	XP_020720241.1
OG0000966	XP_029047977.1, XP_029047978.1, XP_029047979.1, XP_029047976.1	XP_020720110.1, XP_012174260.1
OG0000967	XP_029035894.1	XP_003394892.1
OG0000968	XP_029051950.1	XP_020724328.1
OG0000969	XP_029032326.1	XP_003396675.1
OG0000970	XP_029042747.1, XP_029042744.1, XP_029042745.1, XP_029042746.1	XP_012168640.1, XP_003398677.1, XP_012168641.1
OG0000971	XP_029036711.1	XP_003401093.1
OG0000972	XP_029049715.1, XP_029049714.1	XP_003399041.1, XP_012169237.1, XP_012169238.1
OG0000973	XP_029043587.1	XP_020720258.1, XP_020720260.1, XP_020720259.1, XP_012167259.1, XP_012167260.1
OG0000974	XP_029037631.1	XP_020721996.1, XP_003400890.1, XP_012171747.1
OG0000976	XP_029056457.1	XP_003396062.1, XP_012164905.1
OG0000977	XP_029055763.1	XP_012164019.1, XP_012164016.1, XP_012164018.1, XP_012164017.1, XP_012164022.1, XP_012164021.1, XP_012164025.1, XP_012164023.1, XP_012164020.1
OG0000978	XP_029053840.1	XP_020723704.1
OG0000978	XP_029049203.1	XP_012169494.1
OG0000979	XP_029049951.1, XP_029049957.1	XP_020721981.1
OG0000979	XP_029053646.1	XP_020719817.1
OG0000980	XP_029041308.1	XP_003397335.1
OG0000981	XP_029034547.1, XP_029034546.1, XP_029034558.1, XP_029034556.1, XP_029034557.1, XP_029034549.1, XP_029034548.1	XP_012163634.1
OG0000982	XP_029050533.1	XP_003398431.1
OG0000983	XP_029036486.1	XP_012163973.1, XP_003395529.1
OG0000984	XP_029048597.1	XP_003400352.2
OG0000985	XP_029039973.1	XP_003398411.1
OG0000986	XP_029045505.1	XP_003395318.1
OG0000987	XP_029049566.1	XP_020718255.1
OG0000987	XP_029056671.1	XP_020723968.1
OG0000988	XP_029051114.1, XP_029051104.1, XP_029051096.1	XP_003393336.1, XP_012166339.1, XP_003393337.1
OG0000989	XP_029051298.1, XP_029051296.1, XP_029051299.1	XP_020721825.1
OG0000990	XP_029037736.1, XP_029037737.1	XP_012168758.1, XP_012168759.1, XP_012168760.1, XP_012168762.1, XP_012168764.1, XP_012168765.1, XP_012168766.1, XP_020721029.1
OG0000992	XP_029044482.1, XP_029044481.1, XP_029044483.1	XP_012171049.1
OG0000993	XP_029041608.1	XP_003393818.1
OG0000994	XP_029055943.1	XP_003394066.1
OG0000994	XP_029055944.1	XP_003394063.1
OG0000995	XP_029047694.1, XP_029047693.1, XP_029047695.1	XP_012168054.1
OG0000995	XP_029042712.1	XP_020720884.1
OG0000996	XP_029049361.1, XP_029049360.1, XP_029049359.1	XP_003401769.1, XP_012173148.1, XP_012173147.1, XP_012173146.1
OG0000997	XP_029042197.1	XP_003395510.1
OG0000999	XP_029044288.1	XP_012175190.1
OG0001000	XP_029054033.1	XP_003396466.1
OG0001001	XP_029035591.1	XP_003398637.1, XP_003395094.1
OG0001002	XP_029040949.1, XP_029040852.1	XP_003401492.1
OG0001003	XP_029050557.1	XP_020720847.1
OG0001003	XP_029050556.1, XP_029050555.1	XP_003398428.1
OG0001004	XP_029039774.1	XP_020720697.1
OG0001005	XP_029032814.1, XP_029032816.1, XP_029032811.1, XP_029032812.1, XP_029032810.1, XP_029032815.1	XP_003393385.1
OG0001006	XP_029037605.1	XP_003398903.1
OG0001006	XP_029037606.1	XP_012169008.1
OG0001007	XP_029045334.1	XP_012171583.1
OG0001008	XP_029042780.1	XP_020721160.1
OG0001009	XP_029052897.1	XP_012166817.2
OG0001009	XP_029050185.1	XP_012169742.1
OG0001010	XP_029032466.1, XP_029032465.1, XP_029032464.1	XP_003396326.1
OG0001011	XP_029047075.1, XP_029047074.1, XP_029047073.1	XP_003401633.1
OG0001012	XP_029042079.1, XP_029042080.1, XP_029042081.1, XP_029042082.1, XP_029042083.1, XP_029042088.1, XP_029042087.1, XP_029042086.1, XP_029042084.1	XP_012164463.1
OG0001013	XP_029039346.1	XP_003393382.1, XP_020718545.1
OG0001014	XP_029032139.1, XP_029032135.1, XP_029032137.1, XP_029032138.1	XP_012175742.1, XP_003394044.1
OG0001015	XP_029033343.1	XP_012165099.1
OG0001016	XP_029042494.1	XP_020719257.1
OG0001016	XP_029051366.1	XP_003398736.2
OG0001017	XP_029039773.1, XP_029039782.1	XP_003393261.1, XP_012165340.1, XP_012165355.1, XP_012165362.1, XP_020720886.1
OG0001018	XP_029048137.1	XP_020723280.1
OG0001019	XP_029032638.1, XP_029032640.1, XP_029032637.1, XP_029032636.1	XP_003398683.1
OG0001020	XP_029049878.1, XP_029049879.1	XP_012175853.1, XP_012175856.1, XP_012175859.1, XP_012175858.1
OG0001021	XP_029042622.1	XP_003398945.1, XP_003398947.1, XP_003398946.1
OG0001022	XP_029052346.1	XP_012175120.1, XP_012175206.1
OG0001023	XP_029049146.1, XP_029049147.1, XP_029049148.1, XP_029049145.1, XP_029049152.1, XP_029049151.1, XP_029049154.1, XP_029049153.1, XP_029049156.1, XP_029049155.1, XP_029049150.1	XP_012169769.1, XP_012169768.1
OG0001025	XP_029034473.1	XP_003398201.1
OG0001026	XP_029044736.1	XP_020724246.1
OG0001027	XP_029036458.1	XP_020718817.1
OG0001028	XP_029034147.1, XP_029034146.1	XP_003393673.1
OG0001028	XP_029048377.1	XP_012164667.1
OG0001029	XP_029040354.1	XP_012169880.2
OG0001030	XP_029046873.1	XP_020721992.1, XP_003400846.1
OG0001031	XP_029038026.1, XP_029038025.1, XP_029038027.1	XP_012169757.1, XP_012169752.1, XP_012169746.1, XP_012169763.1
OG0001033	XP_029055477.1	XP_003396273.1
OG0001034	XP_029045481.1	XP_012164214.1
OG0001035	XP_029051067.1, XP_029051065.1, XP_029051066.1	XP_012166278.1
OG0001036	XP_029032506.1	XP_020719237.1
OG0001037	XP_029047320.1, XP_029047321.1	XP_003397063.1, XP_003397062.1, XP_012166344.1
OG0001038	XP_029048724.1	XP_003395639.1
OG0001039	XP_029039205.1, XP_029039203.1, XP_029039207.1, XP_029039206.1, XP_029039204.1	XP_003400481.1
OG0001040	XP_029050908.1	XP_012163729.1, XP_003393071.1
OG0001041	XP_029044226.1, XP_029044131.1, XP_029044233.1, XP_029044142.1	XP_003402975.1
OG0001042	XP_029054737.1	XP_020722909.1
OG0001043	XP_029055645.1	XP_012165560.1
OG0001043	XP_029055643.1	XP_003396982.1
OG0001044	XP_029039551.1, XP_029039554.1, XP_029039553.1, XP_029039552.1	XP_012172024.1, XP_012172023.1, XP_020722709.1, XP_003400994.1, XP_012172025.1
OG0001045	XP_029038178.1	XP_003397182.1, XP_012166522.1
OG0001046	XP_029033215.1	XP_020721361.1
OG0001048	XP_029042592.1	XP_003400324.1
OG0001049	XP_029038759.1	XP_020720291.1
OG0001050	XP_029035499.1	XP_003398990.1
OG0001051	XP_029048869.1, XP_029048868.1, XP_029048867.1, XP_029048866.1, XP_029048864.1, XP_029048863.1	XP_012169012.1, XP_012169011.1, XP_012169010.1
OG0001052	XP_029042816.1	XP_012164443.1
OG0001053	XP_029038592.1	XP_020720012.1
OG0001053	XP_029038594.1	XP_003397690.1
OG0001054	XP_029042261.1	XP_012170074.1, XP_012170075.1, XP_012170073.1, XP_012170071.1, XP_020721696.1
OG0001055	XP_029036135.1, XP_029036136.1	XP_012170680.1
OG0001056	XP_029031887.1	XP_003402872.1, XP_012174598.1, XP_012174597.1
OG0001056	XP_029031888.1	XP_012174596.1
OG0001057	XP_029036446.1	XP_012164261.1
OG0001058	XP_029044548.1, XP_029044550.1, XP_029044549.1	XP_012168390.1, XP_012168389.1, XP_012168391.1
OG0001059	XP_029037144.1	XP_003397773.1
OG0001060	XP_029035952.1	XP_012163202.1
OG0001061	XP_029033485.1	XP_012168011.1, XP_020720840.1
OG0001063	XP_029055541.1	XP_020719112.1
OG0001064	XP_029050285.1, XP_029050284.1	XP_020722284.1, XP_020722285.1
OG0001065	XP_029039757.1, XP_029039761.1	XP_020720506.1, XP_020720504.1, XP_020720505.1
OG0001066	XP_029049769.1, XP_029049767.1, XP_029049765.1	XP_012169239.1
OG0001067	XP_029051320.1	XP_003399396.1
OG0001068	XP_029032491.1	XP_012165849.1
OG0001069	XP_029039110.1	XP_003400830.1
OG0001070	XP_029038094.1	XP_020720555.1
OG0001071	XP_029038754.1, XP_029038757.1	XP_003397816.1
OG0001072	XP_029036139.1	XP_012170687.1
OG0001073	XP_029037670.1	XP_003397563.1
OG0001074	XP_029041228.1	XP_003394236.1
OG0001074	XP_029041199.1	XP_003394238.1
OG0001076	XP_029041198.1	XP_020723292.1
OG0001077	XP_029056236.1, XP_029056237.1, XP_029056165.1, XP_029056233.1, XP_029056234.1	XP_003399720.1, XP_003399719.1
OG0001078	XP_029039858.1, XP_029039857.1	XP_003398213.1
OG0001079	XP_029048169.1, XP_029048171.1, XP_029048170.1, XP_029048172.1	XP_012163931.1
OG0001081	XP_029039370.1	XP_020722259.1
OG0001082	XP_029033916.1	XP_020718769.1
OG0001083	XP_029032742.1, XP_029032745.1	XP_020722087.1, XP_003400911.1
OG0001084	XP_029043343.1, XP_029043344.1	XP_012171819.1
OG0001085	XP_029036412.1	XP_012163774.1
OG0001086	XP_029035873.1	XP_020718465.1, XP_012163236.1, XP_012163235.1, XP_012163234.1, XP_012163233.1, XP_003395250.1, XP_020718463.1
OG0001087	XP_029039090.1, XP_029039088.1	XP_020722157.1, XP_003400585.1, XP_003400584.1
OG0001090	XP_029035828.1, XP_029035829.1	XP_003394894.1, XP_003394895.1
OG0001091	XP_029042367.1	XP_003397668.1
OG0001092	XP_029041411.1, XP_029041417.1	XP_003397991.1
OG0001093	XP_029052430.1	XP_012175412.1, XP_012175413.1, XP_012175411.1
OG0001094	XP_029040747.1	XP_012175854.1, XP_012175843.1
OG0001095	XP_029053522.1, XP_029053521.1	XP_012174330.1
OG0001096	XP_029049861.1, XP_029049860.1	XP_020721467.1, XP_012170293.1, XP_003399736.1, XP_020721468.1
OG0001097	XP_029033463.1, XP_029033461.1, XP_029033617.1, XP_029033618.1, XP_029033619.1, XP_029033462.1	XP_003398536.1
OG0001098	XP_029040270.1, XP_029040272.1, XP_029040271.1, XP_029040273.1	XP_012170564.1, XP_012170563.1, XP_012170562.1, XP_012170561.1, XP_012170568.1, XP_012170566.1, XP_012170569.1, XP_012170565.1
OG0001099	XP_029043263.1	XP_012167227.1
OG0001100	XP_029052987.1, XP_029052770.1	XP_003395980.1
OG0001101	XP_029049684.1, XP_029049686.1	XP_003399060.1
OG0001102	XP_029048236.1	XP_003395066.1, XP_003395067.1
OG0001103	XP_029052972.1	XP_012173261.1, XP_012173260.1, XP_003401858.1
OG0001104	XP_029052508.1, XP_029052510.1, XP_029052509.1	XP_020718898.1
OG0001105	XP_029054827.1	XP_003402656.1
OG0001106	XP_029041177.1	XP_012173949.1, XP_003402322.1, XP_012173950.1
OG0001107	XP_029052344.1	XP_012173130.1, XP_003401755.1
OG0001108	XP_029044267.1	XP_003401737.1
OG0001109	XP_029046831.1, XP_029046830.1	XP_012175154.1
OG0001110	XP_029046508.1, XP_029046507.1, XP_029046506.1	XP_003399407.1
OG0001111	XP_029037927.1, XP_029037928.1, XP_029037929.1, XP_029037931.1, XP_029037930.1, XP_029037932.1	XP_012169483.1, XP_012169484.1, XP_012169476.1, XP_012169458.1, XP_012169464.1, XP_012169453.1
OG0001112	XP_029040677.1, XP_029040673.1, XP_029040674.1, XP_029040676.1	XP_012174674.1
OG0001113	XP_029043899.1, XP_029043897.1, XP_029043898.1, XP_029043896.1	XP_003395429.1
OG0001114	XP_029044551.1	XP_020720606.1
OG0001115	XP_029044316.1	XP_003401766.1
OG0001116	XP_029044697.1, XP_029044695.1	XP_003397472.1
OG0001117	XP_029034435.1, XP_029034437.1, XP_029034441.1, XP_029034440.1, XP_029034442.1, XP_029034439.1, XP_029034438.1	XP_020720702.1
OG0001118	XP_029056584.1	XP_012170929.1
OG0001119	XP_029052870.1, XP_029052869.1	XP_003398972.1, XP_012169129.1
OG0001120	XP_029038374.1	XP_003396813.1, XP_003396815.1
OG0001121	XP_029037837.1	XP_012163127.1
OG0001122	XP_029034278.1, XP_029034279.1	XP_012172103.2
OG0001124	XP_029039585.1, XP_029039586.1	XP_012168157.1
OG0001125	XP_029051981.1, XP_029051962.1, XP_029051973.1	XP_003396616.1, XP_020719415.1
OG0001126	XP_029053674.1	XP_003397039.1
OG0001127	XP_029032528.1	XP_020719282.1
OG0001127	XP_029032523.1	XP_003396375.1
OG0001128	XP_029055536.1	XP_012165573.1, XP_020719571.1
OG0001129	XP_029051308.1	XP_003395954.1, XP_012164551.1
OG0001130	XP_029052405.1	XP_020721883.1, XP_003400316.2, XP_012170922.1, XP_012170921.1, XP_020721882.1
OG0001131	XP_029032784.1	XP_020720749.1
OG0001131	XP_029032780.1	XP_020720763.1
OG0001132	XP_029042983.1, XP_029042982.1, XP_029042981.1, XP_029042980.1, XP_029042984.1, XP_029042985.1	XP_003394768.1
OG0001134	XP_029044501.1	XP_003400253.1
OG0001135	XP_029047386.1, XP_029047385.1, XP_029047387.1, XP_029047388.1	XP_003393299.1
OG0001136	XP_029038494.1, XP_029038493.1, XP_029038492.1	XP_003400547.1
OG0001137	XP_029050110.1	XP_020724122.1
OG0001138	XP_029042629.1, XP_029042628.1	XP_012169017.1, XP_003398913.1
OG0001139	XP_029047728.1	XP_020722729.1
OG0001140	XP_029042965.1, XP_029042966.1, XP_029042964.1, XP_029042967.1	XP_003402479.1, XP_012174082.1
OG0001141	XP_029035195.1	XP_012169554.1, XP_012169555.1
OG0001142	XP_029050954.1	XP_003400015.1
OG0001143	XP_029033572.1, XP_029033573.1, XP_029033528.1, XP_029033530.1, XP_029033529.1, XP_029033576.1, XP_029033575.1	XP_003398491.1
OG0001144	XP_029040835.1	XP_003401088.1
OG0001144	XP_029040831.1	XP_003401087.1
OG0001145	XP_029038713.1	XP_003397437.1, XP_012166925.1
OG0001146	XP_029042796.1	XP_020718965.1
OG0001147	XP_029047014.1, XP_029047015.1, XP_029047016.1, XP_029047017.1, XP_029047018.1, XP_029047019.1	XP_003394869.1, XP_003394870.1
OG0001148	XP_029048848.1	XP_012169181.1, XP_020720975.1
OG0001149	XP_029049802.1, XP_029049812.1	XP_012169249.1
OG0001150	XP_029047767.1, XP_029047758.1, XP_029047768.1	XP_003395168.1
OG0001151	XP_029035402.1	XP_003398933.2
OG0001152	XP_029053553.1	XP_020720795.1
OG0001153	XP_029035877.1	XP_020718572.1
OG0001153	XP_029035905.1	XP_020718573.1
OG0001154	XP_029045919.1	XP_020722635.1
OG0001155	XP_029032053.1, XP_029032052.1, XP_029032051.1	XP_003393745.1
OG0001156	XP_029051453.1	XP_003398458.1, XP_012168191.1
OG0001157	XP_029035770.1	XP_012167432.1, XP_003393317.1
OG0001158	XP_029055511.1, XP_029055510.1	XP_012165204.1
OG0001159	XP_029042722.1, XP_029042723.1, XP_029042724.1, XP_029042725.1	XP_012168627.1
OG0001160	XP_029033349.1	XP_003394748.1
OG0001161	XP_029037662.1	XP_012171801.1
OG0001162	XP_029046438.1, XP_029046430.1, XP_029046437.1	XP_020718634.1
OG0001163	XP_029037773.1, XP_029037772.1	XP_020723064.1
OG0001164	XP_029053566.1	XP_012168461.1
OG0001165	XP_029034472.1, XP_029034470.1	XP_020720601.1
OG0001166	XP_029053494.1, XP_029053493.1	XP_003397967.1, XP_012167688.1
OG0001167	XP_029053014.1, XP_029053013.1, XP_029053011.1	XP_003402307.1
