Orthogroup	Megachile_rotundata	Dufourea_novaeangliae
OG0002565	XP_012151930.1	XP_015436384.1, XP_015436381.1, XP_015436383.1, XP_015436385.1
OG0002566	XP_012152398.1	XP_015439487.1
OG0002567	XP_012136380.1, XP_012136384.1, XP_003699399.2	XP_015430149.1
OG0002568	XP_012136122.1, XP_003699390.1, XP_012136116.1	XP_015438724.1
OG0002569	XP_003707052.1	XP_015438549.1
OG0002570	XP_012137367.1, XP_012137366.1, XP_012137368.1, XP_012137369.1	XP_015440264.1
OG0002571	XP_012140723.1, XP_012140724.1	XP_015439138.1
OG0002572	XP_003703364.1	XP_015437149.1
OG0002573	XP_012144562.1, XP_012144560.1, XP_012144561.1	XP_015439312.1
OG0002574	XP_012144583.1, XP_012144582.1, XP_003705001.1	XP_015439486.1
OG0002575	XP_012144590.1	XP_015439289.1
OG0002576	XP_012148624.1	XP_015439451.1
OG0002577	XP_003706943.1	XP_015431434.1, XP_015431436.1, XP_015431435.1
OG0002578	XP_003707054.2	XP_015431400.1
OG0002579	XP_012143131.1	XP_015438359.1
OG0002580	XP_012152639.1	XP_015439037.1
OG0002581	XP_003708333.1	XP_015436482.1
OG0002582	XP_012152587.1	XP_015434134.1
OG0002583	XP_012152536.1	XP_015434160.1
OG0002584	XP_012149663.1, XP_003707162.1	XP_015438682.1
OG0002585	XP_003708661.1	XP_015439386.1
OG0002586	XP_012146800.1, XP_012146803.1, XP_012146801.1, XP_012146802.1	XP_015433210.1
OG0002587	XP_003705992.1	XP_015432471.1, XP_015432470.1
OG0002588	XP_012144557.1, XP_012146848.1	XP_015432421.1
OG0002590	XP_003705092.1	XP_015433499.1
OG0002591	XP_012145867.1, XP_012145877.1	XP_015429362.1
OG0002592	XP_003707709.1	XP_015434545.1
OG0002593	XP_003704052.1	XP_015435874.1
OG0002594	XP_003703978.1	XP_015432572.1
OG0002595	XP_012140477.1	XP_015432793.1
OG0002596	XP_003703299.1	XP_015431986.1
OG0002597	XP_003705291.1	XP_015434709.1
OG0002599	XP_012138686.1	XP_015435500.1
OG0002600	XP_012134501.1, XP_012134493.1	XP_015435555.1
OG0002601	XP_003707096.2	XP_015428883.1
OG0002602	XP_003701266.1	XP_015437521.1
OG0002603	XP_012135965.1, XP_003701253.1	XP_015433519.1
OG0002604	XP_003701609.1	XP_015429104.1, XP_015429116.1
OG0002605	XP_003708267.1	XP_015438991.1
OG0002606	XP_012151975.1	XP_015434043.1
OG0002607	XP_012136024.1	XP_015432258.1
OG0002608	XP_003704974.1	XP_015432103.1
OG0002610	XP_012134832.1, XP_012134835.1, XP_012134834.1, XP_012134833.1	XP_015432235.1
OG0002611	XP_003703308.1	XP_015437203.1
OG0002612	XP_003706999.1	XP_015439578.1
OG0002613	XP_003705272.1	XP_015440146.1
OG0002614	XP_012144692.1	XP_015436490.1
OG0002615	XP_012139531.1, XP_003702917.1	XP_015430225.1
OG0002616	XP_012135250.1	XP_015429159.1
OG0002617	XP_012135220.1	XP_015431604.1
OG0002618	XP_003700854.1, XP_012135154.1	XP_015429035.1
OG0002619	XP_003707694.1	XP_015438400.1
OG0002620	XP_012148575.1	XP_015435472.1
OG0002622	XP_003699951.1	XP_015437750.1
OG0002623	XP_003699975.1	XP_015438845.1, XP_015438846.1
OG0002624	XP_012154379.1	XP_015438843.1
OG0002625	XP_012135571.1, XP_012135562.1	XP_015437384.1
OG0002626	XP_003699249.1	XP_015437347.1
OG0002627	XP_012151309.1, XP_012151114.1	XP_015437396.1
OG0002628	XP_003704002.2	XP_015435464.1
OG0002629	XP_012142241.1	XP_015435243.1
OG0002630	XP_003700199.1	XP_015438139.1, XP_015428852.1
OG0002631	XP_012144542.1	XP_015440285.1
OG0002633	XP_003700822.2	XP_015436939.1
OG0002634	XP_012147386.1	XP_015430674.1
OG0002635	XP_003707594.1	XP_015436411.1
OG0002636	XP_012151852.1	XP_015436238.1
OG0002637	XP_012150493.1	XP_015436073.1
OG0002638	XP_012150791.1	XP_015436095.1
OG0002639	XP_003704918.1, XP_012144492.1, XP_012144493.1	XP_015433826.1
OG0002640	XP_003699532.1, XP_012139262.1, XP_012139273.1, XP_012139259.1	XP_015431906.1
OG0002641	XP_003702629.1	XP_015433271.1
OG0002642	XP_012147987.1	XP_015433500.1
OG0002643	XP_003702330.1	XP_015429119.1
OG0002644	XP_003703151.1	XP_015438265.1
OG0002645	XP_003703153.1, XP_012140206.1	XP_015436109.1
OG0002646	XP_003703079.1	XP_015436771.1
OG0002647	XP_003701473.2	XP_015434940.1
OG0002648	XP_003701542.2	XP_015434967.1
OG0002649	XP_012136498.1	XP_015434001.1
OG0002650	XP_012136674.1	XP_015434000.1
OG0002651	XP_012136782.1	XP_015433995.1
OG0002652	XP_003701450.2, XP_012136527.1	XP_015432687.1
OG0002653	XP_012138391.1	XP_015431337.1
OG0002654	XP_012136758.1	XP_015432256.1
OG0002655	XP_003701640.1	XP_015432624.1
OG0002656	XP_012136862.1, XP_012136861.1	XP_015428552.1
OG0002657	XP_003705812.1	XP_015437830.1
OG0002658	XP_012147459.1, XP_012147461.1, XP_012147460.1	XP_015437605.1
OG0002659	XP_012138308.1, XP_012138294.1	XP_015430813.1
OG0002660	XP_012138208.1	XP_015430818.1
OG0002661	XP_012137915.1	XP_015437795.1
OG0002662	XP_003702164.1, XP_012138002.1	XP_015429890.1
OG0002663	XP_012145536.1, XP_012145530.1	XP_015432766.1
OG0002664	XP_003702075.1, XP_012138058.1	XP_015436811.1
OG0002665	XP_003707658.1	XP_015437377.1
OG0002666	XP_003704572.1	XP_015434662.1
OG0002667	XP_012139113.1, XP_003702665.1	XP_015440118.1
OG0002668	XP_003700581.1	XP_015437779.1
OG0002669	XP_003707742.1	XP_015440524.1
OG0002670	XP_012135672.1	XP_015438854.1
OG0002671	XP_012140606.1, XP_012140609.1	XP_015440383.1
OG0002672	XP_012151775.1, XP_012151770.1	XP_015435462.1
OG0002673	XP_012141704.1	XP_015432886.1, XP_015432885.1
OG0002674	XP_012141722.1, XP_003703811.1, XP_012141721.1	XP_015432929.1
OG0002675	XP_012148376.1	XP_015431952.1
OG0002676	XP_012147848.1, XP_012147847.1	XP_015433078.1
OG0002677	XP_003706683.1	XP_015429578.1
OG0002678	XP_012147965.1, XP_012147966.1	XP_015429982.1
OG0002679	XP_012141916.1, XP_003703864.1	XP_015430592.1
OG0002680	XP_012147041.1, XP_012147042.1	XP_015429378.1
OG0002681	XP_012147063.1	XP_015429554.1
OG0002682	XP_012147151.1	XP_015435658.1
OG0002683	XP_003707540.1	XP_015437812.1
OG0002685	XP_012142442.1, XP_003704096.1	XP_015432693.1
OG0002686	XP_012152210.1	XP_015429329.1
OG0002687	XP_003701997.2	XP_015428798.1
OG0002688	XP_003706238.1	XP_015428807.1
OG0002689	XP_003700398.2	XP_015440015.1
OG0002690	XP_003700401.1	XP_015440052.1
OG0002691	XP_003700370.1	XP_015439889.1
OG0002692	XP_012135313.1	XP_015436799.1
OG0002693	XP_012144082.1	XP_015434512.1
OG0002694	XP_003704137.1	XP_015432654.1
OG0002695	XP_003699700.2	XP_015433841.1
OG0002696	XP_003704593.1, XP_012143578.1	XP_015431351.1
OG0002697	XP_012143831.1	XP_015429880.1
OG0002698	XP_003701477.1	XP_015435067.1, XP_015435066.1
OG0002699	XP_012136761.1, XP_012136760.1	XP_015431530.1
OG0002701	XP_012148117.1	XP_015431472.1
OG0002702	XP_012142383.1	XP_015430878.1
OG0002704	XP_012151762.1	XP_015435337.1
OG0002705	XP_012147423.1	XP_015430764.1
OG0002706	XP_003704666.1	XP_015434191.1
OG0002707	XP_012143752.1	XP_015434166.1
OG0002708	XP_012134977.1	XP_015431609.1
OG0002709	XP_012149582.1	XP_015436744.1, XP_015436743.1
OG0002711	XP_012139164.1	XP_015433272.1
OG0002712	XP_003702646.1	XP_015440220.1
OG0002713	XP_003701888.1	XP_015440045.1
OG0002714	XP_003703296.1, XP_012140749.1	XP_015431955.1
OG0002715	XP_012139232.1	XP_015431071.1, XP_015431063.1
OG0002716	XP_012140006.1, XP_012140017.1	XP_015431368.1
OG0002717	XP_012143630.1	XP_015438402.1
OG0002718	XP_012137788.1, XP_003702200.1	XP_015434449.1
OG0002719	XP_012137745.1	XP_015433874.1
OG0002720	XP_012143292.1, XP_003704504.1	XP_015431021.1
OG0002721	XP_012150807.1	XP_015436415.1
OG0002723	XP_003704894.1	XP_015436333.1
OG0002724	XP_012149884.1	XP_015436127.1
OG0002725	XP_012149240.1, XP_003707058.1, XP_012149239.1	XP_015437644.1
OG0002726	XP_012143574.1, XP_012143569.1	XP_015431274.1
OG0002727	XP_012135438.1	XP_015432587.1
OG0002728	XP_012151921.1	XP_015436229.1
OG0002729	XP_003708478.1	XP_015429857.1
OG0002730	XP_012135262.1	XP_015435541.1
OG0002731	XP_012147790.1, XP_012147791.1, XP_012147788.1, XP_012147789.1	XP_015435665.1
OG0002732	XP_012135444.1	XP_015437393.1
OG0002733	XP_003699988.1, XP_012149054.1	XP_015437357.1
OG0002734	XP_012153862.1	XP_015437385.1
OG0002735	XP_012138952.1	XP_015438326.1
OG0002736	XP_003704913.2	XP_015437546.1
OG0002737	XP_012144474.1, XP_012144473.1	XP_015437570.1
OG0002738	XP_003700645.1	XP_015437565.1
OG0002739	XP_012148544.1, XP_012148545.1, XP_012148543.1	XP_015437922.1
OG0002740	XP_012134614.1	XP_015434680.1
OG0002741	XP_012134578.1, XP_003700643.1	XP_015438677.1
OG0002743	XP_012152624.1, XP_012152626.1, XP_012152625.1	XP_015439193.1
OG0002744	XP_012145446.1	XP_015438929.1
OG0002746	XP_012147823.1, XP_012147824.1	XP_015429308.1
OG0002747	XP_012151541.1	XP_015435273.1
OG0002748	XP_012146907.1	XP_015432512.1, XP_015432513.1
OG0002749	XP_012153526.1	XP_015432432.1
OG0002750	XP_012141445.1	XP_015439388.1
OG0002751	XP_012152399.1	XP_015434826.1
OG0002752	XP_003708561.1	XP_015439453.1
OG0002753	XP_012136159.1	XP_015430144.1, XP_015430143.1
OG0002754	XP_003705384.1, XP_012145476.1	XP_015432707.1
OG0002756	XP_012149664.1	XP_015438638.1
OG0002758	XP_003704794.1	XP_015434405.1
OG0002759	XP_012152290.1	XP_015433677.1
OG0002760	XP_012147960.1	XP_015430971.1
OG0002761	XP_012151418.1	XP_015432962.1
OG0002763	XP_003706315.2, XP_012147690.1	XP_015429767.1
OG0002764	XP_012137297.1	XP_015429450.1
OG0002765	XP_003706083.1	XP_015434219.1
OG0002766	XP_012151032.1, XP_012151035.1	XP_015434097.1
OG0002767	XP_003708190.1	XP_015429320.1
OG0002768	XP_012147375.1	XP_015435805.1
OG0002769	XP_012144329.1, XP_012144323.1	XP_015430877.1
OG0002770	XP_003708449.1	XP_015430752.1
OG0002771	XP_012139893.1	XP_015439766.1, XP_015439728.1
OG0002772	XP_012152712.1	XP_015440333.1
OG0002773	XP_012147593.1	XP_015431660.1
OG0002774	XP_012152946.1, XP_003708442.2	XP_015430718.1
OG0002775	XP_012141974.1, XP_012141975.1	XP_015438718.1
OG0002776	XP_003704451.1	XP_015440321.1
OG0002777	XP_012151393.1	XP_015432770.1
OG0002778	XP_003699556.1	XP_015431889.1
OG0002779	XP_012150024.1	XP_015439963.1
OG0002780	XP_003700207.2	XP_015440149.1
OG0002781	XP_012147268.1	XP_015434637.1
OG0002782	XP_012150158.1	XP_015439641.1
OG0002783	XP_012153667.1, XP_012153664.1, XP_012153662.1	XP_015440104.1
OG0002784	XP_012151394.1	XP_015432721.1
OG0002785	XP_012144937.1, XP_003705160.1	XP_015440000.1
OG0002786	XP_012134725.1	XP_015430063.1
OG0002788	XP_003702613.1	XP_015438757.1
OG0002789	XP_012140660.1, XP_003703270.1	XP_015437158.1
OG0002790	XP_003705614.1, XP_012146107.1	XP_015438063.1
OG0002791	XP_012141601.1, XP_012141602.1, XP_003703795.1	XP_015432908.1
OG0002792	XP_003703794.1	XP_015432906.1, XP_015432907.1
OG0002793	XP_012137034.1	XP_015434571.1
OG0002794	XP_012145735.1	XP_015431005.1
OG0002795	XP_012146717.1, XP_012146716.1	XP_015431963.1
OG0002796	XP_012137878.1	XP_015434450.1
OG0002797	XP_012146195.1	XP_015438178.1
OG0002798	XP_012151321.1, XP_012151320.1, XP_003707822.1	XP_015435486.1
OG0002799	XP_012147589.1	XP_015434723.1
OG0002800	XP_003704705.1, XP_012143879.1	XP_015429879.1
OG0002802	XP_012148142.1	XP_015429293.1
OG0002803	XP_012139037.1	XP_015438321.1
OG0002805	XP_012147088.1	XP_015429419.1
OG0002806	XP_003707493.1	XP_015429600.1
OG0002807	XP_012144868.1	XP_015433553.1
OG0002808	XP_012135926.1, XP_012135927.1	XP_015433488.1
OG0002809	XP_003701214.1, XP_012135715.1, XP_012135716.1	XP_015433877.1
OG0002810	XP_012150864.1, XP_012150865.1	XP_015436119.1
OG0002811	XP_003701968.2	XP_015431204.1
OG0002812	XP_012152678.1	XP_015439519.1
OG0002813	XP_003704889.2	XP_015436395.1
OG0002814	XP_003701784.1	XP_015428894.1
OG0002815	XP_012150467.1, XP_003707525.1, XP_012150468.1, XP_012150469.1	XP_015433587.1
OG0002816	XP_012150642.1	XP_015436368.1
OG0002817	XP_012149211.1	XP_015431305.1
OG0002818	XP_012136501.1	XP_015439575.1, XP_015439574.1
OG0002819	XP_012148483.1	XP_015438382.1
OG0002820	XP_012144141.1	XP_015438478.1
OG0002821	XP_012143254.1	XP_015433434.1
OG0002822	XP_012137668.1	XP_015436622.1
OG0002824	XP_003706876.2, XP_012149153.1	XP_015433435.1
OG0002825	XP_003706985.1	XP_015428960.1
OG0002826	XP_012149082.1, XP_012149084.1, XP_012149085.1, XP_012149088.1, XP_012149087.1, XP_012149083.1, XP_012149089.1	XP_015428858.1
OG0002827	XP_012149462.1	XP_015437677.1
OG0002828	XP_012151612.1	XP_015435433.1
OG0002829	XP_012143145.1, XP_012143139.1	XP_015433409.1
OG0002831	XP_003699291.1, XP_012135436.1	XP_015437311.1
OG0002832	XP_012154438.1	XP_015440429.1
OG0002833	XP_012154186.1, XP_012154207.1	XP_015437708.1
OG0002834	XP_003699690.1	XP_015435051.1
OG0002835	XP_012138712.1	XP_015436513.1
OG0002836	XP_012154389.1	XP_015438796.1
OG0002837	XP_012153498.1	XP_015437792.1
OG0002838	XP_012154557.1, XP_012154559.1	XP_015437309.1
OG0002839	XP_012154106.1	XP_015437769.1
OG0002840	XP_003704136.1	XP_015432764.1
OG0002841	XP_003704950.1	XP_015438654.1
OG0002843	XP_012144518.1	XP_015432773.1
OG0002844	XP_012142987.1	XP_015432346.1
OG0002845	XP_003702624.1	XP_015435664.1
OG0002846	XP_003704364.1	XP_015428545.1
OG0002847	XP_012135499.1, XP_003701074.1, XP_012135500.1	XP_015433714.1
OG0002849	XP_012140374.1	XP_015434780.1
OG0002850	XP_003704205.1	XP_015432343.1, XP_015432353.1
OG0002851	XP_003704187.2	XP_015428665.1
OG0002852	XP_012145160.1, XP_012145199.1	XP_015434169.1
OG0002853	XP_003701972.1	XP_015429310.1
OG0002854	XP_003702806.1	XP_015439103.1
OG0002855	XP_003702761.2	XP_015439259.1
OG0002856	XP_012139343.1	XP_015430236.1
OG0002857	XP_012143926.1, XP_012143925.1, XP_012143927.1	XP_015430168.1
OG0002858	XP_012142028.1, XP_012142061.1	XP_015435605.1, XP_015435607.1
OG0002859	XP_012153496.1, XP_003708571.1	XP_015439397.1
OG0002860	XP_012142298.1	XP_015433178.1
OG0002861	XP_003701188.1	XP_015433366.1, XP_015433359.1
OG0002862	XP_003708623.1	XP_015434788.1
OG0002863	XP_012146937.1, XP_012146936.1	XP_015433111.1
OG0002864	XP_012145918.1, XP_012145917.1, XP_003705552.1	XP_015430135.1
OG0002865	XP_012145562.1, XP_012145568.1	XP_015432718.1, XP_015432719.1
OG0002866	XP_003704961.1	XP_015434718.1
OG0002867	XP_012152937.1, XP_003708399.1	XP_015436466.1
OG0002868	XP_003707189.1	XP_015435064.1
OG0002869	XP_012141805.1	XP_015429265.1
OG0002871	XP_012139889.1	XP_015429696.1
OG0002872	XP_003705615.1	XP_015437093.1
OG0002873	XP_003702190.1	XP_015438191.1
OG0002874	XP_012144653.1, XP_012144654.1, XP_012144655.1	XP_015432817.1
OG0002875	XP_012136642.1	XP_015434993.1
OG0002876	XP_012136659.1	XP_015434972.1
OG0002877	XP_012148780.1, XP_003706931.1	XP_015431352.1, XP_015431353.1
OG0002878	XP_003707813.1	XP_015435525.1
OG0002879	XP_012144470.1	XP_015437545.1
OG0002880	XP_012142979.1, XP_003704242.1	XP_015432379.1
OG0002881	XP_003705474.1	XP_015439268.1
OG0002882	XP_003705513.1	XP_015433136.1
OG0002883	XP_003707327.1	XP_015440207.1, XP_015440206.1
OG0002884	XP_003701259.1	XP_015437484.1
OG0002885	XP_012147280.1, XP_012147279.1	XP_015434648.1
OG0002886	XP_003707661.1	XP_015429941.1
OG0002887	XP_003705048.1	XP_015429509.1
OG0002888	XP_003703564.1	XP_015428790.1
OG0002889	XP_012134756.1	XP_015435746.1
OG0002890	XP_012153246.1	XP_015439375.1
OG0002891	XP_012137735.1, XP_012137736.1, XP_003702041.1, XP_012137734.1	XP_015433869.1
OG0002892	XP_012140366.1, XP_012140367.1, XP_003703234.1	XP_015434783.1
OG0002893	XP_003704832.1	XP_015436259.1
OG0002894	XP_003706671.1	XP_015430107.1
OG0002895	XP_003703147.1	XP_015437295.1
OG0002896	XP_003704219.1	XP_015432331.1
OG0002897	XP_003702674.1	XP_015439872.1
OG0002898	XP_012144650.1, XP_003699804.1	XP_015439026.1
OG0002899	XP_003708098.1, XP_012152022.1	XP_015434105.1
OG0002900	XP_003708161.2	XP_015437116.1
OG0002901	XP_012154159.1, XP_012154160.1, XP_003700536.1	XP_015430340.1
OG0002902	XP_003699710.1, XP_012143942.1	XP_015431340.1
OG0002903	XP_003700680.2, XP_003703833.1	XP_015432209.1
OG0002904	XP_012139853.1, XP_012139854.1, XP_003702862.1	XP_015439067.1
OG0002905	XP_003701369.1	XP_015430130.1
OG0002906	XP_003699791.1	XP_015431303.1
OG0002907	XP_003706790.1	XP_015431386.1
OG0002908	XP_003704620.1	XP_015435164.1
OG0002909	XP_003699510.1	XP_015435473.1
OG0002910	XP_003707796.1	XP_015438145.1
OG0002911	XP_012136134.1	XP_015432096.1
OG0002912	XP_012142750.1, XP_012142749.1, XP_003704319.1, XP_012142751.1	XP_015428599.1
OG0002913	XP_003705939.1	XP_015432414.1
OG0002914	XP_012143780.1	XP_015438662.1
OG0002915	XP_012141874.1	XP_015429145.1
OG0002916	XP_003701455.1	XP_015432972.1
OG0002917	XP_012137708.1, XP_012137701.1	XP_015430834.1
OG0002918	XP_003703273.1	XP_015437198.1
OG0002919	XP_012149520.1, XP_003707104.1	XP_015431087.1
OG0002920	XP_012141500.1	XP_015429549.1
OG0002921	XP_012144758.1, XP_012144759.1, XP_003705116.1, XP_012144757.1	XP_015433538.1
OG0002922	XP_003702731.1, XP_012139300.1	XP_015429403.1, XP_015429402.1
OG0002923	XP_003700048.1	XP_015436262.1
OG0002924	XP_003705780.1	XP_015432622.1
OG0002925	XP_012138981.1	XP_015433828.1
OG0002925	XP_003702580.1	XP_015433829.1
OG0002926	XP_003699449.1	XP_015430694.1
OG0002927	XP_003704465.1	XP_015434477.1
OG0002928	XP_003699363.2	XP_015437372.1
OG0002929	XP_003701819.1	XP_015433724.1
OG0002930	XP_003702169.2	XP_015438237.1
OG0002931	XP_003704561.1	XP_015431124.1
OG0002932	XP_003705890.1, XP_012146703.1	XP_015431988.1
OG0002933	XP_003706950.1	XP_015438345.1
OG0002934	XP_012146085.1	XP_015434689.1, XP_015434695.1
OG0002935	XP_012139115.1, XP_003702648.2	XP_015439708.1
OG0002936	XP_012139101.1	XP_015439719.1
OG0002937	XP_003704126.1	XP_015432161.1
OG0002938	XP_003706278.1	XP_015431681.1
OG0002939	XP_003699403.1	XP_015434716.1
OG0002940	XP_012137046.1, XP_012137049.1	XP_015431987.1
OG0002941	XP_003700360.1	XP_015440047.1
OG0002942	XP_003701119.1	XP_015433540.1, XP_015433531.1
OG0002943	XP_012135805.1, XP_012135804.1	XP_015430460.1
OG0002944	XP_003699393.1	XP_015430161.1
OG0002945	XP_012153149.1	XP_015429939.1
OG0002946	XP_012143974.1	XP_015431356.1
OG0002947	XP_003707163.1	XP_015438648.1, XP_015438646.1, XP_015438647.1
OG0002948	XP_003703441.1, XP_012141056.1	XP_015429243.1
OG0002949	XP_003705432.1	XP_015439797.1
OG0002950	XP_003708675.1	XP_015432552.1
OG0002951	XP_003702803.1	XP_015439058.1
OG0002952	XP_012152244.1	XP_015435838.1
OG0002953	XP_003706577.2	XP_015429690.1
OG0002954	XP_003700522.1	XP_015430277.1
OG0002955	XP_003702168.1	XP_015433851.1
OG0002956	XP_012147450.1, XP_012147452.1, XP_012147451.1	XP_015430673.1
OG0002957	XP_012154568.1, XP_012154570.1, XP_012154567.1, XP_003700584.1	XP_015435542.1
OG0002958	XP_003704491.2	XP_015435181.1
OG0002959	XP_012140574.1	XP_015440374.1
OG0002960	XP_012141438.1, XP_012141439.1	XP_015429529.1
OG0002961	XP_012144044.1	XP_015434466.1
OG0002962	XP_012152496.1	XP_015434159.1
OG0002963	XP_003704305.2	XP_015432398.1, XP_015432399.1
OG0002964	XP_003706504.1	XP_015436507.1
OG0002965	XP_003705101.1	XP_015437486.1
OG0002966	XP_003705565.1	XP_015437092.1, XP_015437090.1, XP_015437089.1
OG0002967	XP_012145775.1, XP_003705487.1	XP_015439219.1
OG0002968	XP_003706811.1	XP_015438528.1, XP_015438527.1
OG0002969	XP_003699444.1	XP_015430800.1
OG0002970	XP_003706864.1	XP_015438526.1
OG0002971	XP_003699949.1	XP_015437798.1
OG0002972	XP_003699677.1, XP_012141813.1	XP_015433147.1
OG0002973	XP_012136307.1	XP_015439407.1
OG0002974	XP_012140180.1, XP_012140179.1	XP_015438247.1
OG0002975	XP_012147804.1, XP_003706433.1	XP_015438325.1
OG0002976	XP_003707890.1	XP_015432935.1, XP_015432934.1
OG0002977	XP_003706690.1	XP_015438540.1
OG0002978	XP_012138666.1, XP_003702439.1	XP_015436552.1
OG0002979	XP_003703281.1, XP_012140696.1	XP_015436783.1
OG0002980	XP_003707365.2	XP_015440012.1, XP_015440011.1
OG0002981	XP_003702633.1, XP_012139180.1	XP_015433365.1
OG0002982	XP_012149919.1, XP_003707271.1, XP_012149920.1	XP_015440046.1
OG0002983	XP_012142319.1	XP_015435797.1
OG0002984	XP_012147607.1	XP_015431686.1
OG0002985	XP_003707354.1	XP_015432114.1, XP_015439980.1
OG0002987	XP_003704921.1, XP_012144508.1	XP_015432692.1
OG0002988	XP_012134818.1, XP_003700671.1	XP_015432155.1, XP_015432156.1
OG0002989	XP_012139881.1	XP_015439061.1
OG0002990	XP_012141260.1	XP_015435954.1
OG0002991	XP_003700991.1	XP_015435532.1, XP_015435534.1
OG0002992	XP_003703696.1	XP_015429577.1, XP_015429576.1
OG0002993	XP_003705988.1	XP_015433157.1
OG0002994	XP_003708423.1	XP_015431630.1
OG0002995	XP_012151280.1	XP_015437346.1
OG0002996	XP_003708115.1	XP_015431583.1
OG0002997	XP_012139111.1, XP_012139112.1	XP_015439908.1
OG0002999	XP_003701284.1	XP_015432284.1
OG0003000	XP_012142417.1, XP_003704089.1	XP_015432720.1
OG0003001	XP_003704182.1, XP_012142799.1	XP_015428597.1
OG0003003	XP_012143117.1	XP_015432306.1
OG0003004	XP_012142847.1	XP_015432297.1
OG0003005	XP_012148042.1	XP_015433446.1
OG0003006	XP_003703096.1	XP_015436940.1
OG0003007	XP_003703076.1	XP_015438107.1
OG0003008	XP_012150706.1	XP_015436060.1
OG0003009	XP_003706907.2	XP_015438603.1
OG0003010	XP_012154374.1	XP_015437294.1
OG0003011	XP_003702375.1	XP_015429681.1
OG0003012	XP_012148844.1	XP_015431280.1
OG0003013	XP_012142572.1	XP_015434577.1, XP_015434576.1, XP_015429492.1
OG0003019	XP_003700801.1, XP_003700816.1	XP_015436876.1
OG0003020	XP_012152175.1	XP_015436403.1, XP_015436404.1
OG0003021	XP_012146859.1	XP_015432501.1
OG0003023	XP_003701121.1	XP_015433266.1, XP_015433811.1
OG0003024	XP_012147271.1	XP_015434588.1
