Orthogroup	Megachile_rotundata	Ceratina_calcarata
OG0001311	XP_003706519.1	XP_017882319.1
OG0001312	XP_012138174.1	XP_017892804.1, XP_017892803.1
OG0001313	XP_003707239.2	XP_017877029.1, XP_017877030.1, XP_017877031.1, XP_017877034.1, XP_017877033.1, XP_026667884.1
OG0001314	XP_012144281.1	XP_017889586.1, XP_017889585.1
OG0001315	XP_003701890.1	XP_017891773.1
OG0001316	XP_003703377.1	XP_017875605.1, XP_017875614.1
OG0001317	XP_003703415.1	XP_026671535.1
OG0001318	XP_003707819.2	XP_017887831.1
OG0001319	XP_012142005.1	XP_026668250.1
OG0001320	XP_003704383.1	XP_017881224.1
OG0001321	XP_012146313.1, XP_003705703.1, XP_012146311.1	XP_026670676.1, XP_017882678.1
OG0001322	XP_012152504.1	XP_017884563.1, XP_017884565.1
OG0001323	XP_012143743.1, XP_003704657.1	XP_017877083.1
OG0001324	XP_012143735.1, XP_012143736.1, XP_012143737.1	XP_026667276.1
OG0001325	XP_003706448.1	XP_017883265.1
OG0001326	XP_003700661.1	XP_017889442.1, XP_026674036.1
OG0001328	XP_012145397.1	XP_017878108.1, XP_026668425.1
OG0001329	XP_003707710.1, XP_003707711.1	XP_026668131.1, XP_017877509.1
OG0001330	XP_012140761.1	XP_017892743.1, XP_017892744.1
OG0001331	XP_012145185.1	XP_017891758.1
OG0001332	XP_003702466.1	XP_017892875.1
OG0001333	XP_012135871.1	XP_017887492.1
OG0001334	XP_012152776.1	XP_026674534.1, XP_017890585.1, XP_017890584.1
OG0001335	XP_012135902.1, XP_012135901.1, XP_003701151.1	XP_017880996.1
OG0001336	XP_012139885.1	XP_017884436.1, XP_017884437.1
OG0001337	XP_003706630.1	XP_017893546.1
OG0001338	XP_003708682.2	XP_017890682.1
OG0001339	XP_012144417.1, XP_012144416.1, XP_012144418.1	XP_017880134.1
OG0001340	XP_012140344.1, XP_012140345.1	XP_017888159.1
OG0001342	XP_003701811.1	XP_026668990.1, XP_026668988.1
OG0001343	XP_012149073.1, XP_003706849.1	XP_017892013.1
OG0001344	XP_012150954.1	XP_017881108.1, XP_026669832.1, XP_026669833.1
OG0001345	XP_003699312.1	XP_017890494.1
OG0001346	XP_003699285.1	XP_026674518.1
OG0001347	XP_012138858.1, XP_012138859.1	XP_017876183.1, XP_017877305.1
OG0001348	XP_012134945.1	XP_017875367.1, XP_017875368.1
OG0001349	XP_012150814.1	XP_026666763.1, XP_026666764.1
OG0001350	XP_003707304.1	XP_017890564.1
OG0001351	XP_003708496.1	XP_017887910.1
OG0001352	XP_012147995.1, XP_003706445.1, XP_012147996.1	XP_017880041.1, XP_017880042.1
OG0001353	XP_012138228.1	XP_026675098.1, XP_026675104.1
OG0001354	XP_003702186.1	XP_026675472.1, XP_026675471.1, XP_017892348.1, XP_017892346.1
OG0001355	XP_012145014.1	XP_017887127.1
OG0001356	XP_012145876.1, XP_012145875.1, XP_003705527.1	XP_017888854.1
OG0001357	XP_012151905.1, XP_012151904.1	XP_017887873.1
OG0001358	XP_012140181.1	XP_017885195.1
OG0001359	XP_003703109.1	XP_017885191.1
OG0001360	XP_012136582.1, XP_003701567.1	XP_026671394.1, XP_017884202.1
OG0001361	XP_003702313.1	XP_017884012.1
OG0001362	XP_012152832.1	XP_017877884.1, XP_026668381.1
OG0001363	XP_012152829.1, XP_012152828.1	XP_017877958.1, XP_026668382.1
OG0001364	XP_012135007.1, XP_003700826.1, XP_012135006.1	XP_017877860.1
OG0001365	XP_003704488.1, XP_012143509.1, XP_012143510.1	XP_017893681.1, XP_017893682.1, XP_026666873.1
OG0001366	XP_012136815.1, XP_003701655.1	XP_026670093.1, XP_017881638.1
OG0001367	XP_003707837.1	XP_017880248.1
OG0001368	XP_003702091.1, XP_012138129.1	XP_017892431.1
OG0001370	XP_012150887.1	XP_017887642.1
OG0001371	XP_012150032.1, XP_012150030.1	XP_026670825.1
OG0001372	XP_012151546.1, XP_012151547.1	XP_026670972.1, XP_026670971.1, XP_017883353.1
OG0001373	XP_012140549.1, XP_012140548.1	XP_017891256.1
OG0001374	XP_003708009.2	XP_026673393.1
OG0001375	XP_003702431.1	XP_017878366.2, XP_026671884.1
OG0001376	XP_003706334.1, XP_012147718.1	XP_017881950.1, XP_017881949.1
OG0001377	XP_012147901.1, XP_012147905.1	XP_026667052.1
OG0001379	XP_012141843.1	XP_017876136.1
OG0001380	XP_012143326.1, XP_003704518.2	XP_017892267.1, XP_026675333.1, XP_017892269.1
OG0001381	XP_012137864.1	XP_017885162.1
OG0001382	XP_012153832.1	XP_017890396.1
OG0001383	XP_003705277.1, XP_012145131.1	XP_026670897.1, XP_017883111.1
OG0001384	XP_012142354.1, XP_012142355.1, XP_012142356.1, XP_003704077.1	XP_017893537.1
OG0001385	XP_003703999.1	XP_017880863.1
OG0001386	XP_012151831.1	XP_017879986.1
OG0001387	XP_012151089.1	XP_017875270.1, XP_017875271.2
OG0001388	XP_012152907.1	XP_017881774.1
OG0001389	XP_012143739.1, XP_012143740.1, XP_012143741.1	XP_026667280.1, XP_026667282.1, XP_026667281.1, XP_017875828.1
OG0001390	XP_003703277.1	XP_026666529.1, XP_017893035.1
OG0001391	XP_012140215.1, XP_003703080.1	XP_017885227.1
OG0001392	XP_003701794.1	XP_017887352.1, XP_017887351.1, XP_017887354.1
OG0001393	XP_003702735.2	XP_017882806.1
OG0001394	XP_012147899.1, XP_012147898.1, XP_012147900.1, XP_012147896.1, XP_003706359.1	XP_017884288.1
OG0001395	XP_012151581.1, XP_003700039.1	XP_017878328.1, XP_017878327.1
OG0001396	XP_012151094.1	XP_017881294.1, XP_017881292.1
OG0001397	XP_012154576.1	XP_017886254.1, XP_026667998.1, XP_017877327.1
OG0001398	XP_012134675.1	XP_026670200.1, XP_017888366.1
OG0001399	XP_003704958.2, XP_012144468.1	XP_026670606.1
OG0001400	XP_003701320.2, XP_012136118.1, XP_012136117.1	XP_026669781.1, XP_017880993.2
OG0001401	XP_012139537.1	XP_026671680.1
OG0001401	XP_003702770.1	XP_017884489.2
OG0001402	XP_012136249.1, XP_012136243.1, XP_012136244.1	XP_017889400.1
OG0001403	XP_003706624.1	XP_017887732.1, XP_017887731.1
OG0001404	XP_012153261.1	XP_026674165.1, XP_017889593.1
OG0001405	XP_003700477.1	XP_017882566.1, XP_017882565.1
OG0001406	XP_012152385.1	XP_026672855.1, XP_026672844.1
OG0001407	XP_012136785.1, XP_012136623.1, XP_012136622.1	XP_026668954.1
OG0001408	XP_003701501.1, XP_012136689.1	XP_026674532.1, XP_017889988.1, XP_017889998.1, XP_026674542.1
OG0001409	XP_012146068.1	XP_026670647.1, XP_017882635.1
OG0001409	XP_003701939.2	XP_017881554.1
OG0001410	XP_012146153.1, XP_012146145.1	XP_026672302.1
OG0001411	XP_003708224.1	XP_026669686.1
OG0001412	XP_012152189.1	XP_017887263.1, XP_026672922.1, XP_026672921.1
OG0001413	XP_012136857.1, XP_012136858.1, XP_012136860.1, XP_012136859.1	XP_017890368.1
OG0001415	XP_012152247.1	XP_017887035.1, XP_017888579.1
OG0001416	XP_012152228.1, XP_012152227.1, XP_003708194.2	XP_026672865.1
OG0001417	XP_012141645.1, XP_012141648.1, XP_012141647.1, XP_012141646.1	XP_017881618.1
OG0001418	XP_003708232.1	XP_026670469.1
OG0001419	XP_012142359.1, XP_012142360.1, XP_012142357.1, XP_012142358.1	XP_017893531.1
OG0001420	XP_003706185.1	XP_026666857.1
OG0001421	XP_012134961.1	XP_017878076.1
OG0001422	XP_012134966.1	XP_026668364.1, XP_017877894.1
OG0001423	XP_003703953.1, XP_012142104.1, XP_012142105.1	XP_017878767.1
OG0001424	XP_012142139.1, XP_012142128.1, XP_012142140.1	XP_017888704.1
OG0001425	XP_012141998.1	XP_026666742.1, XP_026666721.1
OG0001426	XP_003707296.1	XP_017883103.1
OG0001426	XP_003700349.1	XP_017876432.1
OG0001427	XP_003705225.1, XP_012145120.1	XP_017883045.1, XP_017883046.1, XP_026670881.1
OG0001428	XP_012150029.1	XP_026667559.1
OG0001428	XP_012150341.1, XP_012150340.1	XP_026667473.1
OG0001429	XP_003700405.2, XP_012154064.1	XP_026674350.1
OG0001430	XP_012137323.1	XP_026674346.1, XP_017890244.1
OG0001431	XP_012143544.1, XP_003704582.1	XP_026666889.1
OG0001432	XP_003706607.1	XP_017876323.1
OG0001433	XP_012138989.1, XP_012138990.1	XP_017877554.1, XP_026668158.1
OG0001434	XP_012146702.1	XP_017889177.1
OG0001435	XP_012148404.1	XP_017883931.1, XP_026671273.1, XP_017877621.2
OG0001436	XP_003707217.2	XP_017876998.1
OG0001437	XP_012138984.1	XP_017884691.1, XP_017884692.1
OG0001439	XP_012140521.1	XP_017884410.1
OG0001440	XP_012137832.1, XP_012137835.1	XP_026666875.1, XP_026666874.1
OG0001441	XP_012143278.1, XP_003704557.1	XP_026675397.1, XP_026675396.1, XP_017892516.1, XP_017892517.1, XP_017892515.1
OG0001442	XP_012143501.1	XP_017893654.1, XP_017893655.1
OG0001443	XP_012135633.1, XP_012135632.1, XP_012153578.1	XP_017888370.1, XP_017892979.2, XP_017884299.1
OG0001444	XP_012141743.1	XP_017875225.1
OG0001445	XP_012150476.1, XP_012150475.1, XP_012150477.1, XP_003707506.1	XP_017877269.1, XP_017877268.1
OG0001446	XP_003707640.1, XP_012150641.1	XP_026672224.1
OG0001447	XP_012146126.1, XP_003705671.1	XP_017885975.1, XP_017885974.1
OG0001448	XP_012144165.1, XP_012144166.1	XP_026672940.1, XP_026667489.1, XP_017882039.1
OG0001449	XP_012143342.1	XP_017878261.1
OG0001450	XP_003706817.1, XP_012148970.1	XP_017891938.1
OG0001451	XP_012145393.1	XP_026669403.1, XP_017879433.2
OG0001452	XP_003706426.1	XP_017889409.1
OG0001453	XP_012145321.1	XP_026673003.1
OG0001454	XP_012153186.1	XP_017887905.1
OG0001455	XP_003701301.2	XP_017882556.1, XP_017882555.1
OG0001456	XP_012144454.1	XP_017888444.1, XP_017888376.2
OG0001457	XP_003707701.1	XP_017888500.1, XP_017888499.1
OG0001458	XP_012142629.1, XP_003704291.1, XP_012142631.1, XP_012142632.1, XP_012142633.1, XP_012142630.1	XP_017890278.1
OG0001459	XP_012139810.1	XP_017884765.1, XP_026671717.1
OG0001460	XP_012152627.1	XP_017888096.1
OG0001461	XP_012146880.1	XP_017889561.2
OG0001462	XP_003700296.2	XP_017890884.1
OG0001463	XP_012143989.1	XP_026674210.1
OG0001464	XP_003705981.1, XP_012146974.1	XP_017878131.1
OG0001465	XP_012134919.1	XP_026673491.1, XP_017888448.1
OG0001466	XP_012148349.1, XP_012148346.1, XP_012148348.1, XP_012148347.1	XP_017887658.2
OG0001467	XP_012154157.1, XP_003700478.1	XP_017883737.1
OG0001468	XP_012144664.1, XP_012144673.1, XP_012144668.1	XP_026674635.1, XP_017890741.1, XP_017890744.1
OG0001469	XP_012137296.1	XP_017886632.1, XP_026672621.1
OG0001470	XP_012148449.1	XP_026673755.1, XP_026673765.1
OG0001471	XP_012147647.1	XP_017880572.1
OG0001472	XP_003702468.2	XP_017892855.1, XP_026666482.1
OG0001473	XP_003702063.1	XP_017885967.1
OG0001474	XP_012138565.1	XP_026670043.1, XP_017881544.1, XP_017888611.2
OG0001475	XP_003702522.1	XP_017885074.1
OG0001476	XP_003703508.1, XP_012141349.1, XP_003703611.1	XP_017893605.1
OG0001477	XP_003707106.1	XP_017885737.1
OG0001478	XP_003704809.1	XP_026670918.1
OG0001479	XP_012139788.1, XP_003702833.1, XP_012139787.1	XP_017884983.1
OG0001480	XP_012142388.1, XP_012142384.1	XP_026666771.1
OG0001481	XP_003704915.1, XP_012144478.1	XP_026669240.1, XP_017879913.1
OG0001482	XP_003704198.1	XP_017893549.1
OG0001483	XP_012139669.1	XP_017875452.1, XP_026667144.1, XP_026667143.1, XP_017875451.1
OG0001484	XP_003705967.1	XP_017889884.1, XP_017889885.1
OG0001485	XP_003702327.1	XP_017891548.1
OG0001486	XP_012145498.1, XP_012145489.1	XP_017886285.1
OG0001487	XP_003706513.1	XP_017882351.1
OG0001488	XP_012150188.1	XP_017876231.1
OG0001489	XP_003706044.1	XP_017883782.1
OG0001490	XP_003705600.2	XP_017884729.1, XP_017884739.1
OG0001491	XP_003708274.1	XP_017875548.1, XP_017875549.1, XP_017875551.1
OG0001492	XP_012136877.1	XP_017883755.1
OG0001493	XP_012139935.1, XP_012139932.1, XP_012139931.1, XP_003703031.1, XP_012139934.1, XP_012139930.1	XP_017877969.1
OG0001494	XP_003700355.1, XP_012154003.1	XP_017883504.1, XP_026671066.1
OG0001495	XP_003700702.1	XP_017882595.1
OG0001496	XP_003700399.1	XP_017875846.1, XP_017875845.1
OG0001497	XP_012153734.1, XP_012153732.1, XP_003700242.1, XP_012153733.1	XP_026674694.1
OG0001498	XP_003702460.1, XP_012138709.1	XP_017879041.1
OG0001499	XP_003702461.1	XP_017878926.1
OG0001500	XP_003708120.1, XP_012152069.1, XP_012152068.1, XP_012152067.1	XP_017880835.1, XP_026669754.1
OG0001501	XP_003703366.2	XP_017878765.1
OG0001502	XP_012142173.1, XP_003704019.1	XP_017880849.1
OG0001503	XP_003700402.1	XP_017883532.1, XP_026671048.1
OG0001504	XP_012134861.1	XP_017880191.1
OG0001505	XP_003708459.1, XP_012152861.1	XP_017877910.1
OG0001506	XP_003699352.1	XP_017879946.1
OG0001507	XP_003707024.1	XP_026669941.1, XP_017881178.1, XP_017881179.1
OG0001508	XP_012136404.1	XP_017891167.1
OG0001509	XP_003702830.1, XP_012139785.1	XP_017877581.1
OG0001511	XP_003707359.1, XP_012150325.1, XP_012150326.1, XP_012150324.1	XP_017890699.1
OG0001512	XP_012154469.1, XP_003700566.1	XP_017878480.1
OG0001513	XP_003700790.2	XP_017879106.1
OG0001514	XP_012150849.1	XP_026669671.1, XP_017880801.1
OG0001516	XP_012147835.1, XP_003706430.1	XP_017875778.1
OG0001517	XP_012140618.1, XP_012140617.1, XP_012140619.1	XP_017893011.1, XP_026666522.1
OG0001525	XP_003702289.1	XP_017884343.1
OG0001526	XP_003700025.2	XP_017892400.2
OG0001527	XP_003707107.1	XP_017877242.1, XP_017877241.2, XP_017884414.2
OG0001528	XP_003700030.1	XP_017885637.1
OG0001529	XP_003705969.1	XP_017889375.1
OG0001530	XP_012149189.1	XP_017885469.1, XP_017885471.1
OG0001531	XP_012142889.1	XP_017890359.1
OG0001532	XP_003705698.1	XP_017890991.1
OG0001533	XP_012146524.1, XP_012146523.1	XP_026674720.1, XP_017890983.1
OG0001534	XP_003701123.1	XP_017893079.1, XP_026666540.1
OG0001535	XP_012149923.1	XP_017883594.1, XP_017883592.1
OG0001536	XP_003705700.1, XP_012146303.1	XP_017890840.1
OG0001537	XP_012138921.1, XP_003702557.1, XP_012138922.1, XP_012138923.1, XP_012138920.1	XP_017875870.1, XP_017877829.1
OG0001538	XP_003705921.1	XP_026674081.1
OG0001539	XP_003706362.1	XP_026673291.1, XP_026673290.1, XP_026673289.1, XP_026673287.1, XP_026673285.1, XP_026673286.1
OG0001540	XP_012135343.1	XP_017887759.1, XP_026673047.1, XP_026673048.1
OG0001541	XP_003702877.2	XP_017884995.1
OG0001542	XP_012149313.1, XP_003700021.1	XP_017876197.1
OG0001544	XP_003708168.1	XP_017884904.1, XP_026672824.1, XP_026672831.1
OG0001545	XP_012152600.1, XP_012152604.1, XP_012152602.1, XP_012152601.1, XP_003708268.1	XP_017881602.1, XP_017881601.1
OG0001546	XP_012146044.1, XP_012134552.1	XP_026668019.1, XP_017877382.1
OG0001547	XP_003702267.1	XP_017890906.1
OG0001550	XP_003708469.1	XP_017892385.1
OG0001551	XP_003706164.1	XP_017878783.1
OG0001552	XP_003705597.1	XP_017884879.1
OG0001553	XP_003703487.1	XP_017892185.1
OG0001554	XP_003699346.2	XP_017879957.1
OG0001555	XP_012138635.1, XP_003702471.1, XP_012138636.1, XP_012138638.1, XP_012138634.1	XP_017880388.1
OG0001556	XP_012148401.1, XP_012148400.1	XP_026674739.1
OG0001557	XP_003700347.1	XP_017885390.1
OG0001558	XP_012148684.1	XP_017888520.1, XP_017888521.1, XP_026666496.1
OG0001559	XP_003706229.1	XP_017890976.1
OG0001560	XP_003705064.1	XP_017883465.1
OG0001561	XP_012140684.1	XP_026666523.1, XP_017893033.1
OG0001562	XP_003707113.1	XP_017877650.1
OG0001563	XP_012148808.1, XP_003706957.1	XP_017882257.1, XP_017882258.1
OG0001564	XP_003703282.1	XP_017875596.1
OG0001565	XP_003706691.1	XP_026675042.1, XP_026675043.1
OG0001566	XP_003702171.2	XP_017885154.1
OG0001567	XP_003704642.1	XP_026669085.1
OG0001568	XP_012143720.1	XP_017885151.1, XP_026671963.1
OG0001569	XP_003705340.2, XP_012147015.1	XP_017878165.1, XP_026668400.1, XP_026668401.1
OG0001570	XP_012138509.1	XP_017884523.1
OG0001571	XP_003701062.1	XP_017878185.1
OG0001572	XP_012135711.1, XP_003701108.1, XP_012135710.1, XP_012135712.1	XP_017877225.1, XP_017881885.1
OG0001573	XP_012153003.1	XP_017875097.1
OG0001574	XP_012153190.1	XP_017887554.1
OG0001575	XP_012147660.1, XP_012147659.1, XP_012147655.1	XP_017892885.1, XP_017892887.1
OG0001576	XP_012134628.1	XP_026672114.1, XP_017876924.1, XP_017891729.2
OG0001577	XP_003702482.1	XP_017881529.1
OG0001578	XP_003701267.1, XP_012135645.1, XP_012135646.1	XP_017876021.1
OG0001579	XP_003700568.1	XP_017878479.1
OG0001580	XP_003699282.1, XP_012135099.1, XP_012135102.1	XP_017890609.1
OG0001581	XP_012151721.1, XP_012151698.1, XP_012151705.1, XP_012151726.1, XP_012151711.1	XP_017880945.1
OG0001582	XP_003702692.1	XP_017883039.2, XP_026670868.1
OG0001583	XP_003702343.1	XP_017891506.1, XP_017891513.1, XP_017891522.1
OG0001584	XP_003702206.1	XP_026675487.1, XP_017892324.1
OG0001585	XP_003706617.1	XP_017885861.1
OG0001586	XP_003701721.2	XP_017876970.1, XP_017876971.1
OG0001587	XP_003706440.1, XP_012147864.1, XP_012147865.1	XP_017877114.1
OG0001588	XP_003706785.1	XP_017876528.1, XP_017876529.1
OG0001589	XP_012154088.1	XP_017883654.1, XP_026671100.1
OG0001590	XP_003705722.1	XP_026672197.1, XP_026672196.1, XP_017885742.1
OG0001591	XP_012143690.1, XP_012143698.1	XP_026671982.1, XP_026671979.1
OG0001592	XP_003702428.1	XP_017875147.2
OG0001593	XP_012136259.1, XP_012136260.1	XP_017878344.1
OG0001594	XP_012136190.1, XP_012136191.1	XP_026675035.1, XP_017891569.1, XP_017891570.1
OG0001595	XP_012136000.1	XP_017889291.1, XP_017889289.1
OG0001596	XP_003699919.1	XP_017885977.1, XP_026672792.1
OG0001597	XP_003704335.2	XP_026666816.1, XP_017893513.1, XP_017893514.1
OG0001598	XP_003700243.1	XP_026670975.1
OG0001599	XP_012141284.1	XP_017883205.1
OG0001600	XP_012137497.1	XP_026668545.1, XP_026668541.1
OG0001601	XP_003708528.1	XP_017892341.1
OG0001602	XP_012145696.1, XP_003705443.1	XP_017889927.1, XP_017889918.1
OG0001603	XP_012141487.1	XP_017881051.1
OG0001604	XP_003703988.2	XP_017880726.1
OG0001605	XP_012141449.1	XP_017893299.1, XP_017893298.1, XP_026666580.1
OG0001606	XP_003703542.1, XP_012141451.1	XP_017893319.1
OG0001607	XP_012151849.1	XP_017888517.1, XP_017888514.1
OG0001608	XP_003703503.1	XP_017883267.1, XP_017883268.1
OG0001609	XP_012145762.1	XP_026670238.1, XP_026670311.1
OG0001610	XP_012149586.1	XP_017888076.1, XP_017888074.1, XP_017888075.1
OG0001611	XP_003706127.1	XP_017886121.1
OG0001612	XP_003700830.1	XP_017881763.1
OG0001613	XP_003699660.2	XP_017886510.1
OG0001614	XP_012152061.1	XP_026669752.1
OG0001615	XP_003707825.1	XP_017883624.2, XP_017884352.1
OG0001616	XP_003700983.1	XP_026675125.1, XP_026675124.1, XP_017890968.1, XP_026675126.1
OG0001617	XP_003704840.1	XP_017885462.1
OG0001618	XP_012144119.1, XP_012144120.1	XP_017885431.1, XP_017885432.1
OG0001619	XP_012150623.1	XP_017881174.1, XP_017881176.1, XP_026669908.1
OG0001620	XP_012151337.1	XP_017892414.1, XP_026675413.1, XP_026675416.1
OG0001621	XP_012150362.1	XP_017875135.1, XP_017886220.2
OG0001622	XP_012136026.1	XP_026674758.1
OG0001623	XP_012141945.1	XP_026668345.1, XP_017877892.1
OG0001624	XP_012148947.1, XP_012148946.1	XP_017882065.1, XP_026670405.1
OG0001625	XP_012135527.1, XP_012135526.1	XP_017878347.1
OG0001627	XP_012148833.1, XP_003707039.1	XP_017875656.1
OG0001628	XP_012144386.1	XP_026669916.1, XP_026669915.1
OG0001629	XP_012149886.1, XP_012149890.1, XP_012149885.1	XP_017881140.1
OG0001631	XP_012153291.1	XP_017886371.1
OG0001632	XP_012147179.1, XP_012147178.1	XP_017884024.1, XP_017884025.1, XP_026671330.1
OG0001633	XP_003700974.2	XP_017879337.1
OG0001634	XP_012150513.1	XP_026669292.1, XP_017880071.1
OG0001635	XP_012145076.1	XP_017890040.1, XP_026674324.1
OG0001636	XP_012145100.1	XP_017877836.1, XP_026668308.1
OG0001637	XP_012144858.1	XP_017882165.1
OG0001638	XP_003705697.1	XP_026667362.1
OG0001639	XP_012149647.1	XP_017884129.1
OG0001640	XP_003700743.1	XP_017886703.1
OG0001641	XP_012146650.1	XP_017893050.1
OG0001642	XP_012145068.1, XP_012145244.1	XP_017883483.1
OG0001643	XP_012135183.1, XP_003700865.1	XP_017884208.1
OG0001644	XP_012149328.1	XP_017891895.1
OG0001645	XP_003701084.1	XP_017876644.1
OG0001646	XP_003699309.1, XP_012149002.1, XP_012148936.1, XP_012148869.1, XP_012149074.1	XP_017882156.1
OG0001647	XP_012151170.1	XP_017878679.1, XP_026668659.1
OG0001648	XP_003700016.1	XP_026670201.1
OG0001649	XP_012150604.1, XP_012150605.1	XP_017875015.1
OG0001650	XP_012134905.1	XP_017892027.1
OG0001651	XP_003707270.1	XP_026674277.1
OG0001652	XP_012148057.1, XP_003706469.1	XP_017885744.1
OG0001653	XP_012139422.1	XP_017891954.1
OG0001654	XP_012139341.1	XP_026674462.1, XP_017890383.1, XP_026674465.1, XP_026674464.1, XP_026674463.1, XP_026674461.1
OG0001655	XP_012138882.1	XP_017878355.1
OG0001656	XP_003702732.2	XP_026674495.1, XP_026674497.1
OG0001657	XP_012148273.1	XP_017882759.1
OG0001658	XP_003701541.2	XP_017884246.1
OG0001659	XP_012136442.1	XP_017884253.1
OG0001660	XP_003701550.1	XP_017876879.1
OG0001661	XP_012136627.1, XP_012136628.1	XP_017879218.1, XP_017879219.1
OG0001662	XP_003701514.1	XP_017884014.1
OG0001663	XP_003702233.1	XP_017880550.1, XP_017880549.1
OG0001664	XP_003701632.1	XP_017892097.1, XP_017892096.1
OG0001665	XP_003702064.2	XP_017885968.1
OG0001666	XP_012143285.1, XP_003704560.2	XP_017892497.1, XP_017892499.1
OG0001668	XP_012139006.1, XP_012139007.1, XP_012139008.1, XP_003702610.1	XP_026670648.1, XP_017882647.1
OG0001669	XP_012150006.1	XP_017883095.1
OG0001671	XP_003699324.1	XP_017877577.1
OG0001672	XP_012140485.1	XP_017882747.1, XP_017891744.1
OG0001673	XP_012140569.1	XP_017884535.1
OG0001674	XP_003703053.1	XP_017892763.1
OG0001675	XP_012147979.1, XP_012147981.1	XP_026674931.1, XP_026674936.1
OG0001676	XP_003706419.1	XP_017883238.2
OG0001677	XP_003706046.1, XP_012147074.1	XP_017880438.1
OG0001678	XP_003708139.1	XP_017880854.1
OG0001679	XP_003704511.1	XP_017876213.1
OG0001680	XP_012148072.1	XP_017879500.1
OG0001681	XP_003703489.1	XP_017893263.1
OG0001682	XP_003702338.1	XP_017891037.1, XP_026675097.1
OG0001683	XP_012145689.1	XP_017880508.1
OG0001684	XP_012135073.1	XP_026668916.1
OG0001685	XP_012138223.1	XP_026675056.1, XP_017890954.1, XP_026675063.1, XP_026675067.1
