Orthogroup	Acyrthosiphon_pisum	Megachile_rotundata
OG0000860	XP_029348649.1, XP_029348648.1, XP_029345221.1, XP_001943371.2	XP_003699935.1, XP_012146529.1, XP_012146522.1
OG0000861	XP_001943495.2, XP_001947434.2	XP_003701514.1
OG0000862	XP_001943841.2	XP_012140780.1
OG0000863	XP_001944634.1	XP_003705112.1, XP_012144749.1, XP_012144747.1
OG0000864	XP_029345798.1, XP_029342614.1, XP_001945030.2, XP_008185465.2, XP_029346668.1	XP_012139096.1, XP_012139095.1
OG0000865	XP_001951167.1, XP_029345436.1, XP_001945062.1	XP_012150045.1, XP_012150046.1
OG0000866	XP_008183938.1, XP_001945084.3	XP_012134615.1
OG0000867	XP_001945535.1, XP_008181986.1	XP_012137804.1, XP_012137805.1
OG0000868	XP_008183386.1, XP_001945634.2	XP_012148474.1, XP_012148472.1
OG0000869	XP_001945684.1, XP_008185644.1	XP_012150629.1, XP_003707632.1
OG0000870	XP_001945801.1	XP_003702735.2
OG0000871	XP_001946071.2, XP_016659112.1	XP_012144581.1, XP_003699829.1
OG0000872	XP_001946312.1	XP_012148260.1, XP_012148261.1, XP_003706559.1
OG0000873	XP_001946748.1, XP_008187164.1	XP_012143157.1
OG0000875	XP_001947094.1, XP_001950328.1	XP_003704237.1
OG0000876	XP_001947490.1	XP_003701124.1, XP_012135759.1
OG0000877	XP_016659610.1, XP_001947810.2, XP_008182746.1	XP_012142780.1
OG0000878	XP_001948817.3	XP_012140880.1, XP_012140910.1
OG0000879	XP_008186646.1, XP_001949000.1	XP_003701030.1, XP_012135456.1, XP_012135454.1
OG0000881	XP_001950664.1	XP_012143587.1
OG0000882	XP_001951125.1	XP_003699596.1
OG0000883	XP_001951272.1, XP_029346319.1	XP_003699627.1, XP_012141433.1
OG0000884	XP_001952050.1	XP_012142007.1, XP_012142010.1, XP_012142017.1
OG0000885	XP_029346362.1, XP_001952390.3	XP_012141171.1, XP_012141167.1, XP_012141168.1, XP_012141169.1, XP_012141173.1, XP_012141175.1, XP_012141174.1, XP_012141172.1
OG0000886	XP_003240757.1	XP_012145756.1, XP_012145753.1, XP_012145752.1, XP_012145755.1
OG0000887	XP_008180113.2, XP_003241963.1	XP_012142571.1
OG0000888	XP_003241970.1	XP_003703610.1
OG0000889	XP_029342318.1, XP_016657784.1, XP_029348096.1, XP_016657895.1, XP_016659135.1, XP_003243189.1, XP_008190215.1, XP_008181544.1, XP_016657966.1, XP_029342135.1, XP_008189509.1, XP_029347326.1, XP_008182264.1, XP_029346293.1, XP_016658289.2, XP_008189914.1, XP_008189202.1, XP_008187224.2, XP_029344148.1, XP_008178247.1, XP_029346790.1, XP_008182301.1, XP_029348119.1, XP_008187822.1, XP_008182687.1	XP_012148646.1, XP_012146362.1, XP_012146363.1
OG0000890	XP_003243340.1	XP_012142084.1
OG0000891	XP_003247112.1, XP_008186872.1	XP_012146264.1
OG0000892	XP_003248220.1	XP_003703279.1
OG0000893	XP_008178439.1	XP_003706505.1, XP_003706503.2
OG0000894	XP_008183275.1, XP_016660008.1, XP_008183276.1	XP_012145590.1, XP_012145584.1, XP_012145587.1, XP_012145581.1, XP_012145585.1, XP_012145586.1, XP_012145583.1, XP_012145582.1
OG0000895	XP_008184057.1, XP_008184060.1	XP_012142281.1
OG0000897	XP_008187836.1, XP_029348219.1	XP_012144020.1
OG0000898	XP_008188166.1, XP_016662338.1, XP_008188167.1	XP_003700395.1, XP_003706432.1
OG0000899	XP_008190224.1	XP_012143457.1, XP_003704533.1
OG0000900	XP_029348646.1, XP_029348252.1, XP_029348249.1, XP_016656087.1	XP_003704933.1
OG0000901	XP_016657701.1	XP_003701795.1
OG0000902	XP_029344113.1, XP_029342492.1	XP_012149662.1, XP_003707170.1
OG0000903	XP_029344196.1	XP_003702318.1, XP_012138419.1
OG0000904	XP_029344572.1	XP_003700147.1, XP_012149389.1
OG0000914	NP_001119658.1	XP_012138809.1
OG0000915	XP_029345454.1, XP_029345457.1, XP_029345460.1, XP_016664187.1, XP_016664185.1, XP_008188393.1, XP_029345458.1, XP_029345459.1, XP_029345455.1, XP_029345456.1, XP_008186744.1, NP_001129384.1	XP_012147255.1
OG0000916	NP_001139376.1, XP_008186625.1	XP_003701667.2
OG0000917	NP_001155773.1	XP_012139887.1, XP_003702996.1
OG0000918	NP_001155912.1, NP_001155913.1, XP_029344818.1, NP_001280315.1, XP_008179505.1	XP_003702469.2
OG0000919	NP_001156227.1	XP_012147617.1, XP_003706282.1
OG0000920	NP_001156240.1	XP_003706389.1
OG0000921	NP_001156300.1, XP_008187141.1	XP_012143581.1
OG0000922	XP_001946443.2, XP_008183734.1, XP_003248866.1, NP_001156609.1, XP_001944676.2	XP_012135993.1
OG0000923	NP_001164574.1, XP_008187055.1	XP_012146034.1
OG0000924	NP_001229388.1	XP_003706144.1
OG0000925	XP_008187537.1, NP_001233045.1	XP_012151685.1
OG0000927	NP_001280399.1	XP_003701474.1, XP_012136614.1, XP_012136613.1
OG0000928	XP_029341942.1, NP_001280428.1, XP_029341681.1	XP_012138574.1
OG0000929	NP_001280437.1	XP_003705976.1
OG0000930	NP_001313604.1, XP_008189583.1	XP_003704509.1
OG0000931	XP_029345416.1, XP_029345417.1, XP_016663327.1, XP_001952363.2, XP_016662613.2, XP_001942858.2	XP_012153544.1, XP_003708629.1
OG0000932	XP_001943099.2	XP_003704170.1, XP_012142600.1, XP_012142599.1
OG0000933	XP_001943172.1, XP_008179604.1	XP_003704636.1, XP_003707899.1
OG0000934	XP_001944196.2	XP_012150178.1
OG0000935	XP_001944948.1	XP_003701327.1
OG0000936	XP_001945205.2	XP_012143633.1, XP_012143632.1, XP_012144081.1
OG0000937	XP_008178642.1, XP_001945217.2	XP_012141088.1
OG0000938	XP_001945652.1	XP_012135995.1, XP_012135811.1
OG0000939	XP_001945785.1	XP_012150873.1, XP_012146234.1
OG0000941	XP_001945966.2	XP_003706264.1
OG0000942	XP_001946481.2	XP_012153388.1
OG0000943	XP_001946503.2	XP_003705898.1, XP_012146892.1, XP_012146893.1, XP_012146891.1, XP_012146894.1
OG0000944	XP_001947363.2	XP_003708299.1
OG0000945	XP_001948033.2	XP_003701736.1
OG0000946	XP_003244186.1, XP_016659445.1, XP_003244189.1, XP_001948517.2	XP_012154352.1, XP_012154353.1, XP_012154354.1, XP_003704426.1
OG0000947	XP_001948722.2, XP_008187405.1	XP_012152689.1
OG0000948	XP_001949122.1	XP_003701955.1, XP_012137553.1
OG0000949	XP_001950177.2, XP_029346868.1	XP_012140666.1, XP_003703369.1, XP_012140668.1
OG0000950	XP_001951330.2	XP_003704663.1, XP_012143751.1
OG0000951	XP_001952160.1, XP_001952152.1	XP_012135808.1, XP_012135809.1, XP_003701129.1, XP_012135807.1
OG0000952	XP_001952250.1	XP_003699574.1, XP_012140136.1, XP_012140128.1
OG0000953	XP_003240168.1	XP_012137265.1, XP_012137266.1
OG0000954	XP_003243748.1	XP_012145731.1, XP_012145732.1, XP_003705459.1
OG0000955	XP_029348703.1, XP_029341424.1, XP_016659608.2, XP_029341791.1, XP_003244295.1	XP_012145681.1
OG0000957	XP_003244828.1	XP_012145909.1, XP_012145908.1, XP_012145907.1, XP_012145905.1, XP_012145904.1, XP_012145903.1, XP_012145906.1, XP_003705537.1, XP_012145912.1, XP_012145913.1, XP_012145914.1, XP_012145911.1
OG0000958	XP_003245221.3, XP_029345967.1	XP_003708421.2
OG0000959	XP_003245859.1	XP_003706790.1, XP_012148886.1
OG0000960	XP_008188173.1	XP_003705148.1, XP_012144999.1
OG0000960	XP_003246536.1, XP_008186054.1, XP_016662375.1, XP_029344665.1	XP_012144980.1
OG0000961	XP_029346196.1, XP_003248547.1	XP_012144105.1, XP_012144107.1, XP_012144112.1
OG0000962	XP_008178430.1, XP_008178426.1	XP_012139358.1, XP_012139352.1
OG0000963	XP_008179407.1, XP_008179408.1	XP_012151581.1, XP_003700039.1
OG0000964	XP_008180409.1	XP_012138394.1, XP_003702252.1
OG0000965	XP_008182226.1, XP_029344326.1	XP_012150818.1, XP_012150816.1
OG0000966	XP_008182879.1	XP_003704897.1, XP_012144237.1, XP_012144236.1
OG0000967	XP_016660332.1, XP_016660333.1, XP_008183656.2, XP_008183647.2	XP_003706171.1, XP_012147400.1
OG0000968	XP_008184679.1, XP_008184681.1	XP_012151828.1
OG0000970	XP_016661949.1, XP_008187412.1	XP_012154264.1
OG0000971	XP_008187914.1	XP_003704749.1, XP_012143954.1
OG0000972	XP_008189931.1, XP_029343272.1, XP_016657202.1	XP_012154538.1, XP_012154537.1, XP_003700577.1
OG0000973	XP_016656963.1	XP_003705715.1, XP_012151965.1, XP_012151966.1
OG0000974	XP_016657883.1	XP_012152015.1, XP_012152019.1
OG0000975	XP_016660728.1, XP_029346858.1	XP_012134987.1
OG0000976	XP_016661759.1, XP_016661760.1	XP_012140789.1, XP_003703304.1
OG0000977	XP_016662161.1	XP_003705214.2
OG0000978	XP_016663179.1	XP_012140582.1, XP_012151304.1
OG0000979	XP_029341765.1, XP_029341057.1, XP_029341501.1	XP_012140964.1
OG0000980	XP_029342234.1, XP_029345153.1, XP_029346342.1	XP_012141251.1
OG0000981	XP_029343351.1, XP_029342235.1	XP_012147611.1, XP_012147608.1, XP_012147610.1, XP_012147609.1
OG0000982	XP_029343197.1	XP_003706709.2, XP_012137028.1
OG0000983	XP_029344536.1	XP_003707404.1
OG0000984	XP_029346848.1	XP_012143046.1
OG0000984	XP_029345642.1	XP_003704405.2
OG0000985	XP_029345675.1	XP_003706912.1
OG0000986	XP_029345917.1	XP_003701877.1, XP_012145235.1
OG0000987	XP_029347197.1	XP_012150428.1
OG0000988	XP_029347512.1	XP_003702699.1
OG0000992	NP_001119688.1, XP_008186477.1	XP_012142757.1
OG0000993	XP_008180030.1, NP_001155787.1, NP_001156279.1, NP_001155400.1	XP_012138207.1, XP_003702300.1
OG0000994	NP_001155677.1	XP_012135077.1
OG0000995	NP_001156043.1, NP_001155760.1	XP_012143974.1, XP_012154470.1
OG0000996	XP_029347277.1, NP_001155868.1	XP_003701102.1, XP_012135525.1
OG0000997	XP_001949764.1	XP_003700349.1
OG0000997	XP_008184138.1, NP_001156089.1	XP_003707296.1
OG0000999	NP_001162142.1	XP_003702512.1, XP_012138897.1
OG0001000	NP_001233031.1, XP_008178887.1	XP_003708469.1
OG0001001	XP_008185400.1, NP_001233092.1	XP_003703042.1
OG0001002	NP_001233101.1	XP_012153545.1, XP_012153470.1
OG0001003	NP_001268887.1, XP_016656764.1	XP_012148505.1, XP_003706692.1
OG0001004	XP_001946521.1	XP_012149128.1
OG0001004	XP_008186856.1	XP_003706862.1
OG0001005	XP_001942942.1	XP_003708347.1
OG0001006	XP_001943026.2	XP_003699241.1, XP_012148696.1
OG0001007	XP_029344489.1, XP_001943043.1	XP_003702879.1, XP_012139397.1, XP_012139396.1
OG0001008	XP_003246086.1	XP_012134571.1
OG0001008	XP_001943103.2	XP_012134691.1
OG0001009	XP_001943449.2	XP_012153813.1
OG0001010	XP_001943636.2, XP_001943523.1	XP_012140072.1
OG0001011	XP_001943714.1	XP_003701148.1
OG0001012	XP_001944015.1	XP_012145132.1
OG0001013	XP_008180675.1, XP_003248807.2, XP_001944587.3	XP_003705487.1, XP_012145775.1
OG0001014	XP_001944614.1	XP_012148695.1, XP_012148697.1, XP_003706766.1, XP_012148698.1, XP_012148699.1
OG0001015	XP_001951086.1, XP_003248708.1	XP_012137197.1
OG0001016	XP_001945112.2	XP_003703809.1, XP_003699952.1
OG0001017	XP_001945330.2, XP_016655808.2	XP_003706023.1
OG0001018	XP_001946341.1	XP_012148403.1
OG0001018	XP_008179450.1	XP_012148402.1
OG0001019	XP_001946692.2	XP_003699355.1
OG0001020	XP_001946841.2	XP_012152180.1, XP_012152181.1, XP_003708140.1
OG0001021	XP_001947318.2, XP_003242586.1, XP_003242585.1	XP_003699520.1, XP_012138849.1
OG0001022	XP_001947414.2	XP_012135767.1, XP_012135994.1
OG0001023	XP_001947762.1, XP_008180348.1	XP_003699272.2
OG0001024	XP_029343548.1, XP_001947776.2	XP_012139549.1, XP_003702926.1
OG0001025	XP_029343659.1, XP_001948094.2	XP_012148895.1
OG0001026	XP_001948463.2, XP_001948416.2, XP_029346922.1, XP_029346921.1, XP_029346920.1	XP_012135322.1
OG0001027	XP_001948533.1	XP_003707337.1
OG0001028	XP_001948556.2	XP_003701499.1, XP_003701816.1
OG0001029	XP_008190084.1, XP_029342788.1	XP_012153029.1
OG0001030	XP_016661322.1, XP_008184787.1, XP_003245679.1, XP_003245680.1, XP_008184785.1, XP_029342642.1, XP_001948670.2	XP_012145749.1
OG0001031	XP_001949042.1	XP_012147844.1
OG0001032	XP_001949161.2	XP_003704228.1, XP_012154394.1
OG0001033	XP_001949643.1	XP_003703151.1
OG0001034	XP_001949856.2, XP_016659465.1	XP_012150155.1
OG0001035	XP_001949960.1	XP_003703548.1, XP_012141492.1
OG0001036	XP_001950214.2	XP_012137742.1, XP_012138164.1
OG0001037	XP_029343413.1, XP_001950704.2	XP_012141539.1, XP_003703553.1
OG0001038	XP_003245753.1, XP_001951213.2	XP_012149996.1
OG0001039	XP_001952170.1	XP_003704469.1, XP_012143252.1, XP_012143251.1, XP_012143253.1
OG0001040	XP_001952444.1	XP_012151831.1
OG0001041	XP_003240137.1	XP_003703257.1, XP_012140624.1
OG0001042	XP_003242156.1, XP_016657148.2	XP_003702248.1
OG0001043	XP_003242212.1, XP_016657192.1	XP_012137974.1, XP_012137973.1
OG0001044	XP_029345616.1, XP_003246254.2	XP_012145419.1
OG0001045	XP_003246846.1, XP_029347130.1, XP_029347128.1, XP_029347129.1	XP_012141449.1
OG0001046	XP_003247064.1, XP_008186797.1	XP_012136085.1
OG0001048	XP_029341307.1, XP_008178442.1	XP_012143051.1
OG0001049	XP_008180098.1	XP_012150682.1, XP_012150685.1
OG0001050	XP_016657682.1, XP_008180288.1	XP_012139027.1
OG0001051	XP_008189529.1, XP_008180713.1, XP_016656400.1	XP_012149168.1, XP_012149224.1, XP_003699242.1, XP_012149360.1
OG0001052	XP_008182858.1, XP_008182857.1	XP_012154004.1, XP_012154008.1
OG0001053	XP_008184495.1	XP_012140272.1
OG0001054	XP_008185488.1, XP_008185487.1, XP_029347617.1	XP_012154176.1
OG0001055	XP_008187614.1	XP_012142874.1
OG0001056	XP_008187892.1	XP_003704471.1
OG0001057	XP_008187989.1	XP_012150279.1, XP_012150280.1
OG0001058	XP_029345982.1, XP_029345983.1, XP_008188372.2, XP_029345984.1	XP_012144415.1
OG0001059	XP_008188476.1	XP_003701850.1, XP_012150237.1
OG0001060	XP_008188543.1	XP_012147435.1
OG0001061	XP_016655779.1	XP_012138000.1, XP_012138045.1, XP_003699198.1
OG0001062	XP_029341858.1	XP_012146369.1
OG0001062	XP_016664545.1	XP_003704092.1
OG0001063	XP_029341043.1, XP_016656351.2, XP_029341494.1	XP_012147018.1, XP_012140859.1
OG0001064	XP_016662408.1	XP_012142407.1, XP_012142405.1
OG0001065	XP_016662735.1	XP_012149279.1, XP_003707068.2
OG0001066	XP_029341094.1	XP_012154526.1, XP_012154525.1, XP_012154524.1, XP_003700576.1
OG0001067	XP_029347427.1, XP_029342601.1	XP_003707733.2, XP_012151227.1, XP_012151224.1
OG0001068	XP_029342993.1, XP_029342992.1	XP_012146153.1, XP_012146145.1
OG0001070	XP_029343506.1, XP_029343509.1	XP_003707963.2, XP_003707964.1
OG0001071	XP_029344587.1, XP_029344586.1, XP_029344584.1, XP_029344588.1	XP_012150330.1
OG0001072	XP_029346976.1, XP_029346977.1	XP_012142873.1, XP_012142877.1
OG0001090	NP_001129420.1	XP_012147385.1, XP_003706183.1
OG0001091	NP_001153848.1, XP_029348531.1, XP_029341881.1, XP_001947968.1, XP_029347308.1, XP_001946133.2	XP_012146112.1
OG0001092	NP_001155140.1, XP_008187000.1	XP_003700030.1
OG0001093	XP_008179870.1, NP_001155505.1	XP_003706880.1
OG0001094	NP_001155508.1, XP_001949834.1	XP_003706678.1
OG0001095	NP_001156278.1, NP_001155646.1	XP_012136589.1, XP_012136590.1, XP_003701462.1
OG0001096	NP_001155662.1	XP_003700497.1, XP_012154247.1, XP_012154246.1
OG0001097	NP_001155680.1	XP_003706929.1, XP_012149371.1, XP_012149372.1
OG0001098	XP_016661622.1, NP_001155733.1	XP_012144364.1
OG0001099	XP_016661136.1	XP_012139005.1
OG0001099	XP_029348134.1, NP_001155764.1	XP_012139004.1
OG0001100	NP_001155768.1	XP_003706328.1, XP_003701747.1
OG0001101	XP_001948284.2, XP_016657265.1, XP_029341296.1, NP_001156051.1	XP_003699363.2
OG0001102	NP_001156053.1	XP_003699435.1
OG0001103	XP_008182544.1, NP_001156129.1, XP_016657962.1, XP_008180461.1	XP_012135822.1, XP_003701133.1
OG0001104	NP_001156133.1, XP_008181357.1	XP_012139104.1, XP_012139103.1, XP_012139105.1
OG0001105	NP_001156173.1, NP_001233027.1	XP_003701454.1
OG0001106	XP_029341550.1, NP_001156267.1	XP_003706346.1, XP_012147775.1, XP_012147774.1
OG0001107	NP_001233091.1, XP_001946336.2	XP_003701151.1, XP_012135901.1, XP_012135902.1
OG0001108	XP_008181413.1, XP_008181414.1, NP_001280378.1	XP_012135922.1
OG0001109	XP_008188103.1, NP_001280404.1, XP_029343710.1	XP_012138817.1
OG0001110	XP_001942870.1, XP_029341142.1	XP_012146445.1, XP_012146443.1, XP_003705729.1
OG0001111	XP_001943176.2	XP_003706394.1
OG0001112	XP_001943561.1	XP_003704075.1
OG0001113	XP_001943767.1	XP_012137395.1, XP_003701894.1, XP_012137394.1
OG0001114	XP_001943824.1	XP_012143661.1, XP_003699751.1
OG0001115	XP_001944095.2	XP_012150492.1, XP_012150491.1, XP_012150490.1, XP_012150487.1, XP_012150489.1, XP_012150488.1, XP_012150494.1, XP_012150495.1, XP_012150496.1, XP_003707513.1
OG0001116	XP_001944235.1	XP_003706247.1
OG0001117	XP_001944518.2	XP_012144347.1
OG0001118	XP_001944745.2, XP_003242948.1	XP_003701943.2
OG0001119	XP_001945455.1	XP_003702461.1
OG0001120	XP_001945509.2	XP_012153711.1
OG0001120	XP_003245192.1	XP_012153707.1
OG0001121	XP_003240109.1, XP_001945890.2	XP_012141625.1, XP_012141627.1, XP_012141621.1, XP_012141620.1, XP_012141619.1, XP_012141623.1, XP_012141622.1, XP_012141624.1
OG0001122	XP_029345343.1, XP_001946021.2, XP_029345344.1, XP_016663184.1, XP_008187069.1, XP_008187068.1	XP_003701851.1
OG0001123	XP_001946462.2	XP_012146962.1
OG0001124	XP_001946733.1, XP_016656939.1, XP_016656937.1, XP_016656938.1	XP_003701067.1
OG0001125	XP_003242835.1, XP_001947132.2	XP_012143831.1
OG0001126	XP_016657415.1, XP_001947403.1	XP_003707487.1
OG0001127	XP_001947574.2	XP_003702084.2, XP_012138092.1
OG0001128	XP_001947778.1	XP_012138052.1
OG0001128	XP_008186751.2	XP_012138049.1
OG0001129	XP_003243491.1, XP_001947806.2	XP_012137049.1, XP_012137046.1
OG0001131	XP_008187678.1, XP_001947895.2	XP_012137468.1
OG0001132	XP_001948183.1	XP_003708394.2
OG0001133	XP_008181566.1, XP_001948369.2, XP_029348595.1, XP_001948315.1, XP_001950289.2, XP_029342588.1, XP_001951217.2, XP_008189358.2	XP_012141536.1, XP_012141532.1, XP_012141533.1, XP_012141534.1, XP_012141535.1
OG0001134	XP_001948516.2	XP_012142803.1, XP_012142805.1, XP_003704180.2
OG0001135	XP_029341736.1, XP_001949162.2, XP_016662877.1	XP_012141843.1
OG0001136	XP_001949200.2	XP_012137581.1, XP_003701965.1
OG0001138	XP_016659058.1, XP_001949598.1	XP_003699964.1, XP_012148664.1
OG0001139	XP_001949754.1	XP_012146881.1, XP_003705950.1, XP_012146880.1
OG0001140	XP_001950299.1	XP_012134975.1
OG0001141	XP_016663836.1, XP_001950325.2	XP_003699214.1, XP_012140363.1
OG0001142	XP_001950807.2, XP_029346999.1	XP_012154144.1
OG0001143	XP_001950810.1	XP_003699188.2
OG0001144	XP_001950825.2	XP_012143922.1, XP_012143909.1
OG0001145	XP_001950913.1	XP_003707584.1
OG0001146	XP_001950937.1	XP_012154049.1, XP_003700377.2
OG0001148	XP_001951126.1	XP_003700592.1
OG0001149	XP_001951630.1	XP_012134917.1, XP_012134910.1
OG0001150	XP_001951748.2, XP_008183754.1, XP_029346633.1	XP_012139922.1
OG0001151	XP_016658645.1, XP_001952434.2	XP_003707769.1
OG0001152	XP_001952516.2	XP_012148994.1, XP_003706990.2, XP_012148993.1
OG0001153	XP_029345485.1, XP_001952587.2	XP_012148577.1, XP_012148580.1
OG0001154	XP_016662028.1, XP_001952667.2	XP_012153385.1, XP_012153384.1, XP_003708546.1
OG0001155	XP_001952747.1	XP_003701945.1, XP_012137511.1
OG0001156	XP_016664861.1, XP_003241429.1	XP_012149143.1
OG0001157	XP_003243823.1	XP_003706419.1
OG0001158	XP_016659863.1, XP_003244542.1, XP_016659864.1	XP_003703152.1, XP_012140207.1, XP_012140208.1
OG0001159	XP_003245082.1	XP_003699306.1
OG0001160	XP_003245361.2	XP_003704991.2
OG0001161	XP_003246305.2	XP_012149589.1
OG0001162	XP_008179593.1, XP_003246402.2, XP_029343947.1, XP_029343948.1	XP_012137355.1, XP_003701879.1
OG0001163	XP_003247117.1, XP_016663049.1, XP_008183882.1, XP_008181341.1	XP_012135319.1, XP_012135318.1
OG0001164	XP_003247679.1	XP_003702522.1
OG0001165	XP_008179184.1, XP_008179192.1	XP_012148730.1, XP_012148729.1
OG0001166	XP_008179444.1	XP_012138908.1, XP_012138909.1
OG0001167	XP_008181511.1, XP_008181512.1	XP_012137041.1
OG0001168	XP_008183195.2, XP_029345196.1, XP_016662902.1, XP_029344862.1	XP_003704983.1
OG0001169	XP_008183336.1, XP_029345140.1	XP_003702988.1
OG0001170	XP_008183769.1, XP_008183773.1, XP_016660433.1, XP_016660432.1, XP_016660431.1	XP_012145174.1, XP_012145173.1
OG0001171	XP_008183856.1	XP_012148237.1, XP_012148231.1, XP_012148230.1
OG0001172	XP_008184424.1	XP_012150144.1, XP_012150146.1
OG0001173	XP_008184447.1	XP_003706675.1
OG0001174	XP_029345281.1, XP_008185305.1	XP_012134641.1
OG0001175	XP_008185682.1	XP_003708528.1
OG0001176	XP_008188774.1	XP_003700974.2
OG0001177	XP_008189302.1	XP_012143384.1, XP_012139076.1, XP_012151023.1, XP_012146603.1, XP_012136355.1, XP_012146255.1
OG0001178	XP_008189853.1	XP_012138377.1, XP_012138379.1, XP_012138380.1, XP_012138381.1, XP_012138382.1, XP_003702251.1
OG0001179	XP_008190154.1	XP_012143284.1, XP_012143277.1, XP_003699782.1, XP_012143300.1
OG0001180	XP_016657120.1	XP_003705173.1, XP_012145030.1
OG0001181	XP_016657278.1	XP_012140845.1, XP_003703409.1
OG0001182	XP_016657683.1	XP_012135309.1, XP_012135308.1
OG0001183	XP_029343309.1, XP_016658013.1	XP_012147427.1
OG0001184	XP_016659463.1	XP_012144175.1, XP_012144178.1
OG0001185	XP_016660106.1, XP_016660104.1, XP_016660111.1	XP_012134692.1
OG0001186	XP_016660542.1, XP_016660541.1	XP_003701161.1
OG0001187	XP_016661530.1, XP_029346066.1	XP_003701139.1
OG0001188	XP_016664405.1, XP_016662933.1	XP_012139341.1
OG0001189	XP_029343923.1	XP_003702958.1
OG0001190	XP_029344471.1	XP_012149844.1, XP_003707230.2
OG0001191	XP_029346223.1	XP_012143967.1, XP_012143969.1, XP_012143963.1, XP_012143964.1
OG0001192	XP_029346448.1	XP_012144976.1, XP_012144975.1, XP_012145003.1, XP_012145005.1, XP_012145004.1, XP_012151858.1, XP_012144947.1
OG0001193	XP_029346928.1, XP_029346927.1, XP_029346926.1, XP_029346925.1	XP_003708447.1
