Orthogroup	Acyrthosiphon_pisum	Aedes_aegypti
OG0001291	XP_029343815.1, XP_008184750.1, XP_008184749.1	XP_001655206.2, XP_021712045.1
OG0001293	XP_008185156.1	XP_001658202.2
OG0001294	XP_008186956.1	XP_001662562.1, XP_021712306.1
OG0001295	XP_008187592.1	XP_001655925.2, XP_021699425.1
OG0001296	XP_016660995.1, XP_016660987.1	XP_021696682.1, XP_021696702.1
OG0001298	XP_016657557.1	XP_021695656.1, XP_021695651.1, XP_021695650.1, XP_021695653.1, XP_021695652.1, XP_021695649.1, XP_021695655.1, XP_021695654.1, XP_001656862.1
OG0001300	XP_016660087.1	XP_001650130.2
OG0001301	XP_016660634.1, XP_016660633.1	XP_021696109.1
OG0001302	XP_016662733.1	XP_021695397.1
OG0001302	XP_029347289.1	XP_021704073.1
OG0001303	XP_029341792.1	XP_021709459.1, XP_021709460.1
OG0001304	XP_029342867.1	XP_001649076.2
OG0001305	XP_029348564.1, XP_029342894.1	XP_021712565.1, XP_021696722.1, XP_021696724.1
OG0001306	XP_029344330.1	XP_021705682.1
OG0001307	XP_029345291.1	XP_021701845.1
OG0001307	XP_029345473.1	XP_021695213.1
OG0001308	XP_029346361.1, XP_029346360.1	XP_021706251.1
OG0001328	NP_001127773.1, XP_029341919.1	XP_021709467.1
OG0001329	NP_001155492.1, XP_029344755.1	XP_001657589.2
OG0001330	NP_001155497.1, XP_008186537.1	XP_001652750.1
OG0001331	NP_001155755.1	XP_001654299.1
OG0001332	XP_001952298.1, NP_001155769.1	XP_001652269.1
OG0001333	NP_001155777.1	XP_001651256.1
OG0001334	NP_001191927.1, NP_001156237.1	XP_001650222.1, XP_001654443.1
OG0001335	XP_016663531.1, NP_001156244.1	XP_001649624.2, XP_001649625.2
OG0001336	NP_001156313.1	XP_021703688.1, XP_021703684.1
OG0001337	NP_001191891.1	XP_021707110.1
OG0001338	NP_001191907.1, XP_008181953.1	XP_001660476.2
OG0001339	XP_016662840.1, XP_016660308.1, NP_001280409.1, NP_001280286.1	XP_001654036.2
OG0001340	NP_001280445.1	XP_021709482.1, XP_001655390.1, XP_001655391.1
OG0001341	NP_001313591.2	XP_021695378.1, XP_021703438.1
OG0001342	XP_001942660.2, XP_008185917.1, XP_029346331.1, XP_016662253.1, XP_016662252.1	XP_021707182.1
OG0001343	XP_001942773.2	XP_001662179.2
OG0001344	XP_016660225.1, XP_001943014.1	XP_021699741.1, XP_021699742.1, XP_021699744.1, XP_001658638.2, XP_021699743.1
OG0001345	XP_001943716.2	XP_001661090.1
OG0001346	XP_001943720.2, XP_029345723.1, XP_029345724.1	XP_001648900.1, XP_021707707.1
OG0001347	XP_001944211.2, XP_016658906.1	XP_001659204.1
OG0001348	XP_001944238.2	XP_001661832.1
OG0001349	XP_001944356.1	XP_001654544.1
OG0001350	XP_001944460.2	XP_001655317.2
OG0001351	XP_001945250.1	XP_021705308.1, XP_021705307.1, XP_021705305.1, XP_021705304.1, XP_021705303.1, XP_021705302.1, XP_021705309.1
OG0001352	XP_001945276.1	XP_021705226.1
OG0001353	XP_001945743.2, XP_008186641.1	XP_001656906.2
OG0001354	XP_001945744.2	XP_001663103.2
OG0001355	XP_008189594.1, XP_001946293.2	XP_021710337.1
OG0001356	XP_003244441.1, XP_001946367.2, XP_016659772.1	XP_021696915.1
OG0001357	XP_001947400.1	XP_021700297.1, XP_021700298.1, XP_021700299.1, XP_021700289.1, XP_021700288.1, XP_021700294.1, XP_021700295.1, XP_021700296.1, XP_021700290.1, XP_021700292.1, XP_021700293.1, XP_021700300.1
OG0001359	XP_001947632.1	XP_001655316.1
OG0001361	XP_001947660.2	XP_001653274.2, XP_021709382.1, XP_021709377.1, XP_021711749.1
OG0001362	XP_001947761.1	XP_021711634.1, XP_001650538.2, XP_021711639.1, XP_021711636.1, XP_021711635.1, XP_021711638.1, XP_021711637.1
OG0001363	XP_001947957.1	XP_001659788.1
OG0001364	XP_003241886.1, XP_001948070.1, XP_016656778.1, XP_029344899.1, XP_008179197.1	XP_021704232.1
OG0001365	XP_001948118.2	XP_021703837.1, XP_021703838.1, XP_021703833.1, XP_021703834.1, XP_021703836.1, XP_021703835.1
OG0001366	XP_001950714.1	XP_001659892.2
OG0001367	XP_001948202.2, XP_003247502.1, XP_001951248.1	XP_001648364.2, XP_001657924.1, XP_001654932.2, XP_001654934.2, XP_001660482.1, XP_001660484.1, XP_001660483.1, XP_021701594.1, XP_001657925.2
OG0001368	XP_001948360.1	XP_001658458.1, XP_021709263.1, XP_021709266.1
OG0001369	XP_001948582.1	XP_001661015.2
OG0001370	XP_001948788.2, XP_008187828.1	XP_021711931.1, XP_001650631.2
OG0001371	XP_001948959.2	XP_001649083.3, XP_021697602.1, XP_021712118.1
OG0001372	XP_001949037.2	XP_021696997.1, XP_021697000.1, XP_021697001.1, XP_021696999.1, XP_021696995.1, XP_021696996.1
OG0001373	XP_001949375.2, XP_029342280.1	XP_021694453.1
OG0001374	XP_003244126.1, XP_003240930.1, XP_001949438.1, XP_003247548.1	XP_001657485.1
OG0001375	XP_001949712.2	XP_021699017.1, XP_021699013.1
OG0001376	XP_001949866.1, XP_029343706.1	XP_021704527.1
OG0001377	XP_016657316.1, XP_001951160.1	XP_001664237.1
OG0001378	XP_001951169.1	XP_021712935.1, XP_021712936.1, XP_001649534.1, XP_021695113.1
OG0001379	XP_001951442.2, XP_003248624.2	XP_021700986.1, XP_021700988.1, XP_021700987.1, XP_021700980.1, XP_021700981.1, XP_021700982.1, XP_021700983.1, XP_021700984.1, XP_001649718.1, XP_021700985.1
OG0001380	XP_001951739.1	XP_021703772.1, XP_021703773.1, XP_021703774.1, XP_001653369.1, XP_021703771.1
OG0001381	XP_001952158.1, XP_003244080.1	XP_001648807.1
OG0001382	XP_001952349.1, XP_029347207.1	XP_021701098.1, XP_001651389.2, XP_001648852.1
OG0001383	XP_001952705.1	XP_001662373.2
OG0001384	XP_003241026.1	XP_001660023.2
OG0001385	XP_003242732.1	XP_021698595.1
OG0001386	XP_003242991.1, XP_029342070.1	XP_021698247.1
OG0001387	XP_003243016.1	XP_001656936.1
OG0001388	XP_003243736.1	XP_021711868.1, XP_021710112.1
OG0001389	XP_003243952.1	XP_021705377.1, XP_001661979.2, XP_021698303.1, XP_021698302.1
OG0001390	XP_003245614.1	XP_021700843.1
OG0001391	XP_003246597.1	XP_021697039.1, XP_021697040.1, XP_021697038.1, XP_021697041.1
OG0001392	XP_003246638.2	XP_021709568.1, XP_021709569.1, XP_021709567.1
OG0001393	XP_003246906.1	XP_021696289.1, XP_021696288.1
OG0001394	XP_003247560.1	XP_001650424.1
OG0001395	XP_003248979.1, XP_029343280.1, XP_029343286.1	XP_021696363.1, XP_021696349.1
OG0001396	XP_008178335.1, XP_029341036.1, XP_029341085.1, XP_008184856.2	XP_001662596.2, XP_021699720.1
OG0001397	XP_029346232.1, XP_008178482.1, XP_016656264.1, XP_016656263.1, XP_016656261.1	XP_021712502.1, XP_021693812.1
OG0001398	XP_008179523.1	XP_001657045.2, XP_021694877.1
OG0001399	XP_008180076.2, XP_008180968.1, XP_008181458.1	XP_001651707.1
OG0001400	XP_008180537.1	XP_021703961.1, XP_021703962.1
OG0001401	XP_008182079.1	XP_001660577.1
OG0001402	XP_008183444.1, XP_008183443.1	XP_001664062.1
OG0001403	XP_008183955.3	XP_021710754.1, XP_001650547.1
OG0001404	XP_008184962.1	XP_001659873.1, XP_021700729.1, XP_021700728.1
OG0001405	XP_008185959.1	XP_001649519.2, XP_001649518.2, XP_001649517.2
OG0001406	XP_008186629.1	XP_021712670.1
OG0001407	XP_008186697.1	XP_021704231.1, XP_021704230.1
OG0001408	XP_008186789.1	XP_021713401.1
OG0001409	XP_008187143.1	XP_021711099.1
OG0001410	XP_008187332.1	XP_021708563.1
OG0001413	XP_016659809.1, XP_016659807.1, XP_016659808.1	XP_021710502.1, XP_021694446.1
OG0001414	XP_016659986.1	XP_021702146.1
OG0001415	XP_029344125.1, XP_029342285.1, XP_016662874.1	XP_021699093.1
OG0001416	XP_029341813.1	XP_021712252.1, XP_021700673.1
OG0001417	XP_029342475.1	XP_021695666.1
OG0001418	XP_029342978.1	XP_021702027.1
OG0001419	XP_029343365.1	XP_021703807.1
OG0001420	XP_029343491.1	XP_001655783.1, XP_001652599.2
OG0001421	XP_029348214.1	XP_001657115.1
OG0001422	XP_029344365.1	XP_001650075.2
OG0001423	XP_029345673.1	XP_001659271.2
OG0001424	XP_029346038.1, XP_029346037.1	XP_001648513.1
OG0001425	XP_029346380.1	XP_021693444.1, XP_021693451.1, XP_021693464.1, XP_021693471.1, XP_021693468.1, XP_021693475.1, XP_021693480.1, XP_021693491.1, XP_021693456.1
OG0001426	XP_029346658.1	XP_021701495.1
OG0001427	XP_029347149.1	XP_001660203.1
OG0001453	NP_001155561.1, XP_008185637.1	XP_001652827.1, XP_001652828.1, XP_001652829.1
OG0001455	NP_001155669.1	XP_001659135.1, XP_001649843.1
OG0001456	XP_008180851.1, NP_001155699.1	XP_021706989.1
OG0001457	NP_001155732.1	XP_001656531.1
OG0001458	NP_001155827.1	XP_021709031.1
OG0001459	NP_001156046.1	XP_001649804.1, XP_001658793.2
OG0001460	NP_001156079.1	XP_001663584.2
OG0001461	NP_001156162.1	XP_001649395.2
OG0001462	NP_001156167.1	XP_021710250.1, XP_021710252.1
OG0001463	XP_029341941.1, NP_001156195.1	XP_021706165.1, XP_021706164.1
OG0001464	NP_001156433.1, XP_008186733.1	XP_001656398.1, XP_001664152.2, XP_001651087.1, XP_001651086.1
OG0001465	NP_001156833.1	XP_011493120.1, XP_021707681.1, XP_021707682.1, XP_021707683.1
OG0001466	XP_008180032.1, NP_001161683.1	XP_001652327.1
OG0001467	NP_001191928.1	XP_001649724.2
OG0001468	NP_001191993.1, XP_008189445.3	XP_001648269.1
OG0001469	XP_008181788.1, NP_001233056.1	XP_001655637.2, XP_021694126.1, XP_021712662.1, XP_021712661.1, XP_021694127.1, XP_021712660.1
OG0001470	XP_008187948.1, NP_001280297.1	XP_001650785.1, XP_001650784.1, XP_001652204.1
OG0001471	XP_008183781.1, NP_001280339.1, XP_008189101.1, XP_003242907.1	XP_001657926.1
OG0001472	NP_001280353.1	XP_001656628.1
OG0001473	NP_001280376.1, XP_008185857.1	XP_021699212.1
OG0001474	XP_029342002.1, NP_001280448.1	XP_001662447.1
OG0001475	XP_001942854.1	XP_001664045.2
OG0001476	XP_001942905.3	XP_021705887.1
OG0001477	XP_001942920.4	XP_001654194.2
OG0001478	XP_001942958.2, XP_029342966.1, XP_016660334.1, XP_008180779.1	XP_021711922.1, XP_021699182.1
OG0001479	XP_001942962.2	XP_001655863.1
OG0001480	XP_001943003.1	XP_021708351.1
OG0001481	XP_001943151.1	XP_021711458.1, XP_021711459.1, XP_021711454.1, XP_021711457.1, XP_021711456.1, XP_021711455.1
OG0001482	XP_001943496.2	XP_021694591.1, XP_021694590.1, XP_021694592.1, XP_021694593.1, XP_021694594.1, XP_021694595.1, XP_001661357.2
OG0001483	XP_001943861.2	XP_021713037.1, XP_021710729.1, XP_021711353.1, XP_021713109.1, XP_021712820.1, XP_021713247.1, XP_021713178.1, XP_021711820.1, XP_021712986.1, XP_021710117.1, XP_021712319.1
OG0001484	XP_001944106.1	XP_021713154.1, XP_021707140.1, XP_021707142.1, XP_021707144.1, XP_021707145.1, XP_021707146.1, XP_021707138.1, XP_021707137.1, XP_021707141.1, XP_021707139.1, XP_021707143.1
OG0001485	XP_001944507.2	XP_001657384.1, XP_021712680.1, XP_021700466.1
OG0001486	XP_029341194.1, XP_001944825.2	XP_001648831.2, XP_021701667.1, XP_001659833.2
OG0001487	XP_016661816.1, XP_001945106.1	XP_021697348.1, XP_021697349.1, XP_021697346.1, XP_021697347.1, XP_021697353.1, XP_021697354.1, XP_021697351.1, XP_021697352.1, XP_021697355.1
OG0001488	XP_001945549.2	XP_021710667.1
OG0001489	XP_001945732.1	XP_021696755.1, XP_021696757.1, XP_021696756.1, XP_021696759.1, XP_021696758.1, XP_021696752.1, XP_021696753.1, XP_021696750.1, XP_021696751.1, XP_021696749.1, XP_021696754.1
OG0001490	XP_001945791.2, XP_003247638.1	XP_021701945.1, XP_021701935.1
OG0001492	XP_001948802.2, XP_008187152.1, XP_008187153.1, XP_001946302.1	XP_001662155.1, XP_001654105.1, XP_021713033.1
OG0001493	XP_029343846.1, XP_001946376.2, XP_008183135.1	XP_021698974.1
OG0001494	XP_001946881.2	XP_021697267.1, XP_021697268.1, XP_021697269.1
OG0001495	XP_029344154.1	XP_021707805.1
OG0001496	XP_008185249.2, XP_001946961.1	XP_021695727.1, XP_011493651.1, XP_001655836.1
OG0001497	XP_001947222.2	XP_021707615.1
OG0001498	XP_008181337.1, XP_001947275.1, XP_029347822.1, XP_008180982.1, XP_008181925.2	XP_021697831.1
OG0001499	XP_001947444.2	XP_001651889.2
OG0001500	XP_001947553.2	XP_021705614.1, XP_021705612.1, XP_021705613.1, XP_021705610.1, XP_021705611.1, XP_021705609.1
OG0001501	XP_001947628.2	XP_021712753.1, XP_021699608.1
OG0001502	XP_001947678.4	XP_021699619.1
OG0001503	XP_001947953.1	XP_021702842.1, XP_021702843.1, XP_021702844.1
OG0001504	XP_001948087.2, XP_016662592.1	XP_001658122.1, XP_021698045.1, XP_021698047.1, XP_021698046.1, XP_021698048.1
OG0001505	XP_001948092.2	XP_001660600.2, XP_021704345.1
OG0001506	XP_001949016.2	XP_021702222.1, XP_021702224.1, XP_021702223.1, XP_001663031.1
OG0001507	XP_001949195.2, XP_003243935.1	XP_021713312.1
OG0001508	XP_016657823.1, XP_003242760.1, XP_003242759.1, XP_008180467.1, XP_029344178.1, XP_001949221.1	XP_001658818.2
OG0001509	XP_001949731.2	XP_021708146.1, XP_021708145.1, XP_021708148.1, XP_021708147.1, XP_021708149.1, XP_021708142.1, XP_021708144.1, XP_021708143.1
OG0001510	XP_003246129.1, XP_001950257.2	XP_021707687.1
OG0001511	XP_001950295.2	XP_001654598.1, XP_021697822.1
OG0001512	XP_001950347.2, XP_003249003.2	XP_021705417.1, XP_021705418.1, XP_021705415.1, XP_021705416.1, XP_021705414.1
OG0001513	XP_029343494.1, XP_001950605.2	XP_001654919.1, XP_021709538.1, XP_021709542.1, XP_021709539.1, XP_021709540.1, XP_021709543.1, XP_021709541.1, XP_001654920.1, XP_021709544.1
OG0001514	XP_001950614.2, XP_008179295.1, XP_016656840.1	XP_001655385.1, XP_021705456.1
OG0001515	XP_001951016.1, XP_008188305.1, XP_008188306.1	XP_021703402.1, XP_021703403.1, XP_021703404.1, XP_021703405.1
OG0001516	XP_001951239.1, XP_008186532.1	XP_001657534.2
OG0001517	XP_001951328.2, XP_029346096.1	XP_021712247.1
OG0001518	XP_001951365.1	XP_021702663.1
OG0001519	XP_008183986.1, XP_001951874.2	XP_021695723.1, XP_021695724.1
OG0001520	XP_001951964.1	XP_001659529.1
OG0001521	XP_001952287.2, XP_029347145.1	XP_001663347.2
OG0001522	XP_001952293.1	XP_021710700.1
OG0001523	XP_001952833.2	XP_021693518.1
OG0001524	XP_003240924.1, XP_016664234.1	XP_021693893.1, XP_021693937.1
OG0001525	XP_003241160.1	XP_021706611.1, XP_021706609.1, XP_021706610.1
OG0001526	XP_003241167.1, XP_029345134.1, XP_008190230.1	XP_021699965.1, XP_021699966.1, XP_021699961.1
OG0001527	XP_003241208.1	XP_021705511.1, XP_001659060.1
OG0001529	XP_003242875.1	XP_001653365.2, XP_001653366.2
OG0001530	XP_003243307.1	XP_001659200.1
OG0001531	XP_003243327.1	XP_001654172.1, XP_021711999.1
OG0001532	XP_003243596.1	XP_021705174.1
OG0001533	XP_008189436.2, XP_008185693.1, XP_008185692.1, XP_003246282.1, XP_008185694.1, XP_003244766.1	XP_021697618.1
OG0001534	XP_003244802.1	XP_021707804.1
OG0001535	XP_029343322.1, XP_029343330.1, XP_029343343.1, XP_029343335.1, XP_003244942.1, XP_003244940.1, XP_008183679.1, XP_008183680.1	XP_001654088.2
OG0001536	XP_003245170.1	XP_021698558.1, XP_021698552.1
OG0001537	XP_003245502.1, XP_008181113.1, XP_016661056.2	XP_021710074.1, XP_001655561.2
OG0001538	XP_003245941.1	XP_001653920.3
OG0001539	XP_029343073.1, XP_016656485.1, XP_016656486.1, XP_003246880.1, XP_008186547.1, XP_029344116.1, XP_016662798.1	XP_001655433.2
OG0001540	XP_003247868.1	XP_021711753.1, XP_021698365.1, XP_021698362.1, XP_021698363.1, XP_021698361.1, XP_021698364.1
OG0001541	XP_003248759.2, XP_008188096.1	XP_021698640.1, XP_021698641.1, XP_021698643.1, XP_021698642.1, XP_021698644.1
OG0001542	XP_029345676.1, XP_029345670.1, XP_003248868.3	XP_021703912.1
OG0001543	XP_008178488.1	XP_021695126.1, XP_021695125.1, XP_021695123.1, XP_001656251.2
OG0001545	XP_008180179.1	XP_021703178.1
OG0001546	XP_008180322.1	XP_021694031.1
OG0001547	XP_008181007.1	XP_021696774.1, XP_021696775.1, XP_021696776.1, XP_021696777.1, XP_021696778.1
OG0001548	XP_008181324.1	XP_021709810.1
OG0001550	XP_008181349.1, XP_016660125.1	XP_021707016.1, XP_021707017.1
OG0001551	XP_029344459.1, XP_008182508.1	XP_001649247.2
OG0001552	XP_029341108.1, XP_008182735.1	XP_021709518.1, XP_021709510.1
OG0001553	XP_008183385.1	XP_001649155.2
OG0001554	XP_008183450.2	XP_021699256.1
OG0001555	XP_029341218.1, XP_008184180.1, XP_029341220.1	XP_021708369.1
OG0001556	XP_008184251.1	XP_021698930.1
OG0001557	XP_008184836.1	XP_021707945.1
OG0001557	XP_016661057.2	XP_021703099.1
OG0001558	XP_008184940.1	XP_001650847.2, XP_021712862.1, XP_021698214.1, XP_021698215.1
OG0001559	XP_008185039.1	XP_021709809.1
OG0001560	XP_008186404.1, XP_016662679.1	XP_021700177.1
OG0001561	XP_029341351.1, XP_008186937.1, XP_029341646.1	XP_001659517.1
OG0001562	XP_016663542.1, XP_008187530.2, XP_016660440.1	XP_021699829.1, XP_021699830.1
OG0001563	XP_008187964.3	XP_021707780.1
OG0001565	XP_008189936.1	XP_001654340.2, XP_021699250.1, XP_021699255.1, XP_021699253.1, XP_021699252.1, XP_021699251.1
OG0001567	XP_016658137.2	XP_021705207.1
OG0001568	XP_016658644.1	XP_021707976.1, XP_001649607.2, XP_021707970.1
OG0001569	XP_016659072.1	XP_001653986.2
OG0001570	XP_016659399.1	XP_021697701.1
OG0001571	XP_016660614.1, XP_029346556.1, XP_016660615.1, XP_016660613.1	XP_021701795.1, XP_021711966.1
OG0001572	XP_016661226.1, XP_029342072.1	XP_001661833.2, XP_001661834.1
OG0001575	XP_016665048.1	XP_021699040.1, XP_001662131.2, XP_001648863.2
OG0001576	XP_029341788.1, XP_029341787.1, XP_029341790.1, XP_029341789.1	XP_021700231.1
OG0001577	XP_029341940.1	XP_021694857.1
OG0001579	XP_029343105.1, XP_029343104.1	XP_021697228.1
OG0001580	XP_029343957.1	XP_021708412.1
OG0001581	XP_029347791.1, XP_029344497.1	XP_021701022.1, XP_021701021.1, XP_021701019.1, XP_021701020.1, XP_021701017.1, XP_021701018.1, XP_021701015.1, XP_021701016.1, XP_021701023.1
OG0001582	XP_029345144.1	XP_021693418.1
OG0001583	XP_029345306.1	XP_001653136.2
OG0001584	XP_029346124.1	XP_021697527.1
OG0001585	XP_029346669.1, XP_029348133.1	XP_021699005.1
OG0001586	XP_029346801.1	XP_021704945.1, XP_001654729.2
OG0001587	XP_029347036.1	XP_001659266.1
OG0001588	XP_029347321.1, XP_029348055.1	XP_021708908.1
OG0001589	XP_029348255.1	XP_021705121.1, XP_001657326.1
OG0001614	NP_001119609.1	XP_001661445.1
OG0001615	NP_001165434.1, NP_001119664.1	XP_001649059.1, XP_001649058.1
OG0001616	XP_001949992.2, XP_001947239.1, NP_001129661.1, NP_001119692.1	XP_021712922.1, XP_001654033.1
OG0001617	XP_016664309.1, XP_001949968.4, XP_001952346.3, XP_029347218.1, XP_029347450.1, XP_003240157.1, NP_001155377.1, XP_008178676.1	XP_021712041.1, XP_001651134.1
OG0001618	NP_001155471.1, XP_029343741.1, XP_029343739.1, XP_016661488.1, XP_001948300.3, XP_029343740.1	XP_021703737.1, XP_021698268.1, XP_021703733.1, XP_021695386.1, XP_021703736.1, XP_021703734.1, XP_021703735.1, XP_021695387.1, XP_001654638.2, XP_021698269.1, XP_021703745.1, XP_021703747.1, XP_021703746.1, XP_021696911.1, XP_001661222.1, XP_021700755.1, XP_001662955.2, XP_021695457.1, XP_001663555.2
OG0001619	XP_008189793.1, XP_008180212.1, NP_001155629.1	XP_001659711.1
OG0001620	NP_001155671.1	XP_001650713.1
OG0001621	XP_029344967.1, NP_001155770.1, XP_008187262.1	XP_001653624.2
OG0001622	XP_008180830.1, NP_001155791.1	XP_001660625.1
OG0001623	NP_001155857.1	XP_001653270.2
OG0001624	NP_001155934.1, NP_001155932.1, NP_001155933.1, XP_008184379.1, NP_001155935.1	XP_001656550.2
OG0001625	NP_001156134.1	XP_001661087.1
OG0001626	NP_001156141.1	XP_001649135.1
OG0001627	NP_001156148.1, XP_008185366.1	XP_021707044.1, XP_011493541.1, XP_001654478.1
OG0001628	XP_029341957.1, NP_001156245.1, XP_029344470.1, XP_029344469.1, XP_029344468.1, XP_008186771.2, NP_001233098.1, XP_016656492.1, XP_001948530.2, XP_001947430.2	XP_021693961.1
OG0001629	NP_001156316.1, XP_008178127.1, XP_008189895.1, NP_001165437.1	XP_001660169.1
OG0001630	NP_001156347.1, XP_016659252.1	XP_021699215.1, XP_021699214.1
OG0001631	NP_001156438.1, XP_001948292.4, XP_016660627.1	XP_021704306.1
OG0001633	NP_001232954.1	XP_021698387.1, XP_021698388.1, XP_021698385.1, XP_021698386.1, XP_021698396.1, XP_021698395.1, XP_021698391.1, XP_021698392.1, XP_021698389.1, XP_021698393.1, XP_021698394.1, XP_021698390.1
OG0001634	NP_001233050.1	XP_021707434.1, XP_021707433.1, XP_001649577.2
OG0001635	NP_001280462.1	XP_001660621.2
OG0001636	NP_001313576.1	XP_001661101.1
OG0001637	NP_001313606.1	XP_001658256.1
OG0001638	XP_001942629.2	XP_001662068.2
OG0001639	XP_001942635.2	XP_021706741.1
OG0001640	XP_001944671.1, XP_001942710.1, XP_008187704.1	XP_021711928.1, XP_001660977.2
OG0001641	XP_001942933.2	XP_001649767.2, XP_021710563.1, XP_001649763.2, XP_021710569.1
OG0001642	XP_001943211.1, XP_001943270.1, XP_008181942.1	XP_021704630.1, XP_021704631.1, XP_001648127.2
OG0001644	XP_001945235.1	XP_021706333.1
OG0001644	XP_029343508.1, XP_008186588.1, XP_008180278.2, XP_001943832.1	XP_001654366.1
OG0001645	XP_001944045.2	XP_021713239.1
OG0001646	XP_001944173.2	XP_001651173.2
OG0001647	XP_029343557.1, XP_001944181.1, XP_003248804.3, XP_029341067.1	XP_021710653.1, XP_021710277.1
OG0001648	XP_001944186.1	XP_001651963.2
OG0001649	XP_001944730.2	XP_021699402.1
OG0001650	XP_001945180.1	XP_001660443.2
OG0001651	XP_001945607.2	XP_021712338.1
OG0001652	XP_001945713.2	XP_021709162.1
OG0001653	XP_029345245.1	XP_021713075.1
OG0001653	XP_001945941.2	XP_021704764.1, XP_021704765.1
OG0001655	XP_001946635.1	XP_021712934.1, XP_021695115.1
OG0001656	XP_001946836.2	XP_001660613.1
OG0001657	XP_029341082.1, XP_001946895.2	XP_001650988.2
OG0001658	XP_016663561.1, XP_001948609.1, XP_001947103.1	XP_021701909.1
OG0001659	XP_001947555.1, XP_016661886.1	XP_001649004.2, XP_021712038.1
OG0001660	XP_016659421.1, XP_001947974.1, XP_029342385.1, XP_008182235.1, XP_008182228.1	XP_021710671.1
OG0001661	XP_001948336.2, XP_008187588.1	XP_021699130.1
