Orthogroup	Acyrthosiphon_pisum	Tribolium_castaneum
OG0001668	XP_001949692.1	XP_015837252.1
OG0001669	XP_001950332.1, XP_008179737.1	XP_969894.1, XP_008190493.1, XP_008190492.1
OG0001670	XP_001950746.1	XP_015840620.1
OG0001671	XP_001950779.1, XP_016659456.1, XP_008182266.1, XP_008182272.1, XP_029346598.1, XP_016658189.1, XP_029344288.1, XP_008189734.1	XP_008191116.1
OG0001672	XP_016664060.1, XP_001950792.1	XP_972180.1
OG0001673	XP_001951789.2, XP_001951110.1	XP_015836576.1
OG0001674	XP_001951117.2	XP_008200693.1
OG0001675	XP_001951163.2, XP_008187982.1	XP_973975.1
OG0001676	XP_001951600.1	XP_008193502.1
OG0001677	XP_001951757.1	XP_970641.1
OG0001678	XP_001952151.3, XP_016656299.1	XP_974956.1, XP_015833321.1
OG0001679	XP_001952174.1	XP_975143.1
OG0001680	XP_001952275.1	XP_015838153.1
OG0001681	XP_001952488.1, XP_003244801.1, XP_008183491.1, XP_008183492.1	XP_971049.1
OG0001682	XP_003241201.1	XP_015839568.1, XP_008199877.1
OG0001683	XP_003242711.1	XP_975042.1
OG0001684	XP_003244008.1	XP_015838963.1, XP_015839133.1, XP_015839136.1
OG0001685	XP_029345345.1, XP_003244045.1	XP_008196454.1, XP_972983.2
OG0001686	XP_003244114.1	XP_008190435.1, XP_008190436.1
OG0001687	XP_003244150.1, XP_029343745.1, XP_003248022.1	XP_008194075.1, XP_015836165.1
OG0001688	XP_003244236.1	NP_001280530.1
OG0001689	XP_003246307.1, XP_016662081.1, XP_008185722.1, XP_029341680.1	XP_015836120.1
OG0001690	XP_003247236.1, XP_008181864.2	XP_008194929.1
OG0001691	XP_003247465.1	XP_969223.1
OG0001692	XP_003247659.1	XP_015836122.1, XP_015836121.1
OG0001693	XP_003247797.1	XP_008200041.1
OG0001694	XP_003247833.1	XP_008196858.1
OG0001695	XP_003247962.1, XP_008184535.1, XP_029342167.1	XP_008194025.1
OG0001696	XP_029346128.1, XP_003248837.3	XP_008199058.1
OG0001697	XP_008178829.1	XP_966430.2
OG0001698	XP_008179534.1, XP_008179541.1, XP_029348111.1, XP_016658893.2	XP_008199760.1
OG0001699	XP_029345236.1, XP_008179743.1	XP_966756.1
OG0001700	XP_008180611.1	XP_008198754.1
OG0001701	XP_008181703.1	XP_008195151.1, XP_008195147.1
OG0001702	XP_008182063.3	XP_971283.1
OG0001703	XP_008183132.2	XP_973910.1
OG0001704	XP_008183183.1	XP_015839476.1
OG0001707	XP_008184047.1	XP_972022.1
OG0001708	XP_008184069.1	XP_971764.2, XP_015838804.1
OG0001709	XP_008184777.1	XP_015835409.1
OG0001710	XP_008185276.2	XP_015836909.1
OG0001711	XP_016661368.1	XP_008197982.1, XP_015838980.1, XP_969573.1
OG0001712	XP_008185711.1	XP_008191120.1, XP_015839938.1
OG0001713	XP_008185732.1, XP_008185731.1, XP_008185730.1, XP_008185729.1	XP_008192792.1, XP_008192793.1
OG0001714	XP_008185781.1	XP_968879.1
OG0001715	XP_008186070.1	XP_972976.2
OG0001716	XP_008186221.1	XP_008194318.1
OG0001717	XP_008186368.1	XP_970328.1
OG0001718	XP_008186471.1	XP_973987.1, XP_008190931.1
OG0001719	XP_029346950.1, XP_008187666.1	XP_969295.1
OG0001720	XP_008187727.1	XP_008195419.1
OG0001721	XP_008188269.1, XP_008188938.1	XP_971909.2, XP_001813448.1
OG0001722	XP_008189818.1	XP_015837216.1, XP_008199610.1
OG0001723	XP_016656015.1	XP_008193918.1
OG0001724	XP_016657416.1	XP_974615.1
OG0001725	XP_016657929.1	XP_971172.2
OG0001726	XP_016658867.1	XP_972049.2, XP_015839452.1
OG0001728	XP_016659994.1	XP_015836419.1
OG0001729	XP_016660123.1	XP_015840335.1, XP_015833348.1
OG0001730	XP_016662596.1	XP_015833482.1
OG0001731	XP_016662755.1, XP_029347626.1	XP_008191795.1, XP_970721.2
OG0001732	XP_016663406.1	XP_973118.1
OG0001733	XP_016663444.1, XP_029348714.1	XP_015835945.1
OG0001734	XP_029341592.1	XP_972923.1
OG0001735	XP_029341951.1	XP_001814509.1
OG0001736	XP_029347042.1	XP_967526.1
OG0001736	XP_029342237.1	XP_015837685.1
OG0001737	XP_029342873.1	XP_967723.2
OG0001738	XP_029342948.1	XP_015835145.1, XP_008200248.1, XP_001813427.1
OG0001739	XP_029343150.1	XP_968592.2
OG0001740	XP_029343949.1	XP_008193605.1, XP_008199012.1
OG0001742	XP_029344583.1	XP_015840747.1, XP_015840743.1
OG0001743	XP_029344991.1	XP_967142.1, XP_008197750.1, XP_008197749.1
OG0001744	XP_029345593.1	XP_015838667.1, XP_008197600.1
OG0001745	XP_029345636.1	XP_008201469.1
OG0001746	XP_029345814.1	XP_968256.1, XP_008201143.1
OG0001748	XP_029347349.1	XP_015836622.1, XP_015836619.1
OG0001749	XP_029347633.1, XP_029347629.1	XP_008193533.1
OG0001774	XP_008188214.1, NP_001155610.1, NP_001119694.1	XP_969023.1
OG0001775	XP_008188848.1, NP_001129410.1, NP_001156569.1	XP_970951.1, NP_001298082.1
OG0001776	XP_001951172.2, NP_001129411.1	NP_001164088.1
OG0001777	NP_001129414.1	XP_967221.1
OG0001778	NP_001129594.1	XP_970875.1
OG0001779	XP_001945775.2, NP_001155452.1, NP_001155825.1	XP_973494.1
OG0001780	XP_016659892.1, NP_001155461.1	XP_968841.1
OG0001781	NP_001155485.1, NP_001156710.1, NP_001156709.1, NP_001156708.1	XP_008192416.1
OG0001782	NP_001155515.1	XP_973321.1
OG0001783	NP_001155530.1, XP_016660437.1	XP_015833325.1, XP_972914.1, XP_008190904.1
OG0001784	NP_001155547.1	XP_970614.1
OG0001785	XP_029341505.1, NP_001155654.1, XP_008182090.1	XP_969235.2
OG0001786	XP_008178954.1, NP_001155672.1	XP_974171.1
OG0001787	NP_001155724.1	XP_966837.1
OG0001788	XP_016663392.1, NP_001155801.1, XP_003241568.1	XP_008192566.1
OG0001789	NP_001156108.1, XP_016656321.1	XP_975068.2
OG0001790	XP_008185976.1, NP_001156182.1	XP_973834.1
OG0001791	NP_001156204.1, XP_008184616.1	XP_008190467.1
OG0001792	NP_001156247.1, XP_008187622.1	XP_967089.1
OG0001793	NP_001156305.1	XP_975535.1
OG0001794	NP_001156307.1	XP_015834535.1, NP_001280504.1
OG0001795	NP_001156453.1	XP_008195656.1, NP_001298083.1, NP_001163996.1, NP_001164001.1, NP_001164314.1, XP_971698.1
OG0001796	NP_001156565.1, XP_016655961.1	XP_015834572.1, XP_015839928.1
OG0001797	XP_029347227.1, XP_029342124.1, NP_001156579.1	XP_973014.1
OG0001799	NP_001156668.1, XP_008179071.1	NP_001157183.1
OG0001800	NP_001156706.1	XP_966972.1
OG0001801	XP_001944696.1, NP_001157399.1, XP_001945331.2, XP_001951652.2	XP_974888.3
OG0001802	XP_029345658.1, NP_001162144.1	XP_975650.1
OG0001803	NP_001191873.1, NP_001191872.1, NP_001191871.1, XP_008183099.1, XP_029341515.1	XP_008199564.1
OG0001804	NP_001232953.1, XP_016657413.1	XP_008199910.1
OG0001805	NP_001232979.1	XP_008199909.1
OG0001806	NP_001233043.1	XP_008197947.1
OG0001807	XP_001942509.2	XP_008195294.1
OG0001808	XP_001942523.1	XP_973830.1
OG0001808	XP_008187931.1, XP_001952480.2	XP_972925.2
OG0001809	XP_001942715.1	XP_973657.1
OG0001810	XP_001942856.1, XP_008179964.1	XP_015836863.1
OG0001811	XP_001943135.2, XP_016659076.1, XP_003241140.2, XP_016655900.1	XP_973747.1
OG0001812	XP_001943187.1, XP_001948026.1	XP_967937.1
OG0001813	XP_016663414.1, XP_001943319.2, XP_008187381.1	XP_008199635.1
OG0001814	XP_001943377.1	XP_972868.1
OG0001815	XP_029348024.1, XP_001943392.1, XP_029341214.1, XP_001947071.2	XP_008199756.1, XP_971941.1
OG0001816	XP_008187096.1, XP_001943493.2, XP_016656595.1	XP_973162.1
OG0001817	XP_029346498.1, XP_008179583.1, XP_001943498.1	XP_015837888.1, XP_974446.1
OG0001818	XP_001943774.1, XP_008180057.1	XP_015836560.1, XP_015836559.1
OG0001819	XP_001943872.1, XP_008187524.1, XP_008179059.1, XP_001946078.2, XP_029344720.1, XP_003247569.1, XP_003248903.2, XP_029348132.1	XP_008194754.1
OG0001820	XP_001943903.1	XP_973905.3, XP_973847.1, XP_008192480.2, XP_971113.2, XP_966351.2
OG0001821	XP_003248297.1, XP_001943957.2	XP_008193342.1
OG0001823	XP_001944675.1, XP_008189752.1, XP_029347493.1, XP_029348629.1	XP_974250.1
OG0001824	XP_001944700.1	XP_015834417.1
OG0001825	XP_001944739.1	XP_015834320.1
OG0001826	XP_001944820.1	XP_008195586.1
OG0001827	XP_001944905.2	XP_008199970.1, XP_008199968.1
OG0001828	XP_003246708.1, XP_008186331.1, XP_001945001.1, XP_016660475.1	XP_008191114.2
OG0001829	XP_001945038.1	XP_968607.1
OG0001830	XP_001945197.2	XP_008200479.1
OG0001831	XP_001945437.1	XP_015835742.1, XP_015835744.1, XP_015835743.1
OG0001832	XP_001945557.2	XP_015839131.1
OG0001833	XP_001945830.2	XP_015834094.1
OG0001834	XP_001946240.1	NP_001164305.1
OG0001835	XP_001946328.2	XP_008190330.1
OG0001835	XP_016661442.1, XP_016661441.1	XP_008190331.1, XP_015832872.1
OG0001836	XP_001946879.2	XP_015837393.1, XP_015837408.1
OG0001837	XP_001946894.1	XP_008191765.1
OG0001838	XP_001947118.2	XP_973996.1
OG0001839	XP_003246231.1	XP_015836876.1
OG0001840	XP_001947300.1	XP_008195127.1, XP_015836709.1
OG0001841	XP_001947958.2	XP_008199607.1
OG0001842	XP_001948010.1, XP_003245356.1, XP_016660916.1	XP_968201.1
OG0001843	XP_029348519.1, XP_008186988.1, XP_001948155.2	XP_970048.1
OG0001844	XP_003246366.1, XP_029343168.1, XP_001948222.1, XP_008186214.1	XP_967434.1
OG0001845	XP_001948310.1, XP_003248687.2	XP_972280.1
OG0001846	XP_001948529.2	XP_971039.1
OG0001847	XP_001948531.1	XP_969079.1
OG0001848	XP_016661036.1, XP_001948639.1	XP_966931.1, XP_015840170.1
OG0001850	XP_001948861.1	XP_008197509.1
OG0001851	XP_001949188.2	XP_974730.2
OG0001852	XP_001949433.2	XP_008194931.1
OG0001853	XP_016664162.1, XP_016664159.1, XP_016664156.1, XP_001949667.2, XP_029342086.1	XP_974684.1
OG0001854	XP_029343283.1	XP_974711.1, XP_008190957.1, XP_974693.1
OG0001854	XP_008189284.1, XP_001952426.2, XP_029341247.1	XP_974675.1
OG0001855	XP_008188230.1, XP_001949717.1	XP_008193347.1, XP_969166.1
OG0001856	XP_001949793.2, XP_008182796.1	XP_970966.2
OG0001858	XP_001950544.1	XP_008196162.1
OG0001859	XP_016660503.1, XP_001950684.2, XP_029345572.1	XP_015835825.1, XP_015835826.1
OG0001861	XP_001951063.1	XP_970093.1
OG0001862	XP_001951151.1, XP_008187987.1, XP_008187986.1	XP_970196.2
OG0001863	XP_001951176.1	XP_968848.1
OG0001864	XP_001951225.1	XP_008196595.1
OG0001865	XP_001951536.1, XP_001951914.1	XP_008196649.1, XP_970928.1
OG0001866	XP_029341527.1, XP_016657739.1	XP_969990.1, XP_969855.1
OG0001867	XP_001951701.1	XP_008193780.1
OG0001868	XP_001951736.1, XP_008183468.1, XP_008183466.1	XP_008191524.1, XP_008191525.1
OG0001869	XP_001952010.1, XP_016664220.1	XP_968474.1
OG0001870	XP_001952173.2	XP_970830.2, XP_008200721.1, XP_008200720.1, XP_015836188.1, XP_966582.1, XP_008200719.1
OG0001871	XP_001952722.1	XP_970702.1
OG0001872	XP_001952755.1	XP_975296.1
OG0001873	XP_001952829.1	XP_969187.1
OG0001874	XP_008185190.1, XP_001952839.1	XP_971013.1
OG0001875	XP_029346961.1, XP_001952853.2	XP_015833812.1, XP_008191230.1, XP_969031.2
OG0001876	XP_001952862.2	XP_015835298.1
OG0001877	XP_003240052.1	XP_973601.1
OG0001879	XP_003240974.1	XP_972523.1
OG0001880	XP_003241869.2	XP_015837523.1, XP_015837518.1
OG0001881	XP_003242009.1	XP_969186.1
OG0001882	XP_003242232.1	XP_008192360.1
OG0001883	XP_003242255.1	XP_008191423.1, XP_970042.1
OG0001884	XP_016656757.1, XP_003242429.1	XP_008196596.1, XP_015837973.1
OG0001885	XP_003242954.1, XP_008180737.1	XP_967536.1
OG0001886	XP_003242961.1	XP_975677.2
OG0001887	XP_008180938.2, XP_029342240.1, XP_003243122.1	XP_008197283.1
OG0001888	XP_003243530.1	XP_008195157.1
OG0001889	XP_029341382.1, XP_003246404.1, XP_003245803.1, XP_029348673.1, XP_003243691.1	XP_976203.1
OG0001890	XP_003247580.1, XP_003243804.1	XP_008199667.1
OG0001891	XP_003243994.1	XP_008192976.1
OG0001894	XP_003246006.1, XP_029341180.1	XP_015834285.1
OG0001895	XP_003246351.1, XP_029342851.1, XP_029342101.1	XP_015837161.1, XP_015837158.1
OG0001896	XP_003246488.1	XP_008199025.2, XP_015836575.1
OG0001897	XP_016662331.1, XP_016662330.1, XP_016662332.1, XP_003246500.3	XP_973467.1
OG0001898	XP_029343282.1, XP_016662941.1, XP_003247013.1, XP_003246976.1	XP_015837675.1, XP_008194172.1
OG0001899	XP_003247539.2, XP_008178962.1, XP_003247488.1	XP_972476.1
OG0001900	XP_029344450.1, XP_016663722.1, XP_003247737.1, XP_016663723.1, XP_016663721.1, XP_008187787.1	XP_973168.1
OG0001901	XP_008178515.1, XP_016656489.1	XP_975551.3
OG0001902	XP_008178645.1	XP_008200644.1, XP_008200643.1
OG0001903	XP_008178715.1	XP_008195330.1
OG0001904	XP_008179049.1, XP_008179053.1	XP_008200364.2, XP_015838968.1
OG0001905	XP_008179792.1	XP_015836844.1
OG0001906	XP_029342055.1, XP_008179815.2, XP_029344463.1, XP_029341364.1, XP_016658914.1, XP_029342300.1, XP_029341631.1, XP_029341273.1, XP_029345733.1, XP_029348404.1, XP_016661773.1	XP_008192297.1
OG0001907	XP_008181721.1, XP_008184315.2	XP_015833904.1, XP_008191327.2
OG0001907	XP_029342208.1, XP_029340990.1, XP_008190086.2	XP_008196697.1
OG0001908	XP_008181779.1	NP_001034524.1
OG0001909	XP_008182340.1	XP_008192942.1
OG0001910	XP_008182560.1, XP_029346097.1	XP_008200358.1
OG0001912	XP_008182696.1	XP_015838680.1
OG0001913	XP_016659699.1, XP_008182892.1, XP_029344147.1	XP_008190278.1
OG0001914	XP_008183203.1	XP_015833095.1
OG0001914	XP_008183199.1	XP_008190774.1
OG0001915	XP_008183547.2	XP_008195899.1, XP_015837384.1
OG0001916	XP_008183576.1	XP_968009.1, XP_008199227.1
OG0001917	XP_008183695.1	XP_969465.1
OG0001918	XP_016658338.2, XP_008184564.1	XP_001812133.1
OG0001919	XP_008185199.1	XP_008201301.1, XP_008201320.1
OG0001920	XP_008185245.2	XP_015839675.1
OG0001921	XP_008185452.1	XP_015838145.1
OG0001922	XP_029346200.1, XP_008185784.1	XP_015838207.1, XP_008196854.1
OG0001923	XP_008185966.1	XP_008198220.1
OG0001924	XP_008186124.1	XP_008200040.1
OG0001925	XP_008186171.1	XP_015833560.1
OG0001926	XP_008186521.1	XP_974856.1
OG0001927	XP_008186724.1, XP_008186723.1, XP_029342722.1	XP_970922.1
OG0001928	XP_016663362.1, XP_016663361.1, XP_016663364.1, XP_029345615.1, XP_016663360.1, XP_008187295.1	XP_015840097.1, XP_008193263.1
OG0001929	XP_008188001.1	XP_969941.1
OG0001930	XP_008189285.1	XP_973098.1
OG0001931	XP_008189349.1	XP_968315.1
OG0001932	XP_029347696.1	XP_008200556.2
OG0001932	XP_029348484.1, XP_029345875.1, XP_029346153.1, XP_016656377.1, XP_029345748.1, XP_008189528.1, XP_016663073.1, XP_008190058.1	XP_015834842.1, XP_015834841.1
OG0001933	XP_016656755.1	XP_008197905.1
OG0001934	XP_016659094.2	XP_008195057.1, XP_008195056.1
OG0001935	XP_029345347.1, XP_016659373.1	XP_972743.1
OG0001936	XP_016659625.1, XP_029343633.1	XP_015838605.1, XP_008193365.2, XP_008190649.2, XP_015836208.1, XP_015836206.1
OG0001937	XP_016660066.1	NP_001159380.1, XP_015837360.1, XP_015837617.1, NP_001159381.1
OG0001938	XP_016661178.2	XP_972867.1
OG0001939	XP_016662921.1	XP_975288.1
OG0001940	XP_016664224.1	XP_968090.1
OG0001941	XP_029342563.1	XP_008197953.1, XP_008197949.1
OG0001942	XP_029342943.1	XP_008195032.1
OG0001943	XP_029348042.1, XP_029343108.1	XP_968664.1
OG0001944	XP_029343229.1, XP_029343228.1	NP_001164311.1, NP_001164312.1, XP_008200790.1
OG0001945	XP_029343268.1, XP_029343266.1	XP_015834904.1
OG0001946	XP_029343313.1	XP_008197760.1
OG0001947	XP_029343893.1	XP_008200081.1
OG0001948	XP_029343945.1	XP_015839318.1
OG0001949	XP_029344221.1	XP_015838744.1
OG0001950	XP_029344449.1	XP_015834259.1
OG0001951	XP_029345038.1	XP_008198065.2, XP_008198067.1, XP_008198061.1
OG0001952	XP_029345699.1	XP_015835699.1, XP_015835703.1, XP_015835707.1, XP_015835694.1
OG0001953	XP_029346601.1	XP_015838030.1, NP_001180378.1
OG0001987	NP_001153863.1	XP_969865.2
OG0001988	NP_001155380.1, XP_008184303.1	XP_001812661.1
OG0001989	NP_001155391.1, XP_008180716.1	XP_967120.2
OG0001990	NP_001155397.1	XP_971866.1
OG0001991	NP_001155422.1, XP_029344736.1	XP_975465.1
OG0001992	NP_001155668.1, XP_008180669.1	XP_008200920.1
OG0001993	NP_001155708.1	XP_971227.1
OG0001994	NP_001155742.1, XP_008187651.1	XP_971533.1
OG0001995	XP_001952350.1	XP_974376.1
OG0001995	NP_001155756.1	XP_008192557.1
OG0001997	NP_001156096.1, XP_008181077.1	XP_968867.1, XP_008200402.1, XP_966438.1
OG0001998	XP_008183251.1, NP_001156221.1	XP_008199937.1
OG0001999	NP_001156231.1	XP_967576.1, XP_008191346.1
OG0002000	NP_001156269.1, XP_029344804.1	XP_015836974.1
OG0002001	NP_001156703.1	XP_008190967.1, XP_008190968.1, XP_974902.1, XP_015833322.1
OG0002002	NP_001157180.1, XP_001948608.2, XP_008183055.1, XP_001948649.2	NP_001034520.2
OG0002003	NP_001162147.1	XP_015838178.1, XP_968621.1
OG0002004	NP_001191855.1	XP_008201162.1, XP_974743.1
OG0002005	NP_001191949.1, XP_008190009.1	XP_970311.1
OG0002006	XP_008181499.1, XP_008179670.1, NP_001232987.1, XP_008190079.1, XP_008189278.1, NP_001280479.1	XP_008192345.1
OG0002007	NP_001233075.1	XP_008191274.1
OG0002008	XP_029344200.1	XP_015839706.1, XP_008199222.1, XP_015837580.1, XP_015840039.1
OG0002009	NP_001280317.1	XP_970519.1
OG0002010	XP_001950007.1, NP_001280444.1	XP_973746.2
OG0002011	XP_029347613.1, XP_001942528.1	XP_971545.1
OG0002012	XP_001942532.2	NP_001107817.1, XP_008192468.1
OG0002013	XP_001943028.2	XP_973466.1, XP_008194703.1
OG0002014	XP_001943263.2	XP_008194388.1
OG0002015	XP_001943314.1	XP_001811459.1
OG0002016	XP_001944071.1, XP_001943461.1, XP_029341274.1	XP_969441.1
OG0002017	XP_001943519.1	XP_008199875.1
OG0002018	XP_003244523.1, XP_001948706.2, XP_001943559.2	XP_969631.2, XP_015835856.1
OG0002019	XP_001946553.1	XP_968850.1, XP_015839177.1
OG0002019	XP_001943698.1	XP_970446.1
OG0002020	XP_001943702.1	XP_015839132.1
OG0002021	XP_001943795.2	XP_015836519.1
OG0002022	XP_029348587.1, XP_029342337.1, XP_029345860.1, XP_029341001.1, XP_001943817.2, XP_029342340.1, XP_003248711.2, XP_029342345.1	XP_974755.2
OG0002023	XP_001943859.1, XP_003248674.1	XP_972040.2
OG0002024	XP_001943867.2	XP_968623.1
OG0002025	XP_001943896.1	XP_008200104.1
OG0002026	XP_003247615.2, XP_029341238.1, XP_029346359.1, XP_016661078.1, XP_029341363.1, XP_016661593.1, XP_001943915.2, XP_029345760.1, XP_016658533.1, XP_001948096.2	XP_015836199.1
OG0002027	XP_001944016.1	XP_008195541.1
OG0002027	XP_008188689.1, XP_003240056.1	XP_974930.2
OG0002028	XP_001944028.1	XP_008193942.1, XP_015836057.1, XP_008193941.1
OG0002029	XP_001944072.1, XP_029344159.1	XP_008198388.1
OG0002030	XP_001944077.2	XP_008201298.1, XP_008201254.2
OG0002031	XP_001944091.1	XP_001810229.1, XP_973699.1, XP_001810290.1
OG0002032	XP_003246696.1, XP_001944309.2	XP_008199563.1
OG0002033	XP_001944435.1	XP_974242.1, XP_008196193.1, XP_973827.2
OG0002034	XP_001944588.1	XP_008191432.1, XP_008198556.1
OG0002035	XP_001944639.2	XP_015834331.1
OG0002036	XP_001944759.2	XP_008193640.1
OG0002037	XP_016663786.1, XP_003241196.1, XP_001944760.2, XP_029344670.1, XP_029345728.1	XP_968226.1
OG0002038	XP_001944803.2	XP_975880.1
OG0002039	XP_001944871.1	XP_008191389.1
OG0002040	XP_001952821.2, XP_001945737.1, XP_001944935.5	XP_015840551.1
OG0002041	XP_001945010.1	XP_970185.1
OG0002042	XP_001945075.2, XP_029345141.1	XP_008195431.1
OG0002043	XP_001945275.1	XP_008193412.1
OG0002044	XP_001945498.1, XP_016659740.1, XP_008182932.1	XP_972243.1
OG0002045	XP_001945626.1, XP_016657403.1	NP_001034540.1, XP_015834295.1
OG0002046	XP_001945658.1	XP_008192066.1, XP_015834447.1
OG0002047	XP_001945671.1	XP_967875.1, XP_008200945.1
OG0002048	XP_001945802.2	XP_015832893.1, XP_008190487.1
OG0002049	XP_001945884.1	XP_008194849.1
OG0002050	XP_001945892.2	XP_971138.1
OG0002051	XP_016659128.1, XP_001946062.1	NP_001164092.1, XP_008195713.1
OG0002052	XP_001946072.2	XP_015837547.1
OG0002053	XP_003244732.1, XP_001946127.2	XP_015840450.1
OG0002054	XP_001946560.2, XP_008179771.1	XP_015836409.1
OG0002055	XP_016663730.1, XP_001946571.1, XP_029343080.1	XP_008198559.1
OG0002056	XP_001946593.1	XP_975463.1, XP_008201462.1, XP_008201461.1
OG0002057	XP_001946607.1	XP_975350.1
OG0002058	XP_001946617.2	XP_008193741.1, XP_974607.1
OG0002059	XP_001946687.2	XP_969613.1
OG0002060	XP_001946705.2	XP_008190346.1
OG0002061	XP_001946856.2	XP_008196537.1
OG0002062	XP_001946981.2	XP_001808961.1
OG0002063	XP_001947007.1	XP_966349.1
OG0002064	XP_016660090.1, XP_001947097.1	XP_971594.2, XP_008197242.1
OG0002065	XP_001947123.2	XP_008190660.1
OG0002066	XP_001947173.1	XP_008195892.1, XP_966832.1
OG0002067	XP_001949769.2, XP_001947521.2	XP_008199684.1
OG0002068	XP_001947646.2, XP_029342767.1, XP_016659961.1	XP_972853.1
OG0002069	XP_001951771.1, XP_001947840.1	XP_008194753.1
OG0002070	XP_001948071.2	XP_008199445.1
OG0002071	XP_001948113.2	XP_971591.1
OG0002072	XP_001948957.1, XP_001948169.2	XP_008194342.1
OG0002073	XP_001948564.2	XP_976020.1
OG0002074	XP_008181214.1, XP_001948575.1, XP_008179714.1, XP_029347990.1	XP_969518.1
OG0002075	XP_001948893.1	XP_974640.1, XP_974146.1, XP_015832957.1, XP_967492.1
OG0002076	XP_029344443.1, XP_001948988.1	XP_008201044.1, NP_001280534.1
OG0002077	XP_029344641.1, XP_003244316.1, XP_029344643.1, XP_001949368.1, XP_008182774.1, XP_008182781.1	XP_967357.1
OG0002078	XP_001949575.1, XP_016656077.1	XP_008194370.1
OG0002079	XP_001949578.1, XP_008181710.1	XP_015834267.1, XP_015836722.1
OG0002080	XP_001949620.4, XP_016662931.1	XP_973096.1
OG0002081	XP_008182184.1, XP_001949691.2, XP_003243930.1	XP_001807880.1, XP_008194570.1
OG0002082	XP_001949757.1	XP_008192105.1
OG0002083	XP_001949817.1	XP_967458.1
OG0002084	XP_001949953.2	XP_008195932.1
OG0002085	XP_001949967.1	XP_969410.1
OG0002086	XP_001949989.1, XP_003245757.1, XP_008182398.1	XP_974176.1
OG0002087	XP_001950052.1	XP_015836902.1
OG0002088	XP_001950072.2, XP_008185575.1	XP_008199834.1
OG0002089	XP_001950329.2	XP_008198368.1, NP_001161917.1, XP_008199893.1
OG0002091	XP_001950559.2	XP_969843.1
OG0002093	XP_001950798.2	XP_968283.1
OG0002094	XP_016663197.1, XP_001950803.2	XP_008193285.1
OG0002095	XP_001951048.1	XP_973222.1
