Orthogroup	Acyrthosiphon_pisum	Osmia_bicornis
OG0001390	XP_003245614.1	XP_029044964.1
OG0001391	XP_003246597.1	XP_029040450.1, XP_029040449.1
OG0001392	XP_003246638.2	XP_029044914.1
OG0001393	XP_003246906.1	XP_029044648.1, XP_029044647.1, XP_029044646.1
OG0001394	XP_003247560.1	XP_029051159.1
OG0001395	XP_003248979.1, XP_029343280.1, XP_029343286.1	XP_029036082.1
OG0001396	XP_008178335.1, XP_029341036.1, XP_029341085.1, XP_008184856.2	XP_029034090.1, XP_029034089.1
OG0001397	XP_029346232.1, XP_008178482.1, XP_016656264.1, XP_016656263.1, XP_016656261.1	XP_029054221.1, XP_029054097.1
OG0001398	XP_008179523.1	XP_029049881.1
OG0001399	XP_008180076.2, XP_008180968.1, XP_008181458.1	XP_029037974.1, XP_029037973.1
OG0001400	XP_008180537.1	XP_029049393.1, XP_029051918.1
OG0001401	XP_008182079.1	XP_029036921.1, XP_029036920.1
OG0001402	XP_008183444.1, XP_008183443.1	XP_029033711.1, XP_029033712.1, XP_029033714.1, XP_029033715.1, XP_029033490.1, XP_029033716.1, XP_029033491.1, XP_029033713.1, XP_029033494.1, XP_029033495.1, XP_029033492.1, XP_029033493.1
OG0001403	XP_008183955.3	XP_029036549.1, XP_029036610.1
OG0001404	XP_008184962.1	XP_029053391.1
OG0001405	XP_008185959.1	XP_029049321.1
OG0001406	XP_008186629.1	XP_029046680.1, XP_029046677.1, XP_029046679.1
OG0001407	XP_008186697.1	XP_029032536.1, XP_029032530.1
OG0001408	XP_008186789.1	XP_029048312.1
OG0001409	XP_008187143.1	XP_029052634.1, XP_029052630.1, XP_029052635.1, XP_029052636.1
OG0001410	XP_008187332.1	XP_029049351.1
OG0001412	XP_016658040.1, XP_016658039.1, XP_029346343.1	XP_029044343.1
OG0001412	XP_016662318.1	XP_029044353.1
OG0001413	XP_016659809.1, XP_016659807.1, XP_016659808.1	XP_029053632.1
OG0001414	XP_016659986.1	XP_029050126.1
OG0001415	XP_029344125.1, XP_029342285.1, XP_016662874.1	XP_029052257.1, XP_029052234.1
OG0001416	XP_029341813.1	XP_029050379.1, XP_029055801.1, XP_029050539.1
OG0001417	XP_029342475.1	XP_029035459.1
OG0001418	XP_029342978.1	XP_029053413.1
OG0001419	XP_029343365.1	XP_029046883.1, XP_029046876.1
OG0001420	XP_029343491.1	XP_029043708.1
OG0001421	XP_029344222.1, XP_029348214.1	XP_029044390.1
OG0001422	XP_029344365.1	XP_029035369.1, XP_029035370.1, XP_029035367.1, XP_029035366.1, XP_029035365.1, XP_029035364.1, XP_029035368.1
OG0001423	XP_029345673.1	XP_029048768.1, XP_029048772.1, XP_029048771.1, XP_029048770.1, XP_029048764.1, XP_029048765.1, XP_029048767.1, XP_029048769.1, XP_029048773.1
OG0001424	XP_029346038.1, XP_029346037.1	XP_029050173.1, XP_029050174.1
OG0001425	XP_029346380.1	XP_029042495.1
OG0001426	XP_029346658.1	XP_029044523.1
OG0001427	XP_029347149.1	XP_029034274.1, XP_029032743.1
OG0001453	NP_001155561.1, XP_008185637.1	XP_029032174.1
OG0001455	NP_001155669.1	XP_029035016.1
OG0001456	XP_008180851.1, NP_001155699.1	XP_029056476.1
OG0001457	NP_001155732.1	XP_029054206.1, XP_029054215.1, XP_029054130.1, XP_029054137.1, XP_029054125.1, XP_029054200.1
OG0001458	NP_001155827.1	XP_029037398.1
OG0001459	NP_001156046.1	XP_029055509.1
OG0001460	NP_001156079.1	XP_029036249.1
OG0001461	NP_001156162.1	XP_029036407.1, XP_029036408.1, XP_029036406.1
OG0001462	NP_001156167.1	XP_029038649.1, XP_029038652.1
OG0001463	XP_029341941.1, NP_001156195.1	XP_029053110.1
OG0001464	NP_001156433.1, XP_008186733.1	XP_029040572.1
OG0001465	NP_001156833.1	XP_029056629.1, XP_029056628.1
OG0001466	XP_008180032.1, NP_001161683.1	XP_029041250.1, XP_029040137.1
OG0001467	NP_001191928.1	XP_029032514.1, XP_029032515.1, XP_029032518.1, XP_029032516.1, XP_029032519.1
OG0001468	NP_001191993.1, XP_008189445.3	XP_029043109.1, XP_029043110.1
OG0001469	XP_008181788.1, NP_001233056.1	XP_029037613.1
OG0001470	XP_008187948.1, NP_001280297.1	XP_029038904.1, XP_029038905.1, XP_029038903.1
OG0001471	XP_008183781.1, NP_001280339.1, XP_008189101.1, XP_003242907.1	XP_029033027.1
OG0001472	NP_001280353.1	XP_029037086.1, XP_029038615.1
OG0001473	NP_001280376.1, XP_008185857.1	XP_029034238.1, XP_029034236.1, XP_029034237.1, XP_029034234.1, XP_029034235.1
OG0001474	XP_029342002.1, NP_001280448.1	XP_029039988.1
OG0001475	XP_001942854.1	XP_029037911.1, XP_029037910.1
OG0001476	XP_001942905.3	XP_029049330.1
OG0001477	XP_001942920.4	XP_029040039.1
OG0001478	XP_001942958.2, XP_029342966.1, XP_016660334.1, XP_008180779.1	XP_029055557.1
OG0001479	XP_001942962.2	XP_029044070.1
OG0001480	XP_001943003.1	XP_029047289.1
OG0001481	XP_001943151.1	XP_029033413.1, XP_029033411.1
OG0001482	XP_001943496.2	XP_029051009.1, XP_029051010.1
OG0001483	XP_001943861.2	XP_029053716.1
OG0001484	XP_001944106.1	XP_029037396.1
OG0001485	XP_001944507.2	XP_029056153.1
OG0001486	XP_029341194.1, XP_001944825.2	XP_029048935.1, XP_029048933.1
OG0001487	XP_016661816.1, XP_001945106.1	XP_029040531.1
OG0001488	XP_001945549.2	XP_029050400.1, XP_029050396.1, XP_029050399.1
OG0001489	XP_001945732.1	XP_029034683.1
OG0001490	XP_001945791.2	XP_029042050.1
OG0001491	XP_001946011.2, XP_029342551.1	XP_029037402.1
OG0001492	XP_001948802.2, XP_008187152.1, XP_008187153.1, XP_001946302.1	XP_029051008.1
OG0001493	XP_029343846.1, XP_001946376.2, XP_008183135.1	XP_029033513.1
OG0001494	XP_001946881.2	XP_029042364.1
OG0001495	XP_001946939.2, XP_029344154.1	XP_029035135.1, XP_029035153.1, XP_029035126.1, XP_029035143.1
OG0001496	XP_008185249.2, XP_001946961.1	XP_029054351.1
OG0001497	XP_001947222.2	XP_029048447.1, XP_029048445.1, XP_029048444.1
OG0001498	XP_008181337.1, XP_001947275.1, XP_029347822.1, XP_008180982.1, XP_008181925.2	XP_029036977.1, XP_029036979.1
OG0001499	XP_001947444.2	XP_029040363.1
OG0001500	XP_001947553.2	XP_029038777.1
OG0001501	XP_001947628.2	XP_029055526.1, XP_029055527.1
OG0001502	XP_001947678.4	XP_029055525.1
OG0001503	XP_001947953.1	XP_029049700.1, XP_029049697.1
OG0001504	XP_001948087.2, XP_016662592.1	XP_029052689.1
OG0001505	XP_001948092.2	XP_029048731.1
OG0001506	XP_001949016.2	XP_029041958.1, XP_029041960.1, XP_029041959.1
OG0001507	XP_001949195.2, XP_003243935.1	XP_029040825.1, XP_029040824.1
OG0001508	XP_016657823.1, XP_003242760.1, XP_003242759.1, XP_008180467.1, XP_029344178.1, XP_001949221.1	XP_029033156.1, XP_029033136.1
OG0001509	XP_001949731.2	XP_029035096.1, XP_029035094.1
OG0001510	XP_003246129.1, XP_001950257.2	XP_029048819.1
OG0001511	XP_001950295.2	XP_029055474.1
OG0001512	XP_001950347.2, XP_003249003.2	XP_029042216.1, XP_029042235.1
OG0001513	XP_029343494.1, XP_001950605.2	XP_029048889.1
OG0001514	XP_001950614.2, XP_008179295.1, XP_016656840.1	XP_029037337.1
OG0001515	XP_001951016.1, XP_008188305.1, XP_008188306.1	XP_029055431.1
OG0001517	XP_001951328.2, XP_029346096.1	XP_029046635.1
OG0001518	XP_001951365.1	XP_029032938.1, XP_029032939.1
OG0001519	XP_008183986.1, XP_001951874.2	XP_029048918.1
OG0001520	XP_001951964.1	XP_029056592.1
OG0001521	XP_008181173.1	XP_029048178.1
OG0001522	XP_001952293.1	XP_029046200.1
OG0001523	XP_001952833.2	XP_029036752.1
OG0001524	XP_003240924.1, XP_016664234.1	XP_029033727.1
OG0001525	XP_003241160.1	XP_029045785.1
OG0001526	XP_003241167.1, XP_029345134.1, XP_008190230.1	XP_029039080.1, XP_029039033.1
OG0001527	XP_003241208.1	XP_029039352.1
OG0001529	XP_003242875.1	XP_029046278.1, XP_029046280.1, XP_029046281.1, XP_029046282.1
OG0001530	XP_003243307.1	XP_029033999.1, XP_029033997.1, XP_029034001.1, XP_029034000.1, XP_029034003.1, XP_029034002.1
OG0001531	XP_003243327.1	XP_029045528.1, XP_029045527.1, XP_029045531.1, XP_029045530.1
OG0001532	XP_003243596.1	XP_029047041.1, XP_029047040.1, XP_029047039.1
OG0001533	XP_008189436.2, XP_008185693.1, XP_008185692.1, XP_003246282.1, XP_008185694.1, XP_003244766.1	XP_029039196.1
OG0001534	XP_003244802.1	XP_029042396.1, XP_029042393.1, XP_029042392.1, XP_029042395.1, XP_029042394.1
OG0001535	XP_029343322.1, XP_029343330.1, XP_029343343.1, XP_029343335.1, XP_003244942.1, XP_003244940.1, XP_008183679.1, XP_008183680.1	XP_029041515.1, XP_029041514.1
OG0001536	XP_003245170.1	XP_029043973.1, XP_029043998.1
OG0001537	XP_003245502.1, XP_008181113.1, XP_016661056.2	XP_029041748.1
OG0001538	XP_003245941.1	XP_029043474.1, XP_029043706.1
OG0001539	XP_029343073.1, XP_016656485.1, XP_016656486.1, XP_003246880.1, XP_008186547.1, XP_029344116.1, XP_016662798.1	XP_029052353.1
OG0001540	XP_003247868.1	XP_029038083.1
OG0001541	XP_003248759.2, XP_008188096.1	XP_029032292.1, XP_029032291.1
OG0001542	XP_029345676.1, XP_029345670.1, XP_003248868.3	XP_029032403.1, XP_029032393.1
OG0001543	XP_008178488.1	XP_029054496.1
OG0001545	XP_008180179.1	XP_029037038.1, XP_029037156.1
OG0001546	XP_008180322.1	XP_029042168.1
OG0001547	XP_008181007.1	XP_029040329.1, XP_029040326.1
OG0001548	XP_008181324.1	XP_029047586.1, XP_029047583.1, XP_029047584.1
OG0001549	XP_008181350.1, XP_008181345.1	XP_029036007.1, XP_029036008.1, XP_029036009.1
OG0001551	XP_029344459.1, XP_008182508.1	XP_029055449.1
OG0001552	XP_029341108.1, XP_008182735.1	XP_029032099.1, XP_029032096.1
OG0001553	XP_008183385.1	XP_029055962.1, XP_029055964.1
OG0001554	XP_008183450.2	XP_029050063.1, XP_029050028.1
OG0001555	XP_029341218.1, XP_008184180.1, XP_029341220.1	XP_029036488.1
OG0001556	XP_008184251.1	XP_029044980.1
OG0001557	XP_016661057.2	XP_029035431.1
OG0001558	XP_008184940.1	XP_029050297.1
OG0001559	XP_008185039.1	XP_029041271.1, XP_029041274.1, XP_029041275.1, XP_029041272.1, XP_029041273.1
OG0001560	XP_008186404.1, XP_016662679.1	XP_029041351.1
OG0001561	XP_029341351.1, XP_008186937.1, XP_029341646.1	XP_029045928.1, XP_029045929.1
OG0001562	XP_016663542.1, XP_008187530.2, XP_016660440.1	XP_029035187.1
OG0001563	XP_008187964.3	XP_029036922.1, XP_029036925.1
OG0001564	XP_008189660.1, XP_016659665.1, XP_029341277.1, XP_029341276.1	XP_029054122.1, XP_029054776.1, XP_029054676.1, XP_029053507.1, XP_029054804.1, XP_029054686.1
OG0001565	XP_008189936.1	XP_029052456.1
OG0001567	XP_016658137.2	XP_029036870.1, XP_029036871.1, XP_029036873.1
OG0001568	XP_016658644.1	XP_029036603.1
OG0001569	XP_016659072.1	XP_029039068.1
OG0001570	XP_016659399.1	XP_029042704.1
OG0001571	XP_016660614.1, XP_029346556.1, XP_016660615.1, XP_016660613.1	XP_029049963.1
OG0001572	XP_016661226.1, XP_029342072.1	XP_029056363.1
OG0001573	XP_016661281.1	XP_029037844.1, XP_029037845.1, XP_029037847.1, XP_029037846.1, XP_029037848.1
OG0001574	XP_016661800.1, XP_029343877.1, XP_029343880.1, XP_029343879.1, XP_029343878.1, XP_016661798.1, XP_029343876.1	XP_029052089.1, XP_029052093.1
OG0001575	XP_016665048.1	XP_029047969.1
OG0001576	XP_029341788.1, XP_029341787.1, XP_029341790.1, XP_029341789.1	XP_029040570.1
OG0001577	XP_029341940.1	XP_029046400.1
OG0001578	XP_029342030.1	XP_029048033.1, XP_029048044.1, XP_029048023.1
OG0001579	XP_029343105.1, XP_029343104.1	XP_029040562.1, XP_029040558.1
OG0001580	XP_029343957.1	XP_029047159.1
OG0001581	XP_029347791.1, XP_029344497.1	XP_029040501.1
OG0001582	XP_029345144.1	XP_029047173.1, XP_029047172.1, XP_029047171.1
OG0001583	XP_029345306.1	XP_029036943.1
OG0001584	XP_029346124.1	XP_029034029.1, XP_029034034.1
OG0001585	XP_029346669.1, XP_029348133.1	XP_029055399.1, XP_029055037.1
OG0001586	XP_029346801.1	XP_029034228.1
OG0001587	XP_029347036.1	XP_029032253.1
OG0001588	XP_029347321.1, XP_029348055.1	XP_029048881.1
OG0001589	XP_029348255.1	XP_029036502.1, XP_029036500.1
OG0001614	NP_001119609.1	XP_029035009.1, XP_029034998.1
OG0001615	NP_001165434.1, NP_001119664.1	XP_029041015.1, XP_029041014.1
OG0001616	XP_001949992.2, XP_001947239.1, NP_001129661.1, NP_001119692.1	XP_029048974.1
OG0001617	XP_016664309.1, XP_001949968.4, XP_001952346.3, XP_029347218.1, XP_029347450.1, XP_003240157.1, NP_001155377.1, XP_008178676.1	XP_029052247.1
OG0001619	XP_008189793.1, XP_008180212.1, NP_001155629.1	XP_029048423.1
OG0001620	NP_001155671.1	XP_029049615.1, XP_029049616.1
OG0001621	XP_029344967.1, NP_001155770.1, XP_008187262.1	XP_029053378.1
OG0001622	XP_008180830.1, NP_001155791.1	XP_029041834.1
OG0001623	NP_001155857.1	XP_029045853.1
OG0001624	NP_001155934.1, NP_001155932.1, NP_001155933.1, XP_008184379.1, NP_001155935.1	XP_029033140.1
OG0001625	NP_001156134.1	XP_029046814.1
OG0001626	NP_001156141.1	XP_029039632.1, XP_029039631.1
OG0001627	NP_001156148.1, XP_008185366.1	XP_029052083.1
OG0001628	XP_029341957.1, NP_001156245.1, XP_029344470.1, XP_029344469.1, XP_029344468.1, XP_008186771.2, NP_001233098.1, XP_016656492.1, XP_001948530.2, XP_001947430.2	XP_029035837.1
OG0001629	NP_001156316.1, XP_008178127.1, XP_008189895.1, NP_001165437.1	XP_029038883.1
OG0001630	NP_001156347.1, XP_016659252.1	XP_029045678.1
OG0001631	NP_001156438.1, XP_001948292.4, XP_016660627.1	XP_029042683.1, XP_029042681.1
OG0001632	XP_008183084.1, NP_001156712.1	XP_029045335.1
OG0001633	NP_001232954.1	XP_029050350.1
OG0001635	NP_001280462.1	XP_029049661.1
OG0001636	NP_001313576.1	XP_029041561.1, XP_029041550.1, XP_029041560.1
OG0001637	NP_001313606.1	XP_029049035.1, XP_029049034.1, XP_029049033.1, XP_029049032.1, XP_029049031.1
OG0001638	XP_001942629.2	XP_029046644.1, XP_029033173.1
OG0001639	XP_001942635.2	XP_029041904.1
OG0001640	XP_001944671.1, XP_001942710.1, XP_008187704.1	XP_029043527.1, XP_029044243.1
OG0001641	XP_001942933.2	XP_029043918.1
OG0001642	XP_001943211.1, XP_001943270.1, XP_008181942.1	XP_029041523.1, XP_029041521.1, XP_029041520.1, XP_029041522.1
OG0001643	XP_029343701.1, XP_029343702.1, XP_001944079.1, XP_008187007.1, XP_001943383.1, XP_016656484.1, XP_016665011.1	XP_029043348.1, XP_029043347.1, XP_029043346.1
OG0001644	XP_001945235.1, XP_029343508.1, XP_008186588.1, XP_008180278.2, XP_001943832.1	XP_029044240.1
OG0001645	XP_001944045.2	XP_029044315.1, XP_029044314.1
OG0001646	XP_001944173.2	XP_029033719.1
OG0001647	XP_029343557.1, XP_001944181.1, XP_003248804.3, XP_029341067.1	XP_029045431.1
OG0001648	XP_001944186.1	XP_029050942.1, XP_029050943.1, XP_029050944.1
OG0001649	XP_001944730.2	XP_029041370.1, XP_029041369.1, XP_029041368.1
OG0001650	XP_001945180.1	XP_029037514.1, XP_029037512.1, XP_029037513.1
OG0001651	XP_001945607.2	XP_029048948.1
OG0001652	XP_001945713.2	XP_029041293.1
OG0001653	XP_001945941.2	XP_029044672.1, XP_029044670.1, XP_029044669.1, XP_029044671.1
OG0001654	XP_001946378.2	XP_029041762.1, XP_029041760.1, XP_029041761.1, XP_029041758.1, XP_029041759.1, XP_029041763.1
OG0001655	XP_001946635.1	XP_029055475.1
OG0001656	XP_001946836.2	XP_029031948.1, XP_029031949.1
OG0001657	XP_029341082.1, XP_001946895.2	XP_029035294.1, XP_029035293.1
OG0001658	XP_016663561.1, XP_001948609.1, XP_001947103.1	XP_029033443.1
OG0001659	XP_001947555.1, XP_016661886.1	XP_029036804.1
OG0001660	XP_016659421.1, XP_001947974.1, XP_029342385.1, XP_008182235.1, XP_008182228.1	XP_029050401.1
OG0001661	XP_001948336.2, XP_008187588.1	XP_029047707.1
OG0001662	XP_001948434.2	XP_029045835.1, XP_029045838.1
OG0001663	XP_001948502.1	XP_029039881.1, XP_029039882.1, XP_029039883.1
OG0001664	XP_001948999.2	XP_029045726.1, XP_029045718.1
OG0001665	XP_001949124.1	XP_029038507.1
OG0001666	XP_001949417.2	XP_029035783.1
OG0001668	XP_001949692.1	XP_029036775.1
OG0001669	XP_001950332.1, XP_008179737.1	XP_029035840.1
OG0001670	XP_001950746.1	XP_029032431.1, XP_029032438.1
OG0001671	XP_001950779.1, XP_016659456.1, XP_008182266.1, XP_008182272.1, XP_029346598.1, XP_016658189.1, XP_029344288.1, XP_008189734.1	XP_029051433.1, XP_029051434.1
OG0001672	XP_016664060.1, XP_001950792.1	XP_029038878.1
OG0001673	XP_001951789.2, XP_001951110.1	XP_029038017.1, XP_029038016.1, XP_029038015.1, XP_029038018.1
OG0001674	XP_001951117.2	XP_029050257.1
OG0001675	XP_001951163.2, XP_008187982.1	XP_029043446.1
OG0001676	XP_001951600.1	XP_029055465.1
OG0001677	XP_001951757.1	XP_029041707.1, XP_029041799.1
OG0001678	XP_001952151.3, XP_016656299.1	XP_029047469.1, XP_029047470.1
OG0001679	XP_001952174.1	XP_029048832.1, XP_029048831.1, XP_029048833.1
OG0001680	XP_001952275.1	XP_029033268.1, XP_029033269.1
OG0001681	XP_001952488.1, XP_003244801.1, XP_008183491.1, XP_008183492.1	XP_029036098.1
OG0001682	XP_003241201.1	XP_029052026.1
OG0001683	XP_003242711.1	XP_029041067.1, XP_029041068.1, XP_029041064.1, XP_029041066.1
OG0001684	XP_003244008.1	XP_029049999.1
OG0001685	XP_029345345.1, XP_003244045.1	XP_029037041.1
OG0001686	XP_003244114.1	XP_029049380.1
OG0001687	XP_003244150.1, XP_029343745.1, XP_003248022.1	XP_029044510.1
OG0001688	XP_003244236.1	XP_029039157.1
OG0001689	XP_003246307.1, XP_016662081.1, XP_008185722.1, XP_029341680.1	XP_029043772.1, XP_029043780.1
OG0001690	XP_003247236.1, XP_008181864.2	XP_029043541.1
OG0001691	XP_003247465.1	XP_029041172.1, XP_029041171.1
OG0001692	XP_003247659.1	XP_029042328.1
OG0001693	XP_003247797.1	XP_029041290.1
OG0001694	XP_003247833.1	XP_029047193.1, XP_029047192.1
OG0001695	XP_003247962.1, XP_008184535.1, XP_029342167.1	XP_029036779.1
OG0001696	XP_029346128.1, XP_003248837.3	XP_029040418.1, XP_029040409.1
OG0001697	XP_008178829.1	XP_029045797.1
OG0001698	XP_016658341.1, XP_016658802.1	XP_029040946.1, XP_029040943.1, XP_029040944.1, XP_029040945.1, XP_029054214.1, XP_029047084.1, XP_029054037.1, XP_029055148.1
OG0001699	XP_029345236.1, XP_008179743.1	XP_029041247.1
OG0001700	XP_008180611.1	XP_029056367.1
OG0001701	XP_008181703.1	XP_029047529.1, XP_029047525.1
OG0001702	XP_008182063.3	XP_029048394.1, XP_029048396.1, XP_029048395.1, XP_029048397.1
OG0001703	XP_008183132.2	XP_029053026.1, XP_029053028.1
OG0001704	XP_008183183.1	XP_029056076.1, XP_029056079.1, XP_029056077.1
OG0001705	XP_008183746.1	XP_029054281.1, XP_029054940.1, XP_029053994.1, XP_029054842.1, XP_029054724.1, XP_029054018.1, XP_029054639.1, XP_029054579.1, XP_029053647.1, XP_029054869.1, XP_029054069.1, XP_029053907.1, XP_029053912.1, XP_029054227.1, XP_029053849.1, XP_029054072.1, XP_029054111.1, XP_029053847.1, XP_029054073.1, XP_029055201.1, XP_029053859.1
OG0001706	XP_029342018.1, XP_008183985.1, XP_029342017.1, XP_016660636.1	XP_029043578.1, XP_029043574.1, XP_029043575.1, XP_029043573.1, XP_029043577.1
OG0001707	XP_008184047.1	XP_029040459.1
OG0001708	XP_008184069.1	XP_029041028.1
OG0001709	XP_008184777.1	XP_029050200.1, XP_029050209.1
OG0001710	XP_008185276.2	XP_029041574.1, XP_029041580.1, XP_029041582.1
OG0001711	XP_008185641.1, XP_016661368.1	XP_029042921.1
OG0001712	XP_008185711.1	XP_029035719.1, XP_029035720.1
OG0001713	XP_008185732.1, XP_008185731.1, XP_008185730.1, XP_008185729.1	XP_029048048.1, XP_029048047.1, XP_029048046.1
OG0001714	XP_008185781.1	XP_029050791.1
OG0001715	XP_008186070.1	XP_029033877.1
OG0001716	XP_008186221.1	XP_029040492.1
OG0001717	XP_008186368.1	XP_029033708.1, XP_029033699.1, XP_029033691.1
OG0001718	XP_008186471.1	XP_029051687.1
OG0001719	XP_029346950.1, XP_008187666.1	XP_029037938.1, XP_029037939.1
OG0001720	XP_008187727.1	XP_029046381.1, XP_029046380.1, XP_029046379.1
OG0001721	XP_008188269.1, XP_008188938.1	XP_029039289.1, XP_029039323.1
OG0001722	XP_008189818.1	XP_029048706.1, XP_029048702.1, XP_029048703.1, XP_029048704.1, XP_029048705.1, XP_029048707.1
OG0001723	XP_016656015.1	XP_029039495.1
OG0001724	XP_016657416.1	XP_029036442.1, XP_029036443.1
OG0001725	XP_016657929.1	XP_029045224.1
OG0001726	XP_016658867.1	XP_029041968.1
OG0001727	XP_016659837.1	XP_029044570.1
OG0001728	XP_016659994.1	XP_029046665.1, XP_029046657.1
OG0001729	XP_016660123.1	XP_029050566.1
OG0001730	XP_016662596.1	XP_029035550.1
OG0001731	XP_016662755.1, XP_029347626.1	XP_029048092.1
OG0001732	XP_016663406.1	XP_029043901.1
OG0001733	XP_016663444.1, XP_029348714.1	XP_029040692.1
OG0001734	XP_029341592.1	XP_029041078.1, XP_029041085.1, XP_029041093.1, XP_029041102.1
OG0001735	XP_029341951.1	XP_029034196.1, XP_029034197.1
OG0001737	XP_029342873.1	XP_029047424.1, XP_029047422.1, XP_029047423.1
OG0001738	XP_029342948.1	XP_029034270.1
OG0001739	XP_029343150.1	XP_029047535.1
OG0001740	XP_029343949.1	XP_029045700.1, XP_029045692.1
OG0001741	XP_029344099.1	XP_029034269.1, XP_029034268.1
OG0001742	XP_029344583.1	XP_029056342.1
OG0001743	XP_029344991.1	XP_029049959.1, XP_029049960.1, XP_029049958.1
OG0001744	XP_029345593.1	XP_029034818.1, XP_029034819.1
OG0001745	XP_029345636.1	XP_029049388.1, XP_029049386.1
OG0001746	XP_029345814.1	XP_029045290.1
OG0001747	XP_029346653.1	XP_029044869.1, XP_029044868.1, XP_029044870.1
OG0001748	XP_029347349.1	XP_029032073.1, XP_029032064.1
OG0001749	XP_029347633.1, XP_029347629.1	XP_029040788.1, XP_029040793.1
OG0001774	XP_008188214.1, NP_001155610.1, NP_001119694.1	XP_029045460.1
OG0001775	XP_008188848.1, NP_001129410.1, NP_001156569.1	XP_029042334.1, XP_029042333.1
OG0001776	XP_001951172.2, NP_001129411.1	XP_029052622.1
OG0001777	NP_001129414.1	XP_029033694.1, XP_029033498.1
OG0001778	NP_001129594.1	XP_029036678.1
OG0001779	XP_001945775.2, NP_001155452.1, NP_001155825.1	XP_029040462.1
OG0001780	XP_016659892.1, NP_001155461.1	XP_029050706.1
